اتھاہ	deep	اتھاہ	deep		
آسرا	schronienie	آسرا	schronienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آسرا	schron	آسرا	schron	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آسرا	schronienie	آسرا	schronienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آسرا	zaufanie	آسرا	zaufanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آسرا	zapewnienie	آسرا	zapewnić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آسرا	oczekiwanie	آسرا	oczekiwać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
آسرا	nadzieja	آسرا	nadzieja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آسرا	wiara	آسرا	wiara	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آسرا	zaufanie	آسرا	zaufanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آسرا	schronienie	آسرا	schronienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آسمان	deszcz	آسمان	deszcz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آسمان	niebo	آسمان	niebo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آسمان	horyzont	آسمان	horyzont	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آسمان	deszcz	آسمان	deszcz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آسمان	niebo	آسمان	niebo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آسمان	niebo	آسمان	niebo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آسمان	horyzont	آسمان	horyzont	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آسمانی	wyższe	آسمانی	wysoki	ADJ	ADJ;NOM;CMPR;NEUT;SG
آسمانی	wyższy	آسمانی	wysoki	ADJ	ADJ;NOM;CMPR;MASC;SG
آسمانی	wyższa	آسمانی	wysoki	ADJ	ADJ;NOM;CMPR;FEM;SG
آسمانی	niespodziewane	آسمانی	niespodziewany	ADJ	ADJ;NOM;NEUT;SG
آسمانی	nieoczekiwane	آسمانی	nieoczekiwany	ADJ	ADJ;NOM;NEUT;SG
آسمانی	niespodziewany	آسمانی	niespodziewany	ADJ	ADJ;NOM;MASC;SG
آسمانی	nieoczekiwany	آسمانی	nieoczekiwany	ADJ	ADJ;NOM;MASC;SG
آسمانی	boskie	آسمانی	boski	ADJ	ADJ;NOM;NEUT;SG
آسمانی	boski	آسمانی	bosk	ADJ	ADJ;NOM;MASC;SG
آسمانی	niebieskich	آسمانی	niebieski	ADJ	ADJ;GEN;MASC;PL
آسمانی	górne	آسمانی	górny	ADJ	ADJ;NOM;NEUT;SG
آسمانی	górna	آسمانی	górny	ADJ	ADJ;NOM;FEM;SG
آشکار	znane	آشکار	znać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آشکار	ujawnione	آشکار	ujawnić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آشکار	widoczna	آشکار	widoczny	ADJ	ADJ;NOM;FEM;SG
آشکار	widoczny	آشکار	widoczny	ADJ	ADJ;NOM;MASC;SG
آشکار	widoczne	آشکار	widoczny	ADJ	ADJ;NOM;NEUT;SG
آشکار	ujawnione	آشکار	ujawnić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آشکار	widocznej	آشکار	widoczny	ADJ	ADJ;GEN;FEM;SG
آشکار	znane	آشکار	znać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آشکار	jawnym	آشکار	jawny	ADJ	ADJ;INS;MASC;SG
آشکار	ujawnione	آشکار	ujawnić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آشکار	widoczna	آشکار	widoczny	ADJ	ADJ;NOM;FEM;SG
آشکار	widoczny	آشکار	widoczny	ADJ	ADJ;NOM;MASC;SG
آشکار	widoczne	آشکار	widoczny	ADJ	ADJ;NOM;NEUT;SG
آشکار	ujawnione	آشکار	ujawnić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آشکار	widocznej	آشکار	widoczny	ADJ	ADJ;GEN;FEM;SG
آشمال	sługa	آشمال	sługa	N	N;NOM;MASC;SG
آشنا	świadomy	آشنا	świadomy	ADJ	ADJ;NOM;MASC;SG
آشنا	świadoma	آشنا	świadomy	ADJ	ADJ;NOM;FEM;SG
آغاز	początek	آغاز	początek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آغاز	pochodzenie	آغاز	pochodzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آغاز	rozpoczęcie	آغاز	rozpocząć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آغاز	rozpoczęcie	آغاز	rozpocząć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آغاز	początek	آغاز	początek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آغاز	początek	آغاز	początek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آغاز	pochodzenie	آغاز	pochodzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آغاز	rozpoczęcie	آغاز	rozpocząć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آغاز	rozpoczęcie	آغاز	rozpocząć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آغاز	początek	آغاز	początek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آغوش	schronienie	آغوش	schronienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آغوش	okrążenie	آغوش	okrążenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آغوش	biust	آغوش	biust	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آغوش	łono	آغوش	łono	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آغوش	uścisk	آغوش	uścisk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آغوش	objęcia	آغوش	objęcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آغوش	azyl	آغوش	azyl	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آفاقی	globalny	آفاقی	globalny	ADJ	ADJ;NOM;MASC;SG
آفاقی	globalna	آفاقی	globalny	ADJ	ADJ;NOM;FEM;SG
آفاقی	globalnego	آفاقی	globalny	ADJ	ADJ;ACC;MASC;SG
آفاقی	globalne	آفاقی	globalny	ADJ	ADJ;NOM;NEUT;SG
آفاقی	uniwersalne	آفاقی	uniwersalny	ADJ	ADJ;NOM;NEUT;SG
آفاقی	uniwersalny	آفاقی	uniwersalny	ADJ	ADJ;NOM;MASC;SG
آفاقی	powszechnej	آفاقی	powszechny	ADJ	ADJ;GEN;FEM;SG
آفاقی	powszechne	آفاقی	powszechny	ADJ	ADJ;NOM;NEUT;SG
آفاقی	globalny	آفاقی	globalny	ADJ	ADJ;NOM;MASC;SG
آفاقی	globalna	آفاقی	globalny	ADJ	ADJ;NOM;FEM;SG
آفاقی	globalnego	آفاقی	globalny	ADJ	ADJ;ACC;MASC;SG
آفاقی	globalne	آفاقی	globalny	ADJ	ADJ;NOM;NEUT;SG
آفت	hałas	آفت	hałas	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آفت	szum	آفت	szum	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آفت	kłopot	آفت	kłopot	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آفت	nieszczęście	آفت	nieszczęście	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
آفت	nieszczęścia	آفت	nieszczęście	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
آفت	okrucieństwo	آفت	okrucieństwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
آفت	brutalność	آفت	brutalność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آفت	trudność	آفت	trudność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آفت	nieszczęście	آفت	nieszczęście	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
آفت	smutek	آفت	smutek	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آفت	katastrofa	آفت	katastrofa	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آفت	klęska	آفت	klęski	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آفت	nieszczęście	آفت	nieszczęście	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
آفت	nieszczęścia	آفت	nieszczęście	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
آفت	katastrofa	آفت	katastrofa	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آفت	problem	آفت	problem	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آفتاب	wino	آفتاب	wino	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آفتابی	żółte	آفتابی	żółty	ADJ	ADJ;NOM;NEUT;SG
آفتابی	żółta	آفتابی	żółta	ADJ	ADJ;NOM;FEM;SG
آفتابی	żółty	آفتابی	żółty	ADJ	ADJ;NOM;MASC;SG
آفتابی	słoneczna	آفتابی	słoneczny	ADJ	ADJ;NOM;FEM;SG
آفتابی	słoneczny	آفتابی	słoneczny	ADJ	ADJ;NOM;MASC;SG
آفتابی	słoneczne	آفتابی	słoneczny	ADJ	ADJ;NOM;NEUT;SG
آقا	panie	آقا	pan		
آکاش	sky	آکاش	ska		
آکاش	nieba	آکاش	niebo		
آگ	pożądanie	آگ	pożądać	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
آگ	żądza	آگ	żądzać	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آگ	pożądania	آگ	pożądanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
آگ	bunt	آگ	bunt	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آگ	wrogość	آگ	wrogość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آگ	tumult	آگ	tumult	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آگ	złość	آگ	złość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آگ	gniew	آگ	gniew	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آگ	gniew	آگ	gniew	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آگ	syfilis	آگ	syfilis	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آگ	entuzjazm	آگ	entuzjazm	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آگ	płomień	آگ	płomień	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آگ	zazdrość	آگ	zazdrość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آگ	nienawiść	آگ	nienawiść	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آگ	pasja	آگ	pasja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آگ	namiętność	آگ	namiętność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آگ	ogień	آگ	ogień	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آگ	zazdrość	آگ	zazdrość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
آگا	czoło	آگا	czoło	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آگا	front	آگا	front	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آگاہ	poinformowany	آگاہ	poinformować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
آگاہ	poinformowana	آگاہ	poinformować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
آگاہی	czujność	آگاہی	czujność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگاہی	wgląd	آگاہی	wgląd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آگاہی	informacja	آگاہی	informacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگاہی	wiedza	آگاہی	wiedza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگاہی	znajomość	آگاہی	znajomość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگاہی	świadomość	آگاہی	świadomość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگاہی	rozpoznawalność	آگاہی	rozpoznawalność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگاہی	czujność	آگاہی	czujność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگاہی	wgląd	آگاہی	wgląd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آگاہی	informacja	آگاہی	informacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگاہی	wiedza	آگاہی	wiedza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگاہی	znajomość	آگاہی	znajomość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگہی	świadomość	آگہی	świadomość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگہی	rozpoznawalność	آگہی	rozpoznawalność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آگے	wcześniej	آگے	wcześnie	ADV;NOM;MASC;SG;3	ADV;CMPR
آگے	poprzednio	آگے	poprzednio	ADV;NOM;MASC;SG;3	ADV
آگے	dawniej	آگے	dawno	ADV;NOM;MASC;SG;3	ADV;CMPR
آگے	wcześniej	آگے	wcześnie	ADV;NOM;MASC;SG;3	ADV;CMPR
آگے	wcześniej	آگے	wcześnie	ADV;NOM;MASC;SG;3	ADV;CMPR
آگے	poprzednio	آگے	poprzednio	ADV;NOM;MASC;SG;3	ADV
آگے	dawniej	آگے	dawno	ADV;NOM;MASC;SG;3	ADV;CMPR
آلا	mokro	آلا	mokro		
آلا	thug	آلا	thug		
آلا	wilgoć	آلا	wilgoć		
آلا	ballada	آلا	ballada		
آلات	instrumenty	آلہ	instrument	N;NOM;MASC;PL;3	N;NOM;MASC;PL
آلات	przyrządy	آلہ	przyrząd	N;NOM;MASC;PL;3	N;NOM;MASC;PL
آلات	narzędzia	آلہ	narzędzie	N;NOM;MASC;PL;3	N;NOM;NEUT;PL
آلات	urządzenia	آلہ	urządzenie	N;NOM;MASC;PL;3	N;NOM;NEUT;PL
آلات	gadżety	آلہ	gadżet	N;NOM;MASC;PL;3	N;NOM;MASC;PL
آلات	naczynia	آلہ	naczynie	N;NOM;MASC;PL;3	N;NOM;NEUT;PL
آلسی	senny	آلسی	senny	ADJ	ADJ;NOM;MASC;SG
آلسی	leniwy	آلسی	leniwy	ADJ	ADJ;NOM;MASC;SG
آلسی	leniwa	آلسی	leniwo	ADJ	ADJ;NOM;FEM;SG
آلسی	leniwe	آلسی	leniwy	ADJ	ADJ;NOM;NEUT;SG
آلو	ziemniak	آلو	ziemniak	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آلوچہ	plum	آلوچہ	plum		
آلودہ	zanieczyszczone	آلودہ	zanieczyszczyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آلودہ	zanieczyszczone	آلودہ	zanieczyszczyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آلودہ	skażone	آلودہ	skazić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آلودہ	zanurzone	آلودہ	zanurzyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آلودہ	brudne	آلودہ	brudny	ADJ	ADJ;NOM;NEUT;SG
آلودہ	brudny	آلودہ	brudny	ADJ	ADJ;NOM;MASC;SG
آلہ	przyrząd	آلہ	przyrząd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آلہ	narzędzie	آلہ	narzęd	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آلہ	wdrożenie	آلہ	wdrożyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آلہ	przyrząd	آلہ	przyrząd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آلہ	narzędzie	آلہ	narzęd	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آلہ	wdrożenie	آلہ	wdrożyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آمادگی	gotowość	آمادگی	gotowość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آمادگی	gotowość	آمادگی	gotowość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آمادگی	gotowość	آمادگی	gotowość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آمادگی	gotowość	آمادگی	gotowość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آمادہ	przygotowane	آمادہ	przygotować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آمادہ	przygotowany	آمادہ	przygotować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
آمادہ	przygotowana	آمادہ	przygotować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
آمادہ	czujny	آمادہ	czujny	ADJ	ADJ;NOM;MASC;SG
آمادہ	dostępny	آمادہ	dostępny	ADJ	ADJ;NOM;MASC;SG
آمادہ	dostępna	آمادہ	dostępny	ADJ	ADJ;NOM;FEM;SG
آمادہ	dostępne	آمادہ	dostępny	ADJ	ADJ;NOM;NEUT;SG
آمادہ	obecny	آمادہ	obecny	ADJ	ADJ;NOM;MASC;SG
آمادہ	obecna	آمادہ	obecny	ADJ	ADJ;NOM;FEM;SG
آمادہ	obecne	آمادہ	obecny	ADJ	ADJ;NOM;NEUT;SG
آمادہ	przygotowane	آمادہ	przygotować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
آمادہ	przygotowany	آمادہ	przygotować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
آمادہ	przygotowana	آمادہ	przygotować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
آمادہ	gotowy	آمادہ	gotowy	ADJ	ADJ;NOM;MASC;SG
آمادہ	gotowe	آمادہ	gotowy	ADJ	ADJ;NOM;NEUT;SG
آمادہ	czujny	آمادہ	czujny	ADJ	ADJ;NOM;MASC;SG
آمادہ	dostępny	آمادہ	dostępny	ADJ	ADJ;NOM;MASC;SG
آمادہ	dostępna	آمادہ	dostępny	ADJ	ADJ;NOM;FEM;SG
آمادہ	dostępne	آمادہ	dostępny	ADJ	ADJ;NOM;NEUT;SG
آمادہ	obecny	آمادہ	obecny	ADJ	ADJ;NOM;MASC;SG
آمادہ	obecna	آمادہ	obecny	ADJ	ADJ;NOM;FEM;SG
آمادہ	obecne	آمادہ	obecny	ADJ	ADJ;NOM;NEUT;SG
آمادہ	chętna	آمادہ	chętny	ADJ	ADJ;NOM;FEM;SG
آمادہ	chętny	آمادہ	chętny	ADJ	ADJ;NOM;MASC;SG
آمد	dojazd	آمد	dojazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	przybycie	آمد	przybyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آمد	przyjazd	آمد	przyjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	dochód	آمد	dochód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	przychód	آمد	przychód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	podejście	آمد	podejść	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آمد	spontaniczność	آمد	spontaniczność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آمد	wjazd	آمد	wjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	wejście	آمد	wejście	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آمد	wpis	آمد	wpis	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	adwent	آمد	adwent	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	inspiracja	آمد	inspiracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آمد	dojazd	آمد	dojazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	przybycie	آمد	przybyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آمد	przyjazd	آمد	przyjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	dochód	آمد	dochód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	przychód	آمد	przychód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	podejście	آمد	podejść	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آمد	spontaniczność	آمد	spontaniczność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آمد	wjazd	آمد	wjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	wejście	آمد	wejście	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آمد	wpis	آمد	wpis	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	dochód	آمد	dochód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	przychód	آمد	przychód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	adwent	آمد	adwent	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمد	inspiracja	آمد	inspiracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آمدن	dojazd	آمدن	dojazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمدن	przybycie	آمدن	przybyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
آمدن	przyjazd	آمدن	przyjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمدن	adwent	آمدن	adwent	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمدن	dochód	آمدن	dochód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمدن	przychód	آمدن	przychód	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمدنی	dochód	آمدنی	dochód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آمدنی	przychód	آمدنی	przychód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آمدنی	dochód	آمدنی	dochód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آمدنی	przychód	آمدنی	przychód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آمدنی	dochód	آمدنی	dochód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آمدنی	przychód	آمدنی	przychód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
آمِرانہ	dyktatorskich	آمِرانہ	dyktatorski	ADJ	ADJ;GEN;MASC;PL
آمیختہ	mieszane	آمیختہ	mieszany	ADJ	ADJ;NOM;NEUT;SG
آمیختہ	mieszana	آمیختہ	mieszać	ADJ	ADJ;NOM;FEM;SG
آمیختہ	mieszane	آمیختہ	mieszany	ADJ	ADJ;NOM;NEUT;SG
آمیختہ	mieszana	آمیختہ	mieszać	ADJ	ADJ;NOM;FEM;SG
آمیختہ	mieszanej	آمیختہ	mieszany	ADJ	ADJ;GEN;FEM;SG
آمیز	mieszane	آمیز	mieszany	ADJ	ADJ;NOM;NEUT;SG
آمیز	mieszana	آمیز	mieszać	ADJ	ADJ;NOM;FEM;SG
آمیز	mieszanej	آمیز	mieszany	ADJ	ADJ;GEN;FEM;SG
آمیزش	mieszanka	آمیزش	mieszanka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آمیزش	mieszanina	آمیزش	mieszanina	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آمیزش	temperament	آمیزش	temperament	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آمیزش	spisek	آمیزش	spisek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آنا	rzuć	آ	rzuć	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
آنا	rosnąć	آ	rosnąć	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
آنا	przybyć	آ	przybyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
آنا	rzuć	آ	rzuć	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
آنا	rosnąć	آ	rosnąć	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
آنا	chodź	آ	chodzić	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
آنا	przybyć	آ	przybyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
آنچ	proces	آنچ	proces	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آنچ	próba	آنچ	próba	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آنچ	rozprawa	آنچ	rozprawa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آنچ	blask	آنچ	blask	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آنچ	trudność	آنچ	trudność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آنچ	płomień	آنچ	płomień	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آنچ	pasja	آنچ	pasja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آنچ	namiętność	آنچ	namiętność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آنچ	ogień	آنچ	ogień	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آنچو	malin	آنچو	malina		
آندھی	cyklon	آندھی	cyklon	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آندھی	huragan	آندھی	huragan	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آندھی	cyklon	آندھی	cyklon	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آندھی	huragan	آندھی	huragan	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آنڈ	jądro	آنڈ	jądro		
آنک	hook	آنک	hook		
آنک	haka	آنک	hak		
آنک	krzywej	آنک	krzywy		
آنک	cypher	آنک	cypher		
آنکنا	stawki	آنکنا	stawka		
آنکنا	miary	آنکنا	miara		
آنکھ	opinia	آنکھ	opinia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آنکھ	wzrok	آنکھ	wzrok	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آنکھ	oszacowanie	آنکھ	oszacować	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آنکھ	potomek	آنکھ	potomek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آنکھ	potomstwo	آنکھ	potomstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آنکھ	poszanowanie	آنکھ	poszanowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آنکھ	wskazówka	آنکھ	wskazówka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آنکھ	gest	آنکھ	gest	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آنکھ	oczekiwanie	آنکھ	oczekiwać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
آنکھ	nadzieja	آنکھ	nadzieja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
آنگن	podwórko	آنگن	podwórko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آنگن	podwórko	آنگن	podwórko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
آنگن	dziedziniec	آنگن	dziedziniec	N;NOM;MASC;SG;3	N;NOM;MASC;SG
آنی	przejściowy	آنی	przejściowy	ADJ	ADJ;ACC;MASC;SG
آنی	nieuniknione	آنی	nieuniennić	ADJ	ADJ;NOM;NEUT;SG
آنی	nieunikniona	آنی	nieuniennić	ADJ	ADJ;NOM;FEM;SG
آنی	nieunikniony	آنی	nieuniennić	ADJ	ADJ;NOM;MASC;SG
آنی	chwilowe	آنی	chwilowy	ADJ	ADJ;NOM;NEUT;SG
آنی	krótkie	آنی	krótki	ADJ	ADJ;NOM;NEUT;SG
آنی	krótki	آنی	krótki	ADJ	ADJ;NOM;MASC;SG
