organisms	الكائن	organisms	كَائِن	N;NOM;MASC;SG	N;NOM;DEF;SG
ikona	ايقونة	ikons	ايقونة	N;NOM;FEM;SG	N;NOM;INDF;SG
sprādziens	الانفجار	sprādziens	اِنفِجَار	N;NOM;MASC;SG	N;NOM;DEF;SG
sprādziens	انفجار	sprādziens	اِنفِجَار	N;NOM;MASC;SG	N;NOM;INDF;SG
tulkot	ترجم	tulkot	تَرجَم	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
saindēšanās	التسمم	saindēšanās	تَسَمُّم	N;NOM;FEM;SG	N;NOM;DEF;SG
saindēšanās	تسمم	saindēšanās	سَمَّم	N;NOM;FEM;SG	N;NOM;INDF;SG
izvirza	رشح	izvirzīt	رَشَح	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
izvirza	رشحت	izvirzīt	رشحت	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;FEM;SG;3;ACT
attīsta	يطور	attīstīt	طَار	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
cietusi	عانت	ciest	عَانَى	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
cietusi	عانى	ciest	عَانَى	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
cietusi	عانيت	ciest	عَانَى	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
saskaras	يواجه	saskarties	وَاجَه	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
pacēlums	الارتفاع	pacēlums	اِرتِفَاع	N;NOM;MASC;SG	N;NOM;DEF;SG
ziņa	الرسالة	ziņa	رِسَالَة	N;NOM;FEM;SG	N;NOM;DEF;SG
ziņa	رسالة	ziņa	رِسَالَة	N;NOM;FEM;SG	N;NOM;INDF;SG
plates	لوحات	plate	لَوحَة	N;NOM;FEM;PL	N;NOM;INDF;PL
emblēma	شعار	emblēma	شِعَار	N;NOM;FEM;SG	N;NOM;INDF;SG
emblēma	الشعار	emblēma	شِعَار	N;NOM;FEM;SG	N;NOM;DEF;SG
kritērijs	معيار	kritērijs	مُعِير	N;NOM;MASC;SG	N;NOM;INDF;SG
kritērijs	المعيار	kritērijs	مِعيَار	N;NOM;MASC;SG	N;NOM;DEF;SG
iznīcināts	دمر	iznīcināt	دَمَّر	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
iznīcināts	دمرت	iznīcināt	دَمَّر	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
inde	السم	inde	سَمّ	N;NOM;FEM;SG	N;NOM;DEF;SG
brīdis	اللحظة	brīdis	لَحظَة	N;NOM;MASC;SG	N;NOM;DEF;SG
sarežģīts	معقدة	sarežģīts	مُعَقَّد	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
sarežģīts	معقد	sarežģīts	مُعَقَّد	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
knābji	مناقير	knābis	مُنَاقِير	N;NOM;MASC;PL	N;NOM;INDF;PL
fosfora	الفوسفور	fosfora	فُوسفُور	N;NOM;FEM;SG	N;NOM;DEF;SG
palāta	محكمة	palātīt	مَحكَمَة	N;NOM;FEM;SG	N;NOM;INDF;SG
palāta	المحكمة	palātīt	مَحكَمَة	N;NOM;FEM;SG	N;NOM;DEF;SG
tunisija	تونس	tunisija	تُونِس	N;NOM;FEM;SG	N;NOM;INDF;SG
jaunatne	شب	jaunatne	شَبّ	N;NOM;FEM;SG	N;NOM;INDF;SG
mongoļi	المغول	mongols	مَغُول	N;NOM;MASC;PL	N;NOM;DEF;PL
jēdzieni	مفاهيم	jēdziens	مَفهُوم	N;NOM;MASC;PL	N;NOM;INDF;PL
jēdzieni	المفاهيم	jēdziens	مَفهُوم	N;NOM;MASC;PL	N;NOM;DEF;PL
jēdzieni	مفاهيم	jēdziens	مَفهُوم	N;NOM;MASC;PL	N;NOM;INDF;PL
atveda	جلبت	atvest	جَلَب	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
atveda	احضرت	atvest	أَحضَر	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
pārstāvniecības	الوفود	pārstāvniecība	وَفد	N;NOM;FEM;PL	N;NOM;DEF;PL
pārstāvniecības	وفود	pārstāvniecība	وَفد	N;NOM;FEM;PL	N;NOM;INDF;PL
restorāns	المطعم	restorāns	مَطعَم	N;NOM;MASC;SG	N;NOM;DEF;SG
restorāns	مطعم	restorāns	مطعم	N;NOM;MASC;SG	N;NOM;INDF;SG
