категория	kategori	категория	kategori	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
операция	kirurgi	операция	kirurgi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
изпраща	skickar	изпращам	skicka	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
изпраща	sänder	изпращам	sända	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
трета	tredje	трети	tre	ADJ;INDF;FEM;SG	ADJ;NOM
томас	thomas	томас	thomas	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
срещи	möten	среща	möt	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
срещи	sammanträden	среща	sammanträde	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
основна	huvudsaklig	основен	huvudsaklig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
основна	grundläggande	основен	grundläggande	ADJ;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
програмата	programmet	програма	program	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
материал	material	материал	material	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
възстановяване	återbetalning	възстановяване	återbetalning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
възстановяване	återställning	възстановяване	återställning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
възстановяване	restaurering	възстановяване	restaurering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
възстановяване	återställning	възстановяване	återställning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
възстановяване	återupprättande	възстановяване	återupprättande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
възстановяване	återvinning	възстановяване	återvinning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
възстановяване	återhämtning	възстановяване	återhämtning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
възстановяване	indrivning	възстановяване	indrivning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
възстановяване	återbetalning	възстановяване	återbetalning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
причини	anledningar	причина	anledning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
причини	orsaker	причина	orsak	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
причини	orsaker	причина	orsak	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
кралица	queen	кралица	queen	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
кралица	drottning	кралица	drottning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
висок	hög	висок	hög	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
висок	högt	висок	hög	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
висок	lång	висок	lång	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
крепост	stronghold	крепост	stronghold	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
крепост	fäste	крепост	fäste	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
крепост	fästning	крепост	fästning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
размери	dimensioner	размер	dimension	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
размери	storlekar	размер	storlek	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
философия	filosofi	философия	filosofi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
обратно	tillbaks	обратно	tillbaks	ADV	ADV
обратно	tillbaka	обратно	tillbaka	ADV	ADV
обратно	bakåt	обратно	bakåt	ADV	ADV
сцена	scen	сцена	scen	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
сцена	scen	сцена	scen	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
сцена	etapp	сцена	etapp	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
сцена	stadium	сцена	stadium	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
сцена	skede	сцена	skede	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
изглед	utsikt	изглед	utsikt	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
изглед	utsikt	изглед	utsikt	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
изглед	vy	изглед	vy	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
звезда	stjärna	звезда	stjärna	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
звезда	star	звезда	star	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
провинции	provinser	провинция	provins	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
училища	skolor	училище	skola	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
лично	personligen	лично	personligen	ADV	ADV
седем	sju	седем	sju	NUM;INDF;PL	NUM;NOM
общност	gemenskap	общност	gemenskap	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
общност	samhälle	общност	samhälle	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
общност	community	общност	community	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
използване	användning	използване	användning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
използване	användning	използване	användning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
проблем	besvär	проблем	besvär	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
проблем	trubbel	проблем	trubbel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
технически	tekniskt	технически	teknisk	ADV	ADV
технически	tekniskt	технически	teknisk	ADV	ADV
лица	personer	лице	person	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
характер	personlighet	характер	personlighet	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
характер	karaktär	характер	karaktär	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
характер	tecken	характер	tecken	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
характер	rollfigur	характер	rollfigur	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пропаганда	propaganda	пропаганда	propaganda	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
труд	arbete	труд	arbete	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
труд	work	труд	work	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
труд	möda	труд	möda	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
труд	slit	труд	slita	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
труд	arbetsmarknad	труд	arbetsmarknad	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
труд	arbetskraft	труд	arbetskraft	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
труд	arbetskraft	труд	arbetskraft	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
наследство	arv	наследство	arv	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
наследство	arv	наследство	arv	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
наследство	kulturarv	наследство	kulturarv	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
наследство	arv	наследство	arv	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
залив	viken	залив	viken	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
залив	viken	залив	viken	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
залив	bay	залив	bay	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
общ	vanligt	общ	vanlig	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
общ	gemensamt	общ	gemensam	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
общ	vanlig	общ	vanlig	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
общ	total	общ	total	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
международен	internationell	международен	internationell	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
международен	internationellt	международен	internationell	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
ангел	ängel	ангел	ängel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ангел	angel	ангел	angel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
знаме	flagga	знаме	flagga	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
знаме	flagg	знаме	flagg	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
знаме	fana	знаме	fana	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
знаме	banderoll	знаме	banderoll	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
знаме	banner	знаме	banner	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
митология	mytologi	митология	mytologi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
главата	huvudet	глава	huvud	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
федерация	federation	федерация	federation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
бели	vita	бял	vit	ADJ;INDF;PL	ADJ;NOM;PL
режим	läge	режим	läge	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
режим	regim	режим	regim	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
дълги	långa	дълъг	lång	ADJ;INDF;PL	ADJ;NOM;PL
обществото	sällskapet	общество	sällskap	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
обществото	samhället	общество	samhälle	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
революционна	revolutionär	революционен	revolutionär	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
революционна	revolutionerande	революционен	revolutionerande	ADJ;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
легенда	legend	легенда	legend	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
източно	österut	източно	österut	ADV	ADV
сити	city	сит	city	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
сити	ort	сит	ort	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сити	stad	сит	stad	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
любов	kärlek	любов	kärlek	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
любов	love	любов	love	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
спартак	spartacus	спартак	spartacus	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
методи	metoder	метод	metod	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
галерия	galleri	галерия	galleri	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
камък	sten	камък	sten	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
камък	sten	камък	sten	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
камък	rock	камък	rock	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
църкви	kyrkor	църква	kyrka	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
блокиране	blockering	блокиране	blockering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
блокиране	blockering	блокиране	blockering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
блокиране	block	блокиране	block	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
квартал	grannskap	квартал	grannskap	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
квартал	stadsdel	квартал	stadsdel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
квартал	grannskap	квартал	grannskap	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
открито	öppet	открито	öppen	ADV	ADV
защитата	försvaret	защита	försvar	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
лекар	läkares	лекар	läkares	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
лекар	doctor	лекар	doctor	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
лекар	doktor	лекар	doktor	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
крепостта	fästningen	крепост	fästning	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
играта	spelet	игра	spel	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
промяна	ändring	промяна	ändring	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
промяна	förändring	промяна	förändring	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
собственост	fastighet	собственост	fastighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
собственост	egenskap	собственост	egenskap	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
собственост	egendom	собственост	egendom	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
собственост	ägande	собственост	äga	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
собственост	äganderätt	собственост	äganderätt	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
собственост	ägarskap	собственост	ägarskap	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
помага	hjälper	помагам	hjälpa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
етнография	etnografi	етнография	etnografi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
кампания	kampanj	кампания	kampanj	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
специални	särskilda	специален	särskild	ADJ;INDF;PL	ADJ;NOM;PL;PST;V.PTCP
специални	speciella	специален	speciell	ADJ;INDF;PL	ADJ;NOM;PL
наистина	sannerligen	наистина	sannerligen	ADV	ADV
наистина	verkligen	наистина	verkligen	ADV	ADV
наистина	verkligen	наистина	verkligen	ADV	ADV
наистина	verkligen	наистина	verkligen	ADV	ADV
независимост	självständighet	независимост	självständighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
независимост	oavhängighet	независимост	oavhängighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
транспорт	transport	транспорт	transport	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
транспорт	transport	транспорт	transport	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
правила	regler	правило	regel	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
правила	bestämmelser	правило	bestämmelse	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
линии	rader	линия	rad	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
линии	linjer	линия	linje	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
линии	banor	линия	bana	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
трудно	hårt	трудно	hård	ADV	ADV
номинация	nominering	номинация	nominering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
номинация	utnämning	номинация	utnämning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
изглежда	verkar	изглежда	verka	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
изглежда	ser	изглежда	se	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
шумен	högljudd	шумен	högljudd	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
шумен	högt	шумен	hög	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
шумен	högljudd	шумен	högljudd	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
корпус	skrov	корпус	skrov	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
корпус	kår	корпус	kå	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
корпус	corps	корпус	corps	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
участък	division	участък	division	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
участък	delning	участък	delning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
конгрес	congress	конгрес	congress	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
конгрес	kongress	конгрес	kongress	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
конгрес	konvent	конгрес	konvent	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
конгрес	konvention	конгрес	konvention	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
лице	ansikte	лице	ansikte	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
лице	face	лице	face	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
страницата	sidan	страница	sida	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
художници	artister	художник	artist	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
художници	konstnärer	художник	konstnr	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
машини	maskiner	машина	maskin	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
машини	maskiner	машина	maskin	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
оръжие	vapen	оръжие	vapen	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
оръжие	vapen	оръжие	vapen	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
оръжие	pistol	оръжие	pistol	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
оръжие	gun	оръжие	gun	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
оръжие	vapen	оръжие	vapen	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
оръжие	famn	оръжие	famn	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
знае	vet	знам	veta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
основана	grundats	основа	grunda	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;V.CVB;PASS
основана	grundades	основа	grunda	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
схема	schema	схема	schema	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
гара	järnvägsstation	гара	järnvägsstation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
гара	station	гара	station	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
наречена	kallas	нарека-(се)	kalla	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;NFIN;PASS
размер	storlek	размер	storlek	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
споменава	nämner	споменавам	namn	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
количество	belopp	количество	belopp	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
количество	mängd	количество	mängd	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
количество	mängd	количество	mängd	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
количество	kvantitet	количество	kvantitet	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
снимка	bild	снимка	bild	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
снимка	foto	снимка	foto	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
снимка	fotografi	снимка	fotografi	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
снимка	photo	снимка	photo	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
снимка	foto	снимка	foto	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
басейн	bäcken	басейн	bäck	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
басейн	poolen	басейн	pool	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
басейн	pool	басейн	pool	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
басейн	biljard	басейн	biljard	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
бас	bas	бас	ba	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
бас	bass	бас	bass	N;INDF;MASC;SG	N
бял	vit	бял	vit	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
бял	vitt	бял	vitt	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
оръдия	kanoner	оръди	kanon	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
оръдия	kanoner	оръди	kanon	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
етнически	etniskt	етнически	etnisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
етнически	etnisk	етнически	etnisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
етнически	etniskt	етнически	etnisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
притежава	äger	притежавам	äga	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
министерство	ministerium	министерство	ministerium	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
дърво	ved	дърво	ved	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
дърво	trä	дърво	trä	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
дърво	virke	дърво	virken	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
дърво	träd	дърво	träd	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
граждани	invånare	гражданин	invånare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
граждани	medborgare	гражданин	medborgare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
граждани	medborgare	гражданин	medborgare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
върха	toppen	връх	topp	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
поредица	serie	поредица	serie	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
поредица	ordningsföljd	поредица	ordningsföljd	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
поредица	sekvens	поредица	sekvens	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
членовете	medlemmarna	член	medlem	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
фаза	fas	фаза	fas	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
фаза	etapp	фаза	etapp	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
високи	höga	висок	hög	ADJ;INDF;PL	ADJ;NOM;PL
документи	tidningar	документ	tidning	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
документи	handlingar	документ	handling	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
храна	livsmedel	храна	livsmedel	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
храна	mat	храна	mat	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
храна	föda	храна	föda	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
храна	mjöl	храна	mjöl	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
храна	måltid	храна	måltid	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
глобус	globe	глобус	globe	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
използвана	används	използвам	använda	V;IPFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PRS;FIN;PASS
библиография	bibliografi	библиография	bibliografi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
важни	viktiga	важен	viktig	ADJ;INDF;PL	ADJ;NOM;PL
графство	county	графство	county	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
графство	län	графство	län	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
изследователи	utforskare	изследовател	utforskare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
изследователи	forskare	изследовател	forskare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
цяла	hel	цял	hel	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
езера	sjöar	езер	sjö	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
принцип	princip	принцип	princip	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
медицина	medicin	медицина	medicin	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
участници	deltagare	участник	deltagare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
участници	deltagare	участник	deltagare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
приятел	vän	приятел	vän	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
войска	trupp	войска	trupp	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
наследник	arvinge	наследник	arvinge	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
наследник	arvtagare	наследник	arvtagare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
наследник	efterträdare	наследник	efterträdare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
поезия	poesi	поезия	poesi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
бяла	vit	бял	vit	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
бяла	vitt	бял	vitt	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
функции	funktioner	функция	funktion	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
