die	de	die	de	DET;DEF	DET;DEF
tuiste	living	tuiste	living	N;SG	N;MASC+FEM;SG
verwante	verwant	verwant	verwant	ADJ;NOM	ADJ
verwante	verwante	verwant	verwant	ADJ;NOM	ADJ
sport	sport	sport	sport	N;SG	N;MASC+FEM;SG
selfstandige	zelfstandig	selfstandig	zelfstandig	ADJ;NOM	ADJ
selfstandige	onafhankelijke	selfstandig	onafhankelijk	ADJ;NOM	ADJ
selfstandige	onafhankelijk	selfstandig	onafhankelijk	ADJ;NOM	ADJ
onderneming	corporatie	onderneming	corporatie	N;SG	N;MASC+FEM;SG
onderneming	corporation	onderneming	corporation	N;SG	N;MASC+FEM;SG
onderneming	enterprise	onderneming	enterprise	N;SG	N;MASC+FEM;SG
onderneming	onderneming	onderneming	onderneming	N;SG	N;MASC+FEM;SG
tempel	tempel	tempel	tempel	N;SG	N;MASC+FEM;SG
twintig	twintig	twintig	twintig	NUM	NUM
berge	bergen	berg	bergen	V;PRS	V;NFIN
literatuur	literatuur	literatuur	literatuur	N;SG	N;MASC+FEM;SG
lange	lange	lank	lang	ADJ;NOM	ADJ
saamgesmelt	gesmolten	saamsmelt	smelten	V;PST;V.PTCP	V;V.PTCP
tabel	tafel	tabel	tafel	N;SG	N;MASC+FEM;SG
tabel	tafeltje	tabel	tafel	N;SG	N;NEUT;SG
tabel	tabel	tabel	tabel	N;SG	N;MASC+FEM;SG
speler	speler	speler	speler	N;SG	N;MASC+FEM;SG
speler	player	speler	player	N;SG	N;MASC+FEM;SG
kommunistiese	communistische	kommunisties	communistisch	ADJ;NOM	ADJ
kommunistiese	communistisch	kommunisties	communistisch	ADJ;NOM	ADJ
sokkerspeler	voetballer	sokkerspeler	voetballer	N;SG	N;MASC+FEM;SG
sokkerspeler	profvoetballer	sokkerspeler	profvoetballer	N;SG	N;MASC+FEM;SG
prent	foto	prent	foto	N;SG	N;MASC+FEM;SG
prent	imago	prent	imago	N;SG	N;NEUT;SG
prent	beeld	prent	beeld	N;SG	N;NEUT;SG
prent	afbeelding	prent	afbeelding	N;SG	N;MASC+FEM;SG
prent	natuur	prent	natuur	N;SG	N;MASC+FEM;SG
vraag	vraagje	vraag	vraag	N;SG	N;NEUT;SG
vraag	vraag	vraag	vraag	N;SG	N;MASC+FEM;SG
sterrebeeld	constellatie	sterrebeeld	constellatie	N;SG	N;MASC+FEM;SG
sterrebeeld	sterrenbeeld	sterrebeeld	sterrenbeeld	N;SG	N;NEUT;SG
optrede	gedrag	optrede	gedrag	N;SG	N;NEUT;SG
blad	bladzijde	blad	bladzijde	N;SG	N;MASC+FEM;SG
blad	pagina	blad	pagina	N;SG	N;MASC+FEM;SG
letters	letteren	letters	letteren	N;PL	N;PL
letters	letters	letters	letter	N;PL	N;PL
letters	brieven	letters	brief	N;PL	N;PL
reaksie	reactie	reaksie	reactie	N;SG	N;MASC+FEM;SG
opvoedkundige	leerzaam	opvoedkundig	leerzaam	ADJ;NOM	ADJ
opvoedkundige	educatief	opvoedkundig	educatief	ADJ;NOM	ADJ
vliegtuie	vliegtuigen	vliegtuig	vliegtuig	N;PL	N;PL
vliegtuie	luchtvaartuigen	vliegtuig	luchtvaartuig	N;PL	N;PL
fokus	focussen	fokus	focus	V;PRS	V;NFIN
fokus	concentreren	fokus	concentreren	V;PRS	V;NFIN
geklassifiseer	ingedeeld	klassifiseer	indelen	V;PST;V.PTCP	V;V.PTCP
geklassifiseer	geklasseerd	klassifiseer	klasseren	V;PST;V.PTCP	V;V.PTCP
geklassifiseer	geclassificeerd	klassifiseer	classificeren	V;PST;V.PTCP	V;V.PTCP
reëls	voorschriften	reël	voorschrift	N;PL	N;PL
reëls	rules	reël	rules	N;PL	N;PL
reëls	regels	reël	regel	N;PL	N;PL
reëls	lijnen	reël	lijn	N;PL	N;PL
geweier	afgewezen	weier	afwijzen	V;PST;V.PTCP	V;V.PTCP
geweier	geweigerd	weier	weigeren	V;PST;V.PTCP	V;V.PTCP
verduidelik	verklaar	verduidelik	verklaar	V;PRS	V;SG;PRS;FIN
verduidelik	uitleggen	verduidelik	uitleggen	V;PRS	V;NFIN
teater	bioscoop	teater	bioscoop	N;SG	N;MASC+FEM;SG
teater	theater	teater	theater	N;SG	N;NEUT;SG
teater	theater	teater	theater	N;SG	N;NEUT;SG
ingestel	genezen	instel	genezen	V;PST;V.PTCP	V;V.PTCP
ingestel	introduceerde	instel	introduceren	V;PST;V.PTCP	V;SG;PST;FIN
ingestel	ingevoerd	instel	invoeren	V;PST;V.PTCP	V;V.PTCP
ingestel	geïntroduceerd	instel	introduceren	V;PST;V.PTCP	V;V.PTCP
beplan	gepland	beplan	plannen	V;PRS	V;V.PTCP
beplan	geplande	beplan	plannen	V;PRS	V;V.PTCP
produk	product	produk	product	N;SG	N;NEUT;SG
produk	produkt	produk	produkken	N;SG	N;NEUT;SG
gewig	gewicht	gewig	gewicht	N;SG	N;NEUT;SG
vallei	vallei	vallei	vallei	N;SG	N;MASC+FEM;SG
enjin	engine	enjin	engine	N;SG	N;MASC+FEM;SG
enjin	motor	enjin	motor	N;SG	N;MASC+FEM;SG
oom	oom	oom	oom	N;SG	N;MASC+FEM;SG
oom	nonkel	oom	nonkel	N;SG	N;MASC+FEM;SG
klank	geluid	klank	geluid	N;SG	N;NEUT;SG
bygedra	stampen	bydra	stamp	V;PST;V.PTCP	V;NFIN
bygedra	bijgedragen	bydra	bijdragen	V;PST;V.PTCP	V;V.PTCP
bygedra	bijdroeg	bydra	bijdraag	V;PST;V.PTCP	V;SG;PST;FIN
sosialistiese	socialistisch	sosialisties	socialistisch	ADJ;NOM	ADJ
sosialistiese	socialistische	sosialisties	socialistisch	ADJ;NOM	ADJ
taak	taak	taak	taak	N;SG	N;MASC+FEM;SG
mere	meren	baie	meer	N;PL	N;PL
ondersteuning	ondersteuning	ondersteuning	ondersteuning	N;SG	N;MASC+FEM;SG
ondersteuning	steun	ondersteuning	steun	N;SG	N;MASC+FEM;SG
ondersteuning	support	ondersteuning	support	N;SG	N;MASC+FEM;SG
administrasie	administratie	administrasie	administratie	N;SG	N;MASC+FEM;SG
administrasie	toediening	administrasie	toediening	N;SG	N;MASC+FEM;SG
minute	minuten	minute	minuut	N;PL	N;PL
minute	notulen	minute	notulen	N;PL	N;PL
oprigting	bouw	oprigting	bouw	N;SG	N;MASC+FEM;SG
oprigting	constructie	oprigting	constructie	N;SG	N;MASC+FEM;SG
oprigting	bouwnijverheid	oprigting	bouwnijverheid	N;SG	N;MASC+FEM;SG
oprigting	opbouw	oprigting	opbouw	N;SG	N;MASC+FEM;SG
kandidaat	kandidaat	kandidaat	kandidaat	N;SG	N;MASC+FEM;SG
suksesvolle	succesvol	suksesvol	succesvol	ADJ;NOM	ADJ
suksesvolle	succesvolle	suksesvol	succesvol	ADJ;NOM	ADJ
toepassing	aanvraag	toepassing	aanvraag	N;SG	N;MASC+FEM;SG
toepassing	toepassing	toepassing	toepassing	N;SG	N;MASC+FEM;SG
toepassing	applicatie	toepassing	applicatie	N;SG	N;MASC+FEM;SG
toepassing	app	toepassing	app	N;SG	N;MASC+FEM;SG
toegepas	toegepast	toepas	toepassen	V;PST;V.PTCP	V;V.PTCP
toegepas	toegepaste	toepas	toepassen	V;PST;V.PTCP	V;V.PTCP
versterk	versterken	versterk	versterken	V;PRS	V;NFIN
straat	straat	straat	straat	N;SG	N;MASC+FEM;SG
motors	automobiles	motors	automobile	N;PL	N;PL
litause	litouws	litaus	litouws	ADJ;NOM	ADJ
litause	litouwse	litaus	litouws	ADJ;NOM	ADJ
maatskaplike	sociale	maatskaplik	sociaal	ADJ;NOM	ADJ
maatskaplike	sociaal	maatskaplik	sociaal	ADJ;NOM	ADJ
getoon	uitgedrukt	toon	uitdrukken	V;PST;V.PTCP	V;V.PTCP
getref	geraakt	tref	raken	V;PST;V.PTCP	V;V.PTCP
temperature	temperatuur	temperature	temperatuur	N;SG	N;MASC+FEM;SG
kat	poes	kat	poes	N;SG	N;MASC+FEM;SG
kat	kat	kat	kat	N;SG	N;MASC+FEM;SG
vereis	vereiste	vereis	vereisen	V;PRS	V;V.PTCP
vereis	vereist	vereis	vereisen	V;PRS	V;V.PTCP
hout	hout	hout	hout	N;SG	N;NEUT;SG
stroom	feed	stroom	feed	N;SG	N;MASC+FEM;SG
stroom	voeder	stroom	voeder	N;SG	N;NEUT;SG
stroom	beek	stroom	beek	N;SG	N;MASC+FEM;SG
stroom	stroom	stroom	stroom	N;SG	N;MASC+FEM;SG
stroom	stream	stroom	stream	N;SG	N;MASC+FEM;SG
dier	dier	dier	dier	N;SG	N;NEUT;SG
wiskundige	wiskundige	wiskundig	wiskundig	ADJ;NOM	ADJ
wiskundige	wiskundig	wiskundig	wiskundig	ADJ;NOM	ADJ
wiskundige	mathematische	wiskundig	mathematisch	ADJ;NOM	ADJ
uitgebeeld	geïllustreerd	uitbeeld	illustreren	V;PST;V.PTCP	V;V.PTCP
uitgebeeld	geïllustreerde	uitbeeld	klustreren	V;PST;V.PTCP	V;V.PTCP
vervaardiger	producent	vervaardiger	producent	N;SG	N;MASC+FEM;SG
vervaardiger	producer	vervaardiger	producer	N;SG	N;MASC+FEM;SG
vervaardiger	producent	vervaardiger	producent	N;SG	N;MASC+FEM;SG
vervaardiger	fabrikant	vervaardiger	fabrikant	N;SG	N;MASC+FEM;SG
wette	wetten	wet	wet	N;PL	N;PL
kritiek	kritiek	kritiek	kritiek	N;SG	N;MASC+FEM;SG
letter	brief	letter	brief	N;SG	N;MASC+FEM;SG
letter	letter	letter	letter	N;SG	N;MASC+FEM;SG
deelstate	staten	deelstaat	state	N;PL	N;PL
onderrig	opvoeding	onderrig	opvoeding	N;SG	N;MASC+FEM;SG
onderrig	onderwijs	onderrig	onderwijs	N;SG	N;NEUT;SG
onderrig	bijles	onderrig	bijles	N;SG	N;MASC+FEM;SG
voordeel	voordeel	voordeel	voordeel	N;SG	N;NEUT;SG
voordeel	voordeel	voordeel	voordeel	N;SG	N;NEUT;SG
voordeel	benefiet	voordeel	benefiet	N;SG	N;MASC+FEM;SG
verskille	verschillen	verskil	verschil	N;PL	N;PL
gees	geest	gees	geest	N;SG	N;MASC+FEM;SG
gees	spirit	gees	spirit	N;SG	N;MASC+FEM;SG
toets	testen	toets	testen	V;PRS	V;NFIN
toets	testen	toets	testen	V;PRS	V;NFIN
tropiese	tropisch	tropies	tropisch	ADJ;NOM	ADJ
tropiese	tropische	tropies	tropisch	ADJ;NOM	ADJ
aangepas	aangepaste	aanpas	aanpassen	V;PST;V.PTCP	V;V.PTCP
aangepas	aangepast	aanpas	aanpassen	V;PST;V.PTCP	V;V.PTCP
vriende	vrienden	vriend	vriend	N;PL	N;PL
gelys	opgesomd	lys	opsommen	V;PST;V.PTCP	V;V.PTCP
aanvalle	aanslagen	aanval	aanslaan	N;PL	N;PL
aanvalle	aanvallen	aanval	aanval	N;PL	N;PL
aangewend	toegepast	aanwend	toepassen	V;PST;V.PTCP	V;V.PTCP
aangewend	toegepaste	aanwend	toepassen	V;PST;V.PTCP	V;V.PTCP
gevoer	uitgesloten	voer	uitsluiten	V;PST;V.PTCP	V;V.PTCP
maal	vermenigvuldiging	maal	vermenigvuldiging	N;SG	N;MASC+FEM;SG
maal	vermeerdering	maal	vermeerdering	N;SG	N;MASC+FEM;SG
wiskunde	wiskunde	wiskunde	wiskunde	N;SG	N;MASC+FEM;SG
wiskunde	wiskunde	wiskunde	wiskunde	N;SG	N;MASC+FEM;SG
onderteken	versleutelen	onderteken	versleutelen	V;PRS	V;NFIN
onderteken	onderteken	onderteken	onderteken	V;PRS	V;SG;PRS;FIN
onderteken	ondertekenen	onderteken	ondertekenen	V;PRS	V;NFIN
onderteken	tekenen	onderteken	tekenen	V;PRS	V;NFIN
verbied	ontkent	verbied	ontkennen	V;PRS	V;SG;PRS;FIN
verbied	ontken	verbied	ontken	V;PRS	V;SG;PRS;FIN
verbied	ontkennen	verbied	ontkennen	V;PRS	V;NFIN
islamitiese	islamitische	islamities	islamitisch	ADJ;NOM	ADJ
islamitiese	islamitisch	islamities	islamitisch	ADJ;NOM	ADJ
wysig	bewerk	wysig	bewerk	V;PRS	V;SG;PRS;FIN
wysig	bewerken	wysig	bewerken	V;PRS	V;NFIN
wysig	aanpassen	wysig	aanpassen	V;PRS	V;NFIN
wysig	wijzigen	wysig	wijzigen	V;PRS	V;NFIN
wysig	veranderen	wysig	veranderen	V;PRS	V;NFIN
wysig	wijzigen	wysig	wijzigen	V;PRS	V;NFIN
oorloë	oorlogen	oorloë	oorlog	N;PL	N;PL
hoogtepunt	accentueren	hoogtepunt	accentuer	V;PRS	V;NFIN
kanaal	kanaal	kanaal	kanaal	N;SG	N;NEUT;SG
kanaal	kanaal	kanaal	kanaal	N;SG	N;NEUT;SG
fisiese	lichamelijk	fisies	lichamelijk	ADJ;NOM	ADJ
fisiese	lichamelijke	fisies	lichamelijk	ADJ;NOM	ADJ
fisiese	fysieke	fisies	fysiek	ADJ;NOM	ADJ
fisiese	fysiek	fisies	fysiek	ADJ;NOM	ADJ
veldtog	campagne	veldtog	campagne	N;SG	N;MASC+FEM;SG
veldtog	veldtocht	veldtog	veldtocht	N;SG	N;MASC+FEM;SG
hare	hair	haar	hair	N;SG	N;MASC+FEM;SG
tekste	teksten	teks	tekst	N;PL	N;PL
gehoor	doelgroep	gehoor	doelgroep	N;SG	N;MASC+FEM;SG
gehoor	publiek	gehoor	publiek	N;SG	N;NEUT;SG
gehoor	gehoor	gehoor	gehoor	N;SG	N;NEUT;SG
gehoor	hoorzitting	gehoor	hoorzitting	N;SG	N;MASC+FEM;SG
toeriste	toeristen	toeriste	toerist	N;PL	N;PL
bynaam	bijnaam	bynaam	bijnaam	N;SG	N;MASC+FEM;SG
bynaam	roepnaam	bynaam	roepnaam	N;SG	N;MASC+FEM;SG
bynaam	nickname	bynaam	nickname	N;SG	N;MASC+FEM;SG
planne	plannen	plan	plan	N;PL	N;PL
joernalis	journaliste	joernalis	journalist	N;SG	N;MASC+FEM;SG
joernalis	journalist	joernalis	journalist	N;SG	N;MASC+FEM;SG
werklikheid	werkelijkheid	werklikheid	werkelijkheid	N;SG	N;MASC+FEM;SG
werklikheid	realiteit	werklikheid	realiteit	N;SG	N;MASC+FEM;SG
instituut	instituut	instituut	instituut	N;SG	N;NEUT;SG
gedefinieer	gedefinieerd	definieer	definiëren	V;PST;V.PTCP	V;V.PTCP
gedefinieer	omschreven	definieer	omschrijven	V;PST;V.PTCP	V;V.PTCP
gedefinieer	gedefinieerde	definieer	definiëren	V;PST;V.PTCP	V;V.PTCP
direkte	rechtstreeks	direk	rechtstreeks	ADJ;NOM	ADJ
direkte	directe	direk	direct	ADJ;NOM	ADJ
direkte	direct	direk	direct	ADJ;NOM	ADJ
direkte	rechtstreekse	direk	rechtstreeks	ADJ;NOM	ADJ
vervaardiging	fabricage	vervaardiging	fabricage	N;SG	N;MASC+FEM;SG
programme	toepassingen	program	toepassing	N;PL	N;PL
programme	applicaties	program	applicatie	N;PL	N;PL
programme	shows	program	show	N;PL	N;PL
strand	reno	strand	reno	N;SG	N;MASC+FEM;SG
beskerming	bescherming	beskerming	bescherming	N;SG	N;MASC+FEM;SG
nommer	nummer	nommer	nummer	N;SG	N;MASC+FEM;SG
nommer	aantal	nommer	aantal	N;SG	N;NEUT;SG
nommer	getal	nommer	getal	N;SG	N;NEUT;SG
video	filmpje	video	filmp	N;SG	N;NEUT;SG
video	video	video	video	N;SG	N;MASC+FEM;SG
gebruiker	gebruiker	gebruiker	gebruiker	N;SG	N;MASC+FEM;SG
voedsel	voedsel	voedsel	voedsel	N;SG	N;NEUT;SG
passasiers	passagiers	passasier	passagier	N;PL	N;PL
passasiers	reizigers	passasier	reiziger	N;PL	N;PL
stap	step	stap	step	N;SG	N;MASC+FEM;SG
stap	stap	stap	stap	N;SG	N;MASC+FEM;SG
stap	stapje	stap	stap	N;SG	N;NEUT;SG
leiers	leiders	leier	leider	N;PL	N;PL
tuin	tuintje	tuin	tuin	N;SG	N;NEUT;SG
tuin	tuin	tuin	tuin	N;SG	N;MASC+FEM;SG
toestande	omstandigheden	toestande	omstandigheid	N;PL	N;PL
toestande	condities	toestande	conditie	N;PL	N;PL
toestande	voorwaarden	toestande	voorwaarde	N;PL	N;PL
spoed	snelheid	spoed	snelheid	N;SG	N;MASC+FEM;SG
spoed	speed	spoed	spijden	N;SG	N;MASC+FEM;SG
spoed	toerental	spoed	toerental	N;SG	N;NEUT;SG
halfrond	halfrond	halfrond	halfrond	N;SG	N;NEUT;SG
verkiesings	verkiezingen	verkiesing	verkiezing	N;PL	N;PL
belgiese	belgisch	belgies	belgisch	ADJ;NOM	ADJ
belgiese	belgische	belgies	belgisch	ADJ;NOM	ADJ
hoeveelhede	doseringen	hoeveelheid	dosering	N;PL	N;PL
hoeveelhede	doses	hoeveelheid	dose	N;PL	N;PL
gemeenskappe	gemeenschappen	gemeenskap	gemeenschap	N;PL	N;PL
sing	zingt	sing	zingen	V;PRS	V;SG;PRS;FIN
sing	zingen	sing	zingen	V;PRS	V;NFIN
rekord	record	rekord	record	N;SG	N;NEUT;SG
permanente	permanente	permanent	permanent	ADJ;NOM	ADJ
permanente	permanent	permanent	permanent	ADJ;NOM	ADJ
bande	dassen	bande	dassen	N;PL	N;PL
stert	staart	stert	staart	N;SG	N;MASC+FEM;SG
geldeenheid	munt	geldeenheid	munt	N;SG	N;MASC+FEM;SG
geldeenheid	munteenheid	geldeenheid	munteenheid	N;SG	N;MASC+FEM;SG
geldeenheid	valuta	geldeenheid	valuta	N;SG	N;MASC+FEM;SG
skade	blessure	skade	blessure	N;SG	N;MASC+FEM;SG
skade	letsel	skade	letsel	N;SG	N;NEUT;SG
skade	schade	skade	schade	N;SG	N;MASC+FEM;SG
skade	verwonding	skade	verwonding	N;SG	N;MASC+FEM;SG
reinet	reinet	reinet	reinet	N;SG	N;MASC+FEM;SG
skildery	schilderkunst	skildery	schilderkunst	N;SG	N;MASC+FEM;SG
skildery	schilderij	skildery	schilderij	N;SG	N;NEUT;SG
bedoel	bedoeld	bedoel	bedoelen	V;PRS	V;V.PTCP
bedoel	voorgenomen	bedoel	voornemen	V;PRS	V;V.PTCP
bedoel	bedoeld	bedoel	bedoelen	V;PRS	V;V.PTCP
bedoel	bestemd	bedoel	bestemmen	V;PRS	V;V.PTCP
begrip	inzicht	begrip	inzicht	N;SG	N;NEUT;SG
begrip	begrip	begrip	begrip	N;SG	N;NEUT;SG
bekendheid	bekendheid	bekendheid	bekendheid	N;SG	N;MASC+FEM;SG
bekendheid	beroemdheid	bekendheid	beroemdheid	N;SG	N;MASC+FEM;SG
bekendheid	roem	bekendheid	roem	N;SG	N;MASC+FEM;SG
bekendheid	faam	bekendheid	faam	N;SG	N;MASC+FEM;SG
bydraes	premies	bydraag	premie	N;PL	N;PL
bydraes	bijdragen	bydraag	bijdrage	N;PL	N;PL
pryse	prijzen	pryse	prijs	N;PL	N;PL
pryse	prijzen	pryse	prijs	N;PL	N;PL
beëindig	beëindigd	beëindig	beëindigen	V;PRS	V;V.PTCP
beëindig	beëindigen	beëindig	beëindigen	V;PRS	V;NFIN
switserse	zwitsers	switsers	zwitser	N;PL	N;PL
toekennings	awards	toekenning	awards	N;PL	N;PL
toekennings	onderscheidingen	toekenning	onderscheiding	N;PL	N;PL
hang	rondhangen	hang	rondhang	V;PRS	V;NFIN
hang	ophangen	hang	ophangen	V;PRS	V;NFIN
hang	hangen	hang	hangen	V;PRS	V;NFIN
fase	fase	fase	fase	N;SG	N;MASC+FEM;SG
onderwerpe	onderwerpen	onderwerp	onderwerp	N;PL	N;PL
gedrag	gedrag	gedrag	gedrag	N;SG	N;NEUT;SG
gedrag	gedrag	gedrag	gedrag	N;SG	N;NEUT;SG
elektroniese	elektronisch	elektronies	elektronisch	ADJ;NOM	ADJ
inval	invasie	inval	invasie	N;SG	N;MASC+FEM;SG
inval	raid	inval	raid	N;SG	N;MASC+FEM;SG
inval	inval	inval	inval	N;SG	N;MASC+FEM;SG
bisantynse	byzantijnse	bisantyns	byzantijns	ADJ;NOM	ADJ
jupiter	jupiter	jupiter	jupiter	N;SG	N;MASC+FEM;SG
stasie	station	stasie	station	N;SG	N;NEUT;SG
parlementêre	parlementaire	parlementêre	parlementair	ADJ;NOM	ADJ
parlementêre	parlementair	parlementêre	parlementair	ADJ;NOM	ADJ
apostoliese	apostolische	apostolies	apostolisch	ADJ;NOM	ADJ
breek	breken	breek	breken	V;PRS	V;NFIN
kamer	kamer	kamer	kamer	N;SG	N;MASC+FEM;SG
verwag	verwacht	verwag	verwachten	V;PRS	V;V.PTCP
medalje	medaille	medalje	medaille	N;SG	N;MASC+FEM;SG
verwoes	verwoesten	verwoes	verwoesten	V;PRS	V;NFIN
verwoes	vernietigen	verwoes	vernietigen	V;PRS	V;NFIN
verwoes	vernietig	verwoes	vernietig	V;PRS	V;SG;PRS;FIN
eiers	eieren	eiers	ei	N;PL	N;PL
eiers	eitjes	eiers	eit	N;PL	N;PL
plase	boerderijen	plas	boerderij	N;PL	N;PL
ondernemings	initiatieven	onderneming	initiatief	N;PL	N;PL
ondernemings	ondernemingen	onderneming	onderneming	N;PL	N;PL
verwerp	afgewezen	verwerp	afwijzen	V;PRS	V;V.PTCP
verwerp	verworpen	verwerp	verwerpen	V;PRS	V;V.PTCP
verwerp	afgekeurd	verwerp	afkeuren	V;PRS	V;V.PTCP
verwerp	geweigerd	verwerp	weigeren	V;PRS	V;V.PTCP
verwerp	afwijzen	verwerp	afwijzen	V;PRS	V;NFIN
verwerp	verwerpen	verwerp	verwerpen	V;PRS	V;NFIN
verwerp	weggooien	verwerp	weggooien	V;PRS	V;NFIN
verwerp	afgewezen	verwerp	afwijzen	V;PRS	V;V.PTCP
verwerp	geweigerd	verwerp	weigeren	V;PRS	V;V.PTCP
vereer	eren	vereer	eren	V;PRS	V;NFIN
digitale	digitaal	digitaal	digitaal	ADJ;NOM	ADJ
standbeeld	beeldje	standbeeld	beeldje	N;SG	N;NEUT;SG
standbeeld	standbeeld	standbeeld	standbeeld	N;SG	N;NEUT;SG
tak	bijkantoor	tak	bijkantoor	N;SG	N;NEUT;SG
tak	filiaal	tak	filiaal	N;SG	N;NEUT;SG
tak	branch	tak	branch	N;SG	N;MASC+FEM;SG
tak	tak	tak	tak	N;SG	N;MASC+FEM;SG
kans	chance	kans	chance	N;SG	N;MASC+FEM;SG
kans	kans	kans	kans	N;SG	N;MASC+FEM;SG
antwoord	antwoord	antwoord	antwoord	N;SG	N;NEUT;SG
antwoord	reactie	antwoord	reactie	N;SG	N;MASC+FEM;SG
antwoord	respons	antwoord	respons	N;SG	N;MASC+FEM;SG
roete	route	roet	route	N;SG	N;MASC+FEM;SG
spoorlyn	spoorweg	spoorlyn	spoorweg	N;SG	N;MASC+FEM;SG
oorgedra	overgeschreven	oordra	overschrijven	V;PST;V.PTCP	V;V.PTCP
oorgedra	overgebracht	oordra	overbrengen	V;PST;V.PTCP	V;V.PTCP
oorgedra	overgeplaatst	oordra	overplaatsen	V;PST;V.PTCP	V;V.PTCP
oorgedra	overgedragen	oordra	overdragen	V;PST;V.PTCP	V;V.PTCP
finale	finale	finaal	finale	N;SG	N;MASC+FEM;SG
nasie	natie	nasie	natie	N;SG	N;MASC+FEM;SG
effek	effect	effek	effect	N;SG	N;NEUT;SG
konings	koningen	koning	koning	N;PL	N;PL
goedgekeur	goedgekeurde	goedkeur	goedkeuren	V;PST;V.PTCP	V;V.PTCP
goedgekeur	goedgekeurd	goedkeur	goedkeuren	V;PST;V.PTCP	V;V.PTCP
oplossing	oplossing	oplossing	oplossing	N;SG	N;MASC+FEM;SG
publikasies	encyclieken	publikasie	encycliek	N;PL	N;PL
publikasies	publikaties	publikasie	publikatie	N;PL	N;PL
publikasies	publicaties	publikasie	publicatie	N;PL	N;PL
samestelling	compositie	samestelling	compositie	N;SG	N;MASC+FEM;SG
samestelling	samenstelling	samestelling	samenstelling	N;SG	N;MASC+FEM;SG
uitsondering	uitzondering	uitsondering	uitzondering	N;SG	N;MASC+FEM;SG
bene	bones	bene	bone	N;PL	N;PL
bene	botten	bene	bot	N;PL	N;PL
bene	beenderen	bene	beenderen	N;PL	N;PL
besonderhede	details	besonderheid	detail	N;PL	N;PL
besonderhede	bijzonderheden	besonderheid	bijzonderheid	N;PL	N;PL
aangeval	aangevallen	aanval	aanvallen	V;PST;V.PTCP	V;V.PTCP
liberale	liberale	liberaal	liberaal	ADJ;NOM	ADJ
liberale	liberaal	liberaal	liberaal	ADJ;NOM	ADJ
onderwyser	leraar	onderwyser	leraar	N;SG	N;MASC+FEM;SG
onderwyser	onderwijzer	onderwyser	onderwijzer	N;SG	N;MASC+FEM;SG
onderwyser	docent	onderwyser	docent	N;SG	N;MASC+FEM;SG
onderwyser	leerkracht	onderwyser	leerkracht	N;SG	N;MASC+FEM;SG
onderwyser	lerares	onderwyser	lerares	N;SG	N;MASC+FEM;SG
skilderye	schilderijen	skilderye	schilderij	N;PL	N;PL
orrel	orgel	orrel	orgel	N;SG	N;NEUT;SG
orrel	orgaan	orrel	orgaan	N;SG	N;NEUT;SG
organisasies	organisaties	organisasie	organisatie	N;PL	N;PL
weergawes	versies	weergawe	versiezen	N;PL	N;PL
heidelberg	heidelberg	heidelberg	heidelberg	N;SG	N;MASC+FEM;SG
distrikte	districten	distrik	district	N;PL	N;PL
distrikte	wijken	distrik	wijken	N;PL	N;PL
beskrywing	superscript	beskrywing	superscript	N;SG	N;MASC+FEM;SG
apartheid	apartheid	apartheid	apartheid	N;SG	N;MASC+FEM;SG
onthou	herinneren	onthou	herinneren	V;PRS	V;NFIN
onthou	onthoud	onthou	onthoud	V;PRS	V;SG;PRS;FIN
toekomstige	toekomstige	toekomstig	toekomstig	ADJ;NOM	ADJ
toekomstige	toekomstig	toekomstig	toekomstig	ADJ;NOM	ADJ
goedere	goederen	goed	goederen	N;PL	N;PL
vriend	vriendin	vriend	vriendin	N;SG	N;MASC+FEM;SG
vriend	vriend	vriend	vriend	N;SG	N;MASC+FEM;SG
ervaar	ervaar	ervaar	ervaar	V;PRS	V;SG;PRS;FIN
ervaar	ervaren	ervaar	ervaren	V;PRS	V;V.PTCP
unieke	unieke	uniek	uniek	ADJ;NOM	ADJ
unieke	uniek	uniek	uniek	ADJ;NOM	ADJ
aand	avondje	aand	avond	N;SG	N;NEUT;SG
aand	avond	aand	avond	N;SG	N;MASC+FEM;SG
aand	avond	aand	avond	N;SG	N;MASC+FEM;SG
aand	nacht	aand	nacht	N;SG	N;MASC+FEM;SG
aand	avondje	aand	avond	N;SG	N;NEUT;SG
hanteer	behandelt	hanteer	behandelen	V;PRS	V;SG;PRS;FIN
hanteer	afgehandeld	hanteer	afhandelen	V;PRS	V;V.PTCP
hoofkwartier	hoofdkantoor	hoofkwartier	hoofdkantoor	N;SG	N;NEUT;SG
hoofkwartier	hoofdkwartier	hoofkwartier	hoofdkwartier	N;SG	N;NEUT;SG
situasie	situatie	situasie	situatie	N;SG	N;MASC+FEM;SG
situasie	toestand	situasie	toestand	N;SG	N;MASC+FEM;SG
direkteur	directeur	direkteur	directeur	N;SG	N;MASC+FEM;SG
direkteur	director	direkteur	director	N;SG	N;MASC+FEM;SG
direkteur	regisseur	direkteur	regisseur	N;SG	N;MASC+FEM;SG
opvoeding	opvoeding	opvoeding	opvoeding	N;SG	N;MASC+FEM;SG
opvoeding	onderwijs	opvoeding	onderwijs	N;SG	N;NEUT;SG
onttrek	afmelden	onttrek	afmelden	V;PRS	V;NFIN
onttrek	uitschrijven	onttrek	uitschrijven	V;PRS	V;NFIN
siektes	ziektes	siekte	ziekte	N;PL	N;PL
siektes	ziekten	siekte	ziekte	N;PL	N;PL
