blev	滞在	blive	滞在	V;IND;PST;FIN;ACT	V
teatret	演劇	teater	演劇	N;DEF;NEUT;SG	N
teatret	劇場	teater	劇場	N;DEF;NEUT;SG	N
programmer	演目	program	演目	N;INDF;NEUT;PL	N
programmer	プログラム	program	プログラム	N;INDF;NEUT;PL	N
udstyr	道具	udstyr	道具	N;INDF;NEUT;SG	N
udstyr	機器	udstyr	機器	N;INDF;NEUT;SG	N
udstyr	機材	udstyr	機材	N;INDF;NEUT;SG	N
samfundet	社会	samfund	社会	N;DEF;NEUT;SG	N
kandidat	候補	kandidat	候補	N;INDF;MASC+FEM;SG	N
kandidat	候補	kandidat	候補	N;INDF;MASC+FEM;SG	N
match	マッチ	match	マッチ	N;INDF;NEUT;SG	N
match	マッチ	match	マッチ	N;INDF;NEUT;SG	N
forsvaret	ディフェンス	forsvar	ディフェンス	N;DEF;NEUT;SG	N
forsvaret	防御	forsvar	防御	N;DEF;NEUT;SG	N
forsvaret	ディフェンス	forsvar	ディフェンス	N;DEF;NEUT;SG	N
forsvaret	防御	forsvar	防御	N;DEF;NEUT;SG	N
forsvaret	防衛	forsvar	防衛	N;DEF;NEUT;SG	N
fremstilling	製造	fremstilling	製造	N;INDF;MASC+FEM;SG	N
fremstilling	プロダクション	fremstilling	プロダクション	N;INDF;MASC+FEM;SG	N
fremstilling	製造	fremstilling	製造	N;INDF;MASC+FEM;SG	N
skuespillerinde	女優	skuespillerinde	女優	N;INDF;MASC+FEM;SG	N
skuespillerinde	俳優	skuespillerinde	俳優	N;INDF;MASC+FEM;SG	N
bilen	自動車	bil	自動車	N;DEF;MASC+FEM;SG	N
bilen	クルマ	bil	クルマ	N;DEF;MASC+FEM;SG	N
liter	リットル	liter	リットル	N;INDF;MASC+FEM;SG	N
liter	リットル	liter	リットル	N;INDF;MASC+FEM;SG	N
wrestling	レスリング	wrestling	レスリング	N;INDF;MASC+FEM;SG	N
problemet	問題	problem	問題	N;DEF;NEUT;SG	N
database	データベース	database	データベース	N;INDF;MASC+FEM;SG	N
udvalgt	注目	udvælge	注目	V;INDF;SG;PST;V.PTCP	V
beskytte	保護	beskytte	保護	V;NFIN;ACT	V
beskytte	保護	beskytte	保護	V;NFIN;ACT	V
hentet	ダウンロード	hente	ダウンロード	V;INDF;SG;PST;V.PTCP	V
lukkede	閉店	lukke	閉店	V;PL;PST;V.PTCP	V
studiet	スタジオ	studium	スタジオ	N;DEF;NEUT;SG	N
strand	砂浜	strand	砂浜	N;INDF;MASC+FEM;SG	N
maleri	絵画	maleri	絵画	N;INDF;NEUT;SG	N
stjerne	スター	stjer	スター	N;INDF;MASC+FEM;SG	N
stjerne	恒星	stjer	恒星	N;INDF;MASC+FEM;SG	N
fisk	魚類	fisk	魚類	N;INDF;MASC+FEM;SG	N
distrikt	地区	distrikt	地区	N;INDF;NEUT;SG	N
evne	能力	evne	能力	N;INDF;MASC+FEM;SG	N
ejede	所有	eje	所有	V;IND;PST;FIN;ACT	V
kommandør	司令官	kommandør	司令官	N;INDF;MASC+FEM;SG	N
udgaver	エディション	udgave	エディション	N;INDF;MASC+FEM;PL	N
udgaver	バージョン	udgave	バージョン	N;INDF;MASC+FEM;PL	N
teknik	テクニック	teknik	テクニック	N;INDF;MASC+FEM;SG	N
teknik	技法	teknik	技法	N;INDF;MASC+FEM;SG	N
teknik	テクニック	teknik	テクニック	N;INDF;MASC+FEM;SG	N
versioner	バージョン	version	バージョン	N;INDF;MASC+FEM;PL	N
arkitektur	アーキテクチャ	arkitektur	アーキテクチャ	N;INDF;MASC+FEM;SG	N
arkitektur	建築	arkitektur	建築	N;INDF;MASC+FEM;SG	N
lig	本文	lig	本文	N;INDF;NEUT;SG	N
lig	身体	lig	身体	N;INDF;NEUT;SG	N
lig	本体	lig	本体	N;INDF;NEUT;SG	N
lig	ボディ	lig	ボディ	N;INDF;NEUT;SG	N
lig	死体	lig	死体	N;INDF;NEUT;SG	N
debat	ディスカッション	debat	ディスカッション	N;INDF;MASC+FEM;SG	N
debat	ディベート	debat	ディベート	N;INDF;MASC+FEM;SG	N
parameter	パラメータ	parameter	パラメータ	N;INDF;MASC+FEM;SG	N
luft	空気	luft	空気	N;INDF;MASC+FEM;SG	N
luft	航空	luft	航空	N;INDF;MASC+FEM;SG	N
proces	過程	proces	過程	N;INDF;MASC+FEM;SG	N
proces	プロセス	proces	プロセス	N;INDF;MASC+FEM;SG	N
strækker	伸びる	strække	伸びる	V;IND;PRS;FIN;ACT	V
evner	能力	evne	能力	N;INDF;MASC+FEM;PL	N
virkelig	本当に	virkelig	本当に	ADV	ADV
nat	ナット	nat	ナット	N;INDF;MASC+FEM;SG	N
nat	ナイト	nat	ナイト	N;INDF;MASC+FEM;SG	N
jazz	ジャズ	jazz	ジャズ	N;INDF;MASC+FEM;SG	N
løsning	ソリューション	løsning	ソリューション	N;INDF;MASC+FEM;SG	N
løsning	溶液	løsning	溶液	N;INDF;MASC+FEM;SG	N
figur	グラフ	figur	グラフ	N;INDF;MASC+FEM;SG	N
figur	チャート	figur	チャート	N;INDF;MASC+FEM;SG	N
figur	フィギュア	figur	フィギュア	N;INDF;MASC+FEM;SG	N
bredt	広い	bred	広い	ADJ;INDF;NEUT;SG	ADJ
figurer	形状	figur	形状	N;INDF;MASC+FEM;PL	N
figurer	シェイプ	figur	シェイプ	N;INDF;MASC+FEM;PL	N
figurer	フィギュア	figur	フィギュア	N;INDF;MASC+FEM;PL	N
figurer	チャート	figur	チャート	N;INDF;MASC+FEM;PL	N
figurer	グラフ	figur	グラフ	N;INDF;MASC+FEM;PL	N
figurer	文字	figur	文字	N;INDF;MASC+FEM;PL	N
figurer	キャラクター	figur	キャラクター	N;INDF;MASC+FEM;PL	N
midler	資金	middel	資金	N;INDF;NEUT;PL	N
midler	リソース	middel	リソース	N;INDF;NEUT;PL	N
midler	資源	middel	資源	N;INDF;NEUT;PL	N
borgere	市民	borger	市民	N;INDF;MASC+FEM;PL	N
konkurrencen	競技	konkurrence	競技	N;DEF;MASC+FEM;SG	N
konkurrencen	コンペ	konkurrence	コンペ	N;DEF;MASC+FEM;SG	N
konkurrencen	競争	konkurrence	競争	N;DEF;MASC+FEM;SG	N
konkurrencen	コンペティション	konkurrence	コンペティション	N;DEF;MASC+FEM;SG	N
konkurrencen	コンテスト	konkurrence	コンテスト	N;DEF;MASC+FEM;SG	N
konkurrencen	コンテスト	konkurrence	コンテスト	N;DEF;MASC+FEM;SG	N
begreb	概念	begreb	概念	N;INDF;NEUT;SG	N
begreb	コンセプト	begreb	コンセプト	N;INDF;NEUT;SG	N
salg	売り上げ	salg	売り上げ	N;INDF;NEUT;SG	N
salg	セールス	salg	セールス	N;INDF;NEUT;SG	N
salg	売上	salg	売上	N;INDF;NEUT;SG	N
salg	セール	salg	セール	N;INDF;NEUT;SG	N
myndigheder	当局	myndighed	当局	N;INDF;MASC+FEM;PL	N
byerne	都市	by	都市	N;DEF;MASC+FEM;PL	N
turnering	トーナメント	turnering	トーナメント	N;INDF;MASC+FEM;SG	N
east	イースト	east	イースト	N;INDF;MASC+FEM;SG	N
premier	プレミア	premie	プレミア	N;INDF;MASC+FEM;SG	N
hurtig	速い	hurtig	速い	ADJ;INDF;MASC+FEM;SG	ADJ
hurtig	高速	hurtig	高速	ADJ;INDF;MASC+FEM;SG	ADJ
guvernør	知事	guvernør	知事	N;INDF;MASC+FEM;SG	N
kroppen	本文	krop	本文	N;DEF;MASC+FEM;SG	N
kroppen	身体	krop	身体	N;DEF;MASC+FEM;SG	N
kroppen	本体	krop	本体	N;DEF;MASC+FEM;SG	N
kroppen	ボディ	krop	ボディ	N;DEF;MASC+FEM;SG	N
tårnet	タワー	tårne	タワー	N;DEF;NEUT;SG	N
true	脅迫	true	脅迫	V;NFIN;ACT	V
olie	石油	olie	石油	N;INDF;MASC+FEM;SG	N
olie	オイル	olie	オイル	N;INDF;MASC+FEM;SG	N
brev	手紙	brev	手紙	N;INDF;NEUT;SG	N
brev	レター	brev	レター	N;INDF;NEUT;SG	N
hovedet	ヘッド	hoved	ヘッド	N;DEF;NEUT;SG	N
hovedet	頭部	hoved	頭部	N;DEF;NEUT;SG	N
tegninger	図面	tegning	図面	N;INDF;MASC+FEM;PL	N
golf	ゴルフ	golf	ゴルフ	N;INDF;MASC+FEM;SG	N
symbol	シンボル	symbol	シンボル	N;INDF;NEUT;SG	N
symbol	記号	symbol	記号	N;INDF;NEUT;SG	N
kommando	コマンド	kommando	コマンド	N;INDF;MASC+FEM;SG	N
scene	現場	scene	現場	N;INDF;MASC+FEM;SG	N
scene	シーン	scene	シーン	N;INDF;MASC+FEM;SG	N
scene	場面	scene	場面	N;INDF;MASC+FEM;SG	N
nævnte	言及	nævne	言及	V;DEF;SG;PST;V.PTCP	V
kreds	サークル	kreds	サークル	N;INDF;MASC+FEM;SG	N
manden	男性	mand	男性	N;DEF;MASC+FEM;SG	N
bladene	葉っぱ	blad	葉っぱ	N;DEF;NEUT;PL	N
rose	ローズ	rose	ローズ	N;INDF;MASC+FEM;SG	N
rose	ロゼ	rose	ロゼ	N;INDF;MASC+FEM;SG	N
rose	バラ	rose	バラ	N;INDF;MASC+FEM;SG	N
rose	薔薇	rose	薔薇	N;INDF;MASC+FEM;SG	N
skader	ダメージ	skade	ダメージ	N;INDF;MASC+FEM;PL	N
skader	損害賠償	skade	損害賠償	N;INDF;MASC+FEM;PL	N
skader	外傷	skade	外傷	N;INDF;MASC+FEM;PL	N
skader	被害	skade	被害	N;INDF;MASC+FEM;PL	N
skader	ダメージ	skade	ダメージ	N;INDF;MASC+FEM;PL	N
skader	損害	skade	損害	N;INDF;MASC+FEM;PL	N
skabeloner	テンプレート	skabelon	テンプレート	N;INDF;MASC+FEM;PL	N
købe	買う	købe	買う	V;NFIN;ACT	V
købe	購入	købe	購入	V;NFIN;ACT	V
købe	購入	købe	購入	V;NFIN;ACT	V
karrieren	経歴	karriere	経歴	N;DEF;MASC+FEM;SG	N
karrieren	キャリア	karriere	キャリア	N;DEF;MASC+FEM;SG	N
projekter	プロジェクト	projekt	プロジェクト	N;INDF;NEUT;PL	N
populært	ポピュラー	populær	ポピュラー	ADJ;INDF;NEUT;SG	ADJ
slette	削除	slette	削除	V;NFIN;ACT	V
slette	削除	slette	削除	V;NFIN;ACT	V
rand	ランド	rand	ランド	N;INDF;MASC+FEM;SG	N
rand	エッジ	rand	エッジ	N;INDF;MASC+FEM;SG	N
reference	参考	reference	参考	N;INDF;MASC+FEM;SG	N
sand	サンズ	sand	サンズ	N;INDF;MASC+FEM;SG	N
sand	砂塵	sand	砂塵	N;INDF;MASC+FEM;SG	N
sand	トゥルー	sand	トゥルー	N;INDF;MASC+FEM;SG	N
sand	本当	sand	本当	N;INDF;MASC+FEM;SG	N
naturen	ネイチャー	natur	ネイチャー	N;DEF;MASC+FEM;SG	N
forskere	研究者	forsker	研究者	N;INDF;MASC+FEM;PL	N
ansvar	責任	ansvar	責任	N;INDF;NEUT;SG	N
ansvar	責任	ansvar	責任	N;INDF;NEUT;SG	N
ansvar	責務	ansvar	責務	N;INDF;NEUT;SG	N
mennesket	男性	menneske	男性	N;DEF;NEUT;SG	N
format	フォーマット	format	フォーマット	N;INDF;NEUT;SG	N
format	書式	format	書式	N;INDF;NEUT;SG	N
struktur	構造	struktur	構造	N;INDF;MASC+FEM;SG	N
ledere	マネージャー	leder	マネージャー	N;INDF;MASC+FEM;PL	N
ledere	マネージャ	leder	マネージャ	N;INDF;MASC+FEM;PL	N
bands	バンド	band	バンド	N;INDF;NEUT;PL	N
ishockey	ホッケー	ishockey	ホッケー	N;INDF;MASC+FEM;SG	N
ishockey	アイス	ishockey	アイス	N;INDF;MASC+FEM;SG	N
naturligt	自然	naturlig	自然	ADJ;INDF;NEUT;SG	ADJ
interesser	利子	interesse	利子	N;INDF;MASC+FEM;PL	N
interesser	利息	interesse	利息	N;INDF;MASC+FEM;PL	N
systemer	システム	system	システム	N;INDF;NEUT;PL	N
systemer	システムズ	system	システムズ	N;INDF;NEUT;PL	N
portræt	肖像	portræt	肖像	N;INDF;NEUT;SG	N
portræt	ポートレート	portræt	ポートレート	N;INDF;NEUT;SG	N
herre	マスター	herre	マスター	N;INDF;MASC+FEM;SG	N
rødder	ルーツ	rod	ルーツ	N;INDF;MASC+FEM;PL	N
drama	ドラマ	drama	ドラマ	N;INDF;NEUT;SG	N
ændring	チェンジ	ændring	チェンジ	N;INDF;MASC+FEM;SG	N
undtagelse	例外	undtagelse	例外	N;INDF;MASC+FEM;SG	N
guitarist	ギタリスト	guitarist	ギタリスト	N;INDF;MASC+FEM;SG	N
medarbejdere	社員	medarbejder	社員	N;INDF;MASC+FEM;PL	N
medarbejdere	スタッフ	medarbejder	スタッフ	N;INDF;MASC+FEM;PL	N
eng	草地	eng	草地	N;INDF;MASC+FEM;SG	N
kampvogne	戦車	kampvogne	戦車	N;INDF;MASC+FEM;PL	N
hastighed	速度	hastighed	速度	N;INDF;MASC+FEM;SG	N
hastighed	速度	hastighed	速度	N;INDF;MASC+FEM;SG	N
hastighed	スピード	hastighed	スピード	N;INDF;MASC+FEM;SG	N
kommandoen	コマンド	kommando	コマンド	N;DEF;MASC+FEM;SG	N
hoved	ヘッド	hoved	ヘッド	N;INDF;NEUT;SG	N
hoved	頭部	hoved	頭部	N;INDF;NEUT;SG	N
mødes	会う	mødes	会う	V;NFIN;ACT	V
skilt	離婚	skilt	離婚	V;INDF;SG;PST;V.PTCP	V
lokal	ローカル	lokal	ローカル	ADJ;INDF;MASC+FEM;SG	ADJ
praktisk	便利	praktisk	便利	ADJ;INDF;SG	ADJ
medlemmerne	メンバー	medlem	メンバー	N;DEF;NEUT;PL	N
musikere	ミュージシャン	musiker	ミュージシャン	N;INDF;MASC+FEM;PL	N
town	タウン	town	タウン	N;INDF;MASC+FEM;SG	N
stillinger	ポジション	stilling	ポジション	N;INDF;MASC+FEM;PL	N
tårn	タワー	tårn	タワー	N;INDF;NEUT;SG	N
institutioner	機関	institution	機関	N;INDF;MASC+FEM;PL	N
brødre	兄弟	broder	兄弟	N;INDF;MASC+FEM;PL	N
brede	広い	bred	広い	ADJ;PL	ADJ
forkortet	短縮	forkorte	短縮	V;INDF;SG;PST;V.PTCP	V
funktioner	関数	funktion	関数	N;INDF;MASC+FEM;PL	N
funktioner	機能	funktion	機能	N;INDF;MASC+FEM;PL	N
funktioner	機能	funktion	機能	N;INDF;MASC+FEM;PL	N
funktioner	特徴	funktion	特徴	N;INDF;MASC+FEM;PL	N
marked	市場	marked	市場	N;INDF;NEUT;SG	N
marked	マーケット	marked	マーケット	N;INDF;NEUT;SG	N
part	パーティ	part	パーティ	N;INDF;MASC+FEM;SG	N
part	パーティー	part	パーティー	N;INDF;MASC+FEM;SG	N
hektar	エーカー	hektar	エーカー	N;INDF;MASC+FEM;PL	N
hektar	エーカー	hektar	エーカー	N;INDF;MASC+FEM;PL	N
holdning	ポジション	holdning	ポジション	N;INDF;MASC+FEM;SG	N
holdning	役職	holdning	役職	N;INDF;MASC+FEM;SG	N
holdning	姿勢	holdning	姿勢	N;INDF;MASC+FEM;SG	N
holdning	態度	holdning	態度	N;INDF;MASC+FEM;SG	N
holdning	姿勢	holdning	姿勢	N;INDF;MASC+FEM;SG	N
tons	トン	ton	トン	N;INDF;MASC+FEM;SG	N
tons	トン	ton	トン	N;INDF;MASC+FEM;SG	N
søer	湖沼	søe	湖沼	N;INDF;MASC+FEM;PL	N
korrekt	正しい	korrekt	正しい	ADJ;INDF;SG	ADJ
hovedkvarter	本社	hovedkvarter	本社	N;INDF;NEUT;SG	N
hovedkvarter	司令部	hovedkvarter	司令部	N;INDF;NEUT;SG	N
trafik	トラフィック	trafik	トラフィック	N;INDF;MASC+FEM;SG	N
trafik	交通	trafik	交通	N;INDF;MASC+FEM;SG	N
enke	未亡	enke	未亡	N;INDF;MASC+FEM;SG	N
enke	未亡	enke	未亡	N;INDF;MASC+FEM;SG	N
sager	事例	sag	事例	N;INDF;MASC+FEM;PL	N
sager	ケース	sag	ケース	N;INDF;MASC+FEM;PL	N
kyst	海岸	kyst	海岸	N;INDF;MASC+FEM;SG	N
vinderen	勝者	vinder	勝者	N;DEF;MASC+FEM;SG	N
aften	夕方	aften	夕方	N;DEF;MASC+FEM;SG	N
aften	ナイト	aften	ナイト	N;DEF;MASC+FEM;SG	N
samle	集める	samle	集める	V;NFIN;ACT	V
samle	集まる	samle	集まる	V;NFIN;ACT	V
samle	組み立て	samle	組み立てる	V;NFIN;ACT	V
breve	メッセージ	brev	メッセージ	N;INDF;NEUT;PL	N
breve	手紙	brev	手紙	N;INDF;NEUT;PL	N
airport	空港	airport	空港	N;INDF;MASC+FEM;SG	N
såret	傷口	sår	傷口	N;DEF;NEUT;SG	N
handlinger	アクション	handling	アクション	N;INDF;MASC+FEM;PL	N
fanger	囚人	fange	囚人	N;INDF;MASC+FEM;PL	N
baron	男爵	baron	男爵	N;INDF;MASC+FEM;SG	N
blanding	ミキシング	blanding	ミキシング	N;INDF;MASC+FEM;SG	N
blanding	ミックス	blanding	ミックス	N;INDF;MASC+FEM;SG	N
blanding	混合物	blanding	混合物	N;INDF;MASC+FEM;SG	N
blanding	ブレンド	blanding	ブレンド	N;INDF;MASC+FEM;SG	N
kvalitet	品質	kvalitet	品質	N;INDF;MASC+FEM;SG	N
kvalitet	クオリティ	kvalitet	クオリティ	N;INDF;MASC+FEM;SG	N
kvalitet	画質	kvalitet	画質	N;INDF;MASC+FEM;SG	N
storm	ストーム	storm	ストーム	N;INDF;MASC+FEM;SG	N
målet	ターゲット	mål	ターゲット	N;DEF;NEUT;SG	N
skoven	フォレスト	skov	フォレスト	N;DEF;MASC+FEM;SG	N
skoven	森林	skov	森林	N;DEF;MASC+FEM;SG	N
slettet	削除	slette	削除	V;INDF;SG;PST;V.PTCP	V
udseende	外観	udseende	外観	N;INDF;NEUT;SG	N
tryk	プレス	tryk	プレス	N;INDF;NEUT;SG	N
tryk	気圧	tryk	気圧	N;INDF;NEUT;SG	N
tryk	圧力	tryk	圧力	N;INDF;NEUT;SG	N
tryk	蛇口	tryk	蛇口	N;INDF;NEUT;SG	N
skuespil	演技	skuespil	演技	N;INDF;NEUT;SG	N
samlinger	関節	samling	関節	N;INDF;MASC+FEM;PL	N
samlinger	ミーティング	samling	ミーティング	N;INDF;MASC+FEM;PL	N
samlinger	会議	samling	会議	N;INDF;MASC+FEM;PL	N
samlinger	コレクション	samling	コレクション	N;INDF;MASC+FEM;PL	N
vælger	選択	vælge	選択	V;IND;PRS;FIN;ACT	V
skyld	断層	skyld	断層	N;INDF;MASC+FEM;SG	N
skyld	フォルト	skyld	フォルト	N;INDF;MASC+FEM;SG	N
ære	名誉	ære	名誉	N;INDF;MASC+FEM;SG	N
ære	名誉	ære	名誉	N;INDF;MASC+FEM;SG	N
ære	グローリー	ære	グローリー	N;INDF;MASC+FEM;SG	N
normale	普通	normal	普通	ADJ;PL	ADJ
søger	検索	søge	検索	V;IND;PRS;FIN;ACT	V
sproget	言語	sprog	言語	N;DEF;NEUT;SG	N
fag	科目	fag	科目	N;INDF;NEUT;SG	N
tanker	思考	tanke	思考	N;INDF;MASC+FEM;PL	N
markedet	市場	marked	市場	N;DEF;NEUT;SG	N
markedet	マーケット	marked	マーケット	N;DEF;NEUT;SG	N
referencer	参考	reference	参考	N;INDF;MASC+FEM;PL	N
bunden	ボトム	bund	ボトム	N;DEF;MASC+FEM;SG	N
holdene	チーム	holde	チーム	N;DEF;MASC+FEM;PL	N
skud	ショット	skud	ショット	N;INDF;NEUT;SG	N
skud	銃声	skud	銃声	N;INDF;NEUT;SG	N
skud	ショット	skud	ショット	N;INDF;NEUT;SG	N
skud	銃声	skud	銃声	N;INDF;NEUT;SG	N
grunde	理由	grund	理由	N;INDF;MASC+FEM;PL	N
grunde	根拠	grund	根拠	N;INDF;MASC+FEM;PL	N
grunde	事由	grund	事由	N;INDF;MASC+FEM;PL	N
traktaten	条約	traktat	条約	N;DEF;MASC+FEM;SG	N
dokumentarfilm	ドキュメンタリー	dokumentarfilm	ドキュメンタリー	N;INDF;NEUT;SG	N
dokumentarfilm	ドキュメンタリー	dokumentarfilm	ドキュメンタリー	N;INDF;NEUT;SG	N
ombygget	改宗	ombygge	改宗	V;INDF;SG;PST;V.PTCP	V
forum	フォーラム	forum	フォーラム	N;INDF;NEUT;SG	N
note	メモ	note	メモ	N;INDF;MASC+FEM;SG	N
note	ノート	note	ノート	N;INDF;MASC+FEM;SG	N
regioner	リージョン	region	リージョン	N;INDF;MASC+FEM;PL	N
regioner	地域	region	地域	N;INDF;MASC+FEM;PL	N
scenen	現場	scene	現場	N;DEF;MASC+FEM;SG	N
scenen	シーン	scene	シーン	N;DEF;MASC+FEM;SG	N
scenen	場面	scene	場面	N;DEF;MASC+FEM;SG	N
scenen	舞台	scene	舞台	N;DEF;MASC+FEM;SG	N
scenen	ステージ	scene	ステージ	N;DEF;MASC+FEM;SG	N
freden	ピース	fred	ピース	N;DEF;MASC+FEM;SG	N
ejendom	プロパティ	ejendom	プロパティ	N;INDF;MASC+FEM;SG	N
ejendom	財産	ejendom	財産	N;INDF;MASC+FEM;SG	N
årsager	理由	årsag	理由	N;INDF;MASC+FEM;PL	N
spredt	散逸	spredt	散逸	V;INDF;SG;PST;V.PTCP	V
forsvandt	失踪	forsvinde	失踪	V;IND;PST;FIN;ACT	V
bjerge	山地	bjerg	山地	N;INDF;NEUT;PL	N
bjerge	山脈	bjerg	山脈	N;INDF;NEUT;PL	N
officerer	役員	officer	役員	N;INDF;MASC+FEM;PL	N
afslutning	閉包	afslutning	閉包	N;INDF;MASC+FEM;SG	N
afslutning	竣工	afslutning	竣工	N;INDF;MASC+FEM;SG	N
afslutning	エンド	afslutning	エンド	N;INDF;MASC+FEM;SG	N
afslutning	終端	afslutning	終端	N;INDF;MASC+FEM;SG	N
afslutning	結論	afslutning	結論	N;INDF;MASC+FEM;SG	N
afslutning	エンディング	afslutning	エンディング	N;INDF;MASC+FEM;SG	N
historier	記事	historie	記事	N;INDF;MASC+FEM;PL	N
historier	ストーリー	historie	ストーリー	N;INDF;MASC+FEM;PL	N
matematik	数学	matematik	数学	N;INDF;MASC+FEM;SG	N
matematik	数学	matematik	数学	N;INDF;MASC+FEM;SG	N
opløsning	解像	opløsning	解像	N;INDF;MASC+FEM;SG	N
opløsning	ソリューション	opløsning	ソリューション	N;INDF;MASC+FEM;SG	N
opløsning	溶液	opløsning	溶液	N;INDF;MASC+FEM;SG	N
bidrog	寄稿	bidrog	寄稿	V;IND;PST;FIN;ACT	V
videnskab	サイエンス	videnskab	サイエンス	N;INDF;MASC+FEM;SG	N
videnskab	科学	videnskab	科学	N;INDF;MASC+FEM;SG	N
afsluttet	終了	afslutte	終了	V;INDF;SG;PST;V.PTCP	V
computer	コンピューター	compute	コンピューター	N;INDF;MASC+FEM;SG	N
computer	コンピュータ	compute	コンピュータ	N;INDF;MASC+FEM;SG	N
netværk	ネットワーク	netværk	ネットワーク	N;INDF;NEUT;SG	N
netværk	ネットワーク	netværk	ネットワーク	N;INDF;NEUT;SG	N
butikker	店舗	butik	店舗	N;INDF;MASC+FEM;PL	N
butikker	ショップ	butik	ショップ	N;INDF;MASC+FEM;PL	N
butikker	店舗	butik	店舗	N;INDF;MASC+FEM;PL	N
passer	合う	passe	合う	V;IND;PRS;FIN;ACT	V
artiklerne	記事	artikel	記事	N;DEF;MASC+FEM;PL	N
artiklerne	冠詞	artikel	冠詞	N;DEF;MASC+FEM;PL	N
indholdet	コンテンツ	indhold	コンテンツ	N;DEF;NEUT;SG	N
indholdet	内容	indhold	内容	N;DEF;NEUT;SG	N
handling	アクション	handling	アクション	N;INDF;MASC+FEM;SG	N
handling	アクション	handling	アクション	N;INDF;MASC+FEM;SG	N
eksamen	審査	eksamen	審査	N;INDF;MASC+FEM;SG	N
eksamen	試験	eksamen	試験	N;INDF;MASC+FEM;SG	N
eksamen	検査	eksamen	検査	N;INDF;MASC+FEM;SG	N
eksamen	取調	eksamen	取調	N;INDF;MASC+FEM;SG	N
eksamen	試験	eksamen	試験	N;INDF;MASC+FEM;SG	N
repræsentant	代理人	repræsentant	代理人	N;INDF;MASC+FEM;SG	N
manager	店長	manager	店長	N;INDF;MASC+FEM;SG	N
manager	支配	manager	支配	N;INDF;MASC+FEM;SG	N
manager	マネージャー	manager	マネージャー	N;INDF;MASC+FEM;SG	N
manager	マネージャ	manager	マネージャ	N;INDF;MASC+FEM;SG	N
sex	性別	sex	性別	N;INDF;MASC+FEM;SG	N
sex	セックス	sex	セックス	N;INDF;MASC+FEM;SG	N
opløst	解散	opløse	解散	V;INDF;SG;PST;V.PTCP	V
forbedre	向上	forbedre	向上	V;NFIN;ACT	V
forbedre	改善	forbedre	改善	V;NFIN;ACT	V
udgivelser	出版物	udgivelse	出版物	N;INDF;MASC+FEM;PL	N
udbredelse	拡散	udbredelse	拡散	N;INDF;MASC+FEM;SG	N
rektor	校長	rektor	校長	N;INDF;MASC+FEM;SG	N
rektor	総長	rektor	総長	N;INDF;MASC+FEM;SG	N
rektor	校長	rektor	校長	N;INDF;MASC+FEM;SG	N
rektor	元本	rektor	元本	N;INDF;MASC+FEM;SG	N
internettet	インターネット	internettet	インターネット	N;DEF;NEUT;SG	N
kemi	化学	kemi	化学	N;INDF;MASC+FEM;SG	N
langsomt	ゆっくり	langsomt	ゆっくり	ADV	ADV
langsomt	ゆっくり	langsomt	ゆっくり	ADV	ADV
rolling	幼児	rolling	幼児	N;INDF;MASC+FEM;SG	N
sekretær	秘書	sekretær	秘書	N;INDF;MASC+FEM;SG	N
skove	森林	skov	森林	N;INDF;MASC+FEM;PL	N
skove	フォレスト	skov	フォレスト	N;INDF;MASC+FEM;PL	N
skove	森林	skov	森林	N;INDF;MASC+FEM;PL	N
jernbanen	鉄道	jernban	鉄道	N;DEF;MASC+FEM;SG	N
jernbanen	鉄道	jernban	鉄道	N;DEF;MASC+FEM;SG	N
tilladt	認可	tillade	認可	V;INDF;SG;PST;V.PTCP	V
besat	占領	besætte	占領	V;INDF;SG;PST;V.PTCP	V
besat	執着	besætte	執着	V;INDF;SG;PST;V.PTCP	V
dårlig	悪い	dårlig	悪い	ADJ;INDF;MASC+FEM;SG	ADJ
software	ソフトウエア	softwar	ソフトウエア	N;INDF;MASC+FEM;SG	N
software	ソフトウェア	softwar	ソフトウェア	N;INDF;MASC+FEM;SG	N
fans	ファン	fans	ファン	N;INDF;MASC+FEM;PL	N
kolde	冷たい	kold	冷たい	ADJ;PL	ADJ
kolde	寒い	kold	寒い	ADJ;PL	ADJ
deler	共有	dele	共有	V;IND;PRS;FIN;ACT	V
deler	共有	dele	共有	V;IND;PRS;FIN;ACT	V
malerier	絵画	maleri	絵画	N;INDF;NEUT;PL	N
islam	イスラム	islam	イスラム	N;INDF;MASC+FEM;SG	N
gram	グラム	gram	グラム	N;INDF;MASC+FEM;SG	N
gram	グラム	gram	グラム	N;INDF;MASC+FEM;SG	N
drive	ドライブ	drive	ドライブ	N;INDF;MASC+FEM;SG	N
junior	ジュニア	junior	ジュニア	N;INDF;MASC+FEM;SG	N
fod	フィート	fod	フィート	N;INDF;MASC+FEM;SG	N
fod	フィート	fod	フィート	N;INDF;MASC+FEM;SG	N
fod	両足	fod	両足	N;INDF;MASC+FEM;SG	N
længdekreds	子	længdekreds	子	N;INDF;MASC+FEM;SG	N
hovedsæde	本社	hovedsæde	本社	N;INDF;NEUT;SG	N
hovedsæde	司令部	hovedsæde	司令部	N;INDF;NEUT;SG	N
snarere	むしろ	snarere	むしろ	ADV	ADV
rute	経路	rute	経路	N;INDF;MASC+FEM;SG	N
voksende	栽培	vokse	栽培	V;PRS;V.PTCP	V
