dan	ve	dan	ve	CONJ	CONJ
kue	çerez	kue	çerez	N	N;NOM;SG;3
kue	kurabiye	kue	kurabi	N	N;NOM;SG;3
kue	kekler	kue	kek	N	N;NOM;PL;3
kontestan	yarışmacılar	kontestan	yarış	N	N;NOM;PL;3
kesulitan	zorluk	kesulitan	zorluk	N;SG	N;NOM;SG;3
kesulitan	zorluk	kesulitan	zorluk	N;SG	N;NOM;SG;3
terdaftar	kaydetti	terdaftar	kaydet	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
modal	başkenti	modal	başkent	N;SG	N;NOM;SG;3
mengalir	akıyor	menalir	ak	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
adegan	sahnesi	adegan	sahne	N;SG	N;NOM;SG;3
villa	villa	villa	villa	N	N;NOM;SG;3
kolam	pond	kolam	pond	N;SG	N;NOM;SG;3
kolam	havuzu	kolam	havuz	N;SG	N;NOM;SG;3
sempurna	mükemmel	sempurna	mükemmel	ADJ;SG	ADJ
sempurna	mukemmel	sempurna	mukemmel	ADJ;SG	ADJ
disimpan	saklanır	disimpan	saklan	V;SG;PASS	V;IPFV;IND;SG;3;POS;PASS
disimpan	kaydedilen	disimpan	kaydet	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
disimpan	kurtuldu	disimpan	kurtul	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
disimpan	kaydedilmiş	disimpan	kaydet	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
disimpan	kaydedildi	disimpan	kaydet	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
disimpan	kurtardı	disimpan	kurt	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
mengisi	doldur	menisi	dol	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
variasi	çeşitlilik	variasi	çeşitlilik	N;SG	N;NOM;SG;3
variasi	çeşitliliği	variasi	çeşitlilik	N;SG	N;NOM;SG;3
biara	manastırı	biara	manastırı	N	N;ACC;SG;3
biara	manastırlar	biara	manas	N	N;NOM;PL;3
wajib	gerekli	wajib	gerekli		
wajib	zorunlu	wajib	zorunlu		
wajib	gereklidir	wajib	gerekli		
wajib	zorunlu	wajib	zorunlu		
wajib	mecburi	wajib	mecburi		
wajib	zorunlu	wajib	zorunlu		
wajib	mecburi	wajib	mecburi		
menempatkan	koy	mentempatkan	koy	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
roket	roketi	roket	roket	N;SG	N;NOM;SG;3
parameter	parametre	parameter	parametre	N;SG	N;NOM;SG;3
kosong	boş	kosong	boş	ADJ;SG	ADJ
kosong	boş	kosong	boş	ADJ;SG	ADJ
partikel	parçacıklar	partikel	parçacık	N	N;NOM;PL;3
partikel	parçacıkların	partikel	parçacık	N	N;GEN;PL;3
partikel	parçacıkları	partikel	parçacık	N	N;NOM;PL;3
partikel	parçacık	partikel	parçacık	N	N;NOM;SG;3
sesungguhnya	gerçekten	sesungguhnya	gerçekten	ADV	ADV
personel	personelin	personel	personel	N;SG	N;GEN;SG;3
pengelolaan	yönetimi	penkelolaan	yönetim	N;SG	N;NOM;SG;3
pengelolaan	menajerlik	penkelolaan	menajerlik	N;SG	N;NOM;SG;3
disetujui	onayladı	disetujui	onayla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
disetujui	onaylanmış	disetujui	onayla	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
disetujui	onaylandı	disetujui	onayla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
rasi	takımyıldızları	rasi	takımyıldız	N	N;ACC;PL;3
anggaran	bütçeyi	anggaran	bütçe	N;SG	N;ACC;SG;3
mengapa	niye	mengapa	niye	ADV	ADV
memasukkan	giriyor	menmasukkan	gir	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
memasukkan	giriyorum	menmasukkan	gir	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
memasukkan	girmek	menmasukkan	gir	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
memasukkan	girerken	menmasukkan	gir	V;SG;ACT	V;IPFV;IND;SG;3;POS;V.CVB
nasi	pilav	nasi	pilav	N;SG	N;NOM;SG;3
championship	şampiyonası	championship	şampiyon	N	N;NOM;SG;3
championship	şampiyonluk	championship	şampiyonluk	N	N;NOM;SG;3
championship	şampiyona	championship	şampiyon	N	N;DAT;SG;3
landasan	pisti	landasan	pist	N;SG	N;NOM;SG;3
bab	bolum	bab	bol	N;SG	N;NOM;SG;3
lemah	güçsüz	lemah	güçsüz	ADJ;SG	ADJ
monumen	anıtı	monumen	anıt	N;SG	N;ACC;SG;3
kendali	kumanda	kendali	kumanda	N;SG	N;NOM;SG;3
monster	canavarlar	monster	canav	N	N;NOM;PL;3
august	ağustos	august	ağustos		
august	august	august	august		
penerima	alıcısı	penterima	alıcı	N;SG	N;NOM;SG;3
identitas	kimliği	identitas	kimlik	N;SG	N;NOM;SG;3
identitas	kimlik	identitas	kimlik	N;SG	N;NOM;SG;3
dikelola	yönetilen	dikelola	yönet	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dikelola	başarıyor	dikelola	başar	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS
maya	maya	maya	maya		
maya	sanal	maya	sanal		
penerbit	yayıncılık	penterbit	yayıncılık	N;SG	N;NOM;SG;3
halus	pürüzsüz	halus	pürüzsüz	ADJ;SG	ADJ
halus	sorunsuz	halus	sorunsuz	ADJ;SG	ADJ
halus	ince	halus	ince	ADJ;SG	ADJ
restoran	lokanta	restoran	lokan	N;SG	N;NOM;SG;3
restoran	restoran	restoran	restoran	N;SG	N;NOM;SG;3
restoran	lokanta	restoran	lokan	N;SG	N;NOM;SG;3
restoran	lokantası	restoran	lokanta	N;SG	N;NOM;SG;3
restoran	restaurant	restoran	restaurant	N;SG	N;NOM;SG;3
direktorat	müdürlüğü	direktorat	müdürlük	N;SG	N;NOM;SG;3
koloni	kolonisi	koloni	koloni	N;SG	N;ACC;SG;3
distribusi	dağıtımı	distribusi	dağıt	N;SG	N;NOM;SG;3
cucu	torunun	cucu	toru	N;SG	N;GEN;SG;3
cucu	torunu	cucu	torun	N;SG	N;NOM;SG;3
cucu	torunu	cucu	torun	N;SG	N;NOM;SG;3
bawang	soğan	bawang	soğ	N;SG	N;NOM;SG;3
bawang	soğan	bawang	soğ	N;SG	N;NOM;SG;3
komposisi	kompozisyon	komposisi	kompozisyon	N;SG	N;NOM;SG;3
tank	tankı	tank	tankı	N	N;NOM;SG;3
tank	tanklar	tank	tank	N	N;NOM;PL;3
tank	tankları	tank	tank	N	N;ACC;PL;3
perlawanan	direniş	perlawanan	direniş	N;SG	N;NOM;SG;3
terbukti	kanıtlanmış	terbukti	kanıtla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
terbukti	kanıtlandı	terbukti	kanıtla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terbukti	kanıtlandı	terbukti	kanıtla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terbukti	kanıtladı	terbukti	kanıtla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
memahami	anlıyor	menpahami	anla	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
memahami	anlıyor	menpahami	anla	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
memahami	anlamak	menpahami	anla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
memahami	anlamak	menpahami	anla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
kontribusi	katkıda	kontribusi	katkı	N;SG	N;ESS;SG;3
kontribusi	katkıda	kontribusi	katkı	N;SG	N;ESS;SG;3
mengenakan	giymek	menkenakan	giy	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mengenakan	giyiyor	menkenakan	giy	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
mengenakan	giydi	menkenakan	giy	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
dicatat	kaydedilen	dicatat	kaydet	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dicatat	kaydedilmiş	dicatat	kaydet	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dicatat	kaydedildi	dicatat	kaydet	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dicatat	kaydetti	dicatat	kaydet	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
platform	platformu	platform	platform	N	N;NOM;SG;3
platform	platformlar	platform	platform	N	N;NOM;PL;3
kamp	kampı	kamp	kampı	N;SG	N;ACC;SG;3
kamp	kampta	kamp	kamp	N;SG	N;ESS;SG;3
kamp	camp	kamp	camp	N;SG	N;NOM;SG;3
kekayaan	zenginlik	kekayaan	zenginlik	N;SG	N;NOM;SG;3
kekayaan	zenginlik	kekayaan	zenginlik	N;SG	N;NOM;SG;3
kekayaan	zenginliği	kekayaan	zenginlik	N;SG	N;NOM;SG;3
kekayaan	zenginlik	kekayaan	zenginlik	N;SG	N;NOM;SG;3
baris	sıra	baris	sıra	N;SG	N;NOM;SG;3
baris	sıra	baris	sıra	N;SG	N;NOM;SG;3
pembukaan	açılış	penbukaan	açılış	N;SG	N;NOM;SG;3
pembukaan	açılışı	penbukaan	açılış	N;SG	N;NOM;SG;3
dilarang	yasaklanmış	dilarang	yasakla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
dilarang	yasaklanmış	dilarang	yasakla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
dilarang	yasaklanmış	dilarang	yasakla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
perbaikan	tamiri	perbaikan	tamir	N;SG	N;NOM;SG;3
sayang	canım	sayang	can	N;SG	N;NOM;SG;3
sayang	bebeğim	sayang	bebek	N;SG	N;NOM;SG;3
sayang	canım	sayang	can	N;SG	N;NOM;SG;3
mendarat	indi	mendarat	in	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
penyair	şairler	penyair	şair	N	N;NOM;PL;3
pendudukan	mesleği	pendudukan	meslek	N;SG	N;NOM;SG;3
pers	basında	pers	bas	N;SG	N;ESS;SG;3
mineral	mineraller	mineral	mineral	N	N;NOM;PL;3
terkemuka	liderlik	terkemuka	liderlik	N;SG;PASS	N;NOM;SG;3
dibaca	okuma	dibaca	oku	V;SG;PASS	V;PFV;NOM;IND;POS;PRS;V.MSDR
dibaca	okumak	dibaca	oku	V;SG;PASS	V;PFV;NOM;IND;POS;PRS;V.MSDR
dibaca	okuyor	dibaca	oku	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS
ujian	sınav	ujian	sınav	N;SG	N;NOM;SG;3
ujian	sınav	ujian	sınav	N;SG	N;NOM;SG;3
ujian	sınav	ujian	sınav	N;SG	N;NOM;SG;3
ujian	muayene	ujian	muayene	N;SG	N;NOM;SG;3
bervariasi	değişir	bervariasi	değiş	V;SG;ACT	V;IPFV;IND;SG;3;POS
perumahan	konut	penrumahan	konut	N;SG	N;NOM;SG;3
perumahan	konut	penrumahan	konut	N;SG	N;NOM;SG;3
perumahan	emlak	penrumahan	emlak	N;SG	N;NOM;SG;3
perumahan	gayrimenkul	penrumahan	gayrimenkul	N;SG	N;NOM;SG;3
bergantung	değişir	bergantung	değiş	V;SG;ACT	V;IPFV;IND;SG;3;POS
kau	sen	kau	sen	PRO;SG;2;INFM	PRO;NOM;SG;2
kau	seni	kau	sen	PRO;SG;2;INFM	PRO;ACC;SG;2
padahal	oysa	padahal	oysa		
padahal	oysaki	padahal	oysaki		
padahal	halbuki	padahal	halbuki		
ritual	ayinler	ritual	ayin	N	N;NOM;PL;3
direncanakan	planlanan	direncanakan	planla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
direncanakan	planlanmış	direncanakan	planla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
direncanakan	planlandı	direncanakan	planla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
lingkaran	daire	lingkaran	daire	N;SG	N;NOM;SG;3
rawa	bataklık	rawa	bataklık	N;SG	N;NOM;SG;3
rawa	bataklık	rawa	bataklık	N;SG	N;NOM;SG;3
pramuka	izciler	pramuka	izcile	N	N;NOM;PL;3
pramuka	gözcüler	pramuka	gözcü	N	N;NOM;PL;3
paket	paketi	paket	paket	N;SG	N;NOM;SG;3
paket	paketle	paket	paket	N;SG	N;INS;SG;3
derajat	derecesi	derajat	derece	N;SG	N;NOM;SG;3
derajat	diploma	derajat	diplom	N;SG	N;NOM;SG;3
kandang	kafese	kandang	kafe	N;SG	N;DAT;SG;3
kandang	kennel	kandang	kennel	N;SG	N;NOM;SG;3
bakat	yetenek	bakat	yetenek	N;SG	N;NOM;SG;3
portal	portalları	portal	portal	N	N;NOM;PL;3
memperbaiki	düzelt	menperbaiki	düzelt	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
serang	strike	serang	strik		
serang	grev	serang	grev		
serang	saldırı	serang	saldırı		
serang	saldır	serang	saldır		
menunggu	beklemek	mentunggu	bekle	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menunggu	bekliyor	mentunggu	bekle	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
menunggu	bekliyorum	mentunggu	bekle	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
menunggu	bekleyen	mentunggu	bekle	V;SG;ACT	V;PFV;IND;POS;PRS;V.PTCP
menunggu	beklemede	mentunggu	bekle	V;SG;ACT	V;PFV;ESS;IND;POS;PRS;V.MSDR
menunggu	bekleyen	mentunggu	bekle	V;SG;ACT	V;PFV;IND;POS;PRS;V.PTCP
membayar	ödemek	menbayar	öde	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menghentikan	durmak	menhentikan	dur	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
monarki	monarşi	monarki	monarşi	N;SG	N;NOM;SG;3
mitra	partner	mitra	partner	N;SG	N;NOM;SG;3
mitra	partner	mitra	partner	N;SG	N;NOM;SG;3
gerak	hareket	gerak	hareket	N;SG;ACT	N;NOM;SG;3
pengobatan	tedavi	penobatan	tedavi	N;SG	N;NOM;SG;3
pengobatan	tedavisi	penobatan	tedavi	N;SG	N;NOM;SG;3
berpikir	düşünerek	berpikir	düşün	V;SG;ACT	V;PFV;IND;POS;PRS;V.CVB
berpikir	düşünmek	berpikir	düşün	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
berpikir	düşünüyorum	berpikir	düşün	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
wawancara	söyleşi	wawancara	söyleşi	N;SG	N;NOM;SG;3
wawancara	mülakat	wawancara	mülakat	N;SG	N;NOM;SG;3
wawancara	mülakat	wawancara	mülakat	N;SG	N;NOM;SG;3
amat	amat	amat	amat		
pemukiman	konut	penmukiman	konut	N;SG	N;NOM;SG;3
perawatan	tedavi	penrawatan	tedavi	N;SG	N;NOM;SG;3
perawatan	tedavi	penrawatan	tedavi	N;SG	N;NOM;SG;3
perawatan	tedavisi	penrawatan	tedavi	N;SG	N;NOM;SG;3
perawatan	bakımı	penrawatan	bakım	N;SG	N;NOM;SG;3
perawatan	umurumda	penrawatan	umur	N;SG	N;ESS;SG;3
berbagi	paylaştım	berbagi	paylaş	V;SG;ACT	V;PFV;IND;SG;1;POS;PST
berbagi	paylaştı	berbagi	paylaş	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
berbagi	paylaşma	berbagi	paylaş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
berbagi	paylaşmak	berbagi	paylaş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
berbagi	paylaşma	berbagi	paylaş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
pembinaan	koçluk	penbinaan	koçluk	N;SG	N;NOM;SG;3
pengikut	takipçi	penikut	takipçi	N;SG	N;NOM;SG;3
pengikut	takipçi	penikut	takipçi	N;SG	N;NOM;SG;3
tersisa	kaldı	tersisa	kal	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
tersisa	kalan	tersisa	kal	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP
perkiraan	tahmini	perkiraan	tahmin	N;SG	N;NOM;SG;3
perkiraan	tahmini	perkiraan	tahmin	N;SG	N;NOM;SG;3
perkiraan	tahmini	perkiraan	tahmin	N;SG	N;NOM;SG;3
persamaan	eşitlik	persamaan	eşitlik	N;SG	N;NOM;SG;3
persamaan	eşitliği	persamaan	eşitlik	N;SG	N;ACC;SG;3
persamaan	eşitlik	persamaan	eşitlik	N;SG	N;NOM;SG;3
persamaan	denklem	persamaan	denkle	N;SG	N;NOM;SG;3
persamaan	denklemi	persamaan	denklem	N;SG	N;NOM;SG;3
kebiasaan	alışkanlık	kebiasaan	alışkanlık	N;SG	N;NOM;SG;3
peluncuran	kalkış	penluncuran	kalkış	N;SG	N;NOM;SG;3
dimakamkan	gömülmüş	dimakamkan	göm	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dimakamkan	gömüldü	dimakamkan	göm	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
pemandangan	manzara	penpandangan	manzara	N;SG	N;NOM;SG;3
investasi	yatırım	investasi	yatırım	N;SG	N;NOM;SG;3
investasi	yatırım	investasi	yatırım	N;SG	N;NOM;SG;3
investasi	yatırım	investasi	yatırım	N;SG	N;NOM;SG;3
malaikat	meleğim	malaikat	meleğim	N;SG	N;NOM;SG;3
pengawasan	gözetim	penkawasan	gözet	N;SG	N;NOM;SG;3
perikanan	balıkçılık	perikanan	balıkçılık	N;SG	N;NOM;SG;3
perikanan	balıkçılık	perikanan	balıkçılık	N;SG	N;NOM;SG;3
perikanan	balıkçılık	perikanan	balıkçılık	N;SG	N;NOM;SG;3
medis	sağlık	medis	sağlık	N;SG	N;NOM;SG;3
mendekati	yaklaşıyor	mendekati	yaklaş	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
mendekati	yaklaşan	mendekati	yaklaş	V;SG;ACT	V;PFV;IND;POS;PRS;V.PTCP
sabtu	uydu	sabtu	uy	N;SG	N;NOM;SG;3
mulut	ağzını	mulut	ağız	N;SG	N;ACC;SG;3
mulut	ağızdan	mulut	ağız	N;SG	N;AT+ABL;SG;3
mulut	ağzı	mulut	ağzı	N;SG	N;NOM;SG;3
muka	yüzün	muka	yüz	N;SG	N;NOM;SG;3
muka	yüzünü	muka	yüz	N;SG	N;ACC;SG;3
muka	yüzü	muka	yüz	N;SG	N;ACC;SG;3
baca	okuma	baca	oku	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
baca	okumak	baca	oku	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
produsen	üreticisi	produsen	üretici	N;SG	N;NOM;SG;3
tertutup	kapatılmış	tertutup	kapa	V;SG;PASS	V;PFV;NFH;IND;POS;PST;PASS
tertutup	kapatıldı	tertutup	kapa	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
tertutup	kapandı	tertutup	kapa	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terjual	satılmış	terjual	sat	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
terjual	satılan	terjual	sat	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
terjual	satıldı	terjual	sat	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terjual	sattı	terjual	sat	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
terjual	satılır	terjual	sat	V;SG;PASS	V;IPFV;IND;SG;3;POS;PASS
bursa	hisse	bursa	hisse	N;SG	N;NOM;SG;3
bursa	döviz	bursa	döviz	N;SG	N;NOM;SG;3
organ	organı	organ	organ	N;SG	N;ACC;SG;3
anggur	şarap	anggur	şarap	N;SG	N;NOM;SG;3
sadar	baygın	sadar	baygın	;SG	
sadar	bilinçsiz	sadar	bilinçsiz	;SG	
sadar	bilinçli	sadar	bilinçli	;SG	
sadar	ayık	sadar	ayık	;SG	
tiang	direği	tiang	direk	N;SG	N;NOM;SG;3
disediakan	sağladı	disediakan	sağla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
disediakan	sağlanan	disediakan	sağla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
disediakan	sağlanan	disediakan	sağla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
memaksa	zorlamak	menpaksa	zorla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
perkawinan	evlilik	perkawinan	evlilik	N;SG	N;NOM;SG;3
mekanisme	mekanizması	mekanisme	mekaniz	N;SG	N;NOM;SG;3
walau	gerçi	walau	gerçi		
diisi	doldu	diisi	dol	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
diisi	doldurulmuş	diisi	dol	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
kekurangan	eksikliği	kekurangan	eksiklik	N;SG	N;NOM;SG;3
kekurangan	eksiklik	kekurangan	eksiklik	N;SG	N;NOM;SG;3
kekurangan	sıkıntısı	kekurangan	sıkıntı	N;SG	N;NOM;SG;3
habis	tükendi	habis	tükendi	;SG	
jun	jun	jun	jun		
jun	joon	jun	joon		
helikopter	helikopter	helikopter	helikopter	N;SG	N;NOM;SG;3
helikopter	helikopterle	helikopter	helikopter	N;SG	N;DAT;SG;3
helikopter	helikopter	helikopter	helikopter	N;SG	N;NOM;SG;3
helikopter	helikopter	helikopter	helikopter	N;SG	N;NOM;SG;3
telekomunikasi	telekom	telekomunikasi	telekom	N	N;NOM;SG;3
telekomunikasi	telekomünikasyon	telekomunikasi	telekomünikasyon	N	N;NOM;SG;3
telekomunikasi	telekomünikasyon	telekomunikasi	telekomünikasyon	N	N;NOM;SG;3
telekomunikasi	telekomünikasyon	telekomunikasi	telekomünikasyon	N	N;NOM;SG;3
tropis	tropikal	tropis	tropikal	N;SG	N;NOM;SG;3
toyota	toyota	toyota	toyo	N	N;NOM;SG;3
cincin	yüzük	cincin	yüzük	N;SG	N;NOM;SG;3
cincin	yüzük	cincin	yüzük	N;SG	N;NOM;SG;3
tiket	bilet	tiket	bilet	N;SG	N;NOM;SG;3
tiket	bilet	tiket	bilet	N;SG	N;NOM;SG;3
kehadiran	katılımı	kehadiran	katılım	N;SG	N;ACC;SG;3
kehadiran	varlığı	kehadiran	varlık	N;SG	N;NOM;SG;3
kehadiran	varlığını	kehadiran	varlık	N;SG	N;ACC;SG;3
tes	sınav	tes	sınav	N;SG	N;NOM;SG;3
pangkat	rütbe	pangkat	rütbe	N;SG	N;NOM;SG;3
memperlihatkan	gösteriyor	menperlihatkan	göster	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
memperlihatkan	gösteriyor	menperlihatkan	göster	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
korupsi	yolsuzluk	korupsi	yolsuzluk	N;SG	N;NOM;SG;3
politisi	siyasetçi	politisi	siyasetçi	N;SG	N;NOM;SG;3
serius	ciddi	serius	ciddi	ADJ;SG	ADJ
billboard	billboard	billboard	billboard	N	N;NOM;SG;3
kesejahteraan	sağlık	kesejahteraan	sağlık	N;SG	N;NOM;SG;3
pemakaman	cenazesi	penmakaman	cenaze	N;SG	N;NOM;SG;3
pemakaman	mezarlık	penmakaman	mezarlık	N;SG	N;NOM;SG;3
pemakaman	mezarlıkta	penmakaman	mezarlık	N;SG	N;ESS;SG;3
pemakaman	mezarlığı	penmakaman	mezarlık	N;SG	N;NOM;SG;3
ion	iyonları	ion	iyon	N	N;ACC;PL;3
instrumen	enstrüman	instrumen	enstrüman	N;SG	N;NOM;SG;3
transfer	havale	transfer	havale	N;SG	N;NOM;SG;3
design	dizayn	design	dizayn	N;SG	N;NOM;SG;3
parkir	otopark	parkir	otopark	N;SG;ACT	N;NOM;SG;3
parkir	park	parkir	park	N;SG;ACT	N;NOM;SG;3
profesi	mesleği	profesi	meslek	N;SG	N;NOM;SG;3
presenter	sunucusu	presenter	sunucu	N	N;NOM;SG;3
tahanan	velayet	tahanan	velayet	N;SG	N;NOM;SG;3
moral	ahlak	moral	ahlak	N;SG	N;NOM;SG;3
moral	ahlak	moral	ahlak	N;SG	N;NOM;SG;3
moral	ahlak	moral	ahlak	N;SG	N;NOM;SG;3
terluka	yaralandı	terluka	yarala	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terluka	yaralandı	terluka	yarala	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
berbahaya	tehlikelidir	berbahaya	tehlikeli	V;SG;ACT	V;PFV;IMP;SG;3;POS;PRS
memengaruhi	etkiledi	memengaruhi	etkile	V	V;PFV;IND;SG;3;POS;PST
auto	otomobil	auto	otomobil	N;SG	N;NOM;SG;3
korps	kolordu	korps	kolor	N	N;NOM;SG;3
perekonomian	ekonomisi	perekonomian	ekonomi	N;SG	N;NOM;SG;3
mengejar	kovalamak	menkejar	koval	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
peradaban	medeniyet	peradaban	medeniyet	N;SG	N;NOM;SG;3
peradaban	uygarlık	peradaban	uygarlık	N;SG	N;NOM;SG;3
peradaban	medeniyet	peradaban	medeniyet	N;SG	N;NOM;SG;3
peradaban	uygarlık	peradaban	uygarlık	N;SG	N;NOM;SG;3
membahas	tartışmak	menbahas	tartış	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
gawang	gol	gawang	gol	N;SG	N;NOM;SG;3
beras	pilav	beras	pilav	N;SG	N;NOM;SG;3
bumbu	baharat	bumbu	baharat	N;SG	N;NOM;SG;3
bumbu	baharat	bumbu	baharat	N;SG	N;NOM;SG;3
datar	daire	datar	daire	N;SG	N;NOM;SG;3
meja	masası	meja	masa	N;SG	N;NOM;SG;3
disajikan	sunuldu	disajikan	sun	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
disajikan	sunulan	disajikan	sun	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
disajikan	sundu	disajikan	sun	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
membela	savunuyor	menbela	savun	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
membela	savunmak	menbela	savun	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
membela	savunmak	menbela	savun	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
siklus	döngüsü	siklus	döngü	N;SG	N;NOM;SG;3
event	etkinlikler	event	etkinlik	N	N;NOM;PL;3
event	olaylar	event	olay	N	N;NOM;PL;3
event	etkinlik	event	etkinlik	N	N;NOM;SG;3
jawaban	cevap	jawaban	cevap	N;SG	N;NOM;SG;3
jawaban	cevapla	jawaban	cevap	N;SG	N;NOM;SG;3
jawaban	cevap	jawaban	cevap	N;SG	N;NOM;SG;3
longm	longm	longm	long		
dipasang	yüklenmiş	dipasang	yükle	V;SG;PASS	V;PFV;NFH;IND;POS;PST;PASS
dipasang	yüklendi	dipasang	yükle	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dipasang	kuruldu	dipasang	kur	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
honda	honda	honda	hon	N	N;NOM;SG;3
psikologi	psikiyatri	psikologi	psikiyatri	N;SG	N;NOM;SG;3
psikologi	psikolojisi	psikologi	psikoloji	N;SG	N;NOM;SG;3
dimakan	yenilebilir	dimakan	ye	V;SG;PASS	V;IPFV;POT;SG;3;POS
