hab	hab	hab	hab	N;FEM;SG	N;INDF;MASC+FEM;SG
adquirido	købes	adquirir	købe	V;MASC;SG;V.PTCP	V;IND;PRS;NFIN;PASS
adquirido	købte	adquirir	købe	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
frequentou	deltog	frequentar	deltage	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
frequentou	deltaget	frequentar	deltage	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
recomendações	henstillinger	recomendação	henstilling	N;FEM;PL	N;INDF;MASC+FEM;PL
recomendações	anbefalinger	recomendação	anbefaling	N;FEM;PL	N;INDF;MASC+FEM;PL
garantia	garanti	garantia	garanti	N;FEM;SG	N;INDF;MASC+FEM;SG
garantia	garanti	garantia	garanti	N;FEM;SG	N;INDF;MASC+FEM;SG
predominantemente	hovedsageligt	predominantemente	hovedsageligt	ADV	ADV
criminal	forbryder	criminal	forbryder	N;MASC;SG	N;INDF;MASC+FEM;SG
luxo	luksus	luxo	luksus	N;MASC;SG	N;INDF;MASC+FEM;SG
phillips	phillips	phillips	phillips	N;MASC;SG	N;INDF;MASC+FEM;SG
boxe	boksning	boxe	boksning	N;MASC;SG	N;INDF;MASC+FEM;SG
esculturas	skulpturer	escultura	skulptur	N;FEM;PL	N;INDF;MASC+FEM;PL
esculturas	skulpturer	escultura	skulptur	N;FEM;PL	N;INDF;MASC+FEM;PL
novatos	nybegyndere	novato	nybegynder	N;MASC;PL	N;INDF;MASC+FEM;PL
novatos	nybegyndere	novato	nybegynder	N;MASC;PL	N;INDF;MASC+FEM;PL
novatos	nybegyndere	novato	nybegynder	N;MASC;PL	N;INDF;MASC+FEM;PL
aurora	tornerose	aurora	torneros	N;FEM;SG	N;INDF;MASC+FEM;SG
subida	opstigning	subida	opstigning	N;FEM;SG	N;INDF;MASC+FEM;SG
patrocínio	protektion	patrocínio	protektion	N;MASC;SG	N;INDF;MASC+FEM;SG
patrocínio	sponsor	patrocínio	sponsor	N;MASC;SG	N;INDF;MASC+FEM;SG
macho	hankøn	macho	hankøn	N;MASC;SG	N;INDF;MASC+FEM;SG
macho	mand	macho	mand	N;MASC;SG	N;INDF;MASC+FEM;SG
hardware	hardware	hardware	hardware	N;MASC;SG	N;INDF;SG
hardware	isenkram	hardware	isenkram	N;MASC;SG	N;INDF;NEUT;SG
ouvido	hørte	ouvir	høre	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
ouvido	hørt	ouvir	høre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
lesões	læsioner	lesão	læsion	N;FEM;PL	N;INDF;MASC+FEM;PL
lesões	skader	lesão	skade	N;FEM;PL	N;INDF;MASC+FEM;PL
lesões	kvæstelser	lesão	kvæstelse	N;FEM;PL	N;INDF;MASC+FEM;PL
lesões	skader	lesão	skade	N;FEM;PL	N;INDF;MASC+FEM;PL
lesões	personskader	lesão	personskade	N;FEM;PL	N;INDF;MASC+FEM;PL
febre	feber	febre	feber	N;FEM;SG	N;INDF;MASC+FEM;SG
transformando	vender	transformar	vende	V;V.MSDR	V;IND;PRS;FIN;ACT
transformando	dreje	transformar	dreje	V;V.MSDR	V;NFIN;ACT
adoção	adoption	adoção	adoption	N;FEM;SG	N;INDF;NEUT;SG
adoção	vedtagelse	adoção	vedtagelse	N;FEM;SG	N;INDF;MASC+FEM;SG
maratona	marathon	maratona	marathon	N;FEM;SG	N;INDF;NEUT;SG
maratona	maraton	maratona	maraton	N;FEM;SG	N;INDF;NEUT;SG
elvis	elvis	elvi	elvis	N;MASC;SG	N;INDF;MASC+FEM;SG
cobra	slange	cobrar	slang	N;FEM;SG	N;INDF;MASC+FEM;SG
cobra	slangen	cobrar	slang	N;FEM;SG	N;DEF;MASC+FEM;SG
cobra	snog	cobrar	snå	N;FEM;SG	N;INDF;MASC+FEM;SG
monges	munke	monge	munke	N;MASC;PL	N;INDF;MASC+FEM;PL
monges	munkene	monge	munk	N;MASC;PL	N;DEF;MASC+FEM;PL
andamento	progress	andamento	progress	N;MASC;SG	N;INDF;MASC+FEM;SG
andamento	fremgang	andamento	fremgang	N;MASC;SG	N;INDF;MASC+FEM;SG
andamento	tempo	andamento	tempo	N;MASC;SG	N;INDF;NEUT;SG
escolhidos	valgte	escolher	vælge	V;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
socialismo	socialisme	socialismo	socialisme	N;MASC;SG	N;INDF;MASC+FEM;SG
socialismo	socialismen	socialismo	socialisme	N;MASC;SG	N;DEF;MASC+FEM;SG
june	juni	june	juni	N;FEM;SG	N;INDF;MASC+FEM;SG
june	june	june	jun	N;FEM;SG	N;INDF;MASC+FEM;SG
ice	is	ice	is	N;MASC;SG	N;INDF;MASC+FEM;SG
ice	køl	ice	køl	N;MASC;SG	N;INDF;MASC+FEM;SG
colecção	samling	colecção	samling	N;FEM;SG	N;INDF;MASC+FEM;SG
colecção	opsamling	colecção	opsamling	N;FEM;SG	N;INDF;MASC+FEM;SG
colecção	afhentning	colecção	afhentning	N;FEM;SG	N;INDF;MASC+FEM;SG
colecção	indsamling	colecção	indsamling	N;FEM;SG	N;INDF;MASC+FEM;SG
colecção	opkrævning	colecção	opkrævning	N;FEM;SG	N;INDF;MASC+FEM;SG
fotógrafo	fotograf	fotógrafo	fotograf	N;MASC;SG	N;INDF;MASC+FEM;SG
fotógrafo	fotografen	fotógrafo	fotograf	N;MASC;SG	N;DEF;MASC+FEM;SG
ruth	ruth	ruth	ruth	N;FEM;SG	N;INDF;MASC+FEM;SG
experimentos	eksperimenterne	experimento	eksperiment	N;MASC;PL	N;DEF;MASC+FEM;PL
experimentos	eksperimenter	experimento	eksperiment	N;MASC;PL	N;INDF;MASC+FEM;PL
gramática	grammatik	gramático	grammatik	N;FEM;SG	N;INDF;MASC+FEM;SG
riscos	risici	risco	risiko	N;MASC;PL	N;INDF;MASC+FEM;PL
riscos	risici	risco	risiko	N;MASC;PL	N;INDF;MASC+FEM;PL
trocar	byt	trocar	byt	V;NFIN	V;IMP
trocar	byt	trocar	byt	V;NFIN	V;IMP
trocar	bytter	trocar	bytter	V;NFIN	V;IND;PRS;FIN;ACT
trocar	byttes	trocar	bytte	V;NFIN	V;NFIN;PASS
nilo	nilen	nilo	nil	N;MASC;SG	N;DEF;MASC+FEM;SG
vital	vital	vital	vital	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
vital	livsvigtig	vital	livsvigtig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
atribuição	fordeling	atribuição	fordeling	N;FEM;SG	N;INDF;MASC+FEM;SG
atribuição	allokering	atribuição	allokering	N;FEM;SG	N;INDF;MASC+FEM;SG
atribuição	tildeling	atribuição	tildeling	N;FEM;SG	N;INDF;MASC+FEM;SG
atribuição	overdragelse	atribuição	overdragelse	N;FEM;SG	N;INDF;MASC+FEM;SG
atribuição	opgave	atribuição	opgave	N;FEM;SG	N;INDF;MASC+FEM;SG
atribuição	tilskrivning	atribuição	tilskrivning	N;FEM;SG	N;INDF;MASC+FEM;SG
patrono	patron	patrono	patron	N;MASC;SG	N;INDF;MASC+FEM;SG
regência	regency	regência	regency	N;FEM;SG	N;INDF;MASC+FEM;SG
novato	novice	novato	novice	N;MASC;SG	N;INDF;MASC+FEM;SG
novato	nybegynder	novato	nybegynde	N;MASC;SG	N;INDF;MASC+FEM;SG
novato	nybegynder	novato	nybegynde	N;MASC;SG	N;INDF;MASC+FEM;SG
novato	rekrut	novato	rekrut	N;MASC;SG	N;INDF;MASC+FEM;SG
novato	nybegynder	novato	nybegynde	N;MASC;SG	N;INDF;MASC+FEM;SG
mensal	månedlig	mensal	månedlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
favorito	bogmærke	favorito	bogmærke	N;MASC;SG	N;INDF;NEUT;SG
favorito	favorit	favorito	favorit	N;MASC;SG	N;INDF;MASC+FEM;SG
favorito	favorit	favorito	favorit	N;MASC;SG	N;INDF;MASC+FEM;SG
conservador	konservativ	conservador	konservativ	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
conservador	borgerlig	conservador	borgerlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
espetáculos	briller	espetáculo	brille	N;MASC;PL	N;INDF;MASC+FEM;PL
circo	cirkus	circo	cirkus	N;MASC;SG	N;INDF;NEUT;SG
selecionado	valgt	selecionar	vælge	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
selecionado	valgte	selecionar	vælge	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
selecionado	udvalgt	selecionar	udvælge	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
selecionado	markeret	selecionar	markere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
irene	irene	irene	ir	N;FEM;SG	N;INDF;MASC+FEM;SG
bebidas	drikkevarer	bebida	drikkevarer	N;FEM;PL	N;INDF;MASC+FEM;PL
bebidas	drikkevarer	bebida	drikkevarer	N;FEM;PL	N;INDF;MASC+FEM;PL
bebidas	drikkevarer	bebida	drikkevarer	N;FEM;PL	N;INDF;MASC+FEM;PL
caçador	jæger	caçador	jæge	N;MASC;SG	N;INDF;MASC+FEM;SG
caçador	jægeren	caçador	jæger	N;MASC;SG	N;DEF;MASC+FEM;SG
caçador	jæger	caçador	jæge	N;MASC;SG	N;INDF;MASC+FEM;SG
monge	munken	monge	munk	N;MASC;SG	N;DEF;MASC+FEM;SG
monge	munk	monge	munk	N;MASC;SG	N;INDF;MASC+FEM;SG
buscando	henter	buscar	hente	V;V.MSDR	V;IND;PRS;FIN;ACT
pôr	put	pôr	put	V;NFIN	V;IMP
pôr	sætte	pôr	sætte	V;NFIN	V;NFIN;ACT
atacado	overfaldet	atacar	overfalde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
trigo	hvede	trigo	hved	N;MASC;SG	N;INDF;MASC+FEM;SG
cenários	scenarier	cenário	scenarium	N;MASC;PL	N;INDF;NEUT;PL
pacote	pakke	pacote	pakke	N;MASC;SG	N;INDF;MASC+FEM;SG
pacote	pakning	pacote	pakning	N;MASC;SG	N;INDF;MASC+FEM;SG
pacote	bundt	pacote	bundt	N;MASC;SG	N;INDF;NEUT;SG
pacote	pakke	pacote	pakke	N;MASC;SG	N;INDF;MASC+FEM;SG
pacote	pakken	pacote	pakke	N;MASC;SG	N;DEF;MASC+FEM;SG
pacote	pakning	pacote	pakning	N;MASC;SG	N;INDF;MASC+FEM;SG
silêncio	stilhed	silêncio	stilhed	N;MASC;SG	N;INDF;MASC+FEM;SG
silêncio	tavshed	silêncio	tavshed	N;MASC;SG	N;INDF;MASC+FEM;SG
kenneth	kenneth	kenneth	kenneth	N;MASC;SG	N;INDF;NEUT;SG
buraco	hul	buraco	hul	N;MASC;SG	N;INDF;NEUT;SG
buraco	hullet	buraco	hullet	N;MASC;SG	N;DEF;NEUT;SG
definitiva	definitiv	definitivo	definitiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
nono	niende	nono	nie	ADJ;MASC;SG	ADJ
principado	fyrstendømmet	principado	fyrstendøm	N;MASC;SG	N;DEF;NEUT;SG
helen	helena	helen	helena	N;FEM;SG	N;DEF;MASC+FEM;SG
helen	helen	helen	hel	N;FEM;SG	N;DEF;MASC+FEM;SG
ascendência	afstamning	ascendência	afstamning	N;FEM;SG	N;INDF;MASC+FEM;SG
ascendência	nedstigning	ascendência	nedstigning	N;FEM;SG	N;INDF;MASC+FEM;SG
ascendência	afstamning	ascendência	afstamning	N;FEM;SG	N;INDF;MASC+FEM;SG
sentiu	mærkede	sentir	mærke	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sentiu	følt	sentir	føle	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
sentiu	følte	sentir	føle	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
esperando	venter	esperar	vente	V;V.MSDR	V;IND;PRS;FIN;ACT
esperando	afventer	esperar	afvente	V;V.MSDR	V;IND;PRS;FIN;ACT
esperando	vente	esperar	vente	V;V.MSDR	V;NFIN;ACT
esperando	forventer	esperar	forvente	V;V.MSDR	V;IND;PRS;FIN;ACT
esperando	venter	esperar	vente	V;V.MSDR	V;IND;PRS;FIN;ACT
esperando	håber	esperar	håbe	V;V.MSDR	V;IND;PRS;FIN;ACT
esperando	håbede	esperar	håbe	V;V.MSDR	V;IND;PST;FIN;ACT
madame	madam	madame	madam	N;FEM;SG	N;INDF;MASC+FEM;SG
madame	frue	madame	frue	N;FEM;SG	N;INDF;MASC+FEM;SG
madame	frue	madame	frue	N;FEM;SG	N;INDF;MASC+FEM;SG
madame	madame	madame	madame	N;FEM;SG	N;INDF;MASC+FEM;SG
carácter	tegn	carácter	tegn	N;MASC;SG	N;INDF;NEUT;SG
carácter	karakter	carácter	karakter	N;MASC;SG	N;INDF;MASC+FEM;SG
ernest	ernest	ernest	ernest	N;MASC;SG	N;INDF;MASC+FEM;SG
voltas	omgange	volta	omgange	N;FEM;PL	N;INDF;MASC+FEM;PL
voltas	runder	volta	runde	N;FEM;PL	N;INDF;MASC+FEM;PL
cap	hætte	cap	hætte	N;MASC;SG	N;INDF;MASC+FEM;SG
cap	cap	cap	cipe	N;MASC;SG	N;INDF;MASC+FEM;SG
cap	loft	cap	loft	N;MASC;SG	N;INDF;NEUT;SG
delegado	stedfortræder	delegado	stedfortræder	N;MASC;SG	N;INDF;MASC+FEM;SG
funcional	funktionel	funcional	funktionel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
funcional	funktionelt	funcional	funktionelt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
amadores	amatører	amadores	amatør	N;MASC;PL	N;INDF;MASC+FEM;PL
protecção	beskyttelse	protecção	beskyttelse	N;FEM;SG	N;INDF;MASC+FEM;SG
jogado	spillet	jogar	spille	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
jogado	afspillet	jogar	afspil	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
jogado	spillede	jogar	spille	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
transferida	overførte	transferir	overføre	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
transferida	overført	transferir	overføre	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
transferida	forflyttet	transferir	forflytte	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
ajudando	hjælper	ajudar	hjælpe	V;V.MSDR	V;IND;PRS;FIN;ACT
ajudando	hjælpe	ajudar	hjælpe	V;V.MSDR	V;NFIN;ACT
bico	næb	bico	næb	N;MASC;SG	N;INDF;NEUT;SG
bico	næbbet	bico	næb	N;MASC;SG	N;DEF;NEUT;SG
arranjo	ordning	arranjo	ordning	N;MASC;SG	N;INDF;MASC+FEM;SG
arranjo	arrangement	arranjo	arrangement	N;MASC;SG	N;INDF;NEUT;SG
agências	bureauer	agência	bureaue	N;FEM;PL	N;INDF;NEUT;PL
agências	agenturer	agência	agentur	N;FEM;PL	N;INDF;MASC+FEM;PL
margaret	margaret	margaret	margar	N;FEM;SG	N;DEF;NEUT;SG
standard	standarden	standard	standard	N;MASC;SG	N;DEF;MASC+FEM;SG
standard	norm	standard	norm	N;MASC;SG	N;INDF;MASC+FEM;SG
standard	standard	standard	standard	N;MASC;SG	N;INDF;MASC+FEM;SG
respectivas	respektive	respectivo	respektive	ADJ;FEM;PL	ADJ;PL
adolf	adolf	adolf	adolf	N;MASC;SG	N;INDF;MASC+FEM;SG
jam	syltetøj	jam	syltetøj	N;MASC;SG	N;INDF;NEUT;SG
jam	marmelade	jam	marmelade	N;MASC;SG	N;INDF;MASC+FEM;SG
cruzada	korstog	cruzar	korstog	N;FEM;SG	N;INDF;NEUT;SG
preparado	tilberedt	preparar	tilberede	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
preparado	forberedt	preparar	forberede	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
chamando	kalder	chamar	kalde	V;V.MSDR	V;IND;PRS;FIN;ACT
chamando	ringer	chamar	ringe	V;V.MSDR	V;IND;PRS;FIN;ACT
servido	tjent	servido	tjene	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
servido	serveres	servido	servere	V;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
servido	serveret	servido	servere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
servido	forkyndt	servido	forkynde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
servido	afsonet	servido	afson	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
bass	bassen	bass	basse	N;MASC;SG	N;DEF;MASC+FEM;SG
bass	bas	bass	bas	N;MASC;SG	N;INDF;MASC+FEM;SG
receitas	indtægter	receita	indtægte	N;FEM;PL	N;INDF;MASC+FEM;PL
receitas	indtægterne	receita	indtægt	N;FEM;PL	N;DEF;MASC+FEM;PL
receitas	opskrifter	receita	opskrifter	N;FEM;PL	N;INDF;MASC+FEM;PL
receitas	indkomster	receita	indkomst	N;FEM;PL	N;INDF;MASC+FEM;PL
receitas	indtægter	receita	indtægte	N;FEM;PL	N;INDF;MASC+FEM;PL
receitas	indtægter	receita	indtægte	N;FEM;PL	N;INDF;MASC+FEM;PL
devil	djævelen	devil	djævel	N;MASC;SG	N;DEF;MASC+FEM;SG
devil	djævel	devil	djævel	N;MASC;SG	N;INDF;MASC+FEM;SG
complexa	kompliceret	complexo	kompliceret	ADJ;FEM;SG	ADJ;INDF;SG
complexa	indviklet	complexo	indviklet	ADJ;FEM;SG	ADJ;INDF;SG
complexa	kompleks	complexo	kompleks	ADJ;FEM;SG	ADJ;INDF;SG
complexa	komplekst	complexo	komplekst	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
moisés	moses	moisés	moses	N;MASC;SG	N;INDF;MASC+FEM;SG
formações	sammensætninger	formação	sammensætning	N;FEM;PL	N;INDF;MASC+FEM;PL
formações	formationer	formação	formation	N;FEM;PL	N;INDF;MASC+FEM;PL
exportação	eksport	exportação	eksport	N;FEM;SG	N;INDF;MASC+FEM;SG
exportação	eksporten	exportação	eksport	N;FEM;SG	N;DEF;MASC+FEM;SG
exportação	udførsel	exportação	udførsel	N;FEM;SG	N;INDF;MASC+FEM;SG
exportação	eksport	exportação	eksport	N;FEM;SG	N;INDF;MASC+FEM;SG
exportação	udførsel	exportação	udførsel	N;FEM;SG	N;INDF;MASC+FEM;SG
exportação	eksport	exportação	eksport	N;FEM;SG	N;INDF;MASC+FEM;SG
exportação	udførsel	exportação	udførsel	N;FEM;SG	N;INDF;MASC+FEM;SG
incluídos	omfattede	incluir	omfatte	V;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
incluídos	inkluderede	incluir	inkludere	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
simpson	simpsons	simpson	simpsons	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
constituinte	bestanddel	constituinte	bestanddel	N;MASC;SG	N;INDF;MASC+FEM;SG
forever	forever	forever	foreve	N;MASC;SG	N;INDF;MASC+FEM;SG
cratera	krateret	craterar	kratere	N;FEM;SG	N;DEF;NEUT;SG
cratera	månekrater	craterar	månekrat	N;FEM;SG	N;INDF;MASC+FEM;SG
cratera	krater	craterar	krate	N;FEM;SG	N;INDF;NEUT;SG
hábito	vane	hábito	vane	N;MASC;SG	N;INDF;MASC+FEM;SG
detetive	kriminalassistent	detetive	kriminalassistent	N;MASC;SG	N;INDF;MASC+FEM;SG
detetive	detektiv	detetive	detektiv	N;MASC;SG	N;INDF;MASC+FEM;SG
detetive	kriminalbetjent	detetive	kriminalbetjent	N;MASC;SG	N;INDF;MASC+FEM;SG
lagoas	damme	lagoa	damme	N;FEM;PL	N;INDF;MASC+FEM;PL
lagoas	laguner	lagoa	lagun	N;FEM;PL	N;INDF;MASC+FEM;PL
restauro	restaurering	restauro	restaurering	N;MASC;SG	N;INDF;MASC+FEM;SG
restauro	genopretning	restauro	genopretning	N;MASC;SG	N;INDF;MASC+FEM;SG
restauro	genskabelse	restauro	genskabelse	N;MASC;SG	N;INDF;MASC+FEM;SG
restauro	genoprettelse	restauro	genoprettelse	N;MASC;SG	N;INDF;MASC+FEM;SG
publicamente	offentligt	publicamente	offentligt	ADV	ADV
frederick	frederik	frederick	frederik	N;MASC;SG	N;INDF;MASC+FEM;SG
frederick	frederick	frederick	frederick	N;MASC;SG	N;INDF;MASC+FEM;SG
levantamento	løft	levantamento	løft	N;MASC;SG	N;INDF;NEUT;SG
defendendo	forsvare	defender	forsvare	V;V.MSDR	V;NFIN;ACT
defendendo	forsvarer	defender	forsvare	V;V.MSDR	V;IND;PRS;FIN;ACT
ocupando	besætter	ocupar	besætte	V;V.MSDR	V;IND;PRS;FIN;ACT
ocupando	besætte	ocupar	besætte	V;V.MSDR	V;NFIN;ACT
cumprimento	overholdelse	cumprimento	overholdelse	N;MASC;SG	N;INDF;MASC+FEM;SG
cumprimento	overensstemmelse	cumprimento	overensstemmelse	N;MASC;SG	N;INDF;MASC+FEM;SG
cumprimento	hilsen	cumprimento	hilse	N;MASC;SG	N;INDF;MASC+FEM;SG
cumprimento	opfyldelse	cumprimento	opfyldelse	N;MASC;SG	N;INDF;MASC+FEM;SG
sacramento	sakramente	sacramento	sakrament	N;MASC;SG	N;INDF;NEUT;SG
linhagem	slægt	linhagem	slægge	N;FEM;SG	N;INDF;MASC+FEM;SG
linhagem	afstamning	linhagem	afstamning	N;FEM;SG	N;INDF;MASC+FEM;SG
linhagem	slægt	linhagem	slægge	N;FEM;SG	N;INDF;MASC+FEM;SG
temporariamente	midlertidigt	temporariamente	midlertidigt	ADV	ADV
temporariamente	midlertidigt	temporariamente	midlertidigt	ADV	ADV
avançado	avanceret	avançar	avanceret	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
incluídas	omfattede	incluir	omfatte	V;FEM;PL;V.PTCP	V;IND;PST;FIN;ACT
incluídas	inkluderede	incluir	inkludere	V;FEM;PL;V.PTCP	V;PL;PST;V.PTCP
interpretações	fortolkninger	interpretação	fortolkning	N;FEM;PL	N;INDF;MASC+FEM;PL
alerta	alarm	alerta	alarm	N;MASC;SG	N;INDF;MASC+FEM;SG
alerta	varsling	alerta	varsling	N;MASC;SG	N;INDF;MASC+FEM;SG
alerta	indberetning	alerta	indberetning	N;MASC;SG	N;INDF;MASC+FEM;SG
greco	greco	greco	greco	N;MASC;SG	N;INDF;MASC+FEM;SG
rotas	ruter	roto	ruter	N;FEM;PL	N;INDF;MASC+FEM;PL
rotas	ruterne	roto	rute	N;FEM;PL	N;DEF;MASC+FEM;PL
islândia	islands	islândia	islands	N;FEM;SG	N;INDF;MASC+FEM;SG
perna	benet	perna	ben	N;FEM;SG	N;DEF;NEUT;SG
perna	lår	perna	lår	N;FEM;SG	N;INDF;NEUT;SG
saindo	afslutter	sair	afslutte	V;V.MSDR	V;IND;PRS;FIN;ACT
saindo	forlader	sair	forlade	V;V.MSDR	V;IND;PRS;FIN;ACT
haiti	haiti	haitir	haiti	N;MASC;SG	N;INDF;MASC+FEM;SG
habitação	boligbyggeri	habitação	boligbyggeri	N;FEM;SG	N;INDF;NEUT;SG
habitação	bolig	habitação	bolig	N;FEM;SG	N;INDF;MASC+FEM;SG
mágica	magi	mágico	magi	N;FEM;SG	N;INDF;MASC+FEM;SG
mágica	trylleri	mágico	trylleri	N;FEM;SG	N;INDF;NEUT;SG
oitavas	oktaver	oitavo	oktaver	N;FEM;PL	N;INDF;MASC+FEM;PL
dever	pligt	dever	pligt	N;MASC;SG	N;INDF;MASC+FEM;SG
dever	pligten	dever	pligt	N;MASC;SG	N;DEF;MASC+FEM;SG
dever	told	dever	told	N;MASC;SG	N;INDF;MASC+FEM;SG
repressão	undertrykkelsen	repressão	undertrykkelse	N;FEM;SG	N;DEF;MASC+FEM;SG
repressão	undertrykkelse	repressão	undertrykkelse	N;FEM;SG	N;INDF;MASC+FEM;SG
einstein	einstein	einstein	einstein	N;MASC;SG	N;INDF;MASC+FEM;SG
stade	stade	stade	stade	N;MASC;SG	N;INDF;MASC+FEM;SG
pimenta	peber	pimenta	peber	N;FEM;SG	N;INDF;NEUT;SG
pimenta	pepper	pimenta	peppe	N;FEM;SG	N;INDF;MASC+FEM;SG
quarteto	kvartetten	quarteto	kvartet	N;MASC;SG	N;DEF;MASC+FEM;SG
adicionado	tilføjet	adicionar	tilføje	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
adicionado	føjet	adicionar	føje	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
adicionado	tilføjede	adicionar	tilføje	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
adicionado	tilsat	adicionar	tilsat	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
comandou	befalede	comandar	befale	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
comandou	befalet	comandar	befale	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
discovery	opdagelse	discovery	opdagelse	N;MASC;SG	N;INDF;MASC+FEM;SG
lutando	kæmpende	lutar	kæmpe	V;V.MSDR	V;PRS;V.PTCP
lutando	kæmper	lutar	kæmpe	V;V.MSDR	V;IND;PRS;FIN;ACT
lutando	slås	lutar	slås	V;V.MSDR	V;NFIN;PASS
lutando	kæmper	lutar	kæmpe	V;V.MSDR	V;IND;PRS;FIN;ACT
model	model	model	model	N;MASC;SG	N;INDF;MASC+FEM;SG
chelsea	chelsea	chelsea	chelsea	N;MASC;SG	N;INDF;MASC+FEM;SG
hero	helten	hero	helt	N;MASC;SG	N;DEF;MASC+FEM;SG
irregular	ujævnt	irregular	ujævn	ADJ;MASC;SG	ADJ;INDF;SG
irregular	ujævn	irregular	ujævn	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
irregular	uregelmæssig	irregular	uregelmæssig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
irregular	uregelmæssigt	irregular	uregelmæssigt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
uniformes	uniformer	uniforme	uniform	N;MASC;PL	N;INDF;MASC+FEM;PL
junção	sammenfletning	junção	sammenfletning	N;FEM;SG	N;INDF;MASC+FEM;SG
junção	fletning	junção	fletning	N;FEM;SG	N;INDF;MASC+FEM;SG
junção	flet	junção	flet	N;FEM;SG	N;INDF;NEUT;SG
junção	junction	junção	junction	N;FEM;SG	N;INDF;MASC+FEM;SG
fábricas	fabrikker	fábrica	fabrik	N;FEM;PL	N;INDF;MASC+FEM;PL
norueguês	norsk	norueguês	norsk	N;MASC;SG	N;INDF;NEUT;SG
norueguês	norges	norueguês	norgen	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
teen	teenager	teen	teenage	N;MASC;SG	N;INDF;MASC+FEM;SG
reich	riget	reich	rige	N;MASC;SG	N;DEF;NEUT;SG
dilma	dilma	dilma	dilma	N;FEM;SG	N;INDF;MASC+FEM;SG
dilma	rousseff	dilma	rousseff	N;FEM;SG	N;INDF;MASC+FEM;SG
vendida	solgte	vender	sælge	V;FEM;SG;V.PTCP	V;PST;FIN;ACT
vendida	sælges	vender	sælge	V;FEM;SG;V.PTCP	V;IND;PRS;FIN;PASS
vendida	solgt	vender	sælge	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
aquitânia	aquitaine	aquitânia	aquitaine	N;FEM;SG	N;INDF;MASC+FEM;SG
porquê	hvorfor	porquê	hvorfor	ADV	ADV
tendências	tendenser	tendência	tendens	N;FEM;PL	N;INDF;MASC+FEM;PL
tendências	udviklingstendenser	tendência	udviklingstendense	N;FEM;PL	N;INDF;MASC+FEM;PL
