من	od	مِن	od	ADP	ADP
جسر	most	جِسر	most	N;NOM;INDF;SG	N;NOM;MASC;SG
جسر	mostek	جِسر	mostek	N;NOM;INDF;SG	N;NOM;MASC;SG
الجنود	żołnierze	جُندِيّ	żołnierz	N;NOM;DEF;PL	N;NOM;MASC;PL
الكلمات	słowa	كَلِمَة	słowo	N;NOM;DEF;PL	N;NOM;NEUT;PL
التمثيل	reprezentacja	تَمثِيل	reprezentacja	N;NOM;DEF;SG	N;NOM;FEM;SG
التمثيل	przedstawicielstwa	تَمثِيل	przedstawicielstwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
التمثيل	przedstawicielstwo	تَمثِيل	przedstawicielstwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
التمثيل	aktorstwo	تَمثِيل	aktorstwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
التمثيل	akt	تَمثِيل	akt	N;NOM;DEF;SG	N;NOM;MASC;SG
عمارة	architektura	عِمَارَة	architektura	N;NOM;INDF;SG	N;NOM;FEM;SG
غرفة	pomieszczenie	غُرفَة	pomieszczenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
غرفة	pokój	غُرفَة	pokój	N;NOM;INDF;SG	N;NOM;MASC;SG
العمال	pracownicy	عَامِل	pracownik	N;NOM;DEF;PL	N;NOM;MASC;PL
العمال	robotnicy	عَامِل	robotnik	N;NOM;DEF;PL	N;NOM;MASC;PL
الفلسفة	filozofia	فَلسَفَة	filozofia	N;NOM;DEF;SG	N;NOM;FEM;SG
وجهة	przeznaczenie	وِجهَة	przeznaczenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
ساحة	podwórko	سَاحَة	podwórko	N;NOM;INDF;SG	N;NOM;NEUT;SG
القالب	wzorzec	قَالِب	wzorzec	N;NOM;DEF;SG	N;NOM;MASC;SG
القالب	szablon	قَالِب	szablon	N;NOM;DEF;SG	N;NOM;MASC;SG
الجو	atmosfera	جَوّ	atmosfera	N;NOM;DEF;SG	N;NOM;FEM;SG
الجو	pogoda	جَوّ	pogoda	N;NOM;DEF;SG	N;NOM;FEM;SG
المكتب	prezydium	مَكتَب	prezydium	N;NOM;DEF;SG	N;NOM;NEUT;SG
المكتب	biura	مَكتَب	biuro	N;NOM;DEF;SG	N;NOM;NEUT;SG
المكتب	urząd	مَكتَب	urząd	N;NOM;DEF;SG	N;NOM;MASC;SG
المكتب	biurko	مَكتَب	biurko	N;NOM;DEF;SG	N;NOM;NEUT;SG
المشاكل	problemy	مُشكِلَة	problem	N;NOM;DEF;PL	N;NOM;MASC;PL
المشاكل	problemy	مُشكِلَة	problem	N;NOM;DEF;PL	N;NOM;MASC;PL
توفر	zapewniać	وَفَّر	zapewniać	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;NFIN;ACT
حرف	list	حَرف	list	N;NOM;INDF;SG	N;NOM;MASC;SG
حرف	pismo	حَرف	pismo	N;NOM;INDF;SG	N;NOM;NEUT;SG
حرف	litera	حَرف	liter	N;NOM;INDF;SG	N;NOM;FEM;SG
تشغيل	bieganie	تَشغِيل	bieganie	N;NOM;INDF;SG	N;NOM;NEUT;SG
اختبار	test	اِختِبَار	test	N;NOM;INDF;SG	N;NOM;MASC;SG
اختبار	badanie	اِختِبَار	badanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
اختبار	próba	اِختِبَار	próba	N;NOM;INDF;SG	N;NOM;FEM;SG
اختبار	badanie	اِختِبَار	badanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
اختبار	testowanie	اِختِبَار	testować	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
اختبار	próba	اِختِبَار	próba	N;NOM;INDF;SG	N;NOM;FEM;SG
الجمعة	fri	جُمعَة	friąć	N;NOM;DEF;SG	N;NOM;MASC;SG
الجمعة	piątek	جُمعَة	piątek	N;NOM;DEF;SG	N;NOM;MASC;SG
الدراجات	rowery	دِرَاجَة	rower	N;NOM;DEF;PL	N;NOM;MASC;PL
الدراجات	rowery	دِرَاجَة	rower	N;NOM;DEF;PL	N;NOM;MASC;PL
القطاع	sektor	قِطَاع	sektor	N;NOM;DEF;SG	N;NOM;MASC;SG
القطاع	branża	قِطَاع	branż	N;NOM;DEF;SG	N;NOM;FEM;SG
تحسين	udoskonalenie	تَحسِين	udoskonalenie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تحسين	ulepszenie	تَحسِين	ulepszyć	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تحسين	doskonalenie	تَحسِين	doskonalenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
تحسين	optymalizacja	تَحسِين	optymalizacja	N;NOM;INDF;SG	N;NOM;FEM;SG
المشكلة	problem	مُشكِلَة	problem	N;NOM;DEF;SG	N;NOM;MASC;SG
طلاب	uczniowie	طَالِب	uczeń	N;NOM;INDF;PL	N;NOM;MASC;PL
طلاب	studenci	طَالِب	student	N;NOM;INDF;PL	N;NOM;MASC;PL
التلفزيون	telewizja	تِلفِزيُون	telewizja	N;NOM;DEF;SG	N;NOM;FEM;SG
التلفزيون	telewizor	تِلفِزيُون	telewizor	N;NOM;DEF;SG	N;NOM;MASC;SG
مشاركة	udostępnienie	مُشَارَكَة	udostępnić	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
مشاركة	udostępnianie	مُشَارَكَة	udostępniać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
مشاركة	udostępnianie	مُشَارَكَة	udostępniać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
حذف	usunąć	حَذف	usunąć	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN;ACT
القلعة	forteca	قَلعَة	forteca	N;NOM;DEF;SG	N;NOM;FEM;SG
العوامل	czynniki	عَامِل	czynnik	N;NOM;DEF;PL	N;NOM;MASC;PL
العوامل	współczynniki	عَامِل	współczynnik	N;NOM;DEF;PL	N;NOM;MASC;PL
مستويات	poziomy	مُستَوَى	poziom	N;NOM;INDF;PL	N;NOM;MASC;PL
الكلام	przemowa	كَلَام	przemować	N;NOM;DEF;SG	N;NOM;FEM;SG
الكلام	przemówienie	كَلَام	przemówienie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الكلام	wystąpienie	كَلَام	wystąpienie	N;NOM;DEF;SG	N;NOM;NEUT;SG
السفر	podróż	سَفَر	podróż	N;NOM;DEF;SG	N;NOM;FEM;SG
السفر	podróżowanie	سَفَر	podróżowanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
السفر	podróżowanie	سَفَر	podróżowanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الفعل	akt	فِعل	akt	N;NOM;DEF;SG	N;NOM;MASC;SG
النتيجة	wynik	نَتِيجَة	wynik	N;NOM;DEF;SG	N;NOM;MASC;SG
النتيجة	rezultat	نَتِيجَة	rezultat	N;NOM;DEF;SG	N;NOM;MASC;SG
النتيجة	efekt	نَتِيجَة	efekt	N;NOM;DEF;SG	N;NOM;MASC;SG
النتيجة	wynik	نَتِيجَة	wynik	N;NOM;DEF;SG	N;NOM;MASC;SG
اليونانية	grecki	يُونَانِيّ	grecki	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
اليونانية	grecka	يُونَانِيّ	grecki	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
اليونانية	greckie	يُونَانِيّ	grecki	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
المنتجات	produkty	مُنتَج	produkt	N;NOM;DEF;PL	N;NOM;MASC;PL
المنتجات	wyroby	مُنتَج	wyrób	N;NOM;DEF;PL	N;NOM;MASC;PL
المنتجات	produkty	مُنتَج	produkt	N;NOM;DEF;PL	N;NOM;MASC;PL
مقال	esej	مَقَال	esej	N;NOM;INDF;SG	N;NOM;MASC;SG
مقال	wypracowanie	مَقَال	wypracować	N;NOM;INDF;SG	N;NOM;NEUT;SG
مقال	artykuł	مَقَال	artykuł	N;NOM;INDF;SG	N;NOM;MASC;SG
ابنة	córka	اِبنَة	córka	N;NOM;INDF;SG	N;NOM;FEM;SG
ابنة	córeczka	اِبنَة	córeczka	N;NOM;INDF;SG	N;NOM;FEM;SG
الصراع	konflikt	صِرَاع	konflikt	N;NOM;DEF;SG	N;NOM;MASC;SG
شهدت	zeznał	شَهِد	zeznać	V;PFV;FEM;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
تسمح	pozwala	سَمَح	pozwalać	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
تسمح	umożliwia	سَمَح	umożliwiać	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
اللواء	brygada	لِوَاء	brygada	N;NOM;DEF;SG	N;NOM;FEM;SG
اللواء	generał	لِوَاء	generał	N;NOM;DEF;SG	N;NOM;MASC;SG
الموارد	zasoby	مَورِد	zasóba	N;NOM;DEF;PL	N;NOM;MASC;PL
الموارد	zasoby	مَورِد	zasóba	N;NOM;DEF;PL	N;NOM;MASC;PL
الموارد	środki	مَورِد	środek	N;NOM;DEF;PL	N;NOM;MASC;PL
العقد	naszyjnik	عَقد	naszyjnik	N;NOM;DEF;SG	N;NOM;MASC;SG
العقد	umowa	عَقد	umowa	N;NOM;DEF;SG	N;NOM;FEM;SG
العقد	zlecenie	عَقد	zlecenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
قمة	szczyt	قِمَّة	szczyt	N;NOM;INDF;SG	N;NOM;MASC;SG
قمة	szczyt	قِمَّة	szczyt	N;NOM;INDF;SG	N;NOM;MASC;SG
قمة	szczyt	قِمَّة	szczyt	N;NOM;INDF;SG	N;NOM;MASC;SG
المسلمون	muzułmanie	مُسلِم	muzułmanin	N;NOM;DEF;PL	N;NOM;MASC;PL
مسافة	dystans	مَسَافَة	dystans	N;NOM;INDF;SG	N;NOM;MASC;SG
محطات	stacje	مَحَطَّة	stacja	N;NOM;INDF;PL	N;NOM;FEM;PL
محطات	stanowiska	مَحَطَّة	stanowisko	N;NOM;INDF;PL	N;NOM;NEUT;PL
ساعات	godziny	سَاعَة	godzina	N;NOM;INDF;PL	N;NOM;FEM;PL
ساعات	zegarki	سَاعَة	zegarek	N;NOM;INDF;PL	N;NOM;MASC;PL
قليل	mały	قَلِيل	mały	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
المائية	wodne	مَائِيّ	wodny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
المائية	wodny	مَائِيّ	wodny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
جدول	stół	جَدوَل	stół	N;NOM;INDF;SG	N;NOM;MASC;SG
جدول	stolik	جَدوَل	stolik	N;NOM;INDF;SG	N;NOM;MASC;SG
جدول	tablica	جَدوَل	tablica	N;NOM;INDF;SG	N;NOM;FEM;SG
جدول	rozkład	جَدوَل	rozkład	N;NOM;INDF;SG	N;NOM;MASC;SG
جدول	harmonogram	جَدوَل	harmonogram	N;NOM;INDF;SG	N;NOM;MASC;SG
اتجاه	trend	اِتِّجَاه	trend	N;NOM;INDF;SG	N;NOM;MASC;SG
اتجاه	tendencja	اِتِّجَاه	tendencja	N;NOM;INDF;SG	N;NOM;FEM;SG
اتجاه	kierunek	اِتِّجَاه	kierunek	N;NOM;INDF;SG	N;NOM;MASC;SG
تدريب	kształcenie	تَدرِيب	kształcenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
تدريب	szkolenia	تَدرِيب	szkolić	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تدريب	trening	تَدرِيب	trening	N;NOM;INDF;SG	N;NOM;MASC;SG
تدريب	szkolenie	تَدرِيب	szkolenie	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تدريب	trening	تَدرِيب	trening	N;NOM;INDF;SG	N;NOM;MASC;SG
تدريب	praktyka	تَدرِيب	praktyka	N;NOM;INDF;SG	N;NOM;FEM;SG
بنية	struktura	بِنيَة	struktura	N;NOM;INDF;SG	N;NOM;FEM;SG
بنية	konstrukcja	بِنيَة	konstrukcja	N;NOM;INDF;SG	N;NOM;FEM;SG
الرسالة	komunikat	رِسَالَة	komunikat	N;NOM;DEF;SG	N;NOM;MASC;SG
الرسالة	wiadomość	رِسَالَة	wiadomość	N;NOM;DEF;SG	N;NOM;FEM;SG
القراءة	czytanie	قِرَاءَة	czytać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
القراءة	lektura	قِرَاءَة	lektura	N;NOM;DEF;SG	N;NOM;FEM;SG
القراءة	odczyt	قِرَاءَة	odczyt	N;NOM;DEF;SG	N;NOM;MASC;SG
صحة	zdrowie	صِحَّة	zdrowie	N;NOM;INDF;SG	N;NOM;NEUT;SG
القدر	przeznaczenie	قَدر	przeznaczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
القدر	los	قَدر	los	N;NOM;DEF;SG	N;NOM;MASC;SG
القدر	przeznaczenie	قَدر	przeznaczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
دينية	religijny	دِينِيّ	religijny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
دينية	religijna	دِينِيّ	religijny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
دينية	religijne	دِينِيّ	religijny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
سباقات	wyścigi	سِبَاقَة	wyścig	N;NOM;INDF;PL	N;NOM;MASC;PL
سباقات	wyścigi	سِبَاقَة	wyścig	N;NOM;INDF;PL	N;NOM;MASC;PL
الحفاظ	konserwacja	حِفَاظ	konserwacja	N;NOM;DEF;SG	N;NOM;FEM;SG
الدعم	wsparcia	دَعم	wsparcie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الدعم	wsparcie	دَعم	wesprzeć	N;NOM;DEF;SG	N;NOM;NEUT;SG
الدعم	wspieranie	دَعم	wspierać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الدعم	wsparcie	دَعم	wesprzeć	N;NOM;DEF;SG	N;NOM;NEUT;SG
بسيطة	prosty	بَسِيط	prosty	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
هجوم	atak	هُجُوم	atak	N;NOM;INDF;SG	N;NOM;MASC;SG
سفر	podróż	سَفَر	podróż	N;NOM;INDF;SG	N;NOM;FEM;SG
سفر	podróżowanie	سَفَر	podróżowanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
سفر	podróżowanie	سَفَر	podróżowanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
النقاط	kredyty	نُقطَة	kredyt	N;NOM;DEF;PL	N;NOM;MASC;PL
النقاط	punkty	نُقطَة	punkt	N;NOM;DEF;PL	N;NOM;MASC;PL
طبيعة	charakter	طَبِيعَة	charakter	N;NOM;INDF;SG	N;NOM;MASC;SG
طبيعة	przyroda	طَبِيعَة	przyroda	N;NOM;INDF;SG	N;NOM;FEM;SG
مشاريع	projekty	مَشرُوع	projekt	N;NOM;INDF;PL	N;NOM;MASC;PL
لواء	brygada	لِوَاء	brygada	N;NOM;INDF;SG	N;NOM;FEM;SG
لواء	generał	لِوَاء	generał	N;NOM;INDF;SG	N;NOM;MASC;SG
مقبرة	grobowiec	مُقبِر	grobowiec	N;NOM;INDF;SG	N;NOM;MASC;SG
مقبرة	cmentarz	مُقبِر	cmentarz	N;NOM;INDF;SG	N;NOM;MASC;SG
مقبرة	cmentarz	مُقبِر	cmentarz	N;NOM;INDF;SG	N;NOM;MASC;SG
مراجعة	recenzja	مُرَاجَعَة	recenzja	N;NOM;INDF;SG	N;NOM;FEM;SG
مراجعة	rewizja	مُرَاجَعَة	rewizja	N;NOM;INDF;SG	N;NOM;FEM;SG
مراجعة	weryfikacja	مُرَاجَعَة	weryfikacja	N;NOM;INDF;SG	N;NOM;FEM;SG
مراجعة	rewizja	مُرَاجَعَة	rewizja	N;NOM;INDF;SG	N;NOM;FEM;SG
الدماغ	mózg	دِمَاغ	mózg	N;NOM;DEF;SG	N;NOM;MASC;SG
الدماغ	umysł	دِمَاغ	umysł	N;NOM;DEF;SG	N;NOM;MASC;SG
التطور	ewolucja	تَطَوُّر	ewolucja	N;NOM;DEF;SG	N;NOM;FEM;SG
متنوعة	zróżnicowane	مُتَنَوِّع	zróżnicować	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
متنوعة	różne	مُتَنَوِّع	różny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
قاعة	sala	قَاعَة	sala	N;NOM;INDF;SG	N;NOM;FEM;SG
السجن	areszt	سَجن	areszt	N;NOM;DEF;SG	N;NOM;MASC;SG
السجن	więzienie	سَجن	więzienie	N;NOM;DEF;SG	N;NOM;NEUT;SG
السجن	więzienie	سَجن	więzienie	N;NOM;DEF;SG	N;NOM;NEUT;SG
النووية	nuklearne	نَوَوِيّ	nuklearny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
النووية	jądrowa	نَوَوِيّ	jądrowa	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
النووية	nuklearna	نَوَوِيّ	nuklearny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
النووية	jądrowe	نَوَوِيّ	jądrowy	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
النووية	nuklearny	نَوَوِيّ	nuklearny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
خطة	plan	خُطَّة	plan	N;NOM;INDF;SG	N;NOM;MASC;SG
وصول	dojazd	وُصُول	dojazd	N;NOM;INDF;SG	N;NOM;MASC;SG
وصول	przybycie	وُصُول	przybyć	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
وصول	przyjazd	وُصُول	przyjazd	N;NOM;INDF;SG	N;NOM;MASC;SG
زوجة	żona	زَوجَة	żona	N;NOM;INDF;SG	N;NOM;FEM;SG
تجربة	doświadczenia	تَجرِبَة	doświadczenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
تجربة	doświadczenie	تَجرِبَة	doświadczenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
معالم	etapy	مَعلَم	etap	N;NOM;INDF;PL	N;NOM;MASC;PL
التعليمية	edukacyjne	تَعلِيمِيّ	edukacyjny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
التعليمية	edukacyjny	تَعلِيمِيّ	edukacyjny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
مبان	budynki	مَبَّان	budynek	N;NOM;INDF;PL	N;NOM;MASC;PL
الحجر	kamień	حَجر	kamień	N;NOM;DEF;SG	N;NOM;MASC;SG
الروماني	rumuński	رُومَانِيّ	rumuński	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الروماني	rzymski	رُومَانِيّ	rzymski	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الروماني	rzymskie	رُومَانِيّ	rzymski	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
خليج	zatoka	خَلِيج	zatokać	N;NOM;INDF;SG	N;NOM;FEM;SG
خليج	zatoka	خَلِيج	zatokać	N;NOM;INDF;SG	N;NOM;FEM;SG
الدعوة	zaproszenie	دَعوَة	zaprosić	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الدعوة	zaproszenie	دَعوَة	zaprosić	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الدعوة	zaproszenia	دَعوَة	zaprosić	N;NOM;DEF;SG	N;NOM;NEUT;SG
عودة	zwrot	عَودَة	zwrot	N;NOM;INDF;SG	N;NOM;MASC;SG
الظروف	warunki	ظَرف	warunki	N;NOM;DEF;PL	N;NOM;NEUT;PL
السلسلة	seria	سِلسِلَة	seria	N;NOM;DEF;SG	N;NOM;FEM;SG
السلسلة	sznur	سِلسِلَة	sznur	N;NOM;DEF;SG	N;NOM;MASC;SG
السلسلة	łańcuch	سِلسِلَة	łańcuch	N;NOM;DEF;SG	N;NOM;MASC;SG
السلسلة	sznurek	سِلسِلَة	sznurek	N;NOM;DEF;SG	N;NOM;MASC;SG
السلسلة	łańcuch	سِلسِلَة	łańcuch	N;NOM;DEF;SG	N;NOM;MASC;SG
ضعف	osłabienie	ضُعف	osłabić	N;NOM;INDF;SG	N;NOM;NEUT;SG
اجتماعية	społeczna	اِجتِمَاعِيّ	społeczny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
اجتماعية	towarzyskie	اِجتِمَاعِيّ	towarzyski	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
اجتماعية	społeczne	اِجتِمَاعِيّ	społeczny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
اجتماعية	socjalna	اِجتِمَاعِيّ	socjalny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
اجتماعية	społeczny	اِجتِمَاعِيّ	społeczny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
قراءة	czytanie	قِرَاءَة	czytać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
قراءة	lektura	قِرَاءَة	lektura	N;NOM;INDF;SG	N;NOM;FEM;SG
قراءة	odczyt	قِرَاءَة	odczyt	N;NOM;INDF;SG	N;NOM;MASC;SG
ينتج	wytwarza	أَنتَج	wytwarzać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ينتج	produkuje	أَنتَج	produkować	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
الصناعة	branża	صِنَاعَة	branż	N;NOM;DEF;SG	N;NOM;FEM;SG
الصناعة	przemysł	صِنَاعَة	przemysł	N;NOM;DEF;SG	N;NOM;MASC;SG
المستخدمين	użytkowników	مُستَخدِم	użytkownik	N;ACC;DEF;PL	N;ACC;MASC;PL
المكتبة	biblioteka	مَكتَبَة	biblioteka	N;NOM;DEF;SG	N;NOM;FEM;SG
ماء	woda	مَاء	woda	N;NOM;INDF;SG	N;NOM;FEM;SG
الصحف	papiery	صَحِيفَة	papier	N;NOM;DEF;PL	N;NOM;MASC;PL
البحيرة	jezioro	بُحَيرَة	jezioro	N;NOM;DEF;SG	N;NOM;NEUT;SG
حفل	przyjęcie	حَفل	przyjąć	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
حفل	partia	حَفل	partia	N;NOM;INDF;SG	N;NOM;FEM;SG
حفل	impreza	حَفل	impreza	N;NOM;INDF;SG	N;NOM;FEM;SG
حفل	koncert	حَفل	koncert	N;NOM;INDF;SG	N;NOM;MASC;SG
اللقب	nazwisko	لَقَب	nazwisko	N;NOM;DEF;SG	N;NOM;NEUT;SG
التربة	gleba	تَرَبَّة	gleba	N;NOM;DEF;SG	N;NOM;FEM;SG
التربة	ziemia	تَرَبَّة	ziemia	N;NOM;DEF;SG	N;NOM;FEM;SG
عالمية	uniwersalne	عَالَمِيّ	uniwersalny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
عالمية	uniwersalny	عَالَمِيّ	uniwersalny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
عالمية	powszechne	عَالَمِيّ	powszechny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
عالمية	globalny	عَالَمِيّ	globalny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
عالمية	globalna	عَالَمِيّ	globalny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
عالمية	globalne	عَالَمِيّ	globalny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
مسيحية	chrześcijański	مَسِيحِيّ	chrześcijański	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
طبيب	lekarz	طبيب	lekarz	N;NOM;INDF;SG	N;NOM;MASC;SG
فشل	niepowodzenie	فَشَل	niepowodzenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
فشل	porażka	فَشَل	porażka	N;NOM;INDF;SG	N;NOM;FEM;SG
فشل	niepowodzenie	فَشَل	niepowodzenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
فشل	niewydolność	فَشَل	niewydolność	N;NOM;INDF;SG	N;NOM;FEM;SG
فشل	awaria	فَشَل	awariać	N;NOM;INDF;SG	N;NOM;FEM;SG
فلسفة	filozofia	فَلسَفَة	filozofia	N;NOM;INDF;SG	N;NOM;FEM;SG
التفاعل	współdziałanie	تَفَاعُل	współdziałanie	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
التفاعل	aktywność	تَفَاعُل	aktywność	N;NOM;DEF;SG	N;NOM;FEM;SG
التفاعل	zaangażowanie	تَفَاعُل	zaangażowanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
محافظات	prowincje	مُحَافِظَة	prowincja	N;NOM;INDF;PL	N;NOM;FEM;PL
الهجرة	imigracja	هِجرَة	imigracja	N;NOM;DEF;SG	N;NOM;FEM;SG
الهجرة	migracja	هِجرَة	migracja	N;NOM;DEF;SG	N;NOM;FEM;SG
الطلب	podanie	طَلَب	podanie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الطلب	zastosowanie	طَلَب	zastosowanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الطلب	aplikacja	طَلَب	aplikacja	N;NOM;DEF;SG	N;NOM;FEM;SG
الطلب	zapytanie	طَلَب	zapytać	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الطلب	prośba	طَلَب	prośba	N;NOM;DEF;SG	N;NOM;FEM;SG
الطلب	żądanie	طَلَب	żądanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الطلب	wniosek	طَلَب	wniosek	N;NOM;DEF;SG	N;NOM;MASC;SG
الطلب	porządek	طَلَب	porządek	N;NOM;DEF;SG	N;NOM;MASC;SG
الطلب	zamówienie	طَلَب	zamówienie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الطلب	kolejność	طَلَب	kolejność	N;NOM;DEF;SG	N;NOM;FEM;SG
الطلب	popyt	طَلَب	popyt	N;NOM;DEF;SG	N;NOM;MASC;SG
الطلب	zapotrzebowanie	طَلَب	zapotrzebowanie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الطلب	żądanie	طَلَب	żądanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المبنى	budowanie	مَبنَى	budować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
المبنى	budynek	مَبنَى	budynek	N;NOM;DEF;SG	N;NOM;MASC;SG
علامات	znaki	عَلَامَة	znak	N;NOM;INDF;PL	N;NOM;MASC;PL
علامات	ślady	عَلَامَة	ślad	N;NOM;INDF;PL	N;NOM;MASC;PL
علامات	znaczniki	عَلَامَة	znacznik	N;NOM;INDF;PL	N;NOM;MASC;PL
علامات	znaki	عَلَامَة	znak	N;NOM;INDF;PL	N;NOM;MASC;PL
علامات	oznaki	عَلَامَة	oznak	N;NOM;INDF;PL	N;NOM;MASC;PL
الجيل	pokolenie	جِيل	pokolenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الجيل	wytwarzanie	جِيل	wytwarzać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
