van	سے	van	سے	ADP	ADP
trekken	لکھنا	trekken	لکھ	V;NFIN	V;MASC;SG;NFIN;ACT
trekken	کھینچنے	trekken	کھینچ	V;NFIN	V;NFIN
vriend	دوست	vriend	دوست	N;MASC+FEM;SG	N;NOM;MASC;SG;3
technische	قانونی	technisch	قانونی	ADJ	ADJ
technische	اصولی	technisch	اصولی	ADJ	ADJ
vogel	چڑیا	vogel	چڑ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vogel	پرندہ	vogel	پرندہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vogel	چڑیا	vogel	چڑ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zilveren	پکنا.	zilveren	پکنا.	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
zilveren	پکنا.	zilveren	پکنا.	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
mogelijkheid	اصلاح	mogelijkheid	اصلاح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mogelijkheid	امکان	mogelijkheid	امکان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mogelijkheid	احتمال	mogelijkheid	احتمال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lucht	جھونکا	lucht	جھونکا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lucht	نمائش	lucht	نمائش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lucht	جھونکا	lucht	جھونکا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lucht	نمائش	lucht	نمائش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
laag	پست	laag	پست	ADJ	ADJ
laag	ناموافق	laag	ناموافق	ADJ	ADJ
laag	افسردہ	laag	افسردہ	ADJ	ADJ
laag	مبتذل	laag	مبتذل	ADJ	ADJ
laag	تھوڑے	laag	تھوڑا	ADJ	ADJ;ACC;MASC;SG
laag	پست	laag	پست	ADJ	ADJ
laag	ناموافق	laag	ناموافق	ADJ	ADJ
laag	افسردہ	laag	افسردہ	ADJ	ADJ
laag	مبتذل	laag	مبتذل	ADJ	ADJ
laag	گھٹیا	laag	گھٹیا	ADJ	ADJ
laag	تھوڑے	laag	تھوڑا	ADJ	ADJ;ACC;MASC;SG
vrouwelijke	زنانہ	vrouwelijk	زنانہ	ADJ	ADJ
vrouwelijke	زنانہ	vrouwelijk	زنانہ	ADJ	ADJ
afdeling	شعبہ	afdeling	شعبہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afdeling	جنس	afdeling	جنس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afdeling	اختلاف	afdeling	اختلاف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afdeling	گروہ	afdeling	گروہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afdeling	طبقہ	afdeling	طبقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
studio	ٹیلیوژن	studio	ٹیلیوژن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
proces	مقدمہ	proces	مقدمہ	N;NEUT;SG	N;NOM;MASC;SG;3
proces	آزمائش	proces	آزمائش	N;NEUT;SG	N;NOM;MASC;SG;3
proces	جانچ	proces	جانچ	N;NEUT;SG	N;NOM;MASC;SG;3
proces	مقدمہ	proces	مقدمہ	N;NEUT;SG	N;NOM;MASC;SG;3
hart	ہمت	hart	ہمت	N;NEUT;SG	N;NOM;MASC;SG;3
beker	پیالی	beker	پیالی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
adel	شرافت	adel	شرافت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
groene	ہلکا	groen	ہلکا	ADJ	ADJ;NOM;MASC;SG
groene	نیا	groen	نیا	ADJ	ADJ;NOM;MASC;SG
groene	ہلکا	groen	ہلکا	ADJ	ADJ;NOM;MASC;SG
groene	نیا	groen	نیا	ADJ	ADJ;NOM;MASC;SG
groene	تازہ	groen	تازہ	ADJ	ADJ
brand	جذبہ	brand	جذبہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
brand	سوزش	brand	سوزش	N;MASC+FEM;SG	N;NOM;FEM;SG;3
brand	روشنی	brand	روشنی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
brand	چمک	brand	چمک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
brand	حرارت	brand	حرارت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
brand	بخار	brand	بخار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
brand	داغ	brand	داغ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rechter	منصف	rechter	منصف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
carl	آدمی	carl	آدمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verdrag	ریت	verdrag	ریت	N;NEUT;SG	N;NOM;MASC;SG;3
personage	انفرادیت	personage	انفرادیت	N;NEUT;SG	N;NOM;MASC;SG;3
personage	شخص	personage	شخص	N;NEUT;SG	N;NOM;MASC;SG;3
personage	علامت	personage	علامت	N;NEUT;SG	N;NOM;MASC;SG;3
personage	فرد	personage	فرد	N;NEUT;SG	N;NOM;MASC;SG;3
personage	کردار	personage	کردار	N;NEUT;SG	N;NOM;MASC;SG;3
verdere	مزید	ver	مزید	ADJ;CMPR	ADJ
opstand	بغاوت	opstand	بغاوت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	سرکشی.	opstand	سرکشی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	بغاوت	opstand	بغاوت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	بغاوت	opstand	بغاوت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	سرکشی	opstand	سرکشی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	شورش	opstand	شورش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	سرکشی	opstand	سرکشی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	سرکش	opstand	سرکش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	احتجاج	opstand	احتجاج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	شورش	opstand	شورش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	بغاوت	opstand	بغاوت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	سرکشی	opstand	سرکشی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	سرکش	opstand	سرکش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	احتجاج	opstand	احتجاج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	سرکشی.	opstand	سرکشی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	بغاوت	opstand	بغاوت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opstand	سرکشی.	opstand	سرکشی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
persoonlijk	ذاتی	persoonlijk	ذاتی	ADJ	ADJ
blue	فحش	blue	فحش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
karakter	انفرادیت	karakter	انفرادیت	N;NEUT;SG	N;NOM;MASC;SG;3
karakter	شخص	karakter	شخص	N;NEUT;SG	N;NOM;MASC;SG;3
karakter	علامت	karakter	علامت	N;NEUT;SG	N;NOM;MASC;SG;3
karakter	فرد	karakter	فرد	N;NEUT;SG	N;NOM;MASC;SG;3
karakter	کردار	karakter	کردار	N;NEUT;SG	N;NOM;MASC;SG;3
energie	زور	energie	زور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
energie	قوت	energie	قوت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
energie	زور	energie	زور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
energie	قوت	energie	قوت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
energie	توانائی	energie	توانائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vriendelijke	موافق.	vriendelijk	موافق.	ADJ	ADJ
vriendelijke	موافق.	vriendelijk	موافق.	ADJ	ADJ
vriendelijke	دوستانہ	vriendelijk	دوستانہ	ADJ	ADJ
eigendom	وصف	eigendom	وصف	N;NEUT;SG	N;NOM;MASC;SG;3
eigendom	خصوصیت	eigendom	خصوصیت	N;NEUT;SG	N;NOM;MASC;SG;3
eigendom	مکان	eigendom	مکان	N;NEUT;SG	N;NOM;MASC;SG;3
eigendom	ملکیت	eigendom	ملکیت	N;NEUT;SG	N;NOM;MASC;SG;3
eigendom	ملکیت	eigendom	ملکیت	N;NEUT;SG	N;NOM;MASC;SG;3
gouverneur	آجر	gouverneur	آجر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gouverneur	آجر	gouverneur	آجر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
item	شے	item	شے	N;NEUT;SG	N;NOM;FEM;SG;3
regel	وضع	regel	وضع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
regel	حکومت	regel	حکومت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
prima	روشن	prima	روشن	ADJ	ADJ
prima	آراستہ	prima	آراستہ	ADJ	ADJ
prima	اعلیٰ	prima	اعلیٰ	ADJ	ADJ
stof	فساد	stof	فساد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stof	انتشار	stof	انتشار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stof	غبار	stof	غبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stof	زمین	stof	زمین	N;MASC+FEM;SG	N;NOM;FEM;SG;3
leefgebied	بستی	leefgebied	بس	N;NEUT;SG	N;NOM;FEM;SG;3
bob	ابھار	bob	ابھار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
breed	روشن	breed	روشن	ADJ	ADJ
breed	اہم	breed	اہم	ADJ	ADJ
breed	بڑا	breed	بڑا	ADJ	ADJ;NOM;MASC;SG
breed	کشادہ	breed	کشادہ	ADJ	ADJ
breed	عیاں	breed	عیاں	ADJ	ADJ
breed	وسیع	breed	وسیع	ADJ	ADJ
breed	خاص	breed	خاص	ADJ	ADJ
breed	واضح	breed	واضح	ADJ	ADJ
breed	متحملانہ	breed	متحملانہ	ADJ	ADJ
secretaris	معتمد	secretaris	معتمد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zoek	مکمل	zoek	مکمل	ADJ	ADJ
zoek	مکمل	zoek	مکمل	ADJ	ADJ
nacht	رات	nacht	رات	N;MASC+FEM;SG	N;NOM;FEM;SG;3
natuur	حالت	natuur	حالت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
natuur	قسم	natuur	قسم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
militair	عسکری	militair	عسکری	ADJ	ADJ
spreken	بولنا	spreken	بول	V;NFIN	V;MASC;SG;NFIN;ACT
poging	کارروائی	poging	کارروائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
poging	کارروائی	poging	کارروائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
poging	سعی	poging	سعی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
poging	کوشش	poging	کوشش	N;MASC+FEM;SG	N;NOM;FEM;SG;3
toevoegen	ملانا	toevoegen	ملا	V;NFIN	V;MASC;SG;NFIN;ACT
toevoegen	بڑھانا	toevoegen	بڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
toevoegen	جوڑنا	toevoegen	جوڑ	V;NFIN	V;MASC;SG;NFIN;ACT
toevoegen	ملانا	toevoegen	ملا	V;NFIN	V;MASC;SG;NFIN;ACT
veld	سمندر	veld	سمندر	N;NEUT;SG	N;NOM;MASC;SG;3
veld	برف	veld	برف	N;NEUT;SG	N;NOM;MASC;SG;3
veld	سکّے	veld	سک	N;NEUT;SG	N;NOM;MASC;SG;3
veld	شعبہ	veld	شعبہ	N;NEUT;SG	N;NOM;MASC;SG;3
veld	لڑائی	veld	لڑائی	N;NEUT;SG	N;NOM;FEM;SG;3
mogelijke	ممکن	mogelijk	ممکن	ADJ	ADJ
zijde	پہلو	zijde	پہلو	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	عنصر	zijde	عنصر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	تحتی	zijde	تحتی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	رخ	zijde	رخ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	کھیل	zijde	کھیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	کردار	zijde	کردار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	بازو	zijde	بازو	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	پہلو	zijde	پہلو	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	عنصر	zijde	عنصر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	تحتی	zijde	تحتی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	رخ	zijde	رخ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	کھیل	zijde	کھیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	کردار	zijde	کردار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zijde	بازو	zijde	بازو	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kwaliteit	خاصیت	kwaliteit	خاصیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitvoering	تعمیل	uitvoering	تعمیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitvoering	تکمیل	uitvoering	تکمیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
economie	معاشیات	economie	معاشیات	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ziekte	بیماری	ziekte	بیماری	N;MASC+FEM;SG	N;NOM;FEM;SG;3
ziekte	مرض	ziekte	مرض	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ziekte	بیماری	ziekte	بیماری	N;MASC+FEM;SG	N;NOM;FEM;SG;3
gemeentelijke	بلدیاتی	gemeentelijk	بلدیاتی	ADJ	ADJ;NOM
kunstenaar	موسیقار	kunstenaar	موسیقار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verkeer	تعلق	verkeer	تعلق	N;NEUT;SG	N;NOM;MASC;SG;3
verkeer	مقدار	verkeer	مقدار	N;NEUT;SG	N;NOM;MASC;SG;3
eenheid	اتفاق	eenheid	اتفاق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
eenheid	اتحاد	eenheid	اتحاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
eenheid	اتفاق	eenheid	اتفاق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
eenheid	اتحاد	eenheid	اتحاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
eenheid	وحدت	eenheid	وحدت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
revolutie	گردش	revolutie	گردش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
revolutie	گردش	revolutie	گردش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
slechte	زخمی	slecht	زخمی	ADJ	ADJ
slechte	شدید	slecht	شدید	ADJ	ADJ
slechte	ناکارہ	slecht	ناکارہ	ADJ	ADJ
slechte	نامساعد	slecht	نامساعد	ADJ	ADJ
slechte	گھٹیا	slecht	گھٹیا	ADJ	ADJ
slechte	ناکافی	slecht	ناکافی	ADJ	ADJ
slechte	ناسازگار	slecht	ناسازگار	ADJ	ADJ
slechte	نادم	slecht	نادم	ADJ	ADJ
slechte	بدتمیز	slecht	بدتمیز	ADJ	ADJ
slechte	عمدہ	slecht	عمدہ	ADJ	ADJ
slechte	شرمندہ	slecht	شرمندہ	ADJ	ADJ
slechte	بیمار	slecht	بیمار	ADJ	ADJ
blauwe	افسردہ	blauw	افسردہ	ADJ	ADJ
fout	زیادتی	fout	زیادتی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fout	زیادتی	fout	زیادتی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fout	چوک	fout	چوک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fout	چوک	fout	چوک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
natuurlijke	ارضی	natuurlijk	ارضی	ADJ	ADJ
natuurlijke	سادہ	natuurlijk	سادہ	ADJ	ADJ
natuurlijke	فطری	natuurlijk	فطری	ADJ	ADJ
natuurlijke	اصلی	natuurlijk	اصلی	ADJ	ADJ
natuurlijke	ارضی	natuurlijk	ارضی	ADJ	ADJ
natuurlijke	سادہ	natuurlijk	سادہ	ADJ	ADJ
natuurlijke	طبعی	natuurlijk	طبعی	ADJ	ADJ
natuurlijke	فطری	natuurlijk	فطری	ADJ	ADJ
oog	آنکھ	oog	آنکھ	N;NEUT;SG	N;NOM;MASC;SG;3
oog	بصارت	oog	بصارت	N;NEUT;SG	N;NOM;MASC;SG;3
oog	شعور	oog	شعور	N;NEUT;SG	N;NOM;MASC;SG;3
bond	تعلق	bond	تعلق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bond	معاہدہ	bond	معاہدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kanaal	راستہ	kanaal	راستہ	N;NEUT;SG	N;NOM;MASC;SG;3
kanaal	سمت	kanaal	سمت	N;NEUT;SG	N;NOM;MASC;SG;3
veranderen	بدلنا	veranderen	بدل	V;NFIN	V;MASC;SG;NFIN;ACT
ring	حلقہ	ring	حلقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ton	وضعدار	ton	وضعدار	N;MASC+FEM;SG	N
tempel	صومعہ	tempel	صومعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
discipline	سزا	discipline	سزا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
toekomst	مستقبل	toekomst	مستقبل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
toekomst	شخص	toekomst	شخص	N;MASC+FEM;SG	N;NOM;MASC;SG;3
regionale	علاقائی	regionaal	علاقائی	ADJ	ADJ
koninklijk	عمدہ	koninklijk	عمدہ	ADJ	ADJ
koninklijk	اعلیٰ	koninklijk	اعلیٰ	ADJ	ADJ
liefde	محبت	liefde	محبت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
liefde	محبت	liefde	محبت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
gezin	ذات	gezin	ذات	N;NEUT;SG	N;NOM;FEM;SG;3
populair	مقبول	populair	مقبول	ADJ	ADJ
proberen	آزمانا.	proberen	آزمانا.	V;NFIN	V;PL;FIN;ACT
handel	کاروبار	handel	کاروبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
handel	مجامعت	handel	مجامعت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
handel	ہنر	handel	ہنر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
label	کارڈ	label	کارڈ	N;NEUT;SG	N;NOM;MASC;SG;3
speciaal	مطلوبہ	speciaal	مطلوبہ	ADJ	ADJ
speciaal	امتیازی	speciaal	امتیازی	ADJ	ADJ
speciaal	اعلیٰ	speciaal	اعلیٰ	ADJ	ADJ
speciaal	مقررہ	speciaal	مقررہ	ADJ	ADJ
big	مقدار	big	مقدار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
big	حاملہ	big	حاملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbeteren	سنوارنا	verbeteren	سنوار	V;NFIN	V;MASC;SG;NFIN;ACT
snelheid	کامیابی	snelheid	کامیابی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zet	پھینکنا	zetten	پھینکنا	V;SG;PRS;FIN	V;NFIN;ACT
bekijken	دیکھنا	bekijken	دیکھ	V;NFIN	V;NFIN
bekijken	دیکھنا	bekijken	دیکھ	V;NFIN	V;NFIN
groen	ہلکا	groen	ہلکا	ADJ	ADJ;NOM;MASC;SG
groen	نیا	groen	نیا	ADJ	ADJ;NOM;MASC;SG
groen	ہلکا	groen	ہلکا	ADJ	ADJ;NOM;MASC;SG
groen	نیا	groen	نیا	ADJ	ADJ;NOM;MASC;SG
groen	تازہ	groen	تازہ	ADJ	ADJ
aparte	الگ	apart	الگ	ADJ	ADJ
aparte	جداگانہ	apart	جداگانہ	ADJ	ADJ
concert	موافقت	concert	موافقت	N;NEUT;SG	N;NOM;MASC;SG;3
kapitein	سربراہ	kapitein	سربراہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kapitein	کپتان	kapitein	کپتان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kapitein	سربراہ	kapitein	سربراہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoek	کونا	hoek	کونا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoek	کونا	hoek	کونا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoek	کونا	hoek	کونا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoek	زاویہ	hoek	زاویہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lees	جانچنا	lezen	جانچ	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
lees	بھانپنا	lezen	بھانپنا	V;SG;PRS;FIN	V;SG;NFIN;ACT
graven	چُبھونے	graven	چُبھونے	V;NFIN	V;NFIN
graven	سمجھنا	graven	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
graven	چُبھونے	graven	چُبھونے	V;NFIN	V;NFIN
graven	کھودنا	graven	کھود	V;NFIN	V;SG;NFIN;ACT
graven	سمجھنا	graven	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
onafhankelijk	مستقل.	onafhankelijk	مستقل.	ADJ	ADJ
onafhankelijk	آزادانہ	onafhankelijk	آزادانہ	ADJ	ADJ
momenteel	موجودہ.	momenteel	موجودہ.	ADJ	ADJ
hard	مضبوط	hard	مضبوط	ADJ	ADJ
hard	ثابت	hard	ثابت	ADJ	ADJ
hard	مضبوط	hard	مضبوط	ADJ	ADJ
hard	ثابت	hard	ثابت	ADJ	ADJ
hard	سخت	hard	سخت	ADJ	ADJ
hard	سنگین	hard	سنگین	ADJ	ADJ
hard	ناملائم	hard	ناملائم	ADJ	ADJ
hard	ناخوشگوار.	hard	ناخوشگوار.	ADJ	ADJ
hard	ظالمانہ.	hard	ظالمانہ.	ADJ	ADJ
hard	ناملائم	hard	ناملائم	ADJ	ADJ
hard	ناخوشگوار.	hard	ناخوشگوار.	ADJ	ADJ
hard	ظالمانہ.	hard	ظالمانہ.	ADJ	ADJ
hard	سخت	hard	سخت	ADJ	ADJ
zilver	سیم	zilver	سیم	N;NEUT;SG	N;NOM;MASC;SG;3
zilver	سیم	zilver	سیم	N;NEUT;SG	N;NOM;MASC;SG;3
zilver	چاندی	zilver	چاندی	N;NEUT;SG	N;NOM;FEM;SG;3
effect	اثر	effect	اثر	N;NEUT;SG	N;NOM;MASC;SG;3
effect	فلم	effect	فلم	N;NEUT;SG	N;NOM;FEM;SG;3
twintig	xx	twintig	xx	NUM	NUM
antwoord	جواب	antwoord	جواب	N;NEUT;SG	N;NOM;MASC;SG;3
advocaat	وکیل	advocaat	وکیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verwijdering	تنظیم	verwijdering	تنظیم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verwijdering	ترتیب	verwijdering	ترتیب	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verwijdering	اخراج	verwijdering	اخراج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verwijdering	حذف	verwijdering	حذف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
grootte	حجم	grootte	حجم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
grootte	پیمائش.	grootte	پیمائش.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opening	ابتدا	opening	ابتدا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
river	دریا	river	دریا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nou	غالباً	nou	غالباً	ADV	ADV
nou	شاید	nou	شاید	ADV	ADV
ernst	شدت	ernst	شدت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ernst	متانت	ernst	متانت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ernst	سنجیدگی	ernst	سنجیدگی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zichtbaar	واضح	zichtbaar	واضح	ADJ	ADJ
zichtbaar	ظاہری	zichtbaar	ظاہری	ADJ	ADJ
jongen	ساتھی	jongen	ساتھی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jongen	شخص	jongen	شخص	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jongen	حیرت	jongen	حیرت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jongen	حیرت	jongen	حیرت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jongen	لڑکا	jongen	لڑکا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jongen	بچہ	jongen	بچہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lager	نچلا	laag	نچل	ADJ;CMPR	ADJ;NOM;MASC;SG
lager	نچلا	laag	نچل	ADJ;CMPR	ADJ;NOM;MASC;SG
lager	زیریں	laag	زیر	ADJ;CMPR	ADJ
vliegen	اڑنا	vliegen	اڑنا	V;NFIN	V;MASC;SG;NFIN;ACT
vliegen	اڑنا	vliegen	اڑنا	V;NFIN	V;MASC;SG;NFIN;ACT
voedsel	خوراک	voedsel	خوراک	N;NEUT;SG	N;NOM;FEM;SG;3
voedsel	غذا	voedsel	غذا	N;NEUT;SG	N;NOM;FEM;SG;3
steen	دولت	steen	دولت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
mooi	عمدہ	mooi	عمدہ	ADJ	ADJ
mooi	اعلیٰ	mooi	اعلیٰ	ADJ	ADJ
mooi	خوبصورت	mooi	خوبصورت	ADJ	ADJ
mooi	بڑا	mooi	بڑا	ADJ	ADJ;NOM;MASC;SG
mooi	پیارا	mooi	پیارا	ADJ	ADJ;NOM;MASC;SG
mooi	برا	mooi	برا	ADJ	ADJ;NOM;MASC;SG
mooi	پسندیدہ	mooi	پسندیدہ	ADJ	ADJ
blauw	افسردہ	blauw	افسردہ	ADJ	ADJ
super	زائد	super	زائد	ADJ	ADJ
stoppen	چھوڑنا	stoppen	چھوڑ	V;NFIN	V;NFIN
stoppen	تاننا	stoppen	تان	V;NFIN	V;SG;NFIN;ACT
stoppen	تاننا	stoppen	تان	V;NFIN	V;SG;NFIN;ACT
stoppen	ٹھہرنا	stoppen	ٹھہر	V;NFIN	V;MASC;SG;NFIN;ACT
stoppen	تھامنا	stoppen	تھامنا	V;NFIN	V;SG;NFIN;ACT
praktijk	رواج	praktijk	رواج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
praktijk	معمول	praktijk	معمول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
praktijk	رواج	praktijk	رواج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gelegenheid	واقعہ	gelegenheid	واقعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gelegenheid	اتفاق	gelegenheid	اتفاق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gelegenheid	موقع	gelegenheid	موقع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
techniek	انجینئری	techniek	انجینئری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
techniek	تکنیک	techniek	تکنیک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
complex	عمارت	complex	عمارت	N;NEUT;SG	N;NOM;FEM;SG;3
complex	عمارت	complex	عمارت	N;NEUT;SG	N;NOM;FEM;SG;3
kandidaat	امیدوار	kandidaat	امیدوار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
promotie	بڑھوتری	promotie	بڑھوتری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
promotie	افزائش	promotie	افزائش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
promotie	ترقی	promotie	ترقی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
