için	za	için	za		
olağanüstü	výnimočná	olağanüstü	výnimočný	ADJ	ADJ;NOM;FEM;SG
olağanüstü	výnimočné	olağanüstü	výnimočný	ADJ	ADJ;NOM;NEUT;SG
olağanüstü	mimoriadna	olağanüstü	mimoriadny	ADJ	ADJ;NOM;FEM;SG
olağanüstü	mimoriadny	olağanüstü	mimoriadny	ADJ	ADJ;ANIM;NOM;MASC;SG
olağanüstü	výnimočné	olağanüstü	výnimočný	ADJ	ADJ;NOM;NEUT;SG
olağanüstü	mimoriadny	olağanüstü	mimoriadny	ADJ	ADJ;ANIM;NOM;MASC;SG
olağanüstü	výnimočná	olağanüstü	výnimočný	ADJ	ADJ;NOM;FEM;SG
olağanüstü	výnimočný	olağanüstü	výnimočný	ADJ	ADJ;ANIM;NOM;MASC;SG
olağanüstü	mimoriadna	olağanüstü	mimoriadny	ADJ	ADJ;NOM;FEM;SG
olağanüstü	vynikajúce	olağanüstü	vynikajúci	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
gene	znovu	gene	znovu	ADV	ADV
gene	znova	gene	znova	ADV	ADV
gene	opäť	gene	opäť	ADV	ADV
geliştirilmiş	zlepšiť	geliş	zlepšiť	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;POS;NFIN
geliştirilmiş	zlepšila	geliş	zlepšiť	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
kardeşler	sestier	kardeş	sestier	N;NOM;PL;3	N;NOM;FEM;PL
kardeşler	sestry	kardeş	sestra	N;NOM;PL;3	N;NOM;FEM;PL
kardeşler	súrodenci	kardeş	súrodenec	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kardeşler	bratia	kardeş	brat	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
ücretsiz	voľné	ücretsiz	voľný	ADJ	ADJ;NOM;NEUT;SG
ücretsiz	slobodný	ücretsiz	slobodný	ADJ	ADJ;ANIM;NOM;MASC;SG
ücretsiz	voľný	ücretsiz	voľný	ADJ	ADJ;ANIM;NOM;MASC;SG
oluşturmak	vytvoriť	oluş	vytvoriť	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;POS;NFIN
bisiklet	cyklistika	bisiklet	cyklistika	N;NOM;SG;3	N;NOM;FEM;SG
bisiklet	bicykel	bisiklet	bicykel	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bisiklet	bike	bisiklet	bika	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bisiklet	bicykel	bisiklet	bicykel	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fizikçi	fyzik	fizikçi	fyzik	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
said	saeed	said	saeed		
limanı	prístav	liman	prístava	N;NOM;SG;3	N;INAN;NOM;MASC;SG
faaliyetleri	činnosti	faaliyet	činnosť	N;NOM;PL;3	N;NOM;FEM;PL
faaliyetleri	aktivity	faaliyet	aktivita	N;NOM;PL;3	N;NOM;FEM;PL
yayıncılık	vydávanie	yayıncılık	vydávanie	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	publikovanie	yayıncılık	publikovanie	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	zverejnenie	yayıncılık	zverejnenie	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	uverejňovanie	yayıncılık	uverejňovanie	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	vydavateľstvo	yayıncılık	vydavateľstvo	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	uverejnenie	yayıncılık	uverejnenie	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	uverejňovanie	yayıncılık	uverejňovanie	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	publikácia	yayıncılık	publikácia	N;NOM;SG;3	N;NOM;FEM;SG
yayıncılık	zverejnenie	yayıncılık	zverejnenie	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	zverejňovanie	yayıncılık	zverejňovanie	N;NOM;SG;3	N;NOM;NEUT;SG
elbette	iste	elbette	iste		
kuramı	teória	kuram	teória	N;NOM;SG;3	N;NOM;FEM;SG
sözleşmesi	zákazka	sözleşme	zákazka	N;NOM;SG;3	N;NOM;FEM;SG
sözleşmesi	kontrakt	sözleşme	kontrakt	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sözleşmesi	zmluva	sözleşme	zmluva	N;NOM;SG;3	N;NOM;FEM;SG
açıklandı	oznámil	açıkla	oznámiť	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
açıklandı	oznámila	açıkla	oznámiť	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
yararlı	užitočný	yararlı	užitočný	ADJ	ADJ;ANIM;NOM;MASC;SG
yararlı	užitočné	yararlı	užitočný	ADJ	ADJ;NOM;NEUT;SG
yararlı	užitočná	yararlı	užitočný	ADJ	ADJ;NOM;FEM;SG
yararlı	užitočný	yararlı	užitočný	ADJ	ADJ;ANIM;NOM;MASC;SG
yararlı	užitočné	yararlı	užitočný	ADJ	ADJ;NOM;NEUT;SG
yararlı	užitočná	yararlı	užitočný	ADJ	ADJ;NOM;FEM;SG
cezası	trest	ceza	trest	N;NOM;SG;3	N;INAN;NOM;MASC;SG
cezası	pokuta	ceza	pokut	N;NOM;SG;3	N;NOM;FEM;SG
cezası	sankcia	ceza	sankcia	N;NOM;SG;3	N;NOM;FEM;SG
cezası	treste	ceza	trest	N;NOM;SG;3	N;INAN;NOM;MASC;SG
cezası	trest	ceza	trest	N;NOM;SG;3	N;INAN;NOM;MASC;SG
cezası	potrestanie	ceza	potrestanie	N;NOM;SG;3	N;NOM;NEUT;SG
lake	jazere	lake	jazero	N;NOM;SG;3	N;NOM;NEUT;SG
lake	jazero	lake	jazero	N;NOM;SG;3	N;NOM;NEUT;SG
konum	poloha	konum	poloha	N;NOM;SG;3	N;NOM;FEM;SG
konum	postavenie	konum	postavenie	N;NOM;SG;3	N;NOM;NEUT;SG
konum	pozícia	konum	pozícia	N;NOM;SG;3	N;NOM;FEM;SG
konum	umiestnenie	konum	umiestnenie	N;NOM;SG;3	N;NOM;NEUT;SG
konum	miesto	konum	miesto	N;NOM;SG;3	N;NOM;NEUT;SG
konum	poloha	konum	poloha	N;NOM;SG;3	N;NOM;FEM;SG
konum	lokalita	konum	lokalita	N;NOM;SG;3	N;NOM;FEM;SG
örnekler	príklady	örnek	príklad	N;NOM;PL;3	N;INAN;NOM;MASC;PL
örnekler	vzorky	örnek	vzorka	N;NOM;PL;3	N;NOM;FEM;PL
yöneticisi	admin	yönetici	admin	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yöneticisi	administrátor	yönetici	administrátor	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yöneticisi	vedúci	yönetici	vedúci	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yöneticisi	manažér	yönetici	manažér	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yöneticisi	správca	yönetici	správca	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
görünüm	výhľad	görün	výhľad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	vzhľad	görün	vzhľad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	zobrazenie	görün	zobrazenie	N;NOM;SG;3	N;NOM;NEUT;SG
görünüm	výhľad	görün	výhľad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	pohľad	görün	pohľad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	zobrazenie	görün	zobrazenie	N;NOM;SG;3	N;NOM;NEUT;SG
ahşap	drevo	ahşap	drevo	N;NOM;SG;3	N;NOM;NEUT;SG
ahşap	drevo	ahşap	drevo	N;NOM;SG;3	N;NOM;NEUT;SG
oğulları	synov	oğul	syn	N;ACC;PL;3	N;ANIM;ACC;MASC;PL
emniyet	bezpečie	emniyet	bezpečie	N;NOM;SG;3	N;NOM;NEUT;SG
emniyet	bezpečnosť	emniyet	bezpečnosť	N;NOM;SG;3	N;NOM;FEM;SG
resimler	zobrazenia	resim	zobrazenie	N;NOM;PL;3	N;NOM;NEUT;PL
resimler	obrázky	resim	obrázok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
resimler	obrazy	resim	obraz	N;NOM;PL;3	N;INAN;NOM;MASC;PL
resimler	obrazy	resim	obraz	N;NOM;PL;3	N;INAN;NOM;MASC;PL
resimler	fotky	resim	fotka	N;NOM;PL;3	N;NOM;FEM;PL
resimler	obrázky	resim	obrázok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
resimler	obrazy	resim	obraz	N;NOM;PL;3	N;INAN;NOM;MASC;PL
resimler	maľby	resim	maľba	N;NOM;PL;3	N;NOM;FEM;PL
resimler	fotografie	resim	fotografia	N;NOM;PL;3	N;NOM;FEM;PL
resimler	fotky	resim	fotka	N;NOM;PL;3	N;NOM;FEM;PL
çekilmiş	vyvodiť	çek	vyvodiť	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;POS;NFIN
katılmış	pripojil	kat	pripojiť	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
feat	feat	feat	feat	INTJ	INTJ
kimlik	identifikácia	kimlik	identifikácia	N;NOM;SG;3	N;NOM;FEM;SG
kimlik	označenie	kimlik	označenie	N;NOM;SG;3	N;NOM;NEUT;SG
kimlik	totožnosť	kimlik	totožnosť	N;NOM;SG;3	N;NOM;FEM;SG
kimlik	identita	kimlik	identita	N;NOM;SG;3	N;NOM;FEM;SG
görevleri	clá	görev	clo	N;NOM;PL;3	N;INAN;NOM;MASC;PL
görevleri	povinnosti	görev	povinnosť	N;NOM;PL;3	N;NOM;FEM;PL
görevleri	roly	görev	rol	N;NOM;PL;3	N;NOM;FEM;PL
görevleri	role	görev	role	N;NOM;PL;3	N;NOM;FEM;PL
görevleri	úlohy	görev	úloha	N;NOM;PL;3	N;NOM;FEM;PL
eleştiriler	kritici	eleştiri	kritica	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sayılar	číslice	say	číslica	N;NOM;PL;3	N;NOM;FEM;PL
sayılar	číslice	say	číslica	N;NOM;PL;3	N;NOM;FEM;PL
sayılar	počty	say	počet	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sayılar	čísla	say	číslo	N;NOM;PL;3	N;NOM;NEUT;PL
sayılar	údaje	say	údaj	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sayılar	počty	say	počet	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sayılar	čísla	say	číslo	N;NOM;PL;3	N;NOM;NEUT;PL
deprem	zemetrasenie	deprem	zemetrasenie	N;NOM;SG;3	N;NOM;NEUT;SG
deprem	zemetrasenie	deprem	zemetrasenie	N;NOM;SG;3	N;NOM;NEUT;SG
deprem	zemetrasenie	deprem	zemetrasenie	N;NOM;SG;3	N;NOM;NEUT;SG
deprem	zemetrasení	deprem	zemetrasenie	N;NOM;SG;3	N;NOM;NEUT;SG
kuvvetler	sily	kuvvet	sila	N;NOM;PL;3	N;NOM;FEM;PL
kurgusal	fiktívne	kurgusal	fiktívne	ADJ	ADJ;NOM;NEUT;SG
değerleri	hodnoty	değer	hodnota	N;NOM;PL;3	N;NOM;FEM;PL
mektup	dopis	mektup	dopis	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mektup	písmeno	mektup	písmeno	N;NOM;SG;3	N;NOM;NEUT;SG
mektup	list	mektup	list	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kamera	fotoaparát	kamera	fotoaparát	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kamera	kamera	kamera	kamera	N;NOM;SG;3	N;NOM;FEM;SG
ifadesi	výraz	ifade	výraz	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ifadesi	vyjadrenie	ifade	vyjadrenie	N;NOM;SG;3	N;NOM;NEUT;SG
ifadesi	svedectvo	ifade	svedectvo	N;NOM;SG;3	N;NOM;NEUT;SG
ifadesi	výpoveď	ifade	výpoveď	N;NOM;SG;3	N;NOM;FEM;SG
parlamentosu	parlament	parlamentosu	parlament	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tahmini	odhad	tahmin	odhad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tahmini	odhad	tahmin	odhad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tahmini	predpoveď	tahmin	predpoveď	N;NOM;SG;3	N;NOM;FEM;SG
tahmini	odhad	tahmin	odhad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
analiz	analytics	analiz	analytics	N;NOM;SG;3	N;NOM;MASC;SG
analiz	rozbor	analiz	rozbor	N;NOM;SG;3	N;INAN;NOM;MASC;SG
analiz	analýza	analiz	analýza	N;NOM;SG;3	N;NOM;FEM;SG
ekran	obrazovka	ekran	obrazovka	N;NOM;SG;3	N;NOM;FEM;SG
ekran	monitor	ekran	monitor	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ekran	zobrazenie	ekran	zobrazenie	N;NOM;SG;3	N;NOM;NEUT;SG
parçacık	widget	parçacık	widget	N;NOM;SG;3	N;INAN;NOM;MASC;SG
parçacık	prvok	parçacık	prvok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
parçacık	komponent	parçacık	komponent	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rakibi	konkurent	rakip	konkurent	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
rakibi	súper	rakip	súper	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rakibi	súper	rakip	súper	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rakibi	protivník	rakip	protivník	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sanatçılar	umelci	sanatçı	umelec	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sözlük	slovník	sözlük	slovník	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sözlük	slovník	sözlük	slovník	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sözlük	slovník	sözlük	slovník	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yolculuk	cestovanie	yolculuk	cestovanie	N;NOM;SG;3	N;NOM;NEUT;SG
yolculuk	cestovanie	yolculuk	cestovanie	N;NOM;SG;3	N;NOM;NEUT;SG
yolculuk	jazda	yolculuk	jazda	N;NOM;SG;3	N;NOM;FEM;SG
yolculuk	cesta	yolculuk	cesta	N;NOM;SG;3	N;NOM;FEM;SG
yolculuk	odvoz	yolculuk	odvoz	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yolculuk	jazda	yolculuk	jazda	N;NOM;SG;3	N;NOM;FEM;SG
yolculuk	výjazd	yolculuk	výjazd	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yolculuk	výlet	yolculuk	výlet	N;NOM;SG;3	N;INAN;NOM;MASC;SG
havaalanı	letisko	havaalanı	letisko	N;NOM;SG;3	N;NOM;NEUT;SG
havaalanı	letisko	havaalanı	letisko	N;NOM;SG;3	N;NOM;NEUT;SG
psikolojik	psychologický	psikolojik	psychologický	ADJ	ADJ;ANIM;NOM;MASC;SG
psikolojik	psychické	psikolojik	psychický	ADJ	ADJ;NOM;NEUT;SG
psikolojik	psychologické	psikolojik	psychologický	ADJ	ADJ;NOM;NEUT;SG
ilgisi	významnosť	ilgi	významnosť	N;NOM;SG;3	N;NOM;FEM;SG
ilgisi	dôležitosť	ilgi	dôležitosť	N;NOM;SG;3	N;NOM;FEM;SG
ilgisi	význam	ilgi	význam	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ilgisi	relevantnosť	ilgi	relevantnosť	N;NOM;SG;3	N;NOM;FEM;SG
sayısal	výpočtové	sayısal	výpočtový	ADJ	ADJ;NOM;NEUT;SG
sayısal	číselné	sayısal	číselný	ADJ	ADJ;NOM;NEUT;SG
sayısal	číselný	sayısal	číselný	ADJ	ADJ;INAN;NOM;MASC;SG
sayısal	číselné	sayısal	číselný	ADJ	ADJ;NOM;NEUT;SG
sayısal	digitálny	sayısal	digitálny	ADJ	ADJ;ANIM;NOM;MASC;SG
sayısal	digitálna	sayısal	digitálny	ADJ	ADJ;NOM;FEM;SG
sayısal	digitálne	sayısal	digitálne	ADJ	ADJ;NOM;NEUT;SG
teklifi	ponuku	teklif	ponuka	N;ACC;SG;3	N;ACC;FEM;SG
kapasitesi	kapacita	kapasite	kapacita	N;NOM;SG;3	N;NOM;FEM;SG
kalıntıları	pozostatky	kalıntı	pozostatok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kalıntıları	pozostatky	kalıntı	pozostatok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
şehirleri	mestá	şehir	mesto	N;NOM;PL;3	N;NOM;NEUT;PL
alfabesi	abeceda	alfabe	abeceda	N;NOM;SG;3	N;NOM;FEM;SG
sıralaması	poradie	sırala	poradie	N;NOM;SG;3	N;NOM;NEUT;SG
mühendisi	inžinier	mühendis	inžinker	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
orkestrası	orchester	orkestra	orchester	N;NOM;SG;3	N;INAN;NOM;MASC;SG
atlético	atlético	atlético	atlético	N;NOM;SG;3	N;NOM;NEUT;SG
arkadaşlar	priatelia	arkadaş	priateľ	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
arkadaşlar	kamaráti	arkadaş	kamarát	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
duyurdu	oznámil	duyur	oznámiť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
duyurdu	oznámila	duyur	oznámiť	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
rahat	uvoľnená	rahat	uvoľnený	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
rahat	uvoľnené	rahat	uvoľnený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
rahat	uvoľnený	rahat	uvoľnený	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
rahat	pohodlné	rahat	pohodlný	ADJ	ADJ;NOM;NEUT;SG
rahat	pohodlný	rahat	pohodlný	ADJ	ADJ;ANIM;NOM;MASC;SG
rahat	pohodlná	rahat	pohodlný	ADJ	ADJ;NOM;FEM;SG
rahat	pohodlné	rahat	pohodlný	ADJ	ADJ;NOM;NEUT;SG
değiştirildi	zmenilo	değiş	zmeniť	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;POS;PST;V.PTCP
değiştirildi	zmenil	değiş	zmeniť	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
değiştirildi	zmenila	değiş	zmeniť	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
anahtar	kľúč	anahtar	kľúč	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bayanlar	dámske	bayan	dámsky	N;NOM;PL;3	N;NOM;FEM;PL
bayanlar	dámy	bayan	dámy	N;NOM;PL;3	N;NOM;FEM;PL
açılmış	otvorila	aç	otvoriť	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
yollar	trasy	yol	tri	N;NOM;PL;3	N;NOM;FEM;PL
yollar	cesty	yol	cesta	N;NOM;PL;3	N;NOM;FEM;PL
yollar	spôsoby	yol	spôsob	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yollar	cesty	yol	cesta	N;NOM;PL;3	N;NOM;FEM;PL
havacılık	letectvo	havacılık	letectvo	N;NOM;SG;3	N;NOM;NEUT;SG
havacılık	aerospace	havacılık	aerospace	N;NOM;SG;3	N;INAN;NOM;MASC;SG
firma	firma	firma	firm	N;NOM;SG;3	N;NOM;FEM;SG
firma	firma	firma	firm	N;NOM;SG;3	N;NOM;FEM;SG
firma	spoločnosť	firma	spoločnosť	N;NOM;SG;3	N;NOM;FEM;SG
sayfalar	strany	sayfa	strana	N;NOM;PL;3	N;NOM;FEM;PL
sayfalar	stránky	sayfa	stránka	N;NOM;PL;3	N;NOM;FEM;PL
yorumlar	recenzie	yorum	recenzia	N;NOM;PL;3	N;NOM;FEM;PL
yorumlar	preskúmania	yorum	preskúmanie	N;NOM;PL;3	N;NOM;NEUT;PL
yorumlar	prehľady	yorum	prehľad	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yorumlar	hodnotenia	yorum	hodnotenie	N;NOM;PL;3	N;NOM;NEUT;PL
yorumlar	pripomienky	yorum	pripomienka	N;NOM;PL;3	N;NOM;FEM;PL
yorumlar	komentáre	yorum	komentár	N;NOM;PL;3	N;INAN;NOM;MASC;PL
komuta	veliteľstvo	komut	veliteľstvo	N;NOM;SG;3	N;NOM;NEUT;SG
komuta	príkaz	komut	príkaz	N;NOM;SG;3	N;INAN;NOM;MASC;SG
komuta	velenie	komut	velenie	N;NOM;SG;3	N;NOM;NEUT;SG
komuta	veliaci	komut	veliaci	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
kuşlar	vtáky	kuş	vták	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kuşlar	vtáci	kuş	vták	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sayfaya	stránke	sayfa	stránka	N;DAT;SG;3	N;DAT;FEM;SG
önlemek	zabrániť	önle	zabrániť	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
önlemek	predísť	önle	predísť	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
notlar	noty	not	noty	N;NOM;PL;3	N;INAN;NOM;MASC;PL
notlar	poznámky	not	poznámka	N;NOM;PL;3	N;NOM;FEM;PL
notlar	známky	not	známka	N;NOM;PL;3	N;NOM;FEM;PL
notlar	stupne	not	stupeň	N;NOM;PL;3	N;INAN;NOM;MASC;PL
heyeti	delegácia	heyet	delegácia	N;NOM;SG;3	N;NOM;FEM;SG
kişiliği	osobnosť	kişilik	osobnosť	N;NOM;SG;3	N;NOM;FEM;SG
ruslar	rusi	rus	rus	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
tapınağı	chrám	tapınak	chrám	N;NOM;SG;3	N;INAN;NOM;MASC;SG
töreni	obrad	tören	obrad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
töreni	slávnosť	tören	slávnosť	N;NOM;SG;3	N;NOM;FEM;SG
doğrusal	lineárne	doğrusal	lineárne	ADJ	ADJ;NOM;NEUT;SG
doğrusal	lineárna	doğrusal	lineárny	ADJ	ADJ;NOM;FEM;SG
doğrusal	lineárny	doğrusal	lineárny	ADJ	ADJ;ANIM;NOM;MASC;SG
doğrusal	lineárne	doğrusal	lineárne	ADJ	ADJ;NOM;NEUT;SG
türler	žánre	tür	žánry	N;NOM;PL;3	N;INAN;NOM;MASC;PL
türler	druhy	tür	druh	N;NOM;PL;3	N;INAN;NOM;MASC;PL
türler	typy	tür	typ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başarılar	úspechy	başarı	úspech	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başarılar	úspechy	başarı	úspech	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başarılar	úspechy	başarı	úspech	N;NOM;PL;3	N;INAN;NOM;MASC;PL
politikaları	politiky	politika	politika	N;NOM;PL;3	N;NOM;FEM;PL
uyumlu	kompatibilné	uyumlu	kompatibilný	ADJ	ADJ;NOM;NEUT;SG
uyumlu	zlučiteľné	uyumlu	zlučiteľný	ADJ	ADJ;NOM;NEUT;SG
uyumlu	kompatibilný	uyumlu	kompatibilný	ADJ	ADJ;ANIM;NOM;MASC;SG
lakers	lakers	lakers	lakers	N;NOM;SG;3	N;INAN;NOM;MASC;SG
corporation	corporation	corporation	corporation	N;NOM;SG;3	N;NOM;FEM;SG
araçlar	vozidlá	araç	vozidlo	N;NOM;PL;3	N;NOM;NEUT;PL
araçlar	pomôcky	araç	pomôcka	N;NOM;PL;3	N;NOM;FEM;PL
araçlar	náradia	araç	náradie	N;NOM;PL;3	N;NOM;NEUT;PL
araçlar	nástroje	araç	nástroj	N;NOM;PL;3	N;INAN;NOM;MASC;PL
otel	motel	otel	motel	N;NOM;SG;3	N;INAN;NOM;MASC;SG
otel	hotel	otel	hotel	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tanımı	definícia	tanım	definícia	N;NOM;SG;3	N;NOM;FEM;SG
tanımı	definovanie	tanım	definovanie	N;NOM;SG;3	N;NOM;NEUT;SG
tanımı	vymedzenie	tanım	vymedzenie	N;NOM;SG;3	N;NOM;NEUT;SG
askerlik	armáda	askerlik	armáda	N;NOM;SG;3	N;NOM;FEM;SG
askerlik	vojsko	askerlik	vojsko	N;NOM;SG;3	N;NOM;NEUT;SG
sahipleri	majiteľov	sahip	majiteľ	N;ACC;PL;3	N;ANIM;ACC;MASC;PL
sahipleri	vlastníkov	sahip	vlastník	N;ACC;PL;3	N;ANIM;ACC;MASC;PL
dağlar	hory	dağ	hory	N;NOM;PL;3	N;NOM;FEM;PL
dağlar	pohoria	dağ	pohoriť	N;NOM;PL;3	N;NOM;NEUT;PL
dağlar	vrchy	dağ	vrch	N;NOM;PL;3	N;INAN;NOM;MASC;PL
dağlar	kopce	dağ	kopca	N;NOM;PL;3	N;INAN;NOM;MASC;PL
örümcek	pavúk	örü	pavúk	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
örümcek	spider	örü	spider	N;NOM;SG;3	N;INAN;NOM;MASC;SG
davranış	chovanie	davranış	chovanie	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	správanie	davranış	správanie	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	postoj	davranış	postoj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
davranış	chovanie	davranış	chovanie	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	správanie	davranış	správanie	N;NOM;SG;3	N;NOM;NEUT;SG
akımı	potok	akım	potok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
akımı	prúd	akım	prúd	N;NOM;SG;3	N;INAN;NOM;MASC;SG
akımı	stream	akım	stream	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kütüphane	knižnica	kütüphane	knižnica	N;NOM;SG;3	N;NOM;FEM;SG
hastalıkları	choroby	hastalık	choroba	N;NOM;PL;3	N;NOM;FEM;PL
hastalıkları	ochorenia	hastalık	ochorenie	N;NOM;PL;3	N;NOM;NEUT;PL
karakterleri	postavy	karakter	postava	N;NOM;PL;3	N;NOM;FEM;PL
karakterleri	znaky	karakter	znak	N;NOM;PL;3	N;INAN;NOM;MASC;PL
juventus	juventus	juventus	juventus	N;NOM;SG;3	N;INAN;NOM;MASC;SG
romalılar	rimania	romalı	rimanie	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
organizasyon	organizácia	organizasyon	organizácia	N;NOM;SG;3	N;NOM;FEM;SG
organizasyon	organizácia	organizasyon	organizácia	N;NOM;SG;3	N;NOM;FEM;SG
yükseklik	výška	yükseklik	výška	N;NOM;SG;3	N;NOM;FEM;SG
yükseklik	výška	yükseklik	výška	N;NOM;SG;3	N;NOM;FEM;SG
geçirmek	minú	geçir	minúť	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;IND;PL;3;POS;PRS;FIN
geçirmek	stráviť	geçir	stráviť	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
geçirmek	minúť	geçir	minúť	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
etkinlik	činnosť	etkinlik	činnosť	N;NOM;SG;3	N;NOM;FEM;SG
etkinlik	aktivita	etkinlik	aktivita	N;NOM;SG;3	N;NOM;FEM;SG
