par	אודות	par	אודות		
institūtā	מכון	Institūta	מכון	N;ESS;MASC;SG	N;MASC;SG
institūtā	מוסד	Institūta	מוסד	N;ESS;MASC;SG	N;MASC;SG
komandieri	מפקד	komandiere	מפקד	N;ACC;FEM;SG	N;MASC;SG
brāļi	אחים	brālis	אח	N;NOM;MASC;PL	N;PL
brāļi	אחים	brālis	אח	N;NOM;MASC;PL	N;PL
vienlaicīgi	במקביל	vienlaicīgi	במקביל	ADV	ADV
tehnoloģiju	טכנולוגיה	tehnoloģija	טכנולוגיה	N;ACC;FEM;SG	N;FEM;SG
tehnoloģiju	הטכנולוגיה	tehnoloģija	הטכנולוגיה	N;ACC;FEM;SG	N
beidzot	לבסוף	beidzot	לבסוף	ADV	ADV
lietots	משומש	lietot	משומש	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
malas	קצוות	mala	קצה	N;NOM;FEM;PL	N;MASC;PL
virsnieks	קצינה	virsnieks	קצין	N;NOM;MASC;SG	N;FEM;SG
virsnieks	שוטר	virsnieks	שוטר	N;NOM;MASC;SG	N;MASC;SG
virsnieks	קצין	virsnieks	קצין	N;NOM;MASC;SG	N;MASC;SG
virsnieks	שוטרת	virsnieks	שוטרה	N;NOM;MASC;SG	N;FEM;SG
saistīts	קשור	saistīt	קשר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
saistīts	קשורה	saistīt	קשר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;V.PTCP;ACT
struktūra	מבנה	struktūra	מבנה	N;NOM;FEM;SG	N;MASC;SG
centrālā	מרכזי	centrāla	מרכזי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
zinātnieki	מדענים	zinātnieks	מדען	N;NOM;MASC;PL	N;MASC;PL
celta	נבנתה	celt	נבנה	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
celta	נבנה	celt	נבנה	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
celta	בנוי	celt	בנה	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
iestādes	רשויות	iestāde	רשות	N;NOM;FEM;PL	N;FEM;PL
iestādes	הרשויות	iestāde	הרשות	N;NOM;FEM;PL	N;FEM;PL
iestādes	מוסדות	iestāde	מוסד	N;NOM;FEM;PL	N;MASC;PL
mazuļi	הגורים	mazulis	הגור	N;NOM;MASC;PL	N;MASC;PL
mazuļi	גורים	mazulis	גורה	N;NOM;MASC;PL	N;MASC;PL
ķermenis	גוף	ķermenis	גוף	N;NOM;MASC;SG	N;MASC;SG
ķermenis	גופה	ķermenis	גופה	N;NOM;MASC;SG	N;FEM;SG
kods	צופן	kods	צפן	N;NOM;MASC;SG	N;MASC;SG
enerģija	אנרגיה	enerģija	אנרגיה	N;NOM;FEM;SG	N;FEM;SG
pēdējās	אחרונים	pēdējā	אחרון	ADJ;NOM;FEM;PL	ADJ;MASC;PL
metodes	שיטות	metode	שיטה	N;NOM;FEM;PL	N;FEM;PL
līmenis	רמה	līmenis	רמה	N;NOM;MASC;SG	N;FEM;SG
dzimšanas	הלידה	dzimšana	הלידה	N;NOM;FEM;SG	N;FEM;SG
dzimšanas	לידה	dzimšana	לידה	N;NOM;FEM;SG	N;FEM;SG
modelis	מודל	modelis	מודל	N;NOM;MASC;SG	N;MASC;SG
modelis	דגם	modelis	דגם	N;NOM;MASC;SG	N;MASC;SG
uzstādīts	מותקן	uzstādīt	הותקן	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
simbols	סמל	simbols	סמל	N;NOM;MASC;SG	N;MASC;SG
kompānijas	חברות	kompānija	חברה	N;NOM;FEM;PL	N;FEM;PL
ekspedīcija	משלחת	ekspedīcija	משלחת	N;NOM;FEM;SG	N;FEM;SG
apbalvots	מעוטר	apbalvot	עוטר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
apbalvots	מעוצב	apbalvot	מעוצב	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
kustība	תנועה	kustība	תנועה	N;NOM;FEM;SG	N;FEM;SG
kustība	תנועה	kustība	תנועה	N;NOM;FEM;SG	N;FEM;SG
kapos	קברים	kaps	קבר	N;ESS;MASC;PL	N;MASC;PL
brīvi	בחופשיות	brīvi	בחופשיות	ADV	ADV
gāzes	גזים	gāze	גז	N;NOM;FEM;PL	N;MASC;PL
saruna	שיחה	saruna	שיחה	N;NOM;FEM;SG	N;FEM;SG
saruna	השיחה	saruna	השיח	N;NOM;FEM;SG	N;FEM;SG
noteikumi	כללים	noteikums	כלל	N;NOM;MASC;PL	N;MASC;PL
noteikumi	חוקים	noteikums	חוק	N;NOM;MASC;PL	N;MASC;PL
pašvaldības	עיריות	pašvaldība	עירייה	N;NOM;FEM;PL	N;FEM;PL
baznīcā	כנסייה	baznīca	כנסייה	N;ESS;FEM;SG	N;FEM;SG
dievs	אלוהים	dievs	אלוהים	N;NOM;MASC;SG	N;MASC;SG
satiksmes	תנועה	satiksme	תנועה	N;NOM;FEM;SG	N;FEM;SG
literatūrā	ספרות	literatūra	ספרות	N;ESS;FEM;SG	N;FEM;SG
dzīvniekiem	חיות	dzīvnieks	חיה	N;DAT;MASC;PL	N;FEM;PL
attīstība	פיתוח	attīstība	פיתוח	N;NOM;FEM;SG	N;MASC;SG
attīstība	התפתחות	attīstība	התפתחות	N;NOM;FEM;SG	N;FEM;SG
attīstība	האבולוציה	attīstība	האבולוציה	N;NOM;FEM;SG	N
vispirms	קודם	vispirms	קודם	ADV	ADV
vispirms	ראשית	vispirms	ראשית	ADV	ADV
vispirms	תחילה	vispirms	תחילה	ADV	ADV
iepriekšējā	קודמת	iepriekšējs	קודם	ADJ;NOM;FEM;SG	ADJ;FEM;SG
parka	תחנה	parks	תחנה	N;GEN;MASC;SG	N;FEM;SG
līderis	מנהיג	līderis	מנהיג	N;NOM;MASC;SG	N;MASC;SG
līderis	מנהיגה	līderis	מנהיג	N;NOM;MASC;SG	N;FEM;SG
klases	שיעורים	klase	שיעור	N;NOM;FEM;PL	N;MASC;PL
klases	קורסים	klase	קורס	N;NOM;FEM;PL	N;MASC;PL
klases	כיתות	klase	כיתות	N;NOM;FEM;PL	N;FEM;PL
veidnes	תבניות	veidne	תבנית	N;NOM;FEM;PL	N;FEM;PL
matemātiķis	מתמטיקאי	matemātiķis	מתמטיקני	N;NOM;MASC;SG	N;MASC;SG
spārnu	אגף	spārns	אגף	N;ACC;MASC;SG	N;MASC;SG
pašvaldība	עירייה	pašvaldība	עירייה	N;NOM;FEM;SG	N;FEM;SG
pašvaldība	עיריית	pašvaldība	עירייה	N;NOM;FEM;SG	N;PSSD;FEM;SG
profesionāls	מקצועי	profesionāls	מקצועי	ADJ;NOM;MASC;SG	ADJ;MASC;SG
platums	רוחב	platums	רוחב	N;NOM;MASC;SG	N;MASC;SG
platums	רוחב	platums	רוחב	N;NOM;MASC;SG	N;MASC;SG
vairums	רובם	vairums	None	N;NOM;MASC;SG	N;MASC;SG
vairums	רוב	vairums	רוב	N;NOM;MASC;SG	N;MASC;SG
prēmijas	בונוסים	prēmija	בונוסים	N;NOM;FEM;PL	N;MASC;PL
prēmijas	פרמיות	prēmija	פרמיה	N;NOM;FEM;PL	N;FEM;PL
statistika	סטטיסטיקה	statistika	סטטיסטיקה	N;NOM;FEM;SG	N;FEM;SG
statistika	סטטיסטיקה	statistika	סטטיסטיקה	N;NOM;FEM;SG	N;FEM;SG
statistika	הסטטיסטיקה	statistika	הסטטיסטיקה	N;NOM;FEM;SG	N;FEM;SG
statistika	סטטיסטיקה	statistika	סטטיסטיקה	N;NOM;FEM;SG	N;FEM;SG
programmu	תכנית	programma	תוכנית	N;ACC;FEM;SG	N;FEM;SG
programmu	תוכנה	programma	תוכנה	N;ACC;FEM;SG	N;FEM;SG
programmu	תוכנית	programma	תוכנית	N;ACC;FEM;SG	N;FEM;SG
programmu	תוכנית	programma	תוכנית	N;ACC;FEM;SG	N;FEM;SG
saukts	נקרא	saukt	נקרא	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
skaņu	צליל	skaņa	צליל	N;ACC;FEM;SG	N;MASC;SG
amats	פונקציה	amats	פונקציה	N;NOM;MASC;SG	N;FEM;SG
amats	עמדה	amats	עמדה	N;NOM;MASC;SG	N;FEM;SG
amats	משרה	amats	משרה	N;NOM;MASC;SG	N;FEM;SG
amats	העמדה	amats	העמדה	N;NOM;MASC;SG	N;FEM;SG
amats	פרסום	amats	פרסום	N;NOM;MASC;SG	N;MASC;SG
paralēli	במקביל	paralēli	במקביל	ADV	ADV
izskats	מראה	izskats	מראה	N;NOM;MASC;SG	N;MASC;SG
izskats	הופעה	izskats	הופעה	N;NOM;MASC;SG	N;FEM;SG
vienlaikus	במקביל	vienlaikus	במקביל	ADV	ADV
žurnālists	עיתונאית	žurnālists	עיתונאית	N;NOM;MASC;SG	N;FEM;SG
žurnālists	עיתונאי	žurnālists	עיתונאי	N;NOM;MASC;SG	N;MASC;SG
masas	גושים	masa	גוש	N;NOM;FEM;PL	N;MASC;PL
masas	המונים	masa	המון	N;NOM;FEM;PL	N;MASC;PL
standarta	תקן	standarts	תקן	N;GEN;MASC;SG	N;MASC;SG
piemērs	דוגמה	piemērs	דוגמה	N;NOM;MASC;SG	N;FEM;SG
teksts	טקסט	teksts	טקסט	N;NOM;MASC;SG	N;MASC;SG
ģitāra	גיטרה	ģitāra	גיטרה	N;NOM;FEM;SG	N;FEM;SG
dienām	ימים	diena	יום	N;DAT;FEM;PL	N;MASC;PL
dienām	הימים	diena	הימה	N;DAT;FEM;PL	N;MASC;PL
mājaslapā	אתר	mājaslaps	אתר	N;ESS;MASC;SG	N;MASC;SG
priekšā	החזית	priekšā	החזית	ADV	ADV
priekšā	לחזית	priekšā	לחזית	ADV	ADV
augstākais	עליון	augsts	עליון	ADJ;NOM;CMPR;MASC;SG	ADJ;MASC;SG
papildu	תוספת	papildu	תוספת	N	N;FEM;SG
papildu	תוספת	papildu	תוספת	N	N;FEM;SG
tilta	גשר	tilts	גשר	N;GEN;MASC;SG	N;MASC;SG
apstiprināja	אישר	apstiprināt	אישר	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
rezerves	מילואים	rezerve	מילואים	N;NOM;FEM;PL	N;MASC;PL
rezerves	במילואים	rezerve	במילואים	N;NOM;FEM;PL	N
rezerves	מילואים	rezerve	מילואים	N;NOM;FEM;PL	N;MASC;PL
dolāru	דולר	dolārs	דולר	N;ACC;MASC;SG	N;MASC;SG
kvalifikācijas	כישורים	kvalifikācija	כישורים	N;NOM;FEM;PL	N;MASC;PL
versijas	גרסאות	versija	גרסה	N;NOM;FEM;PL	N;FEM;PL
procesā	תהליך	process	תהליך	N;ESS;MASC;SG	N;MASC;SG
apraksts	תיאור	apraksts	תיאור	N;NOM;MASC;SG	N;MASC;SG
biedrība	העמותה	biedrība	העמותה	N;NOM;FEM;SG	N;FEM;SG
biedrība	איגוד	biedrība	איגוד	N;NOM;FEM;SG	N;MASC;SG
biedrība	עמותה	biedrība	עמותה	N;NOM;FEM;SG	N;FEM;SG
uzdevums	משימה	uzdevums	משימה	N;NOM;MASC;SG	N;FEM;SG
uzdevums	מטלה	uzdevums	הטלה	N;NOM;MASC;SG	N;FEM;SG
skaitlis	מספר	skaitlis	מספר	N;NOM;MASC;SG	N;MASC;SG
paraksts	חתימה	paraksts	חתימה	N;NOM;MASC;SG	N;FEM;SG
kustību	תנועה	kustība	תנועה	N;ACC;FEM;SG	N;FEM;SG
sērija	סדרה	sērija	סדרה	N;NOM;FEM;SG	N;FEM;SG
sērija	סידרה	sērija	סדרה	N;NOM;FEM;SG	N;FEM;SG
sērija	סדרת	sērija	סדרה	N;NOM;FEM;SG	N;FEM;SG
atsevišķu	נפרד	atsevišķs	נפרד	ADJ;ACC;MASC;SG	ADJ;MASC;SG
platības	אזורים	platība	אזור	N;NOM;FEM;PL	N;MASC;PL
platības	תחומים	platība	תחום	N;NOM;FEM;PL	N;MASC;PL
ietekme	פגיעה	ietekme	פגיעה	N;NOM;FEM;SG	N;FEM;SG
ietekme	השפעה	ietekme	השפעה	N;NOM;FEM;SG	N;FEM;SG
ietekme	השפעה	ietekme	השפעה	N;NOM;FEM;SG	N;FEM;SG
ietekme	האפקט	ietekme	האפקט	N;NOM;FEM;SG	N;MASC;SG
ietekme	השפעה	ietekme	השפעה	N;NOM;FEM;SG	N;FEM;SG
ietekme	אפקט	ietekme	אפקט	N;NOM;FEM;SG	N;MASC;SG
vēsturi	היסטוריה	vēsture	היסטוריה	N;ACC;FEM;SG	N;FEM;SG
vēsturi	ההיסטוריה	vēsture	ההיסטוריה	N;ACC;FEM;SG	N;FEM;SG
veidots	נבנתה	veidot	נבנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
veidots	נבנה	veidot	נבנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
veidots	בנוי	veidot	בנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
notikumi	ארועים	notikums	אירוע	N;NOM;MASC;PL	N;MASC;PL
notikumi	אירועים	notikums	אירוע	N;NOM;MASC;PL	N;MASC;PL
uzņēmumi	עסקים	uzņēmums	עסק	N;NOM;MASC;PL	N;MASC;PL
uzņēmumi	חברות	uzņēmums	חברה	N;NOM;MASC;PL	N;FEM;PL
acis	עיניים	acs	עין	N;NOM;FEM;PL	N;FEM;PL
acis	העיניים	acs	העיניים	N;NOM;FEM;PL	N
ieguvēji	הזוכים	ieguvēt	הזוך	N;NOM;MASC;PL	N;MASC;PL
ieguvēji	מנצחים	ieguvēt	מנצח	N;NOM;MASC;PL	N;MASC;PL
izraisīja	התגרה	izraisīt	התגרה	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST
literatūra	ספרות	literatūra	ספרות	N;NOM;FEM;SG	N;FEM;SG
literatūra	ביבליוגרפיה	literatūra	ביבליוגרפיה	N;NOM;FEM;SG	N;FEM;SG
flotes	ציי	flote	ציי	N;NOM;FEM;PL	N;MASC;PL
piedalījusies	השתתפה	piedalīties	השתתף	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;FEM;SG;3;PST
piedalījusies	השתתפתי	piedalīties	השתתף	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;SG;1;PST
piedalījusies	השתתף	piedalīties	השתתף	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;MASC;SG;3;PST
pietiekami	מספיק	pietiekami	מספיק	ADV	ADV
kopienas	קהילות	kopiena	קהילה	N;NOM;FEM;PL	N;FEM;PL
augi	צמחים	augs	צמח	N;NOM;MASC;PL	N;MASC;PL
augi	עשבים	augs	עשבי	N;NOM;MASC;PL	N;MASC;PL
apvienības	אגודות	apvienība	אגודה	N;NOM;FEM;PL	N;FEM;PL
apvienības	בריתות	apvienība	בריתות	N;NOM;FEM;PL	N;FEM;PL
raksturīgs	אופיינית	raksturīgs	אופייני	ADJ;NOM;MASC;SG	ADJ;FEM;SG
raksturīgs	אופייני	raksturīgs	אופייני	ADJ;NOM;MASC;SG	ADJ;MASC;SG
pakāpes	הציונים	pakāpe	הציון	N;NOM;FEM;PL	N;MASC;PL
pakāpes	ציונים	pakāpe	ציון	N;NOM;FEM;PL	N;MASC;PL
minēts	ציטט	minēt	ציטט	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
minēts	הוזכר	minēt	הוזכר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
minēts	מוזכר	minēt	הוזכר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
minēts	הזכיר	minēt	הזכיר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
rūpnīca	מפעל	rūpnīca	מפעל	N;NOM;FEM;SG	N;MASC;SG
rūpnīca	חרושת	rūpnīca	חרושת	N;NOM;FEM;SG	N;FEM;SG
mazais	קטן	mazs	קטן	ADJ;NOM;MASC;SG	ADJ;MASC;SG
mazais	קטנה	mazs	קטן	ADJ;NOM;MASC;SG	ADJ;FEM;SG
mācības	אימונים	mācība	אימון	N;NOM;FEM;PL	N;MASC;PL
skolotājs	מורה	skolotājs	מורה	N;NOM;MASC;SG	N;MASC;SG
pietekas	יובלים	pieteka	יובל	N;NOM;FEM;PL	N;MASC;PL
augsta	גבוה	augsts	גבוה	ADJ;NOM;FEM;SG	ADJ;MASC;SG
augsta	גבוהה	augsts	גבוה	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ražošana	ייצור	ražošana	ייצור	N;NOM;FEM;SG	N;MASC;SG
ražošana	ההפקה	ražošana	ההפקה	N;NOM;FEM;SG	N;FEM;SG
ražošana	ייצור	ražošana	ייצור	N;NOM;FEM;SG	N;MASC;SG
ražošana	הפקה	ražošana	הפקה	N;NOM;FEM;SG	N;FEM;SG
ražošana	ייצור	ražošana	ייצור	N;NOM;FEM;SG	N;MASC;SG
melnā	שחורה	melns	שחורה	ADJ;NOM;FEM;SG	ADJ;FEM;SG
melnā	שחור	melns	שחור	ADJ;NOM;FEM;SG	ADJ;MASC;SG
idejas	רעיונות	ideja	רעיון	N;NOM;FEM;PL	N;MASC;PL
priekšsēdētāja	נשיא	priekšsēdētājs	נשיא	N;NOM;MASC;SG	N;MASC;SG
tūkstošiem	אלפים	tūkstoši	אלפים	NUM;DAT;MASC;PL	NUM;MASC;PL
profesija	מקצוע	profesija	מקצוע	N;NOM;FEM;SG	N;MASC;SG
profesija	עיסוק	profesija	עיסוק	N;NOM;FEM;SG	N;MASC;SG
profesija	מקצוע	profesija	מקצוע	N;NOM;FEM;SG	N;MASC;SG
profesija	כיבוש	profesija	כיבוש	N;NOM;FEM;SG	N;MASC;SG
spēkā	תקפה	spēks	תקפה	N;ESS;MASC;SG	N;FEM;SG
spēkā	כוח	spēks	כוח	N;ESS;MASC;SG	N;MASC;SG
priekšnieks	המפקדת	priekšnieks	המפקד	N;NOM;MASC;SG	N;FEM;SG
priekšnieks	סוהר	priekšnieks	סוהר	N;NOM;MASC;SG	N;MASC;SG
pozīcijas	עמדות	pozīcija	עמדה	N;NOM;FEM;PL	N;FEM;PL
pozīcijas	תנוחות	pozīcija	תנוחה	N;NOM;FEM;PL	N;FEM;PL
grupām	קבוצות	grupa	קבוצה	N;DAT;FEM;PL	N;FEM;PL
savienojumi	חיבורים	savienojums	חיבור	N;NOM;MASC;PL	N;MASC;PL
savienojumi	קשרים	savienojums	קשר	N;NOM;MASC;PL	N;MASC;PL
savienojumi	תרכובות	savienojums	תרכובה	N;NOM;MASC;PL	N;FEM;PL
instrumenti	מכשירים	instruments	הכשיר	N;NOM;MASC;PL	N;MASC;PL
instrumenti	כלים	instruments	כלי	N;NOM;MASC;PL	N;MASC;PL
instrumenti	כלים	instruments	כלי	N;NOM;MASC;PL	N;MASC;PL
augsts	גבוה	augsts	גבוה	ADJ;NOM;MASC;SG	ADJ;MASC;SG
augsts	גבוהה	augsts	גבוה	ADJ;NOM;MASC;SG	ADJ;FEM;SG
darbos	מעשים	darbs	מעשה	N;ESS;MASC;PL	N;MASC;PL
militāro	צבאי	militāra	צבאי	ADJ;ACC;MASC;SG	ADJ;MASC;SG
spēka	כוח	spēks	כוח	N;GEN;MASC;SG	N;MASC;SG
spēka	חוזק	spēks	חזק	N;GEN;MASC;SG	N;MASC;SG
spēka	עוצמה	spēks	עוצמה	N;GEN;MASC;SG	N;FEM;SG
spēka	כוח	spēks	כוח	N;GEN;MASC;SG	N;MASC;SG
zvaigznes	כוכבים	zvaigzne	כוכב	N;NOM;FEM;PL	N;MASC;PL
vēsturnieks	היסטוריון	vēsturnieks	היסטוריון	N;NOM;MASC;SG	N;MASC;SG
iebruka	פלשו	iebrukt	פלש	V;FH;IND;3;POS;PST;FIN;ACT	V;PL;3;PST;ACT
termins	המונח	termins	המונח	N;NOM;MASC;SG	N;MASC;SG
objekts	אובייקט	objekts	אובייקט	N;NOM;MASC;SG	N;MASC;SG
objekts	חפץ	objekts	חפץ	N;NOM;MASC;SG	N;MASC;SG
objekts	נושא	objekts	נושא	N;NOM;MASC;SG	N;MASC;SG
lika	הזמין	likt	הזמין	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
uzņēmējs	מרכזיה	uzņēmējs	מרכזייה	N;NOM;MASC;SG	N;FEM;SG
uzņēmējs	מרכזייה	uzņēmējs	מרכזייה	N;NOM;MASC;SG	N;FEM;SG
uzņēmējs	סוחר	uzņēmējs	סוחר	N;NOM;MASC;SG	N;MASC;SG
atbrīvošanas	שחרור	atbrīvošana	שחרור	N;NOM;FEM;SG	N;MASC;SG
spēks	כוח	spēks	כוח	N;NOM;MASC;SG	N;MASC;SG
spēks	חוזק	spēks	חזק	N;NOM;MASC;SG	N;MASC;SG
spēks	עוצמה	spēks	עוצמה	N;NOM;MASC;SG	N;FEM;SG
spēks	כוח	spēks	כוח	N;NOM;MASC;SG	N;MASC;SG
normas	נורמות	norma	נורמה	N;NOM;FEM;PL	N;FEM;PL
saraksti	רשימות	saraksts	רשימה	N;NOM;MASC;PL	N;FEM;PL
lidojums	טיסה	lidojums	טיסה	N;NOM;MASC;SG	N;FEM;SG
laikraksta	עיתון	laikraksts	עיתון	N;GEN;MASC;SG	N;MASC;SG
uzvara	נצחון	uzvara	ניצחון	N;NOM;FEM;SG	N;MASC;SG
uzvara	ניצחון	uzvara	ניצחון	N;NOM;FEM;SG	N;MASC;SG
uzvara	מנצח	uzvara	מנצח	N;NOM;FEM;SG	N;MASC;SG
uzvara	זכייה	uzvara	זכייה	N;NOM;FEM;SG	N;FEM;SG
persona	אדם	persona	אדם	N;NOM;FEM;SG	N;MASC;SG
ieroču	נשק	ierocis	נשק	N;ACC;MASC;SG	N;MASC;SG
atjaunošanas	שיקום	atjaunošana	שיקום	N;NOM;FEM;SG	N;MASC;SG
atjaunošanas	שחזור	atjaunošana	שחזור	N;NOM;FEM;SG	N;MASC;SG
atjaunošanas	שיפוץ	atjaunošana	שיפוץ	N;NOM;FEM;SG	N;MASC;SG
soda	עונש	sods	עונש	N;GEN;MASC;SG	N;MASC;SG
virzieni	הנחיות	virziens	הנחיה	N;NOM;MASC;PL	N;FEM;PL
virzieni	כיוונים	virziens	כיוון	N;NOM;MASC;PL	N;MASC;PL
lietas	דברים	lieta	דבר	N;NOM;FEM;PL	N;MASC;PL
lietas	מקרים	lieta	מקרה	N;NOM;FEM;PL	N;MASC;PL
lietas	תיקים	lieta	תיק	N;NOM;FEM;PL	N;MASC;PL
ieviesa	הציג	ieviest	הציג	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
ieviesa	הציגה	ieviest	הציג	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;SG;3;PST;ACT
teorija	תאוריה	teorija	תאוריה	N;NOM;FEM;SG	N;FEM;SG
ostas	נמלים	osta	נמל	N;NOM;FEM;PL	N;MASC;PL
banka	בנק	banka	בנק	N;NOM;FEM;SG	N;MASC;SG
iekļauti	כלולים	iekļaut	כלול	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;PL;V.PTCP;ACT
valdnieks	סרגל	valdnieks	סרגל	N;NOM;MASC;SG	N;MASC;SG
attiecīgi	בהתאם	attiecīgi	בהתאם	ADV	ADV
misijas	משימות	misija	משימה	N;NOM;FEM;PL	N;FEM;PL
vadība	ניהול	vadība	ניהול	N;NOM;FEM;SG	N;MASC;SG
vadība	הנהלה	vadība	הנהלה	N;NOM;FEM;SG	N;FEM;SG
vadība	פיקוד	vadība	פיקוד	N;NOM;FEM;SG	N;MASC;SG
vadība	פקודה	vadība	פקודה	N;NOM;FEM;SG	N;FEM;SG
vadība	מפקדה	vadība	מפקדה	N;NOM;FEM;SG	N;FEM;SG
vadība	מנהיגות	vadība	מנהיגות	N;NOM;FEM;SG	N;FEM;SG
artilērijas	ארטילריה	artilērija	ארטילריה	N;NOM;FEM;PL	N
ministra	שר	ministrs	שר	N;GEN;MASC;SG	N;MASC;SG
tūrisma	תיירת	tūrisms	תייר	N;GEN;MASC;SG	N;FEM;SG
tūrisma	תיירות	tūrisms	תיירות	N;GEN;MASC;SG	N;FEM;SG
nepieciešama	נחוץ	nepieciešama	נחוץ	ADJ;NOM;FEM;SG	ADJ;MASC;SG
nepieciešama	הכרחית	nepieciešama	הכרחית	ADJ;NOM;FEM;SG	ADJ;FEM;SG
nepieciešama	הכרחי	nepieciešama	הכרחי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
nepieciešama	נחוצה	nepieciešama	נחוץ	ADJ;NOM;FEM;SG	ADJ;SG
augšējā	עליון	augšēja	עליון	ADJ;NOM;FEM;SG	ADJ;MASC;SG
augšējā	עליון	augšēja	עליון	ADJ;NOM;FEM;SG	ADJ;MASC;SG
parkā	תחנה	parks	תחנה	N;ESS;MASC;SG	N;FEM;SG
kanāls	התעלה	kanāls	התעלה	N;NOM;MASC;SG	N;FEM;SG
progress	קדמה	progress	קדמה	N;NOM;MASC;SG	N;FEM;SG
progress	התקדמות	progress	התקדמות	N;NOM;MASC;SG	N;FEM;SG
tev	אתה	tu	הוא	PRO;DAT;SG;2	PRO;MASC;SG;2
bibliotēkas	ספריות	bibliotēka	ספריות	N;NOM;FEM;PL	N;FEM;PL
doktora	הדוקטורט	doktors	הדוקטורט	N;GEN;MASC;SG	N;MASC;SG
paziņots	הוכרזה	paziņot	הוכרז	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;PASS
paziņots	הודיעה	paziņot	הודיע	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;ACT
paziņots	הוכרז	paziņot	הוכרז	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
paziņots	הודיע	paziņot	הודיע	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
dāņu	דנים	dāna	דן	N;GEN;MASC;PL	N;MASC;PL
māksla	אומנות	māksla	אומנות	N;NOM;FEM;SG	N;FEM;SG
māksla	אמנות	māksla	אמנות	N;NOM;FEM;SG	N;FEM;SG
pārējie	אחרים	pārējs	אחר	ADJ;NOM;MASC;PL	ADJ;MASC;PL
pārējie	אחרות	pārējs	אחר	ADJ;NOM;MASC;PL	ADJ;FEM;PL
pārējie	אחרים	pārējs	אחר	ADJ;NOM;MASC;PL	ADJ;MASC;PL
teorijas	תאוריות	teorija	תאורית	N;NOM;FEM;PL	N;FEM;PL
teorijas	תיאוריות	teorija	תיאורי	N;NOM;FEM;PL	N;FEM;PL
dzejas	פסוקים	dzeja	פסוק	N;NOM;FEM;PL	N;MASC;PL
uzbruka	תקף	uzbrukt	תקף	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
noteikt	לתקן	noteikt	תיקן	V;POS;NFIN	V;NFIN;ACT
noteikt	לקבוע	noteikt	קבע	V;POS;NFIN	V;NFIN;ACT
galvu	ראש	galva	ראש	N;ACC;FEM;SG	N;MASC;SG
veikti	נלקחו	veikt	נלקח	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PL;3;PST;MID
