voor	priekš	voor	priekš	ADP	ADP
haven	osta	haven	osta	N;MASC+FEM;SG	N;NOM;FEM;SG
jaarlijks	ikgadēja	jaarlijks	ikgadēt	ADJ	ADJ;NOM;FEM;SG
jaarlijks	ikgadējais	jaarlijks	ikgadēt	ADJ	ADJ;NOM;MASC;SG
rock	akmens	rock	akmens	N;MASC+FEM;SG	N;NOM;MASC;SG
verdeeld	dalīts	verdelen	dalīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verdeeld	dala	verdelen	dala	V;V.PTCP	V;FH;IND;3;POS;PRS;FIN;ACT
verdeeld	izplata	verdelen	izplatīt	V;V.PTCP	V;FH;IND;3;POS;PRS;FIN;ACT
verdeeld	izplatīts	verdelen	izplatīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vroege	agrīna	vroeg	agrīns	ADJ	ADJ;NOM;FEM;SG
theater	teātrī	theater	teātris	N;NEUT;SG	N;ESS;MASC;SG
theater	teātris	theater	teātris	N;NEUT;SG	N;NOM;MASC;SG
theater	teātra	theater	teātris	N;NEUT;SG	N;GEN;MASC;SG
klassieke	klasiskais	klassiek	klasisks	ADJ	ADJ;NOM;MASC;SG
klassieke	klasisko	klassiek	klasiska	ADJ	ADJ;ACC;MASC;SG
klassieke	klasiskā	klassiek	klasiska	ADJ	ADJ;NOM;FEM;SG
klassieke	klasisks	klassiek	klasisks	ADJ	ADJ;NOM;MASC;SG
klassieke	klasiska	klassiek	klasiska	ADJ	ADJ;NOM;FEM;SG
klassieke	klasisks	klassiek	klasisks	ADJ	ADJ;NOM;MASC;SG
tijdschrift	žurnāls	tijdschrift	žurnāls	N;NEUT;SG	N;NOM;MASC;SG
tijdschrift	dienasgrāmata	tijdschrift	dienasgrāmata	N;NEUT;SG	N;NOM;FEM;SG
mond	muti	mond	mute	N;MASC+FEM;SG	N;ACC;FEM;SG
mond	mutē	mond	mute	N;MASC+FEM;SG	N;ESS;FEM;SG
mond	mute	mond	mute	N;MASC+FEM;SG	N;NOM;FEM;SG
planten	augi	plant	augs	N;PL	N;NOM;MASC;PL
planten	rūpnīcas	plant	rūpnīca	N;PL	N;NOM;FEM;PL
planten	stādi	plant	stāds	N;PL	N;NOM;MASC;PL
materiaal	inventārs	materiaal	inventārs	N;NEUT;SG	N;NOM;MASC;SG
materiaal	aprīkojums	materiaal	aprīkojums	N;NEUT;SG	N;NOM;MASC;SG
materiaal	iekārta	materiaal	iekārta	N;NEUT;SG	N;NOM;FEM;SG
materiaal	materiāls	materiaal	materiāls	N;NEUT;SG	N;NOM;MASC;SG
activiteiten	darbības	activiteit	darbība	N;PL	N;NOM;FEM;PL
activiteiten	aktivitātes	activiteit	aktivitāte	N;PL	N;NOM;FEM;PL
beginnen	sākt	beginnen	sākt	V;NFIN	V;POS;NFIN
beginnen	palaist	beginnen	palaist	V;NFIN	V;POS;NFIN
beginnen	sākam	beginnen	sākt	V;NFIN	V;FH;IND;PL;1;POS;PRS;FIN;ACT
beginnen	sākt	beginnen	sākt	V;NFIN	V;POS;NFIN
hoogleraar	profesore	hoogleraar	profesore	N;MASC+FEM;SG	N;NOM;FEM;SG
hoogleraar	profesors	hoogleraar	profesors	N;MASC+FEM;SG	N;NOM;MASC;SG
steun	palīdzība	steun	palīdzība	N;MASC+FEM;SG	N;NOM;FEM;SG
steun	atbalsts	steun	atbalsts	N;MASC+FEM;SG	N;NOM;MASC;SG
steun	atbalstu	steun	atbalsts	N;MASC+FEM;SG	N;ACC;MASC;SG
steun	atbalsts	steun	atbalsts	N;MASC+FEM;SG	N;NOM;MASC;SG
verlaten	atstāt	verlaten	atstāt	V;V.PTCP	V;POS;NFIN
verlaten	pamesti	verlaten	pamest	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
verlaten	pamestas	verlaten	pamest	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
verlaten	pamesta	verlaten	pamest	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
negen	deviņas	negen	deviņi	NUM	NUM;NOM;FEM;PL
negen	deviņiem	negen	deviņi	NUM	NUM;DAT;MASC;PL
negen	deviņi	negen	deviņi	NUM	NUM;NOM;MASC;PL
negen	deviņu	negen	deviņi	NUM	NUM;ACC;MASC;PL
orgel	orgānu	orgel	orgāns	N;NEUT;SG	N;ACC;MASC;SG
orgel	orgāns	orgel	orgāns	N;NEUT;SG	N;NOM;MASC;SG
groeide	pieauga	groeien	pieaugt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
precies	precīzs	precies	precīzs	ADJ	ADJ;NOM;MASC;SG
precies	precīzas	precies	precīza	ADJ	ADJ;NOM;FEM;PL
precies	precīza	precies	precīza	ADJ	ADJ;NOM;FEM;SG
bereikte	sasniegts	bereiken	sasniegt	V;SG;PST;FIN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bereikte	sasniedza	bereiken	sasniegt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
bereikte	sasniegta	bereiken	sasniegt	V;SG;PST;FIN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bereikte	sasniegta	bereiken	sasniegt	V;SG;PST;FIN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bereikte	sasniegts	bereiken	sasniegt	V;SG;PST;FIN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
hogere	augstāks	hoog	augsts	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
hogere	augstākas	hoog	augsta	ADJ;CMPR	ADJ;NOM;CMPR;FEM;PL
hogere	augstāki	hoog	augsts	ADJ;CMPR	ADJ;NOM;CMPR;MASC;PL
luik	lūku	luik	lūka	N;NEUT;SG	N;ACC;MASC;SG
hoort	dzird	horen	dzirdēt	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
zang	vocals	zang	vocals	N;MASC+FEM;SG	N;NOM;MASC;SG
zang	dziesma	zang	dziesma	N;MASC+FEM;SG	N;NOM;FEM;SG
genre	žanrs	genre	žanrs	N;NEUT;SG	N;NOM;MASC;SG
stelt	ierosina	stellen	ierosināt	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
verbinding	pieslēgums	verbinding	pieslēgums	N;MASC+FEM;SG	N;NOM;MASC;SG
verbinding	savienojums	verbinding	savienojums	N;MASC+FEM;SG	N;NOM;MASC;SG
jack	džeks	jack	džeks	N;MASC+FEM;SG	N;NOM;MASC;SG
dragen	uzvilkt	dragen	uzvilkt	V;NFIN	V;POS;NFIN
getrouwd	precējusies	trouwen	precēties	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP
getrouwd	precējies	trouwen	precēties	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
kritiek	kritika	kritiek	kritika	N;MASC+FEM;SG	N;NOM;FEM;SG
kritiek	kritiku	kritiek	kritika	N;MASC+FEM;SG	N;ACC;FEM;SG
kritiek	kritika	kritiek	kritika	N;MASC+FEM;SG	N;NOM;FEM;SG
kritiek	kritiku	kritiek	kritika	N;MASC+FEM;SG	N;ACC;FEM;SG
daniel	daniels	daniel	daniels	N;MASC+FEM;SG	N;NOM;MASC;SG
oorsprong	izcelsmi	oorsprong	izcelsme	N;MASC+FEM;SG	N;ACC;FEM;SG
oorsprong	izcelsme	oorsprong	izcelsme	N;MASC+FEM;SG	N;NOM;FEM;SG
oorsprong	izcelsmi	oorsprong	izcelsme	N;MASC+FEM;SG	N;ACC;FEM;SG
oorsprong	izcelsme	oorsprong	izcelsme	N;MASC+FEM;SG	N;NOM;FEM;SG
divisie	divīzija	divisie	divīzija	N;MASC+FEM;SG	N;NOM;FEM;SG
divisie	rajons	divisie	rajons	N;MASC+FEM;SG	N;NOM;MASC;SG
divisie	dalīšana	divisie	dalīšana	N;MASC+FEM;SG	N;NOM;FEM;SG
geproduceerd	ražoti	produceren	ražot	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
geproduceerd	ražota	produceren	ražot	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
geproduceerd	ražotas	produceren	ražot	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
geproduceerd	saražots	produceren	saražot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
geproduceerd	ražots	produceren	ražot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
geproduceerd	ražoti	produceren	ražot	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
geproduceerd	izgatavota	produceren	izgatavot	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
geproduceerd	izgatavots	produceren	izgatavot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
geproduceerd	izgatavo	produceren	izgatavot	V;V.PTCP	V;IMP;SG;2;POS;FIN;ACT
geproduceerd	ražots	produceren	ražot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
zwaar	smags	zwaar	smags	ADJ	ADJ;NOM;MASC;SG
zwaar	smagas	zwaar	smaga	ADJ	ADJ;NOM;FEM;PL
zwaar	smaga	zwaar	smaga	ADJ	ADJ;NOM;FEM;SG
zwaar	smagais	zwaar	smags	ADJ	ADJ;NOM;MASC;SG
zwaar	smago	zwaar	smags	ADJ	ADJ;ACC;MASC;SG
vrienden	draugi	vriend	draugs	N;PL	N;NOM;MASC;PL
vrienden	draugiem	vriend	draugs	N;PL	N;DAT;MASC;PL
verkozen	ievēlēta	verkiezen	ievēlēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
verkozen	ievēlēti	verkiezen	ievēlēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
verkozen	ievēlēts	verkiezen	ievēlēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
spons	sūklis	spons	sūklis	N;MASC+FEM;SG	N;NOM;MASC;SG
lage	zema	laag	zema	ADJ	ADJ;NOM;FEM;SG
lage	zemā	laag	zems	ADJ	ADJ;NOM;FEM;SG
lage	mazs	laag	mazs	ADJ	ADJ;NOM;MASC;SG
lage	zems	laag	zems	ADJ	ADJ;NOM;MASC;SG
kijken	izskaties	kijken	izskatīties	V;NFIN	V;IMP;SG;2;POS;REFL;FIN;ACT
kijken	skatīties	kijken	skatīties	V;NFIN	V;POS;REFL;NFIN
kijken	skaties	kijken	skatīties	V;NFIN	V;IMP;SG;2;POS;REFL;FIN;ACT
kijken	vēro	kijken	vērot	V;NFIN	V;IMP;SG;2;POS;PRS;FIN;ACT
kijken	skatos	kijken	skats	V;NFIN	V;FH;IND;SG;1;POS;REFL;PRS;FIN;ACT
kijken	skatās	kijken	skatīties	V;NFIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
kijken	vērot	kijken	vērot	V;NFIN	V;POS;NFIN
opera	opera	opera	opera	N;MASC+FEM;SG	N;NOM;FEM;SG
soldaten	kareivji	soldaat	kareivji	N;PL	N;NOM;MASC;PL
soldaten	karavīri	soldaat	karavīrs	N;PL	N;NOM;MASC;PL
originele	sākotnējais	origineel	sākotnējs	ADJ	ADJ;NOM;MASC;SG
originele	sākotnējā	origineel	sākotnēja	ADJ	ADJ;ESS;FEM;SG
zat	sēdēja	zitten	sēdēt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
thema	tēma	thema	tēma	N;NEUT;SG	N;NOM;FEM;SG
rechts	labās	rechts	laba	ADJ	ADJ;NOM;FEM;PL
politie	policija	politie	policija	N;MASC+FEM;SG	N;NOM;FEM;SG
politie	policijā	politie	policija	N;MASC+FEM;SG	N;ESS;FEM;SG
politie	policiju	politie	policija	N;MASC+FEM;SG	N;ACC;FEM;SG
encyclopedisch	enciklopēdiskas	encyclopedisch	enciklopēdiska	ADJ	ADJ;NOM;FEM;PL
begrip	sapratne	begrip	sapratne	N;NEUT;SG	N;NOM;FEM;SG
begrip	izpratni	begrip	izpratne	N;NEUT;SG	N;ACC;FEM;SG
begrip	izpratne	begrip	izpratne	N;NEUT;SG	N;NOM;FEM;SG
begrip	saprašanās	begrip	saprašanās	N;NEUT;SG	N;NOM;FEM;SG
dingen	lietas	dingen	lieta	N;PL	N;NOM;FEM;PL
kust	krasts	kust	krasts	N;MASC+FEM;SG	N;NOM;MASC;SG
kust	piekraste	kust	piekraste	N;MASC+FEM;SG	N;NOM;FEM;SG
dirigent	diriģents	dirigent	diriģents	N;MASC+FEM;SG	N;NOM;MASC;SG
last	nasta	last	nasta	N;MASC+FEM;SG	N;NOM;FEM;SG
last	slogs	last	slogs	N;MASC+FEM;SG	N;NOM;MASC;SG
last	slogu	last	slogs	N;MASC+FEM;SG	N;ACC;MASC;SG
voorkeur	priekšroka	voorkeur	priekšroka	N;MASC+FEM;SG	N;NOM;FEM;SG
voorkeur	priekšroku	voorkeur	priekšroka	N;MASC+FEM;SG	N;ACC;FEM;SG
voorkeur	priekšroka	voorkeur	priekšroka	N;MASC+FEM;SG	N;NOM;FEM;SG
historisch	vēsturisks	historisch	vēsturisks	ADJ	ADJ;NOM;MASC;SG
historisch	vēsturiska	historisch	vēsturiska	ADJ	ADJ;NOM;FEM;SG
historisch	vēsturisko	historisch	vēsturisks	ADJ	ADJ;ACC;MASC;SG
historisch	vēsturiskais	historisch	vēsturisks	ADJ	ADJ;NOM;MASC;SG
historisch	vēsturiskas	historisch	vēsturiska	ADJ	ADJ;NOM;FEM;PL
historisch	vēsturisks	historisch	vēsturisks	ADJ	ADJ;NOM;MASC;SG
historisch	vēsturiskā	historisch	vēsturiska	ADJ	ADJ;NOM;FEM;SG
historisch	vēsturisko	historisch	vēsturisks	ADJ	ADJ;ACC;MASC;SG
historisch	vēsturiskais	historisch	vēsturisks	ADJ	ADJ;NOM;MASC;SG
historisch	vēsturiskas	historisch	vēsturiska	ADJ	ADJ;NOM;FEM;PL
head	vadītājs	head	vadītājs	N;MASC+FEM;SG	N;NOM;MASC;SG
head	galvu	head	galva	N;MASC+FEM;SG	N;ACC;FEM;SG
head	galva	head	galva	N;MASC+FEM;SG	N;NOM;FEM;SG
plannen	plānošanas	plan	plānošana	N;PL	N;NOM;FEM;PL
plannen	plānus	plan	plāns	N;PL	N;ACC;MASC;PL
max	maks	max	maks	N;MASC+FEM;SG	N;NOM;MASC;SG
rood	sarkani	rood	sarkans	ADJ	ADJ;NOM;MASC;PL
rood	sarkano	rood	sarkana	ADJ	ADJ;ACC;MASC;SG
rood	sarkana	rood	sarkana	ADJ	ADJ;NOM;FEM;SG
rood	sarkanais	rood	sarkans	ADJ	ADJ;NOM;MASC;SG
rood	sarkans	rood	sarkans	ADJ	ADJ;NOM;MASC;SG
rood	sarkanā	rood	sarkana	ADJ	ADJ;NOM;FEM;SG
slecht	slikts	slecht	slikts	ADJ	ADJ;NOM;MASC;SG
slecht	slikta	slecht	slikta	ADJ	ADJ;NOM;FEM;SG
regisseur	direktora	regisseur	direktors	N;MASC+FEM;SG	N;GEN;MASC;SG
regisseur	direktors	regisseur	direktors	N;MASC+FEM;SG	N;NOM;MASC;SG
regisseur	direktore	regisseur	direktore	N;MASC+FEM;SG	N;NOM;FEM;SG
regisseur	režisors	regisseur	režisors	N;MASC+FEM;SG	N;NOM;MASC;SG
maatschappij	sabiedrība	maatschappij	sabiedrība	N;MASC+FEM;SG	N;NOM;FEM;SG
begraven	aprakt	begraven	aprakt	V;V.PTCP	V;POS;NFIN
begraven	aprakts	begraven	aprakts	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
afhankelijk	atkarīgs	afhankelijk	atkarīgs	ADJ	ADJ;NOM;MASC;SG
afhankelijk	atkarīga	afhankelijk	atkarīga	ADJ	ADJ;NOM;FEM;SG
afhankelijk	atkarīgas	afhankelijk	atkarīga	ADJ	ADJ;NOM;FEM;PL
oplossing	atrisinājums	oplossing	atrisinājums	N;MASC+FEM;SG	N;NOM;MASC;SG
oplossing	šķīdums	oplossing	šķīdums	N;MASC+FEM;SG	N;NOM;MASC;SG
oplossing	risinājums	oplossing	risinājums	N;MASC+FEM;SG	N;NOM;MASC;SG
gewicht	svaru	gewicht	svars	N;NEUT;SG	N;ACC;MASC;SG
gewicht	svars	gewicht	svars	N;NEUT;SG	N;NOM;MASC;SG
gewicht	svars	gewicht	svars	N;NEUT;SG	N;NOM;MASC;SG
gewicht	svara	gewicht	svars	N;NEUT;SG	N;GEN;MASC;SG
collega	kolēģis	collega	kolēģis	N;MASC+FEM;SG	N;NOM;MASC;SG
bereikt	sasniegts	bereiken	sasniegt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bereikt	sasniedza	bereiken	sasniegt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
bereikt	sasniegta	bereiken	sasniegt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bereikt	sasniegtas	bereiken	sasniegt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
bereikt	sasniegti	bereiken	sasniegt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
bereikt	sasniegta	bereiken	sasniegt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bereikt	sasniegts	bereiken	sasniegt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
helpen	palīdzot	helpen	palīdzēt	V;NFIN	V;V.CVB
helpen	palīdzēt	helpen	palīdzēt	V;NFIN	V;POS;NFIN
rijden	brauc	rijden	braukt	V;NFIN	V;IMP;SG;2;POS;FIN;ACT
rijden	braukt	rijden	braukt	V;NFIN	V;POS;NFIN
rijden	vadīt	rijden	vadīt	V;NFIN	V;POS;NFIN
star	zvaigzne	star	zvaigzne	N;MASC+FEM;SG	N;NOM;FEM;SG
beschrijving	apraksts	beschrijving	apraksts	N;MASC+FEM;SG	N;NOM;MASC;SG
info	info	info	info	N;MASC+FEM;SG	N
actie	rīcība	actie	rīcība	N;MASC+FEM;SG	N;NOM;FEM;SG
veranderd	mainījies	veranderen	mainīties	V;V.PTCP	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT
veranderd	mainītas	veranderen	mainīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
veranderd	mainīta	veranderen	mainīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
veranderd	mainīts	veranderen	mainīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
trekken	izvilkt	trekken	izvilkt	V;NFIN	V;POS;NFIN
trekken	zīmēt	trekken	zīmēt	V;NFIN	V;POS;NFIN
trekken	piesaista	trekken	piesaistīt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
trekken	piesaistītu	trekken	piesaistīt	V;NFIN	V;COND;POS;FIN;ACT
trekken	piesaistīt	trekken	piesaistīt	V;NFIN	V;POS;NFIN
wielrenner	riteņbraucējs	wielrenner	riteņbraucējs	N;MASC+FEM;SG	N;NOM;MASC;SG
vriend	draugs	vriend	draugs	N;MASC+FEM;SG	N;NOM;MASC;SG
gehad	bija	hebben	būt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
professor	profesore	professor	profesore	N;MASC+FEM;SG	N;NOM;FEM;SG
professor	profesors	professor	profesors	N;MASC+FEM;SG	N;NOM;MASC;SG
technische	tehniskais	technisch	tehnisks	ADJ	ADJ;NOM;MASC;SG
technische	tehniskā	technisch	tehniska	ADJ	ADJ;NOM;FEM;SG
bewaard	saglabātas	bewaren	saglabāt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
bewaard	saglabāts	bewaren	saglabāt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bewaard	saglabāta	bewaren	saglabāt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bewaard	saglabāts	bewaren	saglabāt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bewaard	izglāba	bewaren	izglābt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
vogel	putns	vogel	putns	N;MASC+FEM;SG	N;NOM;MASC;SG
vogel	putnu	vogel	putns	N;MASC+FEM;SG	N;ACC;MASC;SG
mogelijkheid	iespēja	mogelijkheid	iespēja	N;MASC+FEM;SG	N;NOM;FEM;SG
route	maršruts	route	maršruts	N;MASC+FEM;SG	N;NOM;MASC;SG
lucht	gaiss	lucht	gaiss	N;MASC+FEM;SG	N;NOM;MASC;SG
afbeeldingen	attēli	afbeelding	attēls	N;PL	N;NOM;MASC;PL
afbeeldingen	attēlus	afbeelding	attēls	N;PL	N;ACC;MASC;PL
laag	zema	laag	zema	ADJ	ADJ;NOM;FEM;SG
laag	zemā	laag	zems	ADJ	ADJ;NOM;FEM;SG
laag	mazs	laag	mazs	ADJ	ADJ;NOM;MASC;SG
laag	zems	laag	zems	ADJ	ADJ;NOM;MASC;SG
afdeling	departamentā	afdeling	departaments	N;MASC+FEM;SG	N;ESS;MASC;SG
afdeling	departaments	afdeling	departaments	N;MASC+FEM;SG	N;NOM;MASC;SG
afdeling	divīzija	afdeling	divīzija	N;MASC+FEM;SG	N;NOM;FEM;SG
afdeling	rajons	afdeling	rajons	N;MASC+FEM;SG	N;NOM;MASC;SG
afdeling	dalīšana	afdeling	dalīšana	N;MASC+FEM;SG	N;NOM;FEM;SG
afdeling	iedaļa	afdeling	iedaļa	N;MASC+FEM;SG	N;NOM;FEM;SG
afdeling	sadaļa	afdeling	sadaļa	N;MASC+FEM;SG	N;NOM;FEM;SG
afdeling	sekcija	afdeling	sekcija	N;MASC+FEM;SG	N;NOM;FEM;SG
cijfers	pakāpes	cijfer	pakāpe	N;PL	N;NOM;FEM;PL
cijfers	skaitļi	cijfer	skaitļi	N;PL	N;NOM;MASC;PL
studio	studijā	studio	studija	N;MASC+FEM;SG	N;ESS;FEM;SG
studio	studija	studio	studija	N;MASC+FEM;SG	N;NOM;FEM;SG
proces	process	proces	process	N;NEUT;SG	N;NOM;MASC;SG
proces	procesā	proces	process	N;NEUT;SG	N;ESS;MASC;SG
proces	izmēģinājums	proces	izmēģinājums	N;NEUT;SG	N;NOM;MASC;SG
proces	pētījums	proces	pētījums	N;NEUT;SG	N;NOM;MASC;SG
proces	prāva	proces	praut	N;NEUT;SG	N;NOM;FEM;SG
proces	pētījumā	proces	pētījums	N;NEUT;SG	N;ESS;MASC;SG
hart	sirds	hart	sirds	N;NEUT;SG	N;NOM;FEM;SG
gevolgd	sekoja	volgen	sekot	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
studenten	studenti	student	students	N;PL	N;NOM;MASC;PL
studenten	skolēni	student	skolēns	N;PL	N;NOM;MASC;PL
studenten	studentiem	student	students	N;PL	N;DAT;MASC;PL
relevant	attiecīgais	relevant	attiecīgs	ADJ	ADJ;NOM;MASC;SG
televisie	televizors	televisie	televizors	N;MASC+FEM;SG	N;NOM;MASC;SG
televisie	televīzija	televisie	televīzija	N;MASC+FEM;SG	N;NOM;FEM;SG
elementen	elementi	element	elements	N;PL	N;NOM;MASC;PL
lijnen	līnijas	lijn	līnija	N;PL	N;NOM;FEM;PL
lijnen	rindas	lijn	rinda	N;PL	N;NOM;FEM;PL
onderscheiden	atšķirt	onderscheiden	atšķirt	V;NFIN	V;POS;NFIN
beker	balva	beker	balva	N;MASC+FEM;SG	N;NOM;FEM;SG
beker	kauss	beker	kauss	N;MASC+FEM;SG	N;NOM;MASC;SG
vertaald	tulkots	vertalen	tulkot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
baron	barons	baron	barons	N;MASC+FEM;SG	N;NOM;MASC;SG
landschap	ainava	landschap	ainava	N;NEUT;SG	N;NOM;FEM;SG
landschap	ainavu	landschap	ainava	N;NEUT;SG	N;ACC;FEM;SG
voorkomt	novērš	voorkomen	novērst	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
aangeduid	norādītas	aanduiden	norādīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
aangeduid	norādītā	aanduiden	norādīt	V;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
aangeduid	norādīts	aanduiden	norādīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aangeduid	norādītā	aanduiden	norādīt	V;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
adel	aristokrātu	adel	aristokrāts	N;MASC+FEM;SG	N;ACC;MASC;SG
toegepast	piemēro	toepassen	piemērot	V;V.PTCP	V;IMP;SG;2;POS;FIN;ACT
toegepast	piemērotās	toepassen	piemērot	V;V.PTCP	V;PFV;NOM;DEF;FEM;PL;PST;V.PTCP
groene	zaļas	groen	zaļa	ADJ	ADJ;NOM;FEM;PL
groene	zaļa	groen	zaļš	ADJ	ADJ;NOM;FEM;SG
groene	zaļā	groen	zaļš	ADJ	ADJ;NOM;FEM;SG
groene	zaļš	groen	zaļš	ADJ	ADJ;NOM;MASC;SG
groene	zaļi	groen	zaļš	ADJ	ADJ;NOM;MASC;PL
brand	ugunsgrēks	brand	ugunsgrēks	N;MASC+FEM;SG	N;NOM;MASC;SG
brand	uguns	brand	uguns	N;MASC+FEM;SG	N;NOM;FEM;SG
brand	uguni	brand	uguns	N;MASC+FEM;SG	N;ACC;FEM;SG
brand	zīmols	brand	zīmols	N;MASC+FEM;SG	N;NOM;MASC;SG
brand	zīmola	brand	zīmols	N;MASC+FEM;SG	N;GEN;MASC;SG
vandaag	šodien	vandaag	šodien	ADV	ADV
ondertussen	tikmēr	ondertussen	tikmēr	ADV	ADV
ondertussen	pagaidām	ondertussen	pagaidām	ADV	ADV
scoorde	guva	scoren	gūt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
principe	pamatprincips	principe	pamatprincips	N;NEUT;SG	N;NOM;MASC;SG
principe	princips	principe	princips	N;NEUT;SG	N;NOM;MASC;SG
verantwoordelijk	atbildīgais	verantwoordelijk	atbildīgs	ADJ	ADJ;NOM;MASC;SG
verantwoordelijk	atbildīgs	verantwoordelijk	atbildīgs	ADJ	ADJ;NOM;MASC;SG
verantwoordelijk	atbildīga	verantwoordelijk	atbildīga	ADJ	ADJ;NOM;FEM;SG
verantwoordelijk	atbildīgā	verantwoordelijk	atbildīgs	ADJ	ADJ;NOM;FEM;SG
verantwoordelijk	atbildīgās	verantwoordelijk	atbildīga	ADJ	ADJ;NOM;FEM;PL
rechter	tiesnesis	rechter	tiesnesis	N;MASC+FEM;SG	N;NOM;MASC;SG
rechter	tiesnese	rechter	tiesnese	N;MASC+FEM;SG	N;NOM;FEM;SG
uilen	pūces	uilen	pūce	N;PL	N;NOM;FEM;PL
kleuren	krāsas	kleur	krāsa	N;PL	N;NOM;FEM;PL
kleuren	krāsvielas	kleur	krāsviela	N;PL	N;NOM;FEM;PL
kleuren	krāsas	kleur	krāsa	N;PL	N;NOM;FEM;PL
exemplaren	kopijas	exemplaar	kopija	N;PL	N;NOM;FEM;PL
prijzen	cenas	prijs	cena	N;PL	N;NOM;FEM;PL
prijzen	cenas	prijs	cena	N;PL	N;NOM;FEM;PL
vervoer	transportēšana	vervoer	transportēšana	N;NEUT;SG	N;NOM;FEM;SG
vervoer	transports	vervoer	transports	N;NEUT;SG	N;NOM;MASC;SG
vervoer	pārvadāšana	vervoer	pārvadāšana	N;NEUT;SG	N;NOM;FEM;SG
