que	ότι	que	ότι	CONJ	CONJ
cristo	χριστός	cristo	χριστός	N;MASC;SG	N;NOM;MASC;SG
medicina	φάρμακο	medicina	φάρμακο	N;FEM;SG	N;NOM;NEUT;SG
evolución	εξέλιξη	evolución	εξέλιξη	N;FEM;SG	N;ACC;FEM;SG
evolución	εξελιξη	evolución	εξελιξη	N;FEM;SG	N;NOM;FEM;SG
modelos	μοντέλα	modelo	μοντέλα	N;MASC;PL	N;NOM;NEUT;PL
modelos	υποδείγματα	modelo	υπόδειγμα	N;MASC;PL	N;NOM;NEUT;PL
venta	πώληση	venta	πώληση	N;FEM;SG	N;NOM;FEM;SG
venta	πώληση	venta	πώληση	N;FEM;SG	N;NOM;FEM;SG
tomó	πήρε	tomar	παίρνω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
fundador	ιδρυτής	fundador	ιδρυτός	N;MASC;SG	N;NOM;MASC;SG
fundador	ιδρυτή	fundador	ιδρυτός	N;MASC;SG	N;VOC;MASC;SG
piano	πιάνο	piano	πιάνος	N;MASC;SG	N;NOM;NEUT;SG
procedencia	προέλευση	procedencia	προέλευση	N;FEM;SG	N;ACC;FEM;SG
procedencia	καταγωγή	procedencia	καταγωγή	N;FEM;SG	N;NOM;FEM;SG
procedencia	πηγή	procedencia	πηγή	N;FEM;SG	N;NOM;FEM;SG
procedencia	πηγη	procedencia	πηγο	N;FEM;SG	N;NOM;FEM;SG
procedencia	προέλευση	procedencia	προέλευση	N;FEM;SG	N;ACC;FEM;SG
ganar	κερδίσει	ganar	κερδίζω	V;NFIN	V;PFV;NFIN;ACT
ganar	κέρδισε	ganar	κερδίζω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
ganar	κερδίζεις	ganar	κερδίζη	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pintor	ζωγράφος	pintor	ζωγράφος	N;MASC;SG	N;NOM;MASC;SG
evento	εκδήλωση	evento	εκδήλωση	N;MASC;SG	N;ACC;FEM;SG
evento	αγώνισμα	evento	αγώνισμα	N;MASC;SG	N;NOM;NEUT;SG
evento	γεγονός	evento	γεγονός	N;MASC;SG	N;NOM;NEUT;SG
evento	συμβάν	evento	συμβάν	N;MASC;SG	N;NOM;NEUT;SG
campeonatos	πρωταθλήματα	campeonato	πρωτάθλημα	N;MASC;PL	N;NOM;NEUT;PL
alemana	γερμανός	alemán	γερμανός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
alemana	γερμανικό	alemán	γερμανικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
alemana	γερμανική	alemán	γερμανικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
menores	ανήλικους	menor	ανήλικος	ADJ;PL	ADJ;ACC;MASC;PL
menores	ανήλικοι	menor	ανήλικος	ADJ;PL	ADJ;NOM;MASC;PL
solamente	μόνον	solamente	μόνο	ADV	ADV
solamente	μόνο	solamente	μόνο	ADV	ADV
solamente	μονο	solamente	μονο	ADV	ADV
conocimiento	γνώσει	conocimiento	γνώσει	N;MASC;SG	N;DAT;FEM;SG
conocimiento	γνώση	conocimiento	γνώση	N;MASC;SG	N;ACC;FEM;SG
conocer	συναντήσω	conocer	συναντώ	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
términos	όρους	término	όρος	N;MASC;PL	N;ACC;MASC;PL
términos	όροι	término	όρος	N;MASC;PL	N;NOM;MASC;PL
debajo	κατωτέρω	debajo	κατωτέρω	ADV	ADV
debajo	κάτω	debajo	κάτω	ADV	ADV
debajo	παρακάτω	debajo	παράκατος	ADV	ADV
debajo	κατω	debajo	κατω	ADV	ADV
generación	γενεά	generación	γενος	N;FEM;SG	N;NOM;FEM;SG
generación	γενιά	generación	γενιά	N;FEM;SG	N;NOM;FEM;SG
bronce	χάλκινο	bronce	χάλκινος	N;MASC;SG	N;NOM;NEUT;SG
tabla	πίνακας	tabla	πίνακα	N;FEM;SG	N;NOM;MASC;SG
tabla	πινακας	tabla	πινακα	N;FEM;SG	N;NOM;MASC;SG
tabla	τραπέζι	tabla	τραπέζι	N;FEM;SG	N;NOM;NEUT;SG
tabla	σανίδα	tabla	σανίδα	N;FEM;SG	N;NOM;FEM;SG
vio	είδε	ver	βλέπω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
armada	ναυτικό	armado	ναυτικός	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
pareja	ζευγάρι	pareja	ζευγάρι	N;FEM;SG	N;NOM;NEUT;SG
pareja	ζευγάρι	pareja	ζευγάρι	N;FEM;SG	N;NOM;NEUT;SG
pareja	ζεύγος	pareja	ζεύγος	N;FEM;SG	N;NOM;NEUT;SG
pareja	συνεργάτης	pareja	συνεργάτης	N;FEM;SG	N;NOM;MASC;SG
pareja	σύντροφος	pareja	σύντροφος	N;FEM;SG	N;NOM;MASC;SG
pareja	συνεργάτη	pareja	συνεργάτης	N;FEM;SG	N;NOM;NEUT;SG
pareja	εταίρος	pareja	εταίρος	N;FEM;SG	N;NOM;MASC;SG
pareja	συνέταιρος	pareja	συνέταιρος	N;FEM;SG	N;NOM;MASC;SG
producto	προϊόν	producto	προϊόν	N;MASC;SG	N;NOM;NEUT;SG
territorios	εδάφη	territorio	εδάφη	N;MASC;PL	N;NOM;NEUT;PL
gol	στόχο	gol	στόχος	N;MASC;SG	N;ACC;MASC;SG
institución	ίδρυμα	institución	ίδρυμα	N;FEM;SG	N;NOM;NEUT;SG
institución	φορέας	institución	φορέας	N;FEM;SG	N;NOM;MASC;SG
institución	θεσμός	institución	θεσμός	N;FEM;SG	N;NOM;MASC;SG
luna	φεγγάρι	luna	φεγγάρι	N;FEM;SG	N;NOM;NEUT;SG
luna	σελήνη	luna	σελήνη	N;FEM;SG	N;NOM;FEM;SG
reconocimiento	αναγνώριση	reconocimiento	αναγνώριση	N;MASC;SG	N;ACC;FEM;SG
península	χερσόνησο	península	χερσόνησος	N;FEM;SG	N;ACC;FEM;SG
organizaciones	οργανώσεις	organización	οργάνωση	N;FEM;PL	N;NOM;FEM;PL
organizaciones	οργανισμοί	organización	οργανισμός	N;FEM;PL	N;NOM;MASC;PL
organizaciones	οργανώσεις	organización	οργάνωση	N;FEM;PL	N;NOM;FEM;PL
organizaciones	οργανισμοί	organización	οργανισμός	N;FEM;PL	N;NOM;MASC;PL
bahía	κόλπος	bahía	κόλπος	N;FEM;SG	N;NOM;MASC;SG
adelante	εμπρός	adelante	εμπρός	ADV	ADV
adelante	μπροστά	adelante	μπροστά	ADV	ADV
asamblea	συναρμολόγηση	asamblea	συναρμολόγηση	N;FEM;SG	N;NOM;FEM;SG
asamblea	συνέλευση	asamblea	συνέλευση	N;FEM;SG	N;NOM;FEM;SG
cerro	λόφος	cerro	λόφος	N;MASC;SG	N;NOM;MASC;SG
enlace	σύνδεσμο	enlace	σύνδεσμο	N;MASC;SG	N;ACC;MASC;SG
enlace	σύνδεσμος	enlace	σύνδεσμος	N;MASC;SG	N;NOM;MASC;SG
enlace	λινκ	enlace	λινκ	N;MASC;SG	N;NOM;NEUT;SG
enlace	δεσμός	enlace	δεσμός	N;MASC;SG	N;NOM;MASC;SG
enlace	σύνδεση	enlace	σύνδεση	N;MASC;SG	N;NOM;FEM;SG
traducción	μετάφραση	traducción	μετάφραση	N;FEM;SG	N;ACC;FEM;SG
máxima	μέγιστος	máximo	μέγιστος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
alguien	οποιοσδήποτε	alguien	οποιοσδήποτε	PRO;SG	PRO;NOM;MASC;SG;3
alguien	κάποιος	alguien	κάποιος	PRO;SG	PRO;NOM;MASC;SG;3
alguien	κάποιον	alguien	κάποιος	PRO;SG	PRO;ACC;MASC;SG;3
alguien	κάποιος	alguien	κάποιος	PRO;SG	PRO;NOM;MASC;SG;3
ganador	νικήτρια	ganador	νικήτριος	N;MASC;SG	N;NOM;FEM;SG
ganador	νικητής	ganador	νικητής	N;MASC;SG	N;NOM;MASC;SG
ganador	νικητή	ganador	νικητής	N;MASC;SG	N;ACC;MASC;SG
estrellas	άστρα	estrella	άστρα	N;PL	N;NOM;NEUT;PL
estrellas	αστέρια	estrella	αστέριος	N;PL	N;NOM;NEUT;PL
estrellas	αστεράκια	estrella	αστεράκιο	N;PL	N;NOM;NEUT;PL
sangre	αίμα	sangre	αίμα	N;FEM;SG	N;NOM;NEUT;SG
resistencia	αντοχή	resistencia	αντοχή	N;FEM;SG	N;ACC;FEM;SG
resistencia	αντοχή	resistencia	αντοχή	N;FEM;SG	N;ACC;FEM;SG
resistencia	αντοχή	resistencia	αντοχή	N;FEM;SG	N;ACC;FEM;SG
resistencia	αντίστασης	resistencia	αντίσταση	N;FEM;SG	N;GEN;FEM;SG
resistencia	αντίσταση	resistencia	αντίσταση	N;FEM;SG	N;ACC;FEM;SG
resistencia	ανθεκτικότητα	resistencia	ανθεκτικότητα	N;FEM;SG	N;ACC;FEM;SG
resistencia	ανθεκτικότητα	resistencia	ανθεκτικότητα	N;FEM;SG	N;ACC;FEM;SG
continuación	συνέχιση	continuación	συνέχιση	N;FEM;SG	N;ACC;FEM;SG
continuación	συνέχεια	continuación	συνέχεια	N;FEM;SG	N;ACC;FEM;SG
conflicto	σύγκρουση	conflicto	σύγκρουση	N;MASC;SG	N;NOM;FEM;SG
conflicto	σύρραξη	conflicto	σύρραξη	N;MASC;SG	N;ACC;FEM;SG
software	λογισμικό	software	λογισμικός	N;MASC;SG	N;NOM;NEUT;SG
volumen	όγκος	volumen	όγκος	N;MASC;SG	N;NOM;MASC;SG
volumen	όγκο	volumen	όγκος	N;MASC;SG	N;ACC;MASC;SG
volumen	τόμος	volumen	τόμος	N;MASC;SG	N;NOM;MASC;SG
aérea	εναέρια	aéreo	εναέριος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
humano	ανθρώπινη	humano	ανθρώπινος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
humano	ανθρώπινο	humano	ανθρώπινος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
humano	ανθρώπινος	humano	ανθρώπινος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
consecuencia	συνέπεια	consecuencia	συνέπεια	N;FEM;SG	N;ACC;FEM;SG
colores	χρωματα	color	χρώμα	N;MASC;PL	N;NOM;NEUT;PL
colores	χρώματα	color	χρώμα	N;MASC;PL	N;NOM;NEUT;PL
colores	χρωματα	color	χρώμα	N;MASC;PL	N;NOM;NEUT;PL
colores	χρώματα	color	χρώμα	N;MASC;PL	N;NOM;NEUT;PL
per	ανά	per	ανά	ADP	ADP
materiales	υλικά	material	υλικά	N;MASC;PL	N;NOM;NEUT;PL
materiales	υλικά	material	υλικά	N;MASC;PL	N;NOM;NEUT;PL
materiales	ύλες	material	ύλος	N;MASC;PL	N;NOM;FEM;PL
carta	χάρτα	carta	χάρτα	N;FEM;SG	N;NOM;FEM;SG
carta	χάρτη	carta	χάρτης	N;FEM;SG	N;ACC;MASC;SG
carta	επιστολή	carta	επιστολή	N;FEM;SG	N;ACC;FEM;SG
carta	γράμμα	carta	γράμμα	N;FEM;SG	N;NOM;NEUT;SG
carta	γραμμα	carta	γραμμα	N;FEM;SG	N;NOM;NEUT;SG
centros	κέντρων	centro	κέντρο	N;MASC;PL	N;GEN;NEUT;PL
centros	κέντρα	centro	κέντρο	N;MASC;PL	N;NOM;NEUT;PL
categorías	κατηγορίες	categoría	κατηγορία	N;FEM;PL	N;NOM;FEM;PL
categorías	κατηγοριες	categoría	κατηγορία	N;FEM;PL	N;NOM;FEM;PL
curso	πορεια	curso	πορεια	N;MASC;SG	N;ACC;FEM;SG
curso	πορεία	curso	πορεία	N;MASC;SG	N;ACC;FEM;SG
fiestas	κόμματα	fiesta	κόμμα	N;FEM;PL	N;NOM;NEUT;PL
fiestas	μέρη	fiesta	μέρος	N;FEM;PL	N;NOM;NEUT;PL
fiestas	γιορτές	fiesta	γιορτής	N;FEM;PL	N;NOM;FEM;PL
fiestas	αργίες	fiesta	αργία	N;FEM;PL	N;NOM;FEM;PL
fiestas	διακοπές	fiesta	διακοπή	N;FEM;PL	N;NOM;FEM;PL
simplemente	απλα	simplemente	απλά	ADV	ADV
simplemente	απλά	simplemente	απλά	ADV	ADV
simplemente	απλώς	simplemente	απλά	ADV	ADV
opinión	αποψη	opinión	αποψη	N;FEM;SG	N;NOM;FEM;SG
opinión	γνωμη	opinión	γνωμη	N;FEM;SG	N;VOC;FEM;SG
opinión	γνώμη	opinión	γνώμη	N;FEM;SG	N;ACC;FEM;SG
temperatura	θερμοκρασία	temperatura	θερμοκρασία	N;FEM;SG	N;NOM;FEM;SG
propuesta	προταση	propuesta	προταση	N;FEM;SG	N;ACC;FEM;SG
propuesta	πρόταση	propuesta	πρόταση	N;FEM;SG	N;NOM;FEM;SG
decreto	διάταγμα	decreto	διάταγμα	N;MASC;SG	N;NOM;NEUT;SG
decisión	αποφαση	decisión	αποφαση	N;FEM;SG	N;NOM;FEM;SG
decisión	απόφαση	decisión	απόφαση	N;FEM;SG	N;NOM;FEM;SG
concepción	σχεδιασμό	concepción	σχεδιασμός	N;FEM;SG	N;ACC;MASC;SG
concepción	σχεδίαση	concepción	σχεδίαση	N;FEM;SG	N;ACC;FEM;SG
concepción	σχέδιο	concepción	σχέδιο	N;FEM;SG	N;NOM;NEUT;SG
concepción	σχεδιασμός	concepción	σχεδιασμός	N;FEM;SG	N;NOM;MASC;SG
cara	πρόσωπο	cara	πρόσωπο	N;FEM;SG	N;NOM;NEUT;SG
cara	προσωπο	cara	προσωπο	N;FEM;SG	N;NOM;NEUT;SG
cara	φάτσα	cara	φάτσα	N;FEM;SG	N;ACC;FEM;SG
carolina	κάρολιν	carolina	κάρολιν	N;FEM;SG	N
botánica	βοτανολογία	botánica	βοτανολογία	N;FEM;SG	N;NOM;FEM;SG
botánica	βοτανολόγος	botánica	βοτανολόγος	N;FEM;SG	N;NOM;MASC;SG
editor	εκδότη	editor	εκδότης	N;MASC;SG	N;VOC;MASC;SG
editor	εκδότης	editor	εκδότης	N;MASC;SG	N;NOM;MASC;SG
editor	συντάκτης	editor	συντάκτης	N;MASC;SG	N;NOM;MASC;SG
editor	εκδότη	editor	εκδότης	N;MASC;SG	N;VOC;MASC;SG
editor	επεξεργαστής	editor	επεξεργαστής	N;MASC;SG	N;NOM;MASC;SG
editor	εκδότης	editor	εκδότης	N;MASC;SG	N;NOM;MASC;SG
hogar	νοικοκυριό	hogar	νοικοκυριό	N;MASC;SG	N;NOM;NEUT;SG
hogar	νοικοκυριού	hogar	νοικοκυριό	N;MASC;SG	N;GEN;NEUT;SG
hogar	πατρίδα	hogar	πατρίδα	N;MASC;SG	N;ACC;FEM;SG
hogar	σπιτι	hogar	σπιτι	N;MASC;SG	N;NOM;NEUT;SG
hogar	σπίτι	hogar	σπίτι	N;MASC;SG	N;NOM;NEUT;SG
experiencia	εμπειρογνωμοσύνη	experiencia	εμπειρογνωμοσύνη	N;FEM;SG	N;NOM;FEM;SG
experiencia	εμπειρία	experiencia	εμπειρία	N;FEM;SG	N;ACC;FEM;SG
experiencia	πείρα	experiencia	πείρα	N;FEM;SG	N;NOM;FEM;SG
abierto	ανοικτό	abierto	ανοιχτός	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
instituciones	ιδρύματα	institución	ίδρυμα	N;FEM;PL	N;NOM;NEUT;PL
instituciones	θεσμοί	institución	θεσμός	N;FEM;PL	N;NOM;MASC;PL
instituciones	όργανα	institución	όργανο	N;FEM;PL	N;NOM;NEUT;PL
monasterio	μοναστήρι	monasterio	μοναστήρι	N;MASC;SG	N;NOM;NEUT;SG
monasterio	μονή	monasterio	μονή	N;MASC;SG	N;NOM;FEM;SG
inicialmente	αρχικώς	inicialmente	αρχικώς	ADV	ADV
inicialmente	αρχικά	inicialmente	αρχικά	ADV	ADV
nota	νότα	nota	νότος	N;FEM;SG	N;NOM;FEM;SG
nota	σημείωμα	nota	σημείωμα	N;FEM;SG	N;NOM;NEUT;SG
nota	σημείωση	nota	σημείωση	N;FEM;SG	N;NOM;FEM;SG
concurso	ανταγωνισμού	concurso	ανταγωνισμός	N;MASC;SG	N;GEN;MASC;SG
concurso	διαγωνισμός	concurso	διαγωνισμός	N;MASC;SG	N;NOM;MASC;SG
concurso	ανταγωνισμός	concurso	ανταγωνισμός	N;MASC;SG	N;NOM;MASC;SG
concurso	διαγωνισμός	concurso	διαγωνισμός	N;MASC;SG	N;NOM;MASC;SG
concurso	διαγωνισμό	concurso	διαγωνισμός	N;MASC;SG	N;ACC;MASC;SG
seguir	ακολούθησε	seguir	ακολουθώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
seguir	ακολουθήστε	seguir	ακολουθώ	V;NFIN	V;PFV;IND;PL;2;FIN;PASS
seguir	ακολουθείστε	seguir	ακολουθώ	V;NFIN	V;IPFV;IND;PL;2;FIN;ACT
altitud	υψόμετρο	altitud	υψόμετρο	N;FEM;SG	N;NOM;NEUT;SG
altitud	ύψος	altitud	ύψος	N;FEM;SG	N;NOM;NEUT;SG
altitud	υψόμετρο	altitud	υψόμετρο	N;FEM;SG	N;NOM;NEUT;SG
altitud	ανύψωση	altitud	ανύψωση	N;FEM;SG	N;ACC;FEM;SG
dólares	δολάρια	dólar	δολάριο	N;MASC;PL	N;NOM;NEUT;PL
dólares	δολλάρια	dólar	δολλάριο	N;MASC;PL	N;NOM;NEUT;PL
actuación	επίδοση	actuación	επίδοση	N;FEM;SG	N;ACC;FEM;SG
actuación	απόδοση	actuación	απόδοση	N;FEM;SG	N;ACC;FEM;SG
actuación	παράσταση	actuación	παράσταση	N;FEM;SG	N;ACC;FEM;SG
actuación	ηθοποιία	actuación	ηθοποιία	N;FEM;SG	N;NOM;FEM;SG
actuación	υποκριτική	actuación	υποκριτικός	N;FEM;SG	N;NOM;FEM;SG
peces	ψάρια	pez	ψάριος	N;MASC;PL	N;NOM;NEUT;PL
ascenso	προαγωγή	ascenso	προαγωγή	N;MASC;SG	N;ACC;FEM;SG
ascenso	προώθηση	ascenso	προώθηση	N;MASC;SG	N;ACC;FEM;SG
ascenso	ανάβαση	ascenso	ανάβαση	N;MASC;SG	N;ACC;FEM;SG
ascenso	ανάβαση	ascenso	ανάβαση	N;MASC;SG	N;ACC;FEM;SG
ascenso	αναρρίχηση	ascenso	αναρρίχηση	N;MASC;SG	N;ACC;FEM;SG
planeta	πλανήτης	planeta	πλανήτης	N;MASC;SG	N;NOM;MASC;SG
planeta	πλανήτη	planeta	πλανήτης	N;MASC;SG	N;ACC;MASC;SG
monumento	μνημείο	monumento	μνημείο	N;MASC;SG	N;NOM;NEUT;SG
monumento	μεμόριαλ	monumento	μεμόριαλ	N;MASC;SG	N;NOM;NEUT;SG
monumento	μνημείο	monumento	μνημείο	N;MASC;SG	N;NOM;NEUT;SG
marcha	μαρτίου	marcha	μάρτιος	N;FEM;SG	N;GEN;MASC;SG
marcha	μάρτιος	marcha	μάρτιος	N;FEM;SG	N;NOM;MASC;SG
marcha	μάρτιο	marcha	μάρτιο	N;FEM;SG	N
representación	αντιπροσώπευση	representación	αντιπροσώπευση	N;FEM;SG	N;NOM;FEM;SG
representación	εκπροσώπηση	representación	εκπροσώπηση	N;FEM;SG	N;ACC;FEM;SG
representación	αναπαράσταση	representación	αναπαράσταση	N;FEM;SG	N;ACC;FEM;SG
turismo	τουρισμός	turismo	τουρισμός	N;MASC;SG	N;NOM;MASC;SG
turismo	τουρισμού	turismo	τουρισμός	N;MASC;SG	N;GEN;MASC;SG
turismo	τουρίστα	turismo	τουρίστα	N;MASC;SG	N;NOM;MASC;SG
turismo	τουρίστας	turismo	τουρίστας	N;MASC;SG	N;NOM;MASC;SG
publicaciones	θέσεις	publicación	θέση	N;FEM;PL	N;NOM;FEM;PL
publicaciones	δημοσιεύσεις	publicación	δημοσίευση	N;FEM;PL	N;NOM;FEM;PL
publicaciones	δημοσιεύσεις	publicación	δημοσίευση	N;FEM;PL	N;NOM;FEM;PL
publicaciones	εκδόσεις	publicación	έκδοση	N;FEM;PL	N;NOM;FEM;PL
ingeniería	μηχανοστάσιο	ingeniería	μηχανοστάσιο	N;FEM;SG	N;NOM;NEUT;SG
frecuencia	συχνότητα	frecuencia	συχνότητα	N;FEM;SG	N;ACC;FEM;SG
semanas	βδομάδες	semana	βδομάδα	N;FEM;PL	N;NOM;FEM;PL
semanas	εβδομάδων	semana	εβδομάδα	N;FEM;PL	N;GEN;FEM;PL
semanas	εβδομάδες	semana	εβδομάδα	N;FEM;PL	N;NOM;FEM;PL
olímpico	ολυμπιακή	olímpico	ολυμπιακός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
olímpico	ολυμπιακός	olímpico	ολυμπιακός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
piezas	μέρη	pieza	μέρος	N;FEM;PL	N;NOM;NEUT;PL
piezas	τεμάχια	pieza	τεμάχιος	N;FEM;PL	N;NOM;NEUT;PL
piezas	κομμάτια	pieza	κομμάτι	N;FEM;PL	N;NOM;NEUT;PL
participar	συμμετέχετε	participar	συμμετέχω	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
participar	συμμετάσχετε	participar	συμμετέχω	V;NFIN	V;PFV;IND;PL;2;FIN;ACT
participar	συμμετέχουν	participar	συμμετέχω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
poner	βάλτε	poner	βάλτε	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
poner	βάλε	poner	βάλε	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
carmen	καρμέλ	carmen	καρμέλ	N;MASC;SG	N
religión	θρησκεία	religión	θρησκεία	N;FEM;SG	N;NOM;FEM;SG
estaciones	εποχές	estación	εποχή	N;FEM;PL	N;NOM;FEM;PL
estaciones	σταθμούς	estación	σταθμός	N;FEM;PL	N;ACC;MASC;PL
estaciones	σταθμοί	estación	σταθμός	N;FEM;PL	N;NOM;MASC;PL
escuelas	σχολεία	escuela	σχολείο	N;FEM;PL	N;NOM;NEUT;PL
escuelas	σχολές	escuela	σχολή	N;FEM;PL	N;NOM;FEM;PL
elección	εκλογή	elección	εκλογή	N;FEM;SG	N;NOM;FEM;SG
elección	επιλογή	elección	επιλογή	N;FEM;SG	N;NOM;FEM;SG
clases	μαθήματα	clase	μάθημα	N;FEM;PL	N;NOM;NEUT;PL
clases	τάξεις	clase	τάξη	N;FEM;PL	N;NOM;FEM;PL
clases	μαθήματα	clase	μάθημα	N;FEM;PL	N;NOM;NEUT;PL
clases	κλάσεις	clase	κλάση	N;FEM;PL	N;NOM;FEM;PL
completamente	πλήρως	completamente	πλήρως	ADV	ADV
completamente	εντελώς	completamente	εντελώς	ADV	ADV
vuelo	πέταγμα	vuelo	πέταγμα	N;MASC;SG	N;NOM;NEUT;SG
vuelo	ιπτάμενο	vuelo	ιπτάμενος	N;MASC;SG	N;NOM;NEUT;SG
vuelo	φυγή	vuelo	φυγή	N;MASC;SG	N;ACC;FEM;SG
vuelo	πτήση	vuelo	πτήση	N;MASC;SG	N;NOM;FEM;SG
parlamento	βουλή	parlamento	βουλή	N;MASC;SG	N;NOM;FEM;SG
parlamento	κοινοβούλιο	parlamento	κοινοβούλιο	N;MASC;SG	N;NOM;NEUT;SG
parlamento	κοινοβουλίου	parlamento	κοινοβούλιο	N;MASC;SG	N;GEN;NEUT;SG
titular	επικεφαλίδα	titular	επικεφαλίδα	N;MASC;SG	N;NOM;FEM;SG
titular	κάτοχος	titular	κάτοχος	N;MASC;SG	N;NOM;MASC;SG
florida	φλόριδα	florida	φλόριδα	N;FEM;SG	N;NOM;SG
rápidamente	γρήγορα	rápidamente	γρήγορα	ADV	ADV
sabe	ξέρει	saber	ξέρω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
league	πρωτάθλημα	league	πρωτάθλημα	N;FEM;SG	N;NOM;NEUT;SG
nave	σκάφος	nave	σκάφος	N;FEM;SG	N;NOM;NEUT;SG
nave	καράβι	nave	καράβι	N;FEM;SG	N;NOM;NEUT;SG
nave	πλοίο	nave	πλοίο	N;FEM;SG	N;NOM;NEUT;SG
isleños	νησιώτη	isleño	νησίωτος	N;MASC;PL	N
isleños	νησιώτες	isleño	νησιώτης	N;MASC;PL	N;NOM;MASC;PL
posibilidad	δυνατότητα	posibilidad	δυνατότητα	N;FEM;SG	N;ACC;FEM;SG
posibilidad	πιθανότητα	posibilidad	πιθανότητα	N;FEM;SG	N;ACC;FEM;SG
destaca	επισημαίνει	destacar	επισημαίνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
directo	άμεσο	directo	άμεσος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
directo	άμεση	directo	άμεσος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
directo	άμεσος	directo	άμεσος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
sucesor	διάδοχος	sucesor	διάδοχος	N;MASC;SG	N;NOM;MASC;SG
sucesor	διάδοχο	sucesor	διάδοχος	N;MASC;SG	N;ACC;MASC;SG
presidencia	προεδρία	presidencia	προεδρία	N;FEM;SG	N;NOM;FEM;SG
contrario	αντίθετο	contrario	αντίθετο	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
totalmente	πλήρως	totalmente	πλήρως	ADV	ADV
totalmente	εντελώς	totalmente	εντελώς	ADV	ADV
totalmente	εντελώς	totalmente	εντελώς	ADV	ADV
oficialmente	επισήμως	oficialmente	επίσημα	ADV	ADV
oficialmente	επίσημα	oficialmente	επίσημα	ADV	ADV
autoridades	αρχές	autoridad	αρχή	N;FEM;PL	N;NOM;FEM;PL
autoridades	αρχες	autoridad	αρχή	N;FEM;PL	N;NOM;FEM;PL
pista	τροχιά	pista	τροχιά	N;FEM;SG	N;NOM;FEM;SG
pista	πίστα	pista	πίστα	N;FEM;SG	N;ACC;FEM;SG
pista	διάδρομος	pista	διάδρομος	N;FEM;SG	N;NOM;MASC;SG
pista	διάδρομο	pista	διάδρομος	N;FEM;SG	N;ACC;MASC;SG
pista	υπόδειξη	pista	υπόδειξη	N;FEM;SG	N;ACC;FEM;SG
botánico	βοτανολόγος	botánico	βοτανολόγος	N;MASC;SG	N;NOM;MASC;SG
iglesias	εκκλησίες	iglesia	εκκλησία	N;FEM;PL	N;NOM;FEM;PL
composición	σύνθεση	composición	σύνθεση	N;FEM;SG	N;ACC;FEM;SG
método	τροπος	método	τροπος	N;MASC;SG	N;NOM;MASC;SG
método	μέθοδος	método	μέθοδος	N;MASC;SG	N;NOM;FEM;SG
concierto	κονσέρτο	concierto	κονσέρτο	N;MASC;SG	N;NOM;NEUT;SG
concierto	κονσέρτο	concierto	κονσέρτο	N;MASC;SG	N;NOM;NEUT;SG
concierto	συναυλία	concierto	συναυλία	N;MASC;SG	N;ACC;FEM;SG
