年	イヤー	年	イヤー	N	N
重量	重み	重量	重み	N	N
重量	重量	重量	重量	N	N
重量	体重	重量	体重	N	N
依然	まだ	依然	まだ	ADV	ADV
化學	化学	化學	化学	N	N
化學	化学	化學	化学	N	N
乾	ドライ	乾	ドライ	N	N
房屋	ハウス	房屋	ハウス	N	N
房屋	家屋	房屋	家屋	N	N
基金	財団	基金	財団	N	N
基金	ファンデーション	基金	ファンデーション	N	N
基金	ファウンデーション	基金	ファウンデーション	N	N
老師	教員	老師	教員	N	N
老師	教師	老師	教師	N	N
老師	先生	老師	先生	N	N
經紀	ブローカー	經紀	ブローカー	N	N
刻	彫刻	刻	彫刻	N	N
平原	無地	平原	無地	N	N
證明	証明	證明	証明	V	V
佔領	占領	佔領	占領	V	V
幸福	幸福	幸福	幸福	N	N
幸福	ハッピー	幸福	ハッピー	N	N
弟弟	兄弟	弟弟	兄弟	N	N
城堡	キャッスル	城堡	キャッスル	N	N
歡迎	歓迎	歡迎	歓迎	V	V
影像	画像	影像	画像	N	N
影像	イメージ	影像	イメージ	N	N
影像	画像	影像	画像	N	N
影像	イメージ	影像	イメージ	N	N
影像	イメージング	影像	イメージング	N	N
吻	接吻	吻	接吻	N	N
火山	火山	火山	火山	N	N
廟	寺院	廟	寺院	N	N
廟	神殿	廟	神殿	N	N
腳	フィート	腳	フィート	N	N
腳	両足	腳	両足	N	N
腳	フィート	腳	フィート	N	N
產業	業界	產業	業界	N	N
產業	産業	產業	産業	N	N
產業	不動産	產業	不動産	N	N
裝置	デバイス	裝置	デバイス	N	N
裝置	機器	裝置	機器	N	N
裝置	インストール	裝置	インストール	N	N
裝置	デバイス	裝置	デバイス	N	N
裝置	機器	裝置	機器	N	N
現象	現象	現象	現象	N	N
現象	現象	現象	現象	N	N
女孩	ガール	女孩	ガール	N	N
女孩	少女	女孩	少女	N	N
女孩	女	女孩	女	N	N
年輕	若い	年輕	若い	ADJ	ADJ
早上	モーニング	早上	モーニング	N	N
商品	製品	商品	製品	N	N
商品	プロダクト	商品	プロダクト	N	N
商品	商品	商品	商品	N	N
商品	貨物	商品	貨物	N	N
商品	物品	商品	物品	N	N
商品	プロダクト	商品	プロダクト	N	N
商品	商品	商品	商品	N	N
商品	製品	商品	製品	N	N
商品	商品	商品	商品	N	N
受傷	怪我	受傷	怪我	V	V
狀況	近況	狀況	近況	N	N
狀況	状態	狀況	状態	N	N
狀況	条件	狀況	条件	N	N
放棄	破棄	放棄	破棄	V	V
小組	パネル	小組	パネル	N	N
承認	認識	承認	認識	V	V
承認	認定	承認	認定	V	V
年齡	年齢	年齡	年齢	N	N
年齡	年齢	年齡	年齢	N	N
嶺	尾根	嶺	尾根	N	N
序	プロローグ	序	プロローグ	N	N
派遣	派遣	派遣	派遣	V	V
派遣	発送	派遣	発送	V	V
泥	粘土	泥	粘土	N	N
提及	言及	提及	言及	V	V
提及	言及	提及	言及	V	V
訪問	訪問	訪問	訪問	V	V
訪問	訪問	訪問	訪問	V	V
拳	こぶし	拳	こぶしむ	N	N
衛星	衛星	衛星	衛星	N	N
正面	陽性	正面	陽性	N	N
愛情	ラブ	愛情	ラブ	N	N
生日	生年月	生日	生年月	N	N
生日	バースデー	生日	バースデー	N	N
蟹	カニ	蟹	カニ	N	N
蟹	カニ	蟹	カニ	N	N
邨	不動産	邨	不動産	N	N
放送	放送	放送	放送	V	V
理想	理想	理想	理想	N	N
理想	理想	理想	理想	N	N
桃	ピーチ	桃	ピーチ	N	N
忽略	無視	忽略	無視	V	V
忽略	無視	忽略	無視	V	V
農業	農業	農業	農業	N	N
農業	農業	農業	農業	N	N
農業	農業	農業	農業	N	N
活	ライブ	活	ライブ	N	N
舞蹈	ダンス	舞蹈	ダンス	N	N
舞蹈	ダンス	舞蹈	ダンス	N	N
舞蹈	ダンシング	舞蹈	ダンシング	N	N
丸	錠剤	丸	錠剤	N	N
衝突	紛争	衝突	紛争	N	N
衝突	コンフリクト	衝突	コンフリクト	N	N
衝突	紛争	衝突	紛争	N	N
衝突	コンフリクト	衝突	コンフリクト	N	N
湖泊	湖沼	湖泊	湖沼	N	N
確認	確認	確認	確認	V	V
確認	確認	確認	確認	V	V
調整	調整	調整	調整	V	V
調整	補正	調整	補正	V	V
調整	調整	調整	調整	V	V
調整	調節	調整	調節	V	V
調整	調整	調整	調整	V	V
犬	イヌ	犬	イヌ	N	N
編劇	脚本	編劇	脚本	N	N
編劇	作家	編劇	作家	N	N
編劇	ライター	編劇	ライター	N	N
粒子	粒子	粒子	粒子	N	N
粒子	パーティクル	粒子	パーティクル	N	N
粒子	粒子	粒子	粒子	N	N
成本	費用	成本	費用	N	N
成本	原価	成本	原価	N	N
成本	コスト	成本	コスト	N	N
成本	費用	成本	費用	N	N
成本	コスト	成本	コスト	N	N
接收	受け取る	接收	受け取る	V	V
接收	受信	接收	受信	V	V
接收	受信	接收	受信	V	V
接收	受付	接收	受付	V	V
數字	フィギュア	數字	フィギュア	N	N
數字	番号	數字	番号	N	N
數字	数値	數字	数値	N	N
數字	ナンバー	數字	ナンバー	N	N
數字	数字	數字	数字	N	N
數字	数値	數字	数値	N	N
常見	共通	常見	共通	V	V
冰川	氷河	冰川	氷河	N	N
通知	通知	通知	通知	V	V
通知	通知	通知	通知	V	V
通知	告知	通知	告知	V	V
通知	通知	通知	通知	V	V
通知	届出	通知	届出	V	V
鼓	ドラム	鼓	ドラム	N	N
鼓	太鼓	鼓	太鼓	N	N
鼓	ドラム	鼓	ドラム	N	N
鼓	太鼓	鼓	太鼓	N	N
裝甲	アーマー	裝甲	アーマー	N	N
裝甲	装甲	裝甲	装甲	N	N
裝甲	装甲	裝甲	装甲	N	N
政治	政治家	政治	政治家	N	N
政治	政治家	政治	政治家	N	N
上升	上昇	上升	上昇	V	V
丈夫	主人	丈夫	主人	N	N
黃金	ゴールデン	黃金	ゴールデン	N	N
黃金	黄金	黃金	黄金	N	N
黃金	ゴールド	黃金	ゴールド	N	N
醫學	医学	醫學	医学	N	N
醫學	医学	醫學	医学	N	N
到	到着	到	到着	V	V
紅色	赤色	紅色	赤色	N	N
紅色	レッド	紅色	レッド	N	N
商人	商人	商人	商人	N	N
商人	ビジネスマン	商人	ビジネスマン	N	N
商人	商人	商人	商人	N	N
成	達成	成	達成	V	V
金屬	メタル	金屬	メタル	N	N
金屬	金属	金屬	金属	N	N
金屬	金属	金屬	金属	N	N
改編	適応	改編	適応	V	V
收購	買収	收購	買収	V	V
安裝	設置	安裝	設置	V	V
大街	アベニュー	大街	アベニュー	N	N
糖	キャンディ	糖	キャンディ	N	N
糖	キャンディー	糖	キャンディー	N	N
糖	砂糖	糖	砂糖	N	N
動作	アクション	動作	アクション	N	N
半島	半島	半島	半島	N	N
半島	半島	半島	半島	N	N
分裂	スプリット	分裂	スプリット	N	N
分裂	除算	分裂	除算	N	N
隊伍	チーム	隊伍	チーム	N	N
隊伍	チーム	隊伍	チーム	N	N
收藏	コレクション	收藏	コレクション	N	N
收藏	コレクション	收藏	コレクション	N	N
能源	エネルギー	能源	エネルギー	N	N
暴力	暴力	暴力	暴力	N	N
人們	ピープル	人	ピープル	N;PL	N
暗	ダーク	暗	ダーク	N	N
壁	ウォール	壁	ウォール	N	N
知識	知識	知識	知識	N	N
粉	ピンク	粉	ピンク	N	N
粉	粉末	粉	粉末	N	N
粉	パウダー	粉	パウダー	N	N
預計	期待	預計	期待	V	V
顏色	カラー	顏色	カラー	N	N
顏色	カラー	顏色	カラー	N	N
顏色	カラー	顏色	カラー	N	N
顏色	カラー	顏色	カラー	N	N
團隊	チーム	團隊	チーム	N	N
團隊	チーム	團隊	チーム	N	N
碳	炭素	碳	炭素	N	N
分支	支店	分支	支店	N	N
分支	支社	分支	支社	N	N
分支	ブランチ	分支	ブランチ	N	N
分支	支部	分支	支部	N	N
拆除	解体	拆除	解体	V	V
拆除	解体	拆除	解体	V	V
女神	女神	女神	女神	N	N
律師	弁護士	律師	弁護士	N	N
律師	弁護士	律師	弁護士	N	N
年份	年数	年份	年数	N	N
年份	イヤー	年份	イヤー	N	N
免費	無料	免費	無料	N	N
物質	物質	物質	物質	N	N
大致	おおよそ	大致	おおよそ		
家人	家族	家人	家族	N	N
任期	用語	任期	用語	N	N
永久	パーマネント	永久	パーマネント	N	N
分配	割り当て	分配	割り当てる	V	V
分配	分布	分配	分布	V	V
分配	流通	分配	流通	V	V
幻想	ファンタジー	幻想	ファンタジー	N	N
幻想	幻想	幻想	幻想	N	N
幻想	イリュージョン	幻想	イリュージョン	N	N
幻想	錯覚	幻想	錯覚	N	N
幻想	幻想	幻想	幻想	N	N
購買	購入	購買	購入	V	V
購買	買う	購買	買う	V	V
購買	購入	購買	購入	V	V
購買	購入	購買	購入	V	V
購買	購入	購買	購入	V	V
購買	購入	購買	購入	V	V
經驗	エクスペリエンス	經驗	エクスペリエンス	N	N
經驗	エクスペリエンス	經驗	エクスペリエンス	N	N
治療	治療	治療	治療	N	N
治療	セラピー	治療	セラピー	N	N
治療	トリートメント	治療	トリートメント	N	N
治療	待遇	治療	待遇	N	N
治療	治療	治療	治療	N	N
玻璃	グラス	玻璃	グラス	N	N
玻璃	ガラス	玻璃	ガラス	N	N
學術	アカデミック	學術	アカデミック	N	N
結合	組み合わせ	結合	組み合わせる	V	V
推動	押す	推動	押す	V	V
港口	港湾	港口	港湾	N	N
港口	ポート	港口	ポート	N	N
港口	ポート	港口	ポート	N	N
穩定	安定	穩定	安定	N	N
氣	気体	氣	気体	N	N
氣	ガス	氣	ガス	N	N
法官	ジャッジ	法官	ジャッジ	N	N
法官	裁判官	法官	裁判官	N	N
法官	裁判官	法官	裁判官	N	N
古典	クラシック	古典	クラシック	N	N
古典	古典	古典	古典	N	N
古典	クラシック	古典	クラシック	N	N
古典	古典	古典	古典	N	N
市區	下町	市區	下町	N	N
共和	共和制	共和	共和制	N	N
共和	共和国	共和	共和国	N	N
教宗	教皇	教宗	教皇	N	N
角度	角度	角度	角度	N	N
角度	アングル	角度	アングル	N	N
角度	アングル	角度	アングル	N	N
地址	アドレス	地址	アドレス	N	N
地址	アドレス	地址	アドレス	N	N
地址	住所	地址	住所	N	N
身分	アイデンティティー	身分	アイデンティティー	N	N
身分	アイデンティティ	身分	アイデンティティ	N	N
碼	コード	碼	コード	N	N
碼	符号	碼	符号	N	N
碼	ヤード	碼	ヤード	N	N
碼	ヤード	碼	ヤード	N	N
感染	感染	感染	感染	V	V
保障	保証	保障	保証	N	N
保障	保証	保障	保証	N	N
保障	保証	保障	保証	N	N
原則	原理	原則	原理	N	N
原則	教義	原則	教義	N	N
原則	原理	原則	原理	N	N
收集	徴収	收集	徴収	V	V
收集	集める	收集	集める	V	V
收集	収集	收集	収集	V	V
簡單	シンプル	簡單	シンプル	ADJ	ADJ
簡單	簡単	簡單	簡単	ADJ	ADJ
簡單	単純	簡單	単純	ADJ	ADJ
簡單	易しい	簡單	易しい	ADJ	ADJ
簡單	やさしい	簡單	やさしい	ADJ	ADJ
簡單	簡単	簡單	簡単	ADJ	ADJ
男人	男性	男人	男性	N	N
男人	メン	男人	メン	N	N
男人	男性	男人	男性	N	N
規則	規則	規則	規則	N	N
規則	ルール	規則	ルール	N	N
法庭	法廷	法庭	法廷	N	N
法庭	コート	法庭	コート	N	N
法庭	裁判所	法庭	裁判所	N	N
法庭	裁判所	法庭	裁判所	N	N
榮譽	名誉	榮譽	名誉	N	N
榮譽	名誉	榮譽	名誉	N	N
出售	売る	出售	売る	V	V
民間	フォーク	民間	フォーク	N	N
妹妹	姉妹	妹妹	姉妹	N	N
表達	表現	表達	表現	V	V
吸收	吸収	吸收	吸収	V	V
吸收	吸収	吸收	吸収	V	V
成人	成人	成人	成人	N	N
成人	大人	成人	大人	N	N
成人	大人	成人	大人	N	N
整合	インテグレーション	整合	インテグレーション	N	N
整合	併合	整合	併合	N	N
供應	供給	供應	供給	V	V
祖父	おじいさん	祖父	おじいさん	N	N
祖父	祖父	祖父	祖父	N	N
哥哥	兄弟	哥哥	兄弟	N	N
終於	ついに	終於	ついに	ADV	ADV
終於	やっと	終於	やっと	ADV	ADV
終於	遂に	終於	遂にる	ADV	ADV
龜	カメ	龜	カメ	N	N
醫生	医師	醫生	医師	N	N
醫生	ドクター	醫生	ドクター	N	N
醫生	先生	醫生	先生	N	N
醫生	医者	醫生	医者	N	N
教師	教員	教師	教員	N	N
教師	教師	教師	教師	N	N
教師	先生	教師	先生	N	N
教師	教員	教師	教員	N	N
教師	教師	教師	教師	N	N
總理	プレミア	總理	プレミア	N	N
伯爵	カウント	伯爵	カウント	N	N
親王	プリンス	親王	プリンス	N	N
特徵	機能	特徵	機能	N	N
特徵	特徴	特徵	特徴	N	N
特徵	特性	特徵	特性	N	N
特徵	特色	特徵	特色	N	N
特徵	特徴	特徵	特徴	N	N
特徵	機能	特徵	機能	N	N
特徵	特徴	特徵	特徴	N	N
特徵	特徴	特徵	特徴	N	N
特徵	特性	特徵	特性	N	N
改建	改変	改建	改変	V	V
政黨	パーティ	政黨	パーティ	N	N
政黨	パーティー	政黨	パーティー	N	N
入口	玄関	入口	玄関	N	N
入口	入口	入口	入口	N	N
路口	交差点	路口	交差点	N	N
危機	危機	危機	危機	N	N
危機	危機	危機	危機	N	N
指示	指示	指示	指示	V	V
指示	命令	指示	命令	V	V
指示	指示	指示	指示	V	V
東南	東南	東南	東南	N	N
東南	南東	東南	南東	N	N
東南	南東	東南	南東	N	N
憲法	体質	憲法	体質	N	N
憲法	憲法	憲法	憲法	N	N
天然	自然	天然	自然	ADJ	ADJ
打破	休憩	打破	休憩	V	V
打破	区切り	打破	区切り	V	V
打破	速報	打破	速報	V	V
駕駛	運転	駕駛	運転	V	V
恐龍	恐竜	恐龍	恐竜	N	N
恐龍	恐竜	恐龍	恐竜	N	N
特性	特徴	特性	特徴	N	N
特性	特性	特性	特性	N	N
特性	特性	特性	特性	N	N
特性	特色	特性	特色	N	N
特性	特徴	特性	特徴	N	N
名人	有名人	名人	有名人	N	N
名人	有名人	名人	有名人	N	N
移除	削除	移除	削除	V	V
移除	取り除く	移除	取り除く	V	V
笑	笑顔	笑	笑顔	N	N
笑	スマイル	笑	スマイル	N	N
總督	知事	總督	知事	N	N
通訊	通信	通訊	通信	N	N
通訊	コミュニケーション	通訊	コミュニケーション	N	N
通訊	ニュースレター	通訊	ニュースレター	N	N
通訊	会報	通訊	会報	N	N
通訊	通信	通訊	通信	N	N
通訊	コミュニケーション	通訊	コミュニケーション	N	N
商店	ショップ	商店	ショップ	N	N
商店	店舗	商店	店舗	N	N
商店	ショップ	商店	ショップ	N	N
商店	店舗	商店	店舗	N	N
商店	ストア	商店	ストア	N	N
延長	拡張	延長	拡張	V	V
延長	延長	延長	延長	V	V
延長	延長	延長	延長	V	V
延長	延長	延長	延長	V	V
裝備	道具	裝備	道具	N	N
裝備	機器	裝備	機器	N	N
裝備	機材	裝備	機材	N	N
裝備	歯車	裝備	歯車	N	N
裝備	ギア	裝備	ギア	N	N
裝備	服装	裝備	服装	N	N
裝備	衣装	裝備	衣装	N	N
顧問	コンサルタント	顧問	コンサルタント	N	N
顧問	顧問	顧問	顧問	N	N
顧問	コンサルタント	顧問	コンサルタント	N	N
醫療	医学	醫療	医学	N	N
細胞	セル	細胞	セル	N	N
細胞	セル	細胞	セル	N	N
患者	患者	患者	患者	N	N
患者	患者	患者	患者	N	N
劇情	ドラマ	劇情	ドラマ	N	N
劇情	プロット	劇情	プロット	N	N
急	ラッシュ	急	ラッシュ	N	N
男	俳優	男	俳優	N	N
中間	真ん中	中間	真ん中	N	N
中間	ミドル	中間	ミドル	N	N
中間	中間	中間	中間	N	N
中間	中級	中間	中級	N	N
文獻	文学	文獻	文学	N	N
文獻	文芸	文獻	文芸	N	N
蜥	トカゲ	蜥	トカゲ	N	N
暫停	休止	暫停	休止	V	V
暫停	休止	暫停	休止	V	V
原型	プロトタイプ	原型	プロトタイプ	N	N
原型	プロトタイプ	原型	プロトタイプ	N	N
百萬	百万	百萬	百万	NUM	NUM
聲音	サウンド	聲音	サウンド	N	N
聲音	ボイス	聲音	ボイス	N	N
聲音	音声	聲音	音声	N	N
測量	測定	測量	測定	V	V
測量	測定	測量	測定	V	V
測量	測定	測量	測定	V	V
測量	計測	測量	計測	V	V
測量	測定	測量	測定	V	V
買	買う	買	買う	V	V
買	購入	買	購入	V	V
買	購入	買	購入	V	V
近代	モダン	近代	モダン	N	N
噸	トン	噸	トン	N	N
噸	トン	噸	トン	N	N
噸	トン	噸	トン	N	N
噸	トン	噸	トン	N	N
論文	随筆	論文	随筆	N	N
論文	エッセイ	論文	エッセイ	N	N
論文	用紙	論文	用紙	N	N
論文	ペーパー	論文	ペーパー	N	N
論文	テーゼ	論文	テーゼ	N	N
論文	論文	論文	論文	N	N
論文	書類	論文	書類	N	N
直播	放送	直播	放送	V	V
直播	配信	直播	配信	V	V
直播	生きる	直播	生きる	V	V
游泳	水泳	游泳	水泳	N	N
游泳	スイミング	游泳	スイミング	N	N
游泳	競泳	游泳	競泳	N	N
游泳	水泳	游泳	水泳	N	N
反映	反映	反映	反映	V	V
常常	しばしば	常常	しばしば	ADV	ADV
創造	創造	創造	創造	V	V
創造	作成	創造	作成	V	V
經典	古典	經典	古典	N	N
經典	クラシック	經典	クラシック	N	N
經典	古典	經典	古典	N	N
權力	権力	權力	権力	N	N
權力	パワー	權力	パワー	N	N
公眾	公衆	公眾	公衆	N	N
公眾	パブリック	公眾	パブリック	N	N
工廠	プラント	工廠	プラント	N	N
工廠	植物	工廠	植物	N	N
工廠	工場	工廠	工場	N	N
工廠	工場	工廠	工場	N	N
書院	カレッジ	書院	カレッジ	N	N
書院	大学	書院	大学	N	N
領袖	リーダー	領袖	リーダー	N	N
政權	政権	政權	政権	N	N
標誌	ロゴ	標誌	ロゴ	N	N
標誌	サイン	標誌	サイン	N	N
電話	電話	電話	電話	N	N
電話	コール	電話	コール	N	N
電話	電話	電話	電話	N	N
電話	電話	電話	電話	N	N
堆	パイル	堆	パイル	N	N
堆	ヒープ	堆	ヒープ	N	N
市長	町長	市長	町長	N	N
市長	市長	市長	市長	N	N
肉	食肉	肉	食肉	N	N
規模	スケール	規模	スケール	N	N
規模	縮尺	規模	縮尺	N	N
規模	目盛	規模	目盛	N	N
大師	マスター	大師	マスター	N	N
抵達	到着	抵達	到着	V	V
抵達	到着	抵達	到着	V	V
會員	会員	會員	会員	N	N
會員	メンバー	會員	メンバー	N	N
抵抗	抵抗	抵抗	抵抗	V	V
附加	添付	附加	添付	V	V
附加	取り付ける	附加	取り付ける	V	V
附加	追加	附加	追加	V	V
春秋	スプリング	春秋	スプリング	N	N
沿海	海岸	沿海	海岸	N	N
月刊	毎月	月刊	毎月	N	N
月刊	月間	月刊	月間	N	N
月刊	月刊	月刊	月刊	N	N
註冊	登録	註冊	登録	V	V
註冊	登録	註冊	登録	V	V
定居	和解	定居	和解	V	V
違反	違反	違反	違反	V	V
違反	違反	違反	違反	V	V
性質	ネイチャー	性質	ネイチャー	N	N
沿岸	海岸	沿岸	海岸	N	N
天體	オブジェクト	天體	オブジェクト	N	N
天體	オブジェクト	天體	オブジェクト	N	N
當局	当局	當局	当局	N	N
合唱	コーラス	合唱	コーラス	N	N
行走	歩く	行走	歩く	V	V
登陸	着陸	登陸	着陸	V	V
登陸	上陸	登陸	上陸	V	V
回答	回答	回答	回答	V	V
回答	答え	回答	答える	V	V
回答	答弁	回答	答弁	V	V
指令	手順	指令	手順	N	N
封面	表紙	封面	表紙	N	N
