van	din	van	din	ADP	ADP;ACC
viool	vioara	viool	vioară	N;MASC+FEM;SG	N;DEF;FEM;SG
tak	creanga	tak	creangă	N;MASC+FEM;SG	N;DEF;FEM;SG
tak	ramura	tak	ramura	N;MASC+FEM;SG	N;DEF;FEM;SG
tak	filiala	tak	filială	N;MASC+FEM;SG	N;DEF;FEM;SG
tak	sucursala	tak	sucursală	N;MASC+FEM;SG	N;DEF;FEM;SG
monumenten	monumente	monument	monument	N;PL	N;INDF;FEM;PL
monumenten	monumentele	monument	monument	N;PL	N;DEF;FEM;PL
senator	senatorul	senator	senator	N;MASC+FEM;SG	N;DEF;MASC;SG
senator	senator	senator	senator	N;MASC+FEM;SG	N;INDF;MASC;SG
traject	traiectorie	traject	traiectorie	N;NEUT;SG	N;INDF;FEM;SG
traject	traiectoria	traject	traiectorie	N;NEUT;SG	N;DEF;FEM;SG
bewoners	locuitori	bewoner	locuitor	N;PL	N;INDF;MASC;PL
bewoners	locuitori	bewoner	locuitor	N;PL	N;INDF;MASC;PL
bewoners	locuitorii	bewoner	locuitor	N;PL	N;DEF;MASC;PL
bewoners	rezidenti	bewoner	rezidenti	N;PL	N;INDF;MASC;PL
bewoners	ocupantilor	bewoner	ocupant	N;PL	N;DEF;MASC;PL
gridcolor	gridcolor	gridcolor	gridcolor	N;MASC+FEM;SG	N;INDF;MASC;SG
brown	maro	brown	maro	N;MASC+FEM;SG	N;INDF;MASC;SG
paleis	palatul	paleis	palat	N;NEUT;SG	N;DEF;MASC;SG
paleis	palat	paleis	palat	N;NEUT;SG	N;INDF;MASC;SG
paleis	palace	paleis	palac	N;NEUT;SG	N;INDF;MASC;SG
normale	normale	normaal	normal	ADJ	ADJ;INDF;FEM;PL
normale	normala	normaal	normal	ADJ	ADJ;DEF;FEM;SG
bladeren	frunze	blad	frunză	N;PL	N;INDF;FEM;PL
bladeren	frunzele	blad	frunză	N;PL	N;DEF;FEM;PL
hoeveelheid	cantitatea	hoeveelheid	cantitate	N;MASC+FEM;SG	N;DEF;FEM;SG
hoeveelheid	cantitate	hoeveelheid	cantitate	N;MASC+FEM;SG	N;INDF;FEM;SG
netwerk	reteaua	netwerk	retea	N;NEUT;SG	N;DEF;FEM;SG
netwerk	retea	netwerk	retea	N;NEUT;SG	N;DEF;FEM;SG
netwerk	retea	netwerk	retea	N;NEUT;SG	N;DEF;FEM;SG
netwerk	network	netwerk	network	N;NEUT;SG	N;INDF;MASC;SG
controle	control	controle	control	N;MASC+FEM;SG	N;INDF;MASC;SG
controle	controlul	controle	control	N;MASC+FEM;SG	N;DEF;MASC;SG
controle	audit	controle	audi	N;MASC+FEM;SG	N;INDF;MASC;SG
controle	auditul	controle	audit	N;MASC+FEM;SG	N;DEF;MASC;SG
sluiten	inchide	sluiten	inchide	V;NFIN	V;IND;SG;3;PRS;FIN
sluiten	inchide	sluiten	inchide	V;NFIN	V;IND;SG;3;PRS;FIN
scholen	scoli	school	scoli	N;PL	N;INDF;FEM;PL
scholen	scoli	school	scoli	N;PL	N;INDF;FEM;PL
bijnaam	porecla	bijnaam	poreclă	N;MASC+FEM;SG	N;DEF;FEM;SG
bijnaam	porecla	bijnaam	poreclă	N;MASC+FEM;SG	N;DEF;FEM;SG
eten	mananca	eten	mananca	V;NFIN	V;IND;SG;3;IPFV;FIN
eten	mananca	eten	mananca	V;NFIN	V;IND;SG;3;IPFV;FIN
gele	galbena	geel	galbena	ADJ	ADJ;DEF;FEM;SG
filosofie	filozofia	filosofie	filozofie	N;MASC+FEM;SG	N;DEF;FEM;SG
filosofie	filosofie	filosofie	filosofie	N;MASC+FEM;SG	N;INDF;FEM;SG
filosofie	filozofie	filosofie	filozofie	N;MASC+FEM;SG	N;INDF;FEM;SG
filosofie	filosofia	filosofie	filosofie	N;MASC+FEM;SG	N;DEF;FEM;SG
gevolgen	implicatii	gevolg	implicat	N;PL	N;INDF;FEM;PL
gevolgen	efectele	gevolg	efect	N;PL	N;DEF;FEM;PL
gevolgen	efecte	gevolg	efect	N;PL	N;INDF;FEM;PL
gevolgen	consecintele	gevolg	consecint	N;PL	N;DEF;FEM;PL
wind	vantul	wind	vant	N;MASC+FEM;SG	N;DEF;MASC;SG
wind	vantul	wind	vant	N;MASC+FEM;SG	N;DEF;MASC;SG
religieuze	religioasa	religieus	religios	ADJ	ADJ;DEF;FEM;SG
religieuze	religioase	religieus	religios	ADJ	ADJ;INDF;FEM;PL
religieuze	religioasa	religieus	religios	ADJ	ADJ;DEF;FEM;SG
religieuze	religios	religieus	religios	ADJ	ADJ;INDF;MASC;SG
overwinningen	victoriile	overwinning	victorie	N;PL	N;DEF;FEM;PL
overwinningen	victorii	overwinning	victorie	N;PL	N;INDF;FEM;PL
kader	cadrul	kader	cadru	N;NEUT;SG	N;DEF;MASC;SG
kader	cadru	kader	cadru	N;NEUT;SG	N;INDF;MASC;SG
kader	rama	kader	ramă	N;NEUT;SG	N;DEF;FEM;SG
kader	rama	kader	ramă	N;NEUT;SG	N;DEF;FEM;SG
atleet	atlet	atleet	atlet	N;MASC+FEM;SG	N;INDF;MASC;SG
vrijheid	libertate	vrijheid	libertate	N;MASC+FEM;SG	N;INDF;FEM;SG
vrijheid	libertatea	vrijheid	libertate	N;MASC+FEM;SG	N;DEF;FEM;SG
vrijheid	freedom	vrijheid	freedom	N;MASC+FEM;SG	N;INDF;MASC;SG
sporen	piese	spoor	piesă	N;PL	N;INDF;FEM;PL
sporen	urme	spoor	urmă	N;PL	N;INDF;FEM;PL
sporen	urme	spoor	urmă	N;PL	N;INDF;FEM;PL
sporen	pinteni	spoor	pinteni	N;PL	N;INDF;MASC;PL
centimeter	centimetru	centimeter	centimetru	N;MASC+FEM;SG	N;INDF;MASC;SG
centimeter	inchi	centimeter	inchi	N;MASC+FEM;SG	N;INDF;MASC
centimeter	inci	centimeter	inci	N;MASC+FEM;SG	N;INDF;MASC
centimeter	centimetru	centimeter	centimetru	N;MASC+FEM;SG	N;INDF;MASC;SG
song	cantec	song	cantec	N;MASC+FEM;SG	N;INDF;MASC;SG
song	song	song	song	N;MASC+FEM;SG	N;INDF;MASC;SG
song	melodie	song	melodie	N;MASC+FEM;SG	N;INDF;FEM;SG
song	cantec	song	cantec	N;MASC+FEM;SG	N;INDF;MASC;SG
solo	solo	solo	solo	N;MASC+FEM;SG	N;INDF;MASC;SG
variant	varianta	variant	variantă	N;MASC+FEM;SG	N;DEF;FEM;SG
variant	varianta	variant	variantă	N;MASC+FEM;SG	N;DEF;FEM;SG
schilderij	tablou	schilderij	tablou	N;NEUT;SG	N;INDF;MASC;SG
schilderij	vopsire	schilderij	vopsire	N;NEUT;SG	N;INDF;FEM;SG
schilderij	pictura	schilderij	pictură	N;NEUT;SG	N;DEF;FEM;SG
schilderij	pictura	schilderij	pictură	N;NEUT;SG	N;DEF;FEM;SG
blok	bloc	blok	bloc	N;NEUT;SG	N;INDF;MASC;SG
blok	block	blok	block	N;NEUT;SG	N;INDF;MASC;SG
vermogen	abilitate	vermogen	abilitate	N;NEUT;SG	N;INDF;FEM;SG
vermogen	capacitatea	vermogen	capacitate	N;NEUT;SG	N;DEF;FEM;SG
vermogen	abilitatea	vermogen	abilitate	N;NEUT;SG	N;DEF;FEM;SG
vermogen	capacitate	vermogen	capacitate	N;NEUT;SG	N;INDF;FEM;SG
vermogen	putere	vermogen	putere	N;NEUT;SG	N;INDF;FEM;SG
vermogen	puterea	vermogen	putere	N;NEUT;SG	N;DEF;FEM;SG
vermogen	power	vermogen	power	N;NEUT;SG	N
gebeurtenissen	evenimentele	gebeurtenis	eveniment	N;PL	N;DEF;FEM;PL
gebeurtenissen	evenimente	gebeurtenis	eveniment	N;PL	N;INDF;FEM;PL
versies	versiunile	versiezen	versiune	N;PL	N;DEF;FEM;PL
versies	versiuni	versiezen	versiune	N;PL	N;INDF;FEM;PL
provincies	provincii	provincie	provincie	N;PL	N;INDF;FEM;PL
provincies	provinciile	provincie	provincie	N;PL	N;DEF;FEM;PL
provincies	comitate	provincie	comitate	N;PL	N;INDF;FEM;PL
kom	vino	komen	vino	V;SG;PRS;FIN	V;IND;SG;2;PRS;FIN
das	cravata	das	cravat	N;MASC+FEM;SG	N;DEF;FEM;SG
das	cravata	das	cravat	N;MASC+FEM;SG	N;DEF;FEM;SG
das	badger	das	badger	N;MASC+FEM;SG	N;INDF;MASC;SG
das	das	das	das	N;MASC+FEM;SG	N;INDF;MASC;SG
actieve	active	actief	activ	ADJ	ADJ;INDF;FEM;PL
actieve	activi	actief	activ	ADJ	ADJ;INDF;MASC;PL
actieve	activ	actief	activ	ADJ	ADJ;INDF;MASC;SG
actieve	activa	actief	activa	ADJ	ADJ;DEF;FEM;SG
cambridge	cambridge	cambridge	cambridge	N;MASC+FEM;SG	N;INDF;MASC;SG
hongaarse	maghiar	hongaars	maghiar	ADJ	ADJ;INDF;MASC;SG
definitief	definitiva	definitief	definitivă	ADJ	ADJ;DEF;FEM;SG
definitief	definitive	definitief	definitiv	ADJ	ADJ;INDF;FEM;PL
bieden	oferind	bieden	oferi	V;NFIN	V;V.MSDR
bieden	ofer	bieden	oferi	V;NFIN	V;IND;SG;1;PRS;FIN
bieden	ofer	bieden	oferi	V;NFIN	V;IND;SG;1;PRS;FIN
stam	tribul	stam	trib	N;MASC+FEM;SG	N;DEF;MASC;SG
stam	trib	stam	trib	N;MASC+FEM;SG	N;INDF;MASC;SG
stam	tulpina	stam	tulpină	N;MASC+FEM;SG	N;DEF;FEM;SG
stam	stem	stam	stem	N;MASC+FEM;SG	N;INDF;MASC;SG
stam	tulpina	stam	tulpină	N;MASC+FEM;SG	N;DEF;FEM;SG
stam	tulpina	stam	tulpină	N;MASC+FEM;SG	N;DEF;FEM;SG
artiesten	artisti	artiest	artisti	N;PL	N;INDF;MASC;PL
artiesten	artisti	artiest	artisti	N;PL	N;INDF;MASC;PL
tijdelijk	temporare	tijdelijk	temporare	ADJ	ADJ;INDF;FEM;PL
hout	lemn	hout	lemn	N;NEUT;SG	N;INDF;MASC;SG
hout	lemnul	hout	lemn	N;NEUT;SG	N;DEF;MASC;SG
hout	cherestea	hout	chereste	N;NEUT;SG	N;DEF;FEM;SG
tsjechische	ceh	tsjechisch	ceh	ADJ	ADJ;INDF;MASC;SG
rij	randul	rij	rand	N;MASC+FEM;SG	N;DEF;MASC;SG
rij	row	rij	row	N;MASC+FEM;SG	N;INDF;MASC;SG
bepalen	determina	bepalen	determina	V;NFIN	V;IND;SG;3;IPFV;FIN
bepalen	determina	bepalen	determina	V;NFIN	V;IND;SG;3;IPFV;FIN
rand	marginea	rand	margine	N;MASC+FEM;SG	N;DEF;FEM;SG
rand	edge	rand	edge	N;MASC+FEM;SG	N;INDF;MASC;SG
rand	margine	rand	margine	N;MASC+FEM;SG	N;INDF;FEM;SG
rand	muchie	rand	muchie	N;MASC+FEM;SG	N;INDF;FEM;SG
rand	rim	rand	rim	N;MASC+FEM;SG	N;INDF;MASC;SG
tropische	tropical	tropisch	tropical	ADJ	ADJ;INDF;MASC;SG
tropische	tropicale	tropisch	tropical	ADJ	ADJ;INDF;FEM;PL
personages	caractere	personage	caracter	N;PL	N;INDF;FEM;PL
personages	caracterele	personage	caracter	N;PL	N;DEF;FEM;PL
personages	personajele	personage	personaj	N;PL	N;DEF;FEM;PL
personages	personaje	personage	personaj	N;PL	N;INDF;FEM;PL
bas	bas	bas	bas	N;MASC+FEM;SG	N;INDF;MASC;SG
bas	bass	bas	bass	N;MASC+FEM;SG	N;INDF;MASC;SG
bas	bas	bas	bas	N;MASC+FEM;SG	N;INDF;MASC;SG
enorme	imensa	enorm	imens	ADJ	ADJ;DEF;FEM;SG
enorme	imens	enorm	imens	ADJ	ADJ;INDF;MASC;SG
enorme	enorma	enorm	enorm	ADJ	ADJ;DEF;FEM;SG
enorme	enorma	enorm	enorm	ADJ	ADJ;DEF;FEM;SG
enorme	enorme	enorm	enorm	ADJ	ADJ;INDF;FEM;PL
enorme	masive	enorm	masiv	ADJ	ADJ;INDF;FEM;PL
enorme	masiv	enorm	masiv	ADJ	ADJ;INDF;MASC;SG
enorme	masiva	enorm	masivă	ADJ	ADJ;DEF;FEM;SG
rijn	rin	rijn	rin	N;MASC+FEM;SG	N;INDF;MASC;SG
broers	fratii	broer	frate	N;PL	N;DEF;MASC;PL
broers	fratii	broer	frate	N;PL	N;DEF;MASC;PL
broers	fratilor	broer	frate	N;PL	N;DEF;MASC;PL
verzet	rezistenta	verzet	rezistentă	N;NEUT;SG	N;DEF;FEM;SG
verzet	rezistenta	verzet	rezistentă	N;NEUT;SG	N;DEF;FEM;SG
verzet	rezistenta	verzet	rezistentă	N;NEUT;SG	N;DEF;FEM;SG
zuidelijk	sudic	zuidelijk	sudic	ADJ	ADJ;INDF;MASC;SG
staart	coada	staart	coadă	N;MASC+FEM;SG	N;DEF;FEM;SG
staart	coada	staart	coadă	N;MASC+FEM;SG	N;DEF;FEM;SG
culturele	cultural	cultureel	cultural	ADJ	ADJ;INDF;MASC;SG
culturele	culturale	cultureel	cultural	ADJ	ADJ;INDF;FEM;PL
brief	scrisoare	brief	scrisoare	N;MASC+FEM;SG	N;INDF;FEM;SG
brief	scrisoarea	brief	scrisoare	N;MASC+FEM;SG	N;DEF;FEM;SG
brief	litera	brief	literă	N;MASC+FEM;SG	N;DEF;FEM;SG
zweeds	suedeza	zweeds	suedeză	ADJ	ADJ;DEF;FEM;SG
zweeds	suedezi	zweeds	suedez	ADJ	ADJ;INDF;MASC;PL
zweeds	suedeza	zweeds	suedeză	ADJ	ADJ;DEF;FEM;SG
zweeds	suedez	zweeds	suedez	ADJ	ADJ;INDF;MASC;SG
rekening	cont	rekening	cont	N;MASC+FEM;SG	N;INDF;MASC;SG
rekening	contul	rekening	cont	N;MASC+FEM;SG	N;DEF;MASC;SG
roland	roland	roland	roland	N;MASC+FEM;SG	N;INDF;MASC;SG
fase	faza	fase	fază	N;MASC+FEM;SG	N;DEF;FEM;SG
fase	faza	fase	fază	N;MASC+FEM;SG	N;DEF;FEM;SG
fase	etapa	fase	etapă	N;MASC+FEM;SG	N;DEF;FEM;SG
fase	etapa	fase	etapă	N;MASC+FEM;SG	N;DEF;FEM;SG
fase	stadiul	fase	stadiu	N;MASC+FEM;SG	N;DEF;MASC;SG
behandeling	tratamentul	behandeling	tratament	N;MASC+FEM;SG	N;DEF;MASC;SG
behandeling	tratamentului	behandeling	tratament	N;MASC+FEM;SG	N;DEF;MASC;SG
behandeling	tratament	behandeling	tratament	N;MASC+FEM;SG	N;INDF;MASC;SG
populaire	popular	populair	popular	ADJ	ADJ;INDF;MASC;SG
populaire	populare	populair	popular	ADJ	ADJ;INDF;FEM;PL
hits	hituri	hits	hitură	N;PL	N;INDF;FEM;PL
opmerking	comentariul	opmerking	comentariu	N;MASC+FEM;SG	N;DEF;MASC;SG
opmerking	comentariu	opmerking	comentariu	N;MASC+FEM;SG	N;INDF;MASC;SG
opmerking	nota	opmerking	notă	N;MASC+FEM;SG	N;DEF;FEM;SG
opmerking	nota	opmerking	notă	N;MASC+FEM;SG	N;DEF;FEM;SG
opmerking	observatie	opmerking	observatie	N;MASC+FEM;SG	N;INDF;FEM;SG
beleid	politica	beleid	politică	N;NEUT;SG	N;DEF;FEM;SG
beleid	politica	beleid	politică	N;NEUT;SG	N;DEF;FEM;SG
hectare	hectare	hectare	hectare	N;MASC+FEM;SG	N;INDF;FEM;SG
hectare	hectar	hectare	hectar	N;MASC+FEM;SG	N;INDF;MASC;SG
hectare	hectare	hectare	hectare	N;MASC+FEM;SG	N;INDF;FEM;SG
windows	ferestre	windows	fereastră	N;PL	N;INDF;FEM;PL
windows	geamuri	windows	geam	N;PL	N;INDF;FEM;PL
windows	ferestrele	windows	fereastră	N;PL	N;DEF;FEM;PL
bescherming	protectie	bescherming	protectie	N;MASC+FEM;SG	N;INDF;FEM;SG
bescherming	protectia	bescherming	protectie	N;MASC+FEM;SG	N;DEF;FEM;SG
bescherming	protectie	bescherming	protectie	N;MASC+FEM;SG	N;INDF;FEM;SG
rollen	rulouri	rol	rulou	N;PL	N;INDF;FEM;PL
rollen	role	rol	rouă	N;PL	N;INDF;FEM;PL
rollen	roluri	rol	rol	N;PL	N;INDF;FEM;PL
rollen	rolurile	rol	rol	N;PL	N;DEF;FEM;PL
late	intarziat	laat	intarziat	ADJ	ADJ;INDF;MASC;SG
ferdinand	ferdinand	ferdinand	ferdinand	N;MASC+FEM;SG	N;INDF;MASC;SG
texas	texasul	texas	texas	N;NEUT;SG	N;DEF;MASC;SG
miljard	miliard	miljard	miliard	N;NEUT;SG	N;INDF;MASC;SG
leren	invata	leren	invata	V;NFIN	V;IND;SG;3;IPFV;FIN
leren	afla	leren	afla	V;NFIN	V;IND;SG;3;IPFV;FIN
leren	invata	leren	invata	V;NFIN	V;IND;SG;3;IPFV;FIN
blokkade	blocada	blokkade	blocadă	N;MASC+FEM;SG	N;DEF;FEM;SG
blokkade	blocada	blokkade	blocadă	N;MASC+FEM;SG	N;DEF;FEM;SG
storm	furtuna	storm	furtună	N;MASC+FEM;SG	N;DEF;FEM;SG
storm	furtuna	storm	furtună	N;MASC+FEM;SG	N;DEF;FEM;SG
storm	storm	storm	storm	N;MASC+FEM;SG	N;INDF;MASC;SG
bezoekers	vizitatorii	bezoeker	vizitator	N;PL	N;DEF;MASC;PL
bezoekers	vizitatori	bezoeker	vizitator	N;PL	N;INDF;MASC;PL
tonen	arata	tonen	arata	V;NFIN	V;IND;SG;3;IPFV;FIN
tonen	arata	tonen	arata	V;NFIN	V;IND;SG;3;IPFV;FIN
tonen	afiseaza	tonen	afisea	V;NFIN	V;IND;SG;3;IPFV;FIN
geel	galbena	geel	galbena	ADJ	ADJ;DEF;FEM;SG
iucn	iucn	iucn	iucn	N;MASC+FEM;SG	N
metro	metrou	metro	metrou	N;MASC+FEM;SG	N;INDF;MASC;SG
metro	metroul	metro	metrou	N;MASC+FEM;SG	N;DEF;MASC;SG
metro	metrou	metro	metrou	N;MASC+FEM;SG	N;INDF;MASC;SG
metro	metro	metro	metro	N;MASC+FEM;SG	N;INDF;MASC;SG
metro	metroul	metro	metrou	N;MASC+FEM;SG	N;DEF;MASC;SG
data	data	data	dată	N;MASC+FEM;SG	N;DEF;FEM;SG
industrie	industrie	industrie	industrie	N;MASC+FEM;SG	N;INDF;FEM;SG
industrie	industria	industrie	industrie	N;MASC+FEM;SG	N;DEF;FEM;SG
organisaties	organizatii	organisatie	organizat	N;PL	N;INDF;FEM;PL
organisaties	organizatii	organisatie	organizat	N;PL	N;INDF;FEM;PL
organisaties	organizatiile	organisatie	organizatie	N;PL	N;DEF;FEM;PL
organisaties	organizatii	organisatie	organizat	N;PL	N;INDF;FEM;PL
mars	mars	mars	mars	N;MASC+FEM;SG	N;INDF;MASC;SG
bedankt	multumesc	bedanken	multumi	V;V.PTCP	V;IND;SG;3;PRS;FIN
bedankt	multumesc	bedanken	multumi	V;V.PTCP	V;IND;SG;3;PRS;FIN
neutraal	neutru	neutraal	neutru	ADJ	ADJ;INDF;MASC;SG
neutraal	neutre	neutraal	neutru	ADJ	ADJ;INDF;FEM;PL
neutraal	neutra	neutraal	neutra	ADJ	ADJ;DEF;FEM;SG
compositie	compozitia	compositie	compozitie	N;MASC+FEM;SG	N;DEF;FEM;SG
compositie	compozitia	compositie	compozitie	N;MASC+FEM;SG	N;DEF;FEM;SG
compositie	compozitie	compositie	compozitie	N;MASC+FEM;SG	N;INDF;FEM;SG
kathedraal	catedrala	kathedraal	catedrală	N;MASC+FEM;SG	N;DEF;FEM;SG
kathedraal	catedrala	kathedraal	catedrală	N;MASC+FEM;SG	N;DEF;FEM;SG
muur	peretele	muur	perete	N;MASC+FEM;SG	N;DEF;MASC;SG
muur	zid	muur	zid	N;MASC+FEM;SG	N;INDF;MASC;SG
muur	zidul	muur	zid	N;MASC+FEM;SG	N;DEF;MASC;SG
muur	perete	muur	perete	N;MASC+FEM;SG	N;INDF;MASC;SG
meisje	fata	meisje	fată	N;NEUT;SG	N;DEF;FEM;SG
meisje	fata	meisje	fată	N;NEUT;SG	N;DEF;FEM;SG
been	picior	been	picior	N;NEUT;SG	N;INDF;MASC;SG
been	piciorul	been	picior	N;NEUT;SG	N;DEF;MASC;SG
modellen	modelele	model	model	N;PL	N;DEF;FEM;PL
modellen	manechine	model	manechine	N;PL	N;INDF;FEM;PL
modellen	modele	model	model	N;PL	N;INDF;FEM;PL
kunstenaars	artisti	kunstenaar	artisti	N;PL	N;INDF;MASC;PL
kunstenaars	artisti	kunstenaar	artisti	N;PL	N;INDF;MASC;PL
gezicht	fata	gezicht	fată	N;NEUT;SG	N;DEF;FEM;SG
gezicht	fata	gezicht	fată	N;NEUT;SG	N;DEF;FEM;SG
gezicht	fata	gezicht	fată	N;NEUT;SG	N;DEF;FEM;SG
gezicht	fata	gezicht	fată	N;NEUT;SG	N;DEF;FEM;SG
gezicht	fata	gezicht	fată	N;NEUT;SG	N;DEF;FEM;SG
erfgoed	patrimoniu	erfgoed	patrimoniu	N;NEUT;SG	N;INDF;MASC;SG
erfgoed	patrimoniului	erfgoed	patrimoniu	N;NEUT;SG	N;DEF;MASC;SG
erfgoed	patrimoniul	erfgoed	patrimoniu	N;NEUT;SG	N;DEF;MASC;SG
produceren	produc	produceren	produce	V;NFIN	V;IND;PL;3;PRS;FIN
produceren	produce	produceren	produce	V;NFIN	V;IND;SG;3;PRS;FIN
daling	scadere	daling	scădere	N;MASC+FEM;SG	N;INDF;FEM;SG
latijn	latin	latijn	latin	N;NEUT;SG	N;INDF;MASC;SG
latijn	latina	latijn	latină	N;NEUT;SG	N;DEF;FEM;SG
latijn	latina	latijn	latină	N;NEUT;SG	N;DEF;FEM;SG
elisabeth	elisabeta	elisabeth	elisabetă	N;MASC+FEM;SG	N;DEF;FEM;SG
elisabeth	elisabeta	elisabeth	elisabetă	N;MASC+FEM;SG	N;DEF;FEM;SG
uitbreiding	extinderea	uitbreiding	extindere	N;MASC+FEM;SG	N;DEF;FEM;SG
uitbreiding	extindere	uitbreiding	extindere	N;MASC+FEM;SG	N;INDF;FEM;SG
uitbreiding	extensie	uitbreiding	extensie	N;MASC+FEM;SG	N;INDF;FEM;SG
uitbreiding	prelungirea	uitbreiding	prelungire	N;MASC+FEM;SG	N;DEF;FEM;SG
uitbreiding	extindere	uitbreiding	extindere	N;MASC+FEM;SG	N;INDF;FEM;SG
uitbreiding	prelungire	uitbreiding	prelungire	N;MASC+FEM;SG	N;INDF;FEM;SG
uitbreiding	extensia	uitbreiding	extensie	N;MASC+FEM;SG	N;DEF;FEM;SG
uitbreiding	expansiune	uitbreiding	expansiune	N;MASC+FEM;SG	N;INDF;FEM;SG
uitbreiding	extinderea	uitbreiding	extindere	N;MASC+FEM;SG	N;DEF;FEM;SG
uitbreiding	expansiunea	uitbreiding	expansiune	N;MASC+FEM;SG	N;DEF;FEM;SG
uitbreiding	extindere	uitbreiding	extindere	N;MASC+FEM;SG	N;INDF;FEM;SG
argumenten	argumentele	argument	argument	N;PL	N;DEF;FEM;PL
argumenten	certuri	argument	cert	N;PL	N;INDF;FEM;PL
argumenten	argumente	argument	argument	N;PL	N;INDF;FEM;PL
tuin	gradina	tuin	gradină	N;MASC+FEM;SG	N;DEF;FEM;SG
tuin	gradina	tuin	gradină	N;MASC+FEM;SG	N;DEF;FEM;SG
tuin	gradina	tuin	gradină	N;MASC+FEM;SG	N;DEF;FEM;SG
directe	directa	direct	directa	ADJ	ADJ;DEF;FEM;SG
directe	directe	direct	direct	ADJ	ADJ;INDF;FEM;PL
directe	directa	direct	directa	ADJ	ADJ;DEF;FEM;SG
png	png	png	png	N;MASC+FEM;SG	N
deelname	participare	deelname	participare	N;MASC+FEM;SG	N;INDF;FEM;SG
deelname	participarea	deelname	participare	N;MASC+FEM;SG	N;DEF;FEM;SG
peiling	sondajul	peiling	sondaj	N;MASC+FEM;SG	N;DEF;MASC;SG
peiling	sondaj	peiling	sondaj	N;MASC+FEM;SG	N;INDF;MASC;SG
peiling	votare	peiling	votare	N;MASC+FEM;SG	N;INDF;FEM;SG
eigenschappen	caracteristici	eigenschap	caracteristică	N;PL	N;INDF;FEM;PL
eigenschappen	caracteristicile	eigenschap	caracteristică	N;PL	N;DEF;FEM;PL
eigenschappen	proprietati	eigenschap	proprietati	N;PL	N;INDF;FEM;PL
eigenschappen	proprietati	eigenschap	proprietati	N;PL	N;INDF;FEM;PL
eigenschappen	atribute	eigenschap	atribut	N;PL	N;INDF;FEM;PL
symfonie	simfonie	symfonie	simfonie	N;MASC+FEM;SG	N;INDF;FEM;SG
symfonie	simfonia	symfonie	simfonie	N;MASC+FEM;SG	N;DEF;FEM;SG
generatie	generatie	generatie	generatie	N;MASC+FEM;SG	N;INDF;FEM;SG
generatie	generatie	generatie	generatie	N;MASC+FEM;SG	N;INDF;FEM;SG
generatie	generarea	generatie	generare	N;MASC+FEM;SG	N;DEF;FEM;SG
generatie	generatie	generatie	generatie	N;MASC+FEM;SG	N;INDF;FEM;SG
japans	japonez	japans	japonez	ADJ	ADJ;INDF;MASC;SG
japans	japoneze	japans	japona	ADJ	ADJ;INDF;FEM;PL
dollar	dolarul	dollar	dolar	N;MASC+FEM;SG	N;DEF;MASC;SG
dollar	dolar	dollar	dolar	N;MASC+FEM;SG	N;INDF;MASC;SG
vergelijking	comparatia	vergelijking	comparatie	N;MASC+FEM;SG	N;DEF;FEM;SG
vergelijking	comparatie	vergelijking	comparatie	N;MASC+FEM;SG	N;INDF;FEM;SG
vergelijking	comparatie	vergelijking	comparatie	N;MASC+FEM;SG	N;INDF;FEM;SG
vergelijking	comparatie	vergelijking	comparatie	N;MASC+FEM;SG	N;INDF;FEM;SG
vergelijking	compararea	vergelijking	comparare	N;MASC+FEM;SG	N;DEF;FEM;SG
vergelijking	ecuatie	vergelijking	ecuatie	N;MASC+FEM;SG	N;INDF;FEM;SG
body	body	body	body	N;MASC+FEM;SG	N;INDF;MASC;SG
body	organism	body	organism	N;MASC+FEM;SG	N;INDF;MASC;SG
body	corp	body	corp	N;MASC+FEM;SG	N;INDF;MASC;SG
body	corpul	body	corp	N;MASC+FEM;SG	N;DEF;MASC;SG
body	trup	body	trup	N;MASC+FEM;SG	N;INDF;MASC;SG
tabel	tabelul	tabel	tabel	N;MASC+FEM;SG	N;DEF;MASC;SG
tabel	masa	tabel	masă	N;MASC+FEM;SG	N;DEF;FEM;SG
tabel	masa	tabel	masă	N;MASC+FEM;SG	N;DEF;FEM;SG
tabel	tabel	tabel	tabel	N;MASC+FEM;SG	N;INDF;MASC;SG
taak	sarcina	taak	sarcină	N;MASC+FEM;SG	N;DEF;FEM;SG
noorse	norvegiene	noors	norvegian	ADJ	ADJ;INDF;FEM;PL
noorse	norvegian	noors	norvegian	ADJ	ADJ;INDF;MASC;SG
boerderij	ferma	boerderij	fermă	N;MASC+FEM;SG	N;DEF;FEM;SG
boerderij	ferma	boerderij	fermă	N;MASC+FEM;SG	N;DEF;FEM;SG
operatie	operatie	operatie	operatie	N;MASC+FEM;SG	N;INDF;FEM;SG
operatie	operatiune	operatie	operatiune	N;MASC+FEM;SG	N;INDF;FEM;SG
operatie	operatiunea	operatie	operatiune	N;MASC+FEM;SG	N;DEF;FEM;SG
operatie	operatiunea	operatie	operatiune	N;MASC+FEM;SG	N;DEF;FEM;SG
operatie	operatie	operatie	operatie	N;MASC+FEM;SG	N;INDF;FEM;SG
operatie	chirurgie	operatie	chirurgie	N;MASC+FEM;SG	N;INDF;FEM;SG
operatie	chirurgia	operatie	chirurgie	N;MASC+FEM;SG	N;DEF;FEM;SG
lieve	dragi	lief	drag	ADJ	ADJ;INDF;MASC;PL
lieve	dulci	lief	dulce	ADJ	ADJ;INDF;PL
