sound	geluid	sound	geluid	N	N;NEUT;SG
rehabilitación	rehabilitatie	rehabilitación	rehabilitatie	N;FEM;SG	N;MASC+FEM;SG
rehabilitación	herstel	rehabilitación	herstel	N;FEM;SG	N;NEUT;SG
rehabilitación	revalidatie	rehabilitación	revalidatie	N;FEM;SG	N;MASC+FEM;SG
revelación	onthulling	revelación	onthulling	N;FEM;SG	N;MASC+FEM;SG
revelación	openbaring	revelación	openbaring	N;FEM;SG	N;MASC+FEM;SG
revelación	openbaarmaking	revelación	openbaarmaking	N;FEM;SG	N;MASC+FEM;SG
aluminio	aluminium	aluminio	aluminium	N;MASC;SG	N;NEUT;SG
aluminio	aluminium	aluminio	aluminium	N;MASC;SG	N;NEUT;SG
satélites	satellieten	satélite	satelliet	N;MASC;PL	N;PL
zero	zero	zero	zero	N	N;MASC+FEM;SG
infección	infectie	infección	infectie	N;FEM;SG	N;MASC+FEM;SG
infección	besmetting	infección	besmetting	N;FEM;SG	N;MASC+FEM;SG
largometraje	kenmerk	largometraje	kenmerk	N;MASC;SG	N;NEUT;SG
largometraje	functie	largometraje	functie	N;MASC;SG	N;MASC+FEM;SG
noveno	negende	noveno	negen	ADJ;MASC;SG	ADJ
mezquita	moskee	mezquita	moskee	N;FEM;SG	N;MASC+FEM;SG
contratos	contracten	contrato	contract	N;MASC;PL	N;PL
guardias	wachters	guardia	wachter	N;PL	N;PL
guardias	bewakers	guardia	bewaker	N;PL	N;PL
terrorista	terrorist	terrorista	terrorist	N;SG	N;MASC+FEM;SG
desarrollando	ontwikkelen	desarrollar	ontwikkelen	V;V.MSDR	V;NFIN
superficial	oppervlakkige	superficial	oppervlakkig	ADJ;SG	ADJ
superficial	oppervlakkig	superficial	oppervlakkig	ADJ;SG	ADJ
superficial	oppervlakkige	superficial	oppervlakkig	ADJ;SG	ADJ
superficial	ondiep	superficial	ondiep	ADJ;SG	ADJ
superficial	oppervlakkig	superficial	oppervlakkig	ADJ;SG	ADJ
superficial	bovengronds	superficial	bovengronds	ADJ;SG	ADJ
hardware	hardware	harewar	hardware	N;MASC;SG	N;MASC+FEM;SG
abundancia	overvloed	abundancia	overvloed	N;FEM;SG	N;MASC+FEM;SG
procesamiento	verwerking	procesamiento	verwerking	N;MASC;SG	N;MASC+FEM;SG
resultando	resulterend	resultar	resulteren	V;V.MSDR	V;V.PTCP
resultando	resulterende	resultar	resulteren	V;V.MSDR	V;V.PTCP
test	test	test	test	N;MASC;SG	N;MASC+FEM;SG
redactor	uitgever	redactor	uitgever	N;MASC;SG	N;MASC+FEM;SG
redactor	hoofdredacteur	redactor	hoofdredacteur	N;MASC;SG	N;MASC+FEM;SG
redactor	redacteur	redactor	redacteur	N;MASC;SG	N;MASC+FEM;SG
redactor	editor	redactor	editor	N;MASC;SG	N;MASC+FEM;SG
redactor	bewerker	redactor	bewerker	N;MASC;SG	N;MASC+FEM;SG
conspiración	complot	conspiración	complot	N;FEM;SG	N;NEUT;SG
conspiración	samenzwering	conspiración	samenzwering	N;FEM;SG	N;MASC+FEM;SG
institut	institut	institut	institut	N;MASC;SG	N;MASC+FEM;SG
estratégica	strategisch	estratégico	strategisch	ADJ;FEM;SG	ADJ
secundarias	secundaire	secundario	secundair	ADJ;FEM;PL	ADJ
secundarias	secundair	secundario	secundair	ADJ;FEM;PL	ADJ
verbo	werkwoord	verbo	werkwoord	N;MASC;SG	N;NEUT;SG
excelencia	excellentie	excelencia	excellentie	N;FEM;SG	N;MASC+FEM;SG
excelencia	uitmuntendheid	excelencia	uitmuntendheid	N;FEM;SG	N;NEUT;SG
excelencia	excellentie	excelencia	excellentie	N;FEM;SG	N;MASC+FEM;SG
funcionario	ambtenaar	funcionario	ambtenaar	N;MASC;SG	N;MASC+FEM;SG
explorador	scout	explorador	scout	N;MASC;SG	N;MASC+FEM;SG
explorador	verkenner	explorador	verkenner	N;MASC;SG	N;MASC+FEM;SG
explorador	verkenner	explorador	verkenner	N;MASC;SG	N;MASC+FEM;SG
explorador	explorer	explorador	explorer	N;MASC;SG	N;MASC+FEM;SG
explorador	ontdekker	explorador	ontdekker	N;MASC;SG	N;MASC+FEM;SG
explorador	ontdekkingsreiziger	explorador	ontdekkingsreiziger	N;MASC;SG	N;MASC+FEM;SG
explorador	browser	explorador	browser	N;MASC;SG	N;MASC+FEM;SG
cumpleaños	verjaardagen	cumpleaños	verjaardagen	N;MASC	N;PL
cumpleaños	verjaardag	cumpleaños	verjaardag	N;MASC	N;MASC+FEM;SG
uruguaya	uruguayaanse	uruguaya	uruguayaans	ADJ;FEM;SG	ADJ
kate	kate	kate	kate	N;FEM;SG	N;MASC+FEM;SG
taxonomía	taxonomie	taxonomía	taxonomie	N;FEM;SG	N;MASC+FEM;SG
útiles	bruikbaar	útil	bruikbaar	ADJ;PL	ADJ
útiles	nuttig	útil	nuttig	ADJ;PL	ADJ
útiles	behulpzaam	útil	behulpzaam	ADJ;PL	ADJ
mixto	mixed	mixto	mixed	ADJ;MASC;SG	ADJ
interino	interim	interino	interim	N;MASC;SG	N;MASC+FEM;SG
melodía	melody	melodía	melody	N;FEM;SG	N;MASC+FEM;SG
melodía	melodie	melodía	melodie	N;FEM;SG	N;MASC+FEM;SG
melodía	deuntje	melodía	deun	N;FEM;SG	N;NEUT;SG
melodía	tune	melodía	tune	N;FEM;SG	N;MASC+FEM;SG
estimación	schatting	estimación	schatting	N;FEM;SG	N;MASC+FEM;SG
estimación	raming	estimación	raming	N;FEM;SG	N;MASC+FEM;SG
estimación	inschatting	estimación	inschatting	N;FEM;SG	N;MASC+FEM;SG
estimación	schatting	estimación	schatting	N;FEM;SG	N;MASC+FEM;SG
estimación	raming	estimación	raming	N;FEM;SG	N;MASC+FEM;SG
estimación	schatting	estimación	schatting	N;FEM;SG	N;MASC+FEM;SG
afc	afc	afc	afc	N;FEM;SG	N;MASC+FEM;SG
area	gebied	area	gebied	N;FEM;SG	N;NEUT;SG
area	oppervlakte	area	oppervlakte	N;FEM;SG	N;MASC+FEM;SG
comunicado	communiqué	comunicado	communiqué	N;MASC;SG	N;NEUT;SG
comunicado	statement	comunicado	statement	N;MASC;SG	N;NEUT;SG
comunicado	verklaring	comunicado	verklaring	N;MASC;SG	N;MASC+FEM;SG
dieciséis	zestien	dieciséis	zestien	NUM;PL	NUM
ucraniano	oekraïens	ucraniano	oekraïen	ADJ;MASC;SG	ADJ
ucraniano	oekraïense	ucraniano	oekraïens	ADJ;MASC;SG	ADJ
esencia	essentie	esencia	essentie	N;FEM;SG	N;MASC+FEM;SG
seúl	seoul	seúl	seoul	N;MASC;SG	N;NEUT;SG
seúl	seoel	seúl	seoel	N;MASC;SG	N;NEUT;SG
conversaciones	gesprekken	conversación	gesprek	N;FEM;PL	N;PL
conversaciones	conversaties	conversación	conversatie	N;FEM;PL	N;PL
conversaciones	gesprekken	conversación	gesprek	N;FEM;PL	N;PL
percepción	waarneming	percepción	waarneming	N;FEM;SG	N;MASC+FEM;SG
percepción	perceptie	percepción	perceptie	N;FEM;SG	N;MASC+FEM;SG
percepción	perceptie	percepción	perceptie	N;FEM;SG	N;MASC+FEM;SG
fijo	vaste	fijo	vast	ADJ;MASC;SG	ADJ
descripciones	beschrijvingen	descripción	beschrijving	N;FEM;PL	N;PL
descripciones	omschrijvingen	descripción	omschrijving	N;FEM;PL	N;PL
bachillerato	baccalaureaat	bachillerato	baccalaureaat	N;MASC;SG	N;MASC+FEM;SG
cuadrada	vierkante	cuadrado	vierkant	ADJ;FEM;SG	ADJ
cuadrada	vierkant	cuadrado	vierkant	ADJ;FEM;SG	ADJ
artísticos	artistieke	artístico	artistiek	ADJ;MASC;PL	ADJ
artísticos	artistiek	artístico	artistiek	ADJ;MASC;PL	ADJ
introduce	introduceert	introducir	introduceren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
excavaciones	opgravingen	excavación	opgraving	N;FEM;PL	N;PL
wii	wii	wii	wii	N;SG	N;MASC+FEM;SG
pila	accu	pila	accu	N;FEM;SG	N;MASC+FEM;SG
pila	batterij	pila	batterij	N;FEM;SG	N;MASC+FEM;SG
pila	stapel	pila	stapel	N;FEM;SG	N;MASC+FEM;SG
pila	stapel	pila	stapel	N;FEM;SG	N;MASC+FEM;SG
pila	stack	pila	stack	N;FEM;SG	N;MASC+FEM;SG
caos	chaos	caos	chaos	N;MASC	N;MASC+FEM;SG
módulo	module	módulo	module	N;MASC;SG	N;MASC+FEM;SG
eslovenia	slovenië	eslovenia	slovenië	N;FEM;SG	N;NEUT;SG
soccerway	soccerway	soccerway	soccerway	N;MASC;SG	N;MASC+FEM;SG
turcos	turken	turco	turken	N;MASC;PL	N;PL
garganta	keel	garganta	keel	N;FEM;SG	N;MASC+FEM;SG
garganta	kloof	garganta	kliof	N;FEM;SG	N;MASC+FEM;SG
eficiencia	efficiency	eficiencia	efficiency	N;FEM;SG	N;MASC+FEM;SG
eficiencia	efficiëntie	eficiencia	efficiëntie	N;FEM;SG	N;MASC+FEM;SG
eficiencia	doeltreffendheid	eficiencia	doeltreffendheid	N;FEM;SG	N;MASC+FEM;SG
eficiencia	doelmatigheid	eficiencia	doelmatigheid	N;FEM;SG	N;MASC+FEM;SG
consistente	consistent	consistente	consistent	ADJ;SG	ADJ
consistente	consistente	consistente	consistent	ADJ;SG	ADJ
consistente	consequent	consistente	consequent	ADJ;SG	ADJ
rítmica	ritmische	rítmica	ritmisch	ADJ;FEM;SG	ADJ
dulces	snoepjes	dulce	snoep	N;MASC;PL	N;PL
dulces	snoepjes	dulce	snoep	N;MASC;PL	N;PL
watson	watson	watson	watson	N;MASC;SG	N;MASC+FEM;SG
cantó	zong	cantar	zingen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
cantó	gezongen	cantar	zingen	V;IND;SG;3;PST;FIN	V;V.PTCP
anglo	anglo	anglo	anglo	N;MASC;SG	N;MASC+FEM;SG
historietas	strips	historieta	strip	N;FEM;PL	N;PL
historietas	stripverhalen	historieta	stripverhaal	N;FEM;PL	N;PL
historietas	stripboeken	historieta	stripboek	N;FEM;PL	N;PL
philadelphia	philadelphia	philadelphia	philadelphia	N;FEM;SG	N;MASC+FEM;SG
grueso	dikke	grueso	dik	ADJ;MASC;SG	ADJ
grueso	dik	grueso	dik	ADJ;MASC;SG	ADJ
exceso	overmaat	exceso	overmaat	N;MASC;SG	N;MASC+FEM;SG
exceso	overdaad	exceso	overdaad	N;MASC;SG	N;MASC+FEM;SG
triángulo	driehoek	triángulo	driehoek	N;MASC;SG	N;MASC+FEM;SG
bart	bart	bart	bart	N;SG	N;MASC+FEM;SG
habsburgo	habsburg	habsburgo	habsburg	N;MASC;SG	N;NEUT;SG
relativo	relatief	relativo	relatief	ADJ;MASC;SG	ADJ
relativo	relatieve	relativo	relatief	ADJ;MASC;SG	ADJ
cama	beddengoed	cama	beddengoeden	N;FEM;SG	N;NEUT;SG
cama	bed	cama	bed	N;FEM;SG	N;NEUT;SG
eficaz	efficient	eficaz	efficienen	ADJ;SG	ADJ
eficaz	efficiënte	eficaz	efficiënt	ADJ;SG	ADJ
eficaz	efficiënt	eficaz	efficiënt	ADJ;SG	ADJ
eficaz	effectief	eficaz	effectief	ADJ;SG	ADJ
eficaz	doeltreffend	eficaz	doeltreffend	ADJ;SG	ADJ
eficaz	effectieve	eficaz	effectief	ADJ;SG	ADJ
terminando	afwerken	terminar	afwerken	V;V.MSDR	V;NFIN
terminando	eindigend	terminar	eindigen	V;V.MSDR	V;V.PTCP
piedad	medelijden	piedad	medelijden	N;FEM;SG	N;NEUT;SG
piedad	mercy	piedad	mercy	N;FEM;SG	N;MASC+FEM;SG
piedad	barmhartigheid	piedad	barmhartigheid	N;FEM;SG	N;MASC+FEM;SG
piedad	genade	piedad	genade	N;FEM;SG	N;MASC+FEM;SG
piedad	vroomheid	piedad	vroomheid	N;FEM;SG	N;MASC+FEM;SG
ram	ram	ram	ram	N;FEM;SG	N;MASC+FEM;SG
michoacán	michoacán	michoacán	michoac	N;MASC;SG	N;SG
realismo	realisme	realismo	realisme	N;MASC;SG	N;NEUT;SG
espinosa	stekelige	espinoso	stekelig	ADJ;FEM;SG	ADJ
espinosa	netelige	espinoso	netelig	ADJ;FEM;SG	ADJ
subespecie	ondersoort	subespecie	ondersoort	N;FEM;SG	N;MASC+FEM;SG
conversación	conversatie	conversación	conversatie	N;FEM;SG	N;MASC+FEM;SG
conversación	gesprek	conversación	gesprek	N;FEM;SG	N;NEUT;SG
clasificar	categoriseren	clasificar	categoriseren	V;NFIN	V;NFIN
clasificar	classificeren	clasificar	classificeren	V;NFIN	V;NFIN
clasificar	indelen	clasificar	indeel	V;NFIN	V;NFIN
emisoras	omroepen	emisora	omroep	N;FEM;PL	N;PL
emisoras	stations	emisora	station	N;FEM;PL	N;PL
espinas	doornen	espina	doornen	N;FEM;PL	N;PL
espinas	stekels	espina	stekel	N;FEM;PL	N;PL
habitaciones	slaapkamers	habitación	slaapkamer	N;FEM;PL	N;PL
habitaciones	kamers	habitación	kamer	N;FEM;PL	N;PL
arbustos	struiken	arbusto	struik	N;MASC;PL	N;PL
arbustos	bosjes	arbusto	bos	N;MASC;PL	N;PL
arbustos	struiken	arbusto	struik	N;MASC;PL	N;PL
aeropuertos	vliegvelden	aeropuerto	vliegveld	N;MASC;PL	N;PL
aeropuertos	luchthavens	aeropuerto	luchthaven	N;MASC;PL	N;PL
urbanización	verstedelijking	urbanización	verstedelijking	N;FEM;SG	N;MASC+FEM;SG
urbanización	urbanisatie	urbanización	urbanisatie	N;FEM;SG	N;MASC+FEM;SG
urbanización	verstedelijking	urbanización	verstedelijking	N;FEM;SG	N;MASC+FEM;SG
urbanización	urbanisatie	urbanización	urbanisatie	N;FEM;SG	N;MASC+FEM;SG
adjunto	plaatsvervanger	adjunto	plaatsvervanger	N;MASC;SG	N;MASC+FEM;SG
adjunto	hulpsheriff	adjunto	hulpsheriff	N;MASC;SG	N;MASC+FEM;SG
adjunto	bijlage	adjunto	bijlage	N;MASC;SG	N;MASC+FEM;SG
adjunto	gehechtheid	adjunto	gehechtheid	N;MASC;SG	N;MASC+FEM;SG
supervivencia	survival	supervivencia	survival	N;FEM;SG	N;MASC+FEM;SG
supervivencia	overleving	supervivencia	overleving	N;FEM;SG	N;MASC+FEM;SG
cómics	strips	cómics	strip	N;MASC;PL	N;PL
cómics	stripverhalen	cómics	stripverhaal	N;MASC;PL	N;PL
cómics	stripboeken	cómics	stripboek	N;MASC;PL	N;PL
pistola	pistool	pistola	pistool	N;FEM;SG	N;NEUT;SG
pistola	wapen	pistola	wapen	N;FEM;SG	N;NEUT;SG
pistola	pistool	pistola	pistool	N;FEM;SG	N;NEUT;SG
pistola	geweer	pistola	geweer	N;FEM;SG	N;NEUT;SG
ascensión	hemelvaart	ascensión	hemelvaart	N;FEM;SG	N;MASC+FEM;SG
ascensión	beklimming	ascensión	beklimming	N;FEM;SG	N;MASC+FEM;SG
cover	cover	cover	cover	N	N;MASC+FEM;SG
cover	dekking	cover	dekking	N	N;MASC+FEM;SG
cover	omslag	cover	omslag	N	N;MASC+FEM;SG
constancia	constance	constancia	constance	N;FEM;SG	N;MASC+FEM;SG
constancia	volharding	constancia	volharding	N;FEM;SG	N;MASC+FEM;SG
constancia	doorzettingsvermogen	constancia	doorzettingsvermogen	N;FEM;SG	N;NEUT;SG
migración	migratie	migración	migratie	N;FEM;SG	N;MASC+FEM;SG
editora	uitgever	editora	uitgever	N;FEM;SG	N;MASC+FEM;SG
editora	hoofdredacteur	editora	hoofdredacteur	N;FEM;SG	N;MASC+FEM;SG
editora	redacteur	editora	redacteur	N;FEM;SG	N;MASC+FEM;SG
editora	editor	editora	editor	N;FEM;SG	N;MASC+FEM;SG
editora	bewerker	editora	bewerker	N;FEM;SG	N;MASC+FEM;SG
hunter	hunter	hunter	hunter	N	N;MASC+FEM;SG
hunter	jager	hunter	jager	N	N;MASC+FEM;SG
box	box	box	box	N	N;MASC+FEM;SG
box	vak	box	vak	N	N;NEUT;SG
box	doos	box	doos	N	N;MASC+FEM;SG
conveniente	handig	conveniente	handig	ADJ;SG	ADJ
conveniente	handige	conveniente	handig	ADJ;SG	ADJ
honoris	honoris	honoris	honoris	N;SG	N;MASC+FEM;SG
ola	ola	ola	ola	N;FEM;SG	N;MASC+FEM;SG
ola	wave	ola	wave	N;FEM;SG	N;MASC+FEM;SG
ola	golf	ola	golf	N;FEM;SG	N;MASC+FEM;SG
martha	martha	martha	martha	N;FEM;SG	N;MASC+FEM;SG
adición	toevoeging	adición	toevoeging	N;FEM;SG	N;MASC+FEM;SG
adición	addendum	adición	addendum	N;FEM;SG	N;NEUT;SG
dialecto	dialect	dialecto	dialect	N;MASC;SG	N;NEUT;SG
gramática	grammatica	gramático	grammatica	N;FEM;SG	N;MASC+FEM;SG
limpieza	netheid	limpieza	netheid	N;FEM;SG	N;MASC+FEM;SG
limpieza	reinheid	limpieza	reinheid	N;FEM;SG	N;MASC+FEM;SG
limpieza	opruiming	limpieza	opruiming	N;FEM;SG	N;MASC+FEM;SG
limpieza	reiniging	limpieza	reiniging	N;FEM;SG	N;MASC+FEM;SG
limpieza	schoonmaak	limpieza	schoonmaak	N;FEM;SG	N;MASC+FEM;SG
limpieza	huishouding	limpieza	huishouding	N;FEM;SG	N;MASC+FEM;SG
explorer	verkenner	explorer	verkenner	N;MASC;SG	N;MASC+FEM;SG
explorer	explorer	explorer	explorer	N;MASC;SG	N;MASC+FEM;SG
explorer	ontdekker	explorer	ontdekker	N;MASC;SG	N;MASC+FEM;SG
explorer	ontdekkingsreiziger	explorer	ontdekkingsreiziger	N;MASC;SG	N;MASC+FEM;SG
marcar	markeren	marcar	markeren	V;NFIN	V;NFIN
teatrales	theatrale	teatral	theatraal	ADJ;PL	ADJ
teatrales	theatraal	teatral	theatraal	ADJ;PL	ADJ
oceanía	oceanië	oceanía	oceanië	N;FEM;SG	N;NEUT;SG
cáucaso	blanke	cáucaso	blank	ADJ;MASC;SG	ADJ
cáucaso	blank	cáucaso	blank	ADJ;MASC;SG	ADJ
solicitar	aanvragen	solicitar	aanvragen	V;NFIN	V;NFIN
revolucionaria	revolutionair	revolucionario	revolutionair	ADJ;FEM;SG	ADJ
revolucionaria	revolutionaire	revolucionario	revolutionair	ADJ;FEM;SG	ADJ
enamorado	geliefde	enamorado	geliefd	ADJ;MASC;SG;V.PTCP	ADJ
policías	politieagenten	policía	politieagent	N;PL	N;PL
arcade	speelhal	arcade	speelhal	N;FEM;SG	N;MASC+FEM;SG
arcade	arcade	arcade	arcade	N;FEM;SG	N;MASC+FEM;SG
eclesiástica	kerkelijke	eclesiástico	kerkelijk	ADJ;FEM;SG	ADJ
tecnológica	technologische	tecnológico	technologisch	ADJ;FEM;SG	ADJ
tecnológica	technologisch	tecnológico	technologisch	ADJ;FEM;SG	ADJ
jacinto	jacinto	jacinto	jacinto	N;MASC;SG	N;MASC+FEM;SG
uribe	uribe	uribar	uribe	N;MASC;SG	N;MASC+FEM;SG
minoría	minderheid	minoría	minderheid	N;FEM;SG	N;MASC+FEM;SG
medicamentos	drugs	medicamento	drug	N;MASC;PL	N;PL
medicamentos	geneesmiddelen	medicamento	geneesmiddelen	N;MASC;PL	N;PL
medicamentos	medicijnen	medicamento	medicijn	N;MASC;PL	N;PL
medicamentos	medicijnen	medicamento	medicijn	N;MASC;PL	N;PL
crean	creëren	crear	creer	V;IND;PL;3;PRS;FIN	V;NFIN
crean	aanmaken	crear	aanmaken	V;IND;PL;3;PRS;FIN	V;NFIN
crean	maken	crear	maken	V;IND;PL;3;PRS;FIN	V;NFIN
bebida	drankje	bebida	drank	N;FEM;SG	N;NEUT;SG
bebida	drankje	bebida	drank	N;FEM;SG	N;NEUT;SG
bebida	drankje	bebida	drank	N;FEM;SG	N;NEUT;SG
bebida	drank	bebida	drank	N;FEM;SG	N;MASC+FEM;SG
mitchell	mitchell	mitchell	mitchell	N;MASC;SG	N;MASC+FEM;SG
mitchell	mitchel	mitchell	mitchel	N;MASC;SG	N;MASC+FEM;SG
rascacielos	wolkenkrabbers	rascacielos	wolkenkrabber	N;MASC;PL	N;PL
favorito	favoriete	favorito	favoriet	ADJ;MASC;SG	ADJ
favorito	favoriete	favorito	favoriet	ADJ;MASC;SG	ADJ
tiende	neigt	tender	neigen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
conjunta	gezamenlijke	conjunto	gezamenlijk	ADJ;FEM;SG	ADJ
apoya	ondersteunt	apoyar	ondersteunen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
apoya	steunt	apoyar	steunen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
transforma	transformeren	transformar	transformeren	V;IND;SG;3;PRS;FIN	V;NFIN
élite	elite	élite	elite	N;FEM;SG	N;MASC+FEM;SG
pagina	bladzijde	pagina	bladzijde	N;FEM;SG	N;MASC+FEM;SG
pagina	pagina	pagina	pagina	N;FEM;SG	N;MASC+FEM;SG
contreras	contreras	contrera	contreras	N;FEM;SG	N;MASC+FEM;SG
negativo	negatieve	negativo	negatief	ADJ;MASC;SG	ADJ
negativo	negatief	negativo	negatief	ADJ;MASC;SG	ADJ
cordero	lammetje	cordero	lammetje	N;MASC;SG	N;NEUT;SG
cordero	lam	cordero	lam	N;MASC;SG	N;NEUT;SG
cordero	lamsvlees	cordero	lamsvlees	N;MASC;SG	N;NEUT;SG
cordero	schapenvlees	cordero	schapenvlees	N;MASC;SG	N;NEUT;SG
cordero	cordero	cordero	cordero	N;MASC;SG	N;MASC+FEM;SG
amparo	amparo	amparo	amparo	N;MASC;SG	N;MASC+FEM;SG
provocar	provoceren	provocar	provoceren	V;NFIN	V;NFIN
provocar	provoceren	provocar	provoceren	V;NFIN	V;NFIN
oscuridad	duisternis	oscuridad	duisternis	N;FEM;SG	N;MASC+FEM;SG
caracol	slak	caracol	slak	N;MASC;SG	N;MASC+FEM;SG
estatuas	standbeelden	estatua	standbeeld	N;FEM;PL	N;PL
days	dagen	day	dag	N	N;PL
days	days	day	days	N	N;MASC+FEM;SG
malos	slechte	malo	slecht	ADJ;MASC;PL	ADJ
malos	slecht	malo	slecht	ADJ;MASC;PL	ADJ
cazadores	jagers	cazador	jager	N;MASC;PL	N;PL
temple	tempel	temple	tempel	N;MASC;SG	N;MASC+FEM;SG
tokyo	tokyo	tokyo	tokyo	N;MASC;SG	N;MASC+FEM;SG
doctores	dokters	doctor	dokter	N;MASC;PL	N;PL
doctores	artsen	doctor	arts	N;MASC;PL	N;PL
trastorno	stoornis	trastorno	stoornis	N;MASC;SG	N;MASC+FEM;SG
trastorno	wanorde	trastorno	wanorde	N;MASC;SG	N;MASC+FEM;SG
restricciones	restricties	restricción	restrictie	N;FEM;PL	N;PL
restricciones	beperkingen	restricción	beperking	N;FEM;PL	N;PL
restricciones	restricties	restricción	restrictie	N;FEM;PL	N;PL
restricciones	beperkingen	restricción	beperking	N;FEM;PL	N;PL
capillas	kapellen	capilla	kapel	N;FEM;PL	N;PL
traición	verraad	traición	verraad	N;FEM;SG	N;NEUT;SG
traición	verraad	traición	verraad	N;FEM;SG	N;NEUT;SG
traición	verraad	traición	verraad	N;FEM;SG	N;NEUT;SG
traición	hoogverraad	traición	hoogverraad	N;FEM;SG	N;MASC+FEM;SG
amenazas	dreigingen	amenaza	dreiging	N;FEM;PL	N;PL
amenazas	bedreigingen	amenaza	bedreiging	N;FEM;PL	N;PL
rumores	geruchten	rumor	gerucht	N;MASC;PL	N;PL
rumores	geruchten	rumor	gerucht	N;MASC;PL	N;PL
heredia	heredia	heredia	heredia	N;FEM;SG	N;MASC+FEM;SG
sandra	sandra	sandra	sandra	N;FEM;SG	N;MASC+FEM;SG
sombrero	sombrero	sombrero	sombrero	N;MASC;SG	N;MASC+FEM;SG
sombrero	hoed	sombrero	hoed	N;MASC;SG	N;MASC+FEM;SG
sombrero	pet	sombrero	pet	N;MASC;SG	N;MASC+FEM;SG
sombrero	hat	sombrero	hat	N;MASC;SG	N;MASC+FEM;SG
sombrero	muts	sombrero	muts	N;MASC;SG	N;MASC+FEM;SG
sentir	voelen	sentir	voelen	V;NFIN	V;NFIN
sentir	voel	sentir	voelen	V;NFIN	V;SG;PRS;FIN
residencial	residentiële	residencial	residentiel	ADJ;SG	ADJ
mit	mit	mit	mit	N;MASC;SG	N;MASC+FEM;SG
mit	mit	mit	mit	N;MASC;SG	N;MASC+FEM;SG
territoriales	territoriale	territorial	territoriaal	ADJ;PL	ADJ
territoriales	territoriaal	territorial	territoriaal	ADJ;PL	ADJ
armonía	harmonie	armonía	harmonie	N;FEM;SG	N;MASC+FEM;SG
armonía	harmony	armonía	harmony	N;FEM;SG	N;MASC+FEM;SG
cadáver	lichaam	cadáver	lichaam	N;MASC;SG	N;NEUT;SG
cadáver	body	cadáver	body	N;MASC;SG	N;MASC+FEM;SG
cadáver	lijk	cadáver	lijk	N;MASC;SG	N;NEUT;SG
cadáver	kadaver	cadáver	kadaver	N;MASC;SG	N;NEUT;SG
inter	inter	inter	inter	N	N;MASC+FEM;SG
distingue	onderscheidt	distinguir	onderscheiden	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
obligación	verplichting	obligación	verplichting	N;FEM;SG	N;MASC+FEM;SG
soccer	voetbal	soccer	voetbal	N;SG	N;NEUT;SG
sweet	sweet	sweet	sweet	N	N;MASC+FEM;SG
distancias	afstanden	distancia	afstand	N;FEM;PL	N;PL
pensó	dacht	pensar	denken	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
pensó	gedacht	pensar	denken	V;IND;SG;3;PST;FIN	V;V.PTCP
bordes	grenzen	borde	grens	N;MASC;PL	N;PL
bordes	randen	borde	rand	N;MASC;PL	N;PL
fracción	fractie	fracción	fractie	N;FEM;SG	N;MASC+FEM;SG
cintas	linten	cinta	lint	N;FEM;PL	N;PL
cintas	cassettes	cinta	casset	N;FEM;PL	N;PL
cintas	bandjes	cinta	band	N;FEM;PL	N;PL
cintas	tapes	cinta	tape	N;FEM;PL	N;PL
cintas	banden	cinta	band	N;FEM;PL	N;PL
homosexualidad	lgbt	homosexualidad	lgbt	N;FEM;SG	N;MASC+FEM;SG
homosexualidad	homoseksualiteit	homosexualidad	homoseksualiteit	N;FEM;SG	N;MASC+FEM;SG
homosexualidad	homoseksueel	homosexualidad	homoseksueel	N;FEM;SG	N;NEUT;SG
joão	joão	joão	joão	N;MASC;SG	N;MASC+FEM;SG
picos	pieken	pico	pieken	N;MASC;PL	N;PL
picos	spikes	pico	spike	N;MASC;PL	N;PL
picos	stekels	pico	stekel	N;MASC;PL	N;PL
picos	pieken	pico	pieken	N;MASC;PL	N;PL
picos	snavels	pico	snavel	N;MASC;PL	N;PL
defensas	spatborden	defensa	spatbord	N;PL	N;PL
orquídeas	orchideeën	orquídea	orchideeën	N;FEM;PL	N;PL
orquídeas	orchideeën	orquídea	orchideeën	N;FEM;PL	N;PL
agrega	toevoegen	agregar	toevoegen	V;IND;SG;3;PRS;FIN	V;NFIN
agrega	voeg	agregar	voegen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
agrega	voegt	agregar	voegen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
invitación	uitnodiging	invitación	uitnodiging	N;FEM;SG	N;MASC+FEM;SG
invitación	uitnodiging	invitación	uitnodiging	N;FEM;SG	N;MASC+FEM;SG
patagonia	patagonië	patagonia	patagonië	N;FEM;SG	N;NEUT;SG
terra	terra	terra	terra	N;FEM;SG	N;MASC+FEM;SG
presentando	introduceren	presentar	introduceren	V;V.MSDR	V;NFIN
presentando	presenteren	presentar	presenteren	V;V.MSDR	V;NFIN
mágico	magisch	mágico	magisch	ADJ;MASC;SG	ADJ
mágico	magische	mágico	magisch	ADJ;MASC;SG	ADJ
