цинка	جست	цинк	جست	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
мишень	نشانہ	мишень	نشانہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
мишень	ہدف	мишень	ہدف	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
мишень	نشانہ	мишень	نشانہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
обет	عہد	обет	عہد	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
обет	قسم	обет	قسم	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сильвер	سیم	сильвер	سیم	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
сильвер	سیم	сильвер	سیم	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
сильвер	چاندی	сильвер	چاندی	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;3
логическое	معقول	логический	معقول	ADJ;NOM;NEUT;SG	ADJ
логическое	مربوط	логический	مربوط	ADJ;NOM;NEUT;SG	ADJ
логическое	صحیح	логический	صحیح	ADJ;NOM;NEUT;SG	ADJ
логическое	استدلالی	логический	استدلالی	ADJ;NOM;NEUT;SG	ADJ
логическое	منطقی	логический	منطقی	ADJ;NOM;NEUT;SG	ADJ
логическое	معقول	логический	معقول	ADJ;NOM;NEUT;SG	ADJ
логическое	مربوط	логический	مربوط	ADJ;NOM;NEUT;SG	ADJ
логическое	صحیح	логический	صحیح	ADJ;NOM;NEUT;SG	ADJ
логическое	استدلالی	логический	استدلالی	ADJ;NOM;NEUT;SG	ADJ
приемлемым	کافی	приемлемый	کافی	ADJ;INS;NEUT;SG	ADJ
жара	غصہ	жар	غصہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
жара	چرچراہٹ	жар	چرچراہٹ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
жара	حدت	жар	حدت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
жара	غصہ	жар	غصہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
жара	چرچراہٹ	жар	چرچراہٹ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
жара	حدت	жар	حدت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
карпентер	ترکھان	карпентер	ترکھان	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;3
фермер	کاشتکار	фермер	کاشتکار	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
сияние	درخشندگی	сияние	درخشندگی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
тиран	ظالم	тиран	ظالم	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
годовщина	برسی	годовщина	برسی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
годовщина	سالگرہ	годовщина	سالگرہ	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
периодичность	تکرار	периодичность	تکرار	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
периодичность	ارتعاش	периодичность	ارتعاش	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
потенциальная	صلاحیت.	потенциальный	صلاحیت.	ADJ;NOM;FEM;SG	ADJ
величество	جلالت	величество	جلالت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
стипендия	مواخات	стипендия	مواخ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
стипендия	ٹولی	стипендия	ٹولی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
стипендия	جماعت	стипендия	جماعت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
стипендия	دوستی	стипендия	دوستی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
стипендия	برادری	стипендия	برادری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
стипендия	رفاقت	стипендия	رفاقت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
стипендия	مواخات	стипендия	مواخ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
стипендия	ٹولی	стипендия	ٹولی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
стипендия	وظیفہ	стипендия	وظیفہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
стипендия	جماعت	стипендия	جماعت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
стипендия	دوستی	стипендия	دوستی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
стипендия	برادری	стипендия	برادری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
стипендия	رفاقت	стипендия	رفاقت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
стипендия	وظیفہ	стипендия	وظیفہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
совокупная	مجتمع	совокупный	مجتمع	ADJ;NOM;FEM;SG	ADJ
совокупная	شامل	совокупный	شامل	ADJ;NOM;FEM;SG	ADJ
четвертое	چوتھا	четвертый	چوتھا	ADJ;NOM;NEUT;SG	ADJ
регулятор	قبضہ	регулятор	قبضہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
регулятор	قابو	регулятор	قابو	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
регулятор	گرفت	регулятор	گرفت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
роковой	اہم	роковой	اہم	ADJ;NOM;MASC;SG	ADJ
роковой	طے	роковой	طے	ADJ;NOM;MASC;SG	ADJ
нерв	بہادری	нерв	بہادری	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
нерв	رگ	нерв	رگ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
нерв	بہادری	нерв	بہادری	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
диван	صوفہ	диван	صوفہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
диван	صوفہ	диван	صوفہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бессмертный	جاودانی	бессмертный	جاودانی	ADJ;NOM;MASC;SG	ADJ
допустимых	معقول	допустимый	معقول	ADJ;GEN;PL	ADJ
косвенное	ذیلی	косвенный	ذیلی	ADJ;NOM;NEUT;SG	ADJ
сравнительный	ضمنی	сравнительный	ضمنی	ADJ;NOM;MASC;SG	ADJ
сравнительный	اضافی	сравнительный	اضافی	ADJ;NOM;MASC;SG	ADJ
брошюра	کتابچہ	брошюра	کتابچہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
честное	مخلصانہ	честный	مخلصانہ	ADJ;NOM;NEUT;SG	ADJ
рациональное	سہل	рациональный	سہل	ADJ;NOM;NEUT;SG	ADJ
рациональное	سہل	рациональный	سہل	ADJ;NOM;NEUT;SG	ADJ
рациональное	عقلی	рациональный	عقلی	ADJ;NOM;NEUT;SG	ADJ
рациональное	معقول	рациональный	معقول	ADJ;NOM;NEUT;SG	ADJ
очищения	تزکیہ	очищение	تزکیہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
ценное	قیمتی	ценный	قیمتی	ADJ;NOM;NEUT;SG	ADJ;NOM
говори	بولنا	говорить	بول	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
мистик	مراقبہ	мистик	مراقبہ	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
холт	قبضہ	холт	قبضہ	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
холт	گرفت	холт	گرفت	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
порох	سفوف	порох	سفوف	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
централизации	ارتکاز	централизация	ارتکاز	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
централизации	ارتکاز	централизация	ارتکاز	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
централизации	مرکزیت	централизация	مرکزیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
умеренные	معقول	умеренный	معقول	ADJ;NOM;PL	ADJ
опасная	خطرناک	опасный	خطرناک	ADJ;NOM;FEM;SG	ADJ
честность	ایمانداری	честность	ایمانداری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
честность	گول	честность	گول	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
честность	سچائی	честность	سچا	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
перспективный	متوقع	перспективный	متوقع	ADJ;NOM;MASC;SG	ADJ
качественное	صفاتی	качественный	صفاتی	ADJ;NOM;NEUT;SG	ADJ;NOM
посетитель	خریدار	посетитель	خریدار	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
палм	ہتھیلی	палм	ہتھیلی	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
систематический	عادی	систематический	عادی	ADJ;NOM;MASC;SG	ADJ
систематический	باقاعدہ	систематический	باقاعدہ	ADJ;NOM;MASC;SG	ADJ
занятость	نوکری	занятость	نوکری	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
занятость	مشغولیت	занятость	مشغولیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
занятость	مصروفیت	занятость	مصروفیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
занятость	نوکری	занятость	نوکری	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
занятость	مشغولیت	занятость	مشغولیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
занятость	روزگار	занятость	روزگار	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
занятость	مصروفیت	занятость	مصروفیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
свинец	مثال	свинец	مثال	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
свинец	مثال	свинец	مثال	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
поверхностные	معمولی	поверхностный	معمولی	ADJ;NOM;PL	ADJ
поверхностные	سطحی	поверхностный	سطحی	ADJ;NOM;PL	ADJ
поверхностные	معمولی	поверхностный	معمولی	ADJ;NOM;PL	ADJ
аналитик	محلل	аналитик	محلل	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
заражение	چھوت	заражение	چھوت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
клевета	بہتان	клевет	بہتان	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
мягкое	ہلکی	мягкий	ہلکی	ADJ;NOM;NEUT;SG	ADJ;FEM
мягкое	آسان	мягкий	آسان	ADJ;NOM;NEUT;SG	ADJ
мягкое	کمزور	мягкий	کمزور	ADJ;NOM;NEUT;SG	ADJ
мягкое	خوشگوار	мягкий	خوشگوار	ADJ;NOM;NEUT;SG	ADJ
мягкое	احمقانہ	мягкий	احمقانہ	ADJ;NOM;NEUT;SG	ADJ
мягкое	معتدل	мягкий	معتدل	ADJ;NOM;NEUT;SG	ADJ
мягкое	ہلکی	мягкий	ہلکی	ADJ;NOM;NEUT;SG	ADJ;FEM
мягкое	آسان	мягкий	آسان	ADJ;NOM;NEUT;SG	ADJ
мягкое	کمزور	мягкий	کمزور	ADJ;NOM;NEUT;SG	ADJ
мягкое	ہلکا	мягкий	ہلکا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
мягкое	خوشگوار	мягкий	خوشگوار	ADJ;NOM;NEUT;SG	ADJ
мягкое	نرم	мягкий	نرم	ADJ;NOM;NEUT;SG	ADJ
мягкое	احمقانہ	мягкий	احمقانہ	ADJ;NOM;NEUT;SG	ADJ
мягкое	معتدل	мягкий	معتدل	ADJ;NOM;NEUT;SG	ADJ
неофициальных	معمولی	неофициальный	معمولی	ADJ;GEN;PL	ADJ
петух	دوست	петух	دوست	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
петух	فضول	петух	فضول	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
петух	ذکر	петух	ذکر	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
здоровый	ہمدردانہ.	здоровый	ہمدردانہ.	ADJ;NOM;MASC;SG	ADJ
здоровый	مددگار	здоровый	مددگار	ADJ;NOM;MASC;SG	ADJ
преступные	مذموم	преступный	مذموم	ADJ;NOM;PL	ADJ
покупатель	مشتری	покупатель	مشتری	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
покупатель	خریدار	покупатель	خریدار	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
покупатель	مشتری	покупатель	مشتری	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
покупатель	خریدار	покупатель	خریدار	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
суровые	متشدد	суровый	متشدد	ADJ;NOM;PL	ADJ
суровые	سادہ	суровый	سادہ	ADJ;NOM;PL	ADJ
суровые	زبردست	суровый	زبردست	ADJ;NOM;PL	ADJ
суровые	متشدد	суровый	متشدد	ADJ;NOM;PL	ADJ
суровые	شدید	суровый	شدید	ADJ;NOM;PL	ADJ
суровые	سادہ	суровый	سادہ	ADJ;NOM;PL	ADJ
суровые	زبردست	суровый	زبردست	ADJ;NOM;PL	ADJ
суровые	سخت	суровый	سخت	ADJ;NOM;PL	ADJ
суровые	ناملائم	суровый	ناملائم	ADJ;NOM;PL	ADJ
суровые	ناخوشگوار.	суровый	ناخوشگوار.	ADJ;NOM;PL	ADJ
суровые	ظالمانہ.	суровый	ظالمانہ.	ADJ;NOM;PL	ADJ
суровые	ناملائم	суровый	ناملائم	ADJ;NOM;PL	ADJ
суровые	ناخوشگوار.	суровый	ناخوشگوار.	ADJ;NOM;PL	ADJ
суровые	ظالمانہ.	суровый	ظالمانہ.	ADJ;NOM;PL	ADJ
суровые	سخت	суровый	سخت	ADJ;NOM;PL	ADJ
подлинность	صداقت	подлинность	صداقت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
подлинность	تصدیق	подлинность	تصدیق	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
