nie	ne	nie	ne	PART	PART
landbou	kmetijstvo	landbou	kmetijstvo	N;SG	N;NOM;NEUT;SG
voorwerp	predmet	voorwerp	predmet	N;SG	N;NOM;MASC;SG
voorwerp	objekt	voorwerp	objekt	N;SG	N;NOM;MASC;SG
natuur	narava	natuur	narava	N;SG	N;NOM;FEM;SG
produkte	produkti	produk	produkt	N;PL	N;NOM;MASC;PL
produkte	proizvodi	produk	proizvod	N;PL	N;NOM;MASC;PL
produkte	izdelki	produk	izdelek	N;PL	N;NOM;MASC;PL
vereniging	združenje	vereniging	združenje	N;SG	N;NOM;NEUT;SG
komitee	komite	komitee	komite	N;SG	N;NOM;MASC;SG
komitee	odbor	komitee	odbor	N;SG	N;NOM;MASC;SG
bedank	nehal	bedank	nehati	V;PRS	V;PFV;MASC;SG;V.PTCP
griekeland	grčija	griekeland	grčija	N;SG	N;NOM;FEM;SG
vrugte	sadje	vrug	sadje	N;SG	N;NOM;NEUT;SG
gas	bencin	gas	bencin	N;SG	N;NOM;MASC;SG
gas	gas	gas	gas	N;SG	N;NOM;MASC;SG
gas	plin	gas	plin	N;SG	N;NOM;MASC;SG
gas	gosta	gas	gost	N;SG	N;NOM;MASC;SG
gas	gostja	gas	gostja	N;SG	N;NOM;FEM;SG
stam	korenina	stam	korenina	N;SG	N;NOM;FEM;SG
stam	korena	stam	koren	N;SG	N;NOM;MASC;SG
stam	koren	stam	koren	N;SG	N;NOM;MASC;SG
stam	root	stam	root	N;SG	N;NOM;MASC;SG
verlede	preteklost	verlede	preteklost	N;SG	N;NOM;FEM;SG
verlede	preteklosti	verlede	preteklost	N;SG	N;GEN;FEM;SG
uiters	izjemno	uiters	izjemno	ADV	ADV
uiters	izredno	uiters	izredno	ADV	ADV
uiters	skrajno	uiters	skrajno	ADV	ADV
uiters	ekstremno	uiters	ekstremno	ADV	ADV
akademie	akademija	akademie	akademij	N;SG	N;NOM;FEM;SG
akademie	akademijo	akademie	akademija	N;SG	N;ACC;FEM;SG
motor	motorja	motor	motor	N;SG	N;NOM;MASC;SG
motor	motor	motor	motor	N;SG	N;NOM;MASC;SG
motor	car	motor	car	N;SG	N;NOM;MASC;SG
motor	avto	motor	avto	N;SG	N;NOM;MASC;SG
motor	avtomobil	motor	avtomobil	N;SG	N;NOM;MASC;SG
eenvoudige	preprost	eenvoudig	preprosto	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
eenvoudige	preprosta	eenvoudig	preprost	ADJ;NOM	ADJ;NOM;FEM;SG
grense	mejami	grens	meja	N;PL	N;DAT;FEM;PL
grense	mejah	grens	meja	N;PL	N;ESS;FEM;PL
grense	meje	grens	meja	N;PL	N;NOM;FEM;PL
portugese	portugalski	portugees	portugalski	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
portugese	portugalsko	portugees	portugalski	ADJ;NOM	ADJ;NOM;NEUT;SG
portugese	portugalska	portugees	portugalski	ADJ;NOM	ADJ;NOM;FEM;SG
tradisie	tradicijo	tradisie	tradicija	N;SG	N;ACC;FEM;SG
tradisie	tradicija	tradisie	tradicija	N;SG	N;NOM;FEM;SG
kalifornië	kalifornija	kalifornië	kalifornija	N;SG	N;NOM;FEM;SG
kardinale	kardinali	kardinaal	kardinal	N;PL	N;NOM;MASC;PL
bevind	najde	bevind	najti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
ooreenkoms	sporazum	ooreenkoms	sporazum	N;SG	N;NOM;MASC;SG
ooreenkoms	dogovor	ooreenkoms	dogovor	N;SG	N;NOM;MASC;SG
akademiese	akademske	akademies	akademski	ADJ;NOM	ADJ;NOM;FEM;PL
akademiese	akademsko	akademies	akademski	ADJ;NOM	ADJ;NOM;NEUT;SG
akademiese	akademski	akademies	akademski	ADJ;NOM	ADJ;NOM;MASC;SG
gou	kmalu	gou	kmalu	ADV	ADV
gesterf	umrla	sterf	umreti	V;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
gesterf	umrl	sterf	umreti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
baan	steza	baan	steza	N;SG	N;NOM;FEM;SG
baan	skladbo	baan	skladba	N;SG	N;ACC;FEM;SG
baan	tir	baan	tir	N;SG	N;NOM;MASC;SG
baan	proga	baan	proga	N;SG	N;NOM;FEM;SG
baan	progi	baan	proga	N;SG	N;NOM;FEM;SG
vryheid	svoboda	vryheid	svoboda	N;SG	N;NOM;FEM;SG
vryheid	prostost	vryheid	prostost	N;SG	N;NOM;FEM;SG
vryheid	svobodo	vryheid	svoboda	N;SG	N;ACC;FEM;SG
vryheid	prostost	vryheid	prostost	N;SG	N;NOM;FEM;SG
vryheid	liberty	vryheid	liberty	N;SG	N;NOM;MASC;SG
slawiese	slovanske	slawies	slovanski	ADJ;NOM	ADJ;NOM;FEM;PL
samewerking	sodelovanje	samewerking	sodelovanje	N;SG	N;NOM;NEUT;SG
samewerking	sodelovanje	samewerking	sodelovanje	N;SG	N;NOM;NEUT;SG
argentinië	argentina	argentinië	argentina	N;SG	N;NOM;FEM;SG
argentinië	argentino	argentinië	argentina	N;SG	N;ACC;FEM;SG
stedelike	mestna	stedelik	mesten	ADJ;NOM	ADJ;NOM;FEM;SG
stedelike	urbana	stedelik	urban	ADJ;NOM	ADJ;NOM;FEM;SG
stedelike	mestne	stedelik	mesten	ADJ;NOM	ADJ;NOM;FEM;PL
produksie	proizvodnja	produksie	proizvodnja	N;SG	N;NOM;FEM;SG
produksie	pridelava	produksie	pridelava	N;SG	N;NOM;FEM;SG
produksie	produkcija	produksie	produkcija	N;SG	N;NOM;FEM;SG
produksie	proizvodnjo	produksie	proizvodnja	N;SG	N;ACC;FEM;SG
messier	messier	messier	messier	N;SG	N;NOM;MASC;SG
brief	dopis	brief	dopis	N;SG	N;NOM;MASC;SG
brief	črka	brief	črka	N;SG	N;NOM;FEM;SG
brief	pismo	brief	pismo	N;SG	N;NOM;NEUT;SG
woordeboek	slovar	woordeboek	slovar	N;SG	N;NOM;MASC;SG
ton	tono	ton	tona	N;SG	N;ACC;FEM;SG
ton	ton	ton	tona	N;SG	N;NOM;MASC;SG
ton	tone	ton	tona	N;SG	N;NOM;MASC;SG
samelewing	družbo	samelewing	družba	N;SG	N;ACC;FEM;SG
samelewing	društvo	samelewing	društvo	N;SG	N;NOM;NEUT;SG
samelewing	družba	samelewing	družba	N;SG	N;NOM;FEM;SG
samelewing	skupnost	samelewing	skupnost	N;SG	N;NOM;FEM;SG
huise	domovi	huis	domov	N;PL	N;NOM;MASC;PL
huise	domovih	huis	domov	N;PL	N;ESS;MASC;PL
huise	domove	huis	dom	N;PL	N;ACC;MASC;PL
huise	prebivališča	huis	prebivališče	N;PL	N;NOM;NEUT;PL
huise	hiš	huis	hiša	N;PL	N;GEN;FEM;PL
huise	hiške	huis	hiška	N;PL	N;NOM;FEM;PL
huise	hiše	huis	hiša	N;PL	N;NOM;FEM;PL
midde	sredina	midde	sredina	N;SG	N;NOM;FEM;SG
aangekondig	napovedala	aankondig	napovedati	V;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
publiek	javnosti	publiek	javnost	N;SG	N;GEN;FEM;SG
publiek	javnost	publiek	javnost	N;SG	N;NOM;FEM;SG
godsdiens	religija	godsdiens	religija	N;SG	N;NOM;FEM;SG
godsdiens	religijo	godsdiens	religija	N;SG	N;ACC;FEM;SG
godsdiens	vera	godsdiens	vera	N;SG	N;NOM;FEM;SG
era	era	era	era	N;SG	N;NOM;MASC;SG
golf	valovanje	golf	valovanje	N;SG	N;NOM;NEUT;SG
golf	val	golf	val	N;SG	N;NOM;MASC;SG
omstandighede	okoliščine	omstandigheid	okoliščina	N;PL	N;NOM;FEM;PL
omstandighede	okoliščine	omstandigheid	okoliščina	N;PL	N;NOM;FEM;PL
omstandighede	okoliščin	omstandigheid	okoliščina	N;PL	N;GEN;FEM;PL
geboorte	rojstvo	geboorte	rojstvo	N;SG	N;NOM;NEUT;SG
oorleef	preživi	oorleef	preživeti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
oorleef	preživeti	oorleef	preživeti	V;PRS	V;PFV;NFIN
redakteur	urednik	redakteur	urednik	N;SG	N;NOM;MASC;SG
redakteur	urejevalnik	redakteur	urejevalnik	N;SG	N;NOM;MASC;SG
ontdekking	odkritje	ontdekking	odkritje	N;SG	N;NOM;NEUT;SG
geleidelik	postopoma	geleidelik	postopoma	ADV	ADV
geleidelik	postopno	geleidelik	postopno	ADV	ADV
kaptein	stotnik	kaptein	stotnik	N;SG	N;NOM;MASC;SG
kaptein	kapitan	kaptein	kapitan	N;SG	N;NOM;MASC;SG
verwysings	reference	verwysing	referenca	N;PL	N;NOM;FEM;PL
verwysings	sklicevanja	verwysing	sklicevanje	N;PL	N;NOM;NEUT;PL
voorstad	predmestje	voorstad	predmestje	N;SG	N;NOM;NEUT;SG
siekte	bolezen	siekte	bolezen	N;SG	N;NOM;FEM;SG
siekte	bolezen	siekte	bolezen	N;SG	N;NOM;FEM;SG
bywoning	prisotnost	bywoning	prisotnost	N;SG	N;NOM;FEM;SG
bywoning	udeležba	bywoning	udeležba	N;SG	N;NOM;FEM;SG
bywoning	navzočnost	bywoning	navzočnost	N;SG	N;NOM;FEM;SG
professionele	strokovna	professioneel	strokoven	ADJ;NOM	ADJ;NOM;FEM;SG
professionele	poklicna	professioneel	poklicen	ADJ;NOM	ADJ;NOM;FEM;SG
professionele	poklicne	professioneel	poklicen	ADJ;NOM	ADJ;NOM;FEM;PL
professionele	strokovni	professioneel	strokoven	ADJ;NOM	ADJ;NOM;MASC;SG
mediese	medicinski	medies	medicinski	ADJ;NOM	ADJ;NOM;MASC;SG
mediese	medicinsko	medies	medicinski	ADJ;NOM	ADJ;NOM;NEUT;SG
uitvoerende	izvršni	uitvoer	izvršen	ADJ;NOM	ADJ;NOM;MASC;SG
uitvoerende	izvršilni	uitvoer	izvršilen	ADJ;NOM	ADJ;NOM;MASC;SG
stuk	kos	stuk	kos	N;SG	N;NOM;MASC;SG
stuk	delček	stuk	delček	N;SG	N;NOM;MASC;SG
stuk	košček	stuk	košček	N;SG	N;NOM;MASC;SG
stuk	kosa	stuk	kosati	N;SG	N;NOM;MASC;SG
toegang	dostop	toegang	dostop	N;SG	N;NOM;MASC;SG
hof	sodišče	hof	sodišče	N;SG	N;NOM;NEUT;SG
hof	dvor	hof	dvor	N;SG	N;NOM;MASC;SG
bank	banko	bank	banka	N;SG	N;ACC;FEM;SG
bank	breg	bank	breg	N;SG	N;NOM;MASC;SG
bank	banka	bank	banka	N;SG	N;NOM;FEM;SG
teken	narisal	teken	narisati	V;PRS	V;PFV;MASC;SG;V.PTCP
teken	podpišite	teken	podpisati	V;PRS	V;PFV;IMP;PL;2;FIN
ooit	kdaj	ooit	kdaj	ADV	ADV
gesag	organ	gesag	organ	N;SG	N;NOM;MASC;SG
gesag	avtoriteta	gesag	avtoriteta	N;SG	N;NOM;FEM;SG
ensiklopedie	enciklopedija	ensiklopedie	enciklopedija	N;SG	N;NOM;FEM;SG
myl	milje	myl	milja	N;SG	N;NOM;FEM;SG
myl	miljo	myl	milja	N;SG	N;ACC;FEM;SG
eens	nekoč	eens	nekoč	ADV	ADV
eens	enkrat	eens	enkrat	ADV	ADV
gebeure	dogodki	gebeure	dogodek	N;PL	N;NOM;MASC;PL
gebeure	prireditve	gebeure	prireditev	N;PL	N;NOM;FEM;PL
gebeure	dogodke	gebeure	dogodek	N;PL	N;ACC;MASC;PL
gebeure	dogodkov	gebeure	dogodek	N;PL	N;GEN;MASC;PL
verby	onkraj	verby	onkraj	ADP	ADP;GEN
verby	onstran	verby	onstran	ADP	ADP;GEN
mitologie	mitologija	mitologie	mitologija	N;SG	N;NOM;FEM;SG
toekenning	nagrada	toekenning	nagrada	N;SG	N;NOM;FEM;SG
toekenning	nagrado	toekenning	nagrada	N;SG	N;ACC;FEM;SG
afsonderlike	ločena	afsonderlik	ločen	ADJ;NOM	ADJ;NOM;FEM;SG;V.PTCP
afsonderlike	ločeni	afsonderlik	ločen	ADJ;NOM	ADJ;NOM;MASC;PL;V.PTCP
afsonderlike	ločeno	afsonderlik	ločen	ADJ;NOM	ADJ;NOM;NEUT;SG;V.PTCP
vliegtuig	letalo	vliegtuig	letalo	N;SG	N;NOM;NEUT;SG
vliegtuig	ravnina	vliegtuig	ravnina	N;SG	N;NOM;FEM;SG
vliegtuig	letalo	vliegtuig	letalo	N;SG	N;NOM;NEUT;SG
vliegtuig	letalo	vliegtuig	letalo	N;SG	N;NOM;NEUT;SG
vliegtuig	zrakoplov	vliegtuig	zrakoplov	N;SG	N;NOM;MASC;SG
gode	olimpijci	gode	olimpijec	N;PL	N;NOM;MASC;PL
frederik	frederick	frederik	frederick	N;SG	N;NOM;MASC;SG
vas	trdno	vas	trdno	ADV	ADV
manlike	moško	manlik	moški	ADJ;NOM	ADJ;NOM;NEUT;SG
manlike	moška	manlik	moški	ADJ;NOM	ADJ;NOM;FEM;SG
hande	roke	hand	roka	N;PL	N;NOM;FEM;PL
kompetisie	konkurenca	kompetisie	konkurenca	N;SG	N;NOM;FEM;SG
kompetisie	tekmovanje	kompetisie	tekmovanje	N;SG	N;NOM;NEUT;SG
kompetisie	natečaj	kompetisie	natečaj	N;SG	N;NOM;MASC;SG
kompetisie	tekmovanje	kompetisie	tekmovanje	N;SG	N;NOM;NEUT;SG
kompetisie	natečaj	kompetisie	natečaj	N;SG	N;NOM;MASC;SG
kompetisie	natečaja	kompetisie	natečaj	N;SG	N;NOM;MASC;SG
privaat	zasebno	privaat	zaseben	ADJ;NOM	ADJ;NOM;NEUT;SG
privaat	zasebno	privaat	zaseben	ADJ;NOM	ADJ;NOM;NEUT;SG
privaat	zasebna	privaat	zaseben	ADJ;NOM	ADJ;NOM;FEM;SG
privaat	zasebni	privaat	zaseben	ADJ;NOM	ADJ;NOM;MASC;SG
dialekte	narečij	dialekte	narečje	N;PL	N;GEN;NEUT;PL
aktief	dejavno	aktief	dejavno	ADV	ADV
aktief	aktivno	aktief	aktivno	ADV	ADV
partye	pogodbenice	party	pogodbenica	N;PL	N;NOM;FEM;PL
partye	zabave	party	zabava	N;PL	N;NOM;FEM;PL
partye	stranke	party	stranka	N;PL	N;NOM;FEM;PL
dinge	stvari	ding	stvar	N;PL	N;NOM;FEM;PL
tegniese	tehnični	tegnies	tehničen	ADJ;NOM	ADJ;NOM;MASC;SG
tegniese	tehnična	tegnies	tehničen	ADJ;NOM	ADJ;NOM;FEM;SG
karakters	liki	karakter	lik	N;PL	N;NOM;MASC;PL
karakters	znaki	karakter	znak	N;PL	N;NOM;MASC;PL
karakters	znakov	karakter	znak	N;PL	N;GEN;MASC;PL
bedek	zajema	bedek	zajema	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
graaf	graf	graaf	graf	N;SG	N;NOM;MASC;SG
argitektuur	arhitektura	argitektuur	arhitektura	N;SG	N;NOM;FEM;SG
argitektuur	arhitekturo	argitektuur	arhitektura	N;SG	N;ACC;FEM;SG
metode	metoda	metode	metoda	N;SG	N;NOM;FEM;SG
metode	metodo	metode	metoda	N;SG	N;ACC;FEM;SG
frank	frank	frank	franka	N;SG	N;NOM;MASC;SG
frank	frenk	frank	frenk	N;SG	N;NOM;MASC;SG
redes	razlogi	rede	razlog	N;PL	N;NOM;MASC;PL
eenhede	enote	eenhede	enota	N;PL	N;NOM;FEM;PL
eenhede	enot	eenhede	enota	N;PL	N;GEN;FEM;PL
droë	posuši	droog	posušiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
olie	olje	olie	olje	N;SG	N;NOM;NEUT;SG
olie	nafta	olie	naft	N;SG	N;NOM;FEM;SG
spelers	igralci	speler	igralec	N;PL	N;NOM;MASC;PL
spelers	igralce	speler	igralec	N;PL	N;ACC;MASC;PL
spelers	akterji	speler	akter	N;PL	N;NOM;MASC;PL
twaalf	dvanajst	twaalf	dvanajst	NUM	NUM;NOM;PL
sekretaris	tajnik	sekretaris	tajnik	N;SG	N;NOM;MASC;SG
sekretaris	sekretarka	sekretaris	sekretarka	N;SG	N;NOM;FEM;SG
sekretaris	sekretar	sekretaris	sekretar	N;SG	N;NOM;MASC;SG
sekretaris	tajnica	sekretaris	tajnica	N;SG	N;NOM;FEM;SG
sekretaris	minister	sekretaris	minister	N;SG	N;NOM;MASC;SG
federasie	federacija	federasie	federacija	N;SG	N;NOM;FEM;SG
stof	prah	stof	prah	N;SG	N;NOM;MASC;SG
stof	praha	stof	praha	N;SG	N;GEN;MASC;SG
kommersiële	komercialni	kommersieel	komercialen	ADJ;NOM	ADJ;NOM;MASC;SG
kommersiële	komercialna	kommersieel	komercialen	ADJ;NOM	ADJ;NOM;FEM;SG
kommersiële	komercialne	kommersieel	komercialen	ADJ;NOM	ADJ;NOM;FEM;PL
primêre	primarne	primêr	primaren	ADJ;NOM	ADJ;NOM;FEM;PL
primêre	primarna	primêr	primaren	ADJ;NOM	ADJ;NOM;FEM;SG
primêre	primarni	primêr	primaren	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
persiese	perzijski	persies	perzijski	ADJ;NOM	ADJ;NOM;MASC;SG
dam	jez	dam	jez	N;SG	N;NOM;MASC;SG
toekoms	bodočnost	toekoms	bodočnost	N;SG	N;NOM;FEM;SG
toekoms	prihodnosti	toekoms	prihodnost	N;SG	N;GEN;FEM;SG
toekoms	prihodnost	toekoms	prihodnost	N;SG	N;NOM;FEM;SG
grootliks	znatno	grootliks	znatno	ADV	ADV
grootliks	občutno	grootliks	občutno	ADV	ADV
polisie	policija	polisie	policija	N;SG	N;NOM;FEM;SG
geslag	spol	geslag	spol	N;SG	N;NOM;MASC;SG
geslag	seks	geslag	seks	N;SG	N;NOM;MASC;SG
geslag	spol	geslag	spol	N;SG	N;NOM;MASC;SG
geslag	sex	geslag	sex	N;SG	N;NOM;MASC;SG
graf	grob	graf	grob	N;SG	N;NOM;MASC;SG
graf	groba	graf	grob	N;SG	N;NOM;MASC;SG
besoekers	obiskovalce	besoeker	obiskovalec	N;PL	N;ACC;MASC;PL
besoekers	obiskovalci	besoeker	obiskovalec	N;PL	N;NOM;MASC;PL
volwasse	zrel	volwasse	zreti	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
volwasse	zrelo	volwasse	zrelo	ADJ;NOM	ADJ;NOM;NEUT;SG
kies	izberi	kies	izbrati	V;PRS	V;PFV;IND;SG;3;PRS;FIN
duitsers	nemce	duitser	nemec	N;PL	N;ACC;MASC;PL
duitsers	nemci	duitser	nemec	N;PL	N;NOM;MASC;PL
basiese	osnovno	basies	osnoven	ADJ;NOM	ADJ;NOM;NEUT;SG
basiese	osnovni	basies	osnoven	ADJ;NOM	ADJ;NOM;MASC;PL
broers	brate	broers	brat	N;PL	N;ACC;MASC;PL
broers	bratje	broers	bratje	N;PL	N;NOM;MASC;PL
broers	bratov	broers	brat	N;PL	N;GEN;MASC;PL
komponis	skladatelj	komponis	skladatelj	N;SG	N;NOM;MASC;SG
kunstenaar	umetnik	kunstenaar	umetnik	N;SG	N;NOM;MASC;SG
kunstenaar	izvajalec	kunstenaar	izvajalec	N;SG	N;NOM;MASC;SG
kunstenaar	umetnica	kunstenaar	umetnica	N;SG	N;NOM;FEM;SG
germaanse	germanski	germaans	germanski	ADJ;NOM	ADJ;NOM;MASC;SG
vermoë	zmožnost	vermoë	zmožnost	N;SG	N;NOM;FEM;SG
vermoë	sposobnost	vermoë	sposobnost	N;SG	N;NOM;FEM;SG
mond	gobec	mond	gobec	N;SG	N;NOM;MASC;SG
gesondheid	zdravje	gesondheid	zdravje	N;SG	N;NOM;NEUT;SG
gesondheid	zdravja	gesondheid	zdravje	N;SG	N;GEN;NEUT;SG
leerders	učencem	leerder	učenec	N;PL	N;DAT;MASC;PL
leerders	dijaki	leerder	dijak	N;PL	N;NOM;MASC;PL
leerders	zenice	leerder	zenica	N;PL	N;NOM;FEM;PL
leerders	učencev	leerder	učenec	N;PL	N;GEN;MASC;PL
leerders	učenci	leerder	učenec	N;PL	N;NOM;MASC;PL
geskiedkundige	zgodovinski	geskiedkundig	zgodovinski	ADJ;NOM	ADJ;NOM;MASC;SG
geskiedkundige	zgodovinsko	geskiedkundig	zgodovinski	ADJ;NOM	ADJ;NOM;NEUT;SG
geskiedkundige	zgodovinska	geskiedkundig	zgodovinski	ADJ;NOM	ADJ;NOM;FEM;SG
geskiedkundige	zgodovinske	geskiedkundig	zgodovinski	ADJ;NOM	ADJ;NOM;FEM;PL
aktiwiteite	dejavnosti	aktiwiteit	dejavnost	N;PL	N;NOM;FEM;PL
aktiwiteite	aktivnosti	aktiwiteit	aktivnost	N;PL	N;NOM;FEM;PL
aktiwiteite	dogodki	aktiwiteit	dogodek	N;PL	N;NOM;MASC;PL
aktiwiteite	prireditve	aktiwiteit	prireditev	N;PL	N;NOM;FEM;PL
aktiwiteite	dogodke	aktiwiteit	dogodek	N;PL	N;ACC;MASC;PL
aktiwiteite	dogodkov	aktiwiteit	dogodek	N;PL	N;GEN;MASC;PL
konflik	navzkrižje	konflik	navzkrižje	N;SG	N;NOM;NEUT;SG
konflik	spor	konflik	spor	N;SG	N;NOM;MASC;SG
konflik	konflikt	konflik	konflikt	N;SG	N;NOM;MASC;SG
konflik	spopad	konflik	spopad	N;SG	N;NOM;MASC;SG
gemeenskaplike	pogosti	gemeenskaplik	pogost	ADJ;NOM	ADJ;NOM;MASC;PL
inkomste	dohodek	inkomste	dohodek	N;SG	N;NOM;MASC;SG
inkomste	dohodka	inkomste	dohodek	N;SG	N;GEN;MASC;SG
inkomste	prihodek	inkomste	prihodek	N;SG	N;NOM;MASC;SG
inkomste	prihodek	inkomste	prihodek	N;SG	N;NOM;MASC;SG
karoo	karoo	karoo	karoo		
ligte	lahka	lig	lahek	ADJ;NOM	ADJ;NOM;FEM;SG
ligte	rahle	lig	rahle	ADJ;NOM	ADJ;NOM;FEM;PL
ligte	rahla	lig	rahel	ADJ;NOM	ADJ;NOM;FEM;SG
ligte	rahel	lig	rahel	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
erfenis	dediščina	erfenis	dediščina	N;SG	N;NOM;FEM;SG
erfenis	dediščino	erfenis	dediščina	N;SG	N;ACC;FEM;SG
bladsye	strani	bladsy	stran	N;PL	N;NOM;FEM;PL
heelal	vesolje	heelal	vesolje	N;SG	N;NOM;NEUT;SG
heelal	vesolju	heelal	vesolje	N;SG	N;DAT;NEUT;SG
verdwyn	izgine	verdwyn	izginiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
verdwyn	izginila	verdwyn	izginiti	V;PRS	V;PFV;FEM;SG;V.PTCP
blomme	cvetje	blomm	cvetje	N;SG	N;NOM;NEUT;SG
verwante	povezano	verwant	povezan	ADJ;NOM	ADJ;NOM;NEUT;SG;V.PTCP
verwante	povezani	verwant	povezan	ADJ;NOM	ADJ;NOM;MASC;PL;V.PTCP
sport	šport	sport	šport	N;SG	N;NOM;MASC;SG
sport	sport	sport	sport	N;SG	N;NOM;MASC;SG
sport	šport	sport	šport	N;SG	N;NOM;MASC;SG
selfstandige	neodvisen	selfstandig	neodvisen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
selfstandige	samostojna	selfstandig	samostojen	ADJ;NOM	ADJ;NOM;FEM;SG
selfstandige	neodvisni	selfstandig	neodvisen	ADJ;NOM	ADJ;NOM;MASC;PL
selfstandige	neodvisna	selfstandig	neodvisen	ADJ;NOM	ADJ;NOM;FEM;SG
onderneming	korporacija	onderneming	korporacija	N;SG	N;NOM;FEM;SG
onderneming	corporation	onderneming	corporation	N;SG	N;NOM;MASC;SG
onderneming	korporacijo	onderneming	korporacija	N;SG	N;ACC;FEM;SG
onderneming	enterprise	onderneming	enterpris	N;SG	N;NOM;MASC;SG
onderneming	podjetništvo	onderneming	podjetništvo	N;SG	N;NOM;NEUT;SG
tempel	svetišče	tempel	svetišče	N;SG	N;NOM;NEUT;SG
tempel	tempelj	tempel	tempelj	N;SG	N;NOM;MASC;SG
tempel	hram	tempel	hrama	N;SG	N;NOM;MASC;SG
twintig	dvajset	twintig	dvajset	NUM	NUM;NOM;PL
literatuur	literaturo	literatuur	literatura	N;SG	N;ACC;FEM;SG
literatuur	književnost	literatuur	književnost	N;SG	N;NOM;FEM;SG
literatuur	literatura	literatuur	literatura	N;SG	N;NOM;FEM;SG
saamgesmelt	stopil	saamsmelt	stopiti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
tabel	preglednica	tabel	preglednica	N;SG	N;NOM;FEM;SG
tabel	razpredelnica	tabel	razpredelnica	N;SG	N;NOM;FEM;SG
tabel	miza	tabel	miza	N;SG	N;NOM;FEM;SG
tabel	tabela	tabel	tabela	N;SG	N;NOM;FEM;SG
speler	igralec	speler	igralec	N;SG	N;NOM;MASC;SG
speler	predvajalnik	speler	predvajalnik	N;SG	N;NOM;MASC;SG
speler	igralca	speler	igralec	N;SG	N;NOM;MASC;SG
kommunistiese	komunistično	kommunisties	komunističen	ADJ;NOM	ADJ;NOM;NEUT;SG
kommunistiese	komunistična	kommunisties	komunističen	ADJ;NOM	ADJ;NOM;FEM;SG
kommunistiese	komunistični	kommunisties	komunističen	ADJ;NOM	ADJ;NOM;MASC;SG
sokkerspeler	nogometaš	sokkerspeler	nogometaš	N;SG	N;NOM;MASC;SG
prent	sliko	prent	slika	N;SG	N;ACC;FEM;SG
prent	slika	prent	slika	N;SG	N;NOM;FEM;SG
prent	sliko	prent	slika	N;SG	N;ACC;FEM;SG
prent	podoba	prent	podoba	N;SG	N;NOM;FEM;SG
prent	slika	prent	slika	N;SG	N;NOM;FEM;SG
prent	narava	prent	narava	N;SG	N;NOM;FEM;SG
vraag	vprašanje	vraag	vprašanje	N;SG	N;NOM;NEUT;SG
vraag	vprasanje	vraag	vprasanje	N;SG	N;NOM;NEUT;SG
sterrebeeld	ozvezdje	sterrebeeld	ozvezdje	N;SG	N;NOM;NEUT;SG
optrede	vedenje	optrede	vedenje	N;SG	N;NOM;NEUT;SG
optrede	obnašanje	optrede	obnašanje	N;SG	N;NOM;NEUT;SG
optrede	ravnanje	optrede	ravnanje	N;SG	N;NOM;NEUT;SG
blad	stran	blad	stran	N;SG	N;NOM;FEM;SG
letters	pisma	letters	pismo	N;PL	N;NOM;NEUT;PL
letters	črke	letters	črka	N;PL	N;NOM;FEM;PL
letters	pisem	letters	pisem	N;PL	N;GEN;FEM;PL
reaksie	reakcijo	reaksie	reakcija	N;SG	N;ACC;FEM;SG
reaksie	reakcija	reaksie	reakcija	N;SG	N;NOM;FEM;SG
reaksie	odziv	reaksie	odziv	N;SG	N;NOM;MASC;SG
opvoedkundige	izobraževalno	opvoedkundig	izobraževalen	ADJ;NOM	ADJ;NOM;NEUT;SG
opvoedkundige	izobraževalni	opvoedkundig	izobraževalen	ADJ;NOM	ADJ;NOM;MASC;PL
vliegtuie	zrakoplovi	vliegtuig	zrakoplov	N;PL	N;NOM;MASC;PL
vliegtuie	letala	vliegtuig	letalo	N;PL	N;NOM;NEUT;PL
fokus	osredotočiti	fokus	osredotočiti	V;PRS	V;PFV;NFIN
reëls	pravila	reël	pravilo	N;PL	N;NOM;NEUT;PL
reëls	predpisi	reël	predpis	N;PL	N;NOM;MASC;PL
reëls	črte	reël	črta	N;PL	N;NOM;FEM;PL
reëls	vrstice	reël	vrstica	N;PL	N;NOM;FEM;PL
reëls	proge	reël	proga	N;PL	N;NOM;FEM;PL
reëls	vrstic	reël	vrstica	N;PL	N;GEN;FEM;PL
geweier	odklonil	weier	odkloniti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
verduidelik	razloži	verduidelik	razložiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
verduidelik	pojasni	verduidelik	pojasen	V;PRS	V;PFV;IND;SG;3;PRS;FIN
