den	میرا	den	میں	PRO;DEF;MASC+FEM;SG	PRO;NOM;SG;1
linje	سمت	linje	سمت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	رُخ	linje	رُخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	راستہ	linje	راستہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	افسانہ	linje	افسانہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	موافقت	linje	موافقت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	ذریعہ	linje	ذریعہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	سمت	linje	سمت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	رُخ	linje	رُخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	راستہ	linje	راستہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	افسانہ	linje	افسانہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	لکیر	linje	لکیر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
linje	موافقت	linje	موافقت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
undantag	استثنأ	undantag	استثنأ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
undantag	معافی	undantag	معافی	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
undantag	استثنا	undantag	استثنا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
undantag	مرتبے	undantag	مرتبہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
undantag	تخفیف	undantag	تخفیف	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
undantag	تخریب	undantag	تخریب	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
undantag	اختیار	undantag	اختیار	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
undantag	انحطاط	undantag	انحطاط	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
internationellt	واقع	internationell	واقع	ADJ;NOM;INDF;NEUT;SG	ADJ
internationellt	مستعمل	internationell	مستعمل	ADJ;NOM;INDF;NEUT;SG	ADJ
visst	یقینی	viss	یقینی	ADJ;NOM;INDF;NEUT;SG	ADJ
vetenskapliga	منظم	vetenskaplig	منظم	ADJ;NOM;PL	ADJ
vetenskapliga	سائنسی	vetenskaplig	سائنسی	ADJ;NOM;PL	ADJ
nivå	مزاج	nivå	مزاج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nivå	مزاج	nivå	مزاج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förening	تنظیم.	förening	تنظیم.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förening	جمعیت	förening	جمعیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förening	تنظیم.	förening	تنظیم.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förening	جمعیت	förening	جمعیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förening	رفاقت	förening	رفاقت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
förening	احاطہ	förening	احاطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förening	احاطہ	förening	احاطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
politik	ادارہ	politik	ادارہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sonen	قبیلے	son	قبیلہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sonen	بیٹا	son	بیٹا	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sonen	قبیلے	son	قبیلہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
vikt	وزن	vikt	وزن	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
levande	موجودہ.	levande	موجودہ.	ADJ;NOM;PRS;V.PTCP	ADJ
levande	رواں	levande	رواں	ADJ;NOM;PRS;V.PTCP	ADJ
levande	موجود	levande	موجود	ADJ;NOM;PRS;V.PTCP	ADJ
levande	خبردار	levande	خبردار	ADJ;NOM;PRS;V.PTCP	ADJ
kroppen	مقدار	kropp	مقدار	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kroppen	جسم	kropp	جسم	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kroppen	فرد	kropp	فرد	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kroppen	آدمی	kropp	آدمی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
närvarande	انعام	närvarande	انعام	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
närvarande	تحفہ	närvarande	تحفہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
närvarande	عطیہ	närvarande	عطیہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
närvarande	پیشکش.	närvarande	پیشکش.	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
någonsin	ہمیشہ	någonsin	ہمیشہ	ADV	ADV
stå	چالو	stå	چالو	V;IMP;FIN;ACT	V;ACT
instrument	اوزار	instrument	اوزار	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
klara	تیز	klar	تیز	ADJ;NOM;PL	ADJ
klara	مائل	klar	مائل	ADJ;NOM;PL	ADJ
klara	آمادہ	klar	آمادہ	ADJ;NOM;PL	ADJ
klara	تیز	klar	تیز	ADJ;NOM;PL	ADJ
klara	مائل	klar	مائل	ADJ;NOM;PL	ADJ
länk	واسطہ	länk	واسطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bolag	گروہ	bolag	گروہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
bolag	صحبت	bolag	صحبت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
regel	وضع	regel	وضع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
regel	حکومت	regel	حکومت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
yttre	معروضی	yttre	معروضی	ADJ;NOM;CMPR	ADJ
yttre	معروضی	yttre	معروضی	ADJ;NOM;CMPR	ADJ
yttre	بیرونی	yttre	بیرونی	ADJ;NOM;CMPR	ADJ
yttre	خارجی	yttre	خارجی	ADJ;NOM;CMPR	ADJ
yttre	خارجی	yttre	خارجی	ADJ;NOM;CMPR	ADJ
yttre	بیرونی	yttre	بیرونی	ADJ;NOM;CMPR	ADJ
yttre	خارجی	yttre	خارجی	ADJ;NOM;CMPR	ADJ
otillräckligt	ناکافی	otillräcklig	ناکافی	ADJ;NOM;INDF;NEUT;SG	ADJ
bluff	دھوکا	bluff	دھوکا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bluff	افواہ	bluff	افواہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bluff	چکمہ	bluff	چکمہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bluff	ہنسی	bluff	ہنسی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
oberoende	مستقل.	oberoende	مستقل.	ADJ;NOM;PRS;V.PTCP	ADJ
oberoende	آزادانہ	oberoende	آزادانہ	ADJ;NOM;PRS;V.PTCP	ADJ
varv	لباس	varv	لباس	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	ہوش	skäl	ہوش	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	وجدان	skäl	وجدان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	مقصد	skäl	مقصد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	منطق	skäl	منطق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	دلیل	skäl	دلیل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	فہم	skäl	فہم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	ہوش	skäl	ہوش	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	عقل	skäl	عقل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	وجدان	skäl	وجدان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	مقصد	skäl	مقصد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	منطق	skäl	منطق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	دلیل	skäl	دلیل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skäl	فہم	skäl	فہم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
byggnad	اسکول	byggnad	اسکول	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
återigen	دوبارہ	återigen	دوبارہ	ADV	ADV
populär	مقبول	populär	مقبول	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
ordinarie	باضابطہ	ordinarium	باضابطہ	N;NOM;INDF;MASC+FEM;SG	N
ordinarie	ثقہ	ordinarium	ثقہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utvecklingen	تکمیل	utveckling	تکمیل	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
utvecklingen	گیس	utveckling	گیس	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
night	رات	night	رات	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
fängelse	قید	fängelse	قید	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
fängelse	قید	fängelse	قید	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
fängelse	جیل	fängelse	جیل	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
fängelse	حراست	fängelse	حراست	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
fängelse	حراست	fängelse	حراست	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
kontakt	ربط	kontakt	ربط	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
out	ڈانٹ	out	ڈانٹ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
out	دور	out	دور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
out	ڈانٹ	out	ڈانٹ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
out	دور	out	دور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
personliga	ذاتی	personlig	ذاتی	ADJ;NOM;PL	ADJ
talar	بولنا	tala	بول	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
följa	سمجھنا	följa	سمجھ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
våra	ہم	vi	ہم	PRO;DEF;PL	PRO;NOM;PL;1
våra	ہم	vi	ہم	PRO;DEF;PL	PRO;NOM;PL;1
ämnet	مقالے	ämne	مقالہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
fadern	موجد	far	موجد	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
fadern	والد	far	والد	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
makt	صلاحیت	makt	صلاحیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
makt	صلاحیت	makt	صلاحیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
makt	بل	makt	بل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
periodisk	متوالی	periodisk	متوالی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
modell	وضع	modell	وضع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
modell	نقشہ	modell	نقشہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
modell	مٹی	modell	مٹی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
behov	بحران	behov	بحران	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
behov	بحران	behov	بحران	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
behov	ضرورت	behov	ضرورت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
behov	حاجت	behov	حاجت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
examen	نسبت	exam	نسبت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
variant	قسم	variant	قسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fiction	اختراع	fiction	اختراع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fiction	بیان	fiction	بیان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fiction	افسانہ	fiction	افسانہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fiction	ایجاد	fiction	ایجاد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
huvud	فرد	huvud	فرد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
huvud	اسم	huvud	اسم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
huvud	سربراہ	huvud	سربراہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
huvud	فرد	huvud	فرد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
huvud	اسم	huvud	اسم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
klar	تیز	klar	تیز	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
klar	مائل	klar	مائل	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
klar	آمادہ	klar	آمادہ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
klar	تیز	klar	تیز	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
klar	مائل	klar	مائل	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
kräver	چاہنا	kräva	چاہ	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
channel	راستہ	channel	راستہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
channel	سمت	channel	سمت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tvåa	حیرت	tvåa	حیرت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kärlek	محبت	kärlek	محبت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kärlek	محبت	kärlek	محبت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
möjligen	شاید	möjligen	شاید	ADV	ADV
sak	شے	sak	شے	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sak	اثاثہ.	sak	اثاثہ.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sak	بات	sak	بات	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sak	قول	sak	قول	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sak	طریقہ.	sak	طریقہ.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
svar	جواب	svar	جواب	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
allmän	رائج	allmän	رائج	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
allmän	مقامی	allmän	مقامی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
allmän	اعلیٰ	allmän	اعلیٰ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
allmän	کافی	allmän	کافی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
allmän	غیرمتخصص	allmän	غیرمتخصص	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
allmän	رائج	allmän	رائج	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
allmän	عام	allmän	عام	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
allmän	مقامی	allmän	مقامی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
allmän	اعلیٰ	allmän	اعلیٰ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
allmän	کافی	allmän	کافی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
allmän	غیرمتخصص	allmän	غیرمتخصص	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
kef	کاہلی	kef	کاہلی	N;NOM;SG	N;NOM;MASC;SG;3
maka	زوجہ	maka	زوجہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
maka	بیوی	maka	بیوی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
maka	زوجہ	maka	زوجہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
maka	بیوی	maka	بیوی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
utseende	ظہور	utseende	ظہور	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
omgång	حدود	omgång	حد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
omgång	گول	omgång	گول	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
omgång	حدود	omgång	حد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
klassiska	متوازن	klassisk	متوازن	ADJ;NOM;PL	ADJ
styrka	زور	styrka	زور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uttryck	اظہار	uttryck	اظہار	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
uttryck	بیان	uttryck	بیان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
uttryck	تصریح	uttryck	تصریح	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
strid	مقابلہ	strid	مقابلہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strid	مبارزت	strid	مبارزت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strid	مقابلہ	strid	مقابلہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strid	لڑائی	strid	لڑائی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
strid	سعی	strid	سعی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
super	فالتو	sup	فالتو	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
super	سپرفاسفیٹ.	sup	سپرفاسفیٹ.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
super	سپرنٹنڈنٹ.	sup	سپرنٹنڈنٹ.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uppmärksamhet	اہمیت	uppmärksamhet	اہمیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uppmärksamhet	توجہ	uppmärksamhet	توجہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uppmärksamhet	زور	uppmärksamhet	زور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uppmärksamhet	دھیان	uppmärksamhet	دھیان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sound	رطوبت	sound	رطوبت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
sound	صوت	sound	صوت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sound	آواز	sound	آواز	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
sound	رطوبت	sound	رطوبت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
sound	صوت	sound	صوت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
människan	سپاہی	människa	سپاہی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
människan	پیشے	människa	پیشا	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
människan	شطرنج	människa	شطرنج	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
människan	انسان	människa	انسان	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
människan	جہاز	människa	جہاز	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
polisen	سپاہی	polis	سپاہی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
vis	انداز	vis	انداز	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vis	طور	vis	طور	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vis	طرح	vis	طرح	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vis	انداز	vis	انداز	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vis	طور	vis	طور	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vis	طرح	vis	طرح	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
union	اتفاق	union	اتفاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
union	اتحاد	union	اتحاد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
union	ملاپ	union	ملاپ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
union	شادی	union	شادی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
verkligen	یقیناً	verkligen	یقیناً	ADV	ADV
läsa	جانچنا	läsa	جانچ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
läsa	بھانپنا	läsa	بھانپنا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
håll	قبضہ	håll	قبضہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
håll	املاک	håll	ملک	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
håll	جشن	håll	جشن	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
håll	قبضہ	håll	قبضہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
håll	املاک	håll	ملک	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
håll	جشن	håll	جشن	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
gröna	تازہ	grön	تازہ	ADJ;NOM;PL	ADJ
dra	پٹانا	dra	پٹانا	V;IMP;FIN;ACT	V;MASC;SG;V.PTCP;ACT
dra	روکنے	dra	روک	V;IMP;FIN;ACT	V;ACC;NFIN
dra	چلنا	dra	چل	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
dra	چھاننا	dra	چھان	V;IMP;FIN;ACT	V;SG;NFIN;ACT
dra	جال	dra	جال	V;IMP;FIN;ACT	V;ACT
dra	کھینچنے	dra	کھینچ	V;IMP;FIN;ACT	V;NFIN
dra	پہنچنا	dra	پہنچ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
dra	بڑھنا	dra	بڑھ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
dra	چلنا	dra	چل	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
dra	لکھنا	dra	لکھ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
dra	کھینچنے	dra	کھینچ	V;IMP;FIN;ACT	V;NFIN
värde	قیمت	värde	قیمت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
värde	سامان	värde	سامان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
värde	تشخیص	värde	تشخیص	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
värde	قیمت	värde	قیمت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
värde	سامان	värde	سامان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
värde	تشخیص	värde	تشخیص	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
natten	رات	natt	رات	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
topp	چھت	topp	چھت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
topp	قیمت	topp	قیمت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
topp	شرح	topp	شرح	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
topp	خوبی	topp	خوبی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
topp	قسم	topp	قسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bear	بوجھ	bear	بوجھ	V;IMP;FIN;ACT	V;ACT
bear	بوجھ	bear	بوجھ	V;IMP;FIN;ACT	V;ACT
standard	عہد	standard	عہد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
standard	اقرار	standard	اقرار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
standard	کوتاہی	standard	کوتاہی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
standard	وضع	standard	وضع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
standard	خوبی	standard	خوبی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
standard	معیار	standard	معیار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stationen	مرتبہ	station	مرتبہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
natur	حالت	natur	حالت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
natur	قسم	natur	قسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
last	کام	last	کام	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
last	سامان	last	سامان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kontroll	قدرت	kontroll	قدرت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kontroll	قابو	kontroll	قابو	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kontroll	پڑتال	kontroll	پڑتال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kontroll	اختیار	kontroll	اختیار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kontroll	تصدیق	kontroll	تصدیق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
teknik	تکنیک	teknik	تکنیک	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
musikalbum	البم	musikalbum	البم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
målet	نشانہ	måle	نشانہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
målet	ہدف	måle	ہدف	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
målet	نشانہ	måle	نشانہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
tidskriften	کیمرے	tidskrift	کیمرا	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
berget	تودہ	berge	تودہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
berget	پربت	berge	پربت	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
berget	تودہ	berge	تودہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
berget	پہاڑ	berge	پہاڑ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
berget	منصب	berge	منصب	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
starka	حاوی	stark	حاوی	ADJ;NOM;PL	ADJ
starka	واضح	stark	واضح	ADJ;NOM;PL	ADJ
starka	متحد	stark	متحد	ADJ;NOM;PL	ADJ
starka	حاوی	stark	حاوی	ADJ;NOM;PL	ADJ
starka	واضح	stark	واضح	ADJ;NOM;PL	ADJ
