que	که	que	که	CONJ	CONJ
ríos	رودهای	río	رود	N;MASC;PL	N;PL
ríos	رودها	río	رود	N;MASC;PL	N;PL
catalina	کاتالینا	catalina	کاتالینا	N;FEM;SG	N;SG
may	می	maber	می		
bar	b	bar	b	N;MASC;SG	N;SG
bar	میله	bar	میله	N;MASC;SG	N;SG
bar	بار	bar	بار	N;MASC;SG	N;SG
medalla	مدال	medalla	مدال	N;FEM;SG	N;SG
función	کارکرد	función	None	N;FEM;SG	N;SG
función	تابع	función	None	N;FEM;SG	N;SG
usuarios	کاربران	usuario	کاربر	N;MASC;PL	N;PL
calidad	کیفیتی	calidad	کیفیت	N;FEM;SG	N;SG
calidad	کیفیت	calidad	کیفیت	N;FEM;SG	N;SG
artistas	هنرمندان	artista	هنرمند	N;PL	N;PL
similar	مشابه	similar	مشابه	ADJ;SG	ADJ
independencia	استقلال	independencia	استقلال	N;FEM;SG	N;SG
independencia	استقلالی	independencia	استقلالی	N;FEM;SG	N;SG
sistemas	سیستمها	sistema	سیستم	N;MASC;PL	N;PL
virgen	باکرگی	virgen	باکرگی	N;FEM;SG	N;SG
virgen	باکره	virgen	باکره	N;FEM;SG	N;SG
virgen	ویرجین	virgen	ویرجین	N;FEM;SG	N;SG
virgen	مدونا	virgen	مدونا	N;FEM;SG	N;SG
transporte	انتقال	transporte	انتقال	N;MASC;SG	N;SG
transporte	ترابری	transporte	None	N;MASC;SG	N;SG
pueblos	شهرها	pueblo	شهر	N;MASC;PL	N;PL
pueblos	روستاها	pueblo	روستا	N;MASC;PL	N;PL
pueblos	روستاهای	pueblo	روستا	N;MASC;PL	N;PL
pueblos	مردمان	pueblo	مردم	N;MASC;PL	N;PL
rodríguez	رودریگز	rodríguez	رودریگز	N;SG	N;SG
rodríguez	رودریگز	rodríguez	رودریگز	N;SG	N;SG
valor	شهامت	valor	None	N;MASC;SG	N;SG
valor	شجاعت	valor	شجاعت	N;MASC;SG	N;SG
valor	رشادت	valor	رشادت	N;MASC;SG	N;SG
valor	دلیری	valor	دلیری	N;MASC;SG	N;SG
unidad	همبستگی	unidad	همبستگی	N;FEM;SG	N;SG
unidad	وحدت	unidad	وحدت	N;FEM;SG	N;SG
unidad	اتحاد	unidad	اتحاد	N;FEM;SG	N;SG
unidad	یگان	unidad	یهان	N;FEM;SG	N;SG
unidad	یکای	unidad	یکا	N;FEM;SG	N;SG
unidad	واحد	unidad	واحد	N;FEM;SG	N;SG
unidad	یکا	unidad	یکا	N;FEM;SG	N;SG
imágenes	تصاویر	imagen	تصویر	N;FEM;PL	N;PL
imágenes	عکسها	imagen	عکس	N;FEM;PL	N;PL
imágenes	تصاویر	imagen	تصویر	N;FEM;PL	N;PL
inicio	خانه	inicio	خانه	N;MASC;SG	N;SG
inicio	وطن	inicio	وطن	N;MASC;SG	N;SG
inicio	خونه	inicio	خونه	N;MASC;SG	N;SG
inicio	آغازه	inicio	آغازه	N;MASC;SG	N;SG
inicio	شروع	inicio	شروع	N;MASC;SG	N;SG
inicio	آغاز	inicio	آغاز	N;MASC;SG	N;SG
salud	نوش	salud	نوش	N;FEM;SG	N;SG
salud	سلامتی	salud	سلامتی	N;FEM;SG	N;SG
salud	سلامت	salud	سلامت	N;FEM;SG	N;SG
salud	بهداشت	salud	بهداشت	N;FEM;SG	N;SG
salud	health	salud	health	N;FEM;SG	N;SG
salud	سلامتی	salud	سلامتی	N;FEM;SG	N;SG
sierra	سیرا	sierra	سیرا	N;FEM;SG	N;SG
idea	ایده	idea	ایده	N;FEM;SG	N;SG
minutos	دقایقی	minuto	None	N;MASC;PL	N;PL
verano	تابستان	verano	تابستان	N;MASC;SG	N;SG
verano	سامر	verano	سامر	N;MASC;SG	N;SG
verano	تابستون	verano	تابستون	N;MASC;SG	N;SG
verano	تابستانی	verano	تابستانی	N;MASC;SG	N;SG
sol	آفتاب	sol	آفتاب	N;MASC;SG	N;SG
sol	خورشید	sol	خورشید	N;MASC;SG	N;SG
sol	سون	sol	سون	N;MASC;SG	N;SG
sol	آفتاب	sol	آفتاب	N;MASC;SG	N;SG
sol	سول	sol	سول	N;MASC;SG	N;SG
sol	سل	sol	سل	N;MASC;SG	N;SG
teoría	نظریه	teoría	نظریه	N;FEM;SG	N;SG
teoría	تئوری	teoría	تئوری	N;FEM;SG	N;SG
teoría	فرضیه	teoría	فرضیه	N;FEM;SG	N;SG
revolución	انقلابی	revolución	انقلاب	N;FEM;SG	N;SG
revolución	انقلاب	revolución	انقلاب	N;FEM;SG	N;SG
entrada	مدخل	entrada	مدخل	N;FEM;SG	N;SG
entrada	ورودی	entrada	ورودی	N;FEM;SG	N;SG
entrada	ورود	entrada	ورود	N;FEM;SG	N;SG
entrada	ورودی	entrada	ورودی	N;FEM;SG	N;SG
entrada	مدهوش	entrada	مدهوش	N;FEM;SG	N;SG
entrada	ورودی	entrada	ورودی	N;FEM;SG	N;SG
mejores	بهتر	mejor	به	ADJ;PL	ADJ;CMPR
mejores	بهترش	mejor	بهترش	ADJ;PL	ADJ;CMPR
mejores	بهترین	mejor	به	ADJ;PL	ADJ;RL
mejores	بهتر	mejor	به	ADJ;PL	ADJ;CMPR
mando	فرمان	mando	فرمان	N;MASC;SG	N;SG
ciencia	علمی	ciencia	علمی	N;FEM;SG	N;SG
ciencia	علم	ciencia	علم	N;FEM;SG	N;SG
records	رکوردز	records	رکوردز	N;MASC	N;SG
aire	ایر	aire	ایر	N;MASC;SG	N;SG
aire	هوا	aire	هوا	N;MASC;SG	N;SG
sector	بخش	sector	بخش	N;MASC;SG	N;SG
sector	سکتور	sector	سکتور	N;MASC;SG	N;SG
importancia	اهمیت	importancia	اهمیت	N;FEM;SG	N;SG
ataque	حمله	ataque	حمله	N;MASC;SG	N;SG
flora	فلورا	flora	فلورا	N;FEM;SG	N;SG
comunicación	ارتباط	comunicación	ارتباط	N;FEM;SG	N;SG
comunicación	مکاتبه	comunicación	مکاتبه	N;FEM;SG	N;SG
comunicación	ارتباطی	comunicación	ارتباط	N;FEM;SG	N;SG
comunicación	مخابرات	comunicación	مخابرات	N;FEM;SG	N;SG
puente	پل	puente	پل	N;MASC;SG	N;SG
puente	پلی	puente	پلی	N;MASC;SG	N;SG
matrimonio	ازدواج	matrimonio	ازدواج	N;MASC;SG	N;SG
humanos	انسانها	humanos	انسان	N	N;PL
humanos	بشر	humanos	بشر	N	N;SG
humanos	انسان	humanos	انسان	N	N;SG
humanos	انسانی	humanos	انسانی	N	N;SG
humanos	بشر	humanos	بشر	N	N;SG
mitad	نیم	mitad	نیم	N;FEM;SG	N;SG
mitad	نیمی	mitad	نیم	N;FEM;SG	N;SG
mitad	نصف	mitad	None	N;FEM;SG	N;SG
realidad	واقعیت	realidad	واقعیت	N;FEM;SG	N;SG
gente	مردم	gente	مردم	N;FEM;SG	N;SG
cámara	تالار	cámara	تالار	N;FEM;SG	N;SG
cámara	دالان	cámara	دال	N;FEM;SG	N;SG
cámara	دوربین	cámara	دوربین	N;FEM;SG	N;SG
escudo	شیلد	escudo	شیلد	N;MASC;SG	N;SG
escudo	حفاظ	escudo	حفاظ	N;MASC;SG	N;SG
escudo	سپر	escudo	سپر	N;MASC;SG	N;SG
pérez	پرز	pérez	پرز	N;MASC;SG	N;SG
aguas	آبها	agua	آب	N;FEM;PL	N;PL
aguas	آبهای	agua	آب	N;FEM;PL	N;PL
clasificación	ارزیابی	clasificación	ارزیابی	N;FEM;SG	N;SG
mano	mano	mano	mano	N;FEM;SG	N;SG
mano	دست	mano	دست	N;FEM;SG	N;SG
sociales	اجتماعی	social	اجتماعی	ADJ;PL	ADJ
problema	مشکل	problema	مشکل	N;MASC;SG	N;SG
problema	مسئله	problema	مسئله	N;MASC;SG	N;SG
problema	مشکلی	problema	مشکل	N;MASC;SG	N;SG
trabajos	کارها	trabajo	کار	N;MASC;PL	N;PL
trabajos	کارهای	trabajo	کار	N;MASC;PL	N;PL
independiente	مستقل	independiente	مستقل	ADJ;SG	ADJ
metal	متال	metal	متال	N;MASC;SG	N;SG
metal	فلز	metal	فلز	N;MASC;SG	N;SG
metal	فلزی	metal	فلزی	N;MASC;SG	N;SG
diario	دیلی	diario	دیلی	N;MASC;SG	N;SG
diario	ژورنال	diario	ژورنال	N;MASC;SG	N;SG
diario	مجله	diario	مجله	N;MASC;SG	N;SG
diario	نشریه	diario	نشریه	N;MASC;SG	N;SG
palabra	سخن	palabra	سخن	N;FEM;SG	N;SG
palabra	کلمه	palabra	کلمه	N;FEM;SG	N;SG
palabra	واژه	palabra	واژه	N;FEM;SG	N;SG
palabra	کلام	palabra	کلام	N;FEM;SG	N;SG
carácter	شخصیت	carácter	شخصیت	N;MASC;SG	N;SG
carácter	نویسه	carácter	نویسه	N;MASC;SG	N;SG
falta	کمبود	falta	کمبود	N;FEM;SG	N;SG
falta	نداشتن	falta	نداشتن	N;FEM;SG	N;SG
falta	عدم	falta	عدم	N;FEM;SG	N;SG
falta	گمشده	falta	گمشده	N;FEM;SG	N;SG
reina	queen	reina	queen	N;FEM;SG	N;SG
reina	ملکه	reina	ملکه	N;FEM;SG	N;SG
reina	بیبی	reina	بیبی	N;FEM;SG	N;SG
reina	رینا	reina	رینا	N;FEM;SG	N;SG
domingo	ساندی	domingo	ساند#سان	N	N;SG
domingo	یکشنبه	domingo	یکشنبه	N	N;SG
libertad	ازادی	libertad	ازادی	N;FEM;SG	N;SG
libertad	آزادی	libertad	آزادی	N;FEM;SG	N;SG
libertad	لیبرتی	libertad	لیبرتی	N;FEM;SG	N;SG
unidades	واحدها	unidad	واحد	N;FEM;PL	N;PL
capitán	کاپیتان	capitán	کاپیت	N;MASC;SG	N;SG
capitán	سروان	capitán	سروان	N;MASC;SG	N;SG
capitán	ناخدا	capitán	ناخدا	N;MASC;SG	N;SG
políticas	سیاستهای	política	سیاست	N;FEM;PL	N;PL
sevilla	سویل	sevilla	سویل	N;FEM;SG	N;SG
video	ویدیویی	video	ویدیویی	N;MASC;SG	N;SG
video	ویدئویی	video	ویدئویی	N;MASC;SG	N;SG
video	ویدیوی	video	ویدیو	N;MASC;SG	N;SG
video	ویدئو	video	ویدئو	N;MASC;SG	N;SG
video	ویدیو	video	ویدیو	N;MASC;SG	N;SG
video	ویدئوی	video	ویدئوی	N;MASC;SG	N;SG
comisión	تصدی	comisión	تصدی	N;FEM;SG	N;SG
comisión	کمیسیون	comisión	کمیسیون	N;FEM;SG	N;SG
comisión	کمیته	comisión	کمیته	N;FEM;SG	N;SG
comisión	کمیسیون	comisión	کمیسیون	N;FEM;SG	N;SG
lima	لیما	lima	لیما	N;FEM;SG	N;SG
lima	آهک	lima	آهک	N;FEM;SG	N;SG
lima	لایم	lima	لایم	N;FEM;SG	N;SG
alberto	آلبرت	alberto	آلبرت	N;MASC;SG	N;SG
alberto	آلبر	alberto	آلبر	N;MASC;SG	N;SG
alberto	آلبرتو	alberto	آلبرتو	N;MASC;SG	N;SG
velocidad	سرعت	velocidad	سرعت	N;FEM;SG	N;SG
velocidad	سرعت	velocidad	سرعت	N;FEM;SG	N;SG
objetos	اشیاء	objeto	شیء	N;MASC;PL	N;PL
objetos	اجسام	objeto	اجسام	N;MASC;PL	N;PL
objetos	اشیا	objeto	اشیا	N;MASC;PL	N;PL
ministerio	وزارت	ministerio	وزارت	N;MASC;SG	N;SG
xvi	sixteenth	xvi	sixteenth	N	N;SG
hermanos	برادرهای	hermano	برادر	N;MASC;PL	N;PL
hermanos	برادران	hermano	برادر	N;MASC;PL	N;PL
hermanos	برادرها	hermano	برادر	N;MASC;PL	N;PL
edificios	ساختمانهای	edificio	ساختمان	N;MASC;PL	N;PL
edificios	ساختمانها	edificio	ساختمان	N;MASC;PL	N;PL
tierras	اراضی	tierra	ارض	N;FEM;PL	N;PL
tierras	سرزمینهای	tierra	سرزمین	N;FEM;PL	N;PL
cosas	اوضاع	cosa	وضع	N;FEM;PL	N;PL
cosas	چیزها	cosa	چیز	N;FEM;PL	N;PL
michael	میکائیل	michael	میکائیل	N;MASC;SG	N;SG
michael	مایکل	michael	مایکل	N;MASC;SG	N;SG
británico	بریتانیایی	británico	بریتانی	N;MASC;SG	N;SG
británico	بریتانیا	británico	None	N;MASC;SG	N;SG
izquierda	چپ	izquierda	چپ	N;FEM;SG	N;SG
cambios	تغییرات	cambio	تغییر	N;MASC;PL	N;PL
martínez	مارتینز	martínez	مارتینز	N;MASC;SG	N;SG
alfonso	آفونسو	alfonso	آفونسو	N;MASC;SG	N;SG
alfonso	آلفونس	alfonso	آلفونس	N;MASC;SG	N;SG
alfonso	آلفونسو	alfonso	آلفونسو	N;MASC;SG	N;SG
bandera	پرچم	bandera	پرچم	N;FEM;SG	N;SG
bandera	بنر	bandera	بنر	N;FEM;SG	N;SG
bandera	بیرق	bandera	بیرق	N;FEM;SG	N;SG
rica	غنی	rico	غنی	ADJ;FEM;SG	ADJ
verde	سبز	verde	سبز	ADJ;SG	ADJ
templo	پرستشگاه	templo	پرستشگاه	N;MASC;SG	N;SG
templo	عبادتگاه	templo	عبادتگاه	N;MASC;SG	N;SG
templo	معبد	templo	None	N;MASC;SG	N;SG
templo	تمپل	templo	تمپل	N;MASC;SG	N;SG
raza	نژاد	raza	نژاد	N;FEM;SG	N;SG
raza	نژاد	raza	نژاد	N;FEM;SG	N;SG
raza	مسابقه	raza	مسابقه	N;FEM;SG	N;SG
biblioteca	کتابخانه	biblioteca	کتابخانه	N;FEM;SG	N;SG
rojo	رد	rojo	رد	N;MASC;SG	N;SG
rojo	قرمز	rojo	قرمز	N;MASC;SG	N;SG
rojo	سرخ	rojo	سرخ	N;MASC;SG	N;SG
títulos	عناوین	título	عناوین	N;MASC;PL	N;PL
dijo	گفت	decir	گفت#گو	V;IND;SG;3;PST;FIN	V;SG;3;PST
reporte	گزارش	reportar	گزارش	N;MASC;SG	N;SG
blancos	سفیدها	blanco	سفید	N;MASC;PL	N;PL
blancos	اهداف	blanco	هدف	N;MASC;PL	N;PL
diez	ده	diez	ده	NUM;PL	NUM
ángel	آنخل	ángel	آنخل	N;MASC;SG	N;SG
ángel	آنجل	ángel	آنجل	N;MASC;SG	N;SG
ángel	فرشته	ángel	فرشته	N;MASC;SG	N;SG
ángel	انجل	ángel	انجل	N;MASC;SG	N;SG
ecuador	استوا	ecuador	استوا	N;MASC;SG	N;SG
ecuador	اکوادور	ecuador	None	N;MASC;SG	N;SG
productos	کالاها	producto	کالا	N;MASC;PL	N;PL
productos	محصولاتی	producto	محصول	N;MASC;PL	N;PL
productos	محصولات	producto	محصول	N;MASC;PL	N;PL
salvador	ناجی	salvador	ناجی	N;MASC;SG	N;SG
salvador	منجی	salvador	منجی	N;MASC;SG	N;SG
salvador	سالوادور	salvador	سالوادور	N;MASC;SG	N;SG
manos	دستهای	mano	دست	N;FEM;PL	N;PL
manos	دستان	mano	None	N;FEM;PL	N;PL
carretera	اتوبان	carretera	None	N;FEM;SG	N;SG
carretera	بزرگراه	carretera	بزرگراه	N;FEM;SG	N;SG
carretera	جاده	carretera	جاده	N;FEM;SG	N;SG
industria	صنعت	industria	صنعت	N;FEM;SG	N;SG
entrenador	trainer	entrenador	None	N;MASC;SG	N;SG
entrenador	مربی	entrenador	مربی	N;MASC;SG	N;SG
entrenador	coach	entrenador	coach	N;MASC;SG	N;SG
entrenador	دلیجان	entrenador	دلیج	N;MASC;SG	N;SG
entrenador	مربیگری	entrenador	None	N;MASC;SG	N;SG
entrenador	مربی	entrenador	مربی	N;MASC;SG	N;SG
palabras	کلمات	palabra	None	N;FEM;PL	N;PL
padres	پدران	padre	پدر	N;MASC;PL	N;PL
padres	پدرها	padre	پدر	N;MASC;PL	N;PL
padres	والدین	padre	والد	N;MASC;PL	N;PL
policía	پولیس	policía	پولیس	N;SG	N;SG
policía	پلیس	policía	پلیس	N;SG	N;SG
líder	لیدر	líder	لیدر	N;SG	N;SG
líder	رهبر	líder	رهبر	N;SG	N;SG
fondo	زمینه	fondo	زمینه	N;MASC;SG	N;SG
gira	تور	gira	تور	N;FEM;SG	N;SG
gira	tour	gira	tour	N;FEM;SG	N;SG
técnica	فنی	técnica	فنی	N;FEM;SG	N;SG
técnica	تکنیکی	técnica	تکنیکی	N;FEM;SG	N;SG
técnica	تکنسین	técnica	تکنسین	N;FEM;SG	N;SG
técnica	تکنیک	técnica	تکنیک	N;FEM;SG	N;SG
príncipe	پرنس	príncipe	پرنس	N;MASC;SG	N;SG
príncipe	پرینس	príncipe	پرینس	N;MASC;SG	N;SG
príncipe	شاهزاده	príncipe	شاهزاده	N;MASC;SG	N;SG
áreas	نواحی	área	ناحیه	N;FEM;PL	N;PL
áreas	مناطق	área	منطقه	N;FEM;PL	N;PL
plan	تدبیر	plan	تدبیر	N;MASC;SG	N;SG
plan	پلان	plan	پلان	N;MASC;SG	N;SG
plan	نقشه	plan	None	N;MASC;SG	N;SG
artista	کننده	artista	کرد#کن	N;SG	N;SG
artista	هنرمند	artista	هنرمند	N;SG	N;SG
artista	artist	artista	None	N;SG	N;SG
artista	هنرمندی	artista	هنرمند	N;SG	N;SG
formas	شکلها	forma	شکل	N;FEM;PL	N;PL
formas	شکلهای	forma	شکل	N;FEM;PL	N;PL
formas	راهها	forma	راه	N;FEM;PL	N;PL
formas	راههایی	forma	راه	N;FEM;PL	N;PL
formas	راههای	forma	راه	N;FEM;PL	N;PL
formas	روشهای	forma	روش	N;FEM;PL	N;PL
rafael	رافائل	rafael	رافائل	N;MASC;SG	N;SG
rafael	رافائل	rafael	رافائل	N;MASC;SG	N;SG
atlético	اتلتیک	atlético	اتلتیک	N;MASC;SG	N;SG
atlético	ورزشی	atlético	ورزشی	N;MASC;SG	N;SG
atlético	ورزشکار	atlético	ورزشکار	N;MASC;SG	N;SG
atlético	اتلتیکو	atlético	اتلتیکو	N;MASC;SG	N;SG
generalmente	عموما	generalmente	عموما	ADV	ADV
generalmente	عموماً	generalmente	عموما	ADV	ADV
generalmente	معمولا	generalmente	معمولاً	ADV	ADV
cuarto	چهارم	cuarto	چهارم	ADJ;MASC;SG	ADJ
temporadas	فصلها	temporada	فصل	N;FEM;PL	N;PL
temporadas	فصول	temporada	فصول	N;FEM;PL	N;PL
colección	مجموعۀ	colección	مجموعۀ	N;FEM;SG	N;SG
colección	مجموعه	colección	مجموعه	N;FEM;SG	N;SG
cadena	رشته	cadena	رشته	N;FEM;SG	N;SG
cadena	زنجیری	cadena	زنجیری	N;FEM;SG	N;SG
cadena	زنجیره	cadena	زنجیره	N;FEM;SG	N;SG
cadena	زنجیر	cadena	زنجیر	N;FEM;SG	N;SG
music	موسیقی	music	موسیقی	N	N;SG
music	موزیک	music	موزیک	N	N;SG
reyes	پادشاهان	rey	پادشاه	N;MASC;PL	N;PL
reyes	سلاطین	rey	سلاطین	N;MASC;PL	N;PL
reyes	شاهان	rey	None	N;MASC;PL	N;PL
combate	مقابله	combate	مقابله	N;MASC;SG	N;SG
combate	نبرد	combate	None	N;MASC;SG	N;SG
combate	رزم	combate	رزم	N;MASC;SG	N;SG
combate	کارزار	combate	کارزار	N;MASC;SG	N;SG
combate	بتل	combate	بتل	N;MASC;SG	N;SG
combate	نبرد	combate	None	N;MASC;SG	N;SG
mayores	بزرگتر	mayor	بزرگ	ADJ;PL	ADJ;CMPR
mayores	پیرتر	mayor	پیر	ADJ;PL	ADJ;CMPR
azul	آبی	azul	آبی	ADJ;SG	ADJ
motivo	موتیف	motivo	موتیف	N;MASC;SG	N;SG
motivo	انگیزه	motivo	انگیزه	N;MASC;SG	N;SG
motivo	دلیلی	motivo	دلیل	N;MASC;SG	N;SG
motivo	علت	motivo	علت	N;MASC;SG	N;SG
motivo	دلیل	motivo	دلیل	N;MASC;SG	N;SG
motivo	دادخواست	motivo	دادخواست	N;MASC;SG	N;SG
líneas	خطوط	línea	خط	N;FEM;PL	N;PL
páginas	صفحات	página	None	N;FEM;PL	N;PL
medida	پیمانه	medida	پیمانه	N;FEM;SG	N;SG
influencia	تاثیر	influencia	None	N;FEM;SG	N;SG
influencia	تأثیر	influencia	تأثیر	N;FEM;SG	N;SG
influencia	نفوذ	influencia	نفوذ	N;FEM;SG	N;SG
condiciones	اصطلاحات	condición	اصطلاح	N;FEM;PL	N;PL
condiciones	شرایط	condición	شرایط	N;FEM;PL	N;PL
condiciones	وضعیتهای	condición	وضعیت	N;FEM;PL	N;PL
condiciones	شرایط	condición	شرایط	N;FEM;PL	N;PL
hospital	بیمارستان	hospital	بیمارستان	N;MASC;SG	N;SG
hospital	بیمارستانی	hospital	بیمارستان	N;MASC;SG	N;SG
ocho	هشت	ocho	هشت	NUM;PL	NUM
fuego	آتشسوزی	fuego	آتشسوزی	N;MASC;SG	N;SG
fuego	آتش	fuego	آتش	N;MASC;SG	N;SG
fuego	آتیش	fuego	آتیش	N;MASC;SG	N;SG
piedra	سنگ	piedra	سنگ	N;FEM;SG	N;SG
piedra	استون	piedra	استون	N;FEM;SG	N;SG
piedra	سنگی	piedra	سنگی	N;FEM;SG	N;SG
piedra	سنگسار	piedra	سنگسار	N;FEM;SG	N;SG
piedra	سنگی	piedra	سنگی	N;FEM;SG	N;SG
piedra	صخره	piedra	None	N;FEM;SG	N;SG
piedra	راک	piedra	راک	N;FEM;SG	N;SG
sub	ساب	sub	ساب	N;SG	N;SG
sub	فرعی	sub	فرعی	N;SG	N;SG
federación	فدراسیون	federación	فدراسیون	N;FEM;SG	N;SG
black	مشکی	black	مشکی	N	N;SG
black	سیاهی	black	سیاهی	N	N;SG
black	بلک	black	بلک	N	N;SG
razón	دلیلی	razón	دلیل	N;FEM;SG	N;SG
razón	علت	razón	علت	N;FEM;SG	N;SG
razón	دلیل	razón	دلیل	N;FEM;SG	N;SG
mil	هزار	mil	هزار	NUM;PL	NUM
comercio	بازرگانی	comercio	بازرگانی	N;MASC;SG	N;SG
comercio	تجارت	comercio	تجارت	N;MASC;SG	N;SG
comercio	تجارت	comercio	تجارت	N;MASC;SG	N;SG
comercio	تجارت	comercio	تجارت	N;MASC;SG	N;SG
pop	پاپ	pop	پاپ	N	N;SG
pop	pop	pop	pop	N	N;SG
distancia	مسافت	distancia	مسافت	N;FEM;SG	N;SG
distancia	فاصله	distancia	فاصله	N;FEM;SG	N;SG
estudiantes	دانشجویان	estudiante	دانشجو	N;PL	N;PL
internet	اینترنت	internet	اینترنت	N;SG	N;SG
internet	اینترنتی	internet	اینترنتی	N;SG	N;SG
episodios	قسمتهای	episodio	قسمت	N;MASC;PL	N;PL
propiedad	ویژگی	propiedad	ویژگی	N;FEM;SG	N;SG
propiedad	دارایی	propiedad	دارایی	N;FEM;SG	N;SG
propiedad	ملک	propiedad	ملک	N;FEM;SG	N;SG
propiedad	مالکیت	propiedad	مالکیت	N;FEM;SG	N;SG
propiedad	مالکیت	propiedad	مالکیت	N;FEM;SG	N;SG
marca	مارک	marca	مارک	N;FEM;SG	N;SG
tipos	انواع	tipo	نوع	N;MASC;PL	N;PL
baloncesto	b	baloncesto	b	N;MASC;SG	N;SG
baloncesto	بسکتبال	baloncesto	بسکتبال	N;MASC;SG	N;SG
contenido	رضایت	contenido	رضایت	N;MASC;SG	N;SG
contenido	محتوای	contenido	محتوا	N;MASC;SG	N;SG
contenido	محتوا	contenido	محتوا	N;MASC;SG	N;SG
todavía	همچنان	todavía	همچنان	ADV	ADV
todavía	هنوزم	todavía	هنوزم	ADV	ADV
todavía	هنوز	todavía	هنوز	ADV	ADV
anteriores	قبلی	anterior	قبل	ADJ;PL	ADJ
sala	سالا	sala	سالا	N;FEM;SG	N;SG
sala	اتاق	sala	None	N;FEM;SG	N;SG
sala	اتاقی	sala	اتاقی	N;FEM;SG	N;SG
sala	اطاق	sala	اطاق	N;FEM;SG	N;SG
estrella	استرلا	estrella	استرلا	N;FEM;SG	N;SG
estrella	استار	estrella	استار	N;FEM;SG	N;SG
estrella	ستاره	estrella	ستاره	N;FEM;SG	N;SG
viaje	مسافرت	viaje	مسافرت	N;MASC;SG	N;SG
viaje	travel	viaje	travel	N;MASC;SG	N;SG
viaje	سفر	viaje	سفر	N;MASC;SG	N;SG
viaje	سفر	viaje	سفر	N;MASC;SG	N;SG
viaje	سفری	viaje	سفر	N;MASC;SG	N;SG
viaje	مسافرت	viaje	مسافرت	N;MASC;SG	N;SG
viaje	سفر	viaje	سفر	N;MASC;SG	N;SG
rosa	پینک	rosa	پینک	N;FEM;SG	N;SG
rosa	صورتی	rosa	صورت	N;FEM;SG	N;SG
rosa	رز	rosa	رز	N;FEM;SG	N;SG
rosa	رُز	rosa	رُز	N;FEM;SG	N;SG
rosa	روزا	rosa	روزا	N;FEM;SG	N;SG
rosa	رز	rosa	رز	N;FEM;SG	N;SG
rosa	رزا	rosa	رزا	N;FEM;SG	N;SG
jóvenes	جوانان	joven	جوان	N;PL	N;PL
formato	قالب	formato	قالب	N;MASC;SG	N;SG
formato	قالبی	formato	قالبی	N;MASC;SG	N;SG
tour	تور	tour	تور	N;MASC;SG	N;SG
tour	tour	tour	tour	N;MASC;SG	N;SG
prueba	آزمون	prueba	آزمون	N;FEM;SG	N;SG
prueba	آزمایش	prueba	آزمایش	N;FEM;SG	N;SG
prueba	تست	prueba	None	N;FEM;SG	N;SG
prueba	برهان	prueba	برهان	N;FEM;SG	N;SG
prueba	اثبات	prueba	اثبات	N;FEM;SG	N;SG
prueba	مدرک	prueba	مدرک	N;FEM;SG	N;SG
peso	وزنش	peso	وزنش	N;MASC;SG	N;SG
peso	وزنه	peso	None	N;MASC;SG	N;SG
peso	وزن	peso	وزن	N;MASC;SG	N;SG
peso	پزو	peso	پزو	N;MASC;SG	N;SG
jersey	ژاکت	jersey	ژاکت	N;MASC;SG	N;SG
jersey	گرمکن	jersey	گرمکن	N;MASC;SG	N;SG
jersey	نیوجرسی	jersey	نیوجرسی	N;MASC;SG	N;SG
jersey	جرسی	jersey	جرسی	N;MASC;SG	N;SG
jersey	جرزی	jersey	جرزی	N;MASC;SG	N;SG
marco	مارکوس	marco	مارکوس	N;MASC;SG	N;SG
marco	قاب	marco	None	N;MASC;SG	N;SG
marco	چارچوب	marco	چارچوب	N;MASC;SG	N;SG
marco	فریم	marco	فریم	N;MASC;SG	N;SG
marco	مارکو	marco	مارکو	N;MASC;SG	N;SG
eduardo	ادواردو	eduardo	ادواردو	N;MASC;SG	N;SG
eduardo	ادوارد	eduardo	ادوارد	N;MASC;SG	N;SG
duque	دوک	duque	دوک	N;MASC;SG	N;SG
duque	دوکی	duque	دوک	N;MASC;SG	N;SG
amigo	دوست	amigo	دوست	N;MASC;SG	N;SG
amigo	دوستی	amigo	دوستی	N;MASC;SG	N;SG
emperador	امپراتور	emperador	امپراتور	N;MASC;SG	N;SG
emperador	امپراطور	emperador	امپراطور	N;MASC;SG	N;SG
santos	مقدسات	santo	مقدسه	N;MASC;PL	N;PL
obispo	اسقف	obispo	اسقف	N;MASC;SG	N;SG
obispo	بیشاپ	obispo	بیشاپ	N;MASC;SG	N;SG
mediados	اواسط	mediados	وسط	N;MASC;PL	N;PL
