catégorie	категорія	catégorie	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
commandant	командира	commandant	командир	N;MASC;SG	N;ANIM;ACC;MASC;SG
commandant	командувача	commandant	командувач	N;MASC;SG	N;ANIM;ACC;MASC;SG
commandant	командир	commandant	командир	N;MASC;SG	N;ANIM;NOM;MASC;SG
meurt	вмирає	mourir	вмирати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
meurt	гине	mourir	гинати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
meurt	помирає	mourir	помирати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
docteur	лікар	docteur	лікар	N;MASC;SG	N;ANIM;NOM;MASC;SG
docteur	лікаря	docteur	лікар	N;MASC;SG	N;ANIM;ACC;MASC;SG
docteur	доктор	docteur	доктор	N;MASC;SG	N;ANIM;NOM;MASC;SG
docteur	лікарю	docteur	лікар	N;MASC;SG	N;ANIM;DAT;MASC;SG
gouverneur	губернатора	gouverneur	губернатор	N;MASC;SG	N;ANIM;NOM;MASC;SG
artistique	художня	artistique	художній	ADJ;MASC;SG	ADJ;NOM;FEM;SG
artistique	художнього	artistique	художній	ADJ;MASC;SG	ADJ;GEN;MASC;SG
loin	далеко	loin	далеко	ADV	ADV
loin	геть	loin	геть	ADV	ADV
collège	колеж	collège	колеж	N;MASC;SG	N;INAN;NOM;MASC;SG
collège	коледж	collège	коледж	N;MASC;SG	N;INAN;NOM;MASC;SG
collège	коледжі	collège	коледжа	N;MASC;SG	N;INAN;NOM;MASC;SG
utilise	використати	utiliser	використати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
utilise	використовувати	utiliser	використовувати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
utilise	використовує	utiliser	використовувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
utilise	користується	utiliser	користуватися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bassin	таз	bassin	таз	N;MASC;SG	N;INAN;NOM;MASC;SG
bassin	басейн	bassin	басейн	N;MASC;SG	N;INAN;NOM;MASC;SG
victoires	перемог	victoire	перемогти	N;FEM;PL	N;INAN;GEN;FEM;PL
victoires	перемог	victoire	перемогти	N;FEM;PL	N;INAN;GEN;FEM;PL
victoires	перемоги	victoire	перемога	N;FEM;PL	N;INAN;NOM;FEM;PL
rend	робить	rendre	робити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bureau	офіс	bureau	офіс	N;MASC;SG	N;INAN;NOM;MASC;SG
contrat	договір	contrat	договір	N;MASC;SG	N;INAN;NOM;MASC;SG
contrat	контракт	contrat	контракт	N;MASC;SG	N;INAN;NOM;MASC;SG
féminin	жіночого	féminin	жіночий	ADJ;MASC;SG	ADJ;GEN;MASC;SG
féminin	жіноча	féminin	жіночий	ADJ;MASC;SG	ADJ;NOM;FEM;SG
féminin	жіночий	féminin	жіночий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
professionnel	професійний	professionnel	професійний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
arbitre	арбітр	arbitre	арбітр	N;MASC;SG	N;ANIM;NOM;MASC;SG
arbitre	рефері	arbitre	рефер	N;MASC;SG	N;ANIM;NOM;MASC;SG
arbitre	суддя	arbitre	суддя	N;MASC;SG	N;ANIM;NOM;MASC;SG
justice	справедливість	justice	справедливість	N;FEM;SG	N;INAN;NOM;FEM;SG
justice	правосуддя	justice	правосуддя	N;FEM;SG	N;INAN;NOM;MASC;SG
directement	безпосередньо	directement	безпосередньо	ADV	ADV
appel	заклик	appel	заклик	N;MASC;SG	N;INAN;NOM;MASC;SG
appel	апеляцію	appel	апеляція	N;MASC;SG	N;INAN;ACC;FEM;SG
appel	звернення	appel	звернення	N;MASC;SG	N;INAN;NOM;NEUT;SG
appel	дзвінок	appel	дзвінка	N;MASC;SG	N;INAN;NOM;MASC;SG
appel	виклик	appel	виклик	N;MASC;SG	N;INAN;NOM;MASC;SG
semaine	тиждень	semaine	тиждень	N;FEM;SG	N;INAN;NOM;MASC;SG
pied	нога	pied	нога	N;MASC;SG	N;INAN;NOM;FEM;SG
pied	ногою	pied	нога	N;MASC;SG	N;INAN;INS;FEM;SG
pied	лапка	pied	лапка	N;MASC;SG	N;INAN;NOM;FEM;SG
you	тобою	you	ти	PRO;SG;2	PRO;ANIM;INS;SG;2
you	ти	you	ти	PRO;SG;2	PRO;ANIM;NOM;SG;2
you	тебе	you	ти	PRO;SG;2	PRO;ANIM;ACC;SG;2
chanteur	співак	chanteur	співак	N;MASC;SG	N;ANIM;NOM;MASC;SG
chanteur	співачка	chanteur	співачка	N;MASC;SG	N;ANIM;NOM;FEM;SG
chanteur	співака	chanteur	співак	N;MASC;SG	N;ANIM;ACC;MASC;SG
européen	європейський	européen	європейський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
européen	європейська	européen	європейський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
photographie	фотографія	photographie	фотографія	N;FEM;SG	N;INAN;NOM;FEM;SG
photographie	фотографію	photographie	фотографія	N;FEM;SG	N;INAN;ACC;FEM;SG
photographie	фотографія	photographie	фотографія	N;FEM;SG	N;INAN;NOM;FEM;SG
principe	принцип	principe	принцип	N;MASC;SG	N;INAN;NOM;MASC;SG
victor	переможцю	victor	переможець	N;MASC;SG	N;INAN;DAT;FEM;SG
bord	ребро	bord	ребро	N;MASC;SG	N;INAN;NOM;NEUT;SG
bord	край	bord	край	N;MASC;SG	N;INAN;NOM;MASC;SG
distribution	розподіл	distribution	розподіл	N;FEM;SG	N;INAN;NOM;MASC;SG
environnement	середовища	environnement	середовище	N;MASC;SG	N;INAN;NOM;NEUT;SG
environnement	середовище	environnement	середовище	N;MASC;SG	N;INAN;NOM;NEUT;SG
canadien	канадська	canadien	канадський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
canadien	канадський	canadien	канадський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
utilisée	використано	utiliser	використати	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
entreprises	компанії	entreprise	компанія	N;FEM;PL	N;INAN;NOM;FEM;PL
entreprises	компаній	entreprise	компанія	N;FEM;PL	N;INAN;GEN;FEM;PL
entreprises	компаніями	entreprise	компанія	N;FEM;PL	N;INAN;INS;FEM;PL
entreprises	підприємств	entreprise	підприємство	N;FEM;PL	N;INAN;GEN;NEUT;PL
entreprises	підприємства	entreprise	підприємство	N;FEM;PL	N;INAN;NOM;NEUT;PL
entreprises	підприємцям	entreprise	підприємець	N;FEM;PL	N;ANIM;DAT;MASC;PL
entreprises	компаніями	entreprise	компанія	N;FEM;PL	N;INAN;INS;FEM;PL
lumière	світлі	lumière	світло	N;FEM;SG	N;INAN;NOM;NEUT;SG
lumière	світло	lumière	світло	N;FEM;SG	N;INAN;NOM;NEUT;SG
lumière	світло	lumière	світло	N;FEM;SG	N;INAN;NOM;NEUT;SG
supérieure	верхній	supérieur	верхній	ADJ;FEM;SG	ADJ;NOM;MASC;SG
frères	браття	frère	браття	N;MASC;PL	N;ANIM;NOM;NEUT;PL
frères	брати	frère	брат	N;MASC;PL	N;ANIM;NOM;MASC;PL
automobile	автомобільний	automobile	автомобільний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
automobile	автомобільна	automobile	автомобільний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
train	потяг	train	потягти	N;MASC;SG	N;INAN;NOM;MASC;SG
train	поїзд	train	поїзд	N;MASC;SG	N;INAN;NOM;MASC;SG
soviétique	радянський	soviétique	радянський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
soviétique	радянська	soviétique	радянський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
lieutenant	лейтенант	lieutenant	лейтенант	N;MASC;SG	N;ANIM;NOM;MASC;SG
lieutenant	лейтенанта	lieutenant	лейтенант	N;MASC;SG	N;ANIM;ACC;MASC;SG
textes	тексти	texte	текст	N;MASC;PL	N;INAN;NOM;MASC;PL
textes	текстів	texte	текст	N;MASC;PL	N;INAN;GEN;MASC;PL
royale	королівська	royal	королівський	ADJ;FEM;SG	ADJ;NOM;FEM;SG
royale	королівський	royal	королівський	ADJ;FEM;SG	ADJ;NOM;MASC;SG
royale	королівське	royal	королівський	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
moitié	половина	moitié	половина	N;FEM;SG	N;INAN;NOM;FEM;SG
moitié	половину	moitié	половина	N;FEM;SG	N;INAN;ACC;FEM;SG
pilote	драйвер	pilote	драйвер	N;MASC;SG	N;INAN;NOM;MASC;SG
pilote	водій	pilote	водій	N;MASC;SG	N;ANIM;NOM;MASC;SG
pilote	водія	pilote	водія	N;MASC;SG	N;ANIM;ACC;MASC;SG
pilote	пілот	pilote	пілота	N;MASC;SG	N;ANIM;NOM;MASC;SG
studio	студія	studio	студія	N;MASC;SG	N;INAN;NOM;FEM;SG
studio	студію	studio	студія	N;MASC;SG	N;INAN;ACC;FEM;SG
réponse	відповідь	réponse	відповідь	N;FEM;SG	N;INAN;NOM;FEM;SG
réponse	відповідь	réponse	відповідь	N;FEM;SG	N;INAN;NOM;FEM;SG
réponse	відповідь	réponse	відповідь	N;FEM;SG	N;INAN;NOM;FEM;SG
reine	королева	reine	королевий	N;FEM;SG	N;ANIM;NOM;FEM;SG
reine	краля	reine	краля	N;FEM;SG	N;ANIM;NOM;FEM;SG
reine	цариця	reine	цариця	N;FEM;SG	N;ANIM;NOM;FEM;SG
chacun	кожному	chacun	кожний	PRO;MASC;SG	PRO;INAN;DAT;NEUT;SG
physique	фізична	physique	фізичний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
physique	фізичне	physique	фізичний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
auteurs	письменники	auteur	письменник	N;MASC;PL	N;ANIM;NOM;MASC;PL
auteurs	письменників	auteur	письменник	N;MASC;PL	N;ANIM;ACC;MASC;PL
auteurs	авторів	auteur	автор	N;MASC;PL	N;ANIM;NOM;MASC;PL
auteurs	автори	auteur	автор	N;MASC;PL	N;ANIM;NOM;MASC;PL
chansons	пісень	chanson	пісня	N;FEM;PL	N;INAN;GEN;FEM;PL
chansons	пісні	chanson	пісня	N;FEM;PL	N;INAN;NOM;FEM;PL
compris	включено	comprendre	включити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
compris	зрозуміла	comprendre	зрозуміти	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
représente	представляє	représenter	представляти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
via	через	via	через	ADP	ADP;ACC
via	через	via	через	ADP	ADP;ACC
volume	гучність	volume	гучність	N;MASC;SG	N;INAN;NOM;FEM;SG
militaires	військові	militaire	військовий	ADJ;MASC;PL	ADJ;NOM;PL
pape	папа	pape	пап	N;MASC;SG	N;ANIM;NOM;MASC;SG
quoi	що	quoi	що	PRO	PRO;INAN;NOM;NEUT;SG
quoi	чим	quoi	що	PRO	PRO;INAN;INS;NEUT;SG
questions	запитань	question	запитання	N;FEM;PL	N;INAN;GEN;NEUT;PL
questions	питань	question	питання	N;FEM;PL	N;INAN;GEN;NEUT;PL
parle	розмовляє	parler	розмовляти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
parle	говорить	parler	говорити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
parle	говорити	parler	говорити	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
parle	вимовляти	parler	вимовляти	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
parle	говорити	parler	говорити	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
lire	прочитайте	lire	прочитати	V;NFIN	V;PFV;IMP;PL;2;FIN
lire	читати	lire	читати	V;NFIN	V;IPFV;NFIN
lire	читайте	lire	читати	V;NFIN	V;IPFV;IMP;PL;2;FIN
lire	прочитати	lire	прочитати	V;NFIN	V;PFV;NFIN
ouvrages	книжки	ouvrage	книжка	N;MASC;PL	N;INAN;NOM;FEM;PL
ouvrages	книг	ouvrage	книга	N;MASC;PL	N;INAN;GEN;FEM;PL
ouvrages	книги	ouvrage	книга	N;MASC;PL	N;INAN;NOM;FEM;PL
industrie	галузь	industrie	галузь	N;FEM;SG	N;INAN;NOM;FEM;SG
industrie	індустрія	industrie	індустрія	N;FEM;SG	N;INAN;NOM;FEM;SG
industrie	промисловість	industrie	промисловість	N;FEM;SG	N;INAN;NOM;FEM;SG
lettre	лист	lettre	лист	N;FEM;SG	N;INAN;NOM;MASC;SG
lettre	літера	lettre	літера	N;FEM;SG	N;INAN;NOM;FEM;SG
lettre	листі	lettre	лист	N;FEM;SG	N;INAN;DAT;MASC;SG
terres	земель	terre	земля	N;FEM;PL	N;INAN;GEN;FEM;PL
brésil	бразилія	brésil	бразилія	N;MASC;SG	N;INAN;NOM;FEM;SG
man	людина	man	людина	N;MASC;SG	N;ANIM;NOM;FEM;SG
man	чоловік	man	чоловік	N;MASC;SG	N;ANIM;NOM;MASC;SG
man	мужчина	man	мужчина	N;MASC;SG	N;ANIM;NOM;MASC;SG
opération	дія	opération	дія	N;FEM;SG	N;INAN;NOM;FEM;SG
opération	операція	opération	операція	N;FEM;SG	N;INAN;NOM;FEM;SG
opération	операцію	opération	операція	N;FEM;SG	N;INAN;ACC;FEM;SG
opération	операція	opération	операція	N;FEM;SG	N;INAN;NOM;FEM;SG
piste	трек	piste	трек	N;FEM;SG	N;INAN;NOM;MASC;SG
piste	композицію	piste	композиція	N;FEM;SG	N;INAN;ACC;FEM;SG
piste	доріжка	piste	доріжка	N;FEM;SG	N;INAN;NOM;FEM;SG
piste	композиція	piste	композиція	N;FEM;SG	N;INAN;NOM;FEM;SG
piste	смугу	piste	смуга	N;FEM;SG	N;INAN;ACC;FEM;SG
piste	стежка	piste	стежка	N;FEM;SG	N;INAN;NOM;FEM;SG
paix	миру	paix	мир	N;FEM;SG	N;INAN;GEN;MASC;SG
paix	мир	paix	мир	N;FEM;SG	N;INAN;NOM;MASC;SG
vieux	старе	vieux	старий	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
vieux	старим	vieux	старий	ADJ;MASC;SG	ADJ;INS;NEUT;SG
vieux	стара	vieux	старий	ADJ;MASC;SG	ADJ;NOM;FEM;SG
vieux	старий	vieux	старий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
propriétaire	власник	propriétaire	власник	N;MASC;SG	N;ANIM;NOM;MASC;SG
faible	слабка	faible	слабкий	ADJ;MASC;SG	ADJ;NOM;FEM;SG
faible	слабкий	faible	слабкий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
faible	низький	faible	низький	ADJ;MASC;SG	ADJ;NOM;MASC;SG
faible	низька	faible	низький	ADJ;MASC;SG	ADJ;NOM;FEM;SG
journée	день	journée	день	N;FEM;SG	N;INAN;NOM;MASC;SG
journée	дню	journée	день	N;FEM;SG	N;INAN;DAT;MASC;SG
journée	дня	journée	день	N;FEM;SG	N;INAN;GEN;MASC;SG
chargé	завантажено	charger	завантажити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
cathédrale	собор	cathédrale	собор	N;FEM;SG	N;INAN;NOM;MASC;SG
cathédrale	кафедра	cathédrale	кафедра	N;FEM;SG	N;INAN;NOM;FEM;SG
participation	приїзд	participation	приїзд	N;FEM;SG	N;INAN;NOM;MASC;SG
participation	участь	participation	участь	N;FEM;SG	N;INAN;ACC;FEM;SG
puissance	влада	puissance	влада	N;FEM;SG	N;INAN;NOM;FEM;SG
puissance	живлення	puissance	живлення	N;FEM;SG	N;INAN;NOM;NEUT;SG
puissance	сила	puissance	сила	N;FEM;SG	N;INAN;NOM;FEM;SG
zones	зони	zone	зона	N;FEM;PL	N;INAN;NOM;FEM;PL
zones	зон	zone	зона	N;FEM;PL	N;INAN;GEN;FEM;PL
zones	ділянки	zone	ділянка	N;FEM;PL	N;INAN;NOM;FEM;PL
zones	територіях	zone	територія	N;FEM;PL	N;INAN;ESS;FEM;PL
zones	площі	zone	площа	N;FEM;PL	N;INAN;ACC;FEM;PL
zones	районів	zone	район	N;FEM;PL	N;INAN;GEN;MASC;PL
final	остаточний	final	остаточний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
formule	формула	formule	формула	N;FEM;SG	N;INAN;NOM;FEM;SG
sœur	сестричка	sœur	сестричка	N;FEM;SG	N;ANIM;NOM;FEM;SG
sœur	сестра	sœur	сестра	N;FEM;SG	N;ANIM;NOM;FEM;SG
rendre	показати	rendre	показати	V;NFIN	V;PFV;NFIN
rendre	відтворювати	rendre	відтворювати	V;NFIN	V;IPFV;NFIN
rendre	відтворити	rendre	відтворити	V;NFIN	V;PFV;NFIN
opéra	опера	opéra	опера	N;MASC;SG	N;INAN;NOM;FEM;SG
reçu	отримано	recevoir	отримати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
reçu	отримала	recevoir	отримати	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
joué	грала	jouer	грати	V;MASC;SG;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
joué	грав	jouer	грати	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
locale	локальне	local	локальний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
locale	локальна	local	локальний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
locale	локальний	local	локальний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
locale	місцевий	local	місцевий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
piano	піаніно	piano	піаніно	N;MASC;SG	N;INAN;NOM;NEUT;SG
piano	фортепіано	piano	фортепіано	N;MASC;SG	N;INAN;NOM;FEM;SG
gros	велике	gros	великий	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
gros	велика	gros	великий	ADJ;MASC;SG	ADJ;NOM;FEM;SG
gros	великий	gros	великий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
gros	жирний	gros	жирний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
gros	жирна	gros	жирний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
montagne	гора	montagne	гора	N;FEM;SG	N;INAN;NOM;FEM;SG
diverses	різні	divers	різний	ADJ;FEM;PL	ADJ;NOM;PL
diverses	різноманітні	divers	різноманітний	ADJ;FEM;PL	ADJ;NOM;PL
diverses	різні	divers	різний	ADJ;FEM;PL	ADJ;NOM;PL
diverses	особливі	divers	особливий	ADJ;FEM;PL	ADJ;NOM;PL
front	фронт	front	фронт	N;MASC;SG	N;INAN;NOM;MASC;SG
front	чоло	front	чоло	N;MASC;SG	N;INAN;NOM;NEUT;SG
front	лоб	front	лоб	N;MASC;SG	N;INAN;NOM;MASC;SG
circonscription	ділення	circonscription	ділення	N;FEM;SG	N;INAN;NOM;NEUT;SG
circonscription	дивізіон	circonscription	дивізіон	N;FEM;SG	N;INAN;NOM;MASC;SG
circonscription	поділ	circonscription	поділ	N;FEM;SG	N;INAN;NOM;MASC;SG
poète	поет	poète	поет	N;MASC;SG	N;ANIM;NOM;MASC;SG
champ	поле	champ	поле	N;MASC;SG	N;INAN;NOM;NEUT;SG
val	вал	val	вал	N;MASC;SG	N;INAN;NOM;MASC;SG
religieux	релігійна	religieux	релігійний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
archives	архіви	archive	архів	N;FEM;PL	N;INAN;NOM;MASC;PL
vote	голосування	vote	голосування	N;MASC;SG	N;INAN;NOM;NEUT;SG
vote	голосування	vote	голосування	N;MASC;SG	N;INAN;NOM;NEUT;SG
projets	проекти	projet	проект	N;MASC;PL	N;INAN;NOM;MASC;PL
projets	проектів	projet	проект	N;MASC;PL	N;INAN;GEN;MASC;PL
formes	форм	forme	форма	N;FEM;PL	N;INAN;GEN;FEM;PL
formes	форми	forme	форма	N;FEM;PL	N;INAN;NOM;FEM;PL
formes	форм	forme	форма	N;FEM;PL	N;INAN;GEN;FEM;PL
formes	форми	forme	форма	N;FEM;PL	N;INAN;NOM;FEM;PL
proximité	близькості	proximité	близькість	N;FEM;SG	N;INAN;DAT;FEM;SG
appelée	викликала	appeler	викликати	V;FEM;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
obtenir	отримати	obtenir	отримати	V;NFIN	V;PFV;NFIN
blanche	білий	blanc	білий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
blanche	біла	blanc	білий	ADJ;FEM;SG	ADJ;NOM;FEM;SG
blanche	біле	blanc	білий	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
belle	красивий	beau	красивий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
belle	красива	beau	красиво	ADJ;FEM;SG	ADJ;NOM;FEM;SG
motif	мотив	motif	мотив	N;MASC;SG	N;INAN;NOM;MASC;SG
motif	взірець	motif	взірець	N;MASC;SG	N;INAN;NOM;MASC;SG
motif	взірцем	motif	взірець	N;MASC;SG	N;INAN;INS;MASC;SG
motif	візерунок	motif	візерунок	N;MASC;SG	N;INAN;NOM;MASC;SG
motif	шаблон	motif	шаблон	N;MASC;SG	N;INAN;NOM;MASC;SG
motif	мотив	motif	мотив	N;MASC;SG	N;INAN;NOM;MASC;SG
chant	конкурс	chant	конкурс	N;MASC;SG	N;INAN;NOM;MASC;SG
chant	пісня	chant	пісня	N;MASC;SG	N;INAN;NOM;FEM;SG
chant	спів	chant	спіти	N;MASC;SG	N;INAN;NOM;MASC;SG
chant	вокал	chant	вокал	N;MASC;SG	N;ANIM;NOM;MASC;SG
chant	спів	chant	спіти	N;MASC;SG	N;INAN;NOM;MASC;SG
mondial	світовий	mondial	світовий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
mondial	глобальний	mondial	глобальний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
colonel	полковнику	colonel	полковник	N;MASC;SG	N;ANIM;DAT;MASC;SG
colonel	полковник	colonel	полковник	N;MASC;SG	N;ANIM;NOM;MASC;SG
colonel	підполковник	colonel	підполковник	N;MASC;SG	N;ANIM;NOM;MASC;SG
