експлуатація	exploatering	експлуатація	exploatering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
епізоди	episoder	епізод	episod	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
відпочинок	rekreation	відпочинок	rekreation	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
відпочинок	fritid	відпочинок	fritid	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
автомат	machine	автомат	machine	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
автомат	maskin	автомат	maskin	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
апостол	sändebud	апостол	sändebud	N;ANIM;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
змінився	byttes	змінитися	byta	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;PASS
змінився	förändrats	змінитися	förändra	V;PFV;MASC;IND;SG;PST;FIN	V;V.CVB;PASS
змінився	ändrats	змінитися	ändra	V;PFV;MASC;IND;SG;PST;FIN	V;V.CVB;PASS
замінено	ersätts	замінити	ersätta	V;PFV;IND;0;FIN	V;IND;PRS;FIN;PASS
замінено	ersatte	замінити	ersätta	V;PFV;IND;0;FIN	V;IND;PST;FIN;ACT
замінено	ersattes	замінити	ersätta	V;PFV;IND;0;FIN	V;IND;PST;FIN;PASS
спираючись	lutar	спиратися	luta	V;IPFV;PRS;V.CVB	V;IND;PRS;FIN;ACT
подвійний	dubbel	подвійний	dubbel	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
подвійний	dubbelt	подвійний	dubbel	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
подвійний	dubbel	подвійний	dubbel	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
товариш	kamrat	товариш	kamrat	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
нараховується	tilldelas	нараховуватися	tilldela	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
сортування	sortering	сортування	sortering	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
організми	organismer	організм	organism	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
десант	misshandel	десант	misshandel	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
десант	överfall	десант	överfall	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
юридичні	juridiska	юридичний	juridisk	ADJ;NOM;PL	ADJ;NOM;PL
юридичні	rättsliga	юридичний	rättslig	ADJ;NOM;PL	ADJ;NOM;PL
пишеться	stavas	писатися	stava	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN;PASS
організували	ordnade	організувати	ordna	V;PFV;IND;PL;PST;FIN	V;NOM;PL;PST;V.PTCP
знижує	minskar	знижувати	minska	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
павільйон	paviljong	павільйний	paviljong	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
копіювання	kopia	копіювання	kopia	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
копіювання	kopiering	копіювання	kopiering	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
подарунок	present	подарунок	present	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
подарунок	gåva	подарунок	gåva	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
подарунок	närvarande	подарунок	närvarande	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
подарунок	present	подарунок	present	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
подарунок	nutid	подарунок	nutid	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
продати	säljer	продати	sälja	V;PFV;NFIN	V;IND;PRS;FIN;ACT
продати	sälja	продати	sälja	V;PFV;NFIN	V;IMP;FIN;ACT
рівність	jämlikhet	рівність	jämlikhet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
рівність	jämställdhet	рівність	jämställdhet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
захоплено	fångar	захоплено	fånga	V;PFV;IND;0;FIN	V;IND;PRS;FIN;ACT
фаза	fas	фаза	fas	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
фаза	fasen	фаза	fas	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
фаза	etapp	фаза	etapp	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
прочитати	läs	прочитати	läsa	V;PFV;NFIN	V;IMP;FIN;ACT
прочитати	läser	прочитати	läsa	V;PFV;NFIN	V;IND;PRS;FIN;ACT
прочитати	läsa	прочитати	läsa	V;PFV;NFIN	V;IMP;FIN;ACT
прочитати	läste	прочитати	läsa	V;PFV;NFIN	V;IMP;FIN;ACT
мовознавство	lingvistik	мовознавство	lingvistik	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
існуючі	befintliga	існуюча	befintlig	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;NOM;PL
існуючі	existerande	існуюча	existerande	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
електроніка	electronics	електроніка	electronics	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
електроніка	elektronik	електроніка	elektronik	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
перетворити	omvandla	перетворити	omvandla	V;PFV;NFIN	V;IMP;FIN;ACT
перетворити	konvertera	перетворити	konvertera	V;PFV;NFIN	V;IMP;NFIN;ACT
перетворити	förvandla	перетворити	förvandla	V;PFV;NFIN	V;IMP;FIN;ACT
перетворити	omvandla	перетворити	omvandla	V;PFV;NFIN	V;IMP;FIN;ACT
зварювання	svetsning	зварювання	svetsning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
узагальнення	generalisering	узагальнення	generalisering	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
комуністи	kommunisterna	комуніст	kommunist	N;ANIM;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
комуністи	kommunister	комуніст	kommunist	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
говорили	pratade	говорити	prata	V;IPFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
говорили	pratade	говорити	prata	V;IPFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
говорили	talade	говорити	tala	V;IPFV;IND;PL;PST;FIN	V;PST;V.PTCP;ACT
фрукти	frukter	фрукт	frukt	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
фрукти	frukter	фрукт	frukt	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
міф	myt	міф.	myt	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
здавалося	verkade	здаватися	verka	V;IPFV;NEUT;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
здавалося	tycktes	здаватися	tyckas	V;IPFV;NEUT;IND;SG;PST;FIN	V;IND;PST;FIN;PASS
промені	strålar	промений	stråla	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
промені	strålar	промений	stråla	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
партнер	kompanjon	партнер	kompanjon	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
партнер	partner	партнер	partner	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
чудовий	underbart	чудовий	underbar	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
чудовий	underbar	чудовий	underbar	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
очікування	väntan	очікування	väntan	N;INAN;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
налаштування	konfiguration	налаштування	konfiguration	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
налаштування	konfiguration	налаштування	konfiguration	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
налаштування	inställning	налаштування	inställning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
рушій	motor	рушія	motor	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
рушій	motorn	рушія	motor	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
навички	kompetenser	навичка	kompetens	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
навички	färdigheter	навичка	färdighet	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
діалог	förfrågan	діалог	förfrågan	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
діалог	sökning	діалог	sökning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
діалог	fråga	діалог	fråga	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
діалог	dialogen	діалог	dialog	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
діалог	dialog	діалог	dialag	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
купити	köpa	купити	köpa	V;PFV;NFIN	V;IMP;NFIN;ACT
купити	köper	купити	köpa	V;PFV;NFIN	V;IND;PRS;FIN;ACT
купити	köpa	купити	köpa	V;PFV;NFIN	V;IMP;NFIN;ACT
геральдика	heraldik	геральдик	heraldik	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
цивільний	civil	цивільний	civil	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
цивільний	civilt	цивільний	civil	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
цивільний	civil	цивільний	civil	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
цивільний	civilt	цивільний	civil	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
потяги	tågen	потяг	tågen	N;INAN;NOM;MASC;PL	N;NOM;DEF;NEUT;PL
принцеси	prinsessor	принцес	prinsessa	N;ANIM;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
практичне	praktiskt	практичний	praktisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
практичне	praktisk	практичний	praktisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
завершується	slutar	завершуватися	sluta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
завершується	avslutas	завершуватися	avsluta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
шини	däcken	шина	däck	N;INAN;NOM;FEM;PL	N;NOM;DEF;NEUT;PL
шини	däck	шина	däck	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
продовжили	återupptagits	продовжити	återuppta	V;PFV;IND;PL;PST;FIN	V;V.CVB;PASS
продовжили	återupptogs	продовжити	återupptog	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;PASS
продовжили	återupptas	продовжити	återuppta	V;PFV;IND;PL;PST;FIN	V;NFIN;PASS
передумови	förutsättningar	передумова	förutsättning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
передумови	förutsättningarna	передумова	förutsättning	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
захисники	beskyddare	захисник	beskyddare	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
переробка	återvinning	переробка	återvinning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
переробка	återanvändning	переробка	återanvändning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дане	dansk	дане	dansk	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
житель	medborgaren	житель	medborgare	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
демократичний	demokratiskt	демократичний	demokratisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
демократичний	demokratisk	демократичний	demokratisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
протистояти	konfrontera	протистояти	konfrontera	V;PFV;NFIN	V;IMP;FIN;ACT
погіршення	försämring	погіршення	försämring	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
зараження	nedfall	зараження	nedfall	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
лід	bly	лід	bly	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
лід	lead	лід	lead	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
лід	is	лід	is	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
лід	ice	лід	ice	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
помітні	iögonfallande	помітний	iögonfallande	ADJ;NOM;PL	ADJ;NOM
прибрати	städa	прибрати	städ	V;PFV;NFIN	V;IMP;FIN;ACT
темний	mörkt	темний	mörk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
темний	mörk	темний	mörk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
мусульмани	muslimer	мусульман	muslim	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
мусульмани	muslimer	мусульман	muslim	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
мусульмани	muslimerna	мусульман	muslim	N;ANIM;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
видобування	utvinning	видобування	utvinning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
видобування	extraktion	видобування	extraktion	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
видобування	ripper	видобування	rippa	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
облога	belägring	облогий	belägring	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
облога	belägringen	облогий	belägring	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
брами	grindar	брама	grinda	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
брами	portar	брама	porta	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
додаткова	extra	додатковий	extra	ADJ;NOM;FEM;SG	ADJ;NOM
додаткова	kompletterande	додатковий	komplettera	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
додаткова	kompletterande	додатковий	komplettera	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
перекласти	översätta	перекласти	översätta	V;PFV;NFIN	V;IMP;FIN;ACT
перекласти	översätt	перекласти	översätt	V;PFV;NFIN	V;IMP;FIN;ACT
перемагає	besegrar	перемагати	besegra	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
чекати	vänta	чекати	vänta	V;IPFV;NFIN	V;IMP;FIN;ACT
стадія	scen	стадія	scen	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
стадія	etapp	стадія	etapp	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
стадія	stadium	стадія	stadium	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
стадія	skede	стадія	skede	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ззовні	utvändigt	ззовні	utvändig	ADV	ADV
ззовні	externt	ззовні	extern	ADV	ADV
рейд	räd	рейд	räd	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
рейд	razzia	рейд	razzia	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пояснив	förklarade	пояснити	förklara	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
автоматична	automatiskt	автоматичний	automatisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
партизани	partisaner	партизаний	partisan	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
сухі	torra	сухий	torr	ADJ;NOM;PL	ADJ;NOM;PL
поповнення	trupp	поповнення	trupp	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
розіграш	lotteri	розіграш	lotteri	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
жива	levande	живий	levande	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
дивитися	titta	дивитися	titta	V;IPFV;NFIN	V;IMP;FIN;ACT
дивитися	tittar	дивитися	titta	V;IPFV;NFIN	V;IND;PRS;FIN;ACT
таємниця	mystery	таємниця	mystery	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
таємниця	mystik	таємниця	mystik	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
таємниця	mysterium	таємниця	mysterium	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
таємниця	hemlighet	таємниця	hemlighet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
таємниця	secret	таємниця	sec	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
таємниця	sekretess	таємниця	sekretess	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
застосувати	tillämpa	застосувати	tillämpa	V;PFV;NFIN	V;IMP;FIN;ACT
застосувати	applicera	застосувати	applicera	V;PFV;NFIN	V;IMP;FIN;ACT
істини	sanningar	істина	sanning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
коротко	kort	коротко	kort	ADV	ADV
вагон	vagn	вагон	vagn	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
тяжко	hårt	тяжко	hård	ADV	ADV
описи	beskrivningarna	опис	beskrivning	N;INAN;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
описи	beskrivningar	опис	beskrivning	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
універсальний	enhetlig	універсальний	enhetlig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
універсальний	enad	універсальний	enad	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
універсальний	enat	універсальний	enat	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
універсальний	universell	універсальний	universell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
універсальний	universellt	універсальний	universell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
подивитися	see	подивитися	see	V;PFV;NFIN	V;IMP;FIN;ACT
подивитися	se	подивитися	se	V;PFV;NFIN	V;IMP;FIN;ACT
подивитися	titta	подивитися	titta	V;PFV;NFIN	V;IMP;FIN;ACT
подивитися	titta	подивитися	titta	V;PFV;NFIN	V;IMP;FIN;ACT
процесори	processorer	процесор	processor	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
очікується	förväntas	очікуватися	förvänta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
очікується	väntas	очікуватися	vänta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
очікується	inväntar	очікуватися	invänta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
очікується	avvaktar	очікуватися	avvakta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
очікується	förväntar	очікуватися	förvänta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
очікується	inväntar	очікуватися	invänta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
членство	medlemskapet	членство	medlemskap	N;INAN;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
членство	medlemskap	членство	medlemskap	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
оригінальне	ursprungligt	оригінальний	ursprunglig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
оригінальне	originellt	оригінальний	originell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
оригінальне	ursprunglig	оригінальний	ursprunglig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
звернутися	rådfråga	звернутися	rådfråga	V;PFV;NFIN	V;IMP;FIN;ACT
подають	serveras	подавати	servera	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;PASS
подають	tjänar	подавати	tjäna	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
подають	serverar	подавати	servera	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
орда	hord	орда	hord	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
степ	steppe	степ	steppe	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
тінь	skugga	тінь	skugga	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
тінь	shadow	тінь	shado	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
тінь	skuggan	тінь	skugga	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
переглянути	bläddra	переглянути	bläddra	V;PFV;NFIN	V;IMP;FIN;ACT
переглянути	granska	переглянути	granska	V;PFV;NFIN	V;IMP;FIN;ACT
переглянути	see	переглянути	see	V;PFV;NFIN	V;IMP;FIN;ACT
переглянути	se	переглянути	se	V;PFV;NFIN	V;IMP;FIN;ACT
переглянути	visa	переглянути	visa	V;PFV;NFIN	V;IMP;FIN;ACT
антологія	anthology	антологія	anthology	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
інтенсивність	intensitet	інтенсивність	intensit	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
інтенсивність	hållfasthet	інтенсивність	hållfasthet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
інтенсивність	styrka	інтенсивність	styrka	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
викрадення	kidnappning	викрадення	kidnappning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
фундамент	foundation	фундамент	foundation	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
фундамент	rf	фундамент	rf	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
фундамент	stiftelsen	фундамент	stiftelse	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
фундамент	stiftelse	фундамент	stiftelse	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
окреме	separat	окреме	separat	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
позов	stämning	позов	stämning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
оподаткування	beskattningen	оподаткування	beskattning	N;INAN;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
оподаткування	beskattning	оподаткування	beskattning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
нагляд	övervakning	нагляд	övervakning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
нагляд	tillsyn	нагляд	tillsyn	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ходити	promenerar	ходити	promenera	V;IPFV;NFIN	V;IND;PRS;FIN;ACT
заборонені	förbjudna	заборонений	förbjuden	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
заборонені	svartlistade	заборонений	svartlistad	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
ключі	nycklarna	ключ	nyckel	N;INAN;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
ключі	nycklar	ключ	nyckla	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ключі	tangenter	ключ	tangent	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
салоні	hytt	салон	hytt	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
салоні	stugan	салон	stuga	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
салоні	stuga	салон	stuga	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
землеробство	jordbruket	землеробство	jordbruk	N;INAN;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
землеробство	jordbruk	землеробство	jordbruk	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
землеробство	lantbruk	землеробство	lantbruk	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
бак	buck	бак	buck	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
бак	bak	бак	bak	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
самка	hona	самка	hona	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
самка	kvinna	самка	kvinna	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
скрізь	överallt	скрізь	överallt	ADV	ADV
меблі	inventarier	меблий	inventarium	N;INAN;NOM;PL	N;NOM;INDF;MASC+FEM;PL
меблі	möbler	меблий	möbel	N;INAN;NOM;PL	N;NOM;INDF;MASC+FEM;PL
відзначено	anger	відзначити	ange	V;PFV;IND;0;FIN	V;IND;PRS;FIN;ACT
відзначено	indikerar	відзначити	indikera	V;PFV;IND;0;FIN	V;IND;PRS;FIN;ACT
сенатор	senator	сенатор	senator	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сенатор	senatorn	сенатор	senator	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
гітари	övertoner	гітар	överton	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
просте	enkelt	прости	enkel	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
просте	enkel	прости	enkel	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
хутро	päls	хутро	päls	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
зареєстрований	registrerad	зареєстрований	registrerad	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
зареєстрований	registrerat	зареєстрований	registrerad	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
скандал	skandal	скандал	skandal	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
скандал	skandalen	скандал	skandal	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
реп	rykte	реп.	ryka	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
реп	rapp	реп.	rapp	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
реп	rap	реп.	rap	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
астронавти	astronauterna	астронавт	astronaut	N;ANIM;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
астронавти	astronauter	астронавт	astronaut	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
