από	من	από	مِن	ADP	ADP
παίρνει	يستغرق	παίρνω	اِستَغرَق	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
ανατολή	شرق	ανατολή	شَرق	N;NOM;FEM;SG	N;NOM;INDF;SG
ανατολή	الشرق	ανατολή	شَرق	N;NOM;FEM;SG	N;NOM;DEF;SG
ανατολή	الشرق	ανατολή	شَرق	N;NOM;FEM;SG	N;NOM;DEF;SG
ανατολή	المشرق	ανατολή	مَشرِق	N;NOM;FEM;SG	N;NOM;DEF;SG
ανατολή	الشروق	ανατολή	شُرُوق	N;NOM;FEM;SG	N;NOM;DEF;SG
κεφάλι	الراس	κεφάλι	رَأس	N;NOM;NEUT;SG	N;NOM;DEF;SG
ιστορικός	تاريخي	ιστορικός	تَارِيخِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ιστορικός	تاريخية	ιστορικός	تَارِيخِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
ιστορικός	مؤرخ	ιστορικός	مُؤَرِّخ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ιστορικός	تاريخي	ιστορικός	تَارِيخِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ιστορικός	تاريخية	ιστορικός	تَارِيخِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
συνέδριο	مؤتمر	συνέδριο	مُؤتَمَر	N;NOM;NEUT;SG	N;NOM;INDF;SG
συνέδριο	المؤتمر	συνέδριο	مُؤتَمَر	N;NOM;NEUT;SG	N;NOM;DEF;SG
επεισόδιο	حلقة	επεισόδιο	حَلقَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
επεισόδιο	الحلقة	επεισόδιο	حَلقَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
κτίρια	المباني	κτίριο	مَبنَى	N;NOM;NEUT;PL	N;NOM;DEF;PL
κτίρια	البنايات	κτίριο	بِنَايَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
κτίρια	مبان	κτίριο	مَبَّان	N;NOM;NEUT;PL	N;NOM;INDF;PL
κτίρια	مباني	κτίριο	مَبنَى	N;NOM;NEUT;PL	N;NOM;INDF;PL
ελεύθερη	حرة	ελεύθερος	حُرّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
ελεύθερη	مجاني	ελεύθερος	مَجَّانِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
άλλαξε	تغيرت	αλλάζω	تَغَيَّر	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
ποταμός	النهر	ποταμός	نَهر	N;NOM;MASC;SG	N;NOM;DEF;SG
ποταμός	نهر	ποταμός	نَهر	N;NOM;MASC;SG	N;NOM;INDF;SG
μαθήματα	الدروس	μάθημα	دَرس	N;NOM;NEUT;PL	N;NOM;DEF;PL
μαθήματα	دروس	μάθημα	دَرس	N;NOM;NEUT;PL	N;NOM;INDF;PL
μαθήματα	الدورات	μάθημα	دَورَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
μαθήματα	الفصول	μάθημα	فَصل	N;NOM;NEUT;PL	N;NOM;DEF;PL
μαθήματα	صفوف	μάθημα	صَفّ	N;NOM;NEUT;PL	N;NOM;INDF;PL
μαθήματα	الصفوف	μάθημα	صَفّ	N;NOM;NEUT;PL	N;NOM;DEF;PL
μαθήματα	فصول	μάθημα	فَصل	N;NOM;NEUT;PL	N;NOM;INDF;PL
ιταλική	ايطالي	ιταλικός	إِيطَالِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
ιταλική	ايطالية	ιταλικός	إِيطَالِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
παραδείγματα	الامثلة	παράδειγμα	الامثلة	N;NOM;NEUT;PL	N;NOM;DEF;PL
παραδείγματα	امثلة	παράδειγμα	امثلة	N;NOM;NEUT;PL	N;NOM;INDF;PL
ηγέτης	زعيم	ηγέτης	زَعِيم	N;NOM;MASC;SG	N;NOM;INDF;SG
ηγέτης	قائد	ηγέτης	قَائِد	N;NOM;MASC;SG	N;NOM;INDF;SG
πολίτες	مواطنو	πολίτης	مُوَاطِن	N;NOM;MASC;PL	N;NOM;INDF;PL
πολίτες	المواطنين	πολίτης	مُوَاطِن	N;NOM;MASC;PL	N;NOM;DEF;PL
πολίτες	مواطنون	πολίτης	مُوَاطِن	N;NOM;MASC;PL	N;NOM;INDF;PL
πολίτες	المواطنون	πολίτης	مُوَاطِن	N;NOM;MASC;PL	N;NOM;DEF;PL
πολίτες	مواطنين	πολίτης	مُوَاطِن	N;NOM;MASC;PL	N;NOM;INDF;PL
ιερό	المقدس	ιερός	مُقَدَّس	N;NOM;NEUT;SG	N;NOM;DEF;SG
ιερό	المقدس	ιερός	مُقَدَّس	N;NOM;NEUT;SG	N;NOM;DEF;SG
πόδια	الاقدام	πόδι	قَدَم	N;NOM;NEUT;PL	N;NOM;DEF;PL
πόδια	اقدام	πόδι	قَدَم	N;NOM;NEUT;PL	N;NOM;INDF;PL
πόδια	سيقان	πόδι	سِيقَان	N;NOM;NEUT;PL	N;NOM;INDF;PL
πολιορκία	الحصار	πολιορκία	حِصَار	N;NOM;FEM;SG	N;NOM;DEF;SG
πολιορκία	حصار	πολιορκία	حِصَار	N;NOM;FEM;SG	N;NOM;INDF;SG
αρχικό	اولية	αρχικός	أَوَّلِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
αρχικό	الاصلي	αρχικός	أَصلِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
αρχικό	الاصلية	αρχικός	أَصلِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
αρχικό	اصلية	αρχικός	أَصلِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
επίπεδα	المستويات	επίπεδο	مُستَوَى	N;NOM;NEUT;PL	N;NOM;DEF;PL
επίπεδα	مستويات	επίπεδο	مُستَوَى	N;NOM;NEUT;PL	N;NOM;INDF;PL
μικρός	صغير	μικρός	صَغِير	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
μικρός	صغيرة	μικρός	صَغِير	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
περιόδους	فترات	περίοδος	فَترَة	N;NOM;FEM;PL	N;NOM;INDF;PL
περιόδους	الفترات	περίοδος	فَترَة	N;NOM;FEM;PL	N;NOM;DEF;PL
μισό	نصف	μισός	نِصف	N;NOM;NEUT;SG	N;NOM;INDF;SG
μισό	النصف	μισός	نِصف	N;NOM;NEUT;SG	N;NOM;DEF;SG
λέξεις	الكلمات	λέξη	كَلِمَة	N;NOM;FEM;PL	N;NOM;DEF;PL
λέξεις	كلمات	λέξη	كَلِمَة	N;NOM;FEM;PL	N;NOM;INDF;PL
γωνία	الركن	γωνία	الركن	N;NOM;FEM;SG	N;NOM;DEF;SG
γωνία	الزاوية	γωνία	زَاوِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
γωνία	زاوية	γωνία	زَاوِيَة	N;NOM;FEM;SG	N;NOM;INDF;SG
γωνία	الزاوية	γωνία	زَاوِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
γωνία	زاوية	γωνία	زَاوِيَة	N;NOM;FEM;SG	N;NOM;INDF;SG
γωνία	بزاوية	γωνία	بَزَاوِيّ	N;NOM;FEM;SG	N;NOM;INDF;SG
δεκαετίες	عقود	δεκαετία	عَقد	N;NOM;FEM;PL	N;NOM;INDF;PL
κανάλι	قناة	κανάλι	قَنَاة	N;NOM;NEUT;SG	N;NOM;INDF;SG
κανάλι	القناة	κανάλι	قَنَاة	N;NOM;NEUT;SG	N;NOM;DEF;SG
κανάλι	قناة	κανάλι	قَنَاة	N;NOM;NEUT;SG	N;NOM;INDF;SG
κανάλι	القناة	κανάλι	قَنَاة	N;NOM;NEUT;SG	N;NOM;DEF;SG
νίκησε	هزم	νικώ	هَزم	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
νίκησε	هزمت	νικώ	هَزم	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
γράψει	كتب	γράψει	كَتَب	V;PFV;NFIN;ACT	V;PFV;MASC;SG;3;ACT
έστειλε	ارسل	στέλνω	أَرسَل	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
αγάπη	العشق	αγάπη	عِشق	N;NOM;FEM;SG	N;NOM;DEF;SG
αγάπη	حب	αγάπη	حُبّ	N;NOM;FEM;SG	N;NOM;INDF;SG
αγάπη	الحب	αγάπη	حُبّ	N;NOM;FEM;SG	N;NOM;DEF;SG
άμεση	مباشر	άμεσος	مُبَاشِر	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
άμεση	المباشر	άμεσος	مُبَاشِر	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
άμεση	الفوري	άμεσος	فَورِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
άμεση	فوري	άμεσος	فَورِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
τοποθεσία	موقع	τοποθεσία	مَوقِع	N;NOM;FEM;SG	N;NOM;INDF;SG
τοποθεσία	الموقع	τοποθεσία	مَوقِع	N;NOM;FEM;SG	N;NOM;DEF;SG
τοποθεσία	المكان	τοποθεσία	مَكَان	N;NOM;FEM;SG	N;NOM;DEF;SG
σύνδεσμος	الرابط	σύνδεσμος	رَابِط	N;NOM;MASC;SG	N;NOM;DEF;SG
σύνδεσμος	وصلة	σύνδεσμος	وِصلَة	N;NOM;MASC;SG	N;NOM;INDF;SG
σύνδεσμος	ربط	σύνδεσμος	رَبط	N;NOM;MASC;SG	N;NOM;INDF;SG
σύνδεσμος	رابط	σύνδεσμος	رابط	N;NOM;MASC;SG	N;NOM;INDF;SG
θάνατος	الموت	θάνατος	مَوت	N;NOM;MASC;SG	N;NOM;DEF;SG
θάνατος	الوفاة	θάνατος	وَفَاة	N;NOM;MASC;SG	N;NOM;DEF;SG
θάνατος	وفاة	θάνατος	وَفَاة	N;NOM;MASC;SG	N;NOM;INDF;SG
τοπικό	محلي	τοπικός	مَحَلِّيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
τοπικό	محلية	τοπικός	مَحَلِّيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
τοπικό	المحلية	τοπικός	مَحَلِّيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
τοπικό	المحلي	τοπικός	مَحَلِّيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
γενικό	عامة	γενικός	عَامّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
κόσμος	عالم	κόσμος	عَالَم	N;NOM;MASC;SG	N;NOM;INDF;SG
κόσμος	الدنيا	κόσμος	دِنِّيَا	N;NOM;MASC;SG	N;NOM;DEF;SG
κόσμος	العالم	κόσμος	عَالَم	N;NOM;MASC;SG	N;NOM;DEF;SG
καλύπτει	يغطي	καλύπτω	غَطَّى	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
δυναστεία	سلالة	δυναστεία	سِلَالَة	N;NOM;FEM;SG	N;NOM;INDF;SG
δυναστεία	السلالة	δυναστεία	سِلَالَة	N;NOM;FEM;SG	N;NOM;DEF;SG
περιγράφει	يصف	περιγράφω	وَصَف	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
περιγράφει	تصف	περιγράφω	وَصَف	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
νικητής	الفائز	νικητής	فَائِز	N;NOM;MASC;SG	N;NOM;DEF;SG
μουσικό	موسيقية	μουσικός	مُوسِيقِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
όργανο	صك	όργανο	صَكّ	N;NOM;NEUT;SG	N;NOM;INDF;SG
όργανο	الصك	όργανο	صَكّ	N;NOM;NEUT;SG	N;NOM;DEF;SG
όργανο	العضو	όργανο	عُضو	N;NOM;NEUT;SG	N;NOM;DEF;SG
μόνον	فقط	μόνο	فَقَط	ADV	ADV
παράγει	تنتج	παράγω	أَنتَج	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
παράγει	ينتج	παράγω	أَنتَج	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
κατασκευάστηκε	بنيت	κατασκευάζω	بَنَى	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;PASS
κατασκευάστηκε	شيدت	κατασκευάζω	شَيَّد	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;PASS
ιατρική	الطبي	ιατρικός	طِبِّيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
ιατρική	طبية	ιατρικός	طِبِّيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
ιατρική	الطبية	ιατρικός	طِبِّيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
κύπελλα	كؤوس	κύπελλος	كؤوس	N;NOM;NEUT;PL	N;NOM;INDF;PL
δημοσιογράφος	الصحفي	δημοσιογράφος	صُحُفِيّ	N;NOM;MASC;SG	N;NOM;DEF;SG
δημοσιογράφος	المراسل	δημοσιογράφος	مُرَاسِل	N;NOM;MASC;SG	N;NOM;DEF;SG
δημοσιογράφος	مراسل	δημοσιογράφος	مُرَاسِل	N;NOM;MASC;SG	N;NOM;INDF;SG
εξέγερση	الانتفاضة	εξέγερση	اِنتِفَاضَة	N;NOM;FEM;SG	N;NOM;DEF;SG
εξέγερση	انتفاضة	εξέγερση	اِنتِفَاضَة	N;NOM;FEM;SG	N;NOM;INDF;SG
εξέγερση	الشغب	εξέγερση	شَغَب	N;NOM;FEM;SG	N;NOM;DEF;SG
εξέγερση	شغب	εξέγερση	شَغَب	N;NOM;FEM;SG	N;NOM;INDF;SG
εξέγερση	التمرد	εξέγερση	تَمَرُّد	N;NOM;FEM;SG	N;NOM;DEF;SG
εξέγερση	تمرد	εξέγερση	تَمَرُّد	N;NOM;FEM;SG	N;NOM;INDF;SG
εμπορική	التجاري	εμπορικός	تِجَارِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
εμπορική	تجاري	εμπορικός	تِجَارِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
εμπορική	تجارية	εμπορικός	تِجَارِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
επεισόδια	الحلقات	επεισόδιο	حَلقَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
επεισόδια	حلقات	επεισόδιο	حَلقَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
φωτογραφίες	الصور	φωτογραφία	الصور	N;NOM;FEM;PL	N;NOM;DEF;PL
φωτογραφίες	صور	φωτογραφία	صُورَة	N;NOM;FEM;PL	N;NOM;INDF;PL
φωτογραφίες	الصور	φωτογραφία	الصور	N;NOM;FEM;PL	N;NOM;DEF;PL
φωτογραφίες	صور	φωτογραφία	صُورَة	N;NOM;FEM;PL	N;NOM;INDF;PL
διάδοχος	الوريث	διάδοχος	وَرِيث	N;NOM;MASC;SG	N;NOM;DEF;SG
διάδοχος	وريث	διάδοχος	وريث	N;NOM;MASC;SG	N;NOM;INDF;SG
έντονη	مكثفة	έντονος	مُكَثَّف	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
έντονη	مكثف	έντονος	مُكَثَّف	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
παίκτες	اللاعبين	παίκτης	لَاعِب	N;NOM;MASC;PL	N;NOM;DEF;PL
παίκτες	اللاعبون	παίκτης	لَاعِب	N;NOM;MASC;PL	N;NOM;DEF;PL
παίκτες	لاعبين	παίκτης	لَاعِب	N;NOM;MASC;PL	N;NOM;INDF;PL
υλικά	المواد	υλικά	مَادَّة	N;NOM;NEUT;PL	N;NOM;DEF;PL
υλικά	مواد	υλικά	مَادَّة	N;NOM;NEUT;PL	N;NOM;INDF;PL
υλικά	المواد	υλικά	مَادَّة	N;NOM;NEUT;PL	N;NOM;DEF;PL
υλικά	مواد	υλικά	مَادَّة	N;NOM;NEUT;PL	N;NOM;INDF;PL
βρήκε	وجد	βρίσκω	وَجَد	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
βρήκε	خلصت	βρίσκω	خَلَّص	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
βρήκε	وجدت	βρίσκω	وَجَد	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
βασική	اساسي	βασικός	أَسَاسِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
βασική	اساسية	βασικός	أَسَاسِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
βασική	الاساسية	βασικός	أَسَاسِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
λογοτεχνία	الادب	λογοτεχνία	أَدَب	N;NOM;FEM;SG	N;NOM;DEF;SG
ρωσική	روسي	ρωσικός	رُوسِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
ρωσική	روسية	ρωσικός	رُوسِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
ρωσική	الروسية	ρωσικός	رُوسِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
ρωσική	الروسي	ρωσικός	رُوسِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
συμμαχία	الحلف	συμμαχία	حِلف	N;NOM;FEM;SG	N;NOM;DEF;SG
συμμαχία	تحالف	συμμαχία	تَحَالُف	N;NOM;FEM;SG	N;NOM;INDF;SG
συμμαχία	التحالف	συμμαχία	تَحَالُف	N;NOM;FEM;SG	N;NOM;DEF;SG
ιδέες	افكار	ιδέα	فِكر	N;NOM;FEM;PL	N;NOM;INDF;PL
ιδέες	الافكار	ιδέα	فِكر	N;NOM;FEM;PL	N;NOM;DEF;PL
πίνακες	الجداول	πίνακα	جَدوَل	N;NOM;MASC;PL	N;NOM;DEF;PL
πίνακες	طاولات	πίνακα	طَاوَل	N;NOM;MASC;PL	N;NOM;INDF;PL
πίνακες	الطاولات	πίνακα	طَاوِل	N;NOM;MASC;PL	N;NOM;DEF;PL
πίνακες	جداول	πίνακα	جَدوَل	N;NOM;MASC;PL	N;NOM;INDF;PL
πίνακες	لوحات	πίνακα	لَوحَة	N;NOM;MASC;PL	N;NOM;INDF;PL
πίνακες	اللوحات	πίνακα	لَوحَة	N;NOM;MASC;PL	N;NOM;DEF;PL
παραγωγός	المنتج	παραγωγός	مُنتَج	N;NOM;MASC;SG	N;NOM;DEF;SG
παραγωγός	منتج	παραγωγός	مُنتَج	N;NOM;MASC;SG	N;NOM;INDF;SG
παραγωγός	الصانع	παραγωγός	صَانِع	N;NOM;MASC;SG	N;NOM;DEF;SG
παραγωγός	مصنع	παραγωγός	مَصنَع	N;NOM;MASC;SG	N;NOM;INDF;SG
παραγωγός	المصنع	παραγωγός	مَصنَع	N;NOM;MASC;SG	N;NOM;DEF;SG
κλίμα	المناخ	κλίμα	مُنَاخ	N;NOM;NEUT;SG	N;NOM;DEF;SG
κλίμα	مناخ	κλίμα	مُنَاخ	N;NOM;NEUT;SG	N;NOM;INDF;SG
σπίτια	المنازل	σπίτι	مَنزِل	N;NOM;NEUT;PL	N;NOM;DEF;PL
σπίτια	منازل	σπίτι	مَنزِل	N;NOM;NEUT;PL	N;NOM;INDF;PL
σπίτια	بيوت	σπίτι	بَيت	N;NOM;NEUT;PL	N;NOM;INDF;PL
σπίτια	البيوت	σπίτι	بَيت	N;NOM;NEUT;PL	N;NOM;DEF;PL
σπίτια	البيوت	σπίτι	بَيت	N;NOM;NEUT;PL	N;NOM;DEF;PL
σπίτια	منازل	σπίτι	مَنزِل	N;NOM;NEUT;PL	N;NOM;INDF;PL
σπίτια	بيوت	σπίτι	بَيت	N;NOM;NEUT;PL	N;NOM;INDF;PL
σπίτια	المنازل	σπίτι	مَنزِل	N;NOM;NEUT;PL	N;NOM;DEF;PL
αποκτήσει	اكتسبت	αποκτώ	اِكتَسَب	V;PFV;NFIN;ACT	V;PFV;FEM;SG;3;ACT
αποκτήσει	اكتسب	αποκτώ	اِكتَسَب	V;PFV;NFIN;ACT	V;PFV;MASC;SG;3;ACT
μνημεία	الاثار	μνημείο	أَثَر	N;NOM;NEUT;PL	N;NOM;DEF;PL
λαμβάνει	يستلم	λαμβάνω	اِستَلَم	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
λαμβάνει	يستقبل	λαμβάνω	اِستَقبَل	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
λαμβάνει	تتلقى	λαμβάνω	تَلَقَّى	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
λαμβάνει	يتلقى	λαμβάνω	تَلَقَّى	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
γέφυρα	الجسر	γέφυρα	جِسر	N;NOM;FEM;SG	N;NOM;DEF;SG
γέφυρα	جسر	γέφυρα	جِسر	N;NOM;FEM;SG	N;NOM;INDF;SG
προσοχή	الاهتمام	προσοχή	اِهتِمَام	N;NOM;FEM;SG	N;NOM;DEF;SG
προσοχή	انتباه	προσοχή	اِنتِبَاه	N;NOM;FEM;SG	N;NOM;INDF;SG
προσοχή	الانتباه	προσοχή	اِنتِبَاه	N;NOM;FEM;SG	N;NOM;DEF;SG
προσοχή	اهتمام	προσοχή	اِهتِمَام	N;NOM;FEM;SG	N;NOM;INDF;SG
υπουργοί	وزراء	υπουργός	وَزِير	N;NOM;MASC;PL	N;NOM;INDF;PL
υπουργοί	الوزراء	υπουργός	وَزِير	N;NOM;MASC;PL	N;NOM;DEF;PL
μαύρο	الاسود	μαύρος	أَسوَد	N;NOM;NEUT;SG	N;NOM;DEF;SG
φύλλα	البطاقات	φύλλο	بِطَاقَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
φύλλα	بطاقات	φύλλο	بِطَاقَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
φύλλα	كروت	φύλλο	كروت	N;NOM;NEUT;PL	N;NOM;INDF;PL
μικρότερη	اصغر	μικρός	أَصغَر	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;INDF;MASC;SG
σφαίρα	المجال	σφαίρα	مَجَال	N;NOM;FEM;SG	N;NOM;DEF;SG
σφαίρα	رصاصة	σφαίρα	رصاصة	N;NOM;FEM;SG	N;NOM;INDF;SG
σφαίρα	الرصاصة	σφαίρα	رَصَاصَة	N;NOM;FEM;SG	N;NOM;DEF;SG
βήμα	خطوة	βήμα	خَطوَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
βήμα	الخطوة	βήμα	خَطوَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
έλλειψη	الافتقار	έλλειψη	اِفتِقَار	N;NOM;FEM;SG	N;NOM;DEF;SG
έλλειψη	انعدام	έλλειψη	اِنعِدَام	N;NOM;FEM;SG	N;NOM;INDF;SG
εγκαταστάσεις	المنشات	εγκατάσταση	مُنشَأَة	N;NOM;FEM;PL	N;NOM;DEF;PL
εγκαταστάσεις	منشات	εγκατάσταση	مُنشَة	N;NOM;FEM;PL	N;NOM;INDF;PL
εγκαταστάσεις	المرافق	εγκατάσταση	مِرفَق	N;NOM;FEM;PL	N;NOM;DEF;PL
εγκαταστάσεις	مرافق	εγκατάσταση	مِرفَق	N;NOM;FEM;PL	N;NOM;INDF;PL
εγκαταστάσεις	التسهيلات	εγκατάσταση	تَسهِيل	N;NOM;FEM;PL	N;NOM;DEF;PL
υψηλή	عالي	ψηλός	عَالِي	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
υψηλή	مرتفع	ψηλός	مُرتَفِع	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
υψηλή	عالية	ψηλός	عَالِي	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
κοινότητες	الجاليات	κοινότητα	جَالِي	N;NOM;FEM;PL	N;NOM;DEF;PL
διαχειριστές	المديرون	διαχειριστής	مُدِير	N;NOM;MASC;PL	N;NOM;DEF;PL
διαχειριστές	مديرو	διαχειριστής	مُدِير	N;NOM;MASC;PL	N;NOM;INDF;PL
διαχειριστές	المسؤولين	διαχειριστής	مَسؤُول	N;NOM;MASC;PL	N;NOM;DEF;PL
διαχειριστές	المديرون	διαχειριστής	مُدِير	N;NOM;MASC;PL	N;NOM;DEF;PL
διαχειριστές	مديرو	διαχειριστής	مُدِير	N;NOM;MASC;PL	N;NOM;INDF;PL
διαχειριστές	المديرين	διαχειριστής	مُدِير	N;NOM;MASC;PL	N;NOM;DEF;PL
κυβερνήτης	محافظ	κυβερνήτης	مُحَافِظ	N;NOM;MASC;SG	N;NOM;INDF;SG
κυβερνήτης	الحاكم	κυβερνήτης	حَاكِم	N;NOM;MASC;SG	N;NOM;DEF;SG
προγράμματα	برامج	πρόγραμμα	بَرنَامَج	N;NOM;NEUT;PL	N;NOM;INDF;PL
προγράμματα	البرامج	πρόγραμμα	بَرنَامَج	N;NOM;NEUT;PL	N;NOM;DEF;PL
προγράμματα	برامج	πρόγραμμα	بَرنَامَج	N;NOM;NEUT;PL	N;NOM;INDF;PL
προγράμματα	البرامج	πρόγραμμα	بَرنَامَج	N;NOM;NEUT;PL	N;NOM;DEF;PL
γραφή	كتابة	γραφή	كِتَابَة	N;NOM;FEM;SG	N;NOM;INDF;SG
γραφή	الكتابة	γραφή	كِتَابَة	N;NOM;FEM;SG	N;NOM;DEF;SG
στρατιωτικός	عسكرية	στρατιωτικός	عَسكَرِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
στρατιωτικός	العسكري	στρατιωτικός	عَسكَرِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
στρατιωτικός	عسكري	στρατιωτικός	عَسكَرِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
οργανισμός	منظمة	οργανισμός	مُنَظَّمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
οργανισμός	المنظمة	οργανισμός	مُنَظَّمَة	N;NOM;MASC;SG	N;NOM;DEF;SG
οργανισμός	التنظيم	οργανισμός	تَنظِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
οργανισμός	منظمة	οργανισμός	مُنَظَّمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
οργανισμός	المنظمة	οργανισμός	مُنَظَّمَة	N;NOM;MASC;SG	N;NOM;DEF;SG
οργανισμός	التنظيم	οργανισμός	تَنظِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
οργανισμός	الوكالة	οργανισμός	وِكَالَة	N;NOM;MASC;SG	N;NOM;DEF;SG
οργανισμός	وكالة	οργανισμός	وِكَالَة	N;NOM;MASC;SG	N;NOM;INDF;SG
