not	ne	not	ne	PART	PART
edition	vydání	edition	vydání	N;SG	N;NOM;NEUT;SG;POS
minor	nezletilý	minor	zletilý	ADJ	ADJ;ANIM;NOM;MASC;SG;NEG
says	říká	say	říkat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
foundation	nadace	foundation	nadace	N;SG	N;NOM;FEM;SG;POS
foundation	základ	foundation	základ	N;SG	N;INAN;NOM;MASC;SG;POS
units	jednotky	unit	jednotka	N;PL	N;NOM;FEM;PL;POS
units	agregáty	unit	agregát	N;PL	N;INAN;NOM;MASC;PL;POS
units	jednotek	unit	jednotka	N;PL	N;GEN;FEM;PL;POS
movie	film	movie	film	N;SG	N;INAN;NOM;MASC;SG;POS
ice	ledu	ice	led	N;SG	N;INAN;GEN;MASC;SG;POS
ice	led	ice	led	N;SG	N;INAN;NOM;MASC;SG;POS
simply	jednoduše	simply	jednoduše	ADV	ADV;POS
limited	omezeno	limited	omezený	ADJ	ADJ;NEUT;SG;POS;V.PTCP;PASS
limited	omezený	limited	omezený	ADJ	ADJ;INAN;NOM;MASC;SG;POS
limited	omezené	limited	omezený	ADJ	ADJ;NOM;NEUT;SG;POS
limited	omezená	limited	omezený	ADJ	ADJ;NOM;FEM;SG;POS
unit	jednotka	unit	jednotka	N;SG	N;NOM;FEM;SG;POS
student	studentka	student	studentka	N;SG	N;NOM;FEM;SG;POS
student	žák	student	žák	N;SG	N;ANIM;NOM;MASC;SG;POS
student	student	student	student	N;SG	N;ANIM;NOM;MASC;SG;POS
previously	dříve	previously	brzy	ADV	ADV;CMPR;POS
previously	předtím	previously	předtím	ADV	ADV
stated	uvedl	state	uvést	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
complete	úplná	complete	úplný	ADJ	ADJ;NOM;FEM;SG;POS
complete	dokončeno	complete	dokončený	ADJ	ADJ;NEUT;SG;POS;V.PTCP;PASS
complete	kompletní	complete	kompletní	ADJ	ADJ;NOM;MASC;SG;POS
test	test	test	test	N;SG	N;INAN;NOM;MASC;SG;POS
test	zkouška	test	zkouška	N;SG	N;NOM;FEM;SG;POS
bill	bille	bill	bille	N;SG	N;DAT;FEM;SG;POS
parts	díly	part	díl	N;PL	N;INAN;NOM;MASC;PL;POS
parts	části	part	část	N;PL	N;NOM;FEM;PL;POS
vocals	vokály	vocal	vokál	N;PL	N;INAN;NOM;MASC;PL;POS
theory	teorie	theory	teorie	N;SG	N;NOM;FEM;SG;POS
theory	teorii	theory	teorie	N;SG	N;ACC;FEM;SG;POS
regional	oblastní	regional	oblastní	ADJ	ADJ;NOM;MASC;SG;POS
regional	regionální	regional	regionální	ADJ	ADJ;NOM;MASC;SG;POS
account	účet	account	účet	N;SG	N;INAN;NOM;MASC;SG;POS
account	účtu	account	účet	N;SG	N;INAN;GEN;MASC;SG;POS
vote	hlasujte	vote	hlasovat	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
vote	hlasovat	vote	hlasovat	V;IMP;FIN	V;IPFV;POS;NFIN
vote	volte	vote	volit	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
computer	počítač	computer	počítač	N;SG	N;INAN;NOM;MASC;SG;POS
tournament	turnaj	tournament	turnaj	N;SG	N;INAN;NOM;MASC;SG;POS
winning	vítězství	win	vítězství	N;SG	N;NOM;NEUT;SG;POS
winning	výhra	win	výhra	N;SG	N;NOM;FEM;SG;POS
lot	šarže	lot	šarže	N;SG	N;NOM;FEM;SG;POS
hospital	nemocnice	hospital	nemocnice	N;SG	N;NOM;FEM;SG;POS
hospital	nemocnici	hospital	nemocnice	N;SG	N;DAT;FEM;SG;POS
mountain	hora	mountain	hora	N;SG	N;NOM;FEM;SG;POS
mountain	horu	mountain	hora	N;SG	N;ACC;FEM;SG;POS
higher	vyšší	higher	vysoký	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
cases	bedny	case	bedna	N;PL	N;NOM;FEM;PL;POS
cases	případech	case	případ	N;PL	N;INAN;GEN;MASC;PL;POS
cases	pouzdra	case	pouzdro	N;PL	N;NOM;NEUT;PL;POS
cases	případy	case	případ	N;PL	N;INAN;NOM;MASC;PL;POS
editing	úprava	editing	úprava	N;SG	N;NOM;FEM;SG;POS
editing	střih	editing	střih	N;SG	N;INAN;NOM;MASC;SG;POS
food	jídlo	food	jídlo	N;SG	N;NOM;NEUT;SG;POS
food	potrava	food	potrava	N;SG	N;NOM;FEM;SG;POS
likely	pravděpodobný	likely	pravděpodobný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
likely	pravděpodobné	likely	pravděpodobný	ADJ	ADJ;NOM;NEUT;SG;POS
terms	podmínkami	term	podmínka	N;PL	N;INS;FEM;PL;POS
terms	termíny	term	termín	N;PL	N;INAN;NOM;MASC;PL;POS
terms	výrazy	term	výraz	N;PL	N;INAN;NOM;MASC;PL;POS
terms	podmínky	term	podmínka	N;PL	N;NOM;FEM;PL;POS
thing	věc	thing	věc	N;SG	N;NOM;FEM;SG;POS
thing	vec	thing	vec	N;SG	N;NOM;FEM;SG;POS
try	zkuste	try	zkusit	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
try	vyzkoušejte	try	vyzkoušet	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
topic	téma	topic	téma	N;SG	N;NOM;NEUT;SG;POS
woman	žena	woman	žena	N;SG	N;NOM;FEM;SG;POS
officer	strážník	officer	strážník	N;SG	N;ANIM;NOM;MASC;SG;POS
officer	důstojník	officer	důstojník	N;SG	N;ANIM;NOM;MASC;SG;POS
greek	řecký	greek	řecký	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
greek	řecká	greek	řecký	ADJ	ADJ;NOM;FEM;SG;POS
greek	řecké	greek	řecký	ADJ	ADJ;NOM;NEUT;SG;POS
recent	nedávný	recent	dávný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
recent	nedávné	recent	dávný	ADJ	ADJ;NOM;NEUT;SG;NEG
recent	nedávná	recent	dávný	ADJ	ADJ;NOM;FEM;SG;NEG
sent	poslal	send	poslat	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
copyright	copyright	copyright	copyright	N;SG	N;INAN;NOM;MASC;SG;POS
speed	rychlost	speed	rychlost	N;SG	N;NOM;FEM;SG;POS
templates	šablony	template	šablon	N;PL	N;INAN;NOM;MASC;PL;POS
money	money	money	money	N;SG	N;INAN;NOM;MASC;SG;POS
saw	viděla	see	vidět	V;IND;PST;FIN	V;POS;PST;V.PTCP;ACT
saw	viděl	see	vidět	V;IND;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
introduced	představil	introduce	představit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
politician	politik	politician	politik	N;SG	N;ANIM;NOM;MASC;SG;POS
true	pravdivé	true	pravdivý	ADJ	ADJ;NOM;MASC;PL;POS
regular	pravidelné	regular	pravidelný	ADJ	ADJ;NOM;MASC;PL;POS
regular	pravidelná	regular	pravidelný	ADJ	ADJ;NOM;FEM;SG;POS
regular	pravidelný	regular	pravidelný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
commercial	komerční	commercial	komerční	ADJ	ADJ;NOM;FEM;SG;POS
commercial	obchodní	commercial	obchodní	ADJ	ADJ;NOM;MASC;SG;POS
cities	velkoměsta	city	velkoměsto	N;PL	N;NOM;NEUT;PL;POS
cities	měst	city	město	N;PL	N;GEN;NEUT;PL;POS
cities	města	city	město	N;PL	N;NOM;NEUT;PL;POS
contains	obsahuje	contain	obsahovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
trade	obchod	trade	obchod	N;SG	N;INAN;NOM;MASC;SG;POS
degree	stupeň	degree	stupeň	N;SG	N;INAN;NOM;MASC;SG;POS
birth	zrození	birth	zrození	N;SG	N;NOM;NEUT;SG;POS
birth	narození	birth	narození	N;SG	N;NOM;NEUT;SG;POS
birth	porod	birth	porod	N;SG	N;INAN;NOM;MASC;SG;POS
finished	skončil	finish	skončit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
access	přístupu	access	přístup	N;SG	N;INAN;GEN;MASC;SG;POS
access	přístup	access	přístup	N;SG	N;INAN;NOM;MASC;SG;POS
journal	deník	journal	deník	N;SG	N;INAN;NOM;MASC;SG;POS
journal	journal	journal	journal	N;SG	N;INAN;NOM;MASC;SG;POS
journal	věstníku	journal	věstník	N;SG	N;INAN;GEN;MASC;SG;POS
beginning	počátek	beginning	počátek	N;SG	N;INAN;NOM;MASC;SG;POS
beginning	začátek	beginning	začátek	N;SG	N;INAN;NOM;MASC;SG;POS
software	softwaru	software	software	N;SG	N;INAN;GEN;MASC;SG;POS
software	software	software	software	N;SG	N;INAN;NOM;MASC;SG;POS
famous	slavná	famous	slavný	ADJ	ADJ;NOM;FEM;SG;POS
famous	slavní	famous	slavný	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
famous	slavný	famous	slavný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
famous	slavné	famous	slavný	ADJ	ADJ;NOM;NEUT;SG;POS
religious	náboženský	religious	náboženský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
religious	náboženská	religious	náboženský	ADJ	ADJ;NOM;FEM;SG;POS
religious	náboženské	religious	náboženský	ADJ	ADJ;NOM;NEUT;SG;POS
hours	hodin	hour	hodina	N;PL	N;GEN;FEM;PL;POS
hours	hodiny	hour	hodina	N;PL	N;NOM;FEM;PL;POS
running	běh	running	běh	N;SG	N;INAN;NOM;MASC;SG;POS
running	běhání	running	běhání	N;SG	N;NOM;NEUT;SG;POS
brought	přinesla	bring	přinést	V;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
brought	přinesl	bring	přinést	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
missing	chybějící	missing	chybějící	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
economic	hospodářský	economic	hospodářský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
economic	ekonomické	economic	ekonomický	ADJ	ADJ;NOM;MASC;PL;POS
economic	ekonomická	economic	ekonomický	ADJ	ADJ;NOM;FEM;SG;POS
economic	ekonomický	economic	ekonomický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
economic	hospodářská	economic	hospodářský	ADJ	ADJ;NOM;FEM;SG;POS
structure	struktura	structure	struktura	N;SG	N;NOM;FEM;SG;POS
structure	strukturu	structure	struktura	N;SG	N;ACC;FEM;SG;POS
structure	konstrukce	structure	konstrukce	N;SG	N;NOM;FEM;SG;POS
rural	venkovské	rural	venkovský	ADJ	ADJ;NOM;NEUT;PL;POS
remained	zůstal	remain	zůstat	V;IND;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
remained	zůstaly	remain	zůstat	V;IND;PST;FIN	V;INAN;PL;POS;PST;V.PTCP;ACT
decision	rozhodnutí	decision	rozhodnutí	N;SG	N;NOM;NEUT;SG;POS
decision	rozhodování	decision	rozhodování	N;SG	N;NOM;NEUT;SG;POS
certain	jistá	certain	jistý	ADJ	ADJ;NOM;FEM;SG;POS
certain	jisté	certain	jistý	ADJ	ADJ;NOM;NEUT;SG;POS
certain	jistý	certain	jistý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
hit	udeřit	hit	udeřit	V;IMP;FIN	V;PFV;POS;NFIN
minutes	minuty	minute	minuta	N;PL	N;NOM;FEM;PL;POS
minutes	minut	minute	minuta	N;PL	N;GEN;FEM;PL;POS
whole	celý	whole	celý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
whole	celou	whole	celý	ADJ	ADJ;ACC;FEM;SG;POS
whole	celá	whole	celý	ADJ	ADJ;NOM;FEM;SG;POS
whole	celé	whole	celý	ADJ	ADJ;NOM;NEUT;SG;POS
lord	pán	lord	pán	N;SG	N;ANIM;NOM;MASC;SG;POS
web	web	web	web	N;SG	N;INAN;NOM;MASC;SG;POS
web	webu	web	web	N;SG	N;INAN;NOM;MASC;SG;POS
decided	rozhodl	decide	rozhodnout	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
decided	rozhodli	decide	rozhodnout	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
decided	rozhodla	decide	rozhodnout	V;PST;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
operations	úkony	operation	úkon	N;PL	N;INAN;NOM;MASC;PL;POS
function	funkci	function	funkce	N;SG	N;ACC;FEM;SG;POS
function	funkcí	function	funkce	N;SG	N;INS;FEM;SG;POS
function	funkce	function	funkce	N;SG	N;NOM;FEM;SG;POS
assembly	montáž	assembly	montáž	N;SG	N;NOM;FEM;SG;POS
assembly	sestava	assembly	sestava	N;SG	N;NOM;FEM;SG;POS
assembly	shromáždění	assembly	shromáždění	N;SG	N;NOM;NEUT;SG;POS
security	ochranka	security	ochranka	N;SG	N;NOM;FEM;SG;POS
security	jistota	security	jistota	N;SG	N;NOM;FEM;SG;POS
security	bezpečnost	security	bezpečnost	N;SG	N;NOM;FEM;SG;POS
security	zabezpečení	security	zabezpečení	N;SG	N;NOM;NEUT;SG;POS
uses	používá	use	používat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
operation	provoz	operation	provoz	N;SG	N;INAN;NOM;MASC;SG;POS
operation	operace	operation	operace	N;SG	N;NOM;FEM;SG;POS
call	volání	call	volání	N;SG	N;NOM;NEUT;SG;POS
successful	úspěšná	successful	úspěšný	ADJ	ADJ;NOM;FEM;SG;POS
successful	úspěšné	successful	úspěšný	ADJ	ADJ;NOM;NEUT;SG;POS
successful	úspěšný	successful	úspěšný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
legal	zákonné	legal	zákonný	ADJ	ADJ;NOM;NEUT;SG;POS
legal	zákonný	legal	zákonný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
legal	právní	legal	právní	ADJ	ADJ;NOM;MASC;SG;POS
legal	legální	legal	legální	ADJ	ADJ;NOM;MASC;SG;POS
jewish	židovská	jewish	židovský	ADJ	ADJ;NOM;FEM;SG;POS
jewish	židovský	jewish	židovský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
jewish	židovské	jewish	židovský	ADJ	ADJ;NOM;NEUT;SG;POS
staff	personál	staff	personál	N;SG	N;INAN;NOM;MASC;SG;POS
establishments	provozovny	establishment	provozovna	N;PL	N;NOM;FEM;PL;POS
goal	cíl	goal	cíl	N;SG	N;INAN;NOM;MASC;SG;POS
goal	gól	goal	gól	N;SG	N;INAN;NOM;MASC;SG;POS
agree	souhlasím	agree	souhlasit	V;IND;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
agree	souhlasit	agree	souhlasit	V;IND;PRS;FIN	V;IPFV;POS;NFIN
bad	špatný	bad	špatný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
attendance	účast	attendance	účast	N;SG	N;NOM;FEM;SG;POS
nature	povaha	nature	povaha	N;SG	N;NOM;FEM;SG;POS
nature	příroda	nature	příroda	N;SG	N;NOM;FEM;SG;POS
nature	přírodě	nature	příroda	N;SG	N;DAT;FEM;SG;POS
nature	přirozenost	nature	přirozenost	N;SG	N;NOM;FEM;SG;POS
mount	mount	mount	mount	N;SG	N;INAN;NOM;MASC;SG;POS
structures	struktury	structure	struktura	N;PL	N;NOM;FEM;PL;POS
structures	stavby	structure	stavba	N;PL	N;NOM;FEM;PL;POS
hard	tvrdá	hard	tvrdý	ADJ	ADJ;NOM;FEM;SG;POS
hard	tvrdé	hard	tvrdý	ADJ	ADJ;NOM;NEUT;SG;POS
hard	těžké	hard	těžký	ADJ	ADJ;NOM;NEUT;SG;POS
hard	tvrdý	hard	tvrdý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
manager	správce	manager	správce	N;SG	N;ANIM;NOM;MASC;SG;POS
manager	manažer	manager	manažer	N;SG	N;ANIM;NOM;MASC;SG;POS
earlier	dříve	earlier	brzy	ADV	ADV;CMPR;POS
earlier	předtím	earlier	předtím	ADV	ADV
elections	volby	election	volba	N;PL	N;NOM;FEM;PL;POS
meet	potkat	meet	potkat	V;IMP;FIN	V;PFV;POS;NFIN
box	box	box	box	N;SG	N;INAN;NOM;MASC;SG;POS
box	krabice	box	krabice	N;SG	N;NOM;FEM;SG;POS
box	kolonka	box	kolonka	N;SG	N;NOM;FEM;SG;POS
box	krabička	box	krabička	N;SG	N;NOM;FEM;SG;POS
box	krabici	box	krabice	N;SG	N;ACC;FEM;SG;POS
lines	tratě	line	trať	N;PL	N;NOM;FEM;PL;POS
lines	řádky	line	řádek	N;PL	N;NOM;FEM;PL;POS
lines	linky	line	linka	N;PL	N;NOM;FEM;PL;POS
lines	čáry	line	čára	N;PL	N;NOM;FEM;PL;POS
democratic	demokratický	democratic	demokratický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
democratic	demokratická	democratic	demokratický	ADJ	ADJ;NOM;FEM;SG;POS
democratic	demokratické	democratic	demokratický	ADJ	ADJ;NOM;NEUT;SG;POS
success	úspěšnost	success	úspěšnost	N;SG	N;NOM;FEM;SG;POS
success	úspěch	success	úspěch	N;SG	N;INAN;NOM;MASC;SG;POS
traditional	tradiční	traditional	tradiční	ADJ	ADJ;NOM;MASC;SG;POS
rest	odpočinek	rest	odpočinek	N;SG	N;INAN;NOM;MASC;SG;POS
rest	odpočívej	rest	odpočívat	N;SG	N;INAN;NOM;MASC;SG;POS
highway	dálnici	highway	dálnice	N;SG	N;ACC;FEM;SG;POS
highway	dálnice	highway	dálnice	N;SG	N;NOM;FEM;SG;POS
matter	hmota	matter	hmota	N;SG	N;NOM;FEM;SG;POS
matter	hmotu	matter	hmota	N;SG	N;ACC;FEM;SG;POS
particularly	zvláště	particularly	zvláště	ADV	ADV
particularly	obzvláště	particularly	obzvláště	ADV	ADV
wide	širokou	wide	široký	ADJ	ADJ;ACC;FEM;SG;POS
wide	široká	wide	široký	ADJ	ADJ;NOM;FEM;SG;POS
wide	široký	wide	široký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
wide	široké	wide	široký	ADJ	ADJ;NOM;NEUT;SG;POS
month	měsíc	month	měsíc	N;SG	N;INAN;NOM;MASC;SG;POS
care	péče	care	péče	N;SG	N;NOM;FEM;SG;POS
care	péči	care	péče	N;SG	N;ACC;FEM;SG;POS
admin	správce	admin	správce	N;SG	N;ANIM;NOM;MASC;SG;POS
cultural	kulturní	cultural	kulturní	ADJ	ADJ;NOM;FEM;SG;POS
cultural	kulturních	cultural	kulturní	ADJ	ADJ;GEN;MASC;PL;POS
commission	provize	commission	provize	N;SG	N;NOM;FEM;SG;POS
commission	komise	commission	komise	N;SG	N;NOM;FEM;SG;POS
plan	plán	plan	plán	N;SG	N;INAN;NOM;MASC;SG;POS
practice	trénink	practice	trénink	N;SG	N;INAN;NOM;MASC;SG;POS
practice	praxe	practice	praxe	N;SG	N;NOM;FEM;SG;POS
practice	praxi	practice	praxe	N;SG	N;ACC;FEM;SG;POS
command	příkaz	command	příkaz	N;SG	N;INAN;NOM;MASC;SG;POS
command	velitelství	command	velitelství	N;SG	N;NOM;NEUT;SG;POS
command	velení	command	velení	N;SG	N;NOM;NEUT;SG;POS
nomination	nominaci	nomination	nominace	N;SG	N;ACC;FEM;SG;POS
nomination	nominace	nomination	nominace	N;SG	N;NOM;FEM;SG;POS
parties	večírky	party	večírka	N;PL	N;NOM;FEM;PL;POS
parties	strany	party	strana	N;PL	N;NOM;FEM;PL;POS
anyone	kdokoli	anyone	kdokoliv	PRO;SG	PRO;ANIM;NOM;MASC
anyone	kdokoliv	anyone	kdokoliv	PRO;SG	PRO;ANIM;NOM;MASC
approximately	přibližně	approximately	přibližně	ADV	ADV;POS
master	mistr	master	mistr	N;SG	N;ANIM;NOM;MASC;SG;POS
noted	poznamenal	note	poznamenat	V;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
feature	rys	feature	rys	N;SG	N;INAN;NOM;MASC;SG;POS
feature	vlastnost	feature	vlastnost	N;SG	N;NOM;FEM;SG;POS
engine	motoru	engine	motor	N;SG	N;INAN;GEN;MASC;SG;POS
engine	motor	engine	motor	N;SG	N;INAN;NOM;MASC;SG;POS
response	odezva	response	odezva	N;SG	N;NOM;FEM;SG;POS
response	odpověď	response	odpověď	N;SG	N;NOM;FEM;SG;POS
response	reakce	response	reakce	N;SG	N;NOM;FEM;SG;POS
needed	potřeboval	need	potřebovat	V;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
experience	zkušenost	experience	zkušenost	N;SG	N;NOM;FEM;SG;POS
experience	zážitek	experience	zážitek	N;SG	N;INAN;NOM;MASC;SG;POS
engineering	inženýrství	engineering	inženýrství	N;SG	N;NOM;NEUT;SG;POS
engineering	strojírenství	engineering	strojírenství	N;SG	N;NOM;NEUT;SG;POS
separate	oddělené	separate	oddělený	ADJ	ADJ;NOM;NEUT;PL;POS
separate	samostatné	separate	samostatný	ADJ	ADJ;NOM;NEUT;SG;POS
takes	bere	take	brát	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
secretary	sekretářka	secretary	sekretářka	N;SG	N;NOM;FEM;SG;POS
secretary	tajemník	secretary	tajemník	N;SG	N;ANIM;NOM;MASC;SG;POS
recording	nahrávání	recording	nahrávání	N;SG	N;NOM;NEUT;SG;POS
recording	zaznamenávání	recording	zaznamenávání	N;SG	N;NOM;NEUT;SG;POS
recording	záznam	recording	záznam	N;SG	N;INAN;NOM;MASC;SG;POS
rules	pravidla	rule	pravidlo	N;PL	N;NOM;NEUT;PL;POS
uploaded	nahrál	upload	nahrát	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
uploaded	nahráli	upload	nahrát	V;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
trying	zkouší	try	zkoušit	V;V.MSDR	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
trying	zkouším	try	zkoušit	V;V.MSDR	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
youth	mládež	youth	mládež	N;SG	N;NOM;FEM;SG;POS
youth	mládí	youth	mládí	N;SG	N;NOM;NEUT;SG;POS
youth	mládeže	youth	mládež	N;SG	N;NOM;FEM;SG;POS
houses	rody	house	rod	N;PL	N;INAN;NOM;MASC;PL;POS
houses	domy	house	dům	N;PL	N;INAN;NOM;MASC;PL;POS
heart	heart	heart	heart	N;SG	N;MASC;SG;POS
heart	srdce	heart	srdce	N;SG	N;NOM;NEUT;SG;POS
room	pokoj	room	pokoj	N;SG	N;INAN;NOM;MASC;SG;POS
room	místnost	room	místnost	N;SG	N;NOM;FEM;SG;POS
stone	kámen	stone	kámen	N;SG	N;INAN;NOM;MASC;SG;POS
deal	dohodu	deal	dohoda	N;SG	N;ACC;FEM;SG;POS
deal	dohoda	deal	dohoda	N;SG	N;NOM;FEM;SG;POS
drama	drama	drama	drama	N;SG	N;NOM;NEUT;SG;POS
dead	mrtvá	dead	mrtvý	ADJ	ADJ;NOM;FEM;SG;POS
dead	mrtvý	dead	mrtvý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
dead	mrtví	dead	mrtvý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
key	klíč	key	klíč	N;SG	N;INAN;NOM;MASC;SG;POS
shot	střela	shot	střela	N;SG	N;NOM;FEM;SG;POS
shot	výstřel	shot	výstřel	N;SG	N;INAN;NOM;MASC;SG;POS
turn	otočit	turn	otočit	V;IMP;FIN	V;PFV;POS;NFIN
turn	proměnit	turn	proměnit	V;IMP;FIN	V;PFV;POS;NFIN
occupation	zaměstnání	occupation	zaměstnání	N;SG	N;NOM;NEUT;SG;POS
occupation	povolání	occupation	povolání	N;SG	N;NOM;NEUT;SG;POS
occupation	okupace	occupation	okupace	N;SG	N;NOM;FEM;SG;POS
scottish	skotské	scottish	skotský	ADJ	ADJ;NOM;MASC;SG;POS
scottish	skotská	scottish	skotský	ADJ	ADJ;NOM;FEM;SG;POS
executive	výkonné	executive	výkonný	ADJ	ADJ;NOM;NEUT;SG;POS
executive	výkonný	executive	výkonný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
executive	výkonná	executive	výkonný	ADJ	ADJ;NOM;FEM;SG;POS
plant	rostlina	plant	rostlina	N;SG	N;NOM;FEM;SG;POS
villages	vesnic	village	vesnice	N;PL	N;GEN;FEM;PL;POS
languages	jazyky	language	jazyk	N;PL	N;INAN;NOM;MASC;PL;POS
languages	jazyků	language	jazyk	N;PL	N;INAN;GEN;MASC;PL;POS
internet	internetu	internet	internet	N;SG	N;INAN;GEN;MASC;SG;POS
internet	internet	internet	internet	N;SG	N;INAN;NOM;MASC;SG;POS
feel	cítit	feel	cítit	V;IMP;FIN	V;IPFV;POS;NFIN
merge	sloučit	merge	sloučit	V;IMP;FIN	V;PFV;POS;NFIN
mostly	většinou	mostly	většinou	ADV	ADV
mostly	hlavně	mostly	hlavně	ADV	ADV;POS
mostly	převážně	mostly	převážně	ADV	ADV;POS
numerous	četné	numerous	četný	ADJ	ADJ;NOM;MASC;PL;POS
ancient	starobylé	ancient	starobylý	ADJ	ADJ;NOM;NEUT;SG;POS
ancient	starověký	ancient	starověký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
ancient	starověké	ancient	starověký	ADJ	ADJ;NOM;NEUT;SG;POS
attempt	pokus	attempt	pokus	N;SG	N;INAN;NOM;MASC;SG;POS
property	majetek	property	majetek	N;SG	N;INAN;NOM;MASC;SG;POS
property	nemovitost	property	nemovitost	N;SG	N;NOM;FEM;SG;POS
property	vlastnost	property	vlastnost	N;SG	N;NOM;FEM;SG;POS
programs	programů	program	program	N;PL	N;INAN;GEN;MASC;PL;POS
programs	programy	program	program	N;PL	N;INAN;NOM;MASC;PL;POS
picture	obrázek	picture	obrázek	N;SG	N;INAN;NOM;MASC;SG;POS
picture	fotka	picture	fotka	N;SG	N;NOM;FEM;SG;POS
finally	konečně	finally	konečně	ADV	ADV;POS
finally	nakonec	finally	nakonec	ADV	ADV
ships	lodě	ship	loď	N;PL	N;NOM;FEM;PL;POS
fiction	fikce	fiction	fikce	N;SG	N;NOM;FEM;SG;POS
secondary	sekundární	secondary	sekundární	ADJ	ADJ;NOM;MASC;SG;POS
nations	národů	nation	národ	N;PL	N;INAN;GEN;MASC;PL;POS
nations	národy	nation	národ	N;PL	N;INAN;NOM;MASC;PL;POS
majority	většina	majority	většina	N;SG	N;NOM;FEM;SG;POS
majority	většiny	majority	většina	N;SG	N;NOM;FEM;SG;POS
annual	každoroční	annual	každoroční	ADJ	ADJ;NOM;MASC;SG;POS
annual	roční	annual	roční	ADJ	ADJ;NOM;MASC;SG;POS
annual	výroční	annual	výroční	ADJ	ADJ;NOM;MASC;SG;POS
digital	digitální	digital	digitální	ADJ	ADJ;NOM;MASC;SG;POS
mission	mise	mission	mise	N;SG	N;NOM;FEM;SG;POS
mission	poslání	mission	poslání	N;SG	N;NOM;NEUT;SG;POS
lived	žila	live	žít	V;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
lived	žilo	live	žít	V;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
lived	žili	live	žít	V;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
lived	žil	live	žít	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
claim	nárokovat	claim	nárokovat	V;IMP;FIN	V;PFV;POS;NFIN
seat	sedadlo	seat	sedadlo	N;SG	N;NOM;NEUT;SG;POS
seat	sedačka	seat	sedačka	N;SG	N;NOM;FEM;SG;POS
