tudi	بھی	tudi	بھی	PART	PART
kombinacija	مرکب	kombinacija	مرکب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obstoja	طور	obstoj	طور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obstoja	وجود	obstoj	وجود	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lep	برا	lep	برا	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
lep	پسندیدہ	lep	پسندیدہ	ADJ;NOM;INDF;MASC;SG	ADJ
dovoljenje	اسلحہ	dovoljenje	اسلحہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dovoljenje	اجازت	dovoljenje	اجازت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
dovoljenje	اجازہ	dovoljenje	اجازہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dovoljenje	اشاعت	dovoljenje	اشاعت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dovoljenje	رخصت	dovoljenje	رخصت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
dovoljenje	صداقت.	dovoljenje	صداقت.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dovoljenje	سند	dovoljenje	سند	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dovoljenje	اجازت	dovoljenje	اجازت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
dovoljenje	رخصت	dovoljenje	رخصت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
posnetek	ویڈیو	posnetek	ویڈیو	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komisar	کمشنر	komisar	کمشنر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
izgubi	ہارنا	izgubiti	ہار	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
videz	ظہور	videz	ظہور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sreča	خوشی	sreča	خوشی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
sreča	خوشی	sreča	خوشی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
sreča	اتفاق	sreča	اتفاق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fort	حصار.	fort	حصار.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
fort	حصار.	fort	حصار.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
naprava	ساخت	naprava	ساخت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
naprava	شکل	naprava	شکل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
naprava	وضع	naprava	وضع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
aktivnost	تابکاری	aktivnost	تابکاری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
aktivnost	مصروفیت	aktivnost	مصروفیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tuji	غیر	tuj	غیر	ADJ;NOM;MASC;PL	ADJ
tuji	اوپری	tuj	اوپری	ADJ;NOM;MASC;PL	ADJ
tuji	غیر	tuj	غیر	ADJ;NOM;MASC;PL	ADJ
tuji	اوپری	tuj	اوپری	ADJ;NOM;MASC;PL	ADJ
tuji	بیرونی	tuj	بیرونی	ADJ;NOM;MASC;PL	ADJ
ukaz	قبضہ	ukaz	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ukaz	موجب	ukaz	موجب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ukaz	اختیار	ukaz	اختیار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ukaz	قدرت	ukaz	قدرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ukaz	قبضہ	ukaz	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ukaz	موجب	ukaz	موجب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ukaz	اختیار	ukaz	اختیار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ukaz	حکم	ukaz	حکم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ukaz	قدرت	ukaz	قدرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
razpon	خط	razpon	خط	N;NOM;MASC;SG	N;NOM;MASC;SG;3
razpon	سمت	razpon	سمت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
razpon	سلسلہ	razpon	سلسلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
razpon	حدود	razpon	حد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
razpon	قطار	razpon	قطار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
potek	رویہ	potek	رویہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
potek	روش	potek	روش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
potek	خاتمہ	potek	خاتمہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
podpredsednik	فسق	podpredsednik	فسق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
podpredsednik	عیب	podpredsednik	عیب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prevoz	میلے	prevoz	میلے	N;NOM;MASC;SG	N;NOM;MASC;SG;3
storitev	بجلی	storitev	بجلی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
storitev	دعا	storitev	دعا	N;NOM;FEM;SG	N;NOM;FEM;SG;3
storitev	گیس	storitev	گیس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
storitev	خدمت	storitev	خدمت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
močna	حاوی	močen	حاوی	ADJ;NOM;FEM;SG	ADJ
močna	واضح	močen	واضح	ADJ;NOM;FEM;SG	ADJ
močna	متحد	močen	متحد	ADJ;NOM;FEM;SG	ADJ
močna	حاوی	močen	حاوی	ADJ;NOM;FEM;SG	ADJ
močna	واضح	močen	واضح	ADJ;NOM;FEM;SG	ADJ
močna	مضبوط	močen	مضبوط	ADJ;NOM;FEM;SG	ADJ
močna	متحد	močen	متحد	ADJ;NOM;FEM;SG	ADJ
močna	طاقتور	močen	طاقتور	ADJ;NOM;FEM;SG	ADJ
sodobna	رائج	sodoben	رائج	ADJ;NOM;FEM;SG	ADJ
sodobna	رواں	sodoben	رواں	ADJ;NOM;FEM;SG	ADJ
korist	فائدہ	korist	فائدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
policija	سپاہی	policija	سپاہی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
modra	افسردہ	moder	افسردہ	ADJ;NOM;FEM;SG	ADJ
ogenj	جذبہ	ogenj	جذبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ogenj	سوزش	ogenj	سوزش	N;NOM;MASC;SG	N;NOM;FEM;SG;3
ogenj	روشنی	ogenj	روشنی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ogenj	چمک	ogenj	چمک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ogenj	حرارت	ogenj	حرارت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ogenj	بخار	ogenj	بخار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
verjetnost	امکان	verjetnost	امکان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
verjetnost	امکان	verjetnost	امکان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mešane	مخلوط	mešan	مخلوط	ADJ;NOM;FEM;PL;V.PTCP	ADJ
obala	دیوار	obala	دیوار	N;NOM;FEM;SG	N;NOM;FEM;SG;3
obala	جہاز	obala	جہاز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obala	دریا	obala	دریا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
stroj	کل	stroj	کل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stroj	مشین	stroj	مشین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
značilen	نمایاں	značilen	نمایاں	ADJ;NOM;INDF;MASC;SG	ADJ
smrtno	انتہائی	smrtno	انتہائی	ADV	ADV
smrtno	نہایت	smrtno	نہایت	ADV	ADV
trdnjava	حصار.	trdnjava	حصار.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
trdnjava	حصار.	trdnjava	حصار.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
spor	قضیہ	spor	قضیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
napadi	گرمجوشی.	napad	گرمجوشی.	N;NOM;MASC;PL	N;NOM;MASC;PL;3
napadi	گرمجوشی.	napad	گرمجوشی.	N;NOM;MASC;PL	N;NOM;MASC;PL;3
tuje	غیر	tuj	غیر	ADJ;NOM;FEM;PL	ADJ
tuje	اوپری	tuj	اوپری	ADJ;NOM;FEM;PL	ADJ
tuje	غیر	tuj	غیر	ADJ;NOM;FEM;PL	ADJ
tuje	اوپری	tuj	اوپری	ADJ;NOM;FEM;PL	ADJ
tuje	بیرونی	tuj	بیرونی	ADJ;NOM;FEM;PL	ADJ
prvotni	تخلیقی	prvoten	تخلیقی	ADJ;NOM;DEF;MASC;SG	ADJ
prvotni	نیا	prvoten	نیا	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
prvotni	انوکھا	prvoten	انوکھا	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
boljši	پسندیدہ	dober	پسندیدہ	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ
pes	گرفت	pes	گرفت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nosilec	گروہ	nosilec	گروہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nosilec	حلقہ	nosilec	حلقہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nosilec	طبقہ	nosilec	طبقہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
napetost	وولٹیج	napetost	وولٹیج	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ubil	بجھانا	ubiti	بجھا	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;NFIN;ACT
glava	فرد	glava	فرد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
glava	اسم	glava	اسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
glava	سربراہ	glava	سربراہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
glava	فرد	glava	فرد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
glava	اسم	glava	اسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
umetnik	موسیقار	umetnik	موسیقار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
podpore	امداد	podpora	مدد	N;NOM;FEM;PL	N;NOM;MASC;PL;3
zaščita	مدافعت	zaščita	مدافعت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zaščita	مدافعت	zaščita	مدافعت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
naravnega	ارضی	naraven	ارضی	ADJ;GEN;NEUT;SG	ADJ
naravnega	سادہ	naraven	سادہ	ADJ;GEN;NEUT;SG	ADJ
naravnega	فطری	naraven	فطری	ADJ;GEN;NEUT;SG	ADJ
naravnega	اصلی	naraven	اصلی	ADJ;GEN;NEUT;SG	ADJ
naravnega	ارضی	naraven	ارضی	ADJ;GEN;NEUT;SG	ADJ
naravnega	سادہ	naraven	سادہ	ADJ;GEN;NEUT;SG	ADJ
naravnega	طبعی	naraven	طبعی	ADJ;GEN;NEUT;SG	ADJ
naravnega	فطری	naraven	فطری	ADJ;GEN;NEUT;SG	ADJ
razdalja	گریز	razdaljati	گریز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
razdalja	گریز	razdaljati	گریز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
grob	انجام	grob	انجام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grob	انجام	grob	انجام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poraz	شکست	poraz	شکست	N;NOM;MASC;SG	N;NOM;FEM;SG;3
poraz	شکست	poraz	شکست	N;NOM;MASC;SG	N;NOM;FEM;SG;3
tajnik	معتمد	tajnik	معتمد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
znanstvena	منظم	znanstven	منظم	ADJ;NOM;FEM;SG	ADJ
znanstvena	سائنسی	znanstven	سائنسی	ADJ;NOM;FEM;SG	ADJ
zeleni	ہلکا	zelen	ہلکا	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
zeleni	نیا	zelen	نیا	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
zeleni	ہلکا	zelen	ہلکا	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
zeleni	نیا	zelen	نیا	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
zeleni	تازہ	zelen	تازہ	ADJ;NOM;DEF;MASC;SG	ADJ
nekdanja	پچھلا	nekdanji	پچھلا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
nekdanja	سابقہ	nekdanji	سابقہ	ADJ;NOM;FEM;SG	ADJ
nekdanja	سابق	nekdanji	سابق	ADJ;NOM;FEM;SG	ADJ
nekdanja	گزشتہ	nekdanji	گزشتہ	ADJ;NOM;FEM;SG	ADJ
izumitelj	موجد	izumitelj	موجد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ocena	تشخیص	ocena	تشخیص	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ocena	جانچ	ocena	جانچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ocena	حجم	ocena	حجم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ocena	حجم	ocena	حجم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ocena	اندازہ	ocena	اندازہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ocena	تخمینہ	ocena	تخمینہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ocena	جانچ	ocena	جانچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
single	جریدہ	singla	جریدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
single	جریدہ	singla	جریدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
priljubljena	مقبول	priljubljen	مقبول	ADJ;NOM;FEM;SG	ADJ
vhod	کلب	vhod	کلب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vhod	دروازہ	vhod	دروازہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vhod	کلب	vhod	کلب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poimenovanje	القاب	poimenovanje	القاب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poimenovanje	نام	poimenovanje	نام	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poimenovanje	وزن	poimenovanje	وزن	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poimenovanje	شمار	poimenovanje	شمار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poimenovanje	نوع	poimenovanje	نوع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poimenovanje	قسم	poimenovanje	قسم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poimenovanje	نقل	poimenovanje	نقل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kaplan	ادارے	kaplan	ادارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pridobivanje	منبع	pridobivanje	منبع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pridobivanje	نسل	pridobivanje	نسل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pridobivanje	ماخذ	pridobivanje	ماخذ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pridobivanje	اخذ	pridobivanje	اخذ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pridobivanje	منبع	pridobivanje	منبع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pridobivanje	نسل	pridobivanje	نسل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pridobivanje	کشید	pridobivanje	کشید	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pridobivanje	ماخذ	pridobivanje	ماخذ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaprt	مسدود	zaprt	مسدود	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
zaprt	محدود	zaprt	محدود	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
zaprt	مسدود	zaprt	مسدود	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
zaprt	محدود	zaprt	محدود	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
zaprt	بند	zaprt	بند	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
roka	قابو	roka	قابو	N;NOM;MASC;SG	N;NOM;MASC;SG;3
roka	کارخانے	roka	کارخانے	N;NOM;MASC;SG	N;NOM;MASC;SG;3
roka	مزدور	roka	مزدور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
roka	قبضہ	roka	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
posamezni	خصوصی	posamezen	خصوصی	ADJ;NOM;MASC;PL	ADJ
posamezni	خصوصی	posamezen	خصوصی	ADJ;NOM;MASC;PL	ADJ
self	نفس	self	نفس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
domnevno	الزاماً.	domnevno	الزاماً.	ADV	ADV
sprejeti	چاہنا	sprejeti	چاہ	V;PFV;NFIN	V;MASC;SG;NFIN;ACT
sprejeti	ماننا	sprejeti	مان	V;PFV;NFIN	V;MASC;SG;NFIN
sprejeti	چاہنا	sprejeti	چاہ	V;PFV;NFIN	V;MASC;SG;NFIN;ACT
sprejeti	اپنانا	sprejeti	اپنانا	V;PFV;NFIN	V;MASC;SG;NFIN;ACT
uvod	تمہید	uvod	تمہید	N;NOM;MASC;SG	N;NOM;MASC;SG;3
napačno	نامناسب	napačen	نامناسب	ADJ;NOM;NEUT;SG	ADJ
napačno	خراب	napačen	خراب	ADJ;NOM;NEUT;SG	ADJ
napačno	غلط	napačen	غلط	ADJ;NOM;NEUT;SG	ADJ
napačno	نامناسب	napačen	نامناسب	ADJ;NOM;NEUT;SG	ADJ
napačno	خراب	napačen	خراب	ADJ;NOM;NEUT;SG	ADJ
ura	گھنٹہ	ura	گھنٹہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ura	گھڑی	ura	گھڑی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ura	گھنٹہ	ura	گھنٹہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nick	گڑھے	nick	گڑھا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vojak	فوجی	vojak	فوجی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vojak	فوجی	vojak	فوجی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hude	متشدد	hud	متشدد	ADJ;NOM;FEM;PL	ADJ
hude	سادہ	hud	سادہ	ADJ;NOM;FEM;PL	ADJ
hude	زبردست	hud	زبردست	ADJ;NOM;FEM;PL	ADJ
hude	متشدد	hud	متشدد	ADJ;NOM;FEM;PL	ADJ
hude	شدید	hud	شدید	ADJ;NOM;FEM;PL	ADJ
hude	سادہ	hud	سادہ	ADJ;NOM;FEM;PL	ADJ
hude	زبردست	hud	زبردست	ADJ;NOM;FEM;PL	ADJ
hude	سخت	hud	سخت	ADJ;NOM;FEM;PL	ADJ
signal	موقع	signal	موقع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zgodovinska	تاریخی	zgodovinski	تاریخی	ADJ;NOM;FEM;SG	ADJ
post	عہدہ	post	عہدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
deklica	لڑکی	deklica	لڑکی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
krajevni	قریبی	krajeven	قریبی	ADJ;NOM;MASC;SG	ADJ
krajevni	علاقائی	krajeven	علاقائی	ADJ;NOM;MASC;SG	ADJ
krajevni	قریبی	krajeven	قریبی	ADJ;NOM;MASC;SG	ADJ
krajevni	مقامی	krajeven	مقامی	ADJ;NOM;MASC;SG	ADJ
krajevni	علاقائی	krajeven	علاقائی	ADJ;NOM;MASC;SG	ADJ
zgraditi	جوڑنا	zgraditi	جوڑ	V;PFV;NFIN	V;MASC;SG;NFIN;ACT
zgraditi	بڑھانا	zgraditi	بڑھا	V;PFV;NFIN	V;MASC;SG;NFIN;ACT
zgraditi	جوڑنا	zgraditi	جوڑ	V;PFV;NFIN	V;MASC;SG;NFIN;ACT
zgraditi	بڑھانا	zgraditi	بڑھا	V;PFV;NFIN	V;MASC;SG;NFIN;ACT
zgraditi	بنانا	zgraditi	بنا	V;PFV;NFIN	V;MASC;SG;NFIN;ACT
lepa	عمدہ	lep	عمدہ	ADJ;NOM;FEM;SG	ADJ
lepa	اعلیٰ	lep	اعلیٰ	ADJ;NOM;FEM;SG	ADJ
lepa	خوبصورت	lep	خوبصورت	ADJ;NOM;FEM;SG	ADJ
lepa	بڑا	lep	بڑا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
lepa	پیارا	lep	پیارا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
baker	تانبا	baker	تانبا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
širina	چوڑائی	širina	چوڑائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
širina	وسعت	širina	وسعت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lastnost	وصف	lastnost	وصف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lastnost	خصوصیت	lastnost	خصوصیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lastnost	مکان	lastnost	مکان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lastnost	ملکیت	lastnost	ملکیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zvok	رطوبت	zvok	رطوبت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zvok	صوت	zvok	صوت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zvok	آواز	zvok	آواز	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zvok	رطوبت	zvok	رطوبت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zvok	صوت	zvok	صوت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hrib	تودہ	hrib	تودہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
osebna	ذاتی	oseben	ذاتی	ADJ;NOM;FEM;SG	ADJ
vzpon	ابتدا	vzpon	ابتدا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzpon	ابتدا	vzpon	ابتدا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzpon	عروج	vzpon	عروج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pripoved	حکایت	pripoved	حکایت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pripoved	حکایت	pripoved	حکایت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pripoved	کہانی	pripoved	کہانی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
pripoved	حکایت	pripoved	حکایت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vstop	کلب	vstop	کلب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vstop	دروازہ	vstop	دروازہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vstop	کلب	vstop	کلب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vstop	کتاب	vstop	کتاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vstop	فہرست	vstop	فہرست	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dokazal	آزمانا	dokazati	آزما	V;PFV;MASC;SG;V.PTCP	V;SG;ACT
pravica	انصاف	pravica	انصاف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pravica	استحقاق	pravica	استحقاق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pravica	استحقاق	pravica	استحقاق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
odraslih	بالغ	odrasel	بالغ	ADJ;GEN;MASC;PL;V.PTCP	ADJ
reševanje	بچت	reševanje	بچت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
reševanje	کفایت	reševanje	کفایت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
reševanje	نجات	reševanje	نجات	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pretok	جوار	pretok	جوار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pretok	دلدل	pretok	دلدل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pretok	رقم	pretok	رقم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pretok	بہتات	pretok	بہتات	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pretok	مائع	pretok	مائع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pretok	جوار	pretok	جوار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pretok	دلدل	pretok	دلدل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pretok	رقم	pretok	رقم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pretok	بہتات	pretok	بہتات	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pretok	مائع	pretok	مائع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
veja	دریا	veja	دریا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
organ	مختارکاری.	organ	مختارکاری.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
case	حادثہ	cas	حادثہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
case	واقعہ	cas	واقعہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
case	معاملہ	cas	معاملہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lista	اخبار	list	اخبار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lista	پارچہ	list	پارچہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stekla	سوڈے	steči	سوڈے	V;PFV;FEM;PL;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
preprečevanje	تدارک	preprečevanje	تدارک	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
aktivna	مشغول	aktiven	مشغول	ADJ;NOM;FEM;SG	ADJ
aktivna	فعال	aktiven	فعال	ADJ;NOM;FEM;SG	ADJ
aktivna	بانی	aktiven	بانی	ADJ;NOM;FEM;SG	ADJ
aktivna	مستعد	aktiven	مستعد	ADJ;NOM;FEM;SG	ADJ
zelene	تازہ	zelen	تازہ	ADJ;NOM;FEM;PL	ADJ
neodvisna	مستقل.	neodvisen	مستقل.	ADJ;NOM;FEM;SG	ADJ
verige	دکانوں	veriga	دکان	N;NOM;FEM;PL	N;NOM;MASC;PL;3
širjenje	توسیع	širjenje	توسیع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
širjenje	نفوذ	širjenje	نفوذ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
širjenje	میدان	širjenje	میدان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
širjenje	افزائش	širjenje	افزائش	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pozitivne	ظاہر	pozitiven	ظاہر	ADJ;NOM;FEM;PL	ADJ
pozitivne	بامقصد	pozitiven	بامقصد	ADJ;NOM;FEM;PL	ADJ
pozitivne	تعمیری	pozitiven	تعمیری	ADJ;NOM;FEM;PL	ADJ
pozitivne	مثبت	pozitiven	مثبت	ADJ;NOM;FEM;PL	ADJ
pozitivne	زائد	pozitiven	زائد	ADJ;NOM;FEM;PL	ADJ
pozitivne	قطعی	pozitiven	قطعی	ADJ;NOM;FEM;PL	ADJ
pozitivne	حقیقی	pozitiven	حقیقی	ADJ;NOM;FEM;PL	ADJ
želja	درخواست	želja	درخواست	N;NOM;FEM;SG	N;NOM;FEM;SG;3
želja	خواہش	želja	خواہش	N;NOM;FEM;SG	N;NOM;FEM;SG;3
svoboda	آزادی	svoboda	آزادی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
četrta	چوتھا	četrti	چوتھا	ADJ;NOM;FEM;SG	ADJ
priljubljen	مقبول	priljubljen	مقبول	ADJ;NOM;INDF;MASC;SG	ADJ
posebnost	مہارت	posebnost	مہارت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
