एक	ühe	एक	üks	NUM	NUM;GEN;SG
वर्षा	vihm	वर्षा	vihm	N;NOM;FEM;SG;3	N;NOM;SG
वर्षा	rain	वर्षा	rain	N;NOM;FEM;SG;3	N;NOM;SG
वर्षा	vihmametsa	वर्षा	vihma_mets	N;NOM;FEM;SG;3	N;NOM;SG
जनरल	gen	जनरल	gen	N;NOM;MASC;SG;3	N;NOM;SG
जनरल	kindral	जनरल	kindral	N;NOM;MASC;SG;3	N;NOM;SG
संदेश	sõnum	संदेश	sõnum	N;NOM;MASC;SG;3	N;NOM;SG
संदेश	teade	संदेश	teade	N;NOM;MASC;SG;3	N;NOM;SG
मार	tappa	मार	tapma	V;ACT	V;NFIN
परिचय	sissejuhatus	परिचय	sisse_juhatus	N;NOM;MASC;SG;3	N;NOM;SG
उत्पत्ति	päritolu	उत्पत्ति	pärit_olu	N;NOM;FEM;SG;3	N;NOM;SG
उत्पत्ति	genesis	उत्पत्ति	genema	N;NOM;FEM;SG;3	N;NOM;SG
उत्पत्ति	poi	उत्पत्ति	poi	N;NOM;FEM;SG;3	N;NOM;SG
मांग	nõudlus	मांग	nõudlus	N;NOM;FEM;SG;3	N;NOM;SG
मांग	nõudmine	मांग	nõudmine	N;NOM;FEM;SG;3	N;NOM;SG
देवता	jumalus	देवता	jumalus	N;NOM;MASC;SG;3	N;NOM;SG
दौर	voor	दौर	voor	N;NOM;MASC;SG;3	N;NOM;SG
संचालन	toimimine	संचालन	toimimine	N;NOM;MASC;SG;3	N;NOM;SG
संचालन	toiming	संचालन	toiming	N;NOM;MASC;SG;3	N;NOM;SG
संचालन	operatsioon	संचालन	operatsioon	N;NOM;MASC;SG;3	N;NOM;SG
भौगोलिक	geograafiline	भौगोलिक	geo_graafiline	ADJ;NOM	ADJ;NOM;SG
भौगोलिक	geograafilised	भौगोलिक	geo_graafiline	ADJ;NOM	ADJ;NOM;PL
भौगोलिक	geograafiline	भौगोलिक	geo_graafiline	ADJ;NOM	ADJ;NOM;SG
भौगोलिक	geograafilised	भौगोलिक	geo_graafiline	ADJ;NOM	ADJ;NOM;PL
अस्पताल	haigla	अस्पताल	haigla	N;NOM;MASC;SG;3	N;NOM;SG
परिवर्तित	modifitseeritud	परिवर्तित	modifitseeri=tud	ADJ	ADJ;PST;V.PTCP;PASS
स्वर	vokaal	स्वर	vokaal	N;NOM;MASC;SG;3	N;NOM;SG
स्वर	täishäälik	स्वर	täis_häälik	N;NOM;MASC;SG;3	N;NOM;SG
लाइन	liin	लाइन	liin	N;NOM;FEM;SG;3	N;NOM;SG
लाइन	joon	लाइन	joon	N;NOM;FEM;SG;3	N;NOM;SG
लाइन	rida	लाइन	rida	N;NOM;FEM;SG;3	N;NOM;SG
प्रश्न	päring	प्रश्न	päring	N;NOM;MASC;SG;3	N;NOM;SG
प्रश्न	küsimus	प्रश्न	küsimus	N;NOM;MASC;SG;3	N;NOM;SG
आलोचना	kriitika	आलोचना	kriitika	N;NOM;FEM;SG;3	N;NOM;SG
पहाड़ी	hill	पहाडी	hill	N;NOM;FEM;SG;3	N;NOM;SG
जालस्थल	koduleht	जालस्थल	kodu_leht	N;NOM;MASC;SG;3	N;NOM;SG
जालस्थल	veebileht	जालस्थल	veebi_leht	N;NOM;MASC;SG;3	N;NOM;SG
जालस्थल	veebisait	जालस्थल	veebi_sait	N;NOM;MASC;SG;3	N;NOM;SG
जालस्थल	kodulehekülg	जालस्थल	kodu_lehe_külg	N;NOM;MASC;SG;3	N;NOM;SG
पुरानी	vana	पुराना	vana	ADJ;FEM;SG	ADJ;NOM;SG
पुरानी	vanaks	पुराना	vana	ADJ;FEM;SG	ADJ;TRANS;SG
पुरानी	vanem	पुराना	vanem	ADJ;FEM;SG	ADJ;NOM;CMPR;SG
पसंद	valik	पसंद	valik	N;NOM;FEM;SG;3	N;NOM;SG
सुझाव	koondamine	सुझाव	koondamine	N;NOM;MASC;SG;3	N;NOM;SG
सुझाव	soovitus	सुझाव	soovitus	N;NOM;MASC;SG;3	N;NOM;SG
सुझाव	jootraha	सुझाव	joot_raha	N;NOM;MASC;SG;3	N;NOM;SG
खेती	põllumajandus	खेती	põllu_majandus	N;NOM;FEM;SG;3	N;NOM;SG
खेती	saagi	खेती	saama	N;NOM;FEM;SG;3	N;NOM;SG
खेती	lõikus	खेती	lõikuma	N;NOM;FEM;SG;3	N;NOM;SG
खेती	saak	खेती	saak	N;NOM;FEM;SG;3	N;NOM;SG
विभाजन	diviis	विभाजन	diviis	N;NOM;MASC;SG;3	N;NOM;SG
विभाजन	rajoon	विभाजन	rajoon	N;NOM;MASC;SG;3	N;NOM;SG
विभाजन	osakond	विभाजन	osakond	N;NOM;MASC;SG;3	N;NOM;SG
विशेषता	atribuut	विशेषता	atribuut	N;NOM;FEM;SG;3	N;NOM;SG
विशेषता	kvaliteet	विशेषता	kvaliteet	N;NOM;FEM;SG;3	N;NOM;SG
विशेषता	motiiv	विशेषता	motiiv	N;NOM;FEM;SG;3	N;NOM;SG
क्षेत्रीय	regionaalne	क्षेत्रीय	regionaalne	ADJ;NOM	ADJ;NOM;SG
क्षेत्रीय	piirkondlik	क्षेत्रीय	piirkondlik	ADJ;NOM	ADJ;NOM;SG
क्षेत्रीय	piirkondlikud	क्षेत्रीय	piirkondlik	ADJ;NOM	ADJ;NOM;PL
लड़ाई	lahing	लड़ाई	lahing	N;NOM;FEM;SG;3	N;NOM;SG
लड़ाई	võitle	लड़ाई	võitlema	N;NOM;FEM;SG;3	N;NOM;SG
लड़ाई	võitlus	लड़ाई	võitlus	N;NOM;FEM;SG;3	N;NOM;SG
परिभाषित	määratletud	परिभाषित	määratletud	ADJ	ADJ;PST;V.PTCP;PASS
अंश	murdosa	अंश	murd_osa	N;NOM;MASC;SG;3	N;NOM;SG
अंश	fraktsioon	अंश	fraktsioon	N;NOM;MASC;SG;3	N;NOM;SG
ग्रामीण	maaelu	ग्रामीण	maa_elu	N;NOM;MASC;SG;3	N;NOM;SG
रोड	maantee	रोड	maan_tee	N;NOM;FEM;SG;3	N;NOM;SG
रोड	tee	रोड	tee	N;NOM;FEM;SG;3	N;NOM;SG
रोड	road	रोड	road	N;NOM;FEM;SG;3	N;NOM;SG
गायक	singer	गायक	singer	N;NOM;MASC;SG;3	N;NOM;SG
गायक	laulja	गायक	laulja	N;NOM;MASC;SG;3	N;NOM;SG
उपयोगी	kasulikud	उपयोगी	kasulik	ADJ	ADJ;NOM;PL
उपयोगी	kasulik	उपयोगी	kasulik	ADJ	ADJ;NOM;SG
कोशिका	rakk	कोशिका	rakk	N;NOM;FEM;SG;3	N;NOM;SG
कोशिका	lahter	कोशिका	lahter	N;NOM;FEM;SG;3	N;NOM;SG
कोशिका	raku	कोशिका	rakk	N;NOM;FEM;SG;3	N;NOM;SG
सत्र	seanss	सत्र	seanss	N;NOM;MASC;SG;3	N;NOM;SG
पहुँच	jõuab	पहुँच	jõudma	V;ACT	V;IND;SG;3;PRS;FIN;ACT
पुराना	vana	पुराना	vana	ADJ;MASC;SG	ADJ;NOM;SG
पुराना	vanaks	पुराना	vana	ADJ;MASC;SG	ADJ;TRANS;SG
पुराना	vanem	पुराना	vanem	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
तेज	kiire	तेज	kiire	ADJ	ADJ;NOM;SG
सम्राट	imperaator	सम्राट	imperaator	N;NOM;MASC;SG;3	N;NOM;SG
सम्राट	keiser	सम्राट	keiser	N;NOM;MASC;SG;3	N;NOM;SG
सर	söör	सर	söör	N;NOM;MASC;SG;3	N;NOM;SG
प्रवाह	voo	प्रवाह	voog	N;NOM;MASC;SG;3	N;NOM;SG
प्रवाह	vool	प्रवाह	vool	N;NOM;MASC;SG;3	N;NOM;SG
प्रवाह	voog	प्रवाह	voog	N;NOM;MASC;SG;3	N;NOM;SG
अपराध	ülestunnistus	अपराध	üles_tunnistus	N;NOM;MASC;SG;3	N;NOM;SG
अपराध	kuritegevus	अपराध	kuri_tegevus	N;NOM;MASC;SG;3	N;NOM;SG
अपराध	kuritegu	अपराध	kuri_tegu	N;NOM;MASC;SG;3	N;NOM;SG
अपराध	kuritöö	अपराध	kuri_töö	N;NOM;MASC;SG;3	N;NOM;SG
व्यक्तित्व	isiksus	व्यक्तित्व	isiksus	N;NOM;MASC;SG;3	N;NOM;SG
जापानी	jaapan	जापानी	jaapan	N;NOM;MASC;SG;3	N;NOM;SG
रॉक	kalju	रॉक	kalju	N;NOM;MASC;SG;3	N;NOM;SG
रॉक	rock	रॉक	rock	N;NOM;MASC;SG;3	N;NOM;SG
रॉक	kivi	रॉक	kivi	N;NOM;MASC;SG;3	N;NOM;SG
लंबी	pikk	लंबा	pikk	ADJ;NOM;FEM;SG	ADJ;NOM;SG
गेम	mäng	गेम	mäng	N;NOM;MASC;SG;3	N;NOM;SG
संपत्ति	omadus	संपत्ति	omadus	N;NOM;FEM;SG;3	N;NOM;SG
संपत्ति	omand	संपत्ति	omand	N;NOM;FEM;SG;3	N;NOM;SG
गलत	vale	गलत	vale	ADJ	ADJ;NOM;SG
भौतिकी	füüsika	भौतिकी	füüsika	N;NOM;FEM;SG;3	N;NOM;SG
वाहन	sõidukid	वाहन	sõiduk	N;NOM;MASC;PL;3	N;NOM;PL
फ़िल्में	filmid	फ़िल्म	film	N;NOM;FEM;PL;3	N;NOM;PL
सैनिक	sõdur	सैनिक	sõdur	N;NOM;MASC;SG;3	N;NOM;SG
सैनिक	sõjaväe	सैनिक	sõja_vägi	N;NOM;MASC;SG;3	N;NOM;SG
सैनिक	sõjavägi	सैनिक	sõja_vägi	N;NOM;MASC;SG;3	N;NOM;SG
दूध	piim	दूध	piim	N;NOM;MASC;SG;3	N;NOM;SG
मानना	uskuma	मान	uskuma	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
मानना	usu	मान	uskuma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
मानना	usud	मान	uskuma	V;NFIN;ACT	V;IND;SG;2;PRS;FIN;ACT
रखना	hoida	रख	hoidma	V;MASC;NFIN;ACT	V;NFIN
रखना	hoia	रख	hoidma	V;MASC;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
रखना	hoian	रख	hoidma	V;MASC;NFIN;ACT	V;IND;SG;1;PRS;FIN;ACT
उपस्थिति	osalemine	उपस्थिति	osalemine	N;NOM;FEM;SG;3	N;NOM;SG
उपस्थिति	osavõtt	उपस्थिति	osa_võtt	N;NOM;FEM;SG;3	N;NOM;SG
उपस्थिति	kohalolek	उपस्थिति	kohal_olek	N;NOM;FEM;SG;3	N;NOM;SG
होटल	hotell	होटल	hotell	N;NOM;MASC;SG;3	N;NOM;SG
होटल	hotel	होटल	hotel	N;NOM;MASC;SG;3	N;NOM;SG
उच्चारण	hääldus	उच्चारण	hääldus	N;NOM;MASC;SG;3	N;NOM;SG
साहित्यिक	kirjandus	साहित्यिक	kirjandus	N;NOM;MASC;SG;3	N;NOM;SG
वृक्ष	puu	वृक्ष	puu	N;NOM;MASC;SG;3	N;NOM;SG
निवेश	investeerimine	निवेश	investeerimine	N;NOM;MASC;SG;3	N;NOM;SG
निवेश	investor	निवेश	investor	N;NOM;MASC;SG;3	N;NOM;SG
निवेश	investeerimine	निवेश	investeerimine	N;NOM;MASC;SG;3	N;NOM;SG
निवेश	investeering	निवेश	investeering	N;NOM;MASC;SG;3	N;NOM;SG
दार्शनिक	filosoof	दार्शनिक	filosoof	N;NOM;MASC;SG;3	N;NOM;SG
सौ	sada	सौ	sada	NUM	NUM;NOM;SG
आंतरिक	sisemised	आंतरिक	sisemine	ADJ;NOM	ADJ;NOM;PL
आंतरिक	sisemine	आंतरिक	sisemine	ADJ;NOM	ADJ;NOM;SG
मित्र	sõber	मित्र	sõber	N;NOM;MASC;SG;3	N;NOM;SG
मित्र	sõbranna	मित्र	sõbranna	N;NOM;MASC;SG;3	N;NOM;SG
दर्द	valu	दर्द	valu	N;NOM;MASC;SG;3	N;NOM;SG
बिजली	elektrienergia	बिजली	elektri_energia	N;NOM;FEM;SG;3	N;NOM;SG
बिजली	elekter	बिजली	elekter	N;NOM;FEM;SG;3	N;NOM;SG
बिजली	välk	बिजली	välk	N;NOM;FEM;SG;3	N;NOM;SG
कार्ड	kaart	कार्ड	kaart	N;NOM;MASC;SG;3	N;NOM;SG
बिंदु	täpp	बिंदु	täpp	N;NOM;MASC;SG;3	N;NOM;SG
बिंदु	punkt	बिंदु	punkt	N;NOM;MASC;SG;3	N;NOM;SG
बिंदु	point	बिंदु	point	N;NOM;MASC;SG;3	N;NOM;SG
स्टेडियम	staadion	स्टेडियम	staadion	N;NOM;MASC;SG;3	N;NOM;SG
हजार	tuhat	हजार	tuhat	NUM	NUM;NOM;SG
अभाव	puudumine	अभाव	puudumine	N;NOM;MASC;SG;3	N;NOM;SG
रिलीज़	vabastamine	रिलीज़	vabastamine	N;NOM;MASC;SG;3	N;NOM;SG
शांति	peace	शान्ति	peace	N;NOM;FEM;SG;3	N;NOM;SG
शांति	rahu	शान्ति	rahu	N;NOM;FEM;SG;3	N;NOM;SG
वितरण	tarne	वितरण	tarne	N;NOM;MASC;SG;3	N;NOM;SG
वितरण	kohaletoimetamine	वितरण	kohale_toimetamine	N;NOM;MASC;SG;3	N;NOM;SG
वितरण	jaotamine	वितरण	jaotamine	N;NOM;MASC;SG;3	N;NOM;SG
वितरण	jaotus	वितरण	jaotus	N;NOM;MASC;SG;3	N;NOM;SG
वितरण	jaotumine	वितरण	jaotumine	N;NOM;MASC;SG;3	N;NOM;SG
आय	tulu	आय	tulu	N;NOM;FEM;SG;3	N;NOM;SG
आय	sissetulek	आय	sisse_tulek	N;NOM;FEM;SG;3	N;NOM;SG
आय	tulu	आय	tulu	N;NOM;FEM;SG;3	N;NOM;SG
फाइनल	finaal	फाइनल	finaal	N;NOM;MASC;SG;3	N;NOM;SG
टेलीविजन	televiisor	टेलीविजन	televiisor	N;NOM;MASC;SG;3	N;NOM;SG
टेलीविजन	televisioon	टेलीविजन	televisioon	N;NOM;MASC;SG;3	N;NOM;SG
न्याय	õiglus	न्याय	õiglus	N;NOM;MASC;SG;3	N;NOM;SG
न्याय	õigusemõistmine	न्याय	õiguse_mõistmine	N;NOM;MASC;SG;3	N;NOM;SG
फूल	lill	फूल	lill	N;NOM;MASC;SG;3	N;NOM;SG
फूल	õis	फूल	õis	N;NOM;MASC;SG;3	N;NOM;SG
फूल	lilleke	फूल	lilleke	N;NOM;MASC;SG;3	N;NOM;SG
कल्पना	visualiseerimine	कल्पना	visualiseeri=mine	N;NOM;FEM;SG;3	N;NOM;SG
कल्पना	kujutlusvõime	कल्पना	kujutlus_võime	N;NOM;FEM;SG;3	N;NOM;SG
कल्पना	kujutlus	कल्पना	kujutlus	N;NOM;FEM;SG;3	N;NOM;SG
प्राप्ति	omandamine	प्राप्ति	omandamine	N;NOM;FEM;SG;3	N;NOM;SG
प्राप्ति	soetamine	प्राप्ति	soetamine	N;NOM;FEM;SG;3	N;NOM;SG
प्रसार	levik	प्रसार	levik	N;NOM;MASC;SG;3	N;NOM;SG
दिल	süda	दिल	süda	N;NOM;MASC;SG;3	N;NOM;SG
गाने	laulud	गाना	laul	N;NOM;MASC;PL;3	N;NOM;PL
सुंदर	kaunist	सुन्दर	kaunis	ADJ	ADJ;PRT;SG
सुंदर	ilus	सुन्दर	ilus	ADJ	ADJ;NOM;SG
सुंदर	kaunid	सुन्दर	kaunis	ADJ	ADJ;NOM;PL
सुंदर	ilusad	सुन्दर	ilus	ADJ	ADJ;NOM;PL
सुंदर	kaunis	सुन्दर	kaunis	ADJ	ADJ;NOM;SG
हाउस	house	हाउस	hous	N;NOM;MASC;SG;3	N;NOM;SG
हाउस	maja	हाउस	maja	N;NOM;MASC;SG;3	N;NOM;SG
इच्छा	iha	इच्छा	iha	N;NOM;FEM;SG;3	N;NOM;SG
इच्छा	soov	इच्छा	soov	N;NOM;FEM;SG;3	N;NOM;SG
भार	kaal	भार	kaal	N;NOM;MASC;SG;3	N;NOM;SG
खंड	lõik	खंड	lõik	N;NOM;MASC;SG;3	N;NOM;SG
खंड	sektsioon	खंड	sektsioon	N;NOM;MASC;SG;3	N;NOM;SG
खंड	plokk	खंड	plokk	N;NOM;MASC;SG;3	N;NOM;SG
खंड	blokk	खंड	blokk	N;NOM;MASC;SG;3	N;NOM;SG
खंड	block	खंड	block	N;NOM;MASC;SG;3	N;NOM;SG
मिश्रण	mix	मिश्रण	mix	N;NOM;MASC;SG;3	N;NOM;SG
मिश्रण	segu	मिश्रण	segu	N;NOM;MASC;SG;3	N;NOM;SG
मिश्रण	segu	मिश्रण	segu	N;NOM;MASC;SG;3	N;NOM;SG
प्यार	love	प्यार	love	N;NOM;MASC;SG;3	N;NOM;SG
प्यार	armastus	प्यार	armastus	N;NOM;MASC;SG;3	N;NOM;SG
आन्दोलन	liikumine	आन्दोलन	liikumine	N;NOM;MASC;SG;3	N;NOM;SG
मंत्रालय	ministeerium	मंत्रालय	ministeerium	N;NOM;MASC;SG;3	N;NOM;SG
आत्मा	hing	आत्मा	hing	N;NOM;FEM;SG;3	N;NOM;SG
आत्मा	vaim	आत्मा	vaim	N;NOM;FEM;SG;3	N;NOM;SG
पक्षी	lind	पक्षी	lind	N;NOM;MASC;SG;3	N;NOM;SG
पक्षी	linnuke	पक्षी	linnuke	N;NOM;MASC;SG;3	N;NOM;SG
पक्षी	bird	पक्षी	bird	N;NOM;MASC;SG;3	N;NOM;SG
निवासी	resident	निवासी	resident	N;NOM;MASC;SG;3	N;NOM;SG
निवासी	elanik	निवासी	elanik	N;NOM;MASC;SG;3	N;NOM;SG
कह	ütle	कह	ütlema	V;FIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
खास	erilised	खास	eriline	ADJ;NOM	ADJ;NOM;PL
खास	eriline	खास	eriline	ADJ;NOM	ADJ;NOM;SG
जलवायु	kliima	जलवायु	kliima	N;NOM;FEM;SG;3	N;NOM;SG
तारे	täht	तारा	täht	N;NOM;MASC;SG;3	N;NOM;SG
तारे	staar	तारा	staar	N;NOM;MASC;SG;3	N;NOM;SG
संत	sant	संत	sant	N;NOM;MASC;SG;3	N;NOM;SG
संत	pühak	संत	pühak	N;NOM;MASC;SG;3	N;NOM;SG
संत	saint	संत	saint	N;NOM;MASC;SG;3	N;NOM;SG
ऊंचाई	kõrgus	ऊंचाई	kõrgus	N;NOM;FEM;SG;3	N;NOM;SG
ऊंचाई	kõrgus	ऊंचाई	kõrgus	N;NOM;FEM;SG;3	N;NOM;SG
उपग्रह	satelliit	उपग्रह	satelliit	N;NOM;MASC;SG;3	N;NOM;SG
संस्कार	matus	संस्कार	mattuma	N;NOM;MASC;SG;3	N;NOM;SG
अर्थव्यवस्था	majandus	अर्थव्यवस्था	majandus	N;NOM;FEM;SG;3	N;NOM;SG
बीमारी	haigus	बीमारी	haigus	N;NOM;FEM;SG;3	N;NOM;SG
बीमारी	haigus	बीमारी	haigus	N;NOM;FEM;SG;3	N;NOM;SG
बीमारी	haigus	बीमारी	haigus	N;NOM;FEM;SG;3	N;NOM;SG
परिसर	kompleks	परिसर	kompleks	N;NOM;MASC;SG;3	N;NOM;SG
अधिकतम	maksimaalne	अधिकतम	maksimaalne	ADJ	ADJ;NOM;SG
वैश्विक	global	वैश्विक	globa	N;NOM;MASC;SG;3	N;NOM;SG
उपाधि	kraad	उपाधि	kraad	N;NOM;FEM;SG;3	N;NOM;SG
सामान्यतः	tavaliselt	सामान्यतः	tavaliselt	ADV	ADV
द्वार	värav	द्वार	värav	N;NOM;MASC;SG;3	N;NOM;SG
द्वार	uks	द्वार	uks	N;NOM;MASC;SG;3	N;NOM;SG
मुख्यतः	peamiselt	मुख्यतः	peamiselt	ADV	ADV
मुख्यतः	põhiliselt	मुख्यतः	põhiliselt	ADV	ADV
कम्पनी	äriühing	कम्पनी	äri_ühing	N;NOM;FEM;SG;3	N;NOM;SG
कम्पनी	ettevõte	कम्पनी	ette_võte	N;NOM;FEM;SG;3	N;NOM;SG
कम्पनी	seltskond	कम्पनी	seltskond	N;NOM;FEM;SG;3	N;NOM;SG
लकड़ी	puit	लकडी	puis	N;NOM;FEM;SG;3	N;NOM;SG
गोल	rand	गोल	rand	N;NOM;MASC;SG;3	N;NOM;SG
गोल	eesmärk	गोल	ees_märk	N;NOM;MASC;SG;3	N;NOM;SG
गोल	voor	गोल	voor	N;NOM;MASC;SG;3	N;NOM;SG
तल	korrus	तल	korrus	N;NOM;MASC;SG;3	N;NOM;SG
तल	põrand	तल	põrand	N;NOM;MASC;SG;3	N;NOM;SG
ऋण	laen	ऋण	laen	N;NOM;MASC;SG;3	N;NOM;SG
ऋण	võlg	ऋण	võlg	N;NOM;MASC;SG;3	N;NOM;SG
ऋण	miinus	ऋण	miinus	N;NOM;MASC;SG;3	N;NOM;SG
नंबर	number	नंबर	number	N;NOM;MASC;SG;3	N;NOM;SG
नंबर	arv	नंबर	arv	N;NOM;MASC;SG;3	N;NOM;SG
त्वचा	nahk	त्वचा	nahk	N;NOM;FEM;SG;3	N;NOM;SG
जटिल	keerukas	जटिल	keerukas	ADJ	ADJ;NOM;SG
जटिल	keeruline	जटिल	keeruline	ADJ	ADJ;NOM;SG
जटिल	komplitseeritud	जटिल	komplitseeritud	ADJ	ADJ;PST;V.PTCP;PASS
हमला	rünnak	हमला	rünnak	N;NOM;MASC;SG;3	N;NOM;SG
आपूर्ति	varustamine	आपूर्ति	varustamine	N;NOM;FEM;SG;3	N;NOM;SG
आपूर्ति	tarne	आपूर्ति	tarne	N;NOM;FEM;SG;3	N;NOM;SG
अर्थशास्त्र	majandus	अर्थशास्त्र	majandus	N;NOM;MASC;SG;3	N;NOM;SG
हस्ताक्षर	allkirjad	हस्ताक्षर	all_kiri	N;NOM;MASC;PL;3	N;NOM;PL
कानूनी	seaduslik	कानूनी	seaduslik	ADJ;NOM	ADJ;NOM;SG
कानूनी	legaalne	कानूनी	legaalne	ADJ;NOM	ADJ;NOM;SG
कानूनी	õiguslik	कानूनी	õiguslik	ADJ;NOM	ADJ;NOM;SG
कानूनी	seaduslik	कानूनी	seaduslik	ADJ;NOM	ADJ;NOM;SG
टिप्पणी	kommentaar	टिप्पणी	kommentaar	N;NOM;FEM;SG;3	N;NOM;SG
स्मृति	memory	स्मृति	memory	N;NOM;FEM;SG;3	N;NOM;SG
स्मृति	mälu	स्मृति	mälu	N;NOM;FEM;SG;3	N;NOM;SG
स्मृति	mälestus	स्मृति	mälestus	N;NOM;FEM;SG;3	N;NOM;SG
सम्बन्धित	vastav	संबन्धित	vastav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
सम्बन्धित	seonduv	संबन्धित	seonduv	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
हाइड्रोजन	vesinik	हाइड्रोजन	vesinik	N;NOM;MASC;SG;3	N;NOM;SG
चयन	valimine	चयन	valimine	N;NOM;MASC;SG;3	N;NOM;SG
चयन	valik	चयन	valik	N;NOM;MASC;SG;3	N;NOM;SG
राजनीतिज्ञ	poliitik	राजनीतिज्ञ	poliitik	N;NOM;MASC;SG;3	N;NOM;SG
डीवीडी	dvd	डीवीडी	dvd	N;NOM;MASC;SG;3	N;NOM;SG
सभ्यता	tsivilisatsioon	सभ्यता	tsivilisatsioon	N;NOM;FEM;SG;3	N;NOM;SG
मशीन	masin	मशीन	masin	N;NOM;FEM;SG;3	N;NOM;SG
विदेश	välismaa	विदेश	välis_maa	N;NOM;MASC;SG;3	N;NOM;SG
दवा	meditsiin	दवा	meditsiin	N;NOM;FEM;SG;3	N;NOM;SG
गर्म	kuum	गर्म	kuum	ADJ;NOM	ADJ;NOM;SG
गर्म	kuumad	गर्म	kuum	ADJ;NOM	ADJ;NOM;PL
गर्म	palav	गर्म	palav	ADJ;NOM	ADJ;NOM;SG
सौर	päikeseenergia	सौर	päike_seenergia	N;NOM;MASC	N;NOM;SG
पंथ	creed	पंथ	creed	N;NOM;MASC;SG;3	N;NOM;SG
अपेक्षाकृत	suhteliselt	अपेक्षाकृत	suhteliselt	ADV	ADV
परिभाषा	mõiste	परिभाषा	mõiste	N;NOM;FEM;SG;3	N;NOM;SG
परिभाषा	definitsioon	परिभाषा	definitsioon	N;NOM;FEM;SG;3	N;NOM;SG
परिभाषा	määratlus	परिभाषा	määratlus	N;NOM;FEM;SG;3	N;NOM;SG
पति	abikaasa	पति	abi_kaasa	N;NOM;MASC;SG;3	N;NOM;SG
संधि	pakt	संधि	pakt	N;NOM;FEM;SG;3	N;NOM;SG
संधि	leping	संधि	leping	N;NOM;FEM;SG;3	N;NOM;SG
संधि	asutamisleping	संधि	asutamis_leping	N;NOM;FEM;SG;3	N;NOM;SG
वैकल्पिक	valikuline	वैकल्पिक	valikuline	ADJ;NOM	ADJ;NOM;SG
वैकल्पिक	vabatahtlik	वैकल्पिक	vaba_tahtlik	ADJ;NOM	ADJ;NOM;SG
हार	kaelakee	हार	kaela_kee	N;NOM;FEM;SG;3	N;NOM;SG
हार	kaotus	हार	kaotus	N;NOM;FEM;SG;3	N;NOM;SG
समाधान	resolutsioon	समाधान	resolutsioon	N;NOM;MASC;SG;3	N;NOM;SG
समाधान	eraldusvõime	समाधान	eraldus_võime	N;NOM;MASC;SG;3	N;NOM;SG
समाधान	lahendamine	समाधान	lahendamine	N;NOM;MASC;SG;3	N;NOM;SG
समाधान	lahutus	समाधान	lahutus	N;NOM;MASC;SG;3	N;NOM;SG
समाधान	lahendus	समाधान	lahendus	N;NOM;MASC;SG;3	N;NOM;SG
जेल	vangla	जेल	vangla	N;NOM;FEM;SG;3	N;NOM;SG
