den	la	den	él	PRO;ACC;MASC+FEM;SG;3	PRO;ACC;FEM;SG;3
aftale	cita	aftale	cita	N;INDF;MASC+FEM;SG	N;FEM;SG
aftale	designación	aftale	designación	N;INDF;MASC+FEM;SG	N;FEM;SG
aftale	nombramiento	aftale	nombramiento	N;INDF;MASC+FEM;SG	N;MASC;SG
aftale	acuerdo	aftale	acuerdo	N;INDF;MASC+FEM;SG	N;MASC;SG
aftale	trato	aftale	trato	N;INDF;MASC+FEM;SG	N;MASC;SG
aftale	deal	aftale	deal	N;INDF;MASC+FEM;SG	N
websted	website	websted	website	N;INDF;MASC+FEM;SG	N;MASC;SG
websted	web	websted	web	N;INDF;MASC+FEM;SG	N;FEM;SG
websted	sitio	websted	sitio	N;INDF;MASC+FEM;SG	N;MASC;SG
generation	generación	generation	generación	N;INDF;MASC+FEM;SG	N;FEM;SG
sønner	hijos	søn	hijo	N;INDF;MASC+FEM;PL	N;MASC;PL
parken	parque	park	parque	N;DEF;MASC+FEM;SG	N;MASC;SG
hitler	hitler	hitle	hitler	N;INDF;MASC+FEM;SG	N;MASC;SG
anvendelse	aplicacion	anvendelse	aplicacion	N;INDF;MASC+FEM;SG	N;FEM;SG
anvendelse	solicitud	anvendelse	solicitud	N;INDF;MASC+FEM;SG	N;FEM;SG
anvendelse	aplicación	anvendelse	aplicación	N;INDF;MASC+FEM;SG	N;FEM;SG
anvendelse	uso	anvendelse	uso	N;INDF;MASC+FEM;SG	N;MASC;SG
anvendelse	utilización	anvendelse	utilización	N;INDF;MASC+FEM;SG	N;FEM;SG
anvendelse	aplicabilidad	anvendelse	aplicabilidad	N;INDF;MASC+FEM;SG	N;FEM;SG
farver	colores	farve	color	N;INDF;MASC+FEM;PL	N;MASC;PL
farver	colorantes	farve	colorante	N;INDF;MASC+FEM;PL	N;PL
farver	colores	farve	color	N;INDF;MASC+FEM;PL	N;MASC;PL
stærke	fuertes	stærk	fuerte	ADJ;PL	ADJ;PL
webside	website	webside	website	N;INDF;MASC+FEM;SG	N;MASC;SG
webside	web	webside	web	N;INDF;MASC+FEM;SG	N;FEM;SG
webside	sitio	webside	sitio	N;INDF;MASC+FEM;SG	N;MASC;SG
vækst	crecimiento	vækst	crecimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
bredde	latitud	bredde	latitud	N;INDF;MASC+FEM;SG	N;FEM;SG
bredde	anchura	bredde	anchura	N;INDF;MASC+FEM;SG	N;FEM;SG
bredde	ancho	bredde	ancho	N;INDF;MASC+FEM;SG	N;MASC;SG
arena	arena	arena	arena	N;INDF;MASC+FEM;SG	N;FEM;SG
arena	estadio	arena	estadio	N;INDF;MASC+FEM;SG	N;MASC;SG
mesterskab	campeonato	mesterskab	campeonato	N;INDF;NEUT;SG	N;MASC;SG
mesterskab	championship	mesterskab	championship	N;INDF;NEUT;SG	N;MASC;SG
karen	karen	kar	kar	N;DEF;MASC+FEM;SG	N;FEM;SG
karen	karina	kar	karina	N;DEF;MASC+FEM;SG	N;FEM;SG
toppen	cima	top	cima	N;DEF;MASC+FEM;SG	N;FEM;SG
udvalg	selección	udvalg	selección	N;INDF;NEUT;SG	N;FEM;SG
udvalg	comisión	udvalg	comisión	N;INDF;NEUT;SG	N;FEM;SG
udvalg	comite	udvalg	comite	N;INDF;NEUT;SG	N;MASC;SG
udvalg	comité	udvalg	comité	N;INDF;NEUT;SG	N;MASC;SG
kærlighed	amor	kærlighed	amor	N;INDF;MASC+FEM;SG	N;MASC;SG
kærlighed	love	kærlighed	love	N;INDF;MASC+FEM;SG	N
opgaver	tareas	opgave	tarea	N;INDF;MASC+FEM;PL	N;FEM;PL
opgaver	deberes	opgave	deber	N;INDF;MASC+FEM;PL	N;MASC;PL
gården	patio	gård	patio	N;DEF;MASC+FEM;SG	N;MASC;SG
internationalt	internacional	international	internacional	ADJ;INDF;NEUT;SG	ADJ;SG
internationalt	international	international	international	ADJ;INDF;NEUT;SG	ADJ;SG
opfattelse	percepción	opfattelse	percepción	N;INDF;MASC+FEM;SG	N;FEM;SG
opfattelse	percepción	opfattelse	percepción	N;INDF;MASC+FEM;SG	N;FEM;SG
ringe	llame	ringe	llamar	V;NFIN;ACT	V;IMP;SG;3;FIN
ringe	llamar	ringe	llamar	V;NFIN;ACT	V;NFIN
ringe	llama	ringe	llamar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
sikkert	probablemente	sikkert	probablemente	ADV	ADV
landbrug	agricultura	landbrug	agricultura	N;INDF;NEUT;SG	N;FEM;SG
koncerter	conciertos	koncert	concierto	N;INDF;MASC+FEM;PL	N;MASC;PL
ødelagt	destruyó	ødelægge	destruir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
jøder	judías	jøde	judía	N;INDF;MASC+FEM;PL	N;FEM;PL
jøder	judíos	jøde	judío	N;INDF;MASC+FEM;PL	N;MASC;PL
jøder	judios	jøde	judio	N;INDF;MASC+FEM;PL	N;MASC;PL
jøder	judíos	jøde	judío	N;INDF;MASC+FEM;PL	N;MASC;PL
flertal	mayoría	flertal	mayoría	N;INDF;NEUT;SG	N;FEM;SG
flertal	mayoria	flertal	mayoria	N;INDF;NEUT;SG	N;FEM;SG
leje	renta	leje	renta	N;INDF;MASC+FEM;SG	N;FEM;SG
pladser	sitios	plads	sitio	N;INDF;MASC+FEM;PL	N;MASC;PL
pladser	lugares	plads	lugar	N;INDF;MASC+FEM;PL	N;MASC;PL
pladser	localidades	plads	localidad	N;INDF;MASC+FEM;PL	N;FEM;PL
pladser	plazas	plads	plaza	N;INDF;MASC+FEM;PL	N;FEM;PL
pladser	escaños	plads	escaño	N;INDF;MASC+FEM;PL	N;MASC;PL
pladser	asientos	plads	asiento	N;INDF;MASC+FEM;PL	N;MASC;PL
varer	bienes	vare	bien	N;INDF;MASC+FEM;PL	N;MASC;PL
varer	mercancías	vare	mercancía	N;INDF;MASC+FEM;PL	N;FEM;PL
varer	productos	vare	producto	N;INDF;MASC+FEM;PL	N;MASC;PL
politiet	policía	politi	policía	N;DEF;NEUT;SG	N;SG
politiet	police	politi	police	N;DEF;NEUT;SG	N
politiet	policia	politi	policia	N;DEF;NEUT;SG	N;FEM;SG
grønne	verdes	grøn	verde	ADJ;PL	ADJ;PL
grønne	verdes	grøn	verde	ADJ;PL	ADJ;PL
skabelonen	plantilla	skabelon	plantilla	N;DEF;MASC+FEM;SG	N;FEM;SG
undersøgelser	sondeos	undersøgelse	sondeo	N;INDF;MASC+FEM;PL	N;MASC;PL
undersøgelser	encuestas	undersøgelse	encuesta	N;INDF;MASC+FEM;PL	N;FEM;PL
undersøgelser	estudios	undersøgelse	estudio	N;INDF;MASC+FEM;PL	N;MASC;PL
undersøgelser	consultas	undersøgelse	consulta	N;INDF;MASC+FEM;PL	N;FEM;PL
undersøgelser	investigaciones	undersøgelse	investigación	N;INDF;MASC+FEM;PL	N;FEM;PL
undersøgelser	investigaciones	undersøgelse	investigación	N;INDF;MASC+FEM;PL	N;FEM;PL
forbund	alliance	forbund	alliance	N;INDF;NEUT;SG	N;SG
forbund	alianza	forbund	alianza	N;INDF;NEUT;SG	N;FEM;SG
forbund	federación	forbund	federación	N;INDF;NEUT;SG	N;FEM;SG
forbund	confederación	forbund	confederación	N;INDF;NEUT;SG	N;FEM;SG
starter	inicia	starte	iniciar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
starter	empieza	starte	empezar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
starter	comienza	starte	comenzar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
starter	arranca	starte	arrancar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
starter	empezando	starte	empezar	V;IND;PRS;FIN;ACT	V;V.MSDR
starter	iniciando	starte	iniciar	V;IND;PRS;FIN;ACT	V;V.MSDR
starter	comenzando	starte	comenzar	V;IND;PRS;FIN;ACT	V;V.MSDR
starter	empezar	starte	empezar	V;IND;PRS;FIN;ACT	V;NFIN
norges	noruego	norgen	noruego	N;GEN;INDF;MASC+FEM;SG	N;MASC;SG
norges	noruega	norgen	noruego	N;GEN;INDF;MASC+FEM;SG	N;FEM;SG
norges	noruega	norgen	noruego	N;GEN;INDF;MASC+FEM;SG	N;FEM;SG
masse	mass	masse	mass	N;INDF;MASC+FEM;SG	N
masse	masa	masse	masa	N;INDF;MASC+FEM;SG	N;FEM;SG
masse	misa	masse	misa	N;INDF;MASC+FEM;SG	N;FEM;SG
masse	lote	masse	lote	N;INDF;MASC+FEM;SG	N;MASC;SG
revolution	revolution	revolution	revolution	N;INDF;MASC+FEM;SG	N
revolution	revolución	revolution	revolución	N;INDF;MASC+FEM;SG	N;FEM;SG
årtier	decenios	årti	decenio	N;INDF;NEUT;PL	N;MASC;PL
årtier	décadas	årti	década	N;INDF;NEUT;PL	N;FEM;PL
kongeriget	reino	kongerig	reino	N;DEF;NEUT;SG	N;MASC;SG
kongeriget	kingdom	kongerig	kingdom	N;DEF;NEUT;SG	N;MASC;SG
youtube	youtube	youtube	youtebir	N;INDF;MASC+FEM;SG	N;MASC;SG
aktiviteter	actividades	aktivitet	actividad	N;INDF;MASC+FEM;PL	N;FEM;PL
kanoner	cañones	kanon	cañón	N;INDF;MASC+FEM;PL	N;MASC;PL
kanoner	pistolas	kanon	pistola	N;INDF;MASC+FEM;PL	N;FEM;PL
kanoner	guns	kanon	guns	N;INDF;MASC+FEM;PL	N
kanoner	fusiles	kanon	fusil	N;INDF;MASC+FEM;PL	N;MASC;PL
kanoner	cañones	kanon	cañón	N;INDF;MASC+FEM;PL	N;MASC;PL
kanoner	armas	kanon	arma	N;INDF;MASC+FEM;PL	N;FEM;PL
kanoner	cañones	kanon	cañón	N;INDF;MASC+FEM;PL	N;MASC;PL
episode	episodio	episode	episodio	N;INDF;MASC+FEM;SG	N;MASC;SG
titler	títulos	titel	título	N;INDF;MASC+FEM;PL	N;MASC;PL
populær	popular	populær	popular	ADJ;INDF;MASC+FEM;SG	ADJ;SG
tekster	textos	tekster	texto	N;INDF;MASC+FEM;PL	N;MASC;PL
tekster	letras	tekster	letra	N;INDF;MASC+FEM;PL	N;FEM;PL
kloster	monasterio	kloste	monasterio	N;INDF;NEUT;SG	N;MASC;SG
kloster	priorato	kloste	priorato	N;INDF;NEUT;SG	N;MASC;SG
kloster	convento	kloste	convento	N;INDF;NEUT;SG	N;MASC;SG
kloster	abadía	kloste	abadía	N;INDF;NEUT;SG	N;FEM;SG
valdemar	valdemar	valdemar	valdemar	N;INDF;MASC+FEM;SG	N;MASC;SG
filosofi	filosofía	filosofi	filosofía	N;INDF;MASC+FEM;SG	N;FEM;SG
trådte	entró	træde	entrar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
trådte	pisó	træde	pisar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
årligt	anualmente	årligt	anualmente	ADV	ADV
årligt	anualmente	årligt	anualmente	ADV	ADV
årligt	anualmente	årligt	anualmente	ADV	ADV
offentlig	publico	offentlig	publico	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
pop	pop	pop	pop	N;INDF;MASC+FEM;SG	N
pige	chica	pige	chica	N;INDF;MASC+FEM;SG	N;FEM;SG
pige	niña	pige	niña	N;INDF;MASC+FEM;SG	N;FEM;SG
pige	muchacha	pige	muchacha	N;INDF;MASC+FEM;SG	N;FEM;SG
ramt	golpeó	ramme	golpear	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
ramt	golpear	ramme	golpear	V;INDF;SG;PST;V.PTCP	V;NFIN
alfred	alfredo	alfred	alfredo	N;INDF;MASC+FEM;SG	N;MASC;SG
århundreder	siglos	århundrede	siglo	N;INDF;NEUT;PL	N;MASC;PL
virginia	virginia	virginia	virginia	N;INDF;MASC+FEM;SG	N;FEM;SG
veje	carreteras	vej	carretera	N;INDF;MASC+FEM;PL	N;FEM;PL
veje	caminos	vej	camino	N;INDF;MASC+FEM;PL	N;MASC;PL
grundlæggende	fundamentales	grundlæggende	fundamental	ADJ	ADJ;PL
grundlæggende	básicos	grundlæggende	básico	ADJ	ADJ;MASC;PL
grundlæggende	básico	grundlæggende	básico	ADJ	ADJ;MASC;SG
grundlæggende	fundamentales	grundlæggende	fundamental	ADJ	ADJ;PL
grundlæggende	fundamental	grundlæggende	fundamental	ADJ	ADJ;SG
grundlæggende	básica	grundlæggende	básico	ADJ	ADJ;FEM;SG
grundlæggende	básicos	grundlæggende	básico	ADJ	ADJ;MASC;PL
grundlæggende	básicas	grundlæggende	básico	ADJ	ADJ;FEM;PL
grundlæggende	básico	grundlæggende	básico	ADJ	ADJ;MASC;SG
lavere	inferior	lav	inferior	ADJ;CMPR	ADJ;SG
efterfølger	secuela	efterfølge	secuelo	N;INDF;MASC+FEM;SG	N;FEM;SG
efterfølger	sucesora	efterfølge	sucesora	N;INDF;MASC+FEM;SG	N;FEM;SG
efterfølger	sucesor	efterfølge	sucesor	N;INDF;MASC+FEM;SG	N;MASC;SG
linjer	líneas	linje	línea	N;INDF;MASC+FEM;PL	N;FEM;PL
linjer	lines	linje	lín	N;INDF;MASC+FEM;PL	N
linjer	lineas	linje	linea	N;INDF;MASC+FEM;PL	N;FEM;PL
oprette	crear	oprette	crear	V;NFIN;ACT	V;NFIN
oprette	crea	oprette	creer	V;NFIN;ACT	V;SBJV;SG;3;FIN
oprette	crean	oprette	crear	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
oprette	crear	oprette	crear	V;NFIN;ACT	V;NFIN
oprette	creando	oprette	crear	V;NFIN;ACT	V;V.MSDR
oprettede	creó	oprette	crear	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
måder	formas	måde	forma	N;INDF;MASC+FEM;PL	N;FEM;PL
måder	maneras	måde	manera	N;INDF;MASC+FEM;PL	N;FEM;PL
måder	caminos	måde	camino	N;INDF;MASC+FEM;PL	N;MASC;PL
måder	modos	måde	modos	N;INDF;MASC+FEM;PL	N;MASC;PL
forsøger	intenta	forsøge	intentar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
forsøger	intentando	forsøge	intentar	V;IND;PRS;FIN;ACT	V;V.MSDR
forsøger	probando	forsøge	probar	V;IND;PRS;FIN;ACT	V;V.MSDR
forsøger	tratando	forsøge	tratar	V;IND;PRS;FIN;ACT	V;V.MSDR
forsøger	intentando	forsøge	intentar	V;IND;PRS;FIN;ACT	V;V.MSDR
ophold	residencia	ophold	residencia	N;INDF;NEUT;SG	N;FEM;SG
ophold	estadía	ophold	estadía	N;INDF;NEUT;SG	N;FEM;SG
ophold	estancia	ophold	estancia	N;INDF;NEUT;SG	N;FEM;SG
google	google	goo	google	N;INDF;MASC+FEM;SG	N;MASC;SG
charlotte	charlotte	charlotte	charlotte	N;INDF;MASC+FEM;SG	N;MASC;SG
charlotte	carlota	charlotte	carlota	N;INDF;MASC+FEM;SG	N;FEM;SG
bro	hermano	bro	hermano	N;INDF;MASC+FEM;SG	N;MASC;SG
bro	bridge	bro	bridge	N;INDF;MASC+FEM;SG	N;MASC;SG
bro	puente	bro	puente	N;INDF;MASC+FEM;SG	N;MASC;SG
champions	champions	champions	championso	N;INDF;MASC+FEM;SG	N;FEM;SG
primære	primarios	primær	primario	ADJ;PL	ADJ;MASC;PL
egenskaber	características	egenskab	característica	N;INDF;MASC+FEM;PL	N;FEM;PL
egenskaber	caracteristicas	egenskab	caracteristica	N;INDF;MASC+FEM;PL	N;FEM;PL
egenskaber	características	egenskab	característica	N;INDF;MASC+FEM;PL	N;FEM;PL
egenskaber	rasgos	egenskab	rasgo	N;INDF;MASC+FEM;PL	N;MASC;PL
egenskaber	caracteristicas	egenskab	caracteristica	N;INDF;MASC+FEM;PL	N;FEM;PL
egenskaber	funciones	egenskab	función	N;INDF;MASC+FEM;PL	N;FEM;PL
egenskaber	propiedades	egenskab	propiedad	N;INDF;MASC+FEM;PL	N;FEM;PL
egenskaber	fincas	egenskab	finca	N;INDF;MASC+FEM;PL	N;FEM;PL
egenskaber	inmuebles	egenskab	inmueble	N;INDF;MASC+FEM;PL	N;MASC;PL
egenskaber	atributos	egenskab	atributo	N;INDF;MASC+FEM;PL	N;MASC;PL
udvikle	desarrolle	udvikle	desarrollar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
udvikle	desarrollarse	udvikle	desarrollar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
udvikle	desarrollar	udvikle	desarrollar	V;NFIN;ACT	V;NFIN
udvikle	desarrolla	udvikle	desarrollar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
teori	teoría	teori	teoría	N;INDF;MASC+FEM;SG	N;FEM;SG
teori	teoria	teori	teoria	N;INDF;MASC+FEM;SG	N;FEM;SG
ankom	llegaron	ankomme	llegar	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
ankom	llegado	ankomme	llegar	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ankom	llegó	ankomme	llegar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kraftigt	firmemente	kraftigt	firmemente	ADV	ADV
kraftigt	fuertemente	kraftigt	fuertemente	ADV	ADV
kraftigt	enérgicamente	kraftigt	enérgicamente	ADV	ADV
kraftigt	vigorosamente	kraftigt	vigorosamente	ADV	ADV
mogens	mogens	mogens	mogens	N;GEN;DEF;MASC+FEM;SG	N
drift	operación	drift	operación	N;INDF;MASC+FEM;SG	N;FEM;SG
drift	funcionamiento	drift	funcionamiento	N;INDF;MASC+FEM;SG	N;MASC;SG
mesterskabet	campeonato	mesterskab	campeonato	N;DEF;NEUT;SG	N;MASC;SG
mesterskabet	championship	mesterskab	championship	N;DEF;NEUT;SG	N;MASC;SG
vokser	crecer	vokse	crecer	V;IND;PRS;FIN;ACT	V;NFIN
vokser	creciendo	vokse	crecer	V;IND;PRS;FIN;ACT	V;V.MSDR
vokser	crece	vokse	crecer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vokser	crecen	vokse	crecer	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
vokser	crecer	vokse	crecer	V;IND;PRS;FIN;ACT	V;NFIN
vokser	crece	vokse	crecer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
grader	grados	grad	grado	N;INDF;MASC+FEM;PL	N;MASC;PL
grader	títulos	grad	título	N;INDF;MASC+FEM;PL	N;MASC;PL
grader	titulaciones	grad	titulación	N;INDF;MASC+FEM;PL	N;FEM;PL
talrige	numerosos	talrig	numeroso	ADJ;PL	ADJ;MASC;PL
talrige	numerosas	talrig	numeroso	ADJ;PL	ADJ;FEM;PL
mad	alimentación	mad	alimentación	N;INDF;MASC+FEM;SG	N;FEM;SG
mad	alimento	mad	alimento	N;INDF;MASC+FEM;SG	N;MASC;SG
mad	comida	mad	comida	N;INDF;MASC+FEM;SG	N;FEM;SG
medier	medios	medie	medio	N;INDF;NEUT;PL	N;MASC;PL
industri	industria	industri	industria	N;INDF;MASC+FEM;SG	N;FEM;SG
lav	hacer	lav	hacer	V;IMP	V;NFIN
kysten	shore	kyste	shorar	N;DEF;MASC+FEM;SG	N;SG
kysten	orilla	kyste	orilla	N;DEF;MASC+FEM;SG	N;FEM;SG
skoler	escuelas	skole	escuela	N;INDF;MASC+FEM;PL	N;FEM;PL
skoler	colegios	skole	colegio	N;INDF;MASC+FEM;PL	N;MASC;PL
flytte	moviendo	flytte	mover	V;NFIN;ACT	V;V.MSDR
deltager	participa	deltage	participar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
deltager	participando	deltage	participar	V;IND;PRS;FIN;ACT	V;V.MSDR
deltager	asistiendo	deltage	asistir	V;IND;PRS;FIN;ACT	V;V.MSDR
deltager	asistir	deltage	asistir	V;IND;PRS;FIN;ACT	V;NFIN
deltager	participa	deltage	participar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
deltager	participar	deltage	participar	V;IND;PRS;FIN;ACT	V;NFIN
frit	libremente	frit	libremente	ADV	ADV
sæsoner	estaciones	sæson	estación	N;INDF;MASC+FEM;PL	N;FEM;PL
sæsoner	temporadas	sæson	temporada	N;INDF;MASC+FEM;PL	N;FEM;PL
overflade	superficie	overflad	superficie	N;INDF;MASC+FEM;SG	N;FEM;SG
tabt	perdió	tabe	perder	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
faste	fijos	fast	fijo	ADJ;PL	ADJ;MASC;PL
faste	fijas	fast	fijo	ADJ;PL	ADJ;FEM;PL
sygdom	enfermedad	sygdom	enfermedad	N;INDF;MASC+FEM;SG	N;FEM;SG
sygdom	enfermedad	sygdom	enfermedad	N;INDF;MASC+FEM;SG	N;FEM;SG
sygdom	enfermedad	sygdom	enfermedad	N;INDF;MASC+FEM;SG	N;FEM;SG
brigade	brigada	brigade	brigada	N;INDF;MASC+FEM;SG	N;FEM;SG
notabilitet	notabilidad	notabilitet	notabilidad	N;INDF;MASC+FEM;SG	N;FEM;SG
base	base	base	base	N;INDF;MASC+FEM;SG	N;SG
læse	lea	læse	leer	V;NFIN;ACT	V;IMP;SG;3;FIN
læse	leer	læse	leer	V;NFIN;ACT	V;NFIN
læse	leyendo	læse	leer	V;NFIN;ACT	V;V.MSDR
læse	leer	læse	leer	V;NFIN;ACT	V;NFIN
lag	capa	lag	capa	N;INDF;NEUT;SG	N;FEM;SG
lag	lag	lag	lag	N;INDF;NEUT;SG	N;MASC
henviser	refiere	henvise	referir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
henviser	remite	henvise	remitir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
fjerne	eliminando	fjerne	eliminar	V;NFIN;ACT	V;V.MSDR
fjerne	quitando	fjerne	quitar	V;NFIN;ACT	V;V.MSDR
fjerne	quita	fjerne	quitar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
fjerne	eliminar	fjerne	eliminar	V;NFIN;ACT	V;NFIN
fjerne	quitar	fjerne	quitar	V;NFIN;ACT	V;NFIN
klassisk	clásica	klassisk	clásico	ADJ;INDF;SG	ADJ;FEM;SG
klassisk	clasico	klassisk	clasico	ADJ;INDF;SG	ADJ;MASC;SG
klassisk	clásico	klassisk	clásico	ADJ;INDF;SG	ADJ;MASC;SG
klassisk	clásica	klassisk	clásico	ADJ;INDF;SG	ADJ;FEM;SG
klassisk	clasico	klassisk	clasico	ADJ;INDF;SG	ADJ;MASC;SG
klassisk	clásico	klassisk	clásico	ADJ;INDF;SG	ADJ;MASC;SG
ligaen	league	liga	league	N;DEF;MASC+FEM;SG	N;FEM;SG
ligaen	liga	liga	liga	N;DEF;MASC+FEM;SG	N;FEM;SG
serier	series	serie	serie	N;INDF;MASC+FEM;PL	N;FEM;PL
pave	papa	pave	papa	N;INDF;MASC+FEM;SG	N;MASC;SG
afstand	distancia	afstand	distancia	N;INDF;MASC+FEM;SG	N;FEM;SG
afstand	alcance	afstand	alcance	N;INDF;MASC+FEM;SG	N;MASC;SG
afstand	intervalo	afstand	intervalo	N;INDF;MASC+FEM;SG	N;MASC;SG
afstand	gama	afstand	gama	N;INDF;MASC+FEM;SG	N;FEM;SG
afstand	rango	afstand	rango	N;INDF;MASC+FEM;SG	N;MASC;SG
afstand	cordillera	afstand	cordillera	N;INDF;MASC+FEM;SG	N;FEM;SG
hellige	sagrados	hellig	sagrado	ADJ;PL	ADJ;MASC;PL
instrument	instrumento	instrument	instrumento	N;INDF;NEUT;SG	N;MASC;SG
fort	fortaleza	fort	fortaleza	N;INDF;MASC+FEM;SG	N;FEM;SG
fort	fortaleza	fort	fortaleza	N;INDF;MASC+FEM;SG	N;FEM;SG
fort	fort	fort	fort	N;INDF;MASC+FEM;SG	N;MASC
ægtefælle	cónyuge	ægtefælle	cónyuge	N;INDF;MASC+FEM;SG	N;SG
tilsyneladende	aparentemente	tilsyneladende	aparentemente	ADV	ADV
tilsyneladende	aparentemente	tilsyneladende	aparentemente	ADV	ADV
windows	windows	windows	windows	N;INDF;MASC+FEM;SG	N;MASC
windows	ventana	windows	ventana	N;INDF;MASC+FEM;SG	N;FEM;SG
udgivelse	publicación	udgivelse	publicación	N;INDF;MASC+FEM;SG	N;FEM;SG
udgivelse	editorial	udgivelse	editorial	N;INDF;MASC+FEM;SG	N;FEM;SG
udgivelse	publicación	udgivelse	publicación	N;INDF;MASC+FEM;SG	N;FEM;SG
organisationen	organizacion	organisation	organizacion	N;DEF;MASC+FEM;SG	N;FEM;SG
organisationen	organización	organisation	organización	N;DEF;MASC+FEM;SG	N;FEM;SG
organisationen	organizacion	organisation	organizacion	N;DEF;MASC+FEM;SG	N;FEM;SG
organisationen	organización	organisation	organización	N;DEF;MASC+FEM;SG	N;FEM;SG
bil	coche	bil	coche	N;INDF;MASC+FEM;SG	N;MASC;SG
bil	automóvil	bil	automóvil	N;INDF;MASC+FEM;SG	N;MASC;SG
bil	carro	bil	carro	N;INDF;MASC+FEM;SG	N;MASC;SG
bil	auto	bil	auto	N;INDF;MASC+FEM;SG	N;MASC;SG
bil	automóvil	bil	automóvil	N;INDF;MASC+FEM;SG	N;MASC;SG
forholdet	parentesco	forhold	parentesco	N;DEF;NEUT;SG	N;MASC;SG
forholdet	relación	forhold	relación	N;DEF;NEUT;SG	N;FEM;SG
forholdet	relacion	forhold	relacion	N;DEF;NEUT;SG	N;FEM;SG
rettigheder	derechos	rettighed	derecho	N;INDF;MASC+FEM;PL	N;MASC;PL
ordre	orden	ordre	orden	N;INDF;MASC+FEM;SG	N;MASC;SG
ordre	encargo	ordre	encargo	N;INDF;MASC+FEM;SG	N;MASC;SG
opmærksomhed	atención	opmærksomhed	atención	N;INDF;MASC+FEM;SG	N;FEM;SG
opmærksomhed	atencion	opmærksomhed	atencion	N;INDF;MASC+FEM;SG	N;FEM;SG
republikken	republic	republik	republic	N;DEF;MASC+FEM;SG	N
republikken	republica	republik	republica	N;DEF;MASC+FEM;SG	N;FEM;SG
republikken	república	republik	república	N;DEF;MASC+FEM;SG	N;FEM;SG
transport	carruaje	transport	carruaje	N;INDF;MASC+FEM;SG	N;MASC;SG
transport	carroza	transport	carroza	N;INDF;MASC+FEM;SG	N;FEM;SG
transport	transporte	transport	transporte	N;INDF;MASC+FEM;SG	N;MASC;SG
transport	transportación	transport	transportación	N;INDF;MASC+FEM;SG	N;FEM;SG
transport	transporte	transport	transporte	N;INDF;MASC+FEM;SG	N;MASC;SG
gade	calle	gade	calle	N;INDF;MASC+FEM;SG	N;FEM;SG
gade	callejero	gade	callejero	N;INDF;MASC+FEM;SG	N;MASC;SG
gade	street	gade	street	N;INDF;MASC+FEM;SG	N
vælge	elija	vælge	elegir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
vælge	escoja	vælge	escoger	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
vælge	elegir	vælge	elegir	V;NFIN;ACT	V;NFIN
vælge	elige	vælge	elegir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
vælge	seleccione	vælge	seleccionar	V;NFIN;ACT	V;IMP;SG;3;FIN
vælge	escoger	vælge	escoger	V;NFIN;ACT	V;NFIN
vælge	elegir	vælge	elegir	V;NFIN;ACT	V;NFIN
vælge	escogiendo	vælge	escoger	V;NFIN;ACT	V;V.MSDR
vælge	eligiendo	vælge	elegir	V;NFIN;ACT	V;V.MSDR
vælge	seleccione	vælge	seleccionar	V;NFIN;ACT	V;IMP;SG;3;FIN
vælge	seleccionar	vælge	seleccionar	V;NFIN;ACT	V;NFIN
vælge	selecciona	vælge	seleccionar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
køre	conduzca	køre	conducir	V;NFIN;ACT	V;SBJV;SG;3;FIN
