egy	een	egy	een	DET;INDF	DET;INDF
indított	gelanceerd	indít	lanceren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
történelme	geschiedenis	történelem	geschiedenis	N;NOM;SG	N;MASC+FEM;SG
bank	bank	bank	bank	N;NOM;SG	N;MASC+FEM;SG
mester	master	mester	master	N;NOM;SG	N;MASC+FEM;SG
mester	meester	mester	meester	N;NOM;SG	N;MASC+FEM;SG
középpályás	middenvelder	középpályás	middenvelder	N;NOM;SG	N;MASC+FEM;SG
pozsony	bratislava	pozsony	bratislava	N;NOM;SG	N;NEUT;SG
vers	gedicht	vers	gedicht	N;NOM;SG	N;NEUT;SG
vers	poëzie	vers	poëzie	N;NOM;SG	N;MASC+FEM;SG
szerep	rol	szerep	rol	N;NOM;SG	N;MASC+FEM;SG
sikeresen	succesvol	sikeres	succesvol	ADJ;FRML;SG	ADJ
sikeresen	succesvolle	sikeres	succesvol	ADJ;FRML;SG	ADJ
sikeresen	succesvol	sikeres	succesvol	ADJ;FRML;SG	ADJ
mérnök	engineer	mérnök	engineer	N;NOM;SG	N;MASC+FEM;SG
mérnök	technicus	mérnök	technicus	N;NOM;SG	N;MASC+FEM;SG
mérnök	ingenieur	mérnök	ingenieur	N;NOM;SG	N;MASC+FEM;SG
kilométer	kilometerstand	kilométer	kilometerstand	N;NOM;SG	N;MASC+FEM;SG
kilométer	kilometer	kilométer	kilometer	N;NOM;SG	N;MASC+FEM;SG
tartottak	gehouden	tart	houden	V;INDF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
tartottak	vastgehouden	tart	vasthouden	V;INDF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
kezdete	begin	kezdet	begin	N;NOM;SG	N;NEUT;SG
szigeten	eiland	sziget	eiland	N;ON+ESS;SG	N;NEUT;SG
házastárs	echtgenoot	házastárs	echtgenoot	N;NOM;SG	N;MASC+FEM;SG
házastárs	echtgenote	házastárs	echtgenote	N;NOM;SG	N;MASC+FEM;SG
forma	shape	forma	shape	N;NOM;SG	N;MASC+FEM;SG
forma	vorm	forma	vorm	N;NOM;SG	N;MASC+FEM;SG
forma	vorm	forma	vorm	N;NOM;SG	N;MASC+FEM;SG
forma	formulier	forma	formulier	N;NOM;SG	N;NEUT;SG
minisztérium	ministerie	minisztérium	ministerie	N;NOM;SG	N;NEUT;SG
egészségügyi	hygiënisch	egészségügyi	hygiënisch	ADJ;NOM;SG	ADJ
egészségügyi	sanitaire	egészségügyi	sanitair	ADJ;NOM;SG	ADJ
weboldal	website	weboldal	website	N;NOM;SG	N;MASC+FEM;SG
támadás	aanval	támadás	aanval	N;NOM;SG	N;MASC+FEM;SG
támadás	geweldpleging	támadás	geweldpleging	N;NOM;SG	N;MASC+FEM;SG
támadás	mishandeling	támadás	mishandeling	N;NOM;SG	N;MASC+FEM;SG
támadás	aanval	támadás	aanval	N;NOM;SG	N;MASC+FEM;SG
szerkesztője	uitgever	szerkesztő	uitgever	N;NOM;SG	N;MASC+FEM;SG
szerkesztője	hoofdredacteur	szerkesztő	hoofdredacteur	N;NOM;SG	N;MASC+FEM;SG
szerkesztője	redacteur	szerkesztő	redacteur	N;NOM;SG	N;MASC+FEM;SG
szerkesztője	editor	szerkesztő	editor	N;NOM;SG	N;MASC+FEM;SG
szerkesztője	bewerker	szerkesztő	bewerker	N;NOM;SG	N;MASC+FEM;SG
tanított	onderwezen	tanít	onderwezen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tanított	onderwees	tanít	onderwees	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
fele	helft	fél	helft	N;NOM;SG	N;MASC+FEM;SG
repülőtér	vliegveld	repülőtér	vliegveld	N;NOM;SG	N;NEUT;SG
repülőtér	luchthaven	repülőtér	luchthaven	N;NOM;SG	N;MASC+FEM;SG
motor	engine	motor	engine	N;NOM;SG	N;MASC+FEM;SG
motor	motor	motor	motor	N;NOM;SG	N;MASC+FEM;SG
motor	fiets	motor	fiets	N;NOM;SG	N;MASC+FEM;SG
motor	motorfiets	motor	motorfiets	N;NOM;SG	N;MASC+FEM;SG
motor	motor	motor	motor	N;NOM;SG	N;MASC+FEM;SG
motor	motor	motor	motor	N;NOM;SG	N;MASC+FEM;SG
oszmán	ottomaanse	oszmán	ottomaans	N;NOM;SG	N;NEUT;SG
idősebb	oudere	idős	oud	ADJ;NOM;CMPR;SG	ADJ;CMPR
idősebb	oudere	idős	oud	ADJ;NOM;CMPR;SG	ADJ;CMPR
idősebb	ouder	idős	ouder	ADJ;NOM;CMPR;SG	ADJ;CMPR
televízió	televisie	televízió	televisie	N;NOM;SG	N;MASC+FEM;SG
anyagok	materialen	anyag	materiaal	N;NOM;PL	N;PL
anyagok	substanties	anyag	substantie	N;NOM;PL	N;PL
anyagok	stoffen	anyag	stof	N;NOM;PL	N;PL
manchester	manchester	manchester	manchester	N;NOM;SG	N;MASC+FEM;SG
háttér	achtergrondinformatie	háttér	achtergrondinformatie	N;NOM;SG	N;MASC+FEM;SG
háttér	achtergrond	háttér	achtergrond	N;NOM;SG	N;MASC+FEM;SG
autóbusz	bus	autóbusz	bus	N;NOM;SG	N;MASC+FEM;SG
fény	light	fény	light	N;NOM;SG	N;MASC+FEM;SG
fény	licht	fény	licht	N;NOM;SG	N;NEUT;SG
módszer	methodologie	módszer	methodologie	N;NOM;SG	N;MASC+FEM;SG
módszer	methode	módszer	methode	N;NOM;SG	N;MASC+FEM;SG
módszer	methodiek	módszer	methodiek	N;NOM;SG	N;MASC+FEM;SG
módszer	methode	módszer	methode	N;NOM;SG	N;MASC+FEM;SG
php	php	php	php	N;NOM;SG	N;MASC+FEM;SG
férfiak	mannen	férfi	mannen	N;NOM;PL	N;PL
okozott	veroorzaakte	okoz	veroorzaken	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
okozott	veroorzaakt	okoz	veroorzaken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
korszak	tijdperk	korsz	tijdperk	N;NOM;SG	N;NEUT;SG
korszak	tijdperk	korsz	tijdperk	N;NOM;SG	N;NEUT;SG
korszak	era	korsz	era	N;NOM;SG	N;NEUT;SG
dolgozik	werkend	dolgozik	werkend	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
dolgozik	werken	dolgozik	werken	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
dolgozik	werkende	dolgozik	werken	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
trópusi	tropic	trópusi	tropic	N;NOM;SG	N;MASC+FEM;SG
bejelentette	aangekondigde	be+jelent	aankondigen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bejelentette	aangekondigd	be+jelent	aankondigen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bejelentette	kondigde	be+jelent	kondigen	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
törökország	turkije	törökország	turkije	N;NOM;SG	N;NEUT;SG
főszereplő	hoofdpersoon	főszereplő	hoofdpersoon	N;NOM;SG	N;MASC+FEM;SG
tanulmányok	studies	tanulmány	studie	N;NOM;PL	N;PL
törökök	turken	török	turken	N;NOM;PL	N;PL
kapcsolat	aansluiting	kapcsolat	aansluiting	N;NOM;SG	N;MASC+FEM;SG
kapcsolat	verbinding	kapcsolat	verbinding	N;NOM;SG	N;MASC+FEM;SG
kapcsolat	connectie	kapcsolat	connectie	N;NOM;SG	N;MASC+FEM;SG
kapcsolat	contact	kapcsolat	contact	N;NOM;SG	N;NEUT;SG
kapcsolat	contactpersoon	kapcsolat	contactpersoon	N;NOM;SG	N;MASC+FEM;SG
kapcsolat	link	kapcsolat	link	N;NOM;SG	N;MASC+FEM;SG
kapcsolat	koppeling	kapcsolat	koppeling	N;NOM;SG	N;MASC+FEM;SG
kapcsolat	relatie	kapcsolat	relatie	N;NOM;SG	N;MASC+FEM;SG
társadalom	samenleving	társadalom	samenleving	N;NOM;SG	N;MASC+FEM;SG
társadalom	genootschap	társadalom	genootschap	N;NOM;SG	N;NEUT;SG
társadalom	maatschappij	társadalom	maatschappij	N;NOM;SG	N;MASC+FEM;SG
utazott	gereisd	utazik	reizen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
utazott	reisde	utazik	reizen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
utazott	gereisd	utazik	reizen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
utazott	reisde	utazik	reizen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
státusz	status	státusz	status	N;NOM;SG	N;MASC+FEM;SG
szervezetek	organisaties	szervezet	organisatie	N;NOM;PL	N;PL
szervezetek	organismen	szervezet	organisme	N;NOM;PL	N;PL
szervezetek	organisaties	szervezet	organisatie	N;NOM;PL	N;PL
szervezetek	entiteiten	szervezet	entiteit	N;NOM;PL	N;PL
visszavonult	gepensioneerde	visszavonult	pensioneren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
visszavonult	gepensioneerd	visszavonult	pensioneren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
világos	duidelijk	világos	duidelijk	ADJ;NOM;SG	ADJ
világos	helder	világos	helder	ADJ;NOM;SG	ADJ
szín	kleur	szín	kleur	N;NOM;SG	N;MASC+FEM;SG
szín	kleur	szín	kleur	N;NOM;SG	N;MASC+FEM;SG
lemondott	afgetreden	lemond	aftreden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elérte	bereikte	el+ér	bereiken	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
elérte	bereikt	el+ér	bereiken	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
óriási	reusachtig	óriási	reusachtig	ADJ;NOM;SG	ADJ
óriási	enorm	óriási	enorm	ADJ;NOM;SG	ADJ
óriási	enorme	óriási	enorm	ADJ;NOM;SG	ADJ
óriási	gigantisch	óriási	gigantisch	ADJ;NOM;SG	ADJ
adat	data	adat	data	N;NOM;SG	N;MASC+FEM;SG
football	voetbal	football	voetbal	N;IN+ESS;SG	N;NEUT;SG
olvasható	leesbare	olvasható	leesbaar	ADJ;NOM;SG	ADJ
olvasható	leesbaar	olvasható	leesbaar	ADJ;NOM;SG	ADJ
olvasható	leesbare	olvasható	leesbaar	ADJ;NOM;SG	ADJ
olvasható	leesbaar	olvasható	leesbaar	ADJ;NOM;SG	ADJ
hozták	gebracht	hoz	brengen	V;DEF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
hozták	meegebracht	hoz	meebrengen	V;DEF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
tűnt	keek	tűnt	kijken	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
küldött	verstuurd	küld	versturen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
küldött	verzonden	küld	verzinden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
küldött	gestuurd	küld	sturen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
növény	plant	növény	plant	N;NOM;SG	N;MASC+FEM;SG
növény	oogst	növény	oogst	N;NOM;SG	N;MASC+FEM;SG
növény	gewas	növény	gewas	N;NOM;SG	N;NEUT;SG
cél	doelstelling	cél	doelstelling	N;NOM;SG	N;MASC+FEM;SG
cél	doel	cél	doel	N;NOM;SG	N;NEUT;SG
cél	goal	cél	goal	N;NOM;SG	N;MASC+FEM;SG
cél	doelpunt	cél	doelpunt	N;NOM;SG	N;NEUT;SG
cél	bestemming	cél	bestemming	N;NOM;SG	N;MASC+FEM;SG
cél	doel	cél	doel	N;NOM;SG	N;NEUT;SG
cél	doelstelling	cél	doelstelling	N;NOM;SG	N;MASC+FEM;SG
cél	doel	cél	doel	N;NOM;SG	N;NEUT;SG
cél	doelwit	cél	doelwit	N;NOM;SG	N;NEUT;SG
reneszánsz	renaissance	reneszánsz	renaissance	N;NOM;SG	N;MASC+FEM;SG
területi	territoriale	területi	territoriaal	ADJ;NOM;SG	ADJ
területi	territoriaal	területi	territoriaal	ADJ;NOM;SG	ADJ
jelentett	gerapporteerde	jelent	rapporteren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
jelentett	gemeld	jelent	melden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
jelentett	gerapporteerd	jelent	rapporteren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megjegyzés	noot	megjegyzés	noot	N;NOM;SG	N;MASC+FEM;SG
megjegyzés	briefje	megjegyzés	brief	N;NOM;SG	N;NEUT;SG
megjegyzés	notitie	megjegyzés	notitie	N;NOM;SG	N;MASC+FEM;SG
megjegyzés	opmerking	megjegyzés	opmerking	N;NOM;SG	N;MASC+FEM;SG
megjegyzés	reactie	megjegyzés	reactie	N;NOM;SG	N;MASC+FEM;SG
megjegyzés	comment	megjegyzés	comment	N;NOM;SG	N;MASC+FEM;SG
megjegyzés	opmerking	megjegyzés	opmerking	N;NOM;SG	N;MASC+FEM;SG
megjegyzés	commentaar	megjegyzés	commentaar	N;NOM;SG	N;NEUT;SG
megjegyzés	commentaar	megjegyzés	commentaar	N;NOM;SG	N;NEUT;SG
bizonyult	bewezen	bizonyul	bewijzen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bizonyult	bewees	bizonyul	bewijzen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
kapcsolatok	relaties	kapcsolat	relatie	N;NOM;PL	N;PL
kapcsolatok	contacten	kapcsolat	contact	N;NOM;PL	N;PL
kapcsolatok	contactpersonen	kapcsolat	contactpersoon	N;NOM;PL	N;PL
kapcsolatok	betrekkingen	kapcsolat	betrekking	N;NOM;PL	N;PL
kapcsolatok	relaties	kapcsolat	relatie	N;NOM;PL	N;PL
kapcsolatok	connecties	kapcsolat	connectie	N;NOM;PL	N;PL
kapcsolatok	aansluitingen	kapcsolat	aansluiting	N;NOM;PL	N;PL
kapcsolatok	verbindingen	kapcsolat	verbinding	N;NOM;PL	N;PL
nadrág	broek	nadrág	broek	N;NOM;SG	N;MASC+FEM;SG
nadrág	broek	nadrág	broek	N;NOM;SG	N;MASC+FEM;SG
kutató	onderzoeker	kutató	onderzoeker	N;NOM;SG	N;MASC+FEM;SG
valós	echte	valós	echt	ADJ;NOM;SG	ADJ
valós	echt	valós	echt	ADJ;NOM;SG	ADJ
valós	reëel	valós	reëel	ADJ;NOM;SG	ADJ
változó	variabel	változó	variabel	ADJ;NOM;SG	ADJ
változó	variabele	változó	variabel	ADJ;NOM;SG	ADJ
határ	grens	határ	grens	N;NOM;SG	N;MASC+FEM;SG
határ	limiet	határ	limiet	N;NOM;SG	N;MASC+FEM;SG
határ	grens	határ	grens	N;NOM;SG	N;MASC+FEM;SG
határ	begrenzing	határ	begrenzing	N;NOM;SG	N;MASC+FEM;SG
határ	grens	határ	grens	N;NOM;SG	N;MASC+FEM;SG
elsődleges	primaire	elsődleges	primair	ADJ;NOM;SG	ADJ
elsődleges	primair	elsődleges	primair	ADJ;NOM;SG	ADJ
alapvetően	fundamenteel	alapvető	fundamenteel	ADJ;FRML;SG	ADJ
hatalom	macht	hatalom	macht	N;NOM;SG	N;MASC+FEM;SG
hatalom	kracht	hatalom	kracht	N;NOM;SG	N;MASC+FEM;SG
hatalom	power	hatalom	power	N;NOM;SG	N;MASC+FEM;SG
hatalom	vermogen	hatalom	vermogen	N;NOM;SG	N;NEUT;SG
eset	geval	eset	geval	N;NOM;SG	N;NEUT;SG
eset	case	eset	case	N;NOM;SG	N;MASC+FEM;SG
eset	zaak	eset	zaak	N;NOM;SG	N;MASC+FEM;SG
igazgató	directeur	igazgató	directeur	N;NOM;SG	N;MASC+FEM;SG
igazgató	director	igazgató	director	N;NOM;SG	N;MASC+FEM;SG
igazgató	regisseur	igazgató	regisseur	N;NOM;SG	N;MASC+FEM;SG
igazgató	manager	igazgató	manager	N;NOM;SG	N;MASC+FEM;SG
igazgató	bedrijfsleider	igazgató	bedrijfsleider	N;NOM;SG	N;MASC+FEM;SG
igazgató	aangever	igazgató	aangever	N;NOM;SG	N;MASC+FEM;SG
igazgató	schoolhoofd	igazgató	schoolhoofd	N;NOM;SG	N;NEUT;SG
internet	internet	inter	internet	N;NOM;SG	N;NEUT;SG
korona	kroon	korona	kroon	N;NOM;SG	N;MASC+FEM;SG
állította	geclaimd	állít	claimen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
állította	opgeëist	állít	oplissen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
állította	claimde	állít	claimen	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
állította	beweerde	állít	beweren	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
állította	geclaimde	állít	claimen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elkészült	voltooid	elkészült	voltooien	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elkészült	afgewerkt	elkészült	afwerken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elkészült	afgewerkte	elkészült	afwerken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elkészült	voltooid	elkészült	voltooien	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elkészült	voltooide	elkészült	voltooien	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
elkészült	afgerond	elkészült	afronden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elkészült	ingevuld	elkészült	invullen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
eközben	intussen	eközben	intussen	ADV	ADV
eközben	ondertussen	eközben	ondertussen	ADV	ADV
judit	judit	judi	judit	N;NOM;SG	N;MASC+FEM;SG
judit	judith	judi	judith	N;NOM;SG	N;MASC+FEM;SG
szereplők	personages	szereplő	personage	N;NOM;PL	N;PL
szereplők	tekens	szereplő	teken	N;NOM;PL	N;PL
szereplők	karakters	szereplő	karakter	N;NOM;PL	N;PL
szereplők	spelers	szereplő	speler	N;NOM;PL	N;PL
szereplők	acteurs	szereplő	acteur	N;NOM;PL	N;PL
szereplők	actoren	szereplő	actor	N;NOM;PL	N;PL
zokni	sok	zok	sok	N;NOM;SG	N;MASC+FEM;SG
eszközök	instrumenten	eszköz	instrument	N;NOM;PL	N;PL
eszközök	tools	eszköz	tools	N;NOM;PL	N;PL
eszközök	gereedschappen	eszköz	gereedschap	N;NOM;PL	N;PL
eszközök	hulpmiddelen	eszköz	hulpmiddel	N;NOM;PL	N;PL
eszközök	activa	eszköz	activa	N;NOM;PL	N;PL
eszközök	apparaten	eszköz	apparaat	N;NOM;PL	N;PL
bíróság	hof	bíróság	hof	N;NOM;SG	N;NEUT;SG
betegség	ziekte	betegség	ziekte	N;NOM;SG	N;MASC+FEM;SG
betegség	ziekte	betegség	ziekte	N;NOM;SG	N;MASC+FEM;SG
betegség	ziekte	betegség	ziekte	N;NOM;SG	N;MASC+FEM;SG
hiba	vergissing	hiba	vergissing	N;NOM;SG	N;MASC+FEM;SG
hiba	fout	hiba	fout	N;NOM;SG	N;MASC+FEM;SG
hiba	foutje	hiba	foutje	N;NOM;SG	N;NEUT;SG
hiba	vergissing	hiba	vergissing	N;NOM;SG	N;MASC+FEM;SG
hiba	fout	hiba	fout	N;NOM;SG	N;MASC+FEM;SG
uralkodók	vorsten	uralkodó	vorsten	N;NOM;PL	N;PL
doktori	doctoraat	doktori	doctoraat	N;NOM;SG	N;MASC+FEM;SG
doktori	doctoraat	doktori	doctoraat	N;NOM;SG	N;MASC+FEM;SG
doktori	phd	doktori	phd	N;NOM;SG	N;MASC+FEM;SG
statisztikai	statistisch	statisztikai	statistisch	ADJ;NOM;SG	ADJ
statisztikai	statistische	statisztikai	statistisch	ADJ;NOM;SG	ADJ
zenész	musicus	zenész	musicus	N;NOM;SG	N;MASC+FEM;SG
zenész	muzikant	zenész	muzikant	N;NOM;SG	N;MASC+FEM;SG
hivatkozás	link	hivatkozás	link	N;NOM;SG	N;MASC+FEM;SG
hivatkozás	koppeling	hivatkozás	koppeling	N;NOM;SG	N;MASC+FEM;SG
hivatkozás	referentie	hivatkozás	referentie	N;NOM;SG	N;MASC+FEM;SG
hivatkozás	verwijzing	hivatkozás	verwijzing	N;NOM;SG	N;MASC+FEM;SG
írás	munt	írás	munt	N;NOM;SG	N;MASC+FEM;SG
alapítója	stichter	alapító	stichter	N;NOM;SG	N;MASC+FEM;SG
alapítója	oprichter	alapító	oprichter	N;NOM;SG	N;MASC+FEM;SG
hagyomány	traditie	hagyomány	traditie	N;NOM;SG	N;MASC+FEM;SG
hozzáférés	toegang	hozzáférés	toegang	N;NOM;SG	N;MASC+FEM;SG
kereszt	kruis	kereszt	kruis	N;NOM;SG	N;NEUT;SG
kereszt	cross	kereszt	cross	N;NOM;SG	N;MASC+FEM;SG
lakos	inwoner	lakos	inwoner	N;NOM;SG	N;MASC+FEM;SG
lakos	inwoner	lakos	inwoner	N;NOM;SG	N;MASC+FEM;SG
tömeg	massa	tömeg	massa	N;NOM;SG	N;MASC+FEM;SG
tömeg	gewicht	tömeg	gewicht	N;NOM;SG	N;NEUT;SG
tömeg	menigte	tömeg	menigte	N;NOM;SG	N;MASC+FEM;SG
parlamenti	parlementaire	parlamenti	parlementair	ADJ;NOM;SG	ADJ
parlamenti	parlementair	parlamenti	parlementair	ADJ;NOM;SG	ADJ
érsek	aartsbisschop	érs	aartsbisschop	N;NOM;SG	N;MASC+FEM;SG
csillagok	sterren	csillag	ster	N;NOM;PL	N;PL
beszélt	gesproken	beszél	spreken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
beszélt	sprak	beszél	spreken	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
dollár	dollar	dollár	dollar	N;NOM;SG	N;MASC+FEM;SG
színe	kleur	színe	kleur	N;NOM;SG	N;MASC+FEM;SG
színe	kleur	színe	kleur	N;NOM;SG	N;MASC+FEM;SG
elméleti	theoretische	elméleti	theoretisch	ADJ;NOM;SG	ADJ
elméleti	theoretisch	elméleti	theoretisch	ADJ;NOM;SG	ADJ
elméleti	hypothetische	elméleti	hypothetisch	ADJ;NOM;SG	ADJ
elméleti	hypothetisch	elméleti	hypothetisch	ADJ;NOM;SG	ADJ
megszerezte	verkregen	megszerez	verkrijgen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megszerezte	verworven	megszerez	verwerven	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
követi	volgt	követ	volgen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
hetedik	zevende	hetedik	zeven	ADJ;NOM;SG	ADJ
párhuzamosan	parallel	párhuzamos	parallel	ADJ;FRML;SG	ADJ
párhuzamosan	parallelle	párhuzamos	parallel	ADJ;FRML;SG	ADJ
medence	bekken	medence	bekken	N;NOM;SG	N;NEUT;SG
medence	pool	medence	pool	N;NOM;SG	N;MASC+FEM;SG
medence	zwembad	medence	zwembad	N;NOM;SG	N;NEUT;SG
különbség	verschil	különbség	verschil	N;NOM;SG	N;NEUT;SG
nyújtott	verleend	nyújt	verlenen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
nyújtott	toegekend	nyújt	toekennen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kezdődik	begint	kezdődik	beginnen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
kezdődik	begint	kezdődik	beginnen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
uralom	heerschappij	uralom	heerschappij	N;NOM;SG	N;MASC+FEM;SG
uralom	regeerperiode	uralom	regeerperiode	N;NOM;SG	N;MASC+FEM;SG
főváros	kapitaal	főváros	kapitaal	N;NOM;SG	N;NEUT;SG
főváros	hoofdstad	főváros	hoofdstad	N;NOM;SG	N;MASC+FEM;SG
főváros	hoofdletter	főváros	hoofdletter	N;NOM;SG	N;MASC+FEM;SG
közönség	doelgroep	közönség	doelgroep	N;NOM;SG	N;MASC+FEM;SG
közönség	publiek	közönség	publiek	N;NOM;SG	N;NEUT;SG
csökkent	verlaagd	csökken	verlagen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
csökkent	gedaald	csökken	dalen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
csökkent	verminderd	csökken	verminderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
csökkent	verlaagde	csökken	verlagen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
csökkent	afgenomen	csökken	afnemen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
csökkent	verminderde	csökken	verminderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
csökkent	verminderde	csökken	verminderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
csökkent	verminderd	csökken	verminderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
csökkent	verminderde	csökken	verminderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
csökkent	verlaagd	csökken	verlagen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
csökkent	verminderd	csökken	verminderen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
csökkent	gereduceerd	csökken	reduceren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
rendszerek	systemen	rendszer	systeem	N;NOM;PL	N;PL
találkozott	ontmoet	találkozik	ontmoeten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
találkozott	ontmoette	találkozik	ontmoeten	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
asszony	vrouw	asszony	vrouw	N;NOM;SG	N;MASC+FEM;SG
létezett	bestond	létezik	bestaan	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
elemek	items	elem	item	N;NOM;PL	N;PL
elemek	batterijen	elem	batterij	N;NOM;PL	N;PL
elemek	elementen	elem	element	N;NOM;PL	N;PL
temető	kerkhof	temető	kerkhof	N;NOM;SG	N;NEUT;SG
temető	begraafplaats	temető	begraafplaats	N;NOM;SG	N;MASC+FEM;SG
temető	kerkhof	temető	kerkhof	N;NOM;SG	N;NEUT;SG
temető	begraafplaats	temető	begraafplaats	N;NOM;SG	N;MASC+FEM;SG
üzenetet	bericht	üzenet	bericht	N;ACC;SG	N;NEUT;SG
üzenetet	boodschap	üzenet	boodschap	N;ACC;SG	N;MASC+FEM;SG
üzenetet	berichtje	üzenet	bericht	N;ACC;SG	N;NEUT;SG
parlament	parlement	parlament	parlement	N;NOM;SG	N;NEUT;SG
éjszaka	avond	éjszaka	avond	N;NOM;SG	N;MASC+FEM;SG
éjszaka	nacht	éjszaka	nacht	N;NOM;SG	N;MASC+FEM;SG
éjszaka	avondje	éjszaka	avond	N;NOM;SG	N;NEUT;SG
romantikus	romantische	romantikus	romantisch	ADJ;NOM;SG	ADJ
romantikus	romantisch	romantikus	romantisch	ADJ;NOM;SG	ADJ
fizikus	fysicus	fizikus	fysicus	N;NOM;SG	N;MASC+FEM;SG
argentin	argentijns	argent	argentijns	ADJ;NOM;SG	ADJ
argentin	argentijnse	argent	argentijns	ADJ;NOM;SG	ADJ
argentin	argentijns	argent	argentijns	ADJ;NOM;SG	ADJ
argentin	argentijnse	argent	argentijns	ADJ;NOM;SG	ADJ
argentin	argentijns	argent	argentijns	ADJ;NOM;SG	ADJ
argentin	argentijnse	argent	argentijns	ADJ;NOM;SG	ADJ
