for	для	for	для	ADP	ADP;GEN
beskrivelse	опис	beskrivelse	опис	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tror	думаю	tro	думати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
tror	думає	tro	думати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
tror	вважає	tro	вважати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
tror	гадає	tro	гадати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
måned	місяця	måned	місяць	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
måned	місяць	måned	місяць	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
beskæftigelse	працевлаштування	beskæftigelse	працевлаштування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
digte	вірші	digte	вірш	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
mængde	гучність	mængde	гучність	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
mængde	сума	mængde	сума	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
mængde	суму	mængde	сума	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
mængde	кількість	mængde	кількість	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
producer	виробник	producer	виробник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
producer	продюсер	producer	продюсер	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
beskrevet	описано	beskrive	описати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
bevægelse	русі	bevægelse	рух	N;INDF;MASC+FEM;SG	N;INAN;DAT;MASC;SG
bevægelse	рух	bevægelse	рух	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bevægelse	рух	bevægelse	рух	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
forblev	зупинилась	forblev	зупинитися	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
forblev	залишився	forblev	залишитися	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
forblev	залишилася	forblev	залишитися	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
grundlag	базис	grundlag	базис	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tider	часи	tid	час	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
fred	миру	fred	мир	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
fred	мир	fred	мир	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hæren	армії	hær	армія	N;DEF;MASC+FEM;SG	N;INAN;GEN;FEM;SG
hæren	армія	hær	армія	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hæren	військо	hær	військо	N;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
forskning	дослідження	forskning	дослідження	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
partier	вечірок	parti	вечірка	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
partier	вечірки	parti	вечірка	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
partier	партій	parti	партати	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
tæthed	достаток	tæthed	достаток	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tæthed	достатку	tæthed	достаток	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
tæthed	щільність	tæthed	щільність	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
tæthed	щільності	tæthed	щільність	N;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;SG
kaldte	назвали	kalde	назвати	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
kaldte	викликала	kalde	викликати	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
kaldte	викликали	kalde	викликати	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
resultatet	результат	resultat	результат	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
korps	корпус	korps	корпус	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
handel	торгівля	handel	торгівля	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
aktive	активні	aktiv	активний	ADJ;PL	ADJ;NOM;PL
biografi	біографія	biografi	біографія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
biografi	біографію	biografi	біографія	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
sammenhæng	узгодженість	sammenhæng	узгодженість	N;INDF	N;INAN;NOM;FEM;SG
sammenhæng	контекст	sammenhæng	контекст	N;INDF	N;INAN;NOM;MASC;SG
sammenhæng	контексту	sammenhæng	контекст	N;INDF	N;INAN;GEN;MASC;SG
sammenhæng	сумісність	sammenhæng	сумісність	N;INDF	N;INAN;NOM;FEM;SG
rent	чистий	ren	чистий	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
rent	чисте	ren	чистий	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
rent	чиста	ren	чистий	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
slottet	замок	slotte	замка	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
lufthavn	аеропорт	lufthavn	аеропорт	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
sandsynligvis	ймовірно	sandsynligvis	ймовірно	ADV	ADV
sandsynligvis	орієнтовно	sandsynligvis	орієнтовно	ADV	ADV
kor	хор	kor	хор	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
priser	ціни	pris	ціна	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
opera	опера	opera	опера	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
eksemplarer	копії	eksemplar	копія	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
eksemplarer	копій	eksemplar	копія	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
farve	колір	farve	колір	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
farve	колір	farve	колір	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
viden	знання	viden	знання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
råd	порада	råd	порада	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
råd	пораду	råd	пораду	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
sad	сіли	sidde	сісти	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
sad	сидів	sidde	сидіти	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
organisation	організація	organisation	організація	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
organisation	установа	organisation	установий	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
organisation	установа	organisation	установий	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
organisation	організація	organisation	організація	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
købte	купили	købe	купити	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
købte	купила	købe	купити	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
købte	купив	købe	купити	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
modtaget	отримано	modtage	отримати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
modtaget	отримала	modtage	отримати	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
tegn	нічия	tegn	нічия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
tegn	знак	tegn	знак	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tegn	характер	tegn	характер	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tegn	персонаж	tegn	персонаж	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
tegn	символ	tegn	символ	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
fremstillet	виготовлено	fremstille	виготовити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
bevaret	зберегла	bevare	зберегти	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
bevaret	зберігав	bevare	зберігати	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
erstattet	замінено	erstatte	замінити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
erstattet	замінила	erstatte	замінити	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
undgå	ховався	undgå	ховатися	V;NFIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
undgå	уникнути	undgå	уникнути	V;NFIN;ACT	V;PFV;NFIN
undgå	уникайте	undgå	уникати	V;NFIN;ACT	V;IPFV;IMP;PL;2;FIN
undgå	уникати	undgå	уникати	V;NFIN;ACT	V;IPFV;NFIN
øverste	верхні	øvre	верхня	ADJ;DEF;RL	ADJ;NOM;PL
øverste	верхній	øvre	верхній	ADJ;DEF;RL	ADJ;NOM;MASC;SG
øverste	верхній	øvre	верхній	ADJ;DEF;RL	ADJ;NOM;MASC;SG
øverste	найпопулярніші	øvre	найпопулярніший	ADJ;DEF;RL	ADJ;NOM;RL;PL
brasilien	бразилія	brasilie	бразилія	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
kræver	вимагати	kræve	вимагати	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
kræver	потребує	kræve	потребувати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
kræver	вимагає	kræve	вимагати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
elisabeth	єлизавета	elisabeth	єлизавета	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
elisabeth	елізабет	elisabeth	елізабет	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
elisabeth	єлизавета	elisabeth	єлизавета	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
behandling	лікування	behandling	лікування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
scorede	набрав	score	набрати	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
scorede	набрали	score	набрати	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
scorede	набрала	score	набрати	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
debut	дебют	debut	дебют	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
blade	журнали	blad	журнал	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
blade	листочки	blad	листочка	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
blade	клинків	blad	клинка	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
levende	живі	levende	живий	ADJ	ADJ;NOM;PL
rød	червона	rød	червоний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
rød	червоний	rød	червоний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
rød	червоне	rød	червоний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kører	сходять	køre	сходити	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
kører	виконується	køre	виконуватися	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
kører	працює	køre	працювати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
beskriver	описує	beskrive	описувати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
beskriver	описано	beskrive	описати	V;IND;PRS;FIN;ACT	V;PFV;IND;0;FIN
beskriver	описує	beskrive	описувати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
bygge	зібрати	bygge	зібрати	V;NFIN;ACT	V;PFV;NFIN
bygge	побудувати	bygge	побудувати	V;NFIN;ACT	V;PFV;NFIN
bygge	будувати	bygge	будувати	V;NFIN;ACT	V;IPFV;NFIN
ukendt	невідомий	ukendt	невідомий	ADJ;INDF;SG	ADJ;NOM;MASC;SG
ukendt	невідома	ukendt	невідомий	ADJ;INDF;SG	ADJ;NOM;FEM;SG
ukendt	невідоме	ukendt	невідомий	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
betydelig	значну	betydelig	значний	ADJ;INDF;MASC+FEM;SG	ADJ;ACC;FEM;SG
betydelig	значний	betydelig	значний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
nederlag	поразка	nederlag	поразка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
præst	проповідник	præst	проповідник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
præst	священик	præst	священик	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
præst	пастор	præst	пастор	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
stille	тиха	stille	тиха	ADJ	ADJ;NOM;FEM;SG
stille	мовчазна	stille	мовчазний	ADJ	ADJ;NOM;FEM;SG
omgang	колі	omgang	коло	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
omgang	кругла	omgang	кругти	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
omgang	раунд	omgang	раунд	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vigtigt	важлива	vigtig	важливий	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vigtigt	важливий	vigtig	важливий	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
vigtigt	важливе	vigtig	важливий	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
forsvar	захист	forsvar	захист	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
forsvar	оборону	forsvar	оборона	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
forsvar	оборона	forsvar	оборона	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
forsvar	захист	forsvar	захист	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
elever	студенти	elev	студент	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
elever	учням	elev	учень	N;INDF;MASC+FEM;PL	N;ANIM;DAT;MASC;PL
elever	студентів	elev	студент	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
elever	студентам	elev	студент	N;INDF;MASC+FEM;PL	N;ANIM;DAT;MASC;PL
elever	учні	elev	учень	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
elever	учням	elev	учень	N;INDF;MASC+FEM;PL	N;ANIM;DAT;MASC;PL
elever	учнів	elev	учень	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
elever	учні	elev	учень	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
fader	батька	fade	батько	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
fader	батько	fade	батько	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
fader	батьку	fade	батько	N;INDF;MASC+FEM;SG	N;ANIM;VOC;MASC;SG
fader	отець	fade	отець	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
stater	стани	stat	стан	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
trække	возили	trække	возити	V;NFIN;ACT	V;IPFV;IND;PL;PST;FIN
hånd	кисть	hånd	кисть	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hånd	правиця	hånd	правиця	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hånd	рука	hånd	рука	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hånd	руку	hånd	рука	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
søster	сестра	søster	сестра	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
traditionelle	традиційними	traditionel	традиційний	ADJ;PL	ADJ;INS;PL
traditionelle	традиційні	traditionel	традиційний	ADJ;PL	ADJ;NOM;PL
kunstnere	художники	kunstner	художник	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
kunstnere	виконавців	kunstner	виконавець	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
kunstnere	виконавці	kunstner	виконавець	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
kunstnere	художників	kunstner	художник	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
kunstnere	митці	kunstner	митка	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
afdeling	департамент	afdeling	департамент	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afdeling	відділ	afdeling	відділ	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afdeling	ділення	afdeling	ділення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
afdeling	дивізіон	afdeling	дивізіон	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afdeling	поділ	afdeling	поділ	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afdeling	розділ	afdeling	розділ	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afdeling	секція	afdeling	секція	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
korte	короткі	kort	короткий	ADJ;PL	ADJ;NOM;PL
opnå	досягти	opnå	досягти	V;NFIN;ACT	V;PFV;NFIN
læge	лікар	læge	лікар	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
læge	медика	læge	медик	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
læge	лікар	læge	лікар	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
læge	лікаря	læge	лікар	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
læge	доктор	læge	доктор	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
læge	лікарю	læge	лікар	N;INDF;MASC+FEM;SG	N;ANIM;DAT;MASC;SG
kanal	канал	kanal	канал	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kanal	канал	kanal	канал	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kanal	каналом	kanal	канал	N;INDF;MASC+FEM;SG	N;INAN;INS;MASC;SG
kanal	каналу	kanal	канал	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
indspillet	записано	indspille	записати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
indspillet	записав	indspille	записати	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
hovedsageligt	переважно	hovedsageligt	переважно	ADV	ADV
forekommer	статись	forekomme	статися	V;IND;PRS;FIN;ACT	V;PFV;NFIN
forekommer	виникає	forekomme	виникати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
religiøse	релігійні	religiøs	релігійний	ADJ;PL	ADJ;NOM;PL
bærer	несуть	bære	нести	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
bærer	несе	bære	несе	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
bærer	везти	bære	везти	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
bærer	повідомляти	bære	повідомляти	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
henvise	дотримуйтесь	henvise	дотримуватися	V;NFIN;ACT	V;IPFV;IMP;PL;2;FIN
henvise	зверніться	henvise	звернутися	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
rejser	маршрути	rejse	маршрути	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
rejser	подорожі	rejse	подорож	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
rejser	подорожі	rejse	подорож	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
rejser	подорожей	rejse	подорожити	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
website	сайті	website	сайт	N;INDF;NEUT;SG	N;INAN;DAT;MASC;SG
website	сайт	website	сайт	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
mary	марічка	mary	марічка	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
mary	маріє	mary	маріти	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
ender	завершується	ende	завершуватися	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
ender	завершує	ende	завершувати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
ender	закінчується	ende	закінчуватися	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
straks	негайно	straks	негайно	ADV	ADV
straks	одразу	straks	одразу	ADV	ADV
straks	відразу	straks	відразу	ADV	ADV
street	вулиця	stre	вулиця	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
elementer	елементи	element	елемент	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
lære	навчання	lære	навчання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
havn	порт	havn	порт	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
havn	гавань	havn	гавання	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
natur	природа	natur	природа	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
festival	фестиваль	festival	фестиваль	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
republik	республіка	republik	республіка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
kroner	крони	krone	крон	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
nationalitet	нації	nationalitet	нація	N;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;SG
nationalitet	країна	nationalitet	країна	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
nationalitet	націю	nationalitet	нація	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
nationalitet	громадянство	nationalitet	громадянство	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
nationalitet	нація	nationalitet	нація	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
deltage	долучитись	deltage	долучитися	V;NFIN;ACT	V;PFV;NFIN
systemet	система	system	система	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
diskussion	дискусія	diskussion	дискусія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
diskussion	обговорення	diskussion	обговорення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
begrænset	обмежено	begrænse	обмежити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
svarer	відповідає	svare	відповідати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
indbyggertal	населення	indbyggertal	населення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
tyskerne	німці	tysker	німець	N;DEF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
hjemme	додому	hjemme	додому	ADV	ADV
minister	міністр	minist	міністр	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
minister	міністру	minist	міністр	N;INDF;MASC+FEM;SG	N;ANIM;DAT;MASC;SG
fængsel	тюрму	fængsel	тюрма	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
fængsel	тюрма	fængsel	тюрма	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
redaktør	редактор	redaktør	редактор	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
stadium	стадіон	stadium	стадіон	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
stadium	стедіум	stadium	стедія	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
selvstændig	самостійна	selvstændig	самостійний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
selvstændig	незалежна	selvstændig	незалежний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
selvstændig	незалежний	selvstændig	незалежний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
selvstændig	незалежне	selvstændig	незалежний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
selvstændig	автономна	selvstændig	автономний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
selvstændig	автономний	selvstændig	автономний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
teksten	текст	tekst	текст	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
group	група	group	група	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
group	групу	group	група	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
group	спільнота	group	спільнота	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
sjældent	рідко	sjældent	рідко	ADV	ADV
sjældent	рідко	sjældent	рідко	ADV	ADV
beliggenhed	розміщення	beliggenhed	розміщення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
beliggenhed	місцезнаходження	beliggenhed	місцезнаходження	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
beliggenhed	локація	beliggenhed	локація	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
beliggenhed	місце	beliggenhed	місце	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
beliggenhed	розташування	beliggenhed	розташування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
oberst	полковнику	oberst	полковник	N;INDF;MASC+FEM;SG	N;ANIM;DAT;MASC;SG
oberst	полковник	oberst	полковник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
oberst	підполковник	oberst	підполковник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
behov	потреба	behov	потреба	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
enhed	пристрій	enhed	пристрій	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
