prototype	prototype	prototype	prototype	N;NEUT;SG	N;MASC;SG
moleculen	molécules	molecul	molécule	N;PL	N;FEM;PL
transfer	virement	transfer	virement	N;MASC+FEM;SG	N;MASC;SG
transfer	transfert	transfer	transfert	N;MASC+FEM;SG	N;MASC;SG
paragraaf	paragraphe	paragraaf	paragraphe	N;MASC+FEM;SG	N;MASC;SG
paragraaf	alinéa	paragraaf	alinéa	N;MASC+FEM;SG	N;MASC;SG
maine	maine	maine	maine	N;MASC+FEM;SG	N;MASC;SG
geslaagd	réussi	slagen	réussir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geslaagd	réussi	slagen	réussir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geslaagd	diplômée	slagen	diplômer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
periodes	périodes	periode	période	N;PL	N;FEM;PL
onenigheid	discorde	onenigheid	discorde	N;MASC+FEM;SG	N;FEM;SG
onenigheid	désaccord	onenigheid	désaccord	N;MASC+FEM;SG	N;MASC;SG
zak	sac	zak	sac	N;MASC+FEM;SG	N;MASC;SG
zak	sachet	zak	sachet	N;MASC+FEM;SG	N;MASC;SG
zak	sacoche	zak	sacoche	N;MASC+FEM;SG	N;FEM;SG
audi	audi	audi	audi	N;MASC+FEM;SG	N;FEM;SG
hypothese	hypothèse	hypothese	hypothèse	N;MASC+FEM;SG	N;FEM;SG
tegenhanger	contrepartie	tegenhanger	contrepartie	N;MASC+FEM;SG	N;FEM;SG
overdraagbaar	transférable	overdraagbaar	transférable	ADJ	ADJ;MASC;SG
overdraagbaar	transférables	overdraagbaar	transférable	ADJ	ADJ;MASC;PL
overdraagbaar	transmissibles	overdraagbaar	transmissible	ADJ	ADJ;MASC;PL
overdraagbaar	transmissibles	overdraagbaar	transmissible	ADJ	ADJ;MASC;PL
overdraagbaar	transmissible	overdraagbaar	transmissible	ADJ	ADJ;MASC;SG
grey	gris	grey	gris	N;MASC+FEM;SG	N;MASC;SG
lichamelijke	physique	lichamelijk	physique	ADJ	ADJ;MASC;SG
lichamelijke	physiques	lichamelijk	physique	ADJ	ADJ;MASC;PL
bin	poubelle	bin	poubelle	N;MASC+FEM;SG	N;FEM;SG
ringen	bagues	ring	bague	N;PL	N;FEM;PL
ringen	anneaux	ring	anneau	N;PL	N;MASC;PL
akoestische	acoustiques	akoestisch	acoustique	ADJ	ADJ;MASC;PL
akoestische	acoustique	akoestisch	acoustique	ADJ	ADJ;MASC;SG
kam	peigne	kam	peigne	N;MASC+FEM;SG	N;MASC;SG
horne	horne	horne	horne	N;MASC+FEM;SG	N;MASC;SG
raven	ravens	raaf	ravens	N;PL	N;MASC;PL
raven	corbeaux	raaf	corbeau	N;PL	N;MASC;PL
opgelopen	contracté	oplopen	contracter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
opgelopen	contractée	oplopen	contracter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
reageerde	réagi	reageren	réagir	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
reageerde	répondu	reageren	répondre	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
raketten	missiles	raket	missile	N;PL	N;MASC;PL
raketten	roquettes	raket	roquette	N;PL	N;FEM;PL
raketten	fusées	raket	fusée	N;PL	N;FEM;PL
interviews	entretiens	interview	entretien	N;PL	N;MASC;PL
interviews	interviews	interview	interview	N;PL	N;FEM;PL
brouwerijen	brasseurs	brouwerij	brasseur	N;PL	N;MASC;PL
brouwerijen	brasseries	brouwerij	brasserie	N;PL	N;FEM;PL
brouwerijen	brasseurs	brouwerij	brasseur	N;PL	N;MASC;PL
weekdieren	mollusques	weekdier	mollusque	N;PL	N;MASC;PL
irc	irc	irc	irc	N;MASC+FEM;SG	N;MASC;SG
irc	cri	irc	cri	N;MASC+FEM;SG	N;MASC;SG
base	base	base	base	N;MASC+FEM;SG	N;FEM;SG
moeilijkheden	difficultés	moeilijkheid	difficulté	N;PL	N;FEM;PL
moeilijkheden	difficultés	moeilijkheid	difficulté	N;PL	N;FEM;PL
verhoudingen	ratios	verhouding	ratio	N;PL	N;MASC;PL
parade	parade	parade	parade	N;MASC+FEM;SG	N;FEM;SG
ondersteunt	supporte	ondersteunen	supporter	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
ondersteunt	soutient	ondersteunen	soutenir	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
rudy	rudy	rudy	rudy	N;MASC+FEM;SG	N;MASC;SG
wisselen	basculer	wisselen	basculer	V;NFIN	V;NFIN
vrt	vrt	vrt	vrt	N;MASC+FEM;SG	N;FEM;SG
newcastle	newcastle	newcastle	newcastle	N;MASC+FEM;SG	N;MASC;SG
missies	missions	missie	mission	N;PL	N;FEM;PL
trier	trier	trier	trier	N;MASC+FEM;SG	N;MASC;SG
heks	sorcière	heks	sorcière	N;MASC+FEM;SG	N;FEM;SG
regelmatige	ordinaire	regelmatig	ordinaire	ADJ	ADJ;MASC;SG
regelmatige	régulière	regelmatig	régulier	ADJ	ADJ;FEM;SG
regelmatige	régulières	regelmatig	régulier	ADJ	ADJ;FEM;PL
regelmatige	régulier	regelmatig	régulier	ADJ	ADJ;MASC;SG
specialisatie	spécialisation	specialisatie	spécialisation	N;MASC+FEM;SG	N;FEM;SG
specialisatie	spécialisation	specialisatie	spécialisation	N;MASC+FEM;SG	N;FEM;SG
onderzoeker	chercheuse	onderzoeker	chercheux	N;MASC+FEM;SG	N;FEM;SG
onderzoeker	chercheur	onderzoeker	chercheur	N;MASC+FEM;SG	N;MASC;SG
onderzoeker	enquêteur	onderzoeker	enquêteur	N;MASC+FEM;SG	N;MASC;SG
inspanningen	efforts	inspanning	effort	N;PL	N;MASC;PL
sex	sexe	sex	sexe	N;MASC+FEM;SG	N;MASC;SG
genetische	génétique	genetisch	génétique	ADJ	ADJ;MASC;SG
genetische	génétiques	genetisch	génétique	ADJ	ADJ;MASC;PL
luther	luther	luther	luther	N;MASC+FEM;SG	N;MASC;SG
kroatisch	croates	kroatisch	croate	ADJ	ADJ;MASC;PL
kroatisch	croate	kroatisch	croate	ADJ	ADJ;MASC;SG
inzetten	mises	inzetten	mettre	V;NFIN	V;FEM;PL;PST;V.PTCP
inzetten	parie	inzetten	parier	V;NFIN	V;IND;SG;3;PRS;FIN
inzetten	parier	inzetten	parier	V;NFIN	V;NFIN
cape	cape	cape	cape	N;MASC+FEM;SG	N;FEM;SG
cape	cap	cape	cap	N;MASC+FEM;SG	N;MASC;SG
rijsel	lille	rijsel	lille	N;MASC+FEM;SG	N;FEM;SG
sessie	session	sessie	session	N;MASC+FEM;SG	N;FEM;SG
sessie	séance	sessie	séance	N;MASC+FEM;SG	N;FEM;SG
rijder	rider	rijder	rider	N;MASC+FEM;SG	N;MASC;SG
rijder	motard	rijder	motard	N;MASC+FEM;SG	N;MASC;SG
rijder	cavalier	rijder	cavalier	N;MASC+FEM;SG	N;MASC;SG
persoonlijkheid	personnalité	persoonlijkheid	personnalité	N;MASC+FEM;SG	N;FEM;SG
overdreven	excessif	overdreven	excessif	ADJ	ADJ;MASC;SG
overdreven	excessifs	overdreven	excessif	ADJ	ADJ;MASC;PL
overdreven	excessive	overdreven	excessif	ADJ	ADJ;FEM;SG
stevige	robustes	stevig	robuste	ADJ	ADJ;MASC;PL
stevige	robuste	stevig	robuste	ADJ	ADJ;MASC;SG
karin	karine	karin	karine	N;MASC+FEM;SG	N;FEM;SG
proef	saveur	proef	saveur	N;MASC+FEM;SG	N;FEM;SG
proef	goût	proef	goût	N;MASC+FEM;SG	N;MASC;SG
proef	essai	proef	essai	N;MASC+FEM;SG	N;MASC;SG
proef	procès	proef	procès	N;MASC+FEM;SG	N;MASC;SG
herkozen	réélu	herkiezen	réélire	V;V.PTCP	V;MASC;SG;PST;V.PTCP
herkozen	réélus	herkiezen	réélis	V;V.PTCP	V;MASC;PL;PST;V.PTCP
tabellen	tables	tabel	table	N;PL	N;FEM;PL
tabellen	tableaux	tabel	tableau	N;PL	N;MASC;PL
lijk	cadavre	lijk	cadavre	N;NEUT;SG	N;MASC;SG
emanuel	emanuel	emanuel	emanuel	N;MASC+FEM;SG	N;MASC;SG
ridderschap	chevalerie	ridderschap	chevalerie	N;MASC+FEM;SG	N;FEM;SG
dawn	aube	dawn	aube	N;MASC+FEM;SG	N;FEM;SG
dawn	aurore	dawn	aurore	N;MASC+FEM;SG	N;FEM;SG
thriller	suspense	thriller	suspense	N;MASC+FEM;SG	N;MASC;SG
thriller	thriller	thriller	thriller	N;MASC+FEM;SG	N;MASC;SG
hoopte	espéré	hoopte	espérer	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
papoea	papouasie	papoea	papouasie	N;NEUT;SG	N;FEM;SG
confrontatie	confrontation	confrontatie	confrontation	N;MASC+FEM;SG	N;FEM;SG
confrontatie	confrontation	confrontatie	confrontation	N;MASC+FEM;SG	N;FEM;SG
confrontatie	affrontement	confrontatie	affrontement	N;MASC+FEM;SG	N;MASC;SG
buitenkant	exterieur	buitenkant	exterieur	ADJ	ADJ;MASC;SG
buitenkant	extérieurs	buitenkant	extérieur	ADJ	ADJ;MASC;PL
buitenkant	extérieures	buitenkant	extérieur	ADJ	ADJ;FEM;PL
buitenkant	exterieur	buitenkant	exterieur	ADJ	ADJ;MASC;SG
buitenkant	extérieure	buitenkant	extérieur	ADJ	ADJ;FEM;SG
unaniem	unanime	unaniem	unanime	ADJ	ADJ;MASC;SG
unaniem	unanimes	unaniem	unanime	ADJ	ADJ;MASC;PL
invallen	descentes	invallen	descente	N;PL	N;FEM;PL
invallen	raids	invallen	raid	N;PL	N;MASC;PL
invallen	incursions	invallen	incursion	N;PL	N;FEM;PL
voorgangers	prédécesseurs	voorganger	prédécesseur	N;PL	N;MASC;PL
keltische	celtique	keltisch	celtique	ADJ	ADJ;MASC;SG
intern	internes	intern	interne	ADJ	ADJ;MASC;PL
intern	interne	intern	interne	ADJ	ADJ;MASC;SG
intern	interne	intern	interne	ADJ	ADJ;MASC;SG
dader	délinquant	dader	délinquant	N;MASC+FEM;SG	N;MASC;SG
dader	agresseur	dader	agresseur	N;MASC+FEM;SG	N;MASC;SG
straße	straße	straße	straße	N;MASC+FEM;SG	N;FEM;SG
gerichte	dirigé	richten	diriger	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerichte	réalisé	richten	réaliser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerichte	orienté	richten	orienter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerichte	dirigées	richten	diriger	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gerichte	ciblée	richten	cibler	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gerichte	ciblés	richten	cibler	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gerichte	ciblé	richten	cibler	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gerichte	ciblées	richten	ciblé	V;V.PTCP	V;FEM;PL;PST;V.PTCP
hellingen	pentes	helling	pente	N;PL	N;FEM;PL
hellingen	pistes	helling	piste	N;PL	N;FEM;PL
hellingen	gradients	helling	gradient	N;PL	N;MASC;PL
bulgaarse	bulgare	bulgaars	bulgare	ADJ	ADJ;MASC;SG
bulgaarse	bulgares	bulgaars	bulgare	ADJ	ADJ;MASC;PL
zangers	chanteurs	zanger	chanteur	N;PL	N;MASC;PL
zangers	chanteuses	zanger	chanteur	N;PL	N;FEM;PL
notering	cotation	notering	cotation	N;MASC+FEM;SG	N;FEM;SG
notering	citation	notering	citation	N;MASC+FEM;SG	N;FEM;SG
notering	devis	notering	devis	N;MASC+FEM;SG	N;MASC;SG
hoofdletters	majuscules	hoofdletter	majuscule	N;PL	N;FEM;PL
hoofdletters	majuscules	hoofdletter	majuscule	N;PL	N;FEM;PL
hoofdletters	capitales	hoofdletter	capitale	N;PL	N;FEM;PL
hoofdletters	majuscules	hoofdletter	majuscule	N;PL	N;FEM;PL
folk	folk	folk	folk	N;MASC+FEM;SG	N;MASC;SG
pijl	flèche	pijl	flèche	N;MASC+FEM;SG	N;FEM;SG
verschijnselen	phénomènes	verschijnselen	phénomène	N;PL	N;MASC;PL
onderdak	abri	onderdak	abri	N;NEUT;SG	N;MASC;SG
micro	micro	micro	micro	N;MASC+FEM;SG	N;MASC;SG
bondgenoten	alliés	bondgenoot	allié	N;PL	N;MASC;PL
sol	sol	sol	sol	N;MASC+FEM;SG	N;MASC;SG
categoriseren	catégoriser	categoriseren	catégoriser	V;NFIN	V;NFIN
lancering	lancement	lancering	lancement	N;MASC+FEM;SG	N;MASC;SG
lancering	lancement	lancering	lancement	N;MASC+FEM;SG	N;MASC;SG
combineren	combiner	combineren	combiner	V;NFIN	V;NFIN
combineren	conjuguer	combineren	conjuguer	V;NFIN	V;NFIN
combineren	combiner	combineren	combiner	V;NFIN	V;NFIN
combineren	combinant	combineren	combinant	V;NFIN	V;PRS;V.PTCP
combineren	conjuguer	combineren	conjuguer	V;NFIN	V;NFIN
acts	actes	acts	acte	N;PL	N;MASC;PL
giro	giro	giro	giro	N;MASC+FEM;SG	N;MASC;SG
omgekomen	péri	omkomen	périr	V;V.PTCP	V;MASC;SG;PST;V.PTCP
bevestigde	confirmé	bevestigen	confirmer	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
bevestigde	confirmée	bevestigen	confirmer	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
schoon	propre	schoon	propre	ADJ	ADJ;MASC;SG
wettelijk	juridique	wettelijk	juridique	ADJ	ADJ;MASC;SG
wettelijk	légal	wettelijk	légal	ADJ	ADJ;MASC;SG
wettelijk	légales	wettelijk	légal	ADJ	ADJ;FEM;PL
wettelijk	légale	wettelijk	légal	ADJ	ADJ;FEM;SG
geniet	profite	genieten	profiter	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
geniet	profiter	genieten	profiter	V;SG;PRS;FIN	V;NFIN
niger	niger	niger	niger	N;MASC+FEM;SG	N;MASC;SG
bass	contrebasse	bass	contrebasse	N;MASC+FEM;SG	N;FEM;SG
bass	bassiste	bass	bassiste	N;MASC+FEM;SG	N;MASC;SG
stelen	voler	stelen	voler	V;NFIN	V;NFIN
kabel	cable	kabel	cable	N;MASC+FEM;SG	N;MASC;SG
kabel	câble	kabel	câble	N;MASC+FEM;SG	N;MASC;SG
boos	furieux	boos	furieux	ADJ	ADJ;MASC;SG
boos	furieuse	boos	furieux	ADJ	ADJ;FEM;SG
boos	furieux	boos	furieux	ADJ	ADJ;MASC;SG
boos	fou	boos	fou	ADJ	ADJ;MASC;SG
boos	furieuse	boos	furieux	ADJ	ADJ;FEM;SG
boos	folle	boos	fou	ADJ	ADJ;FEM;SG
zuivere	pures	zuiver	pur	ADJ	ADJ;FEM;PL
zuivere	purs	zuiver	pur	ADJ	ADJ;MASC;PL
zuivere	pur	zuiver	pur	ADJ	ADJ;MASC;SG
zuivere	pure	zuiver	pur	ADJ	ADJ;FEM;SG
ratings	cotes	ratings	cote	N;PL	N;FEM;PL
ratings	appréciations	ratings	appréciation	N;PL	N;FEM;PL
ratings	évaluations	ratings	évaluation	N;PL	N;FEM;PL
regisseerde	dirigé	regisseren	diriger	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
regisseerde	réalisé	regisseren	réaliser	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
regisseerde	orienté	regisseren	orienter	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
filter	filtre	filter	filtre	N;NEUT;SG	N;MASC;SG
filter	filtrage	filter	filtrage	N;NEUT;SG	N;MASC;SG
vernieuwing	renouveau	vernieuwing	renouveau	N;MASC+FEM;SG	N;MASC;SG
vernieuwing	renouvellement	vernieuwing	renouvellement	N;MASC+FEM;SG	N;MASC;SG
vernieuwing	innovation	vernieuwing	innovation	N;MASC+FEM;SG	N;FEM;SG
schoonheid	beauté	schoonheid	beauté	N;MASC+FEM;SG	N;FEM;SG
royale	royale	royaal	royal	ADJ	ADJ;FEM;SG
overstromingen	inondations	overstroming	inondation	N;PL	N;FEM;PL
overstromingen	inondations	overstroming	inondation	N;PL	N;FEM;PL
overstromingen	inondations	overstroming	inondation	N;PL	N;FEM;PL
theresia	thérèse	theresia	thérèse	N;MASC+FEM;SG	N;FEM;SG
voldaan	satisfaites	voldoen	satisfait	V;V.PTCP	V;FEM;PL;PST;V.PTCP
voldaan	accomplie	voldoen	accomplir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
voldaan	remplies	voldoen	remplir	V;V.PTCP	V;FEM;PL;PST;V.PTCP
voldaan	satisfait	voldoen	satisfaire	V;V.PTCP	V;MASC;SG;PST;V.PTCP
voldaan	satisfaits	voldoen	satisfaire	V;V.PTCP	V;MASC;PL;PST;V.PTCP
voldaan	satisfaites	voldoen	satisfait	V;V.PTCP	V;FEM;PL;PST;V.PTCP
klm	klm	klm	klm	N;MASC+FEM;SG	N;MASC;SG
trofee	trophée	trofee	trophée	N;MASC+FEM;SG	N;MASC;SG
trofee	trophy	trofee	trophy	N;MASC+FEM;SG	N;MASC;SG
presenteren	présentant	presenteren	présenter	V;NFIN	V;PRS;V.PTCP
presenteren	présenter	presenteren	présenter	V;NFIN	V;NFIN
reptielen	reptiles	reptiel	reptile	N;PL	N;MASC;PL
reptielen	reptiles	reptiel	reptile	N;PL	N;MASC;PL
voel	sentir	voelen	sentir	V;SG;PRS;FIN	V;NFIN
voel	ressentir	voelen	ressentir	V;SG;PRS;FIN	V;NFIN
sponsor	commanditaire	sponsor	commanditaire	N;MASC+FEM;SG	N;MASC;SG
sponsor	parrain	sponsor	parrain	N;MASC+FEM;SG	N;MASC;SG
sponsor	sponsor	sponsor	sponsor	N;MASC+FEM;SG	N;MASC;SG
sponsor	promoteur	sponsor	promoteur	N;MASC+FEM;SG	N;MASC;SG
georganiseerde	organisé	organiseren	organiser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
georganiseerde	organisés	organiseren	organiser	V;V.PTCP	V;MASC;PL;PST;V.PTCP
georganiseerde	organisée	organiseren	organiser	V;V.PTCP	V;FEM;SG;PST;V.PTCP
georganiseerde	organisées	organiseren	organiser	V;V.PTCP	V;FEM;PL;PST;V.PTCP
georganiseerde	organisé	organiseren	organiser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
georganiseerde	organisés	organiseren	organiser	V;V.PTCP	V;MASC;PL;PST;V.PTCP
georganiseerde	organisée	organiseren	organiser	V;V.PTCP	V;FEM;SG;PST;V.PTCP
georganiseerde	organisées	organiseren	organiser	V;V.PTCP	V;FEM;PL;PST;V.PTCP
tan	bronzage	tan	bronzage	N;MASC+FEM;SG	N;MASC;SG
roosendaal	roosendaal	roosendaal	roosendaal	N;NEUT;SG	N;MASC;SG
basketbal	basket	basketbal	basket	N;NEUT;SG	N;MASC;SG
basketbal	basketball	basketbal	basketball	N;NEUT;SG	N;MASC;SG
giant	géant	ganen	géant	N;MASC+FEM;SG	N;MASC;SG
welsh	welsh	welsh	welsh	N;NEUT;SG	N;MASC;SG
chief	chef	chief	chef	N;MASC+FEM;SG	N;MASC;SG
geconfronteerd	confronté	confronteren	confronter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geconfronteerd	confrontés	confronteren	confronter	V;V.PTCP	V;MASC;PL;PST;V.PTCP
overgeplaatst	transférées	overplaatsen	transférer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
overgeplaatst	transférés	overplaatsen	transférer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
overgeplaatst	transférée	overplaatsen	transférer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
overgeplaatst	transféré	overplaatsen	transférer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
omringende	entourant	omringen	entourer	V;V.PTCP	V;PRS;V.PTCP
giftig	toxique	giftig	toxique	ADJ	ADJ;MASC;SG
giftig	toxiques	giftig	toxique	ADJ	ADJ;MASC;PL
giftig	venimeux	giftig	venimeux	ADJ	ADJ;MASC;SG
giftig	toxique	giftig	toxique	ADJ	ADJ;MASC;SG
giftig	toxiques	giftig	toxique	ADJ	ADJ;MASC;PL
jubileum	anniversaire	jubileum	anniversaire	N;NEUT;SG	N;MASC;SG
edge	bord	edg	bord	N;MASC+FEM;SG	N;MASC;SG
edge	bordure	edg	bordure	N;MASC+FEM;SG	N;FEM;SG
edge	arête	edg	arête	N;MASC+FEM;SG	N;FEM;SG
bulletin	bulletin	bulletin	bulletin	N;NEUT;SG	N;MASC;SG
forten	forteresses	forten	forteresse	N;PL	N;FEM;PL
belegering	siege	belegering	siege	N;MASC+FEM;SG	N;MASC;SG
belegering	siège	belegering	siège	N;MASC+FEM;SG	N;MASC;SG
ironman	ironman	ironman	ironman	N;MASC+FEM;SG	N;MASC;SG
crystal	cristal	crystal	cristal	N;MASC+FEM;SG	N;MASC;SG
crystal	crystal	crystal	crystal	N;MASC+FEM;SG	N;MASC;SG
betrouwbaar	fiable	betrouwbaar	fiable	ADJ	ADJ;MASC;SG
betrouwbaar	fiables	betrouwbaar	fiable	ADJ	ADJ;MASC;PL
betrouwbaar	fiable	betrouwbaar	fiable	ADJ	ADJ;MASC;SG
blanke	caucasien	blank	caucasien	ADJ	ADJ;MASC;SG
gestaakt	arrêté	staken	arrêter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gestaakt	interrompu	staken	interrompre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
nauwkeurig	exacte	nauwkeurig	exact	ADJ	ADJ;FEM;SG
nauwkeurig	précises	nauwkeurig	précis	ADJ	ADJ;FEM;PL
nauwkeurig	précis	nauwkeurig	précis	ADJ	ADJ;MASC;SG
orléans	orléans	orléans	orléan	N;MASC+FEM;SG	N;MASC;SG
orléans	orléans	orléans	orléan	N;MASC+FEM;SG	N;MASC;SG
kruistocht	croisade	kruistocht	croisade	N;MASC+FEM;SG	N;FEM;SG
moselle	moselle	moselle	moselle	N;MASC+FEM;SG	N;FEM;SG
voorgedragen	nominée	voordragen	nominer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
voorgedragen	nominé	voordragen	nominer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
voorgedragen	désignés	voordragen	désigner	V;V.PTCP	V;MASC;PL;PST;V.PTCP
passeren	passer	passeren	passer	V;NFIN	V;NFIN
passeren	passant	passeren	passer	V;NFIN	V;PRS;V.PTCP
passeren	passer	passeren	passer	V;NFIN	V;NFIN
passeren	passe	passeren	passer	V;NFIN	V;IND;SG;3;PRS;FIN
passeren	passent	passeren	passer	V;NFIN	V;IND;PL;3;PRS;FIN
drive	lecteur	drive	lecteur	N;MASC+FEM;SG	N;MASC;SG
kapitaal	majuscule	kapitaal	majuscule	N;NEUT;SG	N;FEM;SG
kapitaal	capitale	kapitaal	capitale	N;NEUT;SG	N;FEM;SG
kapitaal	capital	kapitaal	capital	N;NEUT;SG	N;MASC;SG
maatregel	mesure	maatregel	mesure	N;MASC+FEM;SG	N;FEM;SG
kast	armoire	kast	armoire	N;MASC+FEM;SG	N;FEM;SG
kast	placard	kast	placard	N;MASC+FEM;SG	N;MASC;SG
kast	placard	kast	placard	N;MASC+FEM;SG	N;MASC;SG
mijnen	mines	mijn	mine	N;PL	N;FEM;PL
eed	vœu	eed	vœu	N;MASC+FEM;SG	N;MASC;SG
eed	voeu	eed	voeu	N;MASC+FEM;SG	N;MASC;SG
eed	serment	eed	serment	N;MASC+FEM;SG	N;MASC;SG
touw	corde	touw	corde	N;NEUT;SG	N;FEM;SG
touw	ficelle	touw	ficelle	N;NEUT;SG	N;FEM;SG
decreet	décret	decreet	décret	N;NEUT;SG	N;MASC;SG
snuit	museau	snuit	museau	N;MASC+FEM;SG	N;MASC;SG
url	url	url	url	N;MASC+FEM;SG	N;MASC;SG
bevestigen	confirmez	bevestigen	confirmer	V;NFIN	V;IMP;PL;2;PRS;FIN
bevestigen	confirmer	bevestigen	confirmer	V;NFIN	V;NFIN
isabelle	isabelle	isabelle	isabelle	N;MASC+FEM;SG	N;FEM;SG
fernand	fernand	fernand	fernand	N;MASC+FEM;SG	N;MASC;SG
gekroond	couronnés	kronen	couronner	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gekroond	couronnée	kronen	couronner	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gekroond	couronnées	kronen	couronnée	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gekroond	couronné	kronen	couronner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
trinidad	trinité	trinidad	trinité	N;MASC+FEM;SG	N;FEM;SG
bepaling	provision	bepaling	provision	N;MASC+FEM;SG	N;FEM;SG
bepaling	disposition	bepaling	disposition	N;MASC+FEM;SG	N;FEM;SG
bepaling	détermination	bepaling	détermination	N;MASC+FEM;SG	N;FEM;SG
worstelaar	lutteur	worstelaar	lutteur	N;MASC+FEM;SG	N;MASC;SG
worstelaar	catcheur	worstelaar	catcheur	N;MASC+FEM;SG	N;MASC;SG
imago	image	imago	image	N;NEUT;SG	N;FEM;SG
grotten	caves	grot	cave	N;PL	N;FEM;PL
grotten	grottes	grot	grotte	N;PL	N;FEM;PL
grotten	cavernes	grot	caverne	N;PL	N;FEM;PL
afval	gaspillage	afval	gaspillage	N;NEUT;SG	N;MASC;SG
afval	déchet	afval	déchet	N;NEUT;SG	N;MASC;SG
afval	corbeille	afval	corbeille	N;NEUT;SG	N;FEM;SG
afval	poubelle	afval	poubelle	N;NEUT;SG	N;FEM;SG
afval	trash	afval	trash	N;NEUT;SG	N;MASC;SG
afval	poubelle	afval	poubelle	N;NEUT;SG	N;FEM;SG
eagles	eagles	eagles	eagle	N;PL	N;MASC;PL
eagles	aigles	eagles	aigle	N;PL	N;MASC;PL
rechters	magistrats	rechter	magistrat	N;PL	N;MASC;PL
rechters	juges	rechter	juge	N;PL	N;MASC;PL
trots	fière	trots	fière	ADJ	ADJ;FEM;SG
trots	fiers	trots	fier	ADJ	ADJ;MASC;PL
trots	orgueilleux	trots	orgueilleux	ADJ	ADJ;MASC;SG
trots	fières	trots	fière	ADJ	ADJ;FEM;PL
roeien	ramer	roeien	ramer	V;NFIN	V;NFIN
roeien	rangées	roeien	rangée	V;NFIN	V;FEM;PL;PST;V.PTCP
roeien	rangée	roeien	rangée	V;NFIN	V;FEM;SG;PST;V.PTCP
nood	nécessité	nood	nécessité	N;MASC+FEM;SG	N;FEM;SG
nood	besoin	nood	besoin	N;MASC+FEM;SG	N;MASC;SG
aankoop	achat	aankoop	achat	N;MASC+FEM;SG	N;MASC;SG
aankoop	achat	aankoop	achat	N;MASC+FEM;SG	N;MASC;SG
aankoop	acquisition	aankoop	acquisition	N;MASC+FEM;SG	N;FEM;SG
marsh	marécage	marsh	marécage	N;MASC+FEM;SG	N;MASC;SG
marsh	marais	marsh	marais	N;MASC+FEM;SG	N;MASC;SG
toegepaste	appliquée	toepassen	appliquer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
toegepaste	appliqués	toepassen	appliquer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
toegepaste	appliqué	toepassen	appliquer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
schans	rampe	schans	rampe	N;MASC+FEM;SG	N;FEM;SG
schans	bretelle	schans	bretelle	N;MASC+FEM;SG	N;FEM;SG
wii	wii	wii	wii	N;MASC+FEM;SG	N;FEM;SG
verwondingen	blessures	verwonding	blessure	N;PL	N;FEM;PL
verwondingen	lésions	verwonding	lésion	N;PL	N;FEM;PL
proza	prose	proza	prose	N;NEUT;SG	N;FEM;SG
gladde	lisses	glad	lisse	ADJ	ADJ;MASC;PL
gladde	lisse	glad	lisse	ADJ	ADJ;FEM;SG
browser	navigateur	browser	navigateur	N;MASC+FEM;SG	N;MASC;SG
dierentuin	zoo	dierentuin	zoo	N;MASC+FEM;SG	N;MASC;SG
