през	keresztül	през	keresztül	ADP	ADP
науките	tudományok	наука	tudomány	N;DEF;FEM;PL	N;NOM;PL
излъчване	közvetítés	излъчване	közvetítés	N;INDF;NEUT;SG	N;NOM;SG
излъчване	adás	излъчване	adás	N;INDF;NEUT;SG	N;NOM;SG
излъчване	műsorszolgáltatás	излъчване	műsorszolgáltatás	N;INDF;NEUT;SG	N;NOM;SG
осигурява	nyújt	осигурявам	nyújt	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
светлина	fény	светлина	fény	N;INDF;FEM;SG	N;NOM;SG
светлина	fényt	светлина	fény	N;INDF;FEM;SG	N;ACC;SG
светлина	lámpa	светлина	lámpa	N;INDF;FEM;SG	N;NOM;SG
фамилия	vezetéknév	фамилия	vezeték	N;INDF;FEM;SG	N;NOM;SG
органи	hatóságok	орган	hatóság	N;INDF;MASC;PL	N;NOM;PL
органи	szervei	орган	szervei	N;INDF;MASC;PL	N;NOM;PL
органи	szervek	орган	szerv	N;INDF;MASC;PL	N;NOM;PL
повърхността	felszín	повърхност	felszín	N;DEF;FEM;SG	N;NOM;SG
повърхността	felület	повърхност	felület	N;DEF;FEM;SG	N;NOM;SG
повърхността	felszíni	повърхност	fel+színi	N;DEF;FEM;SG	N;NOM;SG
стопанство	gazdaság	стопанство	gazdaság	N;INDF;NEUT;SG	N;NOM;SG
стопанство	holding	стопанство	holding	N;INDF;NEUT;SG	N;NOM;SG
уефа	uefa	уеф	uefa	N;DEF;MASC;SG	N;NOM;SG
затвор	börtönbüntetés	затвор	börtönbüntetés	N;INDF;MASC;SG	N;NOM;SG
затвор	börtön	затвор	börtön	N;INDF;MASC;SG	N;NOM;SG
затвор	börtönbe	затвор	börtön	N;INDF;MASC;SG	N;IN+ALL;SG
затвор	börtön	затвор	börtön	N;INDF;MASC;SG	N;NOM;SG
затвор	börtönben	затвор	börtönben	N;INDF;MASC;SG	N;IN+ESS;SG
пристига	érkezik	пристигам	érkezik	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
пристига	megérkezik	пристигам	megérkezik	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
пристига	érkezik	пристигам	érkezik	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
намалява	csökken	намалявам	csökken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
единици	egységek	единица	egység	N;INDF;FEM;PL	N;NOM;PL
теми	témák	тема	téma	N;INDF;FEM;PL	N;NOM;PL
теми	témák	тема	téma	N;INDF;FEM;PL	N;NOM;PL
теми	alanyok	тема	alanyok	N;INDF;FEM;PL	N;NOM;PL
теми	témák	тема	téma	N;INDF;FEM;PL	N;NOM;PL
произвежда	termel	произвеждам	termel	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
улица	utca	улица	utca	N;INDF;FEM;SG	N;NOM;SG
министри	miniszterek	министър	miniszter	N;INDF;MASC;PL	N;NOM;PL
седмица	héten	седмица	hét	N;INDF;FEM;SG	N;ON+ESS;SG
седмица	hét	седмица	hét	N;INDF;FEM;SG	N;NOM;SG
изкуства	művészetek	изкуство	művészet	N;INDF;NEUT;PL	N;NOM;PL
свещеник	pap	свещеник	pap	N;INDF;MASC;SG	N;NOM;SG
гласуване	szavazás	гласуване	szavazás	N;INDF;NEUT;SG	N;NOM;SG
гласуване	szavazás	гласуване	szavazás	N;INDF;NEUT;SG	N;NOM;SG
гласуване	szavazati	гласуване	szavazati	N;INDF;NEUT;SG	N;NOM;SG
дядо	nagyapa	дядо	nagyapa	N;INDF;MASC;SG	N;NOM;SG
дядо	nagyapa	дядо	nagyapa	N;INDF;MASC;SG	N;NOM;SG
природата	jelleg	природа	jelleg	N;DEF;FEM;SG	N;NOM;SG
природата	természet	природа	természet	N;DEF;FEM;SG	N;NOM;SG
виктория	viktória	виктория	viktória	N;INDF;FEM;SG	N;NOM;SG
виктория	victoria	виктория	victoria	N;INDF;FEM;SG	N;NOM;SG
идеи	eszmék	идея	eszmék	N;INDF;FEM;PL	N;NOM;PL
идеи	ötletek	идея	ötlet	N;INDF;FEM;PL	N;NOM;PL
речник	szótár	речник	szótár	N;INDF;MASC;SG	N;NOM;SG
речник	szószedet	речник	szószedet	N;INDF;MASC;SG	N;NOM;SG
речник	szótár	речник	szótár	N;INDF;MASC;SG	N;NOM;SG
речник	szókincse	речник	szókincse	N;INDF;MASC;SG	N;NOM;SG
речник	szótár	речник	szótár	N;INDF;MASC;SG	N;NOM;SG
партньор	társ	партньор	társ	N;INDF;MASC;SG	N;NOM;SG
партньор	partner	партньор	partner	N;INDF;MASC;SG	N;NOM;SG
партньор	társa	партньор	társ	N;INDF;MASC;SG	N;NOM;SG
партньор	társam	партньор	társ	N;INDF;MASC;SG	N;NOM;SG
полза	haszon	полза	hasz	N;INDF;FEM;SG	N;NOM;SG
полза	előny	полза	előny	N;INDF;FEM;SG	N;NOM;SG
признава	elismeri	признавам-(се)	elismeri	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
признава	felismeri	признавам-(се)	felismeri	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
признава	elismeri	признавам-(се)	elismeri	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
признава	elismeri	признавам-(се)	elismeri	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
признава	bevallja	признавам-(се)	be+vall	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
атака	támadás	атака	támadás	N;INDF;FEM;SG	N;NOM;SG
мъжка	férfi	мъжка	férfi	N;INDF;FEM;SG	N;NOM;SG
мъжка	hím	мъжка	hím	N;INDF;FEM;SG	N;NOM;SG
бежанци	menekültek	бежанец	menekült	N;INDF;MASC;PL	N;NOM;PL
чужбина	külföldre	чужбина	külföld	N;INDF;FEM;SG	N;ON+ALL;SG
класа	óra	клас	óra	N;DEF;MASC;SG	N;NOM;SG
класа	osztály	клас	osztály	N;DEF;MASC;SG	N;NOM;SG
финал	záró	финал	záró	N;INDF;MASC;SG	N;NOM;SG
финал	finálé	финал	finálé	N;INDF;MASC;SG	N;NOM;SG
изборите	választások	избор	választás	N;DEF;MASC;PL	N;NOM;PL
нощта	éjszaka	нощ	éjszaka	N;DEF;FEM;SG	N;NOM;SG
ресурси	erőforrások	ресурс	erőforrás	N;INDF;MASC;PL	N;NOM;PL
ресурси	források	ресурс	forrás	N;INDF;MASC;PL	N;NOM;PL
потребители	felhasználói	потребител	felhasználói	N;INDF;MASC;PL	N;NOM;PL
потребители	felhasználók	потребител	felhasználó	N;INDF;MASC;PL	N;NOM;PL
потребители	fogyasztók	потребител	fogyasztó	N;INDF;MASC;PL	N;NOM;PL
специалност	specialitása	специалност	specialitás	N;INDF;FEM;SG	N;NOM;SG
специалност	specialitása	специалност	specialitás	N;INDF;FEM;SG	N;NOM;SG
самолет	repülőgép	самолет	repülőgép	N;INDF;MASC;SG	N;NOM;SG
самолет	repülővel	самолет	repülő	N;INDF;MASC;SG	N;INS;SG
самолет	repülőgép	самолет	repülőgép	N;INDF;MASC;SG	N;NOM;SG
самолет	repülőgép	самолет	repülőgép	N;INDF;MASC;SG	N;NOM;SG
секция	részleg	секция	részleg	N;INDF;FEM;SG	N;NOM;SG
секция	szakasz	секция	szakasz	N;INDF;FEM;SG	N;NOM;SG
секция	szekció	секция	szekció	N;INDF;FEM;SG	N;NOM;SG
предава	továbbítja	предавам-(се)	továbbít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
предава	továbbítja	предавам-(се)	továbbít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
патриаршия	patriarchátus	патриаршия	patriarchátus	N;INDF;FEM;SG	N;NOM;SG
градина	kert	градина	ker	N;INDF;FEM;SG	N;NOM;SG
градина	kertje	градина	kert	N;INDF;FEM;SG	N;NOM;SG
градина	kertben	градина	kert	N;INDF;FEM;SG	N;IN+ESS;SG
науката	tudomány	наука	tudomány	N;DEF;FEM;SG	N;NOM;SG
ниска	alacsonyan	нисък	alacsony	ADJ;INDF;FEM;SG	ADJ;FRML;SG
ниска	alacsony	нисък	alacsony	ADJ;INDF;FEM;SG	ADJ;NOM;SG
судан	szudán	судан	szuda	N;INDF;FEM;SG	N;NOM;SG
дейности	tevékenységei	дейност	tevékenység	N;INDF;FEM;PL	N;NOM;PL
дейности	tevékenységek	дейност	tevékenység	N;INDF;FEM;PL	N;NOM;PL
приблизително	hozzávetőleg	приблизително	hozzávetőleg	ADV	ADV
приблизително	körülbelül	приблизително	körülbelül	ADV	ADV
жанрове	műfajok	жанър	műfaj	N;INDF;MASC;PL	N;NOM;PL
централен	központi	централен	központi	ADJ;INDF;MASC;SG	ADJ;NOM;SG
тур	turné	тур	tur	N;INDF;MASC;SG	N;NOM;SG
тур	túra	тур	túra	N;INDF;MASC;SG	N;NOM;SG
изисква	igényli	изисквам	igényli	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
изисква	megköveteli	изисквам	megköveteli	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
ученици	diákok	ученик	diák	N;INDF;MASC;PL	N;NOM;PL
ученици	hallgatók	ученик	hallgató	N;INDF;MASC;PL	N;NOM;PL
ученици	tanulók	ученик	tanuló	N;INDF;MASC;PL	N;NOM;PL
ученици	tanulók	ученик	tanuló	N;INDF;MASC;PL	N;NOM;PL
номинации	jelölések	номинация	jelölés	N;INDF;FEM;PL	N;NOM;PL
номинации	jelöléseket	номинация	jelölés	N;INDF;FEM;PL	N;ACC;PL
санта	mikulás	санта	mikulás	N;INDF;FEM;SG	N;NOM;SG
важен	fontos	важен	fontos	ADJ;INDF;MASC;SG	ADJ;NOM;SG
избира	választja	избирам	választ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
вестници	lapok	вестник	lap	N;INDF;MASC;PL	N;NOM;PL
вестници	újságok	вестник	újság	N;INDF;MASC;PL	N;NOM;PL
вестници	papírokat	вестник	papír	N;INDF;MASC;PL	N;ACC;PL
вестници	papírok	вестник	papír	N;INDF;MASC;PL	N;NOM;PL
решения	döntések	решение	döntés	N;INDF;NEUT;PL	N;NOM;PL
решения	határozatok	решение	határozat	N;INDF;NEUT;PL	N;NOM;PL
решения	megoldások	решение	megoldás	N;INDF;NEUT;PL	N;NOM;PL
решения	megoldásokat	решение	megoldás	N;INDF;NEUT;PL	N;ACC;PL
клетки	sejtek	клетък	sej	N;INDF;FEM;PL	N;NOM;PL
клетки	cellák	клетък	cellák	N;INDF;FEM;PL	N;NOM;PL
бозайник	emlős	бозайник	emlős	N;INDF;MASC;SG	N;NOM;SG
сваляне	letöltés	сваляне	letöltés	N;INDF;NEUT;SG	N;NOM;SG
сваляне	letöltése	сваляне	letöltés	N;INDF;NEUT;SG	N;NOM;SG
сваляне	letöltés	сваляне	letöltés	N;INDF;NEUT;SG	N;NOM;SG
сваляне	letöltése	сваляне	letöltés	N;INDF;NEUT;SG	N;NOM;SG
промишленост	ágazat	промишленост	ágazat	N;INDF;FEM;SG	N;NOM;SG
промишленост	iparág	промишленост	iparág	N;INDF;FEM;SG	N;NOM;SG
промишленост	ipar	промишленост	ipar	N;INDF;FEM;SG	N;NOM;SG
агенция	ügynökség	агенция	ügynökség	N;INDF;FEM;SG	N;NOM;SG
учители	tanárok	учител	tanár	N;INDF;MASC;PL	N;NOM;PL
карти	kártyák	карта	kártya	N;INDF;FEM;PL	N;NOM;PL
карти	lapok	карта	lap	N;INDF;FEM;PL	N;NOM;PL
карти	térképeket	карта	térkép	N;INDF;FEM;PL	N;ACC;PL
карти	térképek	карта	térkép	N;INDF;FEM;PL	N;NOM;PL
кино	mozi	кино	mozi	N;INDF;NEUT;SG	N;NOM;SG
лицето	arcát	лице	arca	N;DEF;NEUT;SG	N;ACC;SG
лицето	arc	лице	arc	N;DEF;NEUT;SG	N;NOM;SG
лицето	arca	лице	az	N;DEF;NEUT;SG	N;NOM;SG
киселина	savat	киселина	sóvat	N;INDF;FEM;SG	N;ACC;SG
киселина	sav	киселина	sav	N;INDF;FEM;SG	N;NOM;SG
традиция	tradíció	традиция	tradíció	N;INDF;FEM;SG	N;NOM;SG
традиция	hagyomány	традиция	hagyomány	N;INDF;FEM;SG	N;NOM;SG
инструмент	eszköz	инструмент	eszköz	N;INDF;MASC;SG	N;NOM;SG
инструмент	műszer	инструмент	műszer	N;INDF;MASC;SG	N;NOM;SG
инструмент	hangszer	инструмент	hangszer	N;INDF;MASC;SG	N;NOM;SG
инструмент	szerszám	инструмент	szerszám	N;INDF;MASC;SG	N;NOM;SG
инструмент	eszköz	инструмент	eszköz	N;INDF;MASC;SG	N;NOM;SG
градче	városban	градче	város	N;INDF;NEUT;SG	N;IN+ESS;SG
градче	város	градче	város	N;INDF;NEUT;SG	N;NOM;SG
паметници	műemlékek	паметник	mű	N;INDF;MASC;PL	N;NOM;PL
модели	modellek	модел	modell	N;INDF;MASC;PL	N;NOM;PL
модели	modelleket	модел	modellek	N;INDF;MASC;PL	N;ACC;PL
северозапад	északnyugat	северозапад	északnyug	N;INDF;MASC;SG	N;NOM;SG
летище	reptér	летище	reptér	N;INDF;NEUT;SG	N;NOM;SG
летище	repülőtér	летище	repülőtér	N;INDF;NEUT;SG	N;NOM;SG
летище	repülőtér	летище	repülőtér	N;INDF;NEUT;SG	N;NOM;SG
природа	jelleg	природа	jelleg	N;INDF;FEM;SG	N;NOM;SG
природа	természet	природа	természet	N;INDF;FEM;SG	N;NOM;SG
мисията	misszió	мисия	misszió	N;DEF;FEM;SG	N;NOM;SG
мисията	feladat	мисия	feladat	N;DEF;FEM;SG	N;NOM;SG
мисията	küldetés	мисия	küldetés	N;DEF;FEM;SG	N;NOM;SG
събитие	esemény	събитие	esemény	N;INDF;NEUT;SG	N;NOM;SG
събитие	rendezvény	събитие	rendezvény	N;INDF;NEUT;SG	N;NOM;SG
островите	szigetek	остров	sziget	N;DEF;FEM;PL	N;NOM;PL
островите	szigeteket	остров	sziget	N;DEF;FEM;PL	N;ACC;PL
версии	változatok	версия	változat	N;INDF;FEM;PL	N;NOM;PL
парламента	parlament	парламент	parlament	N;DEF;MASC;SG	N;NOM;SG
оръжия	fegyverek	оръжие	fegyver	N;INDF;NEUT;PL	N;NOM;PL
оръжия	fegyvereket	оръжие	fegyver	N;INDF;NEUT;PL	N;ACC;PL
оръжия	ágyúk	оръжие	ágyúk	N;INDF;NEUT;PL	N;NOM;PL
оръжия	fegyverek	оръжие	fegyver	N;INDF;NEUT;PL	N;NOM;PL
оръжия	karok	оръжие	karok	N;INDF;NEUT;PL	N;NOM;PL
оръжия	karokat	оръжие	karok	N;INDF;NEUT;PL	N;ACC;PL
оръжия	fegyverek	оръжие	fegyver	N;INDF;NEUT;PL	N;NOM;PL
инженер	mérnök	инженер	mérnök	N;INDF;MASC;SG	N;NOM;SG
увеличава	növeli	увеличавам-(се)	növel	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
диалект	dialektus	диалект	dialektus	N;INDF;MASC;SG	N;NOM;SG
нос	fok	нос	fok	N;INDF;MASC;SG	N;NOM;SG
нос	köpeny	нос	köpeny	N;INDF;MASC;SG	N;NOM;SG
нос	orr	нос	orr	N;INDF;MASC;SG	N;NOM;SG
нос	orrot	нос	oror	N;INDF;MASC;SG	N;ACC;SG
международна	nemzetközi	международен	nemzetközi	ADJ;INDF;FEM;SG	ADJ;NOM;SG
картата	térképet	карта	térkép	N;DEF;FEM;SG	N;ACC;SG
труда	munkaügyi	труд	munkaügyi	N;DEF;MASC;SG	N;NOM;SG
труда	munkaerő	труд	munkaerő	N;DEF;MASC;SG	N;NOM;SG
процеси	perek	процес	perek	N;INDF;MASC;PL	N;NOM;PL
процеси	kísérletek	процес	kísérlet	N;INDF;MASC;PL	N;NOM;PL
процеси	próbák	процес	próba	N;INDF;MASC;PL	N;NOM;PL
процеси	folyamatok	процес	folyamat	N;INDF;MASC;PL	N;NOM;PL
процеси	eljárások	процес	eljárás	N;INDF;MASC;PL	N;NOM;PL
предложение	ajánlat	предложение	ajánlat	N;INDF;NEUT;SG	N;NOM;SG
предложение	ajánlatot	предложение	ajánlat	N;INDF;NEUT;SG	N;ACC;SG
предложение	javaslat	предложение	javaslat	N;INDF;NEUT;SG	N;NOM;SG
предложение	pályázat	предложение	pályázat	N;INDF;NEUT;SG	N;NOM;SG
предложение	javaslat	предложение	javaslat	N;INDF;NEUT;SG	N;NOM;SG
затвора	börtön	затвор	börtön	N;DEF;MASC;SG	N;NOM;SG
затвора	börtönben	затвор	börtönben	N;DEF;MASC;SG	N;IN+ESS;SG
надпис	felirat	надпис	felirat	N;INDF;MASC;SG	N;NOM;SG
конкурс	versengés	конкурс	versengés	N;INDF;MASC;SG	N;NOM;SG
конкурс	konkurencia	конкурс	konkurencia	N;INDF;MASC;SG	N;NOM;SG
конкурс	verseny	конкурс	verseny	N;INDF;MASC;SG	N;NOM;SG
конкурс	pályázat	конкурс	pályázat	N;INDF;MASC;SG	N;NOM;SG
конкурс	verseny	конкурс	verseny	N;INDF;MASC;SG	N;NOM;SG
личен	személyes	личен	személyes	ADJ;INDF;MASC;SG	ADJ;NOM;SG
личен	személyi	личен	személyi	ADJ;INDF;MASC;SG	ADJ;NOM;SG
разстояние	távolság	разстояние	távolság	N;INDF;NEUT;SG	N;NOM;SG
операции	műveletek	операция	művelet	N;INDF;FEM;PL	N;NOM;PL
операции	ügyletek	операция	ügylet	N;INDF;FEM;PL	N;NOM;PL
операции	tranzakciók	операция	tranzakció	N;INDF;FEM;PL	N;NOM;PL
удар	ütközés	удар	ütközés	N;INDF;MASC;SG	N;NOM;SG
удар	becsapódás	удар	becsapódás	N;INDF;MASC;SG	N;NOM;SG
удар	hatás	удар	hatás	N;INDF;MASC;SG	N;NOM;SG
удар	hatása	удар	hatás	N;INDF;MASC;SG	N;NOM;SG
удар	stroke	удар	stroke	N;INDF;MASC;SG	N;NOM;SG
удар	agyvérzés	удар	agyvérzés	N;INDF;MASC;SG	N;NOM;SG
удар	löket	удар	lök	N;INDF;MASC;SG	N;NOM;SG
приятели	barátokkal	приятел	barát	N;INDF;MASC;PL	N;INS;PL
приятели	barátok	приятел	barát	N;INDF;MASC;PL	N;NOM;PL
приятели	barátaim	приятел	barát	N;INDF;MASC;PL	N;NOM;PL
приятели	ismerősök	приятел	ismerős	N;INDF;MASC;PL	N;NOM;PL
приложение	alkalmazás	приложение	alkalmazás	N;INDF;NEUT;SG	N;NOM;SG
приложение	jelentkezés	приложение	jelentkezés	N;INDF;NEUT;SG	N;NOM;SG
приложение	app	приложение	app	N;INDF;NEUT;SG	N;NOM;SG
приложение	alkalmazás	приложение	alkalmazás	N;INDF;NEUT;SG	N;NOM;SG
разположение	megsemmisítés	разположение	megsemmisítés	N;INDF;NEUT;SG	N;NOM;SG
думите	szavakat	дума	szó	N;DEF;FEM;PL	N;ACC;PL
думите	szavak	дума	szó	N;DEF;FEM;PL	N;NOM;PL
представяне	beadvány	представяне	beadvány	N;INDF;NEUT;SG	N;NOM;SG
представяне	benyújtására	представяне	benyújtás	N;INDF;NEUT;SG	N;ON+ALL;SG
представяне	benyújtása	представяне	benyújtás	N;INDF;NEUT;SG	N;NOM;SG
представяне	megjelenítés	представяне	megjelenítés	N;INDF;NEUT;SG	N;NOM;SG
представяне	bemutatása	представяне	bemutatás	N;INDF;NEUT;SG	N;NOM;SG
климат	éghajlat	климат	éghajlat	N;INDF;MASC;SG	N;NOM;SG
климат	klíma	климат	klíma	N;INDF;MASC;SG	N;NOM;SG
различен	eltérő	различен	eltérő	ADJ;INDF;MASC;SG	ADJ;NOM;SG
уязвим	sebezhető	уязвя	sebezhető	ADJ;INDF;MASC;SG	ADJ;NOM;SG
съдове	konténerek	съд	konténer	N;INDF;MASC;PL	N;NOM;PL
съдове	tartályok	съд	tartály	N;INDF;MASC;PL	N;NOM;PL
съдове	hajók	съд	hajó	N;INDF;MASC;PL	N;NOM;PL
съдове	edények	съд	edény	N;INDF;MASC;PL	N;NOM;PL
съдове	edényeket	съд	edény	N;INDF;MASC;PL	N;ACC;PL
съдове	ételek	съд	étel	N;INDF;MASC;PL	N;NOM;PL
иначе	máskülönben	така	máskülönben	ADV	ADV
иначе	egyébként	така	egyébként	ADV	ADV
спечели	nyerni	спечеля	nyer	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN;ACT
спечели	nyert	спечеля	nyert	V;PFV;IND;SG;3;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
връзката	kapcsolat	връзка	kapcsolat	N;DEF;FEM;SG	N;NOM;SG
връзката	kapcsolódás	връзка	kapcsolódás	N;DEF;FEM;SG	N;NOM;SG
