من	de	مِن	de	ADP	ADP
وصلة	ligação	وِصلَة	ligação	N;NOM;INDF;SG	N;FEM;SG
رابطة	associação	رَابِطَة	associação	N;NOM;INDF;SG	N;FEM;SG
رابطة	association	رَابِطَة	association	N;NOM;INDF;SG	N;MASC;SG
المنتج	produto	مُنتَج	produto	N;NOM;DEF;SG	N;MASC;SG
المنتج	produtora	مُنتَج	produtor	N;NOM;DEF;SG	N;FEM;SG
المنتج	produtor	مُنتَج	produtor	N;NOM;DEF;SG	N;MASC;SG
نشاط	atividade	نَشَاط	atividade	N;NOM;INDF;SG	N;FEM;SG
نشاط	actividade	نَشَاط	actividade	N;NOM;INDF;SG	N;FEM;SG
القديس	santo	قِدِّيس	santo	N;NOM;DEF;SG	N;MASC;SG
القديس	saint	قِدِّيس	saint	N;NOM;DEF;SG	N;MASC;SG
القديس	santa	قِدِّيس	santo	N;NOM;DEF;SG	N;FEM;SG
ليلة	noite	لَيلَة	noite	N;NOM;INDF;SG	N;FEM;SG
ليلة	night	لَيلَة	night	N;NOM;INDF;SG	N;MASC;SG
التصميم	disposição	تَصمِيم	disposição	N;NOM;DEF;SG	N;FEM;SG
التصميم	layout	تَصمِيم	layout	N;NOM;DEF;SG	N;MASC;SG
التصميم	concepção	تَصمِيم	concepção	N;NOM;DEF;SG	N;FEM;SG
التصميم	desenho	تَصمِيم	desenho	N;NOM;DEF;SG	N;MASC;SG
التصميم	design	تَصمِيم	design	N;NOM;DEF;SG	N;MASC;SG
تعريف	definição	تَعرِيف	definição	N;NOM;INDF;SG	N;FEM;SG
حجة	argumento	حُجَّة	argumento	N;NOM;INDF;SG	N;MASC;SG
حجة	argumentação	حُجَّة	argumentação	N;NOM;INDF;SG	N;FEM;SG
الفصيلة	pelotão	الفصيلة	pelotão	N;NOM;DEF;SG	N;MASC;SG
المهمة	tarefa	مَهَمَّة	tarefa	N;NOM;DEF;SG	N;FEM;SG
المهمة	missão	مَهَمَّة	missão	N;NOM;DEF;SG	N;FEM;SG
المهمة	missao	مَهَمَّة	missao	N;NOM;DEF;SG	N;FEM;SG
المهمة	mission	مَهَمَّة	mission	N;NOM;DEF;SG	N;MASC;SG
بحث	procurar	بَحَث	procurar	V;PFV;MASC;SG;3;ACT	V;NFIN
بحث	pesquisar	بَحَث	pesquisar	V;PFV;MASC;SG;3;ACT	V;NFIN
الجنس	sex	جِنس	sexta-feira	N;NOM;DEF;SG	N;MASC;SG
الجنس	sexo	جِنس	sexo	N;NOM;DEF;SG	N;MASC;SG
قصص	histórias	قِصَّة	história	N;NOM;INDF;PL	N;FEM;PL
الرعاية	patrocínio	رِعَايَة	patrocínio	N;NOM;DEF;SG	N;MASC;SG
الرعاية	cuidado	رِعَايَة	cuidado	N;NOM;DEF;SG	N;MASC;SG
الرعاية	care	رِعَايَة	care	N;NOM;DEF;SG	N;MASC;SG
مجالات	domínios	مَجَال	domínio	N;NOM;INDF;PL	N;MASC;PL
مجالات	áreas	مَجَال	área	N;NOM;INDF;PL	N;FEM;PL
الحقيقة	verdade	حَقِيقَة	verdade	N;NOM;DEF;SG	N;FEM;SG
الحقيقة	truth	حَقِيقَة	truth	N;NOM;DEF;SG	N;MASC;SG
الحجم	volume	حَجم	volume	N;NOM;DEF;SG	N;MASC;SG
الحجم	size	حَجم	sizer	N;NOM;DEF;SG	N;MASC;SG
الحجم	tamanho	حَجم	tamanho	N;NOM;DEF;SG	N;MASC;SG
الحجم	dimensão	حَجم	dimensão	N;NOM;DEF;SG	N;FEM;SG
تصوير	fotografia	تَصوِير	fotografia	N;NOM;INDF;SG	N;FEM;SG
شيخ	sheikh	شَيخ	sheikh	N;NOM;INDF;SG	N;MASC;SG
شيخ	xeque	شَيخ	xeque	N;NOM;INDF;SG	N;FEM;SG
شيخ	sheik	شَيخ	sheik	N;NOM;INDF;SG	N;MASC;SG
تقدر	apreciada	قَدَّر	apreciar	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;FEM;SG;V.PTCP
تقدر	apreciado	قَدَّر	apreciar	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;MASC;SG;V.PTCP
منتج	produto	مُنتَج	produto	N;NOM;INDF;SG	N;MASC;SG
منتج	produtora	مُنتَج	produtor	N;NOM;INDF;SG	N;FEM;SG
منتج	produtor	مُنتَج	produtor	N;NOM;INDF;SG	N;MASC;SG
انتشار	propagação	اِنتِشَار	propagação	N;NOM;INDF;SG	N;FEM;SG
يعيش	viver	عَاش	viver	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
مسلم	muçulmano	مُسلِم	muçulmano	N;NOM;INDF;SG	N;MASC;SG
مسلم	muçulmana	مُسلِم	muçulmano	N;NOM;INDF;SG	N;FEM;SG
الجولة	tour	جَولَة	tour	N;NOM;DEF;SG	N;MASC;SG
الجولة	redonda	جَولَة	redonda	N;NOM;DEF;SG	N;FEM;SG
الجولة	redondo	جَولَة	redonder	N;NOM;DEF;SG	N;MASC;SG
الجولة	ronda	جَولَة	ronda	N;NOM;DEF;SG	N;FEM;SG
الجولة	round	جَولَة	round	N;NOM;DEF;SG	N;MASC;SG
الجولة	rodada	جَولَة	rodada	N;NOM;DEF;SG	N;FEM;SG
المزيد	more	مَزِيد	more	N;NOM;DEF;SG	N;MASC;SG
كاملة	cheia	كَامِل	cheio	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
كاملة	plena	كَامِل	pleno	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
كاملة	pleno	كَامِل	pleno	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
كاملة	cheio	كَامِل	cheio	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
كاملة	completa	كَامِل	completo	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
بدء	início	بَدء	início	N;NOM;INDF;SG	N;MASC;SG
الصحافة	imprensa	صَحَافَة	imprensa	N;NOM;DEF;SG	N;FEM;SG
الصحافة	jornalismo	صَحَافَة	jornalismo	N;NOM;DEF;SG	N;MASC;SG
العظيم	ótima	عَظِيم	bom	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
العظيم	grande	عَظِيم	grande	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
العظيم	ótimo	عَظِيم	bom	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
صحيح	certo	صَحِيح	certo	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
صحيح	verdadeiro	صَحِيح	verdadeiro	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
صحيح	verdadeira	صَحِيح	verdadeiro	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
مساهمات	entradas	مُسَاهَمَة	entrada	N;NOM;INDF;PL	N;FEM;PL
مساهمات	inputs	مُسَاهَمَة	input	N;NOM;INDF;PL	N;MASC;PL
مساهمات	contributos	مُسَاهَمَة	contributo	N;NOM;INDF;PL	N;MASC;PL
مساهمات	contribuições	مُسَاهَمَة	contribuição	N;NOM;INDF;PL	N;FEM;PL
رسوم	honorários	رَسم	honorários	N;NOM;INDF;PL	N;MASC;PL
رسوم	desenhos	رَسم	desenho	N;NOM;INDF;PL	N;MASC;PL
رسوم	taxas	رَسم	taxa	N;NOM;INDF;PL	N;FEM;PL
رسوم	honorários	رَسم	honorários	N;NOM;INDF;PL	N;MASC;PL
القيمة	value	قِيمَة	value	N;NOM;DEF;SG	N;MASC;SG
القيمة	valor	قِيمَة	valor	N;NOM;DEF;SG	N;MASC;SG
الشيعة	xiita	شِيعَة	xiita	N;NOM;DEF;SG	N;MASC;SG
الشيعة	xiita	شِيعَة	xiita	N;NOM;DEF;SG	N;MASC;SG
مستقلة	independente	مُستَقِلّ	independente	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
مستقلة	autónomo	مُستَقِلّ	autónomo	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
مستقلة	autônoma	مُستَقِلّ	autônomo	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
قرر	decidida	قَرَّر	decidir	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP
قرر	decidiu	قَرَّر	decidir	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PST;FIN
قرر	decidido	قَرَّر	decidir	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
قرر	decidir	قَرَّر	decidir	V;PFV;MASC;SG;3;ACT	V;NFIN
قرر	decida	قَرَّر	decidir	V;PFV;MASC;SG;3;ACT	V;SBJV;SG;3;PRS;FIN
قرر	decide	قَرَّر	decidir	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PRS;FIN
الاستخدام	uso	اِستِخدَام	uso	N;NOM;DEF;SG	N;MASC;SG
الاستخدام	utilização	اِستِخدَام	utilização	N;NOM;DEF;SG	N;FEM;SG
الاستخدام	uso	اِستِخدَام	uso	N;NOM;DEF;SG	N;MASC;SG
الاستخدام	utilização	اِستِخدَام	utilização	N;NOM;DEF;SG	N;FEM;SG
تحول	converte	تَحَوَّل	convertar	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PRS;FIN
تحول	converter	تَحَوَّل	converter	V;PFV;MASC;SG;3;ACT	V;NFIN
تحول	converta	تَحَوَّل	convertar	V;PFV;MASC;SG;3;ACT	V;SBJV;SG;3;PRS;FIN
تحول	transforme	تَحَوَّل	transformer	V;PFV;MASC;SG;3;ACT	V;SBJV;SG;3;PRS;FIN
تحول	transformada	تَحَوَّل	transformar	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP
تحول	transformar	تَحَوَّل	transformar	V;PFV;MASC;SG;3;ACT	V;NFIN
تحول	transforma	تَحَوَّل	transformar	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PRS;FIN
قدرة	capacidade	قُدرَة	capacidade	N;NOM;INDF;SG	N;FEM;SG
قدرة	habilidade	قُدرَة	habilidade	N;NOM;INDF;SG	N;FEM;SG
قدرة	capacidade	قُدرَة	capacidade	N;NOM;INDF;SG	N;FEM;SG
طبقة	camada	طَبَقَة	camada	N;NOM;INDF;SG	N;FEM;SG
النتائج	conseqüências	نَتِيجَة	consequência	N;NOM;DEF;PL	N;FEM;PL
النتائج	consequências	نَتِيجَة	consequência	N;NOM;DEF;PL	N;FEM;PL
النتائج	resultados	نَتِيجَة	resultado	N;NOM;DEF;PL	N;MASC;PL
النتائج	conclusões	نَتِيجَة	conclusão	N;NOM;DEF;PL	N;FEM;PL
النتائج	constatações	نَتِيجَة	constatação	N;NOM;DEF;PL	N;FEM;PL
النتائج	achados	نَتِيجَة	achado	N;NOM;DEF;PL	N;MASC;PL
النتائج	conclusões	نَتِيجَة	conclusão	N;NOM;DEF;PL	N;FEM;PL
المحور	pivot	مِحوَر	pivot	N;NOM;DEF;SG	N;MASC;SG
المحور	pivô	مِحوَر	pivô	N;NOM;DEF;SG	N;MASC;SG
المحور	hub	مِحوَر	hub	N;NOM;DEF;SG	N;MASC;SG
المحور	eixo	مِحوَر	eixo	N;NOM;DEF;SG	N;MASC;SG
تدور	girar	دَار	girar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تسجيل	gravação	تَسجِيل	gravação	N;NOM;INDF;SG	N;FEM;SG
تسجيل	registro	تَسجِيل	registro	N;NOM;INDF;SG	N;MASC;SG
تسجيل	recorde	تَسجِيل	recorde	N;NOM;INDF;SG	N;MASC;SG
تسجيل	record	تَسجِيل	record	N;NOM;INDF;SG	N;FEM;SG
تسجيل	registro	تَسجِيل	registro	N;NOM;INDF;SG	N;MASC;SG
تسجيل	registo	تَسجِيل	registo	N;NOM;INDF;SG	N;MASC;SG
تسجيل	inscrição	تَسجِيل	inscrição	N;NOM;INDF;SG	N;FEM;SG
تسجيل	registro	تَسجِيل	registro	N;NOM;INDF;SG	N;MASC;SG
تسجيل	registo	تَسجِيل	registo	N;NOM;INDF;SG	N;MASC;SG
الفكر	pensamento	فِكر	pensamento	N;NOM;DEF;SG	N;MASC;SG
استخدم	usar	اِستَخدَم	usar	V;PFV;MASC;SG;3;ACT	V;NFIN
استخدم	use	اِستَخدَم	usar	V;PFV;MASC;SG;3;ACT	V;SBJV;SG;3;PRS;FIN
استخدم	utilizar	اِستَخدَم	utilizar	V;PFV;MASC;SG;3;ACT	V;NFIN
استخدم	utilizada	اِستَخدَم	utilizar	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP
استخدم	usada	اِستَخدَم	usar	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP
استخدم	usado	اِستَخدَم	usar	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
استخدم	utilizado	اِستَخدَم	utilizar	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
سيرة	biografia	سِيرَة	biografia	N;NOM;INDF;SG	N;FEM;SG
المصطلح	termo	المصطلح	termo	N;NOM;DEF;SG	N;MASC;SG
المصطلح	terminologia	المصطلح	terminologia	N;NOM;DEF;SG	N;FEM;SG
ميداليات	medalhas	مِيدَالِيَات	medalha	N;NOM;INDF;PL	N;FEM;PL
مرور	passagem	مُرُور	passagem	N;NOM;INDF;SG	N;FEM;SG
المستقبل	futuro	مُستَقبَل	futuro	N;NOM;DEF;SG	N;MASC;SG
المستقبل	future	مُستَقبَل	future	N;NOM;DEF;SG	N;MASC;SG
المستقبل	futura	مُستَقبَل	futuro	N;NOM;DEF;SG	N;FEM;SG
توقيع	assinatura	تَوقِيع	assinatura	N;NOM;INDF;SG	N;FEM;SG
توقيع	assinatura	تَوقِيع	assinatura	N;NOM;INDF;SG	N;FEM;SG
سلام	paz	سَلَام	paz	N;NOM;INDF;SG	N;FEM;SG
سلام	salam	سَلَام	salar	N;NOM;INDF;SG	N;MASC;SG
الفلسطيني	palestiniano	فِلَسطِينِيّ	palestiniano	N;NOM;DEF;SG	N;MASC;SG
الفلسطيني	palestiniana	فِلَسطِينِيّ	palestiniano	N;NOM;DEF;SG	N;FEM;SG
الفلسطيني	palestino	فِلَسطِينِيّ	palestino	N;NOM;DEF;SG	N;MASC;SG
الفلسطيني	palestina	فِلَسطِينِيّ	palestina	N;NOM;DEF;SG	N;FEM;SG
تفسير	explicação	تَفسِير	explicação	N;NOM;INDF;SG	N;FEM;SG
تفسير	interpretação	تَفسِير	interpretação	N;NOM;INDF;SG	N;FEM;SG
تفسير	interprete	تَفسِير	interpretar	N;NOM;INDF;SG	N;MASC;SG
متوسط	médio	مُتَوَسِّط	médio	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
متوسط	médio	مُتَوَسِّط	médio	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
يجعل	faz	جَعَل	fazer	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
الخليفة	califa	خَلِيفَة	califa	N;NOM;DEF;SG	N;MASC;SG
نص	texto	نَصّ	texto	N;NOM;INDF;SG	N;MASC;SG
نص	guião	نَصّ	guião	N;NOM;INDF;SG	N;MASC;SG
نص	roteiro	نَصّ	roteiro	N;NOM;INDF;SG	N;MASC;SG
نص	script	نَصّ	script	N;NOM;INDF;SG	N;MASC;SG
الزواج	casamento	زَوَاج	casamento	N;NOM;DEF;SG	N;MASC;SG
الزواج	matrimônio	زَوَاج	matrimônio	N;NOM;DEF;SG	N;MASC;SG
جامعات	universidades	جَامِعَة	universidade	N;NOM;INDF;PL	N;FEM;PL
المتحف	museu	مَتحَف	museu	N;NOM;DEF;SG	N;MASC;SG
مساعد	assistente	مُسَاعِد	assistente	N;NOM;INDF;SG	N;MASC;SG
مساعد	ajudante	مُسَاعِد	ajudante	N;NOM;INDF;SG	N;MASC;SG
اثنين	duas	اِثنَان	dois	NUM;NOM;INDF;MASC	NUM
اثنين	dois	اِثنَان	dois	NUM;NOM;INDF;MASC	NUM
مقاومة	resistência	مُقَاوَمَة	resistência	N;NOM;INDF;SG	N;FEM;SG
قضية	case	قَضِيَّة	case	N;NOM;INDF;SG	N;MASC;SG
قضية	caso	قَضِيَّة	caso	N;NOM;INDF;SG	N;MASC;SG
شاعر	poeta	شَاعِر	poeta	N;NOM;INDF;SG	N;MASC;SG
شاعر	poetisa	شَاعِر	poetisa	N;NOM;INDF;SG	N;FEM;SG
بطولات	campeonatos	بُطُولَة	campeonato	N;NOM;INDF;PL	N;MASC;PL
بطولات	torneios	بُطُولَة	torneio	N;NOM;INDF;PL	N;MASC;PL
صندوق	box	صُندُوق	box	N;NOM;INDF;SG	N;MASC;SG
صندوق	caixa	صُندُوق	caixa	N;NOM;INDF;SG	N;FEM;SG
صندوق	fund	صُندُوق	fund	N;NOM;INDF;SG	N;MASC;SG
صندوق	fundo	صُندُوق	fundo	N;NOM;INDF;SG	N;MASC;SG
حجر	stone	حَجَر	stone	N;NOM;INDF;SG	N;MASC;SG
حجر	pedra	حَجَر	pedra	N;NOM;INDF;SG	N;FEM;SG
العلامة	mark	عَلَامَة	mark	N;NOM;DEF;SG	N;MASC;SG
العلامة	marca	عَلَامَة	marca	N;NOM;DEF;SG	N;FEM;SG
كتلة	missa	كُتلَة	missa	N;NOM;INDF;SG	N;FEM;SG
كتلة	massa	كُتلَة	massa	N;NOM;INDF;SG	N;FEM;SG
كتلة	bloqueio	كُتلَة	bloqueio	N;NOM;INDF;SG	N;MASC;SG
كتلة	bloco	كُتلَة	bloco	N;NOM;INDF;SG	N;MASC;SG
كتلة	block	كُتلَة	block	N;NOM;INDF;SG	N;MASC;SG
منزل	home	مَنزِل	home	N;NOM;INDF;SG	N;MASC;SG
منزل	casa	مَنزِل	casa	N;NOM;INDF;SG	N;FEM;SG
منزل	lar	مَنزِل	lar	N;NOM;INDF;SG	N;MASC;SG
منزل	casa	مَنزِل	casa	N;NOM;INDF;SG	N;FEM;SG
معنى	significado	مَعنَى	significado	N;NOM;INDF;SG	N;MASC;SG
بمعنى	significado	بمعنى	significado	N;NOM;INDF;SG	N;MASC;SG
حاول	tentar	حَاوَل	tentar	V;MASC;IMP;SG;FIN	V;NFIN
موسوعة	enciclopédia	مَوسُوع	enciclopédia	N;NOM;INDF;SG	N;FEM;SG
انتهت	terminou	اِنتَهَى	terminar	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
انتهت	acabado	اِنتَهَى	acabar	V;PFV;FEM;SG;3;ACT	V;MASC;SG;V.PTCP
انتهت	concluído	اِنتَهَى	concluir	V;PFV;FEM;SG;3;ACT	V;MASC;SG;V.PTCP
انتهت	terminado	اِنتَهَى	terminar	V;PFV;FEM;SG;3;ACT	V;MASC;SG;V.PTCP
انتهت	terminada	اِنتَهَى	terminar	V;PFV;FEM;SG;3;ACT	V;FEM;SG;V.PTCP
الجبهة	testa	جَبهَة	testa	N;NOM;DEF;SG	N;FEM;SG
الجبهة	fronte	جَبهَة	fronte	N;NOM;DEF;SG	N;FEM;SG
الجبهة	front	جَبهَة	front	N;NOM;DEF;SG	N;MASC;SG
الجبهة	fachada	جَبهَة	fachada	N;NOM;DEF;SG	N;FEM;SG
محل	loja	مَحَلّ	loja	N;NOM;INDF;SG	N;FEM;SG
مواضيع	temáticas	مَوضُوع	temática	N;NOM;INDF;PL	N;FEM;PL
مواضيع	temas	مَوضُوع	tema	N;NOM;INDF;PL	N;MASC;PL
مواضيع	tópicos	مَوضُوع	tópico	N;NOM;INDF;PL	N;MASC;PL
مواضيع	temas	مَوضُوع	tema	N;NOM;INDF;PL	N;MASC;PL
رؤية	visão	رُؤيَة	visão	N;NOM;INDF;SG	N;FEM;SG
رؤية	vision	رُؤيَة	vision	N;NOM;INDF;SG	N;MASC;SG
الخامسة	quinto	خَامِس	quinto	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
حديقة	parque	حَدِيقَة	parque	N;NOM;INDF;SG	N;MASC;SG
حديقة	park	حَدِيقَة	park	N;NOM;INDF;SG	N;MASC;SG
حديقة	jardim	حَدِيقَة	jardim	N;NOM;INDF;SG	N;MASC;SG
حديقة	horta	حَدِيقَة	horta	N;NOM;INDF;SG	N;FEM;SG
ميناء	porto	مِينَاء	porto	N;NOM;INDF;SG	N;MASC;SG
قصير	curto	قَصِير	curto	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
قصير	curta	قَصِير	curto	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
الحرية	liberdade	حُرِّيَّة	liberdade	N;NOM;DEF;SG	N;FEM;SG
الحرية	freedom	حُرِّيَّة	freedom	N;NOM;DEF;SG	N;MASC;SG
البرية	wild	بَرِّيّ	wild	N;NOM;DEF;SG	N;MASC;SG
الدقيقة	minuto	دَقِيقَة	minuto	N;NOM;DEF;SG	N;MASC;SG
الدقيقة	minute	دَقِيقَة	minute	N;NOM;DEF;SG	N;MASC;SG
الحضور	atendimento	حُضُور	atendimento	N;NOM;DEF;SG	N;MASC;SG
الحضور	comparecimento	حُضُور	comparecimento	N;NOM;DEF;SG	N;MASC;SG
السفن	navios	سَفِينَة	navio	N;NOM;DEF;PL	N;MASC;PL
السفن	naves	سَفِينَة	nave	N;NOM;DEF;PL	N;FEM;PL
النصف	metade	نِصف	metade	N;NOM;DEF;SG	N;FEM;SG
النصف	meia	نِصف	meia	N;NOM;DEF;SG	N;FEM;SG
النصف	half	نِصف	half	N;NOM;DEF;SG	N;MASC;SG
المقدس	sagrado	مُقَدَّس	sagrado	N;NOM;DEF;SG	N;MASC;SG
المقدس	sagrada	مُقَدَّس	sagrada	N;NOM;DEF;SG	N;FEM;SG
المقدس	santo	مُقَدَّس	santo	N;NOM;DEF;SG	N;MASC;SG
شاركت	participou	شَارَك	participar	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
حكام	governadores	حَاكِم	governador	N;NOM;INDF;PL	N;MASC;PL
حكام	governantes	حَاكِم	governante	N;NOM;INDF;PL	N;MASC;PL
حكام	árbitros	حَاكِم	árbitro	N;NOM;INDF;PL	N;MASC;PL
تجارية	comercial	تِجَارِيّ	comercial	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
معروفة	conhecida	مَعرُوف	conhecido	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
معروفة	conhecido	مَعرُوف	conhecido	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
الترجمة	tradução	تَرجَمَة	tradução	N;NOM;DEF;SG	N;FEM;SG
التعامل	manuseamento	تَعَامُل	manuseamento	N;NOM;DEF;SG	N;MASC;SG
التعامل	manipulação	تَعَامُل	manipulação	N;NOM;DEF;SG	N;FEM;SG
التعامل	movimentação	تَعَامُل	movimentação	N;NOM;DEF;SG	N;FEM;SG
التعامل	deal	تَعَامُل	deal	N;NOM;DEF;SG	N;MASC;SG
المغربي	marroquina	مَغرِبِيّ	marroquina	N;NOM;DEF;SG	N;FEM;SG
المغربي	marroquino	مَغرِبِيّ	marroquino	N;NOM;DEF;SG	N;MASC;SG
مشاكل	problemas	مُشكِلَة	problema	N;NOM;INDF;PL	N;MASC;PL
مشاكل	sarilhos	مُشكِلَة	sarilho	N;NOM;INDF;PL	N;MASC;PL
مشاكل	problemas	مُشكِلَة	problema	N;NOM;INDF;PL	N;MASC;PL
سلاح	arma	سِلَاح	arma	N;NOM;INDF;SG	N;FEM;SG
تدخل	intervenção	تَدَخُّل	intervenção	N;NOM;INDF;SG	N;FEM;SG
ذهب	ido	ذَهَب	ir	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
ذهب	sumido	ذَهَب	sumido	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
ذهب	dourado	ذَهَب	dourar	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
كانون	cannon	كَانُون	cannon	N;GEN;INDF;SG	N;MASC;SG
كانون	canhão	كَانُون	canhão	N;GEN;INDF;SG	N;MASC;SG
كانون	canon	كَانُون	canon	N;GEN;INDF;SG	N;FEM;SG
النواب	adjuntos	نَائِب	adjunto	N;NOM;DEF;PL	N;MASC;PL
النواب	pms	نَائِب	pms	N;NOM;DEF;PL	N;MASC;PL
النواب	deputados	نَائِب	deputado	N;NOM;DEF;PL	N;MASC;PL
مدرج	pista	مُدَرِّج	pista	N;NOM;INDF;SG	N;FEM;SG
مدرج	passarela	مُدَرِّج	passarela	N;NOM;INDF;SG	N;FEM;SG
تقول	diz	قَال	dizer	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
تكوين	composição	تَكوِين	composição	N;NOM;INDF;SG	N;FEM;SG
موسيقية	musical	مُوسِيقِيّ	musical	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
النهضة	renascença	نَهضَة	renascença	N;NOM;DEF;SG	N;FEM;SG
النهضة	renascimento	نَهضَة	renascimento	N;NOM;DEF;SG	N;MASC;SG
الرسول	messenger	رَسُول	messenger	N;NOM;DEF;SG	N;MASC;SG
الرسول	mensageiro	رَسُول	mensageiro	N;NOM;DEF;SG	N;MASC;SG
الرياضة	desporto	رِيَاضَة	desporto	N;NOM;DEF;SG	N;MASC;SG
الرياضة	esporte	رِيَاضَة	esporte	N;NOM;DEF;SG	N;MASC;SG
الرياضة	desporto	رِيَاضَة	desporto	N;NOM;DEF;SG	N;MASC;SG
التيار	corrente	تَيَّار	corrente	N;NOM;DEF;SG	N;FEM;SG
ملاحظة	nota	مُلَاحِظَة	nota	N;NOM;INDF;SG	N;FEM;SG
ملاحظة	observação	مُلَاحِظَة	observação	N;NOM;INDF;SG	N;FEM;SG
السياحة	turismo	سِيَاحَة	turismo	N;NOM;DEF;SG	N;MASC;SG
الجامع	mesquita	جَامِع	mesquita	N;NOM;DEF;SG	N;FEM;SG
الجامع	coleccionador	جَامِع	coleccionador	N;NOM;DEF;SG	N;MASC;SG
الجامع	coletor	جَامِع	coletor	N;NOM;DEF;SG	N;MASC;SG
الجامع	colecionador	جَامِع	colecionador	N;NOM;DEF;SG	N;MASC;SG
جسم	body	جَسم	body	N;NOM;INDF;SG	N;MASC;SG
جسم	corpo	جَسم	corpo	N;NOM;INDF;SG	N;MASC;SG
جسم	objeto	جَسم	objeto	N;NOM;INDF;SG	N;MASC;SG
جسم	objecto	جَسم	objecto	N;NOM;INDF;SG	N;MASC;SG
حب	amor	حُبّ	amor	N;NOM;INDF;SG	N;MASC;SG
حب	love	حُبّ	love	N;NOM;INDF;SG	N;MASC;SG
استعمال	uso	اِستِعمَال	uso	N;NOM;INDF;SG	N;MASC;SG
استعمال	utilização	اِستِعمَال	utilização	N;NOM;INDF;SG	N;FEM;SG
القتال	fighting	قِتَال	fighting	N;NOM;DEF;SG	N;MASC;SG
القتال	luta	قِتَال	luta	N;NOM;DEF;SG	N;FEM;SG
القتال	briga	قِتَال	briga	N;NOM;DEF;SG	N;FEM;SG
القتال	combate	قِتَال	combate	N;NOM;DEF;SG	N;MASC;SG
القتال	fight	قِتَال	fight	N;NOM;DEF;SG	N;MASC;SG
صنع	fazendo	صَنَع	fazer	V;PFV;MASC;SG;3;ACT	V;V.MSDR
صنع	faça	صَنَع	fazer	V;PFV;MASC;SG;3;ACT	V;SBJV;SG;3;PRS;FIN
صنع	feita	صَنَع	fazer	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP
صنع	feito	صَنَع	fazer	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
الدفن	enterro	دَفن	enterro	N;NOM;DEF;SG	N;MASC;SG
الحروب	guerras	حَرب	guerra	N;NOM;DEF;PL	N;FEM;PL
محددة	específica	مُحَدَّد	específico	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
محددة	específico	مُحَدَّد	específico	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
الحملة	campanha	حَملَة	campanha	N;NOM;DEF;SG	N;FEM;SG
