ben	بِن	ben	بِن		
elektronikus	electronic	elektronikus	electronic	N;NOM;SG	N;SG
elektronikus	الکترونیکی	elektronikus	None	N;NOM;SG	N;SG
elektronikus	الکترونیک	elektronikus	None	N;NOM;SG	N;SG
kezdete	ابتدای	kezdet	ابتدا	N;NOM;SG	N;SG
kezdete	آغاز	kezdet	آغاز	N;NOM;SG	N;SG
szigeten	آیلند	sziget	آیلند	N;ON+ESS;SG	N;SG
szigeten	جزیره	sziget	جزیره	N;ON+ESS;SG	N;SG
házastárs	همسری	házastárs	همسری	N;NOM;SG	N;SG
házastárs	همسر	házastárs	همسر	N;NOM;SG	N;SG
forma	شکل	forma	شکل	N;NOM;SG	N;SG
forma	فرم	forma	None	N;NOM;SG	N;SG
forma	شکل	forma	شکل	N;NOM;SG	N;SG
minisztérium	وزارت	minisztérium	وزارت	N;NOM;SG	N;SG
kar	بازو	kar	بازو	N;NOM;SG	N;SG
kar	دست	kar	دست	N;NOM;SG	N;SG
kar	آرم	kar	آرم	N;NOM;SG	N;SG
kar	بازوی	kar	بازوی	N;NOM;SG	N;SG
kar	آغوش	kar	آغوش	N;NOM;SG	N;SG
kar	بازو	kar	بازو	N;NOM;SG	N;SG
weboldal	سایت	weboldal	سایت	N;NOM;SG	N;SG
weboldal	وبگاه	weboldal	وبگاه	N;NOM;SG	N;SG
weboldal	وبسایت	weboldal	وبسایت	N;NOM;SG	N;SG
támadás	حمله	támadás	حمله	N;NOM;SG	N;SG
támadás	تهاجم	támadás	تهاجم	N;NOM;SG	N;SG
támadás	حمله	támadás	حمله	N;NOM;SG	N;SG
támadás	تجاوز	támadás	None	N;NOM;SG	N;SG
támadás	یورش	támadás	یورش	N;NOM;SG	N;SG
szerkesztője	ویرایشگر	szerkesztő	ویرایشگر	N;NOM;SG	N;SG
tanított	آموخت	tanít	آموخت	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
tanított	آموخته	tanít	آموخته	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
demokratikus	دمکراتیک	demokratikus	None	N;NOM;SG	N;SG
demokratikus	دموکراتیک	demokratikus	دموکراتیک	N;NOM;SG	N;SG
demokratikus	دموکرات	demokratikus	دموکر	N;NOM;SG	N;SG
fele	نیم	fél	نیم	N;NOM;SG	N;SG
fele	نیمی	fél	نیم	N;NOM;SG	N;SG
fele	نصف	fél	None	N;NOM;SG	N;SG
jugoszlávia	یوگسلاوی	jugoszlávia	یوگسلاوی	N;NOM;SG	N;SG
repülőtér	فرودگاه	repülőtér	فرودگاه	N;NOM;SG	N;SG
motor	موتور	motor	موتور	N;NOM;SG	N;SG
motor	دوچرخه	motor	دوچرخه	N;NOM;SG	N;SG
motor	موتور	motor	موتور	N;NOM;SG	N;SG
motor	موتورسیکلت	motor	موتورسیکلت	N;NOM;SG	N;SG
motor	موتوری	motor	موتوری	N;NOM;SG	N;SG
motor	موتور	motor	موتور	N;NOM;SG	N;SG
oszmán	عثمانی	oszmán	عثمانی	N;NOM;SG	N;SG
idősebb	بزرگتر	idős	بزرگ	ADJ;NOM;CMPR;SG	ADJ;CMPR
idősebb	پیرتر	idős	پیر	ADJ;NOM;CMPR;SG	ADJ;CMPR
televízió	تلویزیون	televízió	تلویزیون	N;NOM;SG	N;SG
anyagok	مواد	anyag	ماده	N;NOM;PL	N;PL
anyagok	مصالح	anyag	مصالح	N;NOM;PL	N;PL
anyagok	مواد	anyag	ماده	N;NOM;PL	N;PL
anyagok	مصالح	anyag	مصالح	N;NOM;PL	N;PL
manchester	manchester	manchester	manchester	N;NOM;SG	N;SG
manchester	منچستر	manchester	منچستر	N;NOM;SG	N;SG
háttér	زمینه	háttér	زمینه	N;NOM;SG	N;SG
autóbusz	اتوبوس	autóbusz	اتوبوس	N;NOM;SG	N;SG
autóbusz	b	autóbusz	b	N;NOM;SG	N;SG
fény	سبک	fény	سبک	N;NOM;SG	N;SG
fény	روشنایی	fény	None	N;NOM;SG	N;SG
fény	نور	fény	نور	N;NOM;SG	N;SG
fény	نوری	fény	نوری	N;NOM;SG	N;SG
módszer	متد	módszer	متد	N;NOM;SG	N;SG
módszer	روش	módszer	روش	N;NOM;SG	N;SG
php	php	php	php	N;NOM;SG	N;SG
férfiak	مردانی	férfi	مردانی	N;NOM;PL	N;PL
férfiak	مردها	férfi	مرد	N;NOM;PL	N;PL
férfiak	مردان	férfi	مرد	N;NOM;PL	N;PL
korea	کره	korea	کره	N;NOM;SG	N;SG
korszak	دوره	korsz	دوره	N;NOM;SG	N;SG
korszak	دوران	korsz	دوره	N;NOM;SG	N;SG
korszak	عصری	korsz	عصری	N;NOM;SG	N;SG
trópusi	گرمسیری	trópusi	گرمسیری	N;NOM;SG	N;SG
törökország	ترکیه	törökország	ترکیه	N;NOM;SG	N;SG
törökország	ترکی	törökország	ترکی	N;NOM;SG	N;SG
törökország	بوقلمون	törökország	بوقلمون	N;NOM;SG	N;SG
tanulmányok	مطالعات	tanulmány	مطالعه	N;NOM;PL	N;PL
törökök	ترکهای	török	ترک	N;NOM;PL	N;PL
törökök	ترکها	török	ترک	N;NOM;PL	N;PL
kapcsolat	ارتباط	kapcsolat	ارتباط	N;NOM;SG	N;SG
kapcsolat	اتصال	kapcsolat	اتصال	N;NOM;SG	N;SG
kapcsolat	ارتباط	kapcsolat	ارتباط	N;NOM;SG	N;SG
kapcsolat	آشنای	kapcsolat	None	N;NOM;SG	N;SG
kapcsolat	تماس	kapcsolat	تماس	N;NOM;SG	N;SG
kapcsolat	پیوند	kapcsolat	پیوند	N;NOM;SG	N;SG
kapcsolat	لینک	kapcsolat	لینک	N;NOM;SG	N;SG
kapcsolat	رابطه	kapcsolat	رابطه	N;NOM;SG	N;SG
társadalom	اجتماع	társadalom	None	N;NOM;SG	N;SG
társadalom	جامعه	társadalom	جامعه	N;NOM;SG	N;SG
társadalom	انجمن	társadalom	انجمن	N;NOM;SG	N;SG
státusz	وضعیت	státusz	وضعیت	N;NOM;SG	N;SG
szervezetek	سازمانها	szervezet	None	N;NOM;PL	N;PL
szervezetek	سازمانهای	szervezet	سازمان	N;NOM;PL	N;PL
bajorország	باواریا	bajorország	باواریا	N;NOM;SG	N;SG
bajorország	بایرن	bajorország	بایرن	N;NOM;SG	N;SG
világos	روشن	világos	روشن	ADJ;NOM;SG	ADJ
szín	رنگ	szín	رنگ	N;NOM;SG	N;SG
szín	رنگ	szín	رنگ	N;NOM;SG	N;SG
football	football	football	football	N;IN+ESS;SG	N;SG
football	فوتبال	football	فوتبال	N;IN+ESS;SG	N;SG
halak	ماهیان	hal	ماهیان	N;NOM;PL	N;PL
olvasható	خوانا	olvasható	خوانا	ADJ;NOM;SG	ADJ
hirtelen	یهویی	hirtelen	یهویی		
növény	گیاهی	növény	گیاهی	N;NOM;SG	N;SG
növény	نیروگاه	növény	نیروگاه	N;NOM;SG	N;SG
növény	پلنت	növény	پلنت	N;NOM;SG	N;SG
növény	گیاه	növény	گیاه	N;NOM;SG	N;SG
növény	برش	növény	None	N;NOM;SG	N;SG
cél	گل	cél	گل	N;NOM;SG	N;SG
cél	هدف	cél	هدف	N;NOM;SG	N;SG
cél	مقصد	cél	مقصد	N;NOM;SG	N;SG
cél	هدفگیری	cél	هدفگیری	N;NOM;SG	N;SG
cél	مقصود	cél	مقصود	N;NOM;SG	N;SG
cél	هدفی	cél	هدفی	N;NOM;SG	N;SG
cél	عینی	cél	عینی	N;NOM;SG	N;SG
cél	هدف	cél	هدف	N;NOM;SG	N;SG
cél	هدفگیری	cél	هدفگیری	N;NOM;SG	N;SG
reneszánsz	رنسانس	reneszánsz	رنسانس	N;NOM;SG	N;SG
megjegyzés	یادداشت	megjegyzés	یادداشت	N;NOM;SG	N;SG
megjegyzés	نکته	megjegyzés	نکته	N;NOM;SG	N;SG
megjegyzés	نوت	megjegyzés	نوت	N;NOM;SG	N;SG
megjegyzés	توضیح	megjegyzés	توضیح	N;NOM;SG	N;SG
megjegyzés	نظر	megjegyzés	نظر	N;NOM;SG	N;SG
kapcsolatok	روابط	kapcsolat	رابطه	N;NOM;PL	N;PL
kapcsolatok	پیوندها	kapcsolat	پیوند	N;NOM;PL	N;PL
kapcsolatok	پیوندهای	kapcsolat	پیوند	N;NOM;PL	N;PL
kapcsolatok	مخاطبین	kapcsolat	مخاطب	N;NOM;PL	N;PL
kapcsolatok	روابط	kapcsolat	رابطه	N;NOM;PL	N;PL
kapcsolatok	اتصالات	kapcsolat	اتصال	N;NOM;PL	N;PL
kapcsolatok	ارتباطات	kapcsolat	ارتباط	N;NOM;PL	N;PL
nadrág	شلوار	nadrág	شلوار	N;NOM;SG	N;SG
nadrág	شلوار	nadrág	شلوار	N;NOM;SG	N;SG
kutató	محقق	kutató	محقق	N;NOM;SG	N;SG
kutató	پژوهشگر	kutató	پژوهشگر	N;NOM;SG	N;SG
valós	واقعی	valós	واقعی	ADJ;NOM;SG	ADJ
határ	مرزی	határ	مرز	N;NOM;SG	N;SG
határ	حد	határ	حد	N;NOM;SG	N;SG
határ	محدودیت	határ	محدودیت	N;NOM;SG	N;SG
határ	مرز	határ	مرز	N;NOM;SG	N;SG
határ	لبه	határ	لبه	N;NOM;SG	N;SG
határ	مرزی	határ	مرز	N;NOM;SG	N;SG
határ	مرز	határ	مرز	N;NOM;SG	N;SG
határ	لبۀ	határ	لبۀ	N;NOM;SG	N;SG
elsődleges	اصلی	elsődleges	اصلی	ADJ;NOM;SG	ADJ
elsődleges	اولیه	elsődleges	اولیه	ADJ;NOM;SG	ADJ
hatalom	قدرت	hatalom	قدرت	N;NOM;SG	N;SG
hatalom	پاور	hatalom	پاور	N;NOM;SG	N;SG
hatalom	توان	hatalom	توان	N;NOM;SG	N;SG
hatalom	power	hatalom	power	N;NOM;SG	N;SG
hatalom	قدرتش	hatalom	قدرتش	N;NOM;SG	N;SG
eset	پرونده	eset	پرونده	N;NOM;SG	N;SG
eset	کیس	eset	کیس	N;NOM;SG	N;SG
eset	مورد	eset	مورد	N;NOM;SG	N;SG
igazgató	director	igazgató	director	N;NOM;SG	N;SG
igazgató	کارگردان	igazgató	کارگردان	N;NOM;SG	N;SG
igazgató	مدیر	igazgató	مدیر	N;NOM;SG	N;SG
igazgató	مدیر	igazgató	مدیر	N;NOM;SG	N;SG
internet	اینترنت	inter	اینترنت	N;NOM;SG	N;SG
internet	اینترنتی	inter	اینترنتی	N;NOM;SG	N;SG
korona	کرون	korona	کرون	N;NOM;SG	N;SG
korona	کراون	korona	کراون	N;NOM;SG	N;SG
korona	تاج	korona	تاج	N;NOM;SG	N;SG
szerbia	صربستان	szerbia	صربستان	N;NOM;SG	N;SG
szerbia	صرب	szerbia	صرب	N;NOM;SG	N;SG
szerbia	صربی	szerbia	صربی	N;NOM;SG	N;SG
norvégia	نروژی	norvégia	نروژی	N;NOM;SG	N;SG
norvégia	نروژ	norvégia	نروژ	N;NOM;SG	N;SG
norvégia	نروژ	norvégia	نروژ	N;NOM;SG	N;SG
judit	جودیت	judi	جودیت	N;NOM;SG	N;SG
szereplők	بازیکنان	szereplő	بازیکن	N;NOM;PL	N;PL
szereplők	بازیگران	szereplő	بازیگر	N;NOM;PL	N;PL
zokni	جوراب	zok	None	N;NOM;SG	N;SG
zokni	جوراب	zok	None	N;NOM;SG	N;SG
eszközök	آلات	eszköz	آلات	N;NOM;PL	N;PL
eszközök	ابزارها	eszköz	ابزار	N;NOM;PL	N;PL
eszközök	ابزارهای	eszköz	ابزار	N;NOM;PL	N;PL
eszközök	داراییهای	eszköz	دارایی	N;NOM;PL	N;PL
eszközök	دستگاهها	eszköz	دستگاه	N;NOM;PL	N;PL
eszközök	دستگاههای	eszköz	دستگاه	N;NOM;PL	N;PL
bíróság	دادگاه	bíróság	دادگاه	N;NOM;SG	N;SG
bíróság	دربار	bíróság	دربار	N;NOM;SG	N;SG
betegség	بیماری	betegség	بیماری	N;NOM;SG	N;SG
betegség	بیماری	betegség	بیماری	N;NOM;SG	N;SG
betegség	ناخوشی	betegség	ناخوشی	N;NOM;SG	N;SG
betegség	مرضی	betegség	مرضی	N;NOM;SG	N;SG
betegség	بیماری	betegség	بیماری	N;NOM;SG	N;SG
hiba	اشتباه	hiba	اشتباه	N;NOM;SG	N;SG
hiba	خطای	hiba	خطا	N;NOM;SG	N;SG
hiba	خطا	hiba	خطا	N;NOM;SG	N;SG
grafikus	گرافیکی	grafikus	گرافیکی	N;NOM;SG	N;SG
grafikus	نگاره	grafikus	نگاره	N;NOM;SG	N;SG
grafikus	graphic	grafikus	graphic	N;NOM;SG	N;SG
grafikus	گرافیک	grafikus	گرافیک	N;NOM;SG	N;SG
grafikus	گرافیکی	grafikus	گرافیکی	N;NOM;SG	N;SG
doktori	دکترای	doktori	دکترای	N;NOM;SG	N;SG
doktori	دکترای	doktori	دکترای	N;NOM;SG	N;SG
doktori	phd	doktori	phd	N;NOM;SG	N;SG
zenész	نوازنده	zenész	نوازنده	N;NOM;SG	N;SG
zenész	musician	zenész	musician	N;NOM;SG	N;SG
zenész	موسیقیدان	zenész	موسیقید	N;NOM;SG	N;SG
zenész	نوازنده	zenész	نوازنده	N;NOM;SG	N;SG
hivatkozás	پیوند	hivatkozás	پیوند	N;NOM;SG	N;SG
hivatkozás	لینک	hivatkozás	لینک	N;NOM;SG	N;SG
hivatkozás	ارجاع	hivatkozás	None	N;NOM;SG	N;SG
hivatkozás	مرجع	hivatkozás	None	N;NOM;SG	N;SG
írás	نویسندگی	írás	نویسندگی	N;NOM;SG	N;SG
írás	نوشتن	írás	نوشتن	N;NOM;SG	N;SG
alapítója	بنیانگذار	alapító	بنیانگذار	N;NOM;SG	N;SG
alapítója	موسس	alapító	موسس	N;NOM;SG	N;SG
hagyomány	سنت	hagyomány	سنت	N;NOM;SG	N;SG
hagyomány	رسم	hagyomány	رسم	N;NOM;SG	N;SG
kereszt	صلیب	kereszt	صلیب	N;NOM;SG	N;SG
kereszt	کراس	kereszt	کراس	N;NOM;SG	N;SG
kereszt	عبور	kereszt	عبور	N;NOM;SG	N;SG
lakos	مقیم	lakos	مقیم	N;NOM;SG	N;SG
lakos	ساکن	lakos	ساکن	N;NOM;SG	N;SG
lakos	رزیدنت	lakos	رزیدنت	N;NOM;SG	N;SG
lakos	اقامت	lakos	اقامت	N;NOM;SG	N;SG
tömeg	جرم	tömeg	جرم	N;NOM;SG	N;SG
tömeg	توده	tömeg	None	N;NOM;SG	N;SG
tömeg	وزنش	tömeg	وزنش	N;NOM;SG	N;SG
tömeg	وزنه	tömeg	None	N;NOM;SG	N;SG
tömeg	وزن	tömeg	وزن	N;NOM;SG	N;SG
tömeg	جمعیت	tömeg	جمعیت	N;NOM;SG	N;SG
tömeg	شلوغی	tömeg	شلوغی	N;NOM;SG	N;SG
tömeg	ازدحام	tömeg	None	N;NOM;SG	N;SG
csillagok	ستارگان	csillag	None	N;NOM;PL	N;PL
dollár	دلار	dollár	دلار	N;NOM;SG	N;SG
dollár	دالر	dollár	دالر	N;NOM;SG	N;SG
színe	رنگ	színe	رنگ	N;NOM;SG	N;SG
színe	رنگ	színe	رنگ	N;NOM;SG	N;SG
hetedik	هفتم	hetedik	هفتم	ADJ;NOM;SG	ADJ
medence	لگن	medence	لگن	N;NOM;SG	N;SG
medence	بیلیارد	medence	بیلیارد	N;NOM;SG	N;SG
medence	استخری	medence	استخری	N;NOM;SG	N;SG
medence	استخر	medence	استخر	N;NOM;SG	N;SG
különbség	تفاوت	különbség	تفاوت	N;NOM;SG	N;SG
különbség	فرق	különbség	فرق	N;NOM;SG	N;SG
kicsi	small	kicsi	small		
ugyanaz	همون	ugyanaz	همون		
közönséges	رکیک	közönséges	رکیک	N;NOM;SG	N;SG
közönséges	مبتذل	közönséges	None	N;NOM;SG	N;SG
uralom	سلطنت	uralom	سلطنت	N;NOM;SG	N;SG
főváros	پایتخت	főváros	پایتخت	N;NOM;SG	N;SG
főváros	سرمایه	főváros	سرمایه	N;NOM;SG	N;SG
közönség	مخاطب	közönség	مخاطب	N;NOM;SG	N;SG
csökkent	کاسته	csökken	None	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
rendszerek	سیستمها	rendszer	سیستم	N;NOM;PL	N;PL
asszony	زن	asszony	زن	N;NOM;SG	N;SG
asszony	زنی	asszony	زن	N;NOM;SG	N;SG
elemek	موارد	elem	مورد	N;NOM;PL	N;PL
elemek	عناصری	elem	عناصر	N;NOM;PL	N;PL
elemek	عناصر	elem	عنصر	N;NOM;PL	N;PL
temető	قبرستان	temető	قبرستان	N;NOM;SG	N;SG
temető	گورستان	temető	گورستان	N;NOM;SG	N;SG
temető	قبرستان	temető	قبرستان	N;NOM;SG	N;SG
üzenetet	پیغام	üzenet	پیغام	N;ACC;SG	N;SG
üzenetet	پیام	üzenet	پیام	N;ACC;SG	N;SG
parlament	مجلس	parlament	مجلس	N;NOM;SG	N;SG
parlament	پارلمان	parlament	پارلمان	N;NOM;SG	N;SG
éjszaka	شبی	éjszaka	شب	N;NOM;SG	N;SG
éjszaka	شب	éjszaka	شب	N;NOM;SG	N;SG
fizikus	فیزیکدان	fizikus	فیزیکا	N;NOM;SG	N;SG
perzsa	پرشین	perzsa	پرشین	N;NOM;SG	N;SG
perzsa	ایرانی	perzsa	ایرانی	N;NOM;SG	N;SG
perzsa	فارسی	perzsa	فارسی	N;NOM;SG	N;SG
népek	مردمان	nép	مردم	N;NOM;PL	N;PL
jegyzetek	یادداشتها	jegyzet	یادداشت	N;NOM;PL	N;PL
jegyzetek	یادداشتهای	jegyzet	یادداشت	N;NOM;PL	N;PL
újság	مجله	újság	مجله	N;NOM;SG	N;SG
újság	روزنامه	újság	روزنامه	N;NOM;SG	N;SG
szabadság	ازادی	szabadság	ازادی	N;NOM;SG	N;SG
szabadság	آزادی	szabadság	آزادی	N;NOM;SG	N;SG
szabadság	لیبرتی	szabadság	لیبرتی	N;NOM;SG	N;SG
függvény	کارکرد	függvény	None	N;NOM;SG	N;SG
függvény	تابع	függvény	None	N;NOM;SG	N;SG
filozófus	فیلسوف	filozófus	فیلسوف	N;NOM;SG	N;SG
csoportok	گروهها	csoport	گروه	N;NOM;PL	N;PL
utat	راه	út	راه	N;ACC;SG	N;SG
utat	مسیر	út	مسیر	N;ACC;SG	N;SG
szöveget	شعر	szöveg	شعر	N;ACC;SG	N;SG
portugália	پرتغال	portugália	پرتغال	N;NOM;SG	N;SG
portugália	پرتغالی	portugália	پرتغالی	N;NOM;SG	N;SG
portugália	پرتقالی	portugália	پرتقالی	N;NOM;SG	N;SG
sereg	لشگر	sereg	لشگر	N;NOM;SG	N;SG
sereg	ارتش	sereg	ارتش	N;NOM;SG	N;SG
sereg	ارتشی	sereg	ارتشی	N;NOM;SG	N;SG
sereg	سپاه	sereg	سپاه	N;NOM;SG	N;SG
sereg	لشکر	sereg	None	N;NOM;SG	N;SG
gyakorlati	عملی	gyakorlati	عملی	ADJ;NOM;SG	ADJ
olaj	نفت	olaj	نفت	N;NOM;SG	N;SG
olaj	اویل	olaj	اویل	N;NOM;SG	N;SG
olaj	روغن	olaj	روغن	N;NOM;SG	N;SG
elfogadott	پذیرفت	el+fogadott	پذیرفت#پذیر	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
elfogadott	پذیرفته	el+fogadott	پذیرفت#پذیر	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
mesterséges	مصنوعی	mesterséges	مصنوعی	ADJ;NOM;SG	ADJ
egyiptom	مصر	egyiptom	مصر	N;NOM;SG	N;SG
gondolat	تفکر	gondolat	تفکر	N;NOM;SG	N;SG
gondolat	افکارش	gondolat	افکارش	N;NOM;SG	N;SG
királyok	پادشاهان	király	پادشاه	N;NOM;PL	N;PL
királyok	سلاطین	király	سلاطین	N;NOM;PL	N;PL
királyok	شاهان	király	None	N;NOM;PL	N;PL
gótikus	گوتیک	gótikus	گوتیک	N;NOM;SG	N;SG
legkisebb	کوچکترین	kevés	کوچک	ADJ;NOM;RL;SG	ADJ;RL
legkisebb	کمترین	kevés	کم	ADJ;NOM;RL;SG	ADJ;RL
járat	پروازی	járat	پروازی	N;NOM;SG	N;SG
járat	پرواز	járat	پرواز	N;NOM;SG	N;SG
gyűjtemény	مجموعۀ	gyűjtemény	مجموعۀ	N;NOM;SG	N;SG
gyűjtemény	مجموعه	gyűjtemény	مجموعه	N;NOM;SG	N;SG
elmélet	فرضیه	elmélet	فرضیه	N;NOM;SG	N;SG
elmélet	نظریه	elmélet	نظریه	N;NOM;SG	N;SG
elmélet	تئوری	elmélet	تئوری	N;NOM;SG	N;SG
elmélet	فرضیه	elmélet	فرضیه	N;NOM;SG	N;SG
változatok	مشتقات	változat	مشتقه	N;NOM;PL	N;PL
időpont	تاریخ	időpont	تاریخ	N;NOM;SG	N;SG
időpont	زمان	időpont	زمان	N;NOM;SG	N;SG
időpont	تایم	időpont	تایم	N;NOM;SG	N;SG
időtartam	دوام	időtartam	دوام	N;NOM;SG	N;SG
időtartam	دوره	időtartam	دوره	N;NOM;SG	N;SG
időtartam	پریود	időtartam	پریود	N;NOM;SG	N;SG
időtartam	دورۀ	időtartam	دورۀ	N;NOM;SG	N;SG
könyvet	کتاب	könyv	کتاب	N;ACC;SG	N;SG
könyvet	کتابی	könyv	کتاب	N;ACC;SG	N;SG
gyerekek	کودکان	gyerek	کودک	N;NOM;PL	N;PL
gyerekek	فرزندان	gyerek	فرزند	N;NOM;PL	N;PL
gyerekek	اطفال	gyerek	None	N;NOM;PL	N;PL
tudós	دانشمندی	tudós	دانشمندی	N;NOM;SG	N;SG
tudós	دانشمند	tudós	دانشمند	N;NOM;SG	N;SG
tudós	ادیب	tudós	ادیب	N;NOM;SG	N;SG
tudós	پژوهشگر	tudós	پژوهشگر	N;NOM;SG	N;SG
fegyveres	مجهز	fegyveres	None	N;NOM;SG	N;SG
nyilvános	عمومی	nyilvános	عمومی	ADJ;NOM;SG	ADJ
nyilvános	علنی	nyilvános	None	ADJ;NOM;SG	ADJ
aktuális	جاری	aktuális	جاری	ADJ;NOM;SG	ADJ
aktuális	پرطرفدار	aktuális	پرطرفدار	ADJ;NOM;SG	ADJ
leírása	شرح	leírás	شرح	N;NOM;SG	N;SG
leírása	توصیف	leírás	توصیف	N;NOM;SG	N;SG
üzleti	تجارت	üzlet	تجارت	N;NOM;SG	N;SG
üzleti	کسب	üzlet	کسب	N;NOM;SG	N;SG
üzleti	b	üzlet	b	N;NOM;SG	N;SG
pilóta	خلبان	pilóta	None	N;NOM;SG	N;SG
pilóta	راهبری	pilóta	راهبری	N;NOM;SG	N;SG
válogatás	گزینش	válogatás	گزینش	N;NOM;SG	N;SG
válogatás	کامپایل	válogatás	کامپایل	N;NOM;SG	N;SG
válogatás	تالیف	válogatás	تالیف	N;NOM;SG	N;SG
emlékmű	یادبود	emlékmű	یادبود	N;NOM;SG	N;SG
emlékmű	مموریال	emlékmű	مموریال	N;NOM;SG	N;SG
emlékmű	یادبود	emlékmű	یادبود	N;NOM;SG	N;SG
emlékmű	یادمان	emlékmű	یادم	N;NOM;SG	N;SG
múlt	past	múlt	past	N;NOM;SG	N;SG
múlt	گذشته	múlt	گذشته	N;NOM;SG	N;SG
htm	htm	htm	htm	N;NOM;SG	N;SG
problémák	مسائلی	probléma	مسأله	N;NOM;PL	N;PL
problémák	مسائل	probléma	مسأله	N;NOM;PL	N;PL
problémák	مشکلات	probléma	مشکل	N;NOM;PL	N;PL
problémák	مسائل	probléma	مسأله	N;NOM;PL	N;PL
kollégium	خوابگاه	kollégium	خوابگاه	N;NOM;SG	N;SG
kollégium	خوابگاه	kollégium	خوابگاه	N;NOM;SG	N;SG
kollégium	کالج	kollégium	None	N;NOM;SG	N;SG
kollégium	دانشکده	kollégium	دانشکده	N;NOM;SG	N;SG
kollégium	دانشگاه	kollégium	دانشگاه	N;NOM;SG	N;SG
kollégium	دانشگاهی	kollégium	دانشگاهی	N;NOM;SG	N;SG
építészet	architecture	építészet	architecture	N;NOM;SG	N;SG
építészet	معماری	építészet	معماری	N;NOM;SG	N;SG
építészet	معماری	építészet	معماری	N;NOM;SG	N;SG
tartalom	رضایت	tartalom	رضایت	N;NOM;SG	N;SG
tartalom	محتوای	tartalom	محتوا	N;NOM;SG	N;SG
tartalom	محتوا	tartalom	محتوا	N;NOM;SG	N;SG
harc	رزم	harc	رزم	N;NOM;SG	N;SG
harc	کارزار	harc	کارزار	N;NOM;SG	N;SG
harc	بتل	harc	بتل	N;NOM;SG	N;SG
harc	نبرد	harc	None	N;NOM;SG	N;SG
harc	مقابله	harc	مقابله	N;NOM;SG	N;SG
harc	نبرد	harc	None	N;NOM;SG	N;SG
harc	جنگیدن	harc	None	N;NOM;SG	N;SG
harc	دعوا	harc	None	N;NOM;SG	N;SG
harc	بجنگ	harc	بجنگ	N;NOM;SG	N;SG
iskolában	مدرسه	iskolában	مدرسه	N;IN+ESS;SG	N;SG
iskolában	مکتب	iskolában	مکتب	N;IN+ESS;SG	N;SG
autópálya	آزادراه	autópály	آزادراه	N;NOM;SG	N;SG
autópálya	آزادراه	autópály	آزادراه	N;NOM;SG	N;SG
autópálya	بزرگراه	autópály	بزرگراه	N;NOM;SG	N;SG
autópálya	اتوبان	autópály	None	N;NOM;SG	N;SG
autópálya	بزرگراه	autópály	بزرگراه	N;NOM;SG	N;SG
napot	روز	nap	روز	N;ACC;SG	N;SG
napot	روزی	nap	روز	N;ACC;SG	N;SG
energia	انرژی	energia	انرژی	N;NOM;SG	N;SG
energia	قدرت	energia	قدرت	N;NOM;SG	N;SG
energia	پاور	energia	پاور	N;NOM;SG	N;SG
energia	توان	energia	توان	N;NOM;SG	N;SG
energia	power	energia	power	N;NOM;SG	N;SG
energia	قدرتش	energia	قدرتش	N;NOM;SG	N;SG
kutatások	تحقیقاتی	kutatás	تحقیق	N;NOM;PL	N;PL
kutatások	تحقیقات	kutatás	تحقیق	N;NOM;PL	N;PL
eszköz	دستگاهی	eszköz	دستگاه	N;NOM;SG	N;SG
eszköz	وسیله	eszköz	وسیله	N;NOM;SG	N;SG
eszköz	دستگاه	eszköz	دستگاه	N;NOM;SG	N;SG
eszköz	ساز	eszköz	ساز	N;NOM;SG	N;SG
eszköz	ابزار	eszköz	ابزار	N;NOM;SG	N;SG
fokozat	درجه	fokozat	درجه	N;NOM;SG	N;SG
fokozat	درجه	fokozat	درجه	N;NOM;SG	N;SG
fokozat	نمره	fokozat	نمره	N;NOM;SG	N;SG
biológiai	زیستی	biológiai	زیست	N;NOM;SG	N;SG
szerzetes	راهب	szerzetes	راهب	N;NOM;SG	N;SG
terv	تدبیر	terv	تدبیر	N;NOM;SG	N;SG
terv	پلان	terv	پلان	N;NOM;SG	N;SG
terv	نقشه	terv	None	N;NOM;SG	N;SG
politikusok	سیاستمداران	politikus	سیاستمدار	N;NOM;PL	N;PL
amatőr	آماتور	amatőr	آماتور	N;NOM;SG	N;SG
szabályok	قواعد	szabály	None	N;NOM;PL	N;PL
szabályok	قوانین	szabály	قانون	N;NOM;PL	N;PL
erdők	جنگلهای	erdő	جنگل	N;NOM;PL	N;PL
erdők	جنگلها	erdő	جنگل	N;NOM;PL	N;PL
jogász	وکیل	jogász	وکیل	N;NOM;SG	N;SG
háborúk	جنگها	háború	جنگ	N;NOM;PL	N;PL
épületek	ساختمانهای	épület	ساختمان	N;NOM;PL	N;PL
épületek	ساختمانها	épület	ساختمان	N;NOM;PL	N;PL
műhold	ماهواره	műhold	ماهواره	N;NOM;SG	N;SG
erő	قوت	erő	قوت	N;NOM;SG	N;SG
erő	نیرو	erő	نیرو	N;NOM;SG	N;SG
erő	قدرت	erő	قدرت	N;NOM;SG	N;SG
erő	استحکام	erő	استحکام	N;NOM;SG	N;SG
