kot	como	kot	como	CONJ	CONJ
vrata	puertas	vrata	puerta	N;NOM;NEUT;PL	N;FEM;PL
css	css	css	css	N;NOM;MASC;SG	N;MASC;SG
govori	habla	govoriti	hablar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
govori	hablar	govoriti	hablar	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN
govori	habla	govoriti	hablar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
govori	hablar	govoriti	hablar	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN
govori	habla	govoriti	hablar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
odšel	ido	oditi	ir	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
neposredno	directamente	neposredno	directamente	ADV	ADV
neposredno	directamente	neposredno	directamente	ADV	ADV
njo	ella	on	él	PRO;ACC;FEM;SG;3	PRO;FEM;SG;3
njega	él	on	él	PRO;GEN;MASC;SG;3	PRO;MASC;SG;3
vlada	gobierno	vlada	gobierno	N;NOM;FEM;SG	N;MASC;SG
sezona	temporada	sezona	temporada	N;NOM;FEM;SG	N;FEM;SG
sestavni	integral	sestaven	integral	ADJ;NOM;DEF;MASC;SG	ADJ;SG
opazno	perceptible	opazen	perceptible	ADJ;NOM;NEUT;SG	ADJ;SG
opazno	apreciable	opazen	apreciable	ADJ;NOM;NEUT;SG	ADJ;SG
vključuje	incluye	vključevati	incluir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
osebni	personal	oseben	personal	ADJ;NOM;MASC;SG	ADJ;SG
jan	enero	jan	enero	N;NOM;MASC;SG	N
dejavnosti	actividades	dejavnost	actividad	N;NOM;FEM;PL	N;FEM;PL
pop	pop	pop	pop	N;NOM;MASC;SG	N
polja	fields	polje	fields	N;NOM;NEUT;PL	N
polja	campos	polje	campo	N;NOM;NEUT;PL	N;MASC;PL
trg	mercado	trg	mercado	N;NOM;MASC;SG	N;MASC;SG
trg	market	trg	market	N;NOM;MASC;SG	N
nhl	nhl	nhl	nhl	N;NOM;MASC;SG	N;MASC;SG
možnost	casualidad	možnost	casualidad	N;NOM;FEM;SG	N;FEM;SG
možnost	chance	možnost	chance	N;NOM;FEM;SG	N;FEM;SG
možnost	oportunidad	možnost	oportunidad	N;NOM;FEM;SG	N;FEM;SG
možnost	opcion	možnost	opcion	N;NOM;FEM;SG	N;FEM;SG
možnost	opción	možnost	opción	N;NOM;FEM;SG	N;FEM;SG
možnost	posibilidad	možnost	posibilidad	N;NOM;FEM;SG	N;FEM;SG
teorija	teoría	teorija	teoría	N;NOM;FEM;SG	N;FEM;SG
teorija	teoria	teorija	teoria	N;NOM;FEM;SG	N;FEM;SG
zdravljenje	terapia	zdravljenje	terapia	N;NOM;NEUT;SG	N;FEM;SG
zdravljenje	tratamiento	zdravljenje	tratamiento	N;NOM;NEUT;SG	N;MASC;SG
hiša	house	hiša	house	N;NOM;FEM;SG	N;MASC;SG
hiša	casita	hiša	casita	N;NOM;FEM;SG	N;FEM;SG
hiša	casa	hiša	casa	N;NOM;FEM;SG	N;FEM;SG
dolžina	eslora	dolžina	eslora	N;NOM;FEM;SG	N;FEM;SG
dolžina	longitud	dolžina	longitud	N;NOM;FEM;SG	N;FEM;SG
dolžina	longitud	dolžina	longitud	N;NOM;FEM;SG	N;FEM;SG
pisal	escribí	pisati	escribir	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;1;PST;FIN
pisal	escribió	pisati	escribir	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
pisal	escribía	pisati	escribir	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
umetnost	arts	umetnost	arts	N;NOM;FEM;SG	N
umetnost	arte	umetnost	arte	N;NOM;FEM;SG	N;SG
umetnost	arte	umetnost	arte	N;NOM;FEM;SG	N;SG
posamično	individual	posamičen	individual	ADJ;NOM;NEUT;SG	ADJ;SG
obstajajo	existir	obstajati	existir	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
obstajajo	existen	obstajati	existir	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
proces	proceso	proces	proceso	N;NOM;MASC;SG	N;MASC;SG
plovil	naves	plovilo	nave	N;GEN;NEUT;PL	N;FEM;PL
plovil	barcos	plovilo	barco	N;GEN;NEUT;PL	N;MASC;PL
plovil	buques	plovilo	buque	N;GEN;NEUT;PL	N;MASC;PL
plovil	vasos	plovilo	vaso	N;GEN;NEUT;PL	N;MASC;PL
plovil	recipientes	plovilo	recipiente	N;GEN;NEUT;PL	N;PL
plovil	embarcaciones	plovilo	embarcación	N;GEN;NEUT;PL	N;FEM;PL
skupin	grupos	skupina	grupo	N;GEN;FEM;PL	N;MASC;PL
skupin	agrupaciones	skupina	agrupación	N;GEN;FEM;PL	N;FEM;PL
težave	problemas	težava	problema	N;NOM;FEM;PL	N;MASC;PL
težave	dificultades	težava	dificultad	N;NOM;FEM;PL	N;FEM;PL
težave	dificultades	težava	dificultad	N;NOM;FEM;PL	N;FEM;PL
težave	problemas	težava	problema	N;NOM;FEM;PL	N;MASC;PL
težave	molestias	težava	molestia	N;NOM;FEM;PL	N;FEM;PL
težave	problemas	težava	problema	N;NOM;FEM;PL	N;MASC;PL
samostan	monasterio	samostan	monasterio	N;NOM;MASC;SG	N;MASC;SG
samostan	convento	samostan	convento	N;NOM;MASC;SG	N;MASC;SG
samostan	abadía	samostan	abadía	N;NOM;MASC;SG	N;FEM;SG
velikosti	size	velikost	sizar	N;GEN;FEM;SG	N
velikosti	talla	velikost	talla	N;GEN;FEM;SG	N;FEM;SG
velikosti	tamaño	velikost	tamaño	N;GEN;FEM;SG	N;MASC;SG
kariero	carrera	kariera	carrera	N;ACC;FEM;SG	N;FEM;SG
meji	frontera	meja	frontera	N;NOM;FEM;SG	N;FEM;SG
meji	borde	meja	borde	N;NOM;FEM;SG	N;MASC;SG
evropski	europeo	evropski	europeo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
evropski	europea	evropski	europeo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
oseba	persona	oseba	persona	N;NOM;FEM;SG	N;FEM;SG
organizacija	organizacion	organizacija	organizacion	N;NOM;FEM;SG	N;FEM;SG
organizacija	organización	organizacija	organización	N;NOM;FEM;SG	N;FEM;SG
organizacija	organizacion	organizacija	organizacion	N;NOM;FEM;SG	N;FEM;SG
organizacija	organización	organizacija	organización	N;NOM;FEM;SG	N;FEM;SG
stranka	clienta	stranka	clienta	N;NOM;FEM;SG	N;FEM;SG
stranka	cliente	stranka	cliente	N;NOM;FEM;SG	N;SG
stranka	clienta	stranka	clienta	N;NOM;FEM;SG	N;FEM;SG
stranka	cliente	stranka	cliente	N;NOM;FEM;SG	N;SG
praznik	festival	praznik	festival	N;NOM;MASC;SG	N;MASC;SG
spodnji	inferior	spodnji	inferior	ADJ;NOM;DEF;MASC;SG	ADJ;SG
vsebujejo	contener	vsebovati	contener	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
vsebujejo	contienen	vsebovati	contener	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
romeo	romeo	romeo	romeo	N;NOM;MASC;SG	N;MASC;SG
nosilci	paréntesis	nosilec	paréntesis	N;NOM;MASC;PL	N;MASC
nosilci	soportes	nosilec	soporte	N;NOM;MASC;PL	N;MASC;PL
nosilci	corchetes	nosilec	corchete	N;NOM;MASC;PL	N;MASC;PL
nosilci	porteadores	nosilec	porteador	N;NOM;MASC;PL	N;MASC;PL
nosilci	portaaviones	nosilec	portavión	N;NOM;MASC;PL	N;MASC;PL
nosilci	transportistas	nosilec	transportista	N;NOM;MASC;PL	N;PL
nosilci	portadores	nosilec	portador	N;NOM;MASC;PL	N;MASC;PL
nosilci	porteadores	nosilec	porteador	N;NOM;MASC;PL	N;MASC;PL
nosilci	portadores	nosilec	portador	N;NOM;MASC;PL	N;MASC;PL
nosilci	instituciones	nosilec	institución	N;NOM;MASC;PL	N;FEM;PL
armade	ejércitos	armada	ejército	N;NOM;FEM;PL	N;MASC;PL
tretje	tercera	tretji	tercero	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
tretje	tercer	tretji	tercero	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
tretje	tercero	tretji	tercero	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
stara	viejo	star	viejo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
stara	antiguo	star	antiguo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
stara	antigua	star	antiguo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
stara	vieja	star	viejo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
lotus	lotus	lotus	lotus	N;NOM;MASC;SG	N;MASC;SG
lotus	loto	lotus	loto	N;NOM;MASC;SG	N;MASC;SG
goli	desnudas	gol	desnudo	ADJ;NOM;MASC;PL	ADJ;FEM;PL;V.PTCP
goli	desnudos	gol	desnudo	ADJ;NOM;MASC;PL	ADJ;MASC;PL;V.PTCP
goli	desnudas	gol	desnudo	ADJ;NOM;MASC;PL	ADJ;FEM;PL;V.PTCP
goli	desnudos	gol	desnudo	ADJ;NOM;MASC;PL	ADJ;MASC;PL;V.PTCP
funkcije	funciones	funkcija	función	N;NOM;FEM;PL	N;FEM;PL
funkcije	funcionalidades	funkcija	funcionalidad	N;NOM;FEM;PL	N;FEM;PL
žena	esposa	žena	esposa	N;NOM;FEM;SG	N;FEM;SG
žena	mujer	žena	mujer	N;NOM;FEM;SG	N;FEM;SG
zadnja	último	zadnji	último	ADJ;NOM;FEM;SG	ADJ;MASC;SG
zadnja	última	zadnji	último	ADJ;NOM;FEM;SG	ADJ;FEM;SG
spomenik	monumento	spomenik	monumento	N;NOM;MASC;SG	N;MASC;SG
polka	polka	polk	polka	N;NOM;MASC;SG	N;FEM;SG
kulture	cultivos	kultura	cultivo	N;NOM;FEM;PL	N;MASC;PL
kulture	culturas	kultura	cultura	N;NOM;FEM;PL	N;FEM;PL
celotno	entera	celoten	entero	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
celotno	entero	celoten	entero	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
armada	ejército	armada	ejército	N;NOM;FEM;SG	N;MASC;SG
armada	army	armada	army	N;NOM;FEM;SG	N
armada	ejercito	armada	ejercito	N;NOM;FEM;SG	N;MASC;SG
zgodba	cuento	zgodba	cuento	N;NOM;FEM;SG	N;MASC;SG
zgodba	relato	zgodba	relato	N;NOM;FEM;SG	N;MASC;SG
zgodba	historia	zgodba	historia	N;NOM;FEM;SG	N;FEM;SG
zgodba	story	zgodba	story	N;NOM;FEM;SG	N
knjig	libros	knjiga	libro	N;GEN;FEM;PL	N;MASC;PL
rojen	nacido	rojen	nacido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
zgodbe	historias	zgodba	historia	N;NOM;FEM;PL	N;FEM;PL
zgodbe	relatos	zgodba	relato	N;NOM;FEM;PL	N;MASC;PL
zgodbe	cuentos	zgodba	cuento	N;NOM;FEM;PL	N;MASC;PL
zgodbe	historias	zgodba	historia	N;NOM;FEM;PL	N;FEM;PL
zgodbe	relatos	zgodba	relato	N;NOM;FEM;PL	N;MASC;PL
zgodbe	cuentos	zgodba	cuento	N;NOM;FEM;PL	N;MASC;PL
manjši	menor	majhen	menor	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;SG
možnosti	posibilidades	možnost	posibilidad	N;NOM;FEM;PL	N;FEM;PL
možnosti	probabilidades	možnost	probabilidad	N;NOM;FEM;PL	N;FEM;PL
možnosti	impares	možnost	impar	N;NOM;FEM;PL	N;MASC;PL
možnosti	opciones	možnost	opción	N;NOM;FEM;PL	N;FEM;PL
grand	grand	grand	grand	N;NOM;MASC;SG	N;MASC;SG
mednarodna	internacional	mednaroden	internacional	ADJ;NOM;FEM;SG	ADJ;SG
mednarodna	international	mednaroden	international	ADJ;NOM;FEM;SG	ADJ;SG
mestna	urbana	mesten	urbano	ADJ;NOM;FEM;SG	ADJ;FEM;SG
mestna	urbano	mesten	urbano	ADJ;NOM;FEM;SG	ADJ;MASC;SG
friedrich	friedrich	friedrich	friedrich	N;NOM;MASC;SG	N;MASC;SG
teče	ejecutando	teči	ejecutar	V;IPFV;IND;SG;3;PRS;FIN	V;V.MSDR
teče	corriendo	teči	correr	V;IPFV;IND;SG;3;PRS;FIN	V;V.MSDR
teče	correr	teči	correr	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN
teče	corre	teči	correr	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
teče	fluyendo	teči	fluir	V;IPFV;IND;SG;3;PRS;FIN	V;V.MSDR
mož	marido	mož	marido	N;NOM;MASC;SG	N;MASC;SG
mož	esposo	mož	esposo	N;NOM;MASC;SG	N;MASC;SG
mož	man	mož	man	N;NOM;MASC;SG	N
mož	hombre	mož	hombre	N;NOM;MASC;SG	N;MASC;SG
enciklopedija	enciclopedia	enciklopedija	enciclopedia	N;NOM;FEM;SG	N;FEM;SG
enciklopedija	enciclopedia	enciklopedija	enciclopedia	N;NOM;FEM;SG	N;FEM;SG
delno	parcialmente	delno	parcialmente	ADV	ADV
delno	parcialmente	delno	parcialmente	ADV	ADV
označuje	indica	označevati	indicar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
označuje	designa	označevati	designar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
označuje	denota	označevati	denota	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
napad	ataque	napad	ataque	N;NOM;MASC;SG	N;MASC;SG
napad	atentado	napad	atentado	N;NOM;MASC;SG	N;MASC;SG
napad	agresión	napad	agresión	N;NOM;MASC;SG	N;FEM;SG
napad	asalto	napad	asalto	N;NOM;MASC;SG	N;MASC;SG
pariz	paris	pariz	pari	N;NOM;MASC;SG	N;SG
potok	brook	potok	brook	N;NOM;MASC;SG	N;MASC;SG
potok	arroyo	potok	arroyo	N;NOM;MASC;SG	N;MASC;SG
potok	riachuelo	potok	riachuelo	N;NOM;MASC;SG	N;MASC;SG
potok	creek	potok	creek	N;NOM;MASC;SG	N;MASC
potok	arroyo	potok	arroyo	N;NOM;MASC;SG	N;MASC;SG
potok	stream	potok	stream	N;NOM;MASC;SG	N
potok	arroyo	potok	arroyo	N;NOM;MASC;SG	N;MASC;SG
status	status	status	status	N;NOM;MASC;SG	N
status	estatus	status	estatus	N;NOM;MASC;SG	N;MASC
status	estado	status	estado	N;NOM;MASC;SG	N;MASC;SG
status	situación	status	situación	N;NOM;MASC;SG	N;FEM;SG
sedem	siete	sedem	siete	NUM;NOM;PL	NUM;PL
zadnje	últimos	zadnji	último	ADJ;NOM;FEM;PL	ADJ;MASC;PL
politično	político	političen	político	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
teden	week	teden	week	N;INAN;ACC;MASC;SG	N;FEM;SG
teden	semana	teden	semana	N;INAN;ACC;MASC;SG	N;FEM;SG
johann	johann	johann	johann	N;NOM;MASC;SG	N;MASC;SG
josip	josip	josip	josip	N;NOM;MASC;SG	N;MASC;SG
prevod	traducción	prevod	traducción	N;NOM;MASC;SG	N;FEM;SG
živel	vivir	živeti	vivir	V;IPFV;MASC;SG;V.PTCP	V;NFIN
živel	viviendo	živeti	vivir	V;IPFV;MASC;SG;V.PTCP	V;V.MSDR
živel	vivir	živeti	vivir	V;IPFV;MASC;SG;V.PTCP	V;NFIN
živel	vive	živeti	vivir	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
živel	vivió	živeti	vivir	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
živel	viví	živeti	vivir	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;1;PST;FIN
živel	vivía	živeti	vivir	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
mednarodno	internacional	mednaroden	internacional	ADJ;NOM;NEUT;SG	ADJ;SG
mednarodno	international	mednaroden	international	ADJ;NOM;NEUT;SG	ADJ;SG
vzhodni	oriental	vzhoden	oriental	ADJ;NOM;DEF;MASC;SG	ADJ;SG
postaja	estacion	postaja	estacion	N;NOM;FEM;SG	N;FEM;SG
postaja	estación	postaja	estación	N;NOM;FEM;SG	N;FEM;SG
smith	herrero	smit	herrero	N;NOM;MASC;SG	N;MASC;SG
japonski	japonesa	japonski	japonés	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
olimpija	olimpia	olimpija	olimpia	N;NOM;FEM;SG	N;FEM;SG
olimpija	olympia	olimpija	olympia	N;NOM;FEM;SG	N;FEM;SG
ulica	calle	ulica	calle	N;NOM;FEM;SG	N;FEM;SG
ulica	callejero	ulica	callejero	N;NOM;FEM;SG	N;MASC;SG
ulica	street	ulica	street	N;NOM;FEM;SG	N
vojvoda	duque	vojvoda	duque	N;NOM;MASC;SG	N;MASC;SG
rdeče	roja	rdeč	rojo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
enaka	misma	enak	mismo	DET;NOM;FEM;SG	DET;FEM;SG
sir	queso	sir	queso	N;NOM;MASC;SG	N;MASC;SG
otoku	isla	otok	isla	N;DAT;MASC;SG	N;FEM;SG
meje	límites	meja	límite	N;NOM;FEM;PL	N;MASC;PL
meje	fronteras	meja	frontera	N;NOM;FEM;PL	N;FEM;PL
meje	limites	meja	limit	N;NOM;FEM;PL	N;MASC;PL
meje	fronteras	meja	frontera	N;NOM;FEM;PL	N;FEM;PL
meje	bordes	meja	borde	N;NOM;FEM;PL	N;MASC;PL
meje	fronteras	meja	frontera	N;NOM;FEM;PL	N;FEM;PL
meje	límites	meja	límite	N;NOM;FEM;PL	N;MASC;PL
meje	limites	meja	limit	N;NOM;FEM;PL	N;MASC;PL
švedski	sueco	švedski	sueco	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
politični	político	političen	político	ADJ;NOM;MASC;SG	ADJ;MASC;SG
četrti	cuarto	četrti	cuarto	ADJ;NOM;MASC;SG	ADJ;MASC;SG
četrti	cuarta	četrti	cuarto	ADJ;NOM;MASC;SG	ADJ;FEM;SG
akademije	academy	akademija	academy	N;NOM;FEM;PL	N
catalina	catalina	catalina	catalina	N;NOM;FEM;SG	N;FEM;SG
lestvici	balanza	lestvica	balanza	N;NOM;FEM;SG	N;FEM;SG
lestvici	baremo	lestvica	baremo	N;NOM;FEM;SG	N;MASC;SG
lestvici	escala	lestvica	escala	N;NOM;FEM;SG	N;FEM;SG
air	aire	air	aire	N;NOM;MASC;SG	N;MASC;SG
air	air	air	air	N;NOM;MASC;SG	N
naravni	natural	naraven	natural	ADJ;NOM;MASC;SG	ADJ;SG
predstavljajo	representar	predstavljati	representar	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
predstavljajo	representan	predstavljati	representar	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
različice	variantes	različica	variante	N;NOM;FEM;PL	N;FEM;PL
različice	variaciones	različica	variación	N;NOM;FEM;PL	N;FEM;PL
različice	variantes	različica	variante	N;NOM;FEM;PL	N;FEM;PL
različice	versiones	različica	versión	N;NOM;FEM;PL	N;FEM;PL
izvoljen	elegido	izvoljen	elegido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
izvoljen	elegida	izvoljen	elegido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
bojevanje	guerra	bojevanje	guerra	N;NOM;NEUT;SG	N;FEM;SG
bojevanje	lucha	bojevanje	lucha	N;NOM;NEUT;SG	N;FEM;SG
bojevanje	fighting	bojevanje	fighting	N;NOM;NEUT;SG	N
nadzor	control	nadzor	control	N;NOM;MASC;SG	N;MASC;SG
nadzor	supervisión	nadzor	supervisión	N;NOM;MASC;SG	N;FEM;SG
nadzor	vigilancia	nadzor	vigilancia	N;NOM;MASC;SG	N;FEM;SG
avstrija	austria	avstrija	austria	N;NOM;FEM;SG	N;MASC;SG
alias	alias	alias	alias	N;NOM;MASC;SG	N;MASC;SG
serije	series	serija	serie	N;NOM;FEM;PL	N;FEM;PL
serije	lotes	serija	lote	N;NOM;FEM;PL	N;MASC;PL
pravo	derecho	pravo	derecho	N;NOM;NEUT;SG	N;MASC;SG
pravo	legislación	pravo	legislación	N;NOM;NEUT;SG	N;FEM;SG
pravo	ley	pravo	ley	N;NOM;NEUT;SG	N;FEM;SG
češka	checa	češka	checo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
francosko	francesa	francoski	francés	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
gibanja	tendencias	gibanje	tendencia	N;NOM;NEUT;PL	N;FEM;PL
gibanja	movimientos	gibanje	movimiento	N;NOM;NEUT;PL	N;MASC;PL
gibanja	movimientos	gibanje	movimiento	N;NOM;NEUT;PL	N;MASC;PL
španski	española	španski	español	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
hiše	casas	hiša	casa	N;NOM;FEM;PL	N;FEM;PL
grško	griega	grški	griego	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
teorije	teorías	teorija	teoría	N;NOM;FEM;PL	N;FEM;PL
https	https	https	http	N;NOM;MASC;SG	N
jezera	lagos	jezero	lago	N;NOM;NEUT;PL	N;MASC;PL
jezera	lagos	jezero	lago	N;NOM;NEUT;PL	N;MASC;PL
površina	superficie	površina	superficie	N;NOM;FEM;SG	N;FEM;SG
površina	zona	površina	zona	N;NOM;FEM;SG	N;FEM;SG
površina	area	površina	area	N;NOM;FEM;SG	N;FEM;SG
površina	área	površina	área	N;NOM;FEM;SG	N;FEM;SG
rezultat	puntuación	rezultat	puntuación	N;NOM;MASC;SG	N;FEM;SG
rezultat	partitura	rezultat	partitura	N;NOM;MASC;SG	N;FEM;SG
rezultat	resultado	rezultat	resultado	N;NOM;MASC;SG	N;MASC;SG
gorica	gorica	gorica	gorica	N;NOM;FEM;SG	N;MASC;SG
pridružil	uniendo	pridružiti	unir	V;PFV;MASC;SG;V.PTCP	V;V.MSDR
stranke	clientes	stranka	cliente	N;NOM;FEM;PL	N;PL
stranke	clientes	stranka	cliente	N;NOM;FEM;PL	N;PL
stranke	fiestas	stranka	fiesta	N;NOM;FEM;PL	N;FEM;PL
omenja	menciona	omenjati	mencionar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
albert	albert	albert	albert	N;NOM;MASC;SG	N;SG
albert	alberto	albert	alberto	N;NOM;MASC;SG	N;MASC;SG
sezono	temporada	sezona	temporada	N;ACC;FEM;SG	N;FEM;SG
možno	posible	možen	posible	ADJ;NOM;NEUT;SG	ADJ;SG
edward	eduardo	edward	eduardo	N;NOM;MASC;SG	N;MASC;SG
edward	edward	edward	edward	N;NOM;MASC;SG	N;MASC;SG
odkrili	descubrir	odkriti	descubrir	V;PFV;MASC;PL;V.PTCP	V;NFIN
odkrili	descubren	odkriti	descubrir	V;PFV;MASC;PL;V.PTCP	V;IND;PL;3;PRS;FIN
učitelj	maestro	učitelj	maestro	N;NOM;MASC;SG	N;MASC;SG
učitelj	master	učitelj	master	N;NOM;MASC;SG	N;MASC;SG
učitelj	máster	učitelj	máster	N;NOM;MASC;SG	N;MASC;SG
učitelj	maestra	učitelj	maestro	N;NOM;MASC;SG	N;FEM;SG
učitelj	maestro	učitelj	maestro	N;NOM;MASC;SG	N;MASC;SG
učitelj	docente	učitelj	docente	N;NOM;MASC;SG	N;SG
učitelj	profesor	učitelj	profesor	N;NOM;MASC;SG	N;MASC;SG
učitelj	profesora	učitelj	profesora	N;NOM;MASC;SG	N;FEM;SG
gore	montañas	gora	montaña	N;NOM;FEM;PL	N;FEM;PL
gore	montes	gora	monte	N;NOM;FEM;PL	N;MASC;PL
razvil	evolucionó	razviti	evolucionar	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
pojav	fenómeno	pojav	fenómeno	N;NOM;MASC;SG	N;MASC;SG
pojav	aparición	pojav	aparición	N;NOM;MASC;SG	N;FEM;SG
pojav	surgimiento	pojav	surgimiento	N;NOM;MASC;SG	N;MASC;SG
pojav	ocurrencia	pojav	ocurrencia	N;NOM;MASC;SG	N;FEM;SG
italijansko	italiana	italijanski	italiano	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
razliko	diferencia	razlika	diferencia	N;ACC;FEM;SG	N;FEM;SG
izredno	extremadamente	izredno	extremadamente	ADV	ADV
žensko	mujer	ženska	mujer	N;ACC;FEM;SG	N;FEM;SG
žensko	mujer	ženska	mujer	N;ACC;FEM;SG	N;FEM;SG
žensko	hembra	ženska	hembra	N;ACC;FEM;SG	N;FEM;SG
pavel	pablo	paveti	pablo	N;NOM;MASC;SG	N;MASC;SG
pavel	pavel	paveti	pavel	N;NOM;MASC;SG	N;MASC;SG
zlata	dorada	zlat	dorado	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
zlata	dorado	zlat	dorado	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
zlata	dorada	zlat	dorado	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
zlata	dorado	zlat	dorado	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
igralka	actriz	igralka	actriz	N;NOM;FEM;SG	N;FEM;SG
cilj	objetivo	cilj	objetivo	N;NOM;MASC;SG	N;MASC;SG
cilj	gol	cilj	gol	N;NOM;MASC;SG	N;MASC;SG
cilj	meta	cilj	meta	N;NOM;MASC;SG	N;FEM;SG
cilj	objetivo	cilj	objetivo	N;NOM;MASC;SG	N;MASC;SG
cilj	portería	cilj	portería	N;NOM;MASC;SG	N;FEM;SG
club	club	club	club	N;NOM;MASC;SG	N;MASC;SG
club	garrote	club	garrote	N;NOM;MASC;SG	N;MASC;SG
club	discoteca	club	discoteca	N;NOM;MASC;SG	N;FEM;SG
sodnik	juez	sodnik	juez	N;NOM;MASC;SG	N;SG
sodnik	magistrado	sodnik	magistrado	N;NOM;MASC;SG	N;MASC;SG
sodnik	jueza	sodnik	jueza	N;NOM;MASC;SG	N;FEM;SG
sodnik	árbitro	sodnik	árbitro	N;NOM;MASC;SG	N;MASC;SG
sodnik	árbitro	sodnik	árbitro	N;NOM;MASC;SG	N;MASC;SG
predloga	propuesta	predlog	propuesta	N;NOM;MASC;SG	N;FEM;SG
predloga	proposición	predlog	proposición	N;NOM;MASC;SG	N;FEM;SG
predloga	plantilla	predlog	plantilla	N;NOM;MASC;SG	N;FEM;SG
pisateljev	guionistas	pisatelj	guionista	N;GEN;MASC;PL	N;PL
pisateljev	escritores	pisatelj	escritor	N;GEN;MASC;PL	N;MASC;PL
pisateljev	redactores	pisatelj	redactor	N;GEN;MASC;PL	N;MASC;PL
stare	viejos	star	viejo	ADJ;NOM;FEM;PL	ADJ;MASC;PL
ceste	carreteras	cesta	carretera	N;NOM;FEM;PL	N;FEM;PL
ceste	caminos	cesta	camino	N;NOM;FEM;PL	N;MASC;PL
ceste	calles	cesta	calle	N;NOM;FEM;PL	N;FEM;PL
rusko	rusa	ruski	ruso	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
rusko	ruso	ruski	ruso	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
srbija	serbio	srbija	serbio	N;NOM;FEM;SG	N;MASC;SG
henrik	henrik	henrik	henrik	N;NOM;MASC;SG	N;MASC;SG
poljski	polaca	poljski	polaco	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
okolje	medioambiente	okolje	medioambiente	N;NOM;NEUT;SG	N;MASC;SG
