על	について	על	について	ADP	ADP
הודעה	伝言	הודעה	伝言	N;FEM;SG	N
הודעה	お	הודעה	お	N;FEM;SG	N
סירב	拒否	סירב	拒否	V;MASC;SG;3;PST;ACT	V
רופא	医師	רופא	医師	N;MASC;SG	N
רופא	医師	רופא	医師	N;MASC;SG	N
רופא	ドクター	רופא	ドクター	N;MASC;SG	N
רופא	先生	רופא	先生	N;MASC;SG	N
רופא	医者	רופא	医者	N;MASC;SG	N
לעסוק	交戦	עסק	交戦	V;NFIN;ACT	V
אוכלוסיית	人口	אוכלוסייה	人口	N;PSSD;FEM;SG	N
מכתב	手紙	מכתב	手紙	N;MASC;SG	N
מכתב	レター	מכתב	レター	N;MASC;SG	N
קוראים	読者	קורא	読者	N;MASC;PL	N
קוראים	リーダー	קורא	リーダー	N;MASC;PL	N
בכורה	初演	בכורה	初演	N;FEM;SG	N
בכורה	プレミア	בכורה	プレミア	N;FEM;SG	N
כתיבה	筆記	כתיבה	筆記	N;FEM;SG	N
חוקר	研究者	חוקר	研究者	N;MASC;SG	N
חוקר	研究員	חוקר	研究員	N;MASC;SG	N
חוקר	エクスプローラー	חוקר	エクスプローラー	N;MASC;SG	N
קהל	観客	קהל	観客	N;MASC;SG	N
קהל	オーディエンス	קהל	オーディエンス	N;MASC;SG	N
קהל	群衆	קהל	群衆	N;MASC;SG	N
קהל	群集	קהל	群集	N;MASC;SG	N
קהל	人	קהל	人	N;MASC;SG	N
מחלות	病気	מחלה	病気	N;FEM;PL	N
מחלות	疾病	מחלה	疾病	N;FEM;PL	N
סטודנטים	生徒	סטודנט	生徒	N;MASC;PL	N
סטודנטים	学生	סטודנט	学生	N;MASC;PL	N
מקצוע	職業	מקצוע	職業	N;MASC;SG	N
מקצוע	職業	מקצוע	職業	N;MASC;SG	N
שיחות	スレッド	שיחה	スレッド	N;FEM;PL	N
הופעה	パフォーマンス	הופעה	パフォーマンス	N;FEM;SG	N
הופעה	性能	הופעה	性能	N;FEM;SG	N
הופעה	外観	הופעה	外観	N;FEM;SG	N
הופעה	コンサート	הופעה	コンサート	N;FEM;SG	N
עורכים	エディタ	ערך	エディタ	N;MASC;PL	N
להימנע	避ける	נמנע	避ける	V;NFIN;MID	V
להחליף	切り替え	החליף	切り替える	V;NFIN;ACT	V
הכנסות	収入	הכנסה	収入	N;FEM;PL	N
הכנסות	歳入	הכנסה	歳入	N;FEM;PL	N
בריאות	ヘルシー	בריאות	ヘルシー	N;FEM;SG	N
כינוי	別名	כינוי	別名	N;MASC;SG	N
כינוי	偽名	כינוי	偽名	N;MASC;SG	N
כינוי	愛称	כינוי	愛称	N;MASC;SG	N
כינוי	ニックネーム	כינוי	ニックネーム	N;MASC;SG	N
כיתוב	キャプション	כיתוב	キャプション	N;MASC;SG	N
תרופות	薬物	תרופה	薬物	N;FEM;PL	N
הצופים	オブザーバー	הצוף	オブザーバー	N;MASC;PL	N
שעה	時間	שעה	時間	N;FEM;SG	N
שורה	直線	שורה	直線	N;FEM;SG	N
שורה	ライン	שורה	ライン	N;FEM;SG	N
חוקים	規則	חוק	規則	N;MASC;PL	N
חוקים	ルール	חוק	ルール	N;MASC;PL	N
חוקים	法律	חוק	法律	N;MASC;PL	N
כותבים	作家	כותב	作家	N;MASC;PL	N
בקשת	リクエスト	בקשה	リクエスト	N;FEM;SG	N
אמיתי	リアル	אמיתי	リアル	ADJ;MASC;SG	ADJ
אחרונות	最終	אחרון	最終	N;FEM;PL	N
אחרונות	ラスト	אחרון	ラスト	N;FEM;PL	N
אחרונות	最後	אחרון	最後	N;FEM;PL	N
אחרונות	最近	אחרון	最近	N;FEM;PL	N
טיסה	フライング	טיסה	フライング	N;FEM;SG	N
טיסה	フライト	טיסה	フライト	N;FEM;SG	N
טיסה	飛行	טיסה	飛行	N;FEM;SG	N
מטען	貨物	מטען	貨物	N;MASC;SG	N
מטען	荷物	מטען	荷物	N;MASC;SG	N
מטען	充電器	מטען	充電器	N;MASC;SG	N
מטען	チャージャー	מטען	チャージャー	N;MASC;SG	N
עקרונות	原理	עיקרון	原理	N;MASC;PL	N
השתמש	使用	השתמש	使用	V;MASC;SG;3;PST	V
פרופיל	プロフィール	פרופיל	プロフィール	N;MASC;SG	N
פרופיל	プロファイル	פרופיל	プロファイル	N;MASC;SG	N
פרופיל	プロフィール	פרופיל	プロフィール	N;MASC;SG	N
פרופיל	プロファイル	פרופיל	プロファイル	N;MASC;SG	N
לחיות	生きる	None	生きる	V;NFIN	V
אזורי	リージョン	אזור	リージョン	N;MASC;PL	N
אזורי	地域	אזור	地域	N;MASC;PL	N
התקבל	受け取り	התקבל	受け取る	V;MASC;SG;3;PST	V
התקבל	受信	התקבל	受信	V;MASC;SG;3;PST	V
ריכוז	濃度	ריכוז	濃度	N;MASC;SG	N
הוענק	付与	הוענק	付与	V;MASC;SG;3;PST;PASS	V
מקווה	希望	קיווה	希望	V;MASC;SG;V.PTCP;ACT	V
להסביר	説明	הסביר	説明	V;NFIN;ACT	V
משמר	ガード	משמר	ガード	N;MASC;SG	N
כתובת	アドレス	כתובת	アドレス	N;FEM;SG	N
כתובת	住所	כתובת	住所	N;FEM;SG	N
עצים	樹木	עץ	樹木	N;MASC;PL	N
תופעה	現象	תופעה	現象	N;FEM;SG	N
תופעה	現象	תופעה	現象	N;FEM;SG	N
מהלך	ムーブ	מהלך	ムーブ	N;MASC;SG	N
צי	艦隊	צי	艦隊	N;MASC;SG	N
שריון	アーマー	שריון	アーマー	N;MASC;SG	N
שריון	装甲	שריון	装甲	N;MASC;SG	N
שריון	装甲	שריון	装甲	N;MASC;SG	N
פונקציה	機能	פונקציה	機能	N;FEM;SG	N
פונקציה	関数	פונקציה	関数	N;FEM;SG	N
פונקציה	関数	פונקציה	関数	N;FEM;SG	N
להצביע	投票	הצביע	投票	V;NFIN;ACT	V
משפטים	トライアル	משפט	トライアル	N;MASC;PL	N
משפטים	試練	משפט	試練	N;MASC;PL	N
משפטים	法律	משפט	法律	N;MASC;PL	N
משפטים	法学	משפט	法学	N;MASC;PL	N
דפים	ページ	דף	ページ	N;MASC;PL	N
רחבה	ワイド	רחבה	ワイド	N;FEM;SG	N
מהדורה	エディション	מהדורה	エディション	N;FEM;SG	N
מהדורה	エディション	מהדורה	エディション	N;FEM;SG	N
המציאות	リアリティ	המציאות	リアリティ	N;FEM;SG	N
המציאות	現実	המציאות	現実	N;FEM;SG	N
רפואה	医学	רפואה	医学	N;FEM;SG	N
רפואה	医学	רפואה	医学	N;FEM;SG	N
חטיבה	師団	חטיבה	師団	N;FEM;SG	N
חטיבה	連隊	חטיבה	連隊	N;FEM;SG	N
חטיבה	旅団	חטיבה	旅団	N;FEM;SG	N
לזהות	識別	זיהה	識別	V;NFIN;ACT	V
גז	気体	גז	気体	N;MASC;SG	N
גז	ガス	גז	ガス	N;MASC;SG	N
מקומיים	ローカル	מקומי	ローカル	ADJ;MASC;PL	ADJ
כתר	クラウン	כתר	クラウン	N;MASC;SG	N
טון	トン	טון	トン	N;MASC;SG	N
טון	トン	טון	トン	N;MASC;SG	N
טון	トーン	טון	トーン	N;MASC;SG	N
העמותה	社団	העמותה	社団	N;FEM;SG	N
העמותה	協会	העמותה	協会	N;FEM;SG	N
העמותה	アソシエーション	העמותה	アソシエーション	N;FEM;SG	N
לשפר	向上	שיפר	向上	V;NFIN;ACT	V
לשפר	改善	שיפר	改善	V;NFIN;ACT	V
ארמון	宮殿	ארמון	宮殿	N;MASC;SG	N
אצטדיון	スタジアム	אצטדיון	スタジアム	N;MASC;SG	N
צמחים	植物	צמח	植物	N;MASC;PL	N
לוחמים	戦士	לוחם	戦士	N;MASC;PL	N
בנייה	建物	בנייה	建物	N;FEM;SG	N
אגף	ウイング	אגף	ウイング	N;MASC;SG	N
חשש	恐怖	חשש	恐怖	N;MASC;SG	N
כדורסל	バスケット	כדורסל	バスケット	N;MASC;SG	N
מנגנון	機構	מנגנון	機構	N;MASC;SG	N
מנגנון	メカニズム	מנגנון	メカニズム	N;MASC;SG	N
רבע	クォーター	None	クォーター	N	N
רבע	四半期	None	四半期	N	N
קורא	コーリング	קורא	コーリング	N;MASC;SG	N
קורא	読者	קורא	読者	N;MASC;SG	N
קורא	リーダー	קורא	リーダー	N;MASC;SG	N
עובדי	社員	עובד	社員	N;PSSD;MASC;PL	N
אזרחי	文官	אזרח	文官	N;MASC;PL	N
אזרחי	市民	אזרח	市民	N;MASC;PL	N
לכבוש	征服	כבש	征服	V;NFIN;ACT	V
גבולות	境界	גבול	境界	N;MASC;PL	N
גבולות	リミット	גבול	リミット	N;MASC;PL	N
גבולות	限界	גבול	限界	N;MASC;PL	N
ממוצע	平均	ממוצע	平均	N;MASC;SG	N
צו	令状	צו	令状	N;MASC;SG	N
בדיקה	テスト	בדיקה	テスト	N;FEM;SG	N
בדיקה	テスト	בדיקה	テスト	N;FEM;SG	N
כלכלה	経済	כלכלה	経済	N;FEM;SG	N
לימודים	学校	לימודים	学校	N;MASC;PL	N
לימודים	スクール	לימודים	スクール	N;MASC;PL	N
כניסה	エントリー	כניסה	エントリー	N;FEM;SG	N
כניסה	エントリ	כניסה	エントリ	N;FEM;SG	N
כניסה	玄関	כניסה	玄関	N;FEM;SG	N
כניסה	入口	כניסה	入口	N;FEM;SG	N
כניסה	ログイン	כניסה	ログイン	N;FEM;SG	N
גבר	男性	גבר	男性	N;MASC;SG	N
התשובה	回答	התשובה	回答	V;MASC;SG;3;PST	V
התשובה	答え	התשובה	答える	V;MASC;SG;3;PST	V
התשובה	答弁	התשובה	答弁	V;MASC;SG;3;PST	V
להוכיח	証明	הוכיח	証明	V;NFIN;ACT	V
דרמה	ドラマ	דרמה	ドラマ	N;FEM;SG	N
מטרה	目的	מטרה	目的	N;FEM;SG	N
מטרה	目的	מטרה	目的	N;FEM;SG	N
מטרה	ターゲット	מטרה	ターゲット	N;FEM;SG	N
מטרה	ゴール	מטרה	ゴール	N;FEM;SG	N
מחשבים	コンピューター	מחשב	コンピューター	N;MASC;PL	N
מחשבים	コンピュータ	מחשב	コンピュータ	N;MASC;PL	N
בנים	男	בן	男	N;MASC;PL	N
בנים	息子	בן	息子	N;MASC;PL	N
לנהל	管理	ניהל	管理	V;NFIN;ACT	V
טעות	間違い	טעות	間違い	N;FEM;SG	N
חלב	牛乳	חלב	牛乳	N;MASC;SG	N
חלב	ミルク	חלב	ミルク	N;MASC;SG	N
גרסת	バージョン	גרסה	バージョン	N;FEM;SG	N
מאבק	闘争	מאבק	闘争	N;MASC;SG	N
מאבק	格闘	מאבק	格闘	N;MASC;SG	N
קשים	難しい	קשה	難しい	ADJ;MASC;PL	ADJ
אלימות	暴力	אלימות	暴力	N;FEM;SG	N
האולימפיים	オリンピック	האולימפיים	オリンピック	N;MASC;DU	N
רצה	求む	רצה	求む	V;MASC;SG;3;PST;ACT	V
ההבדל	差異	ההבדל	差異	V;MASC;SG;3;PST	V
ההבדל	違い	ההבדל	違う	V;MASC;SG;3;PST	V
ללכת	歩き	הלך	歩く	V;NFIN;ACT	V
ללכת	歩く	הלך	歩く	V;NFIN;ACT	V
תקציב	予算	תקציב	予算	N;MASC;SG	N
בדיוני	フィクション	בדיוני	フィクション	N;MASC;SG	N
מחזור	サイクル	מחזור	サイクル	N;MASC;SG	N
מניח	推測	הניח	推測	V;MASC;SG;V.PTCP;ACT	V
נרצח	暗殺	נרצח	暗殺	V;MASC;SG;3;PST;MID	V
נוצרה	作成	נוצר	作成	V;FEM;SG;3;PST;MID	V
רמות	レベル	רמה	レベル	N;FEM;PL	N
מסחר	商業	מסחר	商業	N;MASC;SG	N
מסחר	貿易	מסחר	貿易	N;MASC;SG	N
כותרת	ヘッダー	כותרת	ヘッダー	N;FEM;SG	N
כותרת	肩書	כותרת	肩書	N;FEM;SG	N
כותרת	称号	כותרת	称号	N;FEM;SG	N
כותרת	タイトル	כותרת	タイトル	N;FEM;SG	N
אישיות	個性	אישיות	個性	N;FEM;SG	N
אישיות	人柄	אישיות	人柄	N;FEM;SG	N
אישיות	性格	אישיות	性格	N;FEM;SG	N
אישיות	人格	אישיות	人格	N;FEM;SG	N
אישיות	パーソナリティ	אישיות	パーソナリティ	N;FEM;SG	N
צורות	形状	צורה	形状	N;FEM;PL	N
צורות	シェイプ	צורה	シェイプ	N;FEM;PL	N
צורות	形態	צורה	形態	N;FEM;PL	N
כרכים	ボリューム	כרך	ボリューム	N;MASC;PL	N
כרכים	体積	כרך	体積	N;MASC;PL	N
שכונה	近所	שכונה	近所	N;FEM;SG	N
שכונה	近隣	שכונה	近隣	N;FEM;SG	N
בד	キャンバス	בד	キャンバス	N;MASC;SG	N
בד	布地	בד	布地	N;MASC;SG	N
בד	生地	בד	生地	N;MASC;SG	N
בד	織物	בד	織物	N;MASC;SG	N
קטעים	セグメント	קטע	セグメント	N;MASC;PL	N
תחבורה	交通	תחבורה	交通	N;FEM;SG	N
תחבורה	交通	תחבורה	交通	N;FEM;SG	N
הנוצרים	キリスト教徒	הנוצר	キリスト教徒	N	N
צופים	観客	צופה	観客	N;MASC;PL	N
צופים	オブザーバー	צופה	オブザーバー	N;MASC;PL	N
צופים	スカウト	צופה	スカウト	N;MASC;PL	N
מסורת	伝統	מסורת	伝統	N;FEM;SG	N
מסורת	伝統	מסורת	伝統	N;FEM;SG	N
לשלוח	送信	שלח	送信	V;NFIN;ACT	V
לשלוח	送る	שלח	送る	V;NFIN;ACT	V
מתח	テンション	מתח	テンション	N;MASC;SG	N
מתח	ストレス	מתח	ストレス	N;MASC;SG	N
מתח	サスペンス	מתח	サスペンス	N;MASC;SG	N
מתח	電圧	מתח	電圧	N;MASC;SG	N
תשלום	決済	תשלום	決済	N;MASC;SG	N
חייל	兵士	חייל	兵士	N;MASC;SG	N
חייל	兵隊	חייל	兵隊	N;MASC;SG	N
הזכות	特権	הזכה	特権	N;FEM;SG	N
להט	情熱	להט	情熱	N;MASC;SG	N
להט	受難	להט	受難	N;MASC;SG	N
הסוכנות	代理店	הסוכנות	代理店	N;FEM	N
ציין	指定	ציין	指定	V;MASC;SG;3;PST;ACT	V
חתן	花婿	חתן	花婿	N;MASC;SG	N
מוצרים	プロダクト	מוצר	プロダクト	N;MASC;PL	N
מוצרים	商品	מוצר	商品	N;MASC;PL	N
מוצרים	製品	מוצר	製品	N;MASC;PL	N
הצעת	おすすめ	הצעה	おすすめ	N;PSSD;FEM;SG	N
הערכה	鑑	הערכה	鑑	N;FEM;SG	N
הערכה	評定	הערכה	評定	N;FEM;SG	N
חזית	フロント	חזית	フロント	N;FEM;SG	N
חזית	表側	חזית	表側	N;FEM;SG	N
חזית	前面	חזית	前面	N;FEM;SG	N
עיתונאים	ジャーナリスト	עיתונאי	ジャーナリスト	N;MASC;PL	N
עיתונאים	リポーター	עיתונאי	リポーター	N;MASC;PL	N
פשוטה	シンプル	פשוט	シンプル	ADJ;FEM;SG	ADJ
פשוטה	簡単	פשוט	簡単	ADJ;FEM;SG	ADJ
פשוטה	単純	פשוט	単純	ADJ;FEM;SG	ADJ
החלטות	解像	החלטה	解像	N;FEM;PL	N
טוענים	主張	טען	主張	V;MASC;PL;V.PTCP;ACT	V
טוענים	取得	טען	取得	V;MASC;PL;V.PTCP;ACT	V
עוזר	助手	עוזר	助手	N;MASC;SG	N
עוזר	アシスタント	עוזר	アシスタント	N;MASC;SG	N
שדות	フィールド	שדה	フィールド	N;MASC;PL	N
מבקר	ビジター	מבקר	ビジター	N;MASC;SG	N
מבקר	評論家	מבקר	評論家	N;MASC;SG	N
מבקר	批評家	מבקר	批評家	N;MASC;SG	N
עקרון	原理	עיקרון	原理	N;MASC;SG	N
מטבע	通貨	מטבע	通貨	N;SG	N
מטבע	硬貨	מטבע	硬貨	N;SG	N
מטבע	コイン	מטבע	コイン	N;SG	N
לשאת	運ぶ	נשא	運ぶ	V;NFIN;ACT	V
לשאת	持ち込み	נשא	持ち込み	V;NFIN;ACT	V
רעיונות	アイデア	רעיון	アイデア	N;MASC;PL	N
רעיונות	アイディア	רעיון	アイディア	N;MASC;PL	N
יסודות	要素	יסוד	要素	N;MASC;PL	N
יסודות	元素	יסוד	元素	N;MASC;PL	N
יסודות	エレメント	יסוד	エレメント	N;MASC;PL	N
מנצח	車	מנצח	車	N;MASC;SG	N
מנצח	勝者	מנצח	勝者	N;MASC;SG	N
משא	貨物	משא	貨物	N;MASC;SG	N
הגדרה	セットアップ	הגדרה	セットアップ	N;FEM;SG	N
הגדרה	セッティング	הגדרה	セッティング	N;FEM;SG	N
נעצר	逮捕	נעצר	逮捕	V;MASC;SG;3;PST;MID	V
הסתיימה	終了	הסתיים	終了	V;FEM;SG;3;PST	V
הישגים	実績	הישג	実績	N;MASC;PL	N
הישגים	事跡	הישג	事跡	N;MASC;PL	N
הישגים	業績	הישג	業績	N;MASC;PL	N
הישגים	事績	הישג	事績	N;MASC;PL	N
הישגים	功績	הישג	功績	N;MASC;PL	N
הישגים	実績	הישג	実績	N;MASC;PL	N
הישגים	功績	הישג	功績	N;MASC;PL	N
הישגים	事績	הישג	事績	N;MASC;PL	N
הישגים	実績	הישג	実績	N;MASC;PL	N
אוהב	愛する	אהב	愛する	V;MASC;SG;V.PTCP;ACT	V
תעשיית	業界	תעשייה	業界	N;FEM;SG	N
תעשיית	産業	תעשייה	産業	N;FEM;SG	N
נוף	横長	נוף	横長	N;MASC;SG	N
נוף	風景	נוף	風景	N;MASC;SG	N
נוף	横向き	נוף	横向き	N;MASC;SG	N
דלק	燃料	דלק	燃料	N;MASC;SG	N
דלק	ガソリン	דלק	ガソリン	N;MASC;SG	N
דלק	気体	דלק	気体	N;MASC;SG	N
דלק	ガス	דלק	ガス	N;MASC;SG	N
להחזיר	取得	החזיר	取得	V;NFIN;ACT	V
דיונים	ディスカッション	דיון	ディスカッション	N;MASC;PL	N
מכוניות	カーズ	מכונית	カーズ	N;FEM;PL	N
חלוקה	師団	חלוקה	師団	N;FEM;SG	N
הבדל	差分	הבדל	差分	N;MASC;SG	N
עיתונאי	ジャーナリスト	עיתונאי	ジャーナリスト	N;MASC;SG	N
בוקר	モーニング	בוקר	モーニング	N;MASC;SG	N
אחריות	保証	אחריות	保証	N;FEM;SG	N
אחריות	保証	אחריות	保証	N;FEM;SG	N
אחריות	責任	אחריות	責任	N;FEM;SG	N
אחריות	責務	אחריות	責務	N;FEM;SG	N
תופעות	現象	תופעה	現象	N;FEM;PL	N
תגובה	コメント	תגובה	コメント	N;FEM;SG	N
תגובה	リアクション	תגובה	リアクション	N;FEM;SG	N
תגובה	レスポンス	תגובה	レスポンス	N;FEM;SG	N
נפצע	怪我	נפצע	怪我	V;MASC;SG;3;PST;MID	V
נפצע	負傷	נפצע	負傷	V;MASC;SG;3;PST;MID	V
טענות	債権	טענה	債権	N;FEM;PL	N
לבטל	取り消し	ביטל	取り消し	V;NFIN;ACT	V
לבטל	キャンセル	ביטל	キャンセル	V;NFIN;ACT	V
לבטל	取り消す	ביטל	取り消す	V;NFIN;ACT	V
הרשימה	リスト	הרשים	リスト	V;FEM;SG;3;PST;ACT	V
מפיק	プロデューサー	מפיק	プロデューサー	N;MASC;SG	N
מפיק	プロデューサー	מפיק	プロデューサー	N;MASC;SG	N
סבא	おじい	סבא	おじい	N;MASC;SG	N
סבא	おじいさん	סבא	おじいさん	N;MASC;SG	N
סבא	祖父	סבא	祖父	N;MASC;SG	N
קצינים	役員	קצין	役員	N;MASC;PL	N
הסתיים	終了	הסתיים	終了	V;MASC;SG;3;PST	V
הנוכחית	現在	הנוכחית	現在	N	N
כיסוי	表紙	כיסוי	表紙	N;MASC;SG	N
כיסוי	被覆	כיסוי	被覆	N;MASC;SG	N
כיסוי	カバー	כיסוי	カバー	N;MASC;SG	N
מבחן	テスト	מבחן	テスト	N;MASC;SG	N
מפלגה	パーティ	מפלגה	パーティ	N;FEM;SG	N
מפלגה	パーティー	מפלגה	パーティー	N;FEM;SG	N
גאוגרפיה	地理	גאוגרפיה	地理	N;FEM;SG	N
לנצח	勝利	ניצח	勝利	V;NFIN;ACT	V
לנצח	勝ち	ניצח	勝つ	V;NFIN;ACT	V
לנצח	勝つ	ניצח	勝つ	V;NFIN;ACT	V
היקף	周囲	היקף	周囲	N;MASC;SG	N
היקף	範囲	היקף	範囲	N;MASC;SG	N
היקף	スコープ	היקף	スコープ	N;MASC;SG	N
להציל	保存	הציל	保存	V;NFIN;ACT	V
מאמין	信じる	האמין	信じる	V;MASC;SG;V.PTCP;ACT	V
מאמין	信ずる	האמין	信ずる	V;MASC;SG;V.PTCP;ACT	V
קפה	コーヒー	קפה	コーヒー	N;MASC;SG	N
סיבות	理由	סיבה	理由	N;FEM;PL	N
התייחסות	参考	התייחסות	参考	N;FEM;SG	N
שחרור	リリース	שחרור	リリース	N;MASC;SG	N
מימון	財務	מימון	財務	N;MASC;SG	N
מימון	金融	מימון	金融	N;MASC;SG	N
מימון	財政	מימון	財政	N;MASC;SG	N
מימון	ファイナンス	מימון	ファイナンス	N;MASC;SG	N
משורר	詩人	משורר	詩人	N;MASC;SG	N
משורר	歌人	משורר	歌人	N;MASC;SG	N
תומך	サポート	תמך	サポート	V;MASC;SG;V.PTCP;ACT	V
תומך	支持	תמך	支持	V;MASC;SG;V.PTCP;ACT	V
דפוס	パターン	דפוס	パターン	N;MASC;SG	N
מושבים	座席	מושב	座席	N;MASC;PL	N
משטר	政権	משטר	政権	N;MASC;SG	N
הצעות	おすすめ	הצעה	おすすめ	N;FEM;PL	N
הצעות	クーポン	הצעה	クーポン	N;FEM;PL	N
הצעות	おすすめ	הצעה	おすすめ	N;FEM;PL	N
הגורמים	要因	הגורם	要因	N	N
טילים	ミサイル	טיל	ミサイル	N;MASC;PL	N
דונם	エーカー	דונם	エーカー	N;MASC;SG	N
מחלה	病気	מחלה	病気	N;FEM;SG	N
מחלה	疾患	מחלה	疾患	N;FEM;SG	N
מחלה	病気	מחלה	病気	N;FEM;SG	N
מחלה	疾病	מחלה	疾病	N;FEM;SG	N
מחלה	病気	מחלה	病気	N;FEM;SG	N
עופות	鶏肉	עופה	鶏肉	N;MASC;PL	N
עופות	ニワトリ	עופה	ニワトリ	N;MASC;PL	N
עופות	チキン	עופה	チキン	N;MASC;PL	N
עופות	鳥類	עופה	鳥類	N;MASC;PL	N
גיבור	ヒーロー	גיבור	ヒーロー	N;MASC;SG	N
ייחודי	ユニーク	ייחודי	ユニーク	ADJ;MASC;SG	ADJ
ייחודי	独特	ייחודי	独特	ADJ;MASC;SG	ADJ
פוליטיקאים	政治家	פוליטיקאי	政治家	N;MASC;PL	N
התקבלה	受け取り	התקבל	受け取る	V;FEM;SG;3;PST	V
התקבלה	受信	התקבל	受信	V;FEM;SG;3;PST	V
מחיר	プライス	מחיר	プライス	N;MASC;SG	N
מחיר	対価	מחיר	対価	N;MASC;SG	N
מחיר	値段	מחיר	値段	N;MASC;SG	N
מחיר	価格	מחיר	価格	N;MASC;SG	N
מחיר	費用	מחיר	費用	N;MASC;SG	N
מחיר	原価	מחיר	原価	N;MASC;SG	N
מחיר	コスト	מחיר	コスト	N;MASC;SG	N
צעד	ステップ	צעד	ステップ	N;MASC;SG	N
