les	die	le	die	DET;DEF;PL	DET;DEF
représentations	vertoë	représentation	vertoë	N;FEM;PL	N;PL
représentations	optredes	représentation	optrede	N;FEM;PL	N;PL
opérateur	operator	opérateur	operator	N;MASC;SG	N;SG
sections	seksies	section	seksie	N;FEM;PL	N;PL
sections	afdelings	section	afdeling	N;FEM;PL	N;PL
sections	artikels	section	artikel	N;FEM;PL	N;PL
viens	kom	venir	kom	V;IND;SG;1;PRS;FIN	V;PRS
positions	standpunte	position	standpunt	N;FEM;PL	N;PL
positions	posisies	position	posisie	N;FEM;PL	N;PL
engagement	betrokkenheid	engagement	betrokkenheid	N;MASC;SG	N;SG
engagement	verbintenis	engagement	verbintenis	N;MASC;SG	N;SG
localités	oorde	localité	oord	N;FEM;PL	N;PL
inscrits	geregistreer	inscrire	registreer	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
hectares	akkers	hectare	akkers	N;MASC;PL	N;PL
italiens	italiaanse	italien	italiaans	ADJ;MASC;PL	ADJ;NOM
navy	vloot	navy	vloot	N;FEM;SG	N;SG
supprimé	geskrap	supprimer	geskrap	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
listes	lyste	liste	lyste	N;FEM;PL	N;PL
boy	seun	boy	seun	N;MASC;SG	N;SG
boy	seuntjie	boy	seuntjie	N;MASC;SG	N;SG
arbitrage	arbitrasie	arbitrage	arbitrasie	N;MASC;SG	N;SG
lecteur	speler	lecteur	speler	N;MASC;SG	N;SG
lecteur	aandrywer	lecteur	aandrywer	N;MASC;SG	N;SG
remise	afslag	remise	afslag	N;FEM;SG	N;SG
établie	daargestel	établir	daarstel	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
établie	vasgestel	établir	vasstel	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
établie	gevestig	établir	vestig	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
tire	skiet	tirer	skiet	V;IND;SG;3;PRS;FIN	V;PRS
maintenir	handhaaf	maintenir	handhaaf	V;NFIN	V;PRS
maintenir	onderhou	maintenir	onderhou	V;NFIN	V;PRS
maintenir	aanhou	maintenir	aanhou	V;NFIN	V;PRS
maintenir	hou	maintenir	hou	V;NFIN	V;PRS
maintenir	behou	maintenir	behou	V;NFIN	V;PRS
réduire	verminder	réduire	verminder	V;NFIN	V;PRS
réduire	verminder	réduire	verminder	V;NFIN	V;PRS
morceaux	stukke	morceau	stuk	N;MASC;PL	N;PL
morceaux	snitte	morceau	snit	N;MASC;PL	N;PL
sélectionné	gekose	sélectionner	koos	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
sélectionné	gekies	sélectionner	kies	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
sélectionné	gemerk	sélectionner	merk	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
dédié	opgedra	dédier	opdra	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
terminé	afgehandel	terminer	afhandel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
terminé	afgehandel	terminer	afhandel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
construits	opgerig	construire	opgerig	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
ventes	verkope	vente	verkoop	N;FEM;PL	N;PL
instruction	instruksie	instruction	instruksie	N;FEM;SG	N;SG
cancer	kreef	cancer	kreef	N;MASC;SG	N;SG
cancer	kanker	cancer	kanker	N;MASC;SG	N;SG
agents	agente	agent	agent	N;MASC;PL	N;PL
fréquence	frekwensie	fréquence	frekwensie	N;FEM;SG	N;SG
dure	harde	dur	hard	ADJ;FEM;SG	ADJ;NOM
scrutin	meningspeiling	scrutin	meningspeiling	N;MASC;SG	N;SG
scrutin	ballot	scrutin	ballot	N;MASC;SG	N;SG
alimentation	kos	alimentation	kos	N;FEM;SG	N;SG
alimentation	voedsel	alimentation	voedsel	N;FEM;SG	N;SG
tués	gedood	tuer	dood	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
tués	doodgemaak	tuer	doodgemaak	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
empêcher	voorkom	empêcher	voorkom	V;NFIN	V;PRS
orthodoxe	ortodokse	orthodoxe	ortodokse	ADJ;MASC;SG	ADJ;NOM
citoyens	landsburgers	citoyen	landsburger	N;MASC;PL	N;PL
citoyens	burgers	citoyen	burger	N;MASC;PL	N;PL
ouvriers	werkers	ouvrier	werker	N;MASC;PL	N;PL
ouvriers	workers	ouvrier	worker	N;MASC;PL	N;PL
pseudonyme	bynaam	pseudonyme	bynaam	N;MASC;SG	N;SG
pseudonyme	skuilnaam	pseudonyme	skuilnaam	N;MASC;SG	N;SG
défaites	nederlae	défaite	nederlae	N;FEM;PL	N;PL
colline	heuwel	colline	heuwel	N;FEM;SG	N;SG
dédiée	opgedra	dédier	opdra	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
continent	kontinent	continent	kontinent	N;MASC;SG	N;SG
naturelles	natuurlike	naturel	natuurlik	ADJ;FEM;PL	ADJ;NOM
technologies	tegnologieë	technologie	tegnologie	N;FEM;PL	N;PL
précis	presiese	précis	presies	ADJ;MASC;SG	ADJ;NOM
existent	bestaan	exister	bestaan	V;IND;PL;3;PRS;FIN	V;PRS
difficulté	moeilikheidsgraad	difficulté	moeilikheidsgraad	N;FEM;SG	N;SG
difficulté	moeilikheid	difficulté	moeilikheid	N;FEM;SG	N;SG
maritimes	maritieme	maritime	maritiem	ADJ;MASC;PL	ADJ;NOM
cousin	niggie	cousin	niggie	N;MASC;SG	N;SG
équipements	fasiliteite	équipement	fasiliteit	N;MASC;PL	N;PL
équipements	geriewe	équipement	rief	N;MASC;PL	N;PL
colonnes	kolomme	colonne	kolomme	N;FEM;PL	N;PL
attribué	toegewys	attribuer	toewys	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
attribué	toegeken	attribuer	toeken	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
attribué	toegeskryf	attribuer	toeskryf	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
rédacteur	skrywer	rédacteur	skrywer	N;MASC;SG	N;SG
rédacteur	outeur	rédacteur	outeur	N;MASC;SG	N;SG
rédacteur	redakteur	rédacteur	redakteur	N;MASC;SG	N;SG
couvre	bedek	couvrir	bedek	V;IND;SG;3;PRS;FIN	V;PRS
couvre	dek	couvrir	dek	V;IND;SG;3;PRS;FIN	V;PRS
garçon	seun	garçon	seun	N;MASC;SG	N;SG
garçon	seuntjie	garçon	seuntjie	N;MASC;SG	N;SG
vérifier	verifieer	vérifier	verifieer	V;NFIN	V;PRS
vérifier	kontroleer	vérifier	kontroleer	V;NFIN	V;PRS
transmission	ratkas	transmission	ratkas	N;FEM;SG	N;SG
canadiens	kanadese	canadien	kanades	ADJ;MASC;PL	ADJ;NOM
jersey	jersey	jersey	jersey	N;MASC;SG	N;SG
option	opsie	option	opsie	N;FEM;SG	N;SG
commentaires	opmerkings	commentaire	opmerking	N;MASC;PL	N;PL
touche	aanraking	touche	aanraking	N;FEM;SG	N;SG
automatique	outomatiese	automatique	outomaties	ADJ;MASC;SG	ADJ;NOM
compétences	vaardighede	compétence	vaardigheid	N;FEM;PL	N;PL
extrêmement	uiters	extrêmement	uiters	ADV	ADV
extrêmement	vreeslik	extrêmement	vreeslik	ADV	ADV
commerciale	kommersiële	commercial	kommersieel	ADJ;FEM;SG	ADJ;NOM
cinquante	vyftig	cinquante	vyftig	NUM	NUM
publicité	publisiteit	publicité	publisiteit	N;FEM;SG	N;SG
publicité	reklame	publicité	reklame	N;FEM;SG	N;SG
publicité	advertering	publicité	advertering	N;FEM;SG	N;SG
chargée	gelaai	charger	laai	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
imposer	tref	imposer	tref	V;NFIN	V;PRS
arrivé	gearriveer	arriver	arriveer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
arrivé	aangekom	arriver	aankom	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
bloqué	geblokkeer	bloqué	geblokkeer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
bloqué	geblok	bloqué	geblok	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
judiciaire	geregtelike	judiciaire	geregtelik	ADJ;MASC;SG	ADJ;NOM
palette	palet	palette	palet	N;FEM;SG	N;SG
indépendante	onafhanklike	indépendant	onafhanklik	ADJ;FEM;SG	ADJ;NOM
indépendante	selfstandige	indépendant	selfstandig	ADJ;FEM;SG	ADJ;NOM
peintres	skilders	peintre	skilder	N;MASC;PL	N;PL
troubles	kwale	trouble	kwaal	ADJ;MASC;PL	ADJ;NOM
amie	vriend	amie	vriend	N;FEM;SG	N;SG
concentration	konsentrasie	concentration	konsentrasie	N;FEM;SG	N;SG
concentration	studierigting	concentration	studierigting	N;FEM;SG	N;SG
intention	voorneme	intention	voorneme	N;FEM;SG	N;SG
intention	bedoeling	intention	bedoeling	N;FEM;SG	N;SG
nombres	getalle	nombre	getal	N;MASC;PL	N;PL
nombres	nommers	nombre	nommer	N;MASC;PL	N;PL
précision	akkuraatheid	précision	akkuraatheid	N;FEM;SG	N;SG
passagers	passasiers	passager	passasier	N;MASC;PL	N;PL
passagers	passasiers	passager	passasier	N;MASC;PL	N;PL
degré	graad	degré	graad	N;MASC;SG	N;SG
puissant	kragtige	puissant	kragtig	ADJ;MASC;SG	ADJ;NOM
espagnols	spaanse	espagnol	spaans	ADJ;MASC;PL	ADJ;NOM
correspondance	korrespondensie	correspondance	korrespondensie	N;FEM;SG	N;SG
correspondance	passing	correspondance	passing	N;FEM;SG	N;SG
correspondance	ooreenstemming	correspondance	ooreenstemming	N;FEM;SG	N;SG
partiellement	gedeeltelik	partiellement	gedeeltelik	ADV	ADV
partiellement	gedeeltelik	partiellement	gedeeltelik	ADV	ADV
organismes	organisasies	organisme	organisasie	N;MASC;PL	N;PL
organismes	organismes	organisme	organisme	N;MASC;PL	N;PL
organismes	agentskappe	organisme	agentskap	N;MASC;PL	N;PL
visage	gesiggie	visage	gesiggie	N;MASC;SG	N;SG
visage	gesig	visage	gesig	N;MASC;SG	N;SG
future	toekomstige	futur	toekomstig	ADJ;FEM;SG	ADJ;NOM
danois	deense	danois	deens	ADJ;MASC;SG	ADJ;NOM
montrer	gewys	montrer	wys	V;NFIN	V;PST;V.PTCP
montrer	wys	montrer	wys	V;NFIN	V;PRS
conférences	lesings	conférence	lesing	N;FEM;PL	N;PL
conférences	konferensies	conférence	konferensie	N;FEM;PL	N;PL
paramètres	parameters	paramètre	parameter	N;MASC;PL	N;PL
paramètres	stellings	paramètre	stelling	N;MASC;PL	N;PL
paramètres	verstellings	paramètre	verstelling	N;MASC;PL	N;PL
prononciation	uitspraak	prononciation	uitspraak	N;FEM;SG	N;SG
actualité	nuus	actualité	nuus	N;FEM;SG	N;SG
mariée	getroud	marier	trou	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
écrivains	skrywers	écrivain	skrywer	N;MASC;PL	N;PL
admissibilité	geskiktheid	admissibilité	geskiktheid	N;FEM;SG	N;SG
poser	naboots	poser	naboots	V;NFIN	V;PRS
traditionnel	tradisionele	traditionnel	tradisioneel	ADJ;MASC;SG	ADJ;NOM
lacs	mere	lac	baie	N;MASC;PL	N;PL
musulmans	moslem	musulman	moslem	N;MASC;PL	N;PL
musulmans	moslems	musulman	moslem	N;MASC;PL	N;PL
autorisation	magtiging	autorisation	magtiging	N;FEM;SG	N;SG
autorisation	magtiging	autorisation	magtiging	N;FEM;SG	N;SG
autorisation	bemagtiging	autorisation	bemagtiging	N;FEM;SG	N;SG
autorisation	toelating	autorisation	toelating	N;FEM;SG	N;SG
autorisation	toestemming	autorisation	toestemming	N;FEM;SG	N;SG
sexe	geslag	sexe	geslag	N;MASC;SG	N;SG
sexe	geslag	sexe	geslag	N;MASC;SG	N;SG
installations	fasiliteite	installation	fasiliteit	N;FEM;PL	N;PL
installations	geriewe	installation	rief	N;FEM;PL	N;PL
installations	installasies	installation	installasie	N;FEM;PL	N;PL
travailleurs	werkers	travailleur	werker	N;MASC;PL	N;PL
travailleurs	workers	travailleur	worker	N;MASC;PL	N;PL
norme	standaard	norme	standaard	N;FEM;SG	N;SG
appareils	kameras	appareil	kamera	N;MASC;PL	N;PL
appareils	toebehore	appareil	toebehore	N;MASC;PL	N;PL
appareils	toestelle	appareil	toestel	N;MASC;PL	N;PL
appareils	toestelle	appareil	toestel	N;MASC;PL	N;PL
ordinateur	rekenaar	ordinateur	rekenaar	N;MASC;SG	N;SG
graphique	grafiese	graphique	grafies	ADJ;MASC;SG	ADJ;NOM
repose	rus	reposer	rus	V;IND;SG;3;PRS;FIN	V;PRS
ligues	ligas	ligue	ligas	N;FEM;PL	N;PL
surprise	verrassing	surprise	verrassing	N;FEM;SG	N;SG
efficace	doeltreffende	efficace	doeltreffend	ADJ;MASC;SG	ADJ;NOM
spectateurs	kykers	spectateur	kykers	N;MASC;PL	N;PL
supplémentaires	addisionele	supplémentaire	addisioneel	ADJ;MASC;PL	ADJ;NOM
supplémentaires	bykomende	supplémentaire	bykom	ADJ;MASC;PL	ADJ;NOM
financière	finansiële	financier	finansieel	ADJ;FEM;SG	ADJ;NOM
secteurs	sektore	secteur	sektor	N;MASC;PL	N;PL
pavillon	pavillon	pavillon	pavillon	N;MASC;SG	N;SG
pavillon	vlaggie	pavillon	vlaggie	N;MASC;SG	N;SG
pavillon	vlag	pavillon	vlag	N;MASC;SG	N;SG
gagné	gewen	gagner	wen	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
retirer	ontrek	retirer	ontrek	V;NFIN	V;PRS
ateliers	werkswinkels	atelier	werkswinkel	N;MASC;PL	N;PL
garder	aanhou	garder	aanhou	V;NFIN	V;PRS
garder	hou	garder	hou	V;NFIN	V;PRS
garder	behou	garder	behou	V;NFIN	V;PRS
triple	drievoudige	triple	drievoudig	ADJ;MASC;SG	ADJ;NOM
vécu	geleef	vivre	leef	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
autel	altar	autel	altar	N;MASC;SG	N;SG
fournir	voorsien	fournir	voorsien	V;NFIN	V;PRS
fournir	verskaf	fournir	verskaf	V;NFIN	V;PRS
propriétaires	eienaars	propriétaire	eienaars	N;MASC;PL	N;PL
propriétaires	huiseienaars	propriétaire	huiseienaar	N;MASC;PL	N;PL
efforts	pogings	effort	poging	N;MASC;PL	N;PL
créés	geskep	créer	skep	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
vacances	vakansiedae	vacance	vakansiedag	N;FEM;PL	N;PL
vacances	vakansies	vacance	vakansie	N;FEM;PL	N;PL
démographique	demografiese	démographique	demografies	ADJ;MASC;SG	ADJ;NOM
exclusivement	eksklusief	exclusivement	eksklusief	ADV	ADV
azur	asuur	azur	asuur	N;MASC;SG	N;SG
choisir	kies	choisir	kies	V;NFIN	V;PRS
administrateurs	direkteure	administrateur	direkteur	N;MASC;PL	N;PL
administrateurs	administrateurs	administrateur	administrateur	N;MASC;PL	N;PL
administrateurs	trustees	administrateur	trustees	N;MASC;PL	N;PL
rarement	selde	rarement	selde	ADV	ADV
global	globale	global	globaal	ADJ;MASC;SG	ADJ;NOM
sauvage	wilde	sauvage	wild	ADJ;MASC;SG	ADJ;NOM
consulté	ingegaan	consulter	ingaan	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
optique	optiese	optique	optiese	ADJ;MASC;SG	ADJ;NOM
occidental	westelike	occidental	westelik	ADJ;MASC;SG	ADJ;NOM
navigation	navigasie	navigation	navigasie	N;FEM;SG	N;SG
augmenter	verhoog	augmenter	verhoog	V;NFIN	V;PRS
augmenter	vermeerder	augmenter	vermeerder	V;NFIN	V;PRS
voyages	reise	voyage	reis	N;MASC;PL	N;PL
surveillance	monitering	surveillance	monitering	N;FEM;SG	N;SG
surveillance	observasie	surveillance	observasie	N;FEM;SG	N;SG
initial	aanvanklike	initial	aanvanklik	ADJ;MASC;SG	ADJ;NOM
différente	verskillende	différent	verskil	ADJ;FEM;SG	ADJ;NOM
désert	woestyn	désert	woestyn	N;MASC;SG	N;SG
naturels	natuurlike	naturel	natuurlik	ADJ;MASC;PL	ADJ;NOM
enseignant	onderwyser	enseignant	onderwyser	N;MASC;SG	N;SG
signes	tekens	signe	tekens	N;MASC;PL	N;PL
bourse	beurs	bourse	beurs	N;FEM;SG	N;SG
dépôt	stoorplek	dépôt	stoorplek	N;MASC;SG	N;SG
dépôt	indiening	dépôt	indiening	N;MASC;SG	N;SG
hollywood	hollywood	hollywood	hollywood	N;MASC;SG	N;SG
théologie	teologie	théologie	teologie	N;FEM;SG	N;SG
peint	ingekleur	peindre	inkleur	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
peint	geverf	peindre	verf	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
littéraires	literêre	littéraire	literêre	ADJ;MASC;PL	ADJ;NOM
réputation	reputasie	réputation	reputasie	N;FEM;SG	N;SG
fréquemment	gereeld	fréquemment	gereeld	ADV	ADV
ronde	rondte	ronde	rondte	N;FEM;SG	N;SG
academy	akademie	academy	akademie	N;SG	N;SG
apparence	voorkoms	apparence	voorkoms	N;FEM;SG	N;SG
retrouvé	gekry	retrouver	kry	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
retrouvé	gevind	retrouver	vind	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
fortune	fortuin	fortune	fortuin	N;FEM;SG	N;SG
fortune	fortuin	fortune	fortuin	N;FEM;SG	N;SG
changé	gewysig	changer	wysig	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
line	lyn	line	lyn	N;SG	N;SG
animateur	moderator	animateur	moderator	N;MASC;SG	N;SG
master	meester	master	meester	N;MASC;SG	N;SG
particuliers	individue	particulier	individu	N;MASC;PL	N;PL
partielle	gedeeltelike	partiel	gedeeltelik	ADJ;FEM;SG	ADJ;NOM
numéros	getalle	numéro	getal	N;MASC;PL	N;PL
numéros	nommers	numéro	nommer	N;MASC;PL	N;PL
provisoire	tydelike	provisoire	tydelik	ADJ;MASC;SG	ADJ;NOM
classés	geklassifiseer	classer	klassifiseer	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
classés	gerangskik	classer	rangskik	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
veuve	weduwee	veuve	weduwee	N;FEM;SG	N;SG
veuve	weduwee	veuve	weduwee	N;FEM;SG	N;SG
apporter	bring	apporter	bring	V;NFIN	V;PRS
programmation	programmering	programmation	programmering	N;FEM;SG	N;SG
soins	behandelings	soin	behandeling	N;MASC;PL	N;PL
linguistique	linguistiese	linguistique	linguisties	ADJ;MASC;SG	ADJ;NOM
héritier	erfgenaam	héritier	erfgenaam	N;MASC;SG	N;SG
botanique	botaniese	botanique	botanies	ADJ;MASC;SG	ADJ;NOM
spécifiques	spesifieke	spécifique	spesifiek	ADJ;MASC;PL	ADJ;NOM
fermeture	afsluiting	fermeture	afsluiting	N;FEM;SG	N;SG
poursuivre	streef	poursuivre	streef	V;NFIN	V;PRS
monarchie	monargie	monarchie	monargie	N;FEM;SG	N;SG
soutenu	gesteun	soutenir	steun	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
décisions	besluite	décision	besluit	N;FEM;PL	N;PL
marchand	handelaar	marchand	handelaar	N;MASC;SG	N;SG
assassinat	moord	assassinat	moord	N;MASC;SG	N;SG
assassinat	sluipmoord	assassinat	sluipmoord	N;MASC;SG	N;SG
restaurant	restourant	restaurant	restourant	N;MASC;SG	N;SG
restaurant	restaurant	restaurant	restaurant	N;MASC;SG	N;SG
hebdomadaire	weeklikse	hebdomadaire	weekliks	ADJ;MASC;SG	ADJ;NOM
rotation	rotasie	rotation	rotasie	N;FEM;SG	N;SG
apporte	bring	apporter	bring	V;IND;SG;3;PRS;FIN	V;PRS
attitude	houding	attitude	houding	N;FEM;SG	N;SG
transféré	oorgedra	transférer	oordra	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
jugement	vonnis	jugement	vonnis	N;MASC;SG	N;SG
rayon	radius	rayon	radius	N;MASC;SG	N;SG
têtes	hoofde	tête	hoofde	N;FEM;PL	N;PL
métal	metaal	métal	metaal	N;MASC;SG	N;SG
facteur	faktor	facteur	faktor	N;MASC;SG	N;SG
rangers	rangers	ranger	ranger	N;MASC;PL	N;PL
fini	afgehandel	finir	afhandel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
spatiale	ruimtelike	spatial	ruimtelik	ADJ;FEM;SG	ADJ;NOM
épée	swaard	épée	swaard	N;FEM;SG	N;SG
banlieue	voorstad	banlieue	voorstad	N;FEM;SG	N;SG
pic	toppunt	pic	toppunt	N;MASC;SG	N;SG
jouant	speel	jouer	speel	V;PRS;V.PTCP	V;PRS
progrès	vordering	progrès	vordering	N;MASC;SG	N;SG
poche	broeksak	poche	broeksak	N;FEM;SG	N;SG
producteurs	producers	producteur	producer	N;MASC;PL	N;PL
producteurs	vervaardigers	producteur	vervaardiger	N;MASC;PL	N;PL
copie	kopiereg	copie	kopiereg	N;FEM;SG	N;SG
chimique	chemiese	chimique	chemies	ADJ;MASC;SG	ADJ;NOM
modifié	gewysig	modifier	wysig	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
modifié	gewysig	modifier	wysig	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
mâle	mannetjie	mâle	mannetjie	N;MASC;SG	N;SG
ouvrir	oopmaak	ouvrir	oopmaak	V;NFIN	V;PRS
pétrole	olie	pétrole	olie	N;MASC;SG	N;SG
normal	normale	normal	normaal	ADJ;MASC;SG	ADJ;NOM
attaché	aangeheg	attacher	aanheg	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
quarts	quarters	quart	buarter	N;MASC;PL	N;PL
corporation	korporasie	corporation	korporasie	N;FEM;SG	N;SG
corporation	onderneming	corporation	onderneming	N;FEM;SG	N;SG
morceau	snit	morceau	snit	N;MASC;SG	N;SG
morceau	baan	morceau	baan	N;MASC;SG	N;SG
morceau	stuk	morceau	stuk	N;MASC;SG	N;SG
tenter	poog	tenter	poog	V;NFIN	V;PRS
pasteur	pastor	pasteur	pastor	N;MASC;SG	N;SG
apprentissage	leerling	apprentissage	leerling	N;MASC;SG	N;SG
adopté	aangeneem	adopter	aanneem	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
entraînement	oefening	entraînement	oefening	N;MASC;SG	N;SG
actifs	onaktiewe	actif	onaktief	ADJ;MASC;PL	ADJ;NOM
volontaires	vrywillige	volontaire	vrywillig	ADJ;MASC;PL	ADJ;NOM
arrête	ophou	arrêter	ophou	V;IND;SG;3;PRS;FIN	V;PRS
plaisir	pret	plaisir	pret	N;MASC;SG	N;SG
limousin	limousin	limousin	limousin	N;MASC;SG	N;SG
époux	eggenoot	époux	eggenoot	N;MASC;SG	N;SG
époux	man	époux	man	N;MASC;SG	N;SG
organiser	organiseer	organiser	organiseer	V;NFIN	V;PRS
organiser	organiseer	organiser	organiseer	V;NFIN	V;PRS
bateaux	bote	bateau	bote	N;MASC;PL	N;PL
individuel	individuele	individuel	individueel	ADJ;MASC;SG	ADJ;NOM
croire	glo	croire	glo	V;NFIN	V;PRS
croire	meen	croire	meen	V;NFIN	V;PRS
débats	debatte	débat	debatte	N;MASC;PL	N;PL
moto	moto	moto	moto	N;FEM;SG	N;SG
moto	motorfiets	moto	motorfiets	N;FEM;SG	N;SG
curé	priest	curé	priest	N;MASC;SG	N;SG
tunnel	tonnel	tunnel	tonnel	N;MASC;SG	N;SG
échapper	ontsnap	échapper	ontsnap	V;NFIN	V;PRS
fenêtres	vensters	fenêtre	venster	N;FEM;PL	N;PL
fenêtres	kykers	fenêtre	kykers	N;FEM;PL	N;PL
équilibre	balans	équilibre	balans	N;MASC;SG	N;SG
équilibre	balans	équilibre	balans	N;MASC;SG	N;SG
illustrations	illustrasies	illustration	illustrasie	N;FEM;PL	N;PL
erreurs	foute	erreur	fout	N;FEM;PL	N;PL
bis	bis	bis	bis	N;MASC;SG	N;SG
statistique	statistiese	statistique	statisties	ADJ;MASC;SG	ADJ;NOM
paramètre	instelling	paramètre	instelling	N;MASC;SG	N;SG
psychologie	sielkunde	psychologie	sielkund	N;FEM;SG	N;SG
sel	sout	sel	sout	N;MASC;SG	N;SG
sel	tafelsout	sel	tafelsout	N;MASC;SG	N;SG
examen	eksamen	examen	eksamen	N;MASC;SG	N;SG
examen	resensie	examen	resensie	N;MASC;SG	N;SG
examen	hersiening	examen	hersiening	N;MASC;SG	N;SG
examen	oorsig	examen	oorsig	N;MASC;SG	N;SG
héritage	erfenis	héritage	erfenis	N;MASC;SG	N;SG
commencer	begin	commencer	begin	V;NFIN	V;PRS
lancée	geloop	lancer	geloop	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
lancée	geloods	lancer	geloods	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
combattants	vegters	combattant	vegters	N;MASC;PL	N;PL
candidature	aansoek	candidature	aansoek	N;FEM;SG	N;SG
candidature	toepassing	candidature	toepassing	N;FEM;SG	N;SG
expériences	eksperimente	expérience	eksperiment	N;FEM;PL	N;PL
expériences	ervaringe	expérience	ervaring	N;FEM;PL	N;PL
expériences	ervarings	expérience	ervaring	N;FEM;PL	N;PL
concurrence	kompetisie	concurrence	kompetisie	N;FEM;SG	N;SG
massacre	knee	massacre	knee	N;MASC;SG	N;SG
massacre	slagting	massacre	slagting	N;MASC;SG	N;SG
potentiel	potensiaal	potentiel	potensiaal	N;MASC;SG	N;SG
annuel	maandelikse	annuel	maandeliks	ADJ;MASC;SG	ADJ;NOM
annuel	jaarlikse	annuel	jaarliks	ADJ;MASC;SG	ADJ;NOM
représenter	verteenwoordig	représenter	verteenwoordig	V;NFIN	V;PRS
dialogue	dialoog	dialogue	dialoog	N;MASC;SG	N;SG
présidente	president	président	president	N;FEM;SG	N;SG
évidemment	duidelik	évidemment	duidelik	ADV	ADV
annuelle	maandelikse	annuel	maandeliks	ADJ;FEM;SG	ADJ;NOM
annuelle	jaarlikse	annuel	jaarliks	ADJ;FEM;SG	ADJ;NOM
grotte	grot	grotte	grot	N;FEM;SG	N;SG
pain	brood	pain	brood	N;MASC;SG	N;SG
décident	besluit	décider	besluit	V;IND;PL;3;PRS;FIN	V;PRS
entraineur	afrigter	entraîneur	afrigter	N;MASC;SG	N;SG
personnels	persoonlike	personnel	persoonlik	ADJ;MASC;PL	ADJ;NOM
réduction	afslag	réduction	afslag	N;FEM;SG	N;SG
tension	spanning	tension	spanning	N;FEM;SG	N;SG
chaînes	kanale	chaîne	kanaal	N;FEM;PL	N;PL
chaînes	kettings	chaîne	ketting	N;FEM;PL	N;PL
chaînes	stringe	chaîne	string	N;FEM;PL	N;PL
soumis	ingedien	soumettre	indien	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
soumis	ingestuur	soumettre	instuur	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
intégration	integrasie	intégration	integrasie	N;FEM;SG	N;SG
arriver	daag	arriver	daag	V;NFIN	V;PRS
arriver	aankom	arriver	aankom	V;NFIN	V;PRS
montré	gewys	montrer	wys	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
vague	golf	vague	golf	N;FEM;SG	N;SG
décor	versiering	décor	versiering	N;MASC;SG	N;SG
maintien	aanhouding	maintien	aanhouding	N;MASC;SG	N;SG
accords	ooreenkomste	accord	ooreenkomste	N;MASC;PL	N;PL
refus	weiering	refus	weiering	N;MASC;SG	N;SG
refus	verwerping	refus	verwerping	N;MASC;SG	N;SG
périodes	tydperke	période	tydperk	N;FEM;PL	N;PL
périodes	periodes	période	periode	N;FEM;PL	N;PL
