ako	like	ako	like	ADV	
vlastné	brugerdefineret	vlastný	brugerdefinere	ADJ;NOM;NEUT;SG	V;INDF;SG;PST;V.PTCP
vlastné	skik	vlastný	skik	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
vlastné	tilpasset	vlastný	tilpasse	ADJ;NOM;NEUT;SG	V;INDF;SG;PST;V.PTCP
vlastné	brugerdefinerede	vlastný	brugerdefinere	ADJ;NOM;NEUT;SG	V;PL;PST;V.PTCP
vlastné	sædvane	vlastný	sædvane	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
parku	parkere	park	park	N;INAN;GEN;MASC;SG	V;NFIN;ACT
späť	retur	späť	retur	ADV	N;INDF;MASC+FEM;SG
späť	ryg	späť	ryg	ADV	N;INDF;MASC+FEM;SG
kód	koder	kód	kode	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
všetci	alle	všetok	al	DET;ANIM;NOM;MASC;PL	ADJ;PL
všetci	alt	všetok	al	DET;ANIM;NOM;MASC;PL	ADJ;NEUT;SG
všetci	alle	všetok	al	DET;ANIM;NOM;MASC;PL	ADJ;PL
českého	tjekkiske	český	tjekkisk	ADJ;ANIM;GEN;MASC;SG	ADJ;PL
umení	arts	umenie	art	N;NOM;NEUT;SG	
lekár	doctor	lekár	doctor	N;ANIM;NOM;MASC;SG	
more	sea	more	sea	N;NOM;NEUT;SG	
námestie	firkantet	námestie	firkantet	N;NOM;NEUT;SG	ADJ;INDF;SG
námestie	square	námestie	square	N;NOM;NEUT;SG	
zvolený	valgt	zvolený	vælge	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zvolený	udvalgt	zvolený	udvælge	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zvolený	valgte	zvolený	vælge	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
zvolený	valgt	zvolený	vælge	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zvolený	folkevalgte	zvolený	folkevalge	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
zvolený	valgte	zvolený	vælge	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
okolie	omgivelser	okolie	omgivelse	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
okolie	omgivelserne	okolie	omgivelse	N;NOM;NEUT;SG	N;DEF;MASC+FEM;PL
okolie	omgivende	okolie	omgive	N;NOM;NEUT;SG	ADJ
vzdialenosti	distance	vzdialenosť	distance	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
vzdialenosti	afstand	vzdialenosť	afstand	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
medzinárodné	internationale	medzinárodný	international	ADJ;NOM;NEUT;SG	ADJ;PL
prírodné	naturlige	prírodný	naturlig	ADJ;NOM;NEUT;SG	ADJ;PL
prírodné	natural	prírodný	natural	ADJ;NOM;NEUT;SG	
anton	anton	anton	anton	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
biskup	løber	biskup	løbe	N;ANIM;NOM;MASC;SG	V;IND;PRS;FIN;ACT
vzťah	relationer	vzťah	relation	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
vysoké	høje	vysoký	høj	ADJ;NOM;NEUT;SG	ADJ;PL
vysoké	høje	vysoký	høj	ADJ;NOM;NEUT;SG	ADJ;PL
spravidla	generelt	spravidlo	generel	N;NOM;NEUT;SG	ADV
vľavo	venstre	vľavo	venstre	ADV	ADJ
somme	somme	soma	somme	PROPN;NOM;FEM;SG	ADJ
presne	nøjagtig	presne	nøjagtig	PART	ADJ;INDF;MASC+FEM;SG
presne	præcis	presne	præcis	PART	ADV
und	und	und	und	PROPN;ANIM;NOM;MASC;SG	
uvedené	anført	uvedený	anføre	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
uvedené	opført	uvedený	opføre	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
uvedené	angivet	uvedený	angive	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
posledných	seneste	posledný	sen	ADJ;GEN;MASC;PL	ADJ;DEF;RL
posledných	nyligt	posledný	nyligt	ADJ;GEN;MASC;PL	ADV
potoka	creek	potok	creek	N;INAN;GEN;MASC;SG	
international	international	internationať	international	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
international	internationalt	internationať	international	N;INAN;NOM;MASC;SG	ADJ;INDF;NEUT;SG
international	internationale	internationať	international	N;INAN;NOM;MASC;SG	ADJ;PL
filozofie	filosofien	filozofie	filosofi	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
filozofie	filosofi	filozofie	filosofi	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
obe	både	oba	både	NUM;NOM;FEM;PL	ADV
obe	begge	oba	begge	NUM;NOM;FEM;PL	PRO;PL
akvitánsko	aquitaine	akvitánsko	aquitaine	ADV	N;INDF;MASC+FEM;SG
veža	tower	veža	towe	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
smrť	death	smrť	death	N;NOM;FEM;SG	
smrť	dødsfald	smrť	dødsfald	N;NOM;FEM;SG	N;INDF;NEUT;PL
zrejme	formentlig	zrejme	formentlig	PART	ADV
zrejme	sikkert	zrejme	sikkert	PART	ADV
zrejme	formodentlig	zrejme	formodentlig	PART	ADV
zrejme	sandsynligvis	zrejme	sandsynligvis	PART	ADV
zrejme	tilsyneladende	zrejme	tilsyneladende	PART	ADV
zrejme	åbenbart	zrejme	åbenbart	PART	ADV
zrejme	tydeligvis	zrejme	tydeligvis	PART	ADV
vydavateľ	udgiver	vydavateľ	udgive	N;ANIM;NOM;MASC;SG	V;IND;PRS;FIN;ACT
vydavateľ	udsteder	vydavateľ	udsted	N;ANIM;NOM;MASC;SG	V;IND;PRS;FIN;ACT
dlhé	lange	dlhý	lang	ADJ;NOM;NEUT;SG	ADJ;PL
dlhé	længe	dlhý	længe	ADJ;NOM;NEUT;SG	ADV
ruska	rusland	ruska	rusland	N;NOM;FEM;SG	PROPN
ruska	ruslands	ruska	rusland	N;NOM;FEM;SG	PROPN;GEN
vydanie	edition	vydanie	edition	N;NOM;NEUT;SG	
ves	ves	ves	ves	PROPN;ANIM;NOM;MASC;SG	
futbalový	fodbold	futbalový	fodbold	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
futbalový	fodbold	futbalový	fodbold	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
futbalový	football	futbalový	football	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
catalina	catalina	catalina	catalina	N;NOM;FEM;SG	
vysoká	høje	vysoký	høj	ADJ;NOM;FEM;SG	ADJ;PL
vysoká	høje	vysoký	høj	ADJ;NOM;FEM;SG	ADJ;PL
vysoká	kollegium	vysoký	kollegium	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
vysoká	college	vysoký	college	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
dostali	har	dostať	have	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PRS;FIN;ACT
dostali	got	dostať	got	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	
formy	forme	forma	forme	N;NOM;FEM;PL	V;IMP;ACT
panny	jomfruen	panny	jomfrue	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
medzinárodná	internationale	medzinárodný	international	ADJ;NOM;FEM;SG	ADJ;PL
vznikli	pådraget	vzniknúť	pådrage	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
commons	underhuset	commons	underhus		N;DEF;NEUT;SG
architektúry	arkitekturen	architektúra	arkitektur	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
architektúry	arkitektur	architektúra	arkitektur	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
vedy	naturvidenskab	veda	naturvidenskab	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
vedy	videnskab	veda	videnskab	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
albert	albert	albert	albert	PROPN;ANIM;NOM;MASC;SG	
air	air	air	air	PROPN;ANIM;NOM;MASC;SG	
air	luften	air	luft	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
air	luft	air	luft	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
postavená	bygget	postavený	bygge	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
postavená	byggede	postavený	bygge	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
postavená	opbygget	postavený	opbygge	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
postavená	indbygget	postavený	indbygge	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
obyvatelia	fastboende	obyvateľ	fastboende	N;ANIM;NOM;MASC;PL	V;PRS;V.PTCP
obyvatelia	bosiddende	obyvateľ	bosidde	N;ANIM;NOM;MASC;PL	ADJ
určené	tiltænkt	určený	tiltænkt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
určené	påtænkte	určený	påtænke	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;DEF;SG;PST;V.PTCP
určené	tilsigtet	určený	tilsigt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;DEF;NEUT;SG
určené	påtænkt	určený	påtænke	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
určené	udpegede	určený	udpege	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
určené	udpeget	určený	udpege	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
určené	fastlagt	určený	fastlægge	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
určené	fastslået	určený	fastslå	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
určené	bestemt	určený	bestemt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
rodina	family	rodina	family	N;NOM;FEM;SG	
štýl	style	štýl	style	N;INAN;NOM;MASC;SG	
používať	brug	používať	brug	V;IPFV;POS;NFIN	N;INDF;MASC+FEM;SG
používať	anvendelse	používať	anvendelse	V;IPFV;POS;NFIN	N;INDF;MASC+FEM;SG
partnerské	kompagnon	partnerský	kompagnon	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
partnerské	partner	partnerský	partner	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
partnerské	samarbejdspartner	partnerský	samarbejdspartner	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
partnerské	makker	partnerský	makke	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
grécka	græsk	grécka	græsk	N;NOM;NEUT;SG	ADJ;INDF;SG
grécka	græske	grécka	græsk	N;NOM;NEUT;SG	ADJ;PL
grécka	grækenland	grécka	grækenland	N;NOM;NEUT;SG	PROPN
malých	small	malý	small	N;ANIM;GEN;MASC;PL	
malých	små	malý	lille	N;ANIM;GEN;MASC;PL	ADJ;PL
malých	småt	malý	småt	N;ANIM;GEN;MASC;PL	ADV
malých	lille	malý	lille	N;ANIM;GEN;MASC;PL	ADJ;SG
južná	sydlige	južný	sydlig	ADJ;NOM;FEM;SG	ADJ;PL
južná	sydpå	južný	sydpå	ADJ;NOM;FEM;SG	ADV
južná	sydlige	južný	sydlig	ADJ;NOM;FEM;SG	ADJ;PL
južná	syd	južný	syd	ADJ;NOM;FEM;SG	N;INDF
vydavateľstvo	udgiver	vydavateľstvo	udgive	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
vydavateľstvo	offentliggør	vydavateľstvo	offentliggøre	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
vydavateľstvo	udgiver	vydavateľstvo	udgive	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
yorku	york	yorka	york	N;INAN;GEN;MASC;SG	PROPN
výber	vælg	výber	vælg	N;INAN;NOM;MASC;SG	V;IMP
výber	vælge	výber	vælge	N;INAN;NOM;MASC;SG	V;NFIN;ACT
divadla	teatret	divadlo	teater	N;NOM;NEUT;PL	N;DEF;NEUT;SG
divadla	teater	divadlo	teater	N;NOM;NEUT;PL	N;INDF;NEUT;SG
divadla	biograf	divadlo	biograf	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
divadla	teatret	divadlo	teater	N;NOM;NEUT;PL	N;DEF;NEUT;SG
divadla	teater	divadlo	teater	N;NOM;NEUT;PL	N;INDF;NEUT;SG
zámok	låse	zámok	låse	N;INAN;NOM;MASC;SG	V;NFIN;ACT
list	blade	list	blad	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
list	plader	list	plade	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
šesť	six	šesť	six	NUM;NOM;NEUT;SG	
výroby	produktion	výroba	produktion	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
výroby	fremstilling	výroba	fremstilling	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
výroby	fremstilling	výroba	fremstilling	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
výroby	fremstillingsvirksomhed	výroba	fremstillingsvirksomhed	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
výroby	fabrikation	výroba	fabrikation	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
trenčín	trenčín	trenčina	trenčín	N;INAN;NOM;MASC;SG	
úrad	office	úrad	office	N;INAN;NOM;MASC;SG	
provincie	provins	provincia	provins	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
provincie	provinsen	provincia	provins	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
vzduchu	air	vzduch	air	N;INAN;GEN;MASC;SG	
teplota	temp	teplota	temp	N;NOM;FEM;SG	
obvykle	normalt	obvykel	normalt	PART	ADV
obvykle	sædvanligvis	obvykel	sædvanligvis	PART	ADV
obvykle	typisk	obvykel	typisk	PART	ADV
obvykle	normalt	obvykel	normalt	PART	ADV
blízko	nær	blízko	nær	ADV	ADJ;INDF;MASC+FEM;SG
únie	union	únia	union	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
únie	fagforening	únia	fagforening	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
únie	fagforeningen	únia	fagforening	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
únie	unionen	únia	union	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
trnava	trnava	trnava	trnava	N;NOM;FEM;SG	
lot	masse	lot	masse	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
lot	lot	lot	lot	PROPN;ANIM;NOM;MASC;SG	
lot	lodtrækning	lot	lodtrækning	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
veliteľ	øverstbefalende	veliteľ	øverstbefalende	N;ANIM;NOM;MASC;SG	ADJ
zariadenia	udstyr	zariadenie	udstyr	N;NOM;NEUT;PL	N;INDF;NEUT;SG
zariadenia	anlæg	zariadenie	anlæg	N;NOM;NEUT;PL	N;INDF;NEUT;SG
all	alle	all	al		ADJ;PL
all	alt	all	al		ADJ;NEUT;SG
dedičstva	kulturarv	dedičstvo	kulturarv	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
dedičstva	kulturarven	dedičstvo	kulturarv	N;NOM;NEUT;PL	N;DEF;MASC+FEM;SG
dedičstva	arv	dedičstvo	arv	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
práca	arbejder	práca	arbejde	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
práca	arbejd	práca	arbejd	N;NOM;FEM;SG	V;IMP
práca	arbejder	práca	arbejde	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
práca	arbejdende	práca	arbejde	N;NOM;FEM;SG	ADJ
dráhy	bane	dráha	bane	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
dráhy	landingsbane	dráha	landingsbane	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
akadémie	akademiet	akadémia	akademium	N;NOM;FEM;PL	N;DEF;NEUT;SG
akadémie	akademi	akadémia	akademi	N;NOM;FEM;PL	N;INDF;NEUT;SG
akadémie	academy	akadémia	academy	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
turné	tour	turný	tour	N;NOM;NEUT;SG	
jana	jana	jana	jana	PROPN;NOM;FEM;SG	
grand	storslået	grand	storslå	PROPN;ANIM;NOM;MASC;SG	ADJ;INDF;SG
grand	grand	grand	grand	PROPN;ANIM;NOM;MASC;SG	
udalosti	hændelse	udalosť	hændelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
udalosti	begivenheden	udalosť	begivenhed	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
udalosti	event	udalosť	event	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
udalosti	begivenhed	udalosť	begivenhed	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
najvyššia	supreme	vysoký	suprem	ADJ;NOM;RL;FEM;SG	
marie	marie	marie	marie	PROPN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
loir	loir	loir	loir	PROPN;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
preklad	oversat	preklad	oversat	N;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
železničná	jernbaner	železničný	jernbane	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;PL
železničná	jernbane	železničný	jernbane	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
železničná	jernbanen	železničný	jernban	ADJ;NOM;FEM;SG	N;DEF;MASC+FEM;SG
železničná	jernbaner	železničný	jernbane	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;PL
železničná	jernbane	železničný	jernbane	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
železničná	rail	železničný	rail	ADJ;NOM;FEM;SG	
staršie	ældre	staro	gammel	ADV;CMPR	ADJ;CMPR
rakúsky	østrigske	rakúska	østrigsk	N;ANIM;NOM;MASC;SG	ADJ;PL
rakúsky	østrigsk	rakúska	østrigsk	N;ANIM;NOM;MASC;SG	ADJ;INDF;SG
mestské	urban	mestský	urban	ADJ;NOM;NEUT;SG	
mestské	city	mestský	city	ADJ;NOM;NEUT;SG	
mestské	byen	mestský	by	ADJ;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
mestské	storby	mestský	storby	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
mestské	by	mestský	by	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
max	max	max	max	NUM	N;INDF;NEUT;SG
max	maks	max	maks	NUM	
významný	betydelige	významný	betydelig	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
mark	mærke	mark	mærke	PROPN;ANIM;NOM;MASC;SG	V;NFIN;ACT
mark	marker	mark	mark	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;PL
mark	markér	mark	mark	PROPN;ANIM;NOM;MASC;SG	V;IND;PRS;FIN;ACT
mark	mark	mark	mark	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
pomoc	hjælpe	pomoc	hjælpe	N;ACC;FEM;SG	V;NFIN;ACT
dlhý	lange	dlhý	lang	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
dlhý	længe	dlhý	længe	ADJ;ANIM;NOM;MASC;SG	ADV
skončil	færdig	skončiť	færdig	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;INDF;MASC+FEM;SG
skončil	færdigt	skončiť	færdig	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;INDF;NEUT;SG
skončil	færdige	skončiť	færdig	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;PL
kapely	band	kapela	band	N;NOM;FEM;PL	N;INDF;NEUT;SG
kapely	bandet	kapela	band	N;NOM;FEM;PL	N;DEF;NEUT;SG
kapely	orkester	kapela	orkester	N;NOM;FEM;PL	N;INDF;NEUT;SG
začiatok	starter	začiatok	starte	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
začiatok	begynd	začiatok	begynd	N;INAN;NOM;MASC;SG	V;IMP
začiatok	begynder	začiatok	begynde	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
dediny	village	dedina	villag	N;NOM;FEM;PL	
dediny	landsbyen	dedina	landsby	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
dediny	landsby	dedina	landsby	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
zmienka	nævne	zmienka	nævne	N;NOM;FEM;SG	V;NFIN;ACT
zmienka	nævner	zmienka	nævne	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
vokály	vokal	vokál	vokal	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
calvados	calvados	calvados	calvados		
systémy	systemet	systém	system	N;INAN;NOM;MASC;PL	N;DEF;NEUT;SG
systémy	ordning	systém	ordning	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
systémy	system	systém	system	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
použiť	brug	použiť	brug	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
použiť	anvendelse	použiť	anvendelse	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
angeles	angeles	angeles	angeles	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
príbeh	story	príbeh	story	N;INAN;NOM;MASC;SG	
futbalové	fodbold	futbalový	fodbold	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
futbalové	fodbold	futbalový	fodbold	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
futbalové	football	futbalový	football	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
politické	politisk	politický	politisk	ADJ;NOM;NEUT;SG	ADV
maďarsko	ungarn	maďarsko	ungarn	N;NOM;NEUT;SG	
celá	hel	celý	hel	ADJ;NOM;FEM;SG	
pohyb	flyt	pohyb	flyt	N;INAN;NOM;MASC;SG	V;IMP
pohyb	bevægelser	pohyb	bevægelse	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
vzťahy	parforhold	vzťah	parforhold	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
vzťahy	forhold	vzťah	forhold	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
vzťahy	relation	vzťah	relation	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
vzťahy	forholdet	vzťah	forhold	N;INAN;NOM;MASC;PL	N;DEF;NEUT;SG
vzťahy	forhold	vzťah	forhold	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
ochrana	beskytter	ochrana	beskytte	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
ochrana	beskytte	ochrana	beskytte	N;NOM;FEM;SG	V;NFIN;ACT
severná	nordpå	severný	nordpå	ADJ;NOM;FEM;SG	ADV
severná	nordlige	severný	nordlig	ADJ;NOM;FEM;SG	ADJ;PL
severná	north	severný	north	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
severná	nord	severný	nord	ADJ;NOM;FEM;SG	N;INDF
severná	nordlige	severný	nordlig	ADJ;NOM;FEM;SG	ADJ;PL
politická	politisk	politický	politisk	ADJ;NOM;FEM;SG	ADV
víťazstvo	sejre	víťazstvo	sejr	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
veľkosti	størrelse	veľkosť	størrelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
veľkosti	størrelsen	veľkosť	størrelse	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
veľkosti	str	veľkosť	str	N;NOM;FEM;PL	
dôležité	vigtige	dôležitý	vigtig	ADJ;NOM;NEUT;SG	ADJ;PL
nasa	nasa	nasa	nasa	PROPN;NOM;FEM;SG	PROPN
charakter	nature	charakter	natur	N;INAN;NOM;MASC;SG	
hudobná	music	hudobný	music	ADJ;NOM;FEM;SG	
hudobná	musik	hudobný	musik	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
hudobná	musikken	hudobný	musik	ADJ;NOM;FEM;SG	N;DEF;MASC+FEM;SG
hudobná	musikalske	hudobný	musikalsk	ADJ;NOM;FEM;SG	ADJ;PL
hudobná	musical	hudobný	musical	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
hudobná	musikalsk	hudobný	musikalsk	ADJ;NOM;FEM;SG	ADV
komplex	kompliceret	komplex	kompliceret	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
komplex	indviklet	komplex	indviklet	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
komplex	komplekse	komplex	komplekse	N;INAN;NOM;MASC;SG	ADJ;PL
komplex	kompleks	komplex	kompleks	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
komplex	komplekst	komplex	komplekst	N;INAN;NOM;MASC;SG	ADJ;INDF;NEUT;SG
art	art	art	art	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
art	kunsten	art	kunst	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
art	kunst	art	kunst	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
pierre	pierre	pierry	pierre	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
osoby	personers	osoba	person	N;NOM;FEM;PL	N;GEN;INDF;MASC+FEM;PL
motory	motors	motor	motors	N;INAN;NOM;MASC;PL	
svätý	sankt	svätý	sankt	ADJ;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
svätý	helgen	svätý	helgen	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
svätý	saint	svätý	saint	ADJ;ANIM;NOM;MASC;SG	
londýn	london	londýn	london	PROPN;ANIM;NOM;MASC;SG	PROPN
body	points	boda	points	N;NOM;FEM;PL	
body	point	boda	point	N;NOM;FEM;PL	N;INDF;NEUT;SG
starý	old	starý	old	ADJ;ANIM;NOM;MASC;SG	
starý	gamle	starý	gammel	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
krátky	short	krátky	short	ADJ;INAN;NOM;MASC;SG	
krátky	korte	krátky	kort	ADJ;INAN;NOM;MASC;SG	ADJ;PL
krátky	kortfattede	krátky	kortfattet	ADJ;INAN;NOM;MASC;SG	ADJ;PL
otvorená	åbn	otvorený	åbn	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IMP
otvorená	åbnede	otvorený	åbne	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
otvorená	åbnet	otvorený	åbne	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
záujem	interesserede	záujem	interessere	N;INAN;NOM;MASC;SG	V;PL;PST;V.PTCP
záujem	interesseret	záujem	interessere	N;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
záujem	interesser	záujem	interesse	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
záujem	renter	záujem	rente	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
václav	václav	václava	václav	N;ANIM;NOM;MASC;SG	
talianska	italien	taliansky	italie	N;NOM;FEM;SG	PROPN
