rob	rob	rob	rob	PROPN	
marx	marx	marx	marx	N;MASC;SG	
nudos	csomó	nudo	csomó	N;MASC;PL	
nudos	csomót	nudo	csomó	N;MASC;PL	N;ACC;SG
nudos	csomó	nudo	csomó	N;MASC;PL	
biológica	biológiai	biológico	biológiai	ADJ;FEM;SG	N;NOM;SG
khan	kahn	khan	kahn	N;MASC;SG	PROPN;NOM;SG
khan	khan	khan	khan	N;MASC;SG	
anarquistas	anarchista	anarquista	anarchista	N;PL	
billetes	jegy	billete	jegy	N;MASC;PL	N;NOM;SG
billetes	bankjegy	billete	bankjegy	N;MASC;PL	N;NOM;SG
billetes	bankjegy	billete	bankjegy	N;MASC;PL	N;NOM;SG
coreano	koreai	coreano	koreai	N;MASC;SG	
organizados	rendezett	organizado	rendezett	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
organizados	szervezett	organizado	szervezett	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
organizados	szervezett	organizado	szervezett	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
atacado	megtámadott	atacar	meg+támad	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
atacado	megtámadta	atacar	meg+támad	ADJ;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
atacado	megtámadtak	atacar	meg+támad	ADJ;MASC;SG;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
secret	titkos	secret	titkos	N	
privilegios	kiváltság	privilegio	kiváltság	N;MASC;PL	N;NOM;SG
privilegios	kiváltság	privilegio	kiváltság	N;MASC;PL	N;NOM;SG
empatados	döntetlen	empatado	döntetlen	ADJ;MASC;PL;V.PTCP	N;NOM;SG
empatados	kötve	empatado	kötve	ADJ;MASC;PL;V.PTCP	
castaño	gesztenye	castaño	geszteny	N;MASC;SG	
enríquez	enríquez	enríquez	enrítuez	N;MASC;SG	
mixtas	kevert	mixta	kevert	ADJ;FEM;PL	
mixtas	vegyes	mixta	vegyes	ADJ;FEM;PL	
mixtas	keverve	mixta	keverve	ADJ;FEM;PL	
evidencias	bizonyíték	evidencia	bizonyíték	N;FEM;PL	N;NOM;SG
caracterizado	jellemez	caracterizar	jellem	ADJ;MASC;SG;V.PTCP	
caracterizado	jellemzett	caracterizar	jellemzett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ronald	ronald	ronald	ronald	N;SG	
sujetos	alanyok	sujeto	alanyok	ADJ;MASC;PL;V.PTCP	N;NOM;PL
sujetos	témák	sujeto	téma	ADJ;MASC;PL;V.PTCP	N;NOM;PL
revolucionarios	forradalmi	revolucionario	forradalmi	N;MASC;PL	
costos	költség	costo	költség	N;MASC;PL	N;NOM;SG
láser	lézerek	láser	léz	N;MASC;SG	N;NOM;PL
marsella	marseille	marsella	marseille	N;FEM;SG	N;NOM;PL
marsella	marseille	marsella	marseille	N;FEM;SG	N;NOM;PL
marsella	marseilles	marsella	marseilles	N;FEM;SG	
danzas	táncol	danza	táncol	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
islámico	iszlám	islámico	iszlám	ADJ;MASC;SG	
vinculado	kapcsolt	vinculado	kapcsolt	ADJ;MASC;SG;V.PTCP	
vinculado	kapcsolódott	vinculado	kapcsolódott	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
vinculado	összekapcsolt	vinculado	összekapcsolt	ADJ;MASC;SG;V.PTCP	
kiss	kiss	kiss	kiss	N	
conducir	meghajtó	conducir	meghajtó	V;NFIN	N;NOM;SG
conducir	vezetés	conducir	vezetés	V;NFIN	N;NOM;SG
conducir	vezetési	conducir	vezetési	V;NFIN	ADJ;NOM;SG
néstor	nestor	néstor	nestor	PROPN	
pirámide	piramis	pirámide	piramis	N;FEM;SG	
ecuatorial	egyenlítői	ecuatorial	egyenlítő	ADJ;SG	N;NOM;PL
inscripciones	nyilvántartási	inscripción	nyilvántartási	N;FEM;PL	ADJ;NOM;SG
inscripciones	nyilvántartásba	inscripción	nyilvántartás	N;FEM;PL	N;IN+ALL;SG
inscripciones	regisztráció	inscripción	regisztráció	N;FEM;PL	N;NOM;SG
materna	anyai	materna	anyai	N;FEM;SG	
eficiente	hatékony	eficiente	hatékony	ADJ;SG	
humanidades	humán	humanidad	humán	N;FEM;PL	
agregado	összesített	agregar	összesít	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
agregado	hozzáadott	agregar	hozzáad	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
agregado	felvéve	agregar	félvev	ADJ;MASC;SG;V.PTCP	
agregado	attasé	agregar	attasé	ADJ;MASC;SG;V.PTCP	N;NOM;SG
agregado	összesített	agregar	összesít	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
inundaciones	árvíz	inundación	árvíz	N;FEM;PL	N;NOM;SG
inundaciones	árvíz	inundación	árvíz	N;FEM;PL	N;NOM;SG
inundaciones	árvíz	inundación	árvíz	N;FEM;PL	N;NOM;SG
hopkins	hopkins	hopkins	hopkins	PROPN	
portland	portland	portland	portland	N;MASC;SG	
adolf	adolf	adolf	adolf	N;MASC;SG	
calibre	kaliberű	calibre	kaliberű	N;MASC;SG	
calibre	kaliberű	calibre	kaliberű	N;MASC;SG	
grey	ősz	grey	ősz	N	
grey	grey	grey	grey	N	
grey	szürke	grey	szürke	N	
terrible	szörnyű	terrible	szörnyű	ADJ;SG	
terrible	rettenetes	terrible	rettenetes	ADJ;SG	
terrible	szörnyű	terrible	szörnyű	ADJ;SG	
serbio	szerb	serbio	szerb	N;MASC;SG	
serbio	szerb	serbio	szerb	N;MASC;SG	
action	akció	action	akció	N;SG	
ejecutiva	végrehajtó	ejecutiva	végrehajtó	N;FEM;SG	
checoslovaquia	csehszlovákia	checoslovaquia	csehszlovákia	ADJ;FEM;SG	N;NOM;SG
triste	szomorú	triste	szomorú	ADJ;SG	
triste	szomorúság	triste	szomorúság	ADJ;SG	N;NOM;SG
triste	bús	triste	bús	ADJ;SG	
edita	edit	editar	edit	V;IND;SG;3;PRS;FIN	N;NOM;SG
edita	módosítás	editar	módosítás	V;IND;SG;3;PRS;FIN	N;NOM;SG
edita	szerkesztése	editar	szerkesztés	V;IND;SG;3;PRS;FIN	N;NOM;SG
edita	módosítások	editar	módosítás	V;IND;SG;3;PRS;FIN	N;NOM;PL
edita	módosításai	editar	módosítás	V;IND;SG;3;PRS;FIN	N;NOM;PL
edita	módosításokkal	editar	módosítás	V;IND;SG;3;PRS;FIN	N;INS;PL
templado	mérsékelt	templado	mérsékel	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
templado	edzett	templado	edzett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
nieves	nieves	nieve	nieves	N;FEM;PL	
nieves	hó	nieve	hó	N;FEM;PL	N;NOM;SG
nieves	hófehérke	nieve	hófehérk	N;FEM;PL	N;NOM;SG
nieves	havazás	nieve	havazás	N;FEM;PL	N;NOM;SG
maracaibo	maracaibo	maracaibo	maracaibo	N;MASC;SG	N;NOM;PL
frecuencias	frekvencia	frecuencia	frekvencia	N;FEM;PL	N;NOM;SG
frecuencias	gyakoriság	frecuencia	gyakoriság	N;FEM;PL	N;NOM;SG
frecuencias	gyakorisága	frecuencia	gyakoriság	N;FEM;PL	N;NOM;SG
luchando	harcok	luchar	harc	V;V.MSDR	N;NOM;PL
luchando	harc	luchar	harc	V;V.MSDR	N;NOM;SG
luchando	küzdelem	luchar	küzdelem	V;V.MSDR	N;NOM;SG
luchando	verekedés	luchar	verekedés	V;V.MSDR	N;NOM;SG
cometido	lekötött	cometido	leköt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
cometido	elkövetett	cometido	elkövetett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
cometido	elkötelezett	cometido	elkötelezett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
germánico	germán	germánico	germán	ADJ;MASC;SG	N;NOM;SG
talk	beszélni	talk	beszél	N	V;NFIN;ACT
cantos	kántálás	canto	kántálás	N;MASC;PL	N;NOM;SG
cantos	ének	canto	én	N;MASC;PL	N;NOM;SG
cantos	éneklés	canto	éneklés	N;MASC;PL	N;NOM;SG
cantos	énekelni	canto	énekel	N;MASC;PL	V;NFIN;ACT
cantos	énekel	canto	én	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
emplear	foglalkoztató	emplear	foglalkoztató	V;NFIN	ADJ;NOM;SG
emplear	alkalmazó	emplear	alkalmazó	V;NFIN	ADJ;NOM;SG
benjamín	benjamin	benjamín	benjami	PROPN	
querido	kedves	querido	kedves	ADJ;MASC;SG;V.PTCP	
querido	drága	querido	drága	ADJ;MASC;SG;V.PTCP	
view	megtekintés	view	megtekintés	PROPN	N;NOM;SG
view	kilátás	view	kilátás	PROPN	N;NOM;SG
view	nézet	view	néz	PROPN	N;NOM;SG
plomo	vezet	plomo	vezet	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
ciudadana	polgár	ciudadana	polgár	N;FEM;SG	
ciudadana	polgárok	ciudadana	polgár	N;FEM;SG	N;NOM;PL
sudán	szudáni	sudán	szudáni	N;MASC;SG	ADJ;NOM;SG
sudán	szudáni	sudán	szudáni	N;MASC;SG	ADJ;NOM;SG
horror	borzalom	horror	borzalom	N;MASC;SG	
roberts	roberts	robert	roberts	PROPN	
creciendo	növekvő	crecer	növekvő	V;V.MSDR	ADJ;NOM;SG
traductor	translators	traductor	translators	N;MASC;SG	
monroe	monroe	monroe	monr	N;SG	
supervisión	monitoring	supervisión	monitoring	N;FEM;SG	
rumano	román	rumano	roma	N;MASC;SG	
rumano	romániai	rumano	romániai	N;MASC;SG	ADJ;NOM;SG
tag	címke	tag	cím	N;MASC;SG	
tag	megjelölés	tag	megjelölés	N;MASC;SG	
tonos	tone	tono	tone	N;MASC;PL	
tonos	hangnem	tono	hangnem	N;MASC;PL	N;NOM;SG
tonos	napszemüveg	tono	napszemüveg	N;MASC;PL	N;NOM;SG
