newman	نيومان	newman	نِيُومَان	N;INDF;MASC;SG	
aviv	ابيب	aviv	أَبِيب	PROPN	
argumentet	حجة	argument	حُجَّة	N;DEF;NEUT;SG	N;NOM;INDF;SG
dmitrij	ديمتري	dmitrij	دِيمترِي	N;INDF;MASC;SG	
dmitrij	دميتري	dmitrij	دَمِيت	N;INDF;MASC;SG	
glatt	زلق	glatt	زَلِق	ADJ;INDF;NEUT;SG	
glatt	سلسة	glatt	سِلسَة	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
glatt	سلس	glatt	سَلس	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
glatt	ناعم	glatt	نَاعِم	ADJ;INDF;NEUT;SG	
glatt	السلس	glatt	سِلسَة	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
braunschweig	برونزويك	braunschweig	برُونِزُوِيك	N;INDF;MASC;SG	
knapp	زر	knapp	زر	N;INDF;MASC;SG	
knapp	الزر	knapp	زَرّ	N;INDF;MASC;SG	N;NOM;DEF;SG
juventus	يوفنتوس	juventus	فُنفِنتُوس	N;INDF;MASC;SG	
arkitektonisk	المعمارية	arkitektonisk	المعمارية	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
bordeaux	بوردو	bordeaux	بوردو	N;INDF;NEUT;SG	
hefte	كتيب	hefte	كَتِيب	N;INDF;NEUT;SG	
taipei	تايبيه	taipei	تايبيه	N;INDF;MASC;SG	
rocky	روكي	rocky	رُوكِي	N;INDF;MASC;SG	
magdalena	ماجدالينا	magdalen	ماجدالينا	N;DEF;FEM;SG	
overga	استسلمت	overge	اِستَسلَم	N;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
retriever	المسترد	retrieve	مُستَرَد	N;INDF;MASC;SG	N;NOM;DEF;SG
innvirkning	الاثر	innvirkning	أَثَر	N;INDF;FEM;SG	N;NOM;DEF;SG
innvirkning	التاثير	innvirkning	تَاثِير	N;INDF;FEM;SG	N;NOM;DEF;SG
innvirkning	الاصطدام	innvirkning	اِصطِدَام	N;INDF;FEM;SG	N;NOM;DEF;SG
forever	للابد	foreve	للابد	N;INDF;SG	N;NOM;DEF;SG
forever	الابد	foreve	الابد	N;INDF;SG	N;NOM;DEF;SG
forklaringer	التفسيرات	forklaring	تَفسِير	N;INDF;FEM;PL	N;NOM;DEF;PL
myke	ناعمة	myke	نَاعِمَة	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
myke	الناعمة	myke	نَاعِمَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
myke	لينة	myke	لَينَة	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
myke	ناعم	myke	نَاعِم	N;INDF;NEUT;SG	
visjon	الرؤية	visjon	رُؤيَة	N;INDF;MASC;SG	N;NOM;DEF;SG
visjon	رؤيا	visjon	رؤيا	N;INDF;MASC;SG	
monarkiet	ملكية	monarki	مِلكِيَّة	N;DEF;NEUT;SG	N;NOM;INDF;SG
surrey	ساري	surrey	سَارِيّ	N;INDF;MASC;SG	
sedan	سيدان	sedan	سِيدَان	N;INDF;MASC;SG	
tolker	تفسير	tolke	تَفسِير	N;INDF;FEM;PL	N;NOM;INDF;SG
devon	ديفون	devon	دَيفُون	N;INDF;NEUT;SG	
tilstedeværelse	التواجد	tilstedeværelse	تَوَاجُد	ADJ;PL	N;NOM;DEF;SG
tilstedeværelse	الوجود	tilstedeværelse	وُجُود	ADJ;PL	N;NOM;DEF;SG
innlegget	منشور	innlegg	مَنشُور	N;DEF;NEUT;SG	N;NOM;INDF;SG
innlegget	بوست	innlegg	بُوست	N;DEF;NEUT;SG	
kommunisere	التواصل	kommunisere	تَوَاصُل	V;NFIN	N;NOM;DEF;SG
løfter	الوعود	løft	وَعد	N;INDF;NEUT;SG	N;NOM;DEF;PL
løfter	وعود	løft	وَعد	N;INDF;NEUT;SG	
keltisk	سيلتيك	keltisk	سيلتيك	ADJ;INDF;NEUT;SG	
gotiske	القوطية	gotisk	قَوطِيّ	ADJ;PL	
deltager	المتسابق	deltager	مُتَسَابِق	N;INDF;MASC;SG	N;NOM;DEF;SG
øvelsene	تمارين	øvelse	تَمرِين	N;DEF;FEM;PL	N;NOM;INDF;PL
rival	منافس	rival	مُنَافِس	N;INDF;MASC;SG	
authority	السلطة	authority	سُلطَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
hviterussisk	بيلاروسية	hviterussisk	بيلاروسية	ADJ;INDF;NEUT;SG	
hviterussisk	البيلاروسي	hviterussisk	البيلاروسي	ADJ;INDF;NEUT;SG	
hjørne	الركن	hjørne	الركن	N;INDF;NEUT;SG	N;NOM;DEF;SG
hjørne	الزاوية	hjørne	زَاوِيَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
hjørne	ركن	hjørne	ركن	N;INDF;NEUT;SG	
noir	نوير	noir	نوير	N;INDF;SG	
grammatikk	القواعد	grammatikk	قَاعِدَة	N;INDF;MASC;SG	N;NOM;DEF;PL
grammatikk	النحو	grammatikk	نَحو	N;INDF;MASC;SG	N;NOM;DEF;SG
spesifikk	محدد	spesifikk	مُحَدَّد	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
spesifikk	محددة	spesifikk	مُحَدَّد	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
titt	انظري	titt	أَنظَرِيّ	N;INDF;MASC;SG	
titt	النظرة	titt	نَظرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
titt	انظر	titt	أَنظَر	N;INDF;MASC;SG	
record	سجل	record	سَجَّل	N;INDF	V;PFV;MASC;SG;3;ACT
record	السجل	record	سِجِلّ	N;INDF	N;NOM;DEF;SG
seksuelt	الجنسية	seksuell	جِنسِيَّة	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
menneskeheten	الانسانية	menneskeheten	إِنسَانِيّ	N;DEF;MASC;SG	ADJ;NOM;DEF;FEM;SG
menneskeheten	انسانية	menneskeheten	إِنسَانِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
menneskeheten	البشرية	menneskeheten	بَشَرِيّ	N;DEF;MASC;SG	ADJ;NOM;DEF;FEM;SG
menneskeheten	البشرية	menneskeheten	بَشَرِيّ	N;DEF;MASC;SG	ADJ;NOM;DEF;FEM;SG
testing	الاختبار	testing	اِختِبَار	N;INDF;FEM;SG	N;NOM;DEF;SG
krønike	وقائع	krønike	وَقِيعَة	N;INDF;FEM;SG	N;NOM;INDF;PL
baldwin	بالدوين	baldwin	بِ	N;INDF;MASC;SG	
genova	جنوا	genov	جنوا	N;INDF;MASC;SG	
beta	بيتا	bete	بَيت	N;INDF;MASC	
seiere	الانتصارات	seiere	اِنتِصَار	N;INDF;MASC;SG	N;NOM;DEF;PL
seiere	انتصارات	seiere	اِنتِصَار	N;INDF;MASC;SG	N;NOM;INDF;PL
movement	الحركة	movement	حَرَكَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
forpliktet	ملتزم	forplikt	مُلتَزَم	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
forpliktet	ملتزمة	forplikt	مُلتَزِم	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
forpliktet	ارتكبت	forplikt	اِرتَكَب	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
rettferdig	عادل	rettferdig	عادل	ADJ;INDF;NEUT;SG	
rettferdig	عدل	rettferdig	عدل	ADJ;INDF;NEUT;SG	
rettferdig	منصف	rettferdig	مَنصِف	ADJ;INDF;NEUT;SG	
røyken	دخان	røyk	دَخَّان	N;DEF;MASC;SG	N;NOM;INDF;SG
vietnamesisk	فيتنامية	vietnamesisk	فِيَتنَامِيّ	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
lea	ليا	le	ليا	ADV	
ritualer	الطقوس	rituale	طَقوَس	N;INDF;FEM;PL	N;NOM;DEF;PL
around	حو	around	حو	N;INDF;MASC;SG	
around	حولي	around	حَولَى	N;INDF;MASC;SG	
vurderinger	التصنيفات	vurderinge	تَصنِيفَة	N;INDF;FEM;PL	N;NOM;DEF;PL
vurderinger	التقييمات	vurderinge	تَقيِيم	N;INDF;FEM;PL	N;NOM;DEF;PL
vurderinger	التصنيف	vurderinge	تَصنِيف	N;INDF;FEM;PL	N;NOM;DEF;SG
vurderinger	التقييمات	vurderinge	تَقيِيم	N;INDF;FEM;PL	N;NOM;DEF;PL
plantet	زرعت	plant	زَرَع	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
plantet	مزروعة	plant	مُزرُوع	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
plantet	زرع	plant	زَرع	N;DEF;NEUT;SG	N;NOM;INDF;SG
nicaragua	نيكاراغوا	nicaragua	نيكاراغوا	N;INDF;MASC;SG	
trilogien	ثلاثية	trilogi	ثُلَاثِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
wellington	ولينغتون	wellington	ولينغتون	N;INDF;MASC;SG	
dell	ديل	dell	دَيلَ	N	
bahamas	البهاما	bahamas	البهاما	N;INDF;NEUT;SG	
sinne	الغضب	sinne	غَضَب	N;INDF;MASC;SG	N;NOM;DEF;SG
sinne	غضب	sinne	غَضَب	N;INDF;MASC;SG	
skinn	الجلود	skinn	الجلود	N;INDF;NEUT;SG	N;NOM;DEF;SG
skinn	الجلد	skinn	جَلد	N;INDF;NEUT;SG	N;NOM;DEF;SG
skinn	جلدية	skinn	جَلَدِيَّة	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
skinn	يخفي	skinn	خَفَى	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
skinn	الجلود	skinn	الجلود	N;INDF;NEUT;SG	N;NOM;DEF;SG
skinn	جلود	skinn	جَلُود	N;INDF;NEUT;SG	N;NOM;INDF;PL
imponert	معجب	imponere	مَعجَب	ADJ;INDF;SG;V.PTCP	N;NOM;INDF;SG
norte	نورتي	norte	نورتي	N;INDF;NEUT;SG	
norte	نورت	norte	نورت	N;INDF;NEUT;SG	
money	فلوس	money	فِلم	N;INDF;NEUT;SG	
money	نقود	money	نقود	N;INDF;NEUT;SG	N;NOM;INDF;PL
money	اموال	money	مَال	N;INDF;NEUT;SG	N;NOM;INDF;PL
money	المال	money	مَال	N;INDF;NEUT;SG	N;NOM;DEF;SG
money	مال	money	مَال	N;INDF;NEUT;SG	
drømmen	نحلم	drømme	نحلم	N;DEF;MASC;SG	V;IPFV;MASC;IND;PL;1;FIN;ACT
drømmen	احلم	drømme	أَحلَم	N;DEF;MASC;SG	
drømmen	حلم	drømme	حُلم	N;DEF;MASC;SG	N;NOM;INDF;SG
forkastet	نبذ	forkast	نبذ	N;DEF;NEUT;SG	
skjær	قطع	skjær	قَطَع	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
tortur	التعذيب	tortur	تَعذِيب	N;INDF;MASC;SG	N;NOM;DEF;SG
barnes	بارنز	barn	بارنز	N;INDF;MASC;SG	
rand	راند	rand	راند	N;INDF;MASC;SG	
senegal	السنغال	senegal	سِنِغَال	N;INDF;NEUT;SG	
commission	اللجنة	commission	لَجنَة	N;INDF;MASC;SG	N;NOM;DEF;SG
interiør	الداخلية	interiør	دَاخِلِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
interiør	داخلي	interiør	دَاخِلِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
interiør	داخلية	interiør	دَاخِلِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
interiør	الداخلي	interiør	دَاخِلِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
vennene	اصدقاء	venn	صَدِيق	N;DEF;MASC;PL	N;NOM;INDF;PL
vennene	صديقان	venn	صديقان	N;DEF;MASC;PL	N;NOM;INDF;DU
leter	ابحث	leter	بَحَث	V;IND;PRS;FIN	V;MASC;IMP;SG;FIN
leter	النظر	leter	نَظَر	V;IND;PRS;FIN	N;NOM;DEF;SG
importert	مستوردة	importere	مُستَورَد	ADJ;INDF;SG;V.PTCP	N;NOM;INDF;SG
importert	المستورد	importere	مُستَورِد	ADJ;INDF;SG;V.PTCP	N;NOM;DEF;SG
importert	المستوردة	importere	مُستَورِدَة	ADJ;INDF;SG;V.PTCP	N;NOM;DEF;SG
angelo	انجلو	angelo	أَنجَلُو	N;INDF;MASC;SG	
angelo	انجيلو	angelo	أَنجِيلُو	N;INDF;MASC;SG	
eksemplar	العينة	eksemplar	عَينَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
regulering	التنظيم	regulering	تَنظِيم	N;INDF;FEM;SG	N;NOM;DEF;SG
virus	الفيروس	virus	فَيرُوس	N;INDF;NEUT;SG	N;NOM;DEF;SG
virus	فيروس	virus	فَيرُوس	N;INDF;NEUT;SG	
virus	فيرس	virus	فَيرَس	N;INDF;NEUT;SG	
virus	فيروسات	virus	فَيرُوس	N;INDF;NEUT;SG	N;NOM;INDF;PL
virus	الفيروسات	virus	فَيرُوس	N;INDF;NEUT;SG	N;NOM;DEF;PL
regionalt	الاقليمي	regional	إِقلِيمِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
klostre	الاديرة	klostre	دَيرَة	N;INDF;MASC;SG	N;NOM;DEF;PL
originalt	الاصلي	original	أَصلِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
originalt	اصلي	original	أَصلِيّ	ADJ;INDF;NEUT;SG	
originalt	الاصلية	original	أَصلِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
originalt	الاصل	original	أَصل	ADJ;INDF;NEUT;SG	
nashville	ناشفيل	nashvilje	نَاشفِيل	N;INDF;MASC;SG	
tape	الشريط	tape	شَرِيط	N;INDF;MASC;SG	N;NOM;DEF;SG
tape	تخسر	tape	خَسِر	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
avgjør	يحدد	avgjør	حَدَّد	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
skulpturen	تمثال	skulptur	تِمثَال	N;DEF;MASC;SG	N;NOM;INDF;SG
skulpturen	نحت	skulptur	نَحَا	N;DEF;MASC;SG	V;PFV;FEM;SG;3;ACT
bundesliga	البوندسليغا	bundeslig	البوندسليغا	N;INDF;MASC;SG	
avstander	المسافات	avstand	المسافات	N;INDF;FEM;PL	N;NOM;DEF;PL
randy	راندي	randy	راندي	N;INDF;NEUT;SG	
caledonia	كاليدونيا	caledoni	كاليدونيا	N;INDF;MASC;SG	
blank	اللامعة	blank	لَامِعَة	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
blank	بياض	blank	بَيَاض	ADJ;INDF;SG	N;NOM;INDF;SG
skulptør	النحات	skulptør	نَحَات	N;INDF;MASC;SG	N;NOM;DEF;SG
slaveri	الرق	slaveri	رَقّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
slaveri	العبودية	slaveri	عُبُودِيّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
slaveri	الاسترقاق	slaveri	اِستِرقَاق	N;INDF;NEUT;SG	N;NOM;DEF;SG
godta	قبول	godta	قُبُول	V;NFIN	N;NOM;INDF;SG
orientert	اطلع	orientere	أَطلَع	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
tristan	تريستان	tristan	تريستان	N;INDF;MASC;SG	N;NOM;INDF;DU
voldsomme	شرسة	voldsomme	شَرِس	ADJ;PL	ADJ;NOM;INDF;FEM;SG
voldsomme	عنيف	voldsomme	عَنِيف	ADJ;PL	ADJ;NOM;INDF;MASC;SG
voldsomme	شرس	voldsomme	شَرس	ADJ;PL	N;NOM;INDF;SG
duo	الثنائي	duo	ثُنَائِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
plikter	الواجبات	plikt	وَاجِب	N;INDF;FEM;PL	N;NOM;DEF;PL
lykkelig	يسعد	lykkelig	سَعِد	ADJ;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
lykkelig	سعيده	lykkelig	سعيده	ADJ;INDF;NEUT;SG	PRO;NOM;FEM;SG;3
lykkelig	هابي	lykkelig	هابي	ADJ;INDF;NEUT;SG	
lykkelig	سعيد	lykkelig	سعيد	ADJ;INDF;NEUT;SG	
høvding	الرئيس	høvding	رَئِيس	N;INDF;FEM;SG	N;NOM;DEF;SG
høvding	الزعيم	høvding	زَعِيم	N;INDF;FEM;SG	N;NOM;DEF;SG
kuttet	مقطوعة	kutt	مَقطُوع	N;DEF;NEUT;SG	N;NOM;INDF;SG
føtter	الاقدام	føtte	قَدَم	N;INDF;FEM;PL	N;NOM;DEF;PL
føtter	القدم	føtte	قَدَم	N;INDF;FEM;PL	N;NOM;DEF;SG
føtter	قدم	føtte	قَدَّم	N;INDF;FEM;PL	V;PFV;MASC;SG;3;ACT
føtter	القدمين	føtte	قَدَم	N;INDF;FEM;PL	N;ACC;DEF;DU
mønstre	الانماط	mønstre	إِنمَاط	N;INDF;NEUT;SG	N;NOM;DEF;PL
mønstre	انماط	mønstre	نَمَط	N;INDF;NEUT;SG	N;NOM;INDF;PL
sharp	حادة	sharp	حَادّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
sharp	شارب	sharp	شَارِب	N;INDF;NEUT;SG	
sharp	حاد	sharp	حَادّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
stjålet	سرقت	stjål	سَرَق	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
stjålet	مسروقة	stjål	مَسرُوق	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
stjålet	مسروق	stjål	مَسرُوق	N;DEF;NEUT;SG	
stjålet	سرق	stjål	سِرق	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
malere	الرسامين	malere	رَسمُون	N;INDF;FEM;SG	N;ACC;DEF;DU
synker	تغرق	synker	غَرِق	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
skygge	الظل	skygge	ظِلّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
skygge	ظل	skygge	ظَلّ	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
skygge	الظل	skygge	ظِلّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
smart	ذكاء	smar	ذَكَاء	N;INDF;MASC;SG	
smart	ذكية	smar	ذَكِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
smart	سمارت	smar	سَمَار	N;INDF;MASC;SG	
kaos	فوضى	kaos	فوضى	N;INDF;NEUT;SG	
kaos	الفوضى	kaos	فَوضَى	N;INDF;NEUT;SG	N;NOM;DEF;SG
judas	يهوذا	jud	يهوذا	N;GEN;DEF;FEM;SG	
judas	جود	jud	جود	N;GEN;DEF;FEM;SG	
isak	ايزاك	isak	إِيزَاك	N;INDF;MASC;SG	
isak	اسحاق	isak	سِحق	N;INDF;MASC;SG	
burns	حروق	burns	حَرق	N;INDF;MASC;SG	N;NOM;INDF;PL
burns	يحرق	burns	حَرَّق	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
burns	بيرنز	burns	بِيرنز	N;INDF;MASC;SG	
tilfeldige	عشوائية	tilfeldig	عَشوَائِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
tilfeldige	عشوائي	tilfeldig	عَشوَائِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
sår	الجرح	sår	جُرح	N;INDF;MASC;SG	N;NOM;DEF;SG
sår	جروح	sår	جُرح	N;INDF;MASC;SG	N;NOM;INDF;PL
sår	الجروح	sår	جُرح	N;INDF;MASC;SG	N;NOM;DEF;SG
godset	حوزة	gods	حَوزَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
blinde	عمياء	blind	عَمِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
blinde	العمياء	blind	عَمِيّ	ADJ;PL	N;NOM;DEF;SG
blinde	اعمى	blind	اعمى	ADJ;PL	
innovasjon	الابداع	innovasjon	بَدَع	N;INDF;MASC;SG	N;NOM;DEF;SG
innovasjon	الابتكار	innovasjon	اِبتِكَار	N;INDF;MASC;SG	N;NOM;DEF;SG
innovasjon	التجديد	innovasjon	تَجدِيد	N;INDF;MASC;SG	N;NOM;DEF;SG
troskap	الاخلاص	troskap	خَلَص	N;INDF;MASC;SG	N;NOM;DEF;SG
troskap	الوفاء	troskap	وَفَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
troskap	وفاء	troskap	وفاء	N;INDF;MASC;SG	
opprørere	المتمردين	opprørere	مُتَمَرِّد	V;NFIN	N;NOM;DEF;PL
opprørere	المتمردون	opprørere	مُتَمَرِّد	V;NFIN	N;NOM;DEF;PL
opprørere	الثوار	opprørere	ثَور	V;NFIN	N;NOM;DEF;PL
dokumentet	وثيقة	dokument	وَثِيقَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
dokumentet	مستند	dokument	مُستَنِد	N;DEF;NEUT;SG	N;NOM;INDF;SG
stage	المنصة	stage	مِنَصَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
stage	المسرح	stage	مَسرَح	N;INDF;NEUT;SG	N;NOM;DEF;SG
stage	المرحلة	stage	مَرحَلَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
avsluttende	الاغلاق	avsluttende	إِغلَاق	N;INDF;FEM;SG	N;NOM;DEF;SG
falls	الشلالات	falls	شَلَالَة	N;INDF;SG	N;NOM;DEF;PL
falls	شلالات	falls	شَلَالَة	N;INDF;SG	N;NOM;INDF;PL
oppnår	تحقيقه	oppnå	تحقيقه	V;IND;PRS;FIN	PRO;NOM;FEM;SG;3
kolleger	الزملاء	kolleg	زَمِيل	N;INDF;MASC;SG	N;NOM;DEF;PL
kolleger	زملاء	kolleg	زَمِيل	N;INDF;MASC;SG	N;NOM;INDF;PL
daler	الوديان	dale	وَادِي	N;INDF;FEM;PL	N;NOM;DEF;PL
publisere	نشر	publisere	نَشر	V;NFIN	N;NOM;INDF;SG
publisere	انشر	publisere	انشر	V;NFIN	
publisere	النشر	publisere	نَشر	V;NFIN	N;NOM;DEF;SG
publisere	نشر	publisere	نَشر	V;NFIN	N;NOM;INDF;SG
publisere	انشر	publisere	انشر	V;NFIN	
publisere	النشر	publisere	نَشر	V;NFIN	N;NOM;DEF;SG
publisere	نشر	publisere	نَشر	V;NFIN	N;NOM;INDF;SG
publisere	النشر	publisere	نَشر	V;NFIN	N;NOM;DEF;SG
mørket	ظلام	mørke	ظَلَام	N;DEF;NEUT;SG	N;NOM;INDF;SG
mørket	ظلمة	mørke	ظِلمَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
domenico	دومينيكو	domenico	دومينيكو	N	
berømmelse	الشهرة	berømmelse	شُهرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
rotasjon	الدوران	rotasjon	دَوَرَان	N;INDF;MASC;SG	N;NOM;DEF;SG
rotasjon	التناوب	rotasjon	تَنَاوُب	N;INDF;MASC;SG	N;NOM;DEF;SG
avfall	النفايات	avfall	نُفَايَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
synonymer	مرادفات	synonym	مُرَادَفَة	N;INDF;FEM;SG	N;NOM;INDF;PL
gale	جنون	galen	جنون	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
gale	مجنون	galen	مَجنُون	ADJ;INDF;NEUT;SG	
trærne	اشجار	træ	شَجَر	ADJ;PL	N;NOM;INDF;PL
trærne	الشجر	træ	شَجر	ADJ;PL	N;NOM;DEF;SG
trærne	شجر	træ	شَجر	ADJ;PL	N;NOM;INDF;SG
trærne	الاشجار	træ	شَجَر	ADJ;PL	N;NOM;DEF;PL
forvirring	الخلط	forvirring	خَلط	N;INDF;FEM;SG	N;NOM;DEF;SG
forvirring	التشويش	forvirring	تَشوِيش	N;INDF;FEM;SG	N;NOM;DEF;SG
forvirring	الارتباك	forvirring	اِرتِبَاك	N;INDF;FEM;SG	N;NOM;DEF;SG
josh	جوش	josh	جُوش	N;INDF;MASC;SG	
murer	اسوار	mure	سُور	N;INDF;FEM;PL	
murer	الحوائط	mure	حَائِط	N;INDF;FEM;PL	N;NOM;DEF;PL
murer	الحيطان	mure	حِيطَان	N;INDF;FEM;PL	
murer	جدران	mure	جِدرَان	N;INDF;FEM;PL	
murer	الجدران	mure	جِدَار	N;INDF;FEM;PL	N;NOM;DEF;PL
kirby	كيربي	kirby	كيربي	N;INDF;MASC;SG	
tuberkulose	السل	tuberkulose	سِلّ	N;INDF;MASC;SG	N;NOM;DEF;SG
tuberkulose	سل	tuberkulose	سَلّ	N;INDF;MASC;SG	
ambisjoner	الطموحات	ambisjon	طُمُوح	N;INDF;MASC;SG	N;NOM;DEF;PL
ambisjoner	تطلعات	ambisjon	تَطَلُّع	N;INDF;MASC;SG	N;NOM;INDF;PL
ambisjoner	التطلعات	ambisjon	تَطَلُّع	N;INDF;MASC;SG	N;NOM;DEF;PL
ambisjoner	الطموحات	ambisjon	طُمُوح	N;INDF;MASC;SG	N;NOM;DEF;PL
ambisjoner	طموحات	ambisjon	طَمُوح	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;PL
ambisjoner	الطموح	ambisjon	طُمُوح	N;INDF;MASC;SG	N;NOM;DEF;SG
shi	شي	shi	شي	N;INDF;NEUT;SG	
armer	الاسلحة	arm	سِلَاح	N;INDF;MASC;SG	N;NOM;DEF;PL
krigere	المحاربين	krigere	مُحَارِب	V;NFIN	N;NOM;DEF;PL
krigere	محاربين	krigere	مُحَارِب	V;NFIN	N;NOM;INDF;PL
krigere	المحاربون	krigere	مُحَارِب	V;NFIN	N;NOM;DEF;PL
lima	ليما	lime	ليما	N;INDF;FEM;SG	
durham	دورهام	durham	دورهام	N;INDF;NEUT;SG	
tørt	الجافة	tørr	جَافّ	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
tørt	جاف	tørr	جاف	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
forandring	التغير	forandring	تَغَيُّر	N;INDF;FEM;SG	N;NOM;DEF;SG
forandring	التغيير	forandring	تَغيِير	N;INDF;FEM;SG	N;NOM;DEF;SG
forandring	غير	forandring	غَير	N;INDF;FEM;SG	N;ACC;PSSD;SG
cornell	كورنيل	cornell	كورنيل	N;INDF;MASC;SG	
hubert	هوبير	huber	هُوبِير	ADJ;INDF;SG;V.PTCP	
hubert	هوبرت	huber	هُوبِرت	ADJ;INDF;SG;V.PTCP	
hubert	هيبرت	huber	هَيبَر	ADJ;INDF;SG;V.PTCP	
bekymret	المعنية	bekymre	مَعنِيّ	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
bekymret	المضطربة	bekymre	مُضطَرَب	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
beboere	السكان	beboere	سَاكِن	N;INDF;MASC;SG	N;NOM;DEF;PL
beboere	المقيمون	beboere	مُقَيَّم	N;INDF;MASC;SG	N;NOM;DEF;PL
beboere	المقيمين	beboere	مُقِيم	N;INDF;MASC;SG	ADJ;ACC;DEF;MASC;PL
beboere	شاغلي	beboere	شاغلي	N;INDF;MASC;SG	
connor	كونور	connor	كونور	N;INDF;MASC;SG	
møbler	الاثاث	møble	أَثَاث	N;INDF;NEUT;SG	N;NOM;DEF;SG
nothing	العدم	nothing	عَدَم	N;INDF;FEM;SG	N;NOM;DEF;SG
abdul	عبد	abdul	عبد	PROPN	
rwanda	رواندا	rwand	رُوَاندَا	N;DEF;NEUT;PL	
rwanda	الرواندية	rwand	الرواندية	N;DEF;NEUT;PL	
bytter	الحرف	bytte	حَرف	N;INDF;FEM;PL	N;NOM;DEF;SG
