יובנטוס	juventus	יובנטוס	juventus	PROPN	N;MASC;SG
פסולת	escombros	פסולת	escombro	N;FEM;SG	N;MASC;PL
פסולת	detritos	פסולת	detrito	N;FEM;SG	N;MASC;PL
פסולת	destroços	פסולת	destroço	N;FEM;SG	N;MASC;PL
פסולת	resíduos	פסולת	resíduo	N;FEM;SG	N;MASC;PL
פסולת	desperdícios	פסולת	desperdício	N;FEM;SG	N;MASC;PL
רגלי	pernas	רגל	perna		N;FEM;PL
רגלי	peão	רגל	peão		N;MASC;SG
בארט	bart	בארט	bart	PROPN	N;MASC;SG
בארט	barrett	בארט	barrett	PROPN	N;MASC;SG
אימוץ	adoptado	אימוץ	adoptar	N;MASC;SG	V;MASC;SG;V.PTCP
אימוץ	adotou	אימוץ	adotar	N;MASC;SG	V;IND;SG;3;PST;FIN
אימוץ	adotado	אימוץ	adotar	N;MASC;SG	V;MASC;SG;V.PTCP
אימוץ	aprovado	אימוץ	aprovar	N;MASC;SG	V;MASC;SG;V.PTCP
אימוץ	adotada	אימוץ	adotar	N;MASC;SG	V;FEM;SG;V.PTCP
מופעל	ativadas	הופעל	ativar	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
מופעל	ativados	הופעל	ativar	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
רווחים	lucro	רווח	lucro	N;MASC;PL	N;MASC;SG
ויל	will	ויל	will	PROPN	N;MASC;SG
ויל	vontade	ויל	vontade	PROPN	N;FEM;SG
אוהל	tendas	אוהל	tenda	PROPN	N;FEM;PL
אוהל	barracas	אוהל	barraca	PROPN	N;FEM;PL
אוהל	barraca	אוהל	barraca	PROPN	N;FEM;SG
אוהל	tenda	אוהל	tenda	PROPN	N;FEM;SG
אוהל	tendas	אוהל	tenda	PROPN	N;FEM;PL
אפריקאית	africana	אפריקני	africano	PROPN	N;FEM;SG
אפריקאית	africanos	אפריקני	africano	PROPN	N;MASC;PL
אפריקאית	africano	אפריקני	africano	PROPN	N;MASC;SG
דיזל	diesel	דיזל	diesel	PROPN	N;MASC;SG
דיזל	gasóleo	דיזל	gasóleo	PROPN	N;MASC;SG
אוסטרלי	australiana	אוסטרלי	australiano	PROPN	N;FEM;SG
אוסטרלי	australianos	אוסטרלי	australiano	PROPN	N;MASC;PL
אוסטרלי	austrália	אוסטרלי	austrália	PROPN	N;FEM;SG
אוסטרלי	australiano	אוסטרלי	australiano	PROPN	N;MASC;SG
אוסטרלי	australian	אוסטרלי	australian	PROPN	N;MASC;SG
לוסי	lúcia	לוסי	lúcia	PROPN	N;FEM;SG
לוסי	lucy	לוסי	lucy	PROPN	N;FEM;SG
לוסי	lucia	לוסי	lucia	PROPN	N;FEM;SG
ליאון	león	ליאון	león	PROPN	N;MASC;SG
ליאון	léon	ליאון	léon	PROPN	N;MASC;SG
ליאון	leon	ליאון	leon	PROPN	N;MASC;SG
יביא	tragam	הביא	trazer	V;MASC;SG;3;FUT;ACT	V;SBJV;PL;3;PRS;FIN
יביא	traga	הביא	trazer	V;MASC;SG;3;FUT;ACT	V;SBJV;SG;3;PRS;FIN
יביא	traz	הביא	trazer	V;MASC;SG;3;FUT;ACT	V;IND;SG;3;PRS;FIN
שורק	assobio	שורק	assobio	PROPN	N;MASC;SG
שורק	assobiar	שורק	assobiar	PROPN	V;NFIN
נוגע	retoques	נגע	retoque	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
עצמאיות	independent	עצמאי	independent	ADJ;FEM;PL	N;MASC;SG
עצמאיות	independentes	עצמאי	independente	ADJ;FEM;PL	N;MASC;PL
עצמאיות	independente	עצמאי	independente	ADJ;FEM;PL	ADJ;MASC;SG
בריא	saudável	בריא	saudável	PROPN	ADJ;MASC;SG
בריא	sãos	בריא	são	PROPN	N;MASC;PL
בריא	saudáveis	בריא	saudável	PROPN	ADJ;MASC;PL
תאודור	theodore	תאודור	theodore	PROPN	N;MASC;SG
תאודור	teodoro	תאודור	teodoro	PROPN	N;MASC;SG
תאודור	theodor	תאודור	theodor	PROPN	N;MASC;SG
ניקסון	nixon	ניקסון	nixon	PROPN	N;MASC;SG
סלים	selim	סל	selim	PROPN	N;MASC;SG
סלים	slim	סל	slim	PROPN	N;MASC;SG
סלים	cestos	סל	cesto	PROPN	N;MASC;PL
סלים	cestas	סל	cesta	PROPN	N;FEM;PL
סלים	salim	סל	salim	PROPN	N;MASC;SG
חוקיות	jurídico	חוקיות	jurídico	N;FEM;SG	ADJ;MASC;SG
חוקיות	legal	חוקיות	legal	N;FEM;SG	ADJ;MASC;SG
חוקיות	legais	חוקיות	legal	N;FEM;SG	ADJ;MASC;PL
להתחתן	qua	התחתן	qua	V;NFIN	N;MASC;SG
פיוס	conciliação	פיוס	conciliação	PROPN	N;FEM;SG
פיוס	reconciliação	פיוס	reconciliação	PROPN	N;FEM;SG
עפולה	afula	עפולה	afular	PROPN	N;MASC;SG
הסתיימו	terminou	הסתיים	terminar	V;PL;3;PST	V;IND;SG;3;PST;FIN
הסתיימו	acabou	הסתיים	acabar	V;PL;3;PST	V;IND;SG;3;PST;FIN
פיליפס	philips	פיליפס	philip	PROPN	N;MASC;SG
פיליפס	philips	פיליפס	philip	PROPN	N;MASC;SG
פיליפס	phillips	פיליפס	phillips	PROPN	N;MASC;SG
דורשים	exigem	דרש	exigir	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
מסובך	complicado	מסובך	complicar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
מסובך	complicados	מסובך	complicar	ADJ;MASC;SG	V;MASC;PL;V.PTCP
מסובך	complicado	מסובך	complicar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
מסובך	complicadas	מסובך	complicado	ADJ;MASC;SG	V;FEM;PL;V.PTCP
מסובך	complicou	מסובך	complicar	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
מסובך	complicada	מסובך	complicar	ADJ;MASC;SG	V;FEM;SG;V.PTCP
ויימאר	weimar	ויימאר	weimar	PROPN	N;MASC;SG
תיעודי	documentário	תעודי	documentário	PROPN	N;MASC;SG
להרים	lift	הרים	lift	V;NFIN;ACT	N;MASC;SG
להרים	elevador	הרים	elevador	V;NFIN;ACT	N;MASC;SG
צאצא	prole	צאצא	prole		N;FEM;SG
צאצא	descendência	צאצא	descendência		N;FEM;SG
צאצא	descendente	צאצא	descendente		N;MASC;SG
אסיר	prisioneiro	אסיר	prisioneiro	PROPN	N;MASC;SG
אסיר	prisioneira	אסיר	prisioneira	PROPN	N;FEM;SG
אסיר	presidiário	אסיר	presidiário	PROPN	N;MASC;SG
אסיר	recluso	אסיר	recluso	PROPN	ADJ;MASC;SG
אסיר	condenado	אסיר	condenar	PROPN	V;MASC;SG;V.PTCP
אסיר	presidiário	אסיר	presidiário	PROPN	N;MASC;SG
קתולי	católico	קתולי	católico	PROPN	N;MASC;SG
קתולי	católicas	קתולי	católico	PROPN	N;FEM;PL
קתולי	católicos	קתולי	católico	PROPN	N;MASC;PL
קתולי	catolicismo	קתולי	catolicismo	PROPN	N;MASC;SG
קתולי	católica	קתולי	católico	PROPN	N;FEM;SG
לית	leigh	לית	leigh		N;FEM;SG
כוס	cona	כוס	cona		N;FEM;SG
כוס	rata	כוס	rata		N;FEM;SG
כוס	cona	כוס	cona		N;FEM;SG
כוס	xícara	כוס	xícara		N;FEM;SG
כוס	copa	כוס	copa		N;FEM;SG
כוס	taça	כוס	taça		N;FEM;SG
כוס	chávena	כוס	cháveno		N;FEM;SG
כוס	copo	כוס	copo		N;MASC;SG
מדידת	medir	מדידה	medir	N;PSSD;FEM;SG	V;NFIN
מדידת	medindo	מדידה	medir	N;PSSD;FEM;SG	V;V.MSDR
מילוי	preenchendo	מילוי	preencher	N;MASC;SG	V;V.MSDR
סינגפור	singapura	סינגפור	singapura	PROPN	N;FEM;SG
סינגפור	cingapura	סינגפור	cingapura	PROPN	N;FEM;SG
הערבה	estepes	הערבה	estepes	N;FEM;SG	N;MASC;PL
יושבים	sentado	ישב	sentar	V;MASC;PL;V.PTCP;ACT	V;MASC;SG;V.PTCP
יושבים	sentada	ישב	sentar	V;MASC;PL;V.PTCP;ACT	V;FEM;SG;V.PTCP
התעללות	abusada	התעללות	abusar	N;FEM;SG	V;FEM;SG;V.PTCP
התעללות	abusado	התעללות	abusar	N;FEM;SG	V;MASC;SG;V.PTCP
התעללות	abusivo	התעללות	abusivo	N;FEM;SG	ADJ;MASC;SG
התעללות	abusivas	התעללות	abusivo	N;FEM;SG	ADJ;FEM;PL
התעללות	abusivos	התעללות	abusivo	N;FEM;SG	ADJ;MASC;PL
התעללות	abusiva	התעללות	abusivo	N;FEM;SG	ADJ;FEM;SG
התעללות	abusos	התעללות	abuso	N;FEM;SG	N;MASC;PL
רגש	emoções	רגש	emoção	N;MASC;SG	N;FEM;PL
רגש	emocional	רגש	emocional	N;MASC;SG	ADJ;MASC;SG
רגש	emotiva	רגש	emotivo	N;MASC;SG	ADJ;FEM;SG
רגש	emotivo	רגש	emotivo	N;MASC;SG	ADJ;MASC;SG
קטיף	colhendo	קטיף	colher	PROPN	V;V.MSDR
מראות	vistas	מראה	vestir	N;FEM;PL	V;FEM;PL;V.PTCP
תרגיל	perfurar	תרגיל	perfurar	N;MASC;SG	V;NFIN
תרגיל	exercícios	תרגיל	exercício	N;MASC;SG	N;MASC;PL
הוסר	removidos	הוסר	remover	V;MASC;SG;3;PST;PASS	V;MASC;PL;V.PTCP
הוסר	removidas	הוסר	remover	V;MASC;SG;3;PST;PASS	V;FEM;PL;V.PTCP
מחמוד	mahmud	מחמוד	mahmud	PROPN	N;MASC;SG
מחמוד	mahmoud	מחמוד	mahmoud	PROPN	N;MASC;SG
הנבחר	escolhido	הנבחר	escolher	PROPN	V;MASC;SG;V.PTCP
הנבחר	escolhida	הנבחר	escolher	PROPN	V;FEM;SG;V.PTCP
הנבחר	escolhidos	הנבחר	escolher	PROPN	V;MASC;PL;V.PTCP
גרי	gary	גרי	gary	PROPN	N;MASC;SG
המתמחה	estagiária	המתמח	estagiário	V;FEM;SG;3;PST	N;FEM;SG
המתמחה	interno	המתמח	interno	V;FEM;SG;3;PST	ADJ;MASC;SG
המתמחה	estagiário	המתמח	estagiário	V;FEM;SG;3;PST	N;MASC;SG
נבל	vilã	נבל	vilã		N;FEM;SG
נבל	vilões	נבל	vilão		N;MASC;PL
נבל	vilão	נבל	vilão		N;MASC;SG
נבל	harpa	נבל	harpa		N;FEM;SG
מרתון	maratona	מרתון	maratona		N;FEM;SG
המפקח	inspector	המפקח	inspector	PROPN	N;MASC;SG
המפקח	inspetor	המפקח	inspetor	PROPN	N;MASC;SG
ארליך	erlich	ארליך	erlich	PROPN	N;MASC;SG
משפיעה	influente	השפיע	influente	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
משפיעה	influentes	השפיע	influente	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
משפיעה	afeta	השפיע	afetar	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
משפיעה	afecta	השפיע	afectar	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
בורוסיה	borussia	בורוסיה	borussia	PROPN	N;FEM;SG
מונרו	monroe	מונר	monroe	PROPN	N;MASC;SG
מחסום	obstáculos	None	obstáculo		N;MASC;PL
מחסום	entraves	None	entrave		N;MASC;PL
מחסום	barreiras	None	barreira		N;FEM;PL
מחסום	barreira	None	barreira		N;FEM;SG
השרת	servidor	השרה	servidor	PROPN	N;MASC;SG
השרת	server	השרה	server	PROPN	N;MASC;SG
שגרירות	embaixadas	שגרירות	embaixada	N;FEM;SG	N;FEM;PL
אוסבורן	osborne	אוסבורן	osborne	PROPN	N;MASC;SG
אוסבורן	osborn	אוסבורן	osborn	PROPN	N;MASC;SG
גרוסמן	grossman	גרוסמן	grossman	PROPN	N;MASC;SG
אוהבים	amantes	אהב	amante	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
פורים	purim	פורים	purim	PROPN	N;MASC;SG
חצות	midnight	חצות	midnight		N;MASC;SG
מרפי	murphy	מרפי	murphy	PROPN	N;MASC;SG
ההכנות	preparativos	ההכנה	preparativo	PROPN	N;MASC;PL
ההכנות	preparações	ההכנה	preparação	PROPN	N;FEM;PL
הפרישה	secessão	הפריש	secessão	V;FEM;SG;3;PST;ACT	N;FEM;SG
היוזמה	iniciativa	היוזמה	iniciativa	PROPN	N;FEM;SG
אורה	ora	אורה	ora	PROPN	ADV
קרתגו	cartago	קרתגו	cartago	PROPN	N;MASC;SG
נסוג	retirados	נסוג	retirar	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
נסוג	retirada	נסוג	retirada	V;MASC;SG;3;PST;MID	N;FEM;SG
נסוג	retiradas	נסוג	retirar	V;MASC;SG;3;PST;MID	V;FEM;PL;V.PTCP
בירד	ave	בירד	ave	PROPN	N;FEM;SG
בירד	bird	בירד	bird	PROPN	N;MASC;SG
בירד	passarinho	בירד	passarinho	PROPN	N;MASC;SG
בירד	pássaro	בירד	pássaro	PROPN	N;MASC;SG
בירד	aves	בירד	ave	PROPN	N;FEM;PL
קדש	santificar	קדש	santificar	PROPN	V;NFIN
פלש	invadida	פלש	invadir	PROPN	V;FEM;SG;V.PTCP
פלש	invadido	פלש	invadir	PROPN	V;MASC;SG;V.PTCP
פלש	invadidos	פלש	invadir	PROPN	V;MASC;PL;V.PTCP
פלש	invadiu	פלש	invadir	PROPN	V;IND;SG;3;PST;FIN
קור	frio	קור	frio		N;MASC;SG
קור	cold	קור	cold		N;MASC;SG
קור	frios	קור	frio		N;MASC;PL
קור	fria	קור	fria		N;FEM;SG
קור	kor	קור	kor		N;MASC;SG
קור	cr	קור	cr		N;MASC;SG
קור	cor	קור	cor		N;FEM;SG
סיון	sivan	סיון	sivan	PROPN	N;MASC;SG
סוויפט	swift	סוויפט	swift	PROPN	N;MASC;SG
רוד	vara	רוד	varar	PROPN	N;FEM;SG
רוד	rod	רוד	rod	PROPN	V;NFIN
רוד	haste	רוד	hastar	PROPN	N;FEM;SG
רוד	cana	רוד	cana	PROPN	N;FEM;SG
ציינו	mencionado	ציין	mencionar	V;PL;3;PST;ACT	V;MASC;SG;V.PTCP
ציינו	mencionou	ציין	mencionar	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN
ציינו	mencionada	ציין	mencionar	V;PL;3;PST;ACT	V;FEM;SG;V.PTCP
סמוכים	adjacentes	סמוך	adjacente	ADJ;MASC;PL	N;MASC;PL
סמוכים	adjacente	סמוך	adjacente	ADJ;MASC;PL	N;MASC;SG
תראה	olhe	תראה	olhar	V;MASC;SG;3;FUT	V;SBJV;SG;3;PRS;FIN
תראה	olha	תראה	olhar	V;MASC;SG;3;FUT	V;IND;SG;3;PRS;FIN
נסה	tenta	נסה	tentar	PROPN	V;IND;SG;3;PRS;FIN
נסה	tente	נסה	tentar	PROPN	V;SBJV;SG;3;PRS;FIN
נסה	tentar	נסה	tentar	PROPN	V;NFIN
נסה	experimente	נסה	experimentar	PROPN	V;SBJV;SG;3;PRS;FIN
נסה	experimenta	נסה	experimentar	PROPN	V;IND;SG;3;PRS;FIN
פצצה	bomba	פצץ	bomba	PROPN	N;FEM;SG
מינימום	mínimos	מינימום	mínimo	N;MASC;SG	N;MASC;PL
פנימה	inside	פנימה	insidir	ADV	N;MASC;SG
צפה	assisti	צפה	assistir	PROPN	V;IND;SG;1;PST;FIN
צפה	assistido	צפה	assistir	PROPN	V;MASC;SG;V.PTCP
צפה	assistiu	צפה	assistir	PROPN	V;IND;SG;3;PST;FIN
צפה	assistiram	צפה	assistir	PROPN	V;IND;PL;3;FIN
צפה	flutuantes	צפה	flutuante	PROPN	N;MASC;PL
צפה	flutuando	צפה	flutuar	PROPN	V;V.MSDR
צפה	flutuante	צפה	flutuante	PROPN	ADJ;MASC;SG
צפה	assista	צפה	assistar	PROPN	V;SBJV;SG;3;PRS;FIN
צפה	relógio	צפה	relógio	PROPN	N;MASC;SG
צפה	assistir	צפה	assistir	PROPN	V;NFIN
צפה	assistam	צפה	assistir	PROPN	V;SBJV;PL;3;PRS;FIN
צפה	vista	צפה	vista	PROPN	N;FEM;SG
צפה	ver	צפה	ver	PROPN	V;NFIN
צפה	visualizar	צפה	visualizar	PROPN	V;NFIN
צרה	problemas	צר	problema		N;MASC;PL
צרה	sarilhos	צר	sarilho		N;MASC;PL
צרה	encrenca	צר	encrencar		N;FEM;SG
צרה	estreito	צר	estreito		N;MASC;SG
צרה	estreita	צר	estreito		ADJ;FEM;SG
צרה	estreitas	צר	estreito		N;FEM;PL
צרה	adversidade	צר	adversidade		N;FEM;SG
צרה	adversidades	צר	adversidade		N;FEM;PL
ממדית	dimensional	ממדי	dimensional	ADV	ADJ;MASC;SG
ריימונד	raymond	ריימונד	raymond	PROPN	N;MASC;SG
ריימונד	raimundo	ריימונד	raimundo	PROPN	N;MASC;SG
סאם	sam	סאם	sam		N;MASC;SG
רוסו	rosso	רוסו	rosso	PROPN	N;MASC;SG
רוסו	russo	רוסו	russo	PROPN	N;MASC;SG
רוסו	rousseau	רוסו	rousseau	PROPN	N;FEM;SG
סעד	saad	סעד	saad		N;MASC;SG
שוחד	subornos	שוחד	suborno	N;MASC;SG	N;MASC;PL
שוחד	subornos	שוחד	suborno	N;MASC;SG	N;MASC;PL
שוחד	subornar	שוחד	subornar	N;MASC;SG	V;NFIN
ירמיהו	jeremiah	ירמיהו	jeremiah	PROPN	N;MASC;SG
ירמיהו	jeremias	ירמיהו	jeremia	PROPN	N;MASC;PL
להודיע	anuncie	הודיע	anunciar	V;NFIN;ACT	N;MASC;SG
שמאלה	esquerdo	שמאלה	esquerdo	ADV	N;MASC;SG
שמאלה	left	שמאלה	left	ADV	N;MASC;SG
שמאלה	esquerda	שמאלה	esquerda	ADV	N;FEM;SG
שמאלה	partiu	שמאלה	partir	ADV	V;IND;SG;3;PST;FIN
העמידה	postura	העמיד	postura	V;FEM;SG;3;PST;ACT	N;FEM;SG
נחמה	comodidade	נחמה	comodidade		N;FEM;SG
נחמה	conforto	נחמה	conforto		N;MASC;SG
נחמה	comfort	נחמה	comfort		N;MASC;SG
נחמה	consolo	נחמה	consolo		N;MASC;SG
נחמה	consolação	נחמה	consolação		N;FEM;SG
נחמה	consolo	נחמה	consolo		N;MASC;SG
היוקרתי	prestígio	היוקרתי	prestígio	V;SG;1;PST;PASS	N;MASC;SG
גנטי	genéticos	גנטי	genético	N;MASC;SG	N;MASC;PL
בוני	bonnie	בוני	bonnie	PROPN	N;FEM;SG
בוני	bonny	בוני	bonny	PROPN	N;MASC;SG
ורנר	werner	ורנר	werner	PROPN	N;MASC;SG
סת	seth	סת	seth		N;MASC;SG
פרעה	faraó	פרע	faraó	PROPN	N;MASC;SG
אנכי	verticalmente	אנך	verticalmente		ADV
אנכי	verticais	אנך	vertical		N;MASC;PL
אנכי	vertical	אנך	vertical		N;MASC;SG
הבלטי	báltica	הבלטי	báltico	PROPN	N;FEM;SG
הבלטי	báltico	הבלטי	báltico	PROPN	N;MASC;SG
הבלטי	bálticos	הבלטי	báltico	PROPN	N;MASC;PL
מתחרה	concorrente	התחרה	concorrente	V;MASC;SG;V.PTCP	N;MASC;SG
מתחרה	concorrente	התחרה	concorrente	V;MASC;SG;V.PTCP	N;MASC;SG
מתחרה	competidor	התחרה	competidor	V;MASC;SG;V.PTCP	N;MASC;SG
עט	pen	עט	pen	PROPN	N;MASC;SG
עט	caneta	עט	caneta	PROPN	N;FEM;SG
עט	canetas	עט	caneta	PROPN	N;FEM;PL
הנהג	condutor	הנהג	condutor		N;MASC;SG
הנהג	maquinista	הנהג	maquinista		N;MASC;SG
הנהג	driver	הנהג	driver		N;MASC;SG
הנהג	motorista	הנהג	motorista		N;MASC;SG
דרמטי	dramática	דרמטי	dramático	ADJ;MASC;SG	N;FEM;SG
דרמטי	dramáticos	דרמטי	dramático	ADJ;MASC;SG	ADJ;MASC;PL
דרמטי	dramáticas	דרמטי	dramático	ADJ;MASC;SG	ADJ;FEM;PL
מצדה	masada	מצדה	masada	PROPN	N;FEM;SG
מחתרת	subterrâneo	מחתרת	subterrâneo	N;FEM;SG	ADJ;MASC;SG
מחתרת	subterrâneos	מחתרת	subterrâneo	N;FEM;SG	N;MASC;PL
מחתרת	resistências	מחתרת	resistência	N;FEM;SG	N;FEM;PL
ליטר	litro	ליטר	litro	PROPN	N;MASC;SG
ליטר	litros	ליטר	litro	PROPN	N;MASC;PL
ליטר	litro	ליטר	litro	PROPN	N;MASC;SG
ליטר	litros	ליטר	litro	PROPN	N;MASC;PL
שרירי	musculoso	שריר	musculoso	PROPN	ADJ;MASC;SG
שרירי	musculoso	שריר	musculoso	PROPN	ADJ;MASC;SG
שרירי	muscular	שריר	muscular	PROPN	N;MASC;SG
נצרות	cristãos	נצרות	cristão	N;FEM;SG	N;MASC;PL
זול	baratas	זול	barata	ADJ;MASC;SG	N;FEM;PL
זול	baratos	זול	barato	ADJ;MASC;SG	N;MASC;PL
זול	barata	זול	barato	ADJ;MASC;SG	N;FEM;SG
גיבורים	heroes	גיבור	heroes	N;MASC;PL	N;MASC;SG
חרם	boicotar	חרם	boicotar	N;MASC;SG	V;NFIN
בטן	abdominais	בטן	abdominal	PROPN	N;MASC;PL
בטן	abdominal	בטן	abdominal	PROPN	N;MASC;SG
בטן	abdómen	בטן	abdómen	PROPN	N;MASC;SG
בטן	abdômen	בטן	abdômen	PROPN	N;MASC;SG
בטן	belly	בטן	belly	PROPN	N;MASC;SG
בטן	barriga	בטן	barriga	PROPN	N;FEM;SG
בטן	estomago	בטן	estomago	PROPN	N;MASC;SG
בטן	estômago	בטן	estômago	PROPN	N;MASC;SG
בטן	barriga	בטן	barriga	PROPN	N;FEM;SG
נוגה	venus	נגה	venu	PROPN	N;MASC;SG
נוגה	vênus	נגה	vênus	PROPN	N;MASC;SG
נוגה	vénus	נגה	vénus	PROPN	N;FEM;SG
מרובע	quad	מרובע	quad	PROPN	N;MASC;SG
מרובע	quadrada	מרובע	quadrada	PROPN	N;FEM;SG
מרובע	praça	מרובע	praça	PROPN	N;FEM;SG
מרובע	square	מרובע	square	PROPN	N;MASC;SG
מרובע	quadrado	מרובע	quadrado	PROPN	N;MASC;SG
מרובע	quadrados	מרובע	quadrados	PROPN	N;MASC;PL
קלייר	clare	קלייר	clare	PROPN	N;FEM;SG
קלייר	claire	קלייר	claire	PROPN	N;FEM;SG
בציר	vintage	בציר	vintage		N;MASC;SG
בציר	safra	בציר	safra		N;FEM;SG
ברג	berg	ברג	berg	PROPN	N;MASC;SG
קובנה	kaunas	קובנה	kauna	PROPN	N;MASC;SG
צייד	caçador	צייד	caçador	PROPN	N;MASC;SG
צייד	caçador	צייד	caçador	PROPN	N;MASC;SG
צייד	caçadora	צייד	caçadora	PROPN	N;FEM;SG
צייד	hunter	צייד	hunter	PROPN	N;MASC;SG
צייד	caça	צייד	caça	PROPN	N;FEM;SG
צייד	caçar	צייד	caçar	PROPN	V;NFIN
צייד	caçando	צייד	caçar	PROPN	V;V.MSDR
צייד	caçada	צייד	caçada	PROPN	N;FEM;SG
דמיטרי	dmitry	דמיטרי	dmitry	PROPN	N;MASC;SG
דמיטרי	dmitri	דמיטרי	dmitri	PROPN	N;MASC;SG
דמיטרי	dimitri	דמיטרי	dimitrir	PROPN	N;MASC;SG
דמיטרי	dmitri	דמיטרי	dmitri	PROPN	N;MASC;SG
דמיטרי	dimitri	דמיטרי	dimitrir	PROPN	N;MASC;SG
תקליט	registro	הקליט	registro	PROPN	N;MASC;SG
תקליט	recorde	הקליט	recorde	PROPN	N;MASC;SG
תקליט	gravar	הקליט	gravar	PROPN	V;NFIN
תקליט	record	הקליט	record	PROPN	N;FEM;SG
ביירות	beirute	בירות	beirute	PROPN	N;MASC;SG
מסכימה	concordou	הסכים	concordar	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
מסכימה	concorda	הסכים	concordar	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מסכימה	concordam	הסכים	concordar	V;FEM;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
מסכימה	concordo	הסכים	concordo	V;FEM;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
דיאנה	diana	דיאנה	diana	PROPN	N;FEM;SG
דיאנה	deanna	דיאנה	deanna	PROPN	N;FEM;SG
קלף	pergaminho	קלף	pergaminho	PROPN	N;MASC;SG
קלף	card	קלף	card	PROPN	N;MASC;SG
קלף	cartão	קלף	cartão	PROPN	N;MASC;SG
גרו	gru	גרו	gru	PROPN	N;MASC;SG
רוקי	rochoso	רוק	rochoso	PROPN	N;MASC;SG
רוקי	rocky	רוק	rocky	PROPN	N;MASC;SG
תקוה	esperança	תקוה	esperança	PROPN	N;FEM;SG
תקוה	hope	תקוה	hope	PROPN	N;MASC;SG
תקוה	esperanças	תקוה	esperança	PROPN	N;FEM;PL
מוט	pólo	מוט	pólo		N;MASC;SG
מוט	pole	מוט	pole		N;MASC;SG
מוט	polo	מוט	polo		N;MASC;SG
מוט	poste	מוט	poste		N;MASC;SG
מוט	varão	מוט	varão		N;MASC;SG
חליל	flauta	חליל	flauta	PROPN	N;FEM;SG
חליל	khalil	חליל	khalil	PROPN	N;MASC;SG
פורסט	forrest	פורסט	forrest	PROPN	N;MASC;SG
פוג	pogue	פוג	pogar		N;MASC;SG
פוג	fogg	פוג	fogg		N;MASC;SG
משקף	reflita	משקף	reflitar	V;MASC;SG;V.PTCP;ACT	V;SBJV;SG;3;PRS;FIN
משקף	reflexivo	משקף	reflexivo	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
משקף	reflete	משקף	reflete	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
משקף	reflecte	משקף	reflectir	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
משקף	reflita	משקף	reflitar	V;MASC;SG;V.PTCP;ACT	V;SBJV;SG;3;PRS;FIN
אסטרטגי	estratégicos	אסטרטגי	estratégico	ADJ;MASC;SG	ADJ;MASC;PL
נכחד	extintos	נכחד	extinto	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
רוחנית	espiritual	רוחני	espiritual	ADV	ADJ;MASC;SG
רוחנית	espirituais	רוחני	espiritual	ADV	ADJ;MASC;PL
סתירה	contraditório	סתירה	contraditório	N;FEM;SG	ADJ;MASC;SG
סתירה	contraditórias	סתירה	contraditório	N;FEM;SG	ADJ;FEM;PL
סתירה	contraditória	סתירה	contraditório	N;FEM;SG	ADJ;FEM;SG
סתירה	contradições	סתירה	contradição	N;FEM;SG	N;FEM;PL
לפרש	interprete	פירש	interpretar	V;NFIN;ACT	N;MASC;SG
אהבתי	amava	אהבתי	amavar	V;SG;1;PST;ACT	V;IND;SG;3;IPFV;FIN
אהבתי	amado	אהבתי	amado	V;SG;1;PST;ACT	N;MASC;SG
אהבתי	amada	אהבתי	amada	V;SG;1;PST;ACT	N;FEM;SG
אהבתי	amados	אהבתי	amado	V;SG;1;PST;ACT	V;MASC;PL;V.PTCP
אהבתי	amadas	אהבתי	amada	V;SG;1;PST;ACT	V;FEM;PL;V.PTCP
משלוח	envios	משלוח	envio	N;MASC;SG	N;MASC;PL
קרקוב	cracóvia	קרקוב	cracóvia	PROPN	N;FEM;SG
דילן	dylan	דילן	dylan	PROPN	N;MASC;SG
לחיזוק	reforçar	לחיזוק	reforçar	PROPN	V;NFIN
לחיזוק	fortalece	לחיזוק	fortalecer	PROPN	V;IND;SG;3;PRS;FIN
לחיזוק	fortalecer	לחיזוק	fortalecer	PROPN	V;NFIN
סטריט	rua	סטריט	rua	PROPN	N;FEM;SG
סטריט	street	סטריט	street	PROPN	N;MASC;SG
