偵查	prieskumné	偵查	prieskumný	N	ADJ;NOM;NEUT;SG
困惑	zmätenosť	困惑	zmätenosť	V	N;NOM;FEM;SG
困惑	nejasnosti	困惑	nejasnosť	V	N;NOM;FEM;PL
困惑	zmätok	困惑	zmätok	V	N;INAN;NOM;MASC;SG
困惑	zmätené	困惑	zmätený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
困惑	zmätení	困惑	zmätený	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
困惑	zmätený	困惑	zmätený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
困惑	mätúce	困惑	mätúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
聖地亞哥	santiago	聖地亞哥	santiago	PROPN	N;NOM;NEUT;SG
壓倒	drvivá	壓倒	drvivý	V	ADJ;NOM;FEM;SG
壓倒	prvoradé	壓倒	prvoradý	V	ADJ;NOM;NEUT;SG
大綱	načrtáva	大綱	načrtáva	N	V;IPFV;IND;SG;3;POS;PRS;FIN
樂天	lotte	樂天	lotieť	N	PROPN;ANIM;NOM;MASC;SG
素	načrtnúť	素	načrtnúť	N	V;PFV;POS;NFIN
融化	topenia	融化	topenie	V	N;NOM;NEUT;PL
嫉妒	žiarlivá	嫉妒	žiarlivý	V	ADJ;NOM;FEM;SG
嫉妒	žiarlivý	嫉妒	žiarlivý	V	ADJ;ANIM;NOM;MASC;SG
嫉妒	žiarlivosť	嫉妒	žiarlivosť	V	N;NOM;FEM;SG
共	koexistovať	共	koexistovať	ADV	V;IPFV;POS;NFIN
共	spolužitie	共	spolužitie	ADV	N;NOM;NEUT;SG
放大	amp	放大	amp	V	
放大	zosilňovač	放大	zosilňovač	V	N;INAN;NOM;MASC;SG
放大	zosilňovače	放大	zosilňovače	V	N;INAN;NOM;MASC;PL
離心	odstredivé	離心	odstredivý	N	ADJ;NOM;NEUT;SG
跨國	nadnárodná	跨國	nadnárodný	V	ADJ;NOM;FEM;SG
跨國	nadnárodné	跨國	nadnárodný	V	ADJ;NOM;NEUT;SG
跨國	nadnárodnej	跨國	nadnárodný	V	ADJ;GEN;FEM;SG
跨國	nadnárodných	跨國	nadnárodný	V	ADJ;GEN;MASC;PL
貝多芬	beethoven	貝多芬	beethoven	PROPN	N;ANIM;NOM;MASC;SG
強	znásilniť	強	znásilniť	N	V;PFV;POS;NFIN
棕櫚	palm	棕櫚	palm	N	PROPN;ANIM;NOM;MASC;SG
批發	veľkoobchod	批發	veľkoobchod	V	N;INAN;NOM;MASC;SG
勒索	vydieranie	勒索	vydieranie	V	N;NOM;NEUT;SG
勒索	vydieranie	勒索	vydieranie	V	N;NOM;NEUT;SG
突顯	najdôležitejšie	突顯	dôležitý	V	ADV;RL
鎂	horečnatý	鎂	horečnatý	N	ADJ;ANIM;NOM;MASC;SG
獨奏	sólista	獨奏	sólista	V	N;ANIM;NOM;MASC;SG
獨奏	solo	獨奏	solo	V	PROPN;ANIM;NOM;MASC;SG
獨奏	sólo	獨奏	sólo	V	N;NOM;NEUT;SG
山陽	sanyo	山陽	sanyo	PROPN	N;NOM;MASC;SG
敏捷	pohyblivosť	敏捷	pohyblivosť	ADJ	N;NOM;FEM;SG
自豪	pride	自豪	prida	N	
自豪	hrdá	自豪	hrdý	N	ADJ;NOM;FEM;SG
自豪	pyšná	自豪	pyšný	N	ADJ;NOM;FEM;SG
自豪	hrdí	自豪	hrdieť	N	ADJ;ANIM;NOM;MASC;PL
自豪	hrdý	自豪	hrdý	N	ADJ;ANIM;NOM;MASC;SG
致電	hovor	致電	hovor	V	ADV
報仇	pomsta	報仇	pomsta	V	N;NOM;FEM;SG
報仇	pomstu	報仇	pomsta	V	N;NOM;FEM;SG
報仇	odplata	報仇	odplata	V	N;NOM;FEM;SG
可	premenná	可	premenný	V	ADJ;NOM;FEM;SG
可	variabilné	可	variabilný	V	ADJ;NOM;NEUT;SG
可	ukazovateľ	可	ukazovateľ	V	N;INAN;NOM;MASC;SG
可	premenné	可	premenný	V	ADJ;NOM;NEUT;SG
零售	predajca	零售	predajca	V	N;ANIM;NOM;MASC;SG
債券	bond	債券	bond	N	PROPN;ANIM;NOM;MASC;SG
藝術	art	藝術	art	N	PROPN;ANIM;NOM;MASC;SG
亞	aziati	亞	aziat	PROPN	N;ANIM;NOM;MASC;PL
飽和	navigácia	飽和	navigácia	V	N;NOM;FEM;SG
飽和	nasýtených	飽和	nasýtený	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
異形	mimozemské	異形	mimozemský	N	ADJ;NOM;NEUT;SG
英特爾	intel	英特爾	intel	PROPN	N;INAN;NOM;MASC;SG
稅務	daňové	稅務	daňový	N	ADJ;NOM;NEUT;SG
哥倫布	columbus	哥倫布	columbus	PROPN	N;INAN;NOM;MASC;SG
婆羅	borneo	婆羅	borneo	PROPN	N;NOM;NEUT;SG
印章	seal	印章	seať	N	PROPN;ANIM;NOM;MASC;SG
負荷	zaťaženie	負荷	zaťaženie	V	N;NOM;NEUT;SG
負荷	zaťaženia	負荷	zaťaženie	V	N;NOM;NEUT;PL
負荷	záťaže	負荷	záťaž	V	N;NOM;FEM;PL
負荷	zaťaženie	負荷	zaťaženie	V	N;NOM;NEUT;SG
靜態	statický	靜態	statický	N	ADJ;INAN;NOM;MASC;SG
靜態	statická	靜態	statický	N	ADJ;NOM;FEM;SG
靜態	statické	靜態	statický	N	ADJ;NOM;NEUT;SG
土豆	zemiaková	土豆	zemiakový	N	ADJ;NOM;FEM;SG
土豆	zemiakové	土豆	zemiakový	N	ADJ;NOM;NEUT;SG
土豆	zemiakový	土豆	zemiakový	N	ADJ;ANIM;NOM;MASC;SG
塗鴉	doodle	塗鴉	doodľe	N	
蜱	označte	蜱	označiť	N	V;PFV;IMP;PL;2;POS;FIN
收縮	kontrakcie	收縮	kontrakcia	V	N;NOM;FEM;PL
收縮	kontrakcie	收縮	kontrakcia	V	N;NOM;FEM;PL
彈簧	jarná	彈簧	jarný	N	ADJ;NOM;FEM;SG
彈簧	jaro	彈簧	jaro	N	PROPN;ANIM;NOM;MASC;SG
彈簧	jarné	彈簧	jarný	N	ADJ;NOM;NEUT;SG
彈簧	springs	彈簧	springs	N	PROPN;ANIM;NOM;MASC;SG
公示	publicitu	公示	publicať	V	N;ACC;FEM;SG
公示	propagácia	公示	propagácia	V	N;NOM;FEM;SG
自制	domáci	自制	domáci	V	N;ANIM;NOM;MASC;SG
自制	domácu	自制	domáci	V	N;ACC;FEM;SG
自制	domáce	自制	domáci	V	ADJ;NOM;NEUT;SG
鎧甲	pancier	鎧甲	pancier	PROPN	N;INAN;NOM;MASC;SG
鎧甲	výzbroj	鎧甲	výzbroj	PROPN	N;NOM;FEM;SG
鎧甲	brnenie	鎧甲	brnenie	PROPN	N;NOM;NEUT;SG
忠實	verný	忠實	verný	ADV	ADJ;ANIM;NOM;MASC;SG
忠實	verná	忠實	verný	ADV	ADJ;NOM;FEM;SG
忠實	verní	忠實	verný	ADV	ADJ;ANIM;NOM;MASC;PL
豬肉	bravčové	豬肉	bravčový	N	ADJ;NOM;NEUT;SG
狹義	úzka	狹義	úzky	N	ADJ;NOM;FEM;SG
狹義	úzky	狹義	úzky	N	ADJ;INAN;NOM;MASC;SG
狹義	úzke	狹義	úzka	N	ADJ;NOM;NEUT;SG
崇高	noble	崇高	nobľa	N	
崇高	vznešené	崇高	vznešený	N	ADJ;NOM;NEUT;SG
崇高	vznešené	崇高	vznešený	N	ADJ;NOM;NEUT;SG
崇高	vznešené	崇高	vznešený	N	ADJ;NOM;NEUT;SG
均勻	rovnomerne	均勻	rovnomerne	ADJ	ADV
均勻	uniformy	均勻	uniforma	ADJ	N;NOM;FEM;PL
均勻	uniforma	均勻	uniforma	ADJ	N;NOM;FEM;SG
未	pokus	未	pokus	ADV;NEG	N;INAN;NOM;MASC;SG
遺忘	zabudnutia	遺忘	zabudnutie	V	N;NOM;NEUT;PL
遺忘	zabudnuté	遺忘	zabudnutý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
謹	opatrnosť	謹	opatrnosť	ADV	N;NOM;FEM;SG
謹	opatrnosti	謹	opatrnosť	ADV	N;NOM;FEM;SG
酗酒	alkoholizmus	酗酒	alkoholizmus	V	N;INAN;NOM;MASC;SG
控制	kontrola	控制	kontrola	V	N;NOM;FEM;SG
控制	ovládanie	控制	ovládanie	V	N;NOM;NEUT;SG
錘	kladivom	錘	kladivý	N	ADJ;INS;NEUT;SG
錘	hammer	錘	hammer	N	PROPN;ANIM;NOM;MASC;SG
篩選	filtrovať	篩選	filtrovať	N	V;IPFV;POS;NFIN
博覽	expo	博覽	expo	N	
劫掠	drancovať	劫掠	drancovať	N	V;IPFV;POS;NFIN
重逢	stretnutie	重逢	stretnutie	V	N;NOM;NEUT;SG
預估	predpoveď	預估	predpoveď	V	N;NOM;FEM;SG
預估	predpovede	預估	predpoveď	V	N;INAN;NOM;MASC;PL
預估	predpoveď	預估	predpoveď	V	N;NOM;FEM;SG
預估	prognóza	預估	prognóza	V	N;NOM;FEM;SG
預估	odhadom	預估	odhad	V	N;INAN;INS;MASC;SG
預估	odhad	預估	odhad	V	N;INAN;NOM;MASC;SG
預估	odhadovaný	預估	odhadovaný	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
預估	odhadovaná	預估	odhadovaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
預估	odhad	預估	odhad	V	N;INAN;NOM;MASC;SG
預估	odhadované	預估	odhadovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
渾	hun	渾	hun		
盲人	slepý	盲人	slepý	N	ADJ;ANIM;NOM;MASC;SG
盲人	slepé	盲人	slepý	N	ADJ;NOM;NEUT;SG
盲人	slepá	盲人	slepý	N	ADJ;NOM;FEM;SG
羚羊	antilopy	羚羊	antilopa	PROPN	N;INAN;NOM;MASC;PL
自發	spontánne	自發	spontánne	V	ADV
自發	spontánne	自發	spontánne	V	ADV
田納西	tennessee	田納西	tennessa	PROPN	ADV
佗	tuo	佗	tuo	PROPN	
鉀	draselný	鉀	draselný	N	ADJ;INAN;NOM;MASC;SG
盧布	rubľov	盧布	rubľ	PROPN	N;INAN;GEN;MASC;PL
盧布	rubeľ	盧布	rubeľ	PROPN	N;INAN;NOM;MASC;SG
遺失	stratená	遺失	stratený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
遺失	stratené	遺失	stratený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
遺失	stratený	遺失	stratený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
遺失	stratení	遺失	stratený	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
遺失	chýbajúci	遺失	chýbajúci	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
遺失	chýbajúce	遺失	chýbajúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
遺失	nezvestný	遺失	nezvestný	V	ADJ;ANIM;NOM;MASC;SG
心智	mentálne	心智	mentálne	N	ADV
心智	duševne	心智	duševne	N	ADV
心智	duševná	心智	duševný	N	ADJ;NOM;FEM;SG
心智	duševné	心智	duševný	N	ADJ;NOM;NEUT;SG
鋪設	ktorým	鋪設	ktorý	V	DET;ANIM;INS;MASC;SG
鋪設	kladenie	鋪設	kladenie	V	N;NOM;NEUT;SG
毒蛇	viper	毒蛇	viper	N	PROPN;ANIM;NOM;MASC;SG
撕裂	roztrhané	撕裂	roztrhaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
多哥	togo	多哥	to	PROPN	PROPN;INAN;NOM;MASC;SG
激動	teším	激動	tešiť	ADJ	V;IPFV;IND;SG;1;POS;PRS;FIN
早	skôr	早	skôr	N	ADV
早	skorší	早	skorý	N	ADJ;ANIM;NOM;CMPR;MASC;SG
早	skoršie	早	skorý	N	ADV;CMPR
造假	falšovanie	造假	falšovanie	V	N;NOM;NEUT;SG
造假	falšovaniu	造假	falšovanie	V	N;DAT;NEUT;SG
造假	falšovanie	造假	falšovanie	V	N;NOM;NEUT;SG
所有	majiteľa	所有	majiteľ	DET	N;ANIM;ACC;MASC;SG
所有	vlastníka	所有	vlastník	DET	N;ANIM;ACC;MASC;SG
所有	majiteľ	所有	majiteľ	DET	N;ANIM;NOM;MASC;SG
所有	majiteľka	所有	majiteľka	DET	N;NOM;FEM;SG
所有	vlastník	所有	vlastník	DET	N;ANIM;NOM;MASC;SG
所有	vlastníkom	所有	vlastník	DET	N;ANIM;INS;MASC;SG
所有	majiteľov	所有	majiteľ	DET	N;ANIM;ACC;MASC;PL
所有	vlastníci	所有	vlastník	DET	N;ANIM;NOM;MASC;PL
所有	vlastníkov	所有	vlastník	DET	N;ANIM;ACC;MASC;PL
所有	majitelia	所有	majiteľ	DET	N;ANIM;NOM;MASC;PL
解碼	dekódovať	解碼	dekódovať	N	V;IPFV;POS;NFIN
園藝	záhradnícke	園藝	záhradnícky	N	ADJ;NOM;NEUT;SG
園藝	záhradnícke	園藝	záhradnícky	N	ADJ;NOM;NEUT;SG
幻象	mirage	幻象	miraga	N	PROPN;NOM;FEM;SG
閃耀	svieti	閃耀	svietiť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
閃耀	svietiť	閃耀	svietiť	N	V;IPFV;POS;NFIN
閃耀	žiariť	閃耀	žiariť	N	V;IPFV;POS;NFIN
閃耀	žiari	閃耀	žiariť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
流利	plynule	流利	plynule	V	ADV
流利	plynule	流利	plynule	V	ADV
監測	monitorované	監測	monitorovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
監測	sledované	監測	sledovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
監測	sledovanie	監測	sledovanie	V	N;NOM;NEUT;SG
監測	monitoring	監測	monitoring	V	N;INAN;NOM;MASC;SG
監測	monitorovania	監測	monitorovanie	V	N;NOM;NEUT;PL
監測	monitorovanie	監測	monitorovanie	V	N;NOM;NEUT;SG
監測	monitor	監測	monitor	V	N;INAN;NOM;MASC;SG
濱田	hamada	濱田	hamada	PROPN	N;NOM;FEM;SG
創世	genesis	創世	genesis	N	PROPN;ANIM;NOM;MASC;SG
