페르시아어	персийски	페르시아어	персийски	PROPN	ADJ;INDF;MASC;SG
까마귀	врани	까마귀	врана		N;INDF;FEM;PL
까마귀	гарвани	까마귀	гарван		N;INDF;MASC;PL
까마귀	гарван	까마귀	гарван		N;INDF;MASC;SG
까마귀	гарванът	까마귀	гарван		N;DEF;MASC;SG
까마귀	рейвън	까마귀	рейвън		PROPN;INDF;MASC;SG
나이프	ножове	나이프	нож		N;INDF;MASC;PL
나이프	ножът	나이프	нож		N;DEF;MASC;SG
나이프	нож	나이프	нож		N;INDF;MASC;SG
라일리	райли	라일리	райла		N;INDF;MASC;SG
레닌주의	ленинизъм	레닌주의	ленинизъм		N;INDF;MASC;SG
훔쳐	крадене	훔치+어	крадене	V	N;INDF;NEUT;SG
캐런	карен	캐+곤	карен		N;INDF;FEM;SG
캐런	керън	캐+곤	керън		PROPN;INDF;FEM;SG
캐런	карън	캐+곤	карън		PROPN;INDF;FEM;SG
일러스트레이터	илюстратор	일러스트레이터	илюстратор		N;INDF;MASC;SG
북동	североизточна	북동	североизточен	N	ADJ;INDF;FEM;SG
조개	мида	조개	мида		N;INDF;FEM;SG
조개	миди	조개	мида		N;INDF;FEM;PL
지오	гео	지오	гео		N;INDF;MASC;SG
웁살라	упсала	後살+라	упсала	PROPN	N;INDF;FEM;SG
바베이도스	барбадос	바베이도스	барбадос	PROPN	N;INDF;FEM;SG
카라치	карачи	카라치	карача	PROPN	N;INDF;MASC;SG
플라이어스	листовки	플라이어스	листовка		N;INDF;FEM;PL
아디다스	адидас	아디다스	адидас		N;INDF;MASC;SG
테라	тера	테라	тера		N;INDF;FEM;SG
에디터	редактор	에디터	редактор		N;INDF;MASC;SG
에디터	редактори	에디터	редактор		N;INDF;MASC;PL
부끄러운	срам	부끄럽+ㄴ	срам		N;INDF;MASC;SG
부끄러운	срамота	부끄럽+ㄴ	срамота		N;INDF;FEM;SG
부끄러운	срамежлив	부끄럽+ㄴ	срамежлив		ADJ;INDF;MASC;SG
부끄러운	срамежлива	부끄럽+ㄴ	срамежлив		ADJ;INDF;FEM;SG
시키	shiki	시키	shiki		PROPN;INDF;FEM;SG
오마하	омаха	오마하	омах	PROPN	N;DEF;MASC;SG
바덴	баден	바덴	баден	PROPN	PROPN;INDF;MASC;SG
테디	теди	테디	теда		PROPN;INDF;FEM;SG
버크	бърк	버크	бърк		PROPN;INDF;MASC;SG
클린트	клинт	클린트	клинт	PROPN	N;INDF;MASC;SG
스푸트니크	спутник	스푸트니크	спутник	PROPN	N;INDF;MASC;SG
다국어	многоезичен	다국어	многоезичен		ADJ;INDF;MASC;SG
골짜기	долината	골짜기	долина		N;DEF;FEM;SG
골짜기	долина	골짜기	долина		N;INDF;FEM;SG
골짜기	вали	골짜기	вали		V;IPFV;IMP;SG;3;PRS;FIN
골짜기	долини	골짜기	долина		N;INDF;FEM;PL
공작부인	херцогиня	공작부+이+ㄴ	херцогиня	V	N;INDF;FEM;SG
소프트볼	софтбол	소프트볼	софтбол		N;INDF;MASC;SG
브르타뉴	британи	브르타뉴	бритам	PROPN	N;INDF;FEM;PL
브르타뉴	бритни	브르타뉴	бритен	PROPN	N;INDF;FEM;SG
브르타뉴	бретон	브르타뉴	бретон	PROPN	N;INDF;MASC;SG
아바	ейва	아바	ейва		N;INDF;MASC;SG
아바	ава	아바	ава		PROPN;INDF;FEM;SG
오라클	оракул	오라클	оракул		N;INDF;MASC;SG
베로니카	вероника	베로니카	вероника	PROPN	N;INDF;FEM;SG
베로니카	вероника	베로니카	вероника	PROPN	N;INDF;FEM;SG
갈매기	гъл	갈매+기	гъл	N	PROPN;INDF;MASC;SG
사파리	сафари	사파리	сафар		N;INDF;MASC;SG
스탭	персонал	스탭	персонал		N;INDF;MASC;SG
스탭	персоналът	스탭	персонал		N;DEF;MASC;SG
스탭	служители	스탭	служител		N;INDF;MASC;PL
접미사	наставка	접미사	наставка		N;INDF;FEM;SG
접미사	наставки	접미사	наставка		N;INDF;FEM;PL
룰라	лула	있+라	лула		N;INDF;FEM;SG
애플렉	афлек	애플렉	афлек	PROPN	PROPN;INDF;MASC;SG
캘빈	калвин	캘비+ㄴ	калвин		PROPN;INDF;MASC;SG
캘빈	келвин	캘비+ㄴ	келвин		PROPN;INDF;FEM;SG
다이어트	диети	다이어트	диета		N;INDF;MASC;PL
다이어트	диети	다이어트	диета		N;INDF;MASC;PL
다이어트	диетична	다이어트	диетичен		ADJ;INDF;FEM;SG
다이어트	диета	다이어트	диета		N;INDF;FEM;SG
자연주의	натурализъм	자연주의	натурализъм		N;INDF;MASC;SG
투명	полупрозрачни	투명	полупрозрачен	N	ADJ;INDF;PL
투명	прозрачен	투명	прозрача	N	ADJ;INDF;MASC;SG
투명	прозрачно	투명	прозрачно	N	ADV
투명	прозрачна	투명	прозрачен	N	ADJ;INDF;FEM;SG
투명	прозрачни	투명	прозрачен	N	ADJ;INDF;PL
석기	каменна	석기	каменен	N	ADJ;INDF;FEM;SG
석기	стоун	석기	стоун	N	PROPN;INDF;FEM;SG
영감	вдъхновен	영감	вдъхновен	N	ADJ;INDF;MASC;SG
영감	вдъхновена	영감	вдъхновя-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
영감	вдъхнови	영감	вдъхновя-(се)	N	V;PFV;IMP;SG;2;FIN
영감	вдъхновени	영감	вдъхновя-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
영감	вдъхновяваща	영감	вдъхновявам-(се)	N	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
영감	вдъхновяващ	영감	вдъхновявам-(се)	N	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
엔비디아	nvidia	엔비디아	nvidia	N	PROPN;INDF;FEM;SG
하르툼	хартум	하르+투	хартум		N;INDF;MASC;SG
그렉	грег	그렉	грег		PROPN;INDF;MASC;SG
애비	аби	애비	аби		PROPN;INDF;FEM;SG
무적	непобедим	무적	непобедим		ADJ;INDF;MASC;SG
두려움	страх	두려움	страх		N;INDF;MASC;SG
보좌	спомагателна	보좌	спомагателен	N	ADJ;INDF;FEM;SG
불분명하다	неясно	불분명+하+다	неясно	V	ADV
불분명하다	неясен	불분명+하+다	неясен	V	ADJ;INDF;MASC;SG
불분명하다	неясна	불분명+하+다	неясен	V	ADJ;INDF;FEM;SG
불분명하다	неясни	불분명+하+다	неясен	V	ADJ;INDF;PL
코코아	какао	코코아	какам		N;INDF;MASC;SG
미스테리	мистерия	미스테리	мистерия		N;INDF;FEM;SG
미스테리	мистерията	미스테리	мистерия		N;DEF;FEM;SG
미스테리	загадка	미스테리	загадка		N;INDF;FEM;SG
보디가드	телохранител	보디가드	телохранител		N;INDF;MASC;SG
보디가드	бодигард	보디가드	бодигард		N;INDF;MASC;SG
반란군	бунтар	반란군	бунтар		N;INDF;MASC;SG
반란군	бунтовник	반란군	бунтовник		N;INDF;MASC;SG
반란군	бунтовниците	반란군	бунтовник		N;DEF;MASC;PL
반란군	бунтовници	반란군	бунтовник		N;INDF;MASC;PL
프레데터	хищник	프레데터	хищник		N;INDF;MASC;SG
원판	негативите	원판	негатив		ADJ;DEF;PL
원판	негативи	원판	негатив		ADJ;INDF;PL
마시	марш	마시	марш		N;INDF;MASC;SG
마시	блато	마시	блато		N;INDF;NEUT;SG
미카미	мика	미카미	мика		N;INDF;MASC;SG
리턴	възвръщаемост	리턴	възвръщаемост		N;INDF;FEM;SG
리턴	връщане	리턴	връщане		N;INDF;NEUT;SG
리턴	връщане	리턴	връщане		N;INDF;NEUT;SG
리턴	завръщане	리턴	завръщане		N;INDF;NEUT;SG
하이웨이	магистрала	하이스+이	магистрала		N;INDF;FEM;SG
하이웨이	магистралата	하이스+이	магистрала		N;DEF;FEM;SG
캐롤라인	каролин	캐롤라인	каролин		PROPN;INDF;FEM;SG
캐롤라인	каролайн	캐롤라인	каролайн		PROPN;INDF;MASC;SG
캐롤라인	керълайн	캐롤라인	керълайн		PROPN;INDF;MASC;SG
캐롤라인	карълайн	캐롤라인	карълайн		PROPN;INDF;MASC;SG
해고	уволнение	하+어고	уволнение		N;INDF;NEUT;SG
클랜	кланът	클랜	клан		N;DEF;MASC;SG
클랜	клан	클랜	клан		N;INDF;MASC;SG
클랜	клана	클랜	клана		N;DEF;MASC;SG
클랜	кланове	클랜	клан		N;INDF;MASC;PL
푸른색	сини	푸른색	син		ADJ;INDF;PL
푸른색	блу	푸른색	блу		N;INDF;MASC;SG
푸른색	синьо	푸른색	син		ADV
푸른색	син	푸른색	син		N;INDF;MASC;SG
푸른색	синя	푸른색	син		ADJ;INDF;FEM;SG
생생한	ярки	생생+하+ㄴ	ярък	V	ADJ;INDF;PL
제이드	джейд	제이드	джейд		PROPN;INDF;FEM;SG
제이드	нефрит	제이드	нефрит		N;INDF;MASC;SG
모기	комар	모기	комар		N;INDF;MASC;SG
모기	комари	모기	комар		N;INDF;MASC;PL
모기	комари	모기	комар		N;INDF;MASC;PL
모기	комарите	모기	комар		N;DEF;MASC;PL
페이퍼	хартия	페이퍼	хартия		N;INDF;FEM;SG
페이퍼	хартии	페이퍼	хартия		N;INDF;FEM;PL
페이퍼	документи	페이퍼	документ		N;INDF;MASC;PL
페이퍼	вестници	페이퍼	вестник		N;INDF;MASC;PL
너구리	енот	너구리	енот		N;INDF;MASC;SG
피츠제럴드	фицджералд	피츠제럴드	фицджералд		N;INDF;MASC;SG
피츠제럴드	фитцджералд	피츠제럴드	фитцджералд		N;INDF;MASC;SG
어마어마한	огромен	어마어마하+ㄴ	огромен		ADJ;INDF;MASC;SG
어마어마한	огромна	어마어마하+ㄴ	огромен		ADJ;INDF;FEM;SG
어마어마한	огромни	어마어마하+ㄴ	огромен		ADJ;INDF;PL
깡패	гангстер	깡패	гангстер		N;INDF;MASC;SG
깡패	гангстери	깡패	гангстер		N;INDF;MASC;PL
랭스	реймс	랭스	реймс	PROPN	PROPN;INDF;MASC;SG
애국	патриотично	애국	патриотичен	N	ADV
시프트	смяна	시프트	смяна		N;INDF;FEM;SG
잊혀진	забравено	잊히+어+지+ㄴ	забравя-(се)	V	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
잊혀진	забравен	잊히+어+지+ㄴ	забравя-(се)	V	V;PFV;INDF;MASC;SG;V.PTCP;PASS
잊혀진	забравени	잊히+어+지+ㄴ	забравя-(се)	V	V;PFV;INDF;PL;V.PTCP;PASS
잊혀진	забравена	잊히+어+지+ㄴ	забравя-(се)	V	V;PFV;INDF;FEM;SG;V.PTCP;PASS
분리주의	сепаратистки	분리주의	сепаратистки	N	ADJ;INDF;PL
해머	чука	해머	чукам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
편집하기	редактиране	편집+하+기	редактиране	V	N;INDF;NEUT;SG
익명	анонимност	익명	анонимност		N;INDF;FEM;SG
익명	анонимността	익명	анонимност		N;DEF;FEM;SG
익명	анонимни	익명	анонимен		ADJ;INDF;PL
익명	анонимна	익명	анонимен		ADJ;INDF;FEM;SG
익명	анонимен	익명	анонимен		N;INDF;MASC;SG
익명	анонимно	익명	анонимно		ADV
씨앗	семе	씨앗	семе		N;INDF;NEUT;SG
씨앗	семена	씨앗	семе		N;INDF;NEUT;PL
씨앗	семе	씨앗	семе		N;INDF;NEUT;SG
씨앗	семки	씨앗	семка		N;INDF;FEM;PL
씨앗	семена	씨앗	семе		N;INDF;NEUT;PL
모세	моузес	모세	моузес		N;INDF;MASC;SG
모세	моисей	모세	моисей		PROPN;INDF;MASC;SG
모세	мойсей	모세	мойсей		N;INDF;MASC;SG
스토커	преследвач	스토커	преследвач		N;INDF;MASC;SG
채플린	чаплин	채플린	чаплин	PROPN	N;INDF;MASC;SG
프로덕션스	постановки	프로덕션스	постановка		N;INDF;FEM;PL
프로덕션스	продукции	프로덕션스	продукция		N;INDF;FEM;PL
수박	дини	수박	дин		N;INDF;FEM;PL
수박	диня	수박	диня-(се)		N;INDF;FEM;SG
록키	роки	록키	рока		N;INDF;MASC;SG
사라왁	саравак	사라블	саравак	PROPN	N;INDF;MASC;SG
마릴린	мерилин	마릴리+ㄴ	мерилин		N;INDF;MASC;PL
카타니아	catania	카타니아	catania	PROPN	PROPN;INDF;MASC;SG
단발	само	단발	само		ADV
단발	единствено	단발	единствено		ADV
디바	divas	디바	divas		PROPN;INDF;FEM;SG
디바	дива	디바	дивам-(се)		N;INDF;FEM;SG
매카시	маккарти	매카시	маккарт	PROPN	N;INDF;MASC;PL
매카시	макарти	매카시	макарт	PROPN	N;INDF;MASC;PL
메디나	медина	메디+나	медина	PROPN	N;INDF;FEM;SG
엘리펀츠	слонове	엘리펀츠	слон		N;INDF;MASC;PL
엘리펀츠	слоновете	엘리펀츠	слон		N;DEF;MASC;PL
웨이터	келнер	웨이터	келнер		N;INDF;MASC;SG
웨이터	сервитьор	웨이터	сервитьор		N;INDF;MASC;SG
몽펠리에	монпелие	몽펠리+에	монпелие	ADV	N;INDF;NEUT;SG
스피리츠	духовете	스피리츠	дух		N;DEF;MASC;PL
스피리츠	духове	스피리츠	дух		N;INDF;MASC;PL
거절	упадък	거절	упадък		N;INDF;MASC;SG
거절	спад	거절	спад		N;INDF;MASC;SG
거절	отказ	거절	отказ		N;INDF;MASC;SG
거절	отказвам	거절	отказвам-(се)		V;IPFV;IND;SG;1;PRS;FIN;ACT
거절	отхвърляне	거절	отхвърляне		N;INDF;NEUT;SG
거절	отказ	거절	отказ		N;INDF;MASC;SG
거절	отхвърлена	거절	отхвърля		V;PFV;INDF;FEM;SG;V.PTCP;PASS
거절	отказана	거절	откажа-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
홀리데이	холидей	홀리데이	холидей		N;INDF;MASC;SG
홀리데이	почивка	홀리데이	почивка		N;INDF;FEM;SG
홀리데이	празник	홀리데이	празник		N;INDF;MASC;SG
홀리데이	ваканция	홀리데이	ваканция		N;INDF;FEM;SG
미들즈브러	мидълзбро	미들즈스러	мидълзбро	PROPN	N;INDF;MASC;SG
사탕수수	кейн	사탕수수	кейн	N	PROPN;INDF;MASC;SG
니키타	никита	니키타	никита		PROPN;INDF;MASC;SG
아흐마드	ахмад	아흐마드	ахмад	PROPN	N;INDF;MASC;SG
도나	дона	도+나	дона		PROPN;INDF;FEM;SG
플러그인	включи	플러그+이+ㄴ	включа-(се)		V;PFV;IND;SG;3;PST;FIN;ACT
플러그인	приставка	플러그+이+ㄴ	приставка		N;INDF;FEM;SG
플러그인	приставки	플러그+이+ㄴ	приставка		N;INDF;FEM;PL
알레한드로	алехандро	알레한드+로	алехандро	ADV	PROPN;INDF;MASC;SG
부룬디	бурунди	부룬디	бурунд	PROPN	PROPN;INDF;FEM;PL
호스	маркуч	호스	маркуч		N;INDF;MASC;SG
호스	маркучи	호스	маркуч		N;INDF;MASC;PL
호스	маркуча	호스	маркуч		N;DEF;MASC;SG
닭고기	пилешко	닭고기	пилешки	N	ADV
침투	проникне	침투	проникна-(се)	N	V;PFV;IND;SG;3;PST;FIN;ACT
아흐메드	ахмед	아흐메드	ахмед	PROPN	N;INDF;MASC;SG
아흐메드	ахмад	아흐메드	ахмад	PROPN	N;INDF;MASC;SG
로렌츠	лоренц	로렌츠	лоренц	PROPN	N;INDF;MASC;SG
트위스트	туист	트위스트	туист		N;INDF;MASC;SG
트위스트	обрат	트위스트	обрат		N;INDF;MASC;SG
카스피	каспийско	카스피	каспийски		ADV
에드워즈	едуардс	에드워즈	едуардс	PROPN	N;INDF;MASC;SG
스칼렛	скарлет	스칼렛	скарлет		N;INDF;FEM;SG
스칼렛	скарлет	스칼렛	скарлет		N;INDF;FEM;SG
어딘가	някъде	어디+이+ㄴ가	някъде		ADV
표도르	фьодор	표도르	фьодор	PROPN	N;INDF;MASC;SG
송신	изходящи	송신	изходящ	N	V;IPFV;INDF;PL;PST;V.PTCP;ACT
마사무네	масамуне	마사무네	масамуне		N;INDF;MASC;SG
어벤져스	отмъстители	어벤져스	отмъстител		N;INDF;MASC;PL
어벤져스	отмъстителите	어벤져스	отмъстител		N;DEF;MASC;PL
