renascimento	revival	renascimento	revival	N;MASC;SG	
reconhece	rozpoznają	reconhecer	rozpoznawać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
reconhece	rozpoznają	reconhecer	rozpoznawać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
reconhece	uznają	reconhecer	uznać	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;3;FUT;FIN;ACT
console	konsoli	consolar	konsoli	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
barreira	bariery	barreira	bariera	N;FEM;SG	N;ACC;FEM;PL
protestante	protestancki	protestante	protestancki	N;MASC;SG	ADJ;NOM;MASC;SG
mineral	mineralnych	mineral	mineralny	N;MASC;SG	ADJ;GEN;MASC;PL
mineral	mineralne	mineral	mineralny	N;MASC;SG	ADJ;NOM;NEUT;SG
mineral	minerały	mineral	minerał	N;MASC;SG	N;NOM;MASC;PL
promocional	promocyjne	promocional	promocyjny	N;MASC;SG	ADJ;NOM;NEUT;SG
esperava	oczekiwane	esperar	oczekiwać	V;IND;SG;3;IPFV;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
esperava	spodziewane	esperar	spodziewać	V;IND;SG;3;IPFV;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
esperava	oczekiwano	esperar	oczekiwać	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;0;PST;FIN;ACT
esperava	oczekiwany	esperar	oczekiwać	V;IND;SG;3;IPFV;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
líbano	libanu	líbano	liban	N;MASC;SG	PROPN;GEN;MASC;SG
pete	pete	pete	pete	PROPN;MASC;SG	PROPN;NOM;MASC;SG
sólido	stał	sólido	stać	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
dirigentes	przywódcy	dirigente	przywódca	N;MASC;PL	N;NOM;MASC;SG
magnético	magnetyczne	magnético	magnetyczny	N;MASC;SG	ADJ;NOM;NEUT;SG
magnético	magnetyczny	magnético	magnetyczny	N;MASC;SG	ADJ;NOM;MASC;SG
gigantes	gigant	gigante	gigant	N;MASC;PL	
gigantes	olbrzymie	gigante	olbrzymi	N;MASC;PL	
gigantes	olbrzymi	gigante	olbrzymi	N;MASC;PL	ADJ;NOM;MASC;SG
gigantes	olbrzym	gigante	olbrzym	N;MASC;PL	N;NOM;MASC;SG
ameaças	zagrożenia	ameaça	zagrożenie	N;FEM;PL	N;NOM;NEUT;SG
ameaças	groźby	ameaça	groźba	N;FEM;PL	
ameaças	gróźb	ameaça	gróźb	N;FEM;PL	
ameaças	zagrożenia	ameaça	zagrożenie	N;FEM;PL	N;NOM;NEUT;SG
ameaças	zagrożenie	ameaça	zagrożenie	N;FEM;PL	N;NOM;NEUT;SG
ameaças	groźba	ameaça	groźba	N;FEM;PL	N;NOM;FEM;SG
ameaças	groźby	ameaça	groźba	N;FEM;PL	
múltiplos	wielokrotne	múltiplo	wielokrotny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
múltiplos	wiele	múltiplo	wiele	ADJ;MASC;PL	DET;ACC;MASC;PL
múltiplos	wielu	múltiplo	wiele	ADJ;MASC;PL	DET;ACC;MASC;PL
múltiplos	wielokrotności	múltiplo	wielokrotność	ADJ;MASC;PL	N;GEN;FEM;SG
mercadorias	towar	mercadoria	towar	N;FEM;PL	N;ACC;MASC;SG
mercadorias	towarowy	mercadoria	towarowy	N;FEM;PL	ADJ;NOM;MASC;SG
patrícia	patrycja	patrícia	patrycja	N;FEM;SG	PROPN;NOM;FEM;SG
patrícia	patricia	patrícia	patrić	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sentença	zdania	sentença	zdanie	N;FEM;SG	N;NOM;NEUT;PL
frutas	owoc	fruta	owoc	N;FEM;PL	N;NOM;MASC;SG
precisava	potrzebny	precisar	potrzebny	V;IND;SG;3;IPFV;FIN	ADJ;NOM;MASC;SG
precisava	potrzebna	precisar	potrzebny	V;IND;SG;3;IPFV;FIN	ADJ;NOM;FEM;SG
precisava	potrzebne	precisar	potrzebny	V;IND;SG;3;IPFV;FIN	ADJ;NOM;NEUT;SG
índices	indeks	índice	indeks	N;MASC;PL	N;NOM;MASC;SG
índices	spis	índice	spis	N;MASC;PL	N;NOM;MASC;SG
índices	wskaźnik	índice	wskaźnik	N;MASC;PL	N;NOM;MASC;SG
índices	indeksu	índice	indeks	N;MASC;PL	N;GEN;MASC;SG
melodia	melody	melodia	meloda	N;FEM;SG	
junius	junius	juniu	junius	N;MASC;SG	
eliminados	usunięte	eliminar	usunąć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
eliminados	usunięta	eliminar	usunąć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
eliminados	usunięty	eliminar	usunąć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
eliminados	wyeliminowane	eliminar	wyeliminować	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
eliminados	wyeliminowany	eliminar	wyeliminować	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
crônicas	przewlekłe	crônica	przewlec	N;FEM;PL	ADJ;NOM;NEUT;SG
crônicas	przewlekłą	crônica	przewlec	N;FEM;PL	ADJ;ACC;FEM;SG
crônicas	kroniki	crônica	kronik	N;FEM;PL	
crônicas	chronicles	crônica	chronicles	N;FEM;PL	
boi	boi	boi	bać	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
boi	bull	boi	bull	N;MASC;SG	
württemberg	wirtembergia	württemberg	wirtembergia	N;MASC;SG	
masters	mistrzowie	master	mistrz	N;MASC;SG	N;NOM;MASC;PL
masters	masters	master	masters	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
sebastian	sebastiana	sebastian	sebastiany	N;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
separar	osobne	separar	osobny	V;NFIN	ADJ;NOM;NEUT;SG
separar	odrębne	separar	odrębny	V;NFIN	ADJ;NOM;NEUT;SG
separar	oddzielne	separar	oddzielny	V;NFIN	ADJ;NOM;NEUT;SG
incapaz	niezdolny	incapaz	niezdolny	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
interessados	zainteresowanych	interessado	zainteresować	N;MASC;PL	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
interessados	zainteresowane	interessado	zainteresować	N;MASC;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interessados	zainteresowani	interessado	zainteresować	N;MASC;PL	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
interessados	zainteresowana	interessado	zainteresować	N;MASC;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
interessados	zainteresowany	interessado	zainteresować	N;MASC;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
kew	kew	kew	kew	N;MASC;SG	
collins	collins	collin	collins	N;MASC;SG	PROPN;NOM;MASC;SG
collins	collinsa	collin	collins	N;MASC;SG	
briga	walcz	briga	walcz	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
tomado	zrobione	tomar	zrobić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
tomado	podjęte	tomar	podjąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
maomé	mohammed	maomé	mohammed	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
maomé	mehmet	maomé	mehmet	N;MASC;SG	PROPN;NOM;MASC;SG
removido	usunięte	remover	usunąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
removido	usunięta	remover	usunąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
removido	usunięty	remover	usunąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
diariamente	dzienna	diariamente	dzienny	ADV	ADJ;NOM;FEM;SG
diariamente	daily	diariamente	daily	ADV	
diariamente	codzienne	diariamente	codzienny	ADV	ADJ;NOM;NEUT;SG
chi	chi	chi	chito	N;MASC;SG	
micro	mikro	micro	mikro	N;MASC;SG	
cartões	karty	cartão	karta	N;MASC;PL	N;ACC;FEM;SG
cartões	kart	cartão	karta	N;MASC;PL	
adquirido	pozyskane	adquirir	pozyskać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
adquirido	zdobyte	adquirir	zdobyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
adquirido	nabyte	adquirir	nabyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
adquirido	kupione	adquirir	kupić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
adquirido	kupiony	adquirir	kupić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
adquirido	zakupione	adquirir	zakupić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
recomendações	zalecenie	recomendação	zalecenie	N;FEM;PL	N;NOM;NEUT;SG
recomendações	rekomendacji	recomendação	rekomendacja	N;FEM;PL	N;GEN;FEM;SG
garantia	gwarancje	garantia	gwarancja	N;FEM;SG	N;NOM;FEM;PL
garantia	zastaw	garantia	zastawa	N;FEM;SG	
garantia	gwarancje	garantia	gwarancja	N;FEM;SG	N;NOM;FEM;PL
greatest	najwspanialszy	greatest	kopanialy	N;MASC;SG	ADJ;NOM;CMPR;MASC;SG
greatest	największe	greatest	duży	N;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
greatest	największy	greatest	duży	N;MASC;SG	ADJ;NOM;CMPR;MASC;SG
criminal	kryminalne	criminal	kryminalny	N;MASC;SG	ADJ;NOM;NEUT;SG
criminal	karnego	criminal	karny	N;MASC;SG	ADJ;ACC;MASC;SG
criminal	przestępcy	criminal	przestępca	N;MASC;SG	N;NOM;MASC;PL
luxo	luksusowy	luxo	luksusowy	N;MASC;SG	ADJ;NOM;MASC;SG
luxo	luksusowe	luxo	luksusowy	N;MASC;SG	ADJ;NOM;NEUT;SG
phillips	phillips	phillips	phillips	N;MASC;SG	PROPN;NOM;MASC;SG
esculturas	rzeźba	escultura	rzeźba	N;FEM;PL	N;NOM;FEM;SG
esculturas	rzeźbę	escultura	rzeźba	N;FEM;PL	N;ACC;FEM;SG
born	urodzony	born	urodzić	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
born	urodzona	born	urodzić	N;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
born	urodzone	born	urodzić	N;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
novatos	początkujący	novato	początkiwać	N;MASC;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
novatos	początkujących	novato	początkiwać	N;MASC;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
novatos	żółtodzioby	novato	żółtodzioby	N;MASC;PL	
aurora	aurora	aurora	auror	N;FEM;SG	
mitchell	mitchell	mitchell	mitchell	N;MASC;SG	PROPN;NOM;MASC;SG
made	wykonane	made	wykonać	N;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
made	made	made	mada	N;MASC;SG	
made	zrobione	made	zrobić	N;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
subida	powstań	subida	powstanie	N;FEM;SG	N;GEN;NEUT;PL
claudio	claudio	claudio	claudio	N;MASC;SG	PROPN;NOM;MASC;SG
patrocínio	sponsora	patrocínio	sponsór	N;MASC;SG	
macho	macho	macho	macho	N;MASC;SG	
macho	męskie	macho	męski	N;MASC;SG	ADJ;NOM;NEUT;SG
macho	męska	macho	męski	N;MASC;SG	
macho	męski	macho	męski	N;MASC;SG	ADJ;NOM;MASC;SG
saxônia	saksonii	saxônia	saksonia	N;FEM;SG	
setúbal	setúbal	setúbal	setúbal	N;MASC;SG	PROPN;NOM;MASC;SG
detroit	detroit	detroit	detroit	N;MASC;SG	PROPN;NOM;MASC;SG
ouvido	ucha	ouvir	ucho	V;MASC;SG;V.PTCP	N;GEN;NEUT;SG
ouvido	uszy	ouvir	ucho	V;MASC;SG;V.PTCP	
ouvido	ucho	ouvir	ucho	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG
perdas	utrata	perda	utratać	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
perdas	strata	perda	strata	N;FEM;PL	N;NOM;FEM;SG
perdas	strat	perda	strata	N;FEM;PL	
urbanas	urban	urbano	urbany	N;FEM;PL	
urbanas	miejskie	urbano	miejski	N;FEM;PL	ADJ;NOM;NEUT;SG
urbanas	miejski	urbano	miejski	N;FEM;PL	ADJ;NOM;MASC;SG
urbanas	miejskich	urbano	miejski	N;FEM;PL	ADJ;GEN;MASC;PL
urbanas	miejska	urbano	miejski	N;FEM;PL	ADJ;NOM;FEM;SG
lesões	szkody	lesão	szkoda	N;FEM;PL	
lesões	urazy	lesão	uraz	N;FEM;PL	V;IPFV;IND;SG;PRS;FIN;ACT
lesões	uraz	lesão	uraz	N;FEM;PL	N;NOM;MASC;SG
lesões	uszkodzenie	lesão	uszkodzić	N;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
lesões	urazy	lesão	uraz	N;FEM;PL	V;IPFV;IND;SG;PRS;FIN;ACT
alencar	alencar	alencar	alencar	N;MASC;SG	
visitas	odwiedziny	visita	odwiedzina	N;FEM;PL	N;NOM;FEM;SG
visitas	odwiedzin	visita	odwiedziny	N;FEM;PL	
nervoso	nerwowy	nervoso	nerwowy	N;MASC;SG	ADJ;NOM;MASC;SG
nervoso	zdenerwowana	nervoso	zdenerwować	N;MASC;SG	ADJ;NOM;FEM;SG
nervoso	zdenerwowany	nervoso	zdenerwowany	N;MASC;SG	ADJ;NOM;MASC;SG
han	hana	han	han	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
han	han	han	han	N;MASC;SG	PROPN;NOM;MASC;SG
soviéticos	sowiecki	soviético	sowiecki	N;MASC;PL	ADJ;NOM;MASC;SG
soviéticos	radziecki	soviético	radziecki	N;MASC;PL	ADJ;NOM;MASC;SG
adoção	adopcji	adoção	adopcja	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ltd	ltd	ltd	ltd	N;MASC;SG	
separadas	rozdzielone	separar	rozdzielić	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
separadas	oddzielone	separar	oddzielić	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
hudson	hudson	hudson	hudson	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
cobra	węże	cobrar	wąż	N;FEM;SG	N;NOM;MASC;PL
andamento	progress	andamento	progress	N;MASC;SG	
andamento	postępy	andamento	postęp	N;MASC;SG	N;NOM;MASC;PL
escolhidos	wybrany	escolher	wybrać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
escolhidos	wybrane	escolher	wybrać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
escolhidos	wybrani	escolher	wybrany	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
escolhidos	wybrana	escolher	wybrać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
june	june	june	juny	N;FEM;SG	
june	czerwiec	june	czerwiec	N;FEM;SG	
ice	lód	ice	lód	N;MASC;SG	
ice	ice	ice	icey	N;MASC;SG	
cine	cine	cine	ciny	N;MASC;SG	
ruth	ruth	ruth	ruth	N;FEM;SG	PROPN;NOM;FEM;SG
jesse	jessie	jesser	jessać	N;MASC;SG	
jesse	jesse	jesser	być	N;MASC;SG	PROPN;NOM;MASC;SG
laços	więzi	laço	więzieć	N;MASC;PL	
divididas	podzielona	dividir	podzielić	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
divididas	dzielone	dividir	dzielić	V;FEM;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
divididas	podzielone	dividir	podzielić	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
divididas	podzielony	dividir	podzielić	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
riscos	ryzyka	risco	ryzyka	N;MASC;PL	V;IPFV;IND;SG;PRS;FIN;ACT
riscos	ryzyko	risco	ryzyko	N;MASC;PL	N;NOM;NEUT;SG
riscos	ryzyka	risco	ryzyka	N;MASC;PL	V;IPFV;IND;SG;PRS;FIN;ACT
riscos	ryzyko	risco	ryzyko	N;MASC;PL	N;NOM;NEUT;SG
trocar	przełącznik	trocar	przełącznik	V;NFIN	N;ACC;MASC;SG
trocar	wymiany	trocar	wymiana	V;NFIN	
trocar	swap	trocar	swap	V;NFIN	
nilo	nilu	nilo	nil	N;MASC;SG	
atribuição	przydziały	atribuição	przydział	N;FEM;SG	N;NOM;MASC;PL
atribuição	atrybucji	atribuição	atrybucja	N;FEM;SG	
ted	ted	ted	ted	N;MASC;SG	
mônica	monika	mônica	monik	N;FEM;SG	PROPN;NOM;FEM;SG
mônica	moniki	mônica	monika	N;FEM;SG	
mônica	monica	mônica	monica	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
consistia	polegał	consistir	polegać	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
hart	hart	hart	hart	N;MASC;SG	
mensal	miesięcznie	mensal	miesięcznie	ADJ;MASC;SG	ADV
favorito	ulubione	favorito	ulubiony	N;MASC;SG	ADJ;NOM;NEUT;SG
favorito	ulubiony	favorito	ulubić	N;MASC;SG	ADJ;NOM;MASC;SG
favorito	ulubiona	favorito	ulubiony	N;MASC;SG	ADJ;NOM;FEM;SG
favorito	ulubione	favorito	ulubiony	N;MASC;SG	ADJ;NOM;NEUT;SG
favorito	ulubiona	favorito	ulubiony	N;MASC;SG	ADJ;NOM;FEM;SG
favorito	ulubionych	favorito	ulubić	N;MASC;SG	ADJ;GEN;MASC;PL
favorito	ulubiony	favorito	ulubić	N;MASC;SG	ADJ;NOM;MASC;SG
veloso	veloso	veloso	veloso	N;MASC;SG	
espetáculos	pokazuje	espetáculo	pokazywać	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
martín	martín	martín	martín	N;MASC;SG	PROPN;NOM;MASC;SG
martín	marcin	martín	marcin	N;MASC;SG	PROPN;NOM;MASC;SG
martín	martin	martín	martin	N;MASC;SG	PROPN;NOM;MASC;SG
selecionado	wybrany	selecionar	wybrać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
selecionado	zaznaczone	selecionar	zaznaczyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
selecionado	wybrane	selecionar	wybrać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
selecionado	wybrana	selecionar	wybrać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
irene	irena	irene	irena	N;FEM;SG	PROPN;NOM;FEM;SG
irene	irene	irene	iren	N;FEM;SG	PROPN;NOM;FEM;SG
bebidas	napój	bebida	napój	N;FEM;PL	N;NOM;MASC;SG
caçador	hunter	caçador	hunter	N;MASC;SG	
monge	monk	monge	monk	N;MASC;SG	
naruto	naruto	naruto	naruto	N;MASC;SG	
buscando	pobieranie	buscar	pobieranie	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
atacado	zaatakowana	atacar	zaatakować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
atacado	zaatakowany	atacar	zaatakować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
quentes	ciepła	quente	ciepło	ADJ;MASC;PL	
quentes	ciepło	quente	ciepło	ADJ;MASC;PL	
quentes	ciepły	quente	ciepły	ADJ;MASC;PL	ADJ;NOM;MASC;SG
murphy	murphy	murphy	murpha	N;MASC;SG	PROPN;NOM;MASC;SG
ante	ante	ante	anto	ADP	
pacote	pakiety	pacote	pakieta	N;MASC;SG	N;NOM;MASC;PL
silêncio	cicho	silêncio	cicho	N;MASC;SG	ADV
silêncio	cichy	silêncio	cichy	N;MASC;SG	ADJ;NOM;MASC;SG
nicholas	nicholas	nichola	nicholas	N;FEM;PL	PROPN;NOM;MASC;SG
nicholas	mikołaj	nichola	mikołaj	N;FEM;PL	N;NOM;MASC;SG
buraco	dziury	buraco	dziura	N;MASC;SG	
nono	nono	nono	nono	ADJ;MASC;SG	
nono	ninth	nono	ninth	ADJ;MASC;SG	
nono	dziewiąta	nono	dziewiąta	ADJ;MASC;SG	
pernambucano	pernambucano	pernambucano	pernambucać	N;MASC;SG	
romanas	rzymski	romano	rzymski	N;FEM;PL	ADJ;NOM;MASC;SG
romanas	roman	romano	roman	N;FEM;PL	PROPN;NOM;MASC;SG
romanas	rzymskie	romano	rzymski	N;FEM;PL	ADJ;NOM;NEUT;SG
helen	helena	helen	helen	N;FEM;SG	PROPN;NOM;FEM;SG
helen	helen	helen	helen	N;FEM;SG	PROPN;NOM;FEM;SG
esperando	czekanie	esperar	czekać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
esperando	oczekiwanie	esperar	oczekiwać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
madame	madame	madame	madama	N;FEM;SG	
ernest	ernest	ernest	ernest	N;MASC;SG	PROPN;NOM;MASC;SG
cap	cap	cap	cap	N;MASC;SG	
delegado	przekazano	delegado	przekazać	N;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
delegado	przekazane	delegado	przekazać	N;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
delegado	przekazać	delegado	przekazać	N;MASC;SG	V;PFV;NFIN;ACT
amadores	amator	amadores	amator	N;MASC;PL	N;NOM;MASC;SG
protecção	ochronny	protecção	ochronny	N;FEM;SG	ADJ;NOM;MASC;SG
protecção	ochronna	protecção	ochronny	N;FEM;SG	ADJ;NOM;FEM;SG
protecção	ochronnych	protecção	ochronny	N;FEM;SG	ADJ;GEN;MASC;PL
protecção	ochronne	protecção	ochronny	N;FEM;SG	ADJ;NOM;NEUT;SG
protecção	ochrony	protecção	ochrona	N;FEM;SG	
jogado	zagrali	jogar	zagrać	V;MASC;SG;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
transferida	przeniesiony	transferir	przenieść	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
transferida	przeniesiona	transferir	przenieść	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
transferida	przeniesione	transferir	przenieść	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
pérez	perez	pérez	perez	PROPN;MASC;SG	PROPN;NOM;MASC;SG
pérez	pérez	pérez	porez	PROPN;MASC;SG	PROPN;NOM;MASC;SG
empresarial	korporacje	empresarial	korporacja	ADJ;MASC;SG	N;NOM;FEM;PL
empresarial	korporacja	empresarial	korporacja	ADJ;MASC;SG	N;NOM;FEM;SG
next	następnym	next	następny	N;MASC;SG	ADJ;INS;MASC;SG
next	następny	next	następny	N;MASC;SG	ADJ;NOM;MASC;SG
next	następna	next	następny	N;MASC;SG	
next	następne	next	następny	N;MASC;SG	ADJ;NOM;NEUT;SG
ajudando	pomaganie	ajudar	pomagać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
leves	lekkie	leve	lekki	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
leves	lekki	leve	lekki	ADJ;MASC;PL	ADJ;NOM;MASC;SG
montevidéu	montevideo	montevidér	montevideo	N;MASC;SG	PROPN;NOM;MASC;SG
agências	agencji	agência	agencja	N;FEM;PL	N;GEN;FEM;SG
margaret	margaret	margaret	margaret	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
margaret	małgorzata	margaret	małgorzata	N;FEM;SG	PROPN;NOM;FEM;SG
standard	standardowy	standard	standardowy	N;MASC;SG	ADJ;NOM;MASC;SG
standard	standardowa	standard	standardowy	N;MASC;SG	ADJ;NOM;FEM;SG
standard	norma	standard	norma	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
standard	standardowe	standard	standardowy	N;MASC;SG	ADJ;NOM;NEUT;SG
standard	standard	standard	standard	N;MASC;SG	
adolf	adolf	adolf	adolf	N;MASC;SG	PROPN;NOM;MASC;SG
jam	jam	jam	ja	N;MASC;SG	
jam	dżem	jam	dżem	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
seattle	seattle	seattle	seatle	N;MASC;SG	PROPN;NOM;MASC;SG
aaron	aaron	aaron	aaron	N;MASC;SG	PROPN;NOM;MASC;SG
cruzada	krucjaty	cruzar	krucjata	N;FEM;SG	N;ACC;FEM;PL
cruzada	crusader	cruzar	crusader	N;FEM;SG	
preparado	gotowy	preparar	gotowy	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
preparado	gotowe	preparar	gotowy	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
preparado	przygotowane	preparar	przygotować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
preparado	przygotowany	preparar	przygotować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
preparado	przygotowana	preparar	przygotować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
chamando	powołanie	chamar	powołać	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
servido	serwowane	servido	serwować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
bass	bass	bass	bass	N;MASC;SG	
bass	bas	bass	bas	N;MASC;SG	
receitas	dochód	receita	dochód	N;FEM;PL	N;NOM;MASC;SG
receitas	przychód	receita	przychód	N;FEM;PL	N;NOM;MASC;SG
receitas	przepis	receita	przepis	N;FEM;PL	N;NOM;MASC;SG
receitas	dochód	receita	dochód	N;FEM;PL	N;NOM;MASC;SG
receitas	przychód	receita	przychód	N;FEM;PL	N;NOM;MASC;SG
pioneiros	pioneer	pioneiro	pioneer	N;MASC;PL	N;NOM;MASC;SG
complexa	kompleks	complexo	kompleks	ADJ;FEM;SG	N;ACC;MASC;SG
moisés	moses	moisés	moses	N;MASC;SG	PROPN;NOM;MASC;SG
moisés	mojżesz	moisés	mójżenz	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
formações	szkolenia	formação	szkolić	N;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
