oli	ήταν	olema	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
pilte	φωτογραφιες	pilt	φωτογραφιά	N;PRT;PL	N;NOM;FEM;PL
pilte	φωτογραφίες	pilt	φωτογραφία	N;PRT;PL	N;NOM;FEM;PL
pilte	εικόνες	pilt	εικόνα	N;PRT;PL	N;NOM;FEM;PL
philippe	philippe	phili_pe	philippe	N;NOM;SG	
philippe	φιλίπ	phili_pe	φιλίπ	N;NOM;SG	PROPN;NOM;MASC;SG
carlo	κάρλο	carlo	κάρλος	N;NOM;SG	
carlo	carlo	carlo	carlo	N;NOM;SG	
xiv	xiv	xiv	xiv	NUM	
uurimine	διερεύνηση	uurimine	διερεύνηση	N;NOM;SG	N;ACC;FEM;SG
uurimine	έρευνες	uurimine	έρευνα	N;NOM;SG	N;NOM;FEM;PL
kõne	καλέστε	kõne	καλώ	N;NOM;SG	V;PFV;IMP;PL;2;FIN;ACT
kõne	κάλεσε	kõne	καλώ	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
kõne	ομιλία	kõne	ομιλία	N;NOM;SG	N;ACC;FEM;SG
katse	δοκιμασία	katse	δοκιμασία	N;NOM;SG	N;ACC;FEM;SG
vapi	crest	vapp	crest	N;NOM;SG	
lühike	σύντομο	lühike	σύντομο	ADJ;NOM;SG	N;NOM;NEUT;SG
lühike	σύντομη	lühike	σύντομος	ADJ;NOM;SG	N;NOM;FEM;SG
lühike	σύντομος	lühike	σύντομος	ADJ;NOM;SG	N;NOM;MASC;SG
võit	νίκη	võit	νίκη	N;NOM;SG	N;ACC;FEM;SG
põhjustas	προκλήθηκαν	põhjustama	προκλώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
põhjustas	προκλήθηκε	põhjustama	προκαλώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
williams	williams	williams	williams	N;NOM;SG	
esindas	εκπροσωπείται	esindama	εκπροσωπώ	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
esindas	εκπροσωπούνται	esindama	εκπροσωπώ	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
võimaluse	ευκαιρία	võimalus	ευκαιρία	N;GEN;SG	N;ACC;FEM;SG
läbimõõt	διάμετρος	läbi_mõõt	διάμετρος	N;NOM;SG	N;GEN;FEM;SG
simon	σιμόν	simon	σιμόν	N;NOM;SG	
simon	σάιμον	simon	σάιμον	N;NOM;SG	PROPN;NOM;MASC;SG
kanda	φόρα	kandma	φόρα	V;NFIN	ADV
kanda	φθορά	kandma	φθορά	V;NFIN	N;NOM;FEM;SG
online	διαδικτυακά	online	διαδικτυακός	ADJ;NOM;SG	N;NOM;NEUT;PL
online	online	online	online	ADJ;NOM;SG	
metal	μεταλλικό	meta	μεταλλικός	N;NOM;SG	ADJ;NOM;NEUT;SG
metal	μέταλλα	meta	μέταλλος	N;NOM;SG	N;NOM;NEUT;PL
metal	metal	meta	metal	N;NOM;SG	
metal	μεταλλικά	meta	μεταλλικά	N;NOM;SG	ADJ;NOM;NEUT;PL
lend	φυγή	lend	φυγή	N;NOM;SG	N;ACC;FEM;SG
läheduses	κοντινές	lähedus	κοντινός	N;IN+ESS;SG	ADJ;NOM;FEM;PL
läheduses	κοντά	lähedus	κοντά	N;IN+ESS;SG	ADV
üldine	γενικά	üldine	γενικά	ADJ;NOM;SG	ADV
üldine	συνολικά	üldine	συνολικά	ADJ;NOM;SG	ADV
üldine	στρατηγός	üldine	στρατηγός	ADJ;NOM;SG	N;NOM;MASC;SG
üldine	γενικές	üldine	γενικός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
üldine	γενικά	üldine	γενικά	ADJ;NOM;SG	ADV
koju	πατρίδα	kodu	πατρίδα	N;IN+ALL;LGSPEC1;SG	N;ACC;FEM;SG
koju	σπιτι	kodu	σπιτι	N;IN+ALL;LGSPEC1;SG	N;NOM;NEUT;SG
koju	σπίτι	kodu	σπίτι	N;IN+ALL;LGSPEC1;SG	N;NOM;NEUT;SG
miljardit	δισεκατομμύριο	miljard	δισεκατομμύριο	NUM;PRT;SG	N;NOM;NEUT;SG
miljardit	δισ	miljard	δίν	NUM;PRT;SG	N
miljardit	δισεκατομμύρια	miljard	δισεκατομμύριο	NUM;PRT;SG	N;NOM;NEUT;PL
tšiili	χιλής	tšiil	χιλός	N;NOM;SG	PROPN;GEN;FEM;SG
tšiili	χιλής	tšiil	χιλός	N;NOM;SG	PROPN;GEN;FEM;SG
tšiili	χιλή	tšiil	χιλός	N;NOM;SG	PROPN;ACC;FEM;SG
laevastiku	στόλου	laevastik	στόλος	N;NOM;SG	N;GEN;MASC;SG
laevastiku	στόλο	laevastik	στόλο	N;NOM;SG	N;ACC;MASC;SG
asju	πραγματα	asi	πράγμα	N;PRT;PL	N;NOM;NEUT;PL
asju	πράγματα	asi	πράγμα	N;PRT;PL	N;NOM;NEUT;PL
olga	όλγα	olema	όλγα	N;NOM;SG	PROPN;NOM;FEM;SG
baltic	βαλτική	baltic	βαλτικός	N;NOM;SG	ADJ;NOM;FEM;SG
baltic	βαλτικής	baltic	βαλτικός	N;NOM;SG	ADJ;GEN;FEM;SG
malli	πρότυπο	mall	πρότυπο	N;PRT;SG	N;NOM;NEUT;SG
punkt	πόντος	punkt	πόντος	N;NOM;SG	PROPN;NOM;MASC;SG
html	html	html	html	N;NOM;SG	
var	var	var	var	N	
funktsioon	συνάρτηση	funktsioon	συνάρτηση	N;NOM;SG	N;ACC;FEM;SG
funktsioon	λειτουργία	funktsioon	λειτουργία	N;NOM;SG	N;ACC;FEM;SG
kaardi	κάρτα	kaart	κάρτα	N;GEN;SG	N;NOM;FEM;SG
vaimu	φάντασμα	vaim	φάντασμα	N;PRT;SG	N;NOM;NEUT;SG
kala	ιχθείς	kala	ιχθής	N;NOM;SG	ADJ;NOM;MASC;PL
kala	ψάρια	kala	ψάριος	N;NOM;SG	N;NOM;NEUT;PL
süüdi	ένοχοι	süüdi	ένοχος	ADV	ADJ;NOM;MASC;PL
süüdi	ένοχος	süüdi	ένοχος	ADV	ADJ;NOM;MASC;SG
süüdi	ένοχη	süüdi	ένοχος	ADV	ADJ;NOM;FEM;SG
vennad	bros	vend	bros	N;NOM;PL	
tunnustatud	αναγνωρίζεται	tunnusta=tud	αναγνωρίζω	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
tunnustatud	αναγνωρισμένο	tunnusta=tud	αναγνωρίζω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
tunnustatud	αναγνωρισμένος	tunnusta=tud	αναγνωρισμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
tunnustatud	αναγνωρισμένη	tunnusta=tud	αναγνωρίζω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
tunnustatud	αναγνωρισμένα	tunnusta=tud	αναγνωρίζω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
tunnustatud	αναγνωρίστηκε	tunnusta=tud	αναγνωρίζω	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
tunnustatud	αναγνώρισε	tunnusta=tud	αναγνωρίζω	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
tunnustatud	αναγνωρισμένο	tunnusta=tud	αναγνωρίζω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
tunnustatud	αναγνωρίζεται	tunnusta=tud	αναγνωρίζω	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
tunnustatud	αναγνωρίστηκε	tunnusta=tud	αναγνωρίζω	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
tunnustatud	αναγνωρισμένη	tunnusta=tud	αναγνωρίζω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
tähendus	εννοώντας	tähendus	εννοώ	N;NOM;SG	V;IPFV;V.CVB;ACT
tähendus	σημασίες	tähendus	σημασία	N;NOM;SG	N;NOM;FEM;PL
tähendus	νοήματα	tähendus	νόημα	N;NOM;SG	N;NOM;NEUT;PL
probleemi	πρόβλημα	probleem	πρόβλημα	N;PRT;SG	N;NOM;NEUT;SG
probleemi	προβλημα	probleem	προβλημα	N;PRT;SG	N;NOM;NEUT;SG
suletud	κλειστό	sule=tud	κλειστός	ADJ;PST;V.PTCP;PASS	N;NOM;NEUT;SG
suletud	κλειστο	sule=tud	κλειστος	ADJ;PST;V.PTCP;PASS	DET;NOM;DEF;MASC;SG
suletud	κλειστά	sule=tud	κλειστώ	ADJ;PST;V.PTCP;PASS	ADV
boris	μπόρις	boris	μπόρις	N;NOM;SG	
meremaa	ζηλανδία	mere_maa	ζηλανδία	N;NOM;SG	PROPN;ACC;FEM;SG
felix	φέλιξ	felix	φέλι	N;NOM;SG	
felix	felix	felix	felix	N;NOM;SG	
jürgen	jürgen	jürgen	jürgen	N;NOM;SG	
tõlge	μετάφραση	tõlge	μετάφραση	N;NOM;SG	N;ACC;FEM;SG
sarnased	παρόμοιο	sarnane	παρόμοιος	ADJ;NOM;PL	N;NOM;NEUT;SG
sarnased	παρόμοιος	sarnane	παρόμοιος	ADJ;NOM;PL	ADJ;NOM;MASC;SG
sarnased	παρόμοια	sarnane	παρόμοιος	ADJ;NOM;PL	ADV
olulised	σημαντική	oluline	σημαντικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
olulised	σημαντικο	oluline	σημαντικός	ADJ;NOM;PL	N;NOM;SG
olulised	σημαντικό	oluline	σημαντικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
olulised	σημαντικός	oluline	σημαντικός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
loode	βορειοδυτικά	loode	βορειοδυτικά	N;NOM;SG	ADV
loode	βορειοδυτική	loode	βορειοδυτικός	N;NOM;SG	ADJ;NOM;FEM;SG
loode	βορειοδυτικό	loode	βορειοδυτικό	N;NOM;SG	ADJ;NOM;NEUT;SG
asutaja	ιδρυτή	asutaja	ιδρυτός	N;NOM;SG	N;VOC;MASC;SG
nõus	συμφωνούν	nõus	συμφωνώ	ADV	V;IPFV;IND;PL;3;PRS;FIN;ACT
nõus	συμφωνώ	nõus	συμφωνώ	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
nõus	αποδοχή	nõus	αποδοχή	ADV	N;ACC;FEM;SG
nõus	δεχτώ	nõus	δεχτώ	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
nõus	δεχτείτε	nõus	δέχομαι	ADV	V;PFV;IMP;PL;2;FIN;ACT
uuringud	έρευνα	uuring	έρευνα	N;NOM;PL	N;NOM;FEM;SG
uuringud	ερευνα	uuring	ερευνα	N;NOM;PL	N;NOM;FEM;SG
kirjeldatud	περιγράφεται	kirjeldama	περιγράφω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
õigused	δικαιωμάτων	õigus	δικαίωμα	N;NOM;PL	N;GEN;NEUT;PL
pinus	pinus	pinus	pinus	N;NOM;SG	
sõltumatu	ανεξάρτητοι	sõltumatu	ανεξάρτητος	ADJ;NOM;SG	ADJ;NOM;MASC;PL
sõltumatu	ανεξάρτητες	sõltumatu	ανεξάρτητος	ADJ;NOM;SG	ADJ;NOM;FEM;PL
afganistani	αφγανιστάν	afganistan	αφγανιστάν	N;SG	
võimeline	ικανοί	võimeline	ικανός	ADJ;NOM;SG	ADJ;NOM;MASC;PL
võimeline	ικανές	võimeline	ικανός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
ühine	άρθρωση	ühine	άρθρωση	ADJ;NOM;SG	N;ACC;FEM;SG
osaline	μερικό	osaline	μερικό	ADJ;NOM;SG	N;NOM;FEM;SG
üheksa	εννέα	üheksa	εννέα	NUM;NOM;SG	NUM;NOM;NEUT;PL
üheksa	εννιά	üheksa	εννιά	NUM;NOM;SG	NUM;NOM;MASC;PL
üheksa	nine	üheksa	nine	NUM;NOM;SG	
jones	τζόουνς	jones	τζόουνς	N;NOM;SG	PROPN;NOM;MASC;SG
jones	jones	jones	jones	N;NOM;SG	
jones	τζονς	jones	τζονς	N;NOM;SG	
nähtud	εμφανίσεις	nägema	εμφάνιση	V;PST;V.PTCP;PASS	N;NOM;FEM;SG
rio	ρίο	rio	ρίο	N;NOM;SG	
rio	ριο	rio	ριο	N;NOM;SG	
samuel	σάμουελ	samuel	σάμουελ	N;NOM;SG	
samuel	σάμιουελ	samuel	σάμιουελ	N;NOM;SG	
www	www	www	www	N;NOM;SG	
png	png	png	png	N	
vokaal	φωνητικές	vokaal	φωνητικός	N;NOM;SG	ADJ;NOM;FEM;PL
vokaal	φωνητικά	vokaal	φωνητικά	N;NOM;SG	ADV
vokaal	φωνητική	vokaal	φωνητικός	N;NOM;SG	ADJ;NOM;FEM;SG
kehtib	έγκυρο	kehtima	έγκυρος	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;NEUT;SG
kehtib	έγκυρη	kehtima	έγκυρος	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG
ajas	χρόνος	aeg	χρόνος	N;IN+ESS;SG	N;NOM;MASC;SG
ajas	χρονος	aeg	χρονος	N;IN+ESS;SG	DET;NOM;DEF;MASC;SG
ajas	ώρα	aeg	ώρα	N;IN+ESS;SG	N;ACC;FEM;SG
ajas	φορά	aeg	φορά	N;IN+ESS;SG	N;ACC;FEM;SG
ajas	ωρα	aeg	ωρα	N;IN+ESS;SG	N;ACC;FEM;SG
ajas	χρόνο	aeg	χρόνος	N;IN+ESS;SG	N;ACC;MASC;SG
kuninglik	royal	kuninglik	royal	ADJ;NOM;SG	
kuninglik	ρόγιαλ	kuninglik	ρόγιαλ	ADJ;NOM;SG	
kuberner	κυβερνήτη	kuberner	κυβερνήτης	N;NOM;SG	N;ACC;MASC;SG
pariis	paris	pariis	paris	N;NOM;SG	
pariis	πάρις	pariis	πάρις	N;NOM;SG	PROPN;NOM;MASC;SG
pariis	παρίσι	pariis	παρίσι	N;NOM;SG	PROPN;NOM;NEUT;SG
jack	τζάκ	jack	τζάκ	N;NOM;SG	
jack	τζακ	jack	τζακ	N;NOM;SG	
jack	jack	jack	jack	N;NOM;SG	
graafik	γραφική	graafik	γραφικός	N;NOM;SG	ADJ;NOM;FEM;SG
reaktsioon	αντίδραση	reaktsioon	αντίδραση	N;NOM;SG	N;ACC;FEM;SG
tähe	αστέρας	täht	αστέρα	N;GEN;SG	N;NOM;MASC;SG
tähe	αστέρι	täht	αστέρι	N;GEN;SG	N;NOM;NEUT;SG
tähe	star	täht	star	N;GEN;SG	
tähe	σταρ	täht	σταρ	N;GEN;SG	
sakslased	γερμανοί	sakslane	γερμανός	N;NOM;PL	PROPN;NOM;MASC;PL
seade	συσκευές	seade	συσκευά	N;NOM;SG	N;NOM;FEM;PL
varssavi	βαρσοβία	varssavi	βαρσοβία	ADJ	PROPN;NOM;FEM;SG
varssavi	βαρσοβίας	varssavi	βαρσοβία	ADJ	N;GEN;FEM;SG
puidust	ξύλο	puidus	ξύλο	N;PRT;SG	N;NOM;NEUT;SG
puidust	ξυλεία	puidus	ξυλεία	N;PRT;SG	N;NOM;FEM;SG
sõber	φιλε	sõber	φίλομαι	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
guinea	γουϊνέα	guine	γουϊνέα	N;NOM;SG	PROPN;NOM;FEM;SG
guinea	γουινέας	guine	γουινέας	N;NOM;SG	ADJ;GEN;FEM;SG
guinea	γουινέα	guine	γουινέα	N;NOM;SG	PROPN;NOM;FEM;SG
trummid	ντραμς	trumm	ντραμς	N;NOM;PL	
pavel	πάβελ	pavel	πάβελ	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
ajastu	εποχή	ajastu	εποχή	N;NOM;SG	N;ACC;FEM;SG
ajutine	προσωρινά	ajutine	προσωρινά	ADJ;NOM;SG	ADV
ajutine	προσωρινές	ajutine	προσωρινός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
ajutine	προσωρινά	ajutine	προσωρινά	ADJ;NOM;SG	ADV
ajutine	προσωρινού	ajutine	προσωρινός	ADJ;NOM;SG	ADJ;GEN;NEUT;SG
tapa	σκοτώσει	tapa	σκοτώνω	N;NOM;SG	V;PFV;NFIN;ACT
tapa	σκότωσε	tapa	σκοτώνω	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
vasakul	αριστερό	vasak	αριστερός	ADV	N;NOM;NEUT;SG
vasakul	αριστερή	vasak	αριστερής	ADV	ADJ;NOM;FEM;SG
per	ανά	per	ανά	N;NOM;SG	ADP
per	per	per	per	N;NOM;SG	
populaarne	δημοφιλή	populaarne	δημοφιλός	ADJ;NOM;SG	ADV
populaarne	δημοφιλείς	populaarne	δημοφιλέας	ADJ;NOM;SG	ADJ;NOM;FEM;PL
populaarne	δημοφιλές	populaarne	δημοφιλής	ADJ;NOM;SG	ADV
king	κινγκ	king	κινγκ	N;NOM;SG	
king	βασιλιά	king	βασιλιάς	N;NOM;SG	N;ACC;MASC;SG
king	king	king	king	N;NOM;SG	
langeb	πτώσεις	langema	πτώση	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
langeb	καταρράκτες	langema	καταρράκτης	V;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL
langeb	φολς	langema	φολς	V;IND;SG;3;PRS;FIN;ACT	
paistab	φαινεται	paistma	φαίνομαι	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
paistab	φαίνεται	paistma	φαίνομαι	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
loomine	δημιουργία	loomine	δημιουργία	N;NOM;SG	N;ACC;FEM;SG
loomine	δημιουργώντας	loomine	δημιουργώ	N;NOM;SG	V;IPFV;V.CVB;ACT
täielik	ολοκλήρωση	täielik	ολοκλήρωση	ADJ;NOM;SG	N;ACC;FEM;SG
täielik	πλήρες	täielik	πλήρης	ADJ;NOM;SG	N;NOM;NEUT;SG
täielik	ολοκληρώθηκε	täielik	ολοκληρώνω	ADJ;NOM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
täielik	full	täielik	full	ADJ;NOM;SG	
täielik	πλήρες	täielik	πλήρης	ADJ;NOM;SG	N;NOM;NEUT;SG
seisund	κατάσταση	seisund	κατάσταση	N;NOM;SG	N;ACC;FEM;SG
seisund	status	seisund	status	N;NOM;SG	
seisund	καθεστώς	seisund	καθεστώς	N;NOM;SG	N;ACC;NEUT;SG
seisund	κατασταση	seisund	κατασταση	N;NOM;SG	N;ACC;FEM;SG
seisund	κατάσταση	seisund	κατάσταση	N;NOM;SG	N;ACC;FEM;SG
slovakkia	σλοβακική	slovakkia	σλοβακικός	N;NOM;SG	ADJ;NOM;FEM;SG
slovakkia	σλοβακία	slovakkia	σλοβακία	N;NOM;SG	PROPN;NOM;FEM;SG
slovakkia	σλοβακίας	slovakkia	σλοβακία	N;NOM;SG	PROPN;GEN;FEM;SG
napoli	νάπολη	napol	νάπολη	N;NOM;SG	PROPN;NOM;FEM;SG
sõjalise	στρατιωτικός	sõjaline	στρατιωτικός	ADJ;GEN;SG	ADJ;NOM;MASC;SG
sõjalise	στρατός	sõjaline	στρατός	ADJ;GEN;SG	N;NOM;MASC;SG
sõjalise	στρατιωτική	sõjaline	στρατιωτικός	ADJ;GEN;SG	ADJ;NOM;FEM;SG
sõjalise	στρατιωτικοί	sõjaline	στρατιωτικός	ADJ;GEN;SG	ADJ;NOM;MASC;PL
sõjalise	στρατιωτικά	sõjaline	στρατιωτικά	ADJ;GEN;SG	ADV
pastor	πάστορας	pastor	πάστορα	N;NOM;SG	ADJ;NOM;MASC;SG
raku	κυτταρική	rakk	κυτταρικός	N;NOM;SG	ADJ;NOM;FEM;SG
emil	εμίλ	emil	εγίλος	N;NOM;SG	PROPN;NOM;MASC;SG
õhu	αερα	õhk	αέρας	N;NOM;SG	N;ACC;MASC;SG
õhu	air	õhk	air	N;NOM;SG	
õhu	αέρα	õhk	αέρας	N;NOM;SG	N;ACC;MASC;SG
ivar	ivar	ivar	ivar	N;NOM;SG	
ulatus	έκταση	ulatus	έκταση	N;NOM;SG	N;ACC;FEM;SG
ulatus	έκταση	ulatus	έκταση	N;NOM;SG	N;ACC;FEM;SG
teaduslik	επιστημονικά	teaduslik	επιστημονικά	ADJ;NOM;SG	ADV
sloveenia	σλοβενία	sloveenia	σλοβενία	N;NOM;SG	PROPN;ACC;FEM;SG
sloveenia	σλοβενική	sloveenia	σλοβενικός	N;NOM;SG	ADJ;NOM;FEM;SG
napoleon	ναπολέοντα	napoleon	ναπολέων	N;NOM;SG	N;ACC;MASC;SG
napoleon	ναπολέων	napoleon	ναπόλη	N;NOM;SG	PROPN;NOM;MASC;SG
victoria	βικτόρια	victoria	βικτόριο	N;NOM;SG	ADJ;NOM;FEM;SG
victoria	victoria	victoria	victoria	N;NOM;SG	
parandada	βελτίωση	parandama	βελτίωση	V;NFIN	N;ACC;FEM;SG
francisco	φρανσίσκο	francisco	φρανσίσκο	N;NOM;SG	
francisco	francisco	francisco	francisco	N;NOM;SG	
lennuk	αεροπλάνου	lennuk	αεροπλάνο	N;NOM;SG	N;GEN;NEUT;SG
väiksemad	μικρότερος	väiksem	μικρός	ADJ;NOM;CMPR;PL	ADJ;NOM;CMPR;MASC;SG
väiksemad	μικρότερο	väiksem	μικρός	ADJ;NOM;CMPR;PL	ADJ;NOM;CMPR;NEUT;SG
väiksemad	μικρότερα	väiksem	μικρός	ADJ;NOM;CMPR;PL	ADV;CMPR
väiksemad	μικρότερη	väiksem	μικρός	ADJ;NOM;CMPR;PL	ADJ;NOM;CMPR;FEM;SG
advokaat	δικηγόρο	advokaat	δικηγόρος	N;NOM;SG	N;ACC;MASC;SG
villa	villa	villa	villa	N;NOM;SG	
villa	βίλα	villa	βίλα	N;NOM;SG	
villa	βίλλα	villa	βίλλα	N;NOM;SG	PROPN;NOM;FEM;SG
dvd	dvd	dvd	dvd	N;NOM;SG	
soovi	πόθος	soov	πόθος	N;PRT;SG	N;NOM;MASC;SG
soovi	επιθυμία	soov	επιθυμία	N;PRT;SG	N;ACC;FEM;SG
soovi	ευχή	soov	ευχή	N;PRT;SG	N;NOM;FEM;SG
soovi	επιθυμία	soov	επιθυμία	N;PRT;SG	N;ACC;FEM;SG
roma	ρομά	roma	ρομά	N;NOM;SG	N;NOM;NEUT;PL
roma	ρόμα	roma	ρόμα	N;NOM;SG	
tiibeti	θιβετιανή	tiibeti	θιβετιανός	N;NOM;SG	ADJ;NOM;FEM;SG
tiibeti	θιβέτ	tiibeti	θιβέτ	N;NOM;SG	
tiibeti	θιβέτ	tiibeti	θιβέτ	N;NOM;SG	
valged	άσπρο	valge	άσπρο	ADJ;NOM;PL	N;NOM;NEUT;SG
valged	λευκός	valge	λευκός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
valged	λευκό	valge	λευκός	ADJ;NOM;PL	N;NOM;NEUT;SG
valged	λευκή	valge	λευκός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
valged	λευκά	valge	λευκός	ADJ;NOM;PL	N;NOM;NEUT;PL
tanki	τανκ	tank	τανκ	N;PRT;SG	
tanki	δεξαμενή	tank	δεξαμενή	N;PRT;SG	N;NOM;FEM;SG
maini	αναφέρω	main	αναφέρω	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
kasu	όφελος	kasu	όφελος	N;PRT;SG	N;ACC;NEUT;SG
kasu	πλεονεκτήματα	kasu	πλεονέκτημα	N;PRT;SG	N;NOM;NEUT;PL
kasu	επιδόματα	kasu	επίδομα	N;PRT;SG	N;NOM;NEUT;PL
kasu	παροχές	kasu	παροχή	N;PRT;SG	N;NOM;FEM;PL
kasu	οφέλη	kasu	όφελος	N;PRT;SG	N;NOM;NEUT;PL
asustatud	κατοικείται	asusta=tud	κατοικώ	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
asustatud	κατοικημένες	asusta=tud	κατοικημένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;PL;V.PTCP;PASS
möödunud	πέρασε	möödunud	περνώ	ADJ;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
pargi	παρκ	park	παρκ	N;NOM;SG	
pargi	park	park	park	N;NOM;SG	
liiv	άμμου	liiv	άμμος	N;NOM;SG	N;GEN;FEM;SG
liiv	σαντ	liiv	σαντ	N;NOM;SG	
galerii	gallery	galerii	gallery	N;NOM;SG	
bar	μπαρ	bar	μπαρ	N;NOM;SG	N;NOM;NEUT;PL
bar	bar	bar	bar	N;NOM;SG	
analüüs	ανάλυση	analüüs	ανάλυση	N;NOM;SG	N;ACC;FEM;SG
mängud	games	mäng	games	N;NOM;PL	
tagada	διασφάλιση	tagama	διασφάλιση	V;NFIN	N;ACC;FEM;SG
täiskasvanud	ενηλίκων	täis_kasvanu	ενήλικος	N;NOM;SG	N;GEN;NEUT;PL
täiskasvanud	ενήλικοι	täis_kasvanu	ενήλικος	N;NOM;SG	ADJ;NOM;MASC;PL
täiskasvanud	ενήλικες	täis_kasvanu	ενήλικος	N;NOM;SG	ADJ;NOM;FEM;PL
täiskasvanud	ενήλικο	täis_kasvanu	ενήλικος	N;NOM;SG	ADJ;NOM;NEUT;SG
täiskasvanud	ενήλικας	täis_kasvanu	ενήλικα	N;NOM;SG	ADJ;NOM;MASC;SG
täiskasvanud	ενήλικα	täis_kasvanu	ενήλικος	N;NOM;SG	ADV
täiskasvanud	ενήλικος	täis_kasvanu	ενήλικος	N;NOM;SG	ADJ;NOM;MASC;SG
täiskasvanud	ενήλικες	täis_kasvanu	ενήλικος	N;NOM;SG	ADJ;NOM;FEM;PL
täiskasvanud	ενηλίκων	täis_kasvanu	ενήλικος	N;NOM;SG	N;GEN;NEUT;PL
saart	island	saar	island	N;PRT;SG	
saart	νησί	saar	νησί	N;PRT;SG	N;NOM;NEUT;SG
saart	νησι	saar	νησι	N;PRT;SG	N;NOM;NEUT;SG
saart	νήσος	saar	νήσος	N;PRT;SG	PROPN;NOM;FEM;SG
kogutud	συλλέγεται	koguma	συλλέγω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kogutud	συλλέγονται	koguma	συλλέγω	V;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
ametliku	επίσημο	ametlik	επίσημος	ADJ;GEN;SG	ADJ;NOM;NEUT;SG
ametliku	επίσημη	ametlik	επίσημος	ADJ;GEN;SG	ADJ;NOM;FEM;SG
ametliku	πανηγυρική	ametlik	πανηγυρικός	ADJ;GEN;SG	ADJ;NOM;FEM;SG
leonid	λεονίντ	leon	λεονίντ	N;NOM;PL	
krimmi	κριμαία	krimm	κριμαία	N;NOM;SG	PROPN;NOM;FEM;SG
krimmi	κριμαίας	krimm	κριμαία	N;NOM;SG	N;GEN;FEM;SG
südame	καρδιακό	süda	καρδιακός	N;GEN;SG	ADJ;NOM;NEUT;SG
südame	καρδιακή	süda	καρδιακός	N;GEN;SG	ADJ;NOM;FEM;SG
südame	καρδιακός	süda	καρδιακός	N;GEN;SG	ADJ;NOM;MASC;SG
südame	καρδιά	süda	καρδιός	N;GEN;SG	N;NOM;FEM;SG
südame	καρδία	süda	καρδία	N;GEN;SG	N;ACC;FEM;SG
