propaganda	propagande	propaganda	propagande	PROPN	N;FEM;SG
wiedervereinigung	retrouvailles	wiedervereinigung	retrouvaille	ADJ	N;FEM;PL
kabel	câbles	kabel	câble		N;MASC;PL
kabel	câbles	kabel	câble		N;MASC;PL
kabel	cable	kabel	cable		N;MASC;SG
kabel	câble	kabel	câble		N;MASC;SG
berner	berne	bern	berne		N;MASC;SG
berner	bernois	bern	bernois		N;MASC;SG
berner	berner	bern	berner		V;NFIN
berner	berne	bern	berne		N;MASC;SG
konzentrierte	concentrés	konzentrieren	concentrer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
konzentrierte	concentrées	konzentrieren	concentrer	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
keramik	poterie	keramik	poterie		N;FEM;SG
keramik	céramique	keramik	céramique		N;FEM;SG
keramik	poteries	keramik	poterie		N;FEM;PL
keramik	céramique	keramik	céramique		N;FEM;SG
keramik	céramiques	keramik	céramique		N;FEM;PL
keramik	céramique	keramik	céramique		N;FEM;SG
keramik	céramiques	keramik	céramique		N;FEM;PL
bismarck	bismarck	bismarck	bismarck	PROPN;NOM;MASC;SG	PROPN
monika	monica	monika	monica	PROPN;NOM;FEM;SG	PROPN
monika	monika	monika	monika	PROPN;NOM;FEM;SG	PROPN
flensburg	flensburg	flensburg	flensburg	PROPN;NOM	PROPN
pakistan	pakistan	pakistan	pakistan	PROPN;NOM;MASC;SG	N;MASC;SG
grant	subvention	granen	subvention	PROPN;NOM;SG	N;FEM;SG
grant	grant	granen	grant	PROPN;NOM;SG	PROPN
brasilianischen	brésilien	brasilianisch	brésilien	ADJ;NOM;MASC;PL	ADJ;MASC;SG
brasilianischen	brésilienne	brasilianisch	brésilien	ADJ;NOM;MASC;PL	ADJ;FEM;SG
löwe	lion	löwe	lion		N;MASC;SG
löwe	lionne	löwe	lionne		N;FEM;SG
löwe	lions	löwe	lion		N;MASC;PL
löwe	léon	löwe	léon		N;MASC;SG
löwe	léo	löwe	léo		PROPN
löwe	leo	löwe	leo		PROPN
gerechtfertigt	justifié	gerechtfertigt	justifier	ADJ	V;MASC;SG;PST;V.PTCP
gerechtfertigt	justifiée	gerechtfertigt	justifier	ADJ	V;FEM;SG;PST;V.PTCP
gerechtfertigt	justifié	gerechtfertigt	justifier	ADJ	V;MASC;SG;PST;V.PTCP
gerechtfertigt	justifiées	gerechtfertigt	justifier	ADJ	V;FEM;PL;PST;V.PTCP
gerechtfertigt	justifiés	gerechtfertigt	justifier	ADJ	V;MASC;PL;PST;V.PTCP
gerechtfertigt	justifiée	gerechtfertigt	justifier	ADJ	V;FEM;SG;PST;V.PTCP
pädagogik	pédagogie	pädagogik	pédagogie		N;FEM;SG
melodie	mélodie	melodie	mélodie		N;FEM;SG
melodie	mélodies	melodie	mélodie		N;FEM;PL
melodie	melody	melodie	melody		PROPN
melodie	tune	melodie	tune		N;FEM;SG
canadian	canadiens	canadian	canadien	PROPN	ADJ;MASC;PL
canadian	canadienne	canadian	canadien	PROPN	ADJ;FEM;SG
canadian	canadien	canadian	canadien	PROPN	ADJ;MASC;SG
beratung	conseils	beratung	conseil	N;NOM;FEM;SG	N;MASC;PL
beratung	consultatif	beratung	consultatif	N;NOM;FEM;SG	ADJ;MASC;SG
bäumen	arbres	bäumen	arbre		N;MASC;PL
boeing	boeing	boeing	boeing	PROPN;NOM;SG	N;MASC;SG
beschäftigung	emplois	Beschäftigung	emploi	N;NOM;FEM;SG	N;MASC;PL
externe	externe	extern	externe		ADJ;MASC;SG
externe	extérieurs	extern	extérieur		ADJ;MASC;PL
externe	extérieur	extern	extérieur		N;MASC;SG
externe	extérieure	extern	extérieur		ADJ;FEM;SG
externe	externes	extern	externe		ADJ;MASC;PL
prinzen	princes	prinzen	prince		N;MASC;PL
prinzen	prince	prinzen	prince		N;MASC;SG
mängel	déficiences	mängeln	déficience	ADJ	N;FEM;PL
mängel	lacunes	mängeln	lacune	ADJ	N;FEM;PL
mängel	carences	mängeln	carence	ADJ	N;FEM;PL
mängel	insuffisances	mängeln	insuffisance	ADJ	N;FEM;PL
mängel	déficiences	mängeln	déficience	ADJ	N;FEM;PL
mängel	lacunes	mängeln	lacune	ADJ	N;FEM;PL
mängel	carences	mängeln	carence	ADJ	N;FEM;PL
mängel	insuffisances	mängeln	insuffisance	ADJ	N;FEM;PL
mängel	insuffisances	mängeln	insuffisance	ADJ	N;FEM;PL
mängel	faiblesses	mängeln	faiblesse	ADJ	N;FEM;PL
mängel	défauts	mängeln	défaut	ADJ	N;MASC;PL
mängel	défauts	mängeln	défaut	ADJ	N;MASC;PL
medal	médaille	medal	médaille	PROPN	N;FEM;SG
medal	médailles	medal	médaille	PROPN	N;FEM;PL
portrait	portrait	portrait	portrait	ADJ	N;MASC;SG
challenge	gageure	challeng	gageure		ADJ;FEM;SG
challenge	challenge	challeng	challenge		N;MASC;SG
challenge	contestation	challeng	contestation		N;FEM;SG
challenge	défi	challeng	défi		N;MASC;SG
werten	valeurs	werten	valeur	V;NFIN	N;FEM;PL
fachzeitschrift	revue	fachzeitschrift	revue	ADJ	N;FEM;SG
fachzeitschrift	journal	fachzeitschrift	journal	ADJ	N;MASC;SG
salvador	salvador	salvador	salvador	PROPN	N;MASC;SG
saarland	sarre	saarland	sarre	PROPN	N;FEM;SG
saarland	sarre	saarland	sarre	PROPN	N;FEM;SG
dakota	dakota	dakota	dakota	PROPN;NOM;MASC;SG	N;MASC;SG
rache	venger	rachen	venger	N;NOM;SG	V;NFIN
dutzend	douzaine	dutzend	douzaine	ADJ	N;FEM;SG
dutzend	dizaines	dutzend	dizaine	ADJ	N;FEM;PL
dutzend	douzaines	dutzend	douzaine	ADJ	N;FEM;PL
dutzend	douzaines	dutzend	douzaine	ADJ	N;FEM;PL
dutzend	dizaine	dutzend	dizaine	ADJ	N;FEM;SG
dutzend	dizaines	dutzend	dizaine	ADJ	N;FEM;PL
dutzend	douzaine	dutzend	douzaine	ADJ	N;FEM;SG
egon	egon	egon	egon	PROPN;NOM;MASC;SG	PROPN
utrecht	utrecht	utrecht	utrecht	PROPN	PROPN
control	contrôler	control	contrôler	PROPN	V;NFIN
control	contrôle	control	contrôle	PROPN	N;MASC;SG
vorwürfe	allégations	vorwürfen	allégation	ADJ	N;FEM;PL
vorwürfe	accusations	vorwürfen	accusation	ADJ	N;FEM;PL
tiger	tiger	tiger	tiger	ADJ	PROPN
tiger	tigresse	tiger	tigresse	ADJ	N;FEM;SG
tiger	tigres	tiger	tigre	ADJ	N;MASC;PL
tiger	tigre	tiger	tigre	ADJ	N;MASC;SG
tiger	tigers	tiger	tiger	ADJ	N;MASC;PL
tiger	tigres	tiger	tigre	ADJ	N;MASC;PL
päpstlichen	pontifical	päpstlich	pontifical	ADJ;NOM;MASC;PL	ADJ;MASC;SG
päpstlichen	papale	päpstlich	papale	ADJ;NOM;MASC;PL	ADJ;FEM;SG
päpstlichen	pontifical	päpstlich	pontifical	ADJ;NOM;MASC;PL	ADJ;MASC;SG
päpstlichen	pontificale	päpstlich	pontifical	ADJ;NOM;MASC;PL	ADJ;FEM;SG
finanziell	financièrement	finanziell	financièrement	ADJ	ADV
finanziell	finances	finanziell	finance	ADJ	N;FEM;PL
finanziell	finance	finanziell	finance	ADJ	N;FEM;SG
beamter	fonctionnaire	beamt	fonctionnaire	ADJ	N;MASC;SG
beamter	fonctionnaires	beamt	fonctionnaire	ADJ	N;MASC;PL
beamter	officier	beamt	officier	ADJ	N;MASC;SG
tiroler	tyrolienne	tiroler	tyrolienne	PROPN	N;FEM;SG
allgemeines	généraux	allgemein	général	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
allgemeines	généralités	allgemein	généralité	ADJ;NOM;NEUT;SG	N;FEM;PL
allgemeines	général	allgemein	général	ADJ;NOM;NEUT;SG	N;MASC;SG
lichtenberg	lichtenberg	lichtenberg	lichtenberg	PROPN;NOM;SG	PROPN
wang	wang	wang	wang	PROPN;NOM;MASC;SG	PROPN
liverpool	liverpool	liverpool	liverpool	PROPN	PROPN
ringer	lutteurs	ring	lutteur	ADJ	N;MASC;PL
ringer	ringer	ring	ringer	ADJ	PROPN
ringer	catch	ring	catch	ADJ	N;MASC;SG
ringer	lutte	ring	lutte	ADJ	N;FEM;SG
ringer	wrestling	ring	wrestling	ADJ	N;MASC;SG
ringer	lutter	ring	lutter	ADJ	V;NFIN
ringer	lutteur	ring	lutteur	ADJ	N;MASC;SG
ringer	catcheur	ring	catcheur	ADJ	N;MASC;SG
behauptungen	réclamations	behauptehen	réclamation	V;NFIN	N;FEM;PL
behauptungen	créances	behauptehen	créance	V;NFIN	N;FEM;PL
behauptungen	allégations	behauptehen	allégation	V;NFIN	N;FEM;PL
behauptungen	revendications	behauptehen	revendication	V;NFIN	N;FEM;PL
behauptungen	allégations	behauptehen	allégation	V;NFIN	N;FEM;PL
behauptungen	allégation	behauptehen	allégation	V;NFIN	N;FEM;SG
behauptungen	allégations	behauptehen	allégation	V;NFIN	N;FEM;PL
behauptungen	assertions	behauptehen	assertion	V;NFIN	N;FEM;PL
behauptungen	assertion	behauptehen	assertion	V;NFIN	N;FEM;SG
behauptungen	affirmations	behauptehen	affirmation	V;NFIN	N;FEM;PL
gerecht	foire	rechen	foire	ADJ	N;FEM;SG
roll	rouler	roll	rouler	PROPN	V;NFIN
roll	roll	roll	roll	PROPN	PROPN
roll	rouleau	roll	rouleau	PROPN	N;MASC;SG
broadway	broadway	broadway	broadway	PROPN	PROPN
zerstörte	détruite	zerstört	détruire	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
zerstörte	détruits	zerstört	détruire	ADJ;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
zerstörte	détruit	zerstört	détruire	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
zerstörte	détruites	zerstört	détruire	ADJ;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
jason	jason	jason	jason	PROPN;NOM;MASC;SG	PROPN
alaska	alaska	alaska	alaska	PROPN;NOM;MASC;SG	PROPN
lies	lecture	lesen	lecture		N;FEM;SG
lies	lisez	lesen	lire		V;IMP;PL;2;PRS;FIN
lies	lire	lesen	lire		V;NFIN
lies	lis	lesen	lire		V;IND;SG;1;PRS;FIN
soul	âmes	soul	âme	PROPN;SG	N;FEM;PL
soul	ame	soul	ame	PROPN;SG	N;FEM;SG
soul	soul	soul	soul	PROPN;SG	N;MASC;SG
soul	âme	soul	âme	PROPN;SG	N;FEM;SG
schaut	regardez	schauen	regarder	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
schaut	regardes	schauen	regarde	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
naturwissenschaften	science	naturwissenschaft	science	ADJ	N;FEM;SG
naturwissenschaften	sciences	naturwissenschaft	science	ADJ	N;FEM;PL
naturwissenschaften	sciences	naturwissenschaft	science	ADJ	N;FEM;PL
barocke	baroque	barock	baroque	ADJ;NOM;FEM;PL	ADJ;MASC;SG
matthew	matthew	matthew	matthew	PROPN	PROPN
matthew	mathieu	matthew	mathieu	PROPN	PROPN
matthew	matthieu	matthew	matthieu	PROPN	PROPN
dunkle	noir	dunkel	noir	ADJ;NOM;FEM;PL	N;MASC;SG
dunkle	foncé	dunkel	foncé	ADJ;NOM;FEM;PL	ADJ;MASC;SG
dunkle	sombre	dunkel	sombre	ADJ;NOM;FEM;PL	ADJ;MASC;SG
floh	puces	fliehen	puce	V;IND;SG;3;FIN	N;FEM;PL
floh	puce	fliehen	puce	V;IND;SG;3;FIN	N;FEM;SG
helene	hélène	helen	hélène	PROPN;NOM;FEM;SG	N;FEM;SG
helene	helene	helen	helene	PROPN;NOM;FEM;SG	N;FEM;SG
helene	hélène	helen	hélène	PROPN;NOM;FEM;SG	N;FEM;SG
helene	helen	helen	helen	PROPN;NOM;FEM;SG	PROPN
relief	soulagé	relaufen	soulager		V;MASC;SG;PST;V.PTCP
relief	relief	relaufen	relief		N;MASC;SG
relief	soulagement	relaufen	soulagement		N;MASC;SG
relief	secours	relaufen	secours		N;MASC;SG
vogt	vogt	vogen	vogt	PROPN;NOM;SG	PROPN
vogt	huissier	vogen	huissier	PROPN;NOM;SG	N;MASC;SG
angela	angela	angela	angela	PROPN;NOM;MASC;SG	N;FEM;SG
margarete	margaret	margaret	margaret	N;NOM;FEM;SG	PROPN
syn	syn	syn	syn	;SG	
ruprecht	rupert	ruprecht	rupert	PROPN	N;MASC;SG
ruprecht	ruprecht	ruprecht	ruprecht	PROPN	PROPN
religionen	religieux	religion	religieux	N;NOM;PL	ADJ;MASC;SG
religionen	religieuses	religion	religieux	N;NOM;PL	ADJ;FEM;PL
religionen	religieuse	religion	religieux	N;NOM;PL	ADJ;FEM;SG
religionen	religion	religion	religion	N;NOM;PL	N;FEM;SG
religionen	religieux	religion	religieux	N;NOM;PL	ADJ;MASC;SG
romanische	romane	romanisch	roman	ADJ;NOM;FEM;PL	ADJ;FEM;SG
head	head	head	head	PROPN;NOM;SG	PROPN
head	tête	head	tête	PROPN;NOM;SG	N;FEM;SG
head	têtes	head	tête	PROPN;NOM;SG	N;FEM;PL
leonard	léonard	leonard	léonard	PROPN;NOM;SG	PROPN
leonard	leonard	leonard	leonard	PROPN;NOM;SG	PROPN
disney	disney	disney	disney	PROPN;NOM;MASC;SG	N;MASC;SG
helm	gouvernail	helm	gouvernail		N;MASC;SG
helm	barre	helm	barre		N;FEM;SG
helm	casques	helm	casque		N;MASC;PL
helm	casque	helm	casque		N;MASC;SG
ruinen	ruines	ruin	ruine	V;NFIN	N;FEM;PL
ruinen	ruine	ruin	ruine	V;NFIN	N;FEM;SG
entscheidenden	déterminant	entscheidend	déterminant	ADJ	V;PRS;V.PTCP
weißer	caucase	weiß	caucase	ADJ	PROPN
offenbach	offenbach	offenbach	offenbach	PROPN;NOM;SG	N;MASC;SG
sky	sky	sky	sky		PROPN
sky	ciels	sky	ciel		N;MASC;PL
sky	ciel	sky	ciel		N;MASC;SG
afrikanischen	africains	afrikanisch	africain	ADJ;ACC;MASC;SG	ADJ;MASC;PL
afrikanischen	africaines	afrikanisch	africain	ADJ;ACC;MASC;SG	ADJ;FEM;PL
köhler	köhler	kohl	köhler	ADJ	PROPN
zeitalter	âges	zeitalter	âge	ADJ	N;MASC;PL
zeitalter	eer	zeitalter	eer	ADJ	N;MASC;SG
zeitalter	era	zeitalter	era	ADJ	PROPN
zeitalter	époque	zeitalter	époque	ADJ	N;FEM;SG
externen	extérieur	extern	extérieur	ADJ	N;MASC;SG
vision	vision	vision	vision		N;FEM;SG
auswertung	analyses	auswertung	analyse	N;FEM;SG	N;FEM;PL
jorge	jorge	jorge	jorge	PROPN;NOM;MASC;SG	PROPN
kilogramm	kilogrammes	kilogramm	kilogramme	ADJ	N;MASC;PL
kilogramm	kilogramme	kilogramm	kilogramme	ADJ	N;MASC;SG
kilogramm	kilogramme	kilogramm	kilogramme	ADJ	N;MASC;SG
kilogramm	kilo	kilogramm	kilo	ADJ	N;MASC;SG
messung	mesurer	messung	mesurer	N;SG	V;NFIN
messung	mesures	messung	mesure	N;SG	N;FEM;PL
messung	mesurer	messung	mesurer	N;SG	V;NFIN
bassist	bassiste	bassist	bassiste	PROPN;NOM;SG	N;MASC;SG
bassist	contrebasse	bassist	contrebasse	PROPN;NOM;SG	N;FEM;SG
bassist	basse	bassist	bas	PROPN;NOM;SG	ADJ;FEM;SG
bassist	bassiste	bassist	bassiste	PROPN;NOM;SG	N;MASC;SG
bassist	bass	bassist	bass	PROPN;NOM;SG	PROPN
schwert	blade	schwern	blade		N;MASC;SG
schwert	lame	schwern	lame		N;FEM;SG
schwert	épées	schwern	épée		N;FEM;PL
schwert	sabres	schwern	sabre		N;MASC;PL
schwert	épée	schwern	épée		N;FEM;SG
schwert	épée	schwern	épée		N;FEM;SG
schwert	glaive	schwern	glaive		N;MASC;SG
schwert	sabre	schwern	sabre		N;MASC;SG
elsass	alsace	elsassen	alsace	PROPN;NOM;SG	N;MASC;SG
schlagen	beat	schlagen	beat	V;NFIN	PROPN
schlagen	battement	schlagen	battement	V;NFIN	N;MASC;SG
schlagen	punch	schlagen	punch	V;NFIN	N;MASC;SG
schlagen	poinçon	schlagen	poinçon	V;NFIN	N;MASC;SG
phoenix	phénix	phoenix	phénix	PROPN;NOM;SG	N;MASC;SG
phoenix	phoenix	phoenix	phoenix	PROPN;NOM;SG	PROPN
italia	italia	italia	italier	PROPN;SG	PROPN
eisenach	eisenach	eisenach	eisenach	PROPN;NOM;NEUT;SG	PROPN
glaubens	faith	glaubens	faire	N;NOM;NEUT;PL	PROPN
glaubens	foi	glaubens	foi	N;NOM;NEUT;PL	N;FEM;SG
gewerkschaft	union	gewerkschaft	union	ADJ	N;FEM;SG
gewerkschaft	syndicat	gewerkschaft	syndicat	ADJ	N;MASC;SG
gewerkschaft	syndicats	gewerkschaft	syndicat	ADJ	N;MASC;PL
touristen	touristes	tourist	touriste		N;MASC;PL
touristen	touriste	tourist	touriste		N;MASC;SG
geschwister	frère	geschwister	frère	ADJ	N;MASC;SG
oregon	oregon	oregon	oregon	PROPN;NOM;SG	PROPN
christina	christina	christina	christina	PROPN;NOM;FEM;SG	PROPN
rks	rks	rks	rks		
normen	normes	normen	norme	V;NFIN	N;FEM;PL
normen	normes	normen	norme	V;NFIN	N;FEM;PL
ansässig	résidant	ansässig	résider	ADJ	V;PRS;V.PTCP
ansässig	résident	ansässig	résident	ADJ	N;MASC;SG
ansässig	résidents	ansässig	résident	ADJ	N;MASC;PL
erkrankungen	maladie	erkrankung	maladie	N;NOM;FEM;PL	N;FEM;SG
erkrankungen	troubles	erkrankung	trouble	N;NOM;FEM;PL	ADJ;MASC;PL
agentur	agence	agentur	agence	PROPN;NOM;SG	N;FEM;SG
agentur	emea	agentur	emea	PROPN;NOM;SG	PROPN
iwan	ivan	iwan	ivan	PROPN;NOM;MASC;SG	PROPN
schreiber	scribe	schreiber	scribe	ADJ	N;MASC;SG
schreiber	schreiber	schreiber	schreiber	ADJ	N;MASC;SG
blüte	fleurir	blüt	fleurir	N;NOM;FEM;SG	V;NFIN
blüte	fleurs	blüt	fleur	N;NOM;FEM;SG	N;FEM;PL
blüte	fleurir	blüt	fleurir	N;NOM;FEM;SG	V;NFIN
blüte	bloom	blüt	bloom	N;NOM;FEM;SG	PROPN
punk	punk	punk	punk	PROPN;SG	N;MASC;SG
punk	voyou	punk	voyou	PROPN;SG	N;MASC;SG
ausländische	étranger	ausländisch	étranger	ADJ;NOM;FEM;PL	N;MASC;SG
ausländische	etranger	ausländisch	etranger	ADJ;NOM;FEM;PL	N;MASC;SG
ausländische	étrangère	ausländisch	étranger	ADJ;NOM;FEM;PL	ADJ;FEM;SG
dell	dell	dell	dell	PROPN;NOM;MASC;SG	PROPN
digitalen	numériques	digital	numérique	ADJ;ACC;MASC;SG	ADJ;MASC;PL
joan	joan	joan	joan	PROPN;NOM;MASC;SG	PROPN
enger	serrer	eng	serrer	ADJ	V;NFIN
enger	resserrement	eng	resserrement	ADJ	N;MASC;SG
enger	resserrer	eng	resserrer	ADJ	V;NFIN
bremerhaven	bremerhaven	bremerhaven	bremerhaven	PROPN;NOM;NEUT;SG	N;MASC;SG
tabellen	tables	tabell	table	V;NFIN	N;FEM;PL
tabellen	tableaux	tabell	tableau	V;NFIN	N;MASC;PL
tabellen	tableurs	tabell	tableur	V;NFIN	N;MASC;PL
tabellen	tableur	tabell	tableur	V;NFIN	N;MASC;SG
tabellen	classeurs	tabell	classeur	V;NFIN	N;MASC;PL
wls	wls	wls	wl		
wahlperiode	législatif	wahlperiode	législatif	N;NOM;FEM;SG	ADJ;MASC;SG
einladung	inviter	einladung	inviter	N;FEM;SG	V;NFIN
stadtverwaltung	municipalité	stadtverwaltung	municipalité	PROPN	N;FEM;SG
stadtverwaltung	municipales	stadtverwaltung	municipale	PROPN	ADJ;FEM;PL
stadtverwaltung	municipale	stadtverwaltung	municipal	PROPN	ADJ;FEM;SG
stadtverwaltung	municipaux	stadtverwaltung	municipal	PROPN	ADJ;MASC;PL
legislaturperiode	législateur	legislaturperiode	législateur	ADJ;NOM;FEM;SG	N;MASC;SG
legislaturperiode	législature	legislaturperiode	législature	ADJ;NOM;FEM;SG	N;FEM;SG
slowenien	slovénie	slowenien	slovénie	PROPN	ADJ;FEM;SG
disziplinen	discipline	disziplin	discipline	N;NOM;PL	N;FEM;SG
disziplinen	discipliné	disziplin	discipliné	N;NOM;PL	V;MASC;SG;PST;V.PTCP
alltag	quotidien	alltag	quotidien	PROPN	ADJ;MASC;SG
alltag	quotidienne	alltag	quotidien	PROPN	ADJ;FEM;SG
ausländischen	étranger	ausländisch	étranger	ADJ	N;MASC;SG
ausländischen	etranger	ausländisch	etranger	ADJ	N;MASC;SG
gesungen	sang	singen	sang	V;V.PTCP	N;MASC;SG
gesungen	chant	singen	chant	V;V.PTCP	N;MASC;SG
gesungen	sung	singen	sung	V;V.PTCP	
jerry	jerry	jerry	jerry	PROPN;NOM;MASC;SG	PROPN
türken	turk	türken	turk	N;PL	PROPN
türken	turques	türken	turc	N;PL	ADJ;FEM;PL
türken	turque	türken	turc	N;PL	ADJ;FEM;SG
hawaii	hawaï	hawaii	hawaï	PROPN;NOM;SG	PROPN
hawaii	hawaii	hawaii	hawaii	PROPN;NOM;SG	PROPN
zeitweilig	temporairement	zeitweilig	temporairement	ADJ	ADV
zeitweilig	provisoirement	zeitweilig	provisoirement	ADJ	ADV
zeitweilig	momentanément	zeitweilig	momentanément	ADJ	ADV
jules	jules	jules	jule	PROPN;NOM;MASC;SG	N;MASC;SG
akademische	universitaire	akademisch	universitaire	ADJ;NOM;FEM;PL	ADJ;MASC;SG
akademische	académique	akademisch	académique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
gelehrten	érudit	gelehrt	érudit	ADJ;PL	N;MASC;SG
mine	miens	mine	mien		PRO;MASC;PL
mine	mine	mine	mine		N;FEM;SG
mine	mienne	mine	mienne		N;FEM;SG
mine	mien	mine	mien		N;MASC;SG
fachhochschule	fachhochschule	fachhochschule	fachhochschule	N;NOM;FEM;SG	PROPN
fachhochschule	polytechnique	fachhochschule	polytechnique	N;NOM;FEM;SG	ADJ;MASC;SG
überleben	survie	überleben	survie	V;NFIN	N;FEM;SG
gelassen	complaisant	gelassen	complaire	V;V.PTCP	ADJ;MASC;SG
anpassung	réglages	anpassung	réglage	N;NOM;FEM;SG	N;MASC;PL
anpassung	ajustements	anpassung	ajustement	N;NOM;FEM;SG	N;MASC;PL
anpassung	adaptations	anpassung	adaptation	N;NOM;FEM;SG	N;FEM;PL
anpassung	ajustements	anpassung	ajustement	N;NOM;FEM;SG	N;MASC;PL
flach	plats	flach	plat	ADJ	N;MASC;PL
flach	plat	flach	plat	ADJ	N;MASC;SG
entwickler	promoteurs	entwickl	promoteur		N;MASC;PL
entwickler	développeurs	entwickl	développeur		N;MASC;PL
entwickler	développeur	entwickl	développeur		N;MASC;SG
entwickler	promoteur	entwickl	promoteur		N;MASC;SG
entwickler	développeurs	entwickl	développeur		N;MASC;PL
kostenlos	freeware	kostenlos	freeware	ADJ	N;MASC;SG
kostenlos	gratuits	kostenlos	gratuit	ADJ	V;MASC;PL;PST;V.PTCP
kostenlos	free	kostenlos	free	ADJ	N;MASC;SG
kostenlos	gratuitement	kostenlos	gratuitement	ADJ	ADV
under	sous	under	sous		ADP
under	under	under	under		PROPN
individuen	particuliers	individuen	particulier		N;MASC;PL
individuen	individus	individuen	individu		N;MASC;PL
individuen	individuels	individuen	individuel		ADJ;MASC;PL
anwesenheit	fréquentation	anwesenheit	fréquentation	ADJ	N;FEM;SG
anwesenheit	présence	anwesenheit	présence	ADJ	N;FEM;SG
anwesenheit	assiduité	anwesenheit	assiduité	ADJ	N;FEM;SG
anwesenheit	participation	anwesenheit	participation	ADJ	N;FEM;SG
anwesenheit	présence	anwesenheit	présence	ADJ	N;FEM;SG
liedern	chanson	liedern	chanson	V;NFIN	N;FEM;SG
liedern	chansons	liedern	chanson	V;NFIN	N;FEM;PL
israelischen	israélien	israelisch	israélien	ADJ;PL	ADJ;MASC;SG
israelischen	israélienne	israelisch	israélien	ADJ;PL	ADJ;FEM;SG
freude	délices	freude	délice		N;MASC;PL
freude	délice	freude	délice		N;MASC;SG
freude	joy	freude	joy		PROPN
freude	joie	freude	joie		N;FEM;SG
freude	bonheur	freude	bonheur		N;MASC;SG
freude	plaisir	freude	plaisir		N;MASC;SG
freude	plaisirs	freude	plaisir		N;MASC;PL
rotterdam	rotterdam	rotterdam	rotterdam	PROPN	PROPN
unterzeichnete	signées	unterzeichnen	signée	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
unterzeichnete	signés	unterzeichnen	signer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
effekte	effet	effekt	effet	N;NOM;PL	N;MASC;SG
gletscher	glacier	gletsch	glacier		N;MASC;SG
gletscher	glaciers	gletsch	glacier		N;MASC;PL
gletscher	glaciers	gletsch	glacier		N;MASC;PL
indische	indienne	indisch	indien	ADJ;NOM;FEM;PL	ADJ;FEM;SG
indische	indien	indisch	indien	ADJ;NOM;FEM;PL	ADJ;MASC;SG
bekämpfung	combattre	bekämpfung	combattre	N;SG	V;NFIN
erzähler	narrateur	erzähler	narrateur	ADJ	N;MASC;SG
erzähler	conteur	erzähler	conteur	ADJ	N;MASC;SG
essay	essai	essey	essai		N;MASC;SG
essay	essais	essey	essai		N;MASC;PL
operationen	opérations	operation	opération	V;NFIN	N;FEM;PL
operationen	chirurgie	operation	chirurgie	V;NFIN	N;FEM;SG
operationen	chirurgies	operation	chirurgie	V;NFIN	N;FEM;PL
haute	haute	hauten	haut		ADJ;FEM;SG
homburg	homburg	homburg	homburg	PROPN;NOM;MASC;SG	PROPN
montana	montana	montana	montana	PROPN;NOM;SG	PROPN
kontinuierlich	continuellement	kontinuierlich	continuellement	ADJ	ADV
kontinuierlich	ininterrompu	kontinuierlich	ininterrompre	ADJ	V;MASC;SG;PST;V.PTCP
kontinuierlich	continuellement	kontinuierlich	continuellement	ADJ	ADV
wayne	wayne	waynen	wayne	PROPN;NOM;MASC;SG	PROPN
dessau	dessau	dessau	dessau		PROPN
erobert	conquête	erobern	conquête	V;V.PTCP	N;FEM;SG
klöster	monastère	klöst	monastère	ADJ	N;MASC;SG
klöster	monastères	klöst	monastère	ADJ	N;MASC;PL
klöster	monastères	klöst	monastère	ADJ	N;MASC;PL
kaiserin	impératrice	kaiserin	empereur	PROPN;NOM;FEM;SG	N;FEM;SG
meier	meier	meier	meier	PROPN;NOM;MASC;SG	PROPN
soundtrack	soundtrack	soundtrack	soundtrack	PROPN	PROPN
morris	morris	morris	morris	PROPN;NOM;MASC;SG	PROPN
gertrud	gertrude	gertrude	gertrude	PROPN;NOM;SG	N;FEM;SG
gertrud	gertrud	gertrude	gertrud	PROPN;NOM;SG	PROPN
malte	peintes	malen	peinte	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
malte	peints	malen	peindre	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
hitlers	hitler	hitlers	hitler	PROPN;NOM;MASC;SG	N;MASC;SG
pkw	voitures	pkw	voiture		N;FEM;PL
pkw	automobiles	pkw	automobile		ADJ;MASC;PL
pkw	autos	pkw	auto		N;FEM;PL
pkw	voitures	pkw	voiture		N;FEM;PL
pkw	voiture	pkw	voiture		N;FEM;SG
größen	grandeurs	groß	grandeur	V;NFIN	N;FEM;PL
größen	tailles	groß	taille	V;NFIN	N;FEM;PL
größen	taille	groß	taille	V;NFIN	N;FEM;SG
geographischen	géographique	geographisch	géographique	ADJ;NOM;PL	ADJ;MASC;SG
