godine	årevis	godina	årevis	N;GEN;FEM;SG	ADV
max	maks	max	maks	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
desetljeća	tiår	desetljeće	tiår	N;NOM;NEUT;PL	N;INDF;NEUT;SG
desetljeća	årtier	desetljeće	årti	N;NOM;NEUT;PL	N;INDF;FEM;SG
desetljeća	tiår	desetljeće	tiår	N;NOM;NEUT;PL	N;INDF;NEUT;SG
ažurirano	oppdaterte	ažurirati	oppdatere	ADJ;NOM;DEF;NEUT;SG;V.PTCP	ADJ;PL;V.PTCP
ažurirano	oppdatert	ažurirati	oppdatere	ADJ;NOM;DEF;NEUT;SG;V.PTCP	ADJ;INDF;SG;V.PTCP
prirodni	naturlige	prirodan	naturlig	ADJ;NOM;DEF;MASC;SG	ADJ;PL
prirodni	natural	prirodan	natural	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
prirodni	naturlig	prirodan	naturlig	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
prirodni	naturtalent	prirodan	naturtalent	ADJ;NOM;DEF;MASC;SG	N;INDF;NEUT;SG
vojnici	soldater	vojnik	soldat	N;NOM;MASC;PL	N;INDF;MASC;SG
dodatno	ytterligere	dodatno	ytterligere	ADV	N;INDF;FEM;SG
dodatno	ekstra	dodatno	ekstra	ADV	ADJ;INDF;NEUT;SG
sadrže	inneholde	sadržati	inneholde	V;IND;PL;3;PRS;FIN	N;INDF;MASC;SG
wood	trevirke	wood	trevirke	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
wood	wood	wood	wood	PROPN;NOM;MASC;SG	PROPN
wood	treverk	wood	treverk	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
kamen	stone	kamen	ston	N;NOM;MASC;SG	PROPN
vjere	faith	vjera	faith	N;NOM;FEM;PL	N;INDF;NEUT;SG
vjere	tro	vjera	tro	N;NOM;FEM;PL	N;INDF;MASC;SG
ljeta	sommeren	ljeto	sommer	N;NOM;NEUT;PL	ADJ;INDF;SG
ljeta	summer	ljeto	summer	N;NOM;NEUT;PL	N;INDF;NEUT;SG
ljeta	sommer	ljeto	sommer	N;NOM;NEUT;PL	N;INDF;MASC;SG
ljeta	summers	ljeto	summers	N;NOM;NEUT;PL	N;INDF;MASC;SG
ljeta	somre	ljeto	somre	N;NOM;NEUT;PL	N;INDF;MASC;SG
kine	kina	kina	Kina	N;NOM;FEM;PL	PROPN
crni	sort	crn	sort	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
crni	svarte	crn	svart	ADJ;NOM;DEF;MASC;SG	ADJ;PL
crni	svart	crn	svart	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
crni	black	crn	black	ADJ;NOM;DEF;MASC;SG	N
kategorija	kategoriene	kategorija	kategorie	N;NOM;FEM;SG	N;DEF;FEM;PL
kategorija	kategorier	kategorija	kategorie	N;NOM;FEM;SG	N;INDF;FEM;PL
izuzetno	enestående	izuzetno	enestående	ADV	N;INDF;MASC;SG
izuzetno	eksepsjonelle	izuzetno	eksepsjonell	ADV	ADJ;PL
izuzetno	eksepsjonelt	izuzetno	eksepsjonell	ADV	ADJ;INDF;NEUT;SG
izuzetno	svært	izuzetno	svær	ADV	ADJ;INDF;NEUT;SG
izuzetno	ekstremt	izuzetno	ekstrem	ADV	ADJ;INDF;NEUT;SG
putnika	passasjerene	putnik	passasjere	N;ACC;MASC;SG	N;DEF;FEM;PL
putnika	passasjerer	putnik	passasjere	N;ACC;MASC;SG	N;INDF;MASC;PL
širom	wide	širok	wide	ADP;GEN	N
širom	bred	širok	bred	ADP;GEN	N;INDF;MASC;SG
širom	bredt	širok	bredt	ADP;GEN	ADJ;INDF;NEUT;SG
širom	brei	širok	brei	ADP;GEN	ADJ;INDF;SG
širom	vid	širok	vid	ADP;GEN	ADJ;INDF;SG
karte	billetter	karta	billetter	N;NOM;FEM;PL	N;INDF;MASC;SG
arapski	arabiske	arapski	arabisk	ADJ;NOM;MASC;SG	ADJ;PL
arapski	araber	arapski	araber	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
arapski	arabisk	arapski	arabisk	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
body	body	body	body	PROPN;NOM;MASC;SG	N
body	legeme	body	legeme	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
body	kropp	body	kropp	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
body	kroppen	body	kropp	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
body	lik	body	lik	PROPN;NOM;MASC;SG	ADJ;INDF;SG
jugoistočno	sørøst	jugoistočan	sørøs	ADV	N;INDF;NEUT;SG
snimio	filmes	snimiti	filmes	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
snimio	filmet	snimiti	film	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
žrtve	tap	žrtva	tap	N;NOM;FEM;PL	N;INDF;NEUT;SG
žrtve	ofre	žrtva	ofre	N;NOM;FEM;PL	V;NFIN
žrtve	ofrene	žrtva	ofre	N;NOM;FEM;PL	N;INDF;MASC;SG
našao	funnet	naći	finne	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
našao	funne	naći	finne	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
kulturni	kulturelle	kulturan	kulturell	ADJ;NOM;DEF;MASC;SG	ADJ;PL
kulturni	kulturell	kulturan	kulturell	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
podršku	støtter	podrška	støtte	N;ACC;FEM;SG	V;IND;PRS;FIN
biljke	plante	biljka	plant	N;NOM;FEM;PL	N;INDF;FEM;SG
berlin	berlin	berlin	berlin	N;NOM;MASC;SG	PROPN
loše	vond	loše	vond	ADV	ADJ;INDF;SG
loše	dårlig	loše	dårlig	ADV	ADJ;INDF;NEUT;SG
loše	slem	loše	slem	ADV	N;INDF;MASC;SG
doma	hjemme	doma	hjemme	ADV	
doma	heime	doma	heime	ADV	ADP
doma	hjem	doma	hjem	ADV	N;INDF;NEUT;SG
doma	hjemmet	doma	hjem	ADV	N;DEF;NEUT;SG
doma	home	doma	home	ADV	N;INDF;NEUT;SG
natrag	attende	natrag	attende	ADV	ADP
natrag	back	natrag	back	ADV	N
natrag	tilbake	natrag	tilbake	ADV	ADP
natrag	rygg	natrag	rygg	ADV	ADJ;INDF;SG
turski	tyrkisk	turski	tyrkisk	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
sigurno	trygt	sigurno	trygg	ADV	ADJ;INDF;NEUT;SG
sigurno	safe	sigurno	safe	ADV	N;INDF;NEUT;SG
sigurno	trygge	sigurno	trygg	ADV	ADJ;PL
sigurno	trygg	sigurno	trygg	ADV	ADJ;INDF;SG
švedska	sweden	švedski	swede	ADJ;NOM;DEF;FEM;SG	N;DEF;MASC;SG
švedska	sverige	švedski	sverige	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
vlastiti	own	vlastit	own	ADJ;NOM;DEF;MASC;SG	N
vlastiti	eget	vlastit	eget	ADJ;NOM;DEF;MASC;SG	N;INDF;NEUT;SG
vlastiti	eie	vlastit	ein	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
vlastiti	egen	vlastit	eigen	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
poseban	special	poseban	special	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
poseban	spesielle	poseban	spesiell	ADJ;NOM;INDF;MASC;SG	ADJ;PL
poseban	spesial	poseban	spesial	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
igor	igor	igor	igor	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
visok	high	visok	high	ADJ;NOM;INDF;MASC;SG	N
visok	rus	visok	rus	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
visok	høy	visok	høy	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
visok	høyt	visok	høyt	ADJ;NOM;INDF;MASC;SG	N;INDF;NEUT;SG
visok	høy	visok	høy	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
epizode	episoder	epizoda	episode	N;NOM;FEM;PL	N;INDF;MASC;SG
nikole	nicholas	nikola	nichol	PROPN;NOM;MASC;SG	N
cijena	kostnader	cijena	kostnad	N;NOM;FEM;SG	N;INDF;MASC;PL
cijena	kosta	cijena	koste	N;NOM;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
postupno	gradvis	postupno	gradvis	ADV	ADJ;INDF;NEUT;SG
postupno	gradvis	postupno	gradvis	ADV	ADJ;INDF;NEUT;SG
filozofije	filosofi	filozofija	filosofi	N;NOM;FEM;PL	N;INDF;MASC;SG
mladen	mladen	mladen	mlad	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
izabrani	valgt	izabrati	velg	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
izabrani	utvalgt	izabrati	utvalg	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG
izabrani	valgt	izabrati	velg	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
izabrani	utvalgt	izabrati	utvalg	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG
izabrani	valgte	izabrati	velge	ADJ;NOM;DEF;MASC;PL;V.PTCP	V;IND;PST;FIN
jones	jones	jones	jone	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
redovito	regelmessig	redovito	regelmessig	ADV	ADJ;INDF;NEUT;SG
redovito	jevnlig	redovito	jevnlig	ADV	ADJ;INDF;NEUT;SG
redovito	regulært	redovito	regulær	ADV	ADJ;INDF;NEUT;SG
redovito	regelmessige	redovito	regelmessig	ADV	ADJ;PL
redovito	vanlig	redovito	vanlig	ADV	ADJ;INDF;NEUT;SG
središnji	central	središnji	central	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
središnji	sentral	središnji	sentral	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
središnji	sentralt	središnji	sentral	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
sredstva	midler	sredstvo	midder	N;NOM;NEUT;PL	N;INDF;MASC;SG
sredstva	finansiering	sredstvo	finansiering	N;NOM;NEUT;PL	N;INDF;FEM;SG
braća	brødre	braća	bror	N;NOM;MASC;PL	N;INDF;NEUT;SG
braća	brothers	braća	brothers	N;NOM;MASC;PL	N;INDF;MASC;SG
pisma	brev	pismo	brev	N;NOM;NEUT;PL	N;INDF;NEUT;SG
režirao	regissert	režirati	regissere	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
spomenika	monumenter	spomenik	monumenter	N;ACC;MASC;SG	N;INDF;FEM;PL
kineski	kinesere	kineski	kinesere	ADJ;NOM;DEF;MASC;SG	N;INDF;FEM;SG
kineski	kinesisk	kineski	kinesisk	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
slične	lignende	sličan	lignende	ADJ;NOM;DEF;FEM;PL	N;INDF;MASC;SG
slične	liknende	sličan	liknende	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;NEUT;SG
ribe	fisk	riba	fisk	N;NOM;FEM;PL	N;INDF;MASC;SG
ribe	fisker	riba	fiske	N;NOM;FEM;PL	N;INDF;MASC;SG
ribe	fish	riba	fish	N;NOM;FEM;PL	N;INDF;MASC;SG
ribe	fisken	riba	fisk	N;NOM;FEM;PL	N;DEF;MASC;SG
teče	flyter	teći	flyte	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
teče	flyter	teći	flyte	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
prethodno	tidligere	prethodno	tidligere	ADV	N;INDF;FEM;SG
sjeverozapadno	nordvest	sjeverozapadno	nordvest	ADV	ADP
federacije	føderasjonen	federacija	føderasjon	N;NOM;FEM;PL	N;DEF;MASC;SG
federacije	federation	federacija	federation	N;NOM;FEM;PL	N;INDF;MASC;SG
federacije	føderasjon	federacija	føderasjon	N;NOM;FEM;PL	N;INDF;MASC;SG
upravljanje	administrerende	upravljanje	administrerende	N;NOM;NEUT;SG	ADJ;PL
upravljanje	administrere	upravljanje	administrere	N;NOM;NEUT;SG	V;NFIN
upravljanje	administrere	upravljanje	administrere	N;NOM;NEUT;SG	V;NFIN
pennsylvania	pennsylvania	pennsylvan	pennsylvania	PROPN;NOM;MASC;SG	N;DEF;FEM;SG
zapadna	vestlig	zapadan	vestlig	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
zapadna	vest	zapadan	vest	ADJ;NOM;DEF;FEM;SG	ADP
zapadna	vestlige	zapadan	vestlig	ADJ;NOM;DEF;FEM;SG	ADJ;PL
zapadna	western	zapadan	western	ADJ;NOM;DEF;FEM;SG	N
povijesno	historisk	povijestan	historisk	ADV	ADJ;INDF;NEUT;SG
povijesno	historisk	povijestan	historisk	ADV	ADJ;INDF;NEUT;SG
povijesno	historisk	povijestan	historisk	ADV	ADJ;INDF;NEUT;SG
pol	pol	pola	pol	ADV	N;INDF;NEUT;SG
dug	gjeld	dug	gjelde	N;NOM;MASC;SG	V;IND;PRS;FIN
izdao	forrådte	izdati	forråde	V;MASC;SG;PST;V.PTCP;ACT	ADJ;PL;V.PTCP
izdao	forrådt	izdati	forråde	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
izdao	forrådet	izdati	forråde	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
pro	pro	pro	pro	PROPN;NOM;MASC;SG	N
pro	profesjonell	pro	profesjonell	PROPN;NOM;MASC;SG	ADJ;INDF;SG
pro	proff	pro	proff	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
moje	mitt	moj	min	DET;NOM;FEM;SG;1	PRO;NEUT;SG
moje	gruve	moj	gruve	DET;NOM;FEM;SG;1	N;INDF;FEM;SG
moje	mine	moj	min	DET;NOM;FEM;SG;1	PRO;PL
moje	min	moj	min	DET;NOM;FEM;SG;1	PRO;MASC;SG
beč	wien	beč	wien	PROPN;NOM;MASC;SG	N
beč	vienna	beč	vienne	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
mreža	nett	mreža	nett	N;NOM;FEM;SG	ADV
moderne	modern	moderan	modern	ADJ;NOM;DEF;FEM;PL	N;INDF;MASC;SG
moderne	moderne	moderan	moderne	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;SG
online	pålogget	online	pålogg	ADP	N;DEF;NEUT;SG
online	tilkoblet	online	tilkobet	ADP	N;DEF;NEUT;SG
online	online	online	online	ADP	N;INDF;MASC;SG
scott	scott	scott	scott	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
unutarnje	intern	unutarnji	intern	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;SG
unutarnje	internt	unutarnji	intern	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;NEUT;SG
utvrde	festning	utvrditi	festning	N;NOM;FEM;PL	N;INDF;FEM;SG
prikazan	vises	prikazati	vises	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
susret	møtes	susret	møta	N;NOM;MASC;SG	V;IND;PRS;FIN
susret	møt	susret	møte	N;NOM;MASC;SG	V;IMP;FIN
henry	henry	henry	henry	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
poziv	ringe	poziv	ringe	N;INAN;ACC;MASC;SG	V;IMP;NFIN
jaja	eggs	jaje	eggs	N;NOM;NEUT;PL	N;INDF;SG
jaja	egg	jaje	egg	N;NOM;NEUT;PL	N;INDF;NEUT;SG
postalo	ble	postati	ble	V;NEUT;SG;PST;V.PTCP;ACT	
strukture	byggverk	struktura	byggverk	N;NOM;FEM;PL	N;INDF;NEUT;SG
kola	bil	kolo	bil	N;NOM;NEUT;PL	N;INDF;MASC;SG
gilbert	gilbert	gilbert	gilbere	PROPN;NOM;MASC;SG	ADJ;INDF;NEUT;SG
pokušaj	prøv	pokušaj	prøve	N;NOM;MASC;SG	V;IMP;FIN
pokušaj	prøve	pokušaj	prøve	N;NOM;MASC;SG	V;NFIN
počelo	started	početi	started	V;NEUT;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
počelo	begynt	početi	begynne	V;NEUT;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
počelo	startet	početi	start	V;NEUT;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
počelo	starta	početi	starte	V;NEUT;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
mjere	måle	mjera	måle	N;NOM;FEM;PL	N;INDF;NEUT;SG
književni	litterære	književan	litterær	ADJ;NOM;DEF;MASC;SG	ADJ;PL
književni	litterær	književan	litterær	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
povremeno	sporadisk	povremeno	sporadisk	ADV	ADJ;INDF;NEUT;SG
povremeno	tidvis	povremeno	tidvis	ADV	ADJ;INDF;NEUT;SG
povremeno	innimellom	povremeno	innimellom	ADV	ADP
putovanja	reise	putovanje	reise	N;NOM;NEUT;PL	N;INDF;FEM;SG
putovanja	reise	putovanje	reise	N;NOM;NEUT;PL	N;INDF;FEM;SG
putovanja	reising	putovanje	reising	N;NOM;NEUT;PL	N;INDF;FEM;SG
subsp	subsp	subsp	subsp		N;INDF;MASC;SG
baker	baker	baker	baker	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
karl	karl	karl	karl	PROPN;NOM;MASC;SG	N;MASC
karl	carl	karl	carl	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
karl	karl	karl	karl	PROPN;NOM;MASC;SG	N;MASC
likovi	tegn	lik	tegn	N;NOM;MASC;PL	N;INDF;NEUT;SG
povećava	øker	povećavati	øker	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
korišten	brukes	korišten	brukes	ADJ;NOM;MASC;SG;V.PTCP;PASS	
korišten	brukte	korišten	bruke	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;PL;V.PTCP
vanjski	outdoor	vanjski	outdoor	ADJ;NOM;DEF;MASC;SG	N;INDF;NEUT;SG
vanjski	utendørs	vanjski	utendørs	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
vanjski	ytre	vanjski	ytre	ADJ;NOM;DEF;MASC;SG	ADJ;CMPR
vanjski	ekstern	vanjski	ekstern	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
vanjski	eksternt	vanjski	eksternt	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
vanjski	eksterne	vanjski	ekstern	ADJ;NOM;DEF;MASC;SG	ADJ;PL
znanstveni	vitenskapelig	znanstven	vitenskapelig	ADV	N;INDF;MASC;SG
broji	telle	brojati	telle	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
broji	greve	brojati	grave	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
broji	tell	brojati	tell	V;IND;SG;3;PRS;FIN	N;INDF
broji	teller	brojati	teller	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
crveni	rødt	crven	rødt	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
crveni	rød	crven	rød	ADJ;NOM;DEF;MASC;SG	N;INDF;NEUT;SG
crveni	red	crven	red	ADJ;NOM;DEF;MASC;SG	N
borba	kjempe	borba	kjempe	N;NOM;FEM;SG	V;NFIN
nato	nato	nato	nato	PROPN;NOM;MASC;SG	N
daniel	daniel	daniel	daniel	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
posjeduje	eier	posjedovati	eine	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
sjeveroistočno	nordøst	sjeveroistočno	nordøs	ADV	N;INDF;NEUT;SG
alexander	aleksander	alexander	aleksande	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
alexander	alexander	alexander	alexander	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
preminuo	avdød	preminuti	avdød	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
preminuo	avdøde	preminuti	avdøde	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
austrija	østerrike	austrija	østerrik	PROPN;NOM;FEM;SG	N;INDF;NEUT;SG
dss	dss	dss	dss	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
stvorio	opprettes	stvoriti	opprettes	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
stvorio	opprettet	stvoriti	opprett	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;NEUT;SG
stvorio	skapt	stvoriti	skape	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
stvorio	laga	stvoriti	lage	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
umire	dør	umirati	dør	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
umire	døende	umirati	døende	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
umire	dør	umirati	dør	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
reakcije	reaksjoner	reakcija	reaksjon	N;NOM;FEM;PL	N;INDF;MASC;SG
reakcije	reaksjon	reakcija	reaksjon	N;NOM;FEM;PL	N;INDF;MASC;SG
tjedana	ukevis	tjedan	ukevis	N;GEN;MASC;PL	N;INDF;MASC;SG
tjedana	uker	tjedan	uker	N;GEN;MASC;PL	N;INDF;SG
sestre	søstre	sestra	søstre	N;NOM;FEM;PL	ADJ;PL
ožujak	marsjere	ožujak	marsjere	N;NOM;MASC;SG	V;NFIN
nepoznato	ukjent	nepoznat	ukjend	ADV	ADJ;INDF;NEUT;SG
nepoznato	ukjente	nepoznat	ukjenn	ADV	ADJ;PL
nepoznato	uvisst	nepoznat	uviss	ADV	ADJ;INDF;NEUT;SG
berlinu	berlin	berlina	berlin	N;DAT;MASC;SG	PROPN
predstavnik	representativt	predstavnik	representativ	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
objavljeno	publiserte	objaviti	publisere	ADJ;NOM;NEUT;SG;V.PTCP;PASS	V;IND;PST;FIN
objavljeno	publiserte	objaviti	publisere	ADJ;NOM;NEUT;SG;V.PTCP;PASS	V;IND;PST;FIN
turnira	turneringer	turnir	turneringer	N;GEN;MASC;SG	N;INDF;FEM;PL
oči	øyne	oko	øyne	N;NOM;FEM;PL	N;INDF;NEUT;SG
svako	every	svaki	every	DET;NOM;NEUT;SG	N
svako	hver	svaki	hver	DET;NOM;NEUT;SG	
svako	hvert	svaki	hvert	DET;NOM;NEUT;SG	
ministarstva	departement	ministarstvo	departement	N;NOM;NEUT;PL	N;INDF;NEUT;SG
ministarstva	departementet	ministarstvo	departement	N;NOM;NEUT;PL	N;DEF;NEUT;SG
ministarstva	ministry	ministarstvo	ministry	N;NOM;NEUT;PL	N;INDF;MASC;SG
podijeljena	delt	podijeliti	dele	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
podijeljena	splittet	podijeliti	splitt	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
primjeri	eksempler	primjer	eksempler	N;NOM;MASC;PL	N;INDF;NEUT;SG
miller	miller	miller	mille	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
generacije	generasjon	generacija	generasjon	N;NOM;FEM;PL	N;INDF;MASC;SG
joe	joe	on	joe	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
skokova	rebounds	skok	rebounds	N;GEN;MASC;PL	N;INDF;MASC;SG
osvajanja	erobring	osvajanje	erobring	N;NOM;NEUT;PL	N;INDF;FEM;SG
nasuprot	motsatte	nasuprot	motsatte	N;NOM;MASC;SG	ADJ;PL
nasuprot	motsatt	nasuprot	motsatt	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
katolička	katolsk	katolički	katolsk	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
katolička	katolikk	katolički	katolikk	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
katolička	catholic	katolički	catholic	ADJ;NOM;DEF;FEM;SG	N
voditelj	vert	voditelj	verte	N;NOM;MASC;SG	V;IND;PRS;FIN
glasa	stemmer	glas	stemme	N;ACC;MASC;SG	N;INDF;FEM;PL
nasljednik	etterfølger	nasljednik	etterfølg	N;NOM;MASC;SG	N;INDF;MASC;PL
desno	riktig	desno	riktig	ADV	ADJ;INDF;NEUT;SG
desno	høyre	desno	høyre	ADV	V;NFIN
desno	rett	desno	rett	ADV	ADJ;INDF;NEUT;SG
palače	palass	Palača	palass	N;NOM;FEM;PL	N;INDF;NEUT;SG
palače	slott	Palača	slott	N;NOM;FEM;PL	N;INDF;NEUT;SG
eso	eso	eso	eso	N;NOM;MASC;SG	NUM;PL
moja	mitt	moj	min	DET;NOM;FEM;SG;1	PRO;NEUT;SG
moja	gruve	moj	gruve	DET;NOM;FEM;SG;1	N;INDF;FEM;SG
moja	mine	moj	min	DET;NOM;FEM;SG;1	PRO;PL
moja	min	moj	min	DET;NOM;FEM;SG;1	PRO;MASC;SG
mreže	nettverk	mreža	nettverk	N;NOM;FEM;PL	N;INDF;NEUT;SG
mreže	nettverket	mreža	nettverk	N;NOM;FEM;PL	N;DEF;NEUT;SG
mreže	network	mreža	network	N;NOM;FEM;PL	N;INDF;MASC;SG
mreže	nettverk	mreža	nettverk	N;NOM;FEM;PL	N;INDF;NEUT;SG
illinois	illinois	illinois	illinois	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
katolički	katolsk	katolički	katolsk	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
katolički	katolikk	katolički	katolikk	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
katolički	catholic	katolički	catholic	ADJ;NOM;DEF;MASC;SG	N
mlađi	junior	mlad	junior	ADJ;NOM;DEF;CMPR;MASC;SG	N;INDF;MASC;SG
vrijedi	verdt	vrijediti	verd	V;IND;SG;3;PRS;FIN	ADJ;INDF;NEUT;SG
vrijedi	worth	vrijediti	worth	V;IND;SG;3;PRS;FIN	N
vrijedi	verd	vrijediti	verd	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
slovenski	slovenias	slovenski	slovenias	ADJ;NOM;DEF;MASC;SG	N;INDF;FEM;SG
austrijski	østerriksk	austrijski	østerriksk	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
mostar	mostar	mostar	moste	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
određuje	avgjør	određivati	avgjør	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
djelovao	oppførte	djelovati	oppføre	V;MASC;SG;PST;V.PTCP;ACT	ADJ;PL;V.PTCP
djelovao	handlet	djelovati	handle	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
dvadeset	twenty	dvadeset	twenty	NUM	N;INDF;MASC;SG
ohio	ohio	ohio	ohio	PROPN;NOM;MASC;SG	PROPN
uzrokuje	formål	uzrokovati	formål	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
uzrokuje	forårsaker	uzrokovati	forårsak	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
uzrokuje	saker	uzrokovati	sak	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
uzrokuje	årsaker	uzrokovati	årsak	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
lewis	lewis	lewis	lewis	PROPN;NOM;MASC;SG	PROPN
gradonačelnik	borgermester	gradonačelnik	borgermeste	N;NOM;MASC;SG	N;INDF;FEM;PL
srednji	middle	srednji	middle	ADJ;NOM;DEF;MASC;SG	PROPN
srednji	midtre	srednji	midtre	ADJ;NOM;DEF;MASC;SG	ADJ;CMPR
