בילה	spesi	בילה	spendere	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
אבחון	diagnostica	אבחון	diagnostico	N;MASC;SG	ADJ;FEM;SG
אבחון	diagnostico	אבחון	diagnostico	N;MASC;SG	ADJ;MASC;SG
אבחון	diagnostica	אבחון	diagnostico	N;MASC;SG	ADJ;FEM;SG
שוחררה	rilasciati	שוחרר	rilasciare	V;FEM;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
שוחררה	liberati	שוחרר	liberare	V;FEM;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
משתתפת	partecipante	השתתף	partecipante	V;FEM;SG;V.PTCP	N;SG
משתתפת	partecipante	השתתף	partecipante	V;FEM;SG;V.PTCP	N;SG
משתתפת	partecipa	השתתף	partecipare	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
משתתפת	partecipate	השתתף	partecipare	V;FEM;SG;V.PTCP	V;IND;PL;PST;FIN
צרכים	bisogni	צרכים	bisogno	N;MASC;SG	N;MASC;PL
צרכים	esigenze	צרכים	esigenza	N;MASC;SG	N;FEM;PL
אילנה	ilana	אילנה	ilana	PROPN	N;FEM;SG
הקיום	esistenza	הקיום	esistenza	PROPN	N;FEM;SG
יוצאות	uscente	יצא	uscente	V;FEM;PL;V.PTCP;ACT	N;SG
רוברטס	roberts	רוברטס	roberts	PROPN	N;FEM
באדן	baden	באדן	baden	PROPN	N;MASC;SG
דלתא	delta	דלתא	diuta	PROPN	N;MASC;SG
תואם	compatibile	תאם	compatibile	V;MASC;SG;V.PTCP;ACT	ADJ;SG
תואם	compatibili	תאם	compatibile	V;MASC;SG;V.PTCP;ACT	ADJ;PL
תואם	abbinamento	תאם	abbinamento	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
גולד	oro	גולד	oro	PROPN	N;MASC;SG
גולד	gold	גולד	gold	PROPN	N
גולד	gould	גולד	gould	PROPN	N;MASC
דוכסות	ducato	דוכסות	ducato	PROPN	N;MASC;SG
קית	keith	קית	keith	PROPN	N
ציריך	zurigo	ציריך	zurigo	PROPN	N;MASC;SG
ציריך	zurigo	ציריך	zurigo	PROPN	N;MASC;SG
נלהב	entusiasmo	נלהב	entusiasmo	ADJ;MASC;SG	N;MASC;SG
נלהב	entusiasti	נלהב	entusiasta	ADJ;MASC;SG	ADJ;MASC;PL
נלהב	passione	נלהב	passione	ADJ;MASC;SG	N;FEM;SG
דקדוק	grammaticali	דקדוק	grammaticale	N;MASC;SG	ADJ;PL
המגיעים	arrivi	המגיע	arrivare	N;MASC;PL	V;IND;SG;2;PRS;FIN
אלקטרוניקה	elettronica	אלקטרוניקה	elettronico	N;FEM;SG	ADJ;FEM;SG
קנטור	cantor	קנטור	cantor	PROPN	N;MASC;SG
נאש	nash	נאש	nash	PROPN	N
אפריקני	africana	אפריקני	africano	PROPN	ADJ;FEM;SG
אפריקני	african	אפריקני	africano	PROPN	N
אפריקני	africani	אפריקני	africano	PROPN	ADJ;MASC;PL
אפריקני	africane	אפריקני	africano	PROPN	ADJ;FEM;PL
אפריקני	africano	אפריקני	africano	PROPN	ADJ;MASC;SG
הגירוש	deportazioni	הגירוש	deportazione	PROPN	N;FEM;PL
שודדי	raiders	שודד	raiders	PROPN	N;MASC;PL
שודדי	raider	שודד	raidere	PROPN	N
שודדי	rapinatori	שודד	rapinatore	PROPN	N;MASC;PL
שודדי	ladri	שודד	ladro	PROPN	N;MASC;PL
שוחט	macellaio	שוחט	macellaio	PROPN	N;MASC;SG
שוחט	macelleria	שוחט	macelleria	PROPN	N;FEM;SG
הרצף	continuo	הרצף	continuo	PROPN	ADJ;MASC;SG
הרצף	continuum	הרצף	continuum	PROPN	N;MASC
רוזה	rosa	רוזה	rosa	PROPN	N;FEM;SG
רוזה	rosato	רוזה	rosare	PROPN	ADJ;MASC;SG
רוזה	rosé	רוזה	rosé	PROPN	N;MASC
הפסנתר	pianoforte	הפסנתר	pianoforte	V;SG;1;PST;ACT	N;MASC;SG
הקמפיין	campagna	הקמפיין	campagna	PROPN	N;FEM;SG
פקיד	impiegato	פקיד	impiegare	N;MASC;SG	V;MASC;SG;PST;V.PTCP
להירשם	registro	נרשם	registro	V;NFIN;MID	N;MASC;SG
שפם	baffi	שפם	baffo		N;MASC;PL
שפם	baffi	שפם	baffo		N;MASC;PL
שפם	baffo	שפם	baffo		N;MASC;SG
שפם	baffi	שפם	baffo		N;MASC;PL
שפם	baffo	שפם	baffo		N;MASC;SG
עצר	fermato	עצר	fermare	N;MASC;SG	V;MASC;SG;PST;V.PTCP
עצר	smesso	עצר	smettere	N;MASC;SG	V;MASC;SG;PST;V.PTCP
הצביע	votati	הצביע	votare	V;MASC;SG;3;PST;ACT	N;MASC;PL
רומנטית	romantico	רומנטי	romantico	N	ADJ;MASC;SG
רומנטית	romantiche	רומנטי	romantico	N	ADJ;FEM;PL
רומנטית	romantici	רומנטי	romantico	N	ADJ;MASC;PL
רומנטית	romantica	רומנטי	romantico	N	ADJ;FEM;SG
רומנטית	sentimentalmente	רומנטי	sentimentalmente	N	ADV
תו	nota	תו	nota		N;FEM;SG
תו	carattere	תו	carattere		N;MASC;SG
תו	personaggio	תו	personaggio		N;MASC;SG
ברונו	bruno	רן	bruno	PROPN	N;MASC;SG
אדגר	edgar	אדגר	edgare	PROPN	N;MASC
סידן	calcio	סידן	calcio	PROPN	N;MASC;SG
עוצב	progettati	עוצב	progettare	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
עוצב	progettate	עוצב	progettare	V;MASC;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
שפיגל	spiegel	שפיגל	spiegel	PROPN	N;MASC
צעירות	giovane	צעיר	giovane	N;FEM;PL	N;SG
מושלמת	perfetti	הושלם	perfetto	V;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL
מושלמת	perfect	הושלם	perfect	V;FEM;SG;V.PTCP;PASS	N
מושלמת	perfetta	הושלם	perfetto	V;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG
מושלמת	perfetto	הושלם	perfetto	V;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG
מושלמת	perfette	הושלם	perfetto	V;FEM;SG;V.PTCP;PASS	ADJ;FEM;PL
ידעה	sapeva	דעה	sapere	V;FEM;SG;3;PST	V;IND;SG;3;IPFV;FIN
יומני	diario	יומני	Diario	PROPN	N;MASC;SG
עמוקים	profonda	עמוק	profondo	ADJ;MASC;PL	ADJ;FEM;SG
עמוקים	profondo	עמוק	profondo	ADJ;MASC;PL	ADJ;MASC;SG
עמוקים	deep	עמוק	deep	ADJ;MASC;PL	N
ספין	spin	ספין	spino	PROPN	N;MASC
כחולה	blu	כחול	blu	ADV	ADJ;SG
כחולה	blue	כחול	blue	ADV	N
כחולה	azzurri	כחול	azzurro	ADV	N;MASC;PL
כחולה	azzurro	כחול	azzurro	ADV	ADJ;MASC;SG
חדירה	intrusioni	חדיר	intrusione	N;FEM;SG	N;FEM;PL
ליפה	lippe	ליפה	lippa	PROPN	N;SG
לירי	leary	לירי	leary		N;MASC
לירי	lirico	לירי	lirico		ADJ;MASC;SG
לירי	lirica	לירי	lirica		N;FEM;SG
שניתנו	dato	שניתנו	dare		V;MASC;SG;PST;V.PTCP
שניתנו	resi	שניתנו	rendere		V;MASC;PL;PST;V.PTCP
שניתנו	reso	שניתנו	rendere		V;MASC;SG;PST;V.PTCP
שניתנו	fusi	שניתנו	foso		N;MASC;PL
גרייס	grace	גרייס	grace	PROPN	N;FEM;PL
גרייס	grazia	גרייס	grazia	PROPN	N;FEM;SG
ההתחלה	inizio	ההתחלה	inizio	V;FEM;SG;3;PST	N;MASC;SG
מיושב	abitate	מיושב	abitato	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מיושב	abitato	מיושב	abitare	V;MASC;SG;V.PTCP;PASS	N;MASC;SG
מיושב	popolate	מיושב	popolato	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מונד	monde	מונד	monda	PROPN	N;MASC;SG
ירוקה	green	ירוקה	green	ADJ;FEM;SG	N
ירוקה	verdi	ירוקה	verde	ADJ;FEM;SG	N;MASC;PL
נאצי	nazista	נאצי	nazista	PROPN	N;SG
נאצי	nazismo	נאצי	nazismo	PROPN	N;MASC;SG
נאצי	nazi	נאצי	naze	PROPN	N
נאצי	nazisti	נאצי	nazista	PROPN	N;MASC;PL
קראוס	krauss	קראוס	krauss	PROPN	N;FEM;SG
קראוס	krause	קראוס	krause	PROPN	N;MASC;SG
קראוס	kraus	קראוס	kraus	PROPN	N;MASC;SG
מסוכנים	pericolosa	מסוכן	pericoloso	ADJ;MASC;PL	ADJ;FEM;SG
מסוכנים	pericoloso	מסוכן	pericoloso	ADJ;MASC;PL	ADJ;MASC;SG
עתידי	future	עתידי	futuro	ADJ;MASC;SG	ADJ;FEM;PL
עתידי	futuri	עתידי	futuro	ADJ;MASC;SG	ADJ;MASC;PL
קנט	kent	קנט	kent	PROPN	N;MASC;SG
ימני	destro	ימני	destro	ADJ;MASC;SG	N;MASC;SG
ימני	right	ימני	right	ADJ;MASC;SG	
ימני	destra	ימני	destra	ADJ;MASC;SG	N;FEM;SG
מיג	mig	מיג	mig	PROPN	N;MASC
הרצוי	desiderata	הרצוי	desiderare	PROPN	ADJ;FEM;SG
הרצוי	desiderati	הרצוי	desiderare	PROPN	ADJ;MASC;PL
הרצוי	desiderate	הרצוי	desiderare	PROPN	V;IND;PL;2;PRS;FIN
הרצוי	desiderato	הרצוי	desiderare	PROPN	ADJ;MASC;SG
סלובניה	slovenia	סלובניה	slovenia	PROPN	N;FEM;SG
בלפור	balfour	בלפור	balfour	PROPN	N;MASC;SG
תם	tam	תם	tam		N;MASC
להיטים	colpisce	היט	colpire	N;MASC;PL	V;IND;SG;3;PRS;FIN
ברוקלין	brooklyn	ברוקלין	brooklyn	PROPN	N;MASC
האשים	accusati	האשים	accusare	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
האשים	imputato	האשים	imputato	V;MASC;SG;3;PST;ACT	N;MASC;SG
שמיעה	udito	שמיעה	udito	N;FEM;SG	V;MASC;SG;PST;V.PTCP
מיגל	miguel	מיגל	miguel	PROPN	N;MASC;SG
לסקר	lasker	סיקר	lasker	V;NFIN;ACT	N;MASC
וויליאם	guglielmo	ויליאם	guglielmo	PROPN	N;MASC;SG
וויליאם	william	ויליאם	william	PROPN	N;MASC;SG
יואן	yuan	יואן	yuan	PROPN	N;MASC
כת	setta	כת	setta		N;FEM;SG
כת	cult	כת	cult		N;MASC
כת	culto	כת	culto		N;MASC;SG
וולפגנג	wolfgang	וולפגנג	wolfgang	PROPN	N;MASC;SG
נפתחת	apre	נפתח	aprire	V;FEM;SG;V.PTCP;MID	V;IND;SG;3;PRS;FIN
שרמן	sherman	שרמן	sherman	PROPN	N;MASC
משולבים	combinata	שולב	combinata	V;MASC;PL;V.PTCP;PASS	N;FEM;SG
משולבים	combinato	שולב	combinare	V;MASC;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
איגור	igor	איגור	igor	PROPN	N;MASC;SG
ראול	raoul	ראול	raoul	PROPN	N;SG
ראול	raul	ראול	raul	PROPN	N;SG
ראול	raúl	ראול	raúl	PROPN	N;MASC;SG
סויוז	sojuz	סויוז	sojuz	PROPN	N;MASC
מיה	mia	מיה	mio	PROPN	DET;FEM;SG
נכנע	resa	נכנע	resa	V;MASC;SG;3;PST;MID	N;FEM;SG
נכנע	arresi	נכנע	arrendere	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נכנע	resa	נכנע	resa	V;MASC;SG;3;PST;MID	N;FEM;SG
נכנע	rendimento	נכנע	rendimento	V;MASC;SG;3;PST;MID	N;MASC;SG
החלום	sogno	החלום	sogno	PROPN	N;MASC;SG
החלום	sogna	החלום	sognare	PROPN	V;IND;SG;3;PRS;FIN
החלום	dream	החלום	dream	PROPN	N
החלום	sognare	החלום	sognare	PROPN	V;NFIN
החלום	sogni	החלום	sogno	PROPN	N;MASC;PL
קוב	cobb	קוב	cobb	PROPN	N;MASC
התבוסה	disfatta	התבוסה	disfatta	V;FEM;SG;3;PST	N;FEM;SG
התבוסה	sconfitta	התבוסה	sconfitta	V;FEM;SG;3;PST	N;FEM;SG
בהתנדבות	volontariato	בהתנדבות	volontariato	ADV	N;MASC;SG
בהתנדבות	volontario	בהתנדבות	volontario	ADV	N;MASC;SG
בהתנדבות	volontari	בהתנדבות	volontario	ADV	N;MASC;PL
בהתנדבות	volontaria	בהתנדבות	volontario	ADV	ADJ;FEM;SG
מפורש	esplicite	מפורש	esplicito	ADJ;MASC;SG	ADJ;FEM;PL
מפורש	espliciti	מפורש	esplicito	ADJ;MASC;SG	ADJ;MASC;PL
גולגולת	cranio	גולגולת	cranio	PROPN	N;MASC;SG
גולגולת	cranio	גולגולת	cranio	PROPN	N;MASC;SG
גולגולת	teschio	גולגולת	teschio	PROPN	N;MASC;SG
אופיינית	tipici	אופייני	tipico	ADJ;FEM;SG	ADJ;MASC;PL
אופיינית	tipiche	אופייני	tipico	ADJ;FEM;SG	ADJ;FEM;PL
מוטל	motel	הוטל	motel	V;MASC;SG;V.PTCP;PASS	N;MASC
הולנדית	neerlandese	הולנדי	neerlandese	PROPN	ADJ;SG
הולנדית	olandesi	הולנדי	olandese	PROPN	N;PL
הולנדית	olandese	הולנדי	olandese	PROPN	ADJ;SG
הולנדית	dutch	הולנדי	dutch	PROPN	N
מלצר	cameriere	מלצר	cameriere	PROPN	N;MASC;SG
פרוסט	proust	פרוסט	proust	PROPN	N;MASC;SG
פרוסט	gelate	פרוסט	gelata	PROPN	N;FEM;PL
פרוסט	frost	פרוסט	frost	PROPN	N
פרוסט	gelo	פרוסט	gelo	PROPN	N;MASC;SG
פטיש	fetish	פטיש	fetish		N;MASC
פטיש	hammer	פטיש	hammer		N
פטיש	martello	פטיש	martello		N;MASC;SG
עורק	arteria	עורק	arteria		N;FEM;SG
עורק	arterie	עורק	arteria		N;FEM;PL
עורק	arterie	עורק	arteria		N;FEM;PL
אלימה	violento	אלים	violento	N;FEM;SG	ADJ;MASC;SG
אלימה	violente	אלים	violento	N;FEM;SG	ADJ;FEM;PL
אלימה	violenti	אלים	violento	N;FEM;SG	ADJ;MASC;PL
אלימה	violenta	אלים	violento	N;FEM;SG	ADJ;FEM;SG
מעריך	apprezzo	העריך	apprezzo	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
מעריך	apprezzano	העריך	apprezzare	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
מעריך	apprezza	העריך	apprezza	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
משמעותיות	significativo	משמעותי	significativo	ADJ;FEM;PL	ADJ;MASC;SG
משמעותיות	significativa	משמעותי	significativo	ADJ;FEM;PL	ADJ;FEM;SG
משמעותיות	significativo	משמעותי	significativo	ADJ;FEM;PL	ADJ;MASC;SG
משמעותיות	significativa	משמעותי	significativo	ADJ;FEM;PL	ADJ;FEM;SG
מכריז	annuncia	הכריז	annunciare	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מכריז	dichiara	הכריז	dichiarare	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מכריז	dichiarate	הכריז	dichiarare	V;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
מכריז	dichiarano	הכריז	dichiarare	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
מכריז	dichiari	הכריז	dichiarare	V;MASC;SG;V.PTCP;ACT	V;IND;SG;2;PRS;FIN
מקלדת	tastiere	קילד	tastiere	N;FEM;SG	N;FEM;PL
הקוסם	wizard	הקוסם	wizard	PROPN	N;MASC
הקוסם	mago	הקוסם	mago	PROPN	N;MASC;SG
בקפריסין	cipro	בקפריסין	cipro	PROPN	N;MASC;SG
נטלי	natalie	נטלי	natalia	PROPN	ADJ;FEM;PL
נטלי	nathalie	נטלי	nathalia	PROPN	N;FEM;PL
מייד	immediatamente	מייד	immediatamente		ADV
מייד	subito	מייד	subito		ADV
טרנסילבניה	transilvania	טרנסילבניה	transilvania	PROPN	N;FEM;SG
צב	turtle	צב	turtla		N
צב	tartarughe	צב	tartaruga		N;FEM;PL
צב	tartaruga	צב	tartaruga		N;FEM;SG
טד	tad	טד	tad	PROPN	N
טד	ted	טד	ted	PROPN	N;SG
סולימאן	solimano	סולימאן	solimare	PROPN	ADJ;MASC;SG
סולימאן	souleymane	סולימאן	souleymane	PROPN	N;FEM;SG
אליסון	allison	אליסון	allison	PROPN	N;MASC;SG
אליסון	alison	אליסון	alison	PROPN	N;FEM;SG
מודעת	consapevoli	מודעה	consapevole	ADJ;FEM;SG	ADJ;PL
מודעת	consci	מודעה	consco	ADJ;FEM;SG	ADJ;MASC;PL
מודעת	consapevoli	מודעה	consapevole	ADJ;FEM;SG	ADJ;PL
מודעת	coscienti	מודעה	cosciente	ADJ;FEM;SG	ADJ;PL
מחויב	commessi	מחויב	commettere	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
מחויב	commessa	מחויב	commettere	V;MASC;SG;V.PTCP;PASS	N;FEM;SG
מחויב	impegnato	מחויב	impegnare	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
סטארק	starck	סטארק	starck	PROPN	N;MASC
סטארק	stark	סטארק	stark	PROPN	N;MASC
לינוקס	linux	לינוקס	linux	PROPN	N;MASC
בזל	basilea	בזל	basilea	PROPN	N;FEM;SG
בזל	basel	בזל	basel	PROPN	N;MASC
מתנות	presenta	מתנה	presentare	N;FEM;PL	V;IND;SG;3;PRS;FIN
מודול	modulo	מודול	modulo	PROPN	N;MASC;SG
המלצה	raccomandato	המלצה	raccomandare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
המלצה	raccomandati	המלצה	raccomandare	N;FEM;SG	V;MASC;PL;PST;V.PTCP
המלצה	consigliato	המלצה	consigliare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
המלצה	consigliati	המלצה	consigliare	N;FEM;SG	V;MASC;PL;PST;V.PTCP
המלצה	consigliata	המלצה	consigliare	N;FEM;SG	V;FEM;SG;PST;V.PTCP
עיצב	progettato	עיצב	progettare	PROPN	V;MASC;SG;PST;V.PTCP
עיצב	progettati	עיצב	progettare	PROPN	V;MASC;PL;PST;V.PTCP
עיצב	progettate	עיצב	progettare	PROPN	V;FEM;PL;PST;V.PTCP
עיצב	progettata	עיצב	progettare	PROPN	V;FEM;SG;PST;V.PTCP
עיצב	disegnato	עיצב	disegnare	PROPN	V;MASC;SG;PST;V.PTCP
מילולי	verbali	מילולי	verbale	ADJ;MASC;SG	N;MASC;PL
מפרק	articolazione	מפרק	articolazione	PROPN	N;FEM;SG
לקות	disabilita	None	disabilita	N;FEM;SG	V;IND;SG;3;PRS;FIN
בלוטת	ghiandole	בלוטת	ghiandola	N;FEM;SG	N;FEM;PL
נתנאל	nathaniel	נתנאל	nathaniel	PROPN	N;MASC;SG
המגזר	settore	המגזר	settore	ADV	N;MASC;SG
סון	sun	סון	sun	PROPN	N
סון	sole	סון	sole	PROPN	N;MASC;SG
קאופמן	kaufman	קאופמן	kaufman	PROPN	N;MASC
קאופמן	kauffman	קאופמן	kauffman	PROPN	N;FEM
הנוסע	passeggero	הנוסע	passeggero	PROPN	N;MASC;SG
הנוסע	passeggeri	הנוסע	passeggero	PROPN	N;MASC;PL
באלימות	violentemente	באלימות	violentemente		ADV
רובר	rover	רובר	rover	PROPN	N;MASC
אצילים	nobili	אציל	nobile	N;MASC;PL	ADJ;PL
מטענים	caricabatterie	מטען	caricabatteria	N;MASC;PL	N;MASC;SG
הקבינט	armadietto	הקבינט	armadietto	V;MASC;SG;3;PST;ACT	N;MASC;SG
הקבינט	armadio	הקבינט	armadio	V;MASC;SG;3;PST;ACT	N;MASC;SG
הקבינט	gabinetto	הקבינט	gabinetto	V;MASC;SG;3;PST;ACT	N;MASC;SG
רך	morbidi	רך	morbido	ADJ;MASC;SG	ADJ;MASC;PL
רך	soft	רך	soft	ADJ;MASC;SG	N
סטן	stan	סטן	stan	PROPN	N;MASC;SG
הגבורה	eroismo	הגבורה	eroismo	PROPN	N;MASC;SG
מסתיימת	finisce	הסתיים	finire	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מסתיימת	termina	הסתיים	terminare	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
נאצר	nasser	נאצר	nasser	PROPN	N
ונוס	venere	ונוס	venere	PROPN	N;FEM;SG
ונוס	venus	ונוס	venus	PROPN	N;MASC;SG
להקדיש	devota	הקדיש	devoto	V;NFIN;ACT	ADJ;FEM;SG
רגיש	sensibili	רגיש	sensibile	ADJ;MASC;SG	ADJ;PL
ראס	russ	ראס	russ	PROPN	N
ראס	ras	ראס	ras	PROPN	N;SG
ראס	rus	ראס	rus	PROPN	
מדגיש	evidenzia	הדגיש	evidenziare	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
בחולון	holon	בחולון	holon		N;FEM;SG
ריטה	rita	ריטה	rita	PROPN	N;FEM;SG
מגיש	brocca	הגיש	brocco	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מגיש	caraffa	הגיש	caraffa	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מגיש	lanciatore	הגיש	lanciatore	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מגיש	presentatore	הגיש	presentatore	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
פנימיות	interni	פנימייה	interno	N;FEM;PL	ADJ;MASC;PL
פנימיות	interno	פנימייה	interno	N;FEM;PL	ADJ;MASC;SG
פיצול	dividere	פיצול	dividere	N;MASC;SG	V;NFIN
פיצול	divide	פיצול	dividere	N;MASC;SG	V;IND;SG;3;PRS;FIN
פיצול	spalato	פיצול	spalato	N;MASC;SG	ADJ;MASC;SG
פיצול	dividersi	פיצול	dividerse	N;MASC;SG	V;IND;SG;3;PRS;FIN
גייס	arruolato	גייס	arruolare	PROPN	V;MASC;SG;PST;V.PTCP
גייס	reclutato	גייס	reclutato	PROPN	V;MASC;SG;PST;V.PTCP
גייס	reclutati	גייס	reclutare	PROPN	V;MASC;PL;PST;V.PTCP
גייס	recluta	גייס	recluta	PROPN	N;FEM;SG
גייס	reclutare	גייס	reclutare	PROPN	V;NFIN
קרוז	cruz	קרוז	cruz	PROPN	N;FEM;SG
קרוז	equipaggi	קרוז	equipaggio	PROPN	N;MASC;PL
לאם	lam	לאם	lam		V;IND;SG;2;PRS;FIN
המארחת	hostess	המארחה	hostess	N;FEM;SG	N;FEM;PL
משקעים	residuo	משקע	residuo	N;MASC;PL	ADJ;MASC;SG
משקעים	precipitazione	משקע	precipitazione	N;MASC;PL	N;FEM;SG
משוכנע	convinto	שוכנע	convinto	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
משוכנע	convinte	שוכנע	convincere	V;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL
משוכנע	convinti	שוכנע	convinto	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
יהלום	diamanti	הלם	diamante	N;MASC;SG	N;MASC;PL
יהלום	diamanti	הלם	diamante	N;MASC;SG	N;MASC;PL
ורן	verne	ורן	verne	PROPN	N;MASC;SG
ורן	wren	ורן	wren	PROPN	N;SG
ורן	vern	ורן	venire	PROPN	N;MASC
מיוצר	fabbricato	יוצר	fabbricato	V;MASC;SG;V.PTCP;PASS	N;MASC;SG
מיוצר	fabbricati	יוצר	fabbricato	V;MASC;SG;V.PTCP;PASS	N;MASC;PL
דורטמונד	dortmund	דורטמונד	dortmund	PROPN	N;MASC
מדורג	valutati	דורג	valutare	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
מדורג	votati	דורג	votare	V;MASC;SG;V.PTCP;PASS	N;MASC;PL
כור	reattore	כור	reattore		N;MASC;SG
כור	reattori	כור	reattore		N;MASC;PL
קירור	refrigerato	קירור	refrigerare	N;MASC;SG	ADJ;MASC;SG
קירור	refrigerati	קירור	refrigerare	N;MASC;SG	N;MASC;PL
הודי	indiani	הודי	indiano		N;MASC;PL
הודי	indian	הודי	indian		N
הודי	indiano	הודי	indiano		ADJ;MASC;SG
מלקולם	malcolm	מלקולם	malcolm	PROPN	N;MASC;SG
מרוצה	soddisfatti	מרוצה	soddisfatto	ADJ;MASC;SG	ADJ;MASC;PL
מרוצה	soddisfatte	מרוצה	soddisfare	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
מרוצה	felici	מרוצה	felice	ADJ;MASC;SG	ADJ;PL
מרוצה	happy	מרוצה	happy	ADJ;MASC;SG	N
אוסטין	austin	אוסטין	austin	PROPN	N;MASC;SG
פאי	crostata	פאי	crostare		N;FEM;SG
פאי	torta	פאי	torta		N;FEM;SG
פאי	pie	פאי	pia		ADJ;FEM;SG
משפחתית	familiare	משפחתי	familiare	ADV	ADJ;SG
פאוול	powell	פאוול	powell	PROPN	N;MASC;SG
אייזק	isacco	אייזק	isacco	PROPN	N;MASC;SG
אייזק	isaac	אייזק	isaac	PROPN	N;SG
עגול	tondo	עגול	tondo		ADJ;MASC;SG
עגול	rotondo	עגול	rotondo		ADJ;MASC;SG
עגול	round	עגול	round		N;MASC
אהב	amati	אהב	amare	V;MASC;SG;3;PST;ACT	ADJ;MASC;PL
אהב	piaciuti	אהב	piacere	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
אהב	piaciuto	אהב	piacere	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG
אראגון	eragon	אראגון	eragon	PROPN	ADJ;MASC;SG
אראגון	aragona	אראגון	aragona	PROPN	N;FEM;SG
טיולים	escursionismo	טיול	escursionismo	N;MASC;PL	N;MASC;SG
קלרה	klara	קלרה	klara	PROPN	N;FEM;SG
קלרה	clara	קלרה	clara	PROPN	N;FEM;SG
ברקוביץ	berkowitz	ברקוביץ	berkowitz	PROPN	N;MASC;SG
מלזיה	malesia	מלזיה	malesia	PROPN	N;FEM;SG
קמפוס	campos	קמפוס	campos	PROPN	
קמפוס	campus	קמפוס	campus	PROPN	N;MASC
הלפרין	halperin	הלפרין	halperin	PROPN	N;MASC
אומן	oman	אומן	oman		N;MASC
אומן	artigiani	אומן	artigiano		N;MASC;PL
אומן	artigiano	אומן	artigiano		N;MASC;SG
אומן	artista	אומן	artista		N;SG
שנתית	annuale	שנתי	annuale	ADV	ADJ;SG
שנתית	annuali	שנתי	annuale	ADV	ADJ;PL
שנתית	annuale	שנתי	annuale	ADV	ADJ;SG
מעוז	fortezza	מעוז	fortezza	PROPN	N;FEM;SG
מעוז	roccaforte	מעוז	roccaforte	PROPN	N;FEM;SG
מוטה	mota	מוטה	mota		N;FEM;SG
מוטה	motta	מוטה	motta		N;FEM;SG
מוטה	inclinato	מוטה	inclinare		ADJ;MASC;SG
עליונות	superiori	עליונות	superiore	N;FEM;SG	ADJ;CMPR;PL
עליונות	superiore	עליונות	superiore	N;FEM;SG	ADJ;CMPR;SG
סינטרה	sinatra	סינטרה	sinatra	PROPN	N;FEM;SG
שחיתות	corrotti	שחיתות	corrotto	N;FEM;SG	ADJ;MASC;PL
שחיתות	corrompere	שחיתות	corrompere	N;FEM;SG	V;NFIN
שחיתות	corrotto	שחיתות	corrotto	N;FEM;SG	ADJ;MASC;SG
שחיתות	corrotta	שחיתות	corrotto	N;FEM;SG	ADJ;FEM;SG
טרום	pre	טרום	pre	ADV	N;MASC
הומוסקסואלים	omosessuale	הומוסקסואלים	omosessuale	N;MASC;PL	ADJ;SG
קמח	farine	קמח	farina		N;FEM;PL
