और	και	और	και		CONJ
समाप्त	εκπνέει	समाप्त	εκπνέω	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
समाप्त	λήγει	समाप्त	λήγω	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
समाप्त	τελειώσει	समाप्त	τελειώνω	ADJ	V;PFV;NFIN;ACT
समाप्त	τελείωσα	समाप्त	τελειώνω	ADJ	V;PFV;IND;SG;1;PST;FIN;ACT
समाप्त	έληξε	समाप्त	λήγω	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
ब्रिटेन	βρετανία	ब्रिटेन	βρετανία	PROPN;NOM;MASC;SG;3	PROPN;ACC;FEM;SG
करें	toc	कर	toc	V;SBJV;PL;3;FIN;ACT	
दिनों	ημερες	दिन	ημερώ	N;NOM;MASC;PL;3	PRO;NOM;FEM;PL;3
बच्चों	παιδια	बच्चा	παιδί	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
बच्चों	παιδιά	बच्चा	παιδί	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
महत्व	σπουδαιότητα	महत्व	σπουδαιότητα	N;NOM;MASC;SG;3	N;ACC;FEM;SG
रह	reh	रह	reh	V;ACT	
नियम	κανόνες	नियम	κανόνας	N;NOM;MASC;SG;3	N;NOM;MASC;PL
जन्मे	γεννήθηκα	जन्मा	γεννώ	V;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;PASS
जन्मे	γεννημένος	जन्मा	γεννημένος	V;MASC;IND;SG;3;FIN;ACT	V;PFV;NOM;MASC;SG;V.PTCP;PASS
जन्मे	γεννήθηκε	जन्मा	γεννώ	V;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
जन्मे	γεννηθείς	जन्मा	γεννηθής	V;MASC;IND;SG;3;FIN;ACT	ADJ;NOM;MASC;SG
शब्दों	λογια	शब्द	λογιο	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
शब्दों	λόγια	शब्द	λόγος	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
शब्दों	λέξεις	शब्द	λέξη	N;ACC;MASC;PL;3	N;NOM;FEM;PL
चीनी	κινέζος	चीनी	κινέζος		N;NOM;MASC;SG
चीनी	κινεζική	चीनी	κινεζικός		ADJ;NOM;FEM;SG
चीनी	κινέζικο	चीनी	κινέζικος		ADJ;NOM;NEUT;SG
चीनी	κινέζικα	चीनी	κινέζικος		N;NOM;NEUT;PL
चीनी	κινέζοι	चीनी	κινέζος		N;NOM;MASC;PL
सहायक	χρήσιμο	सहायक	χρήσιμο	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सहायक	χρήσιμη	सहायक	χρήσιμος	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
घोषणा	αναγγελία	घोषणा	αναγγελία	N;NOM;FEM;SG;3	N;ACC;FEM;SG
घोषणा	διακήρυξη	घोषणा	διακήρυξη	N;NOM;FEM;SG;3	N;ACC;FEM;SG
घोषणा	δήλωση	घोषणा	δήλωση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
प्रयुक्त	χρησιμοποιήθηκε	प्रयुक्त	χρησιμοποιώ	ADP	V;PFV;IND;SG;3;PST;FIN;PASS
प्रयुक्त	χρησιμοποιείται	प्रयुक्त	χρησιμοποιώ	ADP	V;IPFV;IND;SG;3;PRS;FIN;PASS
प्रयुक्त	χρησιμοποιούνται	प्रयुक्त	χρησιμοποιώ	ADP	V;IPFV;IND;PL;3;PRS;FIN;PASS
प्रयुक्त	χρησιμοποιούμενα	प्रयुक्त	χρησιμοποιούμενος	ADP	ADV
प्रयुक्त	χρησιμοποιούμενες	प्रयुक्त	χρησιμοποιούμενος	ADP	ADJ;NOM;FEM;PL
प्रयुक्त	πραίτορα	प्रयुक्त	πραίτορα	ADP	N
उल्लेख	αναφέρω	उल्लेख	αναφέρω	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
उल्लेख	αναφέρει	उल्लेख	αναφέρω	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
कहीं	κάπου	कहीं	κάπου	PRO;NOM	ADV
उपयुक्त	ενδεδειγμένη	उपयुक्त	ενδείκνυμαι	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
उपयुक्त	κατάλληλα	उपयुक्त	κατάλληλα	ADJ	ADV
उपयुक्त	κατάλληλα	उपयुक्त	κατάλληλα	ADJ	ADV
बंद	κλείσιμο	बंद	κλείσιμο	ADJ	N;NOM;NEUT;SG
बंद	κοντά	बंद	κοντά	ADJ	ADV
बंद	off	बंद	off	ADJ	
बंद	κλειστό	बंद	κλειστός	ADJ	N;NOM;NEUT;SG
बंद	κλειστο	बंद	κλειστος	ADJ	DET;NOM;DEF;MASC;SG
बंद	κλειστά	बंद	κλειστώ	ADJ	ADV
किलोमीटर	χιλιόμετρα	किलोमीटर	χιλιόμετρο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
किलोमीटर	χιλιόμετρα	किलोमीटर	χιλιόμετρο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
जिसने	ποιος	जो	ποιος	PRO;SG;3	DET;NOM;DEF;MASC;SG
इंग्लैंड	αγγλία	इंग्लैंड	αγγλία	PROPN;NOM;MASC;SG;3	PROPN;ACC;FEM;SG
इंग्लैंड	ενγκ	इंग्लैंड	ενγκ	PROPN;NOM;MASC;SG;3	N
लाख	εκατομμύρια	लाख	εκατομμύριο	NUM	N;NOM;NEUT;PL
लाख	λακ	लाख	λακ	NUM	
लाख	lac	लाख	lac	NUM	
खिलाफ	ενάντια	खिलाफ	ενάντια	ADP	ADV
खिलाफ	κόντρα	खिलाफ	κόντρο	ADP	N;ACC;FEM;SG
सफल	επιτυχημένη	सफल	επιτυχημένος	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
सफल	επιτυχές	सफल	επιτυχής	ADJ	N;NOM;NEUT;SG
सफल	πετύχει	सफल	πετυχαίνω	ADJ	V;PFV;NFIN;ACT
सफल	πετύχετε	सफल	πετυχαίνω	ADJ	V;IPFV;IND;PL;2;PRS;FIN;ACT
सफल	επιτυχία	सफल	επιτυχία	ADJ	N;NOM;FEM;SG
पहचान	αναγνώρισης	पहचान	αναγνώριση	N;NOM;FEM;SG;3	N;GEN;FEM;SG
पहचान	αναγνώριση	पहचान	αναγνώριση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
पहचान	ταυτοποίηση	पहचान	ταυτοποίηση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
पहचान	ταυτότητα	पहचान	ταυτότητα	N;NOM;FEM;SG;3	N;ACC;FEM;SG
पहचान	ταυτότητες	पहचान	ταυτότητα	N;NOM;FEM;SG;3	N;NOM;FEM;PL
पहचान	ταυτότητα	पहचान	ταυτότητα	N;NOM;FEM;SG;3	N;ACC;FEM;SG
राष्ट्र	εθνών	राष्ट्र	εθνό	N;NOM;MASC;SG;3	N;GEN;NEUT;PL
राष्ट्र	έθνη	राष्ट्र	έθνος	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
देना	ντίνα	दे	ντίνα	V;MASC;NFIN;ACT	PROPN;NOM;FEM;SG
संग्रह	συλλογές	संग्रह	συλλογή	N;NOM;MASC;SG;3	N;NOM;FEM;PL
संग्रह	αρχειοθέτηση	संग्रह	αρχειοθέτηση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
मौजूद	υπάρχεις	मौजूद	ύπαρχης	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
मौजूद	υπάρχω	मौजूद	υπάρχω	ADJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
मौजूद	παρών	मौजूद	παράνω	ADJ	N;NOM;MASC;SG
मौजूद	δώρο	मौजूद	δώρος	ADJ	N;NOM;NEUT;SG
मौजूद	παρόν	मौजूद	παρόν	ADJ	N;NOM;NEUT;SG
रक्त	blood	रक्त	blood	N;NOM;MASC;SG;3	
कांग्रेस	κογκρέσο	कांग्रेस	κογκρέσο	PROPN;NOM;FEM;SG;3	N;NOM;NEUT;SG
सम्मान	σεβασμό	सम्मान	σεβασμός	N;NOM;MASC;SG;3	N;ACC;MASC;SG
नृत्य	χόρεψε	नृत्य	χορώ	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PST;FIN;ACT
नृत्य	dance	नृत्य	dance	N;NOM;MASC;SG;3	
नृत्य	χορό	नृत्य	χορό	N;NOM;MASC;SG;3	N;ACC;MASC;SG
सामूहिक	συλλογικά	सामूहिक	συλλογικά	ADJ;NOM	ADV
स्रोत	πηγές	स्रोत	πηγή	N;NOM;MASC;SG;3	N;NOM;FEM;PL
स्रोत	πηγες	स्रोत	πηγα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
एकल	single	एकल	single	N;NOM;MASC;SG;3	
एकल	ενιαία	एकल	ενιαίος	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
संकेत	προτροπή	संकेत	προτροπή	N;NOM;MASC;SG;3	N;ACC;FEM;SG
संकेत	υπόδειξη	संकेत	υπόδειξη	N;NOM;MASC;SG;3	N;ACC;FEM;SG
मानक	στάνταρ	मानक	στάνταρ		N;GEN;NEUT;PL
मानक	πρότυπο	मानक	πρότυπο		N;NOM;NEUT;SG
मानक	standard	मानक	standard		
स्वतंत्रता	λίμπερτι	स्वतन्त्रता	λίμπερτι	N;NOM;FEM;SG;3	
किन्तु	αρπάζει	किन्तु	αρπάζω		V;IPFV;IND;SG;3;PRS;FIN;ACT
विकि	wiki	विकि	wiki		
विद्यालय	σχολεία	विद्यालय	σχολείο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
विद्यालय	σχολές	विद्यालय	σχολή	N;NOM;MASC;SG;3	N;NOM;FEM;PL
अंतर्राष्ट्रीय	international	अंतर्राष्ट्रीय	international	PROPN;NOM;SG;3	
अंतर्राष्ट्रीय	διεθνείς	अंतर्राष्ट्रीय	διεθνής	PROPN;NOM;SG;3	ADJ;NOM;FEM;PL
अंतर्राष्ट्रीय	διεθνής	अंतर्राष्ट्रीय	διεθνής	PROPN;NOM;SG;3	ADJ;NOM;FEM;SG
अंतर्राष्ट्रीय	διεθνή	अंतर्राष्ट्रीय	διεθνής	PROPN;NOM;SG;3	ADV
अंतर्राष्ट्रीय	διεθνές	अंतर्राष्ट्रीय	διεθνής	PROPN;NOM;SG;3	ADJ;NOM;NEUT;SG
विशाल	μεγαλοπρεπή	विशाल	μεγαλοπρεπή	ADJ;NOM	ADV
विशाल	απέραντο	विशाल	απέραντος	ADJ;NOM	N;NOM;NEUT;SG
गैर	non	गैर	non		
बंगाल	βεγγάλης	बंगाल	βεγγάλος	PROPN;NOM;MASC;SG;3	PROPN;GEN;FEM;SG
कानून	νόμο	कानून	νόμος	N;NOM;MASC;SG;3	N;ACC;MASC;SG
कानून	νόμους	कानून	νόμος	N;NOM;MASC;SG;3	N;ACC;MASC;PL
कानून	νόμοι	कानून	νόμος	N;NOM;MASC;SG;3	N;NOM;MASC;PL
जैन	jain	जैन	jain	PROPN;NOM;MASC;SG;3	
महान	υπέροχα	महान	υπέροχος	ADJ	ADV
बल	force	बल	force	N;NOM;MASC;SG;3	
बल	δύναμη	बल	δύναμη	N;NOM;MASC;SG;3	N;ACC;FEM;SG
भाई	bro	भाई	bro	N;NOM;MASC;SG;3	
भाई	αδερφέ	भाई	αδερφή	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
भाई	αδελφέ	भाई	αδελφή	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PST;FIN;ACT
भाई	αδερφέ	भाई	αδερφή	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
भाई	αδελφέ	भाई	αδελφή	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PST;FIN;ACT
तहत	υπό	तहत	υπό	CONJ	ADP
उपचार	θεραπείες	उपचार	θεραπεία	N;NOM;MASC;SG;3	N;NOM;FEM;PL
केन्द्र	κέντρο	केंद्र	κέντρο	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
केन्द्र	κεντρο	केंद्र	κεντρο	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
केन्द्र	center	केंद्र	center	PROPN;NOM;MASC;SG;3	
केन्द्र	κέντρο	केंद्र	κέντρο	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
अवस्था	πολιτεία	अवस्था	πολιτεία	N;NOM;FEM;SG;3	N;ACC;FEM;SG
अवस्था	state	अवस्था	state	N;NOM;FEM;SG;3	
लागू	εφαρμόστηκε	लागू	εφαρμόζω	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
लागू	εφαρμόζεται	लागू	εφαρμόζω	ADJ	V;IPFV;IND;SG;3;PRS;FIN;PASS
लागू	ισχύουν	लागू	ισχύω	ADJ	V;IPFV;IND;PL;3;PRS;FIN;ACT
लागू	εφαρμόζεται	लागू	εφαρμόζω	ADJ	V;IPFV;IND;SG;3;PRS;FIN;PASS
निजी	προσωπικό	निजी	προσωπικό	ADJ;NOM	N;NOM;NEUT;SG
निजी	προσωπικά	निजी	προσωπικά	ADJ;NOM	ADV
निजी	ιδιωτικά	निजी	ιδιωτικός	ADJ;NOM	ADV
निर्णय	αποφάσεις	निर्णय	απόφαση	N;NOM;MASC;SG;3	N;NOM;FEM;PL
जॉन	τζων	जॉन	τζων	PROPN;NOM;MASC;SG;3	
जॉन	τζον	जॉन	τζο	PROPN;NOM;MASC;SG;3	
जॉन	john	जॉन	john	PROPN;NOM;MASC;SG;3	
जॉन	ιωάννης	जॉन	ιωάννης	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
मिला	βρέθηκαν	मिल	βρίσκω	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
मिला	βρεθηκε	मिल	βρίσκω	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
मिला	βρέθηκε	मिल	βρίσκω	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
घंटे	ώρες	घंटा	ώρα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
घंटे	ωρες	घंटा	ωρα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
प्रारंभिक	προκαταρκτικά	प्रारंभिक	προκαταρκτικά	ADJ;NOM	ADV
प्रारंभिक	προκαταρκτικό	प्रारंभिक	προκαταρκτικός	ADJ;NOM	N;NOM;NEUT;SG
मुक्त	δωρεάν	मुक्त	δωρεάν	ADJ	
मुक्त	free	मुक्त	free	ADJ	
परन्तु	αλλά	परन्तु	αλλά		CONJ
परन्तु	αλλα	परन्तु	αλλα		ADV
परन्तु	μα	परन्तु	μα		ADV
मनुष्य	ανθρώπινα	मनुष्य	ανθρώπινος	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;PL
मनुष्य	ανθρώπινη	मनुष्य	ανθρώπινος	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मनुष्य	ανθρώπινο	मनुष्य	ανθρώπινος	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मनुष्य	ανθρωπίνων	मनुष्य	ανθρώπινος	N;NOM;MASC;SG;3	ADJ;GEN;NEUT;PL
मनुष्य	ανθρώπινος	मनुष्य	ανθρώπινος	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मनुष्य	φίλε	मनुष्य	φίλομαι	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
मनुष्य	φιλε	मनुष्य	φίλομαι	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
उपकरण	εργαλείο	उपकरण	εργαλείο	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
उपकरण	εξοπλισμού	उपकरण	εξοπλισμός	N;NOM;MASC;PL;3	N;GEN;MASC;SG
उपकरण	εξοπλισμός	उपकरण	εξοπλισμός	N;NOM;MASC;PL;3	N;NOM;MASC;SG
उपकरण	συσκευή	उपकरण	συσκευή	N;NOM;MASC;PL;3	N;NOM;FEM;SG
नेपाल	νεπάλ	नेपाल	νεπάλ	PROPN;NOM;MASC;SG;3	
बदलाव	αλλαγή	बदलाव	αλλαγή	N;NOM;MASC;SG;3	N;ACC;FEM;SG
बदलाव	ρέστα	बदलाव	ρέστα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
अनुमति	άδειες	अनुमति	άδεια	N;NOM;FEM;SG;3	N;NOM;FEM;PL
अनुमति	επιτρέπεται	अनुमति	επιτρέπω	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN;PASS
अनुमति	επιτρέπονται	अनुमति	επιτρέπω	N;NOM;FEM;SG;3	V;IPFV;IND;PL;3;PRS;FIN;PASS
अनुमति	επιτρεπόμενες	अनुमति	επιτρεπόμενος	N;NOM;FEM;SG;3	ADJ;NOM;FEM;PL
अनुमति	επιτρεπόμενη	अनुमति	επιτρεπόμενος	N;NOM;FEM;SG;3	V;PFV;NOM;FEM;SG;V.PTCP;PASS
नीति	πολιτικη	नीति	πολιτικη	N;NOM;FEM;SG;3	DET;NOM;DEF;FEM;SG
हवाई	χαβάης	हवाई	χαβά	N;NOM	PROPN;GEN;FEM;SG
हवाई	χαβάη	हवाई	χαβά	N;NOM	PROPN;NOM;FEM;SG
वापस	πλάτη	वापस	πλάτος	ADJ	N;NOM;FEM;SG
वापस	πισω	वापस	πισω	ADJ	ADV
वापस	πίσω	वापस	πίσω	ADJ	ADV
यूरोपीय	ευρώπη	यूरोपीय	ευρώπη	PROPN;NOM;SG;3	PROPN;ACC;FEM;SG
यूरोपीय	ευρωπη	यूरोपीय	ευρωπη	PROPN;NOM;SG;3	N;NOM;FEM;SG
यूरोपीय	ευρωπαϊκή	यूरोपीय	ευρωπαϊκός	PROPN;NOM;SG;3	ADJ;NOM;FEM;SG
पटना	πάτνα	पटना	πάτνα	PROPN;NOM;MASC;SG;3	N
साधारण	απλός	साधारण	απλός	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
साधारण	απλή	साधारण	απλός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
साधारण	απλό	साधारण	απλός	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
साधारण	ασήμαντο	साधारण	ασήμαν	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
साधारण	μέτριο	साधारण	μέτριο	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
साधारण	στρατηγός	साधारण	στρατηγός	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
साधारण	γενική	साधारण	γενικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
साधारण	γενικές	साधारण	γενικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
साधारण	γενικά	साधारण	γενικά	PROPN;NOM;MASC;SG;3	ADV
साधारण	γενικό	साधारण	γενικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
पंजाब	πουντζάμπ	पंजाब	πουντζάμπ	PROPN;NOM;MASC;SG;3	
दक्षिणी	νότιο	दक्षिणी	νότιος	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
दक्षिणी	νότιος	दक्षिणी	νότιος	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
दक्षिणी	νότια	दक्षिणी	νότιος	PROPN;NOM;MASC;SG;3	ADV
दक्षिणी	νότιο	दक्षिणी	νότιος	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
दक्षिणी	νοτια	दक्षिणी	νοτίος	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
दक्षिणी	νότια	दक्षिणी	νότιος	PROPN;NOM;MASC;SG;3	ADV
दक्षिणी	νότος	दक्षिणी	νότος	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
नया	νεα	नया	νέος	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
नया	νέο	नया	νέος	ADJ;NOM;MASC;SG	ADJ;ACC;NEUT;SG
नया	νέα	नया	νέος	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;PL
नया	νεότερα	नया	νέος	ADJ;NOM;MASC;SG	ADV;CMPR
पर्वत	ορεινή	पर्वत	ορεινός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
पर्वत	μάουντεν	पर्वत	μάουντεν	N;NOM;MASC;SG;3	
सूर्य	κυρ	सूर्य	κυρ	N;NOM;MASC;SG;3	
सूर्य	ήλιος	सूर्य	ήλιος	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
अनुवाद	μετάφραση	अनुवाद	μετάφραση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
अनुवाद	μεταφράσω	अनुवाद	μεταφράζω	N;NOM;MASC;SG;3	V;PFV;IND;SG;1;FIN;ACT
अनुवाद	μεταφράσεις	अनुवाद	μεταφράση	N;NOM;MASC;SG;3	N;NOM;FEM;PL
समुदाय	κοινότητες	समुदाय	κοινότητα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
समुदाय	κοινότητα	समुदाय	κοινότητα	N;NOM;MASC;SG;3	N;ACC;FEM;SG
समुदाय	κοινότητας	समुदाय	κοινότητα	N;NOM;MASC;SG;3	N;GEN;FEM;SG
मान	αξίες	मान	αξία	V;SG;FIN;ACT	N;NOM;FEM;PL
मान	τιμές	मान	τιμή	V;SG;FIN;ACT	N;NOM;FEM;PL
मान	τιμή	मान	τιμή	V;SG;FIN;ACT	N;NOM;FEM;SG
मान	αξία	मान	αξία	V;SG;FIN;ACT	N;ACC;FEM;SG
टीवी	τηλεόραση	टीवी	τηλεόραση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
टीवी	tv	टीवी	tv	N;NOM;MASC;SG;3	
टीवी	τηλεοραση	टीवी	τηλεοραση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
हाल	πρόσφατα	हाल	πρόσφατα	N;NOM;MASC;SG;3	ADV
हाल	πρόσφατη	हाल	πρόσφατος	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
