den	de	den	de	PRO;DEF;MASC+FEM;SG	DET;DEF
vapen	pistolen	vapen	pistool	N;NOM;INDF;NEUT;SG	N;PL
ford	ford	ford	ford	PROPN;NOM	N;MASC+FEM;SG
val	val	val	vallen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
val	verkiezingen	val	verkiezing	N;NOM;INDF;NEUT;SG	N;PL
val	verkiezingen	val	verkiezing	N;NOM;INDF;NEUT;SG	N;PL
cruz	cruz	cruz	cruz	PROPN;NOM	N;MASC+FEM;SG
inre	interieur	inre	interieur	ADJ;NOM;CMPR	N;NEUT;SG
inre	binnenland	inre	binnenland	ADJ;NOM;CMPR	N;NEUT;SG
inre	intern	inre	intern	ADJ;NOM;CMPR	ADJ
inre	inwendig	inre	inwendig	ADJ;NOM;CMPR	ADJ
inre	binnenste	inre	binnen	ADJ;NOM;CMPR	N;MASC+FEM;SG
inre	innerlijke	inre	innerlijk	ADJ;NOM;CMPR	ADJ
inre	innerlijk	inre	innerlijk	ADJ;NOM;CMPR	ADJ
harry	harry	harry	harry	N;NOM;INDF;MASC+FEM;SG	PROPN;MASC+FEM;SG
sten	stenen	sten	steen	N;NOM;INDF;MASC+FEM;SG	N;PL
sten	rotsen	sten	rotsen	N;NOM;INDF;MASC+FEM;SG	N;PL
nederländerna	nederland	nederland	nederland	N;NOM;DEF;MASC+FEM;PL	N;NEUT;SG
nhl	nhl	nhl	nhl	PROPN;NOM	PROPN;NEUT;SG
månader	maandenlang	månad	maandenlang	N;NOM;INDF;MASC+FEM;PL	ADJ
tom	leeg	tom	leeg	N;NOM;INDF;MASC+FEM;SG	ADJ
tom	leegmaken	tom	leegmaken	N;NOM;INDF;MASC+FEM;SG	V;NFIN
tom	lege	tom	leeg	N;NOM;INDF;MASC+FEM;SG	ADJ
tom	ledig	tom	ledig	N;NOM;INDF;MASC+FEM;SG	ADV
finalen	finales	final	finale	N;NOM;DEF;MASC+FEM;SG	N;PL
rudolf	rudolf	rudolf	rudolf	PROPN;NOM	N;MASC+FEM;SG
jämtland	jämtland	jämtland	jämtland	PROPN;NOM	N;NEUT;SG
kronor	sek	krona	sek	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
kronor	kronen	krona	kroon	N;NOM;INDF;MASC+FEM;PL	V;NFIN
florida	florida	florid	florida	PROPN;NOM	N;NEUT;SG
dig	jij	du	jij	PRO;ACC;DEF;MASC+FEM;SG	PRO;NOM;2
henri	hendrik	henri	hendrik	PROPN;NOM	N;MASC+FEM;SG
henri	henri	henri	henri	PROPN;NOM	N;MASC+FEM;SG
arthur	arthur	arthur	arthur	PROPN;NOM	N;MASC+FEM;SG
hotad	bedreigde	hota	bedreigen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;SG;PST;FIN
hotad	bedreigd	hota	bedreigen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
hotad	bedreigd	hota	bedreigen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
hotad	bedreigde	hota	bedreigen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;SG;PST;FIN
oscar	oscar	oscar	oscar	PROPN;NOM	PROPN;NEUT;SG
värmland	värmland	värmland	värmland	PROPN;NOM	N;NEUT;SG
livet	life	liv	life	N;NOM;DEF;NEUT;SG	
minnesota	minnesota	minnesota	minnesota	PROPN;NOM	N;MASC+FEM;SG
juvelvingar	lycaenidae	juvelving	lycaenidae	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
regional	regionale	regional	regionaal	N;NOM;INDF;MASC+FEM;SG	ADJ
regional	regionaal	regional	regionaal	N;NOM;INDF;MASC+FEM;SG	ADJ
datum	dadels	datum	dadel	N;NOM;INDF;NEUT;SG	N;PL
leon	leon	leon	leon	PROPN;NOM	N;MASC+FEM;SG
djup	diep	djup	diep	N;NOM;INDF;MASC+FEM;SG	ADJ
djup	diepe	djup	diep	N;NOM;INDF;MASC+FEM;SG	ADJ
johnson	johnson	johnson	johnson	PROPN;NOM	N;MASC+FEM;SG
höga	high	hög	high	ADJ;NOM;PL	
tills	till	tills	till	ADV	N;MASC+FEM;SG
tills	tot	tills	tot	ADV	ADP
alberta	alberta	albert	alberta	PROPN;NOM	N;NEUT;SG
lätt	easy	lätt	easy	ADJ;NOM;INDF;NEUT;SG	N;MASC+FEM;SG
kairo	cairo	kairo	cairo	PROPN;NOM	N;MASC+FEM;SG
kairo	caïro	kairo	caïro	PROPN;NOM	N;NEUT;SG
makedonska	macedonische	makedonsk	macedonisch	N;NOM;INDF;MASC+FEM;SG	ADJ
krig	oorlogen	krig	oorlog	N;NOM;INDF;NEUT;SG	N;PL
skog	bossen	skog	bossen	N;NOM;INDF;MASC+FEM;SG	N;PL
skog	houtsoorten	skog	houtsoort	N;NOM;INDF;MASC+FEM;SG	N;PL
skog	bossen	skog	bossen	N;NOM;INDF;MASC+FEM;SG	N;PL
skog	bossen	skog	bossen	N;NOM;INDF;MASC+FEM;SG	N;PL
beroende	afhankelijkheid	beroende	afhankelijkheid	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
beroende	afhankelijkheid	beroende	afhankelijkheid	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
beroende	verslaafd	beroende	verslaven	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
beroende	verslaving	beroende	verslaving	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
leder	leads	leda	lead	V;IND;PRS;FIN;ACT	N;PL
leder	gewrichten	leda	wrichten	V;IND;PRS;FIN;ACT	N;PL
leder	joints	leda	joints	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
domingo	domingo	domingo	domingo	PROPN;NOM	N;MASC+FEM;SG
bayern	beieren	bay	beieren	N;NOM;DEF;MASC+FEM;SG	V;NFIN
utveckling	evolution	utveckling	evolution	N;NOM;INDF;MASC+FEM;SG	
utveckling	ontwikkelingen	utveckling	ontwikkeling	N;NOM;INDF;MASC+FEM;SG	N;PL
spanska	spaanse	spanska	Spaans	N;NOM;INDF;MASC+FEM;SG	ADJ
spanska	spaans	spanska	spaans	N;NOM;INDF;MASC+FEM;SG	ADJ
övre	upper	övre	upper	ADJ;NOM;CMPR	N;MASC+FEM;SG
övre	bovenste	övre	boven	ADJ;NOM;CMPR	ADJ;RL
övre	opper	övre	opper	ADJ;NOM;CMPR	N;MASC+FEM;SG
nedan	onder	nedan	onder	ADV	ADP
nedan	hieronder	nedan	hieronder	ADV	N;MASC+FEM;SG
indien	india	indien	india	PROPN;NOM	PROPN;NEUT;SG
läst	lezen	läsa	lezen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;NFIN
läst	gelezen	läsa	lezen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
läst	lees	läsa	lezen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PRS;FIN
åland	åland	åland	åland	PROPN;NOM	PROPN;NEUT;SG
åland	aland	åland	aland	PROPN;NOM	N;NEUT;SG
lee	lee	lee	lee	PROPN;NOM	N;MASC+FEM;SG
pris	prijzen	pris	prijs	N;NOM;INDF;NEUT;SG	N;PL
centre	centreren	cena	centreren	N;NOM;INDF;NEUT;SG	V;NFIN
song	nummer	song	nummer	PROPN;NOM	N;MASC+FEM;SG
song	song	song	song	PROPN;NOM	N;MASC+FEM;SG
song	zang	song	zang	PROPN;NOM	N;MASC+FEM;SG
song	lied	song	lied	PROPN;NOM	N;NEUT;SG
song	liedje	song	liedje	PROPN;NOM	N;NEUT;SG
prag	praag	prag	praag	PROPN;NOM	N;NEUT;SG
bengt	bengt	bengt	bengen	PROPN;NOM	V;SG;PRS;FIN
nusa	nusa	nusa	nusa	N	PROPN;NEUT;SG
michigan	michigan	michigan	michigan	PROPN;NOM	N;NEUT;SG
arkitekt	architecten	arkitekt	architect	N;NOM;INDF;MASC+FEM;SG	N;PL
tasmanien	tasmanië	tasmaniun	tasmanië	PROPN;NOM	N;NEUT;SG
vem	who	vem	who	PRO;INDF;MASC+FEM;SG	
tack	thnx	tack	thnx	N;NOM;INDF;NEUT;SG	INTJ
tack	bedankt	tack	bedanken	N;NOM;INDF;NEUT;SG	V;V.PTCP
final	definitief	final	definitief	N;NOM;INDF;MASC+FEM;SG	ADJ
final	finales	final	finale	N;NOM;INDF;MASC+FEM;SG	N;PL
fel	verkeerd	fel	verkeerd	N;NOM;INDF;NEUT;SG	ADJ
fel	verkeerde	fel	verkeerd	N;NOM;INDF;NEUT;SG	ADJ
fel	fouten	fel	fout	N;NOM;INDF;NEUT;SG	N;PL
fel	vergissingen	fel	vergissing	N;NOM;INDF;NEUT;SG	N;PL
fel	fouten	fel	fout	N;NOM;INDF;NEUT;SG	N;PL
medverkade	bijgedragen	medverkad	bijdragen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
medverkade	bijdroeg	medverkad	bijdraag	ADJ;NOM;PL;PST;V.PTCP	V;SG;PST;FIN
medverkade	meegedaan	medverkad	meedoen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
medverkade	deelgenomen	medverkad	deelnemen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
gård	boerderijen	gård	boerderij	N;NOM;INDF;MASC+FEM;SG	N;PL
sovjetunionen	ussr	sovjetunionen	ussr	PROPN;NOM	N;MASC+FEM;SG
yngre	younger	ung	younger	ADJ;NOM;CMPR	N;MASC+FEM;SG
yngre	jonge	ung	jong	ADJ;NOM;CMPR	ADJ
yngre	jong	ung	jong	ADJ;NOM;CMPR	ADJ
yngre	young	ung	young	ADJ;NOM;CMPR	N;MASC+FEM;SG
yngre	junior	ung	junior	ADJ;NOM;CMPR	N;MASC+FEM;SG
såg	saw	se	saw	V;IMP;FIN;ACT	N;MASC+FEM;SG
såg	zaag	se	zaag	V;IMP;FIN;ACT	N;MASC+FEM;SG
ägde	eigendom	ägde	eigendom	V;IND;PST;FIN;ACT	N;NEUT;SG
utbildning	trainen	utbildning	trainen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
ses	ses	se	ses	V;NFIN;PASS	N;MASC+FEM;SG
konst	kunsten	konst	kunst	N;NOM;INDF;MASC+FEM;SG	N;PL
jones	jones	jon	jone	PROPN;NOM	N;PL
jacques	jacques	jacques	jacque	PROPN;NOM	N;PL
italienska	italiaan	italiensk	italiaan	ADJ;NOM;PL	N;MASC+FEM;SG
hör	hoor	höra	hoor	V;IND;PRS;FIN;ACT	INTJ
hermann	hermann	herman	hermann	PROPN;NOM	N;MASC+FEM;SG
landskap	landschappen	landskap	landschap	N;NOM;INDF;NEUT;SG	N;PL
allmänna	generaal	allmän	generaal	ADJ;NOM;PL	N;MASC+FEM;SG
virginia	virginia	virgini	virginia	PROPN;NOM	N;MASC+FEM;SG
eric	eric	eric	eric	PROPN;NOM	N;MASC+FEM;SG
eric	erik	eric	erik	PROPN;NOM	N;MASC+FEM;SG
mästare	kampioenen	mäst	kampioen	N;NOM;INDF;MASC+FEM;SG	N;PL
mästare	champions	mäst	champion	N;NOM;INDF;MASC+FEM;SG	N;PL
fågel	vogels	fågel	vogel	N;NOM;INDF;MASC+FEM;SG	N;PL
sports	sporten	sport	sporten	N;NOM;INDF;MASC+FEM;SG	V;NFIN
sofia	sofia	sofia	sofia	PROPN;NOM	N;MASC+FEM;SG
sofia	sophia	sofia	sophia	PROPN;NOM	N;MASC+FEM;SG
oblast	oblast	oblast	oblast	PROPN;NOM	N;MASC+FEM;SG
precis	exact	precis	exact	ADV	ADJ
precis	precies	precis	precies	ADV	ADJ
spring	rennen	spring	rennen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
spring	uitvoeren	spring	uitvoeren	N;NOM;INDF;MASC+FEM;SG	V;NFIN
free	free	free	free	V;IMP;FIN;ACT	
free	vrij	free	vrij	V;IMP;FIN;ACT	ADJ
free	gratis	free	gratis	V;IMP;FIN;ACT	ADJ
försök	probeer	försök	proberen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
försök	proberen	försök	proberen	N;NOM;INDF;NEUT;SG	V;NFIN
oss	oss	vi	oss	PRO;ACC;DEF;MASC+FEM;PL	PROPN;NEUT;SG
bidrag	subsidies	bidrag	subsidie	N;NOM;INDF;NEUT;SG	N;PL
bidrag	subsidies	bidrag	subsidie	N;NOM;INDF;NEUT;SG	N;PL
bidrag	beurzen	bidrag	beurs	N;NOM;INDF;NEUT;SG	N;PL
bidrag	premies	bidrag	premie	N;NOM;INDF;NEUT;SG	N;PL
bidrag	bijdragen	bidrag	bijdrage	N;NOM;INDF;NEUT;SG	N;PL
frank	frank	frank	frank	PROPN;NOM	N;MASC+FEM;SG
jesus	jezus	jesus	jezus	PROPN;NOM	N;MASC+FEM;SG
jesus	jesus	jesus	jesus	PROPN;NOM	N;MASC+FEM;SG
angeles	angeles	angeles	angel	PROPN;NOM	PROPN;NEUT;SG
priset	prijzen	pris	prijs	N;NOM;DEF;NEUT;SG	N;PL
visa	weergave	visa	weergave	V;IMP;FIN;ACT	N;MASC+FEM;SG
visa	uitzicht	visa	uitzicht	V;IMP;FIN;ACT	N;NEUT;SG
visa	weergave	visa	weergave	V;IMP;FIN;ACT	N;MASC+FEM;SG
visa	weergeven	visa	weergeven	V;IMP;FIN;ACT	N;PL
visa	display	visa	display	V;IMP;FIN;ACT	N;NEUT;SG
visa	toon	visa	toon	V;IMP;FIN;ACT	N;MASC+FEM;SG
visa	weergeven	visa	weergeven	V;IMP;FIN;ACT	N;PL
visa	show	visa	show	V;IMP;FIN;ACT	N;MASC+FEM;SG
kalmar	kalmar	kalma	kalmar	PROPN;NOM	N;NEUT;SG
kontrakt	contracten	kontrakt	contract	N;NOM;INDF;NEUT;SG	N;PL
fråga	ask	fråga	ask	N;NOM;INDF;MASC+FEM;SG	INTJ
fråga	opvragen	fråga	opvragen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
vår	onze	vår	ons	N;NOM;INDF;MASC+FEM;SG	PRO;1
vår	ons	vår	ons	N;NOM;INDF;MASC+FEM;SG	PRO;ACC;1
vår	vår	vår	vår	N;NOM;INDF;MASC+FEM;SG	
vår	onze	vår	ons	N;NOM;INDF;MASC+FEM;SG	PRO;1
wilson	wilson	wilson	wilson	PROPN;NOM	PROPN;MASC+FEM;SG
bäst	best	bra	best	ADV;RL	ADJ;RL
bäst	beste	bra	goed	ADV;RL	ADJ;RL
projekt	projecten	projekt	project	N;NOM;INDF;NEUT;SG	N;PL
tur	gelukkig	tur	gelukkig	N;NOM;INDF;MASC+FEM;SG	ADJ
radera	wissen	radera	wissen	V;IMP;FIN;ACT	N;PL
bor	bor	bo	bor	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
bor	boor	bo	boor	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
militär	militairen	militär	militair	N;NOM;INDF;MASC+FEM;SG	N;PL
militär	militair	militär	militair	N;NOM;INDF;MASC+FEM;SG	ADJ
militär	militaire	militär	militair	N;NOM;INDF;MASC+FEM;SG	ADJ
uppgifter	informatie	uppgift	informatie	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
uppgifter	data	uppgift	data	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
piper	piepen	piper	piep	N;NOM;INDF;MASC+FEM;SG	V;NFIN
umeå	umeå	umeå	ume	PROPN;NOM	PROPN;NEUT;SG
das	das	das	das	PROPN;NOM	N;MASC+FEM;SG
blue	blauw	blue	blauw	N;NOM;INDF;MASC+FEM;SG	ADJ
blue	blauwe	blue	blauw	N;NOM;INDF;MASC+FEM;SG	ADJ
eriksson	eriksson	eriksson	eriksson	PROPN;NOM	N;MASC+FEM;SG
sucre	sucre	suc	sucre	PROPN;NOM	N;MASC+FEM;SG
frågor	vragen	fråga	vraag	N;NOM;INDF;MASC+FEM;PL	V;NFIN
menar	gemiddelde	mena	gemiddeld	V;IND;PRS;FIN;ACT	ADJ
menar	gemeen	mena	gemeen	V;IND;PRS;FIN;ACT	ADJ
menar	mean	mena	mean	V;IND;PRS;FIN;ACT	
hills	heuvels	hills	heuvel	N;NOM;INDF;MASC+FEM;SG	N;PL
hills	hills	hills	hill	N;NOM;INDF;MASC+FEM;SG	N;PL
björn	bjorn	björn	bjorn	PROPN;NOM	N;MASC+FEM;SG
björn	beer	björn	beer	PROPN;NOM	N;MASC+FEM;SG
björn	beertje	björn	beer	PROPN;NOM	N;NEUT;SG
björn	bear	björn	bear	PROPN;NOM	N;MASC+FEM;SG
björn	beren	björn	beer	PROPN;NOM	N;PL
björn	björn	björn	bjorn	PROPN;NOM	N;MASC+FEM;SG
domare	rechter	dom	rechter	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
domare	judge	dom	judg	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
domare	oordelen	dom	oordelen	N;NOM;INDF;MASC+FEM;PL	V;NFIN
domare	scheidsrechter	dom	scheidsrechter	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
journalist	journalisten	journalist	journalist	N;NOM;INDF;MASC+FEM;SG	N;PL
antingen	ofwel	antingen	ofwel	CONJ	ADV
estland	estland	estland	estland	PROPN;NOM	PROPN;NEUT;SG
estland	litouwen	estland	litouw	PROPN;NOM	PROPN;NEUT;SG
saknar	juffrouw	sakna	juffrouw	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
saknar	miss	sakna	missen	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
saknar	mejuffrouw	sakna	mejuffrouw	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
zagreb	zagreb	zagreb	zagreb	PROPN;NOM	N;NEUT;SG
arbeten	klussen	arbete	klus	N;NOM;INDF;NEUT;PL	V;NFIN
ferdinand	ferdinand	ferdinand	ferdinand	PROPN;NOM	N;MASC+FEM;SG
indian	indisch	indian	indisch	N;NOM;INDF;MASC+FEM;SG	ADJ
indian	indiaas	indian	indiaas	N;NOM;INDF;MASC+FEM;SG	ADJ
indian	indiase	indian	indiase	N;NOM;INDF;MASC+FEM;SG	ADJ
indian	indische	indian	indisch	N;NOM;INDF;MASC+FEM;SG	ADJ
skalbaggar	keversoort	skalbagg	keversoort	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
skalbaggar	kever	skalbagg	kever	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
slog	hit	slå	hit	V;IMP;PST;FIN;ACT	N;MASC+FEM;SG
slog	treffer	slå	treffer	V;IMP;PST;FIN;ACT	N;MASC+FEM;SG
svarta	black	svart	black	ADJ;NOM;PL	
haute	haute	haute	haute	PROPN;NOM	N;MASC+FEM;SG
baserad	gebaseerd	basera	baseren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
spår	track	spår	track	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
spår	spoor	spår	spoor	N;NOM;INDF;NEUT;PL	N;NEUT;SG
spår	trail	spår	trail	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
spår	spoor	spår	spoor	N;NOM;INDF;NEUT;PL	N;NEUT;SG
spår	traces	spår	traces	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
spår	traceren	spår	traceren	N;NOM;INDF;NEUT;PL	V;NFIN
spår	spoor	spår	spoor	N;NOM;INDF;NEUT;PL	N;NEUT;SG
spår	trace	spår	trace	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
kraft	forceren	kraft	forceren	N;NOM;INDF;MASC+FEM;SG	V;NFIN
kraft	force	kraft	force	N;NOM;INDF;MASC+FEM;SG	
jack	jaap	jack	jaap	PROPN;NOM	N;MASC+FEM;SG
jack	jack	jack	jack	PROPN;NOM	N;MASC+FEM;SG
jack	sjaak	jack	sjaak	PROPN;NOM	N;MASC+FEM;SG
idaho	idaho	idaho	idaho	PROPN;NOM	N;MASC+FEM;SG
franz	franz	franz	franz	PROPN;NOM	N;MASC+FEM;SG
skapad	gegenereerd	skapa	ererereren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
skapad	aangemaakt	skapa	aanmaken	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
skapad	gegenereerde	skapa	enerereren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
skapad	aangemaakt	skapa	aanmaken	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
skapad	gecreëerd	skapa	creëren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
skapad	gemaakt	skapa	maken	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
skapad	geschapen	skapa	scheppen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
unga	young	ung	young	ADJ;NOM;PL	N;MASC+FEM;SG
relativt	relatief	relativt	relatief	ADV	ADJ
relativt	relatieve	relativt	relatief	ADV	ADJ
relativt	relatief	relativt	relatief	ADV	ADJ
francisco	francisco	francisco	francisco	PROPN;NOM	N;MASC+FEM;SG
eva	eva	eva	eva	PROPN;NOM	N;MASC+FEM;SG
eva	eva	eva	eva	PROPN;NOM	N;MASC+FEM;SG
eva	eve	eva	even	PROPN;NOM	N;MASC+FEM;SG
beslut	beslissingen	beslut	beslissing	N;NOM;INDF;NEUT;SG	N;PL
beslut	besluiten	beslut	besluit	N;NOM;INDF;NEUT;SG	N;PL
beslut	beschikkingen	beslut	beschikking	N;NOM;INDF;NEUT;SG	N;PL
georgien	georgië	georgien	georgië	PROPN;NOM	PROPN;NEUT;SG
georgien	georgia	georgien	georgia	PROPN;NOM	N;NEUT;SG
scott	scott	scott	scoten	PROPN;NOM	N;MASC+FEM;SG
ifk	ifk	ifk	ifk	PROPN;NOM	PROPN;NEUT;SG
lunds	lund	lund	lunden	PROPN;GEN	N;NEUT;SG
american	amerikaans	america	amerikaans	N;NOM;INDF;MASC+FEM;SG	ADJ
american	amerikaanse	america	amerikaans	N;NOM;INDF;MASC+FEM;SG	ADJ
moskva	moskou	moskva	moskou	PROPN;NOM	PROPN;NEUT;SG
jackson	jackson	jackson	jackson	PROPN;NOM	N;MASC+FEM;SG
slutligen	eindelijk	slutligen	eindelijk	ADV	ADJ
slutligen	uiteindelijk	slutligen	uiteindelijk	ADV	ADJ
olsson	olsson	olsson	olsson	PROPN;NOM	N;MASC+FEM;SG
utgiven	gepubliceerd	utge	publiceren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utgiven	verschenen	utge	verschijnen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utgiven	gepubliceerde	utge	publiceren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utgiven	uitgegeven	utge	uitgeven	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
italiensk	italiaan	italiensk	italiaan	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
suva	suva	suva	suva	PROPN;NOM	N;MASC+FEM;SG
hitta	zoek	hitta	zoek	V;IMP;FIN;ACT	ADJ
jonas	jonas	jona	jonas	PROPN;NOM	N;MASC+FEM;SG
klart	clear	klar	clear	ADJ;NOM;INDF;NEUT;SG	
öppna	openen	öppen	openen	ADJ;NOM;PL	V;NFIN
grundade	gegrond	grunda	gronden	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
grundade	opgericht	grunda	oprichten	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
grundade	gesticht	grunda	stichten	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
haiti	haïti	haiti	haïti	N;NOM;INDF;NEUT;SG	PROPN;NEUT;SG
viktigaste	main	viktig	main	ADJ;NOM;DEF;RL	N;MASC+FEM;SG
tidiga	early	tidig	early	ADJ;NOM;PL	
rysk	rus	rysk	rus	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
metal	metalen	metal	metalen	N;NOM;INDF;MASC+FEM;SG	N;PL
nio	nine	nio	nine	NUM;NOM	N;MASC+FEM;SG
läkare	arts	läkare	arts	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
läkare	geneesheer	läkare	geneesheer	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
läkare	arts	läkare	arts	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
läkare	doktor	läkare	doktor	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
läkare	dokter	läkare	dokter	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
läkare	doctor	läkare	doctor	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
warren	warren	farr	warr	PROPN;NOM	N;PL
hot	dreigingen	hot	dreiging	N;NOM;INDF;NEUT;SG	N;PL
hot	bedreigingen	hot	bedreiging	N;NOM;INDF;NEUT;SG	N;PL
hot	warm	hot	warm	N;NOM;INDF;NEUT;SG	ADJ
hot	heet	hot	heten	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
fartyg	schepen	fartyg	schip	N;NOM;INDF;NEUT;SG	N;PL
fartyg	vaartuigen	fartyg	vaartuig	N;NOM;INDF;NEUT;SG	N;PL
västerås	västerås	västerås	västerås	PROPN;NOM	PROPN;NEUT;SG
japanska	japans	japansk	japans	N;NOM;INDF;MASC+FEM;SG	ADJ
japanska	japanners	japansk	japanner	N;NOM;INDF;MASC+FEM;SG	N;PL
japanska	japanse	japansk	japans	N;NOM;INDF;MASC+FEM;SG	ADJ
svt	svt	svt	svt	PROPN;NOM	N;MASC+FEM;SG
cape	cape	cape	cape	PROPN;NOM	N;MASC+FEM;SG
cape	kaap	cape	kaap	PROPN;NOM	N;MASC+FEM;SG
motsvarande	equivalent	motsvarande	equivalent	ADJ;NOM;PRS;V.PTCP	N;NEUT;SG
motsvarande	corresponderende	motsvarande	corresponderen	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
royal	koninklijke	royal	koninklijk	N;NOM;INDF;MASC+FEM;SG	ADJ
royal	koninklijk	royal	koninklijk	N;NOM;INDF;MASC+FEM;SG	ADJ
euphorbia	euphorbia	euphorbia	euphorbia	V;IMP;FIN;ACT	N;MASC+FEM;SG
cypern	cyprus	cypern	cyprus	N;NOM;DEF;MASC+FEM;SG	PROPN;NEUT;SG
françois	francois	françois	francois	PROPN;NOM	N;MASC+FEM;SG
françois	françois	françois	françois	PROPN;NOM	N;MASC+FEM;SG
françois	francois	françois	francois	PROPN;NOM	N;MASC+FEM;SG
françois	françois	françois	françois	PROPN;NOM	N;MASC+FEM;SG
antonio	antonio	antonio	antonio	PROPN;NOM	N;MASC+FEM;SG
politisk	politiek	politisk	politiek	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
speciellt	speciaal	speciell	speciaal	ADV	ADJ
speciellt	bijzonder	speciell	bijzonder	ADV	ADJ
speciellt	speciale	speciell	speciaal	ADV	ADJ
speciellt	special	speciell	special	ADV	N;MASC+FEM;SG
speciellt	speciaal	speciell	speciaal	ADV	ADJ
ghana	ghana	ghan	ghana	PROPN;NOM	PROPN;NEUT;SG
bad	slechte	be	slecht	V;IMP;FIN;ACT	ADJ
bad	bad	be	bad	V;IMP;FIN;ACT	N;NEUT;SG
bad	slecht	be	slecht	V;IMP;FIN;ACT	ADJ
bad	bad	be	bad	V;IMP;FIN;ACT	N;NEUT;SG
media	media	media	media	N;NOM;INDF;NEUT;SG	N;PL
damaskus	damascus	damaskus	damascus	PROPN;NOM	N;MASC+FEM;SG
paulo	paulo	paulo	paulo	PROPN;NOM	N;MASC+FEM;SG
