터치스크린	pekskärm	터치스크린	pekskärm		N;NOM;INDF;MASC+FEM;SG
손해	förluster	손해	förlust		N;NOM;INDF;MASC+FEM;PL
손해	skador	손해	skada		N;NOM;INDF;MASC+FEM;PL
손해	skada	손해	skada		N;NOM;INDF;MASC+FEM;SG
버추얼	virtuella	버추+ㄴ	virtuell	N	ADJ;NOM;PL
버추얼	virtuell	버추+ㄴ	virtuell	N	ADJ;NOM;INDF;MASC+FEM;SG
버추얼	virtuellt	버추+ㄴ	virtuell	N	ADJ;NOM;INDF;NEUT;SG
어시스트	bistår	어시스트	bistå	N	V;IND;PRS;FIN;ACT
아이비	ivy	아이비	ivy		N;NOM;INDF;MASC+FEM;SG
스플리트	dela	스플리트	dela	PROPN	V;IMP;FIN;ACT
스플리트	delning	스플리트	delning	PROPN	N;NOM;INDF;MASC+FEM;SG
스플리트	split	스플리트	splita	PROPN	N;NOM;INDF;NEUT;SG
스플리트	delad	스플리트	delad	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
베이컨	bacon	베이컨	bacon		N;NOM;INDF;MASC+FEM;SG
코니	connie	코니	connie		PROPN;NOM
치프	chef	치프	chef		N;NOM;INDF;MASC+FEM;SG
치프	chief	치프	chief		N;NOM;INDF;MASC+FEM;SG
치프	chefen	치프	chef		N;NOM;DEF;MASC+FEM;SG
치프	hövding	치프	hövding		N;NOM;INDF;MASC+FEM;SG
노스웨스턴	northwestern	노스웨스턴	north-West	PROPN	N;NOM;DEF;MASC+FEM;SG
노스웨스턴	nordvästra	노스웨스턴	nordvästra	PROPN	ADJ;NOM;DEF;SG
에베레스트	everest	에베레스트	everest	PROPN	N;NOM;INDF;MASC+FEM;SG
타원형	elliptisk	타원형	elliptisk		ADJ;NOM;INDF;MASC+FEM;SG
마일스	miles	마일스	miles		N;NOM;INDF;MASC+FEM;SG
마일스	mil	마일스	mil		N;NOM;INDF;MASC+FEM;SG
디나르	dinar	디나르	din	PROPN	N;NOM;INDF;MASC+FEM;SG
리처드슨	richardson	리처드슨	richardson	PROPN	PROPN;NOM
마인드	sinnen	마인드	sinne		N;NOM;INDF;NEUT;PL
피드백	gensvar	피드백	gensvar		N;NOM;INDF;NEUT;SG
피드백	återkoppling	피드백	återkoppling		N;NOM;INDF;MASC+FEM;SG
피드백	feedback	피드백	feedback		N;NOM;INDF;MASC+FEM;SG
피드백	synpunkter	피드백	synpunkt		N;NOM;INDF;MASC+FEM;PL
피드백	respons	피드백	respons		N;NOM;INDF;MASC+FEM;SG
공지	tillkännagivande	공지	tillkännagivande	N	ADJ;NOM;PRS;V.PTCP
공지	märka	공지	märka	N	V;IMP;FIN;ACT
잠금	låser	잠금	låsa	N	V;IND;PRS;FIN;ACT
바하마	bahamas	바하마	bahama	PROPN	N;NOM;INDF;MASC+FEM;SG
설리번	sullivan	설리번	sullivan		PROPN;NOM
훌리오	julio	자리+오	julio	PROPN	PROPN;NOM
루니	rooney	루니	rooney	N	PROPN;NOM
무례한	otrevlig	무례+하+ㄴ	otrevlig	V	ADJ;NOM;INDF;MASC+FEM;SG
무례한	oförskämt	무례+하+ㄴ	oförskämd	V	ADJ;NOM;INDF;NEUT;SG
무례한	oförskämd	무례+하+ㄴ	oförskämd	V	ADJ;NOM;INDF;MASC+FEM;SG
매트	matt	매트	matt		N;NOM;INDF;MASC+FEM;SG
매트	matte	매트	matte		N;NOM;INDF;MASC+FEM;SG
매트	mattan	매트	matta		N;NOM;DEF;MASC+FEM;SG
매트	matta	매트	matta		N;NOM;INDF;MASC+FEM;SG
매트	mattor	매트	mattor		N;NOM;INDF;MASC+FEM;PL
매트	mats	매트	mats		PROPN;NOM
항아리	jar	항아리	ja		N;NOM;INDF;NEUT;SG
항아리	burk	항아리	burk		N;NOM;INDF;MASC+FEM;SG
항아리	burkar	항아리	burka		N;NOM;INDF;MASC+FEM;PL
엘런	ellen	엘런	ellen		PROPN;NOM
고마쓰	komatsu	고마쓰	komatsu		N;NOM;INDF;MASC+FEM;SG
지불	betalar	지불	betala		V;IND;PRS;FIN;ACT
지불	betalande	지불	betalande		ADJ;NOM;PRS;V.PTCP
지불	betalar	지불	betala		V;IND;PRS;FIN;ACT
지불	betala	지불	betala		V;IMP;FIN;ACT
지불	betalar	지불	betala		V;IND;PRS;FIN;ACT
지불	avbetalning	지불	avbetalning		N;NOM;INDF;MASC+FEM;SG
지불	betalning	지불	betalning		N;NOM;INDF;MASC+FEM;SG
지불	utbetalning	지불	utbetalning		N;NOM;INDF;MASC+FEM;SG
감지	upptäckt	감+지	upptäcka	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
감지	påvisat	감+지	påvisa	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
감지	upptäckt	감+지	upptäcka	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
감지	upptäckta	감+지	upptäckt	N	ADJ;NOM;PL;PST;V.PTCP
감지	upptäcktes	감+지	upptäcka	N	V;IND;PST;FIN;PASS
감지	upptäcka	감+지	upptäcka	N	V;IMP;FIN;ACT
감지	detektera	감+지	detektera	N	V;IMP;FIN;ACT
네이션	nations	네이션	nation		N;NOM;INDF;MASC+FEM;SG
네이션	nationen	네이션	nation		N;NOM;DEF;MASC+FEM;SG
네이션	nation	네이션	nation		N;NOM;INDF;MASC+FEM;SG
언제부터	sedan	언제+부터	sedan		ADV
연습생	öva	연습생	öva	N	V;IMP;FIN;ACT
워프	warp	워프	warp		N;NOM;INDF;NEUT;SG
갈라	galan	가르+아	galan		N;NOM;DEF;MASC+FEM;SG
갈라	gala	가르+아	gal		N;NOM;INDF;MASC+FEM;SG
아브라함	ibrahim	아브라함	ibrahim	PROPN	PROPN;NOM
아브라함	abraham	아브라함	abraham	PROPN	PROPN;NOM
아리스토텔레스	aristoteles	아리스토텔레스	aristoteles	PROPN	PROPN;NOM
체계적	systematiska	체계+적	systematisk	N	ADJ;NOM;PL
체계적	systematisk	체계+적	systematisk	N	ADJ;NOM;INDF;MASC+FEM;SG
체계적	systematiskt	체계+적	systematisk	N	ADJ;NOM;INDF;NEUT;SG
크로니클	chronicle	크로니클	chronicle		N;NOM;INDF;MASC+FEM;SG
크로니클	krönika	크로니클	krönik		N;NOM;INDF;MASC+FEM;SG
가까워	närmare	가깝+어	nära		ADV;CMPR
가까워	närmre	가깝+어	närare		ADV;CMPR
자격증	certifierad	자격증	certifiera	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
자격증	certifierat	자격증	certifierad	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
자격증	certifierade	자격증	certifiera	N	ADJ;NOM;PL;PST;V.PTCP
루미	rumi	루미	rumi		N;NOM;INDF;NEUT;SG
매리너	mariner	매리너	marin	PROPN	N;NOM;INDF;MASC+FEM;PL
남서	sydvästra	남서	sydvästra		ADJ;NOM;DEF;SG
남서	sydväst	남서	sydväst		ADV
스완	svanen	스완	svan		N;NOM;DEF;MASC+FEM;SG
스완	swan	스완	swan		PROPN;NOM
스완	svan	스완	svan		N;NOM;INDF;MASC+FEM;SG
흔적	spåra	흔적	spåra	N	V;NFIN;ACT
에드먼턴	edmonton	에드먼턴	edmonton	PROPN	PROPN;NOM
말라위	malawi	말라위	malawi	PROPN	PROPN;NOM
캐치	catch	캐치	catch		N;NOM;INDF;NEUT;SG
캐치	fångst	캐치	fångst		N;NOM;INDF;MASC+FEM;SG
캐치	fånga	캐치	fånga		V;IMP;FIN;ACT
넷스케이프	netscape	넷스케이프	netscape	PROPN	PROPN;NOM
오늘도	idag	오늘+도	idag		ADV
파서	tolk	파+서	tolk		N;NOM;INDF;MASC+FEM;SG
부모님	överliggande	부모님	överliggande	N	ADJ;NOM;PRS;V.PTCP
스위프트	swift	스위프트	swift		PROPN;NOM
수류탄	granat	수류탄	gran	N	ADV
콜렉션	samling	콜렉션	samling		N;NOM;INDF;MASC+FEM;SG
콜렉션	samlingen	콜렉션	samling		N;NOM;DEF;MASC+FEM;SG
콜렉션	collection	콜렉션	collection		N;NOM;INDF;MASC+FEM;SG
콜렉션	insamling	콜렉션	insamling		N;NOM;INDF;MASC+FEM;SG
단점	baksida	단점	baksida		N;NOM;INDF;MASC+FEM;SG
단점	nackdelar	단점	nackdel		N;NOM;INDF;MASC+FEM;PL
몬테레이	monterrey	몬테레이	monterrey		N;NOM;INDF;MASC+FEM;SG
펀자브	punjab	펀자브	punjab	PROPN	N;NOM;INDF;MASC+FEM;SG
펀자브	punjabi	펀자브	punjabi	PROPN	N;NOM;INDF;MASC+FEM;SG
하버	hamn	하버	hamn		N;NOM;INDF;MASC+FEM;SG
하버	hamnen	하버	hamn		N;NOM;DEF;MASC+FEM;SG
하버	harbour	하버	harbour		N;NOM;INDF;NEUT;SG
무제한	obegränsad	무제+하+ㄴ	obegränsad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
무제한	oinskränkt	무제+하+ㄴ	oinskränkt	V	ADV
무제한	obegränsat	무제+하+ㄴ	obegränsad	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
무제한	obegränsade	무제+하+ㄴ	obegränsad	V	ADJ;NOM;PL;PST;V.PTCP
무제한	obegränsad	무제+하+ㄴ	obegränsad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
숨김	gömt	숨김	göma	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
숨김	dold	숨김	dölja	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
숨김	gömd	숨김	gömd	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
숨김	dolda	숨김	dölja	N	ADJ;NOM;PL;PST;V.PTCP
숨김	dolt	숨김	dolt	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
메사	mesa	메사	mycket		PROPN;NOM
메사	mej	메사	myjket		PRO;ACC;DEF;MASC+FEM;SG
매기	maggie	매+기	maggie		PROPN;NOM
행복하게	gladeligen	행복+하+게	gladeligen	CONJ	ADV
행복하게	glatt	행복+하+게	glatt	CONJ	ADV
행복하게	lyckligt	행복+하+게	lycklig	CONJ	ADJ;NOM;INDF;NEUT;SG
귀도	guido	귀+도	guido		PROPN;NOM
닫습니다	stänga	닫+습니다	stänga		V;IMP;NFIN;ACT
닫습니다	nära	닫+습니다	nära		ADV
닫습니다	stäng	닫+습니다	stäng		V;IMP;FIN;ACT
닫습니다	stänger	닫+습니다	stang		V;IND;PRS;FIN;ACT
독립기념일	självständighet	독립+기념+이+ㄹ	självständighet	V	N;NOM;INDF;MASC+FEM;SG
독립기념일	oberoende	독립+기념+이+ㄹ	oberoende	V	ADJ;NOM;PRS;V.PTCP
독립기념일	självständigt	독립+기념+이+ㄹ	självständig	V	ADJ;NOM;INDF;NEUT;SG
독립기념일	oavhängighet	독립+기념+이+ㄹ	oavhängighet	V	N;NOM;INDF;MASC+FEM;SG
독립기념일	independence	독립+기념+이+ㄹ	independence	V	N;NOM;INDF;NEUT;PL
스캇	scott	스캇	scott		PROPN;NOM
의사당	capitol	의사당	capitol	N	PROPN;NOM
억제	hämmande	억제	hämma	N	ADJ;NOM;PRS;V.PTCP
사우샘프턴	southampton	사우샘프턴	southampton	PROPN	PROPN;NOM
베네딕트	benedict	베네딕트	benedict		N;NOM;INDF;MASC+FEM;SG
도달	uppnådda	도달	uppnådd		ADJ;NOM;PL;PST;V.PTCP
도달	nått	도달	nå		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
도달	nås	도달	nå		V;IND;FIN;PASS
도달	nådd	도달	nådd		N;NOM;INDF;MASC+FEM;SG
도달	nåtts	도달	nåta		V;V.CVB;PASS
도달	räckvidden	도달	räckvidd		N;NOM;DEF;MASC+FEM;SG
도달	reach	도달	reach		N;NOM;INDF;NEUT;SG
도달	nå	도달	nå		V;IMP;FIN;ACT
도달	räckvidd	도달	räckvidd		N;NOM;INDF;MASC+FEM;SG
도달	når	도달	nå		V;IND;PRS;FIN;ACT
라그나로크	ragnarök	라그나로크	ragnarök		N;NOM;INDF;MASC+FEM;SG
인덱스	förteckning	인덱스	förteckning		N;NOM;INDF;MASC+FEM;SG
인덱스	index	인덱스	index		N;NOM;INDF;NEUT;SG
인덱스	index	인덱스	index		N;NOM;INDF;NEUT;SG
인덱스	förteckningar	인덱스	förteckning		N;NOM;INDF;MASC+FEM;PL
플라워	blomma	플라우+어	blomma		N;NOM;INDF;MASC+FEM;SG
플라워	blomman	플라우+어	blomma		N;NOM;DEF;MASC+FEM;SG
아메드	ahmed	아메드	ahmed	PROPN	PROPN;NOM
피어	peer	피+어	peer		N;NOM;INDF;MASC+FEM;SG
피어	inbördes	피+어	inbördes		N;NOM;INDF;NEUT;SG
리비우	lviv	리비우	lviv	PROPN	PROPN;NOM
배운다	läs	배우+ㄴ다	läsa		V;IMP;FIN;ACT
배운다	lär	배우+ㄴ다	lära		V;IND;PRS;FIN;ACT
배운다	lära	배우+ㄴ다	lära		V;IMP;FIN;ACT
위트레흐트	utrecht	위트레트트	utrecht	PROPN	PROPN;NOM
비스마르크	bismarck	비스마르크	bismarck		PROPN;NOM
파도	vågor	파+도	våga		N;NOM;INDF;MASC+FEM;PL
파도	våg	파+도	våg		N;NOM;INDF;MASC+FEM;SG
파도	vinka	파+도	vinken		V;IMP;FIN;ACT
파도	wave	파+도	wave		N;NOM;INDF;NEUT;SG
엘프	nisse	엘프	nisse	N	PROPN;NOM
웬디	wendy	웬디	wendy		PROPN;NOM
백조	swan	백조	swan	N	PROPN;NOM
심어	planterat	심+어	plantera		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
심어	planterats	심+어	plantera		V;V.CVB;PASS
심어	planterade	심+어	plantera		ADJ;NOM;PL;PST;V.PTCP
심어	planteras	심+어	plantera		V;IND;NFIN;PASS
스노우	vinterdäck	스노우	vinterdäck		N;NOM;INDF;NEUT;PL
스노우	snö	스노우	snö		N;NOM;INDF;MASC+FEM;SG
스노우	snöfall	스노우	snöfall		N;NOM;INDF;NEUT;SG
라디에이터	kylare	라디에이터	kyl	ADV	N;NOM;INDF;MASC+FEM;PL
거스	gus	거스	gus	PROPN	PROPN;NOM
타라	tara	타라	tara		N;NOM;INDF;MASC+FEM;SG
마르코스	marcos	마르코스	marcos	PROPN	PROPN;NOM
바빌론	babylon	바빌론	babylon		N;NOM;INDF;MASC+FEM;SG
베일리	bailey	베일리	bailey		PROPN;NOM
다코타	dakota	다코타	dakot	PROPN	PROPN;NOM
에식스	essex	에식스	essex	PROPN	PROPN;NOM
페니	penny	페니	penny		PROPN;NOM
페니	öre	페니	öre		N;NOM;INDF;NEUT;PL
레딩	redding	레딩	redding		PROPN;NOM
워렌	warren	워렌	farr		PROPN;NOM
브라보	bravo	브라보	bravo		N;NOM;INDF;MASC+FEM;SG
볼프	varg	볼프	varg		N;NOM;INDF;MASC+FEM;SG
볼프	wolf	볼프	wolf		PROPN;NOM
볼프	vargen	볼프	varg		N;NOM;DEF;MASC+FEM;SG
하이라이트	belyst	하이라이트	belysa		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
하이라이트	betonade	하이라이트	betona		V;NOM;PL;PST;V.PTCP;ACT
하이라이트	markerade	하이라이트	markera		V;NOM;PL;PST;V.PTCP
하이라이트	markerad	하이라이트	markerad		N;NOM;INDF;MASC+FEM;SG
하이라이트	markerat	하이라이트	markera		ADV
하이라이트	slingor	하이라이트	slinga		N;NOM;INDF;MASC+FEM;PL
하이라이트	höjdpunkter	하이라이트	höjdpunkt		N;NOM;INDF;MASC+FEM;PL
하이라이트	belyser	하이라이트	belysa		V;IND;PRS;FIN;ACT
하이라이트	höjdpunkt	하이라이트	höjdpunkt		N;NOM;INDF;MASC+FEM;SG
하이라이트	markera	하이라이트	markera		V;IMP;FIN;ACT
하이라이트	belysa	하이라이트	belysa		V;IMP;FIN;ACT
하이라이트	framhäva	하이라이트	framhäva		V;IMP;FIN;ACT
바닐라	vanilj	바라+라	vanilj		N;NOM;INDF;MASC+FEM;SG
두뇌	hjärna	두뇌	hjärna		N;NOM;INDF;MASC+FEM;SG
두뇌	hjärnan	두뇌	hjärna		N;NOM;DEF;MASC+FEM;SG
두뇌	brain	두뇌	brain		N;NOM;INDF;MASC+FEM;SG
손오공	goku	손오공	goku	N	PROPN;NOM
알란	alan	알+란	alan		PROPN;NOM
망치	hammer	망치	hammer	N	PROPN;NOM
주디	judy	주디	judy		PROPN;NOM
대각선	diagonal	대각선	diagonal		N;NOM;INDF;MASC+FEM;SG
피타고라스	pythagoras	피타고라스	pythagora		V;NFIN;PASS
멜로	melo	멜로	melo		PROPN;NOM
카레	curry	카레	curry		N;NOM;INDF;MASC+FEM;SG
지브롤터	gibraltar	지브롤터	gibralt	PROPN	N;NOM;INDF;NEUT;SG
헤럴드	herald	헤럴드	herald		N;NOM;INDF;MASC+FEM;SG
헤럴드	herold	헤럴드	herold		PROPN;NOM
유스티니아누스	justinianus	유스티니아누스	justinianus		PROPN;NOM
글래스	glas	글래스	glas		N;NOM;INDF;NEUT;SG
뱅크스	banks	뱅크스	banks		N;NOM;INDF;MASC+FEM;SG
뱅크스	bankerna	뱅크스	bank		N;NOM;DEF;MASC+FEM;PL
뱅크스	banker	뱅크스	bank		N;NOM;INDF;MASC+FEM;PL
뱅크스	bankers	뱅크스	bank		N;GEN;INDF;MASC+FEM;PL
부착	bifoga	부착	bifog	N	V;IMP;FIN;ACT
컴팩트	kompakt	컴팩트	kompakt		ADJ;NOM;INDF;MASC+FEM;SG
컴팩트	komprimera	컴팩트	komprimera		V;IMP;FIN;ACT
장애물	hoppar	장애물	hoppa	N	V;IND;PRS;FIN;ACT
장애물	hoppande	장애물	hoppande	N	ADJ;NOM;PRS;V.PTCP
복숭아	persika	복숭아	persika		N;NOM;INDF;MASC+FEM;SG
복숭아	peach	복숭아	peach		N;NOM;INDF;NEUT;SG
닝보	ningbo	닝보	ningbo	PROPN	PROPN;NOM
콘월	cornwall	콘월	cornwall		PROPN;NOM
자정	midnatt	자정	midnatt		N;NOM;INDF;MASC+FEM;SG
자정	midnight	자정	midnight		N;NOM;INDF;MASC+FEM;SG
싸이	psy	싸이	psy		N;NOM;INDF;NEUT;SG
프로토타입	prototypen	프로토타입	prototyp		N;NOM;DEF;MASC+FEM;SG
프로토타입	prototyp	프로토타입	prototyp		N;NOM;INDF;MASC+FEM;SG
프로토타입	prototyper	프로토타입	prototyp		N;NOM;INDF;MASC+FEM;PL
프로토타입	prototyper	프로토타입	prototyp		N;NOM;INDF;MASC+FEM;PL
템플	templet	템플	tempel		N;NOM;DEF;NEUT;SG
템플	tempel	템플	tempel		N;NOM;INDF;NEUT;SG
템플	temple	템플	temple		N;NOM;INDF;NEUT;SG
웰스	welles	웰스	welles		PROPN;NOM
웰스	brunnar	웰스	brunna		N;NOM;INDF;MASC+FEM;PL
웰스	wells	웰스	wells		PROPN;NOM
에덴	eden	에덴	eden		N;NOM;INDF;MASC+FEM;SG
에두아르도	eduardo	에두아르+도	eduardo	PROPN	PROPN;NOM
코브라	kobra	코브+이+라	kobra		N;NOM;INDF;MASC+FEM;SG
코브라	cobra	코브+이+라	cobra		N;NOM;INDF;MASC+FEM;SG
플라톤	platon	플라톤	platon		N;NOM;DEF;MASC+FEM;SG
그리피스	griffith	그리피스	griffith	PROPN	PROPN;NOM
그리피스	griffiths	그리피스	griffiths	PROPN	PROPN;NOM
민트	mint	민트	mint		N;NOM;INDF;MASC+FEM;SG
민트	mynta	민트	mynta		N;NOM;INDF;MASC+FEM;SG
민트	myntverk	민트	myntverk		N;NOM;INDF;NEUT;SG
롤리	raleigh	롤리	raleigh	PROPN	PROPN;NOM
트로이아	troy	트로이아	troy	PROPN	PROPN;NOM
트로이아	troja	트로이아	troja	PROPN	N;NOM;INDF;MASC+FEM;SG
컨셉	begreppet	컨셉	begrepp		N;NOM;DEF;NEUT;SG
컨셉	begrepp	컨셉	begrepp		N;NOM;INDF;NEUT;PL
컨셉	koncept	컨셉	koncept		N;NOM;INDF;NEUT;SG
컨셉	konceptet	컨셉	koncept		N;NOM;DEF;NEUT;SG
컨셉	begrepp	컨셉	begrepp		N;NOM;INDF;NEUT;PL
컨셉	koncept	컨셉	koncept		N;NOM;INDF;NEUT;SG
제우스	zeus	제우스	zeus		N;NOM;INDF;MASC+FEM;SG
긴장	nervös	긴장	nervös	N	ADJ;NOM;INDF;MASC+FEM;SG
긴장	nervöst	긴장	nervösa	N	ADJ;NOM;INDF;NEUT;SG
긴장	nervösa	긴장	nervös	N	ADJ;NOM;PL
긴장	spända	긴장	spända	N	ADJ;NOM;PL;PST;V.PTCP
워털루	waterloo	워털루	waterloo	PROPN	PROPN;NOM
지다	jeddah	지+다	jeddah		PROPN;NOM
노구치	noguchi	노구치	noguchi		PROPN;NOM
안젤로	angelo	안젤+로	angelo	ADV	PROPN;NOM
안젤로	angela	안젤+로	angela	ADV	N;NOM;INDF;MASC+FEM;SG
원예	trädgårdsskötsel	원예	trädgårdsskötsel		N;NOM;INDF;MASC+FEM;SG
지부티	djibouti	지부티	djibouti	PROPN	N;NOM;INDF;NEUT;SG
스탠포드	stanford	스탠포드	stanford		PROPN;NOM
개선하기	förbättring	개선+하+기	förbättring	V	N;NOM;INDF;MASC+FEM;SG
개선하기	förbättrad	개선+하+기	förbättrad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
몽골족	mongoler	몽골족	mongol	PROPN	N;NOM;INDF;MASC+FEM;PL
몽골족	mongol	몽골족	mongol	PROPN	N;NOM;INDF;MASC+FEM;SG
프라이스	pris	프라이스	pris		N;NOM;INDF;NEUT;SG
프라이스	price	프라이스	price		PROPN;NOM
프라이스	priset	프라이스	pris		N;NOM;DEF;NEUT;SG
프라이스	pryce	프라이스	pryce		N;NOM;INDF;MASC+FEM;SG
불규칙	oregelbunden	불규칙	oregelbund		N;NOM;INDF;MASC+FEM;SG
불규칙	oregelbundet	불규칙	oregelbund		N;NOM;DEF;NEUT;SG
불규칙	oregelbundna	불규칙	oregelbunden		ADJ;NOM;PL
사자자리	leos	사자자리	leos	N	PROPN;GEN
사자자리	leo	사자자리	leo	N	PROPN;NOM
스테파니	stefani	스테파니	stefani		PROPN;NOM
스테파니	stefanie	스테파니	stefanie		PROPN;NOM
스테파니	stephanie	스테파니	stephanie		PROPN;NOM
킬로그램	kilogram	킬로그램	kilogram		N;NOM;INDF;NEUT;SG
킬로그램	kilogram	킬로그램	kilogram		N;NOM;INDF;NEUT;SG
두부	tofu	두부	tofu		N;NOM;INDF;MASC+FEM;SG
볼프스부르크	wolfsburg	볼프스부르크	wolfsburg	PROPN	PROPN;NOM
쿠르드	kurdistan	쿠르드	kurdistan	PROPN	N;NOM;DEF;MASC+FEM;SG
차분한	lugna	차분+하+ㄴ	lugna	V	ADJ;NOM;PL
차분한	lugnet	차분+하+ㄴ	lugn	V	N;NOM;DEF;NEUT;SG
차분한	lugn	차분+하+ㄴ	lugn	V	ADJ;NOM;INDF;MASC+FEM;SG
바니	barney	바니	barney		PROPN;NOM
바니	varney	바니	varney		N;NOM;INDF;NEUT;SG
아순시온	asuncion	아순+시온	asuncion	PROPN	N;NOM;INDF;MASC+FEM;SG
디아스	díaz	디아스	díaz	PROPN	PROPN;NOM
디아스	díaz	디아스	díaz	PROPN	PROPN;NOM
디아스	diaz	디아스	di	PROPN	PROPN;NOM
볼리바르	bolivar	볼리바르	boliva	PROPN	N;NOM;INDF;MASC+FEM;PL
볼리바르	bolívar	볼리바르	boltva	PROPN	N;NOM;INDF;MASC+FEM;SG
엘렌	ellen	엘렌	ellen		PROPN;NOM
모방	oäkta	모방	oäkta		N;NOM;INDF;MASC+FEM;SG
모방	imitation	모방	imitation		N;NOM;INDF;MASC+FEM;SG
랜드마크	landmärke	랜드마크	landmärke	N	V;IMP;FIN;ACT
고민	bekymmer	고민	bekymmer		N;NOM;INDF;NEUT;SG
그놈	gnome	그놈	gnom		N;NOM;INDF;NEUT;SG
약사	apotekare	약사	apotekare		N;NOM;INDF;MASC+FEM;PL
약사	apotekare	약사	apotekare		N;NOM;INDF;MASC+FEM;PL
약사	farmaceut	약사	farmaceut		N;NOM;INDF;MASC+FEM;SG
수프	soppan	수프	soppa		N;NOM;DEF;MASC+FEM;SG
수프	soppa	수프	soppa		N;NOM;INDF;MASC+FEM;SG
수프	soppor	수프	soppa		N;NOM;INDF;MASC+FEM;PL
측도	åtgärd	측도	åtgärd		N;NOM;INDF;MASC+FEM;SG
측도	mäta	측도	mäta		V;IMP;FIN;ACT
측도	mät	측도	mät		V;IMP;FIN;ACT
리라	lira	리+라	lira		V;IMP;FIN;ACT
리라	lire	리+라	lire		N;NOM;INDF;MASC+FEM;SG
트와일라잇	skymning	트와일라인	skymning	ADV	N;NOM;INDF;MASC+FEM;SG
트와일라잇	twilight	트와일라인	twilight	ADV	N;NOM;INDF;MASC+FEM;SG
트와일라잇	skymningen	트와일라인	skymning	ADV	N;NOM;DEF;MASC+FEM;SG
나탈리	natalie	나탈리	natalie		PROPN;NOM
에밀리오	emilio	에밀리오	emilio	PROPN	PROPN;NOM
우크라이나인	ukrainare	우크라이+이+인	ukrainare		N;NOM;INDF;MASC+FEM;PL
우크라이나인	ukrainarna	우크라이+이+인	ukrainare		N;NOM;DEF;MASC+FEM;PL
악용	missbruka	악용	missbruka	N	V;IMP;FIN;ACT
콕스	cox	콕스	cox		PROPN;NOM
초보자	nybörjare	초보자	nybörjare		N;NOM;INDF;MASC+FEM;PL
초보자	nybörjare	초보자	nybörjare		N;NOM;INDF;MASC+FEM;PL
초보자	novis	초보자	novis		N;NOM;INDF;MASC+FEM;SG
초보자	nybörjare	초보자	nybörjare		N;NOM;INDF;MASC+FEM;PL
남동	sydöstra	남동	sydöstra		ADJ;NOM;DEF;SG
남동	sydost	남동	sydost		ADV
남동	sydöst	남동	sydöst		N;NOM;INDF;MASC+FEM;SG
남동	sydöstra	남동	sydöstra		ADJ;NOM;DEF;SG
바부다	barbuda	바부+이+다	barbuda	PROPN	PROPN;NOM
카슈미르	kashmir	카슈미르	kashmir	PROPN	PROPN;NOM
블리치	blekmedel	블리치	blekmedel		N;NOM;INDF;NEUT;PL
수수	sorghum	수수	sorghum		N;NOM;INDF;MASC+FEM;SG
히트맨	hitman	히트맨	hitma		N;NOM;INDF;MASC+FEM;SG
버니	bernie	버니	bernie		PROPN;NOM
토레스	torres	토레스	torres	PROPN	PROPN;NOM
에리트레아	eritrea	에리트레아	eritre	PROPN	N;NOM;INDF;NEUT;SG
명목	nominellt	명목	nominell	N	ADV
명목	nominella	명목	nominell	N	ADJ;NOM;PL
엘비스	elvis	엘비스	elvis		N;NOM;INDF;MASC+FEM;SG
귀한	sällsynta	귀하+ㄴ	sällsynta		ADJ;NOM;PL
귀한	sällsynt	귀하+ㄴ	sällsynt		ADJ;NOM;INDF;NEUT;SG
리베라	rivera	리베+이+라	rivera		PROPN;NOM
양수	positivt	양수	positiv		ADJ;NOM;INDF;NEUT;SG
양수	positiv	양수	positiv		ADJ;NOM;INDF;MASC+FEM;SG
양수	positiva	양수	positiv		ADJ;NOM;PL
어색한	krångligt	어색하+ㄴ	krånglig	V	ADJ;NOM;INDF;NEUT;SG
어색한	besvärligt	어색하+ㄴ	besvärlig	V	ADJ;NOM;INDF;NEUT;SG
어색한	pinsamt	어색하+ㄴ	pinsam	V	ADJ;NOM;INDF;NEUT;SG
피카츄	pikachu	피카츄	pikachu		N;NOM;INDF;MASC+FEM;SG
불가피한	oundviklig	불가피+하+ㄴ	oundviklig	V	ADJ;NOM;INDF;MASC+FEM;SG
불가피한	oundvikligt	불가피+하+ㄴ	oundviklig	V	ADJ;NOM;INDF;NEUT;SG
