और	et	और	et		CONJ
दल	parti	दल	partir	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
दल	cohortes	दल	cohorte	N;NOM;MASC;SG;3	N;FEM;PL
मीटर	mts	मीटर	mt	N;NOM;MASC;SG;3	
मीटर	compteurs	मीटर	compteur	N;NOM;MASC;SG;3	N;MASC;PL
मीटर	mètres	मीटर	mètre	N;NOM;MASC;SG;3	N;MASC;PL
मीटर	mètres	मीटर	mètre	N;NOM;MASC;SG;3	N;MASC;PL
क्रिया	verbes	क्रिया	verbe	N;NOM;FEM;SG;3	N;MASC;PL
क्रिया	actions	क्रिया	action	N;NOM;FEM;SG;3	N;FEM;PL
गूगल	google	गूगल	google	PROPN;NOM;MASC;SG;3	N;MASC;SG
गूगल	google	गूगल	google	PROPN;NOM;MASC;SG;3	N;MASC;SG
कॉलेज	collèges	कॉलेज	collège	N;NOM;MASC;SG;3	N;MASC;PL
विवाह	mariages	विवाह	mariage	N;NOM;MASC;SG;3	N;MASC;PL
विवाह	mariages	विवाह	mariage	N;NOM;MASC;SG;3	N;MASC;PL
विवाह	noces	विवाह	noce	N;NOM;MASC;SG;3	N;FEM;PL
विवाह	mariages	विवाह	mariage	N;NOM;MASC;SG;3	N;MASC;PL
बनाए	créée	बना	créer	V;PFV;MASC;PL;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
बनाए	créé	बना	créer	V;PFV;MASC;PL;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
बनाए	crée	बना	créer	V;PFV;MASC;PL;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
सुधार	améliorations	सुधार	amélioration	N;NOM;MASC;SG;3	N;FEM;PL
सुधार	corriger	सुधार	corriger	N;NOM;MASC;SG;3	V;NFIN
सुधार	rectificatif	सुधार	rectificatif	N;NOM;MASC;SG;3	ADJ;MASC;SG
सुधार	réformer	सुधार	réformer	N;NOM;MASC;SG;3	V;NFIN
सुधार	réformes	सुधार	réforme	N;NOM;MASC;SG;3	N;FEM;PL
सुधार	améliorations	सुधार	amélioration	N;NOM;MASC;SG;3	N;FEM;PL
समाप्त	finir	समाप्त	finir	ADJ	V;NFIN
समाप्त	terminer	समाप्त	terminer	ADJ	V;NFIN
समाप्त	termine	समाप्त	terminer	ADJ	V;IND;SG;3;PRS;FIN
समाप्त	end	समाप्त	end	ADJ	N;MASC;SG
समाप्त	fin	समाप्त	fin	ADJ	N;FEM;SG
समाप्त	complété	समाप्त	compléter	ADJ	V;MASC;SG;PST;V.PTCP
समाप्त	terminée	समाप्त	terminer	ADJ	V;FEM;SG;PST;V.PTCP
समाप्त	achevés	समाप्त	achever	ADJ	V;MASC;PL;PST;V.PTCP
समाप्त	achevé	समाप्त	achever	ADJ	V;MASC;SG;PST;V.PTCP
समाप्त	terminées	समाप्त	terminer	ADJ	V;FEM;PL;PST;V.PTCP
समाप्त	terminé	समाप्त	terminer	ADJ	V;MASC;SG;PST;V.PTCP
समाप्त	expire	समाप्त	expirer	ADJ	N;MASC;SG
समाप्त	expiration	समाप्त	expiration	ADJ	N;FEM;SG
समाप्त	fini	समाप्त	finir	ADJ	V;MASC;SG;PST;V.PTCP
समाप्त	terminée	समाप्त	terminer	ADJ	V;FEM;SG;PST;V.PTCP
समाप्त	terminé	समाप्त	terminer	ADJ	V;MASC;SG;PST;V.PTCP
समाप्त	périmés	समाप्त	périmer	ADJ	V;MASC;PL;PST;V.PTCP
समाप्त	périmé	समाप्त	périmer	ADJ	V;MASC;SG;PST;V.PTCP
समाप्त	expiré	समाप्त	expirer	ADJ	V;MASC;SG;PST;V.PTCP
करें	toc	कर	toc	V;SBJV;PL;3;FIN;ACT	N;MASC;SG
प्रौद्योगिकी	technologique	प्रौद्योगिकी	technologique	N;NOM;FEM;SG;3	ADJ;MASC;SG
प्रौद्योगिकी	technologies	प्रौद्योगिकी	technologie	N;NOM;FEM;SG;3	N;FEM;PL
नियम	règles	नियम	règle	N;NOM;MASC;SG;3	N;FEM;PL
नियम	regles	नियम	regle	N;NOM;MASC;SG;3	N;FEM;PL
जन्मे	naissance	जन्मा	naissance	V;MASC;IND;SG;3;FIN;ACT	N;FEM;SG
जन्मे	born	जन्मा	born	V;MASC;IND;SG;3;FIN;ACT	PROPN
चीनी	chinois	चीनी	chinois		ADJ;MASC;SG
चीनी	chinoise	चीनी	chinois		ADJ;FEM;SG
सहायक	serviable	सहायक	serviable	N;NOM;MASC;SG;3	ADJ;MASC;SG
सहायक	utile	सहायक	utile	N;NOM;MASC;SG;3	ADJ;MASC;SG
सहायक	utiles	सहायक	utile	N;NOM;MASC;SG;3	ADJ;MASC;PL
प्रयुक्त	utilisées	प्रयुक्त	utiliser	ADP	V;FEM;PL;PST;V.PTCP
प्रयुक्त	utilisé	प्रयुक्त	utiliser	ADP	V;MASC;SG;PST;V.PTCP
प्रयुक्त	utilisés	प्रयुक्त	utiliser	ADP	V;MASC;PL;PST;V.PTCP
प्रयुक्त	utilisée	प्रयुक्त	utiliser	ADP	V;FEM;SG;PST;V.PTCP
उल्लेख	mentionner	उल्लेख	mentionner	N;NOM;MASC;SG;3	V;NFIN
उल्लेख	mentionne	उल्लेख	mentionner	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
उल्लेख	mentions	उल्लेख	mention	N;NOM;MASC;SG;3	N;FEM;PL
उपयुक्त	alignés	उपयुक्त	aligner	ADJ	V;MASC;PL;PST;V.PTCP
उपयुक्त	alignées	उपयुक्त	aligné	ADJ	V;FEM;PL;PST;V.PTCP
उपयुक्त	aligné	उपयुक्त	aligner	ADJ	V;MASC;SG;PST;V.PTCP
उपयुक्त	appropriées	उपयुक्त	approprier	ADJ	V;FEM;PL;PST;V.PTCP
उपयुक्त	appropriés	उपयुक्त	approprié	ADJ	V;MASC;PL;PST;V.PTCP
उपयुक्त	appropriée	उपयुक्त	approprier	ADJ	V;FEM;SG;PST;V.PTCP
बंद	fermer	बंद	fermer	ADJ	V;NFIN
बंद	off	बंद	off	ADJ	
बंद	hors	बंद	hors	ADJ	ADP
बंद	fermée	बंद	fermer	ADJ	V;FEM;SG;PST;V.PTCP
बंद	fermé	बंद	fermer	ADJ	V;MASC;SG;PST;V.PTCP
बंद	fermés	बंद	fermer	ADJ	V;MASC;PL;PST;V.PTCP
किलोमीटर	kilomètres	किलोमीटर	kilomètre	N;NOM;MASC;SG;3	N;MASC;PL
किलोमीटर	kilomètres	किलोमीटर	kilomètre	N;NOM;MASC;SG;3	N;MASC;PL
जिसने	qui	जो	qui	PRO;SG;3	PRO
जिसने	oms	जो	om	PRO;SG;3	N;MASC;SG
जिसने	who	जो	who	PRO;SG;3	PROPN
इंग्लैंड	angleterre	इंग्लैंड	angleterre	PROPN;NOM;MASC;SG;3	N;MASC;SG
इंग्लैंड	fra	इंग्लैंड	fra	PROPN;NOM;MASC;SG;3	
इंग्लैंड	eng	इंग्लैंड	eng	PROPN;NOM;MASC;SG;3	
लाख	million	लाख	million	NUM	N;MASC;SG
लाख	millions	लाख	million	NUM	N;MASC;PL
लाख	lac	लाख	lac	NUM	N;MASC;SG
खिलाफ	against	खिलाफ	against	ADP	PROPN
सफल	réussi	सफल	réussir	ADJ	V;MASC;SG;PST;V.PTCP
सफल	prospérer	सफल	prospérer	ADJ	V;NFIN
सफल	prosper	सफल	prosper	ADJ	N;MASC;SG
सफल	réussir	सफल	réussir	ADJ	V;NFIN
सफल	succes	सफल	succe	ADJ	N;MASC;SG
सफल	succès	सफल	succès	ADJ	N;MASC;SG
सफल	réussite	सफल	réussite	ADJ	N;FEM;SG
जाए	jaye	जा	jaye	V;SBJV;SG;FIN;ACT	PROPN
पहचान	identités	पहचान	identité	N;NOM;FEM;SG;3	N;FEM;PL
राष्ट्र	nations	राष्ट्र	nation	N;NOM;MASC;SG;3	N;FEM;PL
देना	dena	दे	dena	V;MASC;NFIN;ACT	PROPN
संग्रह	collections	संग्रह	collection	N;NOM;MASC;SG;3	N;FEM;PL
संग्रह	archiver	संग्रह	archiver	N;NOM;MASC;SG;3	V;NFIN
संग्रह	archives	संग्रह	archive	N;NOM;MASC;SG;3	N;FEM;PL
भीतर	interieur	भीतर	interieur	ADV;NOM;MASC;SG;3	ADJ;MASC;SG
भीतर	inside	भीतर	inside	ADV;NOM;MASC;SG;3	
भीतर	intérieur	भीतर	intérieur	ADV;NOM;MASC;SG;3	N;MASC;SG
मौजूद	existent	मौजूद	exister	ADJ	V;IND;PL;3;PRS;FIN
मौजूद	existe	मौजूद	exister	ADJ	V;IND;SG;3;PRS;FIN
मौजूद	exister	मौजूद	exister	ADJ	V;NFIN
मौजूद	présenter	मौजूद	présenter	ADJ	V;NFIN
रक्त	sanguin	रक्त	sanguin	N;NOM;MASC;SG;3	ADJ;MASC;SG
रक्त	blood	रक्त	blood	N;NOM;MASC;SG;3	PROPN
कांग्रेस	congrès	कांग्रेस	congrès	PROPN;NOM;FEM;SG;3	N;MASC;SG
सम्मान	respecter	सम्मान	respecter	N;NOM;MASC;SG;3	V;NFIN
सम्मान	respecte	सम्मान	respecter	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
सम्मान	honorer	सम्मान	honorer	N;NOM;MASC;SG;3	V;NFIN
नृत्य	danser	नृत्य	danser	N;NOM;MASC;SG;3	V;NFIN
स्रोत	sources	स्रोत	source	N;NOM;MASC;SG;3	N;FEM;PL
स्रोत	sources	स्रोत	source	N;NOM;MASC;SG;3	N;FEM;PL
लगे	lage	लग	lage	V;PFV;MASC;SG;V.PTCP;ACT	
एकल	célibataire	एकल	célibataire	N;NOM;MASC;SG;3	ADJ;MASC;SG
एकल	unique	एकल	unique	N;NOM;MASC;SG;3	ADJ;MASC;SG
एकल	célibataires	एकल	célibataire	N;NOM;MASC;SG;3	ADJ;MASC;PL
संकेत	prompt	संकेत	prompt	N;NOM;MASC;SG;3	ADJ;MASC;SG
संकेत	signaux	संकेत	signal	N;NOM;MASC;SG;3	N;MASC;PL
संकेत	symboles	संकेत	symbole	N;NOM;MASC;SG;3	N;MASC;PL
संकेत	astuces	संकेत	astuce	N;NOM;MASC;SG;3	N;FEM;PL
मानक	norme	मानक	norme		N;FEM;SG
मानक	standard	मानक	standard		N;MASC;SG
स्वतंत्रता	liberty	स्वतन्त्रता	liberty	N;NOM;FEM;SG;3	PROPN
यौगिक	composé	यौगिक	composer	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
विकि	wiki	विकि	wiki		N;MASC;SG
विद्यालय	ecoles	विद्यालय	ecole	N;NOM;MASC;SG;3	N;FEM;PL
विद्यालय	écoles	विद्यालय	école	N;NOM;MASC;SG;3	N;FEM;PL
अंतर्राष्ट्रीय	international	अंतर्राष्ट्रीय	international	PROPN;NOM;SG;3	ADJ;MASC;SG
अंतर्राष्ट्रीय	internationaux	अंतर्राष्ट्रीय	international	PROPN;NOM;SG;3	ADJ;MASC;PL
अंतर्राष्ट्रीय	internationale	अंतर्राष्ट्रीय	international	PROPN;NOM;SG;3	ADJ;FEM;SG
विशाल	massif	विशाल	massif	ADJ;NOM	N;MASC;SG
बंगाल	bengale	बंगाल	bengal	PROPN;NOM;MASC;SG;3	N;MASC;SG
कानून	lois	कानून	loi	N;NOM;MASC;SG;3	N;FEM;PL
जैन	jain	जैन	jain	PROPN;NOM;MASC;SG;3	PROPN
महान	super	महान	super	ADJ	ADV
बल	forcer	बल	forcer	N;NOM;MASC;SG;3	V;NFIN
भाई	bro	भाई	bro	N;NOM;MASC;SG;3	
भाई	frérot	भाई	frérot	N;NOM;MASC;SG;3	PROPN
भाई	bhai	भाई	bhai	N;NOM;MASC;SG;3	PROPN
तहत	sous	तहत	sous	CONJ	ADP
तहत	under	तहत	under	CONJ	PROPN
उपचार	soins	उपचार	soin	N;NOM;MASC;SG;3	N;MASC;PL
उपचार	traitements	उपचार	traitement	N;NOM;MASC;SG;3	N;MASC;PL
केन्द्र	center	केंद्र	center	PROPN;NOM;MASC;SG;3	N;MASC;SG
केन्द्र	centrer	केंद्र	centrer	PROPN;NOM;MASC;SG;3	V;NFIN
केन्द्र	centre	केंद्र	centre	PROPN;NOM;MASC;SG;3	N;MASC;SG
केन्द्र	centre	केंद्र	centre	PROPN;NOM;MASC;SG;3	N;MASC;SG
लागू	appliquée	लागू	appliquer	ADJ	V;FEM;SG;PST;V.PTCP
लागू	appliqués	लागू	appliquer	ADJ	V;MASC;PL;PST;V.PTCP
लागू	appliqué	लागू	appliquer	ADJ	V;MASC;SG;PST;V.PTCP
लागू	postuler	लागू	postuler	ADJ	V;NFIN
लागू	appliquer	लागू	appliquer	ADJ	V;NFIN
लागू	appliquez	लागू	appliquer	ADJ	V;IMP;PL;2;PRS;FIN
निजी	personnel	निजी	personnel	ADJ;NOM	N;MASC;SG
निजी	privée	निजी	priver	ADJ;NOM	V;FEM;SG;PST;V.PTCP
निजी	privés	निजी	priver	ADJ;NOM	V;MASC;PL;PST;V.PTCP
निर्णय	décisions	निर्णय	décision	N;NOM;MASC;SG;3	N;FEM;PL
जॉन	jean	जॉन	jean	PROPN;NOM;MASC;SG;3	PROPN
जॉन	john	जॉन	john	PROPN;NOM;MASC;SG;3	PROPN
मिला	trouvées	मिल	trouver	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
मिला	trouvés	मिल	trouver	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
मिला	got	मिल	got	V;PFV;MASC;SG;V.PTCP;ACT	
मिला	mila	मिल	mila	V;PFV;MASC;SG;V.PTCP;ACT	N;FEM;SG
घंटे	horaires	घंटा	horaire	N;NOM;MASC;SG;3	N;MASC;PL
घंटे	heures	घंटा	heure	N;NOM;MASC;SG;3	N;FEM;PL
मुक्त	gratuits	मुक्त	gratuit	ADJ	V;MASC;PL;PST;V.PTCP
मुक्त	free	मुक्त	free	ADJ	N;MASC;SG
मुक्त	gratuitement	मुक्त	gratuitement	ADJ	ADV
बल्कि	aye	बल्कि	aye	CONJ	
बल्कि	plutôt	बल्कि	plutôt	CONJ	ADV
परन्तु	mais	परन्तु	mais		CONJ
मनुष्य	humaine	मनुष्य	humain	N;NOM;MASC;SG;3	ADJ;FEM;SG
मनुष्य	humains	मनुष्य	humain	N;NOM;MASC;SG;3	ADJ;MASC;PL
मनुष्य	humain	मनुष्य	humain	N;NOM;MASC;SG;3	ADJ;MASC;SG
उपकरण	outil	उपकरण	outil	N;NOM;MASC;PL;3	N;MASC;SG
उपकरण	périphériques	उपकरण	périphérique	N;NOM;MASC;PL;3	ADJ;MASC;PL
उपकरण	équipement	उपकरण	équipement	N;NOM;MASC;PL;3	N;MASC;SG
उपकरण	matériel	उपकरण	matériel	N;NOM;MASC;PL;3	N;MASC;SG
उपकरण	equipement	उपकरण	equipement	N;NOM;MASC;PL;3	N;MASC;SG
उपकरण	appareil	उपकरण	appareil	N;NOM;MASC;PL;3	N;MASC;SG
उपकरण	dispositif	उपकरण	dispositif	N;NOM;MASC;PL;3	N;MASC;SG
उपकरण	périphérique	उपकरण	périphérique	N;NOM;MASC;PL;3	N;MASC;SG
उपकरण	outillage	उपकरण	outillage	N;NOM;MASC;PL;3	N;MASC;SG
विक्रम	vikram	विक्रम	vikram	PROPN;NOM;MASC;SG;3	PROPN
नेपाल	népal	नेपाल	népal	PROPN;NOM;MASC;SG;3	N;MASC;SG
ऑफिस	bureaux	ऑफिस	bureau	N;NOM;MASC;SG;3	N;MASC;PL
बदलाव	modifier	बदलाव	modifier	N;NOM;MASC;SG;3	V;NFIN
बदलाव	changements	बदलाव	changement	N;NOM;MASC;SG;3	N;MASC;PL
बदलाव	changer	बदलाव	changer	N;NOM;MASC;SG;3	V;NFIN
अनुमति	autorisations	अनुमति	autorisation	N;NOM;FEM;SG;3	N;FEM;PL
अनुमति	permissions	अनुमति	permission	N;NOM;FEM;SG;3	N;FEM;PL
अनुमति	autorisé	अनुमति	autoriser	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
अनुमति	autorisés	अनुमति	autoriser	N;NOM;FEM;SG;3	V;MASC;PL;PST;V.PTCP
अनुमति	autorisées	अनुमति	autoriser	N;NOM;FEM;SG;3	V;FEM;PL;PST;V.PTCP
नीति	politiques	नीति	politique	N;NOM;FEM;SG;3	ADJ;MASC;PL
नीति	politique	नीति	politique	N;NOM;FEM;SG;3	ADJ;MASC;SG
हवाई	hawaïenne	हवाई	hawaïen	N;NOM	ADJ;FEM;SG
हवाई	hawaïen	हवाई	hawaïen	N;NOM	ADJ;MASC;SG
हवाई	hawaï	हवाई	hawaï	N;NOM	PROPN
हवाई	hawaii	हवाई	hawaii	N;NOM	PROPN
वापस	dos	वापस	dos	ADJ	N;MASC;SG
वापस	arrière	वापस	arrière	ADJ	N;MASC;SG
वापस	retour	वापस	retour	ADJ	N;MASC;SG
वापस	revenir	वापस	revenir	ADJ	V;NFIN
यूरोपीय	europe	यूरोपीय	europe	PROPN;NOM;SG;3	N;FEM;SG
यूरोपीय	européens	यूरोपीय	européen	PROPN;NOM;SG;3	ADJ;MASC;PL
यूरोपीय	européennes	यूरोपीय	européen	PROPN;NOM;SG;3	ADJ;FEM;PL
यूरोपीय	européenne	यूरोपीय	européen	PROPN;NOM;SG;3	ADJ;FEM;SG
यूरोपीय	européen	यूरोपीय	européen	PROPN;NOM;SG;3	ADJ;MASC;SG
पटना	patna	पटना	patner	PROPN;NOM;MASC;SG;3	PROPN
साधारण	simple	साधारण	simple	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
साधारण	simples	साधारण	simple	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
साधारण	insignifiant	साधारण	insignifiant	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
साधारण	trivial	साधारण	trivial	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
साधारण	médiocres	साधारण	médiocre	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
साधारण	médiocre	साधारण	médiocre	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
साधारण	généraux	साधारण	général	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
साधारण	généralités	साधारण	généralité	PROPN;NOM;MASC;SG;3	N;FEM;PL
साधारण	générale	साधारण	général	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
साधारण	général	साधारण	général	PROPN;NOM;MASC;SG;3	N;MASC;SG
पंजाब	pendjab	पंजाब	pendjab	PROPN;NOM;MASC;SG;3	N;MASC;SG
दक्षिणी	méridional	दक्षिणी	méridional	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
दक्षिणी	méridionale	दक्षिणी	méridional	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
दक्षिणी	méridional	दक्षिणी	méridional	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
दक्षिणी	sud	दक्षिणी	sud	PROPN;NOM;MASC;SG;3	N;MASC;SG
नया	nouvelles	नया	nouveau	ADJ;NOM;MASC;SG	ADJ;FEM;PL
नया	nouveaux	नया	nouveau	ADJ;NOM;MASC;SG	ADJ;MASC;PL
नया	nouveautés	नया	nouveauté	ADJ;NOM;MASC;SG	N;FEM;PL
पर्वत	montagnes	पर्वत	montagne	N;NOM;MASC;SG;3	N;FEM;PL
सूर्य	dim	सूर्य	dim	N;NOM;MASC;SG;3	
अनुवाद	traductions	अनुवाद	traduction	N;NOM;MASC;SG;3	N;FEM;PL
अनुवाद	traduire	अनुवाद	traduire	N;NOM;MASC;SG;3	V;NFIN
अनुवाद	traduit	अनुवाद	traduire	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
अनुवाद	traductions	अनुवाद	traduction	N;NOM;MASC;SG;3	N;FEM;PL
समुदाय	communautés	समुदाय	communauté	N;NOM;MASC;SG;3	N;FEM;PL
समुदाय	collectivités	समुदाय	collectivité	N;NOM;MASC;SG;3	N;FEM;PL
समुदाय	communautaire	समुदाय	communautaire	N;NOM;MASC;SG;3	ADJ;MASC;SG
मान	valeurs	मान	valeur	V;SG;FIN;ACT	N;FEM;PL
मान	valeur	मान	valeur	V;SG;FIN;ACT	N;FEM;SG
हाल	récents	हाल	récent	N;NOM;MASC;SG;3	ADJ;MASC;PL
हाल	récent	हाल	récent	N;NOM;MASC;SG;3	ADJ;MASC;SG
हाल	récentes	हाल	récent	N;NOM;MASC;SG;3	ADJ;FEM;PL
हाल	récente	हाल	récent	N;NOM;MASC;SG;3	ADJ;FEM;SG
कथा	katha	कथा	katha	N;NOM;FEM;SG;3	PROPN
पक्ष	latéraux	पक्ष	latéral	N;NOM;MASC;SG;3	ADJ;MASC;PL
पक्ष	latérale	पक्ष	latéral	N;NOM;MASC;SG;3	ADJ;FEM;SG
दृश्य	affichages	दृश्य	affichage	N;NOM;MASC;SG;3	N;MASC;PL
दृश्य	vues	दृश्य	voir	N;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
दृश्य	visible	दृश्य	visible	N;NOM;MASC;SG;3	ADJ;MASC;SG
दृश्य	visibles	दृश्य	visible	N;NOM;MASC;SG;3	ADJ;MASC;PL
दृश्य	afficher	दृश्य	afficher	N;NOM;MASC;SG;3	V;NFIN
दृश्य	vue	दृश्य	voir	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
दृश्य	voir	दृश्य	voir	N;NOM;MASC;SG;3	V;NFIN
दृश्य	visualiser	दृश्य	visualiser	N;NOM;MASC;SG;3	V;NFIN
भोजन	alimentaire	भोजन	alimentaire	N;NOM;MASC;SG;3	ADJ;MASC;SG
भोजन	nourritures	भोजन	nourriture	N;NOM;MASC;SG;3	N;FEM;PL
भोजन	aliments	भोजन	aliment	N;NOM;MASC;SG;3	N;MASC;PL
भोजन	souper	भोजन	souper	N;NOM;MASC;SG;3	V;NFIN
शिव	shiv	शिव	shiv	PROPN;NOM;MASC;SG;3	PROPN
शिव	shiva	शिव	shiva	PROPN;NOM;MASC;SG;3	PROPN
मॉडल	maquettes	मॉडल	maquette	N;NOM;MASC;SG;3	N;FEM;PL
मॉडल	modèles	मॉडल	modèle	N;NOM;MASC;SG;3	N;MASC;PL
मुंबई	bombay	मुंबई	bombay	PROPN;NOM;FEM;SG;3	PROPN
मुंबई	mumbai	मुंबई	mumbai	PROPN;NOM;FEM;SG;3	PROPN
आयोजित	tenu	आयोजित	tenir	ADJ	V;MASC;SG;PST;V.PTCP
प्रकाशन	publier	प्रकाशन	publier	N;NOM;MASC;SG;3	V;NFIN
मिलियन	milan	मिलियन	milan		PROPN
मिलियन	million	मिलियन	million		N;MASC;SG
मिलियन	millions	मिलियन	million		N;MASC;PL
मिलियन	millions	मिलियन	million		N;MASC;PL
पांच	five	पांच	five	NUM	PROPN
संचालित	fonctionné	संचालित	fonctionner	ADJ	V;MASC;SG;PST;V.PTCP
संचालित	exploitée	संचालित	exploiter	ADJ	V;FEM;SG;PST;V.PTCP
