the	os	the	o	DET;DEF	PRO;ACC;MASC;PL;3
fictional	fictício	fictional	fictício	ADJ	N;MASC;SG
translation	traduções	translation	tradução	N;SG	N;FEM;PL
kansas	kansas	kansa	kansa	PROPN;SG	N;MASC;SG
bring	tragam	bring	trazer	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
bring	traga	bring	trazer	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
bring	traz	bring	trazer	V;IMP;FIN	V;IND;SG;3;PRS;FIN
charge	cobrar	charge	cobrar	N;SG	V;NFIN
fails	falha	fail	falha	V;IND;SG;3;PRS;FIN	N;FEM;SG
nearby	imediações	nearby	imediação	ADV	N;FEM;PL
trust	trust	trust	trust	V;IMP;FIN	N;MASC;SG
trust	confia	trust	confiar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
trust	confiança	trust	confiança	V;IMP;FIN	N;FEM;SG
trust	confie	trust	confiar	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
drums	bateria	drum	bateria	N;PL	N;FEM;SG
twenty	twenty	twenty	twenty	NUM	N;MASC;SG
avoid	evita	avoid	evitar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
avoid	evitem	avoid	evitar	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
avoid	evite	avoid	evite	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
tony	tony	tony	tony	PROPN;SG	N;MASC;SG
norwegian	noruegueses	norwegian	norueguês	ADJ	N;MASC;PL
norwegian	norueguesa	norwegian	norueguês	ADJ	N;FEM;SG
norwegian	norueguês	norwegian	norueguês	ADJ	N;MASC;SG
criteria	critério	criterion	critério	N;PL	N;MASC;SG
suggested	sugestão	suggest	sugestão	V;PST;V.PTCP	N;FEM;SG
wars	wars	war	war	N;PL	N;MASC;SG
aug	ago	aug	ago	PROPN;SG	N;MASC;SG
aug	agosto	aug	agosto	PROPN;SG	N;MASC;SG
advanced	avançados	advanced	avançar	ADJ	V;MASC;PL;V.PTCP
advanced	avançado	advanced	avançar	ADJ	V;MASC;SG;V.PTCP
advanced	avançada	advanced	avançar	ADJ	V;FEM;SG;V.PTCP
advanced	advanced	advanced	advanced	ADJ	N;MASC;SG
advanced	avançadas	advanced	avançar	ADJ	V;FEM;PL;V.PTCP
reach	alcance	reach	alcance	V;IMP;FIN	N;MASC;SG
reach	alcança	reach	alcançar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
reach	reach	reach	reach	V;IMP;FIN	N;MASC;SG
impact	impactos	impact	impacto	N;SG	N;MASC;PL
deep	deep	deep	deep	ADJ	N;MASC;SG
argument	argumentar	argument	argumentar	N;SG	V;NFIN
argument	argumentos	argument	argumento	N;SG	N;MASC;PL
arthur	arthur	arthur	arthur	PROPN;SG	N;MASC;SG
arthur	artur	arthur	artur	PROPN;SG	N;MASC;SG
elizabeth	isabel	elizabeth	isabel	PROPN;SG	N;FEM;SG
elizabeth	elizabeth	elizabeth	elizabeth	PROPN;SG	N;FEM;SG
disambiguation	desambiguação	disambiguation	desambiguação		N;FEM;SG
worth	valendo	worth	valer	ADJ	V;V.MSDR
worth	worth	worth	worth	ADJ	N;MASC;SG
colorado	colorado	colorado	colorar	PROPN;SG	V;MASC;SG;V.PTCP
maryland	maryland	maryland	maryland	PROPN;SG	N;MASC;SG
falls	cai	falls	cair	N;PL	V;IND;SG;3;PRS;FIN
falls	falls	falls	fall	N;PL	N;MASC;SG
learning	aprender	learning	aprender	N;SG	V;NFIN
learning	aprendizado	learning	aprendizar	N;SG	V;MASC;SG;V.PTCP
learning	aprendendo	learning	aprender	N;SG	V;V.MSDR
pay	pague	pay	pagar	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
vol	vol	vol	vol	PROPN;SG	N;MASC;SG
farm	quintas	farm	quinto	N;SG	N;FEM;PL
wilson	wilson	wilson	wilson	PROPN;SG	N;MASC;SG
build	construa	build	construo	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
build	build	build	build	V;IMP;FIN	N;MASC;SG
build	constrói	build	construir	V;IMP;FIN	V;IND;SG;3;PRS;FIN
remain	permaneça	remain	permaneçar	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
fixed	fixo	fix	fixo	V;PST;V.PTCP	N;MASC;SG
fixed	fixas	fix	fixo	V;PST;V.PTCP	N;FEM;PL
fixed	fixos	fix	fixo	V;PST;V.PTCP	ADJ;MASC;PL
fixed	fixa	fix	fixo	V;PST;V.PTCP	N;FEM;SG
equipment	equipamentos	equipment	equipamento	N;SG	N;MASC;PL
ray	raia	ray	raia	PROPN;SG	N;FEM;SG
ray	ray	ray	ray	PROPN;SG	N;MASC;SG
yellow	amarelos	yellow	amarelo	ADJ	N;MASC;PL
yellow	amarela	yellow	amarela	ADJ	N;FEM;SG
pressure	pressões	pressure	pressão	N;SG	N;FEM;PL
freedom	liberdades	freedom	liberdade	N;SG	N;FEM;PL
norway	noruega	norway	noruega	PROPN;SG	N;FEM;SG
store	conservar	store	conservar	N;SG	V;NFIN
store	armazenar	store	armazenar	N;SG	V;NFIN
taylor	taylor	taylor	taylor	PROPN;SG	N;MASC;SG
rome	roma	rome	roma	PROPN;SG	N;FEM;SG
copy	copiar	copy	copiar	N;SG	V;NFIN
copy	copie	copy	copie	N;SG	V;SBJV;SG;3;PRS;FIN
effort	esforços	effort	esforço	N;SG	N;MASC;PL
nuclear	nuclear	nuclear	nuclear	ADJ	N;MASC;SG
nuclear	nucleares	nuclear	nuclear	ADJ	N;MASC;PL
models	models	model	model	N;PL	N;MASC;SG
sep	sep	sep	sep	PROPN;SG	N;MASC;SG
everyone	todos	everyone	todo	PRO;SG	PRO;MASC;PL
covers	abrange	cover	abranger	N;PL	V;IND;SG;3;PRS;FIN
stack	empilhar	stack	empilhar	N;SG	V;NFIN
sri	sri	sri	sri	PROPN;SG	N;MASC;SG
railroad	ferrovia	railroad	ferrovia	PROPN;SG	N;FEM;SG
ocean	oceanos	ocean	oceano	PROPN;SG	N;MASC;PL
ocean	oceano	ocean	oceano	PROPN;SG	N;MASC;SG
missouri	missouri	missouri	missouri	PROPN;SG	N;MASC;SG
concert	concertos	concert	concerto	N;SG	N;MASC;PL
improve	melhora	improve	melhora	V;IMP;FIN	N;FEM;SG
improve	melhore	improve	melhore	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
contact	contacto	contact	contacto	V;IMP;FIN	N;MASC;SG
contact	contato	contact	contato	V;IMP;FIN	N;MASC;SG
holy	santo	holy	santo	ADJ	N;MASC;SG
tennessee	tennessee	tennessee	tennessear	PROPN;SG	N;MASC;SG
sub	sub	sub	sub	PROPN;SG	N;MASC;SG
stephen	marcelo	stephen	marcelo	PROPN;SG	N;MASC;SG
stephen	estêvão	stephen	estêvão	PROPN;SG	N;MASC;SG
stephen	stephen	stephen	stephen	PROPN;SG	N;MASC;SG
painting	pintar	painting	pintar	N;SG	V;NFIN
painting	pintando	painting	pintar	N;SG	V;V.MSDR
price	preços	price	preço	N;SG	N;MASC;PL
mexican	mexicanos	mexican	mexicano	ADJ	N;MASC;PL
mexican	mexicana	mexican	mexicano	ADJ	N;FEM;SG
mexican	mexicanas	mexican	mexicano	ADJ	N;FEM;PL
mexican	mexicano	mexican	mexicano	ADJ	N;MASC;SG
flying	flying	fly	flying	V;V.MSDR	N;MASC;SG
municipal	municipal	municipal	municipal	ADJ	N;MASC;SG
serious	serio	serious	ser	ADJ	N;MASC;SG
headquarters	sede	headquarters	sede	N;PL	N;FEM;SG
fields	fields	field	field	N;PL	N;MASC;SG
join	participe	join	participe	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
finals	final	final	final	N;PL	N;MASC;SG
fox	fox	fox	fox	PROPN;SG	N;MASC;SG
fox	raposa	fox	raposa	PROPN;SG	N;FEM;SG
representative	representativo	representative	representativo	N;SG	ADJ;MASC;SG
representative	representativa	representative	representativa	N;SG	ADJ;FEM;SG
philippines	filipinas	philippine	filipina	PROPN;PL	N;FEM;PL
organized	organizada	organized	organizar	ADJ	V;FEM;SG;V.PTCP
organized	organizados	organized	organizar	ADJ	V;MASC;PL;V.PTCP
organized	organizadas	organized	organizar	ADJ	V;FEM;PL;V.PTCP
organized	organizado	organized	organizar	ADJ	V;MASC;SG;V.PTCP
conservative	conservadores	conservative	conservador	ADJ	N;MASC;PL
share	compartilhem	share	compartilher	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
share	partilha	share	partilha	V;IMP;FIN	N;FEM;SG
share	compartilhamento	share	compartilhamento	V;IMP;FIN	N;MASC;SG
share	compartilhe	share	compartilhe	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
maria	maria	maria	maria	PROPN;SG	N;FEM;SG
disease	doenças	disease	doença	N;SG	N;FEM;PL
floor	andar	floor	andar	N;SG	V;NFIN
longd	longd	long	longd	PROPN;SG	N;MASC;SG
logo	logo	logo	logo	N;SG	ADV
offer	ofereça	offer	oferecer	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
offer	oferta	offer	oferta	V;IMP;FIN	N;FEM;SG
tax	impostos	tax	imposto	N;SG	N;MASC;PL
tax	imposto	tax	impor	N;SG	V;MASC;SG;V.PTCP
expected	esperava	expect	esperar	V;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
guest	convidado	guest	convidar	N;SG	V;MASC;SG;V.PTCP
guest	convidados	guest	convidado	N;SG	N;MASC;PL
guest	convidada	guest	convidar	N;SG	V;FEM;SG;V.PTCP
meant	significava	mean	significar	ADJ	V;IND;SG;3;IPFV;FIN
meant	significou	mean	significar	ADJ	V;IND;SG;3;PST;FIN
classic	clássica	classic	clássico	ADJ	N;FEM;SG
classic	clássicos	classic	clássico	ADJ	N;MASC;PL
classic	classic	classic	classic	ADJ	N;MASC;SG
classic	clássico	classic	clássico	ADJ	N;MASC;SG
damage	danos	damage	dano	N;SG	N;MASC;PL
harry	henrique	harry	henrique	PROPN;SG	N;MASC;SG
harry	harry	harry	harry	PROPN;SG	N;MASC;SG
offers	oferece	offer	oferecer	N;PL	V;IND;SG;3;PRS;FIN
davis	davis	davis	davi	PROPN;SG	N;MASC;SG
views	vistas	view	vestir	N;PL	V;FEM;PL;V.PTCP
literary	literários	literary	literário	ADJ	N;MASC;PL
htm	htm	htm	hôm	PROPN;SG	N;MASC;SG
ben	ben	ben	ben	PROPN;SG	N;MASC;SG
transportation	transportes	transportation	transporte	N;SG	N;MASC;PL
kentucky	kentucky	kentucky	kentucky	PROPN;SG	N;MASC;SG
sales	sales	sale	sale	N;PL	N;MASC;SG
fleet	frotas	fleet	frota	N;SG	N;FEM;PL
extra	figurante	extra	figurante	ADJ	N;MASC;SG
extra	extra	extra	extra	ADJ	N;MASC;SG
arizona	arizona	arizona	arizonar	PROPN;SG	N;MASC;SG
francis	francisco	francis	francisco	PROPN;SG	N;MASC;SG
francis	francis	francis	franci	PROPN;SG	N;MASC;SG
moscow	moscou	moscow	moscar	PROPN;SG	N;MASC;SG
moscow	moscovo	moscow	moscovo	PROPN;SG	N;MASC;SG
interested	interessados	interested	interessado	ADJ	N;MASC;PL
interested	interessadas	interested	interessado	ADJ	N;FEM;PL
behavior	comportamentos	behavior	comportamento	N;SG	N;MASC;PL
starring	estrelando	starr	estrelar	N;SG	V;V.MSDR
display	exibir	display	exibir	N;SG	V;NFIN
convention	convenções	convention	convenção	N;SG	N;FEM;PL
joint	articulação	joint	articulação	ADJ	N;FEM;SG
joint	joint	joint	joint	ADJ	N;MASC;SG
brian	brian	brian	brian	PROPN;SG	N;MASC;SG
communist	comunistas	communist	comunista	ADJ	N;MASC;PL
difference	diferenças	difference	diferença	N;SG	N;FEM;PL
animal	animais	animal	animal	N;SG	N;MASC;PL
czech	tcheca	czech	tcheca	PROPN;SG	N;FEM;SG
czech	checo	czech	checo	PROPN;SG	N;MASC;SG
czech	tcheco	czech	tcheco	PROPN;SG	N;MASC;SG
czech	checa	czech	checa	PROPN;SG	N;FEM;SG
stay	fica	stay	ficar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
stay	stay	stay	stay	V;IMP;FIN	N;MASC;SG
stay	fique	stay	ficar	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
understanding	entendendo	understanding	entender	N;SG	V;V.MSDR
understanding	compreender	understanding	compreender	N;SG	V;NFIN
understanding	compreendendo	understanding	compreender	N;SG	V;V.MSDR
growing	crescente	grow	crescente	V;V.MSDR	ADJ;MASC;SG
establish	estabeleçam	establish	estabelecer	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
establish	estabeleça	establish	estabelecer	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
latm	latm	latm	latm	PROPN;SG	N;MASC;SG
longm	longm	longm	longm	PROPN;SG	N;MASC;SG
poetry	poesias	poetry	poesia	N;SG	N;FEM;PL
turkish	turcos	turkish	turco	ADJ	N;MASC;PL
turkish	turco	turkish	turco	ADJ	N;MASC;SG
turkish	turca	turkish	turco	ADJ	N;FEM;SG
turkish	turcas	turkish	turco	ADJ	N;FEM;PL
mobile	móvel	mobile	móvel	PROPN;SG	N;MASC;SG
mobile	telemóvel	mobile	telemóvel	PROPN;SG	N;MASC;SG
mobile	celular	mobile	celular	PROPN;SG	N;MASC;SG
mobile	móveis	mobile	móvel	PROPN;SG	N;MASC;PL
row	rema	row	rema	N;SG	INTJ
metropolitan	metropolitanas	metropolitan	metropolitano	PROPN;SG	N;FEM;PL
metropolitan	metropolitana	metropolitan	metropolitana	PROPN;SG	N;FEM;SG
metropolitan	metropolitano	metropolitan	metropolitano	PROPN;SG	N;MASC;SG
metropolitan	metropolitan	metropolitan	metropolitan	PROPN;SG	N;MASC;SG
eye	olhos	eye	olho	N;SG	N;MASC;PL
longs	anseia	long	ansear	N;PL	V;IND;SG;3;PRS;FIN
louisiana	louisiana	louisiana	louisiano	PROPN;SG	N;FEM;SG
louisiana	luisiana	louisiana	luisiano	PROPN;SG	N;FEM;SG
lewis	lewis	lewis	lewl	PROPN;SG	N;MASC;SG
melbourne	melbourne	melbourne	melbourne	PROPN;SG	N;MASC;SG
austria	áustria	austria	áustria	PROPN;SG	N;FEM;SG
austria	austria	austria	austria	PROPN;SG	N;FEM;SG
risk	riscos	risk	risco	N;SG	N;MASC;PL
lats	lats	lat	lats	N;PL	N;MASC;SG
ban	banir	ban	banir	N;SG	V;NFIN
legislative	legislativos	legislative	legislativo	ADJ	N;MASC;PL
legislative	legislativo	legislative	legislativo	ADJ	N;MASC;SG
legislative	legislativa	legislative	legislativo	ADJ	N;FEM;SG
draw	desenhe	draw	desenhe	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
draw	desenha	draw	desenhar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
draw	empate	draw	empate	V;IMP;FIN	N;MASC;SG
draw	sorteio	draw	sorteio	V;IMP;FIN	N;MASC;SG
earl	earl	earl	earl	PROPN;SG	N;MASC;SG
earl	conde	earl	conde	PROPN;SG	N;MASC;SG
max	max	max	max	PROPN;SG	N;MASC;SG
max	máx	max	máx	PROPN;SG	N;MASC;SG
wild	wild	wild	wild	ADJ	N;MASC;SG
wild	selvagens	wild	selvagem	ADJ	N;MASC;PL
comic	quadrinhos	comic	quadrinho	PROPN;SG	N;MASC;PL
comic	comic	comic	comic	PROPN;SG	N;MASC;SG
comic	cômico	comic	cômico	PROPN;SG	ADJ;MASC;SG
easy	easy	easy	easy	ADJ	N;MASC;SG
easy	calma	easy	calma	ADJ	N;FEM;SG
plus	plus	plus	plus	CONJ	N;MASC;SG
happy	happy	happy	happy	ADJ	N;MASC;SG
acts	atos	act	ato	V;IND;SG;3;PRS;FIN	N;MASC;PL
acts	actos	act	acto	V;IND;SG;3;PRS;FIN	N;MASC;PL
iowa	iowa	iowa	iowa	PROPN;SG	N;MASC;SG
grew	crescia	grow	crescer	V;IND;PST;FIN	V;IND;SG;3;IPFV;FIN
save	salva	save	salvar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
save	save	save	save	V;IMP;FIN	N;MASC;SG
save	salve	save	salve	V;IMP;FIN	N;FEM;SG
wins	ganha	win	ganhar	N;PL	V;IND;SG;3;PRS;FIN
wins	vence	win	vencer	N;PL	V;IND;SG;3;PRS;FIN
felt	feltro	feel	feltro	V;IND;PST;FIN	N;MASC;SG
powers	powers	power	power	N;PL	N;MASC;SG
spread	espalhe	spread	espalhe	N;SG	V;SBJV;SG;3;PRS;FIN
spread	espalhar	spread	espalhar	N;SG	V;NFIN
defeat	derrotas	defeat	derrota	V;IMP;FIN	N;FEM;PL
defeat	derrota	defeat	derrota	V;IMP;FIN	N;FEM;SG
cape	cape	cape	cape	PROPN;SG	N;MASC;SG
cape	cabo	cape	cabo	PROPN;SG	N;MASC;SG
cape	capa	cape	capa	PROPN;SG	N;FEM;SG
mine	meu	mine	meu	PRO	DET;MASC;SG
mine	mina	mine	mina	PRO	N;FEM;SG
mine	minha	mine	meu	PRO	DET;FEM;SG
jul	jul	jul	jul	PROPN;SG	N;MASC;SG
teaching	ensinando	teaching	ensinar	N;SG	V;V.MSDR
teaching	ensinar	teaching	ensinar	N;SG	V;NFIN
simon	simon	simon	simon	PROPN;SG	N;MASC;SG
simon	simão	simon	simão	PROPN;SG	N;MASC;SG
simon	simón	simon	simón	PROPN;SG	N;MASC;SG
lyrics	letra	lyric	letra	N;PL	N;FEM;SG
christmas	natal	christmas	natal	PROPN;SG	N;MASC;SG
christmas	christmas	christmas	christma	PROPN;SG	N;MASC;SG
greece	grécia	greece	grécia	PROPN;SG	N;FEM;SG
express	express	express	express	PROPN;SG	N;MASC;SG
express	expresso	express	expresso	PROPN;SG	V;MASC;SG;V.PTCP
express	expressar	express	expressar	PROPN;SG	V;NFIN
express	expressa	express	esprimir	PROPN;SG	V;FEM;SG;V.PTCP
voivodeship	voivodia	voivodeship	voivodia	PROPN;SG	N;FEM;SG
portuguese	portugueses	portuguese	português	ADJ	N;MASC;PL
portuguese	portugues	portuguese	portugue	ADJ	N;MASC;SG
portuguese	português	portuguese	português	ADJ	N;MASC;SG
portuguese	portuguesa	portuguese	portuguesa	ADJ	N;FEM;SG
presidential	presidenciais	presidential	presidencial	ADJ	N;MASC;PL
presidential	presidencial	presidential	presidencial	ADJ	N;MASC;SG
firm	firme	firm	firme	N;SG	ADJ;FEM;SG
firm	firmes	firm	firme	N;SG	ADJ;MASC;PL
ends	termina	end	terminar	N;PL	V;IND;SG;3;PRS;FIN
receive	recebe	receive	receber	V;IMP;FIN	V;IND;SG;3;PRS;FIN
receive	recebem	receive	receber	V;IMP;FIN	V;IND;PL;3;PRS;FIN
receive	receba	receive	receber	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
educated	educado	educated	educado	ADJ	V;MASC;SG;V.PTCP
educated	educada	educated	educada	ADJ	V;FEM;SG;V.PTCP
educated	educados	educated	educar	ADJ	V;MASC;PL;V.PTCP
manchester	manchester	manchester	manchester	PROPN;SG	N;MASC;SG
queensland	queensland	queensland	queensland	PROPN;SG	N;FEM;SG
americans	americanos	americans	americano	PROPN;PL	N;MASC;PL
stock	existências	stock	existência	N;SG	N;FEM;PL
stock	stock	stock	stock	N;SG	N;MASC;PL
israeli	israelita	israeli	israelita	ADJ	N;MASC;SG
israeli	israelenses	israeli	israelense	ADJ	N;MASC;PL
israeli	israelitas	israeli	israelita	ADJ	N;MASC;PL
hills	hills	hill	hills	N;PL	N;MASC;SG
performing	realizando	perform	realizar	N;SG	V;V.MSDR
northwest	noroeste	northwest	noroeste	PROPN;SG	N;MASC;SG
visit	visite	visit	visitir	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
visit	visita	visit	visita	V;IMP;FIN	N;FEM;SG
walter	walter	walter	walter	PROPN;SG	N;MASC;SG
limit	limitar	limit	limitar	N;SG	V;NFIN
bell	campainha	bell	campainha	PROPN;SG	N;FEM;SG
bell	bell	bell	bell	PROPN;SG	N;MASC;SG
bell	sininho	bell	sininho	PROPN;SG	N;FEM;SG
bell	sino	bell	sino	PROPN;SG	N;MASC;SG
athletics	atletismo	athletics	atletismo	N;PL	N;MASC;SG
oklahoma	oklahoma	oklahoma	oklahoma	PROPN;SG	N;MASC;SG
architect	arquitetos	architect	arquiteto	N;SG	N;MASC;PL
electronic	eletrônica	electronic	eletrônico	ADJ	N;FEM;SG
electronic	electrónica	electronic	electrónica	ADJ	N;FEM;SG
electronic	eletrônicos	electronic	eletrônico	ADJ	N;MASC;PL
electronic	eletrônico	electronic	eletrônico	ADJ	N;MASC;SG
younger	younger	younger	younger	ADJ;CMPR	N;MASC;SG
anderson	anderson	anderson	anderson	PROPN;SG	N;MASC;SG
weapons	armamento	weapon	armamento	N;PL	N;MASC;SG
neutral	neutral	neutral	neutral	ADJ	N;MASC;SG
neutral	neutralidade	neutral	neutralidade	ADJ	N;FEM;SG
neutral	neutros	neutral	neutro	ADJ	N;MASC;PL
switzerland	suíça	switzerland	suíço	PROPN;SG	N;FEM;SG
switzerland	suiça	switzerland	suiçar	PROPN;SG	N;FEM;SG
armed	armada	armed	armar	ADJ	V;FEM;SG;V.PTCP
armed	armados	armed	armar	ADJ	V;MASC;PL;V.PTCP
armed	armadas	armed	armar	ADJ	N;FEM;PL
armed	armado	armed	armar	ADJ	V;MASC;SG;V.PTCP
weekly	semanalmente	weekly	semanalmente	ADJ	ADV
weekly	semanais	weekly	semanal	ADJ	N;MASC;PL
multi	multi	multi	multi	PROPN;SG	N;MASC;SG
cold	frio	cold	frio	ADJ	N;MASC;SG
cold	cold	cold	cold	ADJ	N;MASC;SG
cold	frios	cold	frio	ADJ	N;MASC;PL
cold	fria	cold	fria	ADJ	N;FEM;SG
sam	sam	sam	sam	PROPN;SG	N;MASC;SG
alabama	alabama	alabama	alabama	PROPN;SG	N;MASC;SG
albert	albert	albert	albert	PROPN;SG	N;MASC;SG
albert	alberto	albert	alberto	PROPN;SG	N;MASC;SG
vietnam	vietname	vietnam	vietname	PROPN;SG	N;MASC;SG
vietnam	vietnam	vietnam	vietnar	PROPN;SG	N;MASC;SG
vietnam	vietnã	vietnam	vietnã	PROPN;SG	N;MASC;SG
dvd	dvd	dvd	dvd	PROPN;SG	N;MASC;SG
surrounding	circundante	surround	circundante	V;V.MSDR	ADJ;MASC;SG
commons	comuns	common	comum	N;SG	ADJ;MASC;PL
ethnic	étnicos	ethnic	étnico	ADJ	N;MASC;PL
ethnic	étnicas	ethnic	étnico	ADJ	N;FEM;PL
ethnic	étnica	ethnic	étnico	ADJ	N;FEM;SG
ethnic	etnia	ethnic	etniar	ADJ	N;FEM;SG
fell	fell	fall	fell	V;IND;PST;FIN	N;MASC;SG
core	core	core	core	PROPN;SG	N;MASC;SG
core	núcleo	core	núcleo	PROPN;SG	N;MASC;SG
kill	mate	kill	mate	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
kill	kill	kill	kill	V;IMP;FIN	N;MASC;SG
kill	matem	kill	matar	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
kill	mata	kill	matar	V;IMP;FIN	N;FEM;SG
athletic	atlética	athletic	atlético	ADJ	N;FEM;SG
athletic	atlético	athletic	atlético	ADJ	N;MASC;SG
negative	negativa	negative	negativa	ADJ	N;FEM;SG
negative	negativos	negative	negativo	ADJ	N;MASC;PL
sixth	sexto	sixth	sexto	PROPN;SG	ADJ;MASC;SG
sixth	sexta	sixth	sexta	PROPN;SG	N;FEM;SG
jesus	jesus	jesus	jesus	PROPN;SG	N;MASC;SG
resulting	resultante	result	resultante	V;V.MSDR	ADJ;MASC;SG
nfl	nfl	nfl	nfl	PROPN;SG	N;MASC;SG
rise	rise	rise	rise	V;IMP;FIN	N;MASC;SG
rise	subida	rise	subida	V;IMP;FIN	N;FEM;SG
rise	ascensão	rise	ascensão	V;IMP;FIN	N;FEM;SG
tradition	tradições	tradition	tradição	N;SG	N;FEM;PL
howard	howard	howard	howard	PROPN;SG	N;MASC;SG
develop	desenvolva	develop	desenvolvar	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
southeast	sudeste	southeast	sudeste	PROPN;SG	N;MASC;SG
sunday	domingos	sunday	domingo	PROPN;SG	N;MASC;PL
sunday	domingo	sunday	domingo	PROPN;SG	N;MASC;SG
discuss	discuta	discuss	discuta	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
discuss	discute	discuss	discutir	V;IMP;FIN	V;IND;SG;3;PRS;FIN
communications	comunicação	communication	comunicação	N;PL	N;FEM;SG
broken	quebrada	broken	quebrar	ADJ	V;FEM;SG;V.PTCP
broken	quebrado	broken	quebrar	ADJ	V;MASC;SG;V.PTCP
broken	broken	broken	broken	ADJ	N;MASC;SG
singapore	singapura	singapore	singapura	PROPN;SG	N;FEM;SG
singapore	cingapura	singapore	cingapura	PROPN;SG	N;FEM;SG
haven	haven	haven	haven	PROPN;SG	N;MASC;SG
passing	passando	passing	passar	N;SG	V;V.MSDR
guns	guns	gun	guns	N;PL	N;MASC;SG
gone	gone	go	gone	V;PST;V.PTCP	N;MASC;SG
greatest	greatest	greatest	greatest	ADJ;RL	N;MASC;SG
visual	visuais	visual	visual	ADJ	N;MASC;PL
pope	papa	pope	papa	PROPN;SG	N;MASC;SG
sat	sab	sit	sab	V;IND;PST;FIN	N;MASC;SG
sat	sáb	sit	sábado	V;IND;PST;FIN	N;MASC;SG
sat	sat	sit	sat	V;IND;PST;FIN	N;MASC;SG
glass	vidros	glass	vidro	N;SG	N;MASC;PL
miller	miller	miller	miller	PROPN;SG	N;MASC;SG
estimated	estimativa	estimate	estimativa	V;PST;V.PTCP	N;FEM;SG
contain	contenha	contain	conter	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
contain	contenham	contain	conter	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
contain	contêm	contain	conter	V;IMP;FIN	V;IND;PL;3;PRS;FIN
brazilian	brasileiros	brazilian	brasileiro	ADJ	N;MASC;PL
brazilian	brasileiras	brazilian	brasileira	ADJ	N;FEM;PL
brazilian	brasileiro	brazilian	brasileiro	ADJ	N;MASC;SG
brazilian	brasileira	brazilian	brasileira	ADJ	N;FEM;SG
sexual	sexuais	sexual	sexual	ADJ	N;MASC;PL
sexual	sexual	sexual	sexual	ADJ	N;MASC;SG
rich	ricos	rich	rico	ADJ	N;MASC;PL
rich	rich	rich	rich	ADJ	N;MASC;SG
fast	fast	fast	fast	ADJ	N;MASC;SG
exhibition	exposições	exhibition	exposição	N;SG	N;FEM;PL
les	les	les	les	PROPN;SG	N;MASC;SG
straight	straight	straight	straight	ADJ	N;MASC;SG
straight	hetero	straight	hetero	ADJ	N;MASC;SG
straight	direto	straight	direto	ADJ	N;MASC;SG
internal	internas	internal	interno	ADJ	N;FEM;PL
internal	internos	internal	interno	ADJ	N;MASC;PL
orange	orange	orange	orange	PROPN;SG	N;MASC;SG
orange	laranja	orange	laranja	PROPN;SG	N;FEM;SG
argentina	argentina	argentina	argentino	PROPN;SG	N;FEM;SG
brief	breves	brief	breve	N;SG	N;MASC;PL
adult	adulto	adult	adulto	ADJ	N;MASC;SG
adult	adulta	adult	adulta	ADJ	N;FEM;SG
adult	adultos	adult	adulto	ADJ	N;MASC;PL
transfer	transferir	transfer	transferir	N;SG	V;NFIN
egypt	egipto	egypt	egipto	PROPN;SG	N;MASC;SG
egypt	egito	egypt	egito	PROPN;SG	N;MASC;SG
patrick	patrick	patrick	patrick	PROPN;SG	N;MASC;SG
patrick	nuno	patrick	nuno	PROPN;SG	N;MASC;SG
patrick	patrício	patrick	patrício	PROPN;SG	N;MASC;SG
quebec	quebec	quebec	quebec	PROPN;SG	N;MASC;SG
connecticut	connecticut	connecticut	connecticut	PROPN;SG	N;MASC;SG
anthony	anthony	anthony	anthony	PROPN;SG	N;MASC;SG
anthony	antónio	anthony	antónio	PROPN;SG	N;MASC;SG
