van	din	van	din		ADP;ACC
sport	sporturi	sport	sport	N;SG	N;INDF;FEM;PL
selfstandige	independent	selfstandig	independent	ADJ;NOM	ADV
selfstandige	independenta	selfstandig	independent	ADJ;NOM	N;DEF;FEM;SG
selfstandige	independentă	selfstandig	independent	ADJ;NOM	ADJ;INDF;FEM;SG
onderneming	enterprise	onderneming	enterpri	N;SG	
tempel	temple	tempel	templu	N;SG	N;INDF;FEM;PL
beroemde	celebritate	beroem	celebritate	ADJ;NOM	N;INDF;FEM;SG
beroemde	celebritatea	beroem	celebritate	ADJ;NOM	N;DEF;FEM;SG
twintig	twenty	twintig	twenty	NUM	N;INDF;MASC;SG
berig	poveste	berig	poveste		N;INDF;FEM;SG
berig	story	berig	story		N;INDF;MASC;SG
berig	povestea	berig	poveste		N;DEF;FEM;SG
coetzee	coetzee	coetzee	coetzeu		N;INDF;MASC;SG
ford	ford	ford	ford		N;INDF;MASC;SG
jongste	ultimele	jonk	ultim		NUM;DEF;FEM;PL
jongste	ultima	jonk	ultim		NUM;DEF;FEM;SG
jongste	ultimul	jonk	ultim		NUM;DEF;MASC;SG
jongste	last	jonk	last		N;INDF;MASC;SG
jongste	ultimele	jonk	ultim		NUM;DEF;FEM;PL
berge	munti	berg	munti	V;PRS	
berge	muntii	berg	munte	V;PRS	N;DEF;MASC;PL
berge	munţii	berg	munhă	V;PRS	N;DEF;MASC;PL
berge	munții	berg	munte	V;PRS	N;INDF;MASC;PL
lange	lange	lank	lange	ADJ;NOM	PROPN
saamgesmelt	topită	saamsmelt	topit	V;PST;V.PTCP	ADJ;INDF;FEM;SG
saamgesmelt	topit	saamsmelt	topi	V;PST;V.PTCP	ADJ;INDF;MASC;SG
kommunistiese	comunistă	kommunisties	comunist	ADJ;NOM	ADJ;INDF;FEM;SG
daniel	daniel	daniel	daniel		PROPN
eric	eric	eric	eric		PROPN
voel	simți	voel	simți		V;IND;SG;3;PST;FIN
voel	simte	voel	simți		V;IND;SG;3;PRS;FIN
voel	simțiți	voel	simți		V;IND;PL;2;IPFV;FIN
voel	simt	voel	simți		V;IND;PL;3;PRS;FIN
voel	senzație	voel	senzație		N;INDF;FEM;SG
voel	sentimentul	voel	sentiment		N;DEF;MASC;SG
voel	sentiment	voel	sentiment		N;INDF;MASC;SG
voel	simt	voel	simți		V;IND;PL;3;PRS;FIN
optrede	comportamente	optrede	comportament	N;SG	N;INDF;FEM;PL
outonome	autonomă	outonome	autonom	V;PRS	ADJ;INDF;FEM;SG
outonome	autonome	outonome	autonom	V;PRS	ADJ;INDF;FEM;PL
outonome	autonom	outonome	autonom	V;PRS	ADJ;INDF;MASC;SG
vliegtuie	aeronavă	vliegtuig	aeronavă	N;PL	N;INDF;FEM;SG
effens	ușor	effens	ușor		ADV
vaste	conservă	vas	conserva	PRO	V;IND;SG;3;PST;FIN
vaste	conserve	vas	conserva	PRO	N;INDF;FEM;PL
vaste	rigide	vas	rigid	PRO	ADJ;INDF;FEM;PL
vaste	rigid	vas	rigid	PRO	ADJ;INDF;MASC;SG
vaste	rigidă	vas	rigidă	PRO	ADJ;INDF;FEM;SG
soria	soria	soria	sorie		PROPN
transvaalse	transvaal	transvaals	transvaal	N;PL	N;INDF;MASC;SG
fokus	focalizare	fokus	focalizare	V;PRS	N;INDF;FEM;SG
been	oase	been	os		N;INDF;FEM;PL
been	os	been	os		N;INDF;MASC;SG
been	osul	been	os		N;DEF;MASC;SG
geklassifiseer	clasificate	klassifiseer	clasificat	V;PST;V.PTCP	ADJ;INDF;FEM;PL
geklassifiseer	clasificat	klassifiseer	clasifica	V;PST;V.PTCP	ADJ;INDF;MASC;SG
geklassifiseer	clasificată	klassifiseer	clasificat	V;PST;V.PTCP	ADJ;INDF;FEM;SG
geweier	refuzată	weier	refuza	V;PST;V.PTCP	ADJ;INDF;FEM;SG
geweier	refuzate	weier	refuza	V;PST;V.PTCP	ADJ;INDF;FEM;PL
geweier	refuzat	weier	refuza	V;PST;V.PTCP	ADJ;INDF;MASC;SG
verduidelik	explică	verduidelik	explica	V;PRS	V;IND;SG;3;PST;FIN
verduidelik	explica	verduidelik	explica	V;PRS	V;IND;SG;3;IPFV;FIN
jacques	jacques	jacque	jacques		PROPN
gevaar	pericolul	gevaar	pericol		N;DEF;MASC;SG
gevaar	primejdie	gevaar	primejdie		N;INDF;FEM;SG
gevaar	pericol	gevaar	pericol		N;INDF;MASC;SG
kroon	coroana	kroon	coroană		N;DEF;FEM;SG
kroon	coroană	kroon	coroană		N;INDF;FEM;SG
kroon	crown	kroon	crown		PROPN
ingestel	vindecat	instel	vindeca	V;PST;V.PTCP	ADJ;INDF;MASC;SG
ingestel	vindecată	instel	vindecată	V;PST;V.PTCP	ADJ;INDF;FEM;SG
ingestel	introdusă	instel	introduce	V;PST;V.PTCP	ADJ;INDF;FEM;SG
ingestel	introdus	instel	introduce	V;PST;V.PTCP	ADJ;INDF;MASC;SG
finland	finlanda	finland	finlanda		PROPN
mee	cu	mee	cu		ADP;ACC
altesaam	pentru	altesaam	pentru	DET	ADP;ACC
presies	exact	presies	exact		ADV
presies	exacte	presies	exact		ADJ;INDF;FEM;PL
presies	exacta	presies	exacta		ADJ;DEF;FEM;SG
presies	exact	presies	exact		ADV
presies	exactă	presies	exact		ADJ;INDF;FEM;SG
beplan	planificate	beplan	planificat	V;PRS	ADJ;INDF;FEM;PL
beplan	plănuit	beplan	plănui	V;PRS	ADJ;INDF;MASC;SG
beplan	planificat	beplan	planificat	V;PRS	ADJ;INDF;MASC;SG
beplan	planificată	beplan	planifica	V;PRS	ADJ;INDF;FEM;SG
carl	carl	carl	carl	PROPN;SG	PROPN
produk	produse	produk	produs	N;SG	N;INDF;FEM;PL
vallei	valley	vallei	valley	N;SG	PROPN
hede	cadou	hede	cadou	N;PL	N;INDF;MASC;SG
hede	prezente	hede	prezent	N;PL	V;IND;PL;3;PRS;FIN
hede	prezentul	hede	prezent	N;PL	N;DEF;MASC;SG
hede	prezent	hede	prezent	N;PL	N;INDF;MASC;SG
hede	prezentă	hede	prezent	N;PL	ADJ;INDF;FEM;SG
adam	adam	adam	adăma		PROPN
profiel	profil	profiel	profil		N;INDF;MASC;SG
profiel	profilul	profiel	profil		N;DEF;MASC;SG
bygedra	contribuit	bydra	contribui	V;PST;V.PTCP	ADJ;INDF;MASC;SG
sosialistiese	socialistă	sosialisties	socialist	ADJ;NOM	ADJ;INDF;FEM;SG
aansienlik	substanțial	aansienlik	substanțial		ADJ;INDF;MASC;SG
oprigting	construcții	oprigting	construcție	N;SG	N;INDF;FEM;PL
oprigting	constructii	oprigting	construct	N;SG	N;INDF;FEM;PL
biblioteek	bibliotecă	biblioteek	bibliotecă	V;PRS	N;INDF;FEM;SG
biblioteek	biblioteca	biblioteek	bibliotecă	V;PRS	N;DEF;FEM;SG
biblioteek	librărie	biblioteek	librărie	V;PRS	N;INDF;FEM;SG
kandidaat	candidată	kandidaat	candidată	N;SG	ADJ;INDF;FEM;SG
toepassing	app	toepassing	app	N;SG	
toegepas	aplicate	toepas	aplicat	V;PST;V.PTCP	ADJ;INDF;FEM;PL
toegepas	aplicat	toepas	aplicat	V;PST;V.PTCP	ADJ;INDF;MASC;SG
toegepas	aplicată	toepas	aplica	V;PST;V.PTCP	ADJ;INDF;FEM;SG
versterk	consolida	versterk	consolida	V;PRS	V;IND;SG;3;IPFV;FIN
eet	mănânc	eet	mănânc	N;SG	V;IND;SG;1;PRS;FIN
eet	mâncând	eet	mânca	N;SG	V;V.MSDR
litause	lituaniană	litaus	lituanian	ADJ;NOM	ADJ;INDF;FEM;SG
angola	angola	angola	angola	PROPN;SG	PROPN
angola	mongolia	angola	mongolie	PROPN;SG	N;DEF;FEM;SG
parameter	parametru	parameter	parametru		N;INDF;MASC;SG
parameter	parametrul	parameter	parametru		N;DEF;MASC;SG
christiaan	christiaan	christiaan	christiaan		PROPN
christiaan	creștin	christiaan	creștin		ADJ;INDF;MASC;SG
christiaan	creștină	christiaan	creștină		ADJ;INDF;FEM;SG
christiaan	creştin	christiaan	creştin		N;INDF;MASC;SG
christiaan	christian	christiaan	christian		PROPN
christiaan	crestin	christiaan	crestin		N;INDF;MASC;SG
maatskaplike	socială	maatskaplik	social	ADJ;NOM	ADJ;INDF;FEM;SG
maatskaplike	sociala	maatskaplik	socială	ADJ;NOM	N;DEF;FEM;SG
maatskaplike	socializare	maatskaplik	socializare	ADJ;NOM	N;INDF;FEM;SG
maatskaplike	social	maatskaplik	social	ADJ;NOM	ADV
suiwer	pură	suiwer	pur		ADJ;INDF;FEM;SG
suiwer	pura	suiwer	pura		ADJ;DEF;FEM;SG
suiwer	pur	suiwer	pur		ADV
middelburg	middelburg	middelburg	middelburg		N;INDF;MASC;SG
getoon	exprimat	toon	exprima	V;PST;V.PTCP	ADJ;INDF;MASC;SG
getoon	exprimată	toon	exprimat	V;PST;V.PTCP	ADJ;INDF;FEM;SG
getoon	exprimate	toon	exprima	V;PST;V.PTCP	ADJ;INDF;FEM;PL
sesde	sase	sesde	sas	ADJ;NOM	
sesde	six	sesde	six	ADJ;NOM	N;INDF;MASC;SG
sesde	şase	sesde	şase	ADJ;NOM	NUM;PL
sesde	șase	sesde	șase	ADJ;NOM	NUM;PL
oxford	oxford	oxford	oxford	PROPN;SG	N;INDF;MASC;SG
hongarye	ungaria	hongarye	ungaria	N;PL	PROPN
getref	hit	tref	hit	V;PST;V.PTCP	N;INDF;MASC;SG
getref	lovit	tref	lovi	V;PST;V.PTCP	ADJ;INDF;MASC;SG
getref	loveste	tref	lovest	V;PST;V.PTCP	V;IND;SG;3;PRS;FIN
temperature	temperaturi	temperature	temperatură	N;SG	N;INDF;FEM;PL
temperature	temperaturile	temperature	temperatură	N;SG	N;DEF;FEM;PL
washington	washington	washington	washington		PROPN
washington	washingtonul	washington	washington		N;DEF;MASC;SG
kat	cat	kat	cat	N;SG	
ere	onoare	ere	onoare	ADP	N;INDF;FEM;SG
ere	onoarea	ere	onoare	ADP	N;DEF;FEM;SG
vereis	obligatoriu	vereis	obligatoriu	V;PRS	ADV
vereis	necesare	vereis	necesar	V;PRS	ADJ;INDF;FEM;PL
vereis	necesară	vereis	necesar	V;PRS	ADJ;INDF;FEM;SG
vereis	necesar	vereis	necesar	V;PRS	ADV
hout	wood	hout	wood	N;SG	PROPN
hout	lemne	hout	lemn	N;SG	N;INDF;FEM;PL
skerp	sharp	skerp	sharp		N;INDF;MASC;SG
sydney	sydney	sydney	sydney	PROPN;SG	PROPN
stroom	furaje	stroom	furaj	N;SG	N;INDF;FEM;PL
stroom	hrăni	stroom	hrăni	N;SG	V;IND;SG;3;PST;FIN
rig	incita	rig	incita	V;PRS	V;IND;SG;3;IPFV;FIN
rig	directa	rig	directa	V;PRS	ADJ;DEF;FEM;SG
rig	directe	rig	direct	V;PRS	ADJ;INDF;FEM;PL
rig	directă	rig	direct	V;PRS	ADJ;INDF;FEM;SG
rig	direct	rig	direct	V;PRS	ADV
vry	liberă	vry	liber		ADJ;INDF;FEM;SG
vry	liber	vry	liber		ADV
vry	liberi	vry	liber		ADJ;INDF;MASC;PL
vry	gratuit	vry	gratuit		ADJ;INDF;MASC;SG
arabies	araba	arabies	araba	PROPN;SG	N;DEF;FEM;SG
arabies	arabă	arabies	arab	PROPN;SG	N;INDF;FEM;SG
uitgebeeld	ilustrată	uitbeeld	ilustrat	V;PST;V.PTCP	ADJ;INDF;FEM;SG
uitgebeeld	ilustrate	uitbeeld	ilustra	V;PST;V.PTCP	ADJ;INDF;FEM;PL
uitgebeeld	ilustrat	uitbeeld	ilustra	V;PST;V.PTCP	ADJ;INDF;MASC;SG
kimberley	kimberley	kimberley	kimberley	PROPN;SG	PROPN
kritiek	critică	kritiek	critica	N;SG	V;IND;SG;3;PST;FIN
kritiek	critic	kritiek	critic	N;SG	ADJ;INDF;MASC;SG
kritiek	critice	kritiek	critic	N;SG	ADJ;INDF;FEM;PL
alfred	alfred	alfred	alfred	PROPN;SG	PROPN
boer	jack	boer	jack		PROPN
harry	harry	harry	harry	V;PRS	PROPN
voordeel	beneficii	voordeel	beneficiu	N;SG	N;INDF;FEM;PL
gees	gees	gees	gees	N;SG	PROPN
toets	test	toets	test	V;PRS	N;INDF;MASC;SG
toets	testul	toets	test	V;PRS	N;DEF;MASC;SG
toets	încercarea	toets	încercare	V;PRS	N;DEF;FEM;SG
toets	încercare	toets	încercare	V;PRS	N;INDF;FEM;SG
toets	testare	toets	testare	V;PRS	N;INDF;FEM;SG
toets	testare	toets	testare	V;PRS	N;INDF;FEM;SG
toets	testarea	toets	testare	V;PRS	N;DEF;FEM;SG
tropiese	tropicală	tropies	tropical	ADJ;NOM	ADJ;INDF;FEM;SG
kontak	contact	kontak	contact	V;PRS	N;INDF;MASC;SG
kontak	contactul	kontak	contact	V;PRS	N;DEF;MASC;SG
aangepas	personalizată	aanpas	personaliza	V;PST;V.PTCP	ADJ;INDF;FEM;SG
aangepas	personalizate	aanpas	personalizat	V;PST;V.PTCP	ADJ;INDF;FEM;PL
aangepas	personalizat	aanpas	personaliza	V;PST;V.PTCP	ADJ;INDF;MASC;SG
oorsese	străinătate	oorsee	străinătate	ADJ;NOM	N;INDF;FEM;SG
union	uniunea	union	uniune		N;DEF;FEM;SG
union	sindicat	union	sindica		N;INDF;MASC;SG
union	uniunii	union	uniune		N;DEF;FEM;SG
union	uniune	union	uniune		N;INDF;FEM;SG
gelys	enumerat	lys	enumera	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gelys	listat	lys	lista	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gelys	enumerate	lys	enumera	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gelys	listate	lys	lista	V;PST;V.PTCP	ADJ;INDF;FEM;PL
les	les	les	les		N;INDF;MASC;SG
les	leslie	les	leslie		PROPN
jack	jack	jack	jack		PROPN
burgerlike	civică	burgerlik	civică	ADJ;NOM	ADJ;INDF;FEM;SG
font	font	font	font		N;INDF;MASC;SG
botswana	botswana	botswana	botswană	PROPN;SG	PROPN
aangewend	aplicate	aanwend	aplicat	V;PST;V.PTCP	ADJ;INDF;FEM;PL
aangewend	aplicat	aanwend	aplicat	V;PST;V.PTCP	ADJ;INDF;MASC;SG
aangewend	aplicată	aanwend	aplica	V;PST;V.PTCP	ADJ;INDF;FEM;SG
televisie	televizor	televisie	televizor		N;INDF;MASC;SG
televisie	televiziune	televisie	televiziune		N;INDF;FEM;SG
televisie	televiziunea	televisie	televiziune		N;DEF;FEM;SG
gevoer	exclus	voer	exclude	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gevoer	exclusă	voer	exclus	V;PST;V.PTCP	ADJ;INDF;FEM;SG
omring	inconjurat	omring	inconjura		ADJ;INDF;MASC;SG
omring	înconjurată	omring	înconjura		ADJ;INDF;FEM;SG
omring	înconjurat	omring	înconjura		ADJ;INDF;MASC;SG
wiskunde	mate	wiskunde	mate	N;SG	
onderteken	semneaza	onderteken	semneaza	V;PRS	V;IND;SG;3;IPFV;FIN
onderteken	semn	onderteken	semn	V;PRS	N;INDF;MASC;SG
onderteken	semnul	onderteken	semn	V;PRS	N;DEF;MASC;SG
voorganger	predecesorul	voorganger	predecesor	V;PRS	N;DEF;MASC;SG
sending	misiunea	sending	misiune		N;DEF;FEM;SG
sending	misiune	sending	misiune		N;INDF;FEM;SG
american	american	american	american		ADJ;INDF;MASC;SG
american	americană	american	american		ADJ;INDF;FEM;SG
american	americancă	american	americanc		ADJ;INDF;FEM;SG
nelson	nelson	nelson	nelson	PROPN;SG	PROPN
verbied	neg	verbied	neg	V;PRS	
verbied	neaga	verbied	neagă	V;PRS	V;IND;SG;3;IPFV;FIN
verbied	negi	verbied	negi	V;PRS	
verbied	nega	verbied	nega	V;PRS	V;IND;SG;3;IPFV;FIN
marie	marie	marie	marie		N;INDF;FEM;SG
islamitiese	islamic	islamities	islamic	ADJ;NOM	N;INDF;MASC;SG
islamitiese	islamică	islamities	islamic	ADJ;NOM	ADJ;INDF;FEM;SG
wysig	editare	wysig	editare	V;PRS	N;INDF;FEM;SG
wysig	modifică	wysig	modifica	V;PRS	V;IND;SG;3;PST;FIN
wysig	schimba	wysig	schimba	V;PRS	V;IND;SG;3;IPFV;FIN
wysig	schimbare	wysig	schimbare	V;PRS	N;INDF;FEM;SG
wysig	schimbă	wysig	schimba	V;PRS	V;IND;SG;3;PST;FIN
wysig	schimbarea	wysig	schimbare	V;PRS	N;DEF;FEM;SG
oorloë	razboaie	oorloë	razboi	N;PL	ADJ;INDF;FEM
vergelyk	compară	vergelyk	compara		V;IND;SG;3;PST;FIN
vergelyk	compara	vergelyk	compara		V;IND;SG;3;IPFV;FIN
maksimum	max	maksimum	max		N;INDF;MASC;SG
maksimum	maxim	maksimum	maxim		ADJ;INDF;MASC;SG
maksimum	maximă	maksimum	maxim		ADJ;INDF;FEM;SG
maksimum	maxima	maksimum	maxim		N;DEF;FEM;SG
maksimum	maxim	maksimum	maxim		ADJ;INDF;MASC;SG
maksimum	maximum	maksimum	maximum		N;INDF;MASC;SG
fisiese	fizică	fisies	fizic	ADJ;NOM	ADJ;INDF;FEM;SG
fisiese	fizic	fisies	fizic	ADJ;NOM	ADV
betref	îngrijorări	betref	îngrijorare	V;PRS	N;INDF;FEM;PL
betref	preocupările	betref	preocupare	V;PRS	N;DEF;FEM;PL
betref	preocupări	betref	preocupare	V;PRS	N;INDF;FEM;PL
hare	par	haar	părea	N;SG	V;IND;PL;3;PRS;FIN
toeriste	turist	toeriste	turist	N;PL	N;INDF;MASC;SG
toeriste	turistice	toeriste	turistic	N;PL	ADJ;INDF;FEM;PL
gedwing	fortat	dwing	fortat		ADJ;INDF;MASC;SG
gedwing	forțat	dwing	forțat		ADJ;INDF;MASC;SG
gedwing	forțată	dwing	forțat		ADJ;INDF;FEM;SG
joernalis	jurnalistă	joernalis	jurnalist	N;SG	ADJ;INDF;FEM;SG
león	león	león	león		PROPN
gedefinieer	definite	definieer	definit	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gedefinieer	definită	definieer	definit	V;PST;V.PTCP	ADJ;INDF;FEM;SG
gedefinieer	definit	definieer	definit	V;PST;V.PTCP	ADJ;INDF;MASC;SG
direkte	directa	direk	directa	ADJ;NOM	ADJ;DEF;FEM;SG
direkte	directă	direk	direct	ADJ;NOM	ADJ;INDF;FEM;SG
direkte	direct	direk	direct	ADJ;NOM	ADV
karl	karl	karl	karl		PROPN
turkse	turcesc	turks	turcesc	N;SG	ADJ;INDF;MASC;SG
turkse	turc	turks	turc	N;SG	ADJ;INDF;MASC;SG
turkse	turci	turks	turc	N;SG	N;INDF;MASC;PL
programme	arată	program	arăta	N;PL	V;IND;3;PRS;FIN
gram	grame	gram	gram		N;INDF;FEM;PL
gram	gram	gram	gram		N;INDF;MASC;SG
nicolaas	nicholas	nicolaas	nicholas		PROPN
nicolaas	nicolae	nicolaas	nicolae		PROPN
bewyse	dovadă	bewys	dovadă	N;PL	N;INDF;FEM;SG
bewyse	dovada	bewys	dovadă	N;PL	N;DEF;FEM;SG
chili	chile	chili	chilă		PROPN
video	video	video	video	N;SG	ADJ
voedsel	alimente	voedsel	aliment	N;SG	N;INDF;FEM;PL
prinses	prințesă	prinses	prințesă	N;PL	N;INDF;FEM;SG
prinses	printesa	prinses	printesă	N;PL	N;DEF;FEM;SG
prinses	prințesa	prinses	prințesă	N;PL	N;DEF;FEM;SG
passasiers	pasager	passasier	pasager	N;PL	N;INDF;MASC;SG
passasiers	pasagerul	passasier	pasager	N;PL	N;DEF;MASC;SG
ngc	soareci	ngc	soarec		
ngc	ngc	ngc	ngc		N;INDF;MASC;SG
brits	britanic	brits	britanic		ADJ;INDF;MASC;SG
brits	britanică	brits	britanic		ADJ;INDF;FEM;SG
brits	british	brits	british		N;INDF;MASC;SG
brits	britanici	brits	britanic		ADJ;INDF;MASC;PL
lodewyk	louis	lodewyk	louis		PROPN
lodewyk	ludovic	lodewyk	ludovic		N;INDF;MASC;SG
leiers	conducerea	leier	conducere	N;PL	N;DEF;FEM;SG
leiers	conducere	leier	conducere	N;PL	N;INDF;FEM;SG
angeles	angeles	angele	angeles		PROPN
jonger	angajare	jonk	angajare	ADV;CMPR	N;INDF;FEM;SG
jonger	angajarea	jonk	angajare	ADV;CMPR	N;DEF;FEM;SG
jonger	angajări	jonk	angajare	ADV;CMPR	N;INDF;FEM;PL
industriële	industriala	industrieel	industrial	N;SG	ADJ;DEF;FEM;SG
industriële	industrială	industrieel	industrial	N;SG	ADJ;INDF;FEM;SG
industriële	industrial	industrieel	industrial	N;SG	ADJ;INDF;MASC;SG
industriële	industriale	industrieel	industrial	N;SG	ADJ;INDF;FEM;PL
redelik	echitabil	redelik	echitabil		ADJ;INDF;MASC;SG
redelik	fair	redelik	fair		N;INDF;MASC;SG
redelik	corect	redelik	corect		ADV
friedrich	friedrich	friedrich	friedrich		PROPN
bal	ball	bal	ball	V;PRS	PROPN
bal	minge	bal	minge	V;PRS	N;INDF;FEM;SG
bal	mingea	bal	minge	V;PRS	N;DEF;FEM;SG
bal	bilă	bal	bilă	V;PRS	N;INDF;FEM;SG
bal	bila	bal	bilă	V;PRS	N;DEF;FEM;SG
aparte	separat	apart	separat	PRO	ADJ;INDF;MASC;SG
aparte	separă	apart	separa	PRO	V;IND;SG;3;PST;FIN
aparte	separată	apart	separa	PRO	ADJ;INDF;FEM;SG
aparte	separate	apart	separat	PRO	ADJ;INDF;FEM;PL
belgiese	belgiană	belgies	belgian	ADJ;NOM	ADJ;INDF;FEM;SG
belgiese	belgian	belgies	belgian	ADJ;NOM	N;INDF;MASC;SG
instellings	formatarea	instelling	formatare	N;PL	N;DEF;FEM;SG
sendeling	misionar	sendeling	misionar		N;INDF;MASC;SG
vreemde	neidentificată	vreemd	neidentificat	ADJ;NOM	ADJ;INDF;FEM;SG
sing	cântă	sing	cânta	V;PRS	V;IND;SG;3;PST;FIN
sing	canto	sing	canto	V;PRS	N;INDF;MASC;SG
sing	cantand	sing	cantand	V;PRS	
uitgebreide	prelungită	uitbrei	prelungit	ADJ;NOM	ADJ;INDF;FEM;SG
uitgebreide	extinsă	uitbrei	extins	ADJ;NOM	ADJ;INDF;FEM;SG
miskien	poate	miskien	poate		ADV
rekord	înregistrează	rekord	înregistra	N;SG	V;IND;3;PRS;FIN
suksesvol	succes	suksesvol	succes		N;INDF;MASC;SG
suksesvol	succese	suksesvol	succes		N;INDF;FEM;PL
suksesvol	succesul	suksesvol	succes		N;DEF;MASC;SG
oekraïne	ucraina	oekrain	ucraina		PROPN
permanente	permanent	permanent	permanent	ADJ;NOM	ADV
permanente	permanenta	permanent	permanent	ADJ;NOM	ADJ;DEF;FEM;SG
permanente	permanentă	permanent	permanent	ADJ;NOM	ADJ;INDF;FEM;SG
otto	otto	otto	otto		PROPN
bedoel	însemnat	bedoel	însemna	V;PRS	ADJ;INDF;MASC;SG
bedoel	însemna	bedoel	însemna	V;PRS	V;IND;SG;3;IPFV;FIN
bedoel	destinate	bedoel	destinat	V;PRS	ADJ;INDF;FEM;PL
bedoel	destinat	bedoel	destinat	V;PRS	ADJ;INDF;MASC;SG
bedoel	medie	bedoel	medie	V;PRS	N;INDF;FEM;SG
innocentius	nevinovat	innocentius	nevinovat		ADJ;INDF;MASC;SG
innocentius	inocent	innocentius	inocent		ADJ;INDF;MASC;SG
innocentius	nevinovată	innocentius	nevinovat		ADJ;INDF;FEM;SG
innocentius	inocentă	innocentius	inocent		ADJ;INDF;FEM;SG
more	dimineata	môre	dimineata		N;DEF;FEM;SG
more	dimineața	môre	dimineața		ADV
more	neatza	môre	neatză		N;DEF;FEM;SG
pryse	tarifare	pryse	tarifar	N;PL	ADJ;INDF;FEM;PL
beëindig	sfârșit	beëindig	sfârșit	V;PRS	N;INDF;MASC;SG
beëindig	sfarsit	beëindig	sfarsi	V;PRS	
beëindig	final	beëindig	final	V;PRS	N;INDF;MASC;SG
als	toți	als	tot		PRO;MASC;PL;3
als	toate	als	tot		PRO;FEM;PL;3
als	tot	als	tot		PRO;MASC;SG;3
switserse	elvețiană	switsers	elvețian	N;PL	ADJ;INDF;FEM;SG
hoogs	top	hoog	top		N;INDF;MASC;SG
hoogs	topul	hoog	top		N;DEF;MASC;SG
hang	spânzurare	hang	spânzurare	V;PRS	N;INDF;FEM;SG
hang	spânzurătoarea	hang	spânzurătoare	V;PRS	N;DEF;FEM;SG
hang	agățat	hang	agăța	V;PRS	ADJ;INDF;MASC;SG
tradisioneel	traditional	tradisioneel	traditional	ADV	ADJ;INDF;MASC;SG
tradisioneel	tradiţionale	tradisioneel	tradigional	ADV	ADJ;INDF;FEM;PL
tradisioneel	tradiţională	tradisioneel	tradigional	ADV	ADJ;INDF;FEM;SG
elektroniese	electronică	elektronies	electronic	ADJ;NOM	ADJ;INDF;FEM;SG
dankie	mersi	dankie	mersi	PRO;NOM;SG;3	
dankie	multumesc	dankie	multumi	PRO;NOM;SG;3	V;IND;SG;3;PRS;FIN
dankie	multumim	dankie	multumim	PRO;NOM;SG;3	
dankie	mulțumesc	dankie	mulțumi	PRO;NOM;SG;3	V;IND;PL;3;PRS;FIN
coastal	coastă	coastal	coastă		N;INDF;FEM;SG
parlementêre	parlamentar	parlementêre	parlamentar	ADJ;NOM	N;INDF;MASC;SG
parlementêre	parlamentară	parlementêre	parlamentar	ADJ;NOM	ADJ;INDF;FEM;SG
sagteware	software	sagtewaar	software	N;PL	N;INDF;MASC;SG
breek	break	breek	break	V;PRS	N;INDF;MASC;SG
breek	pauza	breek	pauză	V;PRS	N;DEF;FEM;SG
breek	pauză	breek	pauză	V;PRS	N;INDF;FEM;SG
chicago	chicago	chicago	chicago	PROPN;SG	PROPN
samesteller	compunere	samesteller	compunere		N;INDF;FEM;SG
samesteller	compozitor	samesteller	compozitor		N;INDF;MASC;SG
samesteller	compozitorul	samesteller	compozitor		N;DEF;MASC;SG
verwag	așteptat	verwag	aștepta	V;PRS	ADJ;INDF;MASC;SG
verwag	așteptam	verwag	aștepta	V;PRS	V;IND;1;IPFV;FIN
matt	matt	matt	matt		PROPN
elaine	elaine	elaine	elain		PROPN
stephen	stephen	stephen	stephen		PROPN
stephen	ștefan	stephen	ștefan		PROPN
stephen	ştefan	stephen	ştefan		PROPN
julle	ai	julle	avea	PRO;SG;2	V;SG;2
julle	te	julle	tu	PRO;SG;2	PRO;ACC;SG;2
julle	tu	julle	tu	PRO;SG;2	PRO;NOM;SG;2
verwerp	respins	verwerp	respinge	V;PRS	ADJ;INDF;MASC;SG
verwerp	respinse	verwerp	respinge	V;PRS	V;IND;SG;3;PST;FIN
verwerp	respinsă	verwerp	respinge	V;PRS	ADJ;INDF;FEM;SG
verwerp	refuzată	verwerp	refuza	V;PRS	ADJ;INDF;FEM;SG
verwerp	refuzate	verwerp	refuza	V;PRS	ADJ;INDF;FEM;PL
verwerp	refuzat	verwerp	refuza	V;PRS	ADJ;INDF;MASC;SG
digitale	digitală	digitaal	digitală	ADJ;NOM	ADJ;INDF;FEM;SG
digitale	digital	digitaal	digital	ADJ;NOM	N;INDF;MASC;SG
tak	branch	tak	branch	N;SG	PROPN
bloed	blood	bloed	blood		N;INDF;MASC;SG
bloed	sângele	bloed	sânge		N;DEF;MASC;SG
bloed	sânge	bloed	sânge		N;INDF;MASC;SG
kans	șanse	kans	șansă	N;SG	N;INDF;FEM;PL
kans	sanse	kans	sansă	N;SG	
antwoord	răspunde	antwoord	răspunde	N;SG	V;IND;SG;3;PRS;FIN
oorgedra	transmisă	oordra	transmite	V;PST;V.PTCP	ADJ;INDF;FEM;SG
oorgedra	transmis	oordra	transmite	V;PST;V.PTCP	ADJ;INDF;MASC;SG
