und	और	und	और	CONJ	
hannover	न्यूपोर्ट	hannover	न्यूपोर्ट	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
werde	करेंगे	werden	कर	V;SBJV;SG;3;PRS;FIN	V;MASC;IND;PL;3;FUT;FIN;ACT
werde	होगी	werden	हो	V;SBJV;SG;3;PRS;FIN	V;FEM;IND;SG;3;FUT;FIN;ACT
werde	करेगा	werden	कर	V;SBJV;SG;3;PRS;FIN	V;MASC;IND;SG;3;FUT;FIN;ACT
werde	करेगी	werden	कर	V;SBJV;SG;3;PRS;FIN	V;FEM;IND;SG;3;FUT;FIN;ACT
werde	होगा	werden	हो	V;SBJV;SG;3;PRS;FIN	V;MASC;IND;SG;3;FUT;FIN;ACT
gründung	फाउंडेशन	gründung	फाउंडेशन	ADJ	PROPN;NOM;MASC;SG;3
gründung	न्यास	gründung	न्यास	ADJ	N;NOM;MASC;SG;3
gründung	रचना	gründung	रच	ADJ	PROPN;NOM;FEM;SG;3
gründung	सृजन	gründung	सृजन	ADJ	
gründung	निर्माण	gründung	निर्माण	ADJ	N;NOM;MASC;SG;3
gründung	सृष्टि	gründung	सृष्टि	ADJ	N;NOM;FEM;SG;3
gründung	गठन	gründung	गठन	ADJ	N;NOM;MASC;SG;3
gründung	स्थापना	gründung	स्थापना	ADJ	N;NOM;FEM;SG;3
gründete	स्थापित	gründen	स्थापित	V;IND;SG;3;PST;FIN	ADJ
gründete	संस्थापित	gründen	संस्थापित	V;IND;SG;3;PST;FIN	PROPN;NOM;SG;3
dar	dar	dar	dar	ADV	PROPN;NOM;MASC;SG;3
dar	दार	dar	दार	ADV	
beste	बेस्ट	gut	बेस्ट	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
beste	सर्वश्रेष्ठ	gut	सर्वश्रेष्ठ	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
zeitung	अख़बार	zeitung	अख़बार		N;NOM;MASC;SG;3
zeitung	अखबार	zeitung	अखबार		N;NOM;MASC;SG;3
zeitung	समाचारपत्र	zeitung	समाचारपत्र		N;NOM;MASC;SG;3
zeitung	अखबारों	zeitung	अखबार		N;ACC;MASC;PL;3
zeitung	कागज़	zeitung	कागज़		N;NOM;MASC;SG;3
zeitung	कागज	zeitung	कागज		N;NOM;MASC;SG;3
zeitung	पेपर	zeitung	पेपर		N;NOM;MASC;SG;3
spd	spd	spd	spd	PROPN;NOM;SG	
schlacht	बैटल	schlacht	बैटल	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
schlacht	लड़ाइयों	schlacht	लड़ाई	N;NOM;FEM;SG	N;ACC;FEM;PL;3
richtig	सही	richtig	सही	ADV	ADJ
richtig	सच	richtig	सच	ADV	N;NOM;MASC;SG;3
richtig	सही	richtig	सही	ADV	ADJ
richtig	सच्चा	richtig	सच्चा	ADV	PROPN;NOM;MASC;SG;3
richtig	सही	richtig	सही	ADV	ADJ
gehen	सैर	gehen	सैर	V;NFIN	N;NOM;FEM;SG;3
division	विभाग	division	विभाग		N;NOM;MASC;SG;3
division	विभाजन	division	विभाजन		N;NOM;MASC;SG;3
division	प्रभाग	division	प्रभाग		N;NOM;MASC;SG;3
anzahl	num	anzahl	num	N;SG	
anzahl	क्रमांक	anzahl	क्रमांक	N;SG	PROPN;NOM;MASC;SG;3
olympischen	ओलम्पिक	olympisch	ओलम्पिक	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
olympischen	ओलंपिक्स	olympisch	ओलंपिक्स	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
olympischen	ओलंपिक	olympisch	ओलंपिक	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
stil	शैलियाँ	stil	शैली	ADJ	N;NOM;FEM;PL;3
stil	शैली	stil	शैली	ADJ	N;NOM;FEM;SG;3
stil	style	stil	style	ADJ	
stil	अंदाज़	stil	अंदाज़	ADJ	N;NOM;MASC;SG;3
stil	स्टाइल	stil	स्टाइल	ADJ	N;NOM;MASC;SG;3
deine	तुम्हारा	dein	तुम्हारा	PRO;NOM;MASC;SG	PRO;MASC;SG;3
deine	आपका	dein	आप	PRO;NOM;MASC;SG	PRO;MASC;SG;2;FORM
deine	तुम्हारी	dein	तुम्हारी	PRO;NOM;MASC;SG	PRO;FEM;SG;3
deine	आपकी	dein	आप	PRO;NOM;MASC;SG	PRO;FEM;SG;2;FORM
deine	आपके	dein	आप	PRO;NOM;MASC;SG	PRO;MASC;SG;2;FORM
deine	आपका	dein	आप	PRO;NOM;MASC;SG	PRO;MASC;SG;2;FORM
charles	चार्ल्स	charles	चार्ल्स	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gebaut	निर्मित	bauen	निर्मित	V;V.PTCP	ADJ
größte	महानतम	groß	महानतम	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
funktion	फंक्शन्स	Funktion	फंक्शन्स	N;SG	N;NOM;MASC;PL;3
funktion	कृत्यों	Funktion	कृत्य	N;SG	N;ACC;MASC;PL;3
wahrscheinlich	शायद	wahrscheinlich	शायद	ADJ	ADV
wahrscheinlich	संभवतः	wahrscheinlich	संभवतः	ADJ	ADV
wahrscheinlich	संभावना	wahrscheinlich	संभावना	ADJ	N;NOM;FEM;SG;3
wahrscheinlich	संभावित	wahrscheinlich	संभावित	ADJ	PROPN;NOM;SG;3
till	तक	till	तक	PROPN;SG	CONJ
herzog	ड्यूक	herziehen	ड्यूक	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zentrum	केन्द्र	zentrum	केंद्र	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
zentrum	केंद्र	zentrum	केंद्र	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
zentrum	मध्य	zentrum	मध्य	PROPN;NOM;SG	
zentrum	बीच	zentrum	बीच	PROPN;NOM;SG	ADV;NOM;MASC;SG;3
zentrum	केंद्र	zentrum	केंद्र	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
zentrum	केन्द्र	zentrum	केंद्र	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
jede	हर	jed	हर	PRO;NOM;INDF;FEM;SG	DET
jede	प्रत्येक	jed	प्रत्येक	PRO;NOM;INDF;FEM;SG	DET
jede	कोई	jed	कोई	PRO;NOM;INDF;FEM;SG	PRO;NOM;SG;3
jede	प्रत्येक	jed	प्रत्येक	PRO;NOM;INDF;FEM;SG	DET
dagegen	खिलाफ	dagegen	खिलाफ	ADV	ADP
dagegen	विरुद्ध	dagegen	विरुद्ध	ADV	ADP
dagegen	विरूद्ध	dagegen	विरूद्ध	ADV	CONJ
liebe	dear	lieb	dear	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
liebe	डियर	lieb	डियर	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
liebe	प्रिय	lieb	प्रिय	PROPN;NOM;SG	
liebe	डिअर	lieb	डिअर	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
liebe	प्यार	lieb	प्यार	PROPN;NOM;SG	N;NOM;MASC;SG;3
liebe	मोहब्बत	lieb	मोहब्बत	PROPN;NOM;SG	N;NOM;FEM;SG;3
liebe	प्रेम	lieb	प्रेम	PROPN;NOM;SG	N;NOM;MASC;SG;3
rom	रोम	rom	रोम	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
rom	rom	rom	rom	PROPN;NOM;NEUT;SG	N;NOM;MASC;SG;3
umfasst	कवर	umfassen	कवर	V;IND;SG;3;PRS;FIN	
umfasst	शामिल	umfassen	शामिल	V;IND;SG;3;PRS;FIN	ADJ
grenze	सीमा	grenze	सीमा	ADJ	N;NOM;FEM;SG;3
grenze	सीमा	grenze	सीमा	ADJ	N;NOM;FEM;SG;3
grenze	सीमांत	grenze	सीमांत	ADJ	N;NOM;MASC;SG;3
grenze	बार्डर	grenze	बार्डर	ADJ	PROPN;NOM;MASC;SG;3
grenze	बॉर्डर	grenze	बॉर्डर	ADJ	N;NOM;MASC;SG;3
grenze	किनारा	grenze	किनारा	ADJ	N;NOM;MASC;SG;3
grenze	borderline	grenze	borderline	ADJ	N;NOM;MASC;SG;3
grenze	frontier	grenze	frontier	ADJ	N;NOM;MASC;SG;3
nächsten	अगला	nah	अगला	ADJ;PL	ADJ;NOM;MASC;SG
truppen	सैनिकों	truppen	सैनिक	V;NFIN	N;ACC;MASC;PL;3
mitarbeiter	कर्मचारी	Mitarbeiter	कर्मचारी	ADJ	N;NOM;MASC;PL;3
mitarbeiter	कर्मचारियों	Mitarbeiter	कर्मचारी	ADJ	N;ACC;MASC;PL;3
mitarbeiter	कर्मचारी	Mitarbeiter	कर्मचारी	ADJ	N;NOM;MASC;PL;3
mitarbeiter	शरीक	Mitarbeiter	शरीक	ADJ	
mitarbeiter	स्टाफ़	Mitarbeiter	स्टाफ़	ADJ	N;NOM;MASC;SG;3
mitarbeiter	स्टाफ	Mitarbeiter	स्टाफ	ADJ	N;NOM;MASC;SG;3
britischen	ब्रिटिश	britisch	ब्रिटिश	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
britischen	अंग्रेजों	britisch	अंग्रेज	ADJ;NOM;MASC;PL	N;ACC;MASC;PL;3
werner	वर्नर	wern	वर्नर	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sieg	विन	seigen	विन	N;NOM;SG	
sieg	विजय	seigen	विजय	N;NOM;SG	PROPN;NOM;MASC;SG;3
veröffentlichte	अप्रकाशित	veröffentlichen	अप्रकाशित	V;IND;SG;3;PST;FIN	PROPN;NOM;SG;3
veröffentlichte	प्रकाशित	veröffentlichen	प्रकाशित	V;IND;SG;3;PST;FIN	ADJ
entwickelt	विकसित	entwickeln	विकसित	V;V.PTCP	ADJ
entwickelt	विकसित	entwickeln	विकसित	V;V.PTCP	ADJ
china	चीन	china	चीन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
hohe	हाई	hoch	हाई	ADJ;NOM;FEM;PL	N;NOM
hohe	आलीशान	hoch	आलीशान	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
hohe	उच्च	hoch	उच्च	ADJ;NOM;FEM;PL	
hohe	ऊँची	hoch	ऊँचा	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
falls	प्रपात	falls	प्रपात	CONJ	N;NOM;MASC;SG;3
falls	झरना	falls	झरना	CONJ	N;NOM;MASC;SG;3
falls	जलप्रपात	falls	जलप्रपात	CONJ	N;NOM;MASC;SG;3
leicht	अल्प	leicht	अल्प	ADJ	
leicht	निर्बल	leicht	निर्बल	ADJ	
leicht	क्षीण	leicht	क्षीण	ADJ	
leicht	तुच्छ	leicht	तुच्छ	ADJ	
leicht	रोशनी	leicht	रोशनी	ADJ	N;NOM;FEM;SG;3
leicht	प्रकाश	leicht	प्रकाश	ADJ	PROPN;NOM;MASC;SG;3
leicht	लाइट	leicht	लाइट	ADJ	N;NOM;FEM;SG;3
verbunden	संबद्ध	verbinden	संबद्ध	ADJ;V.PTCP	PROPN;NOM;SG;3
verbunden	संलग्न	verbinden	संलग्न	ADJ;V.PTCP	
verbunden	कनेक्टेड	verbinden	कनेक्टेड	ADJ;V.PTCP	N;NOM;MASC;SG;3
verbunden	कनेक्ट	verbinden	कनेक्ट	ADJ;V.PTCP	N;NOM;MASC;SG;3
verbunden	संबद्ध	verbinden	संबद्ध	ADJ;V.PTCP	PROPN;NOM;SG;3
bald	गंजे	bald	गंजा	ADV	
bald	गंजा	bald	गंजा	ADV	
autoren	लेखकों	autor	लेखक		N;ACC;MASC;PL;3
autoren	लेखक	autor	लेखक		N;NOM;MASC;SG;3
autoren	रचयिता	autor	रचयिता		N;NOM;MASC;SG;3
autoren	लेखक	autor	लेखक		N;NOM;MASC;SG;3
autoren	रचयिता	autor	रचयिता		N;NOM;MASC;SG;3
autoren	लेखक	autor	लेखक		N;NOM;MASC;SG;3
all	सभी	all	सब	ADV	PRO;NOM;3
all	सब	all	सब	ADV	N;NOM;MASC;SG;3
tiefe	गहराइयों	tief	गहराई		N;ACC;FEM;PL;3
tiefe	गहराई	tief	गहराई		N;NOM;FEM;SG;3
tiefe	दीप	tief	दीप		PROPN;NOM;MASC;SG;3
tiefe	गहरी	tief	गहरा		ADJ;NOM;FEM;SG
tiefe	गहरा	tief	गहरा		ADJ;NOM;MASC;SG
tiefe	गहन	tief	गहन		ADJ;NOM
press	प्रेस	press	प्रेस	PROPN	N;NOM;FEM;SG;3
press	दबाएँ	press	दबा	PROPN	V;SBJV;PL;FIN;ACT
press	दबाएं	press	दबा	PROPN	V;SBJV;PL;FIN;ACT
press	दबायें	press	दबाय	PROPN	V;SBJV;PL;3;FIN;ACT
gattung	प्रजातियां	gattung	प्रजाति	ADJ	N;NOM;FEM;PL;3
gattung	प्रजाति	gattung	प्रजाति	ADJ	N;NOM;FEM;SG;3
allein	अकेला	allein	अकेला	ADV	V;PFV;MASC;SG;V.PTCP;ACT
allein	अकेले	allein	अकेला	ADV	V;MASC;SG;3;FIN;ACT
allein	अलोन	allein	अलोन	ADV	
allein	solo	allein	solo	ADV	
allein	सोलो	allein	सोलो	ADV	
bürgermeister	मेयर	bürgermeister	मेयर	ADJ	N;NOM;MASC;SG;3
bürgermeister	महापौर	bürgermeister	महापौर	ADJ	N;NOM;MASC;SG;3
polen	पोलैंड	polen	पोलैंड		PROPN;NOM;MASC;SG;3
polen	डंडे	polen	डंडा		N;NOM;MASC;SG;3
link	कड़ी	link	कडा	N;SG	ADJ;NOM;FEM;SG
nord	उत्तर	nord	उत्तर	ADJ	PROPN;NOM;MASC;SG;3
bestehen	जिद	bestehen	जिद	V;NFIN	N;NOM;FEM;SG;3
bestehen	वजूद	bestehen	वजूद	V;NFIN	N;NOM;MASC;SG;3
bestehen	अस्तित्व	bestehen	अस्तित्व	V;NFIN	N;NOM;MASC;SG;3
zuletzt	अंतिम	zuletzt	अंतिम	ADV	ADJ;NOM
zuletzt	आखरी	zuletzt	आखरी	ADV	
zuletzt	आखिरी	zuletzt	आखिरी	ADV	ADJ
zuletzt	पिछला	zuletzt	पिछला	ADV	ADJ;NOM;MASC;SG
verheiratet	विवाहित	verheiraten	विवाहित	ADJ;V.PTCP	N;NOM;MASC;SG;3
verheiratet	शादीशुदा	verheiraten	शादीशुदा	ADJ;V.PTCP	N;NOM;FEM;SG;3
verheiratet	बुध	verheiraten	बुध	ADJ;V.PTCP	PROPN;NOM;MASC;SG;3
verheiratet	बुधवार	verheiraten	बुधवार	ADJ;V.PTCP	PROPN;NOM;MASC;SG;3
ernannt	नियुक्त	ernennen	नियुक्त	V;V.PTCP	ADJ
ernannt	मनोनीत	ernennen	मनोनीत	V;V.PTCP	PROPN;NOM;MASC;SG;3
km	km²	km	km²	N;NOM;MASC;PL	
entwickelte	विकसित	entwickeln	विकसित	V;IND;SG;3;PST;FIN	ADJ
entwickelte	विकसित	entwickeln	विकसित	V;IND;SG;3;PST;FIN	ADJ
produktion	आउटपुट	produktion	आउटपुट		N;NOM;MASC;SG;3
produktion	उत्पादन	produktion	उत्पादन		N;NOM;MASC;SG;3
produktion	प्रोडक्शन्स	produktion	प्रोडक्शन्स		N;NOM;MASC;PL;3
produktion	विनिर्माण	produktion	विनिर्माण		N;NOM;MASC;SG;3
produktion	निर्माण	produktion	निर्माण		N;NOM;MASC;SG;3
herrschaft	हुकूमत	herrschaft	हुकूमत	ADJ	N;NOM;FEM;SG;3
herrschaft	शासन	herrschaft	शासन	ADJ	N;NOM;MASC;SG;3
herrschaft	शासनकाल	herrschaft	शासनकाल	ADJ	N;NOM;MASC;SG;3
herrschaft	डोमिनियन	herrschaft	डोमिनियन	ADJ	PROPN;NOM;MASC;SG;3
berg	पर्वत	berg	पर्वत	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
berg	पहाड़	berg	पहाड	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
berg	बर्ग	berg	बर्ग	PROPN;NOM;MASC;SG	
berg	आरोह	berg	आरोह	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
berg	माउंट	berg	माउंट	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
berg	पहाड़ी	berg	पहाडी	PROPN;NOM;MASC;SG	N;NOM;FEM;SG;3
berg	हिल	berg	हिल	PROPN;NOM;MASC;SG	
alt	आल्टो	alt	आल्टो	ADJ	PROPN;NOM;MASC;SG;3
alt	alt	alt	alt	ADJ	N;NOM;MASC;SG;3
alt	ओल्ड	alt	ओल्ड	ADJ	
alt	वृद्ध	alt	वृद्ध	ADJ	PROPN;NOM;MASC;SG;3
alt	बूढ़ा	alt	बूढ़ा	ADJ	PROPN;NOM;MASC;SG;3
punkt	वस्तु	punken	वस्तु		N;NOM;FEM;SG;3
punkt	आइटम	punken	आइटम		N;NOM;MASC;SG;3
punkt	बिंदु	punken	बिंदु		N;NOM;MASC;SG;3
punkt	बिन्दु	punken	बिंदु		N;NOM;MASC;SG;3
punkt	बिंदु	punken	बिंदु		N;NOM;MASC;SG;3
punkt	बिन्दु	punken	बिंदु		N;NOM;MASC;SG;3
punkt	पॉइंट	punken	पॉइंट		N;NOM;MASC;SG;3
andreas	एंड्रयू	andreas	एंड्रयू	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
stiftung	फाउंडेशन	stiftung	फाउंडेशन	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
aktiv	क्रियाशील	aktiv	क्रियाशील	ADJ	
familienname	उपनामों	familiennam	उपनाम	ADJ	N;ACC;MASC;PL;3
familienname	बेनाम	familiennam	बेनाम	ADJ	PROPN;NOM;MASC;SG;3
familienname	सरनेम	familiennam	सरनेम	ADJ	N;NOM;MASC;SG;3
familienname	उपनाम	familiennam	उपनाम	ADJ	N;NOM;MASC;SG;3
gute	good	gut	good	ADJ;NOM;SG	N;NOM;FEM;SG;3
gute	अच्छे	gut	अच्छा	ADJ;NOM;SG	ADJ;NOM;MASC;PL
gute	गुड	gut	गुड	ADJ;NOM;SG	
gute	शुभ	gut	शुभ	ADJ;NOM;SG	
österreichischen	आस्ट्रिया	österreichisch	आस्ट्रिया	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
punkte	बिंदु	punken	बिंदु	N;NOM;MASC;PL	N;NOM;MASC;SG;3
punkte	पॉइंट	punken	पॉइंट	N;NOM;MASC;PL	N;NOM;MASC;SG;3
punkte	अंक	punken	अंक	N;NOM;MASC;PL	N;NOM;MASC;SG;3
welcher	जिससे	welch	जो	PRO;NOM;MASC;SG	PRO;SG;3
sinne	अर्थ	sinnen	अर्थ	N	
gegensatz	विरोध	gegensatz	विरोध	ADJ	N;NOM;MASC;SG;3
gegensatz	कंट्रास्ट	gegensatz	कंट्रास्ट	ADJ	N;NOM;MASC;SG;3
minuten	मिनट	minuten	मिनट	V;NFIN	N;NOM;MASC;SG;3
minuten	मिनट	minuten	मिनट	V;NFIN	N;NOM;MASC;SG;3
minuten	मिनट्स	minuten	मिनट्स	V;NFIN	N;NOM;MASC;PL;3
minuten	न्यूनतम	minuten	न्यूनतम	V;NFIN	PROPN;NOM;SG;3
minuten	मिनट	minuten	मिनट	V;NFIN	N;NOM;MASC;SG;3
bleiben	रहो	bleiben	रह	V;NFIN	PRO;NOM;SG;3
frühen	जल्दी	früh	जल्दी	ADJ	ADV
rang	रैंक	rang	रैंक	N;SG	
ähnlich	समान	ähnlich	समान	ADJ	
finale	फ़ाइनल	final	फ़ाइनल	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
finale	अंतिम	final	अंतिम	N;NOM;NEUT;SG	ADJ;NOM
jeden	हर	jed	हर	PRO;ACC;INDF;MASC;SG	DET
jeden	प्रत्येक	jed	प्रत्येक	PRO;ACC;INDF;MASC;SG	DET
jeden	प्रत्येक	jed	प्रत्येक	PRO;ACC;INDF;MASC;SG	DET
jeden	कोई	jed	कोई	PRO;ACC;INDF;MASC;SG	PRO;NOM;SG;3
verfahren	प्रक्रिया	verfahren	प्रक्रिया	V;NFIN	N;NOM;FEM;SG;3
verfahren	प्रक्रम	verfahren	प्रक्रम	V;NFIN	N;NOM;MASC;SG;3
verfahren	कार्यवाही	verfahren	कार्यवाही	V;NFIN	N;NOM;FEM;SG;3
verfahren	प्रक्रियाओं	verfahren	प्रक्रिया	V;NFIN	N;ACC;FEM;PL;3
verfahren	विधि	verfahren	विधि	V;NFIN	N;NOM;FEM;SG;3
verfahren	प्रक्रिया	verfahren	प्रक्रिया	V;NFIN	N;NOM;FEM;SG;3
verfahren	कार्यविधि	verfahren	कार्यविधि	V;NFIN	N;NOM;FEM;SG;3
tour	भ्रमण	tour	भ्रमण		N;NOM;MASC;SG;3
tour	टूर	tour	टूर		N;NOM;MASC;SG;3
tour	दौरे	tour	दौरा		N;NOM;MASC;SG;3
ergebnis	कमाई	ergebnis	कमाई	ADJ	N;NOM;FEM;SG;3
ergebnis	आय	ergebnis	आय	ADJ	N;NOM;FEM;SG;3
ergebnis	निष्कर्ष	ergebnis	निष्कर्ष	ADJ	N;NOM;MASC;PL;3
ergebnis	रिजल्ट	ergebnis	रिजल्ट	ADJ	N;NOM;MASC;SG;3
ergebnis	परिणाम	ergebnis	परिणाम	ADJ	N;NOM;MASC;PL;3
ergebnis	परिणामों	ergebnis	परिणाम	ADJ	N;ACC;MASC;PL;3
ergebnis	रिजल्ट	ergebnis	रिजल्ट	ADJ	N;NOM;MASC;SG;3
ergebnis	परिणाम	ergebnis	परिणाम	ADJ	N;NOM;MASC;PL;3
mark	मार्क	mark	मार्क	PROPN	PROPN;NOM;MASC;SG;3
mark	चिह्नित	mark	चिह्नित	PROPN	ADJ
leitung	निर्देशक	leitung	निर्देशक	ADJ	N;NOM;MASC;SG;3
leitung	निदेशक	leitung	निदेशक	ADJ	N;NOM;MASC;SG;3
leitung	नेतृत्व	leitung	नेतृत्व	ADJ	N;NOM;MASC;SG;3
württemberg	württemberg	württemberg	württemberg	PROPN;NOM;NEUT;SG	V;IPFV;MASC;V.PTCP;ACT
falsch	ग़लत	falsch	ग़लत	ADJ	
artikeln	लेख	artikeln	लेख	ADJ	N;NOM;MASC;SG;3
artikeln	आलेख	artikeln	आलेख	ADJ	N;NOM;MASC;SG;3
gold	सोने	gold	सोना		N;NOM;MASC;SG;3
gold	सुनहरा	gold	सुनहरा		ADJ;NOM;MASC;SG
weise	बुद्धिमानी	weis	बुद्धिमानी	ADJ	N;NOM;FEM;SG;3
weise	बुद्धिमानी	weis	बुद्धिमानी	ADJ	N;NOM;FEM;SG;3
weise	हिकमत	weis	हिकमत	ADJ	N;NOM;FEM;SG;3
weise	तरीका	weis	तरीका	ADJ	N;NOM;MASC;SG;3
weise	राह	weis	राह	ADJ	N;NOM;FEM;SG;3
weise	मार्ग	weis	मार्ग	ADJ	N;NOM;MASC;SG;3
weise	रास्ते	weis	रास्ता	ADJ	N;NOM;MASC;SG;3
weise	रास्ता	weis	रास्ता	ADJ	N;NOM;MASC;SG;3
außer	मगर	außer	मगर	ADP	CONJ
heiligen	संतों	heilig	संत	ADJ	N;ACC;MASC;PL;3
heiligen	संत	heilig	संत	ADJ	N;NOM;MASC;SG;3
heiligen	संतो	heilig	संतो	ADJ	
heiligen	संत	heilig	संत	ADJ	N;NOM;MASC;SG;3
heiligen	पावन	heilig	पावन	ADJ	
möglichkeit	अवसर	möglichkeit	अवसर	ADJ	N;NOM;MASC;SG;3
möglichkeit	विकल्प	möglichkeit	विकल्प	ADJ	N;NOM;MASC;SG;3
möglichkeit	सम्भावना	möglichkeit	सम्भावना	ADJ	N;NOM;FEM;SG;3
leiter	सीढ़ी	leiter	सीढ़ी	ADJ	N;NOM;FEM;SG;3
leiter	लैडर	leiter	लैडर	ADJ	
leiter	सीढ़ियाँ	leiter	सीढ़ी	ADJ	N;NOM;FEM;PL;3
leiter	दिमाग़	leiter	दिमाग़	ADJ	N;NOM;MASC;SG;3
leiter	सिर	leiter	सिर	ADJ	N;NOM;MASC;SG;3
leiter	नेता	leiter	नेता	ADJ	N;NOM;MASC;PL;3
los	लॉस	los	लॉस	ADV	PROPN;NOM;MASC;SG;3
river	नदी	river	नदी	PROPN;NOM;SG	N;NOM;FEM;SG;3
rennen	जातियों	rennen	जाति	V;NFIN	N;ACC;FEM;PL;3
rennen	दौड़	rennen	दौड	V;NFIN	
rennen	दौड़	rennen	दौड	V;NFIN	
rennen	जाति	rennen	जाति	V;NFIN	N;NOM;FEM;SG;3
rennen	रेस	rennen	रेस	V;NFIN	N;NOM;MASC;SG;3
