から	from	から	from	CONJ	
ミックス	karıştırın	ミックス	karış	N	V;PFV;IMP;PL;2;POS;PRS;CAUS
ミックス	karışık	ミックス	karışık	N	
資金	fon	資金	fon	N	
質問	soru	質問	soru	V	
質問	sorum	質問	sorum	V	
質問	sorularınız	質問	soru	V	N;NOM;PL;3
質問	soruları	質問	soru	V	N;ACC;PL;3
質問	sorular	質問	soru	V	N;NOM;PL;3
質問	soru	質問	soru	V	
テイ	tei	テイ	tei	PROPN	PROPN;NOM;SG;3
テイ	tay	テイ	tay	PROPN	
ギリシャ	yunanistan	ギリシャ	yunanistan	PROPN	PROPN;NOM;SG;3
金曜日	cuma	金曜日	cuma	N	
金曜日	cuma	金曜日	cuma	N	
ライフ	life	ライフ	life	N	
ライフ	hayat	ライフ	hayat	N	
ライフ	ömür	ライフ	ömür	N	
否定	inkar	否定	inkar	V	
否定	inkâr	否定	inkâr	V	
否定	inkar	否定	inkar	V	
否定	inkâr	否定	inkâr	V	
大使	elçi	大使	elçi	N	
広場	karesi	広場	kare	N	
広場	meydan	広場	meydan	N	
広場	kare	広場	kare	N	
ビッグ	big	ビッグ	big	N	
ビッグ	buyuk	ビッグ	buyuk	N	
ビッグ	büyük	ビッグ	büyük	N	
ビッグ	kocaman	ビッグ	kocaman	N	
ヤング	genç	ヤング	genç	N	
ヤング	young	ヤング	young	N	
ヘンリー	henry	ヘンリー	henry	PROPN	
常に	daima	常に	daima	ADV	
常に	herzaman	常に	herzaman	ADV	
爆発	patlama	爆発	patla	V	
爆発	patlamalar	爆発	patla	V	
売上	satış	売上	satış	N	
モスクワ	moskova	モスクワ	moskova	PROPN	PROPN;NOM;SG;3
重	mükerrer	重	mükerrer	N	
重	çakışma	重	çakış	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
さくら	sakura	さくら	sakur	PROPN	
橋本	hashimoto	橋本	hashimoto	PROPN	
概念	kavram	概念	kavram	N	
概念	konsept	概念	konsept	N	
概念	konsepti	概念	konsep	N	
パート	kısım	パート	kısım	N	
パート	bölüm	パート	bölüm	N	
パート	part	パート	part	N	
パート	kısmen	パート	kısmen	N	
危機	kriz	危機	kriz	N	
ドライバー	sürücü	ドライバー	sürücü	N	
ドライバー	şoför	ドライバー	şoför	N	
ドライバー	şöför	ドライバー	şöför	N	
裁判	duruşma	裁判	duruş	V	
巨人	devler	巨人	dev	PROPN	N;NOM;PL;3
巨人	giants	巨人	giants	PROPN	
巨人	dev	巨人	dev	PROPN	
北東	kuzeydoğu	北東	kuzeydoğu	N	
エース	as	エース	as	PROPN	
エース	ace	エース	ace	PROPN	
アクセス	erişim	アクセス	erişim	V	N;NOM;SG;3
安定	istikrar	安定	istikrar	V	
安定	kararlılık	安定	kararlılık	V	
安定	istikrarlı	安定	istikrarlı	V	ADJ
安定	durağan	安定	durağan	V	ADJ
安定	sabit	安定	sabit	V	
安定	kararlı	安定	kararlı	V	
安定	stabil	安定	stabil	V	
青山	aoyama	青山	aoya	PROPN	
調整	ayarlama	調整	ayarlam	V	
調整	ayar	調整	ayar	V	N;NOM;SG;3
調整	koordinasyon	調整	koordinasyon	V	N;DAT;SG;3
中世	ortaçağ	中世	ortaçağ	N	
不足	kıtlık	不足	kıtlık	V	
不足	eksikliği	不足	eksiklik	V	N;NOM;SG;3
不足	eksiklik	不足	eksiklik	V	N;NOM;SG;3
不足	sıkıntısı	不足	sıkıntı	V	N;NOM;SG;3
解釈	yoruma	解釈	yorum	V	N;DAT;SG;3
岡田	okada	岡田	oka	PROPN	N;ESS;SG;3
ホームページ	anasayfa	ホームページ	anasayfa	N	
プレイ	oyun	プレイ	oyun	V	
プレイ	play	プレイ	play	V	
プレイ	oyna	プレイ	oyna	V	
プレイ	çal	プレイ	çal	V	
ビット	bit	ビット	bit	N	
日曜日	pazar	日曜日	pazar	N	
日曜日	pazar	日曜日	pazar	N	
注目	seçme	注目	seç	V	
注目	dikkat	注目	dikkat	V	N;NOM;SG;3
市川	ichikawa	市川	ichika	PROPN	
国王	kral	国王	kral	N	
国王	king	国王	king	N	
分布	dağıtımı	分布	dağıt	V	N;NOM;SG;3
分布	dağılımı	分布	dağılım	V	
分布	dağıtım	分布	dağıt	V	
太田	ota	太田	ota	PROPN	
パス	patika	パス	patika	N	
パス	yol	パス	yol	N	
パス	pas	パス	pas	N	
パス	geçiş	パス	geçiş	N	
ミュージシャン	müzisyen	ミュージシャン	müzisyen	N	
ミュージシャン	müzisyen	ミュージシャン	müzisyen	N	
リーダー	önder	リーダー	önde	N	
リーダー	lider	リーダー	lider	N	
リーダー	okuyucu	リーダー	okuyucu	N	
リーダー	okur	リーダー	oku	N	
与える	ver	与える	ver	V	
ファイナル	final	ファイナル	final	PROPN	
ファイナル	finaller	ファイナル	final	PROPN	N;NOM;PL;3
ファイナル	finalleri	ファイナル	final	PROPN	N;NOM;PL;3
ファイナル	final	ファイナル	final	PROPN	
コモ	como	コモ	como	PROPN	PROPN;NOM;SG;3
ポルトガル	portekiz	ポルトガル	portekiz	PROPN	PROPN;NOM;SG;3
高度	irtifa	高度	irtifa	N	
テニス	tenis	テニス	tenis	N	
ゆき	yuki	ゆき	yuki	PROPN	
次郎	jiro	次郎	jiro	PROPN	
結合	senet	結合	senet	N	
結合	bağ	結合	bağ	N	
結合	bond	結合	bond	N	
知識	ilim	知識	ilim	N	
ライセンス	lisans	ライセンス	lisans	N	
ライセンス	lisans	ライセンス	lisans	N	
ライセンス	lisanslı	ライセンス	lisanslı	N	
メール	mail	メール	mail	N	
メール	posta	メール	posta	N	
生涯	toplam	生涯	toplam	N	
赤い	kirmizi	赤い	kirmiz	ADJ	
赤い	kızıl	赤い	kızıl	ADJ	
赤い	red	赤い	red	ADJ	
クリア	açık	クリア	açık	N	ADJ
クリア	net	クリア	net	N	
クリア	temizle	クリア	temiz	N	V;PFV;IMP;SG;2;POS;PRS
クリア	temiz	クリア	temiz	N	
クリア	berrak	クリア	berrak	N	
実績	başarı	実績	başarı	N	
アリ	karıncalar	アリ	karınca		N;NOM;PL;3
アリ	ali	アリ	al		PROPN;NOM;SG;3
繰り返し	tekrarlanan	繰り返し	tekrarla	ADV	V;PFV;IND;POS;PRS;V.PTCP;PASS
繰り返し	tekrar	繰り返し	tekrar	ADV	
繰り返し	tekrarı	繰り返し	tekrarı	ADV	
閲覧	göz	閲覧	göz	V	N;NOM;SG;3
閲覧	gezin	閲覧	gezin	V	
閲覧	tarama	閲覧	tarama	V	
土曜日	cumartesi	土曜日	cumartesi	N	
端末	terminal	端末	terminal	N	
端末	terminal	端末	terminal	N	
トヨタ	toyota	トヨタ	toyo	PROPN	N;NOM;SG;3
ヤン	jan	ヤン	jan	PROPN	
ヤン	ocak	ヤン	ocak	PROPN	
上昇	yüksel	上昇	yüksel	V	
上昇	yükseliş	上昇	yükseliş	V	
都道府県	state	都道府県	state	N	
都道府県	eyalet	都道府県	eyalet	N	
隊長	yüzbaşı	隊長	yüzbaşı	N	
隊長	kaptan	隊長	kaptan	N	
悪魔	devil	悪魔	devil	N	
悪魔	şeytan	悪魔	şeytan	N	
悪魔	iblis	悪魔	iblis	N	
悪魔	şeytan	悪魔	şeytan	N	
オペラ	opera	オペラ	opera	PROPN	
オペラ	opera	オペラ	opera	PROPN	
カイ	kai	カイ	kai	PROPN	
みんな	herkeze	みんな	herkez	ADV	N;DAT;SG;3
みんな	herkese	みんな	herkes	ADV	N;DAT;SG;3
みんな	herkes	みんな	herkes	ADV	N;NOM;SG;3
みんな	herkez	みんな	herkez	ADV	
みんな	erkekler	みんな	erkek	ADV	ADJ;NOM;PL;3
みんな	millet	みんな	millet	ADV	
みんな	çocuklar	みんな	çocuk	ADV	N;NOM;PL;3
みんな	beyler	みんな	beyle	ADV	
ウィー	wee	ウィー	We	PROPN	
ディレクター	direktör	ディレクター	direk	PROPN	N;NOM;SG;3
ディレクター	müdür	ディレクター	müdür	PROPN	
ディレクター	yönetmen	ディレクター	yönetmen	PROPN	
ディレクター	yönetici	ディレクター	yönetici	PROPN	
判決	muhakeme	判決	muhakem	N	
判決	hüküm	判決	hüküm	N	
判決	yargı	判決	yargı	N	
判決	yargılama	判決	yargılama	N	
女王	queen	女王	yu	N	PROPN;NOM;SG;3
女王	vezir	女王	vez	N	
木曜	perşembe	木曜	perşembe	N	
修了	tamamlama	修了	tamamla	V	
合成	sentetik	合成	sentetik	V	
合成	yapay	合成	yapay	V	
合成	kompozisyon	合成	kompozisyon	V	N;NOM;SG;3
合成	sentez	合成	sentez	V	N;NOM;SG;3
ミン	dk	ミン	dk	PROPN	
ミン	min	ミン	min	PROPN	
ローズ	rose	ローズ	rose	N	
ローズ	gülüm	ローズ	gülüm	N	
ローズ	gül	ローズ	gül	N	PROPN;NOM;SG;3
ローズ	gülü	ローズ	gül	N	
島根	shimane	島根	shimane	PROPN	
上海	şangay	上海	şangay	PROPN	PROPN;NOM;SG;3
上海	şanghay	上海	şanghay	PROPN	PROPN;NOM;SG;3
侵攻	işgal	侵攻	işgal	V	
侵攻	istila	侵攻	istila	V	
国旗	bayrak	国旗	bayrak	N	
国旗	bayrak	国旗	bayrak	N	
現象	fenomen	現象	fenomen	N	
現象	fenomen	現象	fenomen	N	
現象	olgu	現象	olgu	N	
二	iki	二	iki	NUM	
にも	rağmen	にも	rağmen	ADV	ADP
証明	ispat	証明	ispat	V	
証明	kanıt	証明	kanıt	V	
証明	kanıtı	証明	kanıt	V	
証明	delil	証明	delil	V	
証明	burhan	証明	burhan	V	
祭り	festival	祭り	festival	N	
応援	tezahürat	応援	tezahürat	V	N;NOM;SG;3
ジェームズ	james	ジェームズ	james	PROPN	
ゴールド	altınlar	ゴールド	altın	N	ADJ;NOM;PL;3
ゴールド	altın	ゴールド	altın	N	
ゴールド	gold	ゴールド	gold	N	
ゴールド	altin	ゴールド	altin	N	
社員	işçi	社員	işçi	N	
社員	çalışan	社員	çalış	N	
社員	çalışan	社員	çalış	N	
村上	murakami	村上	murakami	PROPN	
エア	hava	エア	hava	PROPN	
エア	air	エア	air	PROPN	N;NOM;SG;3
原子力	nükleer	原子力	nükle	N	
アイルランド	irlanda	アイルランド	irlan	PROPN	PROPN;NOM;SG;3
ボタン	düğme	ボタン	düğ	N	
ボタン	düğme	ボタン	düğ	N	
プロフィール	profil	プロフィール	profil	N	
プロフィール	profili	プロフィール	profili	N	
仏教	budizm	仏教	budiz	N	
仏教	budist	仏教	budist	N	
ストリート	street	ストリート	street	N	PROPN;NOM;SG;3
ロス	ross	ロス	ross	N	
ボン	bonn	ボン	bonn	PROPN	PROPN;NOM;SG;3
サウンド	sound	サウンド	sound	N	
ベトナム	vietnam	ベトナム	vietnam	PROPN	PROPN;NOM;SG;3
世帯	hane	世帯	hane	N	
ローカル	yerli	ローカル	yerli	ADJ	
ローカル	lokal	ローカル	lokal	ADJ	
ローカル	yöresel	ローカル	yöresel	ADJ	
ローカル	yerel	ローカル	yerel	ADJ	
境界	sınırlama	境界	sınırla	N	
境界	sınır	境界	sınır	N	
続ける	devam	続ける	devam	V	N;NOM;SG;3
蒸気	buhar	蒸気	buhar	N	
蒸気	buhar	蒸気	buhar	N	
蒸気	buhar	蒸気	buhar	N	
インチ	santim	インチ	santim	N	
インチ	inç	インチ	inç	N	
インチ	santim	インチ	santim	N	
インチ	inç	インチ	inç	N	
インチ	cm	インチ	cm	N	
体験	deneyimi	体験	deney	V	N;ACC;SG;3
体験	tecrübe	体験	tecrübe	V	
体験	deneyim	体験	den	V	
区別	ayrım	区別	ayrım	V	
アメリカン	amerikalı	アメリカン	amerikalı	N	
アメリカン	amerikan	アメリカン	amerikan	N	
ブレーキ	fren	ブレーキ	fren	N	
ブレーキ	fren	ブレーキ	fren	N	
ブレーキ	fren	ブレーキ	fren	N	
兵士	asker	兵士	asker	N	
スタン	stan	スタン	stan	PROPN	
解放	kurtuluş	解放	kurtuluş	V	
石油	petrol	石油	petrol	N	
石油	yağ	石油	yağ	N	
石油	yağı	石油	yağ	N	
バレーボール	voleybol	バレーボール	voleybol	N	
リード	kamış	リード	kamış	N	
リード	reed	リード	reed	N	
リード	kurşun	リード	kurşun	N	
青木	aoki	青木	aoki	PROPN	
ゴルフ	golf	ゴルフ	golf	N	
坂本	sakamoto	坂本	sakamoto	PROPN	
シート	levha	シート	levha	N	
シート	çarşaf	シート	çarşaf	N	
シート	yaprak	シート	yaprak	N	
シート	çarşaf	シート	çarşaf	N	
ミッション	misyon	ミッション	misyon	N	
組み合わせ	kombinasyon	組み合わせる	kombinasyon	V	
組み合わせ	birleştir	組み合わせる	birleş	V	
組み合わせ	kombine	組み合わせる	kombine	V	
組み合わせ	kombinasyon	組み合わせる	kombinasyon	V	
人形	bebek	人形	bebek	N	
ミュージカル	müzikal	ミュージカル	müzikal	N	
ミュージカル	müzikalleri	ミュージカル	müzikal	N	ADJ;NOM;PL;3
ミュージカル	müzikal	ミュージカル	müzikal	N	
大野	ohno	大野	ohno	PROPN	
大野	ōno	大野	ino	PROPN	
スリー	üç	スリー	üç	PROPN	NUM
スリー	three	スリー	three	PROPN	
現場	sahne	現場	sahne	N	
エジプト	mısır	エジプト	mısır	PROPN	
プレミアム	premium	プレミアム	premi		N;NOM;SG;3
趣味	hobi	趣味	hobi	N	
趣味	hobi	趣味	hobi	N	
将来	geleceğin	将来	gelecek		ADJ;GEN;SG;3
将来	gelecekteki	将来	gel		V;PFV;IND;SG;3;POS;FUT
授業	ders	授業	ders	N	
授業	ders	授業	ders	N	
料金	ücret	料金	ücret	N	
料金	ücreti	料金	ücret	N	
身体	ceset	身体	ceset	N	
身体	vücut	身体	vücut	N	
身体	beden	身体	beden	N	
作者	yazar	作者	yazar	N	
作者	yazarı	作者	yazar	N	
松平	matsudaira	松平	matsudaira	PROPN	
推薦	tavsiye	推薦	tavsiye	V	
推薦	öneri	推薦	öneri	V	N;NOM;SG;3
スカ	ska	スカ	ska	PROPN	
地理	coğrafi	地理	coğrafi	N	
地理	coğrafya	地理	coğrafya	N	
ダブルス	çiftler	ダブルス	çift	N	ADJ;NOM;PL;3
百万	milyon	百万	milyon	NUM	
表面	yüzeyi	表面	yüze	N	
表面	yüzey	表面	yüzey	N	
訪問	ziyaret	訪問	ziyaret	V	N;NOM;SG;3
訪問	ziyareti	訪問	ziyaret	V	N;ACC;SG;3
訪問	ziyaret	訪問	ziyaret	V	N;NOM;SG;3
訪問	ziyaretler	訪問	ziyaret	V	N;NOM;PL;3
訪問	ziyaretleri	訪問	ziyaret	V	N;NOM;PL;3
訪問	ziyaret	訪問	ziyaret	V	N;NOM;SG;3
合格	geçen	合格	geç	V	
合格	geçmiş	合格	geç	V	
フランス	fransızlar	フランス	fransız	PROPN	N;NOM;PL;3
フランス	fransız	フランス	fransız	PROPN	
フランス	fransızca	フランス	fransızca	PROPN	
パイロット	kılavuz	パイロット	kılavuz	N	
パイロット	pilot	パイロット	pilot	N	
トルコ	turkey	トルコ	turkey	PROPN	
トルコ	türkiye	トルコ	türkiye	PROPN	PROPN;NOM;SG;3
トルコ	turkiye	トルコ	turkiye	PROPN	N;NOM;SG;3
ウクライナ	ukrayna	ウクライナ	ukra	PROPN	PROPN;NOM;SG;3
ディスク	disk	ディスク	disk	N	
ディスク	disk	ディスク	disk	N	
続き	devamı	続く	devam	V	
次元	boyut	次元	boyut	N	
シカゴ	şikago	シカゴ	şikago	PROPN	
シカゴ	chicago	シカゴ	chicago	PROPN	PROPN;NOM;SG;3
国籍	milliyet	国籍	milliyet	N	
称号	başlık	称号	başlık	N	
称号	unvan	称号	unvan	N	
称号	ünvan	称号	ünvan	N	
敗北	mağlup	敗北	mağlup	V	ADJ
敗北	yenilgi	敗北	yenilgi	V	
規則	kural	規則	kural	N	
クラシック	klasik	クラシック	klasik	N	
クラシック	klasik	クラシック	klasik	N	
車線	lane	車線	la	N	PROPN;NOM;SG;3
車線	şerit	車線	şerit	N	
車線	şerit	車線	şerit	N	
機会	fırsatı	機会	fırsatı	N	
機会	fırsat	機会	fırsat	N	
大隊	tabur	大隊	tabur	N	
キャスター	caster	キャスター	caster	PROPN	
キャスター	castor	キャスター	castor	PROPN	PROPN;NOM;SG;3
新幹線	shinkansen	新幹線	shinkan	N	V;PFV;SG;2;POS;PRS
スカイ	skye	スカイ	iky	N	PROPN;NOM;SG;3
スカイ	gökyüzü	スカイ	gökyüzü	N	
スカイ	gök	スカイ	gök	N	
スカイ	sky	スカイ	sky	N	
ドリーム	rüya	ドリーム	rüya	N	
ドリーム	düş	ドリーム	düş	N	
ドリーム	hayal	ドリーム	hayal	N	
ドリーム	dream	ドリーム	dream	N	
ソニー	sony	ソニー	sony	PROPN	
ソニー	sonny	ソニー	sonny	PROPN	
ロゴ	logo	ロゴ	logo	N	
ロゴ	logo	ロゴ	logo	N	
ロゴ	logolar	ロゴ	logo	N	
コア	çekirdek	コア	çek	N	
学期	sömestr	学期	sömes	N	
学期	dönem	学期	dön	N	
古典	klasik	古典	klasik	N	
古典	klasik	古典	klasik	N	
古典	klasik	古典	klasik	N	
大人	yetişkin	大人	yetişkin	N	
大人	yetişkin	大人	yetişkin	N	
大人	büyükler	大人	büyük	N	ADJ;NOM;PL;3
海岸	kıyı	海岸	kıy	N	
海岸	sahil	海岸	sahil	N	
ボックス	box	ボックス	box	N	
ボックス	kutu	ボックス	kutu	N	
ボックス	kutu	ボックス	kutu	N	
神話	mitoloji	神話	mitoloji	N	
神話	efsane	神話	efsane	N	
神話	mit	神話	mit	N	
フィギュア	heykelcik	フィギュア	heykelcik	N	
フィギュア	figür	フィギュア	figür	N	
移住	göç	移住	göç	V	
柔道	judo	柔道	judo	N	
柔道	judocu	柔道	judocu	N	
支部	dal	支部	dal	N	
支部	şube	支部	şube	N	
どこ	nerde	どこ	nere	PRO	
どこ	nere	どこ	nere	PRO	
貿易	takas	貿易	takas	N	
貿易	ticaret	貿易	ticaret	N	
山下	yamashita	山下	yamashit	PROPN	
挿入	ekle	挿入	ekil	V	
挿入	ekleme	挿入	ekle	V	
マッチ	eşleşme	マッチ	eşleş	N	
マッチ	kibrit	マッチ	kibrit	N	
マッチ	eşleşme	マッチ	eşleş	N	
マッチ	karşılaşma	マッチ	karşılaşma	N	
マッチ	kibrit	マッチ	kibrit	N	
空気	hava	空気	hava	N	
譲渡	aktarım	譲渡	aktarım	V	
譲渡	transfer	譲渡	transfer	V	
譲渡	havale	譲渡	havale	V	N;NOM;SG;3
譲渡	atama	譲渡	atam	V	
譲渡	görev	譲渡	görev	V	N;NOM;SG;3
ピン	pin	ピン	pin	N	
上田	ueda	上田	ueda	PROPN	PROPN;NOM;SG;3
両親	ebeveyn	両親	ebevey	N	
セイ	söyle	セイ	söyle	PROPN	
セイ	de	セイ	de	PROPN	
セイ	söyleyin	セイ	söyle	PROPN	V;PFV;IMP;PL;2;POS;PRS
ミステリー	gizemli	ミステリー	gizemli	N	
ミステリー	gizem	ミステリー	gizem	N	
小川	ogawa	小川	oga	PROPN	
小川	brook	小川	brook	PROPN	PROPN;NOM;SG;3
大宮	omiya	大宮	omiya	PROPN	PROPN;NOM;SG;3
経過	ilerleme	経過	ilerle	V	
経過	gelişme	経過	geliş	V	
経過	gelişim	経過	geliş	V	
経過	geçen	経過	geç	V	
後藤	goto	後藤	goto	PROPN	
疑問	soru	疑問	soru	ADJ	
疑問	sorum	疑問	sorum	ADJ	
キャンパス	kampüs	キャンパス	kampüs	N	
ゲート	gate	ゲート	gate	N	
ゲート	geçit	ゲート	geçit	N	
恋人	sevgililer	恋人	sevgili	N	ADJ;NOM;PL;3
恋人	birtanem	恋人	birtanem	N	
恋人	sevgili	恋人	sevgili	N	
恋人	sevgililer	恋人	sevgili	N	ADJ;NOM;PL;3
恋人	aşıklar	恋人	aşık	N	ADJ;NOM;PL;3
恋人	aşık	恋人	aşık	N	
恋人	sevgili	恋人	sevgili	N	
ノース	kuzey	ノース	kuzey	PROPN	
ノース	kuzeyde	ノース	kuzeyde	PROPN	N;ESS;SG;3
ノース	north	ノース	north	PROPN	PROPN;NOM;SG;3
ノース	kuzeye	ノース	kuze	PROPN	N;DAT;SG;3
ロング	uzun	ロング	uzun	N	ADJ
ロング	long	ロング	long	N	
ナショナル	millî	ナショナル	millî	PROPN	
ナショナル	national	ナショナル	national	PROPN	N;DAT;SG;3
ナショナル	milli	ナショナル	milli	PROPN	ADJ
ナショナル	ulusal	ナショナル	ulusal	PROPN	
それら	şunlar	それら	şu	PRO	
高田	takada	高田	taka	PROPN	N;ESS;SG;3
日立	hitachi	日立	hitachi	PROPN	PROPN;NOM;SG;3
石井	ishii	石井	ishii	PROPN	
話題	konu	話題	konu	N	
水曜	çarşamba	水曜	çarşamba	N	
本体	ceset	本体	ceset	N	
本体	vücut	本体	vücut	N	
本体	beden	本体	beden	N	
怪獣	canavar	怪獣	canavar	N	
テキサス	teksas	テキサス	teksas	PROPN	PROPN;NOM;SG;3
テキサス	texas	テキサス	texas	PROPN	PROPN;NOM;SG;3
中川	nakagawa	中川	nakaga	PROPN	
反乱	ayaklanma	反乱	ayaklan	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
反乱	isyan	反乱	isyan	N	
反乱	isyanı	反乱	isyan	N	
反乱	isyan	反乱	isyan	N	
反乱	isyanı	反乱	isyan	N	
消費	tüketim	消費	tüket	V	
消費	tüketimi	消費	tüket	V	N;ACC;SG;3
ジャズ	caz	ジャズ	caz	N	
ジャズ	jazz	ジャズ	jazz	N	
川村	kawamura	川村	kawamura	PROPN	
利益	kâr	利益	kâr	N	
利益	kar	利益	kar	N	
利益	fayda	利益	fayda	N	
爆弾	bomba	爆弾	bomba	N	
抵抗	direnç	抵抗	direnç	V	
抵抗	direniş	抵抗	direniş	V	N;NOM;SG;3
リチャード	richard	リチャード	richard	PROPN	
日産	datsun	日産	dat	PROPN	
日産	nissan	日産	nissan	PROPN	PROPN;NOM;SG;3
患者	hasta	患者	hasta	N	
患者	hasta	患者	hasta	N	
患者	sabırlı	患者	sabırlı	N	
カット	kesim	カット	kesim	N	
カット	kestik	カット	kes	N	V;PFV;IND;PL;1;POS;PST
カット	kes	カット	kes	N	
メタル	metal	メタル	metal	N	
プラス	artı	プラス	artı	N	
プラス	plus	プラス	plus	N	
岡崎	okazaki	岡崎	okazaki	PROPN	
相互	karşılıklı	相互	karşılıklı	N	
業界	sektör	業界	sektör	N	
業界	endüstri	業界	endüstri	N	
業界	sanayii	業界	sanayii	N	
業界	sanayi	業界	sanayi	N	
白い	white	白い	whit	ADJ	PROPN;NOM;SG;3
白い	beyaz	白い	beyaz	ADJ	
株主	hissedar	株主	hissedar	N	
場面	sahne	場面	sahne	N	
リック	rick	リック	rick	PROPN	
書く	yazma	書く	yazma	V	
書く	yazın	書く	yaz	V	
書く	yaz	書く	yaz	V	
警視	başkomiser	警視	başkomiser	N	
警視	müfettiş	警視	müfettiş	N	
ジム	jim	ジム	jim	N	
メッセージ	ileti	メッセージ	ilet	N	
メッセージ	mesaj	メッセージ	mesaj	N	
メッセージ	mesaj	メッセージ	mesaj	N	
詩人	şair	詩人	şair	N	
顧問	danışman	顧問	danış	N	
ランク	sıralama	ランク	sıralama	N	
オンライン	online	オンライン	o	N	
三浦	miura	三浦	miura	PROPN	
記号	simge	記号	simge	N	
記号	sembol	記号	sembol	N	
記号	tabela	記号	tabela	N	
記号	işaret	記号	işaret	N	
記号	imza	記号	imza	N	
記号	imzalayın	記号	imzala	N	
変換	değişim	変換	değişim	V	
変換	dönüşüm	変換	dönüşüm	V	
変換	dönüşümler	変換	dönüşüm	V	N;NOM;PL;3
変換	dönüşümleri	変換	dönüşüm	V	N;ACC;PL;3
変換	dönüşümü	変換	dönüşüm	V	N;ACC;SG;3
変換	dönüşüm	変換	dönüşüm	V	
変換	dönüşün	変換	dönüş	V	
変換	dönüşüm	変換	dönüşüm	V	
過程	süreç	過程	süreç	N	
過程	işlem	過程	işlem	N	
オーバー	bitti	オーバー	bit		V;PFV;IND;SG;3;POS;PST
襲撃	saldırıya	襲撃	saldırı	V	N;DAT;SG;3
ヘッド	kafa	ヘッド	kafa	N	
資産	varlık	資産	varlık	N	
資産	varlık	資産	varlık	N	
マリ	mari	マリ	mari	PROPN	
マリ	mali	マリ	mali	PROPN	
手紙	harf	手紙	harf	N	
手紙	harf	手紙	harf	N	
アイテム	ürün	アイテム	ürün	N	
