oli	бе	olema	съм	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
möödunud	преминал	möödunud	премина	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
pargi	park	park	park	N;NOM;SG	ADJ
luule	стихове	luule	стих	N;NOM;SG	N;INDF;MASC;PL
analüüs	анализи	analüüs	анализ	N;NOM;SG	N;INDF;MASC;PL
asjad	неща	asi	някой	N;NOM;PL	DET;INDF;PL
asjad	нещата	asi	някой	N;NOM;PL	PRO;NOM;DEF;PL
varustatud	снабден	varustama	снабден	V;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
tagada	гарантиране	tagama	гарантиране	V;NFIN	N;INDF;NEUT;SG
täiskasvanud	възрастни	täis_kasvanu	възрастен	N;NOM;SG	ADJ;INDF;PL
täiskasvanud	възрастни	täis_kasvanu	възрастен	N;NOM;SG	ADJ;INDF;PL
täiskasvanud	възрастна	täis_kasvanu	възрастен	N;NOM;SG	ADJ;INDF;FEM;SG
täiskasvanud	възрастен	täis_kasvanu	възрастен	N;NOM;SG	ADJ;INDF;MASC;SG
ametliku	формално	ametlik	формално	ADJ;GEN;SG	ADV
ametliku	официално	ametlik	официално	ADJ;GEN;SG	ADV
leonid	леонид	leon	леонид	N;NOM;PL	N;INDF;MASC;SG
krimmi	крим	krimm	крим	N;NOM;SG	PROPN;INDF;MASC;SG
krimmi	кримския	krimm	кримски	N;NOM;SG	ADJ;DEF;MASC;SG
krimmi	крим	krimm	крим	N;NOM;SG	PROPN;INDF;MASC;SG
südame	сърдечни	süda	сърдечен	N;GEN;SG	ADJ;INDF;PL
südame	сърдечен	süda	сърдечен	N;GEN;SG	ADJ;INDF;MASC;SG
südame	сърдечна	süda	сърдечен	N;GEN;SG	ADJ;INDF;FEM;SG
ülemine	горни	ülemine	горен	N;NOM;SG	ADJ;INDF;PL
ülemine	горна	ülemine	горен	N;NOM;SG	ADJ;INDF;FEM;SG
ülemine	горен	ülemine	горен	N;NOM;SG	ADJ;INDF;MASC;SG
ülemine	top	ülemine	top	N;NOM;SG	ADV
tihedalt	стегнат	tihedalt	стегна-(се)	ADV	ADJ;INDF;MASC;SG
tihedalt	стегната	tihedalt	стегна	ADV	ADJ;DEF;FEM;SG
system	системни	system	системен	N;NOM;SG	ADJ;INDF;PL
valimiste	изборна	valimine	изборен	N;GEN;PL	ADJ;INDF;FEM;SG
valimiste	избирателна	valimine	избирателен	N;GEN;PL	ADJ;INDF;FEM;SG
kirde	североизточна	kirde	североизточен	N;NOM;SG	ADJ;INDF;FEM;SG
selgus	яснота	selguma	яснота	V;IND;SG;3;PST;FIN;ACT	N;INDF;FEM;SG
ateena	атина	ateena	атина	N;NOM;SG	PROPN;INDF;FEM;SG
ateena	атина	ateena	атина	N;NOM;SG	PROPN;INDF;FEM;SG
johnson	джонсън	johnson	джонсън	N;NOM;SG	PROPN;INDF;MASC;SG
veneetsia	венециански	veneetsia	венециански	N;NOM;SG	ADJ;INDF;PL
linnu	птиче	linn	птиче	N;NOM;PL	N;INDF;NEUT;SG
linnu	бърд	linn	бърд	N;NOM;PL	PROPN;INDF;MASC;SG
linnu	птичка	linn	птичка	N;NOM;PL	N;INDF;FEM;SG
linnu	птица	linn	птица	N;NOM;PL	N;INDF;FEM;SG
jagada	споделяне	jagama	споделяне	V;NFIN	N;INDF;NEUT;SG
jagada	дял	jagama	дял	V;NFIN	N;INDF;MASC;SG
praktiliselt	практически	praktiliselt	практически	ADV	ADJ;INDF;MASC;SG
sihtasutus	основи	siht_asutus	основа	N;NOM;SG	N;INDF;FEM;PL
kask	бърч	kask	бърч	N;NOM;SG	PROPN;INDF;MASC;SG
bernard	бернар	bernard	бернар	N;NOM;SG	PROPN;INDF;MASC;SG
west	западно	west	западно	N;NOM;SG	ADV
west	западна	west	западна	N;NOM;SG	ADJ;INDF;FEM;SG
west	западен	west	западя-(се)	N;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
west	уест	west	уест	N;NOM;SG	PROPN;INDF;MASC;SG
alan	алън	alama	алън	N;NOM;SG	PROPN;INDF;MASC;SG
marko	марко	marko	марко	N;NOM;SG	PROPN;INDF;MASC;SG
makedoonia	македонски	makedoonia	македонски	ADJ	PROPN;INDF;MASC;SG
makedoonia	македония	makedoonia	македония	ADJ	PROPN;INDF;FEM;SG
eva	ева	eva	ева	N;NOM;SG	PROPN;INDF;FEM;SG
eva	ива	eva	ива	N;NOM;SG	PROPN;INDF;FEM;SG
täis	пълна	täis	пълен	ADV	ADJ;INDF;FEM;SG
täis	пълни	täis	пълен	ADV	ADJ;INDF;PL
täis	пълен	täis	пълен	ADV	ADJ;INDF;MASC;SG
kella	бел	kell	бел	N;GEN;SG	PROPN;INDF;MASC;SG
ring	пръстен	ring	пръстен	N;NOM;SG	ADJ;INDF;MASC;SG
victor	виктор	victor	виктор	N;NOM;SG	PROPN;INDF;MASC;SG
mõjutab	засягат	mõjutama	засягам-(се)	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
alice	алис	alice	алис	N;NOM;SG	PROPN;INDF;FEM;SG
michel	мишел	michel	мишел	N;NOM;SG	PROPN;INDF;MASC;SG
tunnistas	призната	tunnistama	призная-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tunnistas	признати	tunnistama	призная-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
tunnistas	признато	tunnistama	призная-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tunnistas	признат	tunnistama	призная-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tunnistas	свидетелства	tunnistama	свидетелство	V;IND;SG;3;PST;FIN;ACT	N;INDF;NEUT;PL
tunnistas	приета	tunnistama	приема	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tunnistas	допуснати	tunnistama	допусна	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
tunnistas	приет	tunnistama	приема	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
märt	мъченици	märt	мъченик	N;NOM;SG	N;INDF;MASC;PL
aare	съкровища	aare	съкровище	N;NOM;SG	N;INDF;NEUT;PL
komisjon	комисионна	komisjon	комисионен	N;NOM;SG	ADJ;INDF;FEM;SG
maksimaalne	максимум	maksimaalne	максимум	ADJ;NOM;SG	N;INDF;MASC;SG
maksimaalne	максимално	maksimaalne	максимално	ADJ;NOM;SG	ADV
tahtis	издирван	tahtma	издирвам	V;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
tahtis	търсен	tahtma	търсен	V;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
vanad	старо	vana	стар	ADJ;NOM;PL	ADV
vanad	стар	vana	стар	ADJ;NOM;PL	ADJ;INDF;MASC;SG
vanad	стара	vana	стар	ADJ;NOM;PL	ADJ;INDF;FEM;SG
islami	ислямска	islam	ислямски	N;NOM;SG	ADJ;INDF;FEM;SG
islami	ислямски	islam	ислямски	N;NOM;SG	ADJ;INDF;MASC;SG
islami	ислямистки	islam	ислямистки	N;NOM;SG	ADJ;INDF;MASC;SG
läänemaa	западна	lääne_maa	западна	N;NOM;SG	ADJ;INDF;FEM;SG
läänemaa	западни	lääne_maa	западен	N;NOM;SG	ADJ;INDF;PL
läänemaa	западен	lääne_maa	западя-(се)	N;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
läänemaa	западните	lääne_maa	западен	N;NOM;SG	ADJ;DEF;PL
endised	бивш	endine	бивш	ADJ;NOM;PL	N;INDF;MASC;SG
endised	бивша	endine	бивш	ADJ;NOM;PL	ADJ;INDF;FEM;SG
kuuba	кубинска	kuub	кубински	N;NOM;SG	ADJ;INDF;FEM;SG
kuuba	кубински	kuub	кубински	N;NOM;SG	ADJ;INDF;MASC;SG
marcus	маркус	marcus	маркус	N;NOM;SG	PROPN;INDF;MASC;SG
voorus	добродетели	voor	добродетел	N;IN+ESS;SG	N;INDF;FEM;PL
lake	лейк	lake	лейк	N;NOM;SG	PROPN;INDF;MASC;SG
meedia	медии	meedia	медия	N;NOM;SG	N;INDF;FEM;PL
meedia	медиите	meedia	медия	N;NOM;SG	N;DEF;FEM;PL
tekitada	генериране	tekitama	генериране	V;NFIN	N;INDF;NEUT;SG
ivo	иво	ivo	иво	N;NOM;SG	PROPN;INDF;MASC;SG
veski	мил	veski	мил	N;NOM;SG	ADJ;INDF;MASC;SG
kuusk	picea	kuusk	picea	N;NOM;SG	PROPN;INDF;MASC;SG
habsburgide	хабсбург	habsburg	хабсбург	N;GEN;PL	N;INDF;MASC;SG
bbc	bbc	bbc	bbc	N	PROPN;INDF;MASC;SG
xix	xix	xix	xix	NUM	N;INDF;MASC;SG
võitsid	уон	võitma	уон	V;IND;PL;3;PST;FIN;ACT	N;INDF;MASC;SG
võitsid	спечели	võitma	спечеля	V;IND;PL;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
ründasid	атакуван	ründama	атакувам	V;IND;PL;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ründasid	атакувани	ründama	атакувам	V;IND;PL;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
ründasid	нападната	ründama	нападен	V;IND;PL;3;PST;FIN;ACT	ADJ;DEF;FEM;SG
ründasid	нападнат	ründama	нападна	V;IND;PL;3;PST;FIN;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
tagant	задна	tagant	заден	ADV	ADJ;INDF;FEM;SG
tagant	заден	tagant	заден	ADV	ADJ;INDF;MASC;SG
tagant	задни	tagant	заден	ADV	ADJ;INDF;PL
loogika	логически	loogika	логически	N;NOM;SG	ADJ;INDF;MASC;SG
märgitud	записания	märkima	запиша-(се)	V;PST;V.PTCP;PASS	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
õhku	въздушно	õhk	въздушен	N;PRT;SG	ADV
atmosfääri	атмосферни	atmo_sfäär	атмосферен	N;GEN;SG	ADJ;INDF;PL
records	архиви	records	архив	N;NOM;SG	N;INDF;MASC;PL
records	плочи	records	плоча-(се)	N;NOM;SG	N;INDF;FEM;PL
records	записи	records	запис	N;NOM;SG	N;INDF;MASC;PL
records	регистри	records	регистър	N;NOM;SG	N;INDF;MASC;PL
portugal	португалия	portugal	португалия	N;NOM;SG	PROPN;INDF;FEM;SG
usb	usb	usm	usb	N	PROPN;INDF;MASC;SG
gray	сив	gray	сив	N;NOM;SG	PROPN;INDF;MASC;SG
gray	сиво	gray	сиво	N;NOM;SG	ADV
gray	сива	gray	сив	N;NOM;SG	ADJ;INDF;FEM;SG
gray	сиви	gray	сив	N;NOM;SG	ADJ;INDF;PL
gray	грей	gray	грей	N;NOM;SG	PROPN;INDF;MASC;SG
luik	суон	luik	суон	N;NOM;SG	PROPN;INDF;MASC;SG
skandinaavia	скандинавия	skandinaavia	скандинав	N;NOM;SG	PROPN;INDF;FEM;SG
skandinaavia	скандинавски	skandinaavia	скандинавски	N;NOM;SG	ADJ;INDF;MASC;SG
statistika	статистики	statistika	статистика	N;NOM;SG	N;INDF;FEM;PL
statistika	статистически	statistika	статистически	N;NOM;SG	ADJ;INDF;MASC;SG
statistika	статистическа	statistika	статистически	N;NOM;SG	ADJ;INDF;FEM;SG
raua	железен	raud	железен	N;NOM;SG	ADJ;INDF;MASC;SG
raua	желязна	raud	железен	N;NOM;SG	ADJ;INDF;FEM;SG
raua	железни	raud	железен	N;NOM;SG	ADJ;INDF;PL
airlines	авиолинии	airlinema	авиолиния	N;NOM;SG	N;INDF;FEM;PL
airlines	airlines	airlinema	airlines	N;NOM;SG	PROPN;INDF;MASC;SG
airlines	авиокомпании	airlinema	авиокомпания	N;NOM;SG	N;INDF;FEM;PL
airlines	авиокомпаниите	airlinema	авиокомпания	N;NOM;SG	N;DEF;FEM;PL
scott	скот	scott	скот	N;NOM;SG	PROPN;INDF;MASC;SG
stockholmis	стокхолм	stockholm	стокхолм	N;IN+ESS;SG	PROPN;INDF;MASC;SG
vajalikud	необходимо	vajalik	необходимо	ADJ;NOM;PL	ADV
vajalikud	необходима	vajalik	необходим	ADJ;NOM;PL	ADJ;INDF;FEM;SG
lõunasse	южно	lõuna	южен	N;IN+ALL;SG	ADV
lõunasse	южна	lõuna	южен	N;IN+ALL;SG	ADJ;INDF;FEM;SG
kantud	носил	kandma	нося-(се)	V;PST;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
keelikloomad	хордови	keelik_loom	хордов	N;NOM;PL	ADJ;INDF;PL
standard	стандартна	standard	стандартен	N;NOM;SG	ADJ;INDF;FEM;SG
standard	стандартни	standard	стандартен	N;NOM;SG	ADJ;INDF;PL
standard	стандартно	standard	стандартен	N;NOM;SG	ADV
standard	стандартен	standard	стандартен	N;NOM;SG	ADJ;INDF;MASC;SG
kull	къл	kull	къл	N;NOM;SG	PROPN;INDF;MASC;SG
varasem	предишна	varasem	предишен	ADJ;NOM;CMPR;SG	ADJ;INDF;FEM;SG
varasem	предишни	varasem	предишен	ADJ;NOM;CMPR;SG	ADJ;INDF;PL
varasem	предишен	varasem	предишен	ADJ;NOM;CMPR;SG	ADJ;INDF;MASC;SG
varasem	предишно	varasem	предишно	ADJ;NOM;CMPR;SG	ADV
vahemere	средиземноморски	vahe_meri	средиземноморски	N;NOM;SG	ADJ;INDF;MASC;SG
vastav	съответстващи	vastav	съответствам	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
vastav	съответстващо	vastav	съответстващо	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADV
will	уил	will	ухл	N;NOM;SG	PROPN;INDF;MASC;SG
õpetas	научени	õpetama	науча-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
kõike	всичко	kõik	всеки	PRO;PRT;SG	PRO;NOM;NEUT;SG
vol	обемни	vol	обемен	N;NOM;SG	ADJ;INDF;PL
aju	мозъчен	aju	мозъчен	N;NOM;SG	ADJ;INDF;MASC;SG
bruno	бруно	bruno	бруно	N;NOM;SG	PROPN;INDF;MASC;SG
klassikalise	класика	klassikaline	класика	ADJ;GEN;SG	N;INDF;FEM;SG
klassikalise	класическо	klassikaline	класически	ADJ;GEN;SG	ADV
klassikalise	класически	klassikaline	класически	ADJ;GEN;SG	ADV
jacob	джейкъб	jacob	джейкъб	N;NOM;SG	PROPN;INDF;MASC;SG
jacob	якоб	jacob	якоб	N;NOM;SG	PROPN;INDF;MASC;SG
jacob	яков	jacob	яков	N;NOM;SG	PROPN;INDF;MASC;SG
reet	предаден	reet	предам-(се)	N;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reet	предадена	reet	предам-(се)	N;NOM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
reet	предаде	reet	предам-(се)	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
reet	предадени	reet	предам-(се)	N;NOM;SG	V;PFV;INDF;PL;V.PTCP;PASS
igaüks	всички	iga_üks	всеки	PRO;NOM;SG	PRO;NOM;PL
igaüks	всеки	iga_üks	всеки	PRO;NOM;SG	PRO;NOM;MASC;SG
saba	саба	saba	саба	N;NOM;SG	ADJ;INDF;PL
flandria	фландърс	flandria	фландърс	ADJ	N;INDF;MASC;SG
firenze	флорънс	firenze	флорънс	N;NOM;SG	PROPN;INDF;FEM;SG
post	mail	post	mail	N;NOM;SG	PROPN;INDF;MASC;SG
ann	анн	ann	анн	N;NOM;SG	PROPN;INDF;FEM;SG
ann	ан	ann	ан	N;NOM;SG	PROPN;INDF;FEM;SG
apostellik	апостолическа	apostellik	апостолически	N;NOM;SG	ADJ;INDF;FEM;SG
levis	разпространението	levima	разпространение	V;IND;SG;3;PST;FIN;ACT	N;DEF;NEUT;SG
levis	разпространение	levima	разпространение	V;IND;SG;3;PST;FIN;ACT	N;INDF;NEUT;SG
elamu	жилищна	elamu	жилищен	N;NOM;SG	ADJ;INDF;FEM;SG
elamu	жилищни	elamu	жилищен	N;NOM;SG	ADJ;INDF;PL
elamu	жилищен	elamu	жилищен	N;NOM;SG	ADJ;INDF;MASC;SG
ühines	съединени	ühinema	съединя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
nädalat	седмици	nädal	седмица	N;PRT;SG	N;INDF;FEM;PL
mõjutavad	засягащи	mõjutama	засягам-(се)	V;IND;PL;3;PRS;FIN;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
tabas	удари	tabama	удар	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;PL
tabas	хит	tabama	хит	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
eric	ерик	eric	ерик	N;NOM;SG	PROPN;INDF;MASC;SG
piirid	предел	piir	предел	N;NOM;PL	N;INDF;MASC;SG
jackson	джаксън	jackson	джаксън	N;NOM;SG	PROPN;INDF;MASC;SG
jackson	джексън	jackson	джексън	N;NOM;SG	PROPN;INDF;MASC;SG
herman	хърман	hermama	хърман	N;NOM;SG	PROPN;INDF;MASC;SG
herman	херман	hermama	херман	N;NOM;SG	PROPN;INDF;MASC;SG
bill	бил	bill	съм	N;NOM;SG	V;IPFV;INDF;MASC;IND;SG;V.PTCP;ACT
edukas	успешни	edukas	успешен	ADJ;NOM;SG	ADJ;INDF;PL
edukas	успешно	edukas	успешно	ADJ;NOM;SG	ADV
giuseppe	джузепе	giu_sepe	джузепе	N;NOM;SG	PROPN;INDF;MASC;SG
peruu	перуански	peruu	перуански	N;NOM;SG	ADJ;INDF;MASC;SG
peruu	перу	peruu	перу	N;NOM;SG	PROPN;INDF;MASC;SG
muudetud	редактира	muutma	редактирам	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
gaasi	газове	gaas	газ	N;PRT;SG	N;INDF;MASC;PL
korraldada	организиране	korraldama	организиране	V;NFIN	N;INDF;NEUT;SG
aserbaidžaani	азербайджан	aserbaidžaan	азербайджан	N;PRT;SG	PROPN;INDF;MASC;SG
aserbaidžaani	азербайджан	aserbaidžaan	азербайджан	N;PRT;SG	PROPN;INDF;MASC;SG
ray	рей	ray	рей	N;NOM;SG	PROPN;INDF;MASC;SG
ühise	джойнт	ühine	джойнт	ADJ;GEN;SG	N;INDF;MASC;SG
ühise	съвместни	ühine	съвместен	ADJ;GEN;SG	ADJ;INDF;PL
ühise	съвместно	ühine	съвместно	ADJ;GEN;SG	ADV
ühise	общи	ühine	общ	ADJ;GEN;SG	ADJ;INDF;PL
ühise	чести	ühine	честя-(се)	ADJ;GEN;SG	N;INDF;FEM;PL
valgust	светло	valgus	светло	N;PRT;SG	ADV
valk	протеини	valk	протея	N;NOM;SG	N;INDF;MASC;PL
finaali	финали	finaal	финал	N;IN+ALL;LGSPEC1;SG	N;INDF;MASC;PL
finaali	финалите	finaal	финал	N;IN+ALL;LGSPEC1;SG	N;DEF;MASC;PL
finaali	изпити	finaal	изпит	N;IN+ALL;LGSPEC1;SG	N;INDF;MASC;PL
kim	ким	kim	ким	N;NOM;SG	PROPN;INDF;FEM;SG
kuldne	златни	kuldne	златен	ADJ;NOM;SG	ADJ;INDF;PL
kuldne	златно	kuldne	златен	ADJ;NOM;SG	ADV
joachim	йоахим	joachim	йоахим	N;NOM;SG	PROPN;INDF;MASC;SG
käsikiri	сценарии	käsi_kiri	сценарий	N;NOM;SG	N;INDF;MASC;PL
kiitis	похвали	kiitma	похваля-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;SG;2;FIN
chicago	чикаго	chicago	чикаго	N;NOM;SG	PROPN;INDF;MASC;SG
page	page	page	page	N;NOM;SG	INTJ
kurt	кърт	kurt	кърт	N;NOM;SG	PROPN;INDF;MASC;SG
kurt	глуха	kurt	глух	N;NOM;SG	ADJ;INDF;FEM;SG
kurt	глухи	kurt	глух	N;NOM;SG	ADJ;INDF;PL
kurt	глух	kurt	глух	N;NOM;SG	ADJ;INDF;MASC;SG
mainitakse	споменава	mainima	споменавам	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
puud	трий	puu	трий	N;NOM;PL	N;INDF;FEM;SG
puud	дървото	puu	дърво	N;NOM;PL	N;DEF;NEUT;SG
puud	дръвче	puu	дръвче	N;NOM;PL	N;INDF;NEUT;SG
puud	дърво	puu	дърво	N;NOM;PL	N;INDF;NEUT;SG
demokraatlik	демократично	demo_kraatlik	демократичен	ADJ;NOM;SG	ADV
demokraatlik	демократични	demo_kraatlik	демократичен	ADJ;NOM;SG	ADJ;INDF;PL
andré	андре	andré	андре	N;NOM;SG	PROPN;INDF;MASC;SG
sotsialistliku	социалист	sotsialistlik	социалист	ADJ;GEN;SG	N;INDF;MASC;SG
ühinenud	обединени	ühinema	обединя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
ühinenud	обединена	ühinema	обединя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ühinenud	обединен	ühinema	обединя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ühinenud	юнайтед	ühinema	юнайтед	V;PST;V.PTCP;ACT	N;INDF;MASC;SG
ühinenud	обединено	ühinema	обединя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
manuel	мануел	manuel	мануел	N;NOM;SG	PROPN;INDF;MASC;SG
helena	хелена	hele	хеля-(се)	N;NOM;SG	ADJ;INDF;FEM;SG
helena	елена	hele	елен	N;NOM;SG	PROPN;INDF;FEM;SG
royal	кралско	royal	кралски	N;NOM;SG	ADV
royal	кралска	royal	кралски	N;NOM;SG	ADJ;INDF;FEM;SG
royal	кралски	royal	кралски	N;NOM;SG	ADJ;INDF;MASC;SG
raul	раул	raul	раул	N;NOM;SG	PROPN;INDF;MASC;SG
neeme	кабо	neem	кабо	N;NOM;SG	PROPN;SG
neeme	наметало	neem	наметало	N;NOM;SG	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
kallas	калас	kallama	калас	N;NOM;SG	PROPN;INDF;FEM;SG
sotsiaalne	социално	sotsiaalne	социален	ADJ;NOM;SG	ADV
sotsiaalne	социални	sotsiaalne	социален	ADJ;NOM;SG	ADJ;INDF;PL
nina	нина	nina	нина	N;NOM;SG	PROPN;INDF;FEM;SG
brown	кафяв	brown	кафяв	N;NOM;SG	ADJ;INDF;MASC;SG
brown	кафяви	brown	кафяв	N;NOM;SG	ADJ;INDF;PL
brown	браун	brown	браун	N;NOM;SG	PROPN;INDF;MASC;SG
brown	кафява	brown	кафявам	N;NOM;SG	ADJ;INDF;FEM;SG
brown	кафяво	brown	кафяво	N;NOM;SG	ADV
sümboliseerib	символизират	sümboliseerima	символизирам	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
tai	тайланд	tai	тайланд	N;NOM;SG	PROPN;INDF;MASC;SG
tai	тай	tai	така	N;NOM;SG	PROPN;INDF;MASC;SG
tai	тайландски	tai	тайландски	N;NOM;SG	ADJ;INDF;MASC;SG
vitamiini	витамини	vitamiin	витаминя	N;PRT;SG	N;INDF;FEM;PL
etioopia	етиопия	etioopia	етиопия	ADJ	N;INDF;FEM;SG
php	php	php	php	N;NOM;SG	ADJ
üksik	сингъл	üksik	сингъл	ADJ;NOM;SG	N;INDF;MASC;SG
üksik	самотно	üksik	самотно	ADJ;NOM;SG	ADV
üksik	самотни	üksik	самотен	ADJ;NOM;SG	ADJ;INDF;PL
päevas	дневна	päev	дневен	N;IN+ESS;SG	ADJ;INDF;FEM;SG
päevas	дневен	päev	дневен	N;IN+ESS;SG	ADJ;INDF;MASC;SG
päevas	ежедневно	päev	ежедневно	N;IN+ESS;SG	ADV
päevas	дневно	päev	дневен	N;IN+ESS;SG	ADV
ross	рос	ross	рос	N;NOM;SG	PROPN;INDF;MASC;SG
paju	уилоу	paju	уилоу	N;NOM;SG	PROPN;INDF;FEM;SG
puude	недъг	puu	недъг	N;GEN;PL	N;INDF;MASC;SG
puude	увреждане	puu	увреждане	N;GEN;PL	N;INDF;NEUT;SG
puude	инвалидност	puu	инвалидност	N;GEN;PL	N;INDF;FEM;SG
nigeeria	нигерийски	nigeeria	нигерийски	N;NOM;SG	PROPN;INDF;MASC;SG
nigeeria	нигерия	nigeeria	нигерия	N;NOM;SG	PROPN;INDF;FEM;SG
jõuda	постигане	jõudma	постигане	V;NFIN	N;INDF;NEUT;SG
jõuda	достигането	jõudma	достигане	V;NFIN	N;DEF;NEUT;SG
jõuda	достигане	jõudma	достигане	V;NFIN	N;INDF;NEUT;SG
stephen	стивън	stephen	стивън	N;NOM;SG	PROPN;INDF;MASC;SG
karjäär	кариери	karjäär	кариера	N;NOM;SG	N;INDF;FEM;PL
isiklik	лично	isiklik	лично	ADJ;NOM;SG	ADV
isiklik	лични	isiklik	личен	ADJ;NOM;SG	ADJ;INDF;PL
miller	милър	miller	милър	N;NOM;SG	PROPN;INDF;MASC;SG
microsoft	microsoft	microsoft	microsoft	N;NOM;SG	PROPN;INDF;MASC;SG
unesco	юнеско	unesco	юнеско	N;NOM;SG	ADV
oru	вали	oru	вали	N;NOM;SG	V;IPFV;IMP;SG;3;PRS;FIN
werner	вернер	werner	вернер	N;NOM;SG	PROPN;INDF;MASC;SG
jätkus	продължение	jätkuma	продължение	V;IND;SG;3;PST;FIN;ACT	N;INDF;NEUT;SG
