το	les	ο	le	DET;NOM;DEF;NEUT;SG	DET;DEF;PL
γιουγκοσλαβίας	yougoslavie	γιουγκοσλαβία	yougoslavie	PROPN;GEN;FEM;SG	N;FEM;SG
σοβαρά	sérieux	σοβαρά	sérieux	ADV	ADJ;MASC;SG
σοβαρά	serieux	σοβαρά	serieux	ADV	ADJ;MASC;SG
αφαίρεση	supprimer	αφαίρεση	supprimer	N;ACC;FEM;SG	V;NFIN
αφαίρεση	enlever	αφαίρεση	enlever	N;ACC;FEM;SG	V;NFIN
αφαίρεση	retirer	αφαίρεση	retirer	N;ACC;FEM;SG	V;NFIN
αφαίρεση	enlèvent	αφαίρεση	enlever	N;ACC;FEM;SG	V;IND;PL;3;PRS;FIN
αφαίρεση	supprimez	αφαίρεση	supprimer	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
συμπτώματα	symptôme	σύμπτωμα	symptôme	N;NOM;NEUT;PL	N;MASC;SG
προσωρινά	provisoire	προσωρινά	provisoire	ADV	ADJ;MASC;SG
προσωρινά	temporaires	προσωρινά	temporaire	ADV	ADJ;MASC;PL
προσωρινά	temporaire	προσωρινά	temporaire	ADV	ADJ;MASC;SG
προσωρινά	provisoire	προσωρινά	provisoire	ADV	ADJ;MASC;SG
προσωρινά	provisoires	προσωρινά	provisoire	ADV	ADJ;MASC;PL
κερδίζει	victoires	κερδίζω	victoire	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
άγνωστο	inconnus	άγνωστος	inconnu	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
άγνωστο	inconnues	άγνωστος	inconnu	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
συνέντευξη	entrevues	συνέντευξη	entrevue	N;ACC;FEM;SG	V;FEM;PL;PST;V.PTCP
ρουμανία	roumanie	ρουμανία	roumanie	PROPN;ACC;FEM;SG	N;FEM;SG
συνάντηση	rencontrez	συνάντηση	rencontrer	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
συνάντηση	rencontrer	συνάντηση	rencontrer	N;ACC;FEM;SG	V;NFIN
λουδοβίκος	ludovico	λουδοβίκος	ludovico	N;NOM;MASC;SG	PROPN
λουδοβίκος	ludovic	λουδοβίκος	ludovic	N;NOM;MASC;SG	PROPN
μιχάλης	michalis	μιχάλη	michalis	PROPN;NOM;MASC;SG	PROPN
αντ	ant	αντ	ant	N	
αντ	ade	αντ	ade	N	
ανακάλυψε	découverts	ανακαλύπτω	découvrir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
ανακάλυψε	découvertes	ανακαλύπτω	découvrir	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
λογισμικό	logiciels	λογισμικός	logiciel	N;NOM;NEUT;SG	N;MASC;PL
πολωνίας	pologne	πολωνία	pologne	PROPN;GEN;FEM;SG	N;FEM;SG
αεροπορία	aéronautique	αεροπορία	aéronautique	N;NOM;FEM;SG	ADJ;MASC;SG
μαδρίτης	madrid	μαδρίτης	madrid	PROPN;GEN;FEM;SG	PROPN
καποδίστριας	kapodistrias	καποδίστρια	kapodistrias	N;GEN;FEM;SG	PROPN
σωματείο	unión	σωματείο	unión	N;NOM;NEUT;SG	PROPN
παρόν	actuel	παρόν	actuel	N;NOM;NEUT;SG	ADJ;MASC;SG
παρόν	présent	παρόν	présent	N;NOM;NEUT;SG	ADJ;MASC;SG
παρόν	présents	παρόν	présent	N;NOM;NEUT;SG	ADJ;MASC;PL
παρόν	présente	παρόν	présent	N;NOM;NEUT;SG	ADJ;FEM;SG
παρόν	présenter	παρόν	présenter	N;NOM;NEUT;SG	V;NFIN
ιησού	jesus	ιησός	jesus	N;VOC;MASC;SG	PROPN
πρακτικά	pratique	πρακτικά	pratique	ADV	ADJ;FEM;SG
σημαντικός	importantes	σημαντικός	important	ADJ;NOM;MASC;SG	ADJ;FEM;PL
σημαντικός	importants	σημαντικός	important	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ενεργό	active	ενεργός	actif	N;NOM;NEUT;SG	ADJ;FEM;SG
ενεργό	actif	ενεργός	actif	N;NOM;NEUT;SG	ADJ;MASC;SG
ενεργό	actives	ενεργός	actif	N;NOM;NEUT;SG	ADJ;FEM;PL
ενεργό	actifs	ενεργός	actif	N;NOM;NEUT;SG	ADJ;MASC;PL
προβολή	projections	προβολή	projection	N;NOM;FEM;SG	N;FEM;PL
προβολή	afficher	προβολή	afficher	N;NOM;FEM;SG	V;NFIN
προβολή	afficher	προβολή	afficher	N;NOM;FEM;SG	V;NFIN
προβολή	vue	προβολή	voir	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
προβολή	voir	προβολή	voir	N;NOM;FEM;SG	V;NFIN
προβολή	visualiser	προβολή	visualiser	N;NOM;FEM;SG	V;NFIN
ρυθμό	pace	ρυθμός	pace	N;ACC;MASC;SG	PROPN
ρυθμό	rythmique	ρυθμός	rythmique	N;ACC;MASC;SG	ADJ;MASC;SG
συνελήφθη	arrêtés	συνελήφος	arrêter	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
βορειοδυτικά	northwest	βορειοδυτικά	northwest	ADV	PROPN
καλλιτέχνης	artistes	καλλιτέχνος	artiste	N;NOM;MASC;SG	N;MASC;PL
άντζελες	angeles	άντζελος	angele	PROPN;NOM;FEM;PL	PROPN
μαύρη	noires	μαύρος	noir	ADJ;NOM;FEM;SG	ADJ;FEM;PL
μαύρη	noir	μαύρος	noir	ADJ;NOM;FEM;SG	N;MASC;SG
μαύρη	noirs	μαύρος	noir	ADJ;NOM;FEM;SG	ADJ;MASC;PL
στήλη	colonnes	στήλλω	colonne	N;ACC;FEM;SG	N;FEM;PL
νόμισμα	monnaies	νόμισμα	monnaie	N;NOM;NEUT;SG	N;FEM;PL
νόμισμα	devises	νόμισμα	devise	N;NOM;NEUT;SG	N;FEM;PL
αξιωματικός	officier	αξιωματικός	officier	ADJ;NOM;MASC;SG	N;MASC;SG
καταστράφηκε	détruits	καταστρέφω	détruire	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
καταστράφηκε	détruites	καταστρέφω	détruire	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
καταστράφηκε	ruinés	καταστρέφω	ruiner	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
βιογραφία	biographiques	βιογραφία	biographique	N;NOM;FEM;SG	ADJ;MASC;PL
γιου	yoo	γιος	yoo	N;GEN;MASC;SG	PROPN
καθαρά	limpide	καθερά	limpide	ADV	ADJ;MASC;SG
καθαρά	clair	καθερά	clair	ADV	ADJ;MASC;SG
καθαρά	effacer	καθερά	effacer	ADV	V;NFIN
καθαρά	propre	καθερά	propre	ADV	ADJ;MASC;SG
καθαρά	nettoient	καθερά	nettoyer	ADV	V;IND;PL;3;PRS;FIN
καθαρά	nettoyer	καθερά	nettoyer	ADV	V;NFIN
καθαρά	net	καθερά	net	ADV	ADJ;MASC;SG
καθαρά	filets	καθερά	filet	ADV	N;MASC;PL
καθαρά	filet	καθερά	filet	ADV	N;MASC;SG
αντίπαλο	rivale	αντίπαλο	rival	N;ACC;MASC;SG	ADJ;FEM;SG
αντίπαλο	rivaux	αντίπαλο	rival	N;ACC;MASC;SG	N;MASC;PL
αντίπαλο	opposant	αντίπαλο	opposer	N;ACC;MASC;SG	V;PRS;V.PTCP
ολοκλήρωση	complète	ολοκλήρωση	complet	N;ACC;FEM;SG	ADJ;FEM;SG
ολοκλήρωση	complets	ολοκλήρωση	complet	N;ACC;FEM;SG	ADJ;MASC;PL
ολοκλήρωση	complètes	ολοκλήρωση	complet	N;ACC;FEM;SG	ADJ;FEM;PL
ολοκλήρωση	complet	ολοκλήρωση	complet	N;ACC;FEM;SG	ADJ;MASC;SG
τέταρτο	quatrième	τέταρτος	quatrième	NUM;NOM;NEUT;SG	ADJ;MASC;SG
τέταρτο	fourth	τέταρτος	fourth	NUM;NOM;NEUT;SG	PROPN
τέταρτο	quatrièmement	τέταρτος	quatrièmement	NUM;NOM;NEUT;SG	ADV
παρουσιάστηκε	présentés	παρουσιάζω	présenter	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
παρουσιάστηκε	présentées	παρουσιάζω	présenter	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
ιταλοί	italiens	ιταλός	italien	PROPN;NOM;MASC;PL	ADJ;MASC;PL
ανεξάρτητη	indépendantes	ανεξάρτητος	indépendant	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ανεξάρτητη	indépendants	ανεξάρτητος	indépendant	ADJ;NOM;FEM;SG	ADJ;MASC;PL
εργαστήριο	laboratoires	εργαστήριο	laboratoire	N;NOM;NEUT;SG	N;MASC;PL
εργαστήριο	ateliers	εργαστήριο	atelier	N;NOM;NEUT;SG	N;MASC;PL
αντικατέστησε	remplacées	αντικαθιστώ	remplacer	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
αντικατέστησε	remplacés	αντικαθιστώ	remplacer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
αντικατέστησε	remplacez	αντικαθιστώ	remplacer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;PL;2;PRS;FIN
αντικατέστησε	remplacement	αντικαθιστώ	remplacement	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
αντικατέστησε	remplace	αντικαθιστώ	remplacer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
δείγμα	échantillons	δείγμα	échantillon	N;NOM;NEUT;SG	N;MASC;PL
δείγμα	spécimens	δείγμα	spécimen	N;NOM;NEUT;SG	N;MASC;PL
δημιουργήθηκαν	créée	δημιουργώ	créer	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
δημιουργήθηκαν	créé	δημιουργώ	créer	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
δημιουργήθηκαν	crée	δημιουργώ	créer	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
πληροφορία	informations	πληροφορία	information	N;ACC;FEM;SG	N;FEM;PL
πληροφορία	infos	πληροφορία	info	N;ACC;FEM;SG	N;FEM;PL
πληροφορία	renseignements	πληροφορία	renseignement	N;ACC;FEM;SG	N;MASC;PL
πορτογαλία	portugal	πορτογαλία	portugal	PROPN;ACC;FEM;SG	ADJ;MASC;SG
ιστορικοί	historiens	ιστορικός	historien	ADJ;NOM;MASC;PL	N;MASC;PL
πού	oú	πού	oú	ADV	CONJ
πού	où	πού	où	ADV	PRO
παραμονή	ève	παραμονή	ève	N;ACC;FEM;SG	PROPN
παραμονή	eve	παραμονή	eve	N;ACC;FEM;SG	PROPN
παραμονή	reste	παραμονή	rester	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
παραμονή	rester	παραμονή	rester	N;ACC;FEM;SG	V;NFIN
εμμανουήλ	emmanuel	εμμανουήλ	emmanuel	PROPN;NOM;MASC;SG	N;MASC;SG
ελάχιστα	minima	λίγο	minimum	ADV;CMPR	ADJ;MASC;SG
ελάχιστα	minimums	λίγο	minimum	ADV;CMPR	ADJ;MASC;PL
ελάχιστα	minimales	λίγο	minimal	ADV;CMPR	ADJ;FEM;PL
ελάχιστα	minimum	λίγο	minimum	ADV;CMPR	ADJ;MASC;SG
ελάχιστα	minimal	λίγο	minimal	ADV;CMPR	ADJ;MASC;SG
ελάχιστα	minimale	λίγο	minimal	ADV;CMPR	ADJ;FEM;SG
ελάχιστα	minimums	λίγο	minimum	ADV;CMPR	ADJ;MASC;PL
ελάχιστα	minime	λίγο	minime	ADV;CMPR	ADJ;MASC;SG
ελάχιστα	minimale	λίγο	minimal	ADV;CMPR	ADJ;FEM;SG
ελάχιστα	minimaliste	λίγο	minimaliste	ADV;CMPR	ADJ;MASC;SG
ελάχιστα	minimum	λίγο	minimum	ADV;CMPR	ADJ;MASC;SG
ελάχιστα	minimes	λίγο	minime	ADV;CMPR	ADJ;MASC;PL
ελάχιστα	minimal	λίγο	minimal	ADV;CMPR	ADJ;MASC;SG
απαιτείται	exigée	απαιτώ	exiger	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
απαιτείται	exigé	απαιτώ	exiger	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
απαιτείται	requise	απαιτώ	requise	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
απαιτείται	nécessaire	απαιτώ	nécessaire	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG
απαιτείται	obligatoire	απαιτώ	obligatoire	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG
απαιτείται	requis	απαιτώ	requérir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
μεγάλωσε	élevé	μεγάλω	élevé	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG
μεγάλωσε	soulevées	μεγάλω	soulever	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
νομικά	juridique	νομικά	juridique	ADV	ADJ;MASC;SG
νομικά	légal	νομικά	légal	ADV	ADJ;MASC;SG
νομικά	légales	νομικά	légal	ADV	ADJ;FEM;PL
νομικά	légale	νομικά	légal	ADV	ADJ;FEM;SG
χωρητικότητας	tonnages	χωρητικότητα	tonnage	N;GEN;FEM;SG	N;MASC;PL
διαχειριστής	gestionnaire	διαχειριστής	gestionnaire	N;NOM;MASC;SG	ADJ;MASC;SG
ιαπωνίας	japon	ιαπωνία	japon	PROPN;GEN;FEM;SG	PROPN
άρτας	arta	άρτα	arta	PROPN;GEN;FEM;SG	PROPN
δημήτρη	dimitri	δημήτρης	dimitri	PROPN;ACC;MASC;SG	PROPN
δημήτρη	dimitris	δημήτρης	dimitris	PROPN;ACC;MASC;SG	PROPN
υπογραφή	signer	υπογραφή	signer	N;ACC;FEM;SG	V;NFIN
υπογραφή	signant	υπογραφή	signer	N;ACC;FEM;SG	V;PRS;V.PTCP
υπογραφή	signées	υπογραφή	signée	N;ACC;FEM;SG	V;FEM;PL;PST;V.PTCP
υπογραφή	signée	υπογραφή	signer	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
υπογραφή	signé	υπογραφή	signer	N;ACC;FEM;SG	V;MASC;SG;PST;V.PTCP
υπογραφή	signés	υπογραφή	signer	N;ACC;FEM;SG	V;MASC;PL;PST;V.PTCP
αναγέννηση	renaître	αναγέννηση	renaître	N;ACC;FEM;SG	V;NFIN
προηγούμενο	précédentes	προηγούμενος	précédent	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
προηγούμενο	précédents	προηγούμενος	précédent	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
μέσος	moyen	μέσος	moyen	N;NOM;MASC;SG	ADJ;MASC;SG
μέσος	moyennes	μέσος	moyen	N;NOM;MASC;SG	ADJ;FEM;PL
ιράκ	irak	ιράκ	irak		PROPN
ιράκ	iraq	ιράκ	iraq		PROPN
διάλυση	démanteler	διάλυση	démanteler	N;NOM;FEM;SG	V;NFIN
μηχανικός	mécano	μηχανικός	mécano	ADJ;NOM;MASC;SG	N;MASC;SG
μηχανικός	mécanicien	μηχανικός	mécanicien	ADJ;NOM;MASC;SG	N;MASC;SG
μηχανικός	ingénieur	μηχανικός	ingénieur	ADJ;NOM;MASC;SG	N;MASC;SG
εμπορίου	échanges	εμπόριο	échange	N;GEN;NEUT;SG	N;MASC;PL
οπτικά	visuelle	οπτικός	visuel	ADV	ADJ;FEM;SG
οπτικά	visuels	οπτικός	visuel	ADV	ADJ;MASC;PL
οπτικά	visuel	οπτικός	visuel	ADV	ADJ;MASC;SG
οπτικά	visuelles	οπτικός	visuel	ADV	ADJ;FEM;PL
οπτικά	optique	οπτικός	optique	ADV	ADJ;MASC;SG
οπτικά	optiques	οπτικός	optique	ADV	ADJ;MASC;PL
απαιτεί	exigeante	απαιτώ	exigeant	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
απαιτεί	exigeants	απαιτώ	exigeant	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;PL
απαιτεί	exigeant	απαιτώ	exiger	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
έληξε	périmés	λήγω	périmer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
γάμος	noces	γάμος	noce	N;NOM;MASC;SG	N;FEM;PL
γάμος	mariages	γάμος	mariage	N;NOM;MASC;SG	N;MASC;PL
βραζιλίας	brésilien	βραζιλία	brésilien	PROPN;GEN;FEM;SG	ADJ;MASC;SG
βραζιλίας	brésilienne	βραζιλία	brésilien	PROPN;GEN;FEM;SG	ADJ;FEM;SG
βραζιλίας	brésiliens	βραζιλία	brésilien	PROPN;GEN;FEM;SG	ADJ;MASC;PL
βραζιλίας	brésiliennes	βραζιλία	brésilien	PROPN;GEN;FEM;SG	ADJ;FEM;PL
ειδικές	spécifique	ειδικός	spécifique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
πότε	lorsque	πότε	lorsque	ADV	CONJ
πότε	quand	πότε	quand	ADV	CONJ
εγχώρια	domestiques	εγχώριο	domestique	N;NOM;NEUT;PL	ADJ;MASC;PL
εγχώρια	domestique	εγχώριο	domestique	N;NOM;NEUT;PL	ADJ;MASC;SG
ισπανική	espagnols	ισπανικός	espagnol	ADJ;NOM;FEM;SG	ADJ;MASC;PL
βασιλεία	régner	βασίλεια	régner	N;ACC;FEM;SG	V;NFIN
λεπτομέρειες	détail	λεπτομέρεια	détail	N;NOM;FEM;PL	N;MASC;SG
λεπτομέρειες	détail	λεπτομέρεια	détail	N;NOM;FEM;PL	N;MASC;SG
νήσοι	îles	νήσος	île		N;FEM;PL
νήσοι	iles	νήσος	ile		N;FEM;PL
όψη	afficher	όψο	afficher	N;NOM;FEM;SG	V;NFIN
όψη	vue	όψο	voir	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
όψη	voir	όψο	voir	N;NOM;FEM;SG	V;NFIN
όψη	visualiser	όψο	visualiser	N;NOM;FEM;SG	V;NFIN
εργαλεία	outillage	εργαλείο	outillage	N;NOM;NEUT;PL	N;MASC;SG
ευθύνη	passif	ευθύνη	passif	N;ACC;FEM;SG	ADJ;MASC;SG
ευθύνη	responsabilités	ευθύνη	responsabilité	N;ACC;FEM;SG	N;FEM;PL
εργάζεται	travaux	εργάζομαι	travail	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;PL
εργάζεται	œuvres	εργάζομαι	œuvre	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
εργάζεται	oeuvres	εργάζομαι	oeuvre	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
νικητές	gagnants	νικητής	gagnant	N;NOM;MASC;PL	ADJ;MASC;PL
μα	mais	μα	mais	ADV	CONJ
οδηγήσει	plomb	οδηγώ	plomb	V;PFV;NFIN;ACT	N;MASC;SG
εγκατάσταση	facilité	εγκατάσταση	faciliter	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
εγκατάσταση	installer	εγκατάσταση	installer	N;NOM;FEM;SG	V;NFIN
εγκατάσταση	installent	εγκατάσταση	installer	N;NOM;FEM;SG	V;IND;PL;3;PRS;FIN
εγκατάσταση	installe	εγκατάσταση	installer	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
νόημα	signifiant	νόημα	signifier	N;NOM;NEUT;SG	V;PRS;V.PTCP
ψηφοφορία	votez	ψηφοφορία	votez	N;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
ψηφοφορία	voter	ψηφοφορία	voter	N;NOM;FEM;SG	V;NFIN
ψηφοφορία	voter	ψηφοφορία	voter	N;NOM;FEM;SG	V;NFIN
ψηφοφορία	votants	ψηφοφορία	votant	N;NOM;FEM;SG	N;MASC;PL
βρετανός	britanniques	βρετανός	britannique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
απεικόνιση	afficher	απεικόνιση	afficher	N;NOM;FEM;SG	V;NFIN
κωνσταντίνο	constantino	κωνσταντίνος	constantino	PROPN;ACC;MASC;SG	PROPN
κέρκυρα	corfou	κέρκυρα	corfou	PROPN;ACC;FEM;SG	PROPN
εκτίμηση	estimations	εκτίμηση	estimation	N;ACC;FEM;SG	N;FEM;PL
σχετικό	parent	σχετικός	parent	ADJ;NOM;NEUT;SG	N;MASC;SG
σχετικό	pertinentes	σχετικός	pertinent	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
σχετικό	pertinents	σχετικός	pertinent	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σχετικό	connexes	σχετικός	connexe	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σχετικό	lié	σχετικός	lier	ADJ;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
σχετικό	liés	σχετικός	lier	ADJ;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
ποσό	montant	ποσό	monter	N;NOM;NEUT;SG	V;PRS;V.PTCP
κατέχει	cales	κατέχω	cale	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
παντρεμένος	mariées	παντρεμένος	marier	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
παντρεμένος	mariés	παντρεμένος	marier	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
κόμης	compter	κόμη	compter	N;NOM;MASC;SG	V;NFIN
αθανάσιος	athanasios	αθανάσιος	athanasios	ADJ;NOM;MASC;SG	PROPN
παρουσιάζεται	présentés	παρουσιάζω	présenter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
παρουσιάζεται	présentées	παρουσιάζω	présenter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
παρουσιάζεται	présentée	παρουσιάζω	présenter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
παρουσιάζεται	présenté	παρουσιάζω	présenter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
καθιερώθηκε	introduits	καθιερώνω	introduire	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
καθιερώθηκε	introduites	καθιερώνω	introduire	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
ασθενείς	patients	ασθενής	patient	ADJ;NOM;MASC;PL	N;MASC;PL
ασθενείς	patientes	ασθενής	patient	ADJ;NOM;MASC;PL	N;FEM;PL
νέοι	jeunesse	νέος	jeunesse	ADJ;NOM;MASC;PL	N;FEM;SG
κοινά	auditoires	κοινός	auditoire	ADV	N;MASC;PL
κοινά	audiences	κοινός	audience	ADV	N;FEM;PL
απόπειρα	essayé	απόπειρα	essayer	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
απόπειρα	tentatives	απόπειρα	tentative	N;NOM;FEM;SG	N;FEM;PL
απόπειρα	tentée	απόπειρα	tenter	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
απόπειρα	tenté	απόπειρα	tenter	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
απόπειρα	tenter	απόπειρα	tenter	N;NOM;FEM;SG	V;NFIN
λεπτό	maigre	λεπτό	maigre	N;NOM;NEUT;SG	ADJ;MASC;SG
λεπτό	mince	λεπτό	mince	N;NOM;NEUT;SG	ADJ;MASC;SG
λεπτό	minces	λεπτό	mince	N;NOM;NEUT;SG	ADJ;MASC;PL
παράγοντας	facteur	παράγοντας	facteur	V;IPFV;V.CVB;ACT	N;MASC;SG
παράγοντας	factor	παράγοντας	factor	V;IPFV;V.CVB;ACT	PROPN
βρίσκει	trouvailles	βρίσκω	trouvaille	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
άνοιγμα	ouverte	άνοιγμα	ouvrir	N;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
άνοιγμα	ouvrez	άνοιγμα	ouvrir	N;NOM;NEUT;SG	V;IMP;PL;2;PRS;FIN
άνοιγμα	ouvert	άνοιγμα	ouvrir	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
άνοιγμα	ouvrir	άνοιγμα	ouvrir	N;NOM;NEUT;SG	V;NFIN
ιρλανδία	irlande	ιρλανδία	irlande	PROPN;ACC;FEM;SG	N;MASC;SG
δεκάδες	douzaine	δεκάδα	douzaine	NUM;NOM;FEM;PL	N;FEM;SG
δεκάδες	dizaines	δεκάδα	dizaine	NUM;NOM;FEM;PL	N;FEM;PL
δεκάδες	douzaines	δεκάδα	douzaine	NUM;NOM;FEM;PL	N;FEM;PL
υγρό	humide	υγρό	humide	N;NOM;NEUT;SG	ADJ;MASC;SG
υγρό	moelleux	υγρό	moelleux	N;NOM;NEUT;SG	ADJ;MASC;SG
υγρό	moite	υγρό	moite	N;NOM;NEUT;SG	ADJ;MASC;SG
υγρό	humides	υγρό	humide	N;NOM;NEUT;SG	ADJ;MASC;PL
υγρό	fluides	υγρό	fluide	N;NOM;NEUT;SG	ADJ;MASC;PL
υγρό	fluide	υγρό	fluide	N;NOM;NEUT;SG	ADJ;MASC;SG
υγρό	liquide	υγρό	liquide	N;NOM;NEUT;SG	ADJ;MASC;SG
υγρό	liquides	υγρό	liquide	N;NOM;NEUT;SG	N;MASC;PL
υγρό	humide	υγρό	humide	N;NOM;NEUT;SG	ADJ;MASC;SG
υγρό	mouillé	υγρό	mouiller	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
υγρό	mouillés	υγρό	mouiller	N;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
υγρό	mouillée	υγρό	mouiller	N;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
υγρό	humides	υγρό	humide	N;NOM;NEUT;SG	ADJ;MASC;PL
ζευγάρι	paires	ζευγάρι	paire	N;NOM;NEUT;SG	N;FEM;PL
βόλου	volos	βόλος	voleo	PROPN;GEN;MASC;SG	PROPN
ιωσήφ	josef	ιωσήφ	josef	N;MASC;SG	PROPN
αργεντινή	argentine	αργεντινή	argentin	PROPN;ACC;FEM;SG	ADJ;FEM;SG
καλλιτέχνη	artistes	καλλιτέχνος	artiste	N;ACC;MASC;SG	N;MASC;PL
αλβανία	albanie	αλβανία	albanie	PROPN;ACC;FEM;SG	N;FEM;SG
πριγκίπισσα	princess	πριγκίπισσα	princess	N;NOM;FEM;SG	PROPN
πριγκίπισσα	princesses	πριγκίπισσα	princesse	N;NOM;FEM;SG	N;FEM;PL
λι	lee	λι	lee		PROPN
ήχου	acoustique	ήχου	acoustique	N;GEN;NEUT;SG	ADJ;MASC;SG
παρόμοιο	similaires	παρόμοιος	similaire	N;NOM;NEUT;SG	ADJ;MASC;PL
παρόμοιο	similaire	παρόμοιος	similaire	N;NOM;NEUT;SG	ADJ;MASC;SG
παρόμοιο	semblables	παρόμοιος	semblable	N;NOM;NEUT;SG	ADJ;MASC;PL
παρόμοιο	analogue	παρόμοιος	analogue	N;NOM;NEUT;SG	ADJ;MASC;SG
παρόμοιο	semblable	παρόμοιος	semblable	N;NOM;NEUT;SG	ADJ;MASC;SG
αθλητικός	athlétisme	αθλητικός	athlétisme	ADJ;NOM;MASC;SG	N;MASC;SG
ποιότητα	qualite	ποιότητα	qualite	N;ACC;FEM;SG	ADJ;FEM;SG
