van	from	van	from	ADP	N
verzoek	solicite	verzoek	solicitar	N;NEUT;SG	V;IMP;SG;3;FIN
sovjet	soviético	sovjet	soviético	N;MASC+FEM;SG	ADJ;MASC;SG
sovjet	soviéticos	sovjet	soviético	N;MASC+FEM;SG	N;MASC;PL
sovjet	soviéticas	sovjet	soviético	N;MASC+FEM;SG	ADJ;FEM;PL
sovjet	soviética	sovjet	soviético	N;MASC+FEM;SG	ADJ;FEM;SG
relatie	relaciones	relatie	relación	N;MASC+FEM;SG	N;FEM;PL
baan	job	baan	job	N;MASC+FEM;SG	INTJ
festival	festivales	festival	festival	N;NEUT;SG	N;MASC;PL
reactie	comentar	reactie	comentar	N;MASC+FEM;SG	V;NFIN
reactie	comenten	reactie	comentar	N;MASC+FEM;SG	V;IMP;PL;3;FIN
reactie	comenta	reactie	comentar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
reactie	reacciones	reactie	reacción	N;MASC+FEM;SG	N;FEM;PL
opvolger	sucesores	opvolger	sucesor	N;MASC+FEM;SG	N;MASC;PL
hulp	ayudas	hulp	ayuda	N;MASC+FEM;SG	N;FEM;PL
hulp	ayudar	hulp	ayudar	N;MASC+FEM;SG	V;NFIN
samenwerking	colaborar	samenwerking	colaborar	N;MASC+FEM;SG	V;NFIN
lied	song	lied	song	N;NEUT;SG	PROPN
sport	deportes	sport	deporte	N;MASC+FEM;SG	N;MASC;PL
langer	langer	langer	langer	ADJ;CMPR	N;SG
opleiding	entrenando	opleiding	entrenar	N;MASC+FEM;SG	V;V.MSDR
studie	estudiar	studie	estudiar	N;MASC+FEM;SG	V;NFIN
studie	estudia	studie	estudiar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
media	media	media	media	N;PL	N;FEM;SG
vroeg	early	vroeg	early	ADJ	N
vroeg	temprano	vroeg	temprano	ADJ	ADV
trainer	formadores	trainer	formador	N;MASC+FEM;SG	N;MASC;PL
anna	anna	anna	anno	N;MASC+FEM;SG	PROPN
groet	saluda	groet	saludar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
groet	saludar	groet	saludar	N;MASC+FEM;SG	V;NFIN
groepen	agrupa	groep	agrupar	N;PL	V;IND;SG;3;PRS;FIN
georganiseerd	organizada	organiseren	organizado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
georganiseerd	organizados	organiseren	organizado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
georganiseerd	organizadas	organiseren	organizado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
georganiseerd	organizado	organiseren	organizado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
georganiseerd	organizada	organiseren	organizado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
georganiseerd	organizados	organiseren	organizado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
georganiseerd	organizadas	organiseren	organizado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
georganiseerd	organizado	organiseren	organizado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
georganiseerd	alojados	organiseren	alojado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
georganiseerd	alojado	organiseren	alojado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
zag	vieron	zien	ver	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
loop	loop	lopen	loop	V;SG;PRS;FIN	N
loop	bucle	lopen	bucle	V;SG;PRS;FIN	N;MASC;SG
heet	caliente	heten	caliente	V;SG;PRS;FIN	ADJ;SG
heet	hot	heten	hot	V;SG;PRS;FIN	N
heet	calientes	heten	caliente	V;SG;PRS;FIN	ADJ;PL
heet	calor	heten	calor	V;SG;PRS;FIN	N;MASC;SG
vlaams	flamenco	vlaam	flamenco	ADJ	N;MASC;SG
vlaams	flamenca	vlaam	flamenco	ADJ	N;FEM;SG
upload	sube	upload	subir	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
upload	subir	upload	subir	N;MASC+FEM;SG	V;NFIN
liep	caminado	lopen	caminar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
verband	vendajes	verband	vendaje	N;NEUT;SG	N;MASC;PL
verband	vendas	verband	vender	N;NEUT;SG	N;FEM;PL
verband	venda	verband	vender	N;NEUT;SG	V;SBJV;SG;3;PRS;FIN
verband	vendas	verband	vender	N;NEUT;SG	N;FEM;PL
betekenis	significado	betekenis	significado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
betekenis	significado	betekenis	significado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
italiaans	italianos	italiaans	italiano	ADJ	N;MASC;PL
italiaans	italiano	italiaans	italiano	ADJ	N;MASC;SG
onafhankelijke	independent	onafhankelijk	independent	ADJ	N;SG
onafhankelijke	independientes	onafhankelijk	independiente	ADJ	N;PL
hield	amado	houden	amado	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
hield	amada	houden	amado	V;SG;PST;FIN	ADJ;FEM;SG;V.PTCP
hield	amaba	houden	amar	V;SG;PST;FIN	V;IND;SG;3;IPFV;FIN
speciale	special	speciaal	special	ADJ	N
jong	jong	jong	jong	ADJ	N
jong	jovenes	jong	joven	ADJ	N;PL
jong	young	jong	young	ADJ	PROPN
jong	joven	jong	joven	ADJ	N;SG
jong	jóvenes	jong	joven	ADJ	N;PL
bouwen	edificio	bouwen	edificio	V;NFIN	N;MASC;SG
bouwen	edificación	bouwen	edificación	V;NFIN	N;FEM;SG
bouwen	construcción	bouwen	construcción	V;NFIN	N;FEM;SG
bouwen	construcción	bouwen	construcción	V;NFIN	N;FEM;SG
bouwen	construcciones	bouwen	construcción	V;NFIN	N;FEM;PL
bouwen	construccion	bouwen	construcciar	V;NFIN	N;FEM;SG
ontworpen	diseñadas	ontwerpen	diseñado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
ontworpen	diseñada	ontwerpen	diseñado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
ontworpen	diseñado	ontwerpen	diseñado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ontworpen	diseñados	ontwerpen	diseñado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
hof	juzgado	hof	juzgado	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
hof	tribunales	hof	tribunal	N;NEUT;SG	N;MASC;PL
hof	corte	hof	corte	N;NEUT;SG	
lopen	paseo	lopen	paseo	V;NFIN	N;MASC;SG
maastricht	maastricht	maastricht	maastricht	PROPN;NEUT;SG	N;MASC;SG
gegevens	información	gegeven	información	N;PL	N;FEM;SG
gegevens	informacion	gegeven	informacion	N;PL	N;FEM;SG
gegevens	data	gegeven	datar	N;PL	N;FEM;SG
gegevens	dato	gegeven	dato	N;PL	N;MASC;SG
vol	vol	vol	vol	ADJ	PROPN
vol	full	vol	full	ADJ	INTJ
hoop	esperanzas	hoop	esperanza	N;MASC+FEM;SG	N;FEM;PL
hoop	esperanzas	hoop	esperanza	N;MASC+FEM;SG	N;FEM;PL
besloten	decidido	besluiten	decidido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
bijdragen	contribuir	bijdrage	contribuir	N;PL	V;NFIN
bijdragen	contribuyendo	bijdrage	contribuir	N;PL	V;V.MSDR
bijdragen	aportando	bijdrage	aportar	N;PL	V;V.MSDR
bijdragen	contribución	bijdrage	contribución	N;PL	N;FEM;SG
aangepast	ajustada	aanpassen	ajustado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
aangepast	ajustado	aanpassen	ajustado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
aangepast	personalizada	aanpassen	personalizado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
aangepast	personalizado	aanpassen	personalizado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
aangepast	personalizados	aanpassen	personalizado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
aangepast	adaptados	aanpassen	adaptado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
aangepast	adaptado	aanpassen	adaptar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
aangepast	adaptada	aanpassen	adaptado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
aangepast	adaptadas	aanpassen	adaptado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
aangepast	modificada	aanpassen	modificado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
aangepast	modificados	aanpassen	modificado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
aangepast	modificadas	aanpassen	modificar	V;V.PTCP	ADJ;FEM;PL;V.PTCP
aangepast	modificado	aanpassen	modificado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
aangepast	personalizado	aanpassen	personalizado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
aangepast	personalizada	aanpassen	personalizado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
aangepast	costumbre	aanpassen	costumbre	V;V.PTCP	N;FEM;SG
aangepast	custom	aanpassen	custom	V;V.PTCP	N
aangepast	costumbres	aanpassen	costumbre	V;V.PTCP	N;FEM;PL
stierf	murio	sterven	murio	V;SG;PST;FIN	V;IND;SG;1;PRS;FIN
stierf	murieron	sterven	morir	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
ver	far	ver	far	ADJ	
ver	lejos	ver	lejos	ADJ	ADV
jeugd	jovenes	jeugd	joven	N;MASC+FEM;SG	N;PL
jeugd	jóvenes	jeugd	joven	N;MASC+FEM;SG	N;PL
india	india	india	india	PROPN;NEUT;SG	N;FEM;SG
beweging	movimientos	beweging	movimiento	N;MASC+FEM;SG	N;MASC;PL
circa	circa	circa	circa	ADV	N;SG
regels	reglamento	regel	reglamento	N;PL	N;MASC;SG
goud	dorada	goud	dorado	N;NEUT;SG	ADJ;FEM;SG;V.PTCP
goud	dorado	goud	dorado	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
uitgezonden	transmisión	uitzenden	transmisión	V;V.PTCP	N;FEM;SG
uitgezonden	radiodifusión	uitzenden	radiodifusión	V;V.PTCP	N;FEM;SG
uitgezonden	emisión	uitzenden	emisión	V;V.PTCP	N;FEM;SG
uitgezonden	transmision	uitzenden	transmision	V;V.PTCP	N;FEM;SG
uitgezonden	difusión	uitzenden	difusión	V;V.PTCP	N;FEM;SG
fort	fuerte	fort	fuerte	N;NEUT;SG	ADJ;SG
dichter	poeta	dichter	poeta	ADJ;CMPR	N;MASC;SG
dichter	poetisa	dichter	poetisa	ADJ;CMPR	N;FEM;SG
gevormd	constituido	vormen	constituido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gevormd	formado	vormen	formado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gevormd	formadas	vormen	formado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
gevormd	formada	vormen	formado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gevormd	formados	vormen	formado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
frederik	frederik	frederik	frederik	N;MASC+FEM;SG	PROPN
frederik	federico	frederik	federico	N;MASC+FEM;SG	ADJ;MASC;SG
vertaling	traducciones	vertaling	traducción	N;MASC+FEM;SG	N;FEM;PL
genomineerd	nominados	nomineren	nominado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
genomineerd	nominado	nomineren	nominar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
genomineerd	nominada	nomineren	nominado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
online	online	online	online	ADJ	
ster	estelar	ster	estelar	N;MASC+FEM;SG	ADJ;SG
verhalen	tales	verhaal	tal	N;PL	PRO;PL
telde	contaba	tellen	contar	V;SG;PST;FIN	V;IND;SG;3;IPFV;FIN
telde	contado	tellen	contar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
telde	contados	tellen	contado	V;SG;PST;FIN	ADJ;MASC;PL;V.PTCP
telde	contadas	tellen	contado	V;SG;PST;FIN	ADJ;FEM;PL;V.PTCP
tegenstelling	contrastes	tegenstelling	contraste	N;MASC+FEM;SG	N;MASC;PL
relatief	pariente	relatief	pariente	ADJ	N;SG
relatief	relativamente	relatief	relativamente	ADJ	ADV
plant	plantas	plant	planta	N;MASC+FEM;SG	N;FEM;PL
plant	vegetal	plant	vegetal	N;MASC+FEM;SG	ADJ;SG
overige	otras	overig	otro	ADJ	PRO;FEM;PL
overige	otro	overig	otro	ADJ	PRO;MASC;SG
overige	otros	overig	otro	ADJ	PRO;MASC;PL
overige	otras	overig	otro	ADJ	PRO;FEM;PL
overige	otros	overig	otro	ADJ	PRO;MASC;PL
motor	motores	motor	motor	N;MASC+FEM;SG	N;MASC;PL
motor	motos	motor	moto	N;MASC+FEM;SG	N;FEM;PL
motor	motora	motor	motora	N;MASC+FEM;SG	ADJ;FEM;SG
denken	pensamiento	denken	pensamiento	V;NFIN	N;MASC;SG
denken	think	denken	think	V;NFIN	N
kracht	forzar	kracht	forzar	N;MASC+FEM;SG	V;NFIN
kracht	poder	kracht	poder	N;MASC+FEM;SG	V;NFIN
gray	gray	gray	gray	N;MASC+FEM;SG	PROPN
gray	gris	gray	gris	N;MASC+FEM;SG	
gray	grises	gray	gris	N;MASC+FEM;SG	N;PL
gray	canas	gray	cana	N;MASC+FEM;SG	N;FEM;PL
canada	canadá	canada	canadá	N;NEUT;SG	
verschil	diferencias	verschil	diferencia	N;NEUT;SG	N;FEM;PL
verschil	diferenciar	verschil	diferenciar	N;NEUT;SG	V;NFIN
clubs	trébol	club	trébol	N;PL	N;MASC;SG
volgen	follow	volgen	follow	V;NFIN	
zwart	black	zwart	black	ADJ	N
zwart	negros	zwart	negro	ADJ	N;MASC;PL
kaart	mapas	kaart	mapa	N;MASC+FEM;SG	N;MASC;PL
kaart	mapas	kaart	mapa	N;MASC+FEM;SG	N;MASC;PL
contact	contactar	contact	contactar	N;NEUT;SG	V;NFIN
contact	contactos	contact	contacto	N;NEUT;SG	N;MASC;PL
contact	contacta	contact	contacta	N;NEUT;SG	V;IND;SG;3;PRS;FIN
aanval	atacar	aanval	atacar	N;MASC+FEM;SG	V;NFIN
aanval	ataquen	aanval	ataquen	N;MASC+FEM;SG	V;IMP;PL;3;FIN
aanval	ataca	aanval	atacar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
resultaat	resultados	resultaat	resultado	N;NEUT;SG	N;MASC;PL
verspreiding	difundir	verspreiding	difundir	N;MASC+FEM;SG	V;NFIN
bgcolor	bgcolor	bgcolor	bgcolor	N;MASC+FEM;SG	
teksten	letra	tekst	letra	N;PL	N;FEM;SG
reed	reed	rijden	reed	V;SG;PST;FIN	PROPN
reed	caña	rijden	caña	V;SG;PST;FIN	N;FEM;SG
terecht	acertadamente	terecht	acertadamente	ADJ	ADV
beetje	mordió	beetje	morder	N;NEUT;SG	V;IND;SG;3;PST;FIN
beetje	mordido	beetje	morder	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
beetje	bits	beetje	bit	N;NEUT;SG	N;MASC;PL
brazilië	brazil	brazilië	brazil	PROPN;NEUT;SG	N
brazilië	brasil	brazilië	brasil	PROPN;NEUT;SG	N;SG
one	una	oon	uno		DET;INDF;FEM;SG
one	one	oon	one		N
one	uno	oon	uno		PRO;MASC;SG
gesproken	hablado	spreken	hablar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gesproken	hablada	spreken	hablado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
kruis	cruzado	kruis	cruzar	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
harry	enrique	harry	enrique	PROPN;MASC+FEM;SG	N;MASC;SG
harry	harry	harry	harry	PROPN;MASC+FEM;SG	N;MASC;SG
moeilijk	hard	moeilijk	hard	ADJ	N;SG
jij	tu	jij	tu	PRO;NOM;2	DET;SG;2
verleden	pasadas	verleden	pasado	N;NEUT;SG	ADJ;FEM;PL;V.PTCP
verleden	pasada	verleden	pasado	N;NEUT;SG	ADJ;FEM;SG;V.PTCP
verleden	pasado	verleden	pasado	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
verleden	pasados	verleden	pasado	N;NEUT;SG	ADJ;MASC;PL;V.PTCP
zware	heavy	zwaar	heavy	ADJ	N;MASC;SG
zangeres	singer	zangeres	singer	N;MASC+FEM;SG	PROPN
euro	euros	euro	euro	N;MASC+FEM;SG	N;MASC;PL
euro	euros	euro	euro	N;MASC+FEM;SG	N;MASC;PL
uitgeverij	publicaciones	uitgeverij	publicación	N;MASC+FEM;SG	N;FEM;PL
uitgeverij	publicar	uitgeverij	publicar	N;MASC+FEM;SG	V;NFIN
uitgeverij	publicando	uitgeverij	publicar	N;MASC+FEM;SG	V;V.MSDR
uitgeverij	editoriales	uitgeverij	editorial	N;MASC+FEM;SG	N;FEM;PL
uitgeverij	editores	uitgeverij	editor	N;MASC+FEM;SG	N;MASC;PL
bergen	montañas	bergen	montaña	V;NFIN	N;FEM;PL
bergen	montes	bergen	monte	V;NFIN	N;MASC;PL
bergen	montaña	bergen	montaña	V;NFIN	N;FEM;SG
bergen	bergen	bergen	bergen	V;NFIN	N;FEM;SG
winnen	win	winnen	win	V;NFIN	N
winnen	triunfo	winnen	triunfo	V;NFIN	N;MASC;SG
sterke	strong	sterk	strong	ADJ	N
optreden	action	optreden	action	V;NFIN	N;SG
optreden	acción	optreden	acción	V;NFIN	N;FEM;SG
optreden	accion	optreden	accionar	V;NFIN	N;FEM;SG
eigenaar	propietarios	eigenaar	propietario	N;MASC+FEM;SG	N;MASC;PL
eigenaar	propietaria	eigenaar	propietario	N;MASC+FEM;SG	ADJ;FEM;SG
royal	real	royal	real	N;MASC+FEM;SG	ADJ;SG
royal	reales	royal	real	N;MASC+FEM;SG	ADJ;PL
geleden	ago	geleden	ago	ADV	
volledige	full	volledig	full	ADJ	INTJ
oudere	anciano	oud	anciano	ADJ;CMPR	N;MASC;SG
oudere	elder	oud	elder	ADJ;CMPR	N;MASC;SG
bos	maderas	bos	madera	N;NEUT;SG	N;FEM;PL
bos	bosques	bos	bosque	N;NEUT;SG	N;MASC;PL
bos	forestales	bos	forestal	N;NEUT;SG	ADJ;PL
bos	forestal	bos	forestal	N;NEUT;SG	ADJ;SG
bos	bosques	bos	bosque	N;NEUT;SG	N;MASC;PL
zoeken	busqueda	zoeken	busqueda	V;NFIN	N;FEM;SG
zoeken	búsqueda	zoeken	búsqueda	V;NFIN	N;FEM;SG
zoeken	buscador	zoeken	buscador	V;NFIN	N;MASC;SG
gemiddelde	promedio	gemiddeld	promedio	ADJ	N;MASC;SG
gemiddelde	media	gemiddeld	media	ADJ	N;FEM;SG
gemiddelde	mean	gemiddeld	mear	ADJ	N
zweedse	suecos	zweeds	sueco	ADJ	N;MASC;PL
zweedse	suecia	zweeds	suecia	ADJ	N;FEM;SG
zweedse	sueca	zweeds	sueca	ADJ	N;FEM;SG
verschenen	aparecido	verschijnen	aparecido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verschenen	publicados	verschijnen	publicado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verschenen	publicadas	verschijnen	publicado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
verschenen	publicada	verschijnen	publicado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verschenen	publicado	verschijnen	publicado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
lezen	leído	lezen	leer	V;NFIN	ADJ;MASC;SG;V.PTCP
lezen	lectura	lezen	lectura	V;NFIN	N;FEM;SG
lezen	reading	lezen	reading	V;NFIN	N
lezen	lectura	lezen	lectura	V;NFIN	N;FEM;SG
lezen	lecturas	lezen	lectura	V;NFIN	N;FEM;PL
spaans	castellano	spaans	castellano	ADJ	N;MASC;SG
spaans	español	spaans	español	ADJ	N;MASC;SG
spaans	espanol	spaans	espanol	ADJ	N;MASC;SG
haven	puertos	haven	puerto	N;MASC+FEM;SG	N;MASC;PL
behouden	conservado	behouden	conservar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
behouden	retenido	behouden	retenido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
jaarlijks	anualmente	jaarlijks	anualmente	ADJ	ADV
jaarlijks	anualmente	jaarlijks	anualmente	ADJ	ADV
rock	rocas	rock	roca	N;MASC+FEM;SG	N;FEM;PL
grenst	fronteras	grenzen	frontera	V;SG;PRS;FIN	N;FEM;PL
grenst	bordes	grenzen	borde	V;SG;PRS;FIN	N;MASC;PL
verdeeld	divididas	verdelen	dividido	V;V.PTCP	ADJ;FEM;PL;V.PTCP
verdeeld	dividida	verdelen	dividido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verdeeld	dividido	verdelen	dividido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verdeeld	divididos	verdelen	dividido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verdeeld	distribuidas	verdelen	distribuido	V;V.PTCP	ADJ;FEM;PL;V.PTCP
verdeeld	distribuido	verdelen	distribuir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verdeeld	repartido	verdelen	repartido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verdeeld	distribuida	verdelen	distribuido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
vroege	early	vroeg	early	ADJ	N
vroege	temprano	vroeg	temprano	ADJ	ADV
theater	teatros	theater	teatro	N;NEUT;SG	N;MASC;PL
klassieke	clásicos	klassiek	clásico	ADJ	N;MASC;PL
klassieke	clásicos	klassiek	clásico	ADJ	N;MASC;PL
klassieke	classic	klassiek	classic	ADJ	N
tijdschrift	revistas	tijdschrift	revista	N;NEUT;SG	N;FEM;PL
planten	planta	plant	planta	N;PL	N;FEM;SG
materiaal	equipamientos	materiaal	equipamiento	N;NEUT;SG	N;MASC;PL
materiaal	equipos	materiaal	equipo	N;NEUT;SG	N;MASC;PL
materiaal	materiales	materiaal	material	N;NEUT;SG	N;MASC;PL
materiaal	materias	materiaal	materia	N;NEUT;SG	N;FEM;PL
materiaal	materiales	materiaal	material	N;NEUT;SG	N;MASC;PL
standaard	omisión	standaard	omisión	ADJ	N;FEM;SG
standaard	incumplimiento	standaard	incumplimiento	ADJ	N;MASC;SG
standaard	defecto	standaard	defecto	ADJ	N;MASC;SG
standaard	norma	standaard	norma	ADJ	N;FEM;SG
standaard	estandar	standaard	estandar	ADJ	V;IND;3;FIN
standaard	standard	standaard	standard	ADJ	PROPN
val	vicente	vallen	vicente	V;SG;PRS;FIN	N;SG
val	val	vallen	val	V;SG;PRS;FIN	N;MASC;SG
joodse	judías	joods	judía	ADJ	N;FEM;PL
joodse	judio	joods	judio	ADJ	N;MASC;SG
joodse	judío	joods	judío	ADJ	N;MASC;SG
joodse	judíos	joods	judío	ADJ	N;MASC;PL
deense	danés	deens	danés	ADJ	N;MASC;SG
deense	daneses	deens	danés	ADJ	N;MASC;PL
deense	dinamarca	deens	dinamarco	ADJ	N;FEM;SG
tegenover	opuestos	tegenover	opuesto	ADP	ADJ;MASC;PL;V.PTCP
tegenover	enfrente	tegenover	enfrente	ADP	ADV
tegenover	contrario	tegenover	contrario	ADP	ADJ;MASC;SG
tegenover	opuesto	tegenover	opuesto	ADP	ADJ;MASC;SG;V.PTCP
allen	allen	al	allar	PRO	PROPN
allen	all	al	all	PRO	N
beginnen	start	beginnen	start	V;NFIN	N
beginnen	inicio	beginnen	inicio	V;NFIN	N;MASC;SG
beginnen	comienzo	beginnen	comienzo	V;NFIN	N;MASC;SG
limburg	limburgo	limburg	limburgo	PROPN;NEUT;SG	N;MASC;SG
steun	ayudas	steun	ayuda	N;MASC+FEM;SG	N;FEM;PL
denemarken	dinamarca	denemarken	dinamarco	PROPN;NEUT;SG	N;FEM;SG
verlaten	desierta	verlaten	desertar	V;V.PTCP	ADJ;FEM;SG
verlaten	abandonadas	verlaten	abandonado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
verlaten	abandonada	verlaten	abandonado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verlaten	abandonado	verlaten	abandonado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verlaten	abandonados	verlaten	abandonado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
negen	nine	negen	nine	NUM	N
orgel	orgel	orgel	orgel	N;NEUT;SG	
orgel	órganos	orgel	órgano	N;NEUT;SG	N;MASC;PL
life	vida	life	vida		N;FEM;SG
life	life	life	life		N
groeide	crecieron	groeien	crecer	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
precies	precisamente	precies	precisamente	ADJ	ADV
precies	exactamente	precies	exactamente	ADJ	ADV
bereikte	alcanzada	bereiken	alcanzar	V;SG;PST;FIN	ADJ;FEM;SG;V.PTCP
bereikte	alcanzadas	bereiken	alcanzado	V;SG;PST;FIN	ADJ;FEM;PL;V.PTCP
bereikte	alcanzados	bereiken	alcanzado	V;SG;PST;FIN	ADJ;MASC;PL;V.PTCP
bereikte	alcanzado	bereiken	alcanzado	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
bereikte	alcanzada	bereiken	alcanzar	V;SG;PST;FIN	ADJ;FEM;SG;V.PTCP
bereikte	alcanzados	bereiken	alcanzado	V;SG;PST;FIN	ADJ;MASC;PL;V.PTCP
bereikte	logrado	bereiken	logrado	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
bereikte	alcanzado	bereiken	alcanzado	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
christelijke	christian	christelijk	christiar	ADJ	PROPN
christelijke	cristianos	christelijk	cristiano	ADJ	N;MASC;PL
christelijke	cristian	christelijk	cristiar	ADJ	PROPN
christelijke	cristián	christelijk	cristián	ADJ	N;MASC;SG
zang	vocales	zang	vocal	N;MASC+FEM;SG	N;PL
zang	voces	zang	voz	N;MASC+FEM;SG	N;FEM;PL
zang	cantos	zang	canto	N;MASC+FEM;SG	N;MASC;PL
zang	cantando	zang	cantar	N;MASC+FEM;SG	V;V.MSDR
zang	cantar	zang	cantar	N;MASC+FEM;SG	V;NFIN
zang	song	zang	song	N;MASC+FEM;SG	PROPN
dragen	desgaste	dragen	desgaste	V;NFIN	N;MASC;SG
getrouwd	casadas	trouwen	casada	V;V.PTCP	N;FEM;PL
getrouwd	casada	trouwen	casado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
getrouwd	casado	trouwen	casado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
getrouwd	casados	trouwen	casado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
kritiek	críticas	kritiek	crítica	N;MASC+FEM;SG	N;FEM;PL
kritiek	criticas	kritiek	critica	N;MASC+FEM;SG	N;FEM;PL
kritiek	críticas	kritiek	crítica	N;MASC+FEM;SG	N;FEM;PL
kritiek	crítico	kritiek	crítico	N;MASC+FEM;SG	ADJ;MASC;SG
kritiek	critica	kritiek	criticar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
kritiek	críticos	kritiek	crítico	N;MASC+FEM;SG	N;MASC;PL
kritiek	critican	kritiek	criticar	N;MASC+FEM;SG	V;IND;PL;3;PRS;FIN
kritiek	critica	kritiek	criticar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
kritiek	criticar	kritiek	criticar	N;MASC+FEM;SG	V;NFIN
daniel	daniel	daniel	daniel	N;MASC+FEM;SG	PROPN
oorsprong	orígenes	oorsprong	origen	N;MASC+FEM;SG	N;MASC;PL
geproduceerd	producidos	produceren	producido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geproduceerd	producido	produceren	producido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geproduceerd	producida	produceren	producido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
geproduceerd	fabricados	produceren	fabricado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geproduceerd	fabricado	produceren	fabricado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geproduceerd	fabricada	produceren	fabricado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
