eagle	kartal	eagle	kartal	ADJ;POS	
ledové	buzlu	ledový	buzlu	ADJ;NOM;FEM;SG;POS	
krajinu	yatay	krajina	yatay	N;ACC;FEM;SG;POS	
krajinu	manzara	krajina	manzara	N;ACC;FEM;SG;POS	N;NOM;SG;3
pohřební	cenazesi	pohřební	cenaze	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
pohřební	cenaze	pohřební	cenaze	ADJ;NOM;MASC;SG;POS	
drobná	minyon	drobný	minyon	ADJ;NOM;FEM;SG;POS	
metr	metre	metr	metre	N;INAN;NOM;MASC;SG;POS	
metr	metre	metr	metre	N;INAN;NOM;MASC;SG;POS	
tón	ton	tón	ton	N;INAN;NOM;MASC;SG;POS	
tón	tonu	tón	ton	N;INAN;NOM;MASC;SG;POS	
slavík	nightingale	slavík	nightingal	N;ANIM;NOM;MASC;SG;POS	
slavík	bülbül	slavík	bülbül	N;ANIM;NOM;MASC;SG;POS	
slavík	songbird	slavík	songbird	N;ANIM;NOM;MASC;SG;POS	
smrk	spruce	smrk	spruce	N;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
smrk	ladin	smrk	ladin	N;INAN;NOM;MASC;SG;POS	
zima	soğuk	zima	soğuk	N;NOM;FEM;SG;POS	ADJ
zima	soguk	zima	soguk	N;NOM;FEM;SG;POS	
zima	kış	zima	kış	N;NOM;FEM;SG;POS	
zima	winter	zima	winte	N;NOM;FEM;SG;POS	PROPN;NOM;SG;3
nicole	nicole	nicole	nicol	PROPN;NOM;FEM;SG;POS	
frankfurtu	frankfurt	frankfurt	frankfurt	N;INAN;GEN;MASC;SG;POS	PROPN;NOM;SG;3
hnědý	brown	hnědý	brown	ADJ;INAN;NOM;MASC;SG;POS	
hnědý	kumral	hnědý	kumral	ADJ;INAN;NOM;MASC;SG;POS	
hnědý	kahverengi	hnědý	kahverengi	ADJ;INAN;NOM;MASC;SG;POS	
hnědý	esmer	hnědý	esmer	ADJ;INAN;NOM;MASC;SG;POS	
mississippi	mississippi	mississippe	mississippi	PROPN;NOM;MASC;SG;POS	N;NOM;SG;3
nepochybně	kuşkusuz	nepochybně	kuşkusuz	ADV;POS	
nepochybně	şüphesiz	nepochybně	şüphesiz	ADV;POS	
sporné	tartışmalı	sporný	tartış	ADJ;NOM;NEUT;SG;POS	V;PFV;SG;3;POS;PRS
extrémní	aşırı	extrémní	aşırı	ADJ;NOM;MASC;SG;POS	
vyvinutý	gelişmiş	vyvinutý	geliş	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;NFH;IND;POS;PST;V.PTCP
vyvinutý	geliştirilmiş	vyvinutý	geliş	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
vyvinutý	geliştirildi	vyvinutý	geliş	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;IND;SG;3;POS;PST;PASS
vyvinutý	gelişmiş	vyvinutý	geliş	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;NFH;IND;POS;PST;V.PTCP
vyvinutý	evrim	vyvinutý	evrim	ADJ;INAN;NOM;MASC;SG;POS	
éra	çağ	éra	çağ	N;NOM;FEM;SG;POS	
signály	sinyal	signál	sinyal	N;INAN;NOM;MASC;PL;POS	
holý	yalın	holý	yalın	ADJ;ANIM;NOM;MASC;SG;POS	
středa	çarşamba	středa	çarşamba	N;NOM;FEM;SG;POS	
ideologie	ideoloji	ideologie	ideoloji	N;NOM;FEM;SG;POS	
ideologie	ideolojiler	ideologie	ideoloji	N;NOM;FEM;SG;POS	N;NOM;PL;3
école	école	écol	école	PROPN;FEM;SG;POS	
odhad	tahmin	odhad	tahmin	N;INAN;NOM;MASC;SG;POS	
odhad	değerlendirmesi	odhad	değerlen	N;INAN;NOM;MASC;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
odhad	tahmin	odhad	tahmin	N;INAN;NOM;MASC;SG;POS	
pacienta	hasta	pacient	hasta	N;ANIM;ACC;MASC;SG;POS	
pacienta	sabırlı	pacient	sabırlı	N;ANIM;ACC;MASC;SG;POS	
irské	irlandalı	irský	irlandal	ADJ;NOM;NEUT;SG;POS	V;PFV;IND;SG;3;POS;PRS;PASS
kázání	öğüt	kázání	öğüt	N;NOM;NEUT;SG;POS	
prázdná	bos	prázdný	bos	ADJ;NOM;FEM;SG;POS	
prázdná	bomboş	prázdný	bomboş	ADJ;NOM;FEM;SG;POS	
osa	ekseni	osa	ekseni	N;NOM;FEM;SG;POS	
převodovka	iletim	převodovka	iletim	N;NOM;FEM;SG;POS	
převodovka	vites	převodovka	vites	N;NOM;FEM;SG;POS	
chybějící	eksik	chybějící	eksik	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	
schneider	schneider	schneider	schneider	PROPN;ANIM;NOM;MASC;SG;POS	
habsburské	habsburg	habsburský	habsburg	ADJ;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
paolo	paulo	paolo	paulo	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
paolo	paolo	paolo	paolo	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
strop	tavan	strop	tavan	N;INAN;NOM;MASC;SG;POS	
zemře	ölür	zemřít	ölür	V;IND;SG;3;POS;PRS;FIN;ACT	
údržbu	bakım	údržba	bakım	N;ACC;FEM;SG;POS	
údržbu	bakımı	údržba	bakım	N;ACC;FEM;SG;POS	N;NOM;SG;3
portugalská	portekizce	portugalský	portekizce	ADJ;NOM;FEM;SG;POS	
výdělek	kâr	výdělek	kâr	N;INAN;NOM;MASC;SG;POS	
výdělek	kar	výdělek	kar	N;INAN;NOM;MASC;SG;POS	
výdělek	kazançlar	výdělek	kazanç	N;INAN;NOM;MASC;SG;POS	N;NOM;PL;3
granollers	granollers	granollers	granol	PROPN;ANIM;NOM;MASC;SG;POS	N;NOM;PL;3
porozumění	anlama	porozumění	anla	N;NOM;NEUT;SG;POS	
porozumění	anlamak	porozumění	anla	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
porozumění	anlayışlı	porozumění	anlayışlı	N;NOM;NEUT;SG;POS	ADJ
porozumění	anlayış	porozumění	anlayış	N;NOM;NEUT;SG;POS	
biblické	incil	biblický	incil	ADJ;NOM;NEUT;SG;POS	
nabídka	ihale	nabídka	ihale	N;NOM;FEM;SG;POS	
nabídka	hassas	nabídka	hassas	N;NOM;FEM;SG;POS	
nabídka	teklifi	nabídka	teklif	N;NOM;FEM;SG;POS	N;ACC;SG;3
nadpis	başlık	nadpis	başlık	N;INAN;NOM;MASC;SG;POS	
nadpis	manşet	nadpis	manşet	N;INAN;NOM;MASC;SG;POS	
nadpis	istikamet	nadpis	istikamet	N;INAN;NOM;MASC;SG;POS	
nadpis	başlık	nadpis	başlık	N;INAN;NOM;MASC;SG;POS	
nadpis	unvan	nadpis	unvan	N;INAN;NOM;MASC;SG;POS	
nadpis	ünvan	nadpis	ünvan	N;INAN;NOM;MASC;SG;POS	
bosna	bosna	bosna	bosna	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
leon	leon	leon	leon	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
hole	kulüpleri	hůl	kulüp	N;NOM;FEM;PL;POS	N;ACC;PL;3
hole	çubukları	hůl	çubuk	N;NOM;FEM;PL;POS	N;ACC;PL;3
hole	çubuk	hůl	çubuk	N;NOM;FEM;PL;POS	
klarinet	klarnet	klarinet	klarnet	N;INAN;NOM;MASC;SG;POS	
heinz	heinz	heinz	heinz	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
vlčí	kurtlar	vlčit	kurt	ADJ;NOM;MASC;SG;POS	N;NOM;PL;3
vlčí	kurt	vlčit	kurt	ADJ;NOM;MASC;SG;POS	
vlčí	wolf	vlčit	wolf	ADJ;NOM;MASC;SG;POS	
vlčí	kurdu	vlčit	kurt	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
vlčí	kürt	vlčit	kürt	ADJ;NOM;MASC;SG;POS	
absence	yokluğu	absence	yokluk	N;NOM;FEM;SG;POS	N;ACC;SG;3
absence	yokluğunda	absence	yokluk	N;NOM;FEM;SG;POS	N;ESS;SG;3
sestavil	derlenmiş	sestavit	derle	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
opus	opus	opus	opus	N;INAN;NOM;MASC;SG;POS	
proveden	infaz	provedený	infaz	ADJ;MASC;SG;POS;V.PTCP;PASS	
army	ordu	arma	ordu	PROPN;FEM;POS	
mag	mag	mag	mag	PROPN;FEM;POS	
počítat	sayar	počítat	sayar	V;IPFV;POS;NFIN	
počítat	say	počítat	say	V;IPFV;POS;NFIN	
počítat	kont	počítat	kont	V;IPFV;POS;NFIN	
počítat	sayarak	počítat	say	V;IPFV;POS;NFIN	V;PFV;IND;POS;PRS;V.CVB
počítat	sayım	počítat	sayım	V;IPFV;POS;NFIN	
počítat	sayıyorum	počítat	say	V;IPFV;POS;NFIN	V;PROG;IND;SG;1;POS;INFM;PRS
počítat	saymaya	počítat	say	V;IPFV;POS;NFIN	V;PFV;DAT;IND;POS;PRS;V.MSDR
počítat	saymak	počítat	say	V;IPFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
počítat	sayma	počítat	say	V;IPFV;POS;NFIN	
benz	benz	benza	benz	PROPN;INAN;MASC;POS	
biologické	biyolojik	biologický	biyolojik	ADJ;NOM;MASC;SG;POS	
kapacity	kapasite	kapacita	kapasit	N;NOM;FEM;PL;POS	
kapacity	kapasitesi	kapacita	kapasite	N;NOM;FEM;PL;POS	N;NOM;SG;3
děla	toplar	dělo	top	N;NOM;FEM;SG;POS	
děla	cannon	dělo	cannon	N;NOM;FEM;SG;POS	
děla	top	dělo	top	N;NOM;FEM;SG;POS	
děla	toplar	dělo	top	N;NOM;FEM;SG;POS	
regiony	bölgeleri	region	bölge	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
povstalci	isyancı	povstalec	isyancı	N;ANIM;NOM;MASC;PL;POS	
křesťané	hıristiyan	křesťan	hıristiyan	N;ANIM;NOM;MASC;PL;POS	N;NOM;SG;3
křesťané	hristiyan	křesťan	hristiyan	N;ANIM;NOM;MASC;PL;POS	N;NOM;SG;3
slonoviny	fildişi	slonovina	fildiş	N;NOM;FEM;SG;POS	
vyvinut	gelişmiş	vyvinutý	geliş	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP
vyvinut	geliştirilmiş	vyvinutý	geliş	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
vyvinut	geliştirildi	vyvinutý	geliş	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
výuka	öğretme	výuka	öğretme	N;NOM;FEM;SG;POS	
výuka	öğreniyor	výuka	öğren	N;NOM;FEM;SG;POS	V;PROG;IND;SG;3;POS;INFM;PRS
výuka	öğrenim	výuka	öğren	N;NOM;FEM;SG;POS	
výuka	öğrenme	výuka	öğren	N;NOM;FEM;SG;POS	
výuka	öğrenmek	výuka	öğren	N;NOM;FEM;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
výuka	eğitici	výuka	eğitici	N;NOM;FEM;SG;POS	
výuka	eğitimi	výuka	eğitim	N;NOM;FEM;SG;POS	N;ACC;SG;3
výuka	eğitmen	výuka	eğitmen	N;NOM;FEM;SG;POS	
fed	federal	fed	federal	PROPN;ANIM;NOM;MASC;SG;POS	
miguel	miguel	miguel	miguel	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
vyrovnání	yerleşim	vyrovnání	yerleş	N;NOM;NEUT;SG;POS	
vyrovnání	ofset	vyrovnání	ofset	N;NOM;NEUT;SG;POS	
pistole	tabanca	pistole	tabanca	N;NOM;FEM;SG;POS	
pistole	silahlar	pistole	silah	N;NOM;FEM;SG;POS	N;NOM;PL;3
pistole	tabanca	pistole	tabanca	N;NOM;FEM;SG;POS	
pistole	silahı	pistole	silah	N;NOM;FEM;SG;POS	N;ACC;SG;3
pistole	silah	pistole	silah	N;NOM;FEM;SG;POS	
pistole	tabanca	pistole	tabanca	N;NOM;FEM;SG;POS	
vzácný	seyrek	vzácný	seyrek	ADJ;INAN;NOM;MASC;SG;POS	
vzácný	nadir	vzácný	nadir	ADJ;INAN;NOM;MASC;SG;POS	
vzácný	ender	vzácný	ende	ADJ;INAN;NOM;MASC;SG;POS	
postupů	prosedürleri	postup	prosedür	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
složený	katlanmış	složený	katlan	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;NFH;IND;POS;PST;V.PTCP
sung	sung	sung	sung	PROPN;ANIM;NOM;MASC;SG;POS	
kings	kings	kings	kings	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
kings	kralları	kings	kral	PROPN;INAN;NOM;MASC;SG;POS	N;ACC;PL;3
kings	krallar	kings	kral	PROPN;INAN;NOM;MASC;SG;POS	N;NOM;PL;3
empire	empire	empire	empir	PROPN;MASC;SG;POS	
empire	imparatorluk	empire	imparatorluk	PROPN;MASC;SG;POS	N;NOM;SG;3
empire	imparatorluğu	empire	imparatorluk	PROPN;MASC;SG;POS	N;NOM;SG;3
know	bil	know	bil	N;FEM;SG;POS	
know	biliyor	know	bil	N;FEM;SG;POS	V;PROG;IND;SG;3;POS;INFM;PRS
know	bilin	know	bil	N;FEM;SG;POS	
investice	yatırım	investice	yatırım	N;NOM;FEM;PL;POS	N;NOM;SG;3
investice	yatırımları	investice	yatırım	N;NOM;FEM;PL;POS	N;ACC;PL;3
investice	yatırım	investice	yatırım	N;NOM;FEM;PL;POS	N;NOM;SG;3
investice	yatırım	investice	yatırım	N;NOM;FEM;PL;POS	N;NOM;SG;3
flash	flaş	flash	flaş	N;NOM;MASC;SG;POS	
flash	flash	flash	flash	N;NOM;MASC;SG;POS	
bližší	yakına	blízký	yakın	ADJ;NOM;CMPR;MASC;SG;POS	
bližší	yakın	blízký	yakın	ADJ;NOM;CMPR;MASC;SG;POS	
jemně	usulca	jemně	usulca	ADV;POS	
jemně	nazikçe	jemně	nazikçe	ADV;POS	
jemně	kibarca	jemně	kibarca	ADV;POS	
jemně	usulca	jemně	usulca	ADV;POS	
collins	collins	collins	collins	PROPN;ANIM;NOM;MASC;SG;POS	
navštívit	ziyaret	navštívit	ziyaret	V;PFV;POS;NFIN	N;NOM;SG;3
norem	normları	norma	norm	N;GEN;FEM;PL;POS	N;ACC;PL;3
norem	standartları	norma	standart	N;GEN;FEM;PL;POS	ADJ;NOM;PL;3
norem	standartlara	norma	standart	N;GEN;FEM;PL;POS	ADJ;DAT;PL;3
norem	standartlar	norma	standart	N;GEN;FEM;PL;POS	ADJ;NOM;PL;3
soares	soares	soares	soares	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
dokázat	ispat	dokázat	ispat	V;POS;NFIN	
slavnost	festival	slavnost	festival	N;NOM;FEM;SG;POS	
slavnost	festivali	slavnost	festivali	N;NOM;FEM;SG;POS	N;ACC;SG;3
slavnost	festivalde	slavnost	festival	N;NOM;FEM;SG;POS	N;ESS;SG;3
ronald	ronald	ronald	ronald	PROPN;ANIM;NOM;MASC;SG;POS	
cti	onur	čest	onur	N;NOM;FEM;SG;POS	
cti	şeref	čest	şeref	N;NOM;FEM;SG;POS	
cti	onur	čest	onur	N;NOM;FEM;SG;POS	
cti	şeref	čest	şeref	N;NOM;FEM;SG;POS	
hlasuje	oylar	hlasovat	oy	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;NOM;PL;3
hlasuje	oya	hlasovat	oya	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
hlasuje	oy	hlasovat	oy	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;NOM;SG;3
soundtrack	soundtrack	soundtrack	soundtrack	N;INAN;NOM;MASC;SG;POS	
potřeboval	ihtiyaç	potřebovat	ihtiyaç	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	
potřeboval	gerekliydi	potřebovat	gerekli	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
potřeboval	lazımdı	potřebovat	lazım	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	
justin	justin	justina	justin	N;ANIM;NOM;MASC;SG;POS	
rhône	rhône	rhknout	rhün	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
rozděluje	böler	rozdělovat	böl	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
čekal	bekleniyor	čekat	bekle	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
čekal	beklenen	čekat	bekle	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
čekal	beklemiş	čekat	bekle	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
čekal	bekledi	čekat	bekle	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
čekal	bekledim	čekat	bekle	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;1;POS;PST
poručík	teğmen	poručík	teğmen	N;ANIM;NOM;MASC;SG;POS	
poručík	komiser	poručík	komiser	N;ANIM;NOM;MASC;SG;POS	
chung	chung	chung	chung	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
bojovali	dövüştü	bojovat	dövüş	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT	
bojovali	savaştı	bojovat	savaş	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT	
ruka	kolu	ruka	kol	N;NOM;FEM;SG;POS	
ruka	kol	ruka	kol	N;NOM;FEM;SG;POS	
kolekce	koleksiyonlar	kolekce	koleksiyon	N;NOM;FEM;SG;POS	N;NOM;PL;3
kolekce	koleksiyon	kolekce	koleksiyon	N;NOM;FEM;SG;POS	
kolekce	koleksiyon	kolekce	koleksiyon	N;NOM;FEM;SG;POS	
kolekce	toplama	kolekce	toplama	N;NOM;FEM;SG;POS	
kolekce	koleksiyonu	kolekce	koleksiyonu	N;NOM;FEM;SG;POS	N;ACC;SG;3
federaci	federasyon	federace	federasyon	N;ACC;FEM;SG;POS	
federaci	federasyonu	federace	federasyon	N;ACC;FEM;SG;POS	N;NOM;SG;3
sólo	solo	sólo	solo	N;NOM;NEUT;SG;POS	
vyvolává	zam	vyvolávat	zam	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
křídy	kretase	křída	kretase	N;NOM;FEM;PL;POS	
jater	karaciğer	játra	karaciğer	N;NOM;NEUT;PL;POS	
jater	ciğer	játra	ciğer	N;NOM;NEUT;PL;POS	
dílčí	kısmi	dílčí	kısmi	ADJ;NOM;MASC;PL;POS	
dílčí	kısmen	dílčí	kısmen	ADJ;NOM;MASC;PL;POS	
kritérií	kriterleri	kritérium	kriter	N;NOM;NEUT;PL;POS	N;ACC;PL;3
schváleno	onayladı	schválený	onayla	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
schváleno	onaylı	schválený	onaylı	ADJ;NEUT;SG;POS;V.PTCP;PASS	
schváleno	onaylanmış	schválený	onayla	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
schváleno	onaylandı	schválený	onayla	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
vyřazení	eleme	vyřazení	el	N;NOM;NEUT;SG;POS	
sie	sie	sie	sie	N;FEM;SG;POS	
tendenci	eğilim	tendence	eğ	N;ACC;FEM;SG;POS	
nedávné	yakınlardaki	dávný	yakınlardaki	ADJ;NOM;NEUT;SG;NEG	ADJ;ESS;PL;3
nedávné	yakınlarda	dávný	yakın	ADJ;NOM;NEUT;SG;NEG	ADJ;ESS;PL;3
sloučenin	bileşikler	sloučenina	bileşik	N;GEN;FEM;PL;POS	N;NOM;PL;3
kansas	kansas	kansas	kansas	PROPN;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
povoleno	etkin	povolený	etkin	ADJ;NEUT;SG;POS;V.PTCP;PASS	
flora	flora	floro	flora	N;NOM;FEM;SG;POS	
luftwaffe	luftwaffe	luftwaffe	luftwaffe	N;NOM;FEM;SG;POS	
mitsubishi	mitsubishi	mitsubishu	mitsubish	N;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
přeložit	tercüme	přeložit	tercüme	V;PFV;POS;NFIN	
přeložit	çevir	přeložit	çevir	V;PFV;POS;NFIN	
přeložit	çeviri	přeložit	çevir	V;PFV;POS;NFIN	
polák	polonyalı	polák	polonyalı	PROPN;ANIM;NOM;MASC;SG;POS	
polák	lehçe	polák	lehçe	PROPN;ANIM;NOM;MASC;SG;POS	
polák	direk	polák	direk	PROPN;ANIM;NOM;MASC;SG;POS	
polák	kutup	polák	kutup	PROPN;ANIM;NOM;MASC;SG;POS	
polák	kutbu	polák	kutbu	PROPN;ANIM;NOM;MASC;SG;POS	
esa	as	eso	as	PROPN;NOM;MASC;SG;POS	
esa	esa	eso	esa	PROPN;NOM;MASC;SG;POS	
fasády	cephe	fasáda	cephe	N;NOM;FEM;PL;POS	
nancy	nancy	nanc	nancy	PROPN;NOM;FEM;SG;POS	
protein	protein	protein	protein	N;INAN;NOM;MASC;SG;POS	
nfl	nfl	nfl	nfl	PROPN;MASC;POS	PROPN;NOM;SG;3
moravec	moravec	moravec	moravec	N;ANIM;NOM;MASC;SG;POS	
kohout	sik	kohout	sik	N;ANIM;NOM;MASC;SG;POS	
kohout	horoz	kohout	horoz	N;ANIM;NOM;MASC;SG;POS	
kohout	horoz	kohout	horoz	N;ANIM;NOM;MASC;SG;POS	
vily	villa	vila	villa	N;NOM;FEM;PL;POS	N;NOM;SG;3
chemická	kimyasal	chemický	kimyasal	ADJ;NOM;FEM;SG;POS	
chemická	kimya	chemický	kimya	ADJ;NOM;FEM;SG;POS	
létající	uçan	létající	uç	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	
létající	uçuyor	létající	uç	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
létající	uçmak	létající	uç	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
důsledek	sonucu	důsledek	sonuç	N;INAN;NOM;MASC;SG;POS	N;ACC;SG;3
účetnictví	muhasebe	účetnictví	muhasebe	N;NOM;NEUT;SG;POS	
účetnictví	muhasebe	účetnictví	muhasebe	N;NOM;NEUT;SG;POS	
anjou	anjou	anja	anjo	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
čtenářů	okuyucular	čtenář	okuyucu	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
čtenářů	okurlar	čtenář	okur	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
karen	karen	kárný	karen	PROPN;NOM;FEM;SG;POS	
mare	mare	mare	mare	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
mare	kısrak	mare	kısrak	PROPN;NOM;FEM;SG;POS	
sloučit	birleştir	sloučit	birleş	V;PFV;POS;NFIN	
sloučit	birleştirme	sloučit	birleş	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;NEG;PRS;CAUS
reforma	reform	reforma	reform	N;NOM;FEM;SG;POS	
zimonjić	zimonjić	zimonjivo	zimonjić	N;ANIM;NOM;MASC;SG;POS	
žádoucí	arzu	žádoucí	arzu	ADJ;NOM;NEUT;SG;POS	
žádoucí	istenilen	žádoucí	iste	ADJ;NOM;NEUT;SG;POS	V;PFV;IND;POS;PRS;V.PTCP;PASS
žádoucí	istenen	žádoucí	iste	ADJ;NOM;NEUT;SG;POS	V;PFV;IND;POS;PRS;V.PTCP;PASS
proteiny	protein	protein	protein	N;INAN;NOM;MASC;PL;POS	
proteiny	protein	protein	protein	N;INAN;NOM;MASC;PL;POS	
england	ingiltere	england	ingiltere	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
hlášení	raporlama	hlášení	raporlama	N;NOM;NEUT;SG;POS	
hlášení	raporları	hlášení	rapor	N;NOM;NEUT;SG;POS	N;ACC;PL;3
hlášení	raporlar	hlášení	rapor	N;NOM;NEUT;SG;POS	N;NOM;PL;3
odstraňování	kaldırma	odstraňování	kaldırma	N;NOM;NEUT;SG;POS	
odstraňování	kaldırılması	odstraňování	kal	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
raketoplán	mekik	raketoplán	mekik	N;INAN;NOM;MASC;SG;POS	
raketoplán	mekik	raketoplán	mekik	N;INAN;NOM;MASC;SG;POS	
přesnost	hassasiyeti	přesnost	hassasiyet	N;NOM;FEM;SG;POS	N;ACC;SG;3
přesnost	hassas	přesnost	hassas	N;NOM;FEM;SG;POS	
přesnost	doğruluğu	přesnost	doğruluk	N;NOM;FEM;SG;POS	N;ACC;SG;3
kraus	kraus	kraus	kraus	PROPN;ANIM;NOM;MASC;SG;POS	
vertikální	dikey	vertikální	dikey	ADJ;NOM;MASC;SG;POS	
dramaturg	dramaturg	dramaturg	dramaturg	N;ANIM;NOM;MASC;SG;POS	
podnět	şikâyet	podnět	şikâyet	N;INAN;NOM;MASC;SG;POS	
podnět	teşvik	podnět	teşvik	N;INAN;NOM;MASC;SG;POS	
podnět	girişim	podnět	giriş	N;INAN;NOM;MASC;SG;POS	
vytvořeno	yaratılmış	vytvořený	yarat	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
vytvořeno	oluşturuldu	vytvořený	oluş	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
vytvořeno	yaratıldı	vytvořený	yarat	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
vytvořeno	yarattı	vytvořený	yarat	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
vytvořeno	oluşturulan	vytvořený	oluş	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ball	balo	ballo	balo	PROPN;ANIM;NOM;MASC;SG;POS	
ball	top	ballo	top	PROPN;ANIM;NOM;MASC;SG;POS	
ball	ball	ballo	ball	PROPN;ANIM;NOM;MASC;SG;POS	
popularitu	popülerlik	popularita	popülerlik	N;ACC;FEM;SG;POS	N;NOM;SG;3
dramatické	dramatik	dramatický	dramatik	ADJ;NOM;NEUT;SG;POS	
železná	demir	železný	demir	ADJ;NOM;FEM;SG;POS	
železná	ütü	železný	ütü	ADJ;NOM;FEM;SG;POS	
eleonora	eleonora	eleonor	eleonor	PROPN;NOM;FEM;SG;POS	N;NOM;SG;3
zabití	öldürmek	zabití	öl	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
zabití	öldürme	zabití	öl	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
mont	mont	mont	mont	PROPN;INAN;NOM;MASC;SG;POS	
ilegální	illegal	ilegální	illegal	ADJ;NOM;MASC;SG;POS	
ilegální	yasadışı	ilegální	yasa	ADJ;NOM;MASC;SG;POS	
