yang	יאנג	yang	אנג	PRO	PROPN
injil	הבשורה	injil	הבשורה	N;SG	PROPN
menang	נצחונות	menang	נצחון	;SG	N;MASC;PL
menang	זוכה	menang	זכה	;SG	V;MASC;SG;V.PTCP;ACT
menang	מנצח	menang	מנצח	;SG	N;MASC;SG
menang	מנצחת	menang	ניצח	;SG	V;FEM;SG;V.PTCP;ACT
menang	ניצחונות	menang	ניצחון	;SG	N;MASC;PL
menang	זכיתי	menang	זכה	;SG	V;SG;1;PST;ACT
menang	זכה	menang	זכה	;SG	V;MASC;SG;3;PST;ACT
menang	ניצח	menang	ניצח	;SG	V;MASC;SG;3;PST;ACT
menang	ניצחו	menang	ניצח	;SG	V;PL;3;PST;ACT
menang	מנצחת	menang	ניצח	;SG	V;FEM;SG;V.PTCP;ACT
menang	מנצח	menang	מנצח	;SG	N;MASC;SG
menang	זכייה	menang	זכייה	;SG	N;FEM;SG
menang	מנצח	menang	מנצח	;SG	N;MASC;SG
menang	לנצח	menang	ניצח	;SG	V;NFIN;ACT
high	גבוה	high	גבוה	PROPN	ADJ;MASC;SG
high	גבוהה	high	גבוה	PROPN	ADJ;FEM;SG
pabrik	מפעלים	pabrik	מפעל	N;SG	N;MASC;PL
pabrik	המפעל	pabrik	המפעל	N;SG	PROPN
ditetapkan	שהוקצה	ditetapkan	שהוקצה	V;SG;PASS	PROPN
kehilangan	אבודים	kehilangan	אבוד	N;SG	N;MASC;PL
kehilangan	אבד	kehilangan	אבד	N;SG	V;MASC;SG;3;PST
kehilangan	אבוד	kehilangan	אבוד	N;SG	
kehilangan	מאבד	kehilangan	מאבד	N;SG	V;MASC;SG;V.PTCP;ACT
kehilangan	מאבדת	kehilangan	איבד	N;SG	V;FEM;SG;V.PTCP;ACT
kehilangan	מפסיד	kehilangan	הפסיד	N;SG	V;MASC;SG;V.PTCP;ACT
kehilangan	לאבד	kehilangan	איבד	N;SG	V;NFIN;ACT
kehilangan	מפסידה	kehilangan	הפסיד	N;SG	V;FEM;SG;V.PTCP;ACT
kehilangan	מפסיד	kehilangan	הפסיד	N;SG	V;MASC;SG;V.PTCP;ACT
irlandia	אירי	irlandia	אירי	N;SG	PROPN
irlandia	אירית	irlandia	אירי	N;SG	PROPN
irlandia	אירלנד	irlandia	אירלנד	N;SG	PROPN
mewakili	מייצגים	menwakili	ייצג	V;SG;ACT	V;MASC;PL;V.PTCP;ACT
mewakili	מייצגים	menwakili	ייצג	V;SG;ACT	V;MASC;PL;V.PTCP;ACT
network	הרשת	network	הרשה	PROPN	PROPN
network	רשת	network	רשת	PROPN	N;FEM;SG
staf	סגל	staf	סגל	N;SG	PROPN
sur	סור	sur	סור	PROPN	PROPN
gelandang	הרכזים	gelandang	הרכז	N;SG	N;MASC;PL
antena	אנטנות	antena	אנטנות	N;SG	N;FEM;PL
can	יכולה	can	יכול	PROPN	V;FEM;SG;V.PTCP
can	יכול	can	None	PROPN	V;MASC;SG;V.PTCP
telepon	טלפונים	telepon	טלפון	N;SG	N;MASC;PL
telepon	הטלפון	telepon	הטלפון	N;SG	PROPN
telepon	להתקשר	telepon	התקשר	N;SG	V;NFIN
telepon	תתקשר	telepon	התקשר	N;SG	V;FEM;SG;3;FUT
telepon	התקשר	telepon	התקשר	N;SG	V;MASC;SG;3;PST
telepon	טלפונים	telepon	טלפון	N;SG	N;MASC;PL
sulit	קשה	sulit	קשה	ADJ;SG	ADV
sulit	קשים	sulit	קשה	ADJ;SG	ADJ;MASC;PL
cup	גביע	cup	גביע	PROPN	N;MASC;SG
cup	ספל	cup	ספל	PROPN	PROPN
cup	כוס	cup	כוס	PROPN	
menentukan	החלטי	mententukan	החלטי	V;SG;ACT	ADJ;MASC;SG
menentukan	מכריע	mententukan	מכריע	V;SG;ACT	ADJ;MASC;SG
perintah	מצווה	perintah	ציווה	N;SG	V;FEM;SG;V.PTCP;ACT
perintah	פקודות	perintah	פקודה	N;SG	N;FEM;PL
perintah	הזמנות	perintah	הזמנה	N;SG	N;FEM;PL
perintah	פקודות	perintah	פקודה	N;SG	N;FEM;PL
perintah	הוראות	perintah	הוראה	N;SG	N;FEM;PL
aksi	מעשים	aksi	מעשה	N;SG	N;MASC;PL
aksi	פעולות	aksi	פעולה	N;SG	N;FEM;PL
pendukung	תומכים	pendukung	תומך	N;SG	N;MASC;PL
pendukung	תומכי	pendukung	תומך	N;SG	PROPN
pendukung	תומך	pendukung	תמך	N;SG	V;MASC;SG;V.PTCP;ACT
bus	אוטובוס	bus	אוטובוס	PROPN;SG	N;MASC;SG
bus	האוטובוס	bus	האוטובוס	PROPN;SG	PROPN
bus	אוטובוסים	bus	אוטובוס	PROPN;SG	N;MASC;PL
wali	שומר	wali	שומר	PROPN;SG	
wali	שומרת	wali	שמר	PROPN;SG	V;FEM;SG;V.PTCP;ACT
wali	אפוטרופוס	wali	אפוטרופוס	PROPN;SG	N;MASC;SG
wali	ויילי	wali	ויילי	PROPN;SG	PROPN
wali	שומרי	wali	שומר	PROPN;SG	PROPN
wali	שומרים	wali	שמר	PROPN;SG	V;MASC;PL;V.PTCP;ACT
wali	השומרים	wali	השומר	PROPN;SG	N;MASC;PL
next	הבא	next	הבא	PROPN	PROPN
dana	קרנות	dana	קרן	N;SG	N;FEM;PL
dana	כספים	dana	כסף	N;SG	N;MASC;PL
dana	דיינה	dana	דיינה	N;SG	PROPN
dana	דנה	dana	דן	N;SG	PROPN
taiwan	טייוואן	taiwan	טייוואן	PROPN;SG	PROPN
college	מכללה	college	מכללה	PROPN	N;FEM;SG
college	המכללה	college	המכללה	PROPN	
nusa	המולדת	nusa	המולד	PROPN	PROPN
nusa	מולדת	nusa	מולדת	PROPN	N;FEM;SG
dll	dll	dll	dll		PROPN
his	שלו	his	של	PROPN	
musuh	האויב	musuh	האויב	N;SG	PROPN
musuh	אוייב	musuh	אויב	N;SG	
musuh	אויבים	musuh	אויב	N;SG	N;MASC;PL
musuh	אויבי	musuh	אויבי	N;SG	PROPN
party	מפלגה	party	מפלגה	PROPN	N;FEM;SG
party	מסיבה	party	מסיבה	PROPN	
party	המפלגה	party	המפלג	PROPN	PROPN
party	מפלגת	party	מפלגה	PROPN	N;FEM;SG
perbatasan	גבולות	perbatasan	גבול	N;SG	N;MASC;PL
meksiko	מקסיקני	meksiko	מקסיקני	PROPN;SG	PROPN
meksiko	מקסיקנית	meksiko	מקסיקני	PROPN;SG	PROPN
meksiko	מקסיקו	meksiko	מקסיקו	PROPN;SG	PROPN
mas	מאס	mas	מאס	PROPN	
revolusi	המהפכה	revolusi	המהפכה	N;SG	PROPN
revolusi	מהפכות	revolusi	מהפכה	N;SG	N;FEM;PL
kucing	חתולים	kucing	חתולים	N;SG	N;MASC;PL
kucing	חתול	kucing	חתול	N;SG	PROPN
kucing	קט	kucing	קט	N;SG	
toko	חנויות	toko	חנות	N;SG	N;FEM;PL
toko	חנויות	toko	חנות	N;SG	N;FEM;PL
toko	החנות	toko	החנה	N;SG	N;FEM;PL
santa	סנטה	santa	סנט	PROPN	PROPN
pelatih	מאמנים	penlatih	מאמן	N;SG	N;MASC;PL
pelatih	המאמנים	penlatih	המאמן	N;SG	N;MASC;PL
pelatih	המאמן	penlatih	המאמן	N;SG	PROPN
daniel	דניאל	daniel	דניאל	PROPN	PROPN
kursi	כסאות	kursi	כסאות	N;SG	N;MASC;PL
kursi	כיסאות	kursi	כיסאות	N;SG	N;MASC;PL
kursi	הכיסאות	kursi	הכיסאות	N;SG	N;FEM;PL
kursi	כסא	kursi	כסא	N;SG	
kursi	כיסא	kursi	כיסא	N;SG	PROPN
kursi	מושבי	kursi	מושב	N;SG	ADJ;MASC;PL
kursi	כסאות	kursi	כסאות	N;SG	N;MASC;PL
kursi	מושבים	kursi	מושב	N;SG	N;MASC;PL
kursi	מושב	kursi	מושב	N;SG	
kursi	מושב	kursi	מושב	N;SG	
kursi	המושב	kursi	המושב	N;SG	
komisi	עמלות	komisi	עמלה	N;SG	N;FEM;PL
komisi	עמלות	komisi	עמלה	N;SG	N;FEM;PL
tour	סיור	tour	סיור	PROPN	N;MASC;SG
tour	סיורים	tour	סיור	PROPN	N;MASC;PL
terjun	פולס	terjun	פולס	N;SG;ACT	PROPN
terjun	נופל	terjun	נפל	N;SG;ACT	V;MASC;SG;V.PTCP;ACT
rute	נתיבים	rute	נתיב	N;SG	N;MASC;PL
rute	מסלולים	rute	מסלול	N;SG	N;MASC;PL
pertunjukan	מופעים	pertunjukan	מופע	N;SG	N;MASC;PL
pertunjukan	מציג	pertunjukan	הציג	N;SG	V;MASC;SG;V.PTCP;ACT
pertunjukan	הראה	pertunjukan	הראה	N;SG	V;MASC;SG;3;PST;ACT
pertunjukan	הצג	pertunjukan	הצג	N;SG	
berfungsi	עובדת	berfungsi	עובדה	V;SG;ACT	N;FEM;SG
berfungsi	עובד	berfungsi	עובד	V;SG;ACT	PROPN
banten	איראן	banten	איראן	PROPN	PROPN
banten	אירן	banten	אירן	PROPN	PROPN
atom	אטומים	atom	אטום	N;SG	ADJ;MASC;PL
atom	אטום	atom	אטום	N;SG	PROPN
layar	המסכים	layar	המסך	N;SG	N;MASC;PL
layar	מסך	layar	מסך	N;SG	PROPN
layar	להפליג	layar	הפליג	N;SG	V;NFIN;ACT
louis	לואי	louis	לואי	PROPN	PROPN
louis	לואיס	louis	לואיס	PROPN	PROPN
konflik	עימותים	konflik	עימות	N;SG	N;FEM;PL
konflik	סכסוכים	konflik	סכסוך	N;SG	N;MASC;PL
konflik	הסכסוך	konflik	הסכסוך	N;SG	PROPN
kampus	קמפוסים	kampus	קמפוס	PROPN;SG	N;MASC;PL
kampus	מכללה	kampus	מכללה	PROPN;SG	N;FEM;SG
kampus	המכללה	kampus	המכללה	PROPN;SG	
kampus	קמפוס	kampus	קמפוס	PROPN;SG	PROPN
kampus	הקמפוס	kampus	הקמפוס	PROPN;SG	PROPN
sarjana	מלומד	sarjana	לומד	N	
sarjana	הרווק	sarjana	הרווק	N	PROPN
sarjana	רווק	sarjana	רווק	N	PROPN
sarjana	מלומדים	sarjana	מלומדים	N	PROPN
real	ריאל	real	ריאל	PROPN	PROPN
real	אמיתי	real	אמיתי	PROPN	ADJ;MASC;SG
real	אמיתית	real	אמיתי	PROPN	ADV
real	אמיתיים	real	אמיתי	PROPN	ADJ;MASC;PL
real	אמיתיות	real	אמיתי	PROPN	ADJ;FEM;PL
institut	המכון	institut	המכון	N	
institut	המוסד	institut	המוסד	N	
peningkatan	השתפר	pentingkatan	השתפר	N;SG	V;MASC;SG;3;PST
peningkatan	משופר	pentingkatan	שופר	N;SG	V;MASC;SG;V.PTCP;PASS
peningkatan	השתפרה	pentingkatan	השתפר	N;SG	V;FEM;SG;3;PST
peningkatan	יגבר	pentingkatan	גבר	N;SG	PROPN
peningkatan	הגדל	pentingkatan	הגדל	N;SG	
peningkatan	להגדיל	pentingkatan	הגדיל	N;SG	V;NFIN;ACT
penjualan	מכירות	penjualan	מכירה	N;SG	N;FEM;PL
penjualan	המכירה	penjualan	המכיר	N;SG	V;FEM;SG;3;PST;ACT
france	צרפת	france	צרפת	PROPN	PROPN
buatan	מלאכותי	buatan	מלאכותי	N;SG	ADJ;MASC
buatan	מלאכותית	buatan	מלאכותי	N;SG	ADV
buatan	מלאכותיים	buatan	מלאכותי	N;SG	ADJ;MASC;PL
pesisir	קוסט	pesisir	קוסט	N	PROPN
urutan	רצף	urutan	רצף	N;SG	
berhenti	עצור	berhenti	עצור	V;SG;ACT	
selamat	תתחדש	selamat	התחדש	ADJ;SG	V;FEM;SG;3;FUT
setempat	מקומיים	setempat	מקומי	ADJ;SG	ADJ;MASC;PL
setempat	המקומיים	setempat	המקום	ADJ;SG	N;MASC;DU
washington	וושינגטון	washington	ואשינגטון	PROPN	PROPN
hadiah	מתנות	hadiah	מתנה	N;SG	N;FEM;PL
hadiah	פרס	hadiah	פרס	N;SG	PROPN
hadiah	גמול	hadiah	גמול	N;SG	PROPN
hadiah	פרסים	hadiah	פרס	N;SG	N;MASC;PL
hadiah	מתנה	hadiah	מתנה	N;SG	
siapa	מי	siapa	מי	PRO	ADV
prinsip	העיקרון	prinsip	העיקרון	N;SG	PROPN
prinsip	העקרונות	prinsip	העקרונות	N;SG	PROPN
prinsip	עקרונות	prinsip	עיקרון	N;SG	N;MASC;PL
bulu	נוצות	bulu	נוצה	N;SG	N;FEM;PL
don	דון	don	דון	PROPN	PROPN
terjemahan	ביטויים	terjemahan	ביטוי	N;SG	N;MASC;PL
terjemahan	התרגום	terjemahan	התרגום	N;SG	
terjemahan	תרגומים	terjemahan	תרגום	N;SG	N;MASC;PL
sisa	שאריות	sisa	שארית	N;SG	N;FEM;PL
sisa	שארית	sisa	שארית	N;SG	ADV
sisa	נותר	sisa	נותר	N;SG	V;MASC;SG;V.PTCP;MID
sisa	נותרה	sisa	נותר	N;SG	V;FEM;SG;3;PST;MID
sisa	נותרו	sisa	נותר	N;SG	V;PL;3;PST;MID
sisa	שנותרו	sisa	שנותר	N;SG	
sisa	שאריות	sisa	שארית	N;SG	N;FEM;PL
kamu	את	kamu	את	PRO;SG;2;INFM	PART;ACC
kamu	אותך	kamu	אתך	PRO;SG;2;INFM	
des	דז	des	דז	PROPN	PROPN
angkasa	סקיי	angkasa	סקיי	N;SG	PROPN
angkasa	שמים	angkasa	שמיים	N;SG	N;MASC;PL
angkasa	השמים	angkasa	השמים	N;SG	ADV
simon	שמעון	simon	שמעון	PROPN	PROPN
simon	סימון	simon	סימון	PROPN	PROPN
simon	סיימון	simon	סיימון	PROPN	PROPN
may	במאי	may	במאי	PROPN	N;MASC;SG
may	מיי	may	מיי	PROPN	
may	מאי	may	מאי	PROPN	PROPN
diluncurkan	השיק	diluncurkan	השיק	V;SG;PASS	V;MASC;SG;3;PST;ACT
pemilik	הבעלים	penmilik	הבעל	N;SG	N;MASC;PL
pemilik	בעלים	penmilik	בעלים	N;SG	N;MASC;PL
pemilik	בעלים	penmilik	בעלים	N;SG	N;MASC;PL
society	החברה	society	החברה	PROPN	N;FEM;SG
argentina	ארגנטינה	argentina	ארגנטינה	N;SG	PROPN
argentina	ארגנטינאי	argentina	ארגנטינאי	N;SG	PROPN
argentina	ארגנטינה	argentina	ארגנטינה	N;SG	PROPN
argentina	ארגנטינאי	argentina	ארגנטינאי	N;SG	PROPN
pelajaran	שיעורים	pelajaran	שיעור	N;SG	N;MASC;PL
pelajaran	שיעורי	pelajaran	שיעור	N;SG	N;PSSD;MASC;PL
html	html	html	html	N;SG	
kalah	אבדה	kalah	אבדה	V;SG	N;FEM;SG
kalah	אבודה	kalah	אבודה	V;SG	N;FEM;SG
kalah	אבודים	kalah	אבוד	V;SG	N;MASC;PL
kalah	אבוד	kalah	אבוד	V;SG	
kalah	תבוסה	kalah	תבוסה	V;SG	N;FEM;SG
lintas	קרוס	lintas	קרוס	N;SG;ACT	PROPN
del	דל	del	דל	PROPN	ADJ;MASC;SG
project	פרוייקט	project	פרוייקט	PROPN	PROPN
project	מיזם	project	מיזם	PROPN	N;MASC;SG
project	פרויקט	project	פרויקט	PROPN	N;MASC;SG
bacaan	קוראת	bacaan	קרא	N;SG	V;FEM;SG;V.PTCP;ACT
angin	הרוח	angin	הרוח	N;SG	
poin	נקודות	poin	נקודה	N;SG	N;FEM;PL
poin	פוינט	poin	פוינט	N;SG	PROPN
menguasai	מאסטרינג	menkuasai	מאסטרינג	V;SG;ACT	PROPN
mayoritas	הרוב	mayoritas	הרוב	N;SG	
english	אנגלית	english	אנגלית	N	PROPN
memuat	טעינה	menmuat	טעין	V;SG;ACT	N;FEM;SG
kuda	סוסים	kuda	סוסי	N;SG	N;MASC;PL
kuda	סוס	kuda	סוס	N;SG	
mencetak	דפוס	mencetak	דפוס	V;SG;ACT	N;MASC;SG
mencetak	הדפסה	mencetak	הדפסה	V;SG;ACT	N;FEM;SG
aksara	דמויות	aksara	דמות	N;SG	N;FEM;PL
aksara	תווים	aksara	תווים	N;SG	N;MASC;PL
harapan	מקווה	harapan	קיווה	N;SG	V;MASC;SG;V.PTCP;ACT
harapan	הופ	harapan	הופ	N;SG	
harapan	תקוה	harapan	תקוה	N;SG	PROPN
gelombang	גל	gelombang	גל	PROPN;SG	PROPN
gelombang	גלי	gelombang	גל	PROPN;SG	
gelombang	גלים	gelombang	גל	PROPN;SG	N;MASC;PL
kartu	כרטיסים	kartu	כרטיס	N;SG	N;MASC;PL
kartu	קלפים	kartu	קלף	N;SG	N;MASC;PL
kartu	קארד	kartu	קארד	N;SG	PROPN
kartu	קלף	kartu	קלף	N;SG	PROPN
majelis	אסיפות	majelis	אסיפה	N;SG	N;FEM;PL
majelis	המועצה	majelis	המועצה	N;SG	PROPN
kualitas	איכותי	kualitas	איכותי	N;SG	ADJ;MASC;SG
kualitas	באיכות	kualitas	באיכות	N;SG	
suhu	טמפרטורות	suhu	טמפרטור	N;SG	N;FEM;PL
ulama	כמורה	ulama	כמור	N;SG	
ulama	מלומדים	ulama	מלומדים	N;SG	PROPN
mark	סמני	mark	סמני	PROPN	PROPN
mark	מארק	mark	מארק	PROPN	PROPN
mark	מרק	mark	מרק	PROPN	
mark	סמן	mark	סמן	PROPN	
menjaga	שמירת	menjaga	שמירה	V;SG;ACT	N;FEM;SG
marga	מרגה	marga	ריגה	N;SG	
tuan	אדוני	tuan	אדון	N;SG	PROPN
tuan	טואן	tuan	טואן	N;SG	PROPN
bagus	טובה	bagus	None	ADJ;SG	ADV
bagus	יופי	bagus	יופי	ADJ;SG	PROPN
harian	יומית	harian	יומי	N;SG	ADV
harian	יומי	harian	יומי	N;SG	PROPN
harian	דיילי	harian	דיילי	N;SG	PROPN
nektar	צוף	nektar	צוף	N;SG	
maluku	מאלוקו	maluku	מאלוקו	PROPN;SG	
komponen	הרכיב	komponen	הרכיב	N;SG	V;MASC;SG;3;PST;ACT
komponen	רכיב	komponen	רכיב	N;SG	
komponen	רכיבים	komponen	רכיב	N;SG	N;MASC;PL
puisi	שירה	puisi	שירה	N	
terpisah	מנותק	terpisah	נותק	ADJ;SG;PASS	V;MASC;SG;V.PTCP;PASS
terpisah	מנותקת	terpisah	הנותק	ADJ;SG;PASS	V;FEM;SG;V.PTCP;PASS
terpisah	בנפרד	terpisah	בנפרד	ADJ;SG;PASS	PROPN
terpisah	נפרדים	terpisah	נפרד	ADJ;SG;PASS	V;MASC;PL;V.PTCP;MID
royal	מלכותי	royal	מלכותי	PROPN	N;MASC;SG
royal	רויאל	royal	רויאל	PROPN	PROPN
tepatnya	בדיוק	tepat	בדיוק	N;SG	ADV
joseph	יוסף	joseph	יוסף	PROPN	PROPN
tertua	הבכור	tertua	הבכור	ADJ;RL;SG	PROPN
tertua	הבכור	tertua	הבכור	ADJ;RL;SG	PROPN
besi	איירון	besi	איירון	N;SG	PROPN
besi	ברזל	besi	ברזל	N;SG	
simbol	סמלים	simbol	סמל	N;SG	N;MASC;PL
simbol	סמליות	simbol	סמלי	N;SG	N;FEM;PL
diperlukan	דרושים	diperlukan	דרוש	V;SG;PASS	ADJ;MASC;PL
diperlukan	דרושה	diperlukan	דרש	V;SG;PASS	V;FEM;SG;V.PTCP;ACT
diperlukan	נדרשת	diperlukan	נדרש	V;SG;PASS	V;FEM;SG;V.PTCP;MID
diperlukan	דרושים	diperlukan	דרוש	V;SG;PASS	ADJ;MASC;PL
diperlukan	חובה	diperlukan	חובה	V;SG;PASS	N;FEM;SG
diperlukan	נדרש	diperlukan	נדרש	V;SG;PASS	V;MASC;SG;MID
diperlukan	דרוש	diperlukan	דרש	V;SG;PASS	PROPN
diperlukan	נחוץ	diperlukan	נחוץ	V;SG;PASS	ADJ;MASC;SG
diperlukan	הכרחית	diperlukan	הכרחית	V;SG;PASS	ADJ;FEM;SG
diperlukan	הכרחי	diperlukan	הכרחי	V;SG;PASS	ADJ;MASC;SG
diperlukan	נחוצה	diperlukan	נחוץ	V;SG;PASS	ADJ;SG
diperlukan	צורך	diperlukan	צורך	V;SG;PASS	N;MASC;SG
setengah	מחצית	setengah	None	ADJ;SG	DET;PSSD
setengah	חצי	setengah	חץ	ADJ;SG	N;PSSD;MASC;PL
samping	סייד	samping	סייד	N;SG	PROPN
samping	לצד	samping	לצד	N;SG	ADP
samping	הצד	samping	הצד	N;SG	
samping	הצידה	samping	הצידה	N;SG	ADV
samping	בצד	samping	בצד	N;SG	
kepercayaan	לבטוח	kepercayaan	בטח	N;SG	V;NFIN;ACT
kepercayaan	אמונות	kepercayaan	אמונות	N;SG	N;FEM;PL
kepercayaan	האמונות	kepercayaan	האמונה	N;SG	N;FEM;PL
kepercayaan	האמונה	kepercayaan	האמונה	N;SG	
pulang	הביתה	pulang	הביתה	V;SG;ACT	ADV
pulang	הום	pulang	הום	V;SG;ACT	
pulang	בבית	pulang	בבית	V;SG;ACT	
pulang	הבית	pulang	הבית	V;SG;ACT	ADV
pulang	בית	pulang	בית	V;SG;ACT	N;MASC;SG
pulang	home	pulang	home	V;SG;ACT	
regional	אזורי	regional	אזור	ADJ;SG	N;MASC;PL
regional	איזורי	regional	איזורין	ADJ;SG	PROPN
regional	האזורית	regional	האזורית	ADJ;SG	PROPN
berlaku	רלוונטי	berlaku	רלוונטי	V;SG;ACT	ADJ;MASC;SG
patung	פסלים	patung	פסל	N;SG	N;MASC;PL
patung	פסל	patung	פסל	N;SG	PROPN
patung	פסלים	patung	פסל	N;SG	N;MASC;PL
patung	פסל	patung	פסל	N;SG	PROPN
dibawa	תפוסה	dibawa	תפוסה	V;SG;PASS	N;FEM;SG
dibawa	צולם	dibawa	צולם	V;SG;PASS	PROPN
dibawa	נלקח	dibawa	נלקח	V;SG;PASS	V;MASC;SG;3;PST;MID
dibawa	נלקחו	dibawa	נלקח	V;SG;PASS	V;PL;3;PST;MID
dibawa	נלקחה	dibawa	נלקח	V;SG;PASS	V;FEM;SG;3;PST;MID
dibawa	הביאו	dibawa	הביא	V;SG;PASS	V;PL;3;PST;ACT
dibawa	הביא	dibawa	הביא	V;SG;PASS	V;MASC;SG;3;PST;ACT
dibawa	הביאה	dibawa	הביא	V;SG;PASS	V;FEM;SG;3;PST;ACT
perpustakaan	ספריות	perpustakaan	ספריות	N;SG	N;FEM;PL
perpustakaan	הספרייה	perpustakaan	הספרייה	N;SG	PROPN
prajurit	חיילים	prajurit	חייל	N;SG	N;MASC;PL
prajurit	לוחמי	prajurit	לוחם	N;SG	PROPN
prajurit	לוחמות	prajurit	לוחם	N;SG	N;FEM;PL
prajurit	לוחמים	prajurit	לוחם	N;SG	N;MASC;PL
records	רישומי	records	רישום	PROPN	ADJ;MASC;PL
records	תקליטים	records	תקליט	PROPN	N;MASC;PL
records	רישומים	records	רישום	PROPN	N;MASC;PL
records	רשומות	records	רשם	PROPN	N;FEM;PL
campuran	מעורב	campuran	מעורב	N;SG	ADJ;MASC;SG
campuran	מעורבים	campuran	מעורב	N;SG	ADJ;MASC;PL
campuran	מעורבב	campuran	מעורבב	N;SG	ADJ;MASC;SG
campuran	לערבב	campuran	עירבב	N;SG	V;NFIN;ACT
campuran	מערבבים	campuran	מערבב	N;SG	V;MASC;PL;V.PTCP;ACT
campuran	ערבב	campuran	ערבב	N;SG	PROPN
campuran	מיקס	campuran	מיקס	N;SG	
campuran	מתערבב	campuran	התערבב	N;SG	V;MASC;SG;V.PTCP
campuran	מערבב	campuran	עירבב	N;SG	V;MASC;SG;V.PTCP;ACT
komunis	קומוניסטים	komunis	קומוניסטי	N;SG	N;MASC;PL
komunis	קומוניסטית	komunis	קומוניסטי	N;SG	ADV
karang	קורל	karang	קורל	N;SG	PROPN
karang	אלמוגים	karang	אלמוג	N;SG	N;MASC;PL
karang	אלמוג	karang	אלמוג	N;SG	PROPN
ide	ide	ide	ide	N;SG	PROPN
ide	רעיונות	ide	רעיון	N;SG	N;MASC;PL
hakim	השופט	hakim	השופט	N;SG	PROPN
hakim	שופטים	hakim	שופט	N;SG	N;MASC;PL
hakim	חכים	hakim	חכים	N;SG	PROPN
makassar	מקאסאר	makassar	מקאסאר	PROPN	PROPN
set	סט	set	סט	PROPN;SG	
set	הסט	set	הסט	PROPN;SG	
set	קבע	set	קבע	PROPN;SG	N;MASC;SG
set	הגדר	set	הגדר	PROPN;SG	
set	סדרות	set	סדרה	PROPN;SG	N;FEM;PL
set	סטים	set	סט	PROPN;SG	N;MASC;PL
istrinya	אשתו	istri	אשת	N;SG	
istrinya	רעיה	istri	רעיה	N;SG	PROPN
logam	מטאל	logam	מטאל	N;SG	PROPN
logam	מתכות	logam	מתכת	N;SG	N;FEM;PL
logam	מתכות	logam	מתכת	N;SG	N;FEM;PL
logam	מתכתי	logam	מתכתים	N;SG	ADJ;MASC;SG
peringatan	אזהרות	peringatan	אזהרות	N;SG	N;FEM;PL
peringatan	התראת	peringatan	התראה	N;SG	ADV
green	ירוקה	green	ירוקה	PROPN	ADJ;FEM;SG
green	גרין	green	מה"גרין	PROPN	PROPN
green	ירוק	green	ירוק	PROPN	ADJ;MASC;SG
perairan	ווטרס	perairan	ווטרס	N;SG	PROPN
pendapat	הדעה	pendapat	הדעה	N;SG	ADV
pendapat	דעות	pendapat	דעה	N;SG	N;FEM;PL
lukisan	ציורים	lukisan	ציור	N;SG	N;MASC;PL
paulus	פאול	paulus	פאול	PROPN	PROPN
paulus	פול	paulus	פול	PROPN	PROPN
semuanya	הכול	semua	הכול	PRO	
semuanya	הכל	semua	הכיל	PRO	N
semuanya	כולם	semua	None	PRO	N;MASC;PL
blue	כחולה	blue	כחול	PROPN	ADV
blue	בלו	blue	בלו	PROPN	PROPN
blue	כחול	blue	כחול	PROPN	
kecelakaan	קראש	kecelakaan	קראש	N;SG	PROPN
kecelakaan	תאונות	kecelakaan	תאונה	N;SG	N;FEM;PL
perjuangan	נאבק	perjuangan	נאבק	N;SG	V;MASC;SG;3;PST;MID
keberadaan	הקיום	keberadaan	הקיום	N;SG	PROPN
pasir	סאנד	pasir	סאנד	PROPN;SG	PROPN
pasir	חול	pasir	חול	PROPN;SG	
klasik	קלאסיקות	klasik	קלאסיקה	N;SG	N;FEM;PL
klasik	קלאסי	klasik	קלאסי	N;SG	ADJ;MASC;SG
klasik	קלאסית	klasik	קלאסי	N;SG	ADV
klasik	קלאסי	klasik	קלאסי	N;SG	ADJ;MASC;SG
klasik	קלאסית	klasik	קלאסי	N;SG	ADV
association	האגודה	association	האגודה	PROPN	PROPN
association	העמותה	association	העמותה	PROPN	N;FEM;SG
association	איגוד	association	איגוד	PROPN	N;MASC;SG
association	עמותה	association	עמותה	PROPN	N;FEM;SG
lirik	מילים	lirik	מילה	N;SG;ACT	N;FEM;PL
saham	מניות	saham	מנייה	N;SG	N;FEM;PL
saham	שיתופים	saham	שיתוף	N;SG	N;MASC;PL
saham	מניות	saham	מנייה	N;SG	N;FEM;PL
saham	סטוק	saham	סטוק	N;SG	PROPN
saham	מניה	saham	מניה	N;SG	
saham	מלאי	saham	מלאי	N;SG	
saham	מניות	saham	מנייה	N;SG	N;FEM;PL
dihasilkan	הפיק	dihasilkan	הפיק	V;SG;PASS	V;MASC;SG;3;PST;ACT
dihasilkan	נוצרת	dihasilkan	נוצרת	V;SG;PASS	V;FEM;SG;V.PTCP;MID
dihasilkan	נוצר	dihasilkan	נוצר	V;SG;PASS	V;MASC;SG;3;PST;MID
adik	אחותי	adik	אחותי	N;SG	V;SG;1;PST;ACT
pengalaman	חוויות	pengalaman	חוויה	N;SG	N;FEM;PL
salam	ברכות	salam	ברכה	PROPN;SG	
semi	חצי	semi	חץ	PROPN	N;PSSD;MASC;PL
bapak	אבא	bapak	אבא	N;SG	
bapak	אבי	bapak	אבי	N;SG	PROPN
denmark	דנית	denmark	דנית	PROPN	PROPN
denmark	דנים	denmark	דן	PROPN	N;MASC;PL
