और	y	और	y		CONJ
अंतर्राष्ट्रीय	international	अंतर्राष्ट्रीय	international	PROPN;NOM;SG;3	ADJ;SG
अंतर्राष्ट्रीय	internacionales	अंतर्राष्ट्रीय	internacional	PROPN;NOM;SG;3	ADJ;PL
विशाल	large	विशाल	large	ADJ;NOM	N
विशाल	massive	विशाल	massivir	ADJ;NOM	N
गैर	non	गैर	non		N
बंगाल	bengala	बंगाल	bengala	PROPN;NOM;MASC;SG;3	N;FEM;SG
कानून	leyes	कानून	ley	N;NOM;MASC;SG;3	N;FEM;PL
कानून	leyes	कानून	ley	N;NOM;MASC;SG;3	N;FEM;PL
जैन	jain	जैन	jain	PROPN;NOM;MASC;SG;3	PROPN
बल	forzar	बल	forzar	N;NOM;MASC;SG;3	V;NFIN
भाई	bro	भाई	bro	N;NOM;MASC;SG;3	INTJ
भाई	carnal	भाई	carnal	N;NOM;MASC;SG;3	ADJ;SG
भाई	bhai	भाई	bhai	N;NOM;MASC;SG;3	
तहत	debajo	तहत	debajo	CONJ	ADV
तहत	bajo	तहत	bajo	CONJ	ADP
तहत	under	तहत	under	CONJ	PROPN
उपचार	tratamientos	उपचार	tratamiento	N;NOM;MASC;SG;3	N;MASC;PL
केन्द्र	centrar	केंद्र	centrar	PROPN;NOM;MASC;SG;3	V;NFIN
केन्द्र	centro	केंद्र	centro	PROPN;NOM;MASC;SG;3	N;MASC;SG
केन्द्र	center	केंद्र	center	PROPN;NOM;MASC;SG;3	N;MASC;SG
केन्द्र	centro	केंद्र	centro	PROPN;NOM;MASC;SG;3	N;MASC;SG
केन्द्र	centre	केंद्र	centre	PROPN;NOM;MASC;SG;3	N;MASC;SG
लागू	aplicar	लागू	aplicar	ADJ	V;NFIN
लागू	aplica	लागू	aplicar	ADJ	V;IND;SG;3;PRS;FIN
लागू	aplique	लागू	aplicar	ADJ	V;SBJV;SG;3;FIN
निर्णय	decisiones	निर्णय	decisión	N;NOM;MASC;SG;3	N;FEM;PL
जॉन	juan	जॉन	juan	PROPN;NOM;MASC;SG;3	PROPN
जॉन	john	जॉन	john	PROPN;NOM;MASC;SG;3	PROPN
मिला	encontrada	मिल	encontrado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
मिला	encontradas	मिल	encontrado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
मिला	encontrados	मिल	encontrado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
मिला	hallado	मिल	hallado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
मिला	encontrado	मिल	encontrado	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
मिला	got	मिल	got	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
मिला	mila	मिल	mila	V;PFV;MASC;SG;V.PTCP;ACT	N;FEM;SG
घंटे	horarios	घंटा	horario	N;NOM;MASC;SG;3	N;MASC;PL
घंटे	horas	घंटा	hora	N;NOM;MASC;SG;3	N;FEM;PL
प्रारंभिक	anteproyecto	प्रारंभिक	anteproyecto	ADJ;NOM	N;MASC;SG
मुक्त	gratis	मुक्त	gratis	ADJ	
मुक्त	free	मुक्त	freer	ADJ	N
बल्कि	aye	बल्कि	aye	CONJ	
परन्तु	sino	परन्तु	sino		CONJ
परन्तु	pero	परन्तु	pero		CONJ
मनुष्य	humano	मनुष्य	humano	N;NOM;MASC;SG;3	ADJ;MASC;SG
मनुष्य	humanas	मनुष्य	humano	N;NOM;MASC;SG;3	ADJ;FEM;PL
मनुष्य	humana	मनुष्य	humano	N;NOM;MASC;SG;3	ADJ;FEM;SG
उपकरण	herramienta	उपकरण	herramienta	N;NOM;MASC;PL;3	N;FEM;SG
उपकरण	instrumento	उपकरण	instrumento	N;NOM;MASC;PL;3	N;MASC;SG
उपकरण	equipamiento	उपकरण	equipamiento	N;NOM;MASC;PL;3	N;MASC;SG
उपकरण	equipo	उपकरण	equipo	N;NOM;MASC;PL;3	N;MASC;SG
उपकरण	dispositivo	उपकरण	dispositivo	N;NOM;MASC;PL;3	N;MASC;SG
विक्रम	vikram	विक्रम	vikram	PROPN;NOM;MASC;SG;3	N;MASC;SG
नेपाल	nepal	नेपाल	nepal	PROPN;NOM;MASC;SG;3	N;MASC;SG
ऑफिस	oficinas	ऑफिस	oficina	N;NOM;MASC;SG;3	N;FEM;PL
बदलाव	cambios	बदलाव	cambio	N;NOM;MASC;SG;3	N;MASC;PL
बदलाव	cambiar	बदलाव	cambiar	N;NOM;MASC;SG;3	V;NFIN
बदलाव	cambia	बदलाव	cambiar	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
अनुमति	permisos	अनुमति	permiso	N;NOM;FEM;SG;3	N;MASC;PL
अनुमति	permitida	अनुमति	permitido	N;NOM;FEM;SG;3	ADJ;FEM;SG;V.PTCP
अनुमति	permitidos	अनुमति	permitido	N;NOM;FEM;SG;3	ADJ;MASC;PL;V.PTCP
अनुमति	permitido	अनुमति	permitido	N;NOM;FEM;SG;3	ADJ;MASC;SG;V.PTCP
नीति	políticas	नीति	política	N;NOM;FEM;SG;3	N;FEM;PL
हवाई	hawaiano	हवाई	hawaiano	N;NOM	ADJ;MASC;SG
हवाई	hawaiana	हवाई	hawaiana	N;NOM	ADJ;FEM;SG
गांव	poblado	गाँव	poblado	N;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
वापस	volver	वापस	volver	ADJ	V;NFIN
वापस	espalda	वापस	espalda	ADJ	N;FEM;SG
वापस	regreso	वापस	regreso	ADJ	N;MASC;SG
वापस	back	वापस	back	ADJ	
यूरोपीय	europa	यूरोपीय	europa	PROPN;NOM;SG;3	N;FEM;SG
यूरोपीय	europeos	यूरोपीय	europeo	PROPN;NOM;SG;3	N;MASC;PL
यूरोपीय	europeo	यूरोपीय	europeo	PROPN;NOM;SG;3	ADJ;MASC;SG
यूरोपीय	europea	यूरोपीय	europeo	PROPN;NOM;SG;3	ADJ;FEM;SG
यूरोपीय	europeas	यूरोपीय	europeo	PROPN;NOM;SG;3	ADJ;FEM;PL
पटना	patna	पटना	patna	PROPN;NOM;MASC;SG;3	N;FEM;SG
साधारण	simple	साधारण	simple	PROPN;NOM;MASC;SG;3	ADJ;SG
साधारण	sencilla	साधारण	sencillo	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
साधारण	sencillo	साधारण	sencillo	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
साधारण	simples	साधारण	simple	PROPN;NOM;MASC;SG;3	ADJ;PL
साधारण	trivial	साधारण	trivial	PROPN;NOM;MASC;SG;3	ADJ;SG
साधारण	triviales	साधारण	trivial	PROPN;NOM;MASC;SG;3	ADJ;PL
साधारण	mediocre	साधारण	mediocre	PROPN;NOM;MASC;SG;3	ADJ;SG
साधारण	mediocres	साधारण	mediocre	PROPN;NOM;MASC;SG;3	ADJ;PL
साधारण	generalidades	साधारण	generalidad	PROPN;NOM;MASC;SG;3	N;FEM;PL
साधारण	generales	साधारण	general	PROPN;NOM;MASC;SG;3	N;MASC;PL
साधारण	general	साधारण	general	PROPN;NOM;MASC;SG;3	N;SG
देखने	visualización	देख	visualización	V;ACC;NFIN;ACT	N;FEM;SG
पंजाब	punjab	पंजाब	punjab	PROPN;NOM;MASC;SG;3	N;FEM;SG
दक्षिणी	sureña	दक्षिणी	sureño	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
दक्षिणी	southern	दक्षिणी	southern	PROPN;NOM;MASC;SG;3	N
दक्षिणी	sur	दक्षिणी	sur	PROPN;NOM;MASC;SG;3	N;MASC;SG
दक्षिणी	meridional	दक्षिणी	meridional	PROPN;NOM;MASC;SG;3	ADJ;SG
दक्षिणी	sureño	दक्षिणी	sureño	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
दक्षिणी	sur	दक्षिणी	sur	PROPN;NOM;MASC;SG;3	N;MASC;SG
नया	novedad	नया	novedad	ADJ;NOM;MASC;SG	N;FEM;SG
नया	nuevas	नया	nuevo	ADJ;NOM;MASC;SG	ADJ;FEM;PL
नया	nuevos	नया	nuevo	ADJ;NOM;MASC;SG	ADJ;MASC;PL
नया	novedades	नया	novedad	ADJ;NOM;MASC;SG	N;FEM;PL
पर्वत	montañas	पर्वत	montaña	N;NOM;MASC;SG;3	N;FEM;PL
अनुवाद	traducciones	अनुवाद	traducción	N;NOM;MASC;SG;3	N;FEM;PL
अनुवाद	traducir	अनुवाद	traducir	N;NOM;MASC;SG;3	V;NFIN
अनुवाद	traduzca	अनुवाद	traducir	N;NOM;MASC;SG;3	V;SBJV;SG;3;PRS;FIN
अनुवाद	traduce	अनुवाद	traducir	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
अनुवाद	traducciones	अनुवाद	traducción	N;NOM;MASC;SG;3	N;FEM;PL
समुदाय	comunidades	समुदाय	comunidad	N;NOM;MASC;SG;3	N;FEM;PL
मान	valores	मान	valor	V;SG;FIN;ACT	N;MASC;PL
मान	value	मान	valar	V;SG;FIN;ACT	N
मान	valor	मान	valor	V;SG;FIN;ACT	N;MASC;SG
स्वतंत्र	independent	स्वतंत्र	independent	ADJ;NOM	N;SG
स्वतंत्र	independientes	स्वतंत्र	independiente	ADJ;NOM	N;PL
टीवी	televisiones	टीवी	televisión	N;NOM;MASC;SG;3	N;FEM;PL
हाल	recientes	हाल	reciente	N;NOM;MASC;SG;3	ADJ;PL
हाल	reciente	हाल	reciente	N;NOM;MASC;SG;3	ADJ;SG
चला	corran	चल	correr	V;PFV;MASC;SG;V.PTCP;ACT	V;IMP;PL;3;FIN
चला	run	चल	run	V;PFV;MASC;SG;V.PTCP;ACT	N
पक्ष	side	पक्ष	sedir	N;NOM;MASC;SG;3	
पक्ष	costado	पक्ष	costar	N;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
पक्ष	laterales	पक्ष	lateral	N;NOM;MASC;SG;3	N;PL
दृश्य	vistas	दृश्य	visto	N;NOM;MASC;SG;3	ADJ;FEM;PL;V.PTCP
दृश्य	reproducciones	दृश्य	reproducción	N;NOM;MASC;SG;3	N;FEM;PL
दृश्य	visualizaciones	दृश्य	visualización	N;NOM;MASC;SG;3	N;FEM;PL
दृश्य	visible	दृश्य	visible	N;NOM;MASC;SG;3	ADJ;SG
दृश्य	visibles	दृश्य	visible	N;NOM;MASC;SG;3	ADJ;PL
दृश्य	vistas	दृश्य	visto	N;NOM;MASC;SG;3	ADJ;FEM;PL;V.PTCP
दृश्य	vista	दृश्य	visto	N;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
दृश्य	view	दृश्य	view	N;NOM;MASC;SG;3	PROPN
दृश्य	ver	दृश्य	ver	N;NOM;MASC;SG;3	V;NFIN
भोजन	alimentos	भोजन	alimento	N;NOM;MASC;SG;3	N;MASC;PL
भोजन	comidas	भोजन	comida	N;NOM;MASC;SG;3	N;FEM;PL
भोजन	alimentos	भोजन	alimento	N;NOM;MASC;SG;3	N;MASC;PL
भोजन	harinas	भोजन	harina	N;NOM;MASC;SG;3	N;FEM;PL
शिव	shiv	शिव	shiv	PROPN;NOM;MASC;SG;3	N;SG
शिव	shiva	शिव	shiva	PROPN;NOM;MASC;SG;3	N;SG
मॉडल	modelos	मॉडल	modelo	N;NOM;MASC;SG;3	N;MASC;PL
मॉडल	maquetas	मॉडल	maqueta	N;NOM;MASC;SG;3	N;FEM;PL
मॉडल	modelos	मॉडल	modelo	N;NOM;MASC;SG;3	N;MASC;PL
मुंबई	bombay	मुंबई	bombay	PROPN;NOM;FEM;SG;3	N;MASC;SG
मुंबई	mumbai	मुंबई	mumbai	PROPN;NOM;FEM;SG;3	N;FEM;SG
प्रकाशन	publicaciones	प्रकाशन	publicación	N;NOM;MASC;SG;3	N;FEM;PL
प्रकाशन	publicar	प्रकाशन	publicar	N;NOM;MASC;SG;3	V;NFIN
प्रकाशन	publicando	प्रकाशन	publicar	N;NOM;MASC;SG;3	V;V.MSDR
मिलियन	milán	मिलियन	milán		N;MASC;SG
मिलियन	milan	मिलियन	milar		N;MASC;SG
मिलियन	millones	मिलियन	millón		N;MASC;PL
मिलियन	millón	मिलियन	millón		N;MASC;SG
मिलियन	millon	मिलियन	millon		N;MASC;SG
मिलियन	millones	मिलियन	millón		N;MASC;PL
पांच	five	पांच	fivir	NUM	N
संचालित	operó	संचालित	operar	ADJ	V;IND;SG;3;PST;FIN
संचालित	operaba	संचालित	operar	ADJ	V;IND;SG;3;IPFV;FIN
वहां	allí	वहाँ	allí	PRO;NOM	ADV
वहां	ahi	वहाँ	ahi	PRO;NOM	INTJ
वहां	ahí	वहाँ	ahí	PRO;NOM	ADV
मन	mind	मन	mind	N;NOM;MASC;SG;3	PROPN
मन	mann	मन	mann	N;NOM;MASC;SG;3	PROPN
ऑस्ट्रेलिया	australia	ऑस्ट्रेलिया	australia	PROPN;NOM;MASC;SG;3	N;FEM;SG
उम्र	edades	उम्र	edad	N;NOM;FEM;SG;3	N;FEM;PL
सागर	sagar	सागर	sagar	PROPN;NOM;MASC;SG;3	N;MASC;SG
सागर	mar	सागर	mar	PROPN;NOM;MASC;SG;3	N;SG
सक्रिय	adjetivo	सक्रिय	adjetivo	ADJ	N;MASC;SG
सक्रिय	activos	सक्रिय	activo	ADJ	N;MASC;PL
आया	aya	आ	aya	V;PFV;MASC;SG;V.PTCP;ACT	INTJ
आया	vinieron	आ	venir	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PST;FIN
निश्चित	ciertos	निश्चित	cierto	ADJ;NOM	PRO;MASC;PL
निश्चित	ciertas	निश्चित	cierto	ADJ;NOM	PRO;FEM;PL
निश्चित	claro	निश्चित	claro	ADJ;NOM	ADV
छोड़	skip	छोड	skip	V;ACT	
छोड़	salto	छोड	salto	V;ACT	N;MASC;SG
छोड़	salta	छोड	salta	V;ACT	
कृपया	favor	कृपया	favor	V;SG;FIN;ACT	N;MASC;SG
कृपया	please	कृपया	please	V;SG;FIN;ACT	N
कृपया	porfa	कृपया	porfa	V;SG;FIN;ACT	INTJ
जर्मनी	alemanes	जर्मनी	alemán	PROPN;NOM;MASC;SG;3	N;MASC;PL
जर्मनी	alemán	जर्मनी	alemán	PROPN;NOM;MASC;SG;3	N;MASC;SG
जर्मनी	alemana	जर्मनी	alemán	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
जर्मनी	aleman	जर्मनी	alemar	PROPN;NOM;MASC;SG;3	N;MASC;SG
जर्मनी	alemania	जर्मनी	alemania	PROPN;NOM;MASC;SG;3	N;FEM;SG
लंदन	londres	लंदन	londre	PROPN;NOM;MASC;SG;3	N;MASC;PL
जापान	japon	जापान	japon	PROPN;NOM;MASC;SG;3	PROPN
जापान	japón	जापान	japón	PROPN;NOM;MASC;SG;3	N;MASC;SG
वस्तु	materiales	वस्तु	material	N;NOM;FEM;SG;3	N;MASC;PL
वस्तु	objetar	वस्तु	objetar	N;NOM;FEM;SG;3	V;NFIN
वस्तु	objetos	वस्तु	objeto	N;NOM;FEM;SG;3	N;MASC;PL
जीत	ganar	जीत	ganar	N;NOM;FEM;SG;3	V;NFIN
जीत	gana	जीत	ganar	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
जीत	gane	जीत	ganar	N;NOM;FEM;SG;3	V;IMP;SG;3;FIN
जीत	gano	जीत	ganar	N;NOM;FEM;SG;3	V;IND;SG;1;PRS;FIN
जीत	victorias	जीत	victoria	N;NOM;FEM;SG;3	N;FEM;PL
जीत	gana	जीत	ganar	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
जीत	gane	जीत	ganar	N;NOM;FEM;SG;3	V;IMP;SG;3;FIN
अध्यक्ष	altavoces	अध्यक्ष	altavoz	N;NOM;MASC;SG;3	N;MASC;PL
विजेता	ganadora	विजेता	ganador	N;NOM;MASC;SG;3	ADJ;FEM;SG
विजेता	vencedores	विजेता	vencedor	N;NOM;MASC;SG;3	N;MASC;PL
विजेता	ganadoras	विजेता	ganador	N;NOM;MASC;SG;3	ADJ;FEM;PL
विजेता	ganadores	विजेता	ganador	N;NOM;MASC;SG;3	N;MASC;PL
बाजार	mercados	बाजार	mercado	N;NOM;MASC;SG;3	N;MASC;PL
लीग	ligas	लीग	liga	N;NOM;FEM;SG;3	N;FEM;PL
लीग	leguas	लीग	legua	N;NOM;FEM;SG;3	N;FEM;PL
लीग	ligas	लीग	liga	N;NOM;FEM;SG;3	N;FEM;PL
मिलती	socialización	मिल	socialización	V;IPFV;FEM;SG;V.PTCP;ACT	N;FEM;SG
कविता	poema	कविता	poema	PROPN;NOM;FEM;SG;3	N;MASC;SG
कविता	poesía	कविता	poesía	PROPN;NOM;FEM;SG;3	N;FEM;SG
तरफ	lateral	तरफ	lateral	ADV;NOM;FEM;SG;3	N;SG
तरफ	side	तरफ	sedir	ADV;NOM;FEM;SG;3	
तरफ	costado	तरफ	costar	ADV;NOM;FEM;SG;3	ADJ;MASC;SG;V.PTCP
तरफ	laterales	तरफ	lateral	ADV;NOM;FEM;SG;3	N;PL
तरफ	lado	तरफ	lado	ADV;NOM;FEM;SG;3	N;MASC;SG
दिसंबर	diciembre	दिसंबर	diciembre	PROPN;NOM;MASC;SG;3	N
दिसंबर	dec	दिसंबर	dec	PROPN;NOM;MASC;SG;3	
दिसंबर	dic	दिसंबर	decir	PROPN;NOM;MASC;SG;3	
खान	khan	खान	khan	PROPN;NOM;MASC;SG;3	N;MASC;SG
खान	kan	खान	kan	PROPN;NOM;MASC;SG;3	N;SG
ग्रंथ	granth	ग्रंथ	granth	N;NOM;MASC;SG;3	
इलाहाबाद	allahabad	इलाहाबाद	allahabad	PROPN;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
चैनल	canales	चैनल	canal	N;NOM;MASC;SG;3	N;MASC;PL
चैनल	canalizar	चैनल	canalizar	N;NOM;MASC;SG;3	V;NFIN
चैनल	canales	चैनल	canal	N;NOM;MASC;SG;3	N;MASC;PL
उत्पाद	productos	उत्पाद	producto	N;NOM;MASC;SG;3	N;MASC;PL
राज	raj	राज	raj	PROPN;NOM;MASC;SG;3	N;MASC;SG
सात	seven	सात	seven	NUM	N
सात	vii	सात	vii	NUM	
आरंभ	empezar	आरम्भ	empezar		V;NFIN
आरंभ	start	आरम्भ	start		N
आरंभ	inicio	आरम्भ	inicio		N;MASC;SG
आरंभ	comienzo	आरम्भ	comienzo		N;MASC;SG
समुद्र	mares	समुद्र	mare	N;NOM;MASC;SG;3	N;MASC;PL
प्रारंभ	comenzó	प्रारंभ	comenzar	N;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN
प्रारंभ	iniciada	प्रारंभ	iniciado	N;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
प्रारंभ	comenzado	प्रारंभ	comenzar	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
प्रारंभ	iniciado	प्रारंभ	iniciado	N;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
प्रारंभ	empezar	प्रारंभ	empezar	N;NOM;MASC;SG;3	V;NFIN
समाचार	noticias	समाचार	noticia	N;NOM;MASC;SG;3	N;FEM;PL
समाचार	novedades	समाचार	novedad	N;NOM;MASC;SG;3	N;FEM;PL
समस्या	problemas	समस्या	problema	N;NOM;FEM;SG;3	N;MASC;PL
वीडियो	vídeos	वीडियो	vídeo	N;NOM;MASC;SG;3	N;MASC;PL
वीडियो	videos	वीडियो	video	N;NOM;MASC;SG;3	N;MASC;PL
नही	not	नही	not		INTJ
नही	no	नही	no		ADV;NEG
वन	bosque	वन	bosque		N;MASC;SG
वन	forestales	वन	forestal		ADJ;PL
वन	forestal	वन	forestal		ADJ;SG
वन	selva	वन	selva		N;FEM;SG
वन	bosques	वन	bosque		N;MASC;PL
मत	votos	मत	voto		N;MASC;PL
मत	votaciones	मत	votación		N;FEM;PL
नेटवर्क	redes	नेटवर्क	red	N;NOM;MASC;SG;3	N;FEM;PL
बौद्ध	budista	बौद्ध	budista	N;NOM;MASC;SG;3	ADJ;SG
बौद्ध	budistas	बौद्ध	budista	N;NOM;MASC;SG;3	N;PL
घटना	incidentes	घटना	incidente	N;NOM;FEM;SG;3	N;PL
मूल्य	precios	मूल्य	precio	N;NOM;MASC;SG;3	N;MASC;PL
मूल्य	valorar	मूल्य	valorar	N;NOM;MASC;SG;3	V;NFIN
रोचक	interesante	रोचक	interesante	PROPN;NOM;MASC;SG;3	ADJ;SG
रोचक	interesantes	रोचक	interesante	PROPN;NOM;MASC;SG;3	ADJ;PL
क्लब	palos	क्लब	palo	N;NOM;MASC;SG;3	N;MASC;PL
क्लब	discotecas	क्लब	discoteca	N;NOM;MASC;SG;3	N;FEM;PL
क्लब	tréboles	क्लब	trébol	N;NOM;MASC;SG;3	N;MASC;PL
क्लब	clubes	क्लब	club	N;NOM;MASC;SG;3	N;MASC;PL
सर्वाधिक	most	सर्वाधिक	most	ADJ;NOM	N
अरब	arabia	अरब	arabia	PROPN;NOM;MASC;SG;3	N;FEM;SG
अरब	arab	अरब	arab	PROPN;NOM;MASC;SG;3	N
अरब	arabe	अरब	arabar	PROPN;NOM;MASC;SG;3	N;SG
अरब	árabe	अरब	árabe	PROPN;NOM;MASC;SG;3	N;SG
अरब	árabes	अरब	árabe	PROPN;NOM;MASC;SG;3	N;PL
अरब	billón	अरब	billón	PROPN;NOM;MASC;SG;3	N;MASC;SG
अरब	billones	अरब	billón	PROPN;NOM;MASC;SG;3	N;MASC;PL
राजनीति	políticos	राजनीति	político	N;NOM;FEM;SG;3	N;MASC;PL
राजनीति	politicas	राजनीति	politico	N;NOM;FEM;SG;3	N;FEM;PL
राजनीति	políticas	राजनीति	política	N;NOM;FEM;SG;3	N;FEM;PL
चरण	etapas	चरण	etapa	N;NOM;MASC;SG;3	N;FEM;PL
चरण	fases	चरण	fase	N;NOM;MASC;SG;3	N;FEM;PL
चरण	peldaños	चरण	peldaño	N;NOM;MASC;SG;3	N;MASC;PL
चरण	pasos	चरण	paso	N;NOM;MASC;SG;3	N;MASC;PL
चरण	escalones	चरण	escalón	N;NOM;MASC;SG;3	N;MASC;PL
नाटक	dramática	नाटक	dramático	N;NOM;MASC;SG;3	ADJ;FEM;SG
नाटक	dramático	नाटक	dramático	N;NOM;MASC;SG;3	ADJ;MASC;SG
विरोध	protestas	विरोध	protesta	N;NOM;MASC;SG;3	N;FEM;PL
विरोध	protestas	विरोध	protesta	N;NOM;MASC;SG;3	N;FEM;PL
विरोध	protestar	विरोध	protestar	N;NOM;MASC;SG;3	V;NFIN
विरोध	contrastes	विरोध	contraste	N;NOM;MASC;SG;3	N;MASC;PL
विरोध	oposiciones	विरोध	oposición	N;NOM;MASC;SG;3	N;FEM;PL
विरोध	opositores	विरोध	opositor	N;NOM;MASC;SG;3	N;MASC;PL
विरोध	conflictos	विरोध	conflicto	N;NOM;MASC;SG;3	N;MASC;PL
विरोध	conflictos	विरोध	conflicto	N;NOM;MASC;SG;3	N;MASC;PL
ज्ञात	conocidas	ज्ञात	conocido		ADJ;FEM;PL;V.PTCP
ज्ञात	conocida	ज्ञात	conocido		ADJ;FEM;SG;V.PTCP
ज्ञात	conocido	ज्ञात	conocido		ADJ;MASC;SG;V.PTCP
ज्ञात	conocidos	ज्ञात	conocido		ADJ;MASC;PL;V.PTCP
अंतर	diferencia	अंतर	diferencia		N;FEM;SG
अंतर	brecha	अंतर	brecha		N;FEM;SG
अंतर	gap	अंतर	gap		N
अनुभव	experiencias	अनुभव	experiencia	N;NOM;MASC;SG;3	N;FEM;PL
अनुभव	experiencias	अनुभव	experiencia	N;NOM;MASC;SG;3	N;FEM;PL
संरचना	texturas	संरचना	textura	N;NOM;FEM;SG;3	N;FEM;PL
सीमित	restringir	सीमित	restringir	ADJ	V;NFIN
सीमित	limited	सीमित	limited	ADJ	N
पत्रिका	revistas	पत्रिका	revista	N;NOM;FEM;SG;3	N;FEM;PL
काव्य	poético	काव्य	poético	N;NOM;MASC;SG;3	ADJ;MASC;SG
