sandstein	zandsteen	sandstein	zandsteen		N;MASC+FEM;SG
zwang	dwang	zwingen	dwang	V;SG;FIN	N;MASC+FEM;SG
zwang	dwang	zwingen	dwang	V;SG;FIN	N;MASC+FEM;SG
zwang	dwang	zwingen	dwang	V;SG;FIN	N;MASC+FEM;SG
zwang	beperking	zwingen	beperking	V;SG;FIN	N;MASC+FEM;SG
germania	germania	germania	germania	PROPN;NOM;SG	N;MASC+FEM;SG
unterart	subtype	unterart	subtype	ADJ	N;NEUT;SG
unterart	ondersoort	unterart	ondersoort	ADJ	N;MASC+FEM;SG
komplexe	complexen	komplex	complex	ADJ;NOM;FEM;PL	N;PL
komplexe	complexiteit	komplex	complexiteit	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
komplexe	complex	komplex	complex	ADJ;NOM;FEM;PL	N;NEUT;SG
verbündeten	allied	verbünden	allied	V;IND;PL;3;PST;FIN	
verbündeten	geallieerde	verbünden	geallieerde	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
verbündeten	bondgenoten	verbünden	bondgenoot	V;IND;PL;3;PST;FIN	N;PL
verbündeten	geallieerden	verbünden	geallieerde	V;IND;PL;3;PST;FIN	N;PL
verbündeten	bondgenoot	verbünden	bondgenoot	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
verbündeten	ally	verbünden	ally	V;IND;PL;3;PST;FIN	PROPN;MASC+FEM;SG
monats	maandelijkse	monats	maandelijks		ADJ
monats	maandelijks	monats	maandelijk		ADJ
monats	maandje	monats	maand		N;NEUT;SG
monats	maand	monats	maand		N;MASC+FEM;SG
truppe	troep	trapp	troep		N;MASC+FEM;SG
truppe	troepen	trapp	troep		N;PL
türme	tower	türm	tower	N;NOM;PL	N;MASC+FEM;SG
türme	toren	türm	toren	N;NOM;PL	N;MASC+FEM;SG
hut	hoedjes	hun	hoed	N;SG	N;PL
hut	hoeden	hun	hoed	N;SG	N;PL
hut	mutsen	hun	mutsen	N;SG	N;PL
hut	petten	hun	pet	N;SG	N;PL
verbleib	verblijfplaats	verbleib	verblijfplaats		N;MASC+FEM;SG
verbleib	noodlot	verbleib	noodlot		N;NEUT;SG
verbleib	lot	verbleib	lot		N;NEUT;SG
milch	zuivel	milch	zuivel		N;MASC+FEM;SG
milch	melk	milch	melk		N;MASC+FEM;SG
jon	jon	jon	jon	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
schmitt	schmitt	schmein	schmitt	PROPN	N;MASC+FEM;SG
bestände	inventariseren	beständen	inventariseren	N;NOM	V;NFIN
bestände	beslagen	beständen	beslaan	N;NOM	V;V.PTCP
hills	heuvels	hills	heuvel	PROPN	N;PL
hills	hills	hills	hill	PROPN	N;PL
baptist	baptist	baptist	baptist	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
baptist	doper	baptist	doper	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
beeinflussen	invloed	beeinflussen	invloed	V;NFIN	N;MASC+FEM;SG
beeinflussen	beïnvloeding	beeinflussen	beïnvloeding	V;NFIN	N;MASC+FEM;SG
bug	insect	bugen	insect		N;NEUT;SG
bug	bug	bugen	bug		N;MASC+FEM;SG
bug	buigen	bugen	buigen		V;NFIN
bug	bow	bugen	bow		N;MASC+FEM;SG
bug	buig	bugen	buig		V;SG;PRS;FIN
bug	boeg	bugen	boeg		N;MASC+FEM;SG
bug	buiging	bugen	buiging		N;MASC+FEM;SG
bug	boog	bugen	boog		N;MASC+FEM;SG
meilen	mijl	meilen	mijl		N;MASC+FEM;SG
meilen	mile	meilen	mile		N;MASC+FEM;SG
meilen	mijl	meilen	mijl		N;MASC+FEM;SG
meilen	miles	meilen	mil		N;PL
meilen	mijlen	meilen	mijlen		N;PL
meilen	kilometers	meilen	kilometer		N;PL
meilen	kilometerstand	meilen	kilometerstand		N;MASC+FEM;SG
meilen	kilometers	meilen	kilometer		N;PL
taten	aktes	taten	aktes	V;FIN	N;PL
taten	daden	taten	daad	V;FIN	N;PL
farm	kwekerij	farm	kwekerij	PROPN	N;MASC+FEM;SG
farm	boerderij	farm	boerderij	PROPN	N;MASC+FEM;SG
farm	boerderijen	farm	boerderij	PROPN	N;PL
oberstleutnant	kolonel	oberstleutnant	kolonel	ADJ	N;MASC+FEM;SG
wta	wta	wta	wij		PROPN;NEUT;SG
freizeit	ontspanning	freizeit	ontspanning		N;MASC+FEM;SG
freizeit	recreatie	freizeit	recreatie		N;MASC+FEM;SG
freizeit	ontspanning	freizeit	ontspanning		N;MASC+FEM;SG
freizeit	recreatie	freizeit	recreatie		N;MASC+FEM;SG
freizeit	vermaak	freizeit	vermaak		N;NEUT;SG
freizeit	sporten	freizeit	sporten		V;NFIN
drum	drum	drum	drum	ADV	N;MASC+FEM;SG
drum	trom	drum	trom	ADV	N;MASC+FEM;SG
drum	trommel	drum	trommel	ADV	N;MASC+FEM;SG
gera	gera	gera	gera	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
motorrad	motorrijwielen	motorrad	motorrijwiel		N;PL
motorrad	motorfietsen	motorrad	motorfiets		N;PL
motorrad	fiets	motorrad	fiets		N;MASC+FEM;SG
motorrad	motorfiets	motorrad	motorfiets		N;MASC+FEM;SG
motorrad	motor	motorrad	motor		N;MASC+FEM;SG
motorrad	motorfiets	motorrad	motorfiets		N;MASC+FEM;SG
motorrad	motor	motorrad	motor		N;MASC+FEM;SG
peer	peer	peer	peer		N;MASC+FEM;SG
wellen	schachten	wellen	schacht		N;PL
wellen	golven	wellen	golven		N;PL
maßstab	maatstaf	maßsteben	maatstaf	ADV	N;MASC+FEM;SG
maßstab	schaal	maßsteben	schaal	ADV	N;MASC+FEM;SG
maßstab	schalen	maßsteben	schaal	ADV	N;PL
maßstab	benchmark	maßsteben	benchmark	ADV	N;MASC+FEM;SG
ständige	blijvend	ständig	blijven	ADJ;NOM;FEM;PL	V;V.PTCP
ständige	blijvende	ständig	blijven	ADJ;NOM;FEM;PL	V;V.PTCP
sopran	soprano	sopran	soprano		N;MASC+FEM;SG
sopran	sopraan	sopran	sopraan		N;MASC+FEM;SG
schoss	lap	schießen	lap	V;V.PTCP	N;MASC+FEM;SG
schoss	shot	schießen	shot	V;V.PTCP	N;MASC+FEM;SG
schoss	schot	schießen	schot	V;V.PTCP	N;NEUT;SG
fachliteratur	literatuur	fachliteratur	literatuur	ADJ	N;MASC+FEM;SG
klassiker	klassiekers	klassik	klassieker	ADJ	N;PL
klassiker	klassieker	klassik	klassieker	ADJ	N;MASC+FEM;SG
klassiker	classic	klassik	classic	ADJ	N;MASC+FEM;SG
burgund	bourgogne	burgund	bourgogne	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
burgund	bourgondië	burgund	bourgondië	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
partnerschaft	partnership	partnerschaft	partnership	ADJ	N;NEUT;SG
partnerschaft	partnerschap	partnerschaft	partnerschap	ADJ	N;NEUT;SG
partnerschaft	jumelages	partnerschaft	jumelage	ADJ	N;PL
partnerschaft	partnerships	partnerschaft	partnerships	ADJ	N;PL
partnerschaft	partnerschappen	partnerschaft	partnerschap	ADJ	N;PL
partnerschaft	samenwerkingsverbanden	partnerschaft	samenwerkingsverband	ADJ	N;PL
partnerschaft	partnerschap	partnerschaft	partnerschap	ADJ	N;NEUT;SG
pauli	pauli	pauli	pauli	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
brot	brood	broten	brood		N;NEUT;SG
xiii	xiii	xiii	xiii		PROPN;MASC+FEM;SG
lehren	lessen	lehren	les	V;NFIN	N;PL
lehren	lesgeven	lehren	lesgeven	V;NFIN	N;NEUT;SG
lehren	lesgeven	lehren	lesgeven	V;NFIN	N;NEUT;SG
marseille	marseille	marseill	marseille	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
marseille	marseille	marseill	marseille	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
hugh	hugh	hagh	hugh	PROPN;NOM;SG	N;MASC+FEM;SG
chen	chen	chen	chen	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
leon	leon	leon	leon	PROPN;NOM;SG	N;MASC+FEM;SG
ostseite	oosten	ostseite	oosten	ADJ	N;NEUT;SG
ostseite	oost	ostseite	oost	ADJ	N;MASC+FEM;SG
duden	duden	duden	duiden		V;NFIN
beethoven	beethoven	beethoven	beethoven		N;PL
mönche	monniken	mönch	monniken		N;PL
krefeld	krefeld	krefeld	krefeld	PROPN	N;NEUT;SG
tommy	tommy	tommy	tommy	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
rgb	rgb	rgb	rgb		N;PL
görlitz	görlitz	görlitz	görlitz	PROPN;NOM;SG	N;NEUT;SG
glatt	vlakte	glatt	vlakken	ADJ	N;MASC+FEM;SG
glatt	effen	glatt	effen	ADJ	N;NEUT;SG
beauftragte	gezant	beauftragen	gezant	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
aussicht	vooruitzicht	aussechen	vooruitzicht	PROPN	N;NEUT;SG
aussicht	outlook	aussechen	outlook	PROPN	N;MASC+FEM;SG
aussicht	vooruitzichten	aussechen	vooruitzicht	PROPN	N;PL
aussicht	weergaven	aussechen	weergaven	PROPN	N;PL
aussicht	weergave	aussechen	weergave	PROPN	N;MASC+FEM;SG
aussicht	uitzicht	aussechen	uitzicht	PROPN	N;NEUT;SG
aussicht	bekijk	aussechen	bekijk	PROPN	V;SG;PRS;FIN
aussicht	bekijken	aussechen	bekijken	PROPN	V;NFIN
passage	doorgang	passage	doorgang		N;MASC+FEM;SG
passage	passage	passage	passage		N;MASC+FEM;SG
portugiesischer	portugezen	portugiesisch	portugees	ADJ	N;PL
run	rennen	run	rennen	PROPN	V;NFIN
run	uitvoeren	run	uitvoeren	PROPN	V;NFIN
run	ren	run	ren	PROPN	N;MASC+FEM;SG
run	run	run	run	PROPN	N;MASC+FEM;SG
saudi	saoedi	saudi	saoedi	PROPN	PROPN;NEUT;SG
anime	anime	anime	anim		N;MASC+FEM;SG
kairo	cairo	kairo	cairo	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
kairo	caïro	kairo	caïro	PROPN;NOM;MASC;SG	N;NEUT;SG
reformierten	hervormd	reformiert	hervormen	ADJ;PL	V;V.PTCP
reformierten	hervormde	reformiert	hervormen	ADJ;PL	N;MASC+FEM;SG
bittet	uitnodigingen	bitten	uitnodiging	V;IND;SG;3;PRS;FIN	N;PL
olaf	olaf	olaf	olaf	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
bewusstsein	bekendheid	bewußtsein	bekendheid	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
bewusstsein	bewustwording	bewußtsein	bewustwording	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
bewusstsein	bewustzijn	bewußtsein	bewustzijn	V;IND;SG;3;PRS;FIN	N;NEUT;SG
bewusstsein	bewustzijn	bewußtsein	bewustzijn	V;IND;SG;3;PRS;FIN	N;NEUT;SG
bewusstsein	bewust	bewußtsein	bewust	V;IND;SG;3;PRS;FIN	ADJ
bewusstsein	bewuste	bewußtsein	bewust	V;IND;SG;3;PRS;FIN	ADJ
bewusstsein	bewustzijn	bewußtsein	bewustzijn	V;IND;SG;3;PRS;FIN	N;NEUT;SG
porträts	portretten	porträts	portret		N;PL
porträts	portret	porträts	portret		N;NEUT;SG
avenue	laan	avenue	laan	PROPN;SG	N;MASC+FEM;SG
avenue	avenue	avenue	avenue	PROPN;SG	N;MASC+FEM;SG
motors	motors	motors	motor	PROPN;NOM;SG	N;MASC+FEM;SG
motors	motoren	motors	motor	PROPN;NOM;SG	N;PL
let	laat	let	laten	PROPN	V;SG;PRS;FIN
let	laten	let	laten	PROPN	V;PL;PRS;FIN
kunstverein	kunstverein	kunstverein	kunstverein		N;MASC+FEM;SG
schumann	schumann	schumann	schumann	PROPN;SG	N;MASC+FEM;SG
remix	remix	remix	remix	PROPN	N;MASC+FEM;SG
trikot	trui	trikot	trui	PROPN	N;MASC+FEM;SG
trikot	jersey	trikot	jersey	PROPN	N;MASC+FEM;SG
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM;SG	N;MASC+FEM;SG
renate	renate	renat	renate	PROPN;NOM;SG	N;MASC+FEM;SG
künftig	voortaan	künftig	voortaan	ADJ	ADV
masters	meesters	masters	meester	PROPN	N;PL
masters	masters	masters	master	PROPN	N;PL
opern	opera	opern	opera		N;MASC+FEM;SG
angebote	specials	angebit	specials	ADJ;NOM;PL	N;PL
angebote	promoties	angebit	promotie	ADJ;NOM;PL	N;PL
angebote	aanbiedingen	angebit	aanbieding	ADJ;NOM;PL	N;PL
angebote	biedt	angebit	bieden	ADJ;NOM;PL	V;SG;PRS;FIN
angebote	deals	angebit	deal	ADJ;NOM;PL	N;PL
kriegen	oorlog	kriegen	oorlog	V;NFIN	N;MASC+FEM;SG
kriegen	oorlogen	kriegen	oorlog	V;NFIN	N;PL
reifen	banden	reif	band		N;PL
reifen	banden	reif	band		N;PL
reifen	volwassen	reif	volwassen		ADJ
reifen	rijpe	reif	rijp		ADJ
wolfram	wolfraam	wolfram	wolfraam		N;NEUT;SG
wolfram	wolfram	wolfram	wolfram		N;MASC+FEM;SG
wolfram	wolfram	wolfram	wolfram		N;MASC+FEM;SG
roberts	roberts	roberts	robert	PROPN	N;MASC+FEM;SG
komitee	commissie	komit	commissie		N;MASC+FEM;SG
komitee	comité	komit	comité		N;NEUT;SG
hirsch	hert	hirsch	herten		N;NEUT;SG
hirsch	herten	hirsch	herten		N;PL
hirsch	hert	hirsch	herten		N;NEUT;SG
hirsch	hirsch	hirsch	hirsch		N;MASC+FEM;SG
ludwigs	ludwig	ludwigs	ludwig		N;MASC+FEM;SG
umstand	omstandigheden	umstand	omstandigheid	ADV	N;PL
umstand	omstandigheid	umstand	omstandigheid	ADV	N;MASC+FEM;SG
unterarten	subtypes	unterart	subtype	ADJ	N;PL
unterarten	ondersoort	unterart	ondersoort	ADJ	N;MASC+FEM;SG
ermittlungen	onderzoekingen	ermittlung	onderzoeking	V;PL	N;PL
speicher	opslag	speich	opslag	ADJ	N;MASC+FEM;SG
speicher	geheugen	speich	heugen	ADJ	N;PL
speicher	herinneringen	speich	herinnering	ADJ	N;PL
speicher	herinnering	speich	herinnering	ADJ	N;MASC+FEM;SG
speicher	memory	speich	memory	ADJ	N;MASC+FEM;SG
nancy	nancy	nancy	nancy	PROPN;NOM;SG	N;MASC+FEM;SG
hunter	hunter	hunter	hunter	PROPN	N;MASC+FEM;SG
hunter	jager	hunter	jager	PROPN	N;MASC+FEM;SG
verschieden	anders	verschieden	anders	ADJ	ADV
verschieden	gevarieerd	verschieden	variëren	ADJ	V;V.PTCP
verschieden	gevarieerd	verschieden	variëren	ADJ	V;V.PTCP
verschieden	gevarieerde	verschieden	variëren	ADJ	V;V.PTCP
krieger	warriors	krieg	warriors		N;MASC+FEM;SG
krieger	strijders	krieg	strijder		N;PL
krieger	krijgers	krieg	krijger		N;PL
krieger	krieger	krieg	krieger		N;MASC+FEM;SG
krieger	strijder	krieg	strijder		N;MASC+FEM;SG
krieger	krijger	krieg	krijger		N;MASC+FEM;SG
eichstätt	eichstätt	eichstäten	eichstätt	PROPN;NOM;SG	V;SG;PST;FIN
ehepaar	paar	ehepaar	paar	ADJ	N;NEUT;SG
ehepaar	koppel	ehepaar	koppel	ADJ	N;NEUT;SG
delta	delta	delta	delta		N;MASC+FEM;SG
armin	armin	armin	armin	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
brockhaus	brockhaus	brockhaus	brockhaus	PROPN	N;MASC+FEM;SG
ivan	ivan	ivan	ivan	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
stichwort	trefwoorden	stechworen	trefwoord	ADJ	N;PL
stichwort	sleutelwoorden	stechworen	sleutelwoord	ADJ	N;PL
stichwort	keu	stechworen	keu	ADJ	N;MASC+FEM;SG
stichwort	sleutelwoord	stechworen	sleutelwoord	ADJ	N;NEUT;SG
stichwort	trefwoord	stechworen	trefwoord	ADJ	N;NEUT;SG
erwünscht	gewenst	erwünscht	wensen	ADJ	V;V.PTCP
erwünscht	gewenste	erwünscht	wensen	ADJ	V;V.PTCP
erwünscht	gewenst	erwünscht	wensen	ADJ	V;V.PTCP
erwünscht	gewaardeerd	erwünscht	waarderen	ADJ	V;V.PTCP
erwünscht	gezocht	erwünscht	zoeken	ADJ	V;V.PTCP
edwin	edwin	edwin	edwin	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
kent	kent	kent	kennen	PROPN	V;SG;PRS;FIN
matthäus	matthew	matthäus	matthew	PROPN	N;MASC+FEM;SG
bond	binding	bond	binding	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
bond	obligatie	bond	obligatie	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
bond	bond	bond	bond	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
aluminium	aluminium	aluminium	aluminium	ADJ	N;NEUT;SG
aluminium	aluminium	aluminium	aluminium	ADJ	N;NEUT;SG
dimension	afmetingen	dimension	afmeting		N;PL
dimension	afmeting	dimension	afmeting		N;MASC+FEM;SG
dimension	dimensie	dimension	dimensie		N;MASC+FEM;SG
schönheit	beauty	schönheit	beauty	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
schönheit	schoonheid	schönheit	schoonheid	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
sauerstoff	zuurstof	sauerstoff	zuurstof	PROPN;SG	N;MASC+FEM;SG
sauerstoff	zuurstofgehalte	sauerstoff	zuurstofgehalte	PROPN;SG	N;NEUT;SG
mitchell	mitchell	mitchell	mitchell	PROPN	N;MASC+FEM;SG
mitchell	mitchel	mitchell	mitchel	PROPN	N;MASC+FEM;SG
marion	marion	marion	marion	PROPN;NOM;SG	N;MASC+FEM;SG
rasse	raciale	rassen	raciaal		ADJ
rasse	fokken	rassen	fokken		V;NFIN
rasse	voortplanten	rassen	voortplant		V;NFIN
rasse	ras	rassen	ras		N;NEUT;SG
rasse	race	rassen	race		N;MASC+FEM;SG
rasse	ras	rassen	ras		N;NEUT;SG
schwarzwald	schwarzwald	schwarzwald	schwarzwald	PROPN	N;MASC+FEM;SG
ingolstadt	ingolstadt	ingolstadt	ingolstadt	PROPN;NOM;SG	N;MASC+FEM;SG
zähne	tanden	zähnen	tand	N;NOM;SG	N;PL
zähne	tandjes	zähnen	tand	N;NOM;SG	N;PL
basierend	gebaseerd	basierend	baseren	ADJ	V;V.PTCP
cottbus	cottbus	cottbus	cottbus	PROPN;NOM;SG	N;MASC+FEM;SG
gültig	vervalt	gültig	vervallen	ADJ	V;SG;PRS;FIN
gültig	verloopt	gültig	verlopen	ADJ	V;SG;PRS;FIN
statthalter	gouverneur	statthalter	gouverneur	ADJ	N;MASC+FEM;SG
sri	sri	sri	sri		PROPN;NEUT;SG
satelliten	satellieten	satellit	satelliet	V;FIN	N;PL
satelliten	satelliet	satellit	satelliet	V;FIN	N;MASC+FEM;SG
umgehen	rondweg	umgehen	rondweg	V;NFIN	N;MASC+FEM;SG
umgehen	bypass	umgehen	bypas	V;NFIN	N;MASC+FEM;SG
umgehen	omleiding	umgehen	omleiding	V;NFIN	N;MASC+FEM;SG
symbole	symbolen	symbol	symbol		N;PL
symbole	pictogrammen	symbol	pictogram		N;PL
symbole	iconen	symbol	icooon		N;PL
germanischen	germaanse	germanisch	germaans	ADJ	V;V.PTCP
theo	theo	theo	theo	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
medaillen	medaille	medaill	medaille	V;NFIN	N;MASC+FEM;SG
medaillen	medailles	medaill	medaille	V;NFIN	N;PL
abbruch	afbreken	abbruch	afbreken	N;SG	V;NFIN
abbruch	slopen	abbruch	slopen	N;SG	V;NFIN
spannungen	spanning	spannungen	spanning	V;NFIN	N;MASC+FEM;SG
spannungen	spanningen	spannungen	spanning	V;NFIN	N;PL
spannungen	spanningen	spannungen	spanning	V;NFIN	N;PL
resultat	resultaat	resultat	resultaat	ADJ	N;NEUT;SG
bricht	pauzes	brechen	pauze	V;IND;SG;3;PRS;FIN	N;PL
sony	sony	sony	sony	PROPN;NOM;SG	N;MASC+FEM;SG
verarbeitung	verwerken	verarbeitung	verwerken	N;NOM;FEM;SG	V;NFIN
sechste	sixth	sechst	sixth	ADJ;NOM	
empfohlen	aanrader	empfehlen	aanrader	V;V.PTCP	N;MASC+FEM;SG
bundesautobahn	bundesautobahn	bundesautobahn	bundesautobahn	ADJ	N;MASC+FEM;SG
five	vijf	fiv	vijf	PROPN;NOM;SG	NUM
five	five	fiv	five	PROPN;NOM;SG	N;MASC+FEM;SG
frühling	voorjaar	frühling	voorjaar	ADJ	N;NEUT;SG
frühling	lente	frühling	lente	ADJ	N;MASC+FEM;SG
frühling	lente	frühling	lente	ADJ	N;MASC+FEM;SG
raf	raf	rafen	raf	PROPN;NOM;SG	N;MASC+FEM;SG
gräber	graven	grab	graven		V;NFIN
gräber	graven	grab	graven		V;NFIN
gräber	graves	grab	grave		N;MASC+FEM;SG
ansbach	ansbach	ansbechen	ansbach	PROPN;NOM;MASC;SG	N;NEUT;SG
renovierung	gerenoveerde	renovierung	renoveren	N;NOM;FEM;SG	V;V.PTCP
renovierung	gerenoveerd	renovierung	renoveren	N;NOM;FEM;SG	V;V.PTCP
renovierung	renoveren	renovierung	renoveren	N;NOM;FEM;SG	V;NFIN
renovierung	renovaties	renovierung	renovatie	N;NOM;FEM;SG	N;PL
collins	collins	collins	collins	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
collins	collin	collins	collin	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
einander	wederzijds	einander	wederzijds		ADJ
wäldern	bos	wäldern	bos		N;NEUT;SG
wäldern	bossen	wäldern	bossen		N;PL
wäldern	houtsoorten	wäldern	houtsoort		N;PL
wäldern	bossen	wäldern	bossen		N;PL
massiven	massive	massiv	massive	ADJ;PL	N;MASC+FEM;SG
terry	terry	terry	terry	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
sockel	voetstuk	sockel	voetstuk		N;NEUT;SG
sockel	dop	sockel	dop		N;MASC+FEM;SG
sockel	cap	sockel	cap		N;MASC+FEM;SG
sockel	socket	sockel	socket		N;MASC+FEM;SG
sockel	stopcontact	sockel	stopcontact		N;NEUT;SG
sockel	lga	sockel	lgaan		N;MASC+FEM;SG
sockel	sockets	sockel	socket		N;PL
mögen	zoals	mögen	zoals	V;FIN	CONJ
mögen	like	mögen	lik	V;FIN	
mögen	likes	mögen	like	V;FIN	N;PL
schulze	schulze	schulz	schul		N;MASC+FEM;SG
traditionen	tradities	tradition	traditie	V;NFIN	N;PL
traditionen	traditie	tradition	traditie	V;NFIN	N;MASC+FEM;SG
traditionen	tradities	tradition	traditie	V;NFIN	N;PL
behauptete	vermeende	behaupten	vermeend	V;IND;SG;3;PST;FIN	ADJ
behauptete	vermeend	behaupten	vermenen	V;IND;SG;3;PST;FIN	ADJ
six	zes	six	zes		NUM
six	six	six	six		N;MASC+FEM;SG
hunde	honden	hund	hond		N;PL
hunde	hond	hund	hond		N;MASC+FEM;SG
hunde	hondje	hund	hondje		N;NEUT;SG
krebs	krebs	krebs	kreb		N;MASC+FEM;SG
krebs	kanker	krebs	kanker		N;MASC+FEM;SG
verfolgen	tracking	verfolgen	tracking	V;NFIN	N;MASC+FEM;SG
virus	virus	virus	virus		N;NEUT;SG
virus	virussen	virus	virus		N;PL
girls	meiden	girls	meiden	PROPN	N;PL
girls	meisjes	girls	meisje	PROPN	N;PL
girls	girls	girls	girls	PROPN	N;PL
unit	eenheid	unit	eenheid		N;MASC+FEM;SG
unit	unit	unit	unit		N;MASC+FEM;SG
fett	vetten	fett	vet		N;PL
fett	fats	fett	fats		N;MASC+FEM;SG
fett	vet	fett	vet		N;NEUT;SG
fett	gedurfd	fett	durven		ADJ
fett	vet	fett	vet		N;NEUT;SG
fett	gewaagd	fett	wagen		V;V.PTCP
fett	brutaal	fett	brutaal		ADJ
fett	vet	fett	vet		N;NEUT;SG
fett	dikke	fett	dik		ADJ
fett	dik	fett	dik		ADJ
anzeigen	advertenties	anzeigen	advertentie	V;NFIN	N;PL
anzeigen	weergave	anzeigen	weergave	V;NFIN	N;MASC+FEM;SG
anzeigen	weergeven	anzeigen	weergeven	V;NFIN	N;PL
anzeigen	display	anzeigen	display	V;NFIN	N;NEUT;SG
anzeigen	weergave	anzeigen	weergave	V;NFIN	N;MASC+FEM;SG
anzeigen	uitzicht	anzeigen	uitzicht	V;NFIN	N;NEUT;SG
anzeigen	advertenties	anzeigen	advertentie	V;NFIN	N;PL
anzeigen	toon	anzeigen	toon	V;NFIN	N;MASC+FEM;SG
anzeigen	weergeven	anzeigen	weergeven	V;NFIN	N;PL
anzeigen	show	anzeigen	show	V;NFIN	N;MASC+FEM;SG
alain	alain	alain	alain	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
blättern	blaadje	blättern	blaad	V;NFIN	N;NEUT;SG
blättern	blad	blättern	blad	V;NFIN	N;NEUT;SG
blättern	bladeren	blättern	blad	V;NFIN	N;PL
blättern	blaadjes	blättern	blad	V;NFIN	N;PL
blättern	rol	blättern	rol	V;NFIN	N;MASC+FEM;SG
blättern	geschrift	blättern	geschrift	V;NFIN	N;NEUT;SG
wiederholen	herhaling	wiederholen	herhaling	V;NFIN	N;MASC+FEM;SG
wiederholen	opnieuw	wiederholen	opnieuw	V;NFIN	ADV
wiederholen	herhaling	wiederholen	herhaling	V;NFIN	N;MASC+FEM;SG
reformierte	hervormd	reformiert	hervormen	ADJ;NOM;SG	V;V.PTCP
reformierte	hervormde	reformiert	hervormen	ADJ;NOM;SG	N;MASC+FEM;SG
historique	historique	historique	historique	ADJ	N;MASC+FEM;SG
astronomie	astronomie	astronomie	astronomie		N;MASC+FEM;SG
stadtzentrum	binnenstad	stadtzentrum	binnenstad	V;V.PTCP	N;MASC+FEM;SG
stadtzentrum	centrum	stadtzentrum	centrum	V;V.PTCP	N;NEUT;SG
decke	plafonds	decken	plafond		N;PL
decke	maxima	decken	maxima		N;MASC+FEM;SG
decke	deken	decken	deken		N;MASC+FEM;SG
decke	dekens	decken	deken		N;PL
decke	plafond	decken	plafond		N;NEUT;SG
decke	dak	decken	dak		N;NEUT;SG
achim	achim	achim	achim	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
wohnt	levens	wohnen	levens	V;IND;SG;3;PRS;FIN	N;PL
schritte	voetstappen	schritt	voetstap		N;PL
schritte	voetsporen	schritt	voetsporen		N;PL
schritte	treden	schritt	treden		V;NFIN
schritte	stappen	schritt	stap		N;PL
schritte	stapjes	schritt	stap		N;PL
wachsenden	teelt	wachsend	teellen	V;PL;FIN	N;MASC+FEM;SG
dominiert	dominant	dominieren	dominant	V;V.PTCP	ADJ
geschafft	made	schaffen	made	V;V.PTCP	
geschafft	done	schaffen	doon	V;V.PTCP	ADJ
geschafft	klaar	schaffen	klaar	V;V.PTCP	ADJ
michail	michail	michail	michail	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
michail	mikhail	michail	mikhail	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
linden	linden	linden	linden		N;PL
linden	linde	linden	linde		N;MASC+FEM;SG
globe	aardbol	glob	aardbol	PROPN;NOM;SG	N;MASC+FEM;SG
globe	globe	glob	globe	PROPN;NOM;SG	N;MASC+FEM;SG
ulrike	sarah	ulrike	sarah	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
ulrike	ulrike	ulrike	ulrik	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
ulrike	julia	ulrike	julia	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
nicholas	nicolaas	nicholas	nicolaas	PROPN;NOM;SG	N;MASC+FEM;SG
nicholas	nicholas	nicholas	nicholas	PROPN;NOM;SG	N;MASC+FEM;SG
