категория	kategorii	категория	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
судов	plavidla	суд	plavidlo	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL;POS
молодых	mladá	молодой	mladý	ADJ;GEN;PL	ADJ;NOM;FEM;SG;POS
молодых	mladé	молодой	mladý	ADJ;GEN;PL	ADJ;NOM;MASC;PL;POS
молодых	mladý	молодой	mladý	ADJ;GEN;PL	ADJ;ANIM;NOM;MASC;SG;POS
молодых	young	молодой	young	ADJ;GEN;PL	PROPN;ANIM;NOM;MASC;SG;POS
молодых	mladí	молодой	mladý	ADJ;GEN;PL	ADJ;ANIM;NOM;MASC;PL;POS
представлен	předložený	представить	předložený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
представлен	předložená	представить	předložený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
представлен	předloženo	представить	předložený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
представлен	předložené	представить	předložený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
представлен	předloženy	представить	předložený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INAN;PL;POS;V.PTCP;PASS
представлен	podané	представить	podaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
труд	pracovní	труд	pracovní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
труд	práci	труд	práce	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
труд	pracovat	труд	pracovat	N;INAN;NOM;MASC;SG	V;IPFV;POS;NFIN
реформы	reformu	реформа	reforma	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
реформы	reformovat	реформа	reformovat	N;INAN;NOM;FEM;PL	V;PFV;POS;NFIN
реформы	reforma	реформа	reforma	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
борьба	wrestling	борьба	wrestling	N;INAN;NOM;FEM;SG	PROPN;INAN;MASC;SG;POS
оператор	operátor	оператор	operátor	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
пресс	stiskněte	пресс	stisknout	N;INAN;NOM;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
пресс	abs	пресс	absolvent	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
войн	války	война	válka	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
чёрный	black	чёрный	black	ADJ;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
плохо	bad	плохой	bad	ADJ;NEUT;SG	PROPN;NOM;MASC;SG;POS
очки	bodů	очки	bod	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
очки	sklenice	очки	sklenice	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
луи	louis	луи	louis	N;ANIM;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
луи	ludvík	луи	ludvík	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
возглавлял	namířeno	возглавлять	namířený	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
назвал	pojmenoval	назвать	pojmenovat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
норвегии	norské	норвегия	norský	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
норвегии	norský	норвегия	norský	N;INAN;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;SG;POS
норвегии	norsko	норвегия	norský	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG;POS
фридрих	friedrich	фридрий	friedrich	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
фридрих	frederick	фридрий	frederick	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
лучшие	nejlepší	лучший	dobrý	ADJ;NOM;PL	ADJ;NOM;RL;MASC;SG;POS
лучшие	nejlépe	лучший	dobře	ADJ;NOM;PL	ADV;RL;POS
лучшие	nej	лучший	nej	ADJ;NOM;PL	N;NOM;MASC;SG;POS
лучшие	best	лучший	good	ADJ;NOM;PL	PROPN;NOM;MASC;SG;POS
лучшие	nejlepsi	лучший	lepsi	ADJ;NOM;PL	ADJ;NOM;RL;MASC;SG;POS
служба	služby	служба	služba	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
баку	baku	бак	bak	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
библиотеки	knihovna	библиотека	knihovna	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
библиотеки	knihovně	библиотека	knihovna	N;INAN;NOM;FEM;PL	N;DAT;FEM;SG;POS
библиотеки	knihovnu	библиотека	knihovna	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
продолжил	pokračoval	продолжить	pokračovat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
продолжил	pokračovalo	продолжить	pokračovat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
продолжил	pokračovala	продолжить	pokračovat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;POS;PST;V.PTCP;ACT
продолжил	pokračování	продолжить	pokračování	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;NEUT;SG;POS
интересно	zájem	интересный	zájem	ADJ;NEUT;SG	N;INAN;NOM;MASC;SG;POS
интересно	zajímá	интересный	zajímat	ADJ;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
интересно	zajem	интересный	zaj	ADJ;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
муж	manžela	муж	manžel	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
муж	manželi	муж	manžel	N;ANIM;NOM;MASC;SG	N;ANIM;INS;MASC;PL;POS
офф	vypnout	офф	vypnout	N;INAN;NOM;MASC;SG	V;POS;NFIN
офф	vypnuto	офф	vypnutý	N;INAN;NOM;MASC;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
обязанности	odpovědnosti	обязанность	odpovědnost	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG;POS
обязанности	zodpovědnost	обязанность	zodpovědnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
обязанности	odpovědnost	обязанность	odpovědnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
давление	tlaky	давление	tlak	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
запрос	požádat	запрос	požádat	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
отметить	tag	отметить	tag	V;PFV;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
отметить	značka	отметить	značka	V;PFV;NFIN;ACT	N;NOM;FEM;SG;POS
отметить	označení	отметить	označení	V;PFV;NFIN;ACT	N;NOM;NEUT;SG;POS
отметить	slavit	отметить	slavit	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
отметить	značka	отметить	značka	V;PFV;NFIN;ACT	N;NOM;FEM;SG;POS
отметить	mark	отметить	mark	V;PFV;NFIN;ACT	PROPN;ANIM;NOM;MASC;SG;POS
известность	slávy	известность	sláva	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
известность	slávu	известность	sláva	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
другая	ostatní	другой	ostatní	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS
иоанна	joanna	иоанный	joanna	N;ANIM;ACC;MASC;SG	PROPN;NOM;FEM;SG;POS
детский	dítě	детский	dítě	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG;POS
ваш	tvoje	ваш	tvoj	DET;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
ваш	tvoje	ваш	tvoj	DET;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
режим	mode	режим	mode	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
птиц	ptáci	птица	pták	N;ANIM;GEN;FEM;PL	N;ANIM;NOM;MASC;PL;POS
птиц	ptáky	птица	pták	N;ANIM;GEN;FEM;PL	N;ANIM;ACC;MASC;PL;POS
канада	kanada	канада	kanada	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
канада	kanady	канада	kanada	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
обратно	záda	обратно	záda	ADV	N;NOM;NEUT;PL;POS
принцип	zásady	принцип	zásada	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
учреждения	agentur	учреждение	agentura	N;INAN;NOM;NEUT;PL	N;GEN;FEM;PL;POS
уефа	uefa	уефа	uefa	N;INAN;GEN;MASC;SG	PROPN;FEM;POS
блок	bloku	блок	blok	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
блок	blokovat	блок	blokovat	N;INAN;NOM;MASC;SG	V;IPFV;POS;NFIN
блок	zablokovat	блок	zablokovat	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
прошла	prošla	пройти	projít	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;POS;PST;V.PTCP;ACT
администраторов	správci	администратор	správce	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
администраторов	správci	администратор	správce	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
военная	armáda	военный	armáda	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;POS
военная	vojenské	военный	vojenský	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
восточная	východ	восточный	východ	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
максим	maxime	максим	maxime	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
максим	maxime	максим	maxime	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
максим	maxim	максим	maxim	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
максим	maxime	максим	maxime	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
федерального	federální	федеральный	federální	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG;POS
лидер	leader	лидер	leader	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
выбор	vyberte	выбор	vybrat	N;INAN;NOM;MASC;SG	V;IMP;PL;2;POS;FIN
выбор	vybrat	выбор	vybrat	N;INAN;NOM;MASC;SG	V;POS;NFIN
выбор	vyberte	выбор	vybrat	N;INAN;NOM;MASC;SG	V;IMP;PL;2;POS;FIN
выбор	vybrat	выбор	vybrat	N;INAN;NOM;MASC;SG	V;POS;NFIN
выбор	zvolte	выбор	zvolit	N;INAN;NOM;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
питер	petře	питер	petra	N;ANIM;NOM;MASC;SG	N;DAT;FEM;SG;POS
питер	peter	питер	peter	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
питер	petr	питер	petr	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
редко	vzácný	редко	vzácný	ADV	ADJ;INAN;NOM;MASC;SG;POS
редко	vzácné	редко	vzácný	ADV	ADJ;NOM;NEUT;SG;POS
редко	vzácná	редко	vzácný	ADV	ADJ;NOM;FEM;SG;POS
меры	akce	мера	akce	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
меры	akční	мера	akční	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG;POS
меры	akci	мера	akce	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
меры	opatření	мера	opatření	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
меры	akce	мера	akce	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
иванов	ivanov	иван	ivanov	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
специалистов	odborníci	специалист	odborník	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
специалистов	specialisty	специалист	specialista	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
специалистов	profesionálové	специалист	profesionál	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
специалистов	odborníci	специалист	odborník	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
югославии	jugoslávie	югославия	jugoslávie	N;INAN;NOM;NEUT;PL	PROPN;NOM;FEM;SG;POS
характеристики	charakteristika	характеристика	charakteristika	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
тел	těla	тело	tělo	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;PL;POS
али	ali	али	ali	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
личная	osobního	личный	osobní	ADJ;NOM;FEM;SG	ADJ;ANIM;GEN;MASC;SG;POS
ваши	vaše	ваш	tvůj	DET;NOM;PL	DET;NOM;SG;2
ваши	váš	ваш	tvůj	DET;NOM;PL	DET;NOM;MASC;SG;2
ваши	tvůj	ваш	tvůj	DET;NOM;PL	DET;NOM;MASC;SG;1
ваши	tvoje	ваш	tvoj	DET;NOM;PL	ADJ;NOM;FEM;SG;POS
ваши	vaši	ваш	tvůj	DET;NOM;PL	DET;NOM;FEM;SG;2
ваши	vaše	ваш	tvůj	DET;NOM;PL	DET;NOM;SG;2
ваши	tvoje	ваш	tvoj	DET;NOM;PL	ADJ;NOM;FEM;SG;POS
ваши	váš	ваш	tvůj	DET;NOM;PL	DET;NOM;MASC;SG;2
ваши	tvůj	ваш	tvůj	DET;NOM;PL	DET;NOM;MASC;SG;1
прошлом	minulosti	прошлое	minulost	N;INAN;ESS;NEUT;SG	N;NOM;FEM;SG;POS
прошлом	minulé	прошлое	minulý	N;INAN;ESS;NEUT;SG	ADJ;NOM;NEUT;SG;POS
прошлом	minulost	прошлое	minulost	N;INAN;ESS;NEUT;SG	N;NOM;FEM;SG;POS
справочник	příručku	справочник	příručka	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
зданий	budovy	здание	budova	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL;POS
зданий	stavby	здание	stavba	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL;POS
могла	mohla	мочь	moci	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;POS;PST;V.PTCP;ACT
причин	příčiny	причина	příčina	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
причин	způsobuje	причина	způsobovat	N;INAN;GEN;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
описанные	popsáno	описать	popsaný	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
описанные	popsána	описать	popsaný	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
описанные	popsané	описать	popsaný	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
описанные	popsaná	описать	popsaný	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
румынии	rumunské	румыния	rumunský	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG;POS
румынии	rumunsko	румыния	rumunský	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG;POS
среды	středu	среда	středa	N;INAN;GEN;FEM;SG	N;ACC;FEM;SG;POS
среды	středy	среда	středa	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL;POS
среды	středa	среда	středa	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
среды	středeční	среда	středeční	N;INAN;GEN;FEM;SG	ADJ;NOM;MASC;SG;POS
назвать	pojmenování	назвать	pojmenování	V;PFV;NFIN;ACT	N;NOM;NEUT;SG;POS
врач	doktore	врач	doktor	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
врач	doctor	врач	doctor	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
образований	subjekt	образование	subjekt	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;SG;POS
ирина	irina	ирина	irina	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
наши	naše	наш	můj	DET;NOM;PL	DET;NOM;SG;1
наши	náš	наш	můj	DET;NOM;PL	DET;NOM;MASC;SG;1
наши	naší	наш	můj	DET;NOM;PL	DET;DAT;FEM;SG;1
наши	nase	наш	nase	DET;NOM;PL	ADJ;NOM;MASC;SG;POS
наши	naše	наш	můj	DET;NOM;PL	DET;NOM;SG;1
наши	náš	наш	můj	DET;NOM;PL	DET;NOM;MASC;SG;1
изучения	studium	изучение	studium	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
изучения	studuje	изучение	studovat	N;INAN;GEN;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
изучения	zkoumání	изучение	zkoumání	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
изучения	objevování	изучение	objevování	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
бельгии	belgie	бельгия	belgie	N;INAN;NOM;FEM;PL	PROPN;NOM;FEM;SG;POS
бельгии	belgii	бельгия	belgie	N;INAN;NOM;FEM;PL	PROPN;DAT;FEM;SG;POS
бельгии	belgické	бельгия	belgický	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG;POS
бельгии	belgických	бельгия	belgický	N;INAN;NOM;FEM;PL	ADJ;ANIM;GEN;MASC;PL;POS
устройства	zařízení	устройство	zařízení	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
устройства	zařízení	устройство	zařízení	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
филипп	philippe	филипп	philippe	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
филипп	filipa	филипп	filip	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
филипп	philip	филипп	philip	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
филипп	filipe	филипп	filipe	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
филипп	filip	филипп	filip	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
филипп	philipp	филипп	philipp	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
филипп	phillip	филипп	phillip	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
филипп	filipe	филипп	filipe	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
святых	svatí	святой	svať	N;ANIM;GEN;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
святых	svatých	святой	svatý	N;ANIM;GEN;MASC;PL	ADJ;ANIM;GEN;MASC;PL;POS
святых	svaté	святой	svatý	N;ANIM;GEN;MASC;PL	ADJ;NOM;NEUT;SG;POS
спортивные	sportovní	спортивный	sportovní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
спортивные	sport	спортивный	sport	ADJ;NOM;PL	N;INAN;NOM;MASC;SG;POS
спортивные	sporty	спортивный	sport	ADJ;NOM;PL	N;INAN;NOM;MASC;PL;POS
документы	dokumentů	документ	dokument	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
сотрудник	zaměstnance	сотрудник	zaměstnanec	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;PL;POS
приказ	objednat	приказ	objednat	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
приказ	příkazy	приказ	příkaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
приказ	objednávky	приказ	objednávka	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
приказ	rozkazy	приказ	rozkaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
банка	banku	банк	banka	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG;POS
банка	banka	банк	banka	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;POS
банка	bankovní	банк	bankovní	N;INAN;GEN;MASC;SG	ADJ;NOM;MASC;SG;POS
банка	banky	банк	banka	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL;POS
банка	bank	банк	banka	N;INAN;GEN;MASC;SG	N;GEN;FEM;PL;POS
пары	dvojice	пара	dvojice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
пары	dvojice	пара	dvojice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
архив	archivované	архив	archivovaný	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
архив	archivu	архив	archiv	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
архив	archivy	архив	archiv	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
архив	archivu	архив	archiv	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
показывает	zobrazí	показывать	zobrazit	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
показывает	pořady	показывать	pořad	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
местные	lokální	местный	lokální	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
местные	místní	местный	místní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
местные	místní	местный	místní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
ошибки	chyb	ошибка	chyba	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
ошибки	chyb	ошибка	chyba	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
ошибки	brouci	ошибка	brouk	N;INAN;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
ошибки	hmyz	ошибка	hmyz	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
ошибки	brouky	ошибка	brouk	N;INAN;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
объявил	vyhlášen	объявить	vyhlášený	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
объявил	oznámila	объявить	oznámit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;POS;PST;V.PTCP;ACT
объявил	oznámili	объявить	oznámit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
объявил	oznámeno	объявить	oznámený	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
шотландии	skotsko	шотландия	skotsko	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG;POS
шотландии	skotska	шотландия	skotsko	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG;POS
шотландии	skot	шотландия	skot	N;INAN;NOM;FEM;PL	N;ANIM;NOM;MASC;SG;POS
шотландии	skotské	шотландия	skotský	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG;POS
шотландии	skotská	шотландия	skotský	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG;POS
католической	katolická	католический	katolický	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG;POS
католической	katolické	католический	katolický	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG;POS
католической	katolík	католический	katolík	ADJ;INS;FEM;SG	N;ANIM;NOM;MASC;SG;POS
католической	katolický	католический	katolický	ADJ;INS;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
технологий	technologie	технология	technologie	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG;POS
фортепиано	piáno	фортепиано	piáno	ADV	N;NOM;NEUT;SG;POS
фортепиано	piano	фортепиано	piano	ADV	N;NOM;NEUT;SG;POS
фортепиано	klavír	фортепиано	klavír	ADV	N;INAN;NOM;MASC;SG;POS
национальных	vnitrostátní	национальный	vnitrostátní	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
национальных	celostátní	национальный	celostátní	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
национальных	národní	национальный	národní	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
освобождения	uvolnění	освобождение	uvolnění	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
освобождения	propustit	освобождение	propustit	N;INAN;NOM;NEUT;PL	V;PFV;POS;NFIN
освобождения	uvolnit	освобождение	uvolnit	N;INAN;NOM;NEUT;PL	V;PFV;POS;NFIN
освобождения	propuštění	освобождение	propuštění	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
освобождения	osvobození	освобождение	osvobození	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
ваше	tvoje	ваш	tvoj	DET;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
ваше	tvoje	ваш	tvoj	DET;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
ясно	vyčistit	ясный	vyčistit	ADJ;NEUT;SG	V;PFV;POS;NFIN
указано	specifikované	указать	specifikovaný	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
указано	uvedené	указать	uvedený	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
земель	spolkových	земля	spolkový	N;INAN;GEN;FEM;PL	ADJ;GEN;MASC;PL;POS
изменение	úpravy	изменение	úprava	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
изменение	měním	изменение	měnit	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
изменение	změnit	изменение	změnit	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
изменение	změny	изменение	změna	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
установки	instalace	установка	instalace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
установки	instalace	установка	instalace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
установки	montáž	установка	montáž	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
установки	zařízení	установка	zařízení	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
установки	instalace	установка	instalace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
учёные	vědců	ученый	vědec	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
учёные	vědce	ученый	vědec	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
