les	het	le	het	DET;DEF;PL	PRO;3
yves	stanley	yve	stanley	PROPN	N;MASC+FEM;SG
cordialement	hoogachtend	cordialement	hoogachtend	ADV	V;V.PTCP
cordialement	oprecht	cordialement	oprecht	ADV	ADJ
cordialement	thnx	cordialement	thnx	ADV	INTJ
cordialement	thanks	cordialement	thanks	ADV	N;SG
cordialement	bedankt	cordialement	bedanken	ADV	V;V.PTCP
utilisés	gebruikte	utiliser	gebruiken	V;MASC;PL;PST;V.PTCP	V;SG;PST;FIN
responsable	verantwoord	responsable	verantwoorden	ADJ;MASC;SG	V;V.PTCP
japonaise	japanners	japonais	japanner	ADJ;FEM;SG	N;PL
banque	bankieren	banque	bankier	N;FEM;SG	V;NFIN
décédé	overledene	décéder	overlid	V;MASC;SG;PST;V.PTCP	ADJ
décédé	overledenen	décéder	overlidden	V;MASC;SG;PST;V.PTCP	ADJ
danse	dansen	danse	dansen	N;FEM;SG	V;NFIN
danse	dansen	danse	dansen	N;FEM;SG	V;NFIN
genève	geneve	genève	geneve	ADJ;FEM;SG	N;MASC+FEM;SG
genève	genève	genève	genève	ADJ;FEM;SG	N;NEUT;SG
développé	ontwikkelden	développer	ontwikkelen	V;MASC;SG;PST;V.PTCP	V;PL;PST;FIN
officiellement	officieel	officiellement	officieel	ADV	ADJ
officiellement	formeel	officiellement	formeel	ADV	ADJ
officiellement	officieel	officiellement	officieel	ADV	ADJ
critiques	kritiek	critique	kritiek	N;MASC;PL	N;MASC+FEM;SG
critiques	kritiek	critique	kritiek	N;MASC;PL	N;MASC+FEM;SG
critiques	kritische	critique	kritisch	N;MASC;PL	ADJ
critiques	kritisch	critique	kritisch	N;MASC;PL	ADJ
vraiment	werkelijk	vraiment	werkelijk	ADV	ADJ
vraiment	echt	vraiment	echt	ADV	ADJ
vraiment	werkelijk	vraiment	werkelijk	ADV	ADJ
argentine	argentinië	argentin	argentinië	ADJ;FEM;SG	PROPN;NEUT;SG
argentine	argentinië	argentin	argentinië	ADJ;FEM;SG	PROPN;NEUT;SG
écriture	schrijven	écriture	schrijven	N;FEM;SG	V;NFIN
libération	loslaten	libération	loslaten	N;FEM;SG	V;NFIN
entièrement	volledig	entièrement	volledig	ADV	ADJ
entièrement	volledig	entièrement	volledig	ADV	ADJ
entièrement	compleet	entièrement	compleet	ADV	ADJ
die	sterven	der	sterven		V;NFIN
die	sterf	der	sterf		V;SG;PRS;FIN
caractéristiques	karakteristieken	caractéristique	karakteristiek	ADJ;FEM;PL	N;PL
caractéristiques	kenmerken	caractéristique	kenmerk	ADJ;FEM;PL	N;PL
caractéristiques	eigenschappen	caractéristique	eigenschap	ADJ;FEM;PL	N;PL
caractéristiques	functies	caractéristique	functie	ADJ;FEM;PL	N;PL
caractéristiques	kenmerken	caractéristique	kenmerk	ADJ;FEM;PL	N;PL
réunion	vergaderen	réunion	vergaderen	N;FEM;SG	V;NFIN
trente	trento	trente	trento	NUM	N;MASC+FEM;SG
trente	thirty	trente	thirty	NUM	
julien	julian	julien	julian	PROPN	N;MASC+FEM;SG
julien	julien	julien	julien	PROPN	N;MASC+FEM;SG
chasse	jagen	chasse	jagen	N;FEM;SG	V;NFIN
processus	verwerken	processus	verwerken	N;MASC;SG	V;NFIN
processus	processen	processus	proces	N;MASC;SG	N;PL
gaz	gassen	gaz	gas	N;MASC;SG	N;PL
catégories	categorie	catégorie	categorie	N;FEM;PL	N;MASC+FEM;SG
mixte	vermengd	mixte	vermengen	ADJ;MASC;SG	V;V.PTCP
mixte	gemixt	mixte	mixten	ADJ;MASC;SG	V;V.PTCP
mixte	gemengde	mixte	mengen	ADJ;MASC;SG	V;V.PTCP
mixte	gemengd	mixte	mengen	ADJ;MASC;SG	V;V.PTCP
régulièrement	regelmatig	régulièrement	regelmatig	ADV	ADJ
juan	juan	juan	juan	PROPN	N;MASC+FEM;SG
véritable	real	véritable	real	ADJ;MASC;SG	N;MASC+FEM;SG
véritable	waar	véritable	waar	ADJ;MASC;SG	ADV
véritable	true	véritable	true	ADJ;MASC;SG	
véritable	klopt	véritable	kloppen	ADJ;MASC;SG	V;SG;PRS;FIN
lee	lee	lee	lee	PROPN	N;MASC+FEM;SG
rapide	rapid	rapide	rapid	ADJ;MASC;SG	N;MASC+FEM;SG
rapide	vasten	rapide	vast	ADJ;MASC;SG	V;NFIN
rapide	fast	rapide	fast	ADJ;MASC;SG	N;MASC+FEM;SG
traduit	vertaalt	traduire	vertalen	V;MASC;SG;PST;V.PTCP	V;SG;PRS;FIN
traduit	vertaal	traduire	vertaal	V;MASC;SG;PST;V.PTCP	V;SG;PRS;FIN
léon	leo	léon	leo	N;MASC;SG	PROPN;MASC+FEM;SG
fusion	samenvoegen	fusion	samenvoegen	N;FEM;SG	V;NFIN
fusion	smelten	fusion	smelten	N;FEM;SG	V;NFIN
fusion	smelt	fusion	smelten	N;FEM;SG	V;SG;PRS;FIN
sang	zongen	sang	zongen	N;MASC;SG	V;PL;PST;FIN
sang	zong	sang	zingen	N;MASC;SG	V;SG;PST;FIN
sang	gezongen	sang	zingen	N;MASC;SG	V;V.PTCP
sang	blood	sang	blood	N;MASC;SG	
yeux	oog	oeil	oog	N;MASC;PL	N;NEUT;SG
yeux	eye	oeil	eye	N;MASC;PL	
all	allen	all	al		PRO
all	alle	all	al		DET
all	allemaal	all	allemaal		ADV
all	alles	all	alles		PRO;3
types	typen	type	typen	N;MASC;PL	V;NFIN
moyens	betekend	moyen	betekenen	N;MASC;PL	V;SG;PRS;FIN
moyens	betekent	moyen	betekenen	N;MASC;PL	V;SG;PRS;FIN
reprise	reprise	reprendre	reprise	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
retraite	gepensioneerde	retraite	pensioneren	N;FEM;SG	V;V.PTCP
retraite	gepensioneerd	retraite	pensioneren	N;FEM;SG	V;V.PTCP
retraite	terugtrekken	retraite	terugtrekken	N;FEM;SG	V;NFIN
ferroviaire	spoorweg	ferroviaire	spoorweg	ADJ;MASC;SG	N;MASC+FEM;SG
ferroviaire	spoorwegen	ferroviaire	spoorwegen	ADJ;MASC;SG	N;PL
ferroviaire	spoor	ferroviaire	spoor	ADJ;MASC;SG	N;NEUT;SG
ferroviaire	spoorwegen	ferroviaire	spoorwegen	ADJ;MASC;SG	N;PL
ferroviaire	spoorweg	ferroviaire	spoorweg	ADJ;MASC;SG	N;MASC+FEM;SG
antonio	antonio	antonio	antonio	PROPN	N;MASC+FEM;SG
emploi	klussen	emploi	klus	N;MASC;SG	V;NFIN
emploi	jobs	emploi	job	N;MASC;SG	N;PL
emploi	vacatures	emploi	vacature	N;MASC;SG	N;PL
emploi	banen	emploi	baan	N;MASC;SG	N;PL
promotion	promoties	promotion	promotie	N;FEM;SG	N;PL
promotion	promoten	promotion	promoot	N;FEM;SG	V;NFIN
québécois	québécois	québécois	québécois	ADJ;MASC;SG	N;MASC+FEM;SG
québécois	quebec	québécois	quebec	ADJ;MASC;SG	N;MASC+FEM;SG
alliance	verbond	alliance	verbinden	N;FEM;SG	V;SG;PST;FIN
quel	wat	quel	wat	DET;MASC;SG	PRO;3
brun	brown	brun	brown	ADJ;MASC;SG	N;MASC+FEM;SG
faune	wandelen	faune	wandelen	N;FEM;SG	V;NFIN
faite	made	faire	made	V;FEM;SG;PST;V.PTCP	
faite	done	faire	doon	V;FEM;SG;PST;V.PTCP	ADJ
faite	klaar	faire	klaar	V;FEM;SG;PST;V.PTCP	ADJ
effets	effect	effet	effect	N;MASC;PL	N;NEUT;SG
bosnie	bosnië	bosnie	bosnië	PROPN	PROPN;NEUT;SG
blocage	vergrendelen	blocage	vergrendelen	N;MASC;SG	V;NFIN
blocage	blokkeren	blocage	blokkeren	N;MASC;SG	V;NFIN
blocage	blokkeren	blocage	blokkeren	N;MASC;SG	V;NFIN
dominique	dominic	dominique	dominic	ADJ;MASC;SG	N;MASC+FEM;SG
dominique	dominique	dominique	dominique	ADJ;MASC;SG	N;MASC+FEM;SG
dominique	dominica	dominique	dominica	ADJ;MASC;SG	N;MASC+FEM;SG
nœud	knopen	nœud	knopen	N;MASC;SG	N;PL
serbe	servië	serbe	servië	ADJ;MASC;SG	PROPN;NEUT;SG
auguste	augustus	auguste	augustus	N;MASC;SG	PROPN;MASC+FEM;SG
raisons	reden	raison	reden	N;FEM;PL	N;MASC+FEM;SG
raisons	rede	raison	rede	N;FEM;PL	N;MASC+FEM;SG
devrait	moet	devoir	moeten	V;COND;SG;3;PRS;FIN	V;SG;PRS;FIN
francis	frans	francis	frans	PROPN	PROPN;MASC+FEM;SG
francis	francis	francis	francis	PROPN	N;MASC+FEM;SG
francis	franciscus	francis	franciscus	PROPN	N;MASC+FEM;SG
cent	hundred	cent	hundred	NUM	
cent	cent	cent	cent	NUM	N;MASC+FEM;SG
écrite	schriftelijke	écrire	schriftelijk	V;FEM;SG;PST;V.PTCP	ADJ
chute	vallen	chute	vallen	N;FEM;SG	V;NFIN
chute	dalend	chute	dalen	N;FEM;SG	V;V.PTCP
chute	vallende	chute	vallen	N;FEM;SG	V;V.PTCP
chute	vallen	chute	vallen	N;FEM;SG	V;NFIN
chute	vallend	chute	vallen	N;FEM;SG	V;V.PTCP
communiste	communist	communiste	communist	ADJ;MASC;SG	N;MASC+FEM;SG
étranger	vreemde	étranger	vreemd	N;MASC;SG	ADJ
étranger	buitenlands	étranger	buitenlands	N;MASC;SG	ADJ
documentaire	documentaire	documentaire	documentaire	N;MASC;SG	ADJ
cartes	kaart	carte	kaart	N;FEM;PL	N;MASC+FEM;SG
cartes	plattegrond	carte	plattegrond	N;FEM;PL	N;MASC+FEM;SG
cartes	kaart	carte	kaart	N;FEM;PL	N;MASC+FEM;SG
secret	secret	secret	secret	ADJ;MASC;SG	
secret	geheimhouding	secret	geheimhouding	ADJ;MASC;SG	N;MASC+FEM;SG
secret	geheimzinnigheid	secret	geheimzinnigheid	ADJ;MASC;SG	N;MASC+FEM;SG
publics	publiek	public	publiek	ADJ;MASC;PL	N;NEUT;SG
mary	mary	mary	mary	PROPN	N;MASC+FEM;SG
mary	maria	mary	maria	PROPN	N;MASC+FEM;SG
mines	mijnbouw	mine	mijnbouw	N;FEM;PL	N;MASC+FEM;SG
mines	mijnbouw	mine	mijnbouw	N;FEM;PL	N;MASC+FEM;SG
conférence	lezingen	conférence	lezing	N;FEM;SG	N;PL
mains	hands	main	hands	N;FEM;PL	N;MASC+FEM;SG
musicale	musical	musical	musical	ADJ;FEM;SG	N;MASC+FEM;SG
xls	xls	xl	xls	N;MASC;SG	INTJ
connexe	gerelateerd	connexe	relateren	ADJ;MASC;SG	V;V.PTCP
connexe	gerelateerde	connexe	relateren	ADJ;MASC;SG	V;V.PTCP
changement	veranderen	changement	veranderen	N;MASC;SG	V;NFIN
changement	wijzigen	changement	wijzigen	N;MASC;SG	V;NFIN
changement	veranderingen	changement	verandering	N;MASC;SG	N;PL
privée	prive	priver	prive	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
privée	privé	priver	privé	V;FEM;SG;PST;V.PTCP	ADJ
privée	particulier	priver	particulier	V;FEM;SG;PST;V.PTCP	ADJ
députés	afgevaardigden	député	afvaardigen	N;MASC;PL	V;V.PTCP
vite	snel	vite	snel	ADV	ADJ
vite	snelle	vite	snel	ADV	ADJ
vite	vlug	vite	vlug	ADV	ADJ
vite	snel	vite	snel	ADV	ADJ
vite	vasten	vite	vast	ADV	V;NFIN
vite	snelle	vite	snel	ADV	ADJ
vite	fast	vite	fast	ADV	N;MASC+FEM;SG
vite	snel	vite	snel	ADV	ADJ
vite	vlug	vite	vlug	ADV	ADJ
sportive	sport	sportif	sport	ADJ;FEM;SG	N;MASC+FEM;SG
rejoindre	join	rejoindre	join	V;NFIN	
collecte	verzamelen	collecte	verzamelen	N;FEM;SG	V;NFIN
collecte	verzamelen	collecte	verzamelen	N;FEM;SG	V;NFIN
faveur	gunsten	faveur	gunst	N;FEM;SG	N;PL
transports	vervoer	transport	vervoer	N;MASC;PL	N;NEUT;SG
transports	transport	transport	transport	N;MASC;PL	N;NEUT;SG
transports	vervoer	transport	vervoer	N;MASC;PL	N;NEUT;SG
transports	transport	transport	transport	N;MASC;PL	N;NEUT;SG
seuls	alone	seul	alone	ADJ;MASC;PL	
seuls	alleen	seul	alleen	ADJ;MASC;PL	ADV
rio	rio	rio	rio	PROPN	N;MASC+FEM;SG
juge	oordelen	juge	oordelen	N;MASC;SG	V;NFIN
francisco	francisco	francisco	francisco	PROPN	N;MASC+FEM;SG
néerlandais	nederlanders	néerlandais	nederlander	ADJ;MASC;SG	N;PL
complexe	complex	complexe	complex	ADJ;MASC;SG	N;NEUT;SG
universitaire	universiteit	universitaire	universiteit	ADJ;MASC;SG	N;MASC+FEM;SG
vis	schroeven	vis	schroef	N;MASC;SG	V;NFIN
lois	lois	loi	lois	N;FEM;PL	N;MASC+FEM;SG
douze	twelve	douze	twelve	NUM	
douze	douze	douze	dous	NUM	N;MASC+FEM;SG
ferme	kwekerij	ferme	kwekerij	ADJ;FEM;SG	N;MASC+FEM;SG
ferme	boerderij	ferme	boerderij	ADJ;FEM;SG	N;MASC+FEM;SG
ferme	boerderijen	ferme	boerderij	ADJ;FEM;SG	N;PL
one	one	one	oon	PROPN	
one	één	one	één	PROPN	NUM
one	een	one	een	PROPN	DET;INDF
one	eén	one	eén	PROPN	N;MASC+FEM;SG
hautes	high	haut	high	ADJ;FEM;PL	
hautes	hautes	haut	haute	ADJ;FEM;PL	N;MASC+FEM;SG
édouard	eduard	édouard	eduard	N;MASC;SG	PROPN;MASC+FEM;SG
massif	stevig	massif	stevig	N;MASC;SG	ADJ
massif	massief	massif	massief	N;MASC;SG	ADJ
massif	solide	massif	solide	N;MASC;SG	ADJ
massif	vaste	massif	vast	N;MASC;SG	ADJ
massif	massief	massif	massief	N;MASC;SG	ADJ
massif	massief	massif	massief	N;MASC;SG	ADJ
massif	enorme	massif	enorm	N;MASC;SG	ADJ
massif	massaal	massif	massaal	N;MASC;SG	ADJ
massif	massale	massif	massaal	N;MASC;SG	ADJ
vente	verkopen	vente	verkopen	N;FEM;SG	V;NFIN
vente	verkopen	vente	verkopen	N;FEM;SG	V;NFIN
athlétisme	atletisch	athlétisme	atletisch	N;MASC;SG	ADJ
culte	aanbidden	culte	aanbidden	N;MASC;SG	V;NFIN
bras	wapens	bras	wapen	N;MASC;SG	N;PL
bras	armen	bras	arm	N;MASC;SG	N;PL
bras	arm	bras	arm	N;MASC;SG	ADJ
calais	calais	calais	calais	PROPN	N;MASC+FEM;SG
épreuves	proeven	épreuve	proeven	N;FEM;PL	V;NFIN
épreuves	testen	épreuve	testen	N;FEM;PL	V;NFIN
conduit	conduit	conduire	conduit	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
appartenant	eigendom	appartenir	eigendom	V;PRS;V.PTCP	N;NEUT;SG
perdu	kwijt	perdre	kwijt	V;MASC;SG;PST;V.PTCP	ADJ
perdu	lost	perdre	lost	V;MASC;SG;PST;V.PTCP	V;SG;PRS;FIN
nice	mooi	nice	mooi	PROPN	ADJ
nice	lekker	nice	lekker	PROPN	ADJ
nice	fijn	nice	fijn	PROPN	ADJ
nice	leuk	nice	leuk	PROPN	ADJ
nice	nice	nice	nice	PROPN	N;MASC+FEM;SG
visite	bezoeken	visite	bezoeken	N;FEM;SG	V;NFIN
atteindre	bereik	atteindre	bereik	V;NFIN	N;NEUT;SG
atteindre	reach	atteindre	reach	V;NFIN	
informatique	computers	informatique	computer	ADJ;MASC;SG	N;PL
informatique	informatica	informatique	informatica	ADJ;MASC;SG	N;MASC+FEM;SG
conception	ontwerpen	conception	ontwerpen	N;FEM;SG	V;NFIN
scientifiques	wetenschappers	scientifique	wetenschapper	ADJ;MASC;PL	N;PL
passant	passant	passer	passant	V;PRS;V.PTCP	N;MASC+FEM;SG
photos	pics	photo	pics	N;FEM;PL	N;MASC+FEM;SG
tente	tent	tenter	tent	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
scott	scott	scott	scoten	PROPN	N;MASC+FEM;SG
liège	luik	liège	luik	PROPN	N;NEUT;SG
liège	luik	liège	luik	PROPN	N;NEUT;SG
liège	kurk	liège	kurk	PROPN	N;MASC+FEM;SG
liège	cork	liège	cork	PROPN	N;NEUT;SG
dessin	ontwerpen	dessin	ontwerpen	N;MASC;SG	V;NFIN
dessin	tekenen	dessin	tekenen	N;MASC;SG	V;NFIN
manuel	handmatige	manuel	handmatig	N;MASC;SG	ADJ
manuel	manueel	manuel	manueel	N;MASC;SG	ADJ
manuel	handmatig	manuel	handmatig	N;MASC;SG	ADJ
joe	joe	joe	joe	PROPN	N;MASC+FEM;SG
pression	druk	pression	druk	N;FEM;SG	ADJ
maroc	marokkaanse	maroc	marokkaans	N;MASC;SG	ADJ
faux	fout	faux	fout	ADJ;MASC;SG	N;MASC+FEM;SG
faux	false	faux	fals	ADJ;MASC;SG	
colombie	columbia	colombie	columbia	PROPN	N;MASC+FEM;SG
colombie	colombia	colombie	colombia	PROPN	N;NEUT;SG
colombie	colombia	colombie	colombia	PROPN	N;NEUT;SG
baie	bessen	baie	bessen	N;FEM;SG	N;PL
contraire	tegenovergesteld	contraire	tegenovergesteld	ADJ;MASC;SG	V;V.PTCP
contraire	tegenovergestelde	contraire	tegenoverstellen	ADJ;MASC;SG	V;V.PTCP
contraire	tegenover	contraire	tegenover	ADJ;MASC;SG	ADP
destination	bestemmingen	destination	bestemming	N;FEM;SG	N;PL
vierge	virgo	vierge	virgo	ADJ;MASC;SG	N;MASC+FEM;SG
vierge	maagd	vierge	maagd	ADJ;MASC;SG	N;MASC+FEM;SG
vierge	virgin	vierge	virgin	ADJ;MASC;SG	N;MASC+FEM;SG
vierge	maagd	vierge	maagd	ADJ;MASC;SG	N;MASC+FEM;SG
vierge	maagden	vierge	maagd	ADJ;MASC;SG	N;PL
vierge	blanco	vierge	blanco	ADJ;MASC;SG	N;MASC+FEM;SG
lesquels	welke	lequel	welk	PRO;MASC;PL	PRO
température	temperaturen	température	temperatuur	N;FEM;SG	N;PL
enfance	kinderjaren	enfance	kinderjaar	N;FEM;SG	ADJ
dates	data	date	data	N;FEM;PL	N;MASC+FEM;SG
dates	datums	date	datum	N;FEM;PL	N;MASC+FEM;SG
procès	rechtszaken	procès	rechtszaak	N;MASC;SG	N;PL
essais	proeven	essai	proeven	N;MASC;PL	V;NFIN
essais	testen	essai	testen	N;MASC;PL	V;NFIN
essais	testen	essai	testen	N;MASC;PL	V;NFIN
aider	hulp	aider	hulp	V;NFIN	N;MASC+FEM;SG
aider	help	aider	help	V;NFIN	N;MASC+FEM;SG
arrêt	stop	arrêt	stoppen	N;MASC;SG	V;SG;PRS;FIN
arrêt	stoppen	arrêt	stoppen	N;MASC;SG	V;NFIN
arrêt	afsluiten	arrêt	afsluiten	N;MASC;SG	V;NFIN
arrêt	stilleggen	arrêt	stilleggen	N;MASC;SG	V;NFIN
perd	verlies	perdre	verlies	V;IND;SG;3;PRS;FIN	N;NEUT;SG
pouvait	kan	pouvoir	kunnen	V;IND;SG;3;IPFV;FIN	V;SG;PRS;FIN
pouvait	kon	pouvoir	kunnen	V;IND;SG;3;IPFV;FIN	V;SG;PST;FIN
sais	weten	savoir	weten	INTJ	V;NFIN
sais	weet	savoir	weten	INTJ	V;SG;PRS;FIN
hall	lobbyen	hall	lobbyen	N;MASC;SG	V;NFIN
attention	opgelet	attention	opletten	N;FEM;SG	V;V.PTCP
jones	jones	jone	jone	N;MASC;SG	N;PL
parlementaire	parlementariër	parlementaire	parlementariër	ADJ;MASC;SG	N;MASC+FEM;SG
roland	roland	roland	roland	PROPN	N;MASC+FEM;SG
printemps	printemps	printemps	printemps	N;MASC;SG	N;PL
étoiles	ster	étoile	ster	N;FEM;PL	N;MASC+FEM;SG
étoiles	star	étoile	star	N;FEM;PL	N;MASC+FEM;SG
réforme	hervormingen	réforme	hervorming	N;FEM;SG	N;PL
réforme	hervormen	réforme	hervormen	N;FEM;SG	V;NFIN
chris	chris	chris	chris	PROPN	N;MASC+FEM;SG
élevé	high	élevé	high	ADJ;MASC;SG	
élevé	opgegroeid	élevé	opgroeien	ADJ;MASC;SG	V;V.PTCP
élevé	getogen	élevé	tijgen	ADJ;MASC;SG	V;V.PTCP
élevé	opgevoed	élevé	opvoeden	ADJ;MASC;SG	V;V.PTCP
élevé	verheven	élevé	verheffen	ADJ;MASC;SG	V;V.PTCP
élevé	verhoogd	élevé	verhogen	ADJ;MASC;SG	V;V.PTCP
élevé	verhoogde	élevé	verhogen	ADJ;MASC;SG	V;SG;PST;FIN
xixe	negentiende	xixe	negentien	N;MASC;SG	ADJ
dos	terug	dos	terug	N;MASC;SG	ADV
dos	ruggen	dos	rug	N;MASC;SG	N;PL
noël	noël	noël	noël	PROPN	N;MASC+FEM;SG
noël	kerstmis	noël	kerstmis	PROPN	N;MASC+FEM;SG
noël	kerst	noël	kerst	PROPN	N;MASC+FEM;SG
noël	christmas	noël	christmas	PROPN	
noël	kerstfeest	noël	kerstfeest	PROPN	N;NEUT;SG
anomalie	abnormale	anomalie	abnormaal	N;FEM;SG	ADJ
anomalie	afwijkend	anomalie	afwijken	N;FEM;SG	V;V.PTCP
anomalie	abnormaal	anomalie	abnormaal	N;FEM;SG	ADJ
ign	ign	ign	ign	PROPN	N;MASC+FEM;SG
majeur	majoor	majeur	majoor	ADJ;MASC;SG	N;MASC+FEM;SG
majeur	major	majeur	major	ADJ;MASC;SG	N;MASC+FEM;SG
majeur	hoofdvak	majeur	hoofdvak	ADJ;MASC;SG	N;NEUT;SG
beau	beau	beau	beau	ADJ;MASC;SG	N;MASC+FEM;SG
lecture	lezen	lecture	lezen	N;FEM;SG	V;NFIN
lecture	gelezen	lecture	lezen	N;FEM;SG	V;V.PTCP
lecture	lees	lecture	lezen	N;FEM;SG	V;SG;PRS;FIN
lecture	lezen	lecture	lezen	N;FEM;SG	V;NFIN
montage	monteren	montage	monteren	N;MASC;SG	V;NFIN
montage	aankoppelen	montage	aankoppelen	N;MASC;SG	V;NFIN
montage	bewerken	montage	bewerken	N;MASC;SG	V;NFIN
dollars	dollar	dollar	dollar	N;MASC;PL	N;MASC+FEM;SG
professionnelle	professional	professionnel	professional	ADJ;FEM;SG	N;MASC+FEM;SG
masculin	male	masculin	maal	ADJ;MASC;SG	N;MASC+FEM;SG
masculin	mannetje	masculin	mannetje	ADJ;MASC;SG	N;NEUT;SG
batterie	batterijen	batterie	batterij	N;FEM;SG	N;PL
batterie	trommels	batterie	trommel	N;FEM;SG	N;PL
batterie	vaten	batterie	vaten	N;FEM;SG	N;PL
nancy	nancy	nancy	nancy	PROPN	N;MASC+FEM;SG
amateur	amateurs	amateur	amateur	N;MASC;SG	N;PL
ascendant	ascendant	ascendant	ascendant	V;PRS;V.PTCP	N;MASC+FEM;SG
clair	clear	clair	clear	ADJ;MASC;SG	
clair	clair	clair	clair	ADJ;MASC;SG	N;MASC+FEM;SG
test	testen	test	testen	N;MASC;SG	V;NFIN
test	tests	test	tests	N;MASC;SG	N;PL
test	testen	test	testen	N;MASC;SG	V;NFIN
west	west	west	west	PROPN	N;MASC+FEM;SG
west	westen	west	westen	PROPN	N;NEUT;SG
west	westelijk	west	westelijk	PROPN	ADJ
relativement	relatief	relativement	relatief	ADV	ADJ
exemplaires	voorbeeldige	exemplaire	voorbeeldig	N;MASC;PL	ADJ
exemplaires	voorbeeldig	exemplaire	voorbeeldig	N;MASC;PL	ADJ
venir	coming	venir	coming	V;NFIN	N;MASC+FEM;SG
laisser	verlof	laisser	verlof	V;NFIN	N;NEUT;SG
gilles	giles	gille	gil	PROPN	N;MASC+FEM;SG
gilles	gilles	gille	gilles	PROPN	N;MASC+FEM;SG
devenue	werden	devenir	worden	V;FEM;SG;PST;V.PTCP	V;PL;PST;FIN
devenue	werd	devenir	worden	V;FEM;SG;PST;V.PTCP	V;SG;PST;FIN
spécialiste	gespecialiseerd	spécialiste	gespecialiseerd	N;MASC;SG	V;V.PTCP
vivant	living	vivre	living	V;PRS;V.PTCP	N;MASC+FEM;SG
vivant	live	vivre	live	V;PRS;V.PTCP	N;MASC+FEM;SG
vivant	leven	vivre	leven	V;PRS;V.PTCP	N;NEUT;SG
rencontres	dating	rencontre	dating	N;FEM;PL	N;MASC+FEM;SG
rencontres	daten	rencontre	daten	N;FEM;PL	V;NFIN
demander	ask	demander	ask	V;NFIN	INTJ
demander	vraag	demander	vraag	V;NFIN	N;MASC+FEM;SG
demander	aanvraag	demander	aanvraag	V;NFIN	N;MASC+FEM;SG
demander	verzoek	demander	verzoek	V;NFIN	N;NEUT;SG
demander	verzoeken	demander	verzoek	V;NFIN	N;PL
israël	israël	israël	israël	N;MASC;SG	PROPN;NEUT;SG
israël	israel	israël	israel	N;MASC;SG	PROPN;NEUT;SG
généraux	generaals	général	generaal	ADJ;MASC;PL	N;PL
généraux	generaal	général	generaal	ADJ;MASC;PL	N;MASC+FEM;SG
siècles	eeuwenlang	siècle	eeuwenlang	N;MASC;PL	ADJ
mike	mike	mike	mike	PROPN	N;MASC+FEM;SG
recueil	verzamelen	recueil	verzamelen	N;MASC;SG	V;NFIN
net	net	net	net	ADJ;MASC;SG	ADV
net	netto	net	netto	ADJ;MASC;SG	N;MASC+FEM;SG
intervention	interventies	intervention	interventie	N;FEM;SG	N;PL
auparavant	vroeger	auparavant	vroeger	ADV	ADJ;CMPR
auparavant	vroeger	auparavant	vroeger	ADV	ADJ;CMPR
auparavant	voordat	auparavant	voordat	ADV	CONJ
auparavant	vóór	auparavant	voor	ADV	ADP
combats	vechten	combat	vechten	N;MASC;PL	V;NFIN
corée	korea	corée	korea	PROPN	PROPN;NEUT;SG
tokyo	tokio	tokyo	tokio	N;MASC;SG	PROPN;NEUT;SG
finales	finale	finale	finale	ADJ;FEM;PL	N;MASC+FEM;SG
finales	finales	finale	finale	ADJ;FEM;PL	N;PL
bus	bussen	bus	bus	N;MASC;SG	N;PL
certaine	bepaalde	certain	bepalen	ADJ;FEM;SG	V;V.PTCP
comprendre	inzicht	comprendre	inzicht	V;NFIN	N;NEUT;SG
comprendre	begrip	comprendre	begrip	V;NFIN	N;NEUT;SG
vivre	living	vivre	living	V;NFIN	N;MASC+FEM;SG
vivre	live	vivre	live	V;NFIN	N;MASC+FEM;SG
vivre	leven	vivre	leven	V;NFIN	N;NEUT;SG
edward	eduard	edward	eduard	N;MASC;SG	PROPN;MASC+FEM;SG
ordres	bevelen	ordre	bevelen	N;MASC;PL	V;NFIN
erreur	fouten	erreur	fout	N;FEM;SG	N;PL
coll	coll	coll	coll	PROPN	N;MASC+FEM;SG
williams	williams	william	william	PROPN	N;PL
expédition	verzenden	expédition	verzenden	N;FEM;SG	V;V.PTCP
expédition	verschepen	expédition	verschip	N;FEM;SG	V;NFIN
tchèque	tsjechische	tchèque	tsjechisch	N;MASC;SG	ADJ
tchèque	tsjechisch	tchèque	tsjechisch	N;MASC;SG	ADJ
européens	europeanen	européen	europeaan	ADJ;MASC;PL	N;PL
règle	rule	règle	rule	N;FEM;SG	
walter	wouter	walter	wouter	PROPN	N;MASC+FEM;SG
walter	walter	walter	walter	PROPN	N;MASC+FEM;SG
euros	euro	euro	euro	N;MASC;PL	N;MASC+FEM;SG
euros	euro	euro	euro	N;MASC;PL	N;MASC+FEM;SG
eugène	eugène	eugène	eugène	PROPN	N;MASC+FEM;SG
eugène	eugene	eugène	eugene	PROPN	N;MASC+FEM;SG
avions	vliegtuig	avion	vliegtuig	N;MASC;PL	N;NEUT;SG
avions	luchtvaartuig	avion	luchtvaartuig	N;MASC;PL	N;NEUT;SG
participants	aanwezigen	participant	aanwezig	N;MASC;PL	ADJ
mesures	meting	mesure	meting	N;FEM;PL	N;MASC+FEM;SG
